,BBSI US Equity,BBSI US Equity,BBSI US Equity,BBSI US Equity,BBSI US Equity
2019-02-26,68.5672,68.944,68.0524,68.4845,26971.0
2019-02-27,72.3821,75.2502,72.2545,74.6619,69179.0
2019-02-28,74.0,76.5459,71.8765,72.1983,42384.0
2019-03-01,72.6211,73.8437,71.3501,73.522,49597.0
2019-03-02,72.6211,73.8437,71.3501,73.522,49597.0
2019-03-03,72.6211,73.8437,71.3501,73.522,49597.0
2019-03-04,74.3861,75.8017,74.3585,74.5148,131225.0
2019-03-05,74.7446,75.1491,74.0368,74.956,43869.0
2019-03-06,74.8733,74.9836,74.2942,74.9193,73538.0
2019-03-07,75.1215,75.476,74.1563,74.3861,67274.0
2019-03-08,74.1195,74.6159,73.6231,74.0092,43379.0
2019-03-09,74.1195,74.6159,73.6231,74.0092,43379.0
2019-03-10,74.1195,74.6159,73.6231,74.0092,43379.0
2019-03-11,74.0092,75.5076,72.713,74.0092,40482.0
2019-03-12,74.1287,74.6894,73.1957,73.7978,51092.0
2019-03-13,74.1287,74.1793,73.1819,73.6783,36297.0
2019-03-14,73.8719,73.8719,72.6195,73.4385,33226.0
2019-03-15,73.586,74.0748,72.6597,73.7612,63022.0
2019-03-16,73.586,74.0748,72.6597,73.7612,63022.0
2019-03-17,73.586,74.0748,72.6597,73.7612,63022.0
2019-03-18,73.7612,73.7612,71.9446,73.0973,20953.0
2019-03-19,73.3555,73.4108,72.0461,72.1936,21058.0
2019-03-20,72.4518,72.793,71.1424,71.4651,46658.0
2019-03-21,71.6035,72.1291,69.667,71.4651,25466.0
2019-03-22,71.4651,71.6219,68.0901,68.6987,40637.0
2019-03-23,71.4651,71.6219,68.0901,68.6987,40637.0
2019-03-24,71.4651,71.6219,68.0901,68.6987,40637.0
2019-03-25,68.708,70.958,67.9334,70.1004,29788.0
2019-03-26,70.3678,71.5573,69.6485,70.7182,21017.0
2019-03-27,70.4877,71.8478,69.8145,70.1188,31762.0
2019-03-28,70.2387,71.1101,69.4733,70.7274,22682.0
2019-03-29,71.1516,72.7469,70.3767,71.3084,57442.0
2019-03-30,71.1516,72.7469,70.3767,71.3084,57442.0
2019-03-31,71.1516,72.7469,70.3767,71.3084,57442.0
2019-04-01,71.6311,72.4795,70.543,72.4518,68175.0
2019-04-02,72.4518,72.4518,70.5892,71.0041,33887.0
2019-04-03,71.3084,71.6864,70.4231,70.4785,52783.0
2019-04-04,70.4508,71.2992,69.9621,69.9897,25044.0
2019-04-05,69.9436,71.8063,69.5379,71.5112,50473.0
2019-04-06,69.9436,71.8063,69.5379,71.5112,50473.0
2019-04-07,69.9436,71.8063,69.5379,71.5112,50473.0
2019-04-08,71.4651,71.6035,70.1373,70.5799,14340.0
2019-04-09,69.9805,70.2018,68.3668,68.542,47739.0
2019-04-10,68.5051,70.3217,67.9116,70.1465,88860.0
2019-04-11,70.0819,71.3775,69.1598,70.3309,39802.0
2019-04-12,70.3586,71.9908,70.3586,70.5061,27381.0
2019-04-13,70.3586,71.9908,70.3586,70.5061,27381.0
2019-04-14,70.3586,71.9908,70.3586,70.5061,27381.0
2019-04-15,70.9764,70.9764,69.2797,70.3494,21729.0
2019-04-16,70.6813,71.668,70.543,71.2807,23240.0
2019-04-17,71.1516,72.0645,71.1516,71.4467,20460.0
2019-04-18,71.2623,71.5389,68.376,69.7869,22718.0
2019-04-19,71.2623,71.5389,68.376,69.7869,22718.0
2019-04-20,71.2623,71.5389,68.376,69.7869,22718.0
2019-04-21,71.2623,71.5389,68.376,69.7869,22718.0
2019-04-22,69.3811,69.8698,68.5696,69.8698,28791.0
2019-04-23,69.7039,71.8617,69.7039,71.3729,25009.0
2019-04-24,71.6957,71.6957,69.1967,70.0819,66829.0
2019-04-25,69.6946,69.6946,67.666,68.1455,43099.0
2019-04-26,68.0348,70.1096,67.334,69.916,25320.0
2019-04-27,68.0348,70.1096,67.334,69.916,25320.0
2019-04-28,68.0348,70.1096,67.334,69.916,25320.0
2019-04-29,70.3401,70.5891,69.3627,69.3903,24372.0
2019-04-30,69.3811,69.9344,66.836,67.1864,69606.0
2019-05-01,64.9918,70.8196,64.9918,69.7315,77116.0
2019-05-02,69.501,70.2571,68.8462,70.0174,34245.0
2019-05-03,70.5799,72.9037,70.4416,72.71,61181.0
2019-05-04,70.5799,72.9037,70.4416,72.71,61181.0
2019-05-05,70.5799,72.9037,70.4416,72.71,61181.0
2019-05-06,71.3637,73.4477,70.6537,72.9682,41413.0
2019-05-07,72.5071,73.4108,69.667,70.3309,29626.0
2019-05-08,70.2571,70.4508,69.3442,70.0727,20417.0
2019-05-09,69.4457,70.3955,68.1731,70.2848,24862.0
2019-05-10,69.9067,69.9344,68.3852,69.7869,31826.0
2019-05-11,69.9067,69.9344,68.3852,69.7869,31826.0
2019-05-12,69.9067,69.9344,68.3852,69.7869,31826.0
2019-05-13,68.3207,69.1598,67.5922,68.8371,39227.0
2019-05-14,69.1137,70.211,68.6252,70.0358,22879.0
2019-05-15,69.418,70.7182,68.9293,70.6998,24973.0
2019-05-16,70.8848,72.5316,70.6119,72.254,24062.0
2019-05-17,72.106,72.9849,70.7645,71.1439,26318.0
2019-05-18,72.106,72.9849,70.7645,71.1439,26318.0
2019-05-19,72.106,72.9849,70.7645,71.1439,26318.0
2019-05-20,70.4592,71.1161,69.9319,70.709,14486.0
2019-05-21,71.2086,72.4576,70.6211,72.4576,15928.0
2019-05-22,72.032,72.4021,71.1901,72.0875,15609.0
2019-05-23,71.1439,71.6989,69.5526,69.7654,26904.0
2019-05-24,70.1354,70.598,69.164,69.5619,13323.0
2019-05-25,70.1354,70.598,69.164,69.5619,13323.0
2019-05-26,70.1354,70.598,69.164,69.5619,13323.0
2019-05-27,70.1354,70.598,69.164,69.5619,13323.0
2019-05-28,69.7839,69.8301,69.2751,69.6359,19615.0
2019-05-29,68.9235,69.4277,67.4525,67.8318,21472.0
2019-05-30,67.8596,69.201,66.9622,67.397,17780.0
2019-05-31,66.6939,67.1657,65.2322,66.6291,33406.0
2019-06-01,66.6939,67.1657,65.2322,66.6291,33406.0
2019-06-02,66.6939,67.1657,65.2322,66.6291,33406.0
2019-06-03,66.5089,67.9984,65.963,66.9344,36445.0
2019-06-04,67.7023,69.8949,66.0,69.2103,34708.0
2019-06-05,69.4416,72.18,69.4416,71.4214,36736.0
2019-06-06,71.5787,71.7545,68.757,69.4323,36706.0
2019-06-07,69.7654,72.5871,69.5711,72.254,37762.0
2019-06-08,69.7654,72.5871,69.5711,72.254,37762.0
2019-06-09,69.7654,72.5871,69.5711,72.254,37762.0
2019-06-10,72.7721,73.5472,72.3651,72.7906,28779.0
2019-06-11,73.1884,74.3819,72.6056,73.762,36158.0
2019-06-12,73.762,75.2053,73.0404,74.2894,37518.0
2019-06-13,74.5669,75.8529,74.3449,75.8529,33241.0
2019-06-14,75.2978,76.5375,74.937,75.8621,32784.0
2019-06-15,75.2978,76.5375,74.937,75.8621,32784.0
2019-06-16,75.2978,76.5375,74.937,75.8621,32784.0
2019-06-17,76.5467,76.5467,73.725,73.9008,38064.0
2019-06-18,74.3634,79.572,74.1136,79.1649,106507.0
2019-06-19,79.1556,79.8217,76.5306,77.5736,54495.0
2019-06-20,78.2767,79.0446,77.6199,78.6746,54734.0
2019-06-21,78.2582,78.2767,76.1859,76.4357,58678.0
2019-06-22,78.2582,78.2767,76.1859,76.4357,58678.0
2019-06-23,78.2582,78.2767,76.1859,76.4357,58678.0
2019-06-24,76.4357,77.1296,74.937,75.3903,54809.0
2019-06-25,75.3625,75.7974,73.6973,73.6973,37243.0
2019-06-26,74.0396,76.098,72.6056,73.318,67964.0
2019-06-27,73.4567,75.1035,73.4567,75.1035,72842.0
2019-06-28,75.3625,76.6531,75.1035,76.4172,94098.0
2019-06-29,75.3625,76.6531,75.1035,76.4172,94098.0
2019-06-30,75.3625,76.6531,75.1035,76.4172,94098.0
2019-07-01,77.2591,77.2591,73.0959,74.6502,86428.0
2019-07-02,74.6502,75.2885,73.577,74.6872,32058.0
2019-07-03,74.8444,75.3995,74.2616,74.9092,29362.0
2019-07-04,74.8444,75.3995,74.2616,74.9092,29362.0
2019-07-05,74.5577,75.5198,73.318,75.5198,27889.0
2019-07-06,74.5577,75.5198,73.318,75.5198,27889.0
2019-07-07,74.5577,75.5198,73.318,75.5198,27889.0
2019-07-08,75.0017,75.6123,74.5762,75.1868,28892.0
2019-07-09,74.8074,76.7688,74.5947,76.2507,30149.0
2019-07-10,76.519,78.9891,75.9916,78.7116,43232.0
2019-07-11,78.8503,79.5349,78.8411,79.0354,34120.0
2019-07-12,79.1371,80.3768,79.0354,79.979,33254.0
2019-07-13,79.1371,80.3768,79.0354,79.979,33254.0
2019-07-14,79.1371,80.3768,79.0354,79.979,33254.0
2019-07-15,79.7107,80.3815,78.3508,79.1834,31986.0
2019-07-16,79.2482,80.3491,78.4618,78.6746,38420.0
2019-07-17,78.7486,79.831,77.8789,79.8032,48324.0
2019-07-18,79.6922,80.4323,78.9475,79.1464,28191.0
2019-07-19,78.8873,79.3777,78.7393,78.9984,17546.0
2019-07-20,78.8873,79.3777,78.7393,78.9984,17546.0
2019-07-21,78.8873,79.3777,78.7393,78.9984,17546.0
2019-07-22,79.1001,79.3407,78.0455,78.8966,57456.0
2019-07-23,79.1279,81.228,79.1279,79.8217,44372.0
2019-07-24,79.6922,83.0598,79.6922,82.81,36836.0
2019-07-25,82.7267,83.8739,81.6535,82.1346,39914.0
2019-07-26,82.1624,85.0396,81.2158,83.5778,46317.0
2019-07-27,82.1624,85.0396,81.2158,83.5778,46317.0
2019-07-28,82.1624,85.0396,81.2158,83.5778,46317.0
2019-07-29,83.3928,83.9294,79.5534,81.6628,44560.0
2019-07-30,80.8857,82.5602,80.2103,82.3104,28141.0
2019-07-31,82.3104,83.7906,80.9504,80.9504,38940.0
2019-08-01,80.9227,83.2633,80.9227,82.0236,43806.0
2019-08-02,81.3482,82.1069,80.4138,80.9504,33051.0
2019-08-03,81.3482,82.1069,80.4138,80.9504,33051.0
2019-08-04,81.3482,82.1069,80.4138,80.9504,33051.0
2019-08-05,78.8226,80.5711,75.3718,76.4172,77250.0
2019-08-06,77.6939,79.399,77.0926,78.6746,35682.0
2019-08-07,76.7873,80.2566,75.307,78.6376,204042.0
2019-08-08,79.3499,83.9942,77.99,82.7545,88602.0
2019-08-09,83.1153,83.1153,80.9967,82.4307,37036.0
2019-08-10,83.1153,83.1153,80.9967,82.4307,37036.0
2019-08-11,83.1153,83.1153,80.9967,82.4307,37036.0
2019-08-12,81.8201,84.0959,81.3852,83.6704,59770.0
2019-08-13,82.7082,84.6788,82.6527,83.0135,51128.0
2019-08-14,81.8293,82.2364,79.9328,80.9782,45080.0
2019-08-15,81.1355,81.3205,78.1472,79.7015,50489.0
2019-08-16,80.3583,81.8756,80.2103,81.5888,48775.0
2019-08-17,80.3583,81.8756,80.2103,81.5888,48775.0
2019-08-18,80.3583,81.8756,80.2103,81.5888,48775.0
2019-08-19,81.6443,81.9496,79.2987,81.302,44506.0
2019-08-20,80.6729,82.1531,80.4416,80.7006,46797.0
2019-08-21,81.413,81.8663,79.3037,81.3945,56146.0
2019-08-22,81.5616,82.3414,80.7633,81.4781,63183.0
2019-08-23,81.3945,82.9912,78.2754,78.5817,97521.0
2019-08-24,81.3945,82.9912,78.2754,78.5817,97521.0
2019-08-25,81.3945,82.9912,78.2754,78.5817,97521.0
2019-08-26,79.1944,80.7725,78.4518,80.5962,33818.0
2019-08-27,81.1903,81.8587,79.705,81.2645,72979.0
2019-08-28,81.1439,82.9077,80.7447,82.1186,33122.0
2019-08-29,82.8055,83.3811,81.4316,81.608,26638.0
2019-08-30,81.8772,82.3878,79.5193,80.8839,49059.0
2019-08-31,81.8772,82.3878,79.5193,80.8839,49059.0
2019-09-01,81.8772,82.3878,79.5193,80.8839,49059.0
2019-09-02,81.8772,82.3878,79.5193,80.8839,49059.0
2019-09-03,80.4198,81.8587,79.0459,80.1691,64754.0
2019-09-04,80.8004,81.9422,80.5219,81.5059,40209.0
2019-09-05,82.1929,83.5482,81.7101,81.9236,43164.0
2019-09-06,82.0443,82.165,80.2991,80.2991,32460.0
2019-09-07,82.0443,82.165,80.2991,80.2991,32460.0
2019-09-08,82.0443,82.165,80.2991,80.2991,32460.0
2019-09-09,80.7725,81.0696,79.2965,80.5962,29341.0
2019-09-10,80.6704,80.6704,78.7349,79.9371,39513.0
2019-09-11,80.0299,81.0417,79.6771,80.5312,37845.0
2019-09-12,80.9303,81.8308,79.7235,79.9742,49448.0
2019-09-13,80.5497,82.5642,80.4198,81.8122,24098.0
2019-09-14,80.5497,82.5642,80.4198,81.8122,24098.0
2019-09-15,80.5497,82.5642,80.4198,81.8122,24098.0
2019-09-16,81.4131,83.0191,81.4131,82.3135,28098.0
2019-09-17,82.4806,83.771,82.0165,83.5668,45663.0
2019-09-18,83.5575,83.7246,81.6219,82.6199,35867.0
2019-09-19,82.6199,83.5296,81.738,82.0815,46604.0
2019-09-20,81.9236,82.9077,81.9051,82.4528,59280.0
2019-09-21,81.9236,82.9077,81.9051,82.4528,59280.0
2019-09-22,81.9236,82.9077,81.9051,82.4528,59280.0
2019-09-23,82.5085,82.8891,81.2645,82.5735,33451.0
2019-09-24,82.7498,83.0471,81.0139,81.4688,25616.0
2019-09-25,81.7241,83.0376,80.8561,82.852,31243.0
2019-09-26,82.7406,82.7498,81.4224,82.6199,26587.0
2019-09-27,82.7127,83.214,81.3945,82.0072,38472.0
2019-09-28,82.7127,83.214,81.3945,82.0072,38472.0
2019-09-29,82.7127,83.214,81.3945,82.0072,38472.0
2019-09-30,82.4064,83.1954,81.5987,82.4528,33051.0
2019-10-01,82.9169,83.0237,80.0113,80.1134,54583.0
2019-10-02,79.3708,79.6957,75.8896,77.0407,77572.0
2019-10-03,77.05,78.3868,76.1403,78.164,43976.0
2019-10-04,78.526,80.2341,78.526,79.9649,24013.0
2019-10-05,78.526,80.2341,78.526,79.9649,24013.0
2019-10-06,78.526,80.2341,78.526,79.9649,24013.0
2019-10-07,79.3429,80.4105,78.3589,79.1387,32969.0
2019-10-08,78.5446,79.2872,77.5327,77.9876,26984.0
2019-10-09,78.5539,79.3522,77.4028,78.2754,39224.0
2019-10-10,78.1547,79.3367,77.8669,78.1268,32592.0
2019-10-11,79.2223,82.0072,78.9252,80.4662,24970.0
2019-10-12,79.2223,82.0072,78.9252,80.4662,24970.0
2019-10-13,79.2223,82.0072,78.9252,80.4662,24970.0
2019-10-14,80.5869,81.2367,79.2501,79.5007,11022.0
2019-10-15,79.575,81.5616,79.575,80.7168,23024.0
2019-10-16,80.4662,80.9489,79.8814,80.5497,31582.0
2019-10-17,80.624,82.23,80.624,81.7937,18548.0
2019-10-18,81.246,81.8865,80.9211,81.1253,21059.0
2019-10-19,81.246,81.8865,80.9211,81.1253,21059.0
2019-10-20,81.246,81.8865,80.9211,81.1253,21059.0
2019-10-21,81.5059,83.2743,81.4873,83.0376,28047.0
2019-10-22,81.6755,83.1444,81.4224,81.4224,19568.0
2019-10-23,81.9051,82.5456,80.7633,81.1253,19273.0
2019-10-24,81.3574,82.0629,80.7633,81.7008,19443.0
2019-10-25,80.9212,82.3414,80.9212,81.6544,17551.0
2019-10-26,80.9212,82.3414,80.9212,81.6544,17551.0
2019-10-27,80.9212,82.3414,80.9212,81.6544,17551.0
2019-10-28,82.1464,82.5735,81.3388,81.6544,32363.0
2019-10-29,81.5059,83.4739,81.5059,82.4899,35449.0
2019-10-30,82.722,83.1861,81.6637,82.8705,25388.0
2019-10-31,82.5456,82.5735,80.8097,81.4409,35609.0
2019-11-01,82.0072,83.0469,81.7658,82.6756,23693.0
2019-11-02,82.0072,83.0469,81.7658,82.6756,23693.0
2019-11-03,82.0072,83.0469,81.7658,82.6756,23693.0
2019-11-04,83.2975,83.8545,82.0815,82.0815,43776.0
2019-11-05,83.9938,83.9938,79.8814,79.9928,45419.0
2019-11-06,85.4048,88.7839,82.6403,87.0294,109015.0
2019-11-07,87.7813,88.199,86.3656,87.9577,73182.0
2019-11-08,88.0412,88.0412,84.6807,85.3955,42761.0
2019-11-09,88.0412,88.0412,84.6807,85.3955,42761.0
2019-11-10,88.0412,88.0412,84.6807,85.3955,42761.0
2019-11-11,85.0892,85.2563,83.1119,83.3625,26330.0
2019-11-12,83.576,85.1542,83.5575,84.2444,30577.0
2019-11-13,83.6782,84.5415,83.3625,84.3558,39423.0
2019-11-14,84.393,85.7112,83.6967,84.82,36169.0
2019-11-15,85.6276,85.869,83.9566,84.8478,32931.0
2019-11-16,85.6276,85.869,83.9566,84.8478,32931.0
2019-11-17,85.6276,85.869,83.9566,84.8478,32931.0
2019-11-18,84.5136,84.82,83.9938,84.3373,21244.0
2019-11-19,84.8293,85.1449,83.7339,83.7524,20393.0
2019-11-20,83.7153,85.1078,83.1954,83.576,42773.0
2019-11-21,83.7437,83.9765,81.2568,81.5083,26286.0
2019-11-22,81.5176,81.5176,80.4465,80.4465,23245.0
2019-11-23,81.5176,81.5176,80.4465,80.4465,23245.0
2019-11-24,81.5176,81.5176,80.4465,80.4465,23245.0
2019-11-25,80.3999,82.3186,80.3999,82.0578,20101.0
2019-11-26,82.1882,82.8029,81.797,82.4863,35746.0
2019-11-27,82.8216,82.9613,81.9647,81.9926,20357.0
2019-11-28,82.8216,82.9613,81.9647,81.9926,20357.0
2019-11-29,82.3279,82.8402,81.4058,82.3,20246.0
2019-11-30,82.3279,82.8402,81.4058,82.3,20246.0
2019-12-01,82.3279,82.8402,81.4058,82.3,20246.0
2019-12-02,82.3838,82.4919,80.3254,81.1637,58934.0
2019-12-03,80.2229,81.8808,79.841,81.5269,29268.0
2019-12-04,81.0519,82.272,80.2788,80.5303,48002.0
2019-12-05,80.5955,80.9494,79.2636,79.4312,24961.0
2019-12-06,79.9901,81.13,79.6827,79.9156,95124.0
2019-12-07,79.9901,81.13,79.6827,79.9156,95124.0
2019-12-08,79.9901,81.13,79.6827,79.9156,95124.0
2019-12-09,80.1018,82.1882,80.1018,81.5362,42314.0
2019-12-10,82.0206,83.5108,81.7318,82.8495,51304.0
2019-12-11,83.6971,84.5168,82.9985,83.7716,34799.0
2019-12-12,83.7716,85.5227,83.4922,85.0849,52787.0
2019-12-13,85.2712,87.1992,85.2712,86.5007,44321.0
2019-12-14,85.2712,87.1992,85.2712,86.5007,44321.0
2019-12-15,85.2712,87.1992,85.2712,86.5007,44321.0
2019-12-16,87.2365,87.2365,84.2932,84.4516,42017.0
2019-12-17,84.4702,85.2898,83.9678,85.2805,29232.0
2019-12-18,85.355,85.7509,85.057,85.4575,23216.0
2019-12-19,85.1035,85.1035,83.2035,83.427,25971.0
2019-12-20,83.427,86.0629,82.9054,85.206,65656.0
2019-12-21,83.427,86.0629,82.9054,85.206,65656.0
2019-12-22,83.427,86.0629,82.9054,85.206,65656.0
2019-12-23,85.206,85.2805,84.051,84.5726,22664.0
2019-12-24,84.5726,85.0477,83.9206,85.0477,8909.0
2019-12-25,84.5726,85.0477,83.9206,85.0477,8909.0
2019-12-26,85.1687,85.1687,84.1069,84.4888,21724.0
2019-12-27,84.6658,84.8521,83.7344,83.8554,19855.0
2019-12-28,84.6658,84.8521,83.7344,83.8554,19855.0
2019-12-29,84.6658,84.8521,83.7344,83.8554,19855.0
2019-12-30,84.2466,84.2466,81.8436,83.8554,27473.0
2019-12-31,83.8927,85.2433,83.604,84.256,45515.0
2020-01-01,83.8927,85.2433,83.604,84.256,45515.0
2020-01-02,84.6472,86.6497,84.2653,84.4236,59541.0
2020-01-03,83.8648,85.2081,83.5015,84.2932,53317.0
2020-01-04,83.8648,85.2081,83.5015,84.2932,53317.0
2020-01-05,83.8648,85.2081,83.5015,84.2932,53317.0
2020-01-06,84.0138,84.0138,82.1696,83.0637,44139.0
2020-01-07,82.8029,82.8029,81.1823,81.62,44315.0
2020-01-08,81.825,82.8495,81.4152,81.7411,45421.0
2020-01-09,81.9367,83.3618,81.7691,82.0299,46538.0
2020-01-10,82.3093,82.8495,81.7318,81.797,31496.0
2020-01-11,82.3093,82.8495,81.7318,81.797,31496.0
2020-01-12,82.3093,82.8495,81.7318,81.797,31496.0
2020-01-13,81.7784,83.1196,81.6946,82.7191,42403.0
2020-01-14,82.5608,83.604,81.974,82.4118,55081.0
2020-01-15,82.2907,83.6785,82.1882,82.7657,59411.0
2020-01-16,83.3059,84.9918,83.1755,84.7403,40665.0
2020-01-17,85.1781,85.3643,84.0045,84.0045,40918.0
2020-01-18,85.1781,85.3643,84.0045,84.0045,40918.0
2020-01-19,85.1781,85.3643,84.0045,84.0045,40918.0
2020-01-20,85.1781,85.3643,84.0045,84.0045,40918.0
2020-01-21,83.6505,84.0976,82.8775,83.753,39641.0
2020-01-22,83.8741,85.1594,82.0019,82.0019,41499.0
2020-01-23,81.974,82.2441,81.3779,81.9554,28203.0
2020-01-24,81.974,82.1044,80.6793,80.8749,26564.0
2020-01-25,81.974,82.1044,80.6793,80.8749,26564.0
2020-01-26,81.974,82.1044,80.6793,80.8749,26564.0
2020-01-27,79.5896,80.1764,78.4719,78.6116,33293.0
2020-01-28,78.8351,79.3939,78.565,78.5929,32905.0
2020-01-29,78.9003,79.6268,77.3076,78.8537,51305.0
2020-01-30,78.2669,79.1239,77.5963,77.9968,32911.0
2020-01-31,77.7547,78.8724,76.1992,77.1492,68288.0
2020-02-01,77.7547,78.8724,76.1992,77.1492,68288.0
2020-02-02,77.7547,78.8724,76.1992,77.1492,68288.0
2020-02-03,77.6056,78.714,77.261,78.062,32206.0
2020-02-04,78.9096,79.8642,78.3787,78.7699,45624.0
2020-02-05,79.5709,81.7691,78.7047,81.2195,54014.0
2020-02-06,81.9088,81.9088,79.8783,79.9062,38931.0
2020-02-07,79.6454,79.8504,78.6116,78.6116,18558.0
2020-02-08,79.6454,79.8504,78.6116,78.6116,18558.0
2020-02-09,79.6454,79.8504,78.6116,78.6116,18558.0
2020-02-10,78.6116,79.5244,78.6116,79.4126,18318.0
2020-02-11,79.7572,79.7572,77.6802,77.9223,36723.0
2020-02-12,78.5091,78.5406,76.4237,76.935,29888.0
2020-02-13,76.5345,77.5963,76.5345,77.2238,17631.0
2020-02-14,77.2796,78.2017,76.8419,77.2144,18804.0
2020-02-15,77.2796,78.2017,76.8419,77.2144,18804.0
2020-02-16,77.2796,78.2017,76.8419,77.2144,18804.0
2020-02-17,77.2796,78.2017,76.8419,77.2144,18804.0
2020-02-18,77.0654,78.9077,76.935,77.4194,31776.0
2020-02-19,77.5125,78.6116,77.4287,78.2949,30078.0
2020-02-20,78.1086,78.6488,77.5963,77.7454,34602.0
2020-02-21,77.736,79.2729,76.8279,78.3787,70251.0
2020-02-22,77.736,79.2729,76.8279,78.3787,70251.0
2020-02-23,77.736,79.2729,76.8279,78.3787,70251.0
2020-02-24,76.5438,77.0188,74.8673,74.9138,34599.0
2020-02-25,74.8114,75.3237,72.073,72.9486,59690.0
2020-02-26,67.1924,68.9248,59.8715,60.9799,104320.0
2020-02-27,59.6107,61.3943,57.3101,58.5675,70101.0
2020-02-28,56.1085,56.9841,54.6788,55.7919,75722.0
2020-02-29,56.1085,56.9841,54.6788,55.7919,75722.0
2020-03-01,56.1085,56.9841,54.6788,55.7919,75722.0
2020-03-02,55.6335,57.0213,55.5683,56.36,51719.0
2020-03-03,56.1085,56.9803,53.3888,53.7241,40579.0
2020-03-04,54.3202,55.5124,52.0755,55.5124,93002.0
2020-03-05,54.6369,54.9256,50.4387,51.8799,44467.0
2020-03-06,51.172,52.7927,50.3091,51.9079,57499.0
2020-03-07,51.172,52.7927,50.3091,51.9079,57499.0
2020-03-08,51.172,52.7927,50.3091,51.9079,57499.0
2020-03-09,49.5886,51.2838,46.189,48.3778,93685.0
2020-03-10,49.6818,50.431,46.0213,48.769,64716.0
2020-03-11,47.3719,48.0797,46.2542,47.6606,63591.0
2020-03-12,43.9411,46.0772,43.7724,44.9717,82510.0
2020-03-13,46.4988,48.0073,44.7281,45.5244,80657.0
2020-03-14,46.4988,48.0073,44.7281,45.5244,80657.0
