,BBSI US Equity,BBSI US Equity,BBSI US Equity,BBSI US Equity,BBSI US Equity
2020-03-15,46.4988,48.0073,44.7281,45.5244,80657.0
2020-03-16,42.4326,42.7887,36.2584,36.5582,54157.0
2020-03-17,36.9705,37.3171,33.8224,35.8368,123348.0
2020-03-18,34.3471,34.3471,26.1398,27.1704,118837.0
2020-03-19,27.3952,34.1597,25.5308,34.0567,104705.0
2020-03-20,35.6119,40.4839,30.384,30.5714,85853.0
2020-03-21,35.6119,40.4839,30.384,30.5714,85853.0
2020-03-22,35.6119,40.4839,30.384,30.5714,85853.0
2020-03-23,30.7025,30.8287,28.1073,30.7025,55165.0
2020-03-24,32.2859,33.6632,30.7962,33.3165,61276.0
2020-03-25,33.6819,34.1972,31.4614,32.2953,69327.0
2020-03-26,32.5857,34.5813,32.0985,34.5158,92907.0
2020-03-27,34.319,36.5114,33.3774,34.9655,100856.0
2020-03-28,34.319,36.5114,33.3774,34.9655,100856.0
2020-03-29,34.319,36.5114,33.3774,34.9655,100856.0
2020-03-30,35.7712,37.4764,35.4339,36.2584,84226.0
2020-03-31,36.1647,37.467,36.1647,37.1391,110742.0
2020-04-01,35.9773,36.68,33.4008,33.71,78498.0
2020-04-02,33.1479,35.1529,32.1173,33.457,39815.0
2020-04-03,33.457,34.3096,30.74,32.1829,43191.0
2020-04-04,33.457,34.3096,30.74,32.1829,43191.0
2020-04-05,33.457,34.3096,30.74,32.1829,43191.0
2020-04-06,33.4383,34.2245,31.0914,33.1947,75200.0
2020-04-07,33.8412,35.3402,33.1151,33.607,72975.0
2020-04-08,34.5345,36.0804,33.176,34.8999,66245.0
2020-04-09,36.2209,37.7668,35.7244,37.4858,114791.0
2020-04-10,36.2209,37.7668,35.7244,37.4858,114791.0
2020-04-11,36.2209,37.7668,35.7244,37.4858,114791.0
2020-04-12,36.2209,37.7668,35.7244,37.4858,114791.0
2020-04-13,37.6638,40.1653,36.6051,39.8374,70597.0
2020-04-14,41.1491,42.6865,40.2496,41.224,84110.0
2020-04-15,39.6594,40.1519,37.8886,38.9099,71487.0
2020-04-16,38.4133,39.6219,37.645,38.3946,138133.0
2020-04-17,39.3971,41.4067,39.1254,40.3433,49160.0
2020-04-18,39.3971,41.4067,39.1254,40.3433,49160.0
2020-04-19,39.3971,41.4067,39.1254,40.3433,49160.0
2020-04-20,39.4626,39.8093,38.3243,38.507,54317.0
2020-04-21,37.9074,39.5189,37.9074,38.8162,73880.0
2020-04-22,39.5563,39.6032,38.2447,38.8537,49345.0
2020-04-23,38.8255,40.8867,38.8255,39.8187,47994.0
2020-04-24,39.9686,40.4183,38.432,38.8537,39536.0
2020-04-25,39.9686,40.4183,38.432,38.8537,39536.0
2020-04-26,39.9686,40.4183,38.432,38.8537,39536.0
2020-04-27,39.4533,41.3365,38.9239,40.6525,50928.0
2020-04-28,41.6644,43.9926,40.6056,43.3508,42689.0
2020-04-29,45.1965,48.2509,45.0373,47.5388,76906.0
2020-04-30,46.3208,47.0141,44.9717,45.8336,63317.0
2020-05-01,44.5969,44.8686,42.7746,43.8005,62642.0
2020-05-02,44.5969,44.8686,42.7746,43.8005,62642.0
2020-05-03,44.5969,44.8686,42.7746,43.8005,62642.0
2020-05-04,43.0135,43.0135,40.9055,42.0673,101762.0
2020-05-05,42.9761,44.7515,42.4514,42.9573,37165.0
2020-05-06,39.1347,41.5898,38.6475,40.7275,98951.0
2020-05-07,41.0648,42.62,39.3783,41.3739,71735.0
2020-05-08,42.2078,44.8967,41.833,44.2784,42514.0
2020-05-09,42.2078,44.8967,41.833,44.2784,42514.0
2020-05-10,42.2078,44.8967,41.833,44.2784,42514.0
2020-05-11,43.5195,43.5195,41.6925,41.8705,39347.0
2020-05-12,42.0391,42.0579,39.5001,39.6313,38902.0
2020-05-13,39.2565,39.2565,37.0548,38.8068,118293.0
2020-05-14,37.8324,38.3665,35.7244,37.6825,83475.0
2020-05-15,37.4764,40.3996,37.4764,40.2215,65388.0
2020-05-16,37.4764,40.3996,37.4764,40.2215,65388.0
2020-05-17,37.4764,40.3996,37.4764,40.2215,65388.0
2020-05-18,41.5332,43.3883,41.3927,42.3952,70920.0
2020-05-19,42.3764,42.7606,40.9242,40.9242,44421.0
2020-05-20,41.5426,42.9547,40.9336,41.3552,48801.0
2020-05-21,41.4401,42.8268,41.4401,41.9966,29636.0
2020-05-22,42.1381,43.572,41.6287,43.0815,40143.0
2020-05-23,42.1381,43.572,41.6287,43.0815,40143.0
2020-05-24,42.1381,43.572,41.6287,43.0815,40143.0
2020-05-25,42.1381,43.572,41.6287,43.0815,40143.0
2020-05-26,45.0624,46.0435,43.8031,46.034,76255.0
2020-05-27,46.7038,49.8828,46.7038,49.8262,66090.0
2020-05-28,50.9487,51.161,47.7226,47.7226,71452.0
2020-05-29,47.4773,48.2037,46.2227,47.8264,62799.0
2020-05-30,47.4773,48.2037,46.2227,47.8264,62799.0
2020-05-31,47.4773,48.2037,46.2227,47.8264,62799.0
2020-06-01,48.0999,48.7697,47.6377,47.732,47883.0
2020-06-02,48.298,49.6281,48.298,49.1942,34889.0
2020-06-03,50.2979,51.4675,49.8168,50.7978,61799.0
2020-06-04,50.1186,51.2789,49.4489,50.0337,39621.0
2020-06-05,52.1751,54.4862,50.977,52.3543,76172.0
2020-06-06,52.1751,54.4862,50.977,52.3543,76172.0
2020-06-07,52.1751,54.4862,50.977,52.3543,76172.0
2020-06-08,53.8919,54.8609,52.9203,53.241,51578.0
2020-06-09,52.2788,52.8024,50.062,51.2317,61445.0
2020-06-10,50.7978,50.8544,48.6282,48.7697,30996.0
2020-06-11,46.9302,46.9302,44.3832,44.9398,53640.0
2020-06-12,47.0245,47.3736,44.3549,45.902,41644.0
2020-06-13,47.0245,47.3736,44.3549,45.902,41644.0
2020-06-14,47.0245,47.3736,44.3549,45.902,41644.0
2020-06-15,44.8204,46.8925,43.7606,46.2793,40084.0
2020-06-16,48.0528,48.364,46.4397,47.666,44321.0
2020-06-17,48.1377,48.6848,45.8548,46.7981,52693.0
2020-06-18,46.251,46.751,45.4869,46.1661,51213.0
2020-06-19,46.5246,47.8452,46.2699,47.6094,133539.0
2020-06-20,46.5246,47.8452,46.2699,47.6094,133539.0
2020-06-21,46.5246,47.8452,46.2699,47.6094,133539.0
2020-06-22,47.4773,48.7791,46.9491,48.7414,40115.0
2020-06-23,49.2413,49.8073,48.581,49.5904,52322.0
2020-06-24,49.1093,50.3497,48.4112,48.5904,58209.0
2020-06-25,48.0999,50.0054,47.5245,49.8922,33224.0
2020-06-26,49.2696,50.5243,47.0755,48.0245,214296.0
2020-06-27,49.2696,50.5243,47.0755,48.0245,214296.0
2020-06-28,49.2696,50.5243,47.0755,48.0245,214296.0
2020-06-29,48.5904,49.8639,48.5904,49.0527,57360.0
2020-06-30,48.8546,50.4488,48.6942,50.1186,44207.0
2020-07-01,49.6753,50.4677,48.4489,48.5338,38552.0
2020-07-02,49.5243,50.4771,48.298,48.4867,39666.0
2020-07-03,49.5243,50.4771,48.298,48.4867,39666.0
2020-07-04,49.5243,50.4771,48.298,48.4867,39666.0
2020-07-05,49.5243,50.4771,48.298,48.4867,39666.0
2020-07-06,49.5055,50.1847,48.5999,49.6375,42569.0
2020-07-07,49.147,49.147,47.9207,48.2886,55549.0
2020-07-08,48.0056,50.2224,47.9207,49.8356,82798.0
2020-07-09,49.4394,49.8451,46.4585,48.1377,87072.0
2020-07-10,48.298,50.5054,48.298,50.1186,59633.0
2020-07-11,48.298,50.5054,48.298,50.1186,59633.0
2020-07-12,48.298,50.5054,48.298,50.1186,59633.0
2020-07-13,50.6375,51.2129,49.4206,50.1941,61531.0
2020-07-14,50.2318,51.0431,49.963,50.5431,53123.0
2020-07-15,50.9393,53.9013,50.9393,53.6655,104092.0
2020-07-16,53.0807,53.3259,51.2317,51.9864,49147.0
2020-07-17,51.8826,52.2458,50.8214,51.1846,35293.0
2020-07-18,51.8826,52.2458,50.8214,51.1846,35293.0
2020-07-19,51.8826,52.2458,50.8214,51.1846,35293.0
2020-07-20,50.9487,51.3497,50.4677,50.8167,28502.0
2020-07-21,51.477,52.6939,51.4487,51.6279,39566.0
2020-07-22,51.5242,51.5242,49.5338,50.2413,51014.0
2020-07-23,50.2884,50.4016,48.8451,49.3074,33858.0
2020-07-24,49.2885,50.1375,49.2885,49.9205,73370.0
2020-07-25,49.2885,50.1375,49.2885,49.9205,73370.0
2020-07-26,49.2885,50.1375,49.2885,49.9205,73370.0
2020-07-27,49.9583,51.161,48.0433,48.298,42457.0
2020-07-28,48.0811,50.1186,47.5764,49.7036,48699.0
2020-07-29,49.9394,50.6941,49.8073,49.9866,41172.0
2020-07-30,49.2602,50.2601,48.4867,49.996,44421.0
2020-07-31,49.996,50.0998,48.8074,49.6941,63741.0
2020-08-01,49.996,50.0998,48.8074,49.6941,63741.0
2020-08-02,49.996,50.0998,48.8074,49.6941,63741.0
2020-08-03,49.8262,51.128,49.8073,50.7035,184351.0
2020-08-04,49.7885,52.892,49.7885,52.1656,58324.0
2020-08-05,53.4108,56.0129,52.8778,55.1843,81115.0
2020-08-06,55.7974,56.0332,54.4579,54.5711,59845.0
2020-08-07,54.5805,55.5522,54.1938,54.6843,78748.0
2020-08-08,54.5805,55.5522,54.1938,54.6843,78748.0
2020-08-09,54.5805,55.5522,54.1938,54.6843,78748.0
2020-08-10,55.0428,55.8068,54.5428,55.6748,73917.0
2020-08-11,56.2408,58.3491,56.2408,57.7312,62946.0
2020-08-12,58.1557,58.1557,57.1275,57.4671,60718.0
2020-08-13,57.4954,58.3915,57.1747,57.7878,77973.0
2020-08-14,57.4765,58.3444,56.7502,58.1746,41009.0
2020-08-15,57.4765,58.3444,56.7502,58.1746,41009.0
2020-08-16,57.4765,58.3444,56.7502,58.1746,41009.0
2020-08-17,58.1651,58.9009,57.7407,58.5425,54348.0
2020-08-18,58.2689,58.4627,56.9011,57.3539,62842.0
2020-08-19,57.1652,57.5237,56.5615,57.0049,47135.0
2020-08-20,56.6067,56.7678,55.8008,56.7441,43986.0
2020-08-21,56.6256,56.8721,54.6063,55.1088,52259.0
2020-08-22,56.6256,56.8721,54.6063,55.1088,52259.0
2020-08-23,56.6256,56.8721,54.6063,55.1088,52259.0
2020-08-24,55.3268,56.7773,55.2605,56.2559,38526.0
2020-08-25,56.6541,56.6636,54.7391,55.232,46154.0
2020-08-26,54.8433,54.9571,53.3549,54.3124,34193.0
2020-08-27,54.54,55.1941,53.3123,53.7436,72613.0
2020-08-28,54.0944,55.7335,54.0944,55.27,50377.0
2020-08-29,54.0944,55.7335,54.0944,55.27,50377.0
2020-08-30,54.0944,55.7335,54.0944,55.27,50377.0
2020-08-31,55.3174,55.6255,54.3504,54.5779,82482.0
2020-09-01,54.3883,54.54,53.6109,54.4641,45764.0
2020-09-02,54.4973,54.6348,53.8005,54.303,35940.0
2020-09-03,54.5495,55.2889,52.9662,53.3929,61512.0
2020-09-04,53.9048,54.0931,50.6057,51.2029,71901.0
2020-09-05,53.9048,54.0931,50.6057,51.2029,71901.0
2020-09-06,53.9048,54.0931,50.6057,51.2029,71901.0
2020-09-07,53.9048,54.0931,50.6057,51.2029,71901.0
2020-09-08,50.7668,51.1934,49.6576,49.705,65152.0
2020-09-09,49.942,49.942,48.8186,49.2595,43075.0
2020-09-10,49.724,50.1032,48.6717,49.3922,74768.0
2020-09-11,49.4111,49.7856,49.231,49.4396,67699.0
2020-09-12,49.4111,49.7856,49.231,49.4396,67699.0
2020-09-13,49.4111,49.7856,49.231,49.4396,67699.0
2020-09-14,49.942,51.1366,49.6292,50.3687,53226.0
2020-09-15,50.7953,51.2759,50.3118,50.4635,31850.0
2020-09-16,50.5583,50.9944,49.7809,50.3402,65487.0
2020-09-17,49.6008,50.7099,49.506,49.6197,61257.0
2020-09-18,50.1885,50.7858,49.1078,50.1316,92331.0
2020-09-19,50.1885,50.7858,49.1078,50.1316,92331.0
2020-09-20,50.1885,50.7858,49.1078,50.1316,92331.0
2020-09-21,49.0319,49.0699,47.1264,47.7711,68248.0
2020-09-22,47.9227,48.3399,47.3824,47.9417,60741.0
2020-09-23,47.6857,48.2546,46.2163,46.2163,52774.0
2020-09-24,46.2921,47.2591,45.4105,46.4912,41663.0
2020-09-25,46.3869,47.1928,45.5242,46.9273,40912.0
2020-09-26,46.3869,47.1928,45.5242,46.9273,40912.0
2020-09-27,46.3869,47.1928,45.5242,46.9273,40912.0
2020-09-28,47.4677,48.5674,47.4677,47.9891,49529.0
2020-09-29,47.8564,49.2974,46.4723,47.2212,52558.0
2020-09-30,48.3873,50.9659,48.1598,49.7145,94327.0
2020-10-01,49.6861,51.0797,48.6906,50.0842,87874.0
2020-10-02,48.9845,52.0467,48.4062,51.5726,75644.0
2020-10-03,48.9845,52.0467,48.4062,51.5726,75644.0
2020-10-04,48.9845,52.0467,48.4062,51.5726,75644.0
2020-10-05,51.9424,52.35,50.7668,52.1509,51180.0
2020-10-06,52.6818,53.1843,51.5821,52.5776,54402.0
2020-10-07,52.9757,53.1559,52.0656,52.2742,44395.0
2020-10-08,52.8714,53.279,52.2742,52.7861,40007.0
2020-10-09,52.1699,53.5351,52.1415,52.6629,39718.0
2020-10-10,52.1699,53.5351,52.1415,52.6629,39718.0
2020-10-11,52.1699,53.5351,52.1415,52.6629,39718.0
2020-10-12,52.5965,53.1938,52.3216,52.6344,33893.0
2020-10-13,52.2363,52.625,51.7812,51.7812,13392.0
2020-10-14,51.7338,52.8714,51.5774,52.388,20881.0
2020-10-15,51.8097,53.81,51.8097,53.3455,31321.0
2020-10-16,53.4213,55.2889,53.0042,54.4167,39566.0
2020-10-17,53.4213,55.2889,53.0042,54.4167,39566.0
2020-10-18,53.4213,55.2889,53.0042,54.4167,39566.0
2020-10-19,54.5779,56.5593,54.5779,55.9336,69990.0
2020-10-20,56.2369,57.9481,56.2369,57.4789,85841.0
2020-10-21,57.4789,58.4743,57.0617,57.2513,59249.0
2020-10-22,57.2513,58.7113,55.7629,58.4079,46600.0
2020-10-23,58.6544,58.9483,58.1994,58.6449,38339.0
2020-10-24,58.6544,58.9483,58.1994,58.6449,38339.0
2020-10-25,58.6544,58.9483,58.1994,58.6449,38339.0
2020-10-26,58.0097,58.0097,55.5781,55.8767,48004.0
2020-10-27,55.6492,57.185,55.6492,55.8767,89472.0
2020-10-28,54.5969,55.0803,53.7247,54.5684,52170.0
2020-10-29,54.1702,57.5642,53.8479,57.1755,66121.0
2020-10-30,57.0617,57.8486,55.7629,56.1706,52292.0
2020-10-31,57.0617,57.8486,55.7629,56.1706,52292.0
2020-11-01,57.0617,57.8486,55.7629,56.1706,52292.0
2020-11-02,57.2134,59.1638,56.7062,58.8819,41812.0
2020-11-03,59.7162,61.4132,59.6309,60.8633,108169.0
2020-11-04,61.6217,62.712,60.3798,62.475,122581.0
2020-11-05,62.8921,63.5083,60.8443,63.0438,128003.0
2020-11-06,63.0627,63.0627,61.6502,61.6786,63235.0
2020-11-07,63.0627,63.0627,61.6502,61.6786,63235.0
2020-11-08,63.0627,63.0627,61.6502,61.6786,63235.0
2020-11-09,63.5178,68.5139,62.6172,66.286,173693.0
2020-11-10,66.9117,68.6182,66.4661,67.9925,102925.0
2020-11-11,67.9735,67.9735,65.9827,67.6038,54777.0
2020-11-12,66.8169,67.3857,65.0725,65.8025,75886.0
2020-11-13,66.0206,67.0065,65.4423,66.4093,36187.0
2020-11-14,66.0206,67.0065,65.4423,66.4093,36187.0
2020-11-15,66.0206,67.0065,65.4423,66.4093,36187.0
2020-11-16,68.2484,69.0732,62.5316,68.4286,45824.0
2020-11-17,67.7744,68.5139,66.5609,68.1157,51778.0
2020-11-18,68.0588,68.9405,66.8454,66.8643,20989.0
2020-11-19,67.0071,67.0071,64.446,66.3026,37136.0
2020-11-20,65.7789,65.9312,64.5222,64.8744,31010.0
2020-11-21,65.7789,65.9312,64.5222,64.8744,31010.0
2020-11-22,65.7789,65.9312,64.5222,64.8744,31010.0
2020-11-23,65.8456,66.1693,64.922,64.922,32860.0
2020-11-24,66.1026,68.4733,65.6932,67.5022,47609.0
2020-11-25,66.9595,66.9881,65.9027,65.9122,23031.0
2020-11-26,66.9595,66.9881,65.9027,65.9122,23031.0
2020-11-27,66.0455,67.1023,65.7408,66.4644,13793.0
2020-11-28,66.0455,67.1023,65.7408,66.4644,13793.0
2020-11-29,66.0455,67.1023,65.7408,66.4644,13793.0
2020-11-30,66.1693,66.3787,62.3229,63.513,34784.0
2020-12-01,64.7983,65.6932,60.2993,64.6269,28001.0
2020-12-02,64.6269,65.2362,63.6415,64.6364,26649.0
2020-12-03,64.7316,66.4549,64.4079,65.3505,21560.0
2020-12-04,65.5599,67.0642,65.1696,67.0642,38386.0
2020-12-05,65.5599,67.0642,65.1696,67.0642,38386.0
2020-12-06,65.5599,67.0642,65.1696,67.0642,38386.0
2020-12-07,66.6453,66.6453,65.6647,65.9789,25277.0
2020-12-08,65.7884,68.2162,65.4647,68.0639,44698.0
2020-12-09,67.2166,68.578,66.8833,68.3781,39530.0
2020-12-10,67.7212,67.9497,65.8551,67.4355,22337.0
2020-12-11,66.7405,68.0544,66.1312,66.7786,27085.0
2020-12-12,66.7405,68.0544,66.1312,66.7786,27085.0
2020-12-13,66.7405,68.0544,66.1312,66.7786,27085.0
2020-12-14,68.3352,68.3352,66.6167,67.1404,53345.0
2020-12-15,68.102,69.7253,67.0642,68.359,62680.0
2020-12-16,68.8827,69.1969,67.7497,68.7589,66359.0
2020-12-17,68.9303,69.273,68.0829,68.9017,28685.0
2020-12-18,69.1969,69.7205,67.864,67.883,103193.0
2020-12-19,69.1969,69.7205,67.864,67.883,103193.0
2020-12-20,69.1969,69.7205,67.864,67.883,103193.0
2020-12-21,65.0839,68.1496,64.7602,67.6259,54369.0
2020-12-22,67.426,68.9065,66.3882,66.8643,31125.0
2020-12-23,67.5783,68.0449,66.8643,67.2261,23598.0
2020-12-24,67.2546,67.2546,65.141,65.9693,26116.0
2020-12-25,67.2546,67.2546,65.141,65.9693,26116.0
2020-12-26,67.2546,67.2546,65.141,65.9693,26116.0
2020-12-27,67.2546,67.2546,65.141,65.9693,26116.0
2020-12-28,66.1978,66.1978,64.8173,65.0839,25155.0
2020-12-29,65.4647,65.4647,62.8846,63.5415,26289.0
2020-12-30,62.3134,64.7412,62.3134,62.8465,24508.0
2020-12-31,63.5987,65.0839,62.1991,64.9411,53629.0
2021-01-01,63.5987,65.0839,62.1991,64.9411,53629.0
2021-01-02,63.5987,65.0839,62.1991,64.9411,53629.0
2021-01-03,63.5987,65.0839,62.1991,64.9411,53629.0
2021-01-04,65.5028,65.5028,61.2185,62.6085,47830.0
2021-01-05,62.599,64.7697,61.8849,63.6272,55016.0
2021-01-06,64.7031,68.5495,64.7031,68.1686,53401.0
2021-01-07,68.0353,68.8971,67.49,68.1305,39698.0
2021-01-08,68.2638,68.2638,65.2458,66.8452,34637.0
2021-01-09,68.2638,68.2638,65.2458,66.8452,34637.0
2021-01-10,68.2638,68.2638,65.2458,66.8452,34637.0
2021-01-11,65.4457,67.5688,65.4457,66.0265,30975.0
2021-01-12,66.6358,67.9497,65.7028,67.7592,31053.0
2021-01-13,66.9309,67.902,65.7599,65.7694,29401.0
2021-01-14,66.9881,68.5685,65.6456,66.0741,52486.0
2021-01-15,65.3886,66.036,63.8367,64.4746,26736.0
2021-01-16,65.3886,66.036,63.8367,64.4746,26736.0
2021-01-17,65.3886,66.036,63.8367,64.4746,26736.0
2021-01-18,65.3886,66.036,63.8367,64.4746,26736.0
2021-01-19,65.2743,65.3124,62.918,64.7031,25929.0
2021-01-20,64.3603,66.6072,64.3603,65.2362,31681.0
2021-01-21,65.6361,65.6361,63.313,64.2175,32234.0
2021-01-22,63.3226,64.7792,63.3226,64.6079,57572.0
2021-01-23,63.3226,64.7792,63.3226,64.6079,57572.0
2021-01-24,63.3226,64.7792,63.3226,64.6079,57572.0
2021-01-25,64.0652,64.8935,63.1539,64.0842,28946.0
2021-01-26,64.1318,64.7031,63.1702,63.3702,29700.0
2021-01-27,62.837,62.9036,60.6567,61.8278,40971.0
2021-01-28,62.0563,66.6358,61.2946,61.4946,44000.0
2021-01-29,61.8659,61.8659,59.3178,60.0284,59430.0
2021-01-30,61.8659,61.8659,59.3178,60.0284,59430.0
2021-01-31,61.8659,61.8659,59.3178,60.0284,59430.0
2021-02-01,60.5996,62.1896,60.0284,61.4565,28426.0
2021-02-02,61.704,62.856,61.4898,62.3705,29010.0
2021-02-03,62.0468,62.7037,61.3518,62.4371,22896.0
2021-02-04,62.5609,65.2172,62.5609,64.1794,31821.0
2021-02-05,65.0173,65.0173,62.6252,63.6844,19738.0
2021-02-06,65.0173,65.0173,62.6252,63.6844,19738.0
2021-02-07,65.0173,65.0173,62.6252,63.6844,19738.0
2021-02-08,64.0176,65.9789,63.7938,65.5314,22164.0
2021-02-09,65.379,68.102,65.379,67.0071,26309.0
2021-02-10,67.0737,67.5212,66.1448,66.3502,24875.0
2021-02-11,66.9785,68.2829,66.9643,67.2356,25350.0
2021-02-12,67.2166,67.3879,66.2506,66.5501,27649.0
2021-02-13,67.2166,67.3879,66.2506,66.5501,27649.0
2021-02-14,67.2166,67.3879,66.2506,66.5501,27649.0
2021-02-15,67.2166,67.3879,66.2506,66.5501,27649.0
2021-02-16,67.2737,67.3403,65.9027,66.5501,46255.0
2021-02-17,66.5501,67.864,65.8741,66.8548,45809.0
2021-02-18,66.8548,68.1972,66.7881,66.969,47101.0
2021-02-19,67.3308,68.3114,67.3308,68.1686,31558.0
2021-02-20,67.3308,68.3114,67.3308,68.1686,31558.0
2021-02-21,67.3308,68.3114,67.3308,68.1686,31558.0
2021-02-22,67.6545,69.9585,67.6545,69.6443,28961.0
2021-02-23,69.4539,70.882,68.8351,69.2635,41974.0
2021-02-24,69.3397,69.9585,68.5875,69.3682,27086.0
2021-02-25,69.2921,69.3968,68.2543,68.4543,28182.0
2021-02-26,68.7304,68.8827,67.5117,67.7878,27140.0
2021-02-27,68.7304,68.8827,67.5117,67.7878,27140.0
2021-02-28,68.7304,68.8827,67.5117,67.7878,27140.0
2021-03-01,69.5491,70.3228,68.7304,69.7776,45126.0
2021-03-02,70.1394,72.0055,69.2635,71.0344,50757.0
2021-03-03,71.5866,72.691,69.7256,70.9296,40077.0
2021-03-04,74.0144,74.0144,66.3311,66.8738,51933.0
2021-03-05,67.3403,68.3876,65.6171,68.1877,50892.0
2021-03-06,67.3403,68.3876,65.6171,68.1877,50892.0
2021-03-07,67.3403,68.3876,65.6171,68.1877,50892.0
2021-03-08,68.2258,72.2911,67.8354,71.0153,40017.0
2021-03-09,71.3486,71.3486,67.2642,69.4444,37319.0
2021-03-10,69.8538,69.8538,66.8643,67.6355,44903.0
2021-03-11,67.9306,69.2254,66.3193,68.4447,51291.0
2021-03-12,68.5495,69.9776,67.5403,69.7681,36666.0
2021-03-13,68.5495,69.9776,67.5403,69.7681,36666.0
2021-03-14,68.5495,69.9776,67.5403,69.7681,36666.0
2021-03-15,69.5872,70.7392,68.1686,70.1585,56809.0
2021-03-16,70.5107,70.5107,66.8738,67.2451,40147.0
2021-03-17,67.2451,67.4165,65.9503,66.8262,27082.0
2021-03-18,66.9696,67.9067,65.8222,67.725,39781.0
2021-03-19,67.6198,70.364,66.8836,70.058,187229.0
2021-03-20,67.6198,70.364,66.8836,70.058,187229.0
2021-03-21,67.6198,70.364,66.8836,70.058,187229.0
2021-03-22,69.121,69.121,65.6023,67.8875,61598.0
2021-03-23,67.2852,67.9449,66.0804,66.6158,39410.0
2021-03-24,67.0844,69.8381,65.8318,66.1282,27673.0
2021-03-25,65.8318,67.5433,64.7322,66.7401,36159.0
2021-03-26,67.6007,68.0979,66.6254,67.2087,23302.0
2021-03-27,67.6007,68.0979,66.6254,67.2087,23302.0
2021-03-28,67.6007,68.0979,66.6254,67.2087,23302.0
2021-03-29,66.9696,67.8683,65.2654,65.9752,26961.0
2021-03-30,65.7362,66.874,65.6214,66.2525,25938.0
2021-03-31,64.2732,66.5585,63.7139,65.8413,58599.0
2021-04-01,66.4437,69.0636,66.4437,68.1744,27824.0
2021-04-02,66.4437,69.0636,66.4437,68.1744,27824.0
2021-04-03,66.4437,69.0636,66.4437,68.1744,27824.0
2021-04-04,66.4437,69.0636,66.4437,68.1744,27824.0
2021-04-05,68.27,69.1879,68.0118,68.9489,24988.0
2021-04-06,68.509,69.4208,68.0549,68.5855,14794.0
2021-04-07,68.1839,68.6907,67.2278,68.1553,24630.0
2021-04-08,68.2113,68.987,68.1409,68.6429,13078.0
2021-04-09,68.8819,68.8819,67.2182,67.9927,16186.0
2021-04-10,68.8819,68.8819,67.2182,67.9927,16186.0
2021-04-11,68.8819,68.8819,67.2182,67.9927,16186.0
2021-04-12,67.7154,68.0023,65.9274,66.9983,31888.0
2021-04-13,67.0174,67.4955,65.4684,66.329,58657.0
2021-04-14,66.4437,67.3138,66.0804,66.6445,11059.0
2021-04-15,66.9792,67.2852,65.6427,66.4342,14976.0
2021-04-16,66.3003,67.9736,65.7075,67.2182,21832.0
2021-04-17,66.3003,67.9736,65.7075,67.2182,21832.0
2021-04-18,66.3003,67.9736,65.7075,67.2182,21832.0
2021-04-19,66.9027,66.9027,64.8565,66.1473,20220.0
2021-04-20,65.5163,66.0421,64.7226,65.9561,17763.0
2021-04-21,65.8318,66.2334,65.7075,66.0613,59144.0
2021-04-22,66.3481,66.9122,65.1147,66.0326,24823.0
2021-04-23,65.9752,67.3808,65.2772,67.2087,25938.0
2021-04-24,65.9752,67.3808,65.2772,67.2087,25938.0
2021-04-25,65.9752,67.3808,65.2772,67.2087,25938.0
2021-04-26,67.3903,67.4381,65.674,66.1378,22591.0
2021-04-27,66.2142,67.0844,65.6535,66.5967,31500.0
2021-04-28,66.4724,67.7919,66.4629,67.4573,29778.0
2021-04-29,68.0596,68.815,67.3138,68.3847,22945.0
2021-04-30,67.8684,70.2971,67.5146,70.1154,58911.0
2021-05-01,67.8684,70.2971,67.5146,70.1154,58911.0
2021-05-02,67.8684,70.2971,67.5146,70.1154,58911.0
2021-05-03,70.4787,73.6149,70.2779,73.0795,47751.0
2021-05-04,73.0795,73.4811,71.5168,72.1998,25572.0
2021-05-05,72.1233,72.1233,69.3074,70.9281,23922.0
2021-05-06,71.5018,74.1504,71.4827,73.3759,50294.0
2021-05-07,72.8213,75.1448,72.4006,74.9631,45459.0
2021-05-08,72.8213,75.1448,72.4006,74.9631,45459.0
2021-05-09,72.8213,75.1448,72.4006,74.9631,45459.0
2021-05-10,75.2022,76.2348,74.1886,75.7759,70992.0
2021-05-11,74.8101,74.8675,70.6508,71.6357,26199.0
2021-05-12,71.0333,71.5305,69.2835,69.3791,29328.0
2021-05-13,69.1784,71.0429,69.1784,70.9951,23181.0
2021-05-14,71.0333,71.7122,70.2206,71.062,24160.0
2021-05-15,71.0333,71.7122,70.2206,71.062,24160.0
2021-05-16,71.0333,71.7122,70.2206,71.062,24160.0
2021-05-17,70.6126,71.5496,70.2254,71.2915,24650.0
2021-05-18,71.2819,71.3393,70.823,71.3393,26739.0
2021-05-19,70.5074,70.8612,69.3313,70.4692,18828.0
2021-05-20,70.7956,71.2949,69.9892,71.2853,26113.0
2021-05-21,71.9093,72.735,70.9684,71.2661,30903.0
2021-05-22,71.9093,72.735,70.9684,71.2661,30903.0
2021-05-23,71.9093,72.735,70.9684,71.2661,30903.0
2021-05-24,71.3429,72.8406,70.594,72.639,41178.0
2021-05-25,72.3029,72.9462,70.7572,70.8628,33246.0
2021-05-26,71.2853,71.9189,70.6708,71.7557,28177.0
2021-05-27,72.3989,72.9558,72.0725,72.495,13003.0
2021-05-28,72.6102,72.6102,70.9396,71.4965,14007.0
2021-05-29,72.6102,72.6102,70.9396,71.4965,14007.0
