,PPL US Equity,PPL US Equity,PPL US Equity,PPL US Equity,PPL US Equity
2021-02-28,23.6272,23.636,22.8327,22.8676,9397562.0
2021-03-01,23.1732,23.8368,23.1557,23.4788,5347330.0
2021-03-02,23.4788,23.8543,23.374,23.6971,4223332.0
2021-03-03,23.6098,24.0987,23.4613,23.994,5061264.0
2021-03-04,24.0638,24.5117,23.8892,24.3694,7980064.0
2021-03-05,24.4218,24.7623,24.1874,24.6663,6099619.0
2021-03-06,24.4218,24.7623,24.1874,24.6663,6099619.0
2021-03-07,24.4218,24.7623,24.1874,24.6663,6099619.0
2021-03-08,24.7972,25.2469,24.6837,24.7187,8932254.0
2021-03-09,24.5193,24.7231,24.1117,24.1737,7907845.0
2021-03-10,24.1205,24.4395,23.9876,24.3332,5511637.0
2021-03-11,24.2357,24.4041,24.0851,24.1117,4542141.0
2021-03-12,24.2534,24.6965,24.2357,24.5547,6049631.0
2021-03-13,24.2534,24.6965,24.2357,24.5547,6049631.0
2021-03-14,24.2534,24.6965,24.2357,24.5547,6049631.0
2021-03-15,24.6522,25.0332,24.6079,25.0332,4459266.0
2021-03-16,24.9269,25.2282,24.7763,25.0775,7521062.0
2021-03-17,25.0775,25.2193,24.8206,24.8294,5481668.0
2021-03-18,25.432,26.4599,25.3434,26.3093,14785886.0
2021-03-19,26.2738,26.5795,25.7687,26.2207,15130657.0
2021-03-20,26.2738,26.5795,25.7687,26.2207,15130657.0
2021-03-21,26.2738,26.5795,25.7687,26.2207,15130657.0
2021-03-22,26.1143,26.1675,25.5383,25.7599,4794448.0
2021-03-23,25.6624,25.7776,25.1972,25.3168,7494097.0
2021-03-24,25.175,25.6447,25.1484,25.1839,5880181.0
2021-03-25,25.3434,25.5561,25.0244,25.4586,4805054.0
2021-03-26,25.5206,25.9548,25.4674,25.9371,5060046.0
2021-03-27,25.5206,25.9548,25.4674,25.9371,5060046.0
2021-03-28,25.5206,25.9548,25.4674,25.9371,5060046.0
2021-03-29,25.8485,25.9814,25.5738,25.751,4835177.0
2021-03-30,25.7156,25.8751,25.6004,25.7599,3972460.0
2021-03-31,25.7244,25.7687,25.4852,25.5561,7358877.0
2021-04-01,25.6092,25.6092,25.237,25.494,6332116.0
2021-04-02,25.6092,25.6092,25.237,25.494,6332116.0
2021-04-03,25.6092,25.6092,25.237,25.494,6332116.0
2021-04-04,25.6092,25.6092,25.237,25.494,6332116.0
2021-04-05,25.5383,25.6978,25.432,25.5295,5321240.0
2021-04-06,25.5295,25.5649,25.2991,25.4409,5973065.0
2021-04-07,25.494,25.7067,25.494,25.6978,4336989.0
2021-04-08,25.6801,25.7156,25.3877,25.4497,3578345.0
2021-04-09,25.4497,25.5915,25.2902,25.3788,4297240.0
2021-04-10,25.4497,25.5915,25.2902,25.3788,4297240.0
2021-04-11,25.4497,25.5915,25.2902,25.3788,4297240.0
2021-04-12,25.4763,25.6624,25.3877,25.4586,5402215.0
2021-04-13,25.2548,25.5029,25.1839,25.4409,7766687.0
2021-04-14,25.3434,25.5206,25.3434,25.4674,6551340.0
2021-04-15,25.4763,25.7421,25.4497,25.689,8462237.0
2021-04-16,25.7864,25.9637,25.6624,25.8219,7475998.0
2021-04-17,25.7864,25.9637,25.6624,25.8219,7475998.0
2021-04-18,25.7864,25.9637,25.6624,25.8219,7475998.0
2021-04-19,25.9548,25.9725,25.494,25.5915,4997941.0
2021-04-20,25.4674,25.7864,25.4586,25.6978,5521587.0
2021-04-21,25.7244,26.1763,25.6978,26.1055,5880977.0
2021-04-22,26.1763,26.1763,25.6447,25.6535,5040819.0
2021-04-23,25.7156,25.8662,25.5738,25.8396,5070725.0
2021-04-24,25.7156,25.8662,25.5738,25.8396,5070725.0
2021-04-25,25.7156,25.8662,25.5738,25.8396,5070725.0
2021-04-26,25.8839,25.9548,25.7776,25.8573,5838538.0
2021-04-27,25.8042,25.8529,25.5738,25.6004,4656167.0
2021-04-28,25.5561,25.7111,25.5206,25.6978,4651564.0
2021-04-29,25.7599,25.9637,25.7421,25.9371,5337239.0
2021-04-30,25.9725,26.0257,25.689,25.813,5281887.0
2021-05-01,25.9725,26.0257,25.689,25.813,5281887.0
2021-05-02,25.9725,26.0257,25.689,25.813,5281887.0
2021-05-03,25.8662,26.1055,25.7864,25.8219,4278706.0
2021-05-04,25.8751,25.9371,25.6624,25.7687,3926648.0
2021-05-05,25.7067,25.7687,25.3966,25.6269,7489823.0
2021-05-06,25.4763,25.6447,25.1972,25.5561,6139656.0
2021-05-07,25.4143,26.07,25.4054,25.9194,5034700.0
2021-05-08,25.4143,26.07,25.4054,25.9194,5034700.0
2021-05-09,25.4143,26.07,25.4054,25.9194,5034700.0
2021-05-10,26.07,26.3137,25.9991,26.1232,4620314.0
2021-05-11,26.1232,26.327,25.8485,25.9991,7080872.0
2021-05-12,26.0257,26.0789,25.3434,25.3434,5712810.0
2021-05-13,25.2548,25.8662,25.2548,25.7333,4394142.0
2021-05-14,25.8751,26.039,25.8219,25.9282,3000071.0
2021-05-15,25.8751,26.039,25.8219,25.9282,3000071.0
2021-05-16,25.8751,26.039,25.8219,25.9282,3000071.0
2021-05-17,25.9548,26.0966,25.8148,25.8396,3953320.0
2021-05-18,25.9637,26.0966,25.8662,25.9903,5142120.0
2021-05-19,25.946,26.07,25.6004,26.0257,6679461.0
2021-05-20,26.008,26.2118,25.9504,25.9991,5401955.0
2021-05-21,26.0434,26.1852,25.9763,26.1409,4152372.0
2021-05-22,26.0434,26.1852,25.9763,26.1409,4152372.0
2021-05-23,26.0434,26.1852,25.9763,26.1409,4152372.0
2021-05-24,26.2827,26.3403,26.0789,26.0966,2925898.0
2021-05-25,26.0966,26.1675,25.7864,25.7953,4010257.0
2021-05-26,25.7953,25.8928,25.6978,25.8308,3323220.0
2021-05-27,25.9371,25.946,25.7244,25.7421,6088212.0
2021-05-28,25.8839,25.9282,25.6757,25.7953,3727712.0
2021-05-29,25.8839,25.9282,25.6757,25.7953,3727712.0
2021-05-30,25.8839,25.9282,25.6757,25.7953,3727712.0
2021-05-31,25.8839,25.9282,25.6757,25.7953,3727712.0
2021-06-01,25.8308,25.9194,25.5915,25.6978,4022936.0
2021-06-02,25.6978,25.7864,25.5383,25.6535,4527984.0
2021-06-03,25.5915,25.8396,25.5295,25.7156,4076191.0
2021-06-04,25.7599,25.7864,25.6535,25.689,3676768.0
2021-06-05,25.7599,25.7864,25.6535,25.689,3676768.0
2021-06-06,25.7599,25.7864,25.6535,25.689,3676768.0
2021-06-07,25.751,25.8396,25.7067,25.7687,3840688.0
2021-06-08,25.7687,25.8308,25.4763,25.6092,5936888.0
2021-06-09,25.6047,26.1531,25.5508,26.0632,6790263.0
2021-06-10,26.1442,26.324,26.0408,26.1442,6032680.0
2021-06-11,26.1711,26.4049,26.0812,26.3689,6017045.0
2021-06-12,26.1711,26.4049,26.0812,26.3689,6017045.0
2021-06-13,26.1711,26.4049,26.0812,26.3689,6017045.0
2021-06-14,26.3689,26.4678,26.1891,26.306,4832968.0
2021-06-15,26.252,26.5128,26.1666,26.3419,3232362.0
2021-06-16,26.4049,26.4139,25.7666,25.7845,4524275.0
2021-06-17,25.7306,25.9194,25.5912,25.7126,5129422.0
2021-06-18,25.5688,25.585,24.8046,24.8226,9834651.0
2021-06-19,25.5688,25.585,24.8046,24.8226,9834651.0
2021-06-20,25.5688,25.585,24.8046,24.8226,9834651.0
2021-06-21,24.9304,25.308,24.8764,25.2811,5373161.0
2021-06-22,25.2901,25.3935,25.1552,25.1642,4638674.0
2021-06-23,25.1192,25.1642,24.9215,24.9844,4170259.0
2021-06-24,25.0383,25.1552,24.9215,25.1103,3241557.0
2021-06-25,25.0024,25.4564,25.0024,25.4429,4665223.0
2021-06-26,25.0024,25.4564,25.0024,25.4429,4665223.0
2021-06-27,25.0024,25.4564,25.0024,25.4429,4665223.0
2021-06-28,25.5328,25.5598,25.3125,25.398,3125618.0
2021-06-29,25.353,25.4879,24.8855,24.9664,3851307.0
2021-06-30,25.0293,25.1957,24.9484,25.1462,3989979.0
2021-07-01,25.2271,25.5058,25.0653,25.4069,4416344.0
2021-07-02,25.38,25.4429,25.2541,25.398,2602138.0
2021-07-03,25.38,25.4429,25.2541,25.398,2602138.0
2021-07-04,25.38,25.4429,25.2541,25.398,2602138.0
2021-07-05,25.38,25.4429,25.2541,25.398,2602138.0
2021-07-06,25.4519,25.5148,24.9125,25.326,3899234.0
2021-07-07,25.1912,25.353,25.0645,25.317,2943625.0
2021-07-08,25.1822,25.335,25.0963,25.317,2916486.0
2021-07-09,25.371,25.5778,25.2856,25.5688,3634599.0
2021-07-10,25.371,25.5778,25.2856,25.5688,3634599.0
2021-07-11,25.371,25.5778,25.2856,25.5688,3634599.0
2021-07-12,25.4789,25.5688,25.2811,25.5058,2983025.0
2021-07-13,25.4609,25.4879,25.0833,25.1103,3493778.0
2021-07-14,25.0743,25.398,24.9529,25.2361,3462993.0
2021-07-15,25.1462,25.4249,25.1372,25.362,4606845.0
2021-07-16,25.4069,25.8385,25.326,25.7036,4317604.0
2021-07-17,25.4069,25.8385,25.326,25.7036,4317604.0
2021-07-18,25.4069,25.8385,25.326,25.7036,4317604.0
2021-07-19,25.5238,25.7126,24.9394,25.1822,5057982.0
2021-07-20,25.2002,25.6002,25.1642,25.353,4377386.0
2021-07-21,25.4519,25.5868,25.2541,25.2541,3028358.0
2021-07-22,25.2631,25.335,25.0968,25.2361,2715705.0
2021-07-23,25.2361,25.4654,25.2181,25.4069,2380928.0
2021-07-24,25.2361,25.4654,25.2181,25.4069,2380928.0
2021-07-25,25.2361,25.4654,25.2181,25.4069,2380928.0
2021-07-26,25.4069,25.5868,25.353,25.5058,2867476.0
2021-07-27,25.4519,25.9059,25.335,25.8385,4068346.0
2021-07-28,25.8565,25.9464,25.4968,25.7036,4070153.0
2021-07-29,25.7845,25.8205,25.6182,25.7036,2945133.0
2021-07-30,25.7306,25.9329,25.4114,25.5058,6733961.0
2021-07-31,25.7306,25.9329,25.4114,25.5058,6733961.0
2021-08-01,25.7306,25.9329,25.4114,25.5058,6733961.0
2021-08-02,25.5778,25.7576,25.5013,25.5868,3487860.0
2021-08-03,25.6137,25.6856,25.4069,25.6767,4424054.0
2021-08-04,25.5598,25.6227,25.308,25.5598,4413413.0
2021-08-05,25.6677,25.9554,25.6227,25.9464,4264312.0
2021-08-06,26.0093,26.4948,25.9194,26.279,5810930.0
2021-08-07,26.0093,26.4948,25.9194,26.279,5810930.0
2021-08-08,26.0093,26.4948,25.9194,26.279,5810930.0
2021-08-09,26.297,26.3367,25.9778,26.1082,3706831.0
2021-08-10,26.1352,26.1981,25.9823,25.9913,4580629.0
2021-08-11,26.0722,26.279,25.9857,26.261,4204646.0
2021-08-12,26.1531,26.279,26.0947,26.1442,3177096.0
2021-08-13,26.1621,26.4948,26.0902,26.4408,4104730.0
2021-08-14,26.1621,26.4948,26.0902,26.4408,4104730.0
2021-08-15,26.1621,26.4948,26.0902,26.4408,4104730.0
2021-08-16,26.4948,26.742,26.3195,26.3869,3710073.0
2021-08-17,26.261,26.3959,26.0812,26.3779,3145922.0
2021-08-18,26.3869,26.3914,26.1307,26.2341,3448921.0
2021-08-19,26.2341,26.5757,26.1801,26.2431,4378876.0
2021-08-20,26.1891,26.7735,26.0543,26.7375,9684227.0
2021-08-21,26.1891,26.7735,26.0543,26.7375,9684227.0
2021-08-22,26.1891,26.7735,26.0543,26.7375,9684227.0
2021-08-23,26.7465,26.7735,26.1442,26.2431,5384593.0
2021-08-24,26.306,26.3599,26.1037,26.279,4295072.0
2021-08-25,26.1711,26.4274,26.0183,26.27,6640908.0
2021-08-26,26.2431,26.3105,26.0992,26.1352,3563087.0
2021-08-27,26.1442,26.3554,26.1262,26.27,3645754.0
2021-08-28,26.1442,26.3554,26.1262,26.27,3645754.0
2021-08-29,26.1442,26.3554,26.1262,26.27,3645754.0
2021-08-30,26.297,26.3599,26.1801,26.2341,3741530.0
2021-08-31,26.2071,26.4768,26.1352,26.3869,5413557.0
2021-09-01,26.6926,27.0522,26.5937,27.0072,6343784.0
2021-09-02,27.0522,27.3489,26.9623,27.3489,4135974.0
2021-09-03,27.3129,27.3264,27.0342,27.0522,5291234.0
2021-09-04,27.3129,27.3264,27.0342,27.0522,5291234.0
2021-09-05,27.3129,27.3264,27.0342,27.0522,5291234.0
2021-09-06,27.3129,27.3264,27.0342,27.0522,5291234.0
2021-09-07,27.0522,27.2814,26.9173,27.0702,5859829.0
2021-09-08,27.0702,27.6141,26.9982,27.3848,5810135.0
2021-09-09,27.3985,27.5534,27.1251,27.1433,5144261.0
2021-09-10,27.1797,27.2891,26.9792,26.9883,4492681.0
2021-09-11,27.1797,27.2891,26.9792,26.9883,4492681.0
2021-09-12,27.1797,27.2891,26.9792,26.9883,4492681.0
2021-09-13,27.2344,27.2618,26.8698,26.9245,4505088.0
2021-09-14,27.0339,27.0704,26.6921,26.7787,5583152.0
2021-09-15,26.7058,27.0613,26.6876,26.8516,4803650.0
2021-09-16,26.8334,26.8972,26.4825,26.5235,5231877.0
2021-09-17,26.3959,26.56,26.1225,26.1407,8434939.0
2021-09-18,26.3959,26.56,26.1225,26.1407,8434939.0
2021-09-19,26.3959,26.56,26.1225,26.1407,8434939.0
2021-09-20,25.9857,26.3321,25.8217,26.086,5093477.0
2021-09-21,26.168,26.3366,25.8855,25.9037,6057688.0
2021-09-22,26.004,26.1589,25.8672,25.9584,4016929.0
2021-09-23,25.9584,26.2182,25.8946,26.0222,4063013.0
2021-09-24,26.0495,26.2045,25.8764,25.9037,2413441.0
2021-09-25,26.0495,26.2045,25.8764,25.9037,2413441.0
2021-09-26,26.0495,26.2045,25.8764,25.9037,2413441.0
2021-09-27,25.9584,26.2683,25.8308,25.849,4385401.0
2021-09-28,25.8855,26.0131,25.6348,25.7214,5323026.0
2021-09-29,25.7396,26.1225,25.7214,25.9493,5202289.0
2021-09-30,25.9584,25.9948,25.4024,25.4115,7471576.0
2021-10-01,25.6576,25.7032,25.3751,25.4844,5687636.0
2021-10-02,25.6576,25.7032,25.3751,25.4844,5687636.0
2021-10-03,25.6576,25.7032,25.3751,25.4844,5687636.0
2021-10-04,25.4662,25.8764,25.448,25.7852,5422900.0
2021-10-05,25.8399,26.004,25.7032,25.7579,4113468.0
2021-10-06,25.6211,26.0404,25.5072,26.0222,6228772.0
2021-10-07,26.0495,26.2592,25.8262,25.8855,5445562.0
2021-10-08,25.8581,26.0814,25.8034,25.849,3783145.0
2021-10-09,25.8581,26.0814,25.8034,25.849,3783145.0
2021-10-10,25.8581,26.0814,25.8034,25.849,3783145.0
2021-10-11,25.8126,25.9083,25.6394,25.6941,3557062.0
2021-10-12,25.6849,25.9219,25.6303,25.7579,3065824.0
2021-10-13,25.6576,25.9857,25.5528,25.9584,3312550.0
2021-10-14,25.9857,26.2318,25.9493,26.168,2662730.0
2021-10-15,26.2136,26.3685,26.1452,26.2956,4214905.0
2021-10-16,26.2136,26.3685,26.1452,26.2956,4214905.0
2021-10-17,26.2136,26.3685,26.1452,26.2956,4214905.0
2021-10-18,26.0586,26.2273,25.9447,26.0222,3366959.0
2021-10-19,26.168,26.3594,26.1225,26.3321,3249760.0
2021-10-20,26.4323,26.7331,26.405,26.6329,3857014.0
2021-10-21,26.5144,26.6283,26.4141,26.4415,2550857.0
2021-10-22,26.5144,26.6511,26.4323,26.5508,2374222.0
2021-10-23,26.5144,26.6511,26.4323,26.5508,2374222.0
2021-10-24,26.5144,26.6511,26.4323,26.5508,2374222.0
2021-10-25,26.5508,26.6101,26.3822,26.4323,2612486.0
2021-10-26,26.4323,26.7286,26.4141,26.5144,3134270.0
2021-10-27,26.6146,26.6374,26.3685,26.4415,3247199.0
2021-10-28,26.405,26.5417,26.3047,26.4961,2440164.0
2021-10-29,26.4688,26.5873,26.1316,26.2501,3132630.0
2021-10-30,26.4688,26.5873,26.1316,26.2501,3132630.0
2021-10-31,26.4688,26.5873,26.1316,26.2501,3132630.0
2021-11-01,26.2956,26.7149,26.1771,26.7058,4604069.0
2021-11-02,26.7514,26.8015,26.4415,26.6511,4394408.0
2021-11-03,26.5691,26.8015,26.5417,26.7149,4103653.0
2021-11-04,26.5417,26.8152,26.1452,26.3321,4291838.0
2021-11-05,26.4232,26.724,26.1452,26.1771,5758763.0
2021-11-06,26.4232,26.724,26.1452,26.1771,5758763.0
2021-11-07,26.4232,26.724,26.1452,26.1771,5758763.0
2021-11-08,26.2409,26.2774,25.9948,26.1316,4311857.0
2021-11-09,26.1316,26.2865,26.0267,26.2045,3204030.0
2021-11-10,26.2683,26.4825,26.1863,26.2318,4529234.0
2021-11-11,26.0586,26.3594,26.0404,26.2136,4473953.0
2021-11-12,26.2318,26.2683,26.0267,26.0678,4008700.0
2021-11-13,26.2318,26.2683,26.0267,26.0678,4008700.0
2021-11-14,26.2318,26.2683,26.0267,26.0678,4008700.0
2021-11-15,26.2318,26.3139,26.1257,26.2865,3277366.0
2021-11-16,26.2865,26.3594,26.1452,26.1589,2982155.0
2021-11-17,26.0495,26.1589,25.9219,25.9675,4391804.0
2021-11-18,25.9402,26.045,25.6758,25.767,3698709.0
2021-11-19,25.6941,25.9037,25.4935,25.8855,5222139.0
2021-11-20,25.6941,25.9037,25.4935,25.8855,5222139.0
2021-11-21,25.6941,25.9037,25.4935,25.8855,5222139.0
2021-11-22,25.8308,26.0997,25.6211,25.9857,5285289.0
2021-11-23,26.0951,26.2913,25.8946,26.1863,3564861.0
2021-11-24,26.2045,26.2409,26.0313,26.1225,2442288.0
2021-11-25,26.2045,26.2409,26.0313,26.1225,2442288.0
2021-11-26,25.7305,25.9675,25.6576,25.6849,3187124.0
2021-11-27,25.7305,25.9675,25.6576,25.6849,3187124.0
2021-11-28,25.7305,25.9675,25.6576,25.6849,3187124.0
2021-11-29,25.7852,26.0313,25.6941,25.9219,3581527.0
2021-11-30,25.7579,25.9037,25.293,25.3659,10349062.0
2021-12-01,25.5938,25.9766,25.4024,25.4206,6215074.0
2021-12-02,25.5756,25.9903,25.5209,25.7305,6644401.0
2021-12-03,25.8855,26.2637,25.8399,26.1225,5498448.0
2021-12-04,25.8855,26.2637,25.8399,26.1225,5498448.0
2021-12-05,25.8855,26.2637,25.8399,26.1225,5498448.0
2021-12-06,26.405,26.92,26.3184,26.6329,7068924.0
2021-12-07,26.6055,26.8562,26.5053,26.724,4787316.0
2021-12-08,26.724,26.8197,26.5417,26.5873,5305586.0
2021-12-09,26.6566,26.6566,26.2637,26.444,4280612.0
2021-12-10,26.5549,26.6104,26.4162,26.5642,4448013.0
2021-12-11,26.5549,26.6104,26.4162,26.5642,4448013.0
2021-12-12,26.5549,26.6104,26.4162,26.5642,4448013.0
2021-12-13,26.4347,26.8046,26.4162,26.7029,4002451.0
2021-12-14,26.8138,26.8693,26.5041,26.6566,5067522.0
2021-12-15,26.7306,27.2114,26.6659,27.0635,5993996.0
2021-12-16,27.119,27.5212,27.0635,27.2576,4831020.0
2021-12-17,27.2299,27.5165,27.1652,27.3316,12020303.0
2021-12-18,27.2299,27.5165,27.1652,27.3316,12020303.0
2021-12-19,27.2299,27.5165,27.1652,27.3316,12020303.0
2021-12-20,27.0265,27.3409,26.8462,27.2761,5376570.0
2021-12-21,27.4518,27.6367,27.0727,27.2022,4968672.0
2021-12-22,27.1744,27.3316,27.0542,27.1929,5596367.0
2021-12-23,27.2392,27.4056,27.1005,27.2022,2280878.0
2021-12-24,27.2392,27.4056,27.1005,27.2022,2280878.0
2021-12-25,27.2392,27.4056,27.1005,27.2022,2280878.0
2021-12-26,27.2392,27.4056,27.1005,27.2022,2280878.0
2021-12-27,27.2022,27.3594,27.0635,27.3039,1994263.0
2021-12-28,27.2946,27.535,27.2669,27.5258,2066152.0
2021-12-29,27.5443,27.646,27.4888,27.5443,2835785.0
2021-12-30,27.6367,27.7384,27.5165,27.6922,2367482.0
2021-12-31,27.6552,27.877,27.572,27.7939,2547558.0
2022-01-01,27.6552,27.877,27.572,27.7939,2547558.0
2022-01-02,27.6552,27.877,27.572,27.7939,2547558.0
2022-01-03,27.8771,27.9326,27.3825,27.8679,4910982.0
2022-01-04,27.8586,28.0528,27.683,27.7292,4885470.0
2022-01-05,27.7754,28.0436,27.5813,27.7847,4098127.0
2022-01-06,27.7847,27.9049,27.6275,27.7477,3271134.0
2022-01-07,27.6737,28.1406,27.5535,27.9696,2941954.0
2022-01-08,27.6737,28.1406,27.5535,27.9696,2941954.0
2022-01-09,27.6737,28.1406,27.5535,27.9696,2941954.0
2022-01-10,27.9881,28.1037,27.8448,27.9511,3645804.0
2022-01-11,28.0805,28.099,27.572,27.6922,3996017.0
2022-01-12,27.72,27.9372,27.5813,27.7015,3988882.0
2022-01-13,27.6922,27.9049,27.5859,27.7384,4125511.0
2022-01-14,27.7015,27.7985,27.5443,27.7107,3439043.0
2022-01-15,27.7015,27.7985,27.5443,27.7107,3439043.0
2022-01-16,27.7015,27.7985,27.5443,27.7107,3439043.0
2022-01-17,27.7015,27.7985,27.5443,27.7107,3439043.0
2022-01-18,27.6645,27.7801,27.3686,27.6367,4203492.0
2022-01-19,27.683,27.817,27.535,27.572,2827668.0
2022-01-20,27.683,27.9372,27.4056,27.4703,6648981.0
2022-01-21,27.5998,27.6645,27.3362,27.4241,4493168.0
2022-01-22,27.5998,27.6645,27.3362,27.4241,4493168.0
2022-01-23,27.5998,27.6645,27.3362,27.4241,4493168.0
2022-01-24,27.3224,27.4333,26.7335,27.3316,6592649.0
2022-01-25,27.082,27.5165,26.9525,27.3131,6426229.0
2022-01-26,27.3871,27.5443,26.8924,27.082,5841263.0
2022-01-27,27.2299,27.5119,27.0126,27.1374,4353958.0
2022-01-28,27.0912,27.4518,26.9803,27.4426,4706626.0
2022-01-29,27.0912,27.4518,26.9803,27.4426,4706626.0
2022-01-30,27.0912,27.4518,26.9803,27.4426,4706626.0
2022-01-31,27.2299,27.4611,27.1467,27.4426,6584990.0
2022-02-01,27.3594,27.5258,27.1929,27.2946,3845062.0
2022-02-02,27.3039,27.5258,27.2299,27.4703,5032353.0
2022-02-03,27.4611,27.6182,27.3409,27.4426,3967572.0
2022-02-04,27.2946,27.4518,26.9803,27.1929,3617300.0
2022-02-05,27.2946,27.4518,26.9803,27.1929,3617300.0
2022-02-06,27.2946,27.4518,26.9803,27.1929,3617300.0
2022-02-07,27.1374,27.2022,26.9433,27.082,4537277.0
2022-02-08,27.2022,27.3871,27.1282,27.3039,3232086.0
2022-02-09,27.3778,27.4426,27.1837,27.3039,3250529.0
2022-02-10,27.0912,27.2438,26.5549,26.6289,4371407.0
2022-02-11,26.6382,26.897,26.4255,26.4995,5440925.0
2022-02-12,26.6382,26.897,26.4255,26.4995,5440925.0
2022-02-13,26.6382,26.897,26.4255,26.4995,5440925.0
2022-02-14,26.5734,26.6566,25.9863,26.2128,5099777.0
2022-02-15,26.3423,26.5364,26.0094,26.1204,3699346.0
2022-02-16,26.0926,26.3053,25.9632,26.1019,3948091.0
2022-02-17,25.9817,26.1481,25.806,26.0187,4807087.0
2022-02-18,25.0571,25.131,23.7903,24.1324,23006700.0
2022-02-19,25.0571,25.131,23.7903,24.1324,23006700.0
2022-02-20,25.0571,25.131,23.7903,24.1324,23006700.0
2022-02-21,25.0571,25.131,23.7903,24.1324,23006700.0
2022-02-22,23.8088,24.8259,23.8088,24.7889,14910410.0
2022-02-23,24.7334,24.9369,24.0261,24.1324,12207267.0
2022-02-24,23.9198,24.2014,23.6239,23.9845,11208139.0
2022-02-25,24.1047,24.6595,24.04,24.4376,7561279.0
2022-02-26,24.1047,24.6595,24.04,24.4376,7561279.0
2022-02-27,24.1047,24.6595,24.04,24.4376,7561279.0
2022-02-28,24.2896,24.3913,23.795,24.1972,9759380.0
2022-03-01,24.1509,24.2711,23.3604,23.5314,8996825.0
2022-03-02,23.513,24.0307,23.4945,23.7811,5567748.0
2022-03-03,23.7534,24.3451,23.7534,24.0492,8169201.0
2022-03-04,23.8736,24.4838,23.7811,24.4561,6365109.0
2022-03-05,23.8736,24.4838,23.7811,24.4561,6365109.0
2022-03-06,23.8736,24.4838,23.7811,24.4561,6365109.0
2022-03-07,24.4746,24.5855,24.0261,24.1787,6896827.0
2022-03-08,24.2342,24.7704,24.0585,24.3081,9846053.0
2022-03-09,25.0162,25.2212,24.746,24.8671,11856550.0
2022-03-10,24.774,24.9836,24.4572,24.7646,9257642.0
2022-03-11,24.7367,25.0535,24.4665,24.4758,5728601.0
2022-03-12,24.7367,25.0535,24.4665,24.4758,5728601.0
2022-03-13,24.7367,25.0535,24.4665,24.4758,5728601.0
2022-03-14,24.4758,24.7553,24.2056,24.364,6518690.0
2022-03-15,24.5224,24.8299,24.4758,24.6901,6830910.0
2022-03-16,24.7367,24.8951,24.5317,24.8019,7655853.0
2022-03-17,24.746,25.1234,24.6109,24.9603,7583933.0
2022-03-18,24.8764,25.1001,24.774,24.8485,22608927.0
2022-03-19,24.8764,25.1001,24.774,24.8485,22608927.0
2022-03-20,24.8764,25.1001,24.774,24.8485,22608927.0
2022-03-21,24.9696,25.1187,24.8578,25.0628,7992141.0
2022-03-22,25.156,25.2491,24.774,25.0255,6320433.0
2022-03-23,25.0721,25.1932,24.8066,25.0535,8577045.0
2022-03-24,25.1466,25.4634,25.0442,25.4634,5946351.0
2022-03-25,25.3889,25.7895,25.3889,25.7057,5988737.0
2022-03-26,25.3889,25.7895,25.3889,25.7057,5988737.0
2022-03-27,25.3889,25.7895,25.3889,25.7057,5988737.0
2022-03-28,25.6684,25.8827,25.6218,25.8734,5566551.0
2022-03-29,25.9479,26.5442,25.8734,26.4976,7755133.0
2022-03-30,26.4603,26.7399,26.3765,26.7399,7974262.0
2022-03-31,26.684,26.8982,26.6001,26.6094,5864517.0
2022-04-01,26.684,27.0473,26.4698,27.038,6315039.0
2022-04-02,26.684,27.0473,26.4698,27.038,6315039.0
2022-04-03,26.684,27.0473,26.4698,27.038,6315039.0
2022-04-04,26.4138,26.8051,26.1249,26.7399,6500635.0
2022-04-05,26.8423,27.1312,26.6933,26.7492,8306142.0
2022-04-06,26.8796,27.392,26.7585,27.3827,8806121.0
2022-04-07,27.3641,27.3734,26.8563,27.1405,7182508.0
2022-04-08,27.243,27.2989,26.9914,27.1219,4928937.0
2022-04-09,27.243,27.2989,26.9914,27.1219,4928937.0
2022-04-10,27.243,27.2989,26.9914,27.1219,4928937.0
2022-04-11,27.1405,27.2896,26.9076,26.9355,6451214.0
2022-04-12,26.9914,27.0613,26.8004,26.861,6006156.0
2022-04-13,26.8051,27.0538,26.7166,26.9914,5585381.0
2022-04-14,27.0659,27.3129,26.9355,27.2057,5736842.0
2022-04-15,27.0659,27.3129,26.9355,27.2057,5736842.0
2022-04-16,27.0659,27.3129,26.9355,27.2057,5736842.0
2022-04-17,27.0659,27.3129,26.9355,27.2057,5736842.0
2022-04-18,27.2523,27.4479,27.1219,27.2243,6544283.0
2022-04-19,27.3455,27.8486,27.2989,27.7927,6401138.0
2022-04-20,27.9511,28.2119,27.8609,28.1095,5911552.0
2022-04-21,28.0349,28.4674,27.9045,28.2958,5784127.0
2022-04-22,28.2958,28.3051,27.8299,27.8486,7183686.0
2022-04-23,28.2958,28.3051,27.8299,27.8486,7183686.0
2022-04-24,28.2958,28.3051,27.8299,27.8486,7183686.0
2022-04-25,27.9138,27.9697,27.3594,27.7275,7183329.0
2022-04-26,27.6716,27.9045,27.243,27.2523,5303732.0
2022-04-27,27.2057,27.3874,26.9169,26.9262,4322634.0
2022-04-28,27.1032,27.243,26.9076,27.1498,5286858.0
2022-04-29,27.0287,27.0846,26.3299,26.3765,5061331.0
2022-04-30,27.0287,27.0846,26.3299,26.3765,5061331.0
2022-05-01,27.0287,27.0846,26.3299,26.3765,5061331.0
