,KLAC US Equity,KLAC US Equity,KLAC US Equity,KLAC US Equity,KLAC US Equity
2021-03-06,282.3361,286.7348,268.3394,285.4036,1631399.0
2021-03-07,282.3361,286.7348,268.3394,285.4036,1631399.0
2021-03-08,280.7155,283.4358,263.5741,264.3458,2182464.0
2021-03-09,273.5966,285.8087,272.304,283.6962,1944176.0
2021-03-10,289.156,289.7492,272.7284,273.4229,1688239.0
2021-03-11,283.6501,291.2869,279.7412,285.8763,1709699.0
2021-03-12,278.6512,284.3521,275.8538,283.8602,1298410.0
2021-03-13,278.6512,284.3521,275.8538,283.8602,1298410.0
2021-03-14,278.6512,284.3521,275.8538,283.8602,1298410.0
2021-03-15,283.0885,288.7315,281.111,288.3843,1321958.0
2021-03-16,289.1174,295.1371,288.3071,291.2685,1544177.0
2021-03-17,285.7026,298.9469,280.8216,294.5868,1906301.0
2021-03-18,287.7476,289.1463,277.5998,278.5258,2041192.0
2021-03-19,277.783,286.7251,274.4262,282.5194,3220744.0
2021-03-20,277.783,286.7251,274.4262,282.5194,3220744.0
2021-03-21,277.783,286.7251,274.4262,282.5194,3220744.0
2021-03-22,289.3875,297.2299,287.7534,294.5579,1819962.0
2021-03-23,295.6672,296.6029,285.6351,286.5515,1766327.0
2021-03-24,299.5152,305.7861,287.0242,287.3521,1669223.0
2021-03-25,282.6641,290.3521,276.7895,288.8184,1187968.0
2021-03-26,288.1431,308.9211,288.1431,308.6221,1650773.0
2021-03-27,288.1431,308.9211,288.1431,308.6221,1650773.0
2021-03-28,288.1431,308.9211,288.1431,308.6221,1650773.0
2021-03-29,306.4903,306.606,296.0241,303.1913,1428493.0
2021-03-30,301.7443,307.2427,300.664,305.8536,924068.0
2021-03-31,310.3681,321.5095,309.8086,318.7121,1811848.0
2021-04-01,325.0786,335.4869,325.0786,335.0046,1885789.0
2021-04-02,325.0786,335.4869,325.0786,335.0046,1885789.0
2021-04-03,325.0786,335.4869,325.0786,335.0046,1885789.0
2021-04-04,325.0786,335.4869,325.0786,335.0046,1885789.0
2021-04-05,336.7023,346.966,333.8278,342.519,1496133.0
2021-04-06,340.6284,341.2843,328.5127,334.339,1690443.0
2021-04-07,335.4097,340.2232,331.5223,335.7281,985534.0
2021-04-08,341.4772,341.7377,336.0946,341.5158,1124972.0
2021-04-09,339.4708,342.519,335.9113,340.3679,913937.0
2021-04-10,339.4708,342.519,335.9113,340.3679,913937.0
2021-04-11,339.4708,342.519,335.9113,340.3679,913937.0
2021-04-12,337.2039,338.294,331.1799,332.8921,1376308.0
2021-04-13,337.1557,337.1557,327.1236,331.9564,1226421.0
2021-04-14,327.9725,334.4065,323.323,324.5963,1186228.0
2021-04-15,329.6992,330.0561,323.8342,326.5641,1198129.0
2021-04-16,327.0754,327.8374,321.2008,321.2201,958199.0
2021-04-17,327.0754,327.8374,321.2008,321.2201,958199.0
2021-04-18,327.0754,327.8374,321.2008,321.2201,958199.0
2021-04-19,319.2523,321.8182,307.0208,312.9147,1551747.0
2021-04-20,311.68,314.3134,306.5385,307.6382,1477155.0
2021-04-21,311.0433,320.4677,308.2652,320.0529,1697765.0
2021-04-22,317.7957,320.1301,311.3424,313.5803,1045460.0
2021-04-23,316.3873,322.2812,315.1333,320.323,1182069.0
2021-04-24,316.3873,322.2812,315.1333,320.323,1182069.0
2021-04-25,316.3873,322.2812,315.1333,320.323,1182069.0
2021-04-26,322.1944,325.6284,319.2836,323.9307,1039447.0
2021-04-27,327.9725,327.9725,317.6124,318.7989,939916.0
2021-04-28,317.8439,319.0401,312.7604,313.3488,983162.0
2021-04-29,314.3906,317.0993,307.3875,314.815,1295145.0
2021-04-30,303.8858,310.2764,301.8504,304.1945,1434141.0
2021-05-01,303.8858,310.2764,301.8504,304.1945,1434141.0
2021-05-02,303.8858,310.2764,301.8504,304.1945,1434141.0
2021-05-03,306.3842,307.5224,297.5772,300.2202,1412222.0
2021-05-04,295.0057,297.1913,288.828,297.0466,1592347.0
2021-05-05,302.0916,305.5353,295.5563,300.8858,1157328.0
2021-05-06,298.5611,305.0916,296.8055,304.7154,935229.0
2021-05-07,308.6703,311.5739,305.4581,308.3906,848306.0
2021-05-08,308.6703,311.5739,305.4581,308.3906,848306.0
2021-05-09,308.6703,311.5739,305.4581,308.3906,848306.0
2021-05-10,298.9855,302.7765,288.8666,289.291,1576939.0
2021-05-11,280.7155,290.8923,279.4712,289.6576,987731.0
2021-05-12,282.1914,285.2975,275.7766,276.5966,1400375.0
2021-05-13,284.1206,290.0338,283.3393,286.2621,1533683.0
2021-05-14,288.7972,299.063,286.417,295.8313,1508053.0
2021-05-15,288.7972,299.063,286.417,295.8313,1508053.0
2021-05-16,288.7972,299.063,286.417,295.8313,1508053.0
2021-05-17,288.7682,291.0903,282.6967,288.0618,1352800.0
2021-05-18,292.561,293.1609,283.9594,284.3851,1087664.0
2021-05-19,278.7055,294.3703,277.2832,294.0801,1300971.0
2021-05-20,295.5217,304.7813,295.5217,303.1945,1449887.0
2021-05-21,304.7522,304.7522,298.6953,300.0789,1049653.0
2021-05-22,304.7522,304.7522,298.6953,300.0789,1049653.0
2021-05-23,304.7522,304.7522,298.6953,300.0789,1049653.0
2021-05-24,304.1427,309.7352,303.6299,307.2485,1209209.0
2021-05-25,309.7448,313.4022,306.2713,307.6065,1258312.0
2021-05-26,308.845,311.5542,305.4682,307.0937,1078116.0
2021-05-27,306.5712,311.1478,305.6521,306.2713,1195136.0
2021-05-28,307.8678,309.919,306.1939,306.61,885477.0
2021-05-29,307.8678,309.919,306.1939,306.61,885477.0
2021-05-30,307.8678,309.919,306.1939,306.61,885477.0
2021-05-31,307.8678,309.919,306.1939,306.61,885477.0
2021-06-01,309.5126,314.215,304.1911,305.4876,1024747.0
2021-06-02,305.8456,308.1464,302.6526,305.3521,881726.0
2021-06-03,301.6657,302.3237,297.3601,298.763,1243019.0
2021-06-04,301.2787,307.7517,301.061,306.7067,898366.0
2021-06-05,301.2787,307.7517,301.061,306.7067,898366.0
2021-06-06,301.2787,307.7517,301.061,306.7067,898366.0
2021-06-07,305.1489,308.9708,302.4881,308.2161,1098487.0
2021-06-08,312.1347,313.1461,301.7335,303.6202,615034.0
2021-06-09,310.7124,312.3476,303.6782,303.9685,747975.0
2021-06-10,305.8649,310.1996,304.3265,308.9514,690882.0
2021-06-11,310.248,310.9252,307.1034,309.7255,770324.0
2021-06-12,310.248,310.9252,307.1034,309.7255,770324.0
2021-06-13,310.248,310.9252,307.1034,309.7255,770324.0
2021-06-14,310.5189,315.3373,308.5838,314.66,634349.0
2021-06-15,313.9247,315.9952,308.9293,310.1899,718447.0
2021-06-16,312.396,312.8023,303.0687,305.6521,856295.0
2021-06-17,304.849,310.9062,302.9816,308.0903,919826.0
2021-06-18,303.6976,304.5103,293.3254,294.6025,1925879.0
2021-06-19,303.6976,304.5103,293.3254,294.6025,1925879.0
2021-06-20,303.6976,304.5103,293.3254,294.6025,1925879.0
2021-06-21,296.0926,299.5661,292.6674,298.7921,882360.0
2021-06-22,297.66,299.5371,294.3413,298.6082,672251.0
2021-06-23,298.8404,302.7978,298.6082,300.7756,656663.0
2021-06-24,303.3202,305.894,302.1495,305.6424,730805.0
2021-06-25,305.3812,308.0032,303.775,306.0004,3921198.0
2021-06-26,305.3812,308.0032,303.775,306.0004,3921198.0
2021-06-27,305.3812,308.0032,303.775,306.0004,3921198.0
2021-06-28,308.8934,314.931,308.071,311.8057,861794.0
2021-06-29,311.5542,315.4534,311.1043,314.6504,544802.0
2021-06-30,314.4569,314.4665,310.4608,313.6925,697625.0
2021-07-01,313.6344,313.7796,301.4238,301.627,1417132.0
2021-07-02,303.5525,303.8137,298.018,301.7044,1053159.0
2021-07-03,303.5525,303.8137,298.018,301.7044,1053159.0
2021-07-04,303.5525,303.8137,298.018,301.7044,1053159.0
2021-07-05,303.5525,303.8137,298.018,301.7044,1053159.0
2021-07-06,302.5656,306.0229,295.3572,301.1529,1071379.0
2021-07-07,303.9298,304.7232,295.9571,297.0988,988925.0
2021-07-08,291.2645,295.2315,289.0391,293.2576,896055.0
2021-07-09,293.8575,299.5371,291.816,298.7437,726712.0
2021-07-10,293.8575,299.5371,291.816,298.7437,726712.0
2021-07-11,293.8575,299.5371,291.816,298.7437,726712.0
2021-07-12,299.9628,304.0943,298.8792,303.8331,883288.0
2021-07-13,301.9947,304.7813,299.9435,301.5012,568363.0
2021-07-14,303.5718,307.9742,298.4534,299.092,763067.0
2021-07-15,298.2115,299.9435,291.9321,293.8962,910334.0
2021-07-16,295.3766,297.8971,282.8177,283.7078,1794463.0
2021-07-17,295.3766,297.8971,282.8177,283.7078,1794463.0
2021-07-18,295.3766,297.8971,282.8177,283.7078,1794463.0
2021-07-19,280.5245,284.8108,278.1153,284.7818,1332234.0
2021-07-20,285.7203,294.9412,283.1853,292.948,1202664.0
2021-07-21,294.4671,307.9742,294.0027,306.6003,1607701.0
2021-07-22,304.7813,307.8194,301.8689,304.162,790177.0
2021-07-23,306.6487,311.5542,305.2167,310.3544,705156.0
2021-07-24,306.6487,311.5542,305.2167,310.3544,705156.0
2021-07-25,306.6487,311.5542,305.2167,310.3544,705156.0
2021-07-26,309.7835,311.8735,305.3715,308.2935,655103.0
2021-07-27,305.0715,305.0715,292.7158,298.9759,1081363.0
2021-07-28,300.911,306.6293,299.4307,305.3328,646809.0
2021-07-29,303.2815,309.7642,300.3015,309.0676,1119101.0
2021-07-30,328.4768,345.1382,324.6743,336.8655,2656975.0
2021-07-31,328.4768,345.1382,324.6743,336.8655,2656975.0
2021-08-01,328.4768,345.1382,324.6743,336.8655,2656975.0
2021-08-02,336.8655,345.1285,333.6049,334.6885,1128233.0
2021-08-03,335.9657,338.1814,331.8729,335.6367,925388.0
2021-08-04,335.6367,344.4512,335.6367,342.3226,1161855.0
2021-08-05,344.0061,345.0608,338.1669,342.2355,730384.0
2021-08-06,340.1359,343.2901,339.7489,341.8872,908367.0
2021-08-07,340.1359,343.2901,339.7489,341.8872,908367.0
2021-08-08,340.1359,343.2901,339.7489,341.8872,908367.0
2021-08-09,342.0517,344.5189,339.9037,340.1165,748685.0
2021-08-10,339.8456,340.6197,329.5508,330.9054,1476887.0
2021-08-11,332.6954,333.8371,325.3806,331.544,832303.0
2021-08-12,326.5514,328.8251,317.5337,317.853,1356735.0
2021-08-13,317.5423,319.4739,316.2416,318.2606,596484.0
2021-08-14,317.5423,319.4739,316.2416,318.2606,596484.0
2021-08-15,317.5423,319.4739,316.2416,318.2606,596484.0
2021-08-16,317.4355,321.8132,316.2708,319.5322,1073578.0
2021-08-17,316.2999,317.4258,307.5639,312.9899,1255600.0
2021-08-18,311.1117,316.9017,307.86,308.2337,1117992.0
2021-08-19,305.5546,314.1062,304.3025,312.8928,729934.0
2021-08-20,315.203,317.8335,306.205,310.5827,794282.0
2021-08-21,315.203,317.8335,306.205,310.5827,794282.0
2021-08-22,315.203,317.8335,306.205,310.5827,794282.0
2021-08-23,314.4556,319.9398,313.8926,318.9012,1274908.0
2021-08-24,320.0078,324.4922,316.7949,318.3771,621457.0
2021-08-25,316.1445,325.6959,316.1445,324.2205,839362.0
2021-08-26,324.7737,326.8509,322.3471,323.9584,495478.0
2021-08-27,325.7832,333.4514,325.0358,332.8691,692604.0
2021-08-28,325.7832,333.4514,325.0358,332.8691,692604.0
2021-08-29,325.7832,333.4514,325.0358,332.8691,692604.0
2021-08-30,335.2083,336.7226,328.887,332.0731,516073.0
2021-08-31,333.5873,333.5873,323.9341,329.9862,1003168.0
2021-09-01,330.9471,331.5685,325.3076,325.6085,668129.0
2021-09-02,327.9769,329.695,325.5211,327.8022,470595.0
2021-09-03,326.2491,332.4616,326.2491,331.7237,481880.0
2021-09-04,326.2491,332.4616,326.2491,331.7237,481880.0
2021-09-05,326.2491,332.4616,326.2491,331.7237,481880.0
2021-09-06,326.2491,332.4616,326.2491,331.7237,481880.0
2021-09-07,332.5779,333.0137,327.9963,331.7819,570254.0
2021-09-08,331.151,331.151,324.7446,326.8704,774816.0
2021-09-09,326.0647,338.6542,325.725,337.6253,1200102.0
2021-09-10,340.7023,348.5598,340.0325,340.2849,1241366.0
2021-09-11,340.7023,348.5598,340.0325,340.2849,1241366.0
2021-09-12,340.7023,348.5598,340.0325,340.2849,1241366.0
2021-09-13,344.2064,347.8075,339.0522,345.1673,974258.0
2021-09-14,349.943,354.0877,343.1387,345.9342,1349443.0
2021-09-15,346.866,356.757,343.6628,356.5629,1566262.0
2021-09-16,354.2916,362.7654,352.5444,361.1056,1970672.0
2021-09-17,363.4158,363.6099,355.8543,358.9604,2162812.0
2021-09-18,363.4158,363.6099,355.8543,358.9604,2162812.0
2021-09-19,363.4158,363.6099,355.8543,358.9604,2162812.0
2021-09-20,349.8265,350.9525,339.5084,344.7597,1312342.0
2021-09-21,348.4191,348.8947,339.3822,346.1186,1160397.0
2021-09-22,348.5938,355.5631,345.5556,354.7866,762376.0
2021-09-23,355.9029,361.4803,355.039,360.0961,948283.0
2021-09-24,356.8832,359.7758,356.029,358.6887,433879.0
2021-09-25,356.8832,359.7758,356.029,358.6887,433879.0
2021-09-26,356.8832,359.7758,356.029,358.6887,433879.0
2021-09-27,353.8159,358.5746,352.1561,355.0487,843971.0
2021-09-28,342.003,346.468,336.1693,336.8488,1620612.0
2021-09-29,338.4504,339.4793,324.9873,325.4629,1202286.0
2021-09-30,328.3555,332.1896,324.104,324.6961,963224.0
2021-10-01,326.8364,328.5205,319.1342,325.1911,904673.0
2021-10-02,326.8364,328.5205,319.1342,325.1911,904673.0
2021-10-03,326.8364,328.5205,319.1342,325.1911,904673.0
2021-10-04,322.3762,322.8615,316.0378,319.4157,1147634.0
2021-10-05,323.1916,324.6281,318.61,321.5123,774291.0
2021-10-06,317.2026,320.5319,314.8439,319.4448,821069.0
2021-10-07,323.706,326.3074,319.6583,320.4155,811890.0
2021-10-08,322.5412,322.6189,315.2904,316.4843,643140.0
2021-10-09,322.5412,322.6189,315.2904,316.4843,643140.0
2021-10-10,322.5412,322.6189,315.2904,316.4843,643140.0
2021-10-11,315.0477,321.4929,315.0137,315.6592,528777.0
2021-10-12,317.9014,318.6586,308.6607,310.175,855557.0
2021-10-13,314.3585,316.4357,309.7285,311.0097,690566.0
2021-10-14,321.59,321.59,317.0279,320.1048,959105.0
2021-10-15,320.4834,322.6383,318.2703,319.4448,772540.0
2021-10-16,320.4834,322.6383,318.2703,319.4448,772540.0
2021-10-17,320.4834,322.6383,318.2703,319.4448,772540.0
2021-10-18,317.0958,318.6003,312.8734,317.1832,1377830.0
2021-10-19,316.1445,322.9537,316.0087,322.3956,820594.0
2021-10-20,321.9782,324.1482,318.5906,321.3182,702020.0
2021-10-21,317.2899,326.2686,313.9023,325.6667,870642.0
2021-10-22,332.0828,347.4193,330.5443,332.9661,1856445.0
2021-10-23,332.0828,347.4193,330.5443,332.9661,1856445.0
2021-10-24,332.0828,347.4193,330.5443,332.9661,1856445.0
2021-10-25,337.5088,337.5088,331.6557,333.1603,1057465.0
2021-10-26,338.8774,338.8774,327.5789,331.9372,868038.0
2021-10-27,330.9568,335.2957,326.4142,330.5783,1196157.0
2021-10-28,355.6845,377.5777,342.1583,344.915,2350805.0
2021-10-29,341.8962,363.1343,341.6487,361.8239,1604216.0
2021-10-30,341.8962,363.1343,341.6487,361.8239,1604216.0
2021-10-31,341.8962,363.1343,341.6487,361.8239,1604216.0
2021-11-01,362.0569,369.3271,358.3295,369.1039,2049459.0
2021-11-02,369.861,377.4127,369.8319,377.3448,1186406.0
2021-11-03,378.5581,382.3146,371.8217,382.1204,1237327.0
2021-11-04,382.5184,397.6316,382.1204,397.0783,1703794.0
2021-11-05,398.282,406.1249,393.7295,404.5039,1655537.0
2021-11-06,398.282,406.1249,393.7295,404.5039,1655537.0
2021-11-07,398.282,406.1249,393.7295,404.5039,1655537.0
2021-11-08,404.5233,407.0276,398.544,400.728,1247784.0
2021-11-09,400.8154,405.3484,398.38,404.8727,837900.0
2021-11-10,398.0102,405.7366,391.5067,392.4871,1169784.0
2021-11-11,398.1752,402.0669,396.0306,400.6795,620204.0
2021-11-12,401.39,406.1292,398.7869,402.1783,627402.0
2021-11-13,401.39,406.1292,398.7869,402.1783,627402.0
2021-11-14,401.39,406.1292,398.7869,402.1783,627402.0
2021-11-15,406.7715,407.5986,399.5021,401.9642,654176.0
2021-11-16,401.9155,412.6297,400.1249,411.8318,1150998.0
2021-11-17,410.4402,412.6541,406.3725,408.562,1476601.0
2021-11-18,411.4717,413.4277,406.1487,411.8707,887720.0
2021-11-19,410.6932,415.374,409.5644,411.0338,746344.0
2021-11-20,410.6932,415.374,409.5644,411.0338,746344.0
2021-11-21,410.6932,415.374,409.5644,411.0338,746344.0
2021-11-22,412.5227,415.7584,396.4465,396.9428,1604742.0
2021-11-23,396.2032,401.283,390.0308,400.9132,1161599.0
2021-11-24,399.3659,402.2464,390.3449,402.1977,730530.0
2021-11-25,399.3659,402.2464,390.3449,402.1977,730530.0
2021-11-26,395.7847,399.0837,386.3745,388.2429,756305.0
2021-11-27,395.7847,399.0837,386.3745,388.2429,756305.0
2021-11-28,395.7847,399.0837,386.3745,388.2429,756305.0
2021-11-29,391.9895,403.4725,391.9895,402.7232,1084488.0
2021-11-30,401.5749,407.1899,394.9186,397.1666,1548653.0
2021-12-01,404.0953,416.7169,397.2153,401.1078,1637284.0
2021-12-02,397.7407,404.6987,390.4325,391.717,1610003.0
2021-12-03,396.6703,399.8719,384.0098,389.9167,1313073.0
2021-12-04,396.6703,399.8719,384.0098,389.9167,1313073.0
2021-12-05,396.6703,399.8719,384.0098,389.9167,1313073.0
2021-12-06,392.0965,392.5831,379.689,388.7976,1284391.0
2021-12-07,395.6388,409.1848,394.8651,407.8906,1348130.0
2021-12-08,407.331,410.9657,402.1928,409.9634,952206.0
2021-12-09,407.0147,408.8345,397.8381,398.3733,1091617.0
2021-12-10,404.0175,406.3335,393.2351,399.6578,833788.0
2021-12-11,404.0175,406.3335,393.2351,399.6578,833788.0
2021-12-12,404.0175,406.3335,393.2351,399.6578,833788.0
2021-12-13,399.6578,399.7357,386.1701,389.0117,1189395.0
2021-12-14,385.1581,391.4932,383.5913,388.7295,993385.0
2021-12-15,389.6832,400.485,382.2192,398.8988,2186854.0
2021-12-16,402.8789,403.8423,384.4769,386.6372,2306701.0
2021-12-17,385.6933,386.8027,376.6042,381.032,3229103.0
2021-12-18,385.6933,386.8027,376.6042,381.032,3229103.0
2021-12-19,385.6933,386.8027,376.6042,381.032,3229103.0
2021-12-20,375.5143,382.5695,371.3785,375.1445,1850203.0
2021-12-21,392.3204,401.1273,390.2865,398.4025,2267046.0
2021-12-22,395.3663,402.2756,392.7063,402.1101,719616.0
2021-12-23,404.0759,413.0871,403.8822,409.4573,877966.0
2021-12-24,404.0759,413.0871,403.8822,409.4573,877966.0
2021-12-25,404.0759,413.0871,403.8822,409.4573,877966.0
2021-12-26,404.0759,413.0871,403.8822,409.4573,877966.0
2021-12-27,410.8878,429.6888,410.6737,428.3459,1302969.0
2021-12-28,429.6791,430.5501,418.7605,420.5414,751943.0
2021-12-29,421.1544,427.1198,419.938,423.3926,613933.0
2021-12-30,423.7527,424.2879,414.8388,415.6075,614993.0
2021-12-31,416.4055,420.3273,415.7827,418.5562,525096.0
2022-01-01,416.4055,420.3273,415.7827,418.5562,525096.0
2022-01-02,416.4055,420.3273,415.7827,418.5562,525096.0
2022-01-03,419.5585,423.9376,414.177,423.4024,1044338.0
2022-01-04,422.7115,425.1054,406.3822,419.6558,964994.0
2022-01-05,420.5511,423.4024,408.4063,409.4379,1174041.0
2022-01-06,409.3308,423.3635,406.5476,420.6095,1268696.0
2022-01-07,418.2642,423.8306,405.0101,405.7107,1155021.0
2022-01-08,418.2642,423.8306,405.0101,405.7107,1155021.0
2022-01-09,418.2642,423.8306,405.0101,405.7107,1155021.0
2022-01-10,399.1907,408.2506,393.8287,407.4819,1341141.0
2022-01-11,403.7158,414.4301,399.4729,414.177,1018474.0
2022-01-12,418.0793,425.2513,418.0793,422.2054,1213062.0
2022-01-13,434.2626,444.8406,409.1167,410.158,2290414.0
2022-01-14,407.91,433.5522,407.5402,433.0462,1421994.0
2022-01-15,407.91,433.5522,407.5402,433.0462,1421994.0
2022-01-16,407.91,433.5522,407.5402,433.0462,1421994.0
2022-01-17,407.91,433.5522,407.5402,433.0462,1421994.0
2022-01-18,425.4061,426.497,400.9375,401.8863,1710315.0
2022-01-19,406.5476,410.5278,382.2873,382.6279,1511487.0
2022-01-20,389.255,396.6703,372.0499,372.9841,1578604.0
2022-01-21,368.8386,378.0639,360.6837,363.0095,1934860.0
2022-01-22,368.8386,378.0639,360.6837,363.0095,1934860.0
2022-01-23,368.8386,378.0639,360.6837,363.0095,1934860.0
2022-01-24,357.8129,382.9977,353.1516,380.5941,3310968.0
2022-01-25,367.8557,371.7385,359.7203,360.1679,1782846.0
2022-01-26,373.4707,387.3476,364.1286,370.3761,2381823.0
2022-01-27,365.7018,368.6634,349.3126,352.0811,3078105.0
2022-01-28,343.0796,357.0801,334.7885,356.8009,2111651.0
2022-01-29,343.0796,357.0801,334.7885,356.8009,2111651.0
2022-01-30,343.0796,357.0801,334.7885,356.8009,2111651.0
2022-01-31,356.4797,379.2609,356.3191,378.8132,2216504.0
2022-02-01,379.3484,380.9833,365.1796,377.6065,1357698.0
2022-02-02,380.7011,386.0923,374.9207,384.8369,1322253.0
2022-02-03,375.2223,378.7792,362.4548,363.642,1868420.0
2022-02-04,363.0679,370.3859,358.2216,367.2426,1129212.0
2022-02-05,363.0679,370.3859,358.2216,367.2426,1129212.0
2022-02-06,363.0679,370.3859,358.2216,367.2426,1129212.0
2022-02-07,368.3228,371.3152,364.0605,365.5104,1084108.0
2022-02-08,365.092,375.9619,362.9024,374.872,1975224.0
2022-02-09,382.9588,390.4422,379.5236,389.3815,1460882.0
2022-02-10,379.9615,394.8797,376.8961,379.2414,1326485.0
2022-02-11,381.6612,384.3543,356.2327,360.2821,1657808.0
2022-02-12,381.6612,384.3543,356.2327,360.2821,1657808.0
2022-02-13,381.6612,384.3543,356.2327,360.2821,1657808.0
2022-02-14,361.1994,368.7811,350.6123,356.3108,1264196.0
2022-02-15,364.4292,379.8755,363.5802,378.1094,1565262.0
2022-02-16,372.6939,378.1289,368.3517,376.3042,1600180.0
2022-02-17,370.0984,372.0889,356.2132,357.1792,1821818.0
2022-02-18,361.0335,361.0335,344.6894,349.617,1368928.0
2022-02-19,361.0335,361.0335,344.6894,349.617,1368928.0
2022-02-20,361.0335,361.0335,344.6894,349.617,1368928.0
2022-02-21,361.0335,361.0335,344.6894,349.617,1368928.0
2022-02-22,346.4555,356.4669,340.1667,347.1191,1667015.0
2022-02-23,350.6221,355.4033,333.9072,335.4489,1636805.0
2022-02-24,323.6616,349.5975,321.2808,349.217,1676361.0
2022-02-25,348.0558,351.149,342.3476,348.9828,1578349.0
2022-02-26,348.0558,351.149,342.3476,348.9828,1578349.0
2022-02-27,348.0558,351.149,342.3476,348.9828,1578349.0
2022-02-28,344.8553,347.8314,332.8631,340.0545,1883013.0
2022-03-01,338.181,340.8839,325.0765,328.6283,1427546.0
2022-03-02,334.0145,339.5666,329.0967,337.6834,1289520.0
2022-03-03,340.5717,341.1083,330.1212,334.2292,1028596.0
2022-03-04,330.531,332.7363,319.0268,324.0519,1566567.0
2022-03-05,330.531,332.7363,319.0268,324.0519,1566567.0
2022-03-06,330.531,332.7363,319.0268,324.0519,1566567.0
2022-03-07,326.4035,329.3113,306.293,306.5272,1641104.0
2022-03-08,308.5861,324.7935,303.0242,314.0211,1805182.0
2022-03-09,323.0859,333.7023,322.9493,331.3312,1521253.0
2022-03-10,322.7249,326.3157,314.909,320.8222,1555920.0
2022-03-11,327.955,329.8328,314.9578,315.4359,958881.0
2022-03-12,327.955,329.8328,314.9578,315.4359,958881.0
2022-03-13,327.955,329.8328,314.9578,315.4359,958881.0
2022-03-14,316.3727,323.1152,310.3034,312.2452,1558723.0
2022-03-15,315.836,326.0328,315.5434,325.1448,1333487.0
2022-03-16,328.843,342.7867,325.179,342.4159,1549505.0
2022-03-17,338.0347,345.8018,336.6588,344.0649,1014451.0
2022-03-18,342.0646,357.5402,338.4543,356.2034,2996354.0
2022-03-19,342.0646,357.5402,338.4543,356.2034,2996354.0
2022-03-20,342.0646,357.5402,338.4543,356.2034,2996354.0
2022-03-21,351.6173,355.2472,342.3085,347.646,1333298.0
2022-03-22,347.9485,355.8131,347.9485,352.2809,842459.0
2022-03-23,351.51,351.51,339.8301,340.2789,1163432.0
2022-03-24,345.4115,357.2378,341.6743,357.0231,1066890.0
2022-03-25,354.5934,359.9406,350.6611,357.5598,942253.0
2022-03-26,354.5934,359.9406,350.6611,357.5598,942253.0
2022-03-27,354.5934,359.9406,350.6611,357.5598,942253.0
2022-03-28,360.2334,366.5466,354.3007,366.2538,1088743.0
2022-03-29,371.8157,377.5532,368.3015,375.0162,1061982.0
2022-03-30,374.1088,374.1575,362.5654,364.7609,1122971.0
2022-03-31,365.766,369.7666,356.7401,357.189,1319885.0
2022-04-01,360.2529,361.0823,346.1872,351.5393,1183043.0
2022-04-02,360.2529,361.0823,346.1872,351.5393,1183043.0
2022-04-03,360.2529,361.0823,346.1872,351.5393,1183043.0
2022-04-04,352.9834,359.404,351.6661,358.155,904212.0
2022-04-05,355.3643,356.6181,334.8732,337.1467,1690028.0
2022-04-06,330.7164,340.9815,325.4034,335.9075,1780858.0
2022-04-07,335.0098,347.7484,334.639,344.5235,1315133.0
2022-04-08,341.0791,341.6938,332.424,332.9412,1550987.0
2022-04-09,341.0791,341.6938,332.424,332.9412,1550987.0
2022-04-10,341.0791,341.6938,332.424,332.9412,1550987.0
2022-04-11,328.7454,330.9506,323.164,323.4372,1484048.0
2022-04-12,331.7605,336.7711,320.2465,322.2468,1164345.0
2022-04-13,323.5641,331.4092,321.5686,328.3648,1137760.0
2022-04-14,327.8574,329.2137,313.1429,313.6893,1486326.0
2022-04-15,327.8574,329.2137,313.1429,313.6893,1486326.0
2022-04-16,327.8574,329.2137,313.1429,313.6893,1486326.0
2022-04-17,327.8574,329.2137,313.1429,313.6893,1486326.0
2022-04-18,312.2452,322.0126,311.6597,319.9245,984571.0
2022-04-19,321.4662,330.7359,316.6947,329.6333,1319700.0
2022-04-20,336.7272,343.3521,336.6393,337.215,1295184.0
2022-04-21,340.4448,346.3677,326.3352,327.8477,1340625.0
2022-04-22,326.5792,328.3551,315.714,316.4215,1420240.0
2022-04-23,326.5792,328.3551,315.714,316.4215,1420240.0
2022-04-24,326.5792,328.3551,315.714,316.4215,1420240.0
2022-04-25,314.4211,323.6421,311.6207,323.1835,1259930.0
2022-04-26,317.4558,318.4998,306.7809,307.1322,1281240.0
2022-04-27,305.1221,316.1482,304.4488,307.1517,1042577.0
2022-04-28,311.6207,328.9893,309.0739,324.696,1833534.0
2022-04-29,323.6909,333.9706,310.7035,311.5231,2425012.0
2022-04-30,323.6909,333.9706,310.7035,311.5231,2425012.0
2022-05-01,323.6909,333.9706,310.7035,311.5231,2425012.0
2022-05-02,313.8747,319.4951,304.6,318.7243,1564449.0
2022-05-03,318.4218,326.9207,315.6701,325.9059,1326107.0
2022-05-04,326.6377,341.9768,318.5195,340.9132,1459006.0
2022-05-05,334.5707,337.6151,321.3344,325.3204,1863124.0
2022-05-06,323.7592,330.0723,313.2209,323.3201,967785.0
2022-05-07,323.7592,330.0723,313.2209,323.3201,967785.0
2022-05-08,323.7592,330.0723,313.2209,323.3201,967785.0
2022-05-09,314.509,321.554,308.6641,311.1426,1822878.0
2022-05-10,320.3538,322.5688,308.5275,315.3871,1450936.0
2022-05-11,310.5669,318.8706,303.5413,304.078,1320047.0
