,KRNY US Equity,KRNY US Equity,KRNY US Equity,KRNY US Equity,KRNY US Equity
2022-05-27,11.2322,11.4057,11.2276,11.3235,259689.0
2022-05-28,11.2322,11.4057,11.2276,11.3235,259689.0
2022-05-29,11.2322,11.4057,11.2276,11.3235,259689.0
2022-05-30,11.2322,11.4057,11.2276,11.3235,259689.0
2022-05-31,11.223,11.3554,11.1134,11.3326,374193.0
2022-06-01,11.3052,11.3965,11.1317,11.2413,369060.0
2022-06-02,11.2139,11.3326,11.15,11.2961,360180.0
2022-06-03,11.3874,11.3874,11.0678,11.0678,302566.0
2022-06-04,11.3874,11.3874,11.0678,11.0678,302566.0
2022-06-05,11.3874,11.3874,11.0678,11.0678,302566.0
2022-06-06,11.1134,11.3417,11.0769,11.2778,347631.0
2022-06-07,11.1956,11.2413,11.1317,11.1408,280994.0
2022-06-08,11.1134,11.1317,10.908,10.9308,194514.0
2022-06-09,10.9034,10.981,10.7847,10.7938,234271.0
2022-06-10,10.6843,10.8212,10.5564,10.5838,283062.0
2022-06-11,10.6843,10.8212,10.5564,10.5838,283062.0
2022-06-12,10.6843,10.8212,10.5564,10.5838,283062.0
2022-06-13,10.2642,10.6021,10.1181,10.4103,314858.0
2022-06-14,10.4103,10.5381,10.3292,10.3829,307919.0
2022-06-15,10.4468,10.5381,10.2733,10.3555,395881.0
2022-06-16,10.2642,10.2916,10.0405,10.0815,359860.0
2022-06-17,10.0724,10.319,9.9583,10.0085,806651.0
2022-06-18,10.0724,10.319,9.9583,10.0085,806651.0
2022-06-19,10.0724,10.319,9.9583,10.0085,806651.0
2022-06-20,10.0724,10.319,9.9583,10.0085,806651.0
2022-06-21,10.1181,10.4925,10.0633,10.182,342924.0
2022-06-22,10.1272,10.2642,10.0724,10.2368,379920.0
2022-06-23,10.2551,10.2551,10.0039,10.0542,337150.0
2022-06-24,10.0907,10.3053,10.045,10.2642,978953.0
2022-06-25,10.0907,10.3053,10.045,10.2642,978953.0
2022-06-26,10.0907,10.3053,10.045,10.2642,978953.0
2022-06-27,10.3738,10.3738,10.2277,10.319,239818.0
2022-06-28,10.392,10.4651,10.2322,10.2459,163038.0
2022-06-29,10.3098,10.3098,10.1409,10.1729,151549.0
2022-06-30,10.0268,10.1911,9.9811,10.1455,165054.0
2022-07-01,10.1363,10.2779,10.0542,10.2642,344527.0
2022-07-02,10.1363,10.2779,10.0542,10.2642,344527.0
2022-07-03,10.1363,10.2779,10.0542,10.2642,344527.0
2022-07-04,10.1363,10.2779,10.0542,10.2642,344527.0
2022-07-05,10.1911,10.2505,10.0268,10.2277,200480.0
2022-07-06,10.0724,10.2642,10.045,10.1363,213154.0
2022-07-07,10.0542,10.2916,10.0542,10.1546,198395.0
2022-07-08,10.2459,10.2459,10.0359,10.0633,349055.0
2022-07-09,10.2459,10.2459,10.0359,10.0633,349055.0
2022-07-10,10.2459,10.2459,10.0359,10.0633,349055.0
2022-07-11,9.9994,10.1181,9.9446,10.0998,652697.0
2022-07-12,10.0907,10.2094,9.9354,9.9537,495470.0
2022-07-13,10.0815,10.0815,9.8076,9.8715,409786.0
2022-07-14,9.7345,9.7802,9.6661,9.7528,223007.0
2022-07-15,9.8898,10.0268,9.8122,9.9446,330604.0
2022-07-16,9.8898,10.0268,9.8122,9.9446,330604.0
2022-07-17,9.8898,10.0268,9.8122,9.9446,330604.0
2022-07-18,10.0359,10.2003,9.9994,10.0268,261441.0
2022-07-19,10.1089,10.3235,10.1089,10.2824,231258.0
2022-07-20,10.2368,10.4331,10.1911,10.4012,274710.0
2022-07-21,10.3829,10.4103,10.3007,10.4012,222020.0
2022-07-22,10.4194,10.4377,10.2824,10.3829,193707.0
2022-07-23,10.4194,10.4377,10.2824,10.3829,193707.0
2022-07-24,10.4194,10.4377,10.2824,10.3829,193707.0
2022-07-25,10.4286,10.6002,10.4286,10.529,190251.0
2022-07-26,10.456,10.6386,10.456,10.6203,164782.0
2022-07-27,10.6112,10.7893,10.6112,10.7847,207295.0
2022-07-28,10.7664,10.8029,10.4286,10.5381,196899.0
2022-07-29,10.5199,10.7208,10.5199,10.6934,259911.0
2022-07-30,10.5199,10.7208,10.5199,10.6934,259911.0
2022-07-31,10.5199,10.7208,10.5199,10.6934,259911.0
2022-08-01,10.8212,11.1317,10.7025,11.0769,420830.0
2022-08-02,11.0404,11.0769,10.9034,10.9308,315042.0
2022-08-03,10.739,10.8715,10.6843,10.8121,257603.0
2022-08-04,10.8304,10.8806,10.739,10.8121,190902.0
2022-08-05,10.8486,10.8669,10.7573,10.8212,164049.0
2022-08-06,10.8486,10.8669,10.7573,10.8212,164049.0
2022-08-07,10.8486,10.8669,10.7573,10.8212,164049.0
2022-08-08,10.8943,10.8943,10.7756,10.8304,173599.0
2022-08-09,10.7935,11.0147,10.7935,11.0055,235404.0
2022-08-10,11.07,11.1253,11.0331,11.0608,188785.0
2022-08-11,11.1069,11.2258,11.07,11.1991,204757.0
2022-08-12,11.2912,11.4295,11.2267,11.4295,207927.0
2022-08-13,11.2912,11.4295,11.2267,11.4295,207927.0
2022-08-14,11.2912,11.4295,11.2267,11.4295,207927.0
2022-08-15,11.3557,11.4479,11.2728,11.4203,169096.0
2022-08-16,11.4295,11.5309,11.1397,11.5124,193129.0
2022-08-17,11.4387,11.4848,11.365,11.4848,129130.0
2022-08-18,11.4756,11.4756,11.0792,11.4295,132856.0
2022-08-19,11.4203,11.4387,11.2175,11.3373,313885.0
2022-08-20,11.4203,11.4387,11.2175,11.3373,313885.0
2022-08-21,11.4203,11.4387,11.2175,11.3373,313885.0
2022-08-22,11.2636,11.2636,11.07,11.1161,156103.0
2022-08-23,11.0884,11.1806,11.0792,11.0884,206943.0
2022-08-24,11.1438,11.1438,10.9778,10.9778,284356.0
2022-08-25,10.9778,11.0239,10.9087,11.0239,213673.0
2022-08-26,11.0977,11.0977,10.8119,10.8396,148267.0
2022-08-27,11.0977,11.0977,10.8119,10.8396,148267.0
2022-08-28,11.0977,11.0977,10.8119,10.8396,148267.0
2022-08-29,10.7935,10.8672,10.5999,10.5999,186271.0
2022-08-30,10.7474,10.7474,10.5354,10.5723,148703.0
2022-08-31,10.5538,10.5815,10.434,10.4709,158768.0
2022-09-01,10.5538,10.8211,10.3511,10.4432,217150.0
2022-09-02,10.5446,10.8396,10.3787,10.4248,217501.0
2022-09-03,10.5446,10.8396,10.3787,10.4248,217501.0
2022-09-04,10.5446,10.8396,10.3787,10.4248,217501.0
2022-09-05,10.5446,10.8396,10.3787,10.4248,217501.0
2022-09-06,10.5078,10.5538,10.222,10.2773,216692.0
2022-09-07,10.2128,10.3695,10.1575,10.3511,161890.0
2022-09-08,10.2773,10.4156,10.1759,10.3511,201538.0
2022-09-09,10.4064,10.4801,10.3787,10.4248,161751.0
2022-09-10,10.4064,10.4801,10.3787,10.4248,161751.0
2022-09-11,10.4064,10.4801,10.3787,10.4248,161751.0
2022-09-12,10.4248,10.4893,10.3787,10.4432,205229.0
2022-09-13,10.3787,10.3971,10.0653,10.1483,324583.0
2022-09-14,10.1298,10.1851,10.0584,10.1759,281602.0
2022-09-15,10.1575,10.3004,10.1114,10.2589,257773.0
2022-09-16,10.2589,10.3511,10.1022,10.3142,980458.0
2022-09-17,10.2589,10.3511,10.1022,10.3142,980458.0
2022-09-18,10.2589,10.3511,10.1022,10.3142,980458.0
2022-09-19,10.305,10.646,10.2773,10.5723,241512.0
2022-09-20,10.5723,10.6091,10.5078,10.5907,239563.0
2022-09-21,10.5999,10.6737,10.5538,10.5723,454819.0
2022-09-22,10.5262,10.6368,10.4525,10.4801,250902.0
2022-09-23,10.3511,10.3971,10.2681,10.3418,158395.0
2022-09-24,10.3511,10.3971,10.2681,10.3418,158395.0
2022-09-25,10.3511,10.3971,10.2681,10.3418,158395.0
2022-09-26,10.3234,10.4156,10.222,10.3142,208943.0
2022-09-27,10.3418,10.3787,10.1114,10.1575,371931.0
2022-09-28,10.1667,10.2451,10.1206,10.1759,199519.0
2022-09-29,10.0469,10.0653,9.9455,10.01,397181.0
2022-09-30,10.0192,10.093,9.7704,9.7888,285270.0
2022-10-01,10.0192,10.093,9.7704,9.7888,285270.0
2022-10-02,10.0192,10.093,9.7704,9.7888,285270.0
2022-10-03,9.8165,10.0054,9.7704,9.9824,278832.0
2022-10-04,10.0285,10.2497,10.0285,10.222,255593.0
2022-10-05,10.1759,10.1851,9.9455,9.9824,332468.0
2022-10-06,9.9178,9.9639,9.6966,9.7243,342805.0
2022-10-07,9.7335,9.9367,9.4524,9.5215,393309.0
2022-10-08,9.7335,9.9367,9.4524,9.5215,393309.0
2022-10-09,9.7335,9.9367,9.4524,9.5215,393309.0
2022-10-10,9.5584,9.6413,9.3832,9.3925,222285.0
2022-10-11,9.2819,9.5584,9.2819,9.4478,728229.0
2022-10-12,9.457,9.6229,9.374,9.457,561735.0
2022-10-13,9.3095,9.9593,9.2634,9.9271,633470.0
2022-10-14,10.1022,10.1022,9.798,9.8349,337841.0
2022-10-15,10.1022,10.1022,9.798,9.8349,337841.0
2022-10-16,10.1022,10.1022,9.798,9.8349,337841.0
2022-10-17,9.881,10.1022,9.881,10.0561,328772.0
2022-10-18,10.1667,10.3418,9.9639,10.0469,257240.0
2022-10-19,9.881,10.0561,9.8395,9.9639,329883.0
2022-10-20,10.0469,10.0469,9.7658,9.8257,264602.0
2022-10-21,9.9178,10.3879,9.8533,10.0285,242266.0
2022-10-22,9.9178,10.3879,9.8533,10.0285,242266.0
2022-10-23,9.9178,10.3879,9.8533,10.0285,242266.0
2022-10-24,10.0561,10.2405,10.0469,10.2128,153074.0
2022-10-25,10.1298,10.3557,10.1298,10.3142,262160.0
2022-10-26,10.4248,10.434,10.2405,10.2865,226772.0
2022-10-27,10.3695,10.434,10.1483,10.2036,321645.0
2022-10-28,9.4017,9.8902,9.4017,9.8441,520139.0
2022-10-29,9.4017,9.8902,9.4017,9.8441,520139.0
2022-10-30,9.4017,9.8902,9.4017,9.8441,520139.0
2022-10-31,9.8165,9.8533,9.3279,9.3464,476147.0
2022-11-01,9.3648,9.3648,9.1205,9.1436,453731.0
2022-11-02,9.0699,9.0805,8.7749,8.9132,736426.0
2022-11-03,8.8486,8.8625,8.4615,8.4707,513015.0
2022-11-04,8.5445,8.6366,8.4062,8.5076,340926.0
2022-11-05,8.5445,8.6366,8.4062,8.5076,340926.0
2022-11-06,8.5445,8.6366,8.4062,8.5076,340926.0
2022-11-07,8.5813,8.6735,8.4108,8.4984,272230.0
2022-11-08,8.5823,8.6663,8.4821,8.517,174841.0
2022-11-09,8.4797,8.5683,8.4144,8.4611,182957.0
2022-11-10,8.657,9.0581,8.6383,8.9741,294647.0
2022-11-11,8.9835,9.0674,8.7782,8.8062,212607.0
2022-11-12,8.9835,9.0674,8.7782,8.8062,212607.0
2022-11-13,8.9835,9.0674,8.7782,8.8062,212607.0
2022-11-14,8.6943,8.8809,8.685,8.7782,209241.0
2022-11-15,8.8715,9.0021,8.8249,8.8715,187453.0
2022-11-16,8.8715,8.8715,8.6943,8.7316,151613.0
2022-11-17,8.8156,8.8435,8.671,8.7969,236313.0
2022-11-18,8.9741,8.9741,8.7969,8.8249,172896.0
2022-11-19,8.9741,8.9741,8.7969,8.8249,172896.0
2022-11-20,8.9741,8.9741,8.7969,8.8249,172896.0
2022-11-21,8.7876,8.8995,8.7596,8.8435,161191.0
2022-11-22,8.8902,8.9462,8.7036,8.8249,198223.0
2022-11-23,8.8342,8.9088,8.7363,8.8995,174785.0
2022-11-24,8.8342,8.9088,8.7363,8.8995,174785.0
2022-11-25,8.9368,8.9462,8.8156,8.9182,98996.0
2022-11-26,8.9368,8.9462,8.8156,8.9182,98996.0
2022-11-27,8.9368,8.9462,8.8156,8.9182,98996.0
2022-11-28,8.8435,8.8902,8.6989,8.7129,228069.0
2022-11-29,8.7316,8.8622,8.6383,8.7876,175028.0
2022-11-30,8.7689,9.0208,8.6383,9.0208,394183.0
2022-12-01,8.9741,8.9741,8.7596,8.9182,218665.0
2022-12-02,8.8622,8.9275,8.8249,8.8902,164776.0
2022-12-03,8.8622,8.9275,8.8249,8.8902,164776.0
2022-12-04,8.8622,8.9275,8.8249,8.8902,164776.0
2022-12-05,8.7969,8.8062,8.6197,8.6756,186054.0
2022-12-06,8.6103,8.7223,8.4937,8.5917,215059.0
2022-12-07,8.5637,8.657,8.4797,8.4984,149784.0
2022-12-08,8.8435,9.4499,8.692,9.4126,410642.0
2022-12-09,9.3753,9.3753,8.8902,9.1327,398567.0
2022-12-10,9.3753,9.3753,8.8902,9.1327,398567.0
2022-12-11,9.3753,9.3753,8.8902,9.1327,398567.0
2022-12-12,9.1327,9.2307,8.8809,9.17,308686.0
2022-12-13,9.2633,9.5059,9.2633,9.5059,412151.0
2022-12-14,9.4779,9.5618,9.1421,9.4219,383720.0
2022-12-15,9.3473,9.3753,9.0115,9.1887,559105.0
2022-12-16,9.1421,9.4033,9.1421,9.3659,665793.0
2022-12-17,9.1421,9.4033,9.1421,9.3659,665793.0
2022-12-18,9.1421,9.4033,9.1421,9.3659,665793.0
2022-12-19,9.338,9.3846,9.2633,9.3286,295459.0
2022-12-20,9.3193,9.4592,9.2633,9.4312,239089.0
2022-12-21,9.4499,9.5898,9.4499,9.5805,316110.0
2022-12-22,9.5152,9.6645,9.4592,9.5245,303948.0
2022-12-23,9.5059,9.6271,9.5012,9.6085,178752.0
2022-12-24,9.5059,9.6271,9.5012,9.6085,178752.0
2022-12-25,9.5059,9.6271,9.5012,9.6085,178752.0
2022-12-26,9.5059,9.6271,9.5012,9.6085,178752.0
2022-12-27,9.6178,9.7577,9.4965,9.7298,206389.0
2022-12-28,9.7204,9.865,9.4965,9.5059,197300.0
2022-12-29,9.5152,9.6738,9.4406,9.5432,187933.0
2022-12-30,9.5059,9.5758,9.4312,9.4686,139951.0
2022-12-31,9.5059,9.5758,9.4312,9.4686,139951.0
2023-01-01,9.5059,9.5758,9.4312,9.4686,139951.0
2023-01-02,9.5059,9.5758,9.4312,9.4686,139951.0
2023-01-03,9.5152,9.5712,9.3659,9.4686,239805.0
2023-01-04,9.5525,9.6365,9.3482,9.4033,130783.0
2023-01-05,9.3939,9.3939,9.1887,9.3286,140788.0
2023-01-06,9.4126,9.5062,9.3286,9.4872,136210.0
2023-01-07,9.4126,9.5062,9.3286,9.4872,136210.0
2023-01-08,9.4126,9.5062,9.3286,9.4872,136210.0
2023-01-09,9.5245,9.5898,9.4406,9.4779,130842.0
2023-01-10,9.5059,9.6365,9.4639,9.5618,106876.0
2023-01-11,9.5618,9.5898,9.4499,9.4965,277709.0
2023-01-12,9.5618,9.7577,9.5339,9.6645,193463.0
2023-01-13,9.6085,9.6924,9.5152,9.6458,149456.0
2023-01-14,9.6085,9.6924,9.5152,9.6458,149456.0
2023-01-15,9.6085,9.6924,9.5152,9.6458,149456.0
2023-01-16,9.6085,9.6924,9.5152,9.6458,149456.0
2023-01-17,9.6551,9.6551,9.5618,9.6085,138958.0
2023-01-18,9.6085,9.6085,9.3846,9.4592,125295.0
2023-01-19,9.4686,9.4965,9.3846,9.4872,142466.0
2023-01-20,9.5712,9.7298,9.4219,9.7204,273233.0
2023-01-21,9.5712,9.7298,9.4219,9.7204,273233.0
2023-01-22,9.5712,9.7298,9.4219,9.7204,273233.0
2023-01-23,9.7391,9.8044,9.6645,9.7857,183535.0
2023-01-24,9.7857,9.7857,9.5805,9.6551,119437.0
2023-01-25,9.6271,9.6831,9.4965,9.6365,118847.0
2023-01-26,9.6831,9.6831,8.3958,8.517,572525.0
2023-01-27,8.4424,8.8342,8.3958,8.8249,356438.0
2023-01-28,8.4424,8.8342,8.3958,8.8249,356438.0
2023-01-29,8.4424,8.8342,8.3958,8.8249,356438.0
2023-01-30,8.8249,8.8249,8.601,8.6756,397324.0
2023-01-31,8.6756,8.7596,8.545,8.7503,327647.0
2023-02-01,8.7596,9.0021,8.685,8.8715,222595.0
2023-02-02,8.9088,9.4312,8.8806,9.4126,608661.0
2023-02-03,9.4033,9.6318,9.0861,9.5898,354692.0
2023-02-04,9.4033,9.6318,9.0861,9.5898,354692.0
2023-02-05,9.4033,9.6318,9.0861,9.5898,354692.0
2023-02-06,9.5059,9.5805,9.3753,9.5245,270384.0
2023-02-07,9.4962,9.6848,9.4585,9.5717,227286.0
2023-02-08,9.4774,9.5434,9.3256,9.3925,186744.0
2023-02-09,9.4585,9.4962,9.2133,9.2699,204827.0
2023-02-10,9.2888,9.3925,9.1647,9.2322,159010.0
2023-02-11,9.2888,9.3925,9.1647,9.2322,159010.0
2023-02-12,9.2888,9.3925,9.1647,9.2322,159010.0
2023-02-13,9.2322,9.3265,9.0907,9.3076,155740.0
2023-02-14,9.2699,9.2699,9.119,9.2416,162926.0
2023-02-15,9.2228,9.3454,9.1096,9.3265,130327.0
2023-02-16,9.2511,9.2793,9.1285,9.2039,154799.0
2023-02-17,9.2699,9.4868,9.1662,9.4585,215166.0
2023-02-18,9.2699,9.4868,9.1662,9.4585,215166.0
2023-02-19,9.2699,9.4868,9.1662,9.4585,215166.0
2023-02-20,9.2699,9.4868,9.1662,9.4585,215166.0
2023-02-21,9.4585,9.468,9.2793,9.3454,189242.0
2023-02-22,9.3736,9.4397,9.277,9.3359,199657.0
2023-02-23,9.4019,9.4868,9.3736,9.468,140815.0
2023-02-24,9.3736,9.4019,9.218,9.3925,171396.0
2023-02-25,9.3736,9.4019,9.218,9.3925,171396.0
2023-02-26,9.3736,9.4019,9.218,9.3925,171396.0
2023-02-27,9.4302,9.5057,9.3925,9.4397,133956.0
2023-02-28,9.4208,9.5528,9.3736,9.468,249565.0
2023-03-01,9.4208,9.4208,9.2746,9.2888,230724.0
2023-03-02,9.2511,9.4114,9.1945,9.3831,179793.0
2023-03-03,9.4114,9.5434,9.3736,9.4962,166990.0
2023-03-04,9.4114,9.5434,9.3736,9.4962,166990.0
2023-03-05,9.4114,9.5434,9.3736,9.4962,166990.0
2023-03-06,9.534,9.5717,9.2133,9.3831,207396.0
2023-03-07,9.3548,9.3548,8.9681,9.2133,273031.0
2023-03-08,9.2322,9.2322,8.9116,8.9681,205766.0
2023-03-09,8.9021,8.9021,8.6239,8.6475,261111.0
2023-03-10,8.4778,8.5721,8.2326,8.3835,330755.0
2023-03-11,8.4778,8.5721,8.2326,8.3835,330755.0
2023-03-12,8.4778,8.5721,8.2326,8.3835,330755.0
2023-03-13,8.1289,8.2139,7.2801,8.0251,603148.0
2023-03-14,8.4872,8.6475,8.0911,8.1949,561904.0
2023-03-15,7.9968,8.4495,7.846,8.3269,383122.0
2023-03-16,8.1854,8.723,8.1383,8.4306,393816.0
2023-03-17,8.4023,8.4023,8.11,8.2609,1172412.0
2023-03-18,8.4023,8.4023,8.11,8.2609,1172412.0
2023-03-19,8.4023,8.4023,8.11,8.2609,1172412.0
2023-03-20,8.3269,8.7513,8.077,8.11,409350.0
2023-03-21,8.3646,8.6098,8.3646,8.5626,271232.0
2023-03-22,8.5815,8.7182,7.978,7.9874,283604.0
2023-03-23,8.0346,8.0534,7.7045,7.7328,294468.0
2023-03-24,7.6856,8.0251,7.6102,8.0063,355797.0
2023-03-25,7.6856,8.0251,7.6102,8.0063,355797.0
2023-03-26,7.6856,8.0251,7.6102,8.0063,355797.0
2023-03-27,8.0534,8.1619,7.912,7.9403,249194.0
2023-03-28,7.9308,7.9591,7.7705,7.846,251304.0
2023-03-29,7.8931,7.9591,7.7045,7.8082,249305.0
2023-03-30,7.8837,7.8884,7.5395,7.6008,196588.0
2023-03-31,7.6573,7.6762,7.5348,7.6573,507454.0
2023-04-01,7.6573,7.6762,7.5348,7.6573,507454.0
2023-04-02,7.6573,7.6762,7.5348,7.6573,507454.0
2023-04-03,7.6573,7.8648,7.5253,7.6196,338616.0
2023-04-04,7.6385,7.7375,7.4499,7.5536,256399.0
2023-04-05,7.4876,7.5772,7.4074,7.5159,364093.0
2023-04-06,7.5159,7.6856,7.5065,7.6291,244598.0
2023-04-07,7.5159,7.6856,7.5065,7.6291,244598.0
2023-04-08,7.5159,7.6856,7.5065,7.6291,244598.0
2023-04-09,7.5159,7.6856,7.5065,7.6291,244598.0
2023-04-10,7.6102,7.7705,7.5536,7.6762,388948.0
2023-04-11,7.7139,7.7328,7.6479,7.6668,156763.0
2023-04-12,7.6951,7.7139,7.5442,7.5536,162105.0
2023-04-13,7.6008,7.6998,7.5065,7.6291,215565.0
2023-04-14,7.7045,7.7799,7.4216,7.4499,242408.0
2023-04-15,7.7045,7.7799,7.4216,7.4499,242408.0
2023-04-16,7.7045,7.7799,7.4216,7.4499,242408.0
2023-04-17,7.431,7.6291,7.3684,7.5819,236059.0
2023-04-18,7.5913,7.5913,7.2566,7.3084,250118.0
2023-04-19,7.3556,7.4782,7.2707,7.4027,403453.0
2023-04-20,7.299,7.3933,7.2896,7.3273,237217.0
2023-04-21,7.299,7.3792,7.2613,7.3273,230520.0
2023-04-22,7.299,7.3792,7.2613,7.3273,230520.0
2023-04-23,7.299,7.3792,7.2613,7.3273,230520.0
2023-04-24,7.2801,7.4499,7.2047,7.2424,159514.0
2023-04-25,7.1858,7.2707,7.035,7.035,353519.0
2023-04-26,7.0161,7.1387,6.9972,7.0821,249818.0
2023-04-27,7.0727,7.3839,7.0727,7.2518,222308.0
2023-04-28,7.2141,7.4687,7.2141,7.3461,233802.0
2023-04-29,7.2141,7.4687,7.2141,7.3461,233802.0
2023-04-30,7.2141,7.4687,7.2141,7.3461,233802.0
2023-05-01,7.3461,7.4027,7.233,7.3084,393710.0
2023-05-02,7.2613,7.299,6.8204,6.9878,411179.0
2023-05-03,7.0067,7.233,6.9406,6.9784,382130.0
2023-05-04,6.8086,6.9124,6.422,6.752,322828.0
2023-05-05,6.9218,7.0067,6.7992,6.8841,350029.0
2023-05-06,6.9218,7.0067,6.7992,6.8841,350029.0
2023-05-07,6.9218,7.0067,6.7992,6.8841,350029.0
2023-05-08,6.9784,7.0915,6.6955,6.7615,451889.0
2023-05-09,6.7423,6.7806,6.6274,6.7136,313958.0
2023-05-10,6.7806,6.7806,6.5125,6.5412,268957.0
2023-05-11,6.4646,6.5843,6.3688,6.3975,220483.0
2023-05-12,6.4263,6.4359,6.3018,6.4263,189654.0
2023-05-13,6.4263,6.4359,6.3018,6.4263,189654.0
2023-05-14,6.4263,6.4359,6.3018,6.4263,189654.0
2023-05-15,6.4359,6.6178,6.3592,6.5316,266673.0
2023-05-16,6.5412,6.5699,6.4023,6.4071,146693.0
2023-05-17,6.4933,6.9339,6.4933,6.9051,310813.0
2023-05-18,6.9051,6.9913,6.8381,6.953,198014.0
2023-05-19,7.0584,7.0584,6.6561,6.6753,169995.0
2023-05-20,7.0584,7.0584,6.6561,6.6753,169995.0
2023-05-21,7.0584,7.0584,6.6561,6.6753,169995.0
2023-05-22,6.6753,6.8477,6.6466,6.7806,317522.0
2023-05-23,6.7806,7.0296,6.7615,6.953,250124.0
2023-05-24,6.9434,6.9913,6.8094,6.8477,205101.0
2023-05-25,6.7998,6.8764,6.6561,6.7902,196231.0
2023-05-26,6.7902,6.8381,6.6657,6.8381,138227.0
2023-05-27,6.7902,6.8381,6.6657,6.8381,138227.0
2023-05-28,6.7902,6.8381,6.6657,6.8381,138227.0
2023-05-29,6.7902,6.8381,6.6657,6.8381,138227.0
2023-05-30,6.8477,6.8668,6.6561,6.7615,133809.0
2023-05-31,6.7136,6.7711,6.4742,6.5412,482619.0
2023-06-01,6.5987,6.7136,6.4837,6.5604,193730.0
2023-06-02,6.6466,6.9626,6.6466,6.9434,289849.0
2023-06-03,6.6466,6.9626,6.6466,6.9434,289849.0
2023-06-04,6.6466,6.9626,6.6466,6.9434,289849.0
2023-06-05,6.8668,6.886,6.7902,6.8285,237413.0
2023-06-06,6.8094,7.2882,6.8094,7.1637,326860.0
2023-06-07,7.2499,7.5181,7.202,7.451,272450.0
2023-06-08,7.4127,7.4127,7.1541,7.3553,220154.0
2023-06-09,7.3265,7.3265,7.1455,7.1924,123376.0
2023-06-10,7.3265,7.3265,7.1455,7.1924,123376.0
2023-06-11,7.3265,7.3265,7.1455,7.1924,123376.0
2023-06-12,7.2212,7.3648,7.1254,7.1637,178360.0
2023-06-13,7.2403,7.4271,7.2403,7.3553,177262.0
2023-06-14,7.4127,7.4702,7.1924,7.2116,202903.0
2023-06-15,7.1733,7.3265,7.1733,7.3074,188637.0
2023-06-16,7.3744,7.3744,7.1446,7.2116,339603.0
2023-06-17,7.3744,7.3744,7.1446,7.2116,339603.0
2023-06-18,7.3744,7.3744,7.1446,7.2116,339603.0
2023-06-19,7.3744,7.3744,7.1446,7.2116,339603.0
2023-06-20,7.2116,7.2116,7.0392,7.0679,240545.0
2023-06-21,7.0679,7.1063,6.9434,6.9434,216465.0
2023-06-22,6.9339,6.9339,6.7997,6.8381,206946.0
2023-06-23,6.7615,6.9626,6.7327,6.886,731641.0
2023-06-24,6.7615,6.9626,6.7327,6.886,731641.0
2023-06-25,6.7615,6.9626,6.7327,6.886,731641.0
2023-06-26,6.8668,6.9339,6.7711,6.7806,166718.0
2023-06-27,6.7902,6.9147,6.7423,6.8285,156269.0
2023-06-28,6.8285,6.8285,6.7232,6.7902,122233.0
2023-06-29,6.8572,6.9339,6.8285,6.8668,147782.0
2023-06-30,6.9243,6.9434,6.7471,6.7519,133132.0
2023-07-01,6.9243,6.9434,6.7471,6.7519,133132.0
2023-07-02,6.9243,6.9434,6.7471,6.7519,133132.0
2023-07-03,6.7711,6.8956,6.7711,6.8956,105005.0
2023-07-04,6.7711,6.8956,6.7711,6.8956,105005.0
2023-07-05,6.8764,7.0105,6.795,6.9243,268525.0
2023-07-06,6.7902,6.7902,6.5795,6.6178,411891.0
2023-07-07,6.6274,6.795,6.6178,6.7423,435186.0
2023-07-08,6.6274,6.795,6.6178,6.7423,435186.0
2023-07-09,6.6274,6.795,6.6178,6.7423,435186.0
2023-07-10,6.7232,6.8668,6.7136,6.7519,206225.0
2023-07-11,6.7902,6.9003,6.7327,6.886,173412.0
2023-07-12,7.0009,7.0871,6.9722,7.0296,200813.0
2023-07-13,7.0296,7.1685,7.0296,7.135,177251.0
2023-07-14,7.1924,7.1924,6.9961,7.0488,162173.0
2023-07-15,7.1924,7.1924,6.9961,7.0488,162173.0
2023-07-16,7.1924,7.1924,6.9961,7.0488,162173.0
2023-07-17,7.0201,7.2308,6.9722,7.0871,217388.0
2023-07-18,7.0871,7.3553,7.0871,7.3265,198039.0
2023-07-19,7.3457,7.5899,7.2978,7.4989,347388.0
2023-07-20,7.4989,7.5468,7.2978,7.3744,484450.0
2023-07-21,7.4319,7.4702,7.226,7.2595,292371.0
2023-07-22,7.4319,7.4702,7.226,7.2595,292371.0
2023-07-23,7.4319,7.4702,7.226,7.2595,292371.0
2023-07-24,7.2308,7.5468,7.2308,7.5181,175286.0
2023-07-25,7.4989,7.5516,7.4223,7.5085,209842.0
2023-07-26,7.5851,7.8868,7.3696,7.8629,287233.0
2023-07-27,8.131,8.2747,7.9012,8.2076,315226.0
2023-07-28,8.2938,8.4471,8.1981,8.3992,308913.0
2023-07-29,8.2938,8.4471,8.1981,8.3992,308913.0
2023-07-30,8.2938,8.4471,8.1981,8.3992,308913.0
2023-07-31,8.3609,8.4471,8.1023,8.2268,427978.0
2023-08-01,8.2172,8.2172,8.0161,8.0927,219350.0
2023-08-02,7.9586,8.0688,7.8533,7.9203,227389.0
2023-08-03,7.9012,8.1837,7.8341,8.064,316446.0
2023-08-04,8.0927,8.1741,8.064,8.1597,192349.0
2023-08-05,8.0927,8.1741,8.064,8.1597,192349.0
2023-08-06,8.0927,8.1741,8.064,8.1597,192349.0
2023-08-07,8.1502,8.3034,8.131,8.2268,226906.0
2023-08-08,8.0716,8.187,7.8387,8.1589,158880.0
