,PEG US Equity,PEG US Equity,PEG US Equity,PEG US Equity,PEG US Equity
2021-02-28,49.9464,50.3514,48.0268,48.0625,4100881.0
2021-03-01,48.4554,49.75,48.4554,49.1875,1938661.0
2021-03-02,49.2143,49.3415,48.317,48.7589,1895674.0
2021-03-03,48.5625,48.8125,48.0089,48.4375,2379659.0
2021-03-04,48.4732,49.6116,48.2143,48.8036,1832127.0
2021-03-05,49.1607,50.5625,49.0447,50.2322,2302709.0
2021-03-06,49.1607,50.5625,49.0447,50.2322,2302709.0
2021-03-07,49.1607,50.5625,49.0447,50.2322,2302709.0
2021-03-08,50.4754,51.9531,50.2231,51.4485,2643907.0
2021-03-09,51.5026,52.2955,51.4576,51.836,2071345.0
2021-03-10,51.881,52.4532,51.5927,52.0252,1982214.0
2021-03-11,51.7729,52.2054,51.1422,51.1602,2075240.0
2021-03-12,51.5927,52.1333,51.3404,51.9801,1692976.0
2021-03-13,51.5927,52.1333,51.3404,51.9801,1692976.0
2021-03-14,51.5927,52.1333,51.3404,51.9801,1692976.0
2021-03-15,52.1243,52.8001,52.1243,52.6109,1390555.0
2021-03-16,52.2144,53.0163,51.9711,52.764,1816735.0
2021-03-17,52.9262,53.1955,52.5568,52.701,1853056.0
2021-03-18,52.6379,52.9803,52.3188,52.7731,2264543.0
2021-03-19,52.764,53.5389,52.2685,53.0794,4571105.0
2021-03-20,52.764,53.5389,52.2685,53.0794,4571105.0
2021-03-21,52.764,53.5389,52.2685,53.0794,4571105.0
2021-03-22,52.8001,52.9848,51.9982,52.1513,2108380.0
2021-03-23,52.0342,52.5658,51.6468,52.5478,2178431.0
2021-03-24,52.3135,53.4128,52.1874,52.8992,1978606.0
2021-03-25,53.2506,53.6741,52.9172,53.5389,1817326.0
2021-03-26,53.6651,53.8092,52.692,53.4308,2054795.0
2021-03-27,53.6651,53.8092,52.692,53.4308,2054795.0
2021-03-28,53.6651,53.8092,52.692,53.4308,2054795.0
2021-03-29,53.3497,54.5661,53.3407,54.2507,1805452.0
2021-03-30,54.0255,54.2057,53.1154,53.8903,1505089.0
2021-03-31,53.8633,54.4219,53.4578,54.2507,3238094.0
2021-04-01,54.1246,54.3138,53.5029,53.7642,1855813.0
2021-04-02,54.1246,54.3138,53.5029,53.7642,1855813.0
2021-04-03,54.1246,54.3138,53.5029,53.7642,1855813.0
2021-04-04,54.1246,54.3138,53.5029,53.7642,1855813.0
2021-04-05,53.8363,54.8905,53.8092,54.6562,1583393.0
2021-04-06,54.3408,54.9085,54.1426,54.8905,1401357.0
2021-04-07,54.9625,55.2779,54.7476,55.1698,1648889.0
2021-04-08,55.359,55.4356,54.895,55.2329,1484923.0
2021-04-09,55.341,55.4761,55.0121,55.1878,1668690.0
2021-04-10,55.341,55.4761,55.0121,55.1878,1668690.0
2021-04-11,55.341,55.4761,55.0121,55.1878,1668690.0
2021-04-12,55.4491,55.6563,55.0932,55.2238,1827925.0
2021-04-13,54.8364,56.251,54.6382,56.233,1881817.0
2021-04-14,56.2961,56.6069,56.0528,56.6024,2225281.0
2021-04-15,56.3321,56.7105,55.9176,56.224,2512134.0
2021-04-16,56.5934,57.3593,56.4627,57.08,2298628.0
2021-04-17,56.5934,57.3593,56.4627,57.08,2298628.0
2021-04-18,56.5934,57.3593,56.4627,57.08,2298628.0
2021-04-19,57.134,57.2782,56.5664,57.1971,1718627.0
2021-04-20,57.2782,57.5935,57.0079,57.3503,1810108.0
2021-04-21,57.5665,57.8008,56.8727,57.2602,1922892.0
2021-04-22,57.3863,57.3863,56.5754,56.6925,1679390.0
2021-04-23,56.6655,56.9763,56.3366,56.7105,1514327.0
2021-04-24,56.6655,56.9763,56.3366,56.7105,1514327.0
2021-04-25,56.6655,56.9763,56.3366,56.7105,1514327.0
2021-04-26,56.6655,56.6655,55.9627,56.0077,2036363.0
2021-04-27,55.9987,56.3952,55.6563,55.9537,2369382.0
2021-04-28,56.1789,56.4943,55.8636,56.224,1686938.0
2021-04-29,56.5844,57.2872,56.5033,56.8457,2148718.0
2021-04-30,56.9808,57.0349,56.4853,56.9088,2371479.0
2021-05-01,56.9808,57.0349,56.4853,56.9088,2371479.0
2021-05-02,56.9808,57.0349,56.4853,56.9088,2371479.0
2021-05-03,56.9808,57.9359,56.8907,57.3503,2195639.0
2021-05-04,57.5305,57.5755,56.7015,56.9358,2424108.0
2021-05-05,56.8817,56.9448,54.9222,55.2419,3679599.0
2021-05-06,55.6653,56.5168,55.5482,56.3772,2173570.0
2021-05-07,56.1159,57.3908,56.1159,56.8997,2407094.0
2021-05-08,56.1159,57.3908,56.1159,56.8997,2407094.0
2021-05-09,56.1159,57.3908,56.1159,56.8997,2407094.0
2021-05-10,57.107,57.8638,56.9898,57.0169,1713382.0
2021-05-11,57.089,57.161,55.7374,56.0888,1475503.0
2021-05-12,56.1699,56.269,54.6652,54.6922,1824369.0
2021-05-13,54.6922,56.269,54.6922,55.9987,1829619.0
2021-05-14,56.1789,56.6384,56.0888,56.3321,1886965.0
2021-05-15,56.1789,56.6384,56.0888,56.3321,1886965.0
2021-05-16,56.1789,56.6384,56.0888,56.3321,1886965.0
2021-05-17,56.4402,56.6565,56.0167,56.1249,1302420.0
2021-05-18,56.0438,56.1699,55.7374,55.9627,1839076.0
2021-05-19,55.7374,55.8681,55.0346,55.8455,1450617.0
2021-05-20,55.9807,56.6339,55.7194,56.3862,1938705.0
2021-05-21,56.5033,56.8457,56.2105,56.7826,3944459.0
2021-05-22,56.5033,56.8457,56.2105,56.7826,3944459.0
2021-05-23,56.5033,56.8457,56.2105,56.7826,3944459.0
2021-05-24,57.6926,57.9359,57.161,57.1791,1516891.0
2021-05-25,57.0259,57.1791,56.0167,56.0348,1885292.0
2021-05-26,56.1339,56.4988,55.8095,56.1339,1897602.0
2021-05-27,56.3231,56.3231,55.8275,55.8906,2842971.0
2021-05-28,56.1519,56.3411,55.8816,55.9717,1622756.0
2021-05-29,56.1519,56.3411,55.8816,55.9717,1622756.0
2021-05-30,56.1519,56.3411,55.8816,55.9717,1622756.0
2021-05-31,56.1519,56.3411,55.8816,55.9717,1622756.0
2021-06-01,56.1519,56.287,55.4941,55.8906,1900864.0
2021-06-02,56.0077,56.0167,55.3094,55.5662,2430359.0
2021-06-03,55.0346,56.0122,54.8454,55.6023,2699445.0
2021-06-04,55.7915,55.9086,55.1878,55.2058,1901930.0
2021-06-05,55.7915,55.9086,55.1878,55.2058,1901930.0
2021-06-06,55.7915,55.9086,55.1878,55.2058,1901930.0
2021-06-07,55.2876,55.5511,55.1604,55.3058,2192728.0
2021-06-08,55.3149,55.567,54.6062,55.433,1975145.0
2021-06-09,55.7328,55.8555,55.2967,55.542,2291508.0
2021-06-10,55.651,56.1598,55.5602,55.9963,1767900.0
2021-06-11,55.8237,56.1916,55.7419,56.1508,1239241.0
2021-06-12,55.8237,56.1916,55.7419,56.1508,1239241.0
2021-06-13,55.8237,56.1916,55.7419,56.1508,1239241.0
2021-06-14,56.3416,56.5869,55.8418,56.1871,1745511.0
2021-06-15,56.3416,56.9276,56.178,56.6505,1782385.0
2021-06-16,56.8231,57.123,55.6238,55.6329,2432104.0
2021-06-17,55.4784,55.801,55.2947,55.6056,1424705.0
2021-06-18,54.9605,55.2513,53.8975,53.9156,3369121.0
2021-06-19,54.9605,55.2513,53.8975,53.9156,3369121.0
2021-06-20,54.9605,55.2513,53.8975,53.9156,3369121.0
2021-06-21,54.2609,54.7697,53.8702,54.5698,1964391.0
2021-06-22,54.5062,54.7924,54.0338,54.17,3155486.0
2021-06-23,53.9247,54.1655,53.6521,53.7793,2835858.0
2021-06-24,53.8248,54.0519,53.5704,53.9429,1885620.0
2021-06-25,53.8793,54.4517,53.8384,54.3881,2148585.0
2021-06-26,53.8793,54.4517,53.8384,54.3881,2148585.0
2021-06-27,53.8793,54.4517,53.8384,54.3881,2148585.0
2021-06-28,54.4063,55.0514,54.3427,54.7334,1607239.0
2021-06-29,54.6698,55.0332,53.7657,54.0519,1939584.0
2021-06-30,53.9974,54.5516,53.8611,54.2791,2259546.0
2021-07-01,54.5153,54.9969,54.2882,54.7334,1202987.0
2021-07-02,54.797,54.8833,54.379,54.6062,1128105.0
2021-07-03,54.797,54.8833,54.379,54.6062,1128105.0
2021-07-04,54.797,54.8833,54.379,54.6062,1128105.0
2021-07-05,54.797,54.8833,54.379,54.6062,1128105.0
2021-07-06,54.6243,54.8379,53.9883,54.7879,1201676.0
2021-07-07,54.7334,55.3557,54.4926,55.2876,1513614.0
2021-07-08,55.0514,55.4966,54.8424,55.0059,1159158.0
2021-07-09,55.3421,55.4511,54.5698,54.9605,3131541.0
2021-07-10,55.3421,55.4511,54.5698,54.9605,3131541.0
2021-07-11,55.3421,55.4511,54.5698,54.9605,3131541.0
2021-07-12,54.8061,55.1958,54.5153,55.1513,1389707.0
2021-07-13,55.1241,55.1241,54.1473,54.3608,2171957.0
2021-07-14,54.4154,55.1241,54.2882,54.8697,1365450.0
2021-07-15,54.6698,55.6783,54.5971,55.5965,1863981.0
2021-07-16,55.8328,56.3961,55.5147,56.0962,2037021.0
2021-07-17,55.8328,56.3961,55.5147,56.0962,2037021.0
2021-07-18,55.8328,56.3961,55.5147,56.0962,2037021.0
2021-07-19,55.7328,56.1689,53.9247,54.6879,2590584.0
2021-07-20,54.6334,55.5511,54.6243,55.1241,2126370.0
2021-07-21,55.3239,55.4466,54.5108,54.5607,1137194.0
2021-07-22,54.4699,54.8787,54.4699,54.7061,1151243.0
2021-07-23,54.9333,55.6965,54.9242,55.6238,1215435.0
2021-07-24,54.9333,55.6965,54.9242,55.6238,1215435.0
2021-07-25,54.9333,55.6965,54.9242,55.6238,1215435.0
2021-07-26,55.6874,56.0281,55.343,55.9236,2162858.0
2021-07-27,55.8237,57.3228,55.542,57.1048,1822966.0
2021-07-28,57.0775,57.2047,56.2507,56.7868,1595332.0
2021-07-29,56.9776,57.4864,56.8958,57.3047,1492865.0
2021-07-30,57.3138,57.7408,56.3325,56.5415,3328020.0
2021-07-31,57.3138,57.7408,56.3325,56.5415,3328020.0
2021-08-01,57.3138,57.7408,56.3325,56.5415,3328020.0
2021-08-02,56.7141,57.341,56.6959,57.1139,2333666.0
2021-08-03,57.1956,58.5494,56.9503,57.7044,2219296.0
2021-08-04,57.2774,57.5954,56.8322,57.4864,2036380.0
2021-08-05,57.5954,58.0861,57.2502,58.0588,1942548.0
2021-08-06,58.0497,58.4813,57.8498,58.0225,1429165.0
2021-08-07,58.0497,58.4813,57.8498,58.0225,1429165.0
2021-08-08,58.0497,58.4813,57.8498,58.0225,1429165.0
2021-08-09,58.2223,58.2769,57.6817,57.9952,1889659.0
2021-08-10,57.9589,57.9589,57.0866,57.1502,3091468.0
2021-08-11,57.2047,57.8953,57.1593,57.7226,1300205.0
2021-08-12,57.6499,58.4404,57.6499,58.0134,1956375.0
2021-08-13,58.2042,58.9946,58.0497,58.8038,1496056.0
2021-08-14,58.2042,58.9946,58.0497,58.8038,1496056.0
2021-08-15,58.2042,58.9946,58.0497,58.8038,1496056.0
2021-08-16,58.931,59.3581,58.4858,58.8947,2029767.0
2021-08-17,58.6403,58.931,58.186,58.8129,1494249.0
2021-08-18,58.7857,58.7902,57.9816,58.1497,1476465.0
2021-08-19,58.0588,58.9946,57.7061,58.3859,1322582.0
2021-08-20,58.3495,59.0673,58.1406,59.0128,3820828.0
2021-08-21,58.3495,59.0673,58.1406,59.0128,3820828.0
2021-08-22,58.3495,59.0673,58.1406,59.0128,3820828.0
2021-08-23,58.9946,59.0037,58.4041,58.4586,1908790.0
2021-08-24,58.4313,58.6585,57.759,57.977,2329595.0
2021-08-25,57.9316,58.4404,57.6499,58.2496,1354219.0
2021-08-26,58.3314,58.4313,57.9498,57.9589,1716723.0
2021-08-27,58.0406,58.5222,57.9589,58.3041,1538988.0
2021-08-28,58.0406,58.5222,57.9589,58.3041,1538988.0
2021-08-29,58.0406,58.5222,57.9589,58.3041,1538988.0
2021-08-30,58.3132,58.4949,58.1769,58.3677,895646.0
2021-08-31,58.295,58.4495,57.9134,58.0951,2510554.0
2021-09-01,58.4677,59.0219,58.0861,58.8038,1797422.0
2021-09-02,59.0128,59.0946,58.4767,58.7675,2787064.0
2021-09-03,58.5494,58.8674,58.2587,58.2769,1566974.0
2021-09-04,58.5494,58.8674,58.2587,58.2769,1566974.0
2021-09-05,58.5494,58.8674,58.2587,58.2769,1566974.0
2021-09-06,58.5494,58.8674,58.2587,58.2769,1566974.0
2021-09-07,58.2494,58.4692,57.5533,57.6815,1355252.0
2021-09-08,57.654,58.8172,57.4709,58.7073,3210219.0
2021-09-09,58.7348,58.7622,57.9196,57.9929,3002148.0
2021-09-10,57.9838,58.0021,56.8756,56.9122,2083552.0
2021-09-11,57.9838,58.0021,56.8756,56.9122,2083552.0
2021-09-12,57.9838,58.0021,56.8756,56.9122,2083552.0
2021-09-13,57.5167,57.8354,56.7748,57.077,2734976.0
2021-09-14,57.4709,57.6083,56.8618,57.306,2679551.0
2021-09-15,57.3335,58.112,57.0999,57.5167,3255087.0
2021-09-16,57.5167,57.8097,57.2053,57.3426,1990858.0
2021-09-17,57.654,58.1303,56.6741,56.7015,4899908.0
2021-09-18,57.654,58.1303,56.6741,56.7015,4899908.0
2021-09-19,57.654,58.1303,56.6741,56.7015,4899908.0
2021-09-20,56.4268,57.0129,56.2894,56.8481,2438503.0
2021-09-21,56.9855,57.2236,56.2619,56.5092,3620737.0
2021-09-22,56.6374,56.7107,55.7948,55.8864,1892637.0
2021-09-23,55.9322,56.4543,55.4972,55.5842,1541554.0
2021-09-24,55.63,55.8589,55.1949,55.5933,1807194.0
2021-09-25,55.63,55.8589,55.1949,55.5933,1807194.0
2021-09-26,55.63,55.8589,55.1949,55.5933,1807194.0
2021-09-27,55.7399,57.0221,55.6758,56.0604,2614601.0
2021-09-28,56.2619,56.4543,55.1345,55.2819,2175008.0
2021-09-29,55.2453,56.381,55.2361,56.1062,1419603.0
2021-09-30,57.0587,57.0587,55.749,55.7765,2607999.0
2021-10-01,56.1337,56.1612,55.2911,55.3735,1657877.0
2021-10-02,56.1337,56.1612,55.2911,55.3735,1657877.0
2021-10-03,56.1337,56.1612,55.2911,55.3735,1657877.0
2021-10-04,55.2728,56.152,55.2728,56.0055,2173596.0
2021-10-05,55.9597,56.1978,55.5842,55.7307,1849196.0
2021-10-06,55.1812,55.8589,54.6179,55.8223,1920807.0
2021-10-07,55.8589,56.2528,55.227,55.3735,1533921.0
2021-10-08,55.1629,55.4285,54.7782,54.8515,1257268.0
2021-10-09,55.1629,55.4285,54.7782,54.8515,1257268.0
2021-10-10,55.1629,55.4285,54.7782,54.8515,1257268.0
2021-10-11,54.8423,54.879,54.0089,54.2928,1402587.0
2021-10-12,54.2195,54.6225,54.0455,54.421,1437972.0
2021-10-13,54.4668,55.2178,54.2378,55.1079,1745141.0
2021-10-14,55.3277,56.3169,55.053,56.2436,1517694.0
2021-10-15,56.4359,57.0014,56.1978,56.8847,2960155.0
2021-10-16,56.4359,57.0014,56.1978,56.8847,2960155.0
2021-10-17,56.4359,57.0014,56.1978,56.8847,2960155.0
2021-10-18,56.381,56.9579,56.1795,56.5367,2834402.0
2021-10-19,57.0221,57.2969,56.7931,57.1961,2059958.0
2021-10-20,57.3884,58.3593,57.2877,58.0662,2048156.0
2021-10-21,58.0479,58.1761,57.6724,57.7823,1228081.0
2021-10-22,57.8739,58.5699,57.6998,58.4692,895282.0
2021-10-23,57.8739,58.5699,57.6998,58.4692,895282.0
2021-10-24,57.8739,58.5699,57.6998,58.4692,895282.0
2021-10-25,58.4692,58.9363,58.0982,58.5516,1282757.0
2021-10-26,58.6432,59.5178,58.5058,59.1744,1495544.0
2021-10-27,59.3118,59.3118,58.5791,58.5974,1523524.0
2021-10-28,58.6249,58.9637,58.4692,58.9179,1108246.0
2021-10-29,58.7073,59.1378,58.1761,58.4325,1759004.0
2021-10-30,58.7073,59.1378,58.1761,58.4325,1759004.0
2021-10-31,58.7073,59.1378,58.1761,58.4325,1759004.0
2021-11-01,58.3043,59.0874,58.112,58.9454,1581905.0
2021-11-02,59.2843,59.2843,58.1028,58.5974,1852361.0
2021-11-03,58.4509,58.7806,57.4068,58.0387,1633510.0
2021-11-04,57.8647,58.3226,57.6907,58.3226,1700704.0
2021-11-05,58.1211,58.9637,58.1211,58.7897,1515203.0
2021-11-06,58.1211,58.9637,58.1211,58.7897,1515203.0
2021-11-07,58.1211,58.9637,58.1211,58.7897,1515203.0
2021-11-08,58.8813,58.8813,56.8664,56.9397,1755229.0
2021-11-09,56.784,57.1412,56.4369,56.9305,1410498.0
2021-11-10,57.0587,57.4434,56.9397,57.4434,1638917.0
2021-11-11,57.2144,57.3335,56.5458,56.958,1617319.0
2021-11-12,56.8756,57.1045,56.3993,56.9397,1546760.0
2021-11-13,56.8756,57.1045,56.3993,56.9397,1546760.0
2021-11-14,56.8756,57.1045,56.3993,56.9397,1546760.0
2021-11-15,57.2969,58.0296,56.9488,58.0112,1473343.0
2021-11-16,58.1028,58.2952,57.4068,57.4434,1938799.0
2021-11-17,57.3793,57.5075,56.9946,57.2053,1503502.0
2021-11-18,57.0679,57.4617,56.8481,57.1503,1614615.0
2021-11-19,57.2877,57.8372,57.187,57.764,1780564.0
2021-11-20,57.2877,57.8372,57.187,57.764,1780564.0
2021-11-21,57.2877,57.8372,57.187,57.764,1780564.0
2021-11-22,57.7273,58.3776,57.4709,58.1028,1552878.0
2021-11-23,58.2402,59.1469,58.0937,58.7989,1911130.0
2021-11-24,58.9546,59.4858,58.6157,59.1561,1972501.0
2021-11-25,58.9546,59.4858,58.6157,59.1561,1972501.0
2021-11-26,58.6157,59.1103,58.0387,58.286,1064494.0
2021-11-27,58.6157,59.1103,58.0387,58.286,1064494.0
2021-11-28,58.6157,59.1103,58.0387,58.286,1064494.0
2021-11-29,58.4051,59.1378,58.1395,58.8447,1368489.0
2021-11-30,58.3776,58.4509,57.132,57.2327,3285707.0
2021-12-01,57.764,58.4692,57.1503,57.187,2141191.0
2021-12-02,57.2694,58.3684,57.1961,57.8555,1715153.0
2021-12-03,58.2677,58.2768,57.1686,58.112,1710301.0
2021-12-04,58.2677,58.2768,57.1686,58.112,1710301.0
2021-12-05,58.2677,58.2768,57.1686,58.112,1710301.0
2021-12-06,58.6066,59.3026,58.3135,58.3501,2400589.0
2021-12-07,58.3684,59.4034,58.1761,59.1835,1491642.0
2021-12-08,59.0451,59.5796,58.7866,58.9989,1636522.0
2021-12-09,58.9712,59.3035,58.4635,58.842,2143601.0
2021-12-10,59.1374,59.3959,58.782,58.8974,2007612.0
2021-12-11,59.1374,59.3959,58.782,58.8974,2007612.0
2021-12-12,59.1374,59.3959,58.782,58.8974,2007612.0
2021-12-13,58.805,60.5775,58.7035,60.1805,2401983.0
2021-12-14,59.8205,60.1572,59.3912,59.5713,2232296.0
2021-12-15,59.802,60.5406,59.5436,60.5129,1402842.0
2021-12-16,60.4206,61.2052,60.2636,60.5683,1698254.0
2021-12-17,60.679,60.679,58.9804,59.1651,4057958.0
2021-12-18,60.679,60.679,58.9804,59.1651,4057958.0
2021-12-19,60.679,60.679,58.9804,59.1651,4057958.0
2021-12-20,58.6666,59.2758,57.8634,59.1651,1570404.0
2021-12-21,59.682,59.8205,58.9435,59.3682,1467326.0
2021-12-22,59.1928,59.7005,58.9989,59.6359,979110.0
2021-12-23,59.7282,59.959,59.4466,59.6174,1190338.0
2021-12-24,59.7282,59.959,59.4466,59.6174,1190338.0
2021-12-25,59.7282,59.959,59.4466,59.6174,1190338.0
2021-12-26,59.7282,59.959,59.4466,59.6174,1190338.0
2021-12-27,59.8113,60.0975,59.5343,60.0605,790494.0
2021-12-28,60.1159,60.6052,60.1159,60.5406,912821.0
2021-12-29,60.6329,61.0575,60.559,60.9006,859517.0
2021-12-30,61.1222,61.2874,60.7437,61.2237,954417.0
2021-12-31,61.1314,61.8976,60.9468,61.6022,1221834.0
2022-01-01,61.1314,61.8976,60.9468,61.6022,1221834.0
2022-01-02,61.1314,61.8976,60.9468,61.6022,1221834.0
2022-01-03,61.7776,61.7776,60.3559,61.076,1134732.0
2022-01-04,61.0483,62.0084,60.8637,60.9191,1846396.0
2022-01-05,60.8267,61.6668,60.6975,60.7714,2037398.0
2022-01-06,61.1314,61.6299,60.7714,60.8267,1570400.0
2022-01-07,61.2699,62.4238,60.5498,61.8515,2098559.0
2022-01-08,61.2699,62.4238,60.5498,61.8515,2098559.0
2022-01-09,61.2699,62.4238,60.5498,61.8515,2098559.0
2022-01-10,61.7591,61.7868,60.8637,61.1683,1521273.0
2022-01-11,61.2052,61.4083,60.3006,60.7898,1668653.0
2022-01-12,60.596,61.1129,60.3744,60.9652,1467861.0
2022-01-13,60.5129,61.556,60.3375,61.2052,1403901.0
2022-01-14,61.0483,61.1314,60.1436,60.2359,2630908.0
2022-01-15,61.0483,61.1314,60.1436,60.2359,2630908.0
2022-01-16,61.0483,61.1314,60.1436,60.2359,2630908.0
2022-01-17,61.0483,61.1314,60.1436,60.2359,2630908.0
2022-01-18,59.9128,60.5683,59.2482,60.2082,1973927.0
2022-01-19,60.3006,61.1683,60.2175,60.5129,1610891.0
2022-01-20,60.6698,61.5191,60.4667,60.5498,1608417.0
2022-01-21,60.8452,61.2606,60.2359,60.4113,2197845.0
2022-01-22,60.8452,61.2606,60.2359,60.4113,2197845.0
2022-01-23,60.8452,61.2606,60.2359,60.4113,2197845.0
2022-01-24,60.3559,60.4852,57.9834,59.4051,2582193.0
2022-01-25,59.1374,60.2498,58.8235,59.7467,2869927.0
2022-01-26,59.7928,60.6144,59.4143,59.719,2358088.0
2022-01-27,60.2913,61.2606,59.9774,60.3744,2698547.0
2022-01-28,60.2636,61.0021,59.8574,60.956,1978013.0
2022-01-29,60.2636,61.0021,59.8574,60.956,1978013.0
2022-01-30,60.2636,61.0021,59.8574,60.956,1978013.0
2022-01-31,60.6421,61.5468,60.3883,61.4176,2382828.0
2022-02-01,61.6945,61.8238,60.4021,61.1683,1888510.0
2022-02-02,61.1868,62.2853,61.0114,62.1099,2605041.0
2022-02-03,62.0361,62.4607,61.7776,61.9345,2232009.0
2022-02-04,61.4453,62.0545,60.6144,61.5191,1983643.0
2022-02-05,61.4453,62.0545,60.6144,61.5191,1983643.0
2022-02-06,61.4453,62.0545,60.6144,61.5191,1983643.0
2022-02-07,61.5653,61.9253,61.2145,61.6576,1819097.0
2022-02-08,61.9807,62.35,61.6484,62.0822,1869206.0
2022-02-09,62.6269,62.83,62.0545,62.2484,1698630.0
2022-02-10,61.713,62.0204,60.596,60.7898,3010299.0
2022-02-11,61.0206,61.593,60.6698,60.8821,2083095.0
2022-02-12,61.0206,61.593,60.6698,60.8821,2083095.0
2022-02-13,61.0206,61.593,60.6698,60.8821,2083095.0
2022-02-14,61.1314,61.2606,59.1097,59.7928,3337887.0
2022-02-15,60.1067,60.5406,59.2435,59.4789,2434558.0
2022-02-16,59.4512,60.0236,58.8789,59.8113,2391839.0
2022-02-17,59.7374,59.9405,59.1374,59.7559,1751264.0
2022-02-18,59.3959,60.4529,59.3959,59.7097,3219890.0
2022-02-19,59.3959,60.4529,59.3959,59.7097,3219890.0
2022-02-20,59.3959,60.4529,59.3959,59.7097,3219890.0
2022-02-21,59.3959,60.4529,59.3959,59.7097,3219890.0
2022-02-22,59.8113,60.0375,59.3035,59.7097,1841372.0
2022-02-23,59.7651,59.9498,58.5927,58.685,2282765.0
2022-02-24,58.3435,58.6019,56.3494,57.5311,4986406.0
2022-02-25,58.205,60.0236,57.9742,59.8851,2819108.0
2022-02-26,58.205,60.0236,57.9742,59.8851,2819108.0
2022-02-27,58.205,60.0236,57.9742,59.8851,2819108.0
2022-02-28,59.4051,60.1436,59.3035,59.8482,3555420.0
2022-03-01,59.7282,60.3923,59.082,59.5066,2237132.0
2022-03-02,59.442,60.5221,59.4236,60.3559,2108486.0
2022-03-03,60.4021,61.3622,60.4021,61.196,2795224.0
2022-03-04,60.9468,62.4977,60.8083,62.4053,1910675.0
2022-03-05,60.9468,62.4977,60.8083,62.4053,1910675.0
2022-03-06,60.9468,62.4977,60.8083,62.4053,1910675.0
2022-03-07,62.5161,62.7746,61.8422,62.5069,2102143.0
2022-03-08,62.7838,63.0608,61.5468,61.556,2193342.0
2022-03-09,62.3564,62.4588,61.193,61.2582,2170230.0
2022-03-10,60.9138,61.4629,60.3833,60.8673,3985395.0
2022-03-11,60.8673,61.5095,60.8022,61.1651,1939959.0
2022-03-12,60.8673,61.5095,60.8022,61.1651,1939959.0
2022-03-13,60.8673,61.5095,60.8022,61.1651,1939959.0
2022-03-14,61.4629,62.4495,61.4629,61.919,2882993.0
2022-03-15,62.5891,63.0079,62.3843,62.8497,2980832.0
2022-03-16,62.8031,63.0358,61.9283,63.0172,2622065.0
2022-03-17,63.0637,63.6315,62.7194,63.0544,3415824.0
2022-03-18,61.677,62.8404,61.314,62.1703,6449569.0
2022-03-19,61.677,62.8404,61.314,62.1703,6449569.0
2022-03-20,61.677,62.8404,61.314,62.1703,6449569.0
2022-03-21,62.2913,63.0824,62.1703,62.7752,1726065.0
2022-03-22,63.0172,63.0172,62.2122,62.4495,2073526.0
2022-03-23,62.3936,62.6915,61.7701,62.1703,2297746.0
2022-03-24,62.3099,62.9893,62.3006,62.859,1953586.0
2022-03-25,63.1661,63.6966,62.98,63.5756,1731644.0
2022-03-26,63.1661,63.6966,62.98,63.5756,1731644.0
2022-03-27,63.1661,63.6966,62.98,63.5756,1731644.0
2022-03-28,63.5105,63.8036,63.194,63.7711,2438496.0
2022-03-29,63.9107,64.3295,63.6873,64.3109,2339034.0
2022-03-30,64.4784,65.1345,64.2457,65.0927,2304072.0
2022-03-31,65.2974,66.0885,65.102,65.1485,3043185.0
2022-04-01,65.4928,66.1629,64.6645,66.135,2139232.0
2022-04-02,65.4928,66.1629,64.6645,66.135,2139232.0
2022-04-03,65.4928,66.1629,64.6645,66.135,2139232.0
2022-04-04,65.7534,66.135,64.8879,65.4184,1692766.0
2022-04-05,65.5394,66.4794,65.3626,65.6697,1754140.0
2022-04-06,65.9396,67.2239,65.8279,67.0843,2939576.0
2022-04-07,67.0843,67.1867,66.4887,66.6469,2302170.0
2022-04-08,66.9727,67.2891,66.0466,67.0936,3573822.0
2022-04-09,66.9727,67.2891,66.0466,67.0936,3573822.0
2022-04-10,66.9727,67.2891,66.0466,67.0936,3573822.0
2022-04-11,67.4101,67.6055,66.5259,66.7586,3038155.0
2022-04-12,66.6469,67.1588,66.256,66.9354,4184955.0
2022-04-13,67.0099,67.1029,66.1723,66.5911,2249958.0
2022-04-14,67.1495,68.2105,66.9633,67.7544,4180879.0
2022-04-15,67.1495,68.2105,66.9633,67.7544,4180879.0
2022-04-16,67.1495,68.2105,66.9633,67.7544,4180879.0
2022-04-17,67.1495,68.2105,66.9633,67.7544,4180879.0
2022-04-18,67.9313,68.3035,67.317,67.4101,2608895.0
2022-04-19,67.5031,68.1919,67.5031,68.015,1793810.0
2022-04-20,68.7317,69.6903,68.5409,69.5507,2461145.0
2022-04-21,69.4762,70.3697,69.1505,69.4948,2812938.0
2022-04-22,69.5041,69.5786,68.7224,68.7596,2399423.0
2022-04-23,69.5041,69.5786,68.7224,68.7596,2399423.0
2022-04-24,69.5041,69.5786,68.7224,68.7596,2399423.0
2022-04-25,68.8433,68.9969,67.1634,67.6055,3894218.0
2022-04-26,67.317,67.8661,66.2281,66.3212,5111866.0
2022-04-27,66.5166,66.9168,65.5022,65.5673,5887292.0
2022-04-28,65.8279,66.2374,65.3812,66.2188,3705189.0
2022-04-29,65.8744,66.0233,64.7436,64.8321,2958163.0
2022-04-30,65.8744,66.0233,64.7436,64.8321,2958163.0
