,CVBF US Equity,CVBF US Equity,CVBF US Equity,CVBF US Equity,CVBF US Equity
2021-03-12,21.6692,22.0484,21.581,21.947,506939.0
2021-03-13,21.6692,22.0484,21.581,21.947,506939.0
2021-03-14,21.6692,22.0484,21.581,21.947,506939.0
2021-03-15,21.8632,21.9426,20.9019,21.3252,483002.0
2021-03-16,21.0695,21.3164,20.6373,20.946,398560.0
2021-03-17,21.0695,21.2459,20.6197,20.7873,353260.0
2021-03-18,21.0166,21.7221,20.8843,20.9725,464893.0
2021-03-19,20.4609,21.1489,20.2228,21.1312,2747356.0
2021-03-20,20.4609,21.1489,20.2228,21.1312,2747356.0
2021-03-21,20.4609,21.1489,20.2228,21.1312,2747356.0
2021-03-22,20.8049,20.8446,20.0023,20.1875,464793.0
2021-03-23,19.8965,20.0817,19.3762,19.4908,486451.0
2021-03-24,19.7819,20.289,19.482,19.5261,596816.0
2021-03-25,19.3938,19.9141,19.3056,19.8083,703955.0
2021-03-26,20.0993,20.4257,19.9141,20.3992,441919.0
2021-03-27,20.0993,20.4257,19.9141,20.3992,441919.0
2021-03-28,20.0993,20.4257,19.9141,20.3992,441919.0
2021-03-29,20.117,20.3683,19.7466,19.8304,573549.0
2021-03-30,19.7992,20.3149,19.7992,19.9859,298383.0
2021-03-31,19.8526,20.1193,19.6125,19.6392,651989.0
2021-04-01,19.5859,19.7681,19.3369,19.7503,328300.0
2021-04-02,19.5859,19.7681,19.3369,19.7503,328300.0
2021-04-03,19.5859,19.7681,19.3369,19.7503,328300.0
2021-04-04,19.5859,19.7681,19.3369,19.7503,328300.0
2021-04-05,20.0482,20.0926,19.657,19.8659,458226.0
2021-04-06,19.8704,19.8704,19.4703,19.6214,263498.0
2021-04-07,19.5859,19.737,19.3814,19.4881,381296.0
2021-04-08,19.4169,19.5814,19.0613,19.5147,387279.0
2021-04-09,19.6925,19.6925,19.2125,19.617,468785.0
2021-04-10,19.6925,19.6925,19.2125,19.617,468785.0
2021-04-11,19.6925,19.6925,19.2125,19.617,468785.0
2021-04-12,19.737,19.9682,19.6481,19.7548,454170.0
2021-04-13,19.6481,19.8615,19.2925,19.4614,333109.0
2021-04-14,19.4347,19.7503,19.3992,19.5058,308507.0
2021-04-15,19.4614,19.5103,19.088,19.497,281191.0
2021-04-16,20.3296,20.3296,19.4169,19.6036,276431.0
2021-04-17,20.3296,20.3296,19.4169,19.6036,276431.0
2021-04-18,20.3296,20.3296,19.4169,19.6036,276431.0
2021-04-19,19.5236,19.7726,19.2569,19.4125,291417.0
2021-04-20,19.248,19.3547,18.7679,18.8213,401274.0
2021-04-21,18.759,19.1858,18.679,19.1502,340629.0
2021-04-22,19.5236,19.5236,18.9102,18.9369,397054.0
2021-04-23,18.8746,19.7459,18.8746,19.6036,423632.0
2021-04-24,18.8746,19.7459,18.8746,19.6036,423632.0
2021-04-25,18.8746,19.7459,18.8746,19.6036,423632.0
2021-04-26,19.8881,19.9504,19.3725,19.4169,243162.0
2021-04-27,19.5503,19.5903,19.1236,19.3458,348340.0
2021-04-28,19.3458,19.3458,19.1058,19.128,298995.0
2021-04-29,19.3191,19.5058,19.1102,19.168,288407.0
2021-04-30,18.9724,19.2836,18.8479,18.8568,541789.0
2021-05-01,18.9724,19.2836,18.8479,18.8568,541789.0
2021-05-02,18.9724,19.2836,18.8479,18.8568,541789.0
2021-05-03,18.9902,19.2658,18.9502,19.1591,646904.0
2021-05-04,19.1058,19.3014,18.9635,19.2391,352235.0
2021-05-05,19.1947,19.2658,18.9902,19.1591,272871.0
2021-05-06,19.1947,19.5147,19.0791,19.497,323155.0
2021-05-07,19.1502,19.4792,19.1147,19.3547,542401.0
2021-05-08,19.1502,19.4792,19.1147,19.3547,542401.0
2021-05-09,19.1502,19.4792,19.1147,19.3547,542401.0
2021-05-10,19.3636,19.6036,19.0391,19.0969,571500.0
2021-05-11,18.9191,19.1502,18.8657,18.9902,605170.0
2021-05-12,19.1769,20.0393,18.9369,18.9724,679862.0
2021-05-13,18.9102,19.8437,18.9102,19.7103,622164.0
2021-05-14,19.8259,20.0082,19.5948,19.937,481120.0
2021-05-15,19.8259,20.0082,19.5948,19.937,481120.0
2021-05-16,19.8259,20.0082,19.5948,19.937,481120.0
2021-05-17,19.8526,20.0571,19.7903,19.9948,301636.0
2021-05-18,19.9859,20.1549,19.7192,19.7192,504039.0
2021-05-19,19.5414,19.8615,19.1591,19.8437,708152.0
2021-05-20,19.737,19.9459,19.497,19.897,595432.0
2021-05-21,20.1104,20.3949,19.9859,20.2882,1075878.0
2021-05-22,20.1104,20.3949,19.9859,20.2882,1075878.0
2021-05-23,20.1104,20.3949,19.9859,20.2882,1075878.0
2021-05-24,20.2971,20.3504,19.7459,19.7726,450326.0
2021-05-25,19.7459,19.9415,19.1058,19.1147,564350.0
2021-05-26,19.1591,19.3636,19.0169,19.3369,330601.0
2021-05-27,19.6214,19.7326,19.4792,19.6925,396987.0
2021-05-28,19.6659,19.7281,19.4258,19.7192,221786.0
2021-05-29,19.6659,19.7281,19.4258,19.7192,221786.0
2021-05-30,19.6659,19.7281,19.4258,19.7192,221786.0
2021-05-31,19.6659,19.7281,19.4258,19.7192,221786.0
2021-06-01,19.8704,19.9948,19.737,19.8792,452905.0
2021-06-02,19.977,19.977,19.7192,19.7815,313625.0
2021-06-03,19.8081,19.977,19.7103,19.9326,293205.0
2021-06-04,19.8259,19.9682,19.6659,19.8348,254864.0
2021-06-05,19.8259,19.9682,19.6659,19.8348,254864.0
2021-06-06,19.8259,19.9682,19.6659,19.8348,254864.0
2021-06-07,19.8615,20.0215,19.7903,19.9859,251229.0
2021-06-08,19.7992,20.1993,19.7548,20.0926,279712.0
2021-06-09,19.9682,19.9948,19.7815,19.8081,319253.0
2021-06-10,20.1015,20.4305,19.5948,19.6125,305846.0
2021-06-11,19.6748,19.9059,19.5503,19.6036,233213.0
2021-06-12,19.6748,19.9059,19.5503,19.6036,233213.0
2021-06-13,19.6748,19.9059,19.5503,19.6036,233213.0
2021-06-14,19.4703,19.7726,19.248,19.3992,425407.0
2021-06-15,19.5147,19.897,19.4081,19.7281,325928.0
2021-06-16,19.6214,20.1326,19.4792,20.0304,367700.0
2021-06-17,20.1549,20.1815,19.1147,19.2125,651144.0
2021-06-18,18.8924,20.1726,18.3234,18.3412,1553609.0
2021-06-19,18.8924,20.1726,18.3234,18.3412,1553609.0
2021-06-20,18.8924,20.1726,18.3234,18.3412,1553609.0
2021-06-21,18.5101,19.2213,18.5101,18.9902,516035.0
2021-06-22,18.9546,19.5903,18.6168,18.9902,303552.0
2021-06-23,19.0258,19.0346,18.6879,18.7146,566216.0
2021-06-24,18.7324,19.1058,18.6435,19.0524,349090.0
2021-06-25,19.0791,19.3103,18.9644,19.1858,1021906.0
2021-06-26,19.0791,19.3103,18.9644,19.1858,1021906.0
2021-06-27,19.0791,19.3103,18.9644,19.1858,1021906.0
2021-06-28,19.0613,19.0613,18.4568,18.6079,426831.0
2021-06-29,18.7873,18.9307,18.4555,18.4734,213167.0
2021-06-30,18.3837,18.6438,18.3837,18.4644,355136.0
2021-07-01,18.6169,18.6527,18.433,18.5451,337524.0
2021-07-02,18.4555,18.4734,18.1685,18.2044,348279.0
2021-07-03,18.4555,18.4734,18.1685,18.2044,348279.0
2021-07-04,18.4555,18.4734,18.1685,18.2044,348279.0
2021-07-05,18.4555,18.4734,18.1685,18.2044,348279.0
2021-07-06,18.7021,18.7021,17.6663,17.8815,537686.0
2021-07-07,17.6753,17.9622,17.6484,17.7649,516634.0
2021-07-08,17.4511,17.6304,17.2089,17.3793,734776.0
2021-07-09,17.738,17.9533,17.617,17.8815,710903.0
2021-07-10,17.738,17.9533,17.617,17.8815,710903.0
2021-07-11,17.738,17.9533,17.617,17.8815,710903.0
2021-07-12,17.747,18.1864,17.5497,18.0698,706411.0
2021-07-13,18.016,18.016,17.4692,17.6573,521558.0
2021-07-14,17.6842,17.8546,17.4869,17.7022,303264.0
2021-07-15,17.5946,18.0698,17.4825,18.0519,390953.0
2021-07-16,18.1685,18.1864,17.5946,17.6663,500152.0
2021-07-17,18.1685,18.1864,17.5946,17.6663,500152.0
2021-07-18,18.1685,18.1864,17.5946,17.6663,500152.0
2021-07-19,17.3166,17.4959,17.0206,17.1641,533407.0
2021-07-20,17.191,17.8546,17.182,17.3345,747865.0
2021-07-21,17.469,17.738,17.4511,17.6304,429595.0
2021-07-22,17.0296,17.6484,17.0296,17.2179,406494.0
2021-07-23,17.4421,17.6125,17.2448,17.3076,381448.0
2021-07-24,17.4421,17.6125,17.2448,17.3076,381448.0
2021-07-25,17.4421,17.6125,17.2448,17.3076,381448.0
2021-07-26,17.3255,17.6932,17.2897,17.3614,302936.0
2021-07-27,17.191,17.3614,17.0475,17.2448,296247.0
2021-07-28,16.8771,17.3973,16.8771,17.2628,650943.0
2021-07-29,17.4959,17.8636,17.2448,17.2717,339233.0
2021-07-30,17.1641,17.4242,16.8817,17.0924,446253.0
2021-07-31,17.1641,17.4242,16.8817,17.0924,446253.0
2021-08-01,17.1641,17.4242,16.8817,17.0924,446253.0
2021-08-02,17.1372,17.5407,16.9847,17.0296,555382.0
2021-08-03,17.1372,17.3435,16.9309,17.2628,488387.0
2021-08-04,17.0206,17.2179,16.9131,17.1193,334220.0
2021-08-05,17.3973,17.469,17.2717,17.4511,589993.0
2021-08-06,17.5766,18.0609,17.5766,17.8367,436749.0
2021-08-07,17.5766,18.0609,17.5766,17.8367,436749.0
2021-08-08,17.5766,18.0609,17.5766,17.8367,436749.0
2021-08-09,17.7649,17.8905,17.5677,17.6035,317203.0
2021-08-10,17.5856,17.8636,17.4421,17.8636,331131.0
2021-08-11,17.9353,18.1236,17.6753,18.0967,389739.0
2021-08-12,18.0967,18.155,17.9533,18.1147,611148.0
2021-08-13,18.1595,18.1954,18.016,18.1595,461036.0
2021-08-14,18.1595,18.1954,18.016,18.1595,461036.0
2021-08-15,18.1595,18.1954,18.016,18.1595,461036.0
2021-08-16,18.0429,18.1595,17.8815,18.1326,563673.0
2021-08-17,18.0429,18.2044,17.8546,18.0878,505186.0
2021-08-18,18.025,18.1326,17.8636,18.0429,563871.0
2021-08-19,17.9264,18.1057,17.756,17.8277,546275.0
2021-08-20,17.8187,18.3209,17.7918,18.2402,423992.0
2021-08-21,17.8187,18.3209,17.7918,18.2402,423992.0
2021-08-22,17.8187,18.3209,17.7918,18.2402,423992.0
2021-08-23,18.294,18.4285,18.2044,18.2223,241912.0
2021-08-24,18.2402,18.312,18.1147,18.2044,234639.0
2021-08-25,18.2313,18.3568,18.0878,18.0878,408739.0
2021-08-26,18.1416,18.1685,17.877,17.8815,280779.0
2021-08-27,17.8995,18.3927,17.8995,18.3389,367089.0
2021-08-28,17.8995,18.3927,17.8995,18.3389,367089.0
2021-08-29,17.8995,18.3927,17.8995,18.3389,367089.0
2021-08-30,18.3837,18.3837,18.034,18.1595,411733.0
2021-08-31,18.1416,18.5362,18.1416,18.2582,432097.0
2021-09-01,18.3209,18.3209,17.9712,18.0698,250023.0
2021-09-02,18.0967,18.312,17.9802,17.9981,312658.0
2021-09-03,18.0519,18.1416,17.8636,17.8815,354929.0
2021-09-04,18.0519,18.1416,17.8636,17.8815,354929.0
2021-09-05,18.0519,18.1416,17.8636,17.8815,354929.0
2021-09-06,18.0519,18.1416,17.8636,17.8815,354929.0
2021-09-07,17.9084,18.0967,17.738,17.8367,310695.0
2021-09-08,17.7111,17.9353,17.4331,17.5497,400265.0
2021-09-09,17.5138,17.7649,17.2448,17.5946,406974.0
2021-09-10,17.6304,17.7649,17.2628,17.2986,499980.0
2021-09-11,17.6304,17.7649,17.2628,17.2986,499980.0
2021-09-12,17.6304,17.7649,17.2628,17.2986,499980.0
2021-09-13,17.4511,17.5138,17.0296,17.1731,513327.0
2021-09-14,17.191,17.191,16.922,17.0834,518491.0
2021-09-15,17.0744,17.3524,17.0251,17.0655,468116.0
2021-09-16,17.191,17.191,16.9399,17.0565,433420.0
2021-09-17,17.1372,17.4869,17.0206,17.3166,1960430.0
2021-09-18,17.1372,17.4869,17.0206,17.3166,1960430.0
2021-09-19,17.1372,17.4869,17.0206,17.3166,1960430.0
2021-09-20,16.9937,17.1103,16.7875,16.9399,910704.0
2021-09-21,16.7919,17.2358,16.7919,17.0296,473378.0
2021-09-22,17.182,17.478,17.0206,17.0834,603367.0
2021-09-23,17.2269,17.6528,17.1282,17.469,579570.0
2021-09-24,17.5049,17.8367,17.5049,17.7291,603872.0
2021-09-25,17.5049,17.8367,17.5049,17.7291,603872.0
2021-09-26,17.5049,17.8367,17.5049,17.7291,603872.0
2021-09-27,17.8546,18.572,17.8546,18.3927,627684.0
2021-09-28,18.4375,18.5182,18.1954,18.2851,469406.0
2021-09-29,18.2671,18.6079,18.1864,18.4913,506111.0
2021-09-30,18.5541,18.6348,18.2582,18.2671,429327.0
2021-10-01,18.2761,18.6976,18.1775,18.5093,642795.0
2021-10-02,18.2761,18.6976,18.1775,18.5093,642795.0
2021-10-03,18.2761,18.6976,18.1775,18.5093,642795.0
2021-10-04,18.4824,18.6796,18.312,18.3747,335831.0
2021-10-05,18.429,18.5195,18.239,18.3747,576081.0
2021-10-06,18.2481,18.4336,18.049,18.2662,458410.0
2021-10-07,18.4109,18.5376,18.2888,18.3205,614790.0
2021-10-08,18.2843,18.4562,18.0943,18.3928,336352.0
2021-10-09,18.2843,18.4562,18.0943,18.3928,336352.0
2021-10-10,18.2843,18.4562,18.0943,18.3928,336352.0
2021-10-11,18.5557,18.5557,18.0671,18.0671,336461.0
2021-10-12,18.031,18.1305,17.841,17.9495,499126.0
2021-10-13,17.9224,17.9495,17.6329,17.8681,392042.0
2021-10-14,18.1033,18.1033,17.9224,18.0943,359204.0
2021-10-15,18.3657,18.3657,18.0671,18.0852,448470.0
2021-10-16,18.3657,18.3657,18.0671,18.0852,448470.0
2021-10-17,18.3657,18.3657,18.0671,18.0852,448470.0
2021-10-18,18.0219,18.1848,17.7957,17.8319,405873.0
2021-10-19,17.9043,17.9948,17.5876,17.9586,534391.0
2021-10-20,17.9314,18.2752,17.9043,18.2481,457176.0
2021-10-21,18.6733,18.6733,17.8229,17.9857,404484.0
2021-10-22,17.9586,18.1033,17.6962,17.8229,536557.0
2021-10-23,17.9586,18.1033,17.6962,17.8229,536557.0
2021-10-24,17.9586,18.1033,17.6962,17.8229,536557.0
2021-10-25,17.8048,18.0129,17.651,17.9495,431789.0
2021-10-26,17.9405,18.0038,17.7595,17.8048,607266.0
2021-10-27,17.7324,18.0762,17.6057,17.6148,889285.0
2021-10-28,17.66,18.1395,17.66,17.9495,568882.0
2021-10-29,17.9586,18.1305,17.8862,18.1124,893313.0
2021-10-30,17.9586,18.1305,17.8862,18.1124,893313.0
2021-10-31,17.9586,18.1305,17.8862,18.1124,893313.0
2021-11-01,18.1667,18.809,18.1214,18.7728,842060.0
2021-11-02,18.8452,18.8452,18.3567,18.4019,385817.0
2021-11-03,18.3567,19.0804,18.1848,18.99,428695.0
2021-11-04,18.9266,18.9266,18.3838,18.6281,543348.0
2021-11-05,18.7819,19.0261,18.619,18.8995,566561.0
2021-11-06,18.7819,19.0261,18.619,18.8995,566561.0
2021-11-07,18.7819,19.0261,18.619,18.8995,566561.0
2021-11-08,18.9628,19.2107,18.6552,18.6823,477320.0
2021-11-09,18.5828,18.8542,18.3928,18.7547,358372.0
2021-11-10,18.8,18.9719,18.7366,18.7547,434029.0
2021-11-11,18.7819,18.9357,18.619,18.8181,300667.0
2021-11-12,18.8452,18.8542,18.5195,18.6823,394675.0
2021-11-13,18.8452,18.8542,18.5195,18.6823,394675.0
2021-11-14,18.8452,18.8542,18.5195,18.6823,394675.0
2021-11-15,18.7457,18.8678,18.6371,18.7004,480297.0
2021-11-16,18.7095,18.9176,18.42,18.9085,420527.0
2021-11-17,18.8904,18.9266,18.6823,18.9085,467943.0
2021-11-18,18.9719,18.9719,18.7457,18.8723,658963.0
2021-11-19,18.7004,18.7683,18.4652,18.6552,334640.0
2021-11-20,18.7004,18.7683,18.4652,18.6552,334640.0
2021-11-21,18.7004,18.7683,18.4652,18.6552,334640.0
2021-11-22,18.8271,19.3337,18.7638,18.9447,463534.0
2021-11-23,19.1076,19.2252,18.9357,18.9538,378579.0
2021-11-24,18.8995,19.0352,18.6643,18.6823,204972.0
2021-11-25,18.8995,19.0352,18.6643,18.6823,204972.0
2021-11-26,18.1033,18.5557,17.3162,17.7414,483154.0
2021-11-27,18.1033,18.5557,17.3162,17.7414,483154.0
2021-11-28,18.1033,18.5557,17.3162,17.7414,483154.0
2021-11-29,17.9586,18.4109,17.4791,17.5243,516024.0
2021-11-30,17.2891,18.0943,17.1896,17.2891,508528.0
2021-12-01,17.6872,18.7638,17.3434,17.3977,472506.0
2021-12-02,17.5876,18.2119,17.4791,18.1576,575325.0
2021-12-03,18.2209,18.23,17.6691,18.0219,435522.0
2021-12-04,18.2209,18.23,17.6691,18.0219,435522.0
2021-12-05,18.2209,18.23,17.6691,18.0219,435522.0
2021-12-06,18.3295,18.9719,18.0943,18.4833,632369.0
2021-12-07,18.6009,18.6281,18.3567,18.4833,827296.0
2021-12-08,18.5738,18.7909,18.5421,18.7457,819608.0
2021-12-09,18.5738,18.8226,18.42,18.5738,840649.0
2021-12-10,18.6823,18.99,18.5602,18.99,536809.0
2021-12-11,18.6823,18.99,18.5602,18.99,536809.0
2021-12-12,18.6823,18.99,18.5602,18.99,536809.0
2021-12-13,18.8995,18.9357,18.5647,18.8361,918622.0
2021-12-14,18.8633,19.4333,18.8633,19.2976,795276.0
2021-12-15,19.3971,19.6052,19.0356,19.2342,2215846.0
2021-12-16,19.4875,19.6956,19.2161,19.4966,935667.0
2021-12-17,19.388,19.5871,18.8633,19.1799,3795897.0
2021-12-18,19.388,19.5871,18.8633,19.1799,3795897.0
2021-12-19,19.388,19.5871,18.8633,19.1799,3795897.0
2021-12-20,18.9357,19.1618,18.4743,18.9176,887594.0
2021-12-21,18.999,19.3247,18.999,19.1528,616521.0
2021-12-22,19.1528,19.3066,18.9556,19.2976,438556.0
2021-12-23,19.4061,19.5509,19.3247,19.4694,428429.0
2021-12-24,19.4061,19.5509,19.3247,19.4694,428429.0
2021-12-25,19.4061,19.5509,19.3247,19.4694,428429.0
2021-12-26,19.4061,19.5509,19.3247,19.4694,428429.0
2021-12-27,19.5056,19.768,19.2614,19.5056,513502.0
2021-12-28,19.4418,19.6699,19.4327,19.5421,432281.0
2021-12-29,19.533,19.6151,19.3597,19.5513,276771.0
2021-12-30,19.533,19.6972,19.4463,19.5148,354829.0
2021-12-31,19.5148,19.5969,19.3962,19.533,283179.0
2022-01-01,19.5148,19.5969,19.3962,19.533,283179.0
2022-01-02,19.5148,19.5969,19.3962,19.533,283179.0
2022-01-03,19.6699,19.9801,19.4892,19.6881,923216.0
2022-01-04,19.8341,20.1716,19.5786,19.9709,681422.0
2022-01-05,20.1078,20.3176,19.9527,19.9983,554068.0
2022-01-06,20.345,20.6643,20.1461,20.6187,611249.0
2022-01-07,20.6825,20.9198,20.491,20.865,660410.0
2022-01-08,20.6825,20.9198,20.491,20.865,660410.0
2022-01-09,20.6825,20.9198,20.491,20.865,660410.0
2022-01-10,21.0201,21.4398,20.7829,21.385,1141705.0
2022-01-11,21.3759,21.3759,21.011,21.157,812054.0
2022-01-12,21.1752,21.2938,20.9471,21.0657,807114.0
2022-01-13,21.157,21.4033,20.9882,21.1661,502189.0
2022-01-14,20.9745,21.3577,20.8012,21.3212,662493.0
2022-01-15,20.9745,21.3577,20.8012,21.3212,662493.0
2022-01-16,20.9745,21.3577,20.8012,21.3212,662493.0
2022-01-17,20.9745,21.3577,20.8012,21.3212,662493.0
2022-01-18,21.3303,21.4124,21.084,21.1843,699918.0
2022-01-19,21.2391,21.2391,20.7373,20.8376,770842.0
2022-01-20,20.865,21.0338,20.3085,20.3541,1077287.0
2022-01-21,20.1443,20.7829,20.1443,20.3359,818604.0
2022-01-22,20.1443,20.7829,20.1443,20.3359,818604.0
2022-01-23,20.1443,20.7829,20.1443,20.3359,818604.0
2022-01-24,20.1078,20.7373,20.1078,20.6552,739887.0
2022-01-25,20.8559,20.9198,20.1716,20.719,560268.0
2022-01-26,20.719,20.8969,20.0987,20.5001,652842.0
2022-01-27,20.9198,21.084,20.1899,20.3267,596181.0
2022-01-28,20.2264,20.418,19.7246,20.1625,625072.0
2022-01-29,20.2264,20.418,19.7246,20.1625,625072.0
2022-01-30,20.2264,20.418,19.7246,20.1625,625072.0
2022-01-31,19.9618,20.1169,19.5604,20.0987,751854.0
2022-02-01,19.9801,20.1625,19.6972,20.0804,563172.0
2022-02-02,20.2081,20.8833,20.1625,20.3541,1121329.0
2022-02-03,20.4089,20.7738,20.3359,20.5366,1184637.0
2022-02-04,20.5548,20.8741,20.418,20.792,1070475.0
2022-02-05,20.5548,20.8741,20.418,20.792,1070475.0
2022-02-06,20.5548,20.8741,20.418,20.792,1070475.0
2022-02-07,20.792,21.0977,20.6734,21.0749,764737.0
2022-02-08,21.1752,21.7135,21.0931,21.6314,860331.0
2022-02-09,21.5858,21.6679,21.2391,21.3942,864231.0
2022-02-10,21.4945,21.7409,21.458,21.5858,726363.0
2022-02-11,21.4945,21.9324,21.4854,21.6223,927994.0
2022-02-12,21.4945,21.9324,21.4854,21.6223,927994.0
2022-02-13,21.4945,21.9324,21.4854,21.6223,927994.0
2022-02-14,21.7226,21.7773,21.4033,21.4672,878627.0
2022-02-15,21.5493,21.9051,21.5493,21.8777,754039.0
2022-02-16,21.8321,21.9781,21.7591,21.8686,591314.0
2022-02-17,21.6679,21.8412,21.5584,21.6496,859816.0
2022-02-18,21.5766,22.0602,21.5675,21.8595,1173979.0
2022-02-19,21.5766,22.0602,21.5675,21.8595,1173979.0
2022-02-20,21.5766,22.0602,21.5675,21.8595,1173979.0
2022-02-21,21.5766,22.0602,21.5675,21.8595,1173979.0
2022-02-22,21.823,22.0693,21.6861,21.823,848763.0
2022-02-23,21.8777,22.0146,21.344,21.4489,860286.0
2022-02-24,20.9836,20.9836,20.2538,20.8924,885143.0
2022-02-25,21.0384,21.6952,21.0384,21.5584,533593.0
2022-02-26,21.0384,21.6952,21.0384,21.5584,533593.0
2022-02-27,21.0384,21.6952,21.0384,21.5584,533593.0
2022-02-28,21.2208,21.6724,20.8924,21.5128,858146.0
2022-03-01,21.3394,21.604,20.5457,20.9015,1019938.0
2022-03-02,21.1296,21.5858,21.1296,21.3303,753351.0
2022-03-03,21.3394,21.5812,21.2756,21.4763,770767.0
2022-03-04,21.1296,21.2664,20.9745,21.2026,784751.0
2022-03-05,21.1296,21.2664,20.9745,21.2026,784751.0
2022-03-06,21.1296,21.2664,20.9745,21.2026,784751.0
2022-03-07,21.1387,21.7773,20.938,21.0657,1250804.0
2022-03-08,21.2299,21.4672,20.7738,20.7829,987042.0
2022-03-09,21.1205,21.3668,21.0064,21.0749,700478.0
2022-03-10,20.9106,21.2573,20.9106,21.2026,985462.0
2022-03-11,21.2573,21.531,21.2117,21.4124,883686.0
2022-03-12,21.2573,21.531,21.2117,21.4124,883686.0
2022-03-13,21.2573,21.531,21.2117,21.4124,883686.0
2022-03-14,21.5675,22.2335,21.4672,21.8686,1338553.0
2022-03-15,21.9781,22.1696,21.4398,21.6405,1063120.0
2022-03-16,21.8047,22.1332,21.6496,21.7956,1096753.0
2022-03-17,21.5949,21.7317,21.3394,21.4854,1098946.0
2022-03-18,21.5401,21.5401,20.8741,20.8741,5615464.0
2022-03-19,21.5401,21.5401,20.8741,20.8741,5615464.0
2022-03-20,21.5401,21.5401,20.8741,20.8741,5615464.0
2022-03-21,20.9745,21.5036,20.9654,21.2756,1485668.0
2022-03-22,21.3029,21.5994,21.2619,21.4215,1317600.0
2022-03-23,21.3668,21.4672,21.0019,21.0384,1094076.0
2022-03-24,21.1387,21.3029,20.938,21.2573,834183.0
2022-03-25,21.3486,21.8777,21.2664,21.8777,929360.0
2022-03-26,21.3486,21.8777,21.2664,21.8777,929360.0
2022-03-27,21.3486,21.8777,21.2664,21.8777,929360.0
2022-03-28,21.8412,21.8412,21.3759,21.7591,962364.0
2022-03-29,21.896,22.0237,21.6542,21.9416,1223314.0
2022-03-30,21.9507,22.0054,21.2163,21.3577,1221281.0
2022-03-31,21.2756,21.5036,21.1296,21.1752,888960.0
2022-04-01,21.3212,21.385,20.9927,21.084,1168886.0
2022-04-02,21.3212,21.385,20.9927,21.084,1168886.0
2022-04-03,21.3212,21.385,20.9927,21.084,1168886.0
2022-04-04,21.1205,21.2573,20.8012,21.1935,1331706.0
2022-04-05,21.1659,21.4049,20.982,21.0188,1101096.0
2022-04-06,20.936,21.1291,20.8073,20.936,1385062.0
2022-04-07,20.9728,20.9728,20.5636,20.7429,1197402.0
2022-04-08,20.8533,21.0464,20.697,20.8073,825138.0
2022-04-09,20.8533,21.0464,20.697,20.8073,825138.0
2022-04-10,20.8533,21.0464,20.697,20.8073,825138.0
2022-04-11,20.7797,21.1567,20.7797,20.8808,996318.0
2022-04-12,20.7981,21.1383,20.7981,20.9268,953120.0
2022-04-13,20.8533,21.0877,20.7889,20.9912,586336.0
2022-04-14,21.0004,21.1567,20.7245,20.936,684735.0
2022-04-15,21.0004,21.1567,20.7245,20.936,684735.0
2022-04-16,21.0004,21.1567,20.7245,20.936,684735.0
2022-04-17,21.0004,21.1567,20.7245,20.936,684735.0
2022-04-18,21.2394,21.2394,20.8441,21.0464,925633.0
2022-04-19,21.1291,21.713,21.0739,21.644,1018565.0
2022-04-20,21.8647,22.021,21.6624,21.8371,928471.0
2022-04-21,21.3774,22.4071,21.3774,22.1865,1677105.0
2022-04-22,22.2876,22.306,21.9934,22.0118,972173.0
2022-04-23,22.2876,22.306,21.9934,22.0118,972173.0
2022-04-24,22.2876,22.306,21.9934,22.0118,972173.0
2022-04-25,21.9658,22.1497,21.7727,22.0578,1079186.0
2022-04-26,21.8003,22.0532,21.575,21.6072,1152985.0
2022-04-27,21.5888,21.8555,21.4601,21.5796,840889.0
2022-04-28,21.6992,21.8923,21.5199,21.7543,753428.0
2022-04-29,21.7176,21.9106,21.0509,21.1659,796619.0
2022-04-30,21.7176,21.9106,21.0509,21.1659,796619.0
2022-05-01,21.7176,21.9106,21.0509,21.1659,796619.0
2022-05-02,21.1843,21.5796,21.0372,21.3865,1036819.0
2022-05-03,21.4509,21.7084,21.2578,21.4877,578479.0
2022-05-04,21.5704,22.1865,21.4785,22.1497,1056342.0
2022-05-05,21.9658,22.1313,21.5521,21.8739,709259.0
2022-05-06,21.8739,21.9382,21.5153,21.7911,599989.0
2022-05-07,21.8739,21.9382,21.5153,21.7911,599989.0
2022-05-08,21.8739,21.9382,21.5153,21.7911,599989.0
2022-05-09,21.644,22.021,21.5594,21.8279,694865.0
2022-05-10,21.8095,22.0394,21.1383,21.4969,935035.0
2022-05-11,21.5796,21.9763,21.4785,21.5429,721643.0
2022-05-12,21.4969,21.6624,21.0739,21.5245,916009.0
2022-05-13,21.6164,21.9106,21.4969,21.6992,737815.0
2022-05-14,21.6164,21.9106,21.4969,21.6992,737815.0
2022-05-15,21.6164,21.9106,21.4969,21.6992,737815.0
2022-05-16,21.6164,21.8279,21.359,21.644,586020.0
2022-05-17,21.8739,22.2416,21.8463,22.1589,738879.0
2022-05-18,22.0945,22.2968,21.8739,21.9842,1374883.0
2022-05-19,21.7727,22.0394,21.6624,21.6992,969636.0
2022-05-20,21.8187,21.975,21.4877,21.9566,1141721.0
2022-05-21,21.8187,21.975,21.4877,21.9566,1141721.0
2022-05-22,21.8187,21.975,21.4877,21.9566,1141721.0
2022-05-23,22.2508,22.5451,22.0991,22.2324,833149.0
2022-05-24,22.2049,22.352,21.8187,22.2692,909112.0
