,OMF US Equity,OMF US Equity,OMF US Equity,OMF US Equity,OMF US Equity
2020-03-12,17.6233,18.7293,16.9283,17.4058,2693265.0
2020-03-13,18.548,19.1101,17.5387,19.0859,1238599.0
2020-03-14,18.548,19.1101,17.5387,19.0859,1238599.0
2020-03-15,18.548,19.1101,17.5387,19.0859,1238599.0
2020-03-16,15.8344,17.0108,15.0487,15.0487,1733388.0
2020-03-17,15.3751,15.4295,12.6373,12.9334,3489736.0
2020-03-18,11.8033,11.8818,7.3793,8.6666,2741699.0
2020-03-19,8.5699,11.2896,8.0079,10.2077,2448275.0
2020-03-20,10.6006,13.3384,10.4978,11.0478,3825708.0
2020-03-21,10.6006,13.3384,10.4978,11.0478,3825708.0
2020-03-22,10.6006,13.3384,10.4978,11.0478,3825708.0
2020-03-23,10.7456,11.1385,10.2198,10.6006,1871917.0
2020-03-24,11.489,12.3774,11.2291,12.2445,1232037.0
2020-03-25,12.7038,14.6559,12.2656,13.2054,1303106.0
2020-03-26,13.3867,14.9309,13.3142,13.6768,2087251.0
2020-03-27,13.0362,13.7675,12.3049,13.5438,1225480.0
2020-03-28,13.0362,13.7675,12.3049,13.5438,1225480.0
2020-03-29,13.0362,13.7675,12.3049,13.5438,1225480.0
2020-03-30,13.1147,13.2779,11.6386,12.0632,1401628.0
2020-03-31,12.1115,12.2233,11.1506,11.5555,1643520.0
2020-04-01,10.7698,10.8061,9.5188,9.8753,1664305.0
2020-04-02,9.7605,10.7638,9.5671,10.1957,1789941.0
2020-04-03,10.238,10.238,8.8358,9.2287,1870562.0
2020-04-04,10.238,10.238,8.8358,9.2287,1870562.0
2020-04-05,10.238,10.238,8.8358,9.2287,1870562.0
2020-04-06,9.9841,10.8121,9.6819,10.6671,1549256.0
2020-04-07,11.7005,12.8247,11.4226,11.483,3399172.0
2020-04-08,11.9181,12.4499,11.5917,12.1599,1996556.0
2020-04-09,13.0483,13.9427,12.7944,13.4713,2497883.0
2020-04-10,13.0483,13.9427,12.7944,13.4713,2497883.0
2020-04-11,13.0483,13.9427,12.7944,13.4713,2497883.0
2020-04-12,13.0483,13.9427,12.7944,13.4713,2497883.0
2020-04-13,13.7977,13.7977,12.2868,12.601,1227567.0
2020-04-14,12.9093,13.2417,11.8335,12.2384,1510644.0
2020-04-15,11.5857,11.6703,10.9934,11.2291,1236297.0
2020-04-16,11.1808,11.4104,10.6066,10.7094,1376547.0
2020-04-17,11.6099,12.6373,11.5374,12.5587,2436341.0
2020-04-18,11.6099,12.6373,11.5374,12.5587,2436341.0
2020-04-19,11.6099,12.6373,11.5374,12.5587,2436341.0
2020-04-20,11.8577,12.2142,11.3863,11.8033,1353279.0
2020-04-21,11.1083,11.5393,10.8,11.0418,1177250.0
2020-04-22,11.3258,11.4147,10.516,10.8242,1060331.0
2020-04-23,10.9209,11.4588,10.9028,11.0539,1150104.0
2020-04-24,11.1203,11.6703,10.9149,11.5253,1002795.0
2020-04-25,11.1203,11.6703,10.9149,11.5253,1002795.0
2020-04-26,11.1203,11.6703,10.9149,11.5253,1002795.0
2020-04-27,11.6038,12.5406,11.4225,12.4137,1362995.0
2020-04-28,13.4411,14.5411,13.284,13.8823,2495642.0
2020-04-29,14.6921,16.1849,14.6136,15.8888,2126839.0
2020-04-30,15.2482,15.363,14.2449,14.6317,1408568.0
2020-05-01,13.979,14.1422,13.3142,13.5922,1005363.0
2020-05-02,13.979,14.1422,13.3142,13.5922,1005363.0
2020-05-03,13.979,14.1422,13.3142,13.5922,1005363.0
2020-05-04,12.9214,13.562,12.462,13.4592,865240.0
2020-05-05,13.7372,14.257,13.1994,13.3081,985745.0
2020-05-06,13.4653,13.6224,12.5708,12.6071,846921.0
2020-05-07,12.7944,13.3595,12.728,12.8186,1322821.0
2020-05-08,13.1571,13.6043,13.0483,13.5741,1117113.0
2020-05-09,13.1571,13.6043,13.0483,13.5741,1117113.0
2020-05-10,13.1571,13.6043,13.0483,13.5741,1117113.0
2020-05-11,13.145,13.3746,12.8549,12.8609,2437288.0
2020-05-12,12.7703,13.1389,11.7519,11.9,2276818.0
2020-05-13,11.8395,11.8456,11.0055,11.2473,962061.0
2020-05-14,11.1687,12.3714,10.7683,12.3351,1073813.0
2020-05-15,12.0934,12.6071,11.9241,12.2142,1140166.0
2020-05-16,12.0934,12.6071,11.9241,12.2142,1140166.0
2020-05-17,12.0934,12.6071,11.9241,12.2142,1140166.0
2020-05-18,13.1812,13.7312,13.006,13.3746,1720853.0
2020-05-19,13.2114,13.6405,12.6796,13.1147,660469.0
2020-05-20,13.4653,13.9548,13.1268,13.3263,802877.0
2020-05-21,13.2477,13.6708,13.1752,13.2961,561149.0
2020-05-22,13.3988,13.4048,12.8428,13.0966,769824.0
2020-05-23,13.3988,13.4048,12.8428,13.0966,769824.0
2020-05-24,13.3988,13.4048,12.8428,13.0966,769824.0
2020-05-25,13.3988,13.4048,12.8428,13.0966,769824.0
2020-05-26,13.9004,14.6015,13.9004,14.2147,1227787.0
2020-05-27,15.2421,15.6078,14.5759,15.4839,1056820.0
2020-05-28,15.7104,15.7104,14.9145,15.2267,1122111.0
2020-05-29,15.0369,15.0369,14.0634,14.2839,1333344.0
2020-05-30,15.0369,15.0369,14.0634,14.2839,1333344.0
2020-05-31,15.0369,15.0369,14.0634,14.2839,1333344.0
2020-06-01,14.3757,15.3614,14.2288,15.1104,923002.0
2020-06-02,15.4165,16.1022,15.3416,15.7165,1539226.0
2020-06-03,16.3778,16.9716,16.1941,16.7757,1516685.0
2020-06-04,16.6227,17.088,16.2873,17.0635,1088853.0
2020-06-05,18.7717,19.8982,18.1043,18.4288,1780983.0
2020-06-06,18.7717,19.8982,18.1043,18.4288,1780983.0
2020-06-07,18.7717,19.8982,18.1043,18.4288,1780983.0
2020-06-08,19.2125,19.6472,18.6645,19.3166,1509496.0
2020-06-09,18.5329,18.8268,17.9941,18.1839,791958.0
2020-06-10,17.9696,18.2516,16.8614,16.941,997218.0
2020-06-11,15.3124,16.0288,15.0124,15.0124,927038.0
2020-06-12,16.2492,16.4038,15.2635,16.2308,899074.0
2020-06-13,16.2492,16.4038,15.2635,16.2308,899074.0
2020-06-14,16.2492,16.4038,15.2635,16.2308,899074.0
2020-06-15,15.2084,16.6165,15.1533,16.488,1002122.0
2020-06-16,17.6635,17.6635,16.3104,16.6227,987887.0
2020-06-17,16.6104,16.6594,15.8757,16.1267,1204258.0
2020-06-18,15.8635,16.4329,15.6492,15.9492,592764.0
2020-06-19,16.39,16.39,15.3614,15.8941,850663.0
2020-06-20,16.39,16.39,15.3614,15.8941,850663.0
2020-06-21,16.39,16.39,15.3614,15.8941,850663.0
2020-06-22,15.7104,16.0227,15.441,15.8818,498408.0
2020-06-23,16.2431,16.2431,15.9431,16.0594,783136.0
2020-06-24,15.5696,15.7349,15.0063,15.288,669397.0
2020-06-25,15.0186,15.6308,14.7186,15.6002,599995.0
2020-06-26,15.239,15.239,14.3941,14.5043,1074458.0
2020-06-27,15.239,15.239,14.3941,14.5043,1074458.0
2020-06-28,15.239,15.239,14.3941,14.5043,1074458.0
2020-06-29,14.6941,14.9573,14.3555,14.8043,705423.0
2020-06-30,14.5839,15.0982,14.4553,15.0247,681599.0
2020-07-01,15.1349,15.5696,14.5165,14.5349,1357073.0
2020-07-02,15.0431,15.5757,14.7086,14.7737,554536.0
2020-07-03,15.0431,15.5757,14.7086,14.7737,554536.0
2020-07-04,15.0431,15.5757,14.7086,14.7737,554536.0
2020-07-05,15.0431,15.5757,14.7086,14.7737,554536.0
2020-07-06,15.3492,15.741,15.0951,15.3675,906896.0
2020-07-07,15.1716,15.3492,14.3879,14.4247,849618.0
2020-07-08,14.4247,14.8839,14.2777,14.6696,659001.0
2020-07-09,14.5655,14.642,13.6532,13.8492,1143354.0
2020-07-10,13.7206,14.4063,13.6226,14.3941,692508.0
2020-07-11,13.7206,14.4063,13.6226,14.3941,692508.0
2020-07-12,13.7206,14.4063,13.6226,14.3941,692508.0
2020-07-13,14.6084,14.9022,14.1798,14.3696,824809.0
2020-07-14,14.2471,14.792,14.0634,14.541,848335.0
2020-07-15,14.8961,15.3431,14.6879,15.2512,693243.0
2020-07-16,15.0859,15.3982,14.6941,15.2573,830712.0
2020-07-17,15.3002,15.3124,14.6879,14.7002,651507.0
2020-07-18,15.3002,15.3124,14.6879,14.7002,651507.0
2020-07-19,15.3002,15.3124,14.6879,14.7002,651507.0
2020-07-20,14.639,14.8288,14.3328,14.5471,576331.0
2020-07-21,14.841,15.7288,14.7553,15.5635,1113135.0
2020-07-22,15.4961,15.9614,15.4961,15.7533,533565.0
2020-07-23,15.5329,15.9186,15.4104,15.5084,924283.0
2020-07-24,15.539,15.6186,15.2328,15.4288,654401.0
2020-07-25,15.539,15.6186,15.2328,15.4288,654401.0
2020-07-26,15.539,15.6186,15.2328,15.4288,654401.0
2020-07-27,15.2635,15.7104,14.9696,15.588,715073.0
2020-07-28,17.6941,18.0615,17.0145,17.4186,3264918.0
2020-07-29,17.541,17.9819,17.437,17.7431,1018629.0
2020-07-30,17.241,17.7553,17.1738,17.6941,850870.0
2020-07-31,17.6451,17.7553,17.1614,17.5717,1169880.0
2020-08-01,17.6451,17.7553,17.1614,17.5717,1169880.0
2020-08-02,17.6451,17.7553,17.1614,17.5717,1169880.0
2020-08-03,17.6574,17.9669,17.5349,17.7002,1169718.0
2020-08-04,17.9451,18.2145,17.7676,18.1349,1189693.0
2020-08-05,18.3676,19.6411,18.3504,19.5737,2053277.0
2020-08-06,19.6839,19.8064,19.3594,19.6227,2131810.0
2020-08-07,19.3125,19.4776,18.5931,19.4248,1236973.0
2020-08-08,19.3125,19.4776,18.5931,19.4248,1236973.0
2020-08-09,19.3125,19.4776,18.5931,19.4248,1236973.0
2020-08-10,19.4908,20.085,19.4908,19.9332,848604.0
2020-08-11,20.3624,20.8906,20.0652,20.2831,1115331.0
2020-08-12,20.6,20.6198,19.1739,19.6163,920757.0
2020-08-13,19.4182,19.8687,19.2861,19.5634,677253.0
2020-08-14,19.3522,20.0322,19.2861,19.8011,534354.0
2020-08-15,19.3522,20.0322,19.2861,19.8011,534354.0
2020-08-16,19.3522,20.0322,19.2861,19.8011,534354.0
2020-08-17,19.8011,19.8011,19.3258,19.57,587652.0
2020-08-18,19.6691,19.6691,19.022,19.1475,721526.0
2020-08-19,19.2333,19.7087,19.0154,19.3654,459509.0
2020-08-20,18.9692,19.2465,18.7117,18.989,1630482.0
2020-08-21,18.9824,19.1739,18.8504,19.0749,438375.0
2020-08-22,18.9824,19.1739,18.8504,19.0749,438375.0
2020-08-23,18.9824,19.1739,18.8504,19.0749,438375.0
2020-08-24,19.2069,19.9596,19.0484,19.5436,1067033.0
2020-08-25,19.8275,20.0135,19.2663,19.4842,767085.0
2020-08-26,19.438,19.4644,19.0154,19.1277,404193.0
2020-08-27,19.0947,19.7879,19.0947,19.6427,583686.0
2020-08-28,19.7879,19.8804,19.5535,19.8077,305338.0
2020-08-29,19.7879,19.8804,19.5535,19.8077,305338.0
2020-08-30,19.7879,19.8804,19.5535,19.8077,305338.0
2020-08-31,19.8209,19.8209,19.1805,19.2003,577958.0
2020-09-01,18.9692,19.6361,18.824,19.2399,532714.0
2020-09-02,19.2927,19.7153,19.1013,19.6955,434171.0
2020-09-03,19.7351,20.2501,19.2795,19.7549,720352.0
2020-09-04,20.3293,20.9038,19.8077,20.567,888325.0
2020-09-05,20.3293,20.9038,19.8077,20.567,888325.0
2020-09-06,20.3293,20.9038,19.8077,20.567,888325.0
2020-09-07,20.3293,20.9038,19.8077,20.567,888325.0
2020-09-08,20.2831,20.402,19.8011,19.8143,768880.0
2020-09-09,19.986,20.0652,19.6163,19.8606,668644.0
2020-09-10,19.9596,20.3888,19.471,19.4908,632176.0
2020-09-11,19.5568,20.3822,19.405,20.3227,881704.0
2020-09-12,19.5568,20.3822,19.405,20.3227,881704.0
2020-09-13,19.5568,20.3822,19.405,20.3227,881704.0
2020-09-14,20.435,21.1877,20.2556,20.884,783106.0
2020-09-15,21.1084,21.7687,20.983,21.2537,1247800.0
2020-09-16,21.2735,21.7555,20.7585,21.399,669856.0
2020-09-17,20.983,21.7027,20.8774,21.5046,619417.0
2020-09-18,21.4518,21.6697,21.0886,21.1084,1136891.0
2020-09-19,21.4518,21.6697,21.0886,21.1084,1136891.0
2020-09-20,21.4518,21.6697,21.0886,21.1084,1136891.0
2020-09-21,20.567,20.567,19.7087,20.3095,611752.0
2020-09-22,20.468,20.8113,20.085,20.3492,525527.0
2020-09-23,20.4482,20.7321,19.5172,19.537,407379.0
2020-09-24,19.3984,19.7417,18.923,19.2993,784498.0
2020-09-25,19.2333,19.7285,19.0451,19.5172,533614.0
2020-09-26,19.2333,19.7285,19.0451,19.5172,533614.0
2020-09-27,19.2333,19.7285,19.0451,19.5172,533614.0
2020-09-28,20.0322,20.3954,19.8738,20.1313,348024.0
2020-09-29,20.0322,20.2369,19.7219,20.1181,322845.0
2020-09-30,20.2171,20.7915,20.2171,20.6331,653720.0
2020-10-01,20.8047,21.4188,20.3822,21.2537,775464.0
2020-10-02,20.7123,22.1847,20.6661,22.013,505393.0
2020-10-03,20.7123,22.1847,20.6661,22.013,505393.0
2020-10-04,20.7123,22.1847,20.6661,22.013,505393.0
2020-10-05,22.1979,22.7855,22.1715,22.7063,1017415.0
2020-10-06,23.1024,23.6372,22.3695,22.6799,1394139.0
2020-10-07,23.1486,23.6108,22.9902,23.4127,795985.0
2020-10-08,23.5712,24.0862,23.4656,23.8617,437553.0
2020-10-09,24.3569,24.4229,23.8551,24.04,591317.0
2020-10-10,24.3569,24.4229,23.8551,24.04,591317.0
2020-10-11,24.3569,24.4229,23.8551,24.04,591317.0
2020-10-12,24.139,24.2603,23.7165,23.9674,541200.0
2020-10-13,23.9608,24.0004,23.492,23.8749,402718.0
2020-10-14,23.8551,24.2051,23.7627,23.7891,250949.0
2020-10-15,23.5316,24.0664,23.2741,23.6174,759425.0
2020-10-16,23.6306,23.8749,23.2939,23.5976,616023.0
2020-10-17,23.6306,23.8749,23.2939,23.5976,616023.0
2020-10-18,23.6306,23.8749,23.2939,23.5976,616023.0
2020-10-19,23.8287,24.3701,23.5184,23.5448,491036.0
2020-10-20,23.941,24.7003,23.7033,24.3107,1029915.0
2020-10-21,24.3833,24.4262,23.2741,23.3005,706050.0
2020-10-22,23.2873,24.0994,23.1618,24.0994,515805.0
2020-10-23,24.2315,24.9486,24.1654,24.9313,869307.0
2020-10-24,24.2315,24.9486,24.1654,24.9313,869307.0
2020-10-25,24.2315,24.9486,24.1654,24.9313,869307.0
2020-10-26,24.4824,24.9578,24.1797,24.7795,1226084.0
2020-10-27,24.7795,25.0436,23.3731,24.2843,1574349.0
2020-10-28,23.7693,24.5352,23.109,23.142,1126331.0
2020-10-29,23.2081,23.624,22.8053,23.426,884622.0
2020-10-30,23.2147,23.5382,22.6072,23.0364,1100193.0
2020-10-31,23.2147,23.5382,22.6072,23.0364,1100193.0
2020-11-01,23.2147,23.5382,22.6072,23.0364,1100193.0
2020-11-02,23.4986,24.1522,23.3269,24.0862,576607.0
2020-11-03,24.7069,25.2615,24.4956,24.7861,616724.0
2020-11-04,24.3107,25.0634,23.6868,24.7201,586220.0
2020-11-05,24.9578,25.3274,24.7399,24.8125,614125.0
2020-11-06,25.0932,25.2201,24.3313,24.465,435691.0
2020-11-07,25.0932,25.2201,24.3313,24.465,435691.0
2020-11-08,25.0932,25.2201,24.3313,24.465,435691.0
2020-11-09,25.9819,27.392,25.4629,25.5342,979431.0
2020-11-10,25.708,26.8039,25.6679,26.4965,732905.0
2020-11-11,26.5232,26.6301,25.728,26.2426,469081.0
2020-11-12,25.8416,26.1958,25.2903,25.5275,573753.0
2020-11-13,25.9819,26.5433,25.8416,26.3027,432533.0
2020-11-14,25.9819,26.5433,25.8416,26.3027,432533.0
2020-11-15,25.9819,26.5433,25.8416,26.3027,432533.0
2020-11-16,27.1648,27.2249,26.4364,26.6836,717955.0
2020-11-17,26.3294,26.8774,25.9753,26.697,579698.0
2020-11-18,26.8039,27.1046,26.3361,26.3495,703026.0
2020-11-19,26.129,26.3495,25.6879,26.2626,739172.0
2020-11-20,26.0955,26.1089,25.0531,25.0932,797811.0
2020-11-21,26.0955,26.1089,25.0531,25.0932,797811.0
2020-11-22,26.0955,26.1089,25.0531,25.0932,797811.0
2020-11-23,25.4206,26.1466,25.2469,25.8817,777757.0
2020-11-24,26.4364,27.3519,26.3387,27.2383,893455.0
2020-11-25,26.9643,27.5791,26.3762,27.559,802399.0
2020-11-26,26.9643,27.5791,26.3762,27.559,802399.0
2020-11-27,27.3452,27.4788,26.6235,26.9977,210808.0
2020-11-28,27.3452,27.4788,26.6235,26.9977,210808.0
2020-11-29,27.3452,27.4788,26.6235,26.9977,210808.0
2020-11-30,26.9843,27.2049,26.0287,26.0554,788979.0
2020-12-01,26.7037,27.0846,26.4698,26.5232,621468.0
2020-12-02,26.4898,27.0244,26.2559,26.971,498871.0
2020-12-03,27.0912,27.2449,26.5232,26.6435,513610.0
2020-12-04,26.8774,27.2383,26.6235,26.9509,589407.0
2020-12-05,26.8774,27.2383,26.6235,26.9509,589407.0
2020-12-06,26.8774,27.2383,26.6235,26.9509,589407.0
2020-12-07,26.9309,27.3519,26.5366,27.2249,397416.0
2020-12-08,26.8306,27.0846,26.4564,26.4898,558519.0
2020-12-09,26.7972,27.5123,26.727,27.2182,515394.0
2020-12-10,27.9399,29.35,27.5457,29.2029,937867.0
2020-12-11,29.0693,29.2631,28.7151,28.949,492201.0
2020-12-12,29.0693,29.2631,28.7151,28.949,492201.0
2020-12-13,29.0693,29.2631,28.7151,28.949,492201.0
2020-12-14,29.4034,29.4034,28.0736,28.7218,708793.0
2020-12-15,29.1428,29.9447,28.7753,29.8445,674398.0
2020-12-16,30.045,30.4259,29.6908,30.1987,727918.0
2020-12-17,30.2053,30.4259,29.1428,30.3056,689383.0
2020-12-18,30.6464,31.0741,30.2187,30.2588,1988622.0
2020-12-19,30.6464,31.0741,30.2187,30.2588,1988622.0
2020-12-20,30.6464,31.0741,30.2187,30.2588,1988622.0
2020-12-21,30.2588,31.0206,29.7242,30.7399,1054666.0
2020-12-22,30.7734,31.0273,30.5462,30.8469,489365.0
2020-12-23,30.9672,31.6287,30.9672,31.5352,488432.0
2020-12-24,31.6087,31.6087,30.9571,31.2211,166423.0
2020-12-25,31.6087,31.6087,30.9571,31.2211,166423.0
2020-12-26,31.6087,31.6087,30.9571,31.2211,166423.0
2020-12-27,31.6087,31.6087,30.9571,31.2211,166423.0
2020-12-28,31.3481,31.6755,30.9872,31.0206,265793.0
2020-12-29,31.0741,31.1877,30.6531,31.0273,400881.0
2020-12-30,31.034,32.1567,31.034,31.8493,510919.0
2020-12-31,31.8426,32.4273,31.6937,32.1834,374877.0
2021-01-01,31.8426,32.4273,31.6937,32.1834,374877.0
2021-01-02,31.8426,32.4273,31.6937,32.1834,374877.0
2021-01-03,31.8426,32.4273,31.6937,32.1834,374877.0
2021-01-04,32.591,32.6244,31.2411,31.4082,551403.0
2021-01-05,31.4149,32.4908,31.4149,32.4173,593760.0
2021-01-06,32.8316,33.697,32.718,33.2927,771861.0
2021-01-07,33.7538,34.2349,33.2259,33.4063,465012.0
2021-01-08,33.6937,33.6937,32.1901,32.738,503727.0
2021-01-09,33.6937,33.6937,32.1901,32.738,503727.0
2021-01-10,33.6937,33.6937,32.1901,32.738,503727.0
2021-01-11,32.738,33.3127,32.3972,33.2526,472969.0
2021-01-12,33.2526,34.549,33.2225,34.4154,525001.0
2021-01-13,34.2684,34.8564,34.1147,34.5156,562954.0
2021-01-14,34.7696,36.223,34.6693,36.0058,595280.0
2021-01-15,35.6316,36.36,35.4646,36.1662,545940.0
2021-01-16,35.6316,36.36,35.4646,36.1662,545940.0
2021-01-17,35.6316,36.36,35.4646,36.1662,545940.0
2021-01-18,35.6316,36.36,35.4646,36.1662,545940.0
2021-01-19,36.654,36.8612,35.9524,35.9791,719071.0
2021-01-20,35.9925,36.1194,34.9032,35.7653,800534.0
2021-01-21,35.5915,35.6817,34.0211,34.2082,638611.0
2021-01-22,33.413,34.0512,33.2459,33.5867,769926.0
2021-01-23,33.413,34.0512,33.2459,33.5867,769926.0
2021-01-24,33.413,34.0512,33.2459,33.5867,769926.0
2021-01-25,33.0521,33.3127,32.0197,33.2058,1124326.0
2021-01-26,33.4063,33.7137,32.0431,32.0831,738156.0
2021-01-27,31.4082,31.5218,29.7041,29.771,1398116.0
2021-01-28,30.212,32.5777,30.212,32.2636,1174097.0
2021-01-29,32.2368,32.434,30.907,31.1142,434139.0
2021-01-30,32.2368,32.434,30.907,31.1142,434139.0
2021-01-31,32.2368,32.434,30.907,31.1142,434139.0
2021-02-01,31.4149,31.9027,31.1009,31.8827,1918798.0
2021-02-02,32.4306,34.2216,32.1171,33.9142,1557983.0
2021-02-03,33.8607,34.5089,33.2058,34.3018,1590746.0
2021-02-04,34.7629,36.3801,34.6559,35.9056,1517776.0
2021-02-05,36.5003,37.5428,36.3333,36.8545,655770.0
2021-02-06,36.5003,37.5428,36.3333,36.8545,655770.0
2021-02-07,36.5003,37.5428,36.3333,36.8545,655770.0
2021-02-08,37.055,37.5762,36.6741,37.3023,810074.0
2021-02-09,38.2378,39.4273,37.2287,37.2555,2707556.0
2021-02-10,37.5094,37.5629,35.0836,35.8989,1636450.0
2021-02-11,35.5848,35.5915,35.0636,35.0836,5519332.0
2021-02-12,35.3576,36.4469,35.0903,35.2507,3775850.0
2021-02-13,35.3576,36.4469,35.0903,35.2507,3775850.0
2021-02-14,35.3576,36.4469,35.0903,35.2507,3775850.0
2021-02-15,35.3576,36.4469,35.0903,35.2507,3775850.0
2021-02-16,35.812,36.2173,35.3042,35.9457,3483193.0
2021-02-17,36.0106,36.2053,34.734,34.734,1847768.0
2021-02-18,34.6908,35.6644,33.508,35.3255,1711988.0
2021-02-19,35.4553,36.2126,35.0225,35.1235,2514553.0
2021-02-20,35.4553,36.2126,35.0225,35.1235,2514553.0
2021-02-21,35.4553,36.2126,35.0225,35.1235,2514553.0
2021-02-22,35.0009,36.0683,34.7773,35.6212,1018178.0
2021-02-23,35.3759,35.5635,34.4456,35.2678,1523214.0
2021-02-24,35.3831,36.7174,35.3399,36.4866,1984123.0
2021-02-25,36.8905,36.941,33.984,34.0345,1409741.0
2021-02-26,34.121,34.6042,33.0608,33.8325,2420874.0
2021-02-27,34.121,34.6042,33.0608,33.8325,2420874.0
2021-02-28,34.121,34.6042,33.0608,33.8325,2420874.0
2021-03-01,34.6187,35.3119,34.5573,34.7773,2126192.0
2021-03-02,34.9793,35.6644,34.478,35.4841,1260535.0
2021-03-03,35.6212,36.9987,35.5995,36.703,1671702.0
2021-03-04,36.3568,37.4098,36.2847,37.2078,2465723.0
2021-03-05,37.7271,38.3979,36.9482,38.0084,1879530.0
2021-03-06,37.7271,38.3979,36.9482,38.0084,1879530.0
2021-03-07,37.7271,38.3979,36.9482,38.0084,1879530.0
2021-03-08,38.0012,38.8522,37.6117,38.47,1417305.0
2021-03-09,38.5998,39.3354,37.8642,38.2464,1045478.0
2021-03-10,38.4195,39.2489,38.4195,38.9965,865700.0
2021-03-11,39.2128,40.7995,38.9676,40.4894,1190168.0
2021-03-12,40.8067,41.4734,40.3343,40.9005,626245.0
2021-03-13,40.8067,41.4734,40.3343,40.9005,626245.0
2021-03-14,40.8067,41.4734,40.3343,40.9005,626245.0
2021-03-15,40.9221,41.2178,39.9557,41.0952,647078.0
2021-03-16,40.8933,40.9582,39.3066,39.5807,794512.0
2021-03-17,39.6744,40.2802,39.3427,39.9845,754199.0
2021-03-18,40.2225,40.5219,38.982,39.1912,1442243.0
2021-03-19,38.6791,39.2628,38.3221,38.47,1353943.0
2021-03-20,38.6791,39.2628,38.3221,38.47,1353943.0
2021-03-21,38.6791,39.2628,38.3221,38.47,1353943.0
2021-03-22,38.5349,38.5854,37.7199,38.3474,791803.0
2021-03-23,37.8497,38.1887,36.6886,36.9698,1002078.0
2021-03-24,37.6406,38.1454,36.7967,36.9194,776832.0
2021-03-25,36.6092,38.5205,36.1332,38.4988,1059266.0
2021-03-26,39.1191,39.7538,38.7152,39.5662,893412.0
2021-03-27,39.1191,39.7538,38.7152,39.5662,893412.0
2021-03-28,39.1191,39.7538,38.7152,39.5662,893412.0
2021-03-29,38.9243,39.2922,38.1102,38.7585,1316814.0
2021-03-30,38.982,39.4004,38.3834,39.047,949718.0
2021-03-31,39.1479,39.5085,38.7296,38.744,486778.0
2021-04-01,38.7729,39.66,38.7729,39.66,971024.0
2021-04-02,38.7729,39.66,38.7729,39.66,971024.0
2021-04-03,38.7729,39.66,38.7729,39.66,971024.0
2021-04-04,38.7729,39.66,38.7729,39.66,971024.0
2021-04-05,40.1144,40.3956,39.5302,39.7682,748422.0
2021-04-06,39.7249,39.9932,38.7657,39.3282,646443.0
2021-04-07,39.5158,39.761,39.2056,39.2994,581603.0
2021-04-08,39.2994,39.3282,38.5926,39.1696,647781.0
2021-04-09,39.66,39.8836,39.047,39.5518,670528.0
2021-04-10,39.66,39.8836,39.047,39.5518,670528.0
2021-04-11,39.66,39.8836,39.047,39.5518,670528.0
2021-04-12,39.5807,40.3812,39.5807,40.374,862615.0
2021-04-13,40.0422,40.3091,38.8017,39.7321,773979.0
2021-04-14,39.6744,40.6553,39.5879,40.0639,466408.0
2021-04-15,40.3884,40.3884,39.6023,39.8187,507958.0
2021-04-16,40.4317,40.749,40.0422,40.3668,412603.0
2021-04-17,40.4317,40.749,40.0422,40.3668,412603.0
2021-04-18,40.4317,40.749,40.0422,40.3668,412603.0
2021-04-19,39.8115,40.1072,38.4844,38.5709,774041.0
2021-04-20,38.232,38.5205,37.2583,38.4051,828943.0
2021-04-21,38.0084,38.9748,37.7271,38.7945,623753.0
2021-04-22,38.8594,39.1119,37.9363,38.1671,761369.0
2021-04-23,38.1238,39.6311,37.8714,39.3643,754440.0
2021-04-24,38.1238,39.6311,37.8714,39.3643,754440.0
2021-04-25,38.1238,39.6311,37.8714,39.3643,754440.0
2021-04-26,39.8187,40.5363,39.6672,39.8836,991675.0
2021-04-27,40.7563,41.0952,38.946,40.3524,1650634.0
2021-04-28,40.4533,41.5351,40.2586,41.1673,1407243.0
2021-04-29,39.7249,40.3307,37.9723,39.0181,3979007.0
2021-04-30,39.559,41.5857,39.4508,41.0159,6455819.0
2021-05-01,39.559,41.5857,39.4508,41.0159,6455819.0
2021-05-02,39.559,41.5857,39.4508,41.0159,6455819.0
2021-05-03,41.564,41.9174,40.4606,40.511,2796409.0
2021-05-04,40.2514,40.8644,39.8115,40.5976,1817192.0
2021-05-05,40.7948,41.2184,40.0645,40.5538,1194344.0
2021-05-06,40.9628,41.0796,39.7139,40.897,1240155.0
2021-05-07,40.4223,41.6456,40.4077,41.6054,732352.0
2021-05-08,40.4223,41.6456,40.4077,41.6054,732352.0
2021-05-09,40.4223,41.6456,40.4077,41.6054,732352.0
2021-05-10,41.8391,42.2846,40.7218,40.7875,788635.0
2021-05-11,39.9695,40.5976,39.3123,39.8454,953795.0
2021-05-12,40.028,40.4077,38.2314,38.5381,1148020.0
2021-05-13,38.5674,39.7578,38.414,38.7864,1013545.0
2021-05-14,39.305,40.0718,39.129,39.8454,768814.0
2021-05-15,39.305,40.0718,39.129,39.8454,768814.0
2021-05-16,39.305,40.0718,39.129,39.8454,768814.0
2021-05-17,39.7358,39.9695,39.2757,39.9038,2248406.0
2021-05-18,40.3201,40.4588,39.3853,39.3926,612344.0
2021-05-19,38.5308,39.6847,37.7859,39.619,1012218.0
2021-05-20,39.9841,40.1286,39.305,39.5021,1366614.0
2021-05-21,39.9184,40.5684,39.5971,39.7943,957588.0
