,EA US Equity,EA US Equity,EA US Equity,EA US Equity,EA US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2019-04-30,92.6697,93.2483,91.993,92.8266,2824595.0
2019-05-01,93.1797,95.3275,92.9149,93.0326,4264341.0
2019-05-02,93.415,94.4742,92.0812,92.5814,3609504.0
2019-05-03,91.8949,92.0714,88.9527,90.718,6385830.0
2019-05-04,91.8949,92.0714,88.9527,90.718,6385830.0
2019-05-05,91.8949,92.0714,88.9527,90.718,6385830.0
2019-05-06,89.345,92.1744,88.7762,91.9537,4413673.0
2019-05-07,91.3163,91.6007,90.0609,90.9436,7090922.0
2019-05-08,97.2007,97.6518,90.4042,92.0714,17468496.0
2019-05-09,90.7376,92.4245,90.4238,91.5222,5159057.0
2019-05-10,91.2378,92.346,89.2567,92.0714,3979135.0
2019-05-11,91.2378,92.346,89.2567,92.0714,3979135.0
2019-05-12,91.2378,92.346,89.2567,92.0714,3979135.0
2019-05-13,90.2375,91.3261,88.1779,88.6781,3685460.0
2019-05-14,89.1685,93.6798,89.0017,92.7481,5769319.0
2019-05-15,91.993,96.4259,91.858,94.9058,4694707.0
2019-05-16,94.8763,97.1418,94.2585,97.0928,3728643.0
2019-05-17,96.3671,97.0438,94.7881,95.3863,3031453.0
2019-05-18,96.3671,97.0438,94.7881,95.3863,3031453.0
2019-05-19,96.3671,97.0438,94.7881,95.3863,3031453.0
2019-05-20,93.6014,94.1506,90.5317,90.9044,3842911.0
2019-05-21,91.6007,94.3958,91.4536,93.8073,3958210.0
2019-05-22,93.0129,93.7583,91.8262,92.0322,1831462.0
2019-05-23,91.5418,92.9149,89.6,90.3355,3072471.0
2019-05-24,90.8847,91.5124,89.7226,90.5317,2262634.0
2019-05-25,90.8847,91.5124,89.7226,90.5317,2262634.0
2019-05-26,90.8847,91.5124,89.7226,90.5317,2262634.0
2019-05-27,90.8847,91.5124,89.7226,90.5317,2262634.0
2019-05-28,91.1888,92.3951,90.8531,91.6988,2729288.0
2019-05-29,90.973,92.0028,90.0413,90.7671,1889406.0
2019-05-30,90.9534,91.2476,89.7373,90.3551,2513477.0
2019-05-31,89.1488,91.483,89.139,91.2868,2818733.0
2019-06-01,89.1488,91.483,89.139,91.2868,2818733.0
2019-06-02,89.1488,91.483,89.139,91.2868,2818733.0
2019-06-03,91.4928,92.4211,89.0312,89.5509,3405405.0
2019-06-04,89.8255,92.3951,88.4525,92.3166,2833472.0
2019-06-05,91.8851,94.1408,91.8851,93.415,2584353.0
2019-06-06,94.1114,95.504,93.2287,94.5331,2654213.0
2019-06-07,95.1313,96.7888,94.7096,95.1215,2021498.0
2019-06-08,95.1313,96.7888,94.7096,95.1215,2021498.0
2019-06-09,95.1313,96.7888,94.7096,95.1215,2021498.0
2019-06-10,96.1121,96.2396,92.2382,93.67,2503249.0
2019-06-11,94.5233,94.641,92.4343,92.7579,2097828.0
2019-06-12,92.9737,93.1307,89.953,90.8847,2579225.0
2019-06-13,91.1299,92.5226,90.6298,91.7674,2526846.0
2019-06-14,91.7576,91.9832,88.7173,90.9436,3297391.0
2019-06-15,91.7576,91.9832,88.7173,90.9436,3297391.0
2019-06-16,91.7576,91.9832,88.7173,90.9436,3297391.0
2019-06-17,90.8357,91.7086,90.2277,90.6592,2431950.0
2019-06-18,91.6791,93.4641,90.1688,90.2571,3955867.0
2019-06-19,90.6101,91.3849,89.5608,90.7965,2795310.0
2019-06-20,91.9439,93.062,91.277,91.3947,2578264.0
2019-06-21,91.1888,94.131,89.6382,93.4935,6237433.0
2019-06-22,91.1888,94.131,89.6382,93.4935,6237433.0
2019-06-23,91.1888,94.131,89.6382,93.4935,6237433.0
2019-06-24,93.8171,97.642,93.3954,97.0928,5066835.0
2019-06-25,96.8672,97.2007,94.2291,95.0333,3364203.0
2019-06-26,95.6315,96.1513,93.7779,95.4452,2827051.0
2019-06-27,95.7884,97.7597,94.9793,97.2301,2907748.0
2019-06-28,98.7993,99.4956,97.3184,99.3093,5185192.0
2019-06-29,98.7993,99.4956,97.3184,99.3093,5185192.0
2019-06-30,98.7993,99.4956,97.3184,99.3093,5185192.0
2019-07-01,100.6725,100.8981,97.897,98.9464,3452380.0
2019-07-02,99.7996,101.5944,98.8483,100.7411,3935328.0
2019-07-03,101.0157,101.2021,95.71,96.2199,4659692.0
2019-07-04,101.0157,101.2021,95.71,96.2199,4659692.0
2019-07-05,95.8865,95.9453,89.5902,91.7968,11794145.0
2019-07-06,95.8865,95.9453,89.5902,91.7968,11794145.0
2019-07-07,95.8865,95.9453,89.5902,91.7968,11794145.0
2019-07-08,91.6399,91.8262,89.6607,91.6399,4512647.0
2019-07-09,90.718,90.9142,88.7948,90.2767,4747034.0
2019-07-10,90.3846,92.3264,89.8746,92.1499,4561634.0
2019-07-11,91.9832,93.0227,90.7867,91.6889,3320686.0
2019-07-12,91.8753,92.1597,90.5709,91.0319,2657567.0
2019-07-13,91.8753,92.1597,90.5709,91.0319,2657567.0
2019-07-14,91.8753,92.1597,90.5709,91.0319,2657567.0
2019-07-15,90.9632,91.2182,90.0609,90.4434,2817028.0
2019-07-16,90.5317,90.6298,86.7264,87.8248,6090525.0
2019-07-17,88.021,89.0998,87.5895,87.972,3097441.0
2019-07-18,87.1874,87.7464,86.3243,87.4718,4105733.0
2019-07-19,87.6287,87.6881,85.7849,85.8143,3676672.0
2019-07-20,87.6287,87.6881,85.7849,85.8143,3676672.0
2019-07-21,87.6287,87.6881,85.7849,85.8143,3676672.0
2019-07-22,86.3243,87.4129,85.8241,86.442,3200046.0
2019-07-23,87.1678,87.4227,86.0203,86.5205,2428996.0
2019-07-24,86.3439,88.2073,86.3047,88.0504,2137376.0
2019-07-25,86.746,88.0357,86.187,87.4424,2891202.0
2019-07-26,87.7758,88.7467,87.5601,87.7856,2281391.0
2019-07-27,87.7758,88.7467,87.5601,87.7856,2281391.0
2019-07-28,87.7758,88.7467,87.5601,87.7856,2281391.0
2019-07-29,87.6875,88.0602,85.27,87.1579,5162894.0
2019-07-30,86.2361,87.2953,84.5786,86.8637,5666045.0
2019-07-31,92.1891,94.6802,89.2861,90.718,11152837.0
2019-08-01,91.4536,95.2,91.2868,92.7776,5870434.0
