,EA US Equity,EA US Equity,EA US Equity,EA US Equity,EA US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2019-08-02,92.9247,93.5278,90.0609,91.1005,2764932.0
2019-08-03,92.9247,93.5278,90.0609,91.1005,2764932.0
2019-08-04,92.9247,93.5278,90.0609,91.1005,2764932.0
2019-08-05,88.5702,89.9923,86.5205,86.8833,5117083.0
2019-08-06,89.0606,89.7961,87.8935,88.3643,3604547.0
2019-08-07,87.4031,90.5709,86.9912,90.4924,4498073.0
2019-08-08,91.1593,93.4543,90.6935,93.3954,3849339.0
2019-08-09,92.552,93.0424,89.6392,90.1982,3496674.0
2019-08-10,92.552,93.0424,89.6392,90.1982,3496674.0
2019-08-11,92.552,93.0424,89.6392,90.1982,3496674.0
2019-08-12,89.7373,90.7769,89.2861,90.0021,1845919.0
2019-08-13,90.1884,91.7576,89.4921,90.5611,2424721.0
2019-08-14,88.6683,89.0017,85.8143,86.4028,5459040.0
2019-08-15,87.2364,87.2364,85.5495,86.187,2825204.0
2019-08-16,86.8539,88.6389,86.3734,87.8347,2843040.0
2019-08-17,86.8539,88.6389,86.3734,87.8347,2843040.0
2019-08-18,86.8539,88.6389,86.3734,87.8347,2843040.0
2019-08-19,89.4823,89.9334,88.3839,89.1586,2511990.0
2019-08-20,88.835,91.764,88.5408,90.9142,4328017.0
2019-08-21,91.7478,93.1502,90.8357,92.2284,3007232.0
2019-08-22,92.6206,93.1208,90.9338,92.7972,2723601.0
2019-08-23,92.7678,93.8858,90.8308,91.1201,4213321.0
2019-08-24,92.7678,93.8858,90.8308,91.1201,4213321.0
2019-08-25,92.7678,93.8858,90.8308,91.1201,4213321.0
2019-08-26,91.9636,92.7089,91.456,92.5618,2919459.0
2019-08-27,92.9247,94.4448,92.248,92.248,3773075.0
2019-08-28,91.9636,92.2284,89.8059,90.6199,3710069.0
2019-08-29,91.4928,91.9243,90.8063,91.2378,2601236.0
2019-08-30,91.7282,92.3951,91.1888,91.8753,1704351.0
2019-08-31,91.7282,92.3951,91.1888,91.8753,1704351.0
2019-09-01,91.7282,92.3951,91.1888,91.8753,1704351.0
2019-09-02,91.7282,92.3951,91.1888,91.8753,1704351.0
2019-09-03,90.9436,93.3317,90.8651,93.0031,3263426.0
2019-09-04,93.4052,96.2298,92.9345,96.063,3436686.0
2019-09-05,96.7986,97.5636,94.6998,95.5727,3020383.0
2019-09-06,96.1415,97.897,95.7688,96.6319,2885966.0
2019-09-07,96.1415,97.897,95.7688,96.6319,2885966.0
2019-09-08,96.1415,97.897,95.7688,96.6319,2885966.0
2019-09-09,97.1026,97.9558,95.5629,96.779,3116060.0
2019-09-10,96.5534,99.2798,95.8865,97.5832,4010541.0
2019-09-11,98.103,98.711,96.8574,97.2007,2409250.0
2019-09-12,97.9657,99.8192,96.1631,96.4455,4123008.0
2019-09-13,96.6711,97.4361,96.269,96.5828,1719377.0
2019-09-14,96.6711,97.4361,96.269,96.5828,1719377.0
2019-09-15,96.6711,97.4361,96.269,96.5828,1719377.0
2019-09-16,96.1415,97.3282,95.6413,97.2105,1820439.0
2019-09-17,97.5636,97.6322,95.6609,96.524,1817654.0
2019-09-18,95.8473,96.4455,94.6704,96.3867,1822382.0
2019-09-19,96.3867,97.9755,96.3867,97.7695,2691393.0
2019-09-20,98.2697,98.5786,96.3769,96.7986,3540806.0
2019-09-21,98.2697,98.5786,96.3769,96.7986,3540806.0
2019-09-22,98.2697,98.5786,96.3769,96.7986,3540806.0
2019-09-23,96.3376,97.4949,95.9748,96.2886,2084530.0
2019-09-24,96.1905,96.4847,94.8616,95.4844,2869115.0
2019-09-25,95.2294,95.9355,93.9839,95.7492,1983252.0
2019-09-26,95.7296,96.0826,93.8171,94.7586,1965499.0
2019-09-27,95.1509,95.8669,93.2189,93.8269,1968060.0
2019-09-28,95.1509,95.8669,93.2189,93.8269,1968060.0
2019-09-29,95.1509,95.8669,93.2189,93.8269,1968060.0
2019-09-30,94.0035,96.1023,93.8416,95.9355,2548273.0
2019-10-01,95.9257,96.1121,93.2974,94.8861,3732175.0
2019-10-02,94.1506,94.1506,90.6592,92.4343,4116515.0
2019-10-03,91.7282,93.1993,91.0907,92.5226,3926918.0
2019-10-04,92.5226,93.925,92.5226,93.7681,2246287.0
2019-10-05,92.5226,93.925,92.5226,93.7681,2246287.0
2019-10-06,92.5226,93.925,92.5226,93.7681,2246287.0
2019-10-07,93.2875,93.9692,91.5222,91.7674,2954624.0
2019-10-08,91.2378,92.0224,90.3846,90.7572,2964035.0
2019-10-09,91.228,92.6795,91.0122,91.0907,1587593.0
2019-10-10,90.8749,91.7576,90.4336,90.7474,2057035.0
2019-10-11,92.1205,94.0231,91.94,92.3755,3141292.0
2019-10-12,92.1205,94.0231,91.94,92.3755,3141292.0
2019-10-13,92.1205,94.0231,91.94,92.3755,3141292.0
2019-10-14,92.1891,92.8364,90.924,92.0714,2380334.0
2019-10-15,92.3264,93.4486,91.4242,93.317,2185533.0
2019-10-16,92.5912,94.5037,92.5814,94.3664,2994892.0
2019-10-17,94.8469,96.1121,94.6606,94.896,2427362.0
2019-10-18,94.1996,94.2486,92.2382,93.2974,3151465.0
2019-10-19,94.1996,94.2486,92.2382,93.2974,3151465.0
2019-10-20,94.1996,94.2486,92.2382,93.2974,3151465.0
2019-10-21,93.6406,94.9646,93.1699,93.9643,1999308.0
2019-10-22,92.3558,93.927,91.4143,92.4833,3379523.0
2019-10-23,92.6108,94.3958,92.5422,93.8662,2159555.0
2019-10-24,94.3075,95.1019,93.3366,94.131,3244711.0
2019-10-25,93.6995,94.4938,92.7874,94.4546,2070111.0
2019-10-26,93.6995,94.4938,92.7874,94.4546,2070111.0
2019-10-27,93.6995,94.4938,92.7874,94.4546,2070111.0
2019-10-28,95.1313,96.014,94.3467,94.8567,3615734.0
2019-10-29,94.8567,95.6413,92.552,92.5912,7032501.0
2019-10-30,92.4343,94.9744,90.7769,94.8567,7143500.0
2019-10-31,94.7586,94.8567,93.0424,94.5429,3263433.0
2019-11-01,95.249,95.249,93.2483,93.4641,3369715.0
2019-11-02,95.249,95.249,93.2483,93.4641,3369715.0
2019-11-03,95.249,95.249,93.2483,93.4641,3369715.0
2019-11-04,94.4938,96.6269,93.7583,96.2592,3840991.0
2019-11-05,96.2396,97.083,94.7685,96.3671,2719942.0
2019-11-06,96.779,97.2693,96.0826,96.7692,2448091.0
2019-11-07,97.3772,97.3772,95.1509,95.3569,2156356.0
2019-11-08,95.0431,96.6024,94.4644,96.3769,2306661.0
2019-11-09,95.0431,96.6024,94.4644,96.3769,2306661.0
2019-11-10,95.0431,96.6024,94.4644,96.3769,2306661.0
2019-11-11,95.6707,96.9947,94.4546,94.5331,2159911.0
2019-11-12,94.5527,94.9646,93.415,94.4742,3684430.0
2019-11-13,94.7586,95.1019,93.6995,94.1506,2867812.0
2019-11-14,94.3467,96.5828,94.2683,95.6609,3300654.0
2019-11-15,96.9457,97.4753,95.4941,95.6609,3315572.0
2019-11-16,96.9457,97.4753,95.4941,95.6609,3315572.0
2019-11-17,96.9457,97.4753,95.4941,95.6609,3315572.0
2019-11-18,95.553,96.2052,94.8371,95.5138,2646674.0
2019-11-19,95.3373,95.9797,94.4644,94.8273,3415364.0
2019-11-20,94.2683,97.0045,94.2683,96.2298,3035752.0
2019-11-21,96.3572,97.3184,96.318,97.1026,2817254.0
2019-11-22,97.7401,98.0034,96.4259,97.2791,2690250.0
2019-11-23,97.7401,98.0034,96.4259,97.2791,2690250.0
2019-11-24,97.7401,98.0034,96.4259,97.2791,2690250.0
2019-11-25,97.3674,99.2896,97.3674,97.8774,2812498.0
2019-11-26,97.946,98.2108,96.8084,97.3674,2827691.0
2019-11-27,98.1618,99.0248,96.8476,98.8483,1863518.0
2019-11-28,98.1618,99.0248,96.8476,98.8483,1863518.0
2019-11-29,98.103,100.035,98.0931,99.0641,1271567.0
2019-11-30,98.103,100.035,98.0931,99.0641,1271567.0
2019-12-01,98.103,100.035,98.0931,99.0641,1271567.0
2019-12-02,99.4662,99.6427,97.6518,98.4658,2723721.0
2019-12-03,97.6224,99.5103,97.1909,99.3191,2624469.0
2019-12-04,99.8094,100.4175,98.4854,98.6914,2735172.0
2019-12-05,99.4956,100.2998,98.4268,100.1527,2262233.0
2019-12-06,100.9079,101.31,100.3783,101.2413,2564125.0
2019-12-07,100.9079,101.31,100.3783,101.2413,2564125.0
2019-12-08,100.9079,101.31,100.3783,101.2413,2564125.0
2019-12-09,101.3492,101.5061,99.9664,100.0644,2000613.0
2019-12-10,99.8781,100.5254,99.3387,99.8732,2007659.0
2019-12-11,99.9075,101.5159,99.8585,101.2119,2096759.0
2019-12-12,101.5453,103.1439,101.2021,103.0655,2518596.0
2019-12-13,103.3107,103.801,101.8101,102.5359,2451603.0
2019-12-14,103.3107,103.801,101.8101,102.5359,2451603.0
2019-12-15,103.3107,103.801,101.8101,102.5359,2451603.0
2019-12-16,102.987,103.8795,102.8007,103.6833,1849042.0
2019-12-17,103.8206,104.1786,103.0949,103.7128,1374329.0
2019-12-18,103.9579,105.1839,103.6,105.0171,1573464.0
2019-12-19,104.9387,105.8017,104.5807,105.2721,1541821.0
2019-12-20,105.939,106.3607,104.9975,105.8704,3323415.0
2019-12-21,105.939,106.3607,104.9975,105.8704,3323415.0
2019-12-22,105.939,106.3607,104.9975,105.8704,3323415.0
2019-12-23,106.1842,106.8217,105.5958,105.7135,1622621.0
2019-12-24,105.7037,106.7727,105.6546,106.4588,606064.0
2019-12-25,105.7037,106.7727,105.6546,106.4588,606064.0
2019-12-26,106.4686,106.7903,106.0273,106.4196,1676723.0
2019-12-27,106.5079,106.7923,105.7233,106.3411,1163444.0
2019-12-28,106.5079,106.7923,105.7233,106.3411,1163444.0
2019-12-29,106.5079,106.7923,105.7233,106.3411,1163444.0
2019-12-30,106.0273,106.2823,104.7033,104.87,1758520.0
2019-12-31,104.5268,105.4487,104.3797,105.4389,1436199.0
2020-01-01,104.5268,105.4487,104.3797,105.4389,1436199.0
2020-01-02,105.8606,106.2627,104.7033,105.2721,1896563.0
2020-01-03,103.546,105.6701,103.0949,105.1348,1840440.0
2020-01-04,103.546,105.6701,103.0949,105.1348,1840440.0
2020-01-05,103.546,105.6701,103.0949,105.1348,1840440.0
2020-01-06,104.8896,107.2042,104.5758,106.6844,2934184.0
2020-01-07,106.9002,107.1453,105.6546,106.3019,1694875.0
2020-01-08,106.0959,107.8809,105.6988,107.3807,2651579.0
2020-01-09,107.8809,108.2143,106.1842,107.2532,1818631.0
2020-01-10,107.0963,107.1649,106.1156,106.498,1756079.0
2020-01-11,107.0963,107.1649,106.1156,106.498,1756079.0
2020-01-12,107.0963,107.1649,106.1156,106.498,1756079.0
2020-01-13,106.9492,107.9464,106.5275,107.7044,1858712.0
2020-01-14,107.5474,108.0476,106.6157,107.469,1723409.0
2020-01-15,107.6749,108.3173,107.0375,107.4984,1479099.0
2020-01-16,107.8809,109.146,107.8279,109.1166,2108561.0
2020-01-17,110.2052,110.8133,109.401,110.7544,3053254.0
2020-01-18,110.2052,110.8133,109.401,110.7544,3053254.0
2020-01-19,110.2052,110.8133,109.401,110.7544,3053254.0
2020-01-20,110.2052,110.8133,109.401,110.7544,3053254.0
2020-01-21,110.3818,110.7937,109.6168,110.2445,2164968.0
2020-01-22,110.5975,111.8431,110.5093,110.9114,2423116.0
2020-01-23,110.7446,111.539,109.8424,111.2938,1564885.0
2020-01-24,111.8234,111.9313,109.4795,110.166,2304177.0
2020-01-25,111.8234,111.9313,109.4795,110.166,2304177.0
2020-01-26,111.8234,111.9313,109.4795,110.166,2304177.0
2020-01-27,108.1163,109.048,107.8318,108.4301,2175505.0
2020-01-28,109.146,110.7054,108.9205,109.7443,2961856.0
2020-01-29,110.3425,110.7839,109.097,110.0483,2464719.0
2020-01-30,109.2833,109.7296,108.1849,109.4893,3838545.0
2020-01-31,108.6164,108.6164,103.4676,105.841,6996154.0
2020-02-01,108.6164,108.6164,103.4676,105.841,6996154.0
2020-02-02,108.6164,108.6164,103.4676,105.841,6996154.0
2020-02-03,105.8508,107.3415,102.3888,103.0164,4155951.0
2020-02-04,104.3895,105.3506,103.3009,105.0073,4190905.0
2020-02-05,106.5275,106.8609,105.0564,105.7429,2895699.0
2020-02-06,106.704,108.2241,106.3166,107.8809,2500746.0
2020-02-07,107.0669,108.8175,106.6452,106.9884,2231256.0
2020-02-08,107.0669,108.8175,106.6452,106.9884,2231256.0
2020-02-09,107.0669,108.8175,106.6452,106.9884,2231256.0
2020-02-10,106.9198,107.6455,106.145,106.6059,2170799.0
2020-02-11,106.8511,107.1257,105.8606,106.9394,1195348.0
2020-02-12,107.5572,107.8613,106.498,107.6063,1567210.0
2020-02-13,107.0473,107.2336,105.89,106.7432,1627014.0
2020-02-14,106.8021,107.773,106.655,107.5769,1227518.0
2020-02-15,106.8021,107.773,106.655,107.5769,1227518.0
2020-02-16,106.8021,107.773,106.655,107.5769,1227518.0
2020-02-17,106.8021,107.773,106.655,107.5769,1227518.0
2020-02-18,106.9884,107.7142,106.6059,107.3513,2171412.0
2020-02-19,107.979,108.7635,107.2924,107.6651,1539982.0
2020-02-20,106.6255,107.263,105.3751,107.0963,4034215.0
2020-02-21,106.4,106.8413,104.7425,105.9292,2546911.0
2020-02-22,106.4,106.8413,104.7425,105.9292,2546911.0
2020-02-23,106.4,106.8413,104.7425,105.9292,2546911.0
2020-02-24,103.0262,105.8508,102.9968,104.9681,2817317.0
2020-02-25,105.6448,107.1159,103.2077,103.3499,3651288.0
2020-02-26,104.311,106.1744,103.5657,104.4875,2858165.0
2020-02-27,102.3397,104.3502,100.7411,100.7607,4906228.0
2020-02-28,98.3579,99.9271,96.6907,99.4171,6853693.0
2020-02-29,98.3579,99.9271,96.6907,99.4171,6853693.0
2020-03-01,98.3579,99.9271,96.6907,99.4171,6853693.0
2020-03-02,99.9565,104.87,99.7506,104.8308,4291754.0
2020-03-03,104.6739,107.5965,103.3499,104.6445,3984827.0
2020-03-04,106.2038,109.7786,105.9783,109.6756,4289801.0
2020-03-05,107.3807,109.7737,107.008,108.0868,3029863.0
2020-03-06,104.3993,106.6648,102.9772,105.5958,3886216.0
2020-03-07,104.3993,106.6648,102.9772,105.5958,3886216.0
2020-03-08,104.3993,106.6648,102.9772,105.5958,3886216.0
2020-03-09,99.6133,102.173,97.9853,98.9856,4784294.0
2020-03-10,99.4466,101.5748,94.7881,101.3884,6525740.0
2020-03-11,99.6525,100.2017,96.4357,99.2308,4906155.0
2020-03-12,92.9639,97.5047,90.7671,91.5516,6288715.0
2020-03-13,96.8378,97.691,90.9583,95.1902,5841963.0
2020-03-14,96.8378,97.691,90.9583,95.1902,5841963.0
2020-03-15,96.8378,97.691,90.9583,95.1902,5841963.0
2020-03-16,87.4718,94.2683,84.0392,86.9618,6196643.0
2020-03-17,89.8354,96.3082,85.4319,93.572,6370149.0
2020-03-18,89.7373,95.808,84.2648,88.4721,7073379.0
2020-03-19,89.1979,92.1695,84.3432,88.325,6549719.0
2020-03-20,90.463,92.552,85.0788,85.2651,6174432.0
2020-03-21,90.463,92.552,85.0788,85.2651,6174432.0
2020-03-22,90.463,92.552,85.0788,85.2651,6174432.0
2020-03-23,88.0014,95.8375,86.7237,93.6308,8149026.0
2020-03-24,98.0735,101.1138,89.0606,92.4833,5765217.0
2020-03-25,91.7282,92.3362,87.7366,87.9131,5005557.0
2020-03-26,88.7271,97.6518,88.3446,97.2889,5751429.0
2020-03-27,94.6704,97.7597,92.807,93.5327,4519950.0
2020-03-28,94.6704,97.7597,92.807,93.5327,4519950.0
2020-03-29,94.6704,97.7597,92.807,93.5327,4519950.0
2020-03-30,94.9058,97.3772,94.3173,95.808,3352746.0
2020-03-31,95.9061,99.0543,94.7586,98.2403,3762591.0
2020-04-01,96.4847,97.9166,94.8371,95.6511,4056555.0
2020-04-02,96.2101,100.8392,95.6217,100.3194,3793001.0
2020-04-03,100.8294,102.3397,98.8483,100.849,4084351.0
2020-04-04,100.8294,102.3397,98.8483,100.849,4084351.0
2020-04-05,100.8294,102.3397,98.8483,100.849,4084351.0
2020-04-06,103.3597,105.429,102.5359,104.4581,4280187.0
2020-04-07,105.0662,105.3898,98.1814,104.2718,5496345.0
2020-04-08,104.8896,106.1548,103.2224,104.7425,3199788.0
2020-04-09,103.9579,107.2728,103.0361,103.7618,3717255.0
2020-04-10,103.9579,107.2728,103.0361,103.7618,3717255.0
2020-04-11,103.9579,107.2728,103.0361,103.7618,3717255.0
2020-04-12,103.9579,107.2728,103.0361,103.7618,3717255.0
2020-04-13,103.6147,107.6651,102.634,107.1944,2680780.0
2020-04-14,109.6462,110.8427,107.8809,109.8718,2622857.0
2020-04-15,108.6066,112.2648,108.085,111.3233,3100438.0
2020-04-16,112.5394,116.4035,112.3236,115.8248,4020648.0
2020-04-17,114.4616,114.746,110.4798,112.9317,5032058.0
2020-04-18,114.4616,114.746,110.4798,112.9317,5032058.0
2020-04-19,114.4616,114.746,110.4798,112.9317,5032058.0
2020-04-20,112.6276,114.2812,111.7254,113.1867,2946205.0
2020-04-21,112.4707,113.9614,109.9502,111.0879,2483252.0
2020-04-22,112.1569,112.8532,109.0382,112.3628,2558987.0
2020-04-23,112.4903,114.3832,111.4998,112.255,2737711.0
2020-04-24,113.4417,114.4322,111.8921,114.0693,1753986.0
2020-04-25,113.4417,114.4322,111.8921,114.0693,1753986.0
2020-04-26,113.4417,114.4322,111.8921,114.0693,1753986.0
2020-04-27,115.6973,116.1887,112.9125,113.7849,2351955.0
2020-04-28,113.7653,114.2459,108.7832,109.2049,4647906.0
2020-04-29,109.7149,112.2452,108.7243,110.6073,3912165.0
2020-04-30,110.3131,112.2812,110.2347,112.0588,3506742.0
2020-05-01,110.9506,112.152,109.9012,111.0879,2378640.0
2020-05-02,110.9506,112.152,109.9012,111.0879,2378640.0
2020-05-03,110.9506,112.152,109.9012,111.0879,2378640.0
2020-05-04,111.7156,115.2952,111.4606,114.5793,3284807.0
2020-05-05,116.0406,117.8746,114.0595,117.3058,5060589.0
2020-05-06,112.7846,114.903,109.6756,113.0984,6082889.0
2020-05-07,114.0301,114.6872,112.5198,114.5499,3579730.0
2020-05-08,114.0105,115.256,113.3534,114.3734,3599068.0
2020-05-09,114.0105,115.256,113.3534,114.3734,3599068.0
2020-05-10,114.0105,115.256,113.3534,114.3734,3599068.0
2020-05-11,114.6774,116.2171,114.1087,115.1089,2899118.0
2020-05-12,115.4129,117.2175,114.0497,114.1282,2875693.0
2020-05-13,114.8147,116.8644,112.3138,114.648,3079236.0
2020-05-14,114.2557,115.001,112.255,114.8637,2802788.0
2020-05-15,113.9811,116.6094,113.8732,115.8543,3268259.0
2020-05-16,113.9811,116.6094,113.8732,115.8543,3268259.0
2020-05-17,113.9811,116.6094,113.8732,115.8543,3268259.0
2020-05-18,114.4616,115.6483,112.5198,114.8637,4336314.0
2020-05-19,114.5205,117.0704,114.4714,116.2564,2518175.0
2020-05-20,116.8056,119.4143,116.7663,117.2469,3530440.0
2020-05-21,117.5706,117.5706,114.9422,115.0991,2257154.0
2020-05-22,114.9618,117.698,114.3685,117.5117,2287319.0
2020-05-23,114.9618,117.698,114.3685,117.5117,2287319.0
2020-05-24,114.9618,117.698,114.3685,117.5117,2287319.0
2020-05-25,114.9618,117.698,114.3685,117.5117,2287319.0
2020-05-26,118.1198,118.1592,113.9543,114.393,3260965.0
2020-05-27,112.8532,115.4914,108.9695,115.1187,4978664.0
2020-05-28,115.717,119.7478,114.5156,119.0122,4753182.0
2020-05-29,119.9341,120.7677,116.9723,120.5128,4571913.0
2020-05-30,119.9341,120.7677,116.9723,120.5128,4571913.0
2020-05-31,119.9341,120.7677,116.9723,120.5128,4571913.0
2020-06-01,120.9051,121.8858,120.0126,120.4147,2036792.0
2020-06-02,120.8756,121.1502,118.3551,120.0028,2357935.0
2020-06-03,119.7968,119.7968,114.9324,115.6581,3812966.0
2020-06-04,115.2168,116.815,113.8143,114.9226,2905372.0
2020-06-05,113.2161,116.9037,111.0977,116.0406,3355341.0
2020-06-06,113.2161,116.9037,111.0977,116.0406,3355341.0
2020-06-07,113.2161,116.9037,111.0977,116.0406,3355341.0
2020-06-08,114.2557,117.2763,113.6574,117.2077,3500128.0
2020-06-09,117.7863,119.4143,116.2515,118.7376,2346047.0
2020-06-10,119.7968,123.2392,119.1201,122.4056,3956057.0
2020-06-11,122.2585,125.083,119.5909,120.0616,3509391.0
2020-06-12,120.7285,122.3565,117.5019,119.6203,2525502.0
2020-06-13,120.7285,122.3565,117.5019,119.6203,2525502.0
2020-06-14,120.7285,122.3565,117.5019,119.6203,2525502.0
2020-06-15,120.5324,125.0438,120.346,124.0826,3883336.0
2020-06-16,124.6907,125.4066,122.6508,123.3079,2513875.0
2020-06-17,124.2886,126.5212,123.8571,125.642,2173497.0
2020-06-18,125.6322,126.9562,125.6322,126.8581,2461399.0
2020-06-19,128.6016,128.7117,125.436,127.6819,4236546.0
2020-06-20,128.6016,128.7117,125.436,127.6819,4236546.0
2020-06-21,128.6016,128.7117,125.436,127.6819,4236546.0
2020-06-22,128.4959,129.3198,126.3187,127.221,2869460.0
2020-06-23,128.7902,131.0262,127.6917,128.084,2553356.0
2020-06-24,128.035,129.0648,126.1716,128.3488,2208879.0
2020-06-25,128.9471,129.3492,126.6031,128.2213,2174400.0
2020-06-26,128.3979,128.849,125.6224,128.4077,4905120.0
2020-06-27,128.3979,128.849,125.6224,128.4077,4905120.0
2020-06-28,128.3979,128.849,125.6224,128.4077,4905120.0
2020-06-29,128.4567,129.8199,126.711,128.1723,1679646.0
2020-06-30,130.0553,130.0553,128.1821,129.5061,2177426.0
2020-07-01,129.4963,132.9093,128.8,132.615,3026491.0
2020-07-02,133.7919,133.7919,130.8987,131.2616,1893395.0
2020-07-03,133.7919,133.7919,130.8987,131.2616,1893395.0
2020-07-04,133.7919,133.7919,130.8987,131.2616,1893395.0
2020-07-05,133.7919,133.7919,130.8987,131.2616,1893395.0
2020-07-06,132.8602,133.893,130.938,131.6833,2322068.0
2020-07-07,131.291,134.7726,131.2224,132.1835,1896134.0
2020-07-08,133.2917,133.7135,131.9187,132.9975,1866832.0
2020-07-09,133.7331,136.4301,133.4388,136.1261,2312083.0
2020-07-10,136.7341,138.5289,135.6259,138.0973,2119864.0
2020-07-11,136.7341,138.5289,135.6259,138.0973,2119864.0
2020-07-12,136.7341,138.5289,135.6259,138.0973,2119864.0
2020-07-13,138.2935,138.8525,132.1737,132.7033,2570714.0
2020-07-14,131.6181,136.1163,130.9086,135.8613,2409410.0
2020-07-15,135.3219,136.3026,133.2231,135.7632,2050948.0
2020-07-16,135.1846,135.6923,133.1348,135.3905,1301890.0
2020-07-17,135.518,136.0574,134.2038,135.6455,2040957.0
2020-07-18,135.518,136.0574,134.2038,135.6455,2040957.0
2020-07-19,135.518,136.0574,134.2038,135.6455,2040957.0
2020-07-20,136.7439,139.5684,136.077,138.8035,1589936.0
2020-07-21,138.8329,139.2497,136.2143,136.6557,1481569.0
2020-07-22,138.2346,138.2346,135.214,135.6357,2057910.0
2020-07-23,136.6164,136.8812,132.1345,132.7523,1896369.0
2020-07-24,131.1734,133.635,130.1632,132.6346,1354384.0
2020-07-25,131.1734,133.635,130.1632,132.6346,1354384.0
2020-07-26,131.1734,133.635,130.1632,132.6346,1354384.0
2020-07-27,132.8798,134.5023,132.2227,133.5369,1819469.0
2020-07-28,132.8112,133.684,131.801,132.1835,1319941.0
2020-07-29,133.1544,133.8753,132.0903,133.3114,1532761.0
2020-07-30,133.0858,136.1653,132.6445,135.9201,2717662.0
2020-07-31,139.3036,140.0882,134.4588,138.8917,4299630.0
2020-08-01,139.3036,140.0882,134.4588,138.8917,4299630.0
2020-08-02,139.3036,140.0882,134.4588,138.8917,4299630.0
2020-08-03,138.8231,140.6669,136.8616,139.6175,2234014.0
2020-08-04,140.4805,143.6777,140.3481,143.5012,2680365.0
2020-08-05,143.0108,143.5159,140.5001,143.3639,1937018.0
2020-08-06,143.511,144.5212,141.7163,144.1191,1671696.0
2020-08-07,143.6091,144.0112,139.5743,141.2161,1514878.0
2020-08-08,143.6091,144.0112,139.5743,141.2161,1514878.0
2020-08-09,143.6091,144.0112,139.5743,141.2161,1514878.0
2020-08-10,140.0196,141.2161,136.8126,137.9895,1378381.0
2020-08-11,138.4308,138.4308,132.9486,133.0858,2221709.0
2020-08-12,134.2431,137.5972,133.5565,137.2049,1714289.0
2020-08-13,138.4014,140.098,137.8718,139.0388,1191474.0
2020-08-14,138.9149,139.2733,137.2539,137.7247,1904209.0
2020-08-15,138.9149,139.2733,137.2539,137.7247,1904209.0
2020-08-16,138.9149,139.2733,137.2539,137.7247,1904209.0
2020-08-17,136.5674,138.2543,135.6455,137.7443,1481084.0
2020-08-18,137.8914,139.9902,137.4599,139.8332,1413936.0
2020-08-19,139.539,140.8532,138.3523,139.1271,1816572.0
2020-08-20,138.8917,141.1867,138.3327,140.7159,1268149.0
2020-08-21,140.0098,140.2353,138.1268,138.4896,1940008.0
2020-08-22,140.0098,140.2353,138.1268,138.4896,1940008.0
2020-08-23,140.0098,140.2353,138.1268,138.4896,1940008.0
2020-08-24,139.5292,140.0882,138.4896,139.5881,1842651.0
2020-08-25,139.2742,139.6567,138.2837,139.4704,857689.0
2020-08-26,139.3233,141.7163,139.3233,140.863,1580507.0
2020-08-27,140.6178,140.9709,137.1558,139.0388,1922978.0
2020-08-28,139.5979,139.5979,137.3177,138.1562,1553879.0
2020-08-29,139.5979,139.5979,137.3177,138.1562,1553879.0
2020-08-30,139.5979,139.5979,137.3177,138.1562,1553879.0
2020-08-31,138.3621,138.3916,135.4297,136.7832,2727367.0
2020-09-01,138.0287,138.0287,134.4392,135.6259,2720882.0
2020-09-02,135.3415,137.5972,134.0077,136.8714,2337422.0
2020-09-03,135.5769,135.5769,128.6921,130.2613,3430484.0
2020-09-04,129.0942,130.0953,124.4651,127.6231,2430011.0
2020-09-05,129.0942,130.0953,124.4651,127.6231,2430011.0
2020-09-06,129.0942,130.0953,124.4651,127.6231,2430011.0
2020-09-07,129.0942,130.0953,124.4651,127.6231,2430011.0
2020-09-08,125.0045,125.0438,120.9541,121.9054,4622778.0
2020-09-09,124.0993,127.0248,122.484,126.2206,2776509.0
2020-09-10,127.3779,128.6028,123.9061,124.8084,2459965.0
2020-09-11,125.5243,125.9166,122.0035,123.5923,1746640.0
2020-09-12,125.5243,125.9166,122.0035,123.5923,1746640.0
2020-09-13,125.5243,125.9166,122.0035,123.5923,1746640.0
2020-09-14,125.4655,125.5439,123.4994,123.7492,1377254.0
2020-09-15,125.5243,127.3583,125.0438,125.8578,2129559.0
2020-09-16,126.5051,127.0248,124.0336,124.2984,1832214.0
2020-09-17,121.8269,124.1022,121.16,122.8469,2151772.0
2020-09-18,123.0725,124.2592,120.9933,123.4746,3402812.0
2020-09-19,123.0725,124.2592,120.9933,123.4746,3402812.0
2020-09-20,123.0725,124.2592,120.9933,123.4746,3402812.0
2020-09-21,121.9348,125.9951,121.7583,125.8185,2017441.0
2020-09-22,127.3387,128.6921,125.9853,128.4959,2082109.0
2020-09-23,129.0353,129.7709,125.4704,125.946,2444503.0
2020-09-24,125.7401,127.7947,125.6224,126.8287,2001512.0
2020-09-25,127.015,129.4718,126.2108,128.6627,1915724.0
2020-09-26,127.015,129.4718,126.2108,128.6627,1915724.0
2020-09-27,127.015,129.4718,126.2108,128.6627,1915724.0
2020-09-28,130.7909,131.2714,128.3488,129.7317,1796846.0
2020-09-29,129.5159,129.8788,127.0052,127.5152,1793543.0
2020-09-30,127.2308,129.4473,126.9562,127.8977,2164435.0
2020-10-01,129.5257,131.4725,128.9275,130.222,1868992.0
