,SYK US Equity,SYK US Equity,SYK US Equity,SYK US Equity,SYK US Equity
2020-03-06,176.9819,178.9316,175.3899,177.2012,2798717.0
2020-03-07,176.9819,178.9316,175.3899,177.2012,2798717.0
2020-03-08,176.9819,178.9316,175.3899,177.2012,2798717.0
2020-03-09,167.1342,169.5365,163.3305,164.5698,3096097.0
2020-03-10,171.3383,175.2088,165.2372,174.9895,2987247.0
2020-03-11,170.3755,170.8521,163.7881,167.4202,2881054.0
2020-03-12,158.2494,162.5869,146.7334,147.048,4075105.0
2020-03-13,157.2961,158.2017,144.9031,156.6288,4716858.0
2020-03-14,157.2961,158.2017,144.9031,156.6288,4716858.0
2020-03-15,157.2961,158.2017,144.9031,156.6288,4716858.0
2020-03-16,140.9659,143.7782,131.7808,137.1145,5757696.0
2020-03-17,139.86,139.9764,130.6034,133.6159,3902432.0
2020-03-18,127.0571,132.7484,120.1647,132.51,5096416.0
2020-03-19,130.3746,146.2377,124.8931,142.5198,3485697.0
2020-03-20,146.1042,149.5552,132.5863,132.8723,5221953.0
2020-03-21,146.1042,149.5552,132.5863,132.8723,5221953.0
2020-03-22,146.1042,149.5552,132.5863,132.8723,5221953.0
2020-03-23,129.8122,130.2221,118.7252,120.5937,5261797.0
2020-03-24,129.6501,137.9439,125.5127,136.7427,3529504.0
2020-03-25,138.9449,150.8326,134.9791,145.904,3657449.0
2020-03-26,147.8869,158.1349,145.904,155.7041,3278260.0
2020-03-27,148.907,156.4572,146.5142,151.786,3398869.0
2020-03-28,148.907,156.4572,146.5142,151.786,3398869.0
2020-03-29,148.907,156.4572,146.5142,151.786,3398869.0
2020-03-30,154.2591,156.4597,147.7531,155.9143,2325887.0
2020-03-31,155.7421,163.5541,155.4838,159.2917,2876213.0
2020-04-01,146.8633,148.7386,137.5349,138.4151,3238205.0
2020-04-02,136.4537,143.9931,135.8606,143.1128,2140126.0
2020-04-03,142.931,145.2655,140.2138,141.6681,2061603.0
2020-04-04,142.931,145.2655,140.2138,141.6681,2061603.0
2020-04-05,142.931,145.2655,140.2138,141.6681,2061603.0
2020-04-06,151.7141,159.8658,151.1162,158.4976,3188430.0
2020-04-07,167.0606,171.8588,157.5313,158.622,3462777.0
2020-04-08,160.0763,169.9309,159.3109,168.802,2471407.0
2020-04-09,168.8689,176.3126,168.2757,174.82,2572455.0
2020-04-10,168.8689,176.3126,168.2757,174.82,2572455.0
2020-04-11,168.8689,176.3126,168.2757,174.82,2572455.0
2020-04-12,168.8689,176.3126,168.2757,174.82,2572455.0
2020-04-13,171.7201,172.6386,162.229,164.64,2421337.0
2020-04-14,168.1418,170.5337,166.5345,167.8069,2122133.0
2020-04-15,162.5543,165.3767,161.2052,165.0801,1757165.0
2020-04-16,166.5918,168.3905,163.8746,167.252,1353146.0
2020-04-17,171.0504,181.3786,171.0504,181.3164,2539038.0
2020-04-18,171.0504,181.3786,171.0504,181.3164,2539038.0
2020-04-19,171.0504,181.3786,171.0504,181.3164,2539038.0
2020-04-20,178.9819,182.4741,176.7335,176.7335,2238700.0
2020-04-21,173.117,175.2697,170.5624,171.1747,1890087.0
2020-04-22,174.5425,175.3654,171.9975,174.0546,1208399.0
2020-04-23,175.5663,178.2739,174.0355,174.5904,1567392.0
2020-04-24,176.0734,180.4936,174.3799,179.9865,1230798.0
2020-04-25,176.0734,180.4936,174.3799,179.9865,1230798.0
2020-04-26,176.0734,180.4936,174.3799,179.9865,1230798.0
2020-04-27,181.7852,184.4451,180.7328,183.6605,1549092.0
2020-04-28,185.354,187.5163,176.6283,177.011,1557801.0
2020-04-29,180.4362,186.2246,177.6138,184.3494,1816984.0
2020-04-30,182.388,183.029,177.9869,178.3696,1947060.0
2020-05-01,184.6555,184.6555,168.8211,172.8108,2118225.0
2020-05-02,184.6555,184.6555,168.8211,172.8108,2118225.0
2020-05-03,184.6555,184.6555,168.8211,172.8108,2118225.0
2020-05-04,172.0741,172.4951,169.3473,170.8494,1590758.0
2020-05-05,173.1744,183.163,173.1313,179.8047,2119317.0
2020-05-06,180.1013,181.9957,177.5755,177.8051,1474642.0
2020-05-07,181.5556,185.287,179.9674,183.8806,2223245.0
2020-05-08,185.9854,187.832,183.1568,183.7753,1991342.0
2020-05-09,185.9854,187.832,183.1568,183.7753,1991342.0
2020-05-10,185.9854,187.832,183.1568,183.7753,1991342.0
2020-05-11,181.7852,185.775,180.7232,185.2679,1260413.0
2020-05-12,185.9567,187.2292,179.9387,180.0344,1295425.0
2020-05-13,179.0202,179.1733,171.0791,173.3083,1808067.0
2020-05-14,170.5624,171.6435,166.9171,171.6244,2227069.0
2020-05-15,170.0649,172.6194,167.8787,172.4759,2898788.0
2020-05-16,170.0649,172.6194,167.8787,172.4759,2898788.0
2020-05-17,170.0649,172.6194,167.8787,172.4759,2898788.0
2020-05-18,177.9104,185.3779,177.0014,183.6222,1938693.0
2020-05-19,182.8186,184.225,180.0248,180.1205,1136734.0
2020-05-20,182.5889,183.9093,181.0438,182.7229,1510425.0
2020-05-21,181.5843,181.7948,176.4848,177.0875,1663444.0
2020-05-22,177.3554,177.5372,174.7148,176.1786,1669940.0
2020-05-23,177.3554,177.5372,174.7148,176.1786,1669940.0
2020-05-24,177.3554,177.5372,174.7148,176.1786,1669940.0
2020-05-25,177.3554,177.5372,174.7148,176.1786,1669940.0
2020-05-26,182.7899,182.7899,177.719,178.2452,2878536.0
2020-05-27,180.5223,183.5744,178.2452,183.3352,1907692.0
2020-05-28,185.4975,191.3529,184.7704,186.9039,1696121.0
2020-05-29,187.4876,188.3774,183.0577,187.2675,1741810.0
2020-05-30,187.4876,188.3774,183.0577,187.2675,1741810.0
2020-05-31,187.4876,188.3774,183.0577,187.2675,1741810.0
2020-06-01,186.6839,189.736,186.2151,188.7218,978263.0
2020-06-02,188.7218,189.8221,186.8944,189.8125,866798.0
2020-06-03,190.6927,193.9362,189.9464,192.0226,1186696.0
2020-06-04,190.1952,193.1325,186.9518,189.5159,1113818.0
2020-06-05,193.1994,200.8536,192.6732,198.0789,2081459.0
2020-06-06,193.1994,200.8536,192.6732,198.0789,2081459.0
2020-06-07,193.1994,200.8536,192.6732,198.0789,2081459.0
2020-06-08,197.5432,199.3339,195.687,197.0935,975785.0
2020-06-09,195.9836,196.6151,191.6112,192.0226,1297757.0
2020-06-10,192.9794,195.1321,191.2955,192.4532,1141369.0
2020-06-11,186.8465,187.1336,174.753,175.6045,2691324.0
2020-06-12,180.7806,183.2204,174.9444,179.6708,1938546.0
2020-06-13,180.7806,183.2204,174.9444,179.6708,1938546.0
2020-06-14,180.7806,183.2204,174.9444,179.6708,1938546.0
2020-06-15,175.2123,181.8714,173.404,180.331,1296364.0
2020-06-16,186.7126,187.6885,181.3021,183.1917,1361970.0
2020-06-17,183.8423,184.2154,180.3884,181.3643,1099246.0
2020-06-18,180.2927,182.7899,179.1828,181.8044,1053839.0
2020-06-19,185.22,185.609,178.9724,179.0202,2115068.0
2020-06-20,185.22,185.609,178.9724,179.0202,2115068.0
2020-06-21,185.22,185.609,178.9724,179.0202,2115068.0
2020-06-22,178.3792,178.915,175.5232,177.0875,1446483.0
2020-06-23,179.0776,181.3164,178.36,178.7236,1441132.0
2020-06-24,176.9632,176.9632,167.0128,168.6776,2180431.0
2020-06-25,167.893,169.5387,164.3243,168.0174,2447199.0
2020-06-26,167.7974,169.6056,165.0419,166.2474,5415407.0
2020-06-27,167.7974,169.6056,165.0419,166.2474,5415407.0
2020-06-28,167.7974,169.6056,165.0419,166.2474,5415407.0
2020-06-29,167.3561,170.5047,165.4458,170.4087,2223958.0
2020-06-30,169.7751,174.2389,168.3832,172.9718,1442943.0
2020-07-01,173.7397,176.9363,173.2885,176.4755,1610406.0
2020-07-02,178.2322,180.0945,176.2739,176.5715,1083962.0
2020-07-03,178.2322,180.0945,176.2739,176.5715,1083962.0
2020-07-04,178.2322,180.0945,176.2739,176.5715,1083962.0
2020-07-05,178.2322,180.0945,176.2739,176.5715,1083962.0
2020-07-06,178.9138,180.0945,175.3332,176.5331,1068005.0
2020-07-07,174.7092,177.9058,173.0293,173.1157,1262714.0
2020-07-08,173.5765,175.2852,171.7529,174.4885,1038628.0
2020-07-09,173.9797,174.4504,169.0168,170.6487,1304486.0
2020-07-10,170.7735,171.9637,169.1416,170.7639,1133419.0
2020-07-11,170.7735,171.9637,169.1416,170.7639,1133419.0
2020-07-12,170.7735,171.9637,169.1416,170.7639,1133419.0
2020-07-13,171.9062,174.1429,170.0439,170.7351,1949251.0
2020-07-14,170.1399,175.6212,169.49,175.3908,1103135.0
2020-07-15,180.1809,181.8608,178.9906,181.0641,1521331.0
2020-07-16,179.7681,179.7681,177.1859,179.1154,1253288.0
2020-07-17,180.4401,185.9214,179.2786,185.3166,2183690.0
2020-07-18,180.4401,185.9214,179.2786,185.3166,2183690.0
2020-07-19,180.4401,185.9214,179.2786,185.3166,2183690.0
2020-07-20,184.7502,186.0653,182.456,183.0415,1456511.0
2020-07-21,184.0495,187.8796,183.6463,184.7982,904721.0
2020-07-22,184.3087,187.726,184.1743,187.0637,1286348.0
2020-07-23,186.9581,189.9627,186.5933,187.3421,980517.0
2020-07-24,187.1021,191.1098,185.9982,190.8651,1683878.0
2020-07-25,187.1021,191.1098,185.9982,190.8651,1683878.0
2020-07-26,187.1021,191.1098,185.9982,190.8651,1683878.0
2020-07-27,190.0683,190.8219,187.966,189.4347,1345427.0
2020-07-28,189.7995,190.4139,186.3245,186.4973,908557.0
2020-07-29,188.878,194.292,188.1196,193.3417,1409403.0
2020-07-30,190.3083,193.5529,188.4076,192.1802,1284282.0
2020-07-31,187.63,188.83,180.4689,185.5566,2221195.0
2020-08-01,187.63,188.83,180.4689,185.5566,2221195.0
2020-08-02,187.63,188.83,180.4689,185.5566,2221195.0
2020-08-03,185.2686,186.5837,183.0031,183.9247,1214570.0
2020-08-04,182.8687,184.0303,180.5937,181.7168,1193958.0
2020-08-05,182.5328,185.2302,180.1953,180.4305,1942937.0
2020-08-06,180.0561,181.1025,177.8387,181.0353,1497951.0
2020-08-07,180.9297,184.7982,180.7041,183.8671,1081167.0
2020-08-08,180.9297,184.7982,180.7041,183.8671,1081167.0
2020-08-09,180.9297,184.7982,180.7041,183.8671,1081167.0
2020-08-10,183.7231,184.3278,179.9409,180.1521,1079227.0
2020-08-11,181.6784,184.491,179.6529,181.352,1023027.0
2020-08-12,182.9743,184.3423,182.1296,182.5616,767520.0
2020-08-13,181.352,183.6271,181.0929,183.3103,696853.0
2020-08-14,182.3888,182.696,179.7009,180.8241,1008622.0
2020-08-15,182.3888,182.696,179.7009,180.8241,1008622.0
2020-08-16,182.3888,182.696,179.7009,180.8241,1008622.0
2020-08-17,181.1696,183.2719,180.5505,181.4576,772014.0
2020-08-18,181.784,183.0319,180.6897,181.7744,619021.0
2020-08-19,181.7744,182.3024,177.9442,178.645,1005849.0
2020-08-20,177.7811,181.3952,177.7811,180.3345,873345.0
2020-08-21,180.3345,181.4672,179.3362,181.2176,1095396.0
2020-08-22,180.3345,181.4672,179.3362,181.2176,1095396.0
2020-08-23,180.3345,181.4672,179.3362,181.2176,1095396.0
2020-08-24,181.7744,183.5071,180.4353,181.1408,897841.0
2020-08-25,181.9376,182.9455,180.3537,181.976,811111.0
2020-08-26,180.9585,181.9088,179.3362,181.4384,846901.0
2020-08-27,181.496,189.4731,180.9201,188.3404,1507016.0
2020-08-28,188.5996,190.6395,186.2669,190.2699,946078.0
2020-08-29,188.5996,190.6395,186.2669,190.2699,946078.0
2020-08-30,188.5996,190.6395,186.2669,190.2699,946078.0
2020-08-31,189.0892,191.3162,187.9276,190.2219,1076841.0
2020-09-01,189.0412,190.1259,188.5228,190.0971,925408.0
2020-09-02,190.4715,194.244,189.6747,193.5433,1944107.0
2020-09-03,194.4648,194.6177,188.5996,190.2027,1330222.0
2020-09-04,191.969,192.3194,186.8621,189.7035,1044663.0
2020-09-05,191.969,192.3194,186.8621,189.7035,1044663.0
2020-09-06,191.969,192.3194,186.8621,189.7035,1044663.0
2020-09-07,191.969,192.3194,186.8621,189.7035,1044663.0
2020-09-08,188.11,193.2697,186.8429,192.065,1537263.0
2020-09-09,194.2536,199.8789,193.6105,197.1815,2487790.0
2020-09-10,197.2583,198.3622,193.0249,193.6969,1115800.0
2020-09-11,194.58,195.0792,192.4969,193.9273,902565.0
2020-09-12,194.58,195.0792,192.4969,193.9273,902565.0
2020-09-13,194.58,195.0792,192.4969,193.9273,902565.0
2020-09-14,195.588,198.5782,195.3384,197.2775,929063.0
2020-09-15,197.9398,203.469,197.8054,202.0676,2052544.0
2020-09-16,203.2963,208.1632,202.9901,207.1648,2037994.0
2020-09-17,204.6306,206.7008,202.2356,203.0947,1427123.0
2020-09-18,203.2099,204.5538,197.4502,198.1126,2612075.0
2020-09-19,203.2099,204.5538,197.4502,198.1126,2612075.0
2020-09-20,203.2099,204.5538,197.4502,198.1126,2612075.0
2020-09-21,193.9561,195.3192,191.1002,194.7816,1316615.0
2020-09-22,194.196,195.492,191.0666,195.2232,1036149.0
2020-09-23,195.684,197.2871,193.7641,194.292,1048639.0
2020-09-24,193.5529,193.7017,189.6651,190.9898,928405.0
2020-09-25,188.8684,196.9319,188.8684,196.7975,835992.0
2020-09-26,188.8684,196.9319,188.8684,196.7975,835992.0
2020-09-27,188.8684,196.9319,188.8684,196.7975,835992.0
2020-09-28,200.6468,201.7316,198.7174,198.9478,1219066.0
2020-09-29,200.2135,201.051,195.8432,197.085,782083.0
2020-09-30,197.5471,202.7933,197.1235,200.5793,1098432.0
2020-10-01,201.9943,202.3794,198.6156,200.8681,1050913.0
2020-10-02,198.1535,203.0436,196.8059,200.5119,966334.0
2020-10-03,198.1535,203.0436,196.8059,200.5119,966334.0
2020-10-04,198.1535,203.0436,196.8059,200.5119,966334.0
2020-10-05,202.6682,206.0951,202.5045,206.0566,999587.0
2020-10-06,205.8063,206.7785,202.1676,202.7163,808714.0
2020-10-07,205.4501,209.9648,205.2095,209.2717,1067009.0
2020-10-08,209.8492,211.8707,208.7037,210.8985,1125596.0
2020-10-09,211.7745,216.3276,211.4087,214.5949,1237788.0
2020-10-10,211.7745,216.3276,211.4087,214.5949,1237788.0
2020-10-11,211.7745,216.3276,211.4087,214.5949,1237788.0
2020-10-12,216.5875,218.8882,215.2399,217.194,1081037.0
2020-10-13,215.7115,216.4864,211.091,211.7745,852446.0
2020-10-14,212.2461,216.2554,211.8492,212.9488,743406.0
2020-10-15,209.2332,214.9992,208.8481,214.0173,773041.0
2020-10-16,215.4324,218.5705,214.9703,215.673,820575.0
2020-10-17,215.4324,218.5705,214.9703,215.673,820575.0
2020-10-18,215.4324,218.5705,214.9703,215.673,820575.0
2020-10-19,215.8174,217.5501,211.5146,212.6312,763328.0
2020-10-20,213.8248,216.2025,212.2365,212.5446,603546.0
2020-10-21,213.305,214.4313,211.5097,212.6408,607610.0
2020-10-22,213.1799,216.6164,211.4472,216.241,971071.0
2020-10-23,217.5501,217.9448,212.7996,213.6034,858875.0
2020-10-24,217.5501,217.9448,212.7996,213.6034,858875.0
2020-10-25,217.5501,217.9448,212.7996,213.6034,858875.0
2020-10-26,210.6097,210.7348,204.7378,206.7111,1322929.0
2020-10-27,206.663,208.6652,205.0554,205.479,864566.0
2020-10-28,201.0221,201.282,196.0454,197.2872,1184133.0
2020-10-29,197.2968,200.7237,194.7074,197.7107,1065939.0
2020-10-30,201.4553,204.5404,188.7611,194.4571,2385231.0
2020-10-31,201.4553,204.5404,188.7611,194.4571,2385231.0
2020-11-01,201.4553,204.5404,188.7611,194.4571,2385231.0
2020-11-02,196.3727,198.3701,192.7605,195.1983,1274399.0
2020-11-03,198.2979,201.8211,197.4412,200.4734,1044315.0
2020-11-04,201.9751,206.9614,199.3086,199.9632,1140036.0
2020-11-05,203.2265,204.3419,201.0413,202.7259,1113405.0
2020-11-06,202.9954,206.9614,201.1087,205.4597,1119104.0
2020-11-07,202.9954,206.9614,201.1087,205.4597,1119104.0
2020-11-08,202.9954,206.9614,201.1087,205.4597,1119104.0
2020-11-09,222.7001,232.4995,222.0166,225.5879,3092790.0
2020-11-10,223.9611,224.2884,218.7534,221.9493,1380460.0
2020-11-11,223.7686,223.7686,215.4613,216.8185,1166079.0
2020-11-12,215.8944,218.9411,214.2821,216.7993,826287.0
2020-11-13,217.8678,223.7012,217.5501,223.268,938977.0
2020-11-14,217.8678,223.7012,217.5501,223.268,938977.0
2020-11-15,217.8678,223.7012,217.5501,223.268,938977.0
2020-11-16,226.358,227.2051,223.09,226.9645,1646560.0
2020-11-17,223.6627,224.8467,218.994,222.7867,997863.0
2020-11-18,222.7194,226.1655,222.3584,223.0948,855760.0
2020-11-19,222.3632,225.2606,220.8615,224.8371,1099580.0
2020-11-20,224.0381,225.5109,222.3824,224.1536,1116840.0
2020-11-21,224.0381,225.5109,222.3824,224.1536,1116840.0
2020-11-22,224.0381,225.5109,222.3824,224.1536,1116840.0
2020-11-23,224.7216,226.6083,223.5087,224.298,699337.0
2020-11-24,226.589,233.4428,226.2906,231.3251,1522876.0
2020-11-25,231.3058,231.5176,224.3462,224.9815,1900141.0
2020-11-26,231.3058,231.5176,224.3462,224.9815,1900141.0
2020-11-27,226.8682,227.7537,223.1429,224.1055,787609.0
2020-11-28,226.8682,227.7537,223.1429,224.1055,787609.0
2020-11-29,226.8682,227.7537,223.1429,224.1055,787609.0
2020-11-30,224.8371,225.9634,222.1322,224.6735,1671863.0
2020-12-01,226.8201,227.2821,221.5835,222.3632,1464173.0
2020-12-02,222.2958,225.5494,220.9674,225.5013,787616.0
2020-12-03,225.5109,227.5324,224.1921,226.0019,1067538.0
2020-12-04,225.9345,230.632,225.4339,230.632,844364.0
2020-12-05,225.9345,230.632,225.4339,230.632,844364.0
2020-12-06,225.9345,230.632,225.4339,230.632,844364.0
2020-12-07,228.6202,230.3817,226.8104,227.9463,705571.0
2020-12-08,225.9826,227.8308,225.3473,226.6468,925863.0
2020-12-09,227.388,228.9089,226.2618,227.1089,1006786.0
2020-12-10,226.2136,228.3891,224.7071,226.3388,875192.0
2020-12-11,225.251,225.9922,221.6509,223.5183,1057057.0
2020-12-12,225.251,225.9922,221.6509,223.5183,1057057.0
2020-12-13,225.251,225.9922,221.6509,223.5183,1057057.0
2020-12-14,225.1163,227.6094,222.1707,222.3151,1069600.0
2020-12-15,225.0777,226.9797,221.9396,225.3088,1016908.0
2020-12-16,224.7793,227.2918,223.1236,226.3388,794073.0
2020-12-17,227.1762,229.3229,226.3869,229.1977,776434.0
2020-12-18,229.2459,231.4984,227.311,231.0267,2504725.0
2020-12-19,229.2459,231.4984,227.311,231.0267,2504725.0
2020-12-20,229.2459,231.4984,227.311,231.0267,2504725.0
2020-12-21,226.6276,227.7249,221.9781,226.0789,936705.0
2020-12-22,226.0115,227.7346,222.7771,226.4928,817292.0
2020-12-23,227.9271,230.0641,227.4747,227.4939,619625.0
2020-12-24,228.3121,229.3421,227.4939,228.1966,256448.0
2020-12-25,228.3121,229.3421,227.4939,228.1966,256448.0
2020-12-26,228.3121,229.3421,227.4939,228.1966,256448.0
2020-12-27,228.3121,229.3421,227.4939,228.1966,256448.0
2020-12-28,230.0641,231.4599,229.0245,229.6213,628316.0
2020-12-29,231.8834,233.3851,230.8919,231.8449,824228.0
2020-12-30,231.9415,234.3543,231.9415,233.6208,855814.0
2020-12-31,233.6594,236.7865,232.1442,236.4969,639945.0
2021-01-01,233.6594,236.7865,232.1442,236.4969,639945.0
2021-01-02,233.6594,236.7865,232.1442,236.4969,639945.0
2021-01-03,233.6594,236.7865,232.1442,236.4969,639945.0
2021-01-04,236.7865,236.9698,227.9941,230.6868,1114868.0
2021-01-05,231.0149,233.1189,229.9436,231.3045,1363945.0
2021-01-06,230.5517,234.2578,228.5145,233.9972,1981775.0
2021-01-07,234.3254,235.7152,231.2948,235.2229,921146.0
2021-01-08,236.0626,238.8132,233.2155,235.165,1378528.0
2021-01-09,236.0626,238.8132,233.2155,235.165,1378528.0
2021-01-10,236.0626,238.8132,233.2155,235.165,1378528.0
2021-01-11,234.1613,234.8465,232.3951,233.4181,544835.0
2021-01-12,231.9704,233.3892,229.0131,230.8702,824079.0
2021-01-13,230.8605,235.7345,230.2718,234.7211,696011.0
2021-01-14,234.4315,235.5993,232.4144,233.6884,1053774.0
2021-01-15,233.4085,235.1602,230.4262,233.5533,1281154.0
2021-01-16,233.4085,235.1602,230.4262,233.5533,1281154.0
2021-01-17,233.4085,235.1602,230.4262,233.5533,1281154.0
2021-01-18,233.4085,235.1602,230.4262,233.5533,1281154.0
2021-01-19,234.528,235.7345,232.1731,233.6305,835755.0
2021-01-20,233.949,238.0894,232.2889,236.661,959223.0
2021-01-21,235.8599,236.7865,232.0959,235.1071,991080.0
2021-01-22,234.142,234.5406,231.5554,231.5651,908607.0
2021-01-23,234.142,234.5406,231.5554,231.5651,908607.0
2021-01-24,234.142,234.5406,231.5554,231.5651,908607.0
2021-01-25,230.8702,231.6037,228.6118,231.1983,1371633.0
2021-01-26,231.6616,233.7077,229.4418,229.7024,1053658.0
2021-01-27,226.807,227.2509,221.5759,222.7051,1488922.0
2021-01-28,224.3845,226.4113,218.9701,221.9813,2004294.0
2021-01-29,221.0161,221.7496,213.1985,213.3047,2192196.0
2021-01-30,221.0161,221.7496,213.1985,213.3047,2192196.0
2021-01-31,221.0161,221.7496,213.1985,213.3047,2192196.0
2021-02-01,215.7272,219.4912,214.9261,218.6419,2097334.0
2021-02-02,221.518,230.4166,221.3732,226.9324,1850082.0
2021-02-03,225.533,227.1958,222.2901,225.7936,1237866.0
2021-02-04,225.7936,232.742,224.4327,228.8144,1211051.0
2021-02-05,231.6809,233.534,229.6734,230.4552,1242255.0
2021-02-06,231.6809,233.534,229.6734,230.4552,1242255.0
2021-02-07,231.6809,233.534,229.6734,230.4552,1242255.0
2021-02-08,230.1077,234.0937,229.7603,233.9972,925353.0
2021-02-09,234.2095,235.7634,232.1828,233.7077,758631.0
2021-02-10,235.3098,236.0723,232.9677,234.557,752340.0
2021-02-11,235.6669,237.4138,234.0937,236.7865,663630.0
2021-02-12,235.2519,240.0197,234.6825,239.4985,1294231.0
2021-02-13,235.2519,240.0197,234.6825,239.4985,1294231.0
2021-02-14,235.2519,240.0197,234.6825,239.4985,1294231.0
2021-02-15,235.2519,240.0197,234.6825,239.4985,1294231.0
2021-02-16,238.8036,239.6433,235.2519,239.2186,2316231.0
2021-02-17,238.4948,238.9773,235.1457,237.9736,1673760.0
2021-02-18,236.6127,238.6878,234.9382,236.6127,2351502.0
2021-02-19,236.9216,237.7902,232.6798,233.6498,1509268.0
2021-02-20,236.9216,237.7902,232.6798,233.6498,1509268.0
2021-02-21,236.9216,237.7902,232.6798,233.6498,1509268.0
2021-02-22,232.038,236.0723,230.4166,234.6728,1077206.0
2021-02-23,235.8985,239.4985,233.5243,237.9639,1289751.0
2021-02-24,237.4235,241.2068,236.7865,240.1451,1274504.0
2021-02-25,240.1741,241.3033,235.6766,237.2111,958091.0
2021-02-26,238.7167,238.7167,233.6642,234.2289,1164731.0
2021-02-27,238.7167,238.7167,233.6642,234.2289,1164731.0
2021-02-28,238.7167,238.7167,233.6642,234.2289,1164731.0
2021-03-01,236.7479,239.1875,236.4101,237.2401,865292.0
2021-03-02,238.4465,238.5478,235.0203,236.8347,996423.0
2021-03-03,235.5897,236.5066,233.8959,234.4122,903365.0
2021-03-04,234.3254,234.7307,224.9346,227.5791,1371148.0
2021-03-05,229.297,232.8246,224.4713,231.6616,1617562.0
2021-03-06,229.297,232.8246,224.4713,231.6616,1617562.0
2021-03-07,229.297,232.8246,224.4713,231.6616,1617562.0
2021-03-08,231.3431,232.1152,227.5984,227.7721,1308811.0
2021-03-09,229.8954,234.0551,228.8627,228.9013,993068.0
2021-03-10,230.5999,232.5881,228.911,231.7098,953773.0
2021-03-11,232.4337,232.5881,229.7699,230.9184,1055721.0
2021-03-12,230.3876,232.8005,230.3876,232.3661,692541.0
2021-03-13,230.3876,232.8005,230.3876,232.3661,692541.0
2021-03-14,230.3876,232.8005,230.3876,232.3661,692541.0
2021-03-15,232.9838,233.3313,230.9184,232.8391,1153767.0
2021-03-16,232.9838,233.6498,228.134,229.7313,1098535.0
2021-03-17,230.9667,230.9667,227.3088,227.9458,1394437.0
2021-03-18,227.5115,228.1581,222.2708,222.8113,1683102.0
2021-03-19,222.0778,225.311,219.8966,221.9813,2162155.0
2021-03-20,222.0778,225.311,219.8966,221.9813,2162155.0
2021-03-21,222.0778,225.311,219.8966,221.9813,2162155.0
2021-03-22,221.7786,225.0734,220.4853,223.9888,892069.0
2021-03-23,223.9405,225.0552,220.8135,221.4311,1211995.0
2021-03-24,221.9523,228.2595,221.1088,225.6584,1336057.0
2021-03-25,226.1314,227.8397,223.2842,227.1351,1002793.0
2021-03-26,227.3764,232.8777,226.092,232.5785,1109567.0
2021-03-27,227.3764,232.8777,226.092,232.5785,1109567.0
2021-03-28,227.3764,232.8777,226.092,232.5785,1109567.0
2021-03-29,231.0729,234.3736,230.127,233.5919,1147267.0
2021-03-30,231.9759,236.6835,231.9759,235.2369,1207542.0
2021-03-31,235.6143,237.298,235.1788,235.7014,1450475.0
2021-04-01,236.3884,236.3884,233.3306,235.0917,789986.0
2021-04-02,236.3884,236.3884,233.3306,235.0917,789986.0
2021-04-03,236.3884,236.3884,233.3306,235.0917,789986.0
2021-04-04,236.3884,236.3884,233.3306,235.0917,789986.0
2021-04-05,237.0077,240.9073,236.7121,240.4429,1250535.0
2021-04-06,240.0461,241.8073,239.4752,240.3558,917177.0
2021-04-07,240.1526,241.8169,238.3624,239.4365,1241104.0
2021-04-08,240.6461,242.083,240.0461,241.7879,1211516.0
2021-04-09,242.7749,245.2618,242.3588,245.1263,1069014.0
2021-04-10,242.7749,245.2618,242.3588,245.1263,1069014.0
2021-04-11,242.7749,245.2618,242.3588,245.1263,1069014.0
2021-04-12,243.849,245.7941,243.3458,243.6845,1237344.0
2021-04-13,242.8814,245.5714,242.5718,245.3682,906966.0
2021-04-14,245.9101,247.2552,243.6555,244.1296,758736.0
2021-04-15,244.6038,248.8131,244.4586,248.5421,1179193.0
2021-04-16,249.8001,251.5902,246.8874,248.8131,943056.0
2021-04-17,249.8001,251.5902,246.8874,248.8131,943056.0
2021-04-18,249.8001,251.5902,246.8874,248.8131,943056.0
2021-04-19,248.3776,249.2098,246.2778,248.4454,854817.0
2021-04-20,247.6906,251.1064,246.9939,250.071,949269.0
2021-04-21,251.329,256.0124,250.6376,255.3544,1191018.0
2021-04-22,255.5673,257.3478,253.7771,255.6254,797463.0
2021-04-23,255.4415,259.3702,254.9383,258.3638,1089047.0
2021-04-24,255.4415,259.3702,254.9383,258.3638,1089047.0
2021-04-25,255.4415,259.3702,254.9383,258.3638,1089047.0
2021-04-26,259.1186,259.3121,256.5059,256.6995,1052552.0
2021-04-27,256.1576,257.7639,254.0481,256.4575,844706.0
2021-04-28,252.5579,253.9029,249.5291,251.1838,1536512.0
2021-04-29,251.8322,255.4222,251.4064,254.9093,943686.0
2021-04-30,254.4932,255.1851,251.5709,254.1352,1071054.0
2021-05-01,254.4932,255.1851,251.5709,254.1352,1071054.0
2021-05-02,254.4932,255.1851,251.5709,254.1352,1071054.0
2021-05-03,255.0061,255.8044,253.8062,254.59,1033001.0
2021-05-04,252.9643,252.9643,245.0489,247.3229,1563637.0
2021-05-05,248.397,248.5808,243.5587,244.8844,1232009.0
2021-05-06,244.8747,246.0746,242.0976,245.9101,1029566.0
2021-05-07,246.3456,248.9969,245.2811,246.5391,935826.0
2021-05-08,246.3456,248.9969,245.2811,246.5391,935826.0
2021-05-09,246.3456,248.9969,245.2811,246.5391,935826.0
2021-05-10,247.4197,250.4581,247.4197,247.7003,1468232.0
