,ACN US Equity,ACN US Equity,ACN US Equity,ACN US Equity,ACN US Equity
2020-03-01,169.5634,172.3289,164.8977,169.8738,5785220.0
2020-03-02,171.2001,178.5561,167.4563,178.3021,4317919.0
2020-03-03,178.5091,180.5127,169.902,171.4071,3514000.0
2020-03-04,174.7746,178.4526,173.3637,177.6531,3875483.0
2020-03-05,174.1068,176.3361,170.1842,171.7269,3548249.0
2020-03-06,166.9201,169.6104,163.5996,168.143,3284386.0
2020-03-07,166.9201,169.6104,163.5996,168.143,3284386.0
2020-03-08,166.9201,169.6104,163.5996,168.143,3284386.0
2020-03-09,155.5852,160.74,150.5997,154.3717,5112245.0
2020-03-10,160.9281,164.3709,156.1872,164.2016,4349451.0
2020-03-11,159.2726,161.0081,152.9984,155.3124,5188257.0
2020-03-12,143.921,149.3298,138.3523,143.4789,6357925.0
2020-03-13,151.0888,156.8174,143.8551,156.6293,5742804.0
2020-03-14,151.0888,156.8174,143.8551,156.6293,5742804.0
2020-03-15,151.0888,156.8174,143.8551,156.6293,5742804.0
2020-03-16,139.4905,156.6293,134.9941,143.4883,5324876.0
2020-03-17,144.8617,151.1264,143.4318,148.3515,6081186.0
2020-03-18,142.5758,150.3175,133.5737,142.1808,5860155.0
2020-03-19,142.3783,167.2494,142.3783,149.0946,6338256.0
2020-03-20,148.1822,150.0071,138.6721,141.0426,6449708.0
2020-03-21,148.1822,150.0071,138.6721,141.0426,6449708.0
2020-03-22,148.1822,150.0071,138.6721,141.0426,6449708.0
2020-03-23,139.2271,139.2271,129.0134,135.1634,6173888.0
2020-03-24,143.2249,148.2727,140.6193,147.5425,4685083.0
2020-03-25,147.1569,150.214,139.3212,142.811,4795680.0
2020-03-26,144.2973,161.4173,141.099,161.1727,5194535.0
2020-03-27,155.2089,159.2443,151.0794,153.2147,3802537.0
2020-03-28,155.2089,159.2443,151.0794,153.2147,3802537.0
2020-03-29,155.2089,159.2443,151.0794,153.2147,3802537.0
2020-03-30,154.3811,160.2603,154.0613,159.7429,2731346.0
2020-03-31,157.4947,159.7993,152.5374,153.5722,2963228.0
2020-04-01,149.1605,151.2748,143.5259,145.5013,2973098.0
2020-04-02,144.9087,150.9759,144.4384,146.997,3030044.0
2020-04-03,146.3667,149.3016,139.4811,143.1214,3766837.0
2020-04-04,146.3667,149.3016,139.4811,143.1214,3766837.0
2020-04-05,146.3667,149.3016,139.4811,143.1214,3766837.0
2020-04-06,149.5461,156.8551,147.7213,156.1966,3089966.0
2020-04-07,160.9281,161.3138,154.2024,154.3811,3002732.0
2020-04-08,156.6952,162.4426,155.2748,161.5396,2466264.0
2020-04-09,162.9505,169.1965,162.2733,167.3622,3743781.0
2020-04-10,162.9505,169.1965,162.2733,167.3622,3743781.0
2020-04-11,162.9505,169.1965,162.2733,167.3622,3743781.0
2020-04-12,162.9505,169.1965,162.2733,167.3622,3743781.0
2020-04-13,165.7255,166.5062,159.4983,162.3297,1918535.0
2020-04-14,166.4968,168.2747,165.575,167.5316,2874967.0
2020-04-15,164.6969,164.7063,159.5849,160.1141,2504814.0
2020-04-16,161.8244,162.5708,158.2904,158.6967,3051768.0
2020-04-17,163.0149,165.5095,162.5708,165.4433,4759164.0
2020-04-18,163.0149,165.5095,162.5708,165.4433,4759164.0
2020-04-19,163.0149,165.5095,162.5708,165.4433,4759164.0
2020-04-20,163.0811,167.1536,162.2968,165.1126,2511870.0
2020-04-21,161.4086,163.2795,156.5801,157.0809,2711361.0
2020-04-22,160.6716,163.7898,159.8873,162.8165,1921231.0
2020-04-23,163.8087,165.6607,162.6559,163.374,3027901.0
2020-04-24,166.6812,166.6812,163.0622,165.793,2121085.0
2020-04-25,166.6812,166.6812,163.0622,165.793,2121085.0
2020-04-26,166.6812,166.6812,163.0622,165.793,2121085.0
2020-04-27,166.5205,170.5883,166.4922,169.5442,2457808.0
2020-04-28,172.0482,173.1632,167.1631,168.5332,2160133.0
2020-04-29,172.2656,177.8027,171.6892,177.2263,2957576.0
2020-04-30,175.3081,176.2058,174.042,174.9869,2740854.0
2020-05-01,171.6986,172.9081,169.3835,170.1679,2064179.0
2020-05-02,171.6986,172.9081,169.3835,170.1679,2064179.0
2020-05-03,171.6986,172.9081,169.3835,170.1679,2064179.0
2020-05-04,168.1741,170.6843,167.1347,169.6387,1710513.0
2020-05-05,172.0482,173.7585,171.0277,171.6136,1621909.0
2020-05-06,172.0671,172.4451,169.1852,170.4419,1474938.0
2020-05-07,172.9081,177.1035,172.4451,176.8011,2295370.0
2020-05-08,178.5775,179.3901,177.3397,178.1712,1779220.0
2020-05-09,178.5775,179.3901,177.3397,178.1712,1779220.0
2020-05-10,178.5775,179.3901,177.3397,178.1712,1779220.0
2020-05-11,176.2153,179.0878,175.0814,177.4058,2013784.0
2020-05-12,177.4909,179.5224,175.4546,175.4877,1912272.0
2020-05-13,174.8451,174.9396,168.9017,171.0277,2349306.0
2020-05-14,168.8544,170.0923,165.3016,170.0734,2773299.0
2020-05-15,168.5426,173.8246,168.0324,173.7491,3630126.0
2020-05-16,168.5426,173.8246,168.0324,173.7491,3630126.0
2020-05-17,168.5426,173.8246,168.0324,173.7491,3630126.0
2020-05-18,178.587,183.4438,177.746,182.1304,2254702.0
2020-05-19,181.8941,183.7934,179.4563,179.6169,1784100.0
2020-05-20,181.8941,184.8895,181.639,184.4265,2294780.0
2020-05-21,183.9729,184.7477,182.0831,182.839,1372965.0
2020-05-22,183.3871,184.1525,180.5996,183.0375,1317533.0
2020-05-23,183.3871,184.1525,180.5996,183.0375,1317533.0
2020-05-24,183.3871,184.1525,180.5996,183.0375,1317533.0
2020-05-25,183.3871,184.1525,180.5996,183.0375,1317533.0
2020-05-26,188.4329,188.9715,185.2296,185.5793,2408717.0
2020-05-27,187.4502,188.9337,185.3997,188.9148,2000474.0
2020-05-28,188.9904,192.9306,188.9904,190.5589,2280638.0
2020-05-29,190.3888,191.2581,187.7431,190.5117,2535390.0
2020-05-30,190.3888,191.2581,187.7431,190.5117,2535390.0
2020-05-31,190.3888,191.2581,187.7431,190.5117,2535390.0
2020-06-01,190.4361,192.5243,188.8581,192.1747,1530771.0
2020-06-02,192.8456,194.4519,191.192,194.4425,1939214.0
2020-06-03,193.1574,196.3795,193.0535,195.8598,1605416.0
2020-06-04,194.7354,196.3417,191.1825,191.9101,2451544.0
2020-06-05,194.6409,198.1654,193.507,197.0032,2538097.0
2020-06-06,194.6409,198.1654,193.507,197.0032,2538097.0
2020-06-07,194.6409,198.1654,193.507,197.0032,2538097.0
2020-06-08,196.0772,199.6772,195.5952,199.6394,1627109.0
2020-06-09,197.8536,198.2315,194.178,195.9165,2269815.0
2020-06-10,195.8409,199.2142,194.5559,197.8914,2077205.0
2020-06-11,194.1968,194.6031,185.0879,185.1541,4046643.0
2020-06-12,190.0203,191.277,186.4391,190.4833,2590135.0
2020-06-13,190.0203,191.277,186.4391,190.4833,2590135.0
2020-06-14,190.0203,191.277,186.4391,190.4833,2590135.0
2020-06-15,185.6643,189.6801,184.0958,188.7825,2311520.0
2020-06-16,192.1558,195.4819,190.9841,193.1385,2153970.0
2020-06-17,194.6787,194.9622,192.4298,193.8944,1594775.0
2020-06-18,190.6156,191.9763,188.31,191.7495,2227958.0
2020-06-19,196.1055,196.8095,190.4172,190.4455,3709867.0
2020-06-20,196.1055,196.8095,190.4172,190.4455,3709867.0
2020-06-21,196.1055,196.8095,190.4172,190.4455,3709867.0
2020-06-22,189.7368,192.836,188.4801,191.4377,2454492.0
2020-06-23,194.0551,198.1276,194.0551,195.9732,2204028.0
2020-06-24,194.1873,195.9732,189.4534,190.7195,2753697.0
2020-06-25,201.2647,205.8853,199.8473,205.3467,4690183.0
2020-06-26,204.8364,204.9782,199.441,200.7639,3348789.0
2020-06-27,204.8364,204.9782,199.441,200.7639,3348789.0
2020-06-28,204.8364,204.9782,199.441,200.7639,3348789.0
2020-06-29,198.5717,201.6332,198.5717,201.0001,2247887.0
2020-06-30,200.6694,203.7592,200.4426,202.8899,3136366.0
2020-07-01,202.682,204.9498,202.0962,202.7671,2124741.0
2020-07-02,204.638,206.4144,203.06,203.8348,2006247.0
2020-07-03,204.638,206.4144,203.06,203.8348,2006247.0
2020-07-04,204.638,206.4144,203.06,203.8348,2006247.0
2020-07-05,204.638,206.4144,203.06,203.8348,2006247.0
2020-07-06,205.7624,207.5577,204.3923,205.564,1934583.0
2020-07-07,204.4018,207.7562,204.2128,204.4112,1783845.0
2020-07-08,205.4884,207.0758,204.4207,206.8302,1750701.0
2020-07-09,206.4333,208.4554,204.3167,207.227,1756734.0
2020-07-10,206.9341,208.694,205.6763,208.1247,1373645.0
2020-07-11,206.9341,208.694,205.6763,208.1247,1373645.0
2020-07-12,206.9341,208.694,205.6763,208.1247,1373645.0
2020-07-13,209.1357,209.646,203.3718,203.8537,2090141.0
2020-07-14,202.9655,207.2837,201.7466,207.0853,1747837.0
2020-07-15,208.6405,211.2486,207.1801,208.4129,2193668.0
2020-07-16,208.4319,209.238,207.3081,207.7965,1408455.0
2020-07-17,208.3466,211.1442,207.0283,210.4804,2069734.0
2020-07-18,208.3466,211.1442,207.0283,210.4804,2069734.0
2020-07-19,208.3466,211.1442,207.0283,210.4804,2069734.0
2020-07-20,210.5373,212.5383,208.7449,211.8934,1371802.0
2020-07-21,213.2875,214.0842,210.9546,211.2486,1546170.0
2020-07-22,211.2486,213.1358,210.9546,212.6521,1488034.0
2020-07-23,212.5099,213.866,209.9398,210.8218,1444898.0
2020-07-24,208.8397,211.6469,208.8397,210.0062,1542280.0
2020-07-25,208.8397,211.6469,208.8397,210.0062,1542280.0
2020-07-26,208.8397,211.6469,208.8397,210.0062,1542280.0
2020-07-27,210.0631,212.9272,209.4229,211.7891,1523192.0
2020-07-28,211.5236,213.1548,210.4424,210.708,1422267.0
2020-07-29,210.5183,213.7617,210.4709,212.7944,1474142.0
2020-07-30,209.4087,212.4245,208.4319,212.415,1408580.0
2020-07-31,212.3297,213.335,209.4941,213.1737,1495514.0
2020-08-01,212.3297,213.335,209.4941,213.1737,1495514.0
2020-08-02,212.3297,213.335,209.4941,213.1737,1495514.0
2020-08-03,213.3824,216.2316,212.8703,215.4498,1631729.0
2020-08-04,214.6058,216.0188,213.904,215.4214,1260453.0
2020-08-05,216.1706,217.5552,215.7154,216.8913,1155421.0
2020-08-06,215.924,219.0441,215.924,218.9683,1318042.0
2020-08-07,217.4129,219.8977,216.9103,219.6037,1275413.0
2020-08-08,217.4129,219.8977,216.9103,219.6037,1275413.0
2020-08-09,217.4129,219.8977,216.9103,219.6037,1275413.0
2020-08-10,217.8302,219.3191,217.669,218.4467,1315745.0
2020-08-11,218.6743,220.5046,216.3792,216.768,1757172.0
2020-08-12,218.4087,219.3761,217.4129,217.8871,1512854.0
2020-08-13,217.7354,220.3798,217.1095,219.7649,1745756.0
2020-08-14,218.6648,219.9546,217.5647,218.3613,1130457.0
2020-08-15,218.6648,219.9546,217.5647,218.3613,1130457.0
2020-08-16,218.6648,219.9546,217.5647,218.3613,1130457.0
2020-08-17,219.4993,221.6995,219.0536,220.6089,1395429.0
2020-08-18,221.3012,222.7997,220.571,222.1358,1475804.0
2020-08-19,221.728,224.2918,221.728,222.5151,1671516.0
2020-08-20,221.8608,224.7154,221.5194,224.3929,1279294.0
2020-08-21,224.63,225.9956,222.8663,225.2275,1976079.0
2020-08-22,224.63,225.9956,222.8663,225.2275,1976079.0
2020-08-23,224.63,225.9956,222.8663,225.2275,1976079.0
2020-08-24,225.768,227.0009,223.6722,225.474,1293235.0
2020-08-25,225.6448,226.4034,224.4877,225.9103,1501748.0
2020-08-26,226.3465,228.7979,225.8155,228.0346,2322181.0
2020-08-27,229.8555,230.2348,227.6079,228.4329,1295301.0
2020-08-28,229.4762,230.6616,227.8544,230.4435,1212222.0
2020-08-29,229.4762,230.6616,227.8544,230.4435,1212222.0
2020-08-30,229.4762,230.6616,227.8544,230.4435,1212222.0
2020-08-31,230.7375,230.9603,226.7543,227.5415,2001139.0
2020-09-01,226.1758,227.6268,224.9524,227.6268,1914529.0
2020-09-02,229.4098,235.0241,228.4045,234.4171,1702838.0
2020-09-03,232.4445,233.4344,224.8861,226.6405,2350609.0
2020-09-04,227.7691,228.4329,219.9308,223.8808,1946413.0
2020-09-05,227.7691,228.4329,219.9308,223.8808,1946413.0
2020-09-06,227.7691,228.4329,219.9308,223.8808,1946413.0
2020-09-07,227.7691,228.4329,219.9308,223.8808,1946413.0
2020-09-08,219.12,223.8144,218.7131,220.6374,2361218.0
2020-09-09,224.5731,228.8976,222.6858,226.5742,1670232.0
2020-09-10,228.5562,231.3919,220.1253,221.5857,2024101.0
2020-09-11,224.2222,225.4835,221.202,222.6479,1301052.0
2020-09-12,224.2222,225.4835,221.202,222.6479,1301052.0
2020-09-13,224.2222,225.4835,221.202,222.6479,1301052.0
2020-09-14,225.3318,228.5468,224.5826,226.4983,1576394.0
2020-09-15,227.9588,230.2633,226.6595,227.7975,1297452.0
2020-09-16,228.9925,232.2549,226.8207,227.0578,1800765.0
2020-09-17,225.1421,226.7449,221.8025,224.5921,2002494.0
2020-09-18,222.5057,226.0905,221.3771,223.9851,3676439.0
2020-09-19,222.5057,226.0905,221.3771,223.9851,3676439.0
2020-09-20,222.5057,226.0905,221.3771,223.9851,3676439.0
2020-09-21,220.8176,221.8987,218.1527,221.8323,2305943.0
2020-09-22,222.0504,224.8292,219.8218,224.6869,1786180.0
2020-09-23,226.2138,226.9914,218.4751,218.7406,2688126.0
2020-09-24,207.5689,209.0673,202.1442,203.3487,4828701.0
2020-09-25,202.0304,203.9604,199.5552,203.5478,3691103.0
2020-09-26,202.0304,203.9604,199.5552,203.5478,3691103.0
2020-09-27,202.0304,203.9604,199.5552,203.5478,3691103.0
2020-09-28,207.7775,212.3297,207.0288,211.277,2587689.0
2020-09-29,211.8365,213.5436,210.8313,212.5099,2589025.0
2020-09-30,213.6384,216.5072,213.022,214.3213,2250157.0
2020-10-01,215.6205,217.4035,212.4625,213.5531,1928782.0
2020-10-02,210.5847,213.3065,209.9208,210.9166,1936069.0
2020-10-03,210.5847,213.3065,209.9208,210.9166,1936069.0
2020-10-04,210.5847,213.3065,209.9208,210.9166,1936069.0
2020-10-05,212.7849,213.3255,210.5752,211.9503,1446008.0
2020-10-06,212.0452,213.6384,208.7259,208.9725,2286278.0
2020-10-07,210.4424,213.0315,208.688,211.9124,2005752.0
2020-10-08,214.3687,215.08,212.4056,213.9609,1394410.0
2020-10-09,215.0366,218.1118,214.9795,217.731,1312471.0
2020-10-10,215.0366,218.1118,214.9795,217.731,1312471.0
2020-10-11,215.0366,218.1118,214.9795,217.731,1312471.0
2020-10-12,218.6831,220.6586,216.6742,219.54,1524276.0
2020-10-13,219.6637,220.7872,217.8452,218.3879,1634008.0
2020-10-14,217.9119,220.7872,217.3787,218.4355,1443841.0
2020-10-15,214.7796,219.6256,214.4654,217.8072,1273410.0
2020-10-16,218.0547,220.8253,217.7215,219.0258,1796451.0
2020-10-17,218.0547,220.8253,217.7215,219.0258,1796451.0
2020-10-18,218.0547,220.8253,217.7215,219.0258,1796451.0
2020-10-19,219.1972,222.0725,214.9033,215.3984,1904489.0
2020-10-20,215.8364,221.1537,215.5983,219.3495,1783836.0
2020-10-21,218.883,223.1483,218.0785,221.9297,1701797.0
2020-10-22,221.9297,223.4578,216.9313,217.2074,1661281.0
2020-10-23,216.7884,218.7878,216.0553,218.6926,1187637.0
2020-10-24,216.7884,218.7878,216.0553,218.6926,1187637.0
2020-10-25,216.7884,218.7878,216.0553,218.6926,1187637.0
2020-10-26,214.5606,217.0645,207.8865,208.7243,2162125.0
2020-10-27,210.0572,212.3137,209.6574,210.0858,1567844.0
2020-10-28,206.4203,207.4866,202.7167,203.6878,2412275.0
2020-10-29,205.1826,208.0579,202.2692,206.068,1499126.0
2020-10-30,204.9636,207.3724,203.4022,206.5155,1972663.0
2020-10-31,204.9636,207.3724,203.4022,206.5155,1972663.0
2020-11-01,204.9636,207.3724,203.4022,206.5155,1972663.0
2020-11-02,208.6672,212.466,207.8579,209.6383,2087153.0
2020-11-03,211.3616,216.8551,210.8189,214.8938,1544039.0
2020-11-04,214.2178,219.8351,213.6466,216.9979,1724972.0
2020-11-05,222.1867,224.8049,221.2775,222.777,1954847.0
2020-11-06,223.7481,225.6428,219.9969,224.9668,1417555.0
2020-11-07,223.7481,225.6428,219.9969,224.9668,1417555.0
2020-11-08,223.7481,225.6428,219.9969,224.9668,1417555.0
2020-11-09,228.3943,236.1156,228.1801,228.7085,3052075.0
2020-11-10,227.1756,228.1229,224.2908,227.2708,2818014.0
2020-11-11,229.413,232.3835,228.6228,231.1172,1757203.0
2020-11-12,230.4032,231.4409,225.538,226.7377,1672162.0
2020-11-13,228.4895,230.803,226.6805,230.1937,1456207.0
2020-11-14,228.4895,230.803,226.6805,230.1937,1456207.0
2020-11-15,228.4895,230.803,226.6805,230.1937,1456207.0
2020-11-16,232.1931,234.8684,231.0125,233.2118,1631516.0
2020-11-17,231.7075,233.7259,229.7177,232.136,1318080.0
2020-11-18,231.698,232.136,228.0706,228.242,1613201.0
2020-11-19,229.9367,231.798,227.2518,231.5457,1611716.0
2020-11-20,232.2597,234.2115,230.6469,231.7742,1771895.0
2020-11-21,232.2597,234.2115,230.6469,231.7742,1771895.0
2020-11-22,232.2597,234.2115,230.6469,231.7742,1771895.0
2020-11-23,232.9833,234.8494,230.9459,234.4019,1288696.0
2020-11-24,235.5539,238.1055,234.1115,238.0198,1899324.0
2020-11-25,238.0198,238.4054,236.4203,237.3819,1433966.0
2020-11-26,238.0198,238.4054,236.4203,237.3819,1433966.0
2020-11-27,238.096,238.8862,236.6012,238.1341,888139.0
2020-11-28,238.096,238.8862,236.6012,238.1341,888139.0
2020-11-29,238.096,238.8862,236.6012,238.1341,888139.0
2020-11-30,237.1249,238.4387,234.4876,237.1534,2441581.0
2020-12-01,239.4574,241.7615,238.2293,240.181,2078643.0
2020-12-02,238.6958,239.7526,236.2394,237.6961,1671131.0
2020-12-03,238.0198,239.6479,236.9344,237.9532,1552320.0
2020-12-04,238.2293,241.314,238.0674,241.295,1852700.0
2020-12-05,238.2293,241.314,238.0674,241.295,1852700.0
2020-12-06,238.2293,241.314,238.0674,241.295,1852700.0
2020-12-07,237.877,238.9719,236.4584,237.3534,1973409.0
2020-12-08,237.0677,238.5482,235.354,237.8865,1825620.0
2020-12-09,238.1341,238.5149,233.7926,234.9446,2201530.0
2020-12-10,234.0877,235.9443,232.8976,234.3638,1873986.0
2020-12-11,234.1068,235.0874,232.831,234.0496,1839033.0
2020-12-12,234.1068,235.0874,232.831,234.0496,1839033.0
2020-12-13,234.1068,235.0874,232.831,234.0496,1839033.0
2020-12-14,235.2588,237.439,231.8789,232.0693,2412569.0
2020-12-15,236.982,236.982,233.3186,235.2112,2415774.0
2020-12-16,235.1826,236.387,234.4209,235.592,2247981.0
2020-12-17,251.1395,258.1803,250.6825,251.7964,4855599.0
2020-12-18,251.2442,254.1671,246.2267,253.4911,5948251.0
2020-12-19,251.2442,254.1671,246.2267,253.4911,5948251.0
2020-12-20,251.2442,254.1671,246.2267,253.4911,5948251.0
2020-12-21,248.6069,250.711,245.3889,248.8926,2680524.0
2020-12-22,248.3594,248.6069,245.9697,247.036,1602940.0
2020-12-23,248.3308,249.3686,244.9938,245.1033,1455854.0
2020-12-24,245.6364,247.3311,243.9989,244.97,528132.0
2020-12-25,245.6364,247.3311,243.9989,244.97,528132.0
2020-12-26,245.6364,247.3311,243.9989,244.97,528132.0
2020-12-27,245.6364,247.3311,243.9989,244.97,528132.0
2020-12-28,247.2835,247.8929,246.0078,247.2359,1057069.0
2020-12-29,248.388,248.5175,244.8986,245.4079,1065161.0
2020-12-30,246.2743,246.8219,244.8653,245.1985,992768.0
2020-12-31,245.2556,248.7973,245.1366,248.6926,1325331.0
2021-01-01,245.2556,248.7973,245.1366,248.6926,1325331.0
2021-01-02,245.2556,248.7973,245.1366,248.6926,1325331.0
2021-01-03,245.2556,248.7973,245.1366,248.6926,1325331.0
2021-01-04,248.4927,249.1191,241.8757,244.1702,2505131.0
2021-01-05,244.1131,246.2458,242.9135,245.5603,1809333.0
2021-01-06,246.7789,250.9586,244.6368,248.2451,2535648.0
2021-01-07,247.8833,252.2248,247.8643,250.5873,2068188.0
2021-01-08,251.168,253.7577,248.7688,251.5013,2010661.0
2021-01-09,251.168,253.7577,248.7688,251.5013,2010661.0
2021-01-10,251.168,253.7577,248.7688,251.5013,2010661.0
2021-01-11,250.235,252.0249,247.7977,247.8738,1745183.0
2021-01-12,247.6549,248.7021,243.7513,246.0173,1898175.0
2021-01-13,244.9952,247.5173,244.9952,245.597,1870727.0
2021-01-14,245.7594,245.7594,242.7692,243.6099,2253238.0
2021-01-15,242.2916,244.5366,241.7279,242.3202,1915109.0
2021-01-16,242.2916,244.5366,241.7279,242.3202,1915109.0
2021-01-17,242.2916,244.5366,241.7279,242.3202,1915109.0
2021-01-18,242.2916,244.5366,241.7279,242.3202,1915109.0
2021-01-19,243.0463,245.8024,242.4158,244.4124,2249461.0
2021-01-20,246.4664,250.6603,245.5206,249.982,2081643.0
2021-01-21,248.8261,250.1158,245.4346,246.4186,1625568.0
2021-01-22,243.9634,244.9187,242.2438,243.3902,2049627.0
2021-01-23,243.9634,244.9187,242.2438,243.3902,2049627.0
2021-01-24,243.9634,244.9187,242.2438,243.3902,2049627.0
2021-01-25,240.6102,242.454,237.9353,240.7822,1921644.0
2021-01-26,241.8808,243.0459,239.9224,241.6897,1345509.0
2021-01-27,237.5531,239.9988,233.4739,235.1075,1833069.0
2021-01-28,238.1072,241.5082,237.0564,238.2028,1794214.0
2021-01-29,237.1519,238.0977,230.9327,231.1142,2494447.0
2021-01-30,237.1519,238.0977,230.9327,231.1142,2494447.0
2021-01-31,237.1519,238.0977,230.9327,231.1142,2494447.0
2021-02-01,235.1075,237.7824,233.0726,236.5118,1559691.0
2021-02-02,238.8333,240.1994,237.5197,237.6391,2010561.0
2021-02-03,237.1041,238.9384,235.5756,237.2761,2470492.0
2021-02-04,238.4129,241.7279,235.8813,241.7088,1702175.0
2021-02-05,242.7406,244.3264,240.8968,242.2152,1497684.0
2021-02-06,242.7406,244.3264,240.8968,242.2152,1497684.0
2021-02-07,242.7406,244.3264,240.8968,242.2152,1497684.0
2021-02-08,242.5782,245.855,242.4253,245.8168,1508696.0
2021-02-09,244.8614,247.2498,244.1927,246.1702,1542636.0
2021-02-10,246.495,247.6128,244.4315,245.4633,1428345.0
2021-02-11,246.4759,248.3771,245.5588,247.4026,1285423.0
2021-02-12,245.9505,247.0396,244.0016,245.9696,1219178.0
2021-02-13,245.9505,247.0396,244.0016,245.9696,1219178.0
2021-02-14,245.9505,247.0396,244.0016,245.9696,1219178.0
2021-02-15,245.9505,247.0396,244.0016,245.9696,1219178.0
2021-02-16,246.1416,247.8994,244.8232,245.5684,1606694.0
2021-02-17,245.1862,249.9247,244.3455,247.2211,1902244.0
2021-02-18,244.1736,246.5715,243.3186,246.1225,1664305.0
2021-02-19,246.9154,246.9536,242.8075,242.9317,2038413.0
2021-02-20,246.9154,246.9536,242.8075,242.9317,2038413.0
2021-02-21,246.9154,246.9536,242.8075,242.9317,2038413.0
2021-02-22,241.4031,242.817,238.9193,241.3458,1476005.0
2021-02-23,240.3236,246.409,239.3969,244.7468,2191308.0
2021-02-24,241.8999,248.8356,241.5273,247.6892,2476293.0
2021-02-25,247.4122,247.5316,241.298,242.4444,2157711.0
2021-02-26,243.8392,244.422,238.6518,239.6931,2712845.0
2021-02-27,243.8392,244.422,238.6518,239.6931,2712845.0
2021-02-28,243.8392,244.422,238.6518,239.6931,2712845.0
2021-03-01,242.6546,248.1955,242.6546,246.6288,1954679.0
2021-03-02,246.6288,249.4518,245.6257,247.651,2099800.0
2021-03-03,248.2911,248.3866,242.7024,242.8266,2114420.0
2021-03-04,241.5369,243.266,234.219,235.9673,2590392.0
2021-03-05,238.1072,239.4829,233.5216,238.3652,3236464.0
2021-03-06,238.1072,239.4829,233.5216,238.3652,3236464.0
2021-03-07,238.1072,239.4829,233.5216,238.3652,3236464.0
2021-03-08,243.2278,244.3608,238.0977,238.2505,2856067.0
2021-03-09,241.2407,245.9601,240.4,243.0081,2729187.0
2021-03-10,244.8423,246.7004,243.2374,245.6544,2045992.0
2021-03-11,248.3866,256.1344,248.3866,254.4721,2972037.0
2021-03-12,253.1442,254.3574,250.966,253.1155,1828588.0
2021-03-13,253.1442,254.3574,250.966,253.1155,1828588.0
2021-03-14,253.1442,254.3574,250.966,253.1155,1828588.0
2021-03-15,251.9118,254.6823,251.7091,254.367,2295775.0
2021-03-16,255.2841,255.3223,251.3481,251.7494,2185561.0
2021-03-17,251.7589,254.3861,249.9438,252.4659,2626454.0
2021-03-18,255.2841,259.3825,252.2844,254.9689,4089881.0
2021-03-19,254.453,257.0897,249.4614,251.9978,4460510.0
2021-03-20,254.453,257.0897,249.4614,251.9978,4460510.0
2021-03-21,254.453,257.0897,249.4614,251.9978,4460510.0
2021-03-22,251.3959,254.0517,250.6316,253.3543,2295739.0
2021-03-23,253.6409,255.195,252.5614,254.1473,2160255.0
2021-03-24,254.0422,257.7393,253.832,255.5994,2160639.0
2021-03-25,254.2906,257.4623,253.9323,256.612,1714724.0
2021-03-26,256.4974,268.7352,256.4974,268.2289,3171950.0
2021-03-27,256.4974,268.7352,256.4974,268.2289,3171950.0
2021-03-28,256.4974,268.7352,256.4974,268.2289,3171950.0
2021-03-29,265.7928,268.7262,265.3342,267.0538,2398744.0
2021-03-30,267.2926,267.5697,264.1687,266.108,1763120.0
2021-03-31,266.0603,266.7959,263.7627,263.9108,2375794.0
2021-04-01,266.1749,266.3278,263.734,265.9074,2301965.0
2021-04-02,266.1749,266.3278,263.734,265.9074,2301965.0
2021-04-03,266.1749,266.3278,263.734,265.9074,2301965.0
2021-04-04,266.1749,266.3278,263.734,265.9074,2301965.0
2021-04-05,266.5475,270.0631,266.3469,268.5728,2631275.0
2021-04-06,268.8594,270.407,267.1589,269.0505,1786624.0
2021-04-07,269.3753,270.9611,268.5441,269.9485,2736294.0
2021-04-08,271.4292,272.5995,270.579,271.7158,1600609.0
2021-04-09,272.2699,274.964,270.9325,274.8589,1787837.0
2021-04-10,272.2699,274.964,270.9325,274.8589,1787837.0
2021-04-11,272.2699,274.964,270.9325,274.8589,1787837.0
2021-04-12,273.1966,275.2315,272.4022,274.6965,1437563.0
2021-04-13,273.7985,274.2379,271.391,272.4801,2228040.0
2021-04-14,272.5183,274.8374,271.2726,272.5758,1903608.0
2021-04-15,274.3199,275.2016,272.5471,273.2562,2047477.0
2021-04-16,273.2658,275.4699,273.1173,274.9907,2625463.0
2021-04-17,273.2658,275.4699,273.1173,274.9907,2625463.0
2021-04-18,273.2658,275.4699,273.1173,274.9907,2625463.0
2021-04-19,275.1249,275.2495,273.0262,274.5883,1437060.0
2021-04-20,274.0037,276.8498,273.8408,276.5623,1889813.0
2021-04-21,277.5877,279.006,275.7861,278.5939,1585981.0
2021-04-22,278.8526,281.0471,277.0894,278.0573,1460430.0
2021-04-23,278.086,280.6743,277.6164,279.5714,1505286.0
2021-04-24,278.086,280.6743,277.6164,279.5714,1505286.0
2021-04-25,278.086,280.6743,277.6164,279.5714,1505286.0
2021-04-26,279.4372,280.1751,276.7923,277.444,1420710.0
2021-04-27,277.971,278.7568,276.0496,278.1435,1270917.0
2021-04-28,278.5939,279.2935,277.7314,278.1627,1159940.0
2021-04-29,279.8972,281.0471,278.4789,280.338,1247772.0
2021-04-30,278.6418,278.7856,276.3323,277.8752,1969179.0
2021-05-01,278.6418,278.7856,276.3323,277.8752,1969179.0
2021-05-02,278.6418,278.7856,276.3323,277.8752,1969179.0
