,ADP US Equity,ADP US Equity,ADP US Equity,ADP US Equity,ADP US Equity
2021-05-04,179.407,182.917,178.4001,182.5312,2246705.0
2021-05-05,178.7859,183.0958,178.1366,182.2394,2759117.0
2021-05-06,183.7733,183.8486,181.4866,183.8016,1317030.0
2021-05-07,184.9778,184.9778,180.6115,183.3969,1968302.0
2021-05-08,184.9778,184.9778,180.6115,183.3969,1968302.0
2021-05-09,184.9778,184.9778,180.6115,183.3969,1968302.0
2021-05-10,184.432,185.0672,182.8041,182.9358,2561152.0
2021-05-11,183.4251,185.0155,181.6278,183.0017,1637017.0
2021-05-12,182.1589,182.1589,177.8166,178.2683,2235679.0
2021-05-13,178.513,182.4935,178.4095,181.1667,1440039.0
2021-05-14,182.8888,184.1309,181.5149,183.1617,1047154.0
2021-05-15,182.8888,184.1309,181.5149,183.1617,1047154.0
2021-05-16,182.8888,184.1309,181.5149,183.1617,1047154.0
2021-05-17,182.6159,183.6604,181.0255,183.0958,1353452.0
2021-05-18,183.1805,184.8414,181.0349,181.1855,1509002.0
2021-05-19,179.0964,180.6679,176.2451,179.5857,1668151.0
2021-05-20,179.821,183.6516,179.5669,182.6911,1312070.0
2021-05-21,183.3122,185.1849,182.8041,183.7639,1223564.0
2021-05-22,183.3122,185.1849,182.8041,183.7639,1223564.0
2021-05-23,183.3122,185.1849,182.8041,183.7639,1223564.0
2021-05-24,184.8743,186.6529,184.6108,185.4201,1233424.0
2021-05-25,185.5425,185.5895,183.3969,183.6886,1648654.0
2021-05-26,184.3662,184.592,182.183,182.917,1165845.0
2021-05-27,183.6604,186.267,182.9264,185.6083,5650455.0
2021-05-28,185.9659,186.3047,184.0933,184.4603,1285136.0
2021-05-29,185.9659,186.3047,184.0933,184.4603,1285136.0
2021-05-30,185.9659,186.3047,184.0933,184.4603,1285136.0
2021-05-31,185.9659,186.3047,184.0933,184.4603,1285136.0
2021-06-01,186.0882,186.5117,184.0556,185.1096,1302781.0
2021-06-02,185.279,187.7586,185.0343,186.7376,1282131.0
2021-06-03,184.8461,185.9753,183.698,185.3731,1449789.0
2021-06-04,187.0387,187.0387,185.4672,186.06,1353059.0
2021-06-05,187.0387,187.0387,185.4672,186.06,1353059.0
2021-06-06,187.0387,187.0387,185.4672,186.06,1353059.0
2021-06-07,186.3611,186.5305,184.5544,185.119,1270703.0
2021-06-08,185.5048,187.4433,184.9308,187.1516,1098929.0
2021-06-09,188.1585,188.6855,186.4082,186.5023,1622465.0
2021-06-10,187.372,189.2062,186.5211,189.1495,1415039.0
2021-06-11,189.4048,189.4332,188.1379,188.7619,1360036.0
2021-06-12,189.4048,189.4332,188.1379,188.7619,1360036.0
2021-06-13,189.4048,189.4332,188.1379,188.7619,1360036.0
2021-06-14,187.7408,188.743,186.4455,188.3081,1436076.0
2021-06-15,188.3081,188.7241,187.0789,188.1757,1030155.0
2021-06-16,187.6651,188.6673,185.3204,186.4739,1865345.0
2021-06-17,186.1618,187.7455,185.7877,186.7291,1402333.0
2021-06-18,185.2447,185.4811,181.6993,182.38,2926563.0
2021-06-19,185.2447,185.4811,181.6993,182.38,2926563.0
2021-06-20,185.2447,185.4811,181.6993,182.38,2926563.0
2021-06-21,183.212,186.1808,183.0891,185.7553,1174174.0
2021-06-22,185.1407,186.2091,184.4222,186.0578,979631.0
2021-06-23,185.5284,185.5284,184.1386,184.5829,873470.0
2021-06-24,185.4055,185.9728,184.564,185.3866,1055416.0
2021-06-25,185.2826,187.2586,184.8477,186.5968,1798905.0
2021-06-26,185.2826,187.2586,184.8477,186.5968,1798905.0
2021-06-27,185.2826,187.2586,184.8477,186.5968,1798905.0
2021-06-28,186.7859,187.391,185.0178,185.9066,1279420.0
2021-06-29,186.2186,187.7597,185.4717,186.8426,912168.0
2021-06-30,186.8048,188.3175,186.6251,187.788,1433184.0
2021-07-01,187.788,189.0739,187.5895,188.9131,1130356.0
2021-07-02,190.8892,190.927,189.1495,190.4921,1012103.0
2021-07-03,190.8892,190.927,189.1495,190.4921,1012103.0
2021-07-04,190.8892,190.927,189.1495,190.4921,1012103.0
2021-07-05,190.8892,190.927,189.1495,190.4921,1012103.0
2021-07-06,191.2863,191.4564,188.4499,190.1423,1032442.0
2021-07-07,190.4543,192.4492,189.9248,192.2506,1091608.0
2021-07-08,190.927,192.0143,189.8019,190.8513,1262764.0
2021-07-09,190.9837,192.8463,190.8242,192.6099,1746829.0
2021-07-10,190.9837,192.8463,190.8242,192.6099,1746829.0
2021-07-11,190.9837,192.8463,190.8242,192.6099,1746829.0
2021-07-12,190.8892,192.8179,189.9532,192.6383,1325210.0
2021-07-13,192.7801,193.6641,192.2223,192.7895,1025112.0
2021-07-14,193.6216,194.2077,192.799,193.3474,1558949.0
2021-07-15,193.1488,196.0419,192.8746,195.7394,1518255.0
2021-07-16,195.8056,197.2049,194.1416,194.3874,1652093.0
2021-07-17,195.8056,197.2049,194.1416,194.3874,1652093.0
2021-07-18,195.8056,197.2049,194.1416,194.3874,1652093.0
2021-07-19,193.1016,194.1699,189.5681,190.6812,1841632.0
2021-07-20,191.7212,194.5387,191.135,192.0615,2097186.0
2021-07-21,192.0615,193.4419,191.6739,193.319,1408681.0
2021-07-22,193.4041,193.9336,191.6644,192.2034,1075703.0
2021-07-23,193.1488,195.2761,192.3735,194.8412,1105304.0
2021-07-24,193.1488,195.2761,192.3735,194.8412,1105304.0
2021-07-25,193.1488,195.2761,192.3735,194.8412,1105304.0
2021-07-26,194.5197,195.2194,193.2056,195.0208,1118802.0
2021-07-27,195.1532,197.2143,194.4819,196.5525,2075006.0
2021-07-28,195.9663,196.1838,192.1372,195.5976,2065532.0
2021-07-29,196.6565,198.4245,195.7819,197.4412,1236920.0
2021-07-30,197.0441,198.8452,197.0441,198.1976,1533800.0
2021-07-31,197.0441,198.8452,197.0441,198.1976,1533800.0
2021-08-01,197.0441,198.8452,197.0441,198.1976,1533800.0
2021-08-02,199.058,199.7434,197.8194,198.0274,1458979.0
2021-08-03,198.1692,202.0646,197.3372,201.7998,1412236.0
2021-08-04,201.4216,201.9984,200.3627,200.4384,1634572.0
2021-08-05,201.4784,201.9275,200.5234,201.658,1010934.0
2021-08-06,201.7809,202.2726,200.9394,201.3838,1342900.0
2021-08-07,201.7809,202.2726,200.9394,201.3838,1342900.0
2021-08-08,201.7809,202.2726,200.9394,201.3838,1342900.0
2021-08-09,201.7904,202.2915,200.7078,202.0456,1321962.0
2021-08-10,202.386,205.3075,201.7904,204.9009,2575019.0
2021-08-11,203.1046,205.2035,203.1046,204.4566,1883624.0
2021-08-12,204.8631,204.8726,202.8966,203.1802,1449344.0
2021-08-13,203.4355,204.2367,203.0006,203.4355,1003525.0
2021-08-14,203.4355,204.2367,203.0006,203.4355,1003525.0
2021-08-15,203.4355,204.2367,203.0006,203.4355,1003525.0
2021-08-16,202.2631,204.8537,202.0078,204.7497,1233598.0
2021-08-17,203.634,204.5937,202.0929,203.0857,1248827.0
2021-08-18,202.3009,202.3009,196.9023,197.1009,3061074.0
2021-08-19,196.4296,200.2162,196.1838,199.6063,1582442.0
2021-08-20,200.2493,200.4384,198.4434,200.0413,1777726.0
2021-08-21,200.2493,200.4384,198.4434,200.0413,1777726.0
2021-08-22,200.2493,200.4384,198.4434,200.0413,1777726.0
2021-08-23,200.6274,201.034,198.9162,200.1831,1139154.0
2021-08-24,199.2943,200.0885,196.6849,196.8361,1663103.0
2021-08-25,197.4129,197.7627,195.607,196.8361,1202752.0
2021-08-26,196.439,197.0252,194.9548,195.7867,1207067.0
2021-08-27,196.2878,198.1787,195.8907,197.5641,1369972.0
2021-08-28,196.2878,198.1787,195.8907,197.5641,1369972.0
2021-08-29,196.2878,198.1787,195.8907,197.5641,1369972.0
2021-08-30,197.6871,199.3322,197.5925,197.6681,885567.0
2021-08-31,198.434,198.434,195.7867,197.6398,2237071.0
2021-09-01,196.1838,196.1838,194.5197,195.5787,1397832.0
2021-09-02,194.2834,196.0419,194.2834,195.2667,1174361.0
2021-09-03,193.3474,196.4485,193.2254,196.0703,1115879.0
2021-09-04,193.3474,196.4485,193.2254,196.0703,1115879.0
2021-09-05,193.3474,196.4485,193.2254,196.0703,1115879.0
2021-09-06,193.3474,196.4485,193.2254,196.0703,1115879.0
2021-09-07,195.5787,196.023,190.8324,191.2012,1342346.0
2021-09-08,191.6172,194.0754,191.3146,193.943,1259194.0
2021-09-09,194.4749,196.118,192.8508,192.9553,1295695.0
2021-09-10,194.133,194.1601,190.5714,190.7423,1843853.0
2021-09-11,194.133,194.1601,190.5714,190.7423,1843853.0
2021-09-12,194.133,194.1601,190.5714,190.7423,1843853.0
2021-09-13,192.319,194.0001,189.0992,189.954,1894750.0
2021-09-14,191.2742,191.3597,189.2037,189.7071,1906316.0
2021-09-15,189.3082,190.7993,188.9473,190.4479,1661780.0
2021-09-16,190.5999,191.4024,188.2445,188.4344,1430584.0
2021-09-17,188.4059,189.7451,187.5036,188.6908,3083860.0
2021-09-18,188.4059,189.7451,187.5036,188.6908,3083860.0
2021-09-19,188.4059,189.7451,187.5036,188.6908,3083860.0
2021-09-20,186.9908,189.5076,186.2499,188.8238,1915940.0
2021-09-21,189.2417,189.3747,186.4874,187.1522,985595.0
2021-09-22,188.1875,189.0043,186.9053,188.3489,968474.0
2021-09-23,188.8618,192.2905,188.5484,191.2742,1041248.0
2021-09-24,190.8563,192.6989,190.6379,192.0625,884144.0
2021-09-25,190.8563,192.6989,190.6379,192.0625,884144.0
2021-09-26,190.8563,192.6989,190.6379,192.0625,884144.0
2021-09-27,191.2742,192.9648,191.0273,191.5876,1357464.0
2021-09-28,189.7546,190.4384,186.8958,187.3707,1245904.0
2021-09-29,188.064,190.6189,187.9405,189.5551,1001598.0
2021-09-30,190.4004,194.076,189.6786,189.8781,1739689.0
2021-10-01,190.4384,193.0123,187.1161,191.8536,1379052.0
2021-10-02,190.4384,193.0123,187.1161,191.8536,1379052.0
2021-10-03,190.4384,193.0123,187.1161,191.8536,1379052.0
2021-10-04,190.3244,192.4899,189.2037,189.9255,1453522.0
2021-10-05,190.0205,194.4275,189.3173,193.5252,1038992.0
2021-10-06,192.167,194.9023,191.9865,194.6934,1486064.0
2021-10-07,196.1465,198.3215,195.6812,197.1438,1439607.0
2021-10-08,197.4762,197.7611,195.5957,195.8046,1002526.0
2021-10-09,197.4762,197.7611,195.5957,195.8046,1002526.0
2021-10-10,197.4762,197.7611,195.5957,195.8046,1002526.0
2021-10-11,195.2348,195.4247,193.4017,193.5157,816929.0
2021-10-12,193.8196,194.361,192.8128,193.6012,1132797.0
2021-10-13,194.8643,195.4247,192.0921,194.8833,1129830.0
2021-10-14,195.9946,198.4545,195.8521,198.0461,1361924.0
2021-10-15,199.4517,202.3485,198.6349,202.2821,1747165.0
2021-10-16,199.4517,202.3485,198.6349,202.2821,1747165.0
2021-10-17,199.4517,202.3485,198.6349,202.2821,1747165.0
2021-10-18,200.9429,202.9184,199.9266,201.8926,1310679.0
2021-10-19,202.5385,203.3268,201.0948,203.2318,834273.0
2021-10-20,204.1911,204.495,201.8262,202.3485,1048662.0
2021-10-21,202.377,204.2006,201.4178,203.9252,939951.0
2021-10-22,204.6755,207.7717,204.3573,206.8125,1361368.0
2021-10-23,204.6755,207.7717,204.3573,206.8125,1361368.0
2021-10-24,204.6755,207.7717,204.3573,206.8125,1361368.0
2021-10-25,206.8979,208.2419,206.3917,207.1164,863301.0
2021-10-26,207.1924,209.0824,206.8789,207.8097,1819502.0
2021-10-27,211.9507,213.4656,209.4623,210.8015,2043500.0
2021-10-28,211.2099,212.5491,210.0417,211.7418,1428650.0
2021-10-29,210.9345,213.6983,210.9345,213.2139,1609724.0
2021-10-30,210.9345,213.6983,210.9345,213.2139,1609724.0
2021-10-31,210.9345,213.6983,210.9345,213.2139,1609724.0
2021-11-01,212.853,213.3374,209.9562,210.9819,1172976.0
2021-11-02,212.0267,213.9262,210.963,213.8598,1249084.0
2021-11-03,211.1624,214.7335,211.0009,214.4106,1079348.0
2021-11-04,214.3346,215.8923,213.7615,214.8285,1190372.0
2021-11-05,217.7443,218.5611,216.3387,218.0672,1394743.0
2021-11-06,217.7443,218.5611,216.3387,218.0672,1394743.0
2021-11-07,217.7443,218.5611,216.3387,218.0672,1394743.0
2021-11-08,218.6371,218.6371,215.3129,216.0632,1366190.0
2021-11-09,216.5856,217.9818,214.3536,217.6873,1093070.0
2021-11-10,218.3997,220.0618,216.899,218.1052,1081053.0
2021-11-11,217.3454,218.1907,216.2437,217.07,709814.0
2021-11-12,218.0672,220.2185,217.1934,219.3304,1207592.0
2021-11-13,218.0672,220.2185,217.1934,219.3304,1207592.0
2021-11-14,218.0672,220.2185,217.1934,219.3304,1207592.0
2021-11-15,220.1567,221.5244,218.2287,221.3534,1029103.0
2021-11-16,222.2747,225.1525,222.2462,223.4334,1454499.0
2021-11-17,222.3602,225.238,221.8663,224.9816,1080294.0
2021-11-18,225.0575,226.2827,223.215,225.9978,1151050.0
2021-11-19,227.0711,227.242,225.0291,225.9598,1301749.0
2021-11-20,227.0711,227.242,225.0291,225.9598,1301749.0
2021-11-21,227.0711,227.242,225.0291,225.9598,1301749.0
2021-11-22,225.5514,229.0656,224.0793,224.9246,1080638.0
2021-11-23,223.7849,224.6491,222.3355,224.2787,1456795.0
2021-11-24,223.158,223.9558,220.7931,222.5976,1511075.0
2021-11-25,223.158,223.9558,220.7931,222.5976,1511075.0
2021-11-26,221.9993,222.5264,217.5639,218.0862,1366697.0
2021-11-27,221.9993,222.5264,217.5639,218.0862,1366697.0
2021-11-28,221.9993,222.5264,217.5639,218.0862,1366697.0
2021-11-29,219.5014,225.2665,218.5516,224.0508,2094323.0
2021-11-30,224.6301,224.6681,217.8108,219.2924,4374163.0
2021-12-01,218.3617,220.5651,213.2709,215.4744,2391596.0
2021-12-02,216.918,222.3412,216.918,220.7551,2121848.0
2021-12-03,220.5366,221.4389,216.3197,218.3427,1561667.0
2021-12-04,220.5366,221.4389,216.3197,218.3427,1561667.0
2021-12-05,220.5366,221.4389,216.3197,218.3427,1561667.0
2021-12-06,220.7076,221.6004,219.093,220.5366,2289631.0
2021-12-07,223.1485,224.2787,221.5244,223.3195,1753403.0
2021-12-08,221.5529,223.8133,220.5366,222.5312,1045758.0
2021-12-09,222.5312,223.1513,220.938,222.0351,1326150.0
2021-12-10,223.2753,225.9656,222.7077,225.8416,1276146.0
2021-12-11,223.2753,225.9656,222.7077,225.8416,1276146.0
2021-12-12,223.2753,225.9656,222.7077,225.8416,1276146.0
2021-12-13,225.4695,226.3759,223.9908,224.2103,1638891.0
2021-12-14,223.0941,223.9002,217.2079,219.154,1501413.0
2021-12-15,218.8996,223.2944,218.8488,223.1609,1536556.0
2021-12-16,223.1609,223.7571,220.4133,221.1861,1597226.0
2021-12-17,219.5622,222.1353,218.2096,218.8583,2455091.0
2021-12-18,219.5622,222.1353,218.2096,218.8583,2455091.0
2021-12-19,219.5622,222.1353,218.2096,218.8583,2455091.0
2021-12-20,216.0631,219.0586,214.7895,218.8106,1137833.0
2021-12-21,220.5946,221.5009,218.7152,221.2815,1105399.0
2021-12-22,221.167,226.8242,221.0048,226.6907,1340594.0
2021-12-23,226.9769,232.5483,226.9292,230.8692,1532549.0
2021-12-24,226.9769,232.5483,226.9292,230.8692,1532549.0
2021-12-25,226.9769,232.5483,226.9292,230.8692,1532549.0
2021-12-26,226.9769,232.5483,226.9292,230.8692,1532549.0
2021-12-27,231.9186,235.3578,231.3558,234.9619,1020653.0
2021-12-28,234.9428,235.5534,234.1367,234.752,924535.0
2021-12-29,236.1544,237.5091,233.445,236.6028,936823.0
2021-12-30,236.8317,236.9117,234.0747,234.2655,753286.0
2021-12-31,234.1605,236.3547,233.3401,235.2386,884236.0
2022-01-01,234.1605,236.3547,233.3401,235.2386,884236.0
2022-01-02,234.1605,236.3547,233.3401,235.2386,884236.0
2022-01-03,233.7885,236.0829,230.3254,232.7868,1396973.0
2022-01-04,231.9949,235.6774,231.9949,233.8743,2124390.0
2022-01-05,233.3305,235.1527,231.661,231.8805,2181207.0
2022-01-06,231.3081,233.4355,229.5622,230.2873,1946540.0
2022-01-07,229.7053,230.1442,227.7496,227.8546,1461990.0
2022-01-08,229.7053,230.1442,227.7496,227.8546,1461990.0
2022-01-09,229.7053,230.1442,227.7496,227.8546,1461990.0
2022-01-10,225.4695,226.9769,221.2624,222.1782,1929346.0
2022-01-11,222.9128,224.5919,219.5166,224.4583,1292976.0
2022-01-12,224.3152,225.2692,222.4835,223.8382,1202519.0
2022-01-13,224.0576,225.1929,220.6661,221.2624,1110590.0
2022-01-14,219.3639,220.6995,216.4924,218.2286,1562921.0
2022-01-15,219.3639,220.6995,216.4924,218.2286,1562921.0
2022-01-16,219.3639,220.6995,216.4924,218.2286,1562921.0
2022-01-17,219.3639,220.6995,216.4924,218.2286,1562921.0
2022-01-18,215.6051,217.3414,212.5094,216.0249,1939508.0
2022-01-19,217.1697,218.8965,214.3935,214.4889,1613943.0
2022-01-20,216.1775,217.8709,209.6235,210.1768,2051798.0
2022-01-21,210.4249,211.5315,206.8569,207.1431,2164430.0
2022-01-22,210.4249,211.5315,206.8569,207.1431,2164430.0
2022-01-23,210.4249,211.5315,206.8569,207.1431,2164430.0
2022-01-24,205.9506,209.2801,201.3237,208.2021,2981736.0
2022-01-25,203.2889,208.6314,202.955,206.9046,2487478.0
2022-01-26,196.0385,198.6947,187.5001,188.3778,5686862.0
2022-01-27,189.1315,191.3543,185.6112,187.3857,3527243.0
2022-01-28,187.8817,190.1237,183.8272,190.1046,2262030.0
2022-01-29,187.8817,190.1237,183.8272,190.1046,2262030.0
2022-01-30,187.8817,190.1237,183.8272,190.1046,2262030.0
2022-01-31,190.1714,197.8225,188.9789,196.6872,3113293.0
2022-02-01,196.983,197.7271,193.2623,196.1053,2122663.0
2022-02-02,196.1053,198.7383,195.7809,198.3376,2149952.0
2022-02-03,194.9318,198.0991,194.4835,195.695,1938047.0
2022-02-04,194.5121,197.7938,191.9744,196.7635,2016562.0
2022-02-05,194.5121,197.7938,191.9744,196.7635,2016562.0
2022-02-06,194.5121,197.7938,191.9744,196.7635,2016562.0
2022-02-07,197.3741,198.414,195.8,196.506,1581881.0
2022-02-08,195.2944,199.2916,194.617,198.8242,1503792.0
2022-02-09,200.7894,201.6671,199.6446,201.4477,2078703.0
2022-02-10,197.7146,198.7288,194.7887,196.0862,2270554.0
2022-02-11,196.9089,197.8606,194.3213,194.4167,2678905.0
2022-02-12,196.9089,197.8606,194.3213,194.4167,2678905.0
2022-02-13,196.9089,197.8606,194.3213,194.4167,2678905.0
2022-02-14,194.9795,195.2848,190.5053,192.6899,1899555.0
2022-02-15,195.0749,195.3898,193.2289,194.6361,1412099.0
2022-02-16,194.0542,195.7857,192.0746,194.846,1833943.0
2022-02-17,193.5772,194.3594,190.7915,191.2398,1600665.0
2022-02-18,190.8487,192.7853,190.0378,191.2303,2744445.0
2022-02-19,190.8487,192.7853,190.0378,191.2303,2744445.0
2022-02-20,190.8487,192.7853,190.0378,191.2303,2744445.0
2022-02-21,190.8487,192.7853,190.0378,191.2303,2744445.0
2022-02-22,191.2303,193.1383,189.3175,190.7056,1690167.0
2022-02-23,191.7455,192.7853,186.8705,187.2616,1646707.0
2022-02-24,184.6,191.4783,183.417,191.0109,1965362.0
2022-02-25,191.7836,195.1322,190.6293,194.9605,1336364.0
2022-02-26,191.7836,195.1322,190.6293,194.9605,1336364.0
2022-02-27,191.7836,195.1322,190.6293,194.9605,1336364.0
2022-02-28,194.0732,195.447,191.9363,195.0368,2234561.0
2022-03-01,194.1782,195.1417,191.8981,193.0048,1503225.0
2022-03-02,193.6153,197.7891,192.9189,196.8017,1674593.0
2022-03-03,199.2535,199.969,194.5884,195.2848,2192173.0
2022-03-04,194.2068,199.015,193.3005,198.8719,1492278.0
2022-03-05,194.2068,199.015,193.3005,198.8719,1492278.0
2022-03-06,194.2068,199.015,193.3005,198.8719,1492278.0
2022-03-07,198.1659,202.0583,196.9734,198.8051,2535505.0
2022-03-08,198.2804,203.2603,195.5138,195.9336,2326317.0
2022-03-09,200.6559,201.4238,196.5918,200.0549,1791687.0
2022-03-10,197.9934,201.4498,196.5553,200.793,2399303.0
2022-03-11,201.9435,203.5926,198.1756,198.7221,1664796.0
2022-03-12,201.9435,203.5926,198.1756,198.7221,1664796.0
2022-03-13,201.9435,203.5926,198.1756,198.7221,1664796.0
2022-03-14,199.0097,201.071,197.7058,198.4632,2064122.0
2022-03-15,201.3395,204.1007,200.0164,203.5542,2220162.0
2022-03-16,204.2062,205.7066,199.2878,203.698,2086317.0
2022-03-17,202.9886,205.1745,202.6338,205.0978,1453740.0
2022-03-18,205.0978,208.5014,203.4775,205.8361,6168463.0
2022-03-19,205.0978,208.5014,203.4775,205.8361,6168463.0
2022-03-20,205.0978,208.5014,203.4775,205.8361,6168463.0
2022-03-21,205.4142,206.4017,201.6846,203.7652,2064541.0
2022-03-22,203.8898,206.6606,202.653,206.3346,1893906.0
2022-03-23,206.8811,206.8907,203.7076,203.8035,1120308.0
2022-03-24,205.0211,208.1371,203.9377,208.0029,1153279.0
2022-03-25,208.7315,210.0354,207.5954,210.0067,1249810.0
2022-03-26,208.7315,210.0354,207.5954,210.0067,1249810.0
2022-03-27,208.7315,210.0354,207.5954,210.0067,1249810.0
2022-03-28,210.0546,211.5695,209.1246,211.5503,1202835.0
2022-03-29,213.6691,216.1427,212.8446,215.673,1560890.0
2022-03-30,214.4553,219.0957,213.461,218.3671,1628811.0
2022-03-31,219.7285,222.4993,218.1465,218.1561,3306788.0
2022-04-01,218.856,224.2538,217.7218,223.8703,1934854.0
2022-04-02,218.856,224.2538,217.7218,223.8703,1934854.0
2022-04-03,218.856,224.2538,217.7218,223.8703,1934854.0
2022-04-04,224.1196,226.3919,223.7457,225.4811,1962681.0
2022-04-05,225.2414,230.7101,224.877,228.1848,2519333.0
2022-04-06,225.97,229.1915,225.6728,227.9834,2308609.0
2022-04-07,226.8233,229.6804,226.7946,228.6641,2141694.0
2022-04-08,228.5491,229.7955,227.0055,227.9067,1469298.0
2022-04-09,228.5491,229.7955,227.0055,227.9067,1469298.0
2022-04-10,228.5491,229.7955,227.0055,227.9067,1469298.0
2022-04-11,227.9259,228.8751,221.066,221.4351,2087420.0
2022-04-12,224.599,225.2413,221.0899,221.531,1703597.0
2022-04-13,222.2884,224.5127,222.2165,224.1004,1566209.0
2022-04-14,224.1004,224.9921,219.1916,219.7477,2213560.0
2022-04-15,224.1004,224.9921,219.1916,219.7477,2213560.0
2022-04-16,224.1004,224.9921,219.1916,219.7477,2213560.0
2022-04-17,224.1004,224.9921,219.1916,219.7477,2213560.0
2022-04-18,218.5972,220.3038,216.0085,217.8302,2252958.0
2022-04-19,217.8302,220.9557,216.0948,220.1312,2263426.0
2022-04-20,222.2117,223.506,221.5595,223.0266,1545703.0
2022-04-21,223.7457,225.5482,220.1024,220.6873,1343078.0
2022-04-22,221.0804,222.624,214.091,214.3019,1622347.0
2022-04-23,221.0804,222.624,214.091,214.3019,1622347.0
2022-04-24,221.0804,222.624,214.091,214.3019,1622347.0
2022-04-25,213.9664,218.0315,212.5666,217.6959,1810292.0
2022-04-26,215.3757,217.8493,213.0076,213.1131,2175552.0
2022-04-27,215.7209,223.18,214.2636,218.5972,2292312.0
2022-04-28,219.7669,222.135,218.1935,220.2079,2249633.0
2022-04-29,219.2491,219.7093,208.511,209.1821,2621358.0
2022-04-30,219.2491,219.7093,208.511,209.1821,2621358.0
2022-05-01,219.2491,219.7093,208.511,209.1821,2621358.0
2022-05-02,210.7258,212.8782,206.2579,210.2751,2283222.0
2022-05-03,210.8983,213.7554,210.0882,212.4036,1957430.0
2022-05-04,212.672,219.9538,211.2243,219.4409,1631553.0
2022-05-05,218.8752,218.8752,207.2311,209.5465,2103481.0
2022-05-06,208.2138,209.2013,205.0882,207.9933,1581620.0
2022-05-07,208.2138,209.2013,205.0882,207.9933,1581620.0
2022-05-08,208.2138,209.2013,205.0882,207.9933,1581620.0
2022-05-09,205.2129,206.3538,200.515,201.1382,2602592.0
2022-05-10,203.8994,206.0067,200.7115,203.583,2527367.0
2022-05-11,201.9531,205.1985,199.2015,199.9301,2111116.0
2022-05-12,198.7892,200.255,195.8937,198.9234,1912599.0
2022-05-13,200.6396,201.3203,198.3386,200.1794,2390845.0
2022-05-14,200.6396,201.3203,198.3386,200.1794,2390845.0
2022-05-15,200.6396,201.3203,198.3386,200.1794,2390845.0
2022-05-16,200.0164,201.2628,197.2744,199.9972,1941241.0
2022-05-17,203.0653,206.6894,202.1647,206.0949,1836522.0
2022-05-18,204.676,204.7719,199.2316,199.9014,1628834.0
2022-05-19,199.4987,200.9081,197.0634,198.3194,1617935.0
2022-05-20,200.2465,201.2149,195.2322,200.0356,2651284.0
2022-05-21,200.2465,201.2149,195.2322,200.0356,2651284.0
2022-05-22,200.2465,201.2149,195.2322,200.0356,2651284.0
2022-05-23,202.5763,204.3021,201.0806,204.1774,1488158.0
2022-05-24,203.2666,204.791,201.1286,203.9569,1863662.0
2022-05-25,203.4296,205.8457,202.6242,205.0787,1339527.0
2022-05-26,206.1333,210.8408,205.721,209.278,1348269.0
2022-05-27,210.9271,215.4428,210.5819,215.3949,1464587.0
2022-05-28,210.9271,215.4428,210.5819,215.3949,1464587.0
2022-05-29,210.9271,215.4428,210.5819,215.3949,1464587.0
2022-05-30,210.9271,215.4428,210.5819,215.3949,1464587.0
2022-05-31,214.9155,215.9428,212.1927,213.7458,3007225.0
2022-06-01,214.7909,215.4333,209.8964,210.2751,1398737.0
2022-06-02,210.5723,214.6375,208.5973,214.4841,1412219.0
2022-06-03,213.487,213.6979,210.4477,211.579,1445091.0
2022-06-04,213.487,213.6979,210.4477,211.579,1445091.0
2022-06-05,213.487,213.6979,210.4477,211.579,1445091.0
2022-06-06,213.3144,214.9731,210.0642,210.4573,1408656.0
2022-06-07,208.837,213.5541,208.837,213.1131,1081025.0
2022-06-08,211.7708,212.6624,209.5657,210.9175,1030686.0
2022-06-09,210.4646,212.9028,207.6518,207.7866,1080394.0
2022-06-10,205.1375,206.3609,202.7389,203.8563,1838985.0
2022-06-11,205.1375,206.3609,202.7389,203.8563,1838985.0
2022-06-12,205.1375,206.3609,202.7389,203.8563,1838985.0
2022-06-13,199.2902,201.2746,196.6122,197.248,1796076.0
2022-06-14,197.9801,197.9801,194.5796,196.6411,1780416.0
2022-06-15,198.4232,202.4306,196.1883,199.5503,1784714.0
2022-06-16,196.1113,197.6526,191.2658,192.6048,1795996.0
2022-06-17,192.1232,194.0883,189.397,192.9323,3328265.0
2022-06-18,192.1232,194.0883,189.397,192.9323,3328265.0
2022-06-19,192.1232,194.0883,189.397,192.9323,3328265.0
2022-06-20,192.1232,194.0883,189.397,192.9323,3328265.0
2022-06-21,195.9668,199.82,195.4659,199.2517,1769319.0
2022-06-22,197.0072,202.0838,196.4966,199.7911,1505648.0
2022-06-23,201.8237,203.4228,200.5522,202.8545,1357600.0
2022-06-24,204.3091,210.8211,204.1935,210.7633,1911951.0
2022-06-25,204.3091,210.8211,204.1935,210.7633,1911951.0
2022-06-26,204.3091,210.8211,204.1935,210.7633,1911951.0
2022-06-27,210.2623,212.4096,208.0543,210.3009,1619006.0
2022-06-28,210.6958,212.3118,206.0623,206.2068,1412971.0
2022-06-29,206.2646,207.8155,202.4595,204.4054,1534678.0
2022-06-30,202.6136,205.229,201.5058,202.3343,2226964.0
2022-07-01,202.2379,205.6866,201.4288,205.4072,1552928.0
2022-07-02,202.2379,205.6866,201.4288,205.4072,1552928.0
2022-07-03,202.2379,205.6866,201.4288,205.4072,1552928.0
2022-07-04,202.2379,205.6866,201.4288,205.4072,1552928.0
