,STBA US Equity,STBA US Equity,STBA US Equity,STBA US Equity,STBA US Equity
2021-03-14,30.5066,31.2705,30.2489,31.0929,260437.0
2021-03-15,31.2528,31.7991,29.6448,30.0179,150597.0
2021-03-16,29.6093,29.9558,29.0655,29.6804,122143.0
2021-03-17,30.1157,30.5154,29.2268,29.787,125676.0
2021-03-18,30.0446,31.1018,29.8314,30.089,128390.0
2021-03-19,29.4672,30.3111,28.8897,30.2489,770379.0
2021-03-20,29.4672,30.3111,28.8897,30.2489,770379.0
2021-03-21,29.4672,30.3111,28.8897,30.2489,770379.0
2021-03-22,29.7959,29.7959,28.6499,28.9075,177630.0
2021-03-23,28.8542,29.3534,27.877,28.108,162184.0
2021-03-24,28.6054,29.6359,28.4722,28.8187,185886.0
2021-03-25,28.7298,29.7159,28.1213,29.3161,138379.0
2021-03-26,29.7426,30.5332,29.4672,30.4621,118825.0
2021-03-27,29.7426,30.5332,29.4672,30.4621,118825.0
2021-03-28,29.7426,30.5332,29.4672,30.4621,118825.0
2021-03-29,29.9291,30.3378,29.5205,29.5915,148077.0
2021-03-30,29.7203,30.4088,28.1969,29.7337,104771.0
2021-03-31,29.7781,30.3911,29.4849,29.7603,197190.0
2021-04-01,29.5293,29.8047,29.0674,29.7514,73611.0
2021-04-02,29.5293,29.8047,29.0674,29.7514,73611.0
2021-04-03,29.5293,29.8047,29.0674,29.7514,73611.0
2021-04-04,29.5293,29.8047,29.0674,29.7514,73611.0
2021-04-05,30.2845,30.4755,29.6448,30.0624,93839.0
2021-04-06,30.0002,30.2534,29.6404,29.7692,90108.0
2021-04-07,29.8047,30.0624,29.2006,29.4538,112709.0
2021-04-08,29.5293,29.5826,28.7698,29.3606,181609.0
2021-04-09,29.5116,29.7426,29.2628,29.5738,90015.0
2021-04-10,29.5116,29.7426,29.2628,29.5738,90015.0
2021-04-11,29.5116,29.7426,29.2628,29.5738,90015.0
2021-04-12,30.049,30.049,29.5205,29.7514,60429.0
2021-04-13,29.5382,29.5382,28.8897,28.8897,67266.0
2021-04-14,28.712,29.7692,28.712,29.4405,54517.0
2021-04-15,29.4405,29.4405,28.7653,29.4405,61821.0
2021-04-16,29.858,30.2667,29.1207,29.476,67654.0
2021-04-17,29.858,30.2667,29.1207,29.476,67654.0
2021-04-18,29.858,30.2667,29.1207,29.476,67654.0
2021-04-19,29.3428,29.7159,28.792,29.1562,94854.0
2021-04-20,29.7514,29.7514,27.9925,28.0458,122809.0
2021-04-21,27.8326,28.9075,27.5483,28.7476,97549.0
2021-04-22,27.3617,28.7209,27.1753,28.1701,101268.0
2021-04-23,28.33,29.8847,28.3123,29.6271,182672.0
2021-04-24,28.33,29.8847,28.3123,29.6271,182672.0
2021-04-25,28.33,29.8847,28.3123,29.6271,182672.0
2021-04-26,30.0179,30.0624,28.9519,29.2184,100009.0
2021-04-27,29.3161,29.8092,28.6144,29.2273,116770.0
2021-04-28,29.3161,29.5649,28.9697,29.1385,56363.0
2021-04-29,29.5738,29.9646,29.1651,29.3872,88171.0
2021-04-30,29.1385,30.0535,29.1385,29.2717,167323.0
2021-05-01,29.1385,30.0535,29.1385,29.2717,167323.0
2021-05-02,29.1385,30.0535,29.1385,29.2717,167323.0
2021-05-03,29.5027,29.9291,29.2006,29.7959,175381.0
2021-05-04,29.4494,30.3931,29.4494,30.0801,103348.0
2021-05-05,30.2324,30.2324,29.6502,29.9458,84132.0
2021-05-06,30.0085,30.4653,29.686,30.4563,104173.0
2021-05-07,30.1339,30.5459,29.9368,30.4922,122606.0
2021-05-08,30.1339,30.5459,29.9368,30.4922,122606.0
2021-05-09,30.1339,30.5459,29.9368,30.4922,122606.0
2021-05-10,30.528,31.0655,29.677,29.7397,250135.0
2021-05-11,29.3187,29.9995,29.2112,29.3008,68275.0
2021-05-12,29.4889,29.7935,28.7096,28.8171,93298.0
2021-05-13,28.5931,30.3936,28.5931,30.1428,144561.0
2021-05-14,30.7251,30.7251,30.0174,30.3757,66917.0
2021-05-15,30.7251,30.7251,30.0174,30.3757,66917.0
2021-05-16,30.7251,30.7251,30.0174,30.3757,66917.0
2021-05-17,30.6176,30.6355,29.7935,30.5728,158599.0
2021-05-18,30.5191,30.7161,30.0712,30.0712,131074.0
2021-05-19,29.7397,30.1518,29.3366,30.0801,137233.0
2021-05-20,30.2234,30.2772,29.7487,30.1518,122683.0
2021-05-21,30.4295,31.0296,29.8114,30.8594,86622.0
2021-05-22,30.4295,31.0296,29.8114,30.8594,86622.0
2021-05-23,30.4295,31.0296,29.8114,30.8594,86622.0
2021-05-24,30.958,30.958,30.4295,30.5907,96580.0
2021-05-25,30.5549,30.8326,29.4441,29.5427,126561.0
2021-05-26,29.6502,30.1697,29.4531,30.0712,81239.0
2021-05-27,30.5101,30.7878,30.2951,30.5101,123592.0
2021-05-28,30.6265,30.6265,29.9905,30.3936,67221.0
2021-05-29,30.6265,30.6265,29.9905,30.3936,67221.0
2021-05-30,30.6265,30.6265,29.9905,30.3936,67221.0
2021-05-31,30.6265,30.6265,29.9905,30.3936,67221.0
2021-06-01,30.6803,30.8774,30.3221,30.4474,200416.0
2021-06-02,30.6265,30.6265,30.1607,30.2593,83031.0
2021-06-03,30.322,30.4295,29.9637,30.3578,87300.0
2021-06-04,30.2234,30.4563,29.9458,30.3668,73234.0
2021-06-05,30.2234,30.4563,29.9458,30.3668,73234.0
2021-06-06,30.2234,30.4563,29.9458,30.3668,73234.0
2021-06-07,30.4563,30.6803,30.0129,30.6086,121660.0
2021-06-08,30.4832,30.8684,30.2682,30.6355,110650.0
2021-06-09,30.4474,30.528,30.0085,30.116,121062.0
2021-06-10,30.3668,30.3668,29.6233,29.6949,85390.0
2021-06-11,29.892,30.0443,29.7041,29.9099,84758.0
2021-06-12,29.892,30.0443,29.7041,29.9099,84758.0
2021-06-13,29.892,30.0443,29.7041,29.9099,84758.0
2021-06-14,29.9278,30.1339,29.5337,29.7039,130281.0
2021-06-15,29.7397,30.2951,29.5516,30.1339,107595.0
2021-06-16,30.116,30.8415,29.6412,30.537,143264.0
2021-06-17,30.6355,30.6355,29.0052,29.05,202787.0
2021-06-18,28.4588,28.9246,27.572,27.6436,350740.0
2021-06-19,28.4588,28.9246,27.572,27.6436,350740.0
2021-06-20,28.4588,28.9246,27.572,27.6436,350740.0
2021-06-21,27.993,29.0769,27.7959,28.8619,128483.0
2021-06-22,28.844,28.844,28.199,28.5215,130773.0
2021-06-23,28.6648,28.7947,28.2796,28.3602,168655.0
2021-06-24,28.5663,29.0052,28.3602,28.9962,65467.0
2021-06-25,29.0321,29.3635,29.0142,29.0948,271296.0
2021-06-26,29.0321,29.3635,29.0142,29.0948,271296.0
2021-06-27,29.0321,29.3635,29.0142,29.0948,271296.0
2021-06-28,28.9783,28.9783,27.8855,28.1094,106024.0
2021-06-29,28.4229,28.4274,27.8944,27.993,60706.0
2021-06-30,27.7959,28.199,27.7869,28.0378,90578.0
2021-07-01,28.4319,28.4409,27.9123,28.1542,99550.0
2021-07-02,28.1542,28.1542,27.5272,27.6526,62785.0
2021-07-03,28.1542,28.1542,27.5272,27.6526,62785.0
2021-07-04,28.1542,28.1542,27.5272,27.6526,62785.0
2021-07-05,28.1542,28.1542,27.5272,27.6526,62785.0
2021-07-06,27.5988,27.5988,26.5956,26.918,92665.0
2021-07-07,26.6403,27.2898,26.5866,26.936,143845.0
2021-07-08,26.3358,26.8464,25.9685,26.3806,173046.0
2021-07-09,27.0345,27.3749,26.8285,27.348,144176.0
2021-07-10,27.0345,27.3749,26.8285,27.348,144176.0
2021-07-11,27.0345,27.3749,26.8285,27.348,144176.0
2021-07-12,27.0345,27.7063,26.9001,27.6078,129446.0
2021-07-13,27.7063,27.8049,26.9718,27.1241,107166.0
2021-07-14,27.1062,27.4062,26.8822,27.1241,75539.0
2021-07-15,26.8285,27.4913,26.3627,27.3659,97107.0
2021-07-16,27.6257,27.6257,26.6538,26.7568,79961.0
2021-07-17,27.6257,27.6257,26.6538,26.7568,79961.0
2021-07-18,27.6257,27.6257,26.6538,26.7568,79961.0
2021-07-19,26.0671,26.4164,25.5654,25.8969,150072.0
2021-07-20,25.87,27.1509,25.3773,26.497,139673.0
2021-07-21,26.9091,27.2405,26.6135,26.936,94244.0
2021-07-22,26.8553,26.8553,25.44,25.6998,113500.0
2021-07-23,25.7446,27.5272,25.646,26.2104,132718.0
2021-07-24,25.7446,27.5272,25.646,26.2104,132718.0
2021-07-25,25.7446,27.5272,25.646,26.2104,132718.0
2021-07-26,26.1029,26.8105,26.1029,26.5418,87042.0
2021-07-27,26.2193,26.7389,26.1925,26.506,60885.0
2021-07-28,26.7031,27.0255,26.3089,26.6762,73649.0
2021-07-29,26.9987,27.2405,26.6583,26.6762,72844.0
2021-07-30,26.6583,27.0345,26.3179,26.3806,122291.0
2021-07-31,26.6583,27.0345,26.3179,26.3806,122291.0
2021-08-01,26.6583,27.0345,26.3179,26.3806,122291.0
2021-08-02,26.5597,27.1733,26.0939,26.1387,125772.0
2021-08-03,26.497,26.7747,25.8073,26.6762,131965.0
2021-08-04,26.3325,26.4139,25.9618,25.998,112915.0
2021-08-05,26.1155,26.5496,26.081,26.5315,107739.0
2021-08-06,27.065,27.4629,26.5586,27.1735,127713.0
2021-08-07,27.065,27.4629,26.5586,27.1735,127713.0
2021-08-08,27.065,27.4629,26.5586,27.1735,127713.0
2021-08-09,27.1374,27.3182,26.8299,26.9022,110908.0
2021-08-10,26.8751,27.4719,26.7214,27.3544,145269.0
2021-08-11,27.5081,27.9512,25.806,27.8698,85004.0
2021-08-12,27.8879,27.8969,27.4629,27.6618,72313.0
2021-08-13,27.7432,27.7432,27.3996,27.5804,47008.0
2021-08-14,27.7432,27.7432,27.3996,27.5804,47008.0
2021-08-15,27.7432,27.7432,27.3996,27.5804,47008.0
2021-08-16,27.3001,27.5253,26.7485,27.3273,56999.0
2021-08-17,27.4991,27.6654,26.9022,27.2007,54171.0
2021-08-18,27.0469,27.5262,26.8932,26.9565,59179.0
2021-08-19,27.056,27.942,26.4815,26.8299,109990.0
2021-08-20,26.649,27.2549,26.4727,27.1374,99216.0
2021-08-21,26.649,27.2549,26.4727,27.1374,99216.0
2021-08-22,26.649,27.2549,26.4727,27.1374,99216.0
2021-08-23,27.3453,27.4719,26.8661,27.056,67559.0
2021-08-24,27.0831,27.282,26.8525,27.056,61107.0
2021-08-25,27.0288,27.5081,27.0288,27.1283,106269.0
2021-08-26,27.1554,27.3996,26.7395,26.7937,81386.0
2021-08-27,27.1554,27.6257,26.7666,27.5533,95988.0
2021-08-28,27.1554,27.6257,26.7666,27.5533,95988.0
2021-08-29,27.1554,27.6257,26.7666,27.5533,95988.0
2021-08-30,27.6618,27.698,26.8028,26.8661,77843.0
2021-08-31,26.9203,27.1916,26.6943,26.9475,91950.0
2021-09-01,26.9927,27.0831,26.4411,26.8842,67608.0
2021-09-02,26.8389,27.1012,26.5857,26.6219,65471.0
2021-09-03,26.7214,26.7395,26.2602,26.4139,76677.0
2021-09-04,26.7214,26.7395,26.2602,26.4139,76677.0
2021-09-05,26.7214,26.7395,26.2602,26.4139,76677.0
2021-09-06,26.7214,26.7395,26.2602,26.4139,76677.0
2021-09-07,27.1147,27.1147,26.0658,26.1155,80598.0
2021-09-08,25.9708,26.2059,25.7357,25.8894,83502.0
2021-09-09,25.7719,26.0884,25.6679,25.79,95510.0
2021-09-10,25.8985,25.8985,25.1027,25.166,106757.0
2021-09-11,25.8985,25.8985,25.1027,25.166,106757.0
2021-09-12,25.8985,25.8985,25.1027,25.166,106757.0
2021-09-13,25.4102,25.6543,25.2565,25.5368,118051.0
2021-09-14,25.6453,25.6453,24.8586,25.0575,129323.0
2021-09-15,25.0304,25.3921,24.9807,25.166,158784.0
2021-09-16,25.1841,25.374,24.7079,24.9309,135408.0
2021-09-17,25.0937,25.6182,24.8947,25.5549,527982.0
2021-09-18,25.0937,25.6182,24.8947,25.5549,527982.0
2021-09-19,25.0937,25.6182,24.8947,25.5549,527982.0
2021-09-20,24.9219,24.9219,24.4336,24.7953,170036.0
2021-09-21,25.0485,25.1027,24.4743,24.524,183747.0
2021-09-22,24.8224,25.2836,24.8224,24.9219,105023.0
2021-09-23,25.2293,25.8262,25.0168,25.4192,150811.0
2021-09-24,25.9844,26.007,25.2745,25.6905,157738.0
2021-09-25,25.9844,26.007,25.2745,25.6905,157738.0
2021-09-26,25.9844,26.007,25.2745,25.6905,157738.0
2021-09-27,26.016,27.1645,25.9256,26.7485,121768.0
2021-09-28,26.8932,27.3544,26.3235,26.4772,90455.0
2021-09-29,26.5044,27.2007,26.3461,26.9294,102766.0
2021-09-30,27.0379,27.1735,26.5993,26.649,114052.0
2021-10-01,26.848,27.5262,26.7214,27.1283,137137.0
2021-10-02,26.848,27.5262,26.7214,27.1283,137137.0
2021-10-03,26.848,27.5262,26.7214,27.1283,137137.0
2021-10-04,27.1735,27.8156,26.848,27.0741,93671.0
2021-10-05,27.2459,27.3182,26.9022,27.0741,163833.0
2021-10-06,26.9746,27.3996,26.7349,27.3996,100544.0
2021-10-07,27.481,27.7613,27.4538,27.7432,86844.0
2021-10-08,27.7794,27.9602,27.6437,27.8246,40913.0
2021-10-09,27.7794,27.9602,27.6437,27.8246,40913.0
2021-10-10,27.7794,27.9602,27.6437,27.8246,40913.0
2021-10-11,27.9602,28.0055,27.3815,27.4177,63922.0
2021-10-12,27.3182,27.6618,27.2323,27.5533,66684.0
2021-10-13,27.5443,27.5443,26.8751,27.2097,59429.0
2021-10-14,27.5804,27.6257,27.1012,27.5714,54299.0
2021-10-15,28.0778,28.0778,27.3453,27.3815,116159.0
2021-10-16,28.0778,28.0778,27.3453,27.3815,116159.0
2021-10-17,28.0778,28.0778,27.3453,27.3815,116159.0
2021-10-18,27.3905,27.8427,27.2504,27.4358,91999.0
2021-10-19,27.4448,27.6437,27.1826,27.6257,91107.0
2021-10-20,27.5081,28.0326,27.5081,27.9512,65566.0
2021-10-21,28.7922,28.7922,27.8065,28.0145,104159.0
2021-10-22,27.8427,28.5209,27.8427,28.4847,79429.0
2021-10-23,27.8427,28.5209,27.8427,28.4847,79429.0
2021-10-24,27.8427,28.5209,27.8427,28.4847,79429.0
2021-10-25,28.3853,28.5571,28.2329,28.539,90337.0
2021-10-26,28.1863,28.7198,28.1863,28.5119,102722.0
2021-10-27,28.3581,28.3581,27.3453,27.3996,73773.0
2021-10-28,27.7432,28.0507,27.3815,27.6347,86762.0
2021-10-29,27.5262,27.7839,27.2097,27.6347,74320.0
2021-10-30,27.5262,27.7839,27.2097,27.6347,74320.0
2021-10-31,27.5262,27.7839,27.2097,27.6347,74320.0
2021-11-01,27.915,28.8103,27.707,28.7831,101087.0
2021-11-02,28.3581,29.0092,28.2225,28.2858,76822.0
2021-11-03,28.2128,29.0616,28.085,28.9247,103836.0
2021-11-04,28.9156,28.9156,27.9618,28.3405,117546.0
2021-11-05,28.9201,29.3902,28.6509,29.2989,91407.0
2021-11-06,28.9201,29.3902,28.6509,29.2989,91407.0
2021-11-07,28.9201,29.3902,28.6509,29.2989,91407.0
2021-11-08,29.1438,29.4997,28.9521,29.4176,68083.0
2021-11-09,29.2442,29.6001,29.0114,29.3993,67919.0
2021-11-10,29.3354,29.7005,29.1072,29.518,71333.0
2021-11-11,29.6093,29.8739,28.9703,29.7097,59944.0
2021-11-12,29.2898,29.8192,29.2484,29.4723,42981.0
2021-11-13,29.2898,29.8192,29.2484,29.4723,42981.0
2021-11-14,29.2898,29.8192,29.2484,29.4723,42981.0
2021-11-15,29.6458,29.6458,29.2076,29.3263,74014.0
2021-11-16,29.4084,29.4418,29.0251,29.308,69577.0
2021-11-17,29.0981,29.1255,28.5915,29.0434,115825.0
2021-11-18,29.2442,29.4723,28.7969,29.3446,86262.0
2021-11-19,29.0068,29.0707,28.6235,28.9521,101282.0
2021-11-20,29.0068,29.0707,28.6235,28.9521,101282.0
2021-11-21,29.0068,29.0707,28.6235,28.9521,101282.0
2021-11-22,29.2442,30.0382,29.2442,29.3537,109376.0
2021-11-23,29.5271,29.8466,29.5271,29.7462,63561.0
2021-11-24,29.6093,29.7964,29.4267,29.4632,44599.0
2021-11-25,29.6093,29.7964,29.4267,29.4632,44599.0
2021-11-26,28.4136,28.6417,27.1905,27.8294,112812.0
2021-11-27,28.4136,28.6417,27.1905,27.8294,112812.0
2021-11-28,28.4136,28.6417,27.1905,27.8294,112812.0
2021-11-29,28.3405,28.5961,27.4734,27.4734,96478.0
2021-11-30,27.0627,27.5191,26.8893,27.3,128874.0
2021-12-01,27.8933,28.2767,27.081,27.1357,108503.0
2021-12-02,27.4461,28.2401,27.2453,28.0485,113726.0
2021-12-03,28.0759,28.0759,27.3137,27.4461,79776.0
2021-12-04,28.0759,28.0759,27.3137,27.4461,79776.0
2021-12-05,28.0759,28.0759,27.3137,27.4461,79776.0
2021-12-06,27.9024,28.8152,27.7016,28.5505,138755.0
2021-12-07,28.7969,29.162,28.158,28.3862,121586.0
2021-12-08,28.4409,28.6326,28.192,28.2858,67860.0
2021-12-09,28.0485,28.3497,27.7838,27.8568,55876.0
2021-12-10,28.0485,28.2493,27.6742,28.0485,92823.0
2021-12-11,28.0485,28.2493,27.6742,28.0485,92823.0
2021-12-12,28.0485,28.2493,27.6742,28.0485,92823.0
2021-12-13,27.8659,28.0028,27.227,27.5282,169354.0
2021-12-14,27.5738,28.3862,27.5738,27.7746,206127.0
2021-12-15,27.9116,28.5779,27.4278,27.5465,380985.0
2021-12-16,28.0028,28.5779,27.1631,27.9389,140488.0
2021-12-17,27.6742,29.0251,26.9258,28.6783,891147.0
2021-12-18,27.6742,29.0251,26.9258,28.6783,891147.0
2021-12-19,27.6742,29.0251,26.9258,28.6783,891147.0
2021-12-20,28.2219,28.2219,26.83,27.2635,288623.0
2021-12-21,27.6377,28.6919,27.4004,28.1215,140780.0
2021-12-22,27.9572,28.3771,27.9116,28.3405,79705.0
2021-12-23,28.6144,29.016,28.3679,28.5322,105784.0
2021-12-24,28.6144,29.016,28.3679,28.5322,105784.0
2021-12-25,28.6144,29.016,28.3679,28.5322,105784.0
2021-12-26,28.6144,29.016,28.3679,28.5322,105784.0
2021-12-27,28.5413,29.4997,28.3588,28.8334,70225.0
2021-12-28,28.7148,29.2898,28.1192,28.8882,85639.0
2021-12-29,28.9795,28.9795,28.6417,28.8791,90478.0
2021-12-30,28.9338,29.0616,28.5665,28.7056,86546.0
2021-12-31,28.8791,28.9338,28.4775,28.7695,73320.0
2022-01-01,28.8791,28.9338,28.4775,28.7695,73320.0
2022-01-02,28.8791,28.9338,28.4775,28.7695,73320.0
2022-01-03,28.9338,29.6914,28.9338,29.3354,118612.0
2022-01-04,29.591,30.3486,29.5317,29.9561,169524.0
2022-01-05,30.166,30.449,29.8374,29.8739,95450.0
2022-01-06,30.2573,30.8871,30.0291,30.8871,196178.0
2022-01-07,30.9145,31.024,30.5722,30.8962,156313.0
2022-01-08,30.9145,31.024,30.5722,30.8962,156313.0
2022-01-09,30.9145,31.024,30.5722,30.8962,156313.0
2022-01-10,31.024,31.2157,30.5768,30.9053,117129.0
2022-01-11,31.0331,31.0331,30.0884,30.6224,73382.0
2022-01-12,30.5311,30.7776,30.02,30.376,144208.0
2022-01-13,30.2664,30.8232,30.2208,30.6589,91942.0
2022-01-14,30.2664,31.066,29.8922,30.8688,105778.0
2022-01-15,30.2664,31.066,29.8922,30.8688,105778.0
2022-01-16,30.2664,31.066,29.8922,30.8688,105778.0
2022-01-17,30.2664,31.066,29.8922,30.8688,105778.0
2022-01-18,30.9145,30.9601,30.376,30.449,102948.0
2022-01-19,30.6224,30.8049,29.664,29.7918,85528.0
2022-01-20,29.7735,30.2756,29.1711,29.2807,95142.0
2022-01-21,28.9612,30.1843,28.9612,29.2624,187827.0
2022-01-22,28.9612,30.1843,28.9612,29.2624,187827.0
2022-01-23,28.9612,30.1843,28.9612,29.2624,187827.0
2022-01-24,28.8791,30.1113,28.8791,29.8831,189339.0
2022-01-25,29.7462,30.2756,29.089,30.0109,81963.0
2022-01-26,30.2208,30.4855,28.9749,29.4632,116753.0
2022-01-27,28.2128,29.6184,27.6925,28.0302,147317.0
2022-01-28,27.7108,28.3132,26.9897,27.8659,173905.0
2022-01-29,27.7108,28.3132,26.9897,27.8659,173905.0
2022-01-30,27.7108,28.3132,26.9897,27.8659,173905.0
2022-01-31,27.6104,28.4136,27.3,28.1215,226516.0
2022-02-01,28.0759,28.5596,27.6606,28.4318,157934.0
2022-02-02,28.304,28.4866,27.875,28.2036,132391.0
2022-02-03,28.2493,28.733,28.085,28.304,125020.0
2022-02-04,28.4501,28.7056,28.1032,28.5413,106573.0
2022-02-05,28.4501,28.7056,28.1032,28.5413,106573.0
2022-02-06,28.4501,28.7056,28.1032,28.5413,106573.0
2022-02-07,28.7513,29.4267,28.304,28.5231,125836.0
2022-02-08,28.7787,29.3491,28.4044,29.2715,101000.0
2022-02-09,29.4005,29.4005,28.4702,28.6452,92370.0
2022-02-10,28.5439,28.9215,28.3044,28.6176,132003.0
2022-02-11,28.5071,29.1426,28.5071,28.8202,104673.0
2022-02-12,28.5071,29.1426,28.5071,28.8202,104673.0
2022-02-13,28.5071,29.1426,28.5071,28.8202,104673.0
2022-02-14,29.0689,29.2347,28.1386,28.4978,180399.0
2022-02-15,28.8294,29.2992,28.7281,28.986,105978.0
2022-02-16,28.8294,29.2715,28.7281,28.9768,53739.0
2022-02-17,28.7465,28.7465,28.2952,28.5347,70146.0
2022-02-18,28.415,29.0044,28.415,28.8479,68779.0
2022-02-19,28.415,29.0044,28.415,28.8479,68779.0
2022-02-20,28.415,29.0044,28.415,28.8479,68779.0
2022-02-21,28.415,29.0044,28.415,28.8479,68779.0
2022-02-22,28.6176,29.0505,28.4702,28.59,90805.0
2022-02-23,28.9031,28.986,28.1672,28.3781,88896.0
2022-02-24,27.7242,28.0834,27.0702,27.807,140041.0
2022-02-25,27.936,28.8294,27.936,28.7189,90518.0
2022-02-26,27.936,28.8294,27.936,28.7189,90518.0
2022-02-27,27.936,28.8294,27.936,28.7189,90518.0
2022-02-28,28.3689,28.765,28.3044,28.636,114309.0
2022-03-01,28.4057,28.5485,27.3097,27.5952,202312.0
2022-03-02,27.8807,28.7005,27.4294,28.4057,106570.0
2022-03-03,28.2676,28.7926,28.1202,28.7005,134418.0
2022-03-04,28.2584,28.3228,27.9084,28.0742,366035.0
2022-03-05,28.2584,28.3228,27.9084,28.0742,366035.0
2022-03-06,28.2584,28.3228,27.9084,28.0742,366035.0
2022-03-07,28.0281,28.2215,27.3189,27.4386,171211.0
2022-03-08,27.7057,28.0373,27.4018,27.411,172172.0
2022-03-09,27.9544,28.3597,27.6413,27.7702,90024.0
2022-03-10,27.7242,27.9637,27.457,27.9452,142021.0
2022-03-11,28.1847,28.7281,28.0649,28.4057,109511.0
2022-03-12,28.1847,28.7281,28.0649,28.4057,109511.0
2022-03-13,28.1847,28.7281,28.0649,28.4057,109511.0
2022-03-14,28.7742,29.2715,28.6084,28.9031,125347.0
2022-03-15,28.94,29.29,28.4057,28.6913,102691.0
2022-03-16,28.9123,29.2439,28.7235,29.0229,147299.0
2022-03-17,28.765,28.9676,28.3505,28.7005,71557.0
2022-03-18,28.5531,28.765,27.8531,28.3873,355322.0
2022-03-19,28.5531,28.765,27.8531,28.3873,355322.0
2022-03-20,28.5531,28.765,27.8531,28.3873,355322.0
2022-03-21,28.7189,28.8893,28.0742,28.2676,123642.0
2022-03-22,28.8018,29.1904,28.4518,28.6176,106666.0
2022-03-23,28.6084,28.6084,27.6505,27.6781,121192.0
2022-03-24,27.761,27.8899,27.4018,27.6597,91045.0
2022-03-25,27.8531,28.2215,25.7991,28.1294,118112.0
2022-03-26,27.8531,28.2215,25.7991,28.1294,118112.0
2022-03-27,27.8531,28.2215,25.7991,28.1294,118112.0
2022-03-28,27.7978,28.0281,27.4939,27.8623,83091.0
2022-03-29,28.1571,28.3505,27.8715,28.286,180564.0
2022-03-30,28.3505,28.3505,27.3465,27.5215,125572.0
2022-03-31,27.5215,27.7149,27.0978,27.2452,144070.0
2022-04-01,27.3373,27.5215,26.9781,27.3741,180326.0
2022-04-02,27.3373,27.5215,26.9781,27.3741,180326.0
2022-04-03,27.3373,27.5215,26.9781,27.3741,180326.0
2022-04-04,27.4663,27.4663,26.8952,26.9597,95174.0
2022-04-05,27.107,27.1347,26.7202,26.7847,182105.0
2022-04-06,26.6465,26.8722,26.2597,26.3333,222276.0
2022-04-07,26.3241,26.5912,25.7531,25.9465,172035.0
2022-04-08,26.1307,26.186,25.6978,26.0202,195486.0
2022-04-09,26.1307,26.186,25.6978,26.0202,195486.0
2022-04-10,26.1307,26.186,25.6978,26.0202,195486.0
2022-04-11,26.1583,26.4531,25.7439,25.7807,205503.0
2022-04-12,25.9281,26.1123,25.4215,25.532,191014.0
2022-04-13,25.4491,26.011,25.4123,25.9557,470919.0
2022-04-14,26.1215,26.5682,25.6517,25.7531,169179.0
2022-04-15,26.1215,26.5682,25.6517,25.7531,169179.0
2022-04-16,26.1215,26.5682,25.6517,25.7531,169179.0
2022-04-17,26.1215,26.5682,25.6517,25.7531,169179.0
2022-04-18,25.6425,26.0294,25.5228,25.8544,122850.0
2022-04-19,25.9649,26.6741,25.9649,26.6465,180645.0
2022-04-20,26.7755,27.2913,26.7202,27.107,171169.0
2022-04-21,27.632,27.9728,27.0886,27.1162,237741.0
2022-04-22,27.2084,27.4294,26.536,26.5636,196640.0
2022-04-23,27.2084,27.4294,26.536,26.5636,196640.0
2022-04-24,27.2084,27.4294,26.536,26.5636,196640.0
2022-04-25,26.5544,26.932,26.0202,26.8768,283307.0
2022-04-26,26.6833,26.9412,26.3702,26.4715,198015.0
2022-04-27,26.536,26.6373,26.1307,26.2412,202366.0
2022-04-28,26.5176,26.7939,26.1952,26.711,141673.0
2022-04-29,26.536,26.757,25.9189,26.0294,183383.0
2022-04-30,26.536,26.757,25.9189,26.0294,183383.0
2022-05-01,26.536,26.757,25.9189,26.0294,183383.0
2022-05-02,26.1583,26.536,25.9281,26.3518,232395.0
2022-05-03,26.3426,26.5636,26.0202,26.3518,154328.0
2022-05-04,26.5286,27.264,26.3518,27.1895,184487.0
2022-05-05,26.901,27.0499,26.3052,26.6403,117634.0
2022-05-06,26.5472,26.6962,25.9981,26.389,220998.0
2022-05-07,26.5472,26.6962,25.9981,26.389,220998.0
2022-05-08,26.5472,26.6962,25.9981,26.389,220998.0
2022-05-09,26.1191,26.6217,25.9143,26.2773,153629.0
2022-05-10,26.4262,26.5565,25.4954,25.8119,185184.0
2022-05-11,25.8864,26.389,25.6257,25.6816,212274.0
2022-05-12,25.756,25.784,25.2068,25.6909,175507.0
2022-05-13,25.8305,25.8305,25.393,25.635,142154.0
2022-05-14,25.8305,25.8305,25.393,25.635,142154.0
2022-05-15,25.8305,25.8305,25.393,25.635,142154.0
2022-05-16,25.4582,25.8584,25.151,25.4116,192726.0
2022-05-17,25.8398,26.1609,25.7281,26.1004,174878.0
2022-05-18,25.9981,26.3425,25.7747,25.877,280410.0
2022-05-19,25.756,26.2121,25.5606,25.5699,278684.0
2022-05-20,25.7095,26.0167,25.4489,25.9887,502748.0
2022-05-21,25.7095,26.0167,25.4489,25.9887,502748.0
2022-05-22,25.7095,26.0167,25.4489,25.9887,502748.0
2022-05-23,26.2214,26.7799,26.0818,26.4542,285936.0
2022-05-24,26.4448,26.6496,25.8305,26.5565,184164.0
2022-05-25,26.51,26.901,26.4262,26.6124,148559.0
2022-05-26,26.752,27.1104,26.6869,26.9196,120952.0
2022-05-27,27.0127,27.3105,26.9196,27.2826,86459.0
2022-05-28,27.0127,27.3105,26.9196,27.2826,86459.0
2022-05-29,27.0127,27.3105,26.9196,27.2826,86459.0
