,COP US Equity,COP US Equity,COP US Equity,COP US Equity,COP US Equity
2021-03-02,46.7415,47.4358,46.5011,46.5367,7741069.0
2021-03-03,46.875,48.7453,46.7771,47.7651,8007466.0
2021-03-04,48.0322,50.7293,47.7829,49.5098,15181016.0
2021-03-05,51.6283,52.9547,50.8361,51.931,18699570.0
2021-03-06,51.6283,52.9547,50.8361,51.931,18699570.0
2021-03-07,51.6283,52.9547,50.8361,51.931,18699570.0
2021-03-08,52.3138,53.3552,51.3524,52.3227,11283562.0
2021-03-09,52.1891,53.0526,51.1388,51.5393,10193217.0
2021-03-10,51.5037,53.2039,51.0765,52.8923,12002417.0
2021-03-11,52.9725,54.4234,52.8746,53.2573,9328131.0
2021-03-12,53.6223,53.8269,52.5007,52.6876,6758421.0
2021-03-13,53.6223,53.8269,52.5007,52.6876,6758421.0
2021-03-14,53.6223,53.8269,52.5007,52.6876,6758421.0
2021-03-15,51.5304,52.1357,50.7116,51.7708,9826210.0
2021-03-16,50.8094,51.0943,49.8213,50.3643,9399859.0
2021-03-17,50.1329,50.8539,49.4208,50.5869,9461688.0
2021-03-18,50.213,50.3643,47.2755,47.5159,12297166.0
2021-03-19,47.4358,48.1701,46.599,46.8216,26925528.0
2021-03-20,47.4358,48.1701,46.599,46.8216,26925528.0
2021-03-21,47.4358,48.1701,46.599,46.8216,26925528.0
2021-03-22,47.053,47.1865,46.3231,46.5011,11002971.0
2021-03-23,45.5042,46.9818,44.979,46.0293,11853794.0
2021-03-24,46.964,48.0233,46.8928,47.3646,9671053.0
2021-03-25,46.3409,47.8897,45.9047,47.685,9275165.0
2021-03-26,48.6553,49.0647,48.0945,48.9935,8723090.0
2021-03-27,48.6553,49.0647,48.0945,48.9935,8723090.0
2021-03-28,48.6553,49.0647,48.0945,48.9935,8723090.0
2021-03-29,48.5128,48.5306,47.2844,47.9253,7901110.0
2021-03-30,47.3557,48.2102,47.2132,47.5604,7910222.0
2021-03-31,47.4536,47.7874,46.8661,47.1509,9293077.0
2021-04-01,47.2844,48.1012,46.7593,48.0856,10164963.0
2021-04-02,47.2844,48.1012,46.7593,48.0856,10164963.0
2021-04-03,47.2844,48.1012,46.7593,48.0856,10164963.0
2021-04-04,47.2844,48.1012,46.7593,48.0856,10164963.0
2021-04-05,47.9877,47.9877,46.243,46.4744,10459997.0
2021-04-06,46.8394,47.7607,46.648,46.8038,6253582.0
2021-04-07,46.9907,47.32,46.413,46.6257,12408369.0
2021-04-08,45.9492,46.1273,45.4329,45.611,10040778.0
2021-04-09,45.7267,46.2786,45.3217,45.6021,6665289.0
2021-04-10,45.7267,46.2786,45.3217,45.6021,6665289.0
2021-04-11,45.7267,46.2786,45.3217,45.6021,6665289.0
2021-04-12,46.0649,46.5011,45.2371,45.2727,8563985.0
2021-04-13,44.9345,45.6911,44.8543,45.2104,6979953.0
2021-04-14,45.7356,47.6761,45.7356,46.9017,8342439.0
2021-04-15,46.9106,47.0085,46.0827,46.1985,6763657.0
2021-04-16,46.5011,46.5545,45.4329,45.4774,7665502.0
2021-04-17,46.5011,46.5545,45.4329,45.4774,7665502.0
2021-04-18,46.5011,46.5545,45.4329,45.4774,7665502.0
2021-04-19,45.6555,46.0471,45.0235,45.2994,6587692.0
2021-04-20,44.9523,45.0769,43.0963,43.3055,11928568.0
2021-04-21,42.7536,44.6229,42.5934,44.5428,7718874.0
2021-04-22,44.5428,44.5784,43.7862,44.0265,6582733.0
2021-04-23,43.9998,44.5072,43.7595,44.2579,5670166.0
2021-04-24,43.9998,44.5072,43.7595,44.2579,5670166.0
2021-04-25,43.9998,44.5072,43.7595,44.2579,5670166.0
2021-04-26,44.1867,45.3261,44.1511,44.7297,6642431.0
2021-04-27,44.8989,46.0115,44.7386,45.6644,8309570.0
2021-04-28,46.0204,47.4892,45.9937,47.2132,8897132.0
2021-04-29,48.0678,48.5084,47.0441,47.2933,9447142.0
2021-04-30,46.4477,47.1865,45.3706,45.522,9448197.0
2021-05-01,46.4477,47.1865,45.3706,45.522,9448197.0
2021-05-02,46.4477,47.1865,45.3706,45.522,9448197.0
2021-05-03,46.2163,47.1109,45.8961,46.9462,9325063.0
2021-05-04,46.0471,47.2043,45.967,46.7949,12834287.0
2021-05-05,48.3793,49.556,47.3735,49.3496,12715325.0
2021-05-06,49.403,49.5988,47.7918,49.581,9648243.0
2021-05-07,49.0202,51.0408,48.7977,50.8272,9645522.0
2021-05-08,49.0202,51.0408,48.7977,50.8272,9645522.0
2021-05-09,49.0202,51.0408,48.7977,50.8272,9645522.0
2021-05-10,51.8153,52.8211,50.7026,50.7382,8801719.0
2021-05-11,49.6611,50.489,49.0914,49.5988,9741371.0
2021-05-12,49.946,51.3702,49.3674,49.5721,7925083.0
2021-05-13,48.989,49.7246,48.056,48.6571,7583669.0
2021-05-14,49.3747,50.8145,49.3658,50.7024,6419947.0
2021-05-15,49.3747,50.8145,49.3658,50.7024,6419947.0
2021-05-16,49.3747,50.8145,49.3658,50.7024,6419947.0
2021-05-17,50.2987,52.3261,50.2987,52.2992,11441932.0
2021-05-18,52.2723,52.6042,51.0971,51.3931,10321985.0
2021-05-19,50.1821,50.7114,49.1729,49.8592,9406444.0
2021-05-20,49.922,49.9309,49.0105,49.6887,8798791.0
2021-05-21,50.2897,50.6217,49.8502,49.922,6032255.0
2021-05-22,50.2897,50.6217,49.8502,49.922,6032255.0
2021-05-23,50.2897,50.6217,49.8502,49.922,6032255.0
2021-05-24,50.3436,50.4692,49.5721,50.3256,6372797.0
2021-05-25,50.2359,50.5723,49.1325,49.2312,8090568.0
2021-05-26,49.4016,49.8412,49.0428,49.7156,6716041.0
2021-05-27,49.9937,50.523,49.4465,49.8143,7484325.0
2021-05-28,50.0565,50.1911,49.6259,50.0027,5746546.0
2021-05-29,50.0565,50.1911,49.6259,50.0027,5746546.0
2021-05-30,50.0565,50.1911,49.6259,50.0027,5746546.0
2021-05-31,50.0565,50.1911,49.6259,50.0027,5746546.0
2021-06-01,51.2048,52.4607,51.1778,52.2723,9943614.0
2021-06-02,52.6221,53.2949,51.7968,52.9182,6103331.0
2021-06-03,52.676,53.8242,52.5324,53.3488,8280778.0
2021-06-04,53.6627,53.9408,52.8374,53.6896,6504767.0
2021-06-05,53.6627,53.9408,52.8374,53.6896,6504767.0
2021-06-06,53.6627,53.9408,52.8374,53.6896,6504767.0
2021-06-07,53.6538,54.2997,53.4519,53.6538,5405072.0
2021-06-08,53.3129,54.3804,52.5952,54.2458,7345202.0
2021-06-09,54.3894,54.6136,53.4474,53.5371,7026319.0
2021-06-10,54.7302,54.9725,53.1783,53.9767,9396030.0
2021-06-11,54.2727,54.6585,53.6448,53.7973,8117087.0
2021-06-12,54.2727,54.6585,53.6448,53.7973,8117087.0
2021-06-13,54.2727,54.6585,53.6448,53.7973,8117087.0
2021-06-14,54.4073,54.7841,53.6896,54.1023,7744346.0
2021-06-15,54.4522,55.2191,54.2458,54.8738,7835695.0
2021-06-16,54.802,55.4209,54.3266,54.8379,9745847.0
2021-06-17,54.6316,55.2326,52.5235,52.9361,13667215.0
2021-06-18,51.9224,53.1155,51.5636,51.6084,18583773.0
2021-06-19,51.9224,53.1155,51.5636,51.6084,18583773.0
2021-06-20,51.9224,53.1155,51.5636,51.6084,18583773.0
2021-06-21,52.2364,54.2988,52.2184,54.2279,8234313.0
2021-06-22,53.9588,54.8289,53.5013,54.5329,6745135.0
2021-06-23,54.811,55.9323,54.497,54.506,8183988.0
2021-06-24,54.6944,55.1788,54.1113,55.0711,6424421.0
2021-06-25,55.3492,55.3941,54.7347,54.9994,8099492.0
2021-06-26,55.3492,55.3941,54.7347,54.9994,8099492.0
2021-06-27,55.3492,55.3941,54.7347,54.9994,8099492.0
2021-06-28,54.8289,54.8693,53.2591,53.4564,7647285.0
2021-06-29,53.9139,54.0036,52.7791,52.972,6437087.0
2021-06-30,54.2548,54.6719,53.6521,54.6316,9309911.0
2021-07-01,56.2373,57.0267,55.9323,56.4078,11637526.0
2021-07-02,56.031,56.6679,55.2505,56.2911,7636241.0
2021-07-03,56.031,56.6679,55.2505,56.2911,7636241.0
2021-07-04,56.031,56.6679,55.2505,56.2911,7636241.0
2021-07-05,56.031,56.6679,55.2505,56.2911,7636241.0
2021-07-06,56.3181,56.4167,54.0125,54.0754,11699407.0
2021-07-07,53.8242,54.5239,52.5953,52.9361,8239680.0
2021-07-08,52.2543,53.5013,52.0211,53.1155,10551536.0
2021-07-09,53.5999,54.2369,53.2321,53.9408,6973748.0
2021-07-10,53.5999,54.2369,53.2321,53.9408,6973748.0
2021-07-11,53.5999,54.2369,53.2321,53.9408,6973748.0
2021-07-12,52.8464,54.2189,52.6872,53.6448,6063123.0
2021-07-13,53.3667,53.8152,52.7477,53.3398,6510447.0
2021-07-14,53.7255,54.3714,51.438,51.734,8489637.0
2021-07-15,51.133,52.2274,50.9446,51.2048,8723253.0
2021-07-16,51.7609,51.9404,49.6125,49.7874,8805604.0
2021-07-17,51.7609,51.9404,49.6125,49.7874,8805604.0
2021-07-18,51.7609,51.9404,49.6125,49.7874,8805604.0
2021-07-19,47.9305,48.7109,47.3832,48.1727,13342146.0
2021-07-20,47.9932,49.5631,47.7959,48.8634,9358222.0
2021-07-21,49.9937,51.5053,49.8861,51.1509,9377963.0
2021-07-22,51.1509,51.3214,50.3974,50.837,6765540.0
2021-07-23,50.62,50.8731,49.4766,50.0234,10623752.0
2021-07-24,50.62,50.8731,49.4766,50.0234,10623752.0
2021-07-25,50.62,50.8731,49.4766,50.0234,10623752.0
2021-07-26,50.3579,51.8403,50.2313,51.4064,8756272.0
2021-07-27,50.7647,51.1805,50.0234,50.9183,7363559.0
2021-07-28,51.0539,51.6595,50.4483,51.2709,6167171.0
2021-07-29,51.9036,52.2833,51.3974,51.5963,6306398.0
2021-07-30,51.307,51.4336,50.3669,50.6743,8660052.0
2021-07-31,51.307,51.4336,50.3669,50.6743,8660052.0
2021-08-01,51.307,51.4336,50.3669,50.6743,8660052.0
2021-08-02,51.0991,52.2109,50.0144,50.0596,8469537.0
2021-08-03,49.7975,51.3142,49.2732,51.1985,9888408.0
2021-08-04,50.0144,51.072,49.6347,49.6528,7629754.0
2021-08-05,50.1319,51.1805,49.7613,50.5748,6573080.0
2021-08-06,51.1533,51.6776,50.7104,51.072,5039096.0
2021-08-07,51.1533,51.6776,50.7104,51.072,5039096.0
2021-08-08,51.1533,51.6776,50.7104,51.072,5039096.0
2021-08-09,50.3217,50.7762,49.924,50.1229,5410558.0
2021-08-10,50.4844,51.3206,50.4031,51.0539,6781846.0
2021-08-11,50.9635,51.8449,50.5748,51.6957,6072133.0
2021-08-12,51.6505,52.0482,51.0991,51.5601,4730872.0
2021-08-13,51.4788,51.7319,50.4844,50.5929,7399776.0
2021-08-14,51.4788,51.7319,50.4844,50.5929,7399776.0
2021-08-15,51.4788,51.7319,50.4844,50.5929,7399776.0
2021-08-16,49.915,50.2404,49.3545,49.5444,7464883.0
2021-08-17,49.1828,50.1129,49.0382,49.2822,6480266.0
2021-08-18,49.1557,49.7703,48.324,48.3873,6647900.0
2021-08-19,47.6099,47.8856,46.471,47.402,11306389.0
2021-08-20,46.8868,47.8992,46.6337,47.7003,7068297.0
2021-08-21,46.8868,47.8992,46.6337,47.7003,7068297.0
2021-08-22,46.8868,47.8992,46.6337,47.7003,7068297.0
2021-08-23,48.9478,49.8291,48.8302,49.5263,8022227.0
2021-08-24,49.8788,50.3398,49.3862,50.0867,6245456.0
2021-08-25,50.1229,50.9726,49.7613,50.6381,6125496.0
2021-08-26,50.394,50.7014,49.6754,49.8336,5208974.0
2021-08-27,50.4302,51.6324,50.1861,51.2889,6549362.0
2021-08-28,50.4302,51.6324,50.1861,51.2889,6549362.0
2021-08-29,50.4302,51.6324,50.1861,51.2889,6549362.0
2021-08-30,51.5059,51.6505,50.7827,50.8008,4838609.0
2021-08-31,50.394,50.9183,49.9873,50.1952,10500512.0
2021-09-01,50.2223,50.5477,49.1918,49.3997,9319767.0
2021-09-02,49.9511,51.5059,49.9059,51.1624,6697427.0
2021-09-03,50.9274,51.4788,50.5658,50.837,7954693.0
2021-09-04,50.9274,51.4788,50.5658,50.837,7954693.0
2021-09-05,50.9274,51.4788,50.5658,50.837,7954693.0
2021-09-06,50.9274,51.4788,50.5658,50.837,7954693.0
2021-09-07,50.5206,51.0539,50.0054,50.602,6632600.0
2021-09-08,50.9093,51.1714,49.8878,49.9692,5228937.0
2021-09-09,49.8517,51.1082,49.5624,50.2404,6285820.0
2021-09-10,51.1714,51.2889,50.1319,50.376,5055193.0
2021-09-11,51.1714,51.2889,50.1319,50.376,5055193.0
2021-09-12,51.1714,51.2889,50.1319,50.376,5055193.0
2021-09-13,51.1353,52.5002,51.1353,52.0573,8456504.0
2021-09-14,52.6268,52.69,51.1714,51.4697,7880750.0
2021-09-15,52.5092,53.7476,52.4821,53.6211,10765989.0
2021-09-16,53.5849,53.9284,53.1104,53.5397,8773081.0
2021-09-17,53.3951,54.1544,53.133,53.2595,13741563.0
2021-09-18,53.3951,54.1544,53.133,53.2595,13741563.0
2021-09-19,53.3951,54.1544,53.133,53.2595,13741563.0
2021-09-20,51.9669,52.4369,50.8912,51.5872,10001843.0
2021-09-21,52.8527,54.0776,52.1748,53.6301,13923146.0
2021-09-22,54.4256,56.8481,54.4256,56.2786,15753042.0
2021-09-23,56.2696,57.9599,56.2696,57.5893,11886809.0
2021-09-24,57.6616,59.3836,57.4357,58.7735,11128279.0
2021-09-25,57.6616,59.3836,57.4357,58.7735,11128279.0
2021-09-26,57.6616,59.3836,57.4357,58.7735,11128279.0
2021-09-27,60.2921,60.5181,59.4785,60.3011,13508744.0
2021-09-28,61.0604,62.0483,60.7169,61.2864,14995158.0
2021-09-29,61.1327,61.9011,60.2152,61.5033,10563684.0
2021-09-30,61.666,62.2717,61.2141,61.2593,15851480.0
2021-10-01,61.8107,63.5688,61.7474,63.3654,13482281.0
2021-10-02,61.8107,63.5688,61.7474,63.3654,13482281.0
2021-10-03,61.8107,63.5688,61.7474,63.3654,13482281.0
2021-10-04,64.0434,65.6343,63.8445,64.6219,12423518.0
2021-10-05,65.1733,65.8603,63.9168,64.8388,11270067.0
2021-10-06,63.6366,65.1823,63.0852,64.9111,10613464.0
2021-10-07,65.0919,65.2004,63.8264,64.64,11521274.0
2021-10-08,65.2546,67.8851,65.2546,67.7224,12310521.0
2021-10-09,65.2546,67.8851,65.2546,67.7224,12310521.0
2021-10-10,65.2546,67.8851,65.2546,67.7224,12310521.0
2021-10-11,67.9122,68.2648,66.6603,66.8636,9585222.0
2021-10-12,67.0173,67.4421,66.0049,66.3574,7635584.0
2021-10-13,65.4897,66.6738,64.5948,66.1947,8517762.0
2021-10-14,67.1529,67.4399,65.8422,66.7552,8154064.0
2021-10-15,67.4602,67.7314,67.0083,67.0173,6945104.0
2021-10-16,67.4602,67.7314,67.0083,67.0173,6945104.0
2021-10-17,67.4602,67.7314,67.0083,67.0173,6945104.0
2021-10-18,67.5868,68.4681,67.0083,67.3427,9918013.0
2021-10-19,67.6501,68.5585,67.2342,68.0839,6589365.0
2021-10-20,67.5416,68.789,67.3789,68.7167,5505969.0
2021-10-21,68.3822,68.3822,66.9902,67.4241,5836250.0
2021-10-22,67.9032,68.7709,67.7856,68.4455,7170189.0
2021-10-23,67.9032,68.7709,67.7856,68.4455,7170189.0
2021-10-24,67.9032,68.7709,67.7856,68.4455,7170189.0
2021-10-25,69.2048,70.485,68.8761,69.1687,7471151.0
2021-10-26,69.3223,70.172,69.1235,69.6297,5898213.0
2021-10-27,68.7112,69.7115,67.52,67.6836,9025555.0
2021-10-28,67.6291,68.5112,67.4017,68.3384,5195872.0
2021-10-29,67.6836,68.4748,67.2653,67.7382,8079336.0
2021-10-30,67.6836,68.4748,67.2653,67.7382,8079336.0
2021-10-31,67.6836,68.4748,67.2653,67.7382,8079336.0
2021-11-01,68.1565,68.5748,67.6746,67.8291,11944579.0
2021-11-02,67.7819,68.4293,66.211,66.4105,10891892.0
2021-11-03,66.065,67.0107,65.7012,66.1468,9311832.0
2021-11-04,67.2926,68.0019,66.265,66.6652,8573540.0
2021-11-05,67.8019,68.934,67.2153,68.6112,6987702.0
2021-11-06,67.8019,68.934,67.2153,68.6112,6987702.0
2021-11-07,67.8019,68.934,67.2153,68.6112,6987702.0
2021-11-08,68.8113,70.1571,68.6203,69.0477,6957665.0
2021-11-09,68.9386,69.1023,67.9474,68.884,6049786.0
2021-11-10,67.7473,68.1747,66.3196,66.3833,7484472.0
2021-11-11,66.6561,66.9834,65.4648,65.6012,7784695.0
2021-11-12,65.1011,65.965,65.0193,65.8013,5329611.0
2021-11-13,65.1011,65.965,65.0193,65.8013,5329611.0
2021-11-14,65.1011,65.965,65.0193,65.8013,5329611.0
2021-11-15,65.6831,66.7379,65.2375,66.1286,6181437.0
2021-11-16,66.3833,67.1153,65.9922,66.0559,7451129.0
2021-11-17,65.583,67.229,65.2284,65.4466,7628627.0
2021-11-18,65.583,66.5742,65.1193,66.1286,6549326.0
2021-11-19,64.4918,64.8374,63.1187,63.3005,8817836.0
2021-11-20,64.4918,64.8374,63.1187,63.3005,8817836.0
2021-11-21,64.4918,64.8374,63.1187,63.3005,8817836.0
2021-11-22,63.3278,66.2287,63.296,65.3739,7445908.0
2021-11-23,66.3014,67.9474,66.2378,67.0926,9109782.0
2021-11-24,66.5924,68.6476,66.5651,68.0474,7215756.0
2021-11-25,66.5924,68.6476,66.5651,68.0474,7215756.0
2021-11-26,64.1371,65.127,63.055,65.001,10258743.0
2021-11-27,64.1371,65.127,63.055,65.001,10258743.0
2021-11-28,64.1371,65.127,63.055,65.001,10258743.0
2021-11-29,66.8198,67.9292,65.4284,65.6103,9191595.0
2021-11-30,64.2826,65.6922,63.6643,63.7734,15723652.0
2021-12-01,65.483,65.6376,62.8822,62.9277,10071026.0
2021-12-02,62.9186,65.1511,62.0547,64.801,8410854.0
2021-12-03,65.6285,66.3333,63.819,64.6646,6995666.0
2021-12-04,65.6285,66.3333,63.819,64.6646,6995666.0
2021-12-05,65.6285,66.3333,63.819,64.6646,6995666.0
2021-12-06,65.9286,66.847,65.1374,66.2105,6200074.0
2021-12-07,67.4381,69.075,67.379,67.811,8136727.0
2021-12-08,67.8564,68.5384,66.9198,67.3927,6313232.0
2021-12-09,67.2563,67.2563,65.8922,65.9741,6511575.0
2021-12-10,66.7379,66.9743,65.1011,66.8289,6065173.0
2021-12-11,66.7379,66.9743,65.1011,66.8289,6065173.0
2021-12-12,66.7379,66.9743,65.1011,66.8289,6065173.0
2021-12-13,66.265,66.5015,64.1281,64.5827,5719137.0
2021-12-14,64.1644,65.2388,63.6825,64.2736,6669332.0
2021-12-15,64.2099,64.7646,62.4457,64.3008,6805602.0
2021-12-16,65.2284,66.4378,64.8555,65.2011,7068170.0
2021-12-17,64.4736,64.6555,62.2911,62.3912,22942541.0
2021-12-18,64.4736,64.6555,62.2911,62.3912,22942541.0
2021-12-19,64.4736,64.6555,62.2911,62.3912,22942541.0
2021-12-20,60.9726,62.4185,60.0723,62.3821,11485027.0
2021-12-21,63.1369,64.419,63.0186,64.2736,6324833.0
2021-12-22,64.1099,65.1283,63.5279,64.6373,3775254.0
2021-12-23,64.8283,65.6012,64.6009,64.7373,3902796.0
2021-12-24,64.8283,65.6012,64.6009,64.7373,3902796.0
2021-12-25,64.8283,65.6012,64.6009,64.7373,3902796.0
2021-12-26,64.8283,65.6012,64.6009,64.7373,3902796.0
2021-12-27,64.7373,66.6106,64.0735,66.5742,3969758.0
2021-12-28,66.7561,67.2199,66.2787,66.4924,3383737.0
2021-12-29,66.6197,67.0926,65.874,66.3105,3947322.0
2021-12-30,66.456,67.0198,65.6558,65.7285,3340219.0
2021-12-31,65.4823,66.2665,65.3635,65.8197,3453908.0
2022-01-01,65.4823,66.2665,65.3635,65.8197,3453908.0
2022-01-02,65.4823,66.2665,65.3635,65.8197,3453908.0
2022-01-03,65.6829,67.4429,65.6744,67.2696,5769987.0
2022-01-04,67.99,70.5615,67.7347,70.1876,9189329.0
2022-01-05,71.1086,71.3731,68.8654,68.9839,9034480.0
2022-01-06,70.9627,71.8473,70.1238,71.5737,8679016.0
2022-01-07,71.9202,73.7987,71.4734,73.5342,10838782.0
2022-01-08,71.9202,73.7987,71.4734,73.5342,10838782.0
2022-01-09,71.9202,73.7987,71.4734,73.5342,10838782.0
2022-01-10,73.5434,74.0084,72.2303,73.8899,9125394.0
2022-01-11,74.4188,76.3839,73.5251,76.2243,8510626.0
2022-01-12,76.5982,77.0906,75.7775,76.9629,7740127.0
2022-01-13,76.5435,77.3824,75.8595,76.2517,6814006.0
2022-01-14,76.7988,79.2153,76.4796,79.0967,7946637.0
2022-01-15,76.7988,79.2153,76.4796,79.0967,7946637.0
2022-01-16,76.7988,79.2153,76.4796,79.0967,7946637.0
2022-01-17,76.7988,79.2153,76.4796,79.0967,7946637.0
2022-01-18,80.2457,81.2579,78.2578,79.7989,10783452.0
2022-01-19,80.1454,80.6469,78.1666,79.5891,7370103.0
2022-01-20,78.4675,80.6743,77.8748,78.0845,7707678.0
2022-01-21,77.428,77.6104,74.9072,75.431,10625731.0
2022-01-22,77.428,77.6104,74.9072,75.431,10625731.0
2022-01-23,77.428,77.6104,74.9072,75.431,10625731.0
2022-01-24,73.589,76.0921,71.8386,75.7045,9506258.0
2022-01-25,75.7957,79.5709,74.1543,79.4341,8514773.0
2022-01-26,80.9023,81.3306,78.7502,79.3885,9416372.0
2022-01-27,81.112,81.8324,80.0724,81.7594,9629577.0
2022-01-28,80.2275,81.8096,79.9721,81.3582,11561378.0
2022-01-29,80.2275,81.8096,79.9721,81.3582,11561378.0
2022-01-30,80.2275,81.8096,79.9721,81.3582,11561378.0
2022-01-31,80.957,81.5497,79.2609,80.8111,7539845.0
2022-02-01,79.6986,83.7884,79.5344,83.4738,9424874.0
2022-02-02,82.4798,84.4495,81.1393,84.0847,8803363.0
2022-02-03,84.6045,84.7595,81.5862,82.8628,13258512.0
2022-02-04,83.8932,86.5651,83.6653,83.7747,12035305.0
2022-02-05,83.8932,86.5651,83.6653,83.7747,12035305.0
2022-02-06,83.8932,86.5651,83.6653,83.7747,12035305.0
2022-02-07,82.4525,85.9267,81.7777,84.7504,8420614.0
2022-02-08,83.8476,84.9419,82.0695,83.2823,7481571.0
2022-02-09,83.4646,85.7535,83.2093,84.7595,6973174.0
2022-02-10,84.1121,86.0179,83.2458,83.8112,7149932.0
2022-02-11,84.164,85.8641,83.7195,85.7083,9580809.0
2022-02-12,84.164,85.8641,83.7195,85.7083,9580809.0
2022-02-13,84.164,85.8641,83.7195,85.7083,9580809.0
2022-02-14,84.7735,84.9751,82.6748,83.9028,7274373.0
2022-02-15,81.2726,82.409,80.4019,82.189,8381456.0
2022-02-16,82.2715,84.2236,82.1478,82.6748,6854358.0
2022-02-17,82.6289,84.1778,82.6289,83.5454,6842765.0
2022-02-18,82.1249,83.0688,81.2909,82.1432,6574777.0
2022-02-19,82.1249,83.0688,81.2909,82.1432,6574777.0
2022-02-20,82.1249,83.0688,81.2909,82.1432,6574777.0
2022-02-21,82.1249,83.0688,81.2909,82.1432,6574777.0
2022-02-22,84.9843,85.0942,79.2013,80.4936,9267484.0
2022-02-23,80.6494,82.0057,80.0536,80.8601,7354969.0
2022-02-24,82.4823,82.7114,78.1657,80.4019,11509285.0
2022-02-25,80.9976,83.8753,80.4844,83.6462,10563007.0
2022-02-26,80.9976,83.8753,80.4844,83.6462,10563007.0
2022-02-27,80.9976,83.8753,80.4844,83.6462,10563007.0
2022-02-28,83.0963,87.1287,82.3448,86.9363,15095976.0
2022-03-01,87.8436,90.2356,86.8813,88.8609,14453517.0
2022-03-02,90.1531,91.6195,89.0717,89.8507,16168037.0
2022-03-03,89.0809,89.9882,87.642,89.2733,8704944.0
2022-03-04,89.4566,91.9586,89.3017,91.8944,10980735.0
2022-03-05,89.4566,91.9586,89.3017,91.8944,10980735.0
2022-03-06,89.4566,91.9586,89.3017,91.8944,10980735.0
2022-03-07,93.0125,95.1021,90.8405,92.8109,13788829.0
2022-03-08,93.0309,95.7161,87.8528,90.5472,17231393.0
2022-03-09,87.3946,90.4739,85.0117,88.1736,12656214.0
2022-03-10,89.1542,91.4866,88.3844,91.3904,9480956.0
2022-03-11,90.5747,92.6179,89.9607,90.1898,7666506.0
2022-03-12,90.5747,92.6179,89.9607,90.1898,7666506.0
2022-03-13,90.5747,92.6179,89.9607,90.1898,7666506.0
2022-03-14,89.2458,89.4016,86.3441,88.4852,10532224.0
2022-03-15,85.1034,87.8161,84.6085,87.1105,8863644.0
2022-03-16,87.2479,87.7612,86.2398,86.8997,9314226.0
2022-03-17,88.5768,90.7901,88.4485,90.5747,8868334.0
2022-03-18,90.8313,91.7845,90.2448,91.2804,16146890.0
2022-03-19,90.8313,91.7845,90.2448,91.2804,16146890.0
2022-03-20,90.8313,91.7845,90.2448,91.2804,16146890.0
2022-03-21,92.7193,95.2854,92.4443,94.1764,8107359.0
2022-03-22,94.094,94.2773,91.9403,93.2691,6377480.0
2022-03-23,94.598,96.2477,94.5705,95.652,7681542.0
2022-03-24,96.2018,97.0083,95.0838,95.8078,6192473.0
2022-03-25,95.4687,98.5388,95.1479,98.5205,7834438.0
2022-03-26,95.4687,98.5388,95.1479,98.5205,7834438.0
2022-03-27,95.4687,98.5388,95.1479,98.5205,7834438.0
2022-03-28,96.2843,96.3576,94.4056,94.8546,6091062.0
2022-03-29,91.6378,92.5085,89.6674,92.2794,10977578.0
2022-03-30,93.1526,94.4578,92.4723,92.932,6069241.0
2022-03-31,91.9208,94.1683,91.3693,91.9208,9777896.0
2022-04-01,92.0587,93.4467,91.259,92.454,6934069.0
2022-04-02,92.0587,93.4467,91.259,92.454,6934069.0
2022-04-03,92.0587,93.4467,91.259,92.454,6934069.0
2022-04-04,93.2169,93.6765,91.5715,92.4264,4947996.0
2022-04-05,92.7021,93.4467,89.9905,90.1284,5708085.0
2022-04-06,91.691,92.0771,88.9977,89.6596,5680173.0
2022-04-07,90.7534,92.1047,89.0805,91.8841,6285316.0
2022-04-08,92.5551,94.9634,92.408,94.7244,6175229.0
2022-04-09,92.5551,94.9634,92.408,94.7244,6175229.0
2022-04-10,92.5551,94.9634,92.408,94.7244,6175229.0
2022-04-11,93.6673,93.7592,89.8894,90.064,7002194.0
2022-04-12,91.9668,93.6489,91.3785,91.9208,7412050.0
2022-04-13,92.9136,93.5111,90.9281,92.1322,7365086.0
2022-04-14,92.0955,94.1085,91.7737,93.1801,6337804.0
2022-04-15,92.0955,94.1085,91.7737,93.1801,6337804.0
2022-04-16,92.0955,94.1085,91.7737,93.1801,6337804.0
2022-04-17,92.0955,94.1085,91.7737,93.1801,6337804.0
2022-04-18,94.4119,95.6988,93.4835,95.1105,4867040.0
2022-04-19,94.5222,95.2116,92.8584,93.3548,5331654.0
2022-04-20,93.8512,95.1105,93.1893,94.3751,6059151.0
2022-04-21,94.7888,95.3745,90.3674,90.6983,6290572.0
2022-04-22,89.9629,91.4153,88.0326,88.2532,6483855.0
2022-04-23,89.9629,91.4153,88.0326,88.2532,6483855.0
2022-04-24,89.9629,91.4153,88.0326,88.2532,6483855.0
2022-04-25,85.4864,85.8724,81.6257,84.2546,11913390.0
2022-04-26,85.036,86.6675,83.9237,83.9421,5970304.0
2022-04-27,84.3098,86.3412,81.5981,85.5415,6765809.0
2022-04-28,85.5231,90.5052,83.8318,89.6688,9521302.0
2022-04-29,89.8526,90.827,87.2512,87.8028,8777670.0
2022-04-30,89.8526,90.827,87.2512,87.8028,8777670.0
2022-05-01,89.8526,90.827,87.2512,87.8028,8777670.0
2022-05-02,86.6538,88.29,85.1003,88.1705,6980671.0
