,DECK US Equity,DECK US Equity,DECK US Equity,DECK US Equity,DECK US Equity
2023-01-24,418.995,425.195,416.58,422.74,250519.0
2023-01-25,419.29,421.85,411.07,420.55,347472.0
2023-01-26,426.28,428.03,416.24,421.02,374085.0
2023-01-27,419.53,428.215,419.53,426.51,514717.0
2023-01-28,419.53,428.215,419.53,426.51,514717.0
2023-01-29,419.53,428.215,419.53,426.51,514717.0
2023-01-30,424.33,430.72,419.91,420.35,374915.0
2023-01-31,422.32,427.48,417.23,427.48,475763.0
2023-02-01,424.08,430.63,418.5,428.39,399101.0
2023-02-02,430.34,433.305,417.16,421.33,699120.0
2023-02-03,415.29,424.92,409.05,414.36,715844.0
2023-02-04,415.29,424.92,409.05,414.36,715844.0
2023-02-05,415.29,424.92,409.05,414.36,715844.0
2023-02-06,408.62,419.73,408.61,416.22,403863.0
2023-02-07,414.76,418.65,409.65,417.61,350115.0
2023-02-08,412.75,415.91,408.13,414.77,378254.0
2023-02-09,420.0,424.025,417.33,420.8,630867.0
2023-02-10,417.23,425.28,411.445,414.53,525873.0
2023-02-11,417.23,425.28,411.445,414.53,525873.0
2023-02-12,417.23,425.28,411.445,414.53,525873.0
2023-02-13,418.31,423.335,414.55,421.2,413225.0
2023-02-14,418.17,430.13,418.035,423.33,324071.0
2023-02-15,420.29,422.325,415.24,415.49,420392.0
2023-02-16,410.92,417.55,405.52,407.01,479437.0
2023-02-17,407.26,410.91,403.77,405.38,440142.0
2023-02-18,407.26,410.91,403.77,405.38,440142.0
2023-02-19,407.26,410.91,403.77,405.38,440142.0
2023-02-20,407.26,410.91,403.77,405.38,440142.0
2023-02-21,401.0,409.95,398.69,399.48,464812.0
2023-02-22,399.43,403.36,397.15,402.61,322155.0
2023-02-23,404.35,407.95,402.26,404.04,334636.0
2023-02-24,401.35,403.16,397.615,400.2,262767.0
2023-02-25,401.35,403.16,397.615,400.2,262767.0
2023-02-26,401.35,403.16,397.615,400.2,262767.0
2023-02-27,404.27,408.96,403.29,406.38,399344.0
2023-02-28,406.58,420.5,406.58,416.35,432294.0
2023-03-01,416.61,425.53,412.5,415.59,270966.0
2023-03-02,414.41,421.59,411.95,420.84,256734.0
2023-03-03,423.31,428.75,420.725,428.41,267258.0
2023-03-04,423.31,428.75,420.725,428.41,267258.0
2023-03-05,423.31,428.75,420.725,428.41,267258.0
2023-03-06,428.5,435.7,427.73,433.52,387038.0
2023-03-07,434.15,443.8,431.19,431.42,428777.0
2023-03-08,430.78,433.7,425.98,430.47,278144.0
2023-03-09,430.76,433.69,421.22,423.61,245261.0
2023-03-10,424.36,424.36,405.31,412.32,398001.0
2023-03-11,424.36,424.36,405.31,412.32,398001.0
2023-03-12,424.36,424.36,405.31,412.32,398001.0
2023-03-13,404.94,413.74,401.27,409.73,495640.0
2023-03-14,415.76,425.2719,414.43,420.0,289382.0
2023-03-15,409.81,413.3,395.905,406.39,388884.0
2023-03-16,403.24,418.62,403.24,416.75,256515.0
2023-03-17,414.37,417.45,405.54,412.24,462905.0
2023-03-18,414.37,417.45,405.54,412.24,462905.0
2023-03-19,414.37,417.45,405.54,412.24,462905.0
2023-03-20,414.44,419.905,412.595,415.51,236908.0
2023-03-21,423.15,441.57,423.15,439.88,497461.0
2023-03-22,436.45,446.89,432.97,433.29,490834.0
2023-03-23,437.99,445.81,435.495,442.24,378659.0
2023-03-24,439.48,444.57,435.02,442.75,263216.0
2023-03-25,439.48,444.57,435.02,442.75,263216.0
2023-03-26,439.48,444.57,435.02,442.75,263216.0
2023-03-27,445.4,450.115,441.1,448.14,335628.0
2023-03-28,451.26,457.66,448.13,451.63,428260.0
2023-03-29,455.16,455.2,447.88,451.73,294173.0
2023-03-30,452.83,456.915,446.42,447.96,442461.0
2023-03-31,449.7,454.43,446.52,449.55,487978.0
2023-04-01,449.7,454.43,446.52,449.55,487978.0
2023-04-02,449.7,454.43,446.52,449.55,487978.0
2023-04-03,450.08,454.085,446.52,453.54,390713.0
2023-04-04,455.74,459.99,448.21,455.26,336565.0
2023-04-05,451.42,452.27,445.351,449.18,208728.0
2023-04-06,445.22,448.0,439.27,446.39,374898.0
2023-04-07,445.22,448.0,439.27,446.39,374898.0
2023-04-08,445.22,448.0,439.27,446.39,374898.0
2023-04-09,445.22,448.0,439.27,446.39,374898.0
2023-04-10,444.66,459.39,444.52,458.06,321062.0
2023-04-11,459.86,460.8803,455.9223,457.23,206564.0
2023-04-12,457.95,462.915,456.96,457.77,253053.0
2023-04-13,462.42,464.43,457.2,463.11,225443.0
2023-04-14,465.5,471.53,463.92,467.04,202103.0
2023-04-15,465.5,471.53,463.92,467.04,202103.0
2023-04-16,465.5,471.53,463.92,467.04,202103.0
2023-04-17,472.58,475.04,464.16,467.9,301523.0
2023-04-18,469.24,480.15,467.7,477.44,406661.0
2023-04-19,476.73,480.95,476.335,480.69,357776.0
2023-04-20,479.07,485.07,479.07,479.62,250918.0
2023-04-21,480.22,488.34,477.44,486.68,321090.0
2023-04-22,480.22,488.34,477.44,486.68,321090.0
2023-04-23,480.22,488.34,477.44,486.68,321090.0
2023-04-24,486.88,492.44,482.9901,489.85,274251.0
2023-04-25,488.72,489.91,475.0,476.27,391996.0
2023-04-26,475.17,481.04,475.17,478.55,261443.0
2023-04-27,475.01,478.15,460.8096,475.35,579784.0
2023-04-28,470.12,480.0,469.1501,479.34,341743.0
2023-04-29,470.12,480.0,469.1501,479.34,341743.0
2023-04-30,470.12,480.0,469.1501,479.34,341743.0
2023-05-01,481.44,490.23,479.61,485.96,268657.0
2023-05-02,483.62,486.0,474.17,484.92,217163.0
2023-05-03,483.13,490.61,480.16,484.91,363643.0
2023-05-04,480.9,484.02,475.35,478.77,267521.0
2023-05-05,484.07,489.07,480.12,485.24,204581.0
2023-05-06,484.07,489.07,480.12,485.24,204581.0
2023-05-07,484.07,489.07,480.12,485.24,204581.0
2023-05-08,486.0,497.0,482.905,494.66,291931.0
2023-05-09,490.52,498.065,489.77,496.91,313426.0
2023-05-10,503.48,503.48,487.22,495.74,236671.0
2023-05-11,495.55,497.63,489.43,490.44,276938.0
2023-05-12,490.59,495.96,485.615,490.58,387152.0
2023-05-13,490.59,495.96,485.615,490.58,387152.0
2023-05-14,490.59,495.96,485.615,490.58,387152.0
2023-05-15,490.89,494.33,487.62,491.52,368527.0
2023-05-16,484.33,488.7,467.31,473.33,557888.0
2023-05-17,472.42,474.64,464.42,470.37,498370.0
2023-05-18,469.75,479.985,466.9,472.51,283321.0
2023-05-19,460.0,460.69,441.74,454.79,909243.0
2023-05-20,460.0,460.69,441.74,454.79,909243.0
2023-05-21,460.0,460.69,441.74,454.79,909243.0
2023-05-22,459.0,460.415,451.36,456.2,442892.0
2023-05-23,451.42,451.42,443.67,448.79,484068.0
2023-05-24,449.32,449.94,437.11,440.33,601790.0
2023-05-25,444.88,456.38,441.165,450.01,877878.0
2023-05-26,435.01,472.23,424.36,465.18,1344852.0
2023-05-27,435.01,472.23,424.36,465.18,1344852.0
2023-05-28,435.01,472.23,424.36,465.18,1344852.0
2023-05-29,435.01,472.23,424.36,465.18,1344852.0
2023-05-30,471.08,490.47,470.18,489.12,849172.0
2023-05-31,484.99,485.885,466.18,475.0,2957641.0
2023-06-01,471.99,476.4,464.25,465.01,554671.0
2023-06-02,472.48,481.89,472.48,476.78,432101.0
2023-06-03,472.48,481.89,472.48,476.78,432101.0
2023-06-04,472.48,481.89,472.48,476.78,432101.0
2023-06-05,477.36,489.63,477.36,485.76,380246.0
2023-06-06,485.42,497.8,485.42,491.54,379299.0
2023-06-07,491.07,504.52,491.07,498.13,572651.0
2023-06-08,495.89,500.47,485.47,490.98,503811.0
2023-06-09,492.61,496.8,485.8,488.33,391890.0
2023-06-10,492.61,496.8,485.8,488.33,391890.0
2023-06-11,492.61,496.8,485.8,488.33,391890.0
2023-06-12,490.88,503.08,487.645,500.89,417366.0
2023-06-13,503.52,504.9999,489.36,490.72,536986.0
2023-06-14,492.0,512.0,487.12,506.73,396514.0
2023-06-15,503.83,514.5,502.4424,512.02,340170.0
2023-06-16,517.22,517.22,507.83,512.72,490397.0
2023-06-17,517.22,517.22,507.83,512.72,490397.0
2023-06-18,517.22,517.22,507.83,512.72,490397.0
2023-06-19,517.22,517.22,507.83,512.72,490397.0
2023-06-20,509.04,512.72,501.99,508.35,356127.0
2023-06-21,508.78,518.49,508.78,510.14,257924.0
2023-06-22,509.1,513.66,501.74,503.55,322914.0
2023-06-23,498.55,510.6,497.12,506.12,463752.0
2023-06-24,498.55,510.6,497.12,506.12,463752.0
2023-06-25,498.55,510.6,497.12,506.12,463752.0
2023-06-26,508.7,514.4799,505.15,509.44,273404.0
2023-06-27,512.59,519.21,508.4401,512.04,312544.0
2023-06-28,512.37,522.6,512.37,520.12,321738.0
2023-06-29,521.03,522.0175,512.79,513.97,303196.0
2023-06-30,521.06,529.78,517.985,527.66,495715.0
2023-07-01,521.06,529.78,517.985,527.66,495715.0
2023-07-02,521.06,529.78,517.985,527.66,495715.0
2023-07-03,529.18,538.32,528.51,531.46,216534.0
2023-07-04,529.18,538.32,528.51,531.46,216534.0
2023-07-05,532.61,536.64,526.98,534.59,349592.0
2023-07-06,529.96,532.055,523.0,529.96,333671.0
2023-07-07,529.01,535.03,525.45,527.18,253871.0
2023-07-08,529.01,535.03,525.45,527.18,253871.0
2023-07-09,529.01,535.03,525.45,527.18,253871.0
2023-07-10,528.79,544.28,528.79,540.85,354795.0
2023-07-11,540.57,552.1,540.57,551.42,351991.0
2023-07-12,555.94,562.97,548.56,553.32,329437.0
2023-07-13,554.05,559.08,538.85,539.39,401399.0
2023-07-14,542.95,546.385,539.6,543.48,275600.0
2023-07-15,542.95,546.385,539.6,543.48,275600.0
2023-07-16,542.95,546.385,539.6,543.48,275600.0
2023-07-17,542.89,551.69,542.12,547.45,262924.0
2023-07-18,546.59,553.1307,541.66,546.67,331127.0
2023-07-19,544.57,548.525,543.06,543.72,250023.0
2023-07-20,542.81,545.3,533.23,535.43,242449.0
2023-07-21,544.56,544.56,533.82,537.55,375989.0
2023-07-22,544.56,544.56,533.82,537.55,375989.0
2023-07-23,544.56,544.56,533.82,537.55,375989.0
2023-07-24,542.71,551.22,536.08,549.47,529305.0
2023-07-25,551.0,557.48,548.63,555.35,457035.0
2023-07-26,552.07,558.28,549.665,558.0,310298.0
2023-07-27,556.29,558.97,534.46,537.02,658877.0
2023-07-28,517.98,542.7,511.4,534.06,965994.0
2023-07-29,517.98,542.7,511.4,534.06,965994.0
2023-07-30,517.98,542.7,511.4,534.06,965994.0
2023-07-31,539.29,543.75,537.505,543.69,426636.0
2023-08-01,540.25,548.2,540.25,542.36,323248.0
2023-08-02,540.45,547.375,539.18,540.92,326022.0
2023-08-03,543.49,556.34,541.265,555.34,333231.0
2023-08-04,560.73,561.97,550.6,552.47,385179.0
2023-08-05,560.73,561.97,550.6,552.47,385179.0
2023-08-06,560.73,561.97,550.6,552.47,385179.0
2023-08-07,555.97,568.24,555.97,565.55,326915.0
2023-08-08,563.15,568.47,562.34,565.09,345992.0
2023-08-09,565.4,566.77,552.0,555.03,242060.0
2023-08-10,555.05,565.37,553.51,559.45,304296.0
2023-08-11,559.04,562.33,550.42,552.22,239260.0
2023-08-12,559.04,562.33,550.42,552.22,239260.0
2023-08-13,559.04,562.33,550.42,552.22,239260.0
2023-08-14,553.55,558.87,550.52,558.29,198155.0
2023-08-15,552.64,558.34,552.64,554.73,232264.0
2023-08-16,556.17,561.54,555.09,556.68,195702.0
2023-08-17,559.08,559.08,547.58,548.08,291799.0
2023-08-18,544.0,558.385,541.9,557.29,343235.0
2023-08-19,544.0,558.385,541.9,557.29,343235.0
2023-08-20,544.0,558.385,541.9,557.29,343235.0
2023-08-21,561.46,561.9499,552.04,560.45,233412.0
2023-08-22,549.5,558.71,549.0,555.37,259996.0
2023-08-23,537.0,551.39,537.0,550.22,312980.0
2023-08-24,550.27,550.52,521.5,521.78,513519.0
2023-08-25,523.99,530.27,517.54,521.52,309551.0
2023-08-26,523.99,530.27,517.54,521.52,309551.0
2023-08-27,523.99,530.27,517.54,521.52,309551.0
2023-08-28,521.5,524.97,510.22,516.29,414974.0
2023-08-29,515.83,528.65,515.39,527.87,421961.0
2023-08-30,527.44,527.44,516.3,518.87,406706.0
2023-08-31,520.13,532.68,520.13,529.09,769010.0
2023-09-01,534.23,538.9,530.0,532.75,324673.0
2023-09-02,534.23,538.9,530.0,532.75,324673.0
2023-09-03,534.23,538.9,530.0,532.75,324673.0
2023-09-04,534.23,538.9,530.0,532.75,324673.0
2023-09-05,530.83,532.655,517.96,524.12,328661.0
2023-09-06,522.89,527.67,522.54,525.82,282265.0
2023-09-07,522.31,523.76,512.35,523.71,508664.0
2023-09-08,522.35,529.724,521.58,527.24,292172.0
2023-09-09,522.35,529.724,521.58,527.24,292172.0
2023-09-10,522.35,529.724,521.58,527.24,292172.0
2023-09-11,531.0,537.66,525.91,537.25,346000.0
2023-09-12,535.89,546.19,535.89,540.72,379424.0
2023-09-13,539.52,539.52,529.035,533.93,310456.0
2023-09-14,537.5,541.19,529.03,536.91,240790.0
2023-09-15,534.76,538.08,514.71,522.88,867751.0
2023-09-16,534.76,538.08,514.71,522.88,867751.0
2023-09-17,534.76,538.08,514.71,522.88,867751.0
2023-09-18,522.0,526.79,519.7,526.26,281710.0
2023-09-19,525.24,532.495,520.12,531.48,253053.0
2023-09-20,530.64,534.24,523.61,523.68,189988.0
2023-09-21,519.15,521.11,503.92,505.18,379625.0
2023-09-22,507.92,515.35,507.92,510.57,237156.0
2023-09-23,507.92,515.35,507.92,510.57,237156.0
2023-09-24,507.92,515.35,507.92,510.57,237156.0
2023-09-25,508.07,514.36,506.4,511.6,258297.0
2023-09-26,509.15,513.585,500.02,502.27,358696.0
2023-09-27,504.91,505.83,496.76,501.57,316929.0
2023-09-28,502.98,508.87,499.76,507.67,346705.0
2023-09-29,520.0,522.85,512.41,514.09,336672.0
2023-09-30,520.0,522.85,512.41,514.09,336672.0
2023-10-01,520.0,522.85,512.41,514.09,336672.0
2023-10-02,513.41,523.11,513.41,517.55,302899.0
2023-10-03,511.11,515.51,506.14,508.12,308541.0
2023-10-04,509.82,513.65,501.16,510.88,236938.0
2023-10-05,510.13,510.23,495.89,496.55,362470.0
2023-10-06,494.76,500.99,487.67,495.08,384877.0
2023-10-07,494.76,500.99,487.67,495.08,384877.0
2023-10-08,494.76,500.99,487.67,495.08,384877.0
2023-10-09,491.34,500.95,489.755,499.53,251663.0
2023-10-10,500.35,513.66,500.3,508.55,281977.0
2023-10-11,508.59,517.1515,502.01,509.07,303811.0
2023-10-12,510.95,511.74,495.38,497.38,297365.0
2023-10-13,497.72,499.27,489.74,492.43,312777.0
2023-10-14,497.72,499.27,489.74,492.43,312777.0
2023-10-15,497.72,499.27,489.74,492.43,312777.0
2023-10-16,498.09,507.23,498.09,501.24,413345.0
2023-10-17,498.27,521.34,498.265,518.91,456062.0
2023-10-18,517.17,522.87,511.225,511.96,304730.0
2023-10-19,514.11,516.59,506.83,508.88,341907.0
2023-10-20,510.44,510.87,495.93,497.59,337701.0
2023-10-21,510.44,510.87,495.93,497.59,337701.0
2023-10-22,510.44,510.87,495.93,497.59,337701.0
2023-10-23,495.75,499.95,487.19,494.45,411097.0
2023-10-24,499.87,501.055,492.97,496.1,324795.0
2023-10-25,492.67,502.57,488.02,492.4,361026.0
2023-10-26,491.7,495.545,484.02,484.58,577567.0
2023-10-27,545.19,585.0,543.09,576.37,1835671.0
2023-10-28,545.19,585.0,543.09,576.37,1835671.0
2023-10-29,545.19,585.0,543.09,576.37,1835671.0
2023-10-30,580.2,594.12,577.18,584.56,769608.0
2023-10-31,587.0,598.5,586.5,597.06,568832.0
2023-11-01,598.95,598.95,581.4,593.98,628410.0
2023-11-02,595.03,602.5,593.25,600.99,375181.0
2023-11-03,600.99,606.01,590.67,597.1,500002.0
2023-11-04,600.99,606.01,590.67,597.1,500002.0
2023-11-05,600.99,606.01,590.67,597.1,500002.0
2023-11-06,600.68,613.93,598.14,612.89,397017.0
2023-11-07,615.0,631.24,613.79,629.14,456492.0
2023-11-08,628.93,634.0,624.24,627.22,415077.0
2023-11-09,630.48,633.4697,625.38,629.55,330434.0
2023-11-10,628.35,633.63,624.895,632.74,263326.0
2023-11-11,628.35,633.63,624.895,632.74,263326.0
2023-11-12,628.35,633.63,624.895,632.74,263326.0
2023-11-13,629.61,632.07,624.01,628.42,265044.0
2023-11-14,630.92,635.235,626.8,630.17,357603.0
2023-11-15,630.17,638.0,629.725,632.33,300111.0
2023-11-16,624.5,624.5,604.3,615.46,468794.0
2023-11-17,620.5,625.58,616.82,620.51,253826.0
2023-11-18,620.5,625.58,616.82,620.51,253826.0
2023-11-19,620.5,625.58,616.82,620.51,253826.0
2023-11-20,620.19,633.97,620.19,629.48,264225.0
2023-11-21,629.58,634.51,627.03,634.16,307529.0
2023-11-22,638.0,642.185,630.51,632.5,194000.0
2023-11-23,638.0,642.185,630.51,632.5,194000.0
2023-11-24,630.61,638.71,630.61,637.07,76179.0
2023-11-25,630.61,638.71,630.61,637.07,76179.0
2023-11-26,630.61,638.71,630.61,637.07,76179.0
2023-11-27,635.0,659.27,635.0,656.62,468697.0
2023-11-28,658.66,658.66,648.71,651.68,245974.0
2023-11-29,659.94,662.27,651.55,654.99,349459.0
2023-11-30,657.51,664.63,653.96,663.97,512205.0
2023-12-01,664.55,685.53,664.55,685.06,423768.0
2023-12-02,664.55,685.53,664.55,685.06,423768.0
2023-12-03,664.55,685.53,664.55,685.06,423768.0
2023-12-04,684.37,698.84,679.05,693.81,425858.0
2023-12-05,690.0,695.48,686.58,690.4,390364.0
2023-12-06,689.64,693.9899,684.435,687.73,277368.0
2023-12-07,686.73,697.99,686.46,694.42,253518.0
2023-12-08,687.65,699.66,682.29,695.38,279568.0
2023-12-09,687.65,699.66,682.29,695.38,279568.0
2023-12-10,687.65,699.66,682.29,695.38,279568.0
2023-12-11,697.17,708.095,696.07,697.86,319621.0
2023-12-12,699.26,709.09,692.34,705.76,368590.0
2023-12-13,713.39,720.97,706.17,719.27,474600.0
2023-12-14,714.07,716.2102,692.36,697.84,561527.0
2023-12-15,696.0,704.99,688.015,702.81,671137.0
2023-12-16,696.0,704.99,688.015,702.81,671137.0
2023-12-17,696.0,704.99,688.015,702.81,671137.0
2023-12-18,701.65,710.86,699.02,706.72,358046.0
2023-12-19,714.99,723.42,712.46,714.93,257571.0
2023-12-20,710.38,713.97,700.64,700.79,287219.0
2023-12-21,704.97,709.39,700.8701,704.13,267278.0
2023-12-22,688.41,700.41,683.0351,693.69,352546.0
2023-12-23,688.41,700.41,683.0351,693.69,352546.0
2023-12-24,688.41,700.41,683.0351,693.69,352546.0
2023-12-25,688.41,700.41,683.0351,693.69,352546.0
2023-12-26,692.39,695.1299,687.6,687.98,250902.0
2023-12-27,686.5,688.07,683.175,687.76,312931.0
2023-12-28,679.52,684.405,673.26,675.52,288194.0
2023-12-29,674.54,678.67,666.68,668.43,190741.0
2023-12-30,674.54,678.67,666.68,668.43,190741.0
2023-12-31,674.54,678.67,666.68,668.43,190741.0
2024-01-01,674.54,678.67,666.68,668.43,190741.0
2024-01-02,664.85,677.07,664.29,673.98,427321.0
2024-01-03,674.63,682.58,667.36,678.34,370157.0
2024-01-04,672.95,679.31,670.42,672.22,268900.0
2024-01-05,674.47,678.0,651.89,652.29,367940.0
2024-01-06,674.47,678.0,651.89,652.29,367940.0
2024-01-07,674.47,678.0,651.89,652.29,367940.0
2024-01-08,660.1,685.11,659.99,684.74,375975.0
2024-01-09,685.83,702.715,684.64,696.92,271912.0
2024-01-10,698.52,700.0,688.05,695.91,205506.0
2024-01-11,698.14,705.66,693.85,703.7,250132.0
2024-01-12,704.48,708.3399,697.025,706.68,162225.0
2024-01-13,704.48,708.3399,697.025,706.68,162225.0
2024-01-14,704.48,708.3399,697.025,706.68,162225.0
2024-01-15,704.48,708.3399,697.025,706.68,162225.0
2024-01-16,705.46,723.19,702.12,721.78,350339.0
2024-01-17,718.78,725.65,713.085,724.49,215772.0
2024-01-18,728.82,738.33,721.39,736.71,318481.0
2024-01-19,744.26,749.49,737.07,749.25,279040.0
2024-01-20,744.26,749.49,737.07,749.25,279040.0
2024-01-21,744.26,749.49,737.07,749.25,279040.0
2024-01-22,752.8,768.41,743.11,767.7,384272.0
2024-01-23,764.55,767.2,747.2,754.15,283238.0
2024-01-24,758.09,759.88,740.0,750.62,250588.0
2024-01-25,755.18,764.43,751.145,761.01,270479.0
2024-01-26,767.0,768.395,762.665,767.79,197263.0
2024-01-27,767.0,768.395,762.665,767.79,197263.0
2024-01-28,767.0,768.395,762.665,767.79,197263.0
2024-01-29,767.05,775.49,760.95,774.76,222591.0
2024-01-30,774.76,776.07,765.37,773.54,291775.0
2024-01-31,768.86,771.14,750.87,753.73,413665.0
2024-02-01,759.76,778.31,757.445,772.85,563621.0
2024-02-02,835.72,903.7049,828.92,882.06,1120186.0
2024-02-03,835.72,903.7049,828.92,882.06,1120186.0
2024-02-04,835.72,903.7049,828.92,882.06,1120186.0
2024-02-05,871.49,879.03,850.24,851.41,454016.0
2024-02-06,851.41,852.595,815.095,825.35,503815.0
2024-02-07,825.39,834.27,819.01,833.33,520766.0
2024-02-08,836.54,849.95,830.94,832.42,265944.0
2024-02-09,835.5,849.935,835.5,845.22,257537.0
2024-02-10,835.5,849.935,835.5,845.22,257537.0
2024-02-11,835.5,849.935,835.5,845.22,257537.0
2024-02-12,840.19,854.35,839.39,844.67,403664.0
2024-02-13,825.25,844.465,824.38,836.67,241183.0
2024-02-14,844.01,853.34,835.0,848.1,260481.0
2024-02-15,860.0,877.045,852.19,870.77,274649.0
2024-02-16,870.3,878.68,862.06,862.98,259124.0
2024-02-17,870.3,878.68,862.06,862.98,259124.0
2024-02-18,870.3,878.68,862.06,862.98,259124.0
2024-02-19,870.3,878.68,862.06,862.98,259124.0
2024-02-20,858.98,868.565,854.6625,860.68,301727.0
2024-02-21,860.68,866.75,853.15,861.66,247459.0
2024-02-22,872.0,887.98,867.19,884.06,349356.0
2024-02-23,885.74,897.22,875.88,880.48,230254.0
2024-02-24,885.74,897.22,875.88,880.48,230254.0
2024-02-25,885.74,897.22,875.88,880.48,230254.0
2024-02-26,884.86,889.98,868.3,869.47,334548.0
2024-02-27,869.2,875.79,856.17,871.4,273395.0
2024-02-28,864.14,883.63,862.44,882.42,257091.0
2024-02-29,884.12,896.09,879.04,895.59,480820.0
2024-03-01,894.85,911.815,892.19,903.29,309912.0
2024-03-02,894.85,911.815,892.19,903.29,309912.0
2024-03-03,894.85,911.815,892.19,903.29,309912.0
2024-03-04,929.2,939.82,918.99,926.58,791734.0
2024-03-05,920.01,931.89,902.42,906.86,338457.0
2024-03-06,912.0,920.16,902.195,911.99,266182.0
2024-03-07,911.99,918.215,902.205,912.87,264866.0
2024-03-08,913.63,936.9,903.1645,912.2,300704.0
2024-03-09,913.63,936.9,903.1645,912.2,300704.0
2024-03-10,913.63,936.9,903.1645,912.2,300704.0
2024-03-11,909.04,909.575,886.935,901.66,290656.0
2024-03-12,901.1,917.07,897.0,915.05,239829.0
2024-03-13,915.57,936.83,913.3,927.66,372530.0
2024-03-14,945.0,951.52,927.31,933.05,583799.0
2024-03-15,931.42,937.28,907.18,909.8,6107148.0
2024-03-16,931.42,937.28,907.18,909.8,6107148.0
2024-03-17,931.42,937.28,907.18,909.8,6107148.0
2024-03-18,916.0,922.75,903.59,908.86,377602.0
2024-03-19,910.92,913.875,895.0,908.86,369037.0
2024-03-20,908.0,916.25,900.17,915.18,341014.0
2024-03-21,917.64,956.1676,914.28,952.94,439096.0
2024-03-22,946.31,946.31,921.55,922.44,462736.0
2024-03-23,946.31,946.31,921.55,922.44,462736.0
2024-03-24,946.31,946.31,921.55,922.44,462736.0
2024-03-25,930.0,935.58,923.1575,932.59,374939.0
2024-03-26,931.98,942.92,925.3,937.45,443676.0
2024-03-27,941.96,942.37,922.89,937.9,364261.0
2024-03-28,937.89,948.885,936.605,941.26,245212.0
2024-03-29,937.89,948.885,936.605,941.26,245212.0
2024-03-30,937.89,948.885,936.605,941.26,245212.0
2024-03-31,937.89,948.885,936.605,941.26,245212.0
2024-04-01,947.66,953.9899,928.93,930.5,269418.0
2024-04-02,919.8,924.925,883.805,903.3,368296.0
2024-04-03,903.47,913.225,899.58,900.72,302090.0
2024-04-04,906.96,913.57,873.23,877.82,559986.0
2024-04-05,886.59,891.31,873.76,879.89,290430.0
2024-04-06,886.59,891.31,873.76,879.89,290430.0
2024-04-07,886.59,891.31,873.76,879.89,290430.0
2024-04-08,885.14,896.7,875.8,888.84,290757.0
2024-04-09,891.06,895.05,847.63,867.81,433450.0
2024-04-10,816.66,824.1343,791.91,810.13,889590.0
2024-04-11,810.94,823.66,802.54,819.93,435111.0
2024-04-12,811.74,821.09,805.835,814.37,325195.0
2024-04-13,811.74,821.09,805.835,814.37,325195.0
2024-04-14,811.74,821.09,805.835,814.37,325195.0
2024-04-15,830.0,830.685,814.935,815.38,481033.0
2024-04-16,813.54,818.445,807.31,813.89,330967.0
2024-04-17,820.69,827.68,816.425,819.2,379802.0
2024-04-18,825.06,831.495,810.37,813.3,308467.0
2024-04-19,815.04,817.2401,793.46,800.38,477872.0
2024-04-20,815.04,817.2401,793.46,800.38,477872.0
2024-04-21,815.04,817.2401,793.46,800.38,477872.0
2024-04-22,806.98,817.7,804.1467,810.22,271635.0
2024-04-23,816.34,831.78,813.93,829.43,272761.0
2024-04-24,838.81,857.425,831.96,851.71,368456.0
2024-04-25,811.2,825.0,788.365,806.5,485738.0
2024-04-26,814.22,839.35,811.04,833.46,268823.0
2024-04-27,814.22,839.35,811.04,833.46,268823.0
2024-04-28,814.22,839.35,811.04,833.46,268823.0
2024-04-29,837.52,846.08,831.6,832.43,173748.0
2024-04-30,827.54,834.445,815.59,818.47,291179.0
2024-05-01,818.18,839.985,805.0689,819.48,289370.0
