,CTRA US Equity,CTRA US Equity,CTRA US Equity,CTRA US Equity,CTRA US Equity
2020-03-02,11.2428,11.7386,10.9389,11.6346,11035233.0
2020-03-03,11.6906,12.0344,11.4107,11.8265,12636315.0
2020-03-04,11.9944,12.0104,11.5347,11.9465,10277070.0
2020-03-05,11.6506,11.9385,11.6186,11.9305,10134602.0
2020-03-06,11.6026,13.3218,11.5866,13.0899,22588484.0
2020-03-07,11.6026,13.3218,11.5866,13.0899,22588484.0
2020-03-08,11.6026,13.3218,11.5866,13.0899,22588484.0
2020-03-09,12.8421,15.3129,12.8421,13.5057,47473557.0
2020-03-10,13.2499,14.0895,12.5942,13.5457,22604677.0
2020-03-11,13.3058,13.5857,12.8261,12.962,15850738.0
2020-03-12,12.7461,13.8656,12.1944,12.8261,24364496.0
2020-03-13,13.1939,14.9931,12.978,14.6892,20152725.0
2020-03-14,13.1939,14.9931,12.978,14.6892,20152725.0
2020-03-15,13.1939,14.9931,12.978,14.6892,20152725.0
2020-03-16,13.6577,16.4179,13.5137,13.6817,20300785.0
2020-03-17,13.9935,15.8087,13.9695,15.2649,16454128.0
2020-03-18,14.8651,15.3769,13.9935,14.7932,15964336.0
2020-03-19,14.9611,15.057,13.0554,13.5217,12732732.0
2020-03-20,13.3938,13.4258,11.8665,11.9305,11390394.0
2020-03-21,13.3938,13.4258,11.8665,11.9305,11390394.0
2020-03-22,13.3938,13.4258,11.8665,11.9305,11390394.0
2020-03-23,12.0744,12.1464,10.5231,11.3068,9369861.0
2020-03-24,11.6346,13.2019,11.3467,13.0739,9493127.0
2020-03-25,13.1859,14.0095,12.7621,13.1619,8933420.0
2020-03-26,13.2819,14.3374,12.878,13.4898,8945310.0
2020-03-27,13.1939,13.6817,12.8341,12.986,10358094.0
2020-03-28,13.1939,13.6817,12.8341,12.986,10358094.0
2020-03-29,13.1939,13.6817,12.8341,12.986,10358094.0
2020-03-30,12.8021,14.1534,12.8021,14.0015,8840538.0
2020-03-31,14.2334,14.3374,13.3698,13.7456,9539813.0
2020-04-01,13.4978,14.0415,13.01,13.3058,8997144.0
2020-04-02,13.5137,14.2734,12.3383,13.3538,14925109.0
2020-04-03,13.6177,14.0495,13.3698,13.8736,9110975.0
2020-04-04,13.6177,14.0495,13.3698,13.8736,9110975.0
2020-04-05,13.6177,14.0495,13.3698,13.8736,9110975.0
2020-04-06,13.9775,14.9411,13.7536,14.6172,6755377.0
2020-04-07,14.7532,15.137,14.2974,14.6972,7591162.0
2020-04-08,14.8731,15.4089,14.2769,15.3449,5128715.0
2020-04-09,15.193,15.7127,14.7892,15.097,7212661.0
2020-04-10,15.193,15.7127,14.7892,15.097,7212661.0
2020-04-11,15.193,15.7127,14.7892,15.097,7212661.0
2020-04-12,15.193,15.7127,14.7892,15.097,7212661.0
2020-04-13,15.5128,15.9526,14.9691,15.177,5101426.0
2020-04-14,15.3129,15.8407,15.057,15.6248,5942870.0
2020-04-15,15.2489,16.0326,15.177,15.9846,7113107.0
2020-04-16,16.0726,16.5923,15.2969,15.4409,7927333.0
2020-04-17,15.7367,16.7762,15.5528,16.7602,9021328.0
2020-04-18,15.7367,16.7762,15.5528,16.7602,9021328.0
2020-04-19,15.7367,16.7762,15.5528,16.7602,9021328.0
2020-04-20,16.2565,17.7038,16.2165,17.1281,9157931.0
2020-04-21,17.192,17.7758,16.5763,16.8162,8133739.0
2020-04-22,17.0721,17.24,16.4484,16.5683,7309962.0
2020-04-23,16.8802,16.8802,15.8567,16.0246,9547633.0
2020-04-24,16.4084,16.6003,16.1045,16.3444,9157967.0
2020-04-25,16.4084,16.6003,16.1045,16.3444,9157967.0
2020-04-26,16.4084,16.6003,16.1045,16.3444,9157967.0
2020-04-27,16.3604,17.0681,16.2325,16.8642,6225621.0
2020-04-28,17.0801,17.0801,16.2285,16.4244,6441615.0
2020-04-29,16.4964,16.9601,16.1685,16.6083,5686753.0
2020-04-30,16.8082,17.5799,16.5244,17.288,8849747.0
2020-05-01,16.5204,16.7283,15.3849,16.1685,8058663.0
2020-05-02,16.5204,16.7283,15.3849,16.1685,8058663.0
2020-05-03,16.5204,16.7283,15.3849,16.1685,8058663.0
2020-05-04,16.4084,16.6403,15.8007,16.2005,6441944.0
2020-05-05,16.5124,16.7602,16.2325,16.3045,5239149.0
2020-05-06,16.2805,16.3204,15.6288,15.6727,5242638.0
2020-05-07,15.8407,16.2365,15.8167,15.9766,5443627.0
2020-05-08,16.0566,16.4364,16.0566,16.4004,3504824.0
2020-05-09,16.0566,16.4364,16.0566,16.4004,3504824.0
2020-05-10,16.0566,16.4364,16.0566,16.4004,3504824.0
2020-05-11,16.2965,16.4964,15.4169,15.4728,4899772.0
2020-05-12,15.4968,15.7047,15.185,15.193,5103893.0
2020-05-13,15.1528,15.2975,14.8393,15.0885,4900043.0
2020-05-14,14.8875,15.2653,14.6303,14.992,5442908.0
2020-05-15,14.9518,15.0643,14.6303,14.6705,4014448.0
2020-05-16,14.9518,15.0643,14.6303,14.6705,4014448.0
2020-05-17,14.9518,15.0643,14.6303,14.6705,4014448.0
2020-05-18,15.1528,15.3698,14.6705,14.8473,5538597.0
2020-05-19,14.9036,15.0844,14.6383,14.6383,4161508.0
2020-05-20,14.783,15.2734,14.6142,15.201,6207172.0
2020-05-21,15.193,15.3216,14.8473,14.9759,7726530.0
2020-05-22,14.9598,15.2492,14.6664,15.193,3964123.0
2020-05-23,14.9598,15.2492,14.6664,15.193,3964123.0
2020-05-24,14.9598,15.2492,14.6664,15.193,3964123.0
2020-05-25,14.9598,15.2492,14.6664,15.193,3964123.0
2020-05-26,15.3296,15.8642,15.1769,15.6512,5424747.0
2020-05-27,15.82,16.4148,15.7878,16.3425,6279766.0
2020-05-28,16.2541,16.7525,15.4422,15.5306,5806836.0
2020-05-29,15.5065,16.1777,15.402,15.9486,8281121.0
2020-05-30,15.5065,16.1777,15.402,15.9486,8281121.0
2020-05-31,15.5065,16.1777,15.402,15.9486,8281121.0
2020-06-01,15.4743,16.037,15.1608,15.9406,6879144.0
2020-06-02,16.0451,16.246,15.8006,16.246,5750899.0
2020-06-03,16.5435,16.5595,16.1817,16.3586,4471223.0
2020-06-04,16.2541,16.4309,15.82,16.0611,4407875.0
2020-06-05,16.2621,16.4751,16.1013,16.4148,7256390.0
2020-06-06,16.2621,16.4751,16.1013,16.4148,7256390.0
2020-06-07,16.2621,16.4751,16.1013,16.4148,7256390.0
2020-06-08,16.3023,17.9904,16.3023,17.9824,7982956.0
2020-06-09,17.6849,18.2235,16.9735,17.6287,9069825.0
2020-06-10,17.5161,17.7296,16.2541,16.2701,6960960.0
2020-06-11,15.8923,16.7444,15.6914,16.1898,6608657.0
2020-06-12,16.238,16.4952,15.7476,16.1335,5436902.0
2020-06-13,16.238,16.4952,15.7476,16.1335,5436902.0
2020-06-14,16.238,16.4952,15.7476,16.1335,5436902.0
2020-06-15,15.7074,15.9446,15.3296,15.5949,7628271.0
2020-06-16,15.8361,15.9245,15.2975,15.5225,4768838.0
2020-06-17,15.3779,15.5225,15.1045,15.1849,5119814.0
2020-06-18,15.0885,15.3738,14.9478,15.0885,3576153.0
2020-06-19,15.3698,15.3698,14.7991,15.0242,11747225.0
2020-06-20,15.3698,15.3698,14.7991,15.0242,11747225.0
2020-06-21,15.3698,15.3698,14.7991,15.0242,11747225.0
2020-06-22,14.8795,15.0,14.4213,14.5258,4949534.0
2020-06-23,14.6624,14.8192,14.4615,14.6061,5537973.0
2020-06-24,14.5016,14.8031,14.3489,14.4052,5160135.0
2020-06-25,14.2846,14.4367,13.6817,13.8023,5753357.0
2020-06-26,13.738,13.7621,13.1994,13.32,11582226.0
2020-06-27,13.738,13.7621,13.1994,13.32,11582226.0
2020-06-28,13.738,13.7621,13.1994,13.32,11582226.0
2020-06-29,13.4084,13.8425,13.3521,13.7139,5070992.0
2020-06-30,13.7299,13.8586,13.4727,13.8103,5639007.0
2020-07-01,13.7058,13.8425,13.4727,13.6656,4691122.0
2020-07-02,13.8907,14.4293,13.8827,14.2605,4322945.0
2020-07-03,13.8907,14.4293,13.8827,14.2605,4322945.0
2020-07-04,13.8907,14.4293,13.8827,14.2605,4322945.0
2020-07-05,13.8907,14.4293,13.8827,14.2605,4322945.0
2020-07-06,14.4695,14.5901,14.2203,14.4052,4701266.0
2020-07-07,14.3489,14.9111,14.2524,14.5338,5413672.0
2020-07-08,14.5499,14.5901,14.0113,14.1078,4494258.0
2020-07-09,14.1399,14.2364,13.6817,13.6897,3637113.0
2020-07-10,13.738,14.2042,13.738,14.1479,4395369.0
2020-07-11,13.738,14.2042,13.738,14.1479,4395369.0
2020-07-12,13.738,14.2042,13.738,14.1479,4395369.0
2020-07-13,14.0997,14.1399,13.6897,13.7299,4547471.0
2020-07-14,13.7058,14.2283,13.6415,14.0193,4962752.0
2020-07-15,14.2444,14.3891,13.9727,14.3489,3846034.0
2020-07-16,14.2846,14.5579,14.1479,14.2364,3157865.0
2020-07-17,14.3489,14.6222,14.3248,14.4213,4903710.0
2020-07-18,14.3489,14.6222,14.3248,14.4213,4903710.0
2020-07-19,14.3489,14.6222,14.3248,14.4213,4903710.0
2020-07-20,14.4213,14.5539,14.2926,14.3409,4085125.0
2020-07-21,14.1399,15.0443,14.1319,14.8955,4652993.0
2020-07-22,14.7428,14.9344,14.4092,14.8553,3527868.0
2020-07-23,14.9277,15.5989,14.8795,15.4261,4456694.0
2020-07-24,15.3779,15.7074,15.2894,15.3055,3715775.0
2020-07-25,15.3779,15.7074,15.2894,15.3055,3715775.0
2020-07-26,15.3779,15.7074,15.2894,15.3055,3715775.0
2020-07-27,15.1849,15.193,14.3489,14.4454,5690410.0
2020-07-28,14.6463,14.9558,14.4615,14.6865,5064100.0
2020-07-29,14.6705,14.8634,14.365,14.8553,4044224.0
2020-07-30,14.783,14.8634,14.4534,14.582,4379700.0
2020-07-31,14.4615,15.2332,14.3489,15.0322,7529205.0
2020-08-01,14.4615,15.2332,14.3489,15.0322,7529205.0
2020-08-02,14.4615,15.2332,14.3489,15.0322,7529205.0
2020-08-03,15.2171,15.6351,15.0242,15.3698,6412144.0
2020-08-04,15.41,15.828,15.0563,15.7798,5705415.0
2020-08-05,16.037,16.037,15.4582,15.7717,4981920.0
2020-08-06,15.7557,16.1898,15.7155,15.9406,4187135.0
2020-08-07,16.1335,16.5836,15.9566,16.5515,5021848.0
2020-08-08,16.1335,16.5836,15.9566,16.5515,5021848.0
2020-08-09,16.1335,16.5836,15.9566,16.5515,5021848.0
2020-08-10,16.6158,17.1504,16.5193,16.5435,6619567.0
2020-08-11,16.7123,16.7766,15.7637,15.8602,6781527.0
2020-08-12,16.0541,16.2278,15.8278,16.0056,4209177.0
2020-08-13,15.9814,16.0056,15.5208,15.6339,4880042.0
2020-08-14,15.6501,16.3773,15.5047,16.1914,3379977.0
2020-08-15,15.6501,16.3773,15.5047,16.1914,3379977.0
2020-08-16,15.6501,16.3773,15.5047,16.1914,3379977.0
2020-08-17,16.2237,16.3207,15.949,16.2884,3110829.0
2020-08-18,16.4338,16.5792,16.0541,16.0702,4730011.0
2020-08-19,16.0702,16.45,15.8925,16.2399,3476851.0
2020-08-20,16.151,16.151,15.6501,15.6501,3922913.0
2020-08-21,15.6824,15.8036,15.4279,15.7713,3573568.0
2020-08-22,15.6824,15.8036,15.4279,15.7713,3573568.0
2020-08-23,15.6824,15.8036,15.4279,15.7713,3573568.0
2020-08-24,15.7794,15.9571,15.6016,15.7632,4082995.0
2020-08-25,15.8036,15.9006,15.4319,15.5855,3520390.0
2020-08-26,15.5047,15.5047,14.9876,15.0926,4823413.0
2020-08-27,15.1734,15.44,15.1411,15.4077,2978093.0
2020-08-28,15.4319,15.4683,15.2017,15.3108,2812106.0
2020-08-29,15.4319,15.4683,15.2017,15.3108,2812106.0
2020-08-30,15.4319,15.4683,15.2017,15.3108,2812106.0
2020-08-31,15.23,15.3956,14.9957,15.3269,4812575.0
2020-09-01,15.0037,15.1976,14.6329,15.0199,4683516.0
2020-09-02,14.9229,14.9957,14.6321,14.6805,4730344.0
2020-09-03,14.5755,15.1088,14.5594,14.6563,4001033.0
2020-09-04,14.7371,14.931,14.5513,14.8098,4430313.0
2020-09-05,14.7371,14.931,14.5513,14.8098,4430313.0
2020-09-06,14.7371,14.931,14.5513,14.8098,4430313.0
2020-09-07,14.7371,14.931,14.5513,14.8098,4430313.0
2020-09-08,14.5836,14.7048,14.0907,14.4462,6192251.0
2020-09-09,14.5836,15.0482,14.5028,15.0118,4877067.0
2020-09-10,15.0845,15.1088,14.6603,14.7048,4819140.0
2020-09-11,14.7775,14.8543,14.5594,14.7371,3878453.0
2020-09-12,14.7775,14.8543,14.5594,14.7371,3878453.0
2020-09-13,14.7775,14.8543,14.5594,14.7371,3878453.0
2020-09-14,14.8179,15.1896,14.7694,15.036,3990251.0
2020-09-15,15.1088,15.2219,14.8745,15.0926,3890580.0
2020-09-16,15.3188,15.7632,15.2542,15.5935,4470591.0
2020-09-17,15.3512,15.6824,15.137,15.6824,6384394.0
2020-09-18,15.7067,15.941,15.5087,15.6663,6629246.0
2020-09-19,15.7067,15.941,15.5087,15.6663,6629246.0
2020-09-20,15.7067,15.941,15.5087,15.6663,6629246.0
2020-09-21,15.5047,15.7309,15.3754,15.7147,4925837.0
2020-09-22,15.6582,16.0096,15.5935,15.6824,4695923.0
2020-09-23,15.8036,15.8278,15.0441,15.0684,4098098.0
2020-09-24,15.133,15.3915,14.9795,15.1411,4266111.0
2020-09-25,14.9229,15.0562,14.5594,14.6401,4273995.0
2020-09-26,14.9229,15.0562,14.5594,14.6401,4273995.0
2020-09-27,14.9229,15.0562,14.5594,14.6401,4273995.0
2020-09-28,14.7371,14.7775,14.5755,14.5998,3393444.0
2020-09-29,14.4301,14.5755,13.9978,14.2523,5966465.0
2020-09-30,14.2604,14.3412,13.8847,14.0261,4253402.0
2020-10-01,13.9453,14.1231,13.5898,13.614,5552400.0
2020-10-02,13.307,13.909,13.2585,13.7433,4434892.0
2020-10-03,13.307,13.909,13.2585,13.7433,4434892.0
2020-10-04,13.307,13.909,13.2585,13.7433,4434892.0
2020-10-05,13.8968,14.3574,13.7716,14.3331,3835755.0
2020-10-06,14.4705,14.6846,14.2039,14.2281,3715880.0
2020-10-07,14.4139,14.8421,14.317,14.7533,4793122.0
2020-10-08,14.6321,14.9633,14.5674,14.9391,4257789.0
2020-10-09,15.1492,15.3269,14.8825,15.2946,4311313.0
2020-10-10,15.1492,15.3269,14.8825,15.2946,4311313.0
2020-10-11,15.1492,15.3269,14.8825,15.2946,4311313.0
2020-10-12,15.2704,15.8804,15.1168,15.8117,4950913.0
2020-10-13,15.8036,16.0541,15.4804,15.5935,6068650.0
2020-10-14,15.4804,15.6178,15.339,15.5047,4078907.0
2020-10-15,15.5693,15.8157,15.3754,15.7309,3409324.0
2020-10-16,15.6663,15.8299,15.4158,15.4319,2906000.0
2020-10-17,15.6663,15.8299,15.4158,15.4319,2906000.0
2020-10-18,15.6663,15.8299,15.4158,15.4319,2906000.0
2020-10-19,15.5289,15.6663,15.238,15.4158,3327663.0
2020-10-20,15.4723,15.7632,15.4117,15.5693,2938156.0
2020-10-21,15.5935,15.9975,15.3835,15.4966,5539102.0
2020-10-22,15.5289,16.4257,15.4885,16.2965,7587181.0
2020-10-23,16.3207,16.3611,15.8238,15.9006,5681359.0
2020-10-24,16.3207,16.3611,15.8238,15.9006,5681359.0
2020-10-25,16.3207,16.3611,15.8238,15.9006,5681359.0
2020-10-26,16.0379,16.0379,15.4239,15.6259,4664999.0
2020-10-27,15.5127,15.6339,15.3229,15.4239,4243941.0
2020-10-28,15.1411,15.2784,14.6644,14.6805,6783351.0
2020-10-29,14.422,14.8906,14.2564,14.8583,5301779.0
2020-10-30,14.527,14.8583,13.9049,14.3735,7502970.0
2020-10-31,14.527,14.8583,13.9049,14.3735,7502970.0
2020-11-01,14.527,14.8583,13.9049,14.3735,7502970.0
2020-11-02,14.5351,14.5594,13.7958,14.0746,8029436.0
2020-11-03,14.1715,14.4382,13.5656,13.5736,5440096.0
2020-11-04,13.5171,13.5575,12.9273,12.9354,7655715.0
2020-11-05,13.0242,13.7514,13.0242,13.2909,6627376.0
2020-11-06,13.3959,13.7716,13.1414,13.2828,5567800.0
2020-11-07,13.3959,13.7716,13.1414,13.2828,5567800.0
2020-11-08,13.3959,13.7716,13.1414,13.2828,5567800.0
2020-11-09,13.9211,14.1231,12.7293,13.4525,11007399.0
2020-11-10,13.6394,13.9889,13.3387,13.9727,5575912.0
2020-11-11,14.1352,14.2247,13.8142,14.0458,4404363.0
2020-11-12,13.8589,14.1149,13.5581,13.7451,3451276.0
2020-11-13,13.867,14.3953,13.8589,14.3222,4713047.0
2020-11-14,13.867,14.3953,13.8589,14.3222,4713047.0
2020-11-15,13.867,14.3953,13.8589,14.3222,4713047.0
2020-11-16,14.2978,14.3628,13.5744,13.8589,7033889.0
2020-11-17,13.7776,14.0214,13.7369,13.9645,4028532.0
2020-11-18,14.0621,14.1678,13.5988,13.6069,5634686.0
2020-11-19,13.4362,14.0052,13.2411,13.9645,6767711.0
2020-11-20,13.9402,14.1027,13.7369,13.8751,4498154.0
2020-11-21,13.9402,14.1027,13.7369,13.8751,4498154.0
2020-11-22,13.9402,14.1027,13.7369,13.8751,4498154.0
2020-11-23,13.9483,14.3466,13.8589,14.3303,4953864.0
2020-11-24,14.5823,14.7408,14.3303,14.6555,4980226.0
2020-11-25,14.6067,14.6067,14.249,14.4441,3298106.0
2020-11-26,14.6067,14.6067,14.249,14.4441,3298106.0
2020-11-27,14.3141,14.6839,14.2247,14.4441,2122657.0
2020-11-28,14.3141,14.6839,14.2247,14.4441,2122657.0
2020-11-29,14.3141,14.6839,14.2247,14.4441,2122657.0
2020-11-30,14.4197,14.5091,14.1718,14.2409,7331969.0
2020-12-01,14.5091,14.6595,14.0214,14.1271,5593924.0
2020-12-02,13.9808,14.3384,13.7695,13.8589,5060353.0
2020-12-03,13.5988,13.7776,12.9079,12.9404,13557664.0
2020-12-04,12.9404,13.363,12.9404,13.363,8804739.0
2020-12-05,12.9404,13.363,12.9404,13.363,8804739.0
2020-12-06,12.9404,13.363,12.9404,13.363,8804739.0
2020-12-07,13.0704,13.4525,13.0542,13.4362,8927928.0
2020-12-08,13.2167,13.5947,13.0867,13.3468,6743661.0
2020-12-09,13.4606,13.7451,13.3224,13.6313,6461847.0
2020-12-10,13.7288,14.3547,13.7044,14.3466,7034824.0
2020-12-11,14.1109,14.2003,13.4687,13.8182,10706768.0
2020-12-12,14.1109,14.2003,13.4687,13.8182,10706768.0
2020-12-13,14.1109,14.2003,13.4687,13.8182,10706768.0
2020-12-14,14.0133,14.2978,13.7532,14.0214,6866674.0
2020-12-15,14.1109,14.371,13.9645,14.0783,4799201.0
2020-12-16,14.0052,14.1109,13.6963,13.8345,5696733.0
2020-12-17,13.8833,14.0418,13.7532,14.0052,5752848.0
2020-12-18,14.0214,14.0458,13.5175,13.7938,13769437.0
2020-12-19,14.0214,14.0458,13.5175,13.7938,13769437.0
2020-12-20,14.0214,14.0458,13.5175,13.7938,13769437.0
2020-12-21,13.5175,13.8914,13.4281,13.7044,5251872.0
2020-12-22,13.7288,13.8101,13.615,13.6475,3050106.0
2020-12-23,13.5988,14.1068,13.5825,13.9564,3517441.0
2020-12-24,14.0052,14.0052,13.676,13.7695,1735896.0
2020-12-25,14.0052,14.0052,13.676,13.7695,1735896.0
2020-12-26,14.0052,14.0052,13.676,13.7695,1735896.0
2020-12-27,14.0052,14.0052,13.676,13.7695,1735896.0
2020-12-28,13.5419,13.6719,13.298,13.3956,7841667.0
2020-12-29,13.5337,13.558,13.0477,13.0704,4050985.0
2020-12-30,13.0867,13.4931,13.0217,13.3874,4277041.0
2020-12-31,13.4118,13.4443,13.0907,13.233,3543243.0
2021-01-01,13.4118,13.4443,13.0907,13.233,3543243.0
2021-01-02,13.4118,13.4443,13.0907,13.233,3543243.0
2021-01-03,13.4118,13.4443,13.0907,13.233,3543243.0
2021-01-04,13.4037,13.6638,13.2492,13.4931,4626233.0
2021-01-05,13.6557,14.0214,13.5744,13.6232,6325041.0
2021-01-06,13.3468,13.8914,13.2736,13.8751,7647254.0
2021-01-07,13.8995,14.2978,13.6882,14.1596,5839184.0
2021-01-08,14.1434,14.2165,13.9198,14.0377,4574913.0
2021-01-09,14.1434,14.2165,13.9198,14.0377,4574913.0
2021-01-10,14.1434,14.2165,13.9198,14.0377,4574913.0
2021-01-11,13.8101,14.7286,13.7776,14.6636,5458617.0
2021-01-12,14.8505,15.3951,14.6758,15.1025,8197155.0
2021-01-13,15.1269,15.5943,15.005,15.3789,5966615.0
2021-01-14,15.452,15.8585,15.3464,15.6878,4240330.0
2021-01-15,15.5902,15.7894,15.448,15.5008,5080162.0
2021-01-16,15.5902,15.7894,15.448,15.5008,5080162.0
2021-01-17,15.5902,15.7894,15.448,15.5008,5080162.0
2021-01-18,15.5902,15.7894,15.448,15.5008,5080162.0
2021-01-19,15.4276,15.5577,15.1147,15.1269,5021045.0
2021-01-20,15.1351,15.2331,14.8449,14.9716,5172372.0
2021-01-21,14.9062,15.2168,14.6447,15.0043,4137265.0
2021-01-22,14.7918,15.2209,14.608,15.1514,4295163.0
2021-01-23,14.7918,15.2209,14.608,15.1514,4295163.0
2021-01-24,14.7918,15.2209,14.608,15.1514,4295163.0
2021-01-25,15.2413,15.703,15.0125,15.274,5322915.0
2021-01-26,15.3884,15.5682,15.0166,15.0288,3303927.0
2021-01-27,14.9144,15.7398,14.6529,15.5682,6895683.0
2021-01-28,15.6499,15.6826,14.9062,15.0207,5613189.0
2021-01-29,14.9553,15.5886,14.8449,14.9798,6913331.0
2021-01-30,14.9553,15.5886,14.8449,14.9798,6913331.0
2021-01-31,14.9553,15.5886,14.8449,14.9798,6913331.0
2021-02-01,15.323,15.5682,15.1187,15.2086,5675281.0
2021-02-02,15.6009,15.6091,14.9226,14.9308,4339107.0
2021-02-03,14.8082,15.6499,14.8082,15.4783,4955004.0
2021-02-04,15.5192,15.6254,15.3312,15.4211,4326247.0
2021-02-05,15.5273,15.5927,14.3505,14.3505,12536697.0
2021-02-06,15.5273,15.5927,14.3505,14.3505,12536697.0
2021-02-07,15.5273,15.5927,14.3505,14.3505,12536697.0
2021-02-08,14.4486,14.6447,14.2361,14.5548,5946146.0
2021-02-09,14.3996,14.4976,14.1135,14.2933,7108717.0
2021-02-10,14.4077,14.5794,14.2402,14.5548,5471587.0
2021-02-11,14.5957,14.6774,14.0318,14.2279,4800317.0
2021-02-12,14.138,14.9226,14.1135,14.8981,3433582.0
2021-02-13,14.138,14.9226,14.1135,14.8981,3433582.0
2021-02-14,14.138,14.9226,14.1135,14.8981,3433582.0
2021-02-15,14.138,14.9226,14.1135,14.8981,3433582.0
2021-02-16,15.2168,15.323,14.6774,14.9634,6500880.0
2021-02-17,15.0779,15.3312,14.7101,15.1841,7560704.0
2021-02-18,15.1105,15.1841,14.6529,14.7591,8394324.0
2021-02-19,14.8736,15.2985,14.8409,15.1678,4375053.0
2021-02-20,14.8736,15.2985,14.8409,15.1678,4375053.0
2021-02-21,14.8736,15.2985,14.8409,15.1678,4375053.0
2021-02-22,15.1923,15.4701,14.9348,14.988,5161364.0
2021-02-23,15.1105,15.1105,14.1953,14.7591,5205256.0
2021-02-24,15.0942,15.7725,14.6774,15.6908,9807368.0
2021-02-25,15.511,15.7235,15.3149,15.4538,8331140.0
2021-02-26,15.4374,15.5764,14.7591,15.1269,5675288.0
2021-02-27,15.4374,15.5764,14.7591,15.1269,5675288.0
2021-02-28,15.4374,15.5764,14.7591,15.1269,5675288.0
2021-03-01,15.2413,15.5355,14.9634,15.4129,6303204.0
2021-03-02,15.462,15.748,15.323,15.3394,4787756.0
2021-03-03,15.4456,15.5845,15.2576,15.2658,4702162.0
2021-03-04,15.2985,15.7112,15.0207,15.2413,7940925.0
2021-03-05,15.4129,15.6172,14.8572,15.5028,6253783.0
2021-03-06,15.4129,15.6172,14.8572,15.5028,6253783.0
2021-03-07,15.4129,15.6172,14.8572,15.5028,6253783.0
2021-03-08,15.7153,15.7562,15.3394,15.5845,7262709.0
2021-03-09,15.3639,15.605,15.1269,15.1432,5339091.0
2021-03-10,15.2495,15.7848,15.1269,15.6826,6434137.0
2021-03-11,15.6908,15.9739,15.5355,15.7725,4984482.0
2021-03-12,15.8624,15.9196,15.2617,15.3639,4799448.0
2021-03-13,15.8624,15.9196,15.2617,15.3639,4799448.0
2021-03-14,15.8624,15.9196,15.2617,15.3639,4799448.0
2021-03-15,15.3639,15.6499,15.1759,15.4946,4999850.0
2021-03-16,15.3639,15.5927,15.2168,15.4048,3127941.0
2021-03-17,15.4211,15.5028,15.1105,15.1432,5989553.0
2021-03-18,15.0615,15.086,14.5875,14.6202,7096715.0
2021-03-19,14.6529,14.894,14.4976,14.751,9950749.0
2021-03-20,14.6529,14.894,14.4976,14.751,9950749.0
2021-03-21,14.6529,14.894,14.4976,14.751,9950749.0
2021-03-22,14.5548,14.8572,14.3914,14.7101,4502883.0
2021-03-23,14.4895,14.9308,14.42,14.6774,5565496.0
2021-03-24,14.751,15.131,14.7346,14.8981,4448222.0
2021-03-25,14.7918,15.3475,14.7918,15.2985,6089059.0
2021-03-26,15.462,15.7398,15.3966,15.6744,5357072.0
2021-03-27,15.462,15.7398,15.3966,15.6744,5357072.0
2021-03-28,15.462,15.7398,15.3966,15.6744,5357072.0
2021-03-29,15.6091,15.8869,15.5028,15.7153,3524231.0
2021-03-30,15.5437,15.6336,15.2331,15.3557,5357183.0
2021-03-31,15.2822,15.5028,15.1514,15.3475,6310106.0
2021-04-01,15.4538,15.7316,15.2495,15.6009,7223273.0
2021-04-02,15.4538,15.7316,15.2495,15.6009,7223273.0
2021-04-03,15.4538,15.7316,15.2495,15.6009,7223273.0
2021-04-04,15.4538,15.7316,15.2495,15.6009,7223273.0
2021-04-05,15.4211,15.6336,15.0697,15.1596,6308348.0
2021-04-06,15.3149,15.3149,14.9675,15.1105,5410999.0
2021-04-07,15.1024,15.2822,14.8736,15.1024,5053599.0
2021-04-08,14.9798,15.0452,14.3751,14.5875,7117002.0
2021-04-09,14.6447,14.6938,14.138,14.2034,5894538.0
2021-04-10,14.6447,14.6938,14.138,14.2034,5894538.0
2021-04-11,14.6447,14.6938,14.138,14.2034,5894538.0
2021-04-12,14.3424,14.4241,13.8112,13.8602,7062329.0
2021-04-13,13.803,13.9746,13.5864,13.6641,5523685.0
2021-04-14,13.7376,14.1217,13.7131,13.8438,7538659.0
2021-04-15,13.852,13.8724,13.5823,13.7539,5565512.0
2021-04-16,13.7213,13.7703,13.5088,13.5333,4992638.0
2021-04-17,13.7213,13.7703,13.5088,13.5333,4992638.0
2021-04-18,13.7213,13.7703,13.5088,13.5333,4992638.0
2021-04-19,13.517,13.7213,13.4189,13.517,7239218.0
2021-04-20,13.4597,13.5415,13.2064,13.3862,5297319.0
2021-04-21,13.2554,13.5292,13.2473,13.4025,4239243.0
2021-04-22,13.4516,13.5333,13.2064,13.378,6452657.0
2021-04-23,13.2554,13.3208,13.0675,13.1737,7299948.0
2021-04-24,13.2554,13.3208,13.0675,13.1737,7299948.0
2021-04-25,13.2554,13.3208,13.0675,13.1737,7299948.0
2021-04-26,13.1737,13.4516,13.1083,13.4352,5114498.0
2021-04-27,13.4107,13.7458,13.4025,13.7213,5342843.0
2021-04-28,13.7866,14.0318,13.758,13.8684,5719460.0
2021-04-29,13.9746,14.0931,13.7294,13.9419,5531840.0
2021-04-30,14.0318,14.2933,13.3944,13.6232,11212280.0
2021-05-01,14.0318,14.2933,13.3944,13.6232,11212280.0
2021-05-02,14.0318,14.2933,13.3944,13.6232,11212280.0
