,BLK US Equity,BLK US Equity,BLK US Equity,BLK US Equity,BLK US Equity
2020-05-08,457.457,457.882,449.394,451.349,450482.0
2020-05-09,457.457,457.882,449.394,451.349,450482.0
2020-05-10,457.457,457.882,449.394,451.349,450482.0
2020-05-11,445.458,449.899,442.173,446.218,699593.0
2020-05-12,427.867,428.328,408.429,411.225,3499006.0
2020-05-13,416.248,445.014,413.089,439.603,9666149.0
2020-05-14,435.26,452.58,426.618,450.824,11804135.0
2020-05-15,447.928,466.56,443.874,464.877,5957036.0
2020-05-16,447.928,466.56,443.874,464.877,5957036.0
2020-05-17,447.928,466.56,443.874,464.877,5957036.0
2020-05-18,469.646,478.501,465.655,467.32,5587203.0
2020-05-19,463.728,466.551,451.394,453.539,2100142.0
2020-05-20,461.104,464.217,455.584,460.362,1496770.0
2020-05-21,459.764,461.167,456.209,460.154,1007961.0
2020-05-22,457.882,464.732,455.168,464.488,632708.0
2020-05-23,457.882,464.732,455.168,464.488,632708.0
2020-05-24,457.882,464.732,455.168,464.488,632708.0
2020-05-25,457.882,464.732,455.168,464.488,632708.0
2020-05-26,475.075,479.736,471.827,473.836,1064311.0
2020-05-27,485.256,486.251,475.374,485.391,1182106.0
2020-05-28,496.323,497.698,484.134,485.79,1132946.0
2020-05-29,480.224,483.672,471.049,478.369,1159516.0
2020-05-30,480.224,483.672,471.049,478.369,1159516.0
2020-05-31,480.224,483.672,471.049,478.369,1159516.0
2020-06-01,477.79,491.463,476.641,487.047,668535.0
2020-06-02,492.631,495.676,487.228,489.862,847093.0
2020-06-03,497.698,499.457,491.192,495.626,1071558.0
2020-06-04,493.668,499.32,491.909,497.548,913455.0
2020-06-05,508.306,512.032,502.495,506.967,1438068.0
2020-06-06,508.306,512.032,502.495,506.967,1438068.0
2020-06-07,508.306,512.032,502.495,506.967,1438068.0
2020-06-08,507.596,511.882,501.52,507.696,1133450.0
2020-06-09,499.17,512.406,498.24,508.361,851931.0
2020-06-10,509.627,517.029,506.147,508.361,779693.0
2020-06-11,495.617,499.807,474.729,478.437,1250854.0
2020-06-12,490.452,491.117,470.138,480.104,1065590.0
2020-06-13,490.452,491.117,470.138,480.104,1065590.0
2020-06-14,490.452,491.117,470.138,480.104,1065590.0
2020-06-15,472.078,500.645,469.792,494.67,1242967.0
2020-06-16,509.126,509.126,491.317,501.383,826883.0
2020-06-17,505.537,511.495,503.569,505.783,704587.0
2020-06-18,500.9,508.625,499.68,507.186,531776.0
2020-06-19,516.487,516.487,498.149,505.911,1875026.0
2020-06-20,516.487,516.487,498.149,505.911,1875026.0
2020-06-21,516.487,516.487,498.149,505.911,1875026.0
2020-06-22,501.72,508.826,499.738,503.943,478601.0
2020-06-23,510.128,511.941,503.943,505.255,605923.0
2020-06-24,499.789,502.75,488.484,490.607,868874.0
2020-06-25,489.878,501.383,485.303,498.259,714151.0
2020-06-26,493.832,495.94,481.552,487.218,1167775.0
2020-06-27,493.832,495.94,481.552,487.218,1167775.0
2020-06-28,493.832,495.94,481.552,487.218,1167775.0
2020-06-29,491.909,492.429,483.702,485.414,774366.0
2020-06-30,486.416,497.357,486.416,495.635,1067092.0
2020-07-01,495.817,497.814,489.596,495.845,549023.0
2020-07-02,506.011,510.638,499.762,502.631,741950.0
2020-07-03,506.011,510.638,499.762,502.631,741950.0
2020-07-04,506.011,510.638,499.762,502.631,741950.0
2020-07-05,506.011,510.638,499.762,502.631,741950.0
2020-07-06,510.128,514.136,507.477,507.896,703115.0
2020-07-07,504.089,510.556,500.254,500.317,557322.0
2020-07-08,501.939,510.074,500.55,507.951,435753.0
2020-07-09,505.082,507.827,495.79,500.509,462691.0
2020-07-10,501.502,506.412,498.084,504.736,489497.0
2020-07-11,501.502,506.412,498.084,504.736,489497.0
2020-07-12,501.502,506.412,498.084,504.736,489497.0
2020-07-13,508.489,514.893,502.841,503.351,786413.0
2020-07-14,503.533,512.415,502.349,511.34,567337.0
2020-07-15,521.315,521.971,510.347,517.953,767633.0
2020-07-16,514.956,519.019,512.97,516.468,729899.0
2020-07-17,526.844,539.717,521.652,535.38,1151651.0
2020-07-18,526.844,539.717,521.652,535.38,1151651.0
2020-07-19,526.844,539.717,521.652,535.38,1151651.0
2020-07-20,528.548,532.902,525.733,527.983,706780.0
2020-07-21,532.674,532.674,526.789,528.347,523283.0
2020-07-22,528.648,534.378,526.507,530.661,460500.0
2020-07-23,528.63,532.95,523.993,526.662,453666.0
2020-07-24,526.525,526.525,517.106,519.803,421653.0
2020-07-25,526.525,526.525,517.106,519.803,421653.0
2020-07-26,526.525,526.525,517.106,519.803,421653.0
2020-07-27,518.081,526.776,514.997,524.093,618478.0
2020-07-28,521.879,523.055,518.327,519.875,488884.0
2020-07-29,519.01,528.538,519.01,526.161,724859.0
2020-07-30,518.609,522.053,513.772,522.053,341204.0
2020-07-31,521.36,524.084,516.213,523.802,375919.0
2020-08-01,521.36,524.084,516.213,523.802,375919.0
2020-08-02,521.36,524.084,516.213,523.802,375919.0
2020-08-03,527.755,531.581,525.897,528.302,496428.0
2020-08-04,522.563,524.421,517.352,520.185,513122.0
2020-08-05,525.35,532.829,522.18,530.306,465847.0
2020-08-06,528.311,531.394,523.853,530.379,454988.0
2020-08-07,530.779,535.944,527.819,535.808,469919.0
2020-08-08,530.779,535.944,527.819,535.808,469919.0
2020-08-09,530.779,535.944,527.819,535.808,469919.0
2020-08-10,534.004,534.865,528.047,528.529,465750.0
2020-08-11,533.175,543.387,531.381,534.396,576823.0
2020-08-12,539.406,551.777,532.351,537.675,612238.0
2020-08-13,534.469,542.289,534.469,537.056,359708.0
2020-08-14,536.19,539.698,532.046,536.054,316659.0
2020-08-15,536.19,539.698,532.046,536.054,316659.0
2020-08-16,536.19,539.698,532.046,536.054,316659.0
2020-08-17,538.304,542.508,535.535,539.306,411120.0
2020-08-18,538.45,541.793,536.363,536.737,456208.0
2020-08-19,539.579,542.512,536.363,537.229,418702.0
2020-08-20,532.793,535.872,529.295,531.408,552425.0
2020-08-21,533.275,535.635,530.105,532.027,418462.0
2020-08-22,533.275,535.635,530.105,532.027,418462.0
2020-08-23,533.275,535.635,530.105,532.027,418462.0
2020-08-24,535.07,538.996,532.255,538.777,381634.0
2020-08-25,541.51,541.647,537.566,538.504,373289.0
2020-08-26,538.787,542.649,535.544,539.37,540161.0
2020-08-27,540.135,545.564,539.269,541.993,428904.0
2020-08-28,542.567,547.759,539.36,547.532,436069.0
2020-08-29,542.567,547.759,539.36,547.532,436069.0
2020-08-30,542.567,547.759,539.36,547.532,436069.0
2020-08-31,548.862,550.283,540.8,541.273,581734.0
2020-09-01,541.774,547.495,540.326,543.141,402818.0
2020-09-02,544.507,555.393,541.273,553.854,684165.0
2020-09-03,553.633,554.843,525.747,530.714,739198.0
2020-09-04,533.179,535.268,511.231,517.435,822107.0
2020-09-05,533.179,535.268,511.231,517.435,822107.0
2020-09-06,533.179,535.268,511.231,517.435,822107.0
2020-09-07,533.179,535.268,511.231,517.435,822107.0
2020-09-08,513.183,513.898,502.195,506.356,837193.0
2020-09-09,514.677,516.949,508.912,513.357,830507.0
2020-09-10,514.695,514.988,495.973,497.897,891033.0
2020-09-11,498.969,501.691,492.903,495.963,660875.0
2020-09-12,498.969,501.691,492.903,495.963,660875.0
2020-09-13,498.969,501.691,492.903,495.963,660875.0
2020-09-14,499.482,506.97,497.86,501.627,631447.0
2020-09-15,506.878,507.171,501.535,502.342,626477.0
2020-09-16,505.696,519.497,502.928,514.777,1004027.0
2020-09-17,508.564,509.343,498.997,502.571,1033459.0
2020-09-18,502.626,512.422,502.626,510.369,2989114.0
2020-09-19,502.626,512.422,502.626,510.369,2989114.0
2020-09-20,502.626,512.422,502.626,510.369,2989114.0
2020-09-21,502.772,510.218,497.173,506.401,659600.0
2020-09-22,505.082,510.03,499.015,504.761,565647.0
2020-09-23,504.312,506.658,493.077,493.526,511422.0
2020-09-24,492.371,496.797,487.358,490.328,552840.0
2020-09-25,488.403,503.02,486.973,502.021,486378.0
2020-09-26,488.403,503.02,486.973,502.021,486378.0
2020-09-27,488.403,503.02,486.973,502.021,486378.0
2020-09-28,508.097,516.803,507.694,511.955,567033.0
2020-09-29,513.339,515.208,506.2,508.427,409654.0
2020-09-30,510.626,523.167,508.711,516.445,741054.0
2020-10-01,528.624,529.907,518.846,520.441,551296.0
2020-10-02,513.687,526.636,512.441,522.466,523471.0
2020-10-03,513.687,526.636,512.441,522.466,523471.0
2020-10-04,513.687,526.636,512.441,522.466,523471.0
2020-10-05,526.663,532.913,525.105,532.418,435362.0
2020-10-06,532.418,541.238,529.807,531.731,704311.0
2020-10-07,535.479,543.241,535.479,542.563,573701.0
2020-10-08,545.596,555.54,544.662,553.918,538097.0
2020-10-09,559.563,562.953,555.879,560.452,525143.0
2020-10-10,559.563,562.953,555.879,560.452,525143.0
2020-10-11,559.563,562.953,555.879,560.452,525143.0
2020-10-12,563.934,568.782,562.367,563.494,644719.0
2020-10-13,581.163,592.269,573.822,585.552,1155021.0
2020-10-14,588.182,589.676,581.053,586.368,694202.0
2020-10-15,581.089,594.661,579.76,592.224,792733.0
2020-10-16,597.539,604.439,593.837,602.432,765555.0
2020-10-17,597.539,604.439,593.837,602.432,765555.0
2020-10-18,597.539,604.439,593.837,602.432,765555.0
2020-10-19,603.23,610.918,580.118,581.822,775662.0
2020-10-20,583.408,596.572,583.408,591.151,473550.0
2020-10-21,592.535,599.078,581.758,581.914,452696.0
2020-10-22,581.923,584.517,577.176,582.088,483384.0
2020-10-23,584.553,585.735,580.558,584.04,494217.0
2020-10-24,584.553,585.735,580.558,584.04,494217.0
2020-10-25,584.553,585.735,580.558,584.04,494217.0
2020-10-26,577.341,578.798,564.355,570.184,686099.0
2020-10-27,568.47,572.374,562.193,563.164,349823.0
2020-10-28,552.314,555.755,546.421,550.499,645648.0
2020-10-29,550.041,555.888,540.923,551.984,447449.0
2020-10-30,547.631,550.646,538.76,549.125,530463.0
2020-10-31,547.631,550.646,538.76,549.125,530463.0
2020-11-01,547.631,550.646,538.76,549.125,530463.0
2020-11-02,558.06,566.665,555.756,563.476,455350.0
2020-11-03,569.002,580.402,567.26,576.663,560555.0
2020-11-04,575.774,602.982,575.334,597.136,811990.0
2020-11-05,605.768,615.83,604.632,612.339,714509.0
2020-11-06,610.387,612.165,599.509,600.16,493945.0
2020-11-07,610.387,612.165,599.509,600.16,493945.0
2020-11-08,610.387,612.165,599.509,600.16,493945.0
2020-11-09,627.854,634.828,607.748,610.35,870313.0
2020-11-10,605.814,610.827,591.197,605.383,758008.0
2020-11-11,614.722,619.265,611.271,614.566,455787.0
2020-11-12,610.112,612.779,600.132,604.641,501907.0
2020-11-13,604.833,615.006,603.266,613.787,664060.0
2020-11-14,604.833,615.006,603.266,613.787,664060.0
2020-11-15,604.833,615.006,603.266,613.787,664060.0
2020-11-16,625.453,625.453,613.324,619.89,607760.0
2020-11-17,619.918,619.918,608.967,611.697,768905.0
2020-11-18,614.731,620.092,613.04,613.897,509045.0
2020-11-19,610.304,618.891,607.803,617.187,471167.0
2020-11-20,617.682,619.267,613.081,616.481,396240.0
2020-11-21,617.682,619.267,613.081,616.481,396240.0
2020-11-22,617.682,619.267,613.081,616.481,396240.0
2020-11-23,620.303,631.41,617.517,625.792,505375.0
2020-11-24,636.606,642.095,629.118,640.849,651984.0
2020-11-25,639.767,645.394,638.209,644.798,401239.0
2020-11-26,639.767,645.394,638.209,644.798,401239.0
2020-11-27,647.676,658.764,646.2,655.337,313425.0
2020-11-28,647.676,658.764,646.2,655.337,313425.0
2020-11-29,647.676,658.764,646.2,655.337,313425.0
2020-11-30,650.938,653.578,639.41,639.978,888410.0
2020-12-01,650.352,660.286,646.255,655.447,549542.0
2020-12-02,655.236,658.728,649.719,658.315,484103.0
2020-12-03,661.659,664.846,655.575,658.951,604411.0
2020-12-04,657.109,663.436,641.57,647.944,816358.0
2020-12-05,657.109,663.436,641.57,647.944,816358.0
2020-12-06,657.109,663.436,641.57,647.944,816358.0
2020-12-07,647.235,653.567,643.85,653.489,680588.0
2020-12-08,651.002,661.834,647.949,657.569,598173.0
2020-12-09,659.338,659.619,641.837,646.295,489465.0
2020-12-10,644.37,647.272,639.452,643.283,438642.0
2020-12-11,637.656,642.012,635.034,640.327,488140.0
2020-12-12,637.656,642.012,635.034,640.327,488140.0
2020-12-13,637.656,642.012,635.034,640.327,488140.0
2020-12-14,645.236,645.255,629.513,629.937,658625.0
2020-12-15,636.937,648.552,635.841,643.072,617347.0
2020-12-16,648.432,652.853,638.807,643.247,849361.0
2020-12-17,647.511,653.664,644.094,650.284,832259.0
2020-12-18,649.491,650.827,636.919,643.643,1610738.0
2020-12-19,649.491,650.827,636.919,643.643,1610738.0
2020-12-20,649.491,650.827,636.919,643.643,1610738.0
2020-12-21,639.222,647.99,634.773,643.67,631849.0
2020-12-22,644.748,648.119,637.149,638.779,596988.0
2020-12-23,646.59,652.273,641.257,648.101,752601.0
2020-12-24,647.843,654.732,647.843,651.361,173253.0
2020-12-25,647.843,654.732,647.843,651.361,173253.0
2020-12-26,647.843,654.732,647.843,651.361,173253.0
2020-12-27,647.843,654.732,647.843,651.361,173253.0
2020-12-28,658.186,658.675,653.102,654.124,272253.0
2020-12-29,657.403,658.859,649.915,650.532,318436.0
2020-12-30,656.998,660.351,652.117,652.982,355270.0
2020-12-31,651.638,665.398,651.122,664.588,361507.0
2021-01-01,651.638,665.398,651.122,664.588,361507.0
2021-01-02,651.638,665.398,651.122,664.588,361507.0
2021-01-03,651.638,665.398,651.122,664.588,361507.0
2021-01-04,672.933,672.933,646.627,654.714,623613.0
2021-01-05,652.863,660.6,649.593,658.177,431450.0
2021-01-06,662.027,686.003,659.577,676.949,730705.0
2021-01-07,689.272,693.813,684.363,691.188,655965.0
2021-01-08,697.387,699.428,688.425,696.742,623026.0
2021-01-09,697.387,699.428,688.425,696.742,623026.0
2021-01-10,697.387,699.428,688.425,696.742,623026.0
2021-01-11,693.399,709.591,691.271,706.165,614375.0
2021-01-12,703.245,717.798,703.236,716.352,675962.0
2021-01-13,717.236,725.802,715.311,718.203,848599.0
2021-01-14,690.801,705.408,680.725,684.814,1643130.0
2021-01-15,683.599,694.891,666.854,670.317,1174470.0
2021-01-16,683.599,694.891,666.854,670.317,1174470.0
2021-01-17,683.599,694.891,666.854,670.317,1174470.0
2021-01-18,683.599,694.891,666.854,670.317,1174470.0
2021-01-19,679.491,685.662,671.477,675.742,852400.0
2021-01-20,680.403,683.82,671.597,683.009,747731.0
2021-01-21,685.929,686.905,678.828,683.617,639591.0
2021-01-22,681.499,685.026,673.135,677.031,565667.0
2021-01-23,681.499,685.026,673.135,677.031,565667.0
2021-01-24,681.499,685.026,673.135,677.031,565667.0
2021-01-25,673.135,677.695,657.298,665.914,806452.0
2021-01-26,669.608,675.972,663.206,664.873,827925.0
2021-01-27,656.906,657.634,631.567,642.712,1104500.0
2021-01-28,646.13,673.32,644.223,663.086,822441.0
2021-01-29,658.896,660.48,643.477,645.909,801057.0
2021-01-30,658.896,660.48,643.477,645.909,801057.0
2021-01-31,658.896,660.48,643.477,645.909,801057.0
2021-02-01,652.117,657.597,645.918,656.878,483089.0
2021-02-02,662.589,675.433,662.589,671.919,879292.0
2021-02-03,663.169,670.022,659.992,666.927,685310.0
2021-02-04,667.13,679.435,667.13,674.637,636413.0
2021-02-05,676.239,679.27,667.885,669.0,475024.0
2021-02-06,676.239,679.27,667.885,669.0,475024.0
2021-02-07,676.239,679.27,667.885,669.0,475024.0
2021-02-08,673.006,673.981,663.768,669.11,533145.0
2021-02-09,670.308,673.587,662.566,671.275,450997.0
2021-02-10,674.6,675.116,664.09,666.089,663262.0
2021-02-11,672.03,672.113,660.29,664.486,803949.0
2021-02-12,658.886,673.762,656.436,665.914,862804.0
2021-02-13,658.886,673.762,656.436,665.914,862804.0
2021-02-14,658.886,673.762,656.436,665.914,862804.0
2021-02-15,658.886,673.762,656.436,665.914,862804.0
2021-02-16,671.155,679.492,669.543,672.666,571638.0
2021-02-17,668.677,671.178,661.76,664.45,567250.0
2021-02-18,659.881,660.517,641.506,647.999,1078718.0
2021-02-19,651.582,660.019,650.735,654.06,804224.0
2021-02-20,651.582,660.019,650.735,654.06,804224.0
2021-02-21,651.582,660.019,650.735,654.06,804224.0
2021-02-22,649.703,650.256,642.233,647.64,829951.0
2021-02-23,645.218,649.966,633.984,647.659,926286.0
2021-02-24,648.893,656.934,645.107,655.893,583346.0
2021-02-25,657.855,658.103,637.518,639.949,591305.0
2021-02-26,642.712,645.687,634.87,639.682,768601.0
2021-02-27,642.712,645.687,634.87,639.682,768601.0
2021-02-28,642.712,645.687,634.87,639.682,768601.0
2021-03-01,651.03,664.979,649.547,662.432,653960.0
2021-03-02,662.921,666.485,657.284,659.771,455226.0
2021-03-03,661.825,664.44,645.945,646.12,703134.0
2021-03-04,642.451,647.51,626.714,633.01,915435.0
2021-03-05,641.061,652.3,621.03,650.679,698504.0
2021-03-06,641.061,652.3,621.03,650.679,698504.0
2021-03-07,641.061,652.3,621.03,650.679,698504.0
2021-03-08,648.158,659.842,645.638,647.602,649762.0
2021-03-09,655.96,671.952,652.18,668.95,959743.0
2021-03-10,673.295,679.688,670.988,674.972,823347.0
2021-03-11,678.66,679.781,666.476,669.061,751651.0
2021-03-12,666.429,669.519,660.143,663.566,528692.0
2021-03-13,666.429,669.519,660.143,663.566,528692.0
2021-03-14,666.429,669.519,660.143,663.566,528692.0
2021-03-15,667.754,667.754,655.302,666.179,526784.0
2021-03-16,668.894,673.944,663.168,669.941,562240.0
2021-03-17,668.347,676.732,667.013,674.713,463614.0
2021-03-18,675.426,685.581,669.376,670.552,640124.0
2021-03-19,667.337,686.229,661.083,676.028,1452170.0
2021-03-20,667.337,686.229,661.083,676.028,1452170.0
2021-03-21,667.337,686.229,661.083,676.028,1452170.0
2021-03-22,676.028,682.097,672.257,677.214,524689.0
2021-03-23,676.158,676.158,661.695,663.919,556688.0
2021-03-24,668.116,677.474,668.116,669.644,544753.0
2021-03-25,670.386,675.139,659.936,674.045,462825.0
2021-03-26,677.585,702.508,677.585,701.285,803746.0
2021-03-27,677.585,702.508,677.585,701.285,803746.0
2021-03-28,677.585,702.508,677.585,701.285,803746.0
2021-03-29,691.724,705.871,690.195,702.175,581740.0
2021-03-30,699.58,707.326,692.076,694.207,598823.0
2021-03-31,694.864,706.242,693.827,698.561,638151.0
2021-04-01,703.954,710.819,701.934,710.486,549219.0
2021-04-02,703.954,710.819,701.934,710.486,549219.0
2021-04-03,703.954,710.819,701.934,710.486,549219.0
2021-04-04,703.954,710.819,701.934,710.486,549219.0
2021-04-05,715.693,729.873,715.118,726.413,593605.0
2021-04-06,728.692,728.692,721.511,724.272,492308.0
2021-04-07,725.764,732.157,723.615,730.1,477188.0
2021-04-08,732.88,743.081,731.11,741.774,558473.0
2021-04-09,743.701,751.058,740.839,748.955,484164.0
2021-04-10,743.701,751.058,740.839,748.955,484164.0
2021-04-11,743.701,751.058,740.839,748.955,484164.0
2021-04-12,745.49,750.178,742.617,748.612,482840.0
2021-04-13,745.573,747.357,740.783,743.525,376348.0
2021-04-14,740.783,751.762,739.495,742.21,552913.0
2021-04-15,752.513,767.017,750.484,757.748,766869.0
2021-04-16,763.288,764.861,746.333,751.827,774777.0
2021-04-17,763.288,764.861,746.333,751.827,774777.0
2021-04-18,763.288,764.861,746.333,751.827,774777.0
2021-04-19,751.466,755.579,747.171,751.494,491140.0
2021-04-20,747.945,753.68,741.997,745.814,525225.0
2021-04-21,743.961,752.698,740.839,751.901,388511.0
2021-04-22,751.419,751.419,735.224,736.882,520052.0
2021-04-23,739.764,756.886,737.41,753.421,489778.0
2021-04-24,739.764,756.886,737.41,753.421,489778.0
2021-04-25,739.764,756.886,737.41,753.421,489778.0
2021-04-26,754.671,761.865,754.208,758.192,478233.0
2021-04-27,757.618,762.241,752.967,760.221,328253.0
2021-04-28,759.628,760.694,755.394,756.302,335320.0
2021-04-29,763.733,768.555,757.034,766.531,455352.0
2021-04-30,761.398,762.371,753.986,759.1,451357.0
2021-05-01,761.398,762.371,753.986,759.1,451357.0
2021-05-02,761.398,762.371,753.986,759.1,451357.0
2021-05-03,764.381,771.238,760.722,764.956,490077.0
2021-05-04,761.834,775.648,758.822,774.972,557943.0
2021-05-05,778.418,789.509,777.325,788.48,569920.0
2021-05-06,788.805,803.657,786.701,803.388,666588.0
2021-05-07,797.217,812.616,795.142,809.624,474203.0
2021-05-08,797.217,812.616,795.142,809.624,474203.0
2021-05-09,797.217,812.616,795.142,809.624,474203.0
2021-05-10,811.115,816.081,794.419,794.447,566521.0
2021-05-11,785.942,792.464,773.647,782.078,671928.0
2021-05-12,778.085,787.526,759.693,762.992,649705.0
2021-05-13,762.992,783.106,761.695,777.344,554749.0
2021-05-14,786.294,797.586,783.283,793.91,481500.0
2021-05-15,786.294,797.586,783.283,793.91,481500.0
2021-05-16,786.294,797.586,783.283,793.91,481500.0
2021-05-17,793.938,796.944,783.922,787.044,347554.0
2021-05-18,790.157,792.918,777.89,778.409,373726.0
2021-05-19,767.235,777.325,760.694,776.908,632867.0
2021-05-20,779.715,788.999,775.175,782.801,360768.0
2021-05-21,786.173,801.303,786.173,797.523,692850.0
2021-05-22,786.173,801.303,786.173,797.523,692850.0
2021-05-23,786.173,801.303,786.173,797.523,692850.0
2021-05-24,802.786,812.644,802.526,808.262,566451.0
2021-05-25,812.653,816.545,807.428,810.031,625591.0
2021-05-26,818.518,823.021,806.376,812.31,616192.0
2021-05-27,814.173,819.463,810.86,812.033,704573.0
2021-05-28,814.636,815.34,810.277,812.598,435375.0
2021-05-29,814.636,815.34,810.277,812.598,435375.0
2021-05-30,814.636,815.34,810.277,812.598,435375.0
2021-05-31,814.636,815.34,810.277,812.598,435375.0
2021-06-01,822.66,824.596,811.643,812.477,407515.0
2021-06-02,813.932,822.701,812.385,822.215,543412.0
2021-06-03,819.153,826.972,813.009,820.093,430784.0
2021-06-04,822.792,825.669,817.142,825.529,646966.0
2021-06-05,822.792,825.669,817.142,825.529,646966.0
2021-06-06,822.792,825.669,817.142,825.529,646966.0
2021-06-07,827.214,828.461,818.659,823.77,400307.0
2021-06-08,823.155,825.231,817.375,823.36,303322.0
2021-06-09,824.272,825.166,809.695,810.719,463127.0
2021-06-10,818.911,819.646,807.368,807.461,423380.0
2021-06-11,814.2,820.018,812.637,819.767,444033.0
2021-06-12,814.2,820.018,812.637,819.767,444033.0
2021-06-13,814.2,820.018,812.637,819.767,444033.0
2021-06-14,820.083,820.73,813.116,816.155,363711.0
2021-06-15,817.896,823.704,811.741,820.093,442558.0
2021-06-16,819.153,819.153,803.254,809.239,595665.0
2021-06-17,809.844,813.718,801.69,808.746,569942.0
2021-06-18,792.083,797.622,780.997,782.644,1059015.0
2021-06-19,792.083,797.622,780.997,782.644,1059015.0
2021-06-20,792.083,797.622,780.997,782.644,1059015.0
2021-06-21,790.296,802.676,788.406,801.708,575852.0
2021-06-22,801.988,809.313,797.506,804.966,668470.0
2021-06-23,806.567,808.634,803.766,805.581,566358.0
2021-06-24,812.125,813.549,801.513,807.368,661975.0
2021-06-25,811.52,816.593,808.597,813.595,742074.0
2021-06-26,811.52,816.593,808.597,813.595,742074.0
2021-06-27,811.52,816.593,808.597,813.595,742074.0
2021-06-28,815.401,819.786,808.001,817.98,373815.0
2021-06-29,820.018,825.659,811.063,813.13,742775.0
2021-06-30,810.775,816.504,809.341,814.47,575566.0
2021-07-01,816.425,818.92,811.883,818.436,426316.0
2021-07-02,821.033,833.013,819.936,831.84,430345.0
2021-07-03,821.033,833.013,819.936,831.84,430345.0
2021-07-04,821.033,833.013,819.936,831.84,430345.0
2021-07-05,821.033,833.013,819.936,831.84,430345.0
2021-07-06,833.115,833.73,824.766,830.956,527389.0
2021-07-07,828.396,840.302,828.396,838.645,468458.0
2021-07-08,827.232,827.232,812.382,815.895,629983.0
2021-07-09,828.954,839.538,827.265,838.989,764498.0
2021-07-10,828.954,839.538,827.265,838.989,764498.0
2021-07-11,828.954,839.538,827.265,838.989,764498.0
2021-07-12,838.989,856.675,837.369,852.589,862232.0
2021-07-13,854.525,854.525,842.489,845.282,590164.0
2021-07-14,823.835,832.175,809.835,819.45,994115.0
2021-07-15,815.541,827.968,814.759,819.153,619984.0
2021-07-16,821.852,822.094,812.637,814.517,983127.0
2021-07-17,821.852,822.094,812.637,814.517,983127.0
2021-07-18,821.852,822.094,812.637,814.517,983127.0
2021-07-19,798.339,803.877,781.63,786.722,946296.0
2021-07-20,788.872,820.372,786.573,818.073,899812.0
2021-07-21,821.852,830.9,821.202,821.647,445456.0
2021-07-22,822.671,823.779,806.372,806.921,601037.0
2021-07-23,811.082,817.365,807.787,808.867,528578.0
2021-07-24,811.082,817.365,807.787,808.867,528578.0
2021-07-25,811.082,817.365,807.787,808.867,528578.0
2021-07-26,807.731,815.187,806.996,811.231,414393.0
2021-07-27,805.776,809.641,798.506,802.285,476093.0
2021-07-28,802.043,804.412,795.062,801.196,389280.0
2021-07-29,806.251,812.044,797.519,809.276,335221.0
2021-07-30,808.215,814.694,804.248,807.21,503855.0
2021-07-31,808.215,814.694,804.248,807.21,503855.0
2021-08-01,808.215,814.694,804.248,807.21,503855.0
2021-08-02,812.916,820.609,811.194,812.879,386141.0
2021-08-03,817.095,820.763,807.675,819.348,391626.0
2021-08-04,818.119,827.111,815.518,821.024,390667.0
2021-08-05,824.458,831.356,824.458,827.791,349448.0
2021-08-06,828.461,837.77,826.218,834.13,472161.0
2021-08-07,828.461,837.77,826.218,834.13,472161.0
2021-08-08,828.461,837.77,826.218,834.13,472161.0
2021-08-09,835.899,842.968,828.433,839.603,347033.0
2021-08-10,839.594,853.52,838.756,849.461,382572.0
2021-08-11,854.153,858.565,851.127,853.678,349164.0
2021-08-12,851.295,856.387,850.538,855.028,299149.0
2021-08-13,852.756,856.834,849.415,853.464,292666.0
2021-08-14,852.756,856.834,849.415,853.464,292666.0
2021-08-15,852.756,856.834,849.415,853.464,292666.0
2021-08-16,852.514,861.013,844.296,860.939,320698.0
2021-08-17,854.302,857.727,838.794,846.724,381697.0
2021-08-18,841.884,849.987,839.324,839.548,384039.0
2021-08-19,830.891,845.952,827.065,841.288,427548.0
2021-08-20,843.252,858.802,841.116,853.752,384749.0
2021-08-21,843.252,858.802,841.116,853.752,384749.0
2021-08-22,843.252,858.802,841.116,853.752,384749.0
2021-08-23,859.133,869.349,858.77,863.703,351338.0
2021-08-24,864.764,869.121,860.846,864.941,288505.0
2021-08-25,869.0,880.459,865.965,874.557,329934.0
2021-08-26,877.247,877.424,869.577,871.169,272268.0
2021-08-27,873.887,889.083,873.887,888.911,454641.0
2021-08-28,873.887,889.083,873.887,888.911,454641.0
2021-08-29,873.887,889.083,873.887,888.911,454641.0
2021-08-30,892.979,893.514,882.06,882.525,284020.0
2021-08-31,884.443,887.324,875.05,878.066,595023.0
2021-09-01,879.658,881.976,872.221,878.56,324238.0
2021-09-02,883.726,888.827,880.682,884.936,349418.0
2021-09-03,883.216,887.554,873.327,876.278,418782.0
2021-09-04,883.216,887.554,873.327,876.278,418782.0
2021-09-05,883.216,887.554,873.327,876.278,418782.0
2021-09-06,883.216,887.554,873.327,876.278,418782.0
2021-09-07,872.548,874.614,858.796,864.639,357555.0
2021-09-08,866.022,869.36,858.831,864.181,258515.0
2021-09-09,863.208,874.128,858.833,862.124,478374.0
2021-09-10,868.696,869.07,855.467,856.963,332254.0
2021-09-11,868.696,869.07,855.467,856.963,332254.0
2021-09-12,868.696,869.07,855.467,856.963,332254.0
2021-09-13,863.162,864.05,847.034,856.627,422830.0
2021-09-14,856.383,857.202,838.844,843.248,574192.0
2021-09-15,843.295,854.392,841.425,850.447,494639.0
