,XEL US Equity,XEL US Equity,XEL US Equity,XEL US Equity,XEL US Equity
2021-03-02,53.4489,53.793,52.6885,53.3946,3241306.0
2021-03-03,53.2588,53.3222,51.8104,52.5346,2798865.0
2021-03-04,52.3897,54.0374,52.3173,53.3403,5175810.0
2021-03-05,53.4942,55.685,53.4399,55.5402,4728089.0
2021-03-06,53.4942,55.685,53.4399,55.5402,4728089.0
2021-03-07,53.4942,55.685,53.4399,55.5402,4728089.0
2021-03-08,55.5584,56.708,55.2505,56.0924,5027440.0
2021-03-09,56.4364,56.6763,55.9566,56.2644,4960740.0
2021-03-10,56.3459,56.7986,56.0019,56.2916,3531079.0
2021-03-11,55.9666,56.9344,55.9666,56.0019,2833685.0
2021-03-12,55.9723,57.095,55.7625,56.6198,3190185.0
2021-03-13,55.9723,57.095,55.7625,56.6198,3190185.0
2021-03-14,55.9723,57.095,55.7625,56.6198,3190185.0
2021-03-15,56.8387,57.887,56.8387,57.5227,5296318.0
2021-03-16,57.4407,58.0335,57.3312,57.8328,3053305.0
2021-03-17,57.769,57.8237,57.0439,57.1762,3416646.0
2021-03-18,56.8205,57.2309,56.2824,56.9117,3462643.0
2021-03-19,56.7566,57.8055,56.4192,57.4498,9200395.0
2021-03-20,56.7566,57.8055,56.4192,57.4498,9200395.0
2021-03-21,56.7566,57.8055,56.4192,57.4498,9200395.0
2021-03-22,57.3312,58.453,57.313,58.1429,3547253.0
2021-03-23,58.6309,59.9488,57.997,59.6843,3606915.0
2021-03-24,59.2347,60.3501,59.1462,59.812,3371370.0
2021-03-25,60.1677,60.7149,59.584,60.195,3475445.0
2021-03-26,60.0309,60.5325,59.4016,60.4778,2644647.0
2021-03-27,60.0309,60.5325,59.4016,60.4778,2644647.0
2021-03-28,60.0309,60.5325,59.4016,60.4778,2644647.0
2021-03-29,60.3866,61.3351,59.8302,61.1071,2378959.0
2021-03-30,60.5599,60.8152,59.7573,60.2042,2284381.0
2021-03-31,60.2315,60.9338,60.0674,60.6602,3856555.0
2021-04-01,60.662,60.9338,60.1586,60.9156,2728612.0
2021-04-02,60.662,60.9338,60.1586,60.9156,2728612.0
2021-04-03,60.662,60.9338,60.1586,60.9156,2728612.0
2021-04-04,60.662,60.9338,60.1586,60.9156,2728612.0
2021-04-05,61.0888,62.6712,60.8608,62.1195,3538425.0
2021-04-06,61.6908,62.3201,61.3989,62.1651,2180252.0
2021-04-07,62.0556,62.5071,61.7774,62.0647,2343253.0
2021-04-08,62.2745,62.4204,61.6999,61.7638,2394994.0
2021-04-09,61.8458,62.2836,61.4263,61.4993,2560163.0
2021-04-10,61.8458,62.2836,61.4263,61.4993,2560163.0
2021-04-11,61.8458,62.2836,61.4263,61.4993,2560163.0
2021-04-12,61.3807,62.01,61.3761,61.937,2887462.0
2021-04-13,61.6178,62.6986,61.5221,62.4569,2545015.0
2021-04-14,62.3657,62.694,61.5905,62.6393,2726790.0
2021-04-15,62.5299,63.9618,62.5025,63.8067,4373740.0
2021-04-16,64.0986,64.6823,63.6791,64.1807,12014724.0
2021-04-17,64.0986,64.6823,63.6791,64.1807,12014724.0
2021-04-18,64.0986,64.6823,63.6791,64.1807,12014724.0
2021-04-19,64.3038,64.5637,63.6745,64.2901,3278843.0
2021-04-20,64.4908,65.4849,64.0621,65.2569,2643756.0
2021-04-21,65.3937,65.8771,64.6914,65.0471,2548876.0
2021-04-22,64.9468,65.2478,64.5637,64.8647,2943182.0
2021-04-23,64.9194,65.3755,64.6914,64.8282,3003860.0
2021-04-24,64.9194,65.3755,64.6914,64.8282,3003860.0
2021-04-25,64.9194,65.3755,64.6914,64.8282,3003860.0
2021-04-26,64.737,64.8465,64.2263,64.3905,2361231.0
2021-04-27,64.6093,64.9878,63.7703,63.8432,2159353.0
2021-04-28,63.9162,64.0895,63.3142,63.6699,2209623.0
2021-04-29,63.7976,64.6458,63.4237,64.354,1915351.0
2021-04-30,64.3631,65.0927,63.9162,65.0289,2633515.0
2021-05-01,64.3631,65.0927,63.9162,65.0289,2633515.0
2021-05-02,64.3631,65.0927,63.9162,65.0289,2633515.0
2021-05-03,65.038,65.8087,64.9194,65.3207,1760452.0
2021-05-04,64.77,65.8041,64.77,65.5214,3609786.0
2021-05-05,65.4211,65.4393,63.9755,64.5273,2443942.0
2021-05-06,64.6276,65.6172,64.5455,65.2569,2332827.0
2021-05-07,65.4849,65.8406,65.0471,65.0471,1962572.0
2021-05-08,65.4849,65.8406,65.0471,65.0471,1962572.0
2021-05-09,65.4849,65.8406,65.0471,65.0471,1962572.0
2021-05-10,65.3846,66.4517,65.3207,66.2054,2883670.0
2021-05-11,66.1507,66.5246,64.281,64.7826,2737423.0
2021-05-12,64.9323,65.111,63.825,63.9983,3151462.0
2021-05-13,63.4784,65.2569,63.3918,64.8647,2798662.0
2021-05-14,64.9833,65.5807,64.8921,65.4119,3328586.0
2021-05-15,64.9833,65.5807,64.8921,65.4119,3328586.0
2021-05-16,64.9833,65.5807,64.8921,65.4119,3328586.0
2021-05-17,64.5592,65.7585,64.3813,64.5729,3787463.0
2021-05-18,64.5364,64.9103,64.2536,64.582,2168230.0
2021-05-19,64.4817,64.582,63.6426,64.3631,2823855.0
2021-05-20,64.2992,65.5807,64.2992,65.2843,3152079.0
2021-05-21,65.4575,65.8953,65.1201,65.7038,2551959.0
2021-05-22,65.4575,65.8953,65.1201,65.7038,2551959.0
2021-05-23,65.4575,65.8953,65.1201,65.7038,2551959.0
2021-05-24,66.1507,66.1781,65.3116,65.3663,2116282.0
2021-05-25,65.4028,65.6126,64.769,64.9742,2084469.0
2021-05-26,64.9377,65.0654,64.6276,64.7553,1787793.0
2021-05-27,64.8282,64.8738,64.0712,64.0895,3383186.0
2021-05-28,64.9833,65.1018,64.4634,64.6458,2716217.0
2021-05-29,64.9833,65.1018,64.4634,64.6458,2716217.0
2021-05-30,64.9833,65.1018,64.4634,64.6458,2716217.0
2021-05-31,64.9833,65.1018,64.4634,64.6458,2716217.0
2021-06-01,64.9103,64.9331,63.7064,63.8432,2362456.0
2021-06-02,64.0712,64.6458,63.7611,64.0621,2396686.0
2021-06-03,63.5787,64.5637,63.3872,64.281,4166188.0
2021-06-04,64.5546,64.6641,63.8022,63.9162,2218191.0
2021-06-05,64.5546,64.6641,63.8022,63.9162,2218191.0
2021-06-06,64.5546,64.6641,63.8022,63.9162,2218191.0
2021-06-07,64.0256,64.1442,63.8022,63.9527,2803846.0
2021-06-08,63.8159,64.0256,62.4478,62.7488,2203030.0
2021-06-09,62.767,63.4602,62.5846,63.2504,2819250.0
2021-06-10,63.3416,63.7155,63.0589,63.5058,2127928.0
2021-06-11,63.4419,63.6152,62.9722,63.4237,2211394.0
2021-06-12,63.4419,63.6152,62.9722,63.4237,2211394.0
2021-06-13,63.4419,63.6152,62.9722,63.4237,2211394.0
2021-06-14,63.3388,63.605,62.944,63.4214,1716829.0
2021-06-15,63.5499,63.807,63.3479,63.5224,2138284.0
2021-06-16,63.706,63.8254,62.1728,62.2095,2550520.0
2021-06-17,62.1544,63.0542,61.8331,62.7512,2643205.0
2021-06-18,62.54,62.5492,61.016,61.1445,4431850.0
2021-06-19,62.54,62.5492,61.016,61.1445,4431850.0
2021-06-20,62.54,62.5492,61.016,61.1445,4431850.0
2021-06-21,61.2914,61.7949,60.8508,61.6403,2059018.0
2021-06-22,61.6403,61.879,61.1904,61.2823,1769864.0
2021-06-23,60.9793,61.2593,60.6947,60.8048,2435541.0
2021-06-24,60.8048,60.9885,60.456,60.8324,1583061.0
2021-06-25,60.8691,61.6495,60.7039,61.6036,1956811.0
2021-06-26,60.8691,61.6495,60.7039,61.6036,1956811.0
2021-06-27,60.8691,61.6495,60.7039,61.6036,1956811.0
2021-06-28,61.7505,62.1453,61.3649,61.5669,1825967.0
2021-06-29,61.319,61.6954,60.1943,60.3274,2329202.0
2021-06-30,60.3274,60.713,60.1163,60.4835,2410190.0
2021-07-01,60.6855,61.6724,60.2448,61.5393,3240295.0
2021-07-02,61.7046,61.879,61.1491,61.3465,1672657.0
2021-07-03,61.7046,61.879,61.1491,61.3465,1672657.0
2021-07-04,61.7046,61.879,61.1491,61.3465,1672657.0
2021-07-05,61.7046,61.879,61.1491,61.3465,1672657.0
2021-07-06,61.1904,61.6449,60.5478,61.576,2637742.0
2021-07-07,61.6403,62.1912,61.2914,62.1453,1920302.0
2021-07-08,61.9616,62.6227,61.7551,61.9708,2155653.0
2021-07-09,61.879,62.2646,61.42,62.1269,2509240.0
2021-07-10,61.879,62.2646,61.42,62.1269,2509240.0
2021-07-11,61.879,62.2646,61.42,62.1269,2509240.0
2021-07-12,62.0259,62.3381,61.6678,62.283,1850937.0
2021-07-13,62.2462,62.563,61.8331,62.0443,2048748.0
2021-07-14,62.1177,62.843,61.677,62.5125,2923087.0
2021-07-15,62.4758,63.1184,62.3289,63.0909,3142597.0
2021-07-16,63.0174,63.9263,63.0174,63.4673,2844108.0
2021-07-17,63.0174,63.9263,63.0174,63.4673,2844108.0
2021-07-18,63.0174,63.9263,63.0174,63.4673,2844108.0
2021-07-19,63.6876,64.5598,62.0213,62.6777,4035212.0
2021-07-20,62.8797,63.6188,62.4069,62.5768,3107179.0
2021-07-21,62.4482,62.6502,61.4796,61.5669,2310124.0
2021-07-22,61.4934,61.98,61.3742,61.7321,2023070.0
2021-07-23,61.9616,62.7053,61.7872,62.6777,1774489.0
2021-07-24,61.9616,62.7053,61.7872,62.6777,1774489.0
2021-07-25,61.9616,62.7053,61.7872,62.6777,1774489.0
2021-07-26,62.6227,62.8063,62.0902,62.7145,1540267.0
2021-07-27,62.6227,63.9631,62.384,63.7703,2448167.0
2021-07-28,63.6601,63.807,62.6318,63.0725,2087542.0
2021-07-29,64.0503,64.0503,62.7328,63.1551,1514918.0
2021-07-30,63.2011,63.8529,62.5308,62.6594,2525005.0
2021-07-31,63.2011,63.8529,62.5308,62.6594,2525005.0
2021-08-01,63.2011,63.8529,62.5308,62.6594,2525005.0
2021-08-02,62.7604,63.2837,62.361,62.944,2316107.0
2021-08-03,63.0174,63.6876,62.7879,63.0725,1812759.0
2021-08-04,62.9073,63.3938,62.3289,63.302,2686393.0
2021-08-05,63.4232,63.7152,62.8614,63.5683,2025768.0
2021-08-06,63.4306,63.8804,63.0542,63.4214,2077305.0
2021-08-07,63.4306,63.8804,63.0542,63.4214,2077305.0
2021-08-08,63.4306,63.8804,63.0542,63.4214,2077305.0
2021-08-09,63.4214,63.7611,63.0083,63.4581,1415119.0
2021-08-10,63.5132,63.5132,62.9807,63.0817,1579109.0
2021-08-11,63.3204,63.7427,63.2056,63.4122,1728896.0
2021-08-12,63.3755,63.6601,62.9623,63.1551,2272020.0
2021-08-13,63.4122,63.5958,63.1919,63.3847,1569370.0
2021-08-14,63.4122,63.5958,63.1919,63.3847,1569370.0
2021-08-15,63.4122,63.5958,63.1919,63.3847,1569370.0
2021-08-16,63.6234,64.569,63.5132,64.0549,2358098.0
2021-08-17,63.9355,64.3578,63.7611,64.2201,2026295.0
2021-08-18,64.0549,64.3395,63.403,63.6509,2562414.0
2021-08-19,63.8529,64.6884,63.7335,64.3762,3657574.0
2021-08-20,63.986,65.2576,63.8713,64.8261,3409815.0
2021-08-21,63.986,65.2576,63.8713,64.8261,3409815.0
2021-08-22,63.986,65.2576,63.8713,64.8261,3409815.0
2021-08-23,64.5047,64.5965,63.3388,63.3388,2809431.0
2021-08-24,63.3479,63.504,62.0443,62.6961,2463154.0
2021-08-25,62.5859,63.2128,61.9846,62.7145,2212265.0
2021-08-26,62.4849,62.8338,62.042,62.7053,1637672.0
2021-08-27,63.4792,63.4792,62.4941,63.0725,3288461.0
2021-08-28,63.4792,63.4792,62.4941,63.0725,3288461.0
2021-08-29,63.4792,63.4792,62.4941,63.0725,3288461.0
2021-08-30,62.9164,63.6601,62.6869,63.3755,1642613.0
2021-08-31,63.403,63.7244,62.7328,63.1184,2696115.0
2021-09-01,63.3663,64.2293,63.1919,64.0365,1804535.0
2021-09-02,64.0916,64.5965,64.0457,64.5598,1489432.0
2021-09-03,64.367,64.6516,63.8162,64.0824,1697971.0
2021-09-04,64.367,64.6516,63.8162,64.0824,1697971.0
2021-09-05,64.367,64.6516,63.8162,64.0824,1697971.0
2021-09-06,64.367,64.6516,63.8162,64.0824,1697971.0
2021-09-07,63.706,63.706,62.3381,62.3381,2292403.0
2021-09-08,62.2095,63.6922,62.081,63.6326,2069660.0
2021-09-09,63.3938,63.8529,63.1551,63.5958,2791331.0
2021-09-10,63.5591,63.5591,62.1636,62.2095,2307657.0
2021-09-11,63.5591,63.5591,62.1636,62.2095,2307657.0
2021-09-12,63.5591,63.5591,62.1636,62.2095,2307657.0
2021-09-13,62.6227,62.8889,61.5393,61.5852,2438356.0
2021-09-14,61.8655,61.9942,61.0375,61.1115,2566968.0
2021-09-15,60.6493,61.2409,60.3627,60.5014,3058197.0
2021-09-16,60.4089,60.9543,60.0022,60.0854,3098723.0
2021-09-17,59.919,60.1593,58.9761,59.161,6977424.0
2021-09-18,59.919,60.1593,58.9761,59.161,6977424.0
2021-09-19,59.919,60.1593,58.9761,59.161,6977424.0
2021-09-20,59.4845,59.5492,58.2042,58.6433,5245331.0
2021-09-21,58.7727,59.2534,58.4169,58.5047,3125289.0
2021-09-22,58.4769,58.9622,58.2181,58.4122,3422191.0
2021-09-23,58.2643,58.8744,58.0887,58.1442,2488955.0
2021-09-24,58.1811,58.7034,57.9732,58.5324,3806261.0
2021-09-25,58.1811,58.7034,57.9732,58.5324,3806261.0
2021-09-26,58.1811,58.7034,57.9732,58.5324,3806261.0
2021-09-27,58.44,58.8883,57.4786,57.5433,3321366.0
2021-09-28,57.571,57.7097,56.5311,56.7761,4454583.0
2021-09-29,56.8408,58.2782,56.5727,57.9316,3013733.0
2021-09-30,57.8853,58.2551,57.5341,57.7744,3966091.0
2021-10-01,58.8837,58.9022,57.6912,57.7652,4275106.0
2021-10-02,58.8837,58.9022,57.6912,57.7652,4275106.0
2021-10-03,58.8837,58.9022,57.6912,57.7652,4275106.0
2021-10-04,57.6727,59.2904,57.571,59.0686,4925695.0
2021-10-05,59.161,59.2303,58.3753,58.5139,3376396.0
2021-10-06,58.2921,59.5215,58.0702,59.466,2996319.0
2021-10-07,59.6232,60.1871,59.0824,59.1333,2877582.0
2021-10-08,59.1517,59.2534,58.329,58.4215,2034502.0
2021-10-09,59.1517,59.2534,58.329,58.4215,2034502.0
2021-10-10,59.1517,59.2534,58.329,58.4215,2034502.0
2021-10-11,57.7467,58.2643,56.9517,57.7189,5239571.0
2021-10-12,57.6727,58.3198,57.4601,58.2366,4038338.0
2021-10-13,59.0593,59.6139,58.3198,59.5215,4936835.0
2021-10-14,59.6787,60.8434,59.4106,60.4829,4858734.0
2021-10-15,60.5291,61.0098,60.261,60.9451,15991223.0
2021-10-16,60.5291,61.0098,60.261,60.9451,15991223.0
2021-10-17,60.5291,61.0098,60.261,60.9451,15991223.0
2021-10-18,60.4736,60.5383,59.4938,59.7896,3150455.0
2021-10-19,60.4274,60.4274,59.7341,60.0207,2631808.0
2021-10-20,60.2425,60.9173,60.2148,60.6123,2486517.0
2021-10-21,60.6862,60.9173,60.3535,60.6493,2344336.0
2021-10-22,60.8249,61.0005,60.5291,60.5938,1978817.0
2021-10-23,60.8249,61.0005,60.5291,60.5938,1978817.0
2021-10-24,60.8249,61.0005,60.5291,60.5938,1978817.0
2021-10-25,60.5383,60.5383,59.6787,59.7711,2402978.0
2021-10-26,59.8266,60.1408,59.5677,59.6047,3924860.0
2021-10-27,59.7618,60.0207,58.3568,58.5971,3546043.0
2021-10-28,58.3106,59.7064,57.6173,59.466,3178433.0
2021-10-29,60.5661,60.64,59.244,59.7064,4082959.0
2021-10-30,60.5661,60.64,59.244,59.7064,4082959.0
2021-10-31,60.5661,60.64,59.244,59.7064,4082959.0
2021-11-01,59.54,59.882,59.2627,59.6232,2502466.0
2021-11-02,59.9652,60.1316,59.2349,59.8173,2395431.0
2021-11-03,59.4845,59.9329,58.1996,58.6988,2396952.0
2021-11-04,58.6248,58.9854,57.9454,58.3013,5254703.0
2021-11-05,58.6156,59.2904,58.4862,58.9761,4477180.0
2021-11-06,58.6156,59.2904,58.4862,58.9761,4477180.0
2021-11-07,58.6156,59.2904,58.4862,58.9761,4477180.0
2021-11-08,59.0131,59.1517,57.645,57.9963,2656216.0
2021-11-09,58.061,58.9854,57.95,58.7912,6245043.0
2021-11-10,59.0038,59.6232,58.8005,59.5215,2255023.0
2021-11-11,59.4383,59.4383,58.2736,58.6988,1899383.0
2021-11-12,58.6341,58.8097,58.0517,58.3568,3844203.0
2021-11-13,58.6341,58.8097,58.0517,58.3568,3844203.0
2021-11-14,58.6341,58.8097,58.0517,58.3568,3844203.0
2021-11-15,58.4862,59.4845,58.3891,59.4476,2180311.0
2021-11-16,59.4845,59.8543,59.2257,59.2627,2891208.0
2021-11-17,59.124,60.1316,58.8652,60.0577,3527688.0
2021-11-18,59.8728,59.8728,59.1656,59.466,2432567.0
2021-11-19,59.4476,60.3072,59.2719,60.1778,2924398.0
2021-11-20,59.4476,60.3072,59.2719,60.1778,2924398.0
2021-11-21,59.4476,60.3072,59.2719,60.1778,2924398.0
2021-11-22,60.3997,61.9619,60.0484,61.2963,5212521.0
2021-11-23,61.1207,61.472,60.5753,60.8619,1922309.0
2021-11-24,60.8988,60.9543,60.3627,60.5938,2055457.0
2021-11-25,60.8988,60.9543,60.3627,60.5938,2055457.0
2021-11-26,60.5661,61.0837,59.7341,59.8635,2144014.0
2021-11-27,60.5661,61.0837,59.7341,59.8635,2144014.0
2021-11-28,60.5661,61.0837,59.7341,59.8635,2144014.0
2021-11-29,59.8312,60.8064,59.3459,60.6308,2630233.0
2021-11-30,60.4367,60.4367,58.6988,58.9114,4298594.0
2021-12-01,59.5492,60.6123,59.0223,59.3551,3568254.0
2021-12-02,59.5261,60.3165,59.4013,59.7618,2978726.0
2021-12-03,60.1316,60.6215,59.3089,60.2425,3328230.0
2021-12-04,60.1316,60.6215,59.3089,60.2425,3328230.0
2021-12-05,60.1316,60.6215,59.3089,60.2425,3328230.0
2021-12-06,60.7325,61.3703,60.2148,60.2518,3772248.0
2021-12-07,60.1778,61.0652,59.9467,61.0467,4990426.0
2021-12-08,61.1022,62.23,60.9358,62.0358,3039788.0
2021-12-09,61.9804,62.1375,61.4535,61.7493,3222575.0
2021-12-10,62.1745,62.3501,61.3795,61.4812,2843987.0
2021-12-11,62.1745,62.3501,61.3795,61.4812,2843987.0
2021-12-12,62.1745,62.3501,61.3795,61.4812,2843987.0
2021-12-13,61.4257,62.7199,61.4257,62.3594,2500248.0
2021-12-14,62.23,62.5535,61.6753,62.2947,3102386.0
2021-12-15,62.5443,63.672,62.4888,63.6166,3457173.0
2021-12-16,63.3947,64.3098,63.1451,63.7367,3774564.0
2021-12-17,63.1728,63.6628,61.7863,61.9342,5075008.0
2021-12-18,63.1728,63.6628,61.7863,61.9342,5075008.0
2021-12-19,63.1728,63.6628,61.7863,61.9342,5075008.0
2021-12-20,61.398,62.156,60.7093,62.0451,2374005.0
2021-12-21,62.3964,62.6012,61.5215,61.7449,2901092.0
2021-12-22,61.1958,62.3034,61.1958,62.1079,2247148.0
2021-12-23,62.1731,62.3871,61.8752,61.9962,2442408.0
2021-12-24,62.1731,62.3871,61.8752,61.9962,2442408.0
2021-12-25,62.1731,62.3871,61.8752,61.9962,2442408.0
2021-12-26,62.1731,62.3871,61.8752,61.9962,2442408.0
2021-12-27,62.1917,62.2987,61.7821,62.1917,1211509.0
2021-12-28,62.1917,62.9456,62.1917,62.9363,1213907.0
2021-12-29,63.0293,63.3597,62.7966,63.2527,1502553.0
2021-12-30,63.4947,63.5599,63.0945,63.504,1744562.0
2021-12-31,62.7687,63.2712,61.8194,63.0107,5704629.0
2022-01-01,62.7687,63.2712,61.8194,63.0107,5704629.0
2022-01-02,62.7687,63.2712,61.8194,63.0107,5704629.0
2022-01-03,62.9688,63.2806,62.201,63.2341,3501099.0
2022-01-04,63.1689,64.714,63.0759,63.6343,4197240.0
2022-01-05,63.6343,64.9746,63.4389,64.2579,4166004.0
2022-01-06,64.3901,64.7512,63.5878,63.7553,2296034.0
2022-01-07,63.5412,64.6209,63.0573,64.3137,2673084.0
2022-01-08,63.5412,64.6209,63.0573,64.3137,2673084.0
2022-01-09,63.5412,64.6209,63.0573,64.3137,2673084.0
2022-01-10,64.6767,65.3469,64.472,65.0211,3760646.0
2022-01-11,64.8722,65.17,63.4295,63.8484,3405416.0
2022-01-12,63.6064,63.9122,63.1503,63.8391,2178106.0
2022-01-13,63.9787,64.4999,63.7832,64.2393,2628637.0
2022-01-14,64.2951,64.5837,63.8018,64.1928,3011508.0
2022-01-15,64.2951,64.5837,63.8018,64.1928,3011508.0
2022-01-16,64.2951,64.5837,63.8018,64.1928,3011508.0
2022-01-17,64.2951,64.5837,63.8018,64.1928,3011508.0
2022-01-18,63.6195,64.0066,62.778,63.6529,3616052.0
2022-01-19,63.6606,64.1648,63.0107,63.4016,3758200.0
2022-01-20,63.5785,64.109,63.3318,63.4575,3737205.0
2022-01-21,63.7832,64.5371,63.3365,63.4947,4885425.0
2022-01-22,63.7832,64.5371,63.3365,63.4947,4885425.0
2022-01-23,63.7832,64.5371,63.3365,63.4947,4885425.0
2022-01-24,63.8856,64.2858,61.0562,62.7594,4502277.0
2022-01-25,62.6477,63.7088,62.4802,63.1783,4756506.0
2022-01-26,62.9549,63.9554,62.3499,62.9363,4062099.0
2022-01-27,62.7687,64.5185,62.1638,64.1648,4442887.0
2022-01-28,61.8187,65.0481,61.8187,65.0025,3430438.0
2022-01-29,61.8187,65.0481,61.8187,65.0025,3430438.0
2022-01-30,61.8187,65.0481,61.8187,65.0025,3430438.0
2022-01-31,64.3324,64.9234,63.9228,64.835,3475824.0
2022-02-01,64.6488,64.8768,63.1596,63.746,3372473.0
2022-02-02,63.4295,64.8257,63.3644,64.7698,2559790.0
2022-02-03,64.8536,65.3189,64.3975,64.6581,2530634.0
2022-02-04,64.0345,64.4999,63.141,64.0159,2517327.0
2022-02-05,64.0345,64.4999,63.141,64.0159,2517327.0
2022-02-06,64.0345,64.4999,63.141,64.0159,2517327.0
2022-02-07,63.8949,64.3882,63.2992,63.988,2652853.0
2022-02-08,64.3603,64.5837,63.8391,64.0718,4155166.0
2022-02-09,64.3231,64.6488,64.0904,64.3975,3921756.0
2022-02-10,63.6841,63.8018,62.2103,62.4337,3232512.0
2022-02-11,62.5826,63.0293,62.1451,62.322,3546760.0
2022-02-12,62.5826,63.0293,62.1451,62.322,3546760.0
2022-02-13,62.5826,63.0293,62.1451,62.322,3546760.0
2022-02-14,62.3266,62.7036,61.2144,61.8008,4491280.0
2022-02-15,61.8752,62.4616,61.1865,61.5402,10094962.0
2022-02-16,61.7449,61.8566,60.7165,61.3726,3148806.0
2022-02-17,61.2796,61.9311,60.507,61.5215,3544987.0
2022-02-18,61.3354,61.8287,60.9957,61.4285,3664176.0
2022-02-19,61.3354,61.8287,60.9957,61.4285,3664176.0
2022-02-20,61.3354,61.8287,60.9957,61.4285,3664176.0
2022-02-21,61.3354,61.8287,60.9957,61.4285,3664176.0
2022-02-22,61.5402,61.7915,61.0608,61.3726,3556475.0
2022-02-23,61.5588,61.6332,60.386,60.4326,3701468.0
2022-02-24,60.5722,60.9864,59.3902,60.3395,4720386.0
2022-02-25,60.8049,62.6384,60.7397,62.5733,4984955.0
2022-02-26,60.8049,62.6384,60.7397,62.5733,4984955.0
2022-02-27,60.8049,62.6384,60.7397,62.5733,4984955.0
2022-02-28,61.9869,62.7873,61.8938,62.6663,4172984.0
2022-03-01,62.443,63.2434,61.4983,61.9031,4585249.0
2022-03-02,61.9311,63.1736,61.8613,62.8804,3256197.0
2022-03-03,63.1596,64.4813,62.8897,64.3417,2822121.0
2022-03-04,64.1741,66.3753,63.8856,66.3241,3515340.0
2022-03-05,64.1741,66.3753,63.8856,66.3241,3515340.0
2022-03-06,64.1741,66.3753,63.8856,66.3241,3515340.0
2022-03-07,66.2124,66.8081,65.4679,66.594,4388639.0
2022-03-08,66.8547,67.5341,65.2817,65.3282,2883240.0
2022-03-09,65.6075,65.7564,64.4161,65.0025,2866881.0
2022-03-10,64.5278,65.5144,64.4534,65.3003,1945242.0
2022-03-11,66.0356,66.0449,65.1421,65.4958,3031491.0
2022-03-12,66.0356,66.0449,65.1421,65.4958,3031491.0
2022-03-13,66.0356,66.0449,65.1421,65.4958,3031491.0
2022-03-14,65.8309,66.4119,64.9077,65.1467,2392587.0
2022-03-15,65.709,65.9808,64.9686,65.8215,4454621.0
2022-03-16,65.5497,65.6059,63.7127,64.903,3809332.0
2022-03-17,64.8187,65.7371,64.65,65.3248,3974524.0
2022-03-18,65.3248,65.3248,64.022,64.4719,5750327.0
2022-03-19,65.3248,65.3248,64.022,64.4719,5750327.0
2022-03-20,65.3248,65.3248,64.022,64.4719,5750327.0
2022-03-21,64.3782,65.5497,64.3594,64.9686,2559004.0
2022-03-22,65.3341,65.3341,64.5281,64.8655,2351142.0
2022-03-23,64.8749,65.3904,64.2938,64.9499,2511334.0
2022-03-24,65.0905,65.7465,64.7624,65.4935,2257776.0
2022-03-25,65.6622,66.3932,65.4747,66.262,1698911.0
2022-03-26,65.6622,66.3932,65.4747,66.262,1698911.0
2022-03-27,65.6622,66.3932,65.4747,66.262,1698911.0
2022-03-28,66.3838,66.7962,65.709,66.7681,1684192.0
2022-03-29,66.7681,67.3398,66.4401,67.3211,2527037.0
2022-03-30,67.3398,67.799,67.0024,67.7803,1582146.0
2022-03-31,67.8084,68.1833,67.5741,67.6397,3045292.0
2022-04-01,67.6866,68.2489,66.9555,68.1833,2598711.0
2022-04-02,67.6866,68.2489,66.9555,68.1833,2598711.0
2022-04-03,67.6866,68.2489,66.9555,68.1833,2598711.0
2022-04-04,67.6678,68.3145,66.9743,68.1364,2082316.0
2022-04-05,68.277,69.3923,68.2208,68.4832,2979464.0
2022-04-06,68.5582,70.4373,68.4645,70.2827,3350572.0
2022-04-07,70.0484,70.2921,69.2705,69.8891,3228689.0
2022-04-08,70.0578,70.6763,69.7297,70.1234,2115151.0
2022-04-09,70.0578,70.6763,69.7297,70.1234,2115151.0
2022-04-10,70.0578,70.6763,69.7297,70.1234,2115151.0
2022-04-11,70.189,70.7794,69.5142,69.6922,2752413.0
2022-04-12,69.5704,70.4889,69.0549,70.039,2872331.0
2022-04-13,70.3014,70.3858,69.3548,69.7016,2274827.0
2022-04-14,69.7391,70.1327,69.5235,69.6735,2007127.0
2022-04-15,69.7391,70.1327,69.5235,69.6735,2007127.0
2022-04-16,69.7391,70.1327,69.5235,69.6735,2007127.0
2022-04-17,69.7391,70.1327,69.5235,69.6735,2007127.0
2022-04-18,69.9078,70.1046,69.2424,69.5423,2180897.0
2022-04-19,69.5891,70.4608,69.5235,70.1421,3252709.0
2022-04-20,70.6857,71.0231,70.3952,70.6201,3317660.0
2022-04-21,70.4983,71.2762,70.2921,70.5732,3248696.0
2022-04-22,70.5076,70.6482,69.561,69.636,2371637.0
2022-04-23,70.5076,70.6482,69.561,69.636,2371637.0
2022-04-24,70.5076,70.6482,69.561,69.636,2371637.0
2022-04-25,69.964,70.2124,67.8459,69.0737,4446364.0
2022-04-26,68.9706,69.9734,68.7456,68.7738,3640981.0
2022-04-27,68.8394,69.5985,68.0708,68.3895,2965623.0
2022-04-28,70.7982,70.8638,68.4738,70.1796,5262911.0
2022-04-29,70.1515,70.1702,68.4457,68.6613,5614341.0
2022-04-30,70.1515,70.1702,68.4457,68.6613,5614341.0
2022-05-01,70.1515,70.1702,68.4457,68.6613,5614341.0
2022-05-02,68.8862,69.4673,67.3867,68.1083,4397207.0
