,MPC US Equity,MPC US Equity,MPC US Equity,MPC US Equity,MPC US Equity
2020-03-01,39.7492,41.1339,38.9617,41.0387,14193678.0
2020-03-02,41.4455,41.7224,39.5424,41.307,11884657.0
2020-03-03,41.1339,41.757,38.78,39.0915,8506446.0
2020-03-04,39.8964,40.0262,38.78,39.706,6923959.0
2020-03-05,36.9539,37.0318,34.297,35.6644,15767448.0
2020-03-06,34.7384,35.3528,32.9296,33.8816,13936970.0
2020-03-07,34.7384,35.3528,32.9296,33.8816,13936970.0
2020-03-08,34.7384,35.3528,32.9296,33.8816,13936970.0
2020-03-09,27.5986,32.2373,26.638,29.2689,14834816.0
2020-03-10,31.2247,31.77,28.5938,29.8747,12203683.0
2020-03-11,28.6544,29.5458,25.4696,27.1399,13536660.0
2020-03-12,24.3792,24.3792,19.4722,19.8097,23938996.0
2020-03-13,22.3627,22.7522,19.6539,21.5665,17766889.0
2020-03-14,22.3627,22.7522,19.6539,21.5665,17766889.0
2020-03-15,22.3627,22.7522,19.6539,21.5665,17766889.0
2020-03-16,17.7586,20.554,17.3,17.5596,14482359.0
2020-03-17,18.0269,18.8231,15.9759,17.5682,13424787.0
2020-03-18,16.097,16.5297,13.4834,14.496,17496950.0
2020-03-19,14.721,15.3787,13.2065,14.47,17581678.0
2020-03-20,15.2402,17.1875,14.219,16.3999,19580412.0
2020-03-21,15.2402,17.1875,14.219,16.3999,19580412.0
2020-03-22,15.2402,17.1875,14.219,16.3999,19580412.0
2020-03-23,16.1922,16.2874,14.2796,14.3835,12971090.0
2020-03-24,15.5691,16.2441,14.5609,15.145,14391439.0
2020-03-25,15.7941,19.3251,14.3403,18.2692,18300250.0
2020-03-26,19.2558,21.5146,19.1087,20.0261,18509020.0
2020-03-27,19.0827,20.7098,17.8279,20.0347,11426336.0
2020-03-28,19.0827,20.7098,17.8279,20.0347,11426336.0
2020-03-29,19.0827,20.7098,17.8279,20.0347,11426336.0
2020-03-30,19.7578,21.3761,18.6068,21.0559,10262979.0
2020-03-31,22.0944,22.1896,19.6366,20.4415,11633027.0
2020-04-01,18.9789,19.6366,17.8711,18.0615,9305056.0
2020-04-02,19.2039,21.4627,18.1221,18.3644,11990433.0
2020-04-03,19.3856,19.4808,15.8114,17.3605,14114521.0
2020-04-04,19.3856,19.4808,15.8114,17.3605,14114521.0
2020-04-05,19.3856,19.4808,15.8114,17.3605,14114521.0
2020-04-06,18.3125,20.3636,18.2303,19.9828,10180003.0
2020-04-07,21.9733,22.5012,19.126,19.4808,14246865.0
2020-04-08,20.1213,21.8781,20.0607,21.0386,18008627.0
2020-04-09,22.5618,23.6003,20.7963,22.181,15625778.0
2020-04-10,22.5618,23.6003,20.7963,22.181,15625778.0
2020-04-11,22.5618,23.6003,20.7963,22.181,15625778.0
2020-04-12,22.5618,23.6003,20.7963,22.181,15625778.0
2020-04-13,23.1935,23.1935,21.3934,21.9214,11670062.0
2020-04-14,21.9127,22.8993,21.9127,22.7608,11312392.0
2020-04-15,21.4713,21.4713,20.3506,20.753,8269069.0
2020-04-16,20.779,20.8668,18.9529,18.9962,11792581.0
2020-04-17,19.5674,22.0685,19.403,22.0252,13646123.0
2020-04-18,19.5674,22.0685,19.403,22.0252,13646123.0
2020-04-19,19.5674,22.0685,19.403,22.0252,13646123.0
2020-04-20,20.2857,22.4233,19.6885,21.506,9923381.0
2020-04-21,20.9261,21.705,19.9395,20.528,11871930.0
2020-04-22,21.5492,21.8954,20.8482,21.3675,9894318.0
2020-04-23,22.0252,23.2714,21.7829,22.4493,9947791.0
2020-04-24,22.7262,23.0897,21.9819,22.2935,10757010.0
2020-04-25,22.7262,23.0897,21.9819,22.2935,10757010.0
2020-04-26,22.7262,23.0897,21.9819,22.2935,10757010.0
2020-04-27,22.4925,23.0031,21.6704,22.8906,7702485.0
2020-04-28,23.557,24.7686,22.8993,24.6042,8460733.0
2020-04-29,25.7898,28.8362,25.5389,28.5938,15179654.0
2020-04-30,28.6458,29.3468,27.0101,27.763,18487294.0
2020-05-01,26.2226,26.6465,25.0023,25.3052,7456865.0
2020-05-02,26.2226,26.6465,25.0023,25.3052,7456865.0
2020-05-03,26.2226,26.6465,25.0023,25.3052,7456865.0
2020-05-04,24.6994,27.3173,24.6821,27.287,13776141.0
2020-05-05,29.6843,29.7708,26.612,26.9495,13474484.0
2020-05-06,26.9928,27.4601,25.5389,25.5562,7794672.0
2020-05-07,26.4043,27.2178,25.9975,26.638,10624067.0
2020-05-08,27.3822,28.8469,26.8976,28.5852,8064345.0
2020-05-09,27.3822,28.8469,26.8976,28.5852,8064345.0
2020-05-10,27.3822,28.8469,26.8976,28.5852,8064345.0
2020-05-11,28.1265,28.6371,27.7024,28.2996,7232871.0
2020-05-12,28.5679,28.9746,27.8755,27.8755,7025535.0
2020-05-13,27.4255,28.1698,26.2009,26.8716,8503621.0
2020-05-14,25.9889,27.3909,24.9417,26.7332,7941361.0
2020-05-15,26.5255,27.0534,25.8591,26.2226,9469074.0
2020-05-16,26.5255,27.0534,25.8591,26.2226,9469074.0
2020-05-17,26.5255,27.0534,25.8591,26.2226,9469074.0
2020-05-18,28.0053,30.5584,27.6765,30.2468,13237629.0
2020-05-19,30.4492,31.1356,29.1116,30.3612,13057224.0
2020-05-20,31.1092,32.8077,30.9332,32.4029,18678495.0
2020-05-21,32.3941,32.9309,31.118,31.4084,11427225.0
2020-05-22,31.3116,31.5405,30.3084,31.3028,5683031.0
2020-05-23,31.3116,31.5405,30.3084,31.3028,5683031.0
2020-05-24,31.3116,31.5405,30.3084,31.3028,5683031.0
2020-05-25,31.3116,31.5405,30.3084,31.3028,5683031.0
2020-05-26,32.6405,33.0277,32.2181,32.4117,10481777.0
2020-05-27,33.2037,33.3885,31.294,32.1917,10878092.0
2020-05-28,32.2973,32.2973,30.766,30.9596,6999450.0
2020-05-29,30.6076,31.1796,30.018,30.9244,11450400.0
2020-05-30,30.6076,31.1796,30.018,30.9244,11450400.0
2020-05-31,30.6076,31.1796,30.018,30.9244,11450400.0
2020-06-01,31.0212,32.4117,30.2292,32.1213,7416185.0
2020-06-02,32.5613,33.3885,32.1037,33.1949,7533091.0
2020-06-03,33.8813,34.515,33.5909,33.9605,9151226.0
2020-06-04,33.6173,34.1982,33.0321,33.4765,9239309.0
2020-06-05,36.0374,36.9703,35.615,36.5743,10867700.0
2020-06-06,36.0374,36.9703,35.615,36.5743,10867700.0
2020-06-07,36.0374,36.9703,35.615,36.5743,10867700.0
2020-06-08,38.2815,38.8271,36.5478,37.1463,14498147.0
2020-06-09,35.4742,36.0286,34.6382,35.5622,8264548.0
2020-06-10,35.0342,35.9054,34.4358,34.4886,7984815.0
2020-06-11,31.5933,33.3363,30.9464,31.0916,10531737.0
2020-06-12,33.1157,33.3533,31.0916,32.2269,7688886.0
2020-06-13,33.1157,33.3533,31.0916,32.2269,7688886.0
2020-06-14,33.1157,33.3533,31.0916,32.2269,7688886.0
2020-06-15,30.6252,33.6151,30.458,33.3005,9573732.0
2020-06-16,35.2982,35.6238,33.1069,34.0045,7256899.0
2020-06-17,33.8813,34.0045,32.6669,32.6757,5498538.0
2020-06-18,32.5173,34.3214,32.0421,33.8549,6219250.0
2020-06-19,36.7503,36.7855,33.6085,33.6085,25989033.0
2020-06-20,36.7503,36.7855,33.6085,33.6085,25989033.0
2020-06-21,36.7503,36.7855,33.6085,33.6085,25989033.0
2020-06-22,33.1245,34.1278,32.5789,33.9781,10442623.0
2020-06-23,34.3654,34.9389,34.0309,34.1454,5808151.0
2020-06-24,33.3005,33.5821,31.4436,31.8837,7993838.0
2020-06-25,31.3116,32.5877,30.9068,32.2885,8370660.0
2020-06-26,32.0245,34.3654,30.502,31.1268,14780892.0
2020-06-27,32.0245,34.3654,30.502,31.1268,14780892.0
2020-06-28,32.0245,34.3654,30.502,31.1268,14780892.0
2020-06-29,31.2764,32.0596,30.8045,31.1532,4630869.0
2020-06-30,30.9068,33.1421,30.5284,32.8957,6542083.0
2020-07-01,33.0893,33.4941,31.206,31.3996,6026362.0
2020-07-02,32.0597,32.9309,31.6197,31.7429,5716292.0
2020-07-03,32.0597,32.9309,31.6197,31.7429,5716292.0
2020-07-04,32.0597,32.9309,31.6197,31.7429,5716292.0
2020-07-05,32.0597,32.9309,31.6197,31.7429,5716292.0
2020-07-06,32.4645,32.6669,31.0828,31.9981,6860014.0
2020-07-07,31.2764,31.6153,30.4756,30.5284,6752039.0
2020-07-08,30.5636,30.634,29.5164,30.0532,12174145.0
2020-07-09,30.15,30.15,28.6627,29.3492,10668617.0
2020-07-10,29.226,31.9101,29.0588,31.8573,9439698.0
2020-07-11,29.226,31.9101,29.0588,31.8573,9439698.0
2020-07-12,29.226,31.9101,29.0588,31.8573,9439698.0
2020-07-13,31.9629,32.0773,30.8452,31.074,8333349.0
2020-07-14,30.6956,31.9365,30.2732,31.8573,8771269.0
2020-07-15,32.8781,33.2037,32.1125,33.0629,4805054.0
2020-07-16,32.5877,33.3973,32.2533,32.9045,3380705.0
2020-07-17,33.1245,34.8758,32.7373,33.3797,10381989.0
2020-07-18,33.1245,34.8758,32.7373,33.3797,10381989.0
2020-07-19,33.1245,34.8758,32.7373,33.3797,10381989.0
2020-07-20,33.2037,33.7142,32.2797,32.3413,7093429.0
2020-07-21,32.8165,34.1102,32.7021,33.9165,6676421.0
2020-07-22,33.1773,34.2422,32.9133,34.0838,7550210.0
2020-07-23,33.6173,34.7614,33.5381,34.2158,4573766.0
2020-07-24,34.2598,34.6382,33.8373,34.0574,3728635.0
2020-07-25,34.2598,34.6382,33.8373,34.0574,3728635.0
2020-07-26,34.2598,34.6382,33.8373,34.0574,3728635.0
2020-07-27,33.8989,34.2422,33.2213,33.8989,3290339.0
2020-07-28,33.6877,34.1982,33.3269,33.5469,4820988.0
2020-07-29,33.7405,35.1574,33.6437,35.1222,5097263.0
2020-07-30,34.3214,34.559,33.1157,33.5117,5949246.0
2020-07-31,33.0893,33.9253,32.7725,33.6173,9998483.0
2020-08-01,33.0893,33.9253,32.7725,33.6173,9998483.0
2020-08-02,33.0893,33.9253,32.7725,33.6173,9998483.0
2020-08-03,33.7933,35.2366,32.9309,33.9429,24368391.0
2020-08-04,33.2917,33.9429,32.1301,33.1685,13185650.0
2020-08-05,33.5117,33.5557,31.9189,32.0597,14966681.0
2020-08-06,31.7429,32.4557,31.2324,31.4436,7172451.0
2020-08-07,31.3204,32.3413,31.0212,32.2709,5469009.0
2020-08-08,31.3204,32.3413,31.0212,32.2709,5469009.0
2020-08-09,31.3204,32.3413,31.0212,32.2709,5469009.0
2020-08-10,32.4733,32.6933,31.7253,32.6757,9232585.0
2020-08-11,33.4413,34.0397,32.3237,32.5173,7622225.0
2020-08-12,33.4677,33.8373,32.8691,33.5557,8281882.0
2020-08-13,33.0013,33.5035,32.6665,32.7901,5040131.0
2020-08-14,32.6053,33.7757,32.4743,33.7493,5768146.0
2020-08-15,32.6053,33.7757,32.4743,33.7493,5768146.0
2020-08-16,32.6053,33.7757,32.4743,33.7493,5768146.0
2020-08-17,33.7669,34.3918,33.4765,34.0133,5424610.0
2020-08-18,33.8883,34.1473,33.2628,33.2718,5824248.0
2020-08-19,33.1735,33.7989,32.7875,33.2182,5357073.0
2020-08-20,32.6821,32.7804,31.8244,31.8244,8116993.0
2020-08-21,31.7172,31.8869,31.2347,31.6278,6586109.0
2020-08-22,31.7172,31.8869,31.2347,31.6278,6586109.0
2020-08-23,31.7172,31.8869,31.2347,31.6278,6586109.0
2020-08-24,31.9852,33.0752,31.6993,32.8876,7215672.0
2020-08-25,33.0127,33.0573,32.1728,32.566,7086639.0
2020-08-26,32.4498,32.7043,31.5385,31.5653,5174679.0
2020-08-27,31.6636,31.7038,30.7344,31.2526,7384674.0
2020-08-28,31.4134,33.2896,31.3598,33.1378,7090756.0
2020-08-29,31.4134,33.2896,31.3598,33.1378,7090756.0
2020-08-30,31.4134,33.2896,31.3598,33.1378,7090756.0
2020-08-31,33.0663,33.1199,31.6814,31.6814,5727749.0
2020-09-01,31.2794,32.0424,30.9399,31.2437,5048969.0
2020-09-02,31.2973,31.6525,30.9042,31.2794,5556916.0
2020-09-03,31.3598,32.012,30.3234,30.6093,6314756.0
2020-09-04,30.8595,31.0704,29.6891,30.0554,7278876.0
2020-09-05,30.8595,31.0704,29.6891,30.0554,7278876.0
2020-09-06,30.8595,31.0704,29.6891,30.0554,7278876.0
2020-09-07,30.8595,31.0704,29.6891,30.0554,7278876.0
2020-09-08,29.5193,29.8499,28.7956,28.885,6645462.0
2020-09-09,29.2334,29.2602,28.3578,28.3846,7017530.0
2020-09-10,28.4829,28.5633,26.9998,27.0445,8887047.0
2020-09-11,27.0802,28.2328,26.9283,27.9201,8273128.0
2020-09-12,27.0802,28.2328,26.9283,27.9201,8273128.0
2020-09-13,27.0802,28.2328,26.9283,27.9201,8273128.0
2020-09-14,28.1345,29.0235,28.1256,28.608,9334924.0
2020-09-15,28.5544,29.0101,27.652,27.7771,5248746.0
2020-09-16,27.9737,29.5372,27.4733,28.9118,9230793.0
2020-09-17,28.1881,28.9506,28.0943,28.6974,8454644.0
2020-09-18,28.3578,29.1379,28.2685,28.8403,12106866.0
2020-09-19,28.3578,29.1379,28.2685,28.8403,12106866.0
2020-09-20,28.3578,29.1379,28.2685,28.8403,12106866.0
2020-09-21,27.518,28.0005,27.0266,27.9201,10301612.0
2020-09-22,27.786,28.331,27.5895,27.7324,9786320.0
2020-09-23,27.6074,27.8414,25.6418,25.6686,8669211.0
2020-09-24,25.472,26.0394,24.6322,25.5703,9454381.0
2020-09-25,25.1325,25.8115,24.6854,25.5792,6647204.0
2020-09-26,25.1325,25.8115,24.6854,25.5792,6647204.0
2020-09-27,25.1325,25.8115,24.6854,25.5792,6647204.0
2020-09-28,26.3208,27.0802,26.0706,26.7586,7495975.0
2020-09-29,26.7318,27.0445,26.017,26.294,4857968.0
2020-09-30,26.4369,26.9909,26.026,26.2136,5788782.0
2020-10-01,25.7043,25.8919,24.4714,24.7573,7880324.0
2020-10-02,23.9621,25.5882,23.7298,25.2576,7342843.0
2020-10-03,23.9621,25.5882,23.7298,25.2576,7342843.0
2020-10-04,23.9621,25.5882,23.7298,25.2576,7342843.0
2020-10-05,25.6418,26.3297,25.5703,26.1242,6615068.0
2020-10-06,26.5978,27.0713,25.6954,25.7579,5367881.0
2020-10-07,25.9009,26.151,25.5078,26.0974,5507766.0
2020-10-08,26.2583,27.8218,26.1617,27.8039,6636033.0
2020-10-09,28.0094,28.0451,26.8658,26.9105,7514024.0
2020-10-10,28.0094,28.0451,26.8658,26.9105,7514024.0
2020-10-11,28.0094,28.0451,26.8658,26.9105,7514024.0
2020-10-12,26.7765,27.2589,26.4637,27.241,4393244.0
2020-10-13,26.9551,27.241,25.9813,26.2493,6551827.0
2020-10-14,26.3923,27.3393,26.294,26.7228,4926179.0
2020-10-15,25.9992,27.3125,25.5435,27.2857,5150512.0
2020-10-16,27.107,27.2678,26.1957,26.2404,5030242.0
2020-10-17,27.107,27.2678,26.1957,26.2404,5030242.0
2020-10-18,27.107,27.2678,26.1957,26.2404,5030242.0
2020-10-19,26.2583,26.3655,25.1683,25.2397,8570439.0
2020-10-20,25.5524,26.3565,25.4631,26.1242,6049696.0
2020-10-21,25.6775,26.3476,25.2755,25.749,5732504.0
2020-10-22,25.5614,26.4906,25.0968,26.3655,6250024.0
2020-10-23,26.6871,27.3215,25.9634,26.705,6050903.0
2020-10-24,26.6871,27.3215,25.9634,26.705,6050903.0
2020-10-25,26.6871,27.3215,25.9634,26.705,6050903.0
2020-10-26,26.1332,26.1689,25.1504,25.5524,6438524.0
2020-10-27,25.4095,25.9098,25.061,25.1861,4681213.0
2020-10-28,24.3642,24.9628,23.9353,24.5697,8389005.0
2020-10-29,24.1319,25.8026,23.9174,25.7579,6478536.0
2020-10-30,25.4631,26.3833,25.1593,26.3565,8784816.0
2020-10-31,25.4631,26.3833,25.1593,26.3565,8784816.0
2020-11-01,25.4631,26.3833,25.1593,26.3565,8784816.0
2020-11-02,25.8383,28.4204,25.5009,27.9647,11738205.0
2020-11-03,28.2998,28.8939,28.1077,28.5097,8395626.0
2020-11-04,28.5187,29.2379,27.8128,28.3221,7392548.0
2020-11-05,28.2774,29.0547,28.1613,28.4383,7109469.0
2020-11-06,28.3221,29.0125,27.9558,28.2149,7181674.0
2020-11-07,28.3221,29.0125,27.9558,28.2149,7181674.0
2020-11-08,28.3221,29.0125,27.9558,28.2149,7181674.0
2020-11-09,31.878,34.1473,31.8512,32.5838,17209780.0
2020-11-10,33.4147,33.656,32.4141,33.6292,12599760.0
2020-11-11,33.8078,34.1473,32.8259,33.2271,5687622.0
2020-11-12,32.5928,32.7357,30.7478,31.0024,8953906.0
2020-11-13,31.4402,33.6247,31.2883,33.5577,7920529.0
2020-11-14,31.4402,33.6247,31.2883,33.5577,7920529.0
2020-11-15,31.4402,33.6247,31.2883,33.5577,7920529.0
2020-11-16,35.2373,36.515,34.5494,36.3899,15288181.0
2020-11-17,35.3657,36.8521,34.5863,36.8068,7931279.0
2020-11-18,37.0606,37.2237,34.9216,34.9307,9135964.0
2020-11-19,33.9427,35.5651,33.7256,35.4201,6149206.0
2020-11-20,35.3385,35.5017,34.6225,34.6769,4603093.0
2020-11-21,35.3385,35.5017,34.6225,34.6769,4603093.0
2020-11-22,35.3385,35.5017,34.6225,34.6769,4603093.0
2020-11-23,35.3476,37.4773,35.2388,37.3597,8988162.0
2020-11-24,38.7373,38.8552,37.55,38.4745,12176998.0
2020-11-25,37.9669,38.257,37.4684,37.5953,5782503.0
2020-11-26,37.9669,38.257,37.4684,37.5953,5782503.0
2020-11-27,37.3053,37.9669,37.1965,37.5409,4122182.0
2020-11-28,37.3053,37.9669,37.1965,37.5409,4122182.0
2020-11-29,37.3053,37.9669,37.1965,37.5409,4122182.0
2020-11-30,37.0062,37.6044,35.0213,35.2388,13248395.0
2020-12-01,36.4533,37.4141,35.6376,35.7554,5942591.0
2020-12-02,35.3476,37.3687,35.1119,36.7796,5792612.0
2020-12-03,36.9337,37.9987,36.4806,37.1512,4191696.0
2020-12-04,37.9307,39.4805,37.8129,38.8914,5557723.0
2020-12-05,37.9307,39.4805,37.8129,38.8914,5557723.0
2020-12-06,37.9307,39.4805,37.8129,38.8914,5557723.0
2020-12-07,38.2932,38.7373,37.0644,38.257,5835296.0
2020-12-08,37.6588,39.2539,37.6044,38.4745,4107192.0
2020-12-09,39.1361,39.7706,38.0122,38.6467,4302184.0
2020-12-10,38.4745,40.5047,38.3748,39.7252,9325091.0
2020-12-11,39.2358,39.3627,38.3204,38.8914,3651564.0
2020-12-12,39.2358,39.3627,38.3204,38.8914,3651564.0
2020-12-13,39.2358,39.3627,38.3204,38.8914,3651564.0
2020-12-14,39.2539,39.7887,36.7261,36.9428,6498394.0
2020-12-15,37.5228,38.3295,37.0062,38.2932,5045539.0
2020-12-16,38.121,38.2842,37.5047,37.7494,5975521.0
2020-12-17,38.0576,38.0576,36.6255,36.7796,7226999.0
2020-12-18,36.3083,36.7615,36.0047,36.5712,12846436.0
2020-12-19,36.3083,36.7615,36.0047,36.5712,12846436.0
2020-12-20,36.3083,36.7615,36.0047,36.5712,12846436.0
2020-12-21,35.3476,36.5168,34.7131,36.0273,6302479.0
2020-12-22,35.9367,36.5168,35.8551,35.9548,7608306.0
2020-12-23,36.2539,37.7494,36.2539,37.4412,4944717.0
2020-12-24,37.0334,37.3687,36.6074,37.3506,1989270.0
2020-12-25,37.0334,37.3687,36.6074,37.3506,1989270.0
2020-12-26,37.0334,37.3687,36.6074,37.3506,1989270.0
2020-12-27,37.0334,37.3687,36.6074,37.3506,1989270.0
2020-12-28,37.3959,38.411,36.8884,36.9609,4294142.0
2020-12-29,37.1422,37.4412,36.689,36.9156,3363063.0
2020-12-30,37.0787,37.9488,37.0017,37.6769,3152281.0
2020-12-31,37.6135,38.0576,37.2147,37.4866,3361432.0
2021-01-01,37.6135,38.0576,37.2147,37.4866,3361432.0
2021-01-02,37.6135,38.0576,37.2147,37.4866,3361432.0
2021-01-03,37.6135,38.0576,37.2147,37.4866,3361432.0
2021-01-04,37.8219,38.2715,36.5278,36.9337,4174125.0
2021-01-05,37.1693,39.263,37.1059,38.1482,5869059.0
2021-01-06,39.0817,39.4896,38.0258,38.9277,6819910.0
2021-01-07,39.1814,40.5863,38.8642,40.0334,6420619.0
2021-01-08,40.5591,40.5953,39.0727,39.1361,5255111.0
2021-01-09,40.5591,40.5953,39.0727,39.1361,5255111.0
2021-01-10,40.5591,40.5953,39.0727,39.1361,5255111.0
2021-01-11,38.4382,39.7343,38.121,39.5077,4223094.0
2021-01-12,39.6074,41.4926,39.4262,41.3114,10484749.0
2021-01-13,41.112,41.1754,39.544,40.1694,7234608.0
2021-01-14,40.3325,41.7645,39.8884,41.257,8816177.0
2021-01-15,40.695,40.7857,39.2721,39.8612,7718969.0
2021-01-16,40.695,40.7857,39.2721,39.8612,7718969.0
2021-01-17,40.695,40.7857,39.2721,39.8612,7718969.0
2021-01-18,40.695,40.7857,39.2721,39.8612,7718969.0
2021-01-19,40.1875,42.2721,39.8975,41.7736,7186269.0
2021-01-20,42.118,42.5349,40.976,41.8461,5529335.0
2021-01-21,41.8733,42.1089,40.7947,41.1391,5204738.0
2021-01-22,40.0425,41.547,39.6709,41.4654,3645134.0
2021-01-23,40.0425,41.547,39.6709,41.4654,3645134.0
2021-01-24,40.0425,41.547,39.6709,41.4654,3645134.0
2021-01-25,40.7132,42.0908,40.2691,41.9005,7148386.0
2021-01-26,42.3083,42.7706,40.7675,40.9307,4268189.0
2021-01-27,39.8793,41.2479,39.1361,39.8249,8826522.0
2021-01-28,40.2237,41.0395,39.3899,40.5772,6253779.0
2021-01-29,40.1331,41.1573,39.0727,39.118,6180906.0
2021-01-30,40.1331,41.1573,39.0727,39.118,6180906.0
2021-01-31,40.1331,41.1573,39.0727,39.118,6180906.0
2021-02-01,39.6709,39.9337,38.3567,39.3808,5232100.0
2021-02-02,40.2781,42.0727,39.8884,40.9216,7112286.0
2021-02-03,41.3023,43.0153,41.1482,42.8703,6492027.0
2021-02-04,43.3416,43.7585,42.2268,42.8975,5007509.0
2021-02-05,43.5138,43.7132,42.8068,43.1875,3846121.0
2021-02-06,43.5138,43.7132,42.8068,43.1875,3846121.0
2021-02-07,43.5138,43.7132,42.8068,43.1875,3846121.0
2021-02-08,43.7041,45.1905,43.6407,44.8461,9360398.0
2021-02-09,44.7736,44.4926,43.6225,44.2932,5076941.0
2021-02-10,44.4654,45.4715,43.7947,45.1452,4938465.0
2021-02-11,45.1724,45.263,44.1029,45.0999,3753745.0
2021-02-12,44.8099,45.8431,44.6377,45.7343,3907161.0
2021-02-13,44.8099,45.8431,44.6377,45.7343,3907161.0
2021-02-14,44.8099,45.8431,44.6377,45.7343,3907161.0
2021-02-15,44.8099,45.8431,44.6377,45.7343,3907161.0
2021-02-16,46.5871,47.7515,46.5045,47.183,10784568.0
2021-02-17,47.2747,47.7881,46.2661,47.5773,5665162.0
2021-02-18,47.348,47.6139,46.587,46.963,4952121.0
2021-02-19,47.3022,48.8792,47.2472,48.595,7603636.0
2021-02-20,47.3022,48.8792,47.2472,48.595,7603636.0
2021-02-21,47.3022,48.8792,47.2472,48.595,7603636.0
2021-02-22,49.1543,51.0706,48.9526,50.2913,8770031.0
2021-02-23,50.4746,51.474,49.3469,51.1348,7649440.0
2021-02-24,51.3915,52.2534,51.1898,51.9416,6605393.0
2021-02-25,52.2442,52.2442,49.9153,50.493,6781620.0
2021-02-26,50.2637,50.6397,47.834,50.0804,6259894.0
2021-02-27,50.2637,50.6397,47.834,50.0804,6259894.0
2021-02-28,50.2637,50.6397,47.834,50.0804,6259894.0
2021-03-01,51.2907,52.0333,50.4288,51.4374,6159649.0
2021-03-02,51.8041,52.3267,51.0248,51.3732,6094650.0
2021-03-03,51.7399,52.8952,51.1348,51.4099,5259859.0
2021-03-04,51.6207,52.6843,50.3829,51.8133,7032376.0
2021-03-05,53.3353,53.4728,50.4838,52.556,6865925.0
2021-03-06,53.3353,53.4728,50.4838,52.556,6865925.0
2021-03-07,53.3353,53.4728,50.4838,52.556,6865925.0
2021-03-08,53.2436,53.8854,51.9141,52.4093,7192274.0
2021-03-09,51.9783,53.3445,51.1715,51.2265,5278466.0
2021-03-10,51.6758,53.5737,51.6758,53.3445,6504305.0
2021-03-11,53.7938,54.949,53.0648,53.1794,6318519.0
2021-03-12,53.6104,53.7571,52.556,52.9502,5053522.0
2021-03-13,53.6104,53.7571,52.556,52.9502,5053522.0
2021-03-14,53.6104,53.7571,52.556,52.9502,5053522.0
2021-03-15,53.0878,53.3628,51.8683,53.0511,5901571.0
2021-03-16,52.1342,52.2992,50.9056,51.5382,10415304.0
2021-03-17,51.1531,51.9141,50.1812,51.5382,7586413.0
2021-03-18,51.0339,51.0339,48.4208,48.4575,9733629.0
2021-03-19,48.65,50.007,48.054,49.2918,14090222.0
2021-03-20,48.65,50.007,48.054,49.2918,14090222.0
2021-03-21,48.65,50.007,48.054,49.2918,14090222.0
2021-03-22,49.0535,49.4936,48.5492,48.9159,4805316.0
2021-03-23,48.1457,48.9893,47.4947,48.0816,6252226.0
2021-03-24,49.0535,50.1079,48.6592,48.7509,6802920.0
2021-03-25,47.999,49.6815,46.8713,49.4019,5087911.0
2021-03-26,50.3371,50.7222,49.5119,50.4471,3822478.0
2021-03-27,50.3371,50.7222,49.5119,50.4471,3822478.0
2021-03-28,50.3371,50.7222,49.5119,50.4471,3822478.0
2021-03-29,49.6403,50.0895,48.7784,49.081,4552207.0
2021-03-30,48.5675,49.7228,48.3841,49.1451,3228859.0
2021-03-31,49.0535,49.3469,48.6592,49.0443,4984833.0
2021-04-01,49.411,51.1772,49.0535,51.1623,5490760.0
2021-04-02,49.411,51.1772,49.0535,51.1623,5490760.0
2021-04-03,49.411,51.1772,49.0535,51.1623,5490760.0
2021-04-04,49.411,51.1772,49.0535,51.1623,5490760.0
2021-04-05,50.8872,51.1256,48.948,49.4752,5589866.0
2021-04-06,49.8511,50.6305,48.8242,49.2185,5008999.0
2021-04-07,49.081,49.6678,48.8838,49.5027,3850368.0
2021-04-08,48.7784,49.3469,47.9899,48.9251,6030976.0
2021-04-09,48.9251,49.3377,48.2833,48.4391,3191939.0
2021-04-10,48.9251,49.3377,48.2833,48.4391,3191939.0
2021-04-11,48.9251,49.3377,48.2833,48.4391,3191939.0
2021-04-12,48.9801,49.2827,47.6965,47.8707,3677946.0
2021-04-13,47.4947,48.3291,47.2655,48.2007,3059453.0
2021-04-14,48.6775,50.3188,48.5675,49.3927,4587455.0
2021-04-15,49.2368,49.434,48.4942,49.3927,4410724.0
2021-04-16,50.6122,50.9606,49.2552,49.7503,6161351.0
2021-04-17,50.6122,50.9606,49.2552,49.7503,6161351.0
2021-04-18,50.6122,50.9606,49.2552,49.7503,6161351.0
2021-04-19,49.3744,49.8145,48.4666,48.9893,3991635.0
2021-04-20,48.6775,48.8059,47.1738,47.724,4337449.0
2021-04-21,47.1555,48.9801,47.018,48.8792,3457675.0
2021-04-22,48.8792,48.8792,47.6552,47.7331,7656239.0
2021-04-23,48.0816,48.8105,47.7606,48.595,4179298.0
2021-04-24,48.0816,48.8105,47.7606,48.595,4179298.0
2021-04-25,48.0816,48.8105,47.7606,48.595,4179298.0
2021-04-26,48.4483,49.1268,48.3383,48.8426,4488708.0
2021-04-27,49.0168,49.5669,48.7096,49.411,4867212.0
2021-04-28,49.8878,51.1073,49.8511,50.8322,5895986.0
2021-04-29,51.6299,52.4918,51.0248,51.3823,5505359.0
2021-04-30,50.7864,52.3542,50.5755,51.0248,4773025.0
2021-05-01,50.7864,52.3542,50.5755,51.0248,4773025.0
