,UNM US Equity,UNM US Equity,UNM US Equity,UNM US Equity,UNM US Equity
2021-05-04,25.8838,26.0636,25.3715,25.8569,1628740.0
2021-05-05,26.0995,26.7197,25.7041,26.495,2413818.0
2021-05-06,26.5309,27.169,26.0546,27.0073,2082489.0
2021-05-07,26.459,26.8814,26.3871,26.8635,2133860.0
2021-05-08,26.459,26.8814,26.3871,26.8635,2133860.0
2021-05-09,26.459,26.8814,26.3871,26.8635,2133860.0
2021-05-10,26.9623,27.6993,26.9084,27.2409,2277735.0
2021-05-11,27.0073,27.3128,26.6523,26.8545,1920640.0
2021-05-12,27.205,27.3038,26.0097,26.0816,1983103.0
2021-05-13,25.8838,27.187,25.8479,27.0162,1974399.0
2021-05-14,27.178,27.6723,27.0155,27.6274,1383454.0
2021-05-15,27.178,27.6723,27.0155,27.6274,1383454.0
2021-05-16,27.178,27.6723,27.0155,27.6274,1383454.0
2021-05-17,27.5375,27.8341,27.3128,27.7532,1474824.0
2021-05-18,27.5555,27.9779,27.4746,27.4926,1595025.0
2021-05-19,27.0612,27.3128,26.3871,27.2859,2364507.0
2021-05-20,27.223,27.2859,26.5399,26.7466,2053665.0
2021-05-21,26.8455,27.3533,26.8455,27.0881,2075216.0
2021-05-22,26.8455,27.3533,26.8455,27.0881,2075216.0
2021-05-23,26.8455,27.3533,26.8455,27.0881,2075216.0
2021-05-24,27.178,27.2769,26.9354,27.205,1293059.0
2021-05-25,27.187,27.5825,26.4141,26.468,1280516.0
2021-05-26,26.6118,26.9174,26.3602,26.8455,1057155.0
2021-05-27,27.2589,27.8386,27.187,27.8161,2348073.0
2021-05-28,27.8611,27.906,27.1241,27.8341,2325860.0
2021-05-29,27.8611,27.906,27.1241,27.8341,2325860.0
2021-05-30,27.8611,27.906,27.1241,27.8341,2325860.0
2021-05-31,27.8611,27.906,27.1241,27.8341,2325860.0
2021-06-01,28.2385,28.4902,28.0228,28.3194,1821292.0
2021-06-02,28.4992,28.7418,28.1307,28.3644,1309028.0
2021-06-03,28.1756,28.6671,28.0498,28.4273,1279028.0
2021-06-04,28.3554,28.3913,27.933,28.2475,1278866.0
2021-06-05,28.3554,28.3913,27.933,28.2475,1278866.0
2021-06-06,28.3554,28.3913,27.933,28.2475,1278866.0
2021-06-07,28.3644,28.6025,28.1352,28.5082,1927010.0
2021-06-08,28.3284,28.7149,27.8701,28.6699,1404707.0
2021-06-09,28.4722,28.4722,27.8251,27.8341,1149709.0
2021-06-10,28.2835,28.4003,27.2409,27.2499,1541380.0
2021-06-11,27.3937,27.5016,27.196,27.3488,1983844.0
2021-06-12,27.3937,27.5016,27.196,27.3488,1983844.0
2021-06-13,27.3937,27.5016,27.196,27.3488,1983844.0
2021-06-14,27.3937,27.5914,27.0612,27.1331,1764606.0
2021-06-15,27.169,27.5555,26.9623,27.2409,2332302.0
2021-06-16,27.0612,27.5465,26.7466,27.3488,1604518.0
2021-06-17,27.5106,27.5285,25.3266,25.4075,2577924.0
2021-06-18,24.9581,25.2188,24.2391,24.2931,3753880.0
2021-06-19,24.9581,25.2188,24.2391,24.2931,3753880.0
2021-06-20,24.9581,25.2188,24.2391,24.2931,3753880.0
2021-06-21,24.5717,25.3446,24.5717,25.3446,1698860.0
2021-06-22,25.2907,25.3715,24.7963,25.039,1584480.0
2021-06-23,25.1738,25.3311,25.021,25.039,1177699.0
2021-06-24,25.1648,25.6322,24.9491,25.5513,1307043.0
2021-06-25,25.749,26.4725,25.5333,26.3602,2499015.0
2021-06-26,25.749,26.4725,25.5333,26.3602,2499015.0
2021-06-27,25.749,26.4725,25.5333,26.3602,2499015.0
2021-06-28,26.1984,26.2388,25.394,25.5333,1826707.0
2021-06-29,25.8389,26.1445,25.2098,25.3266,1361703.0
2021-06-30,25.1648,25.5423,25.1558,25.5243,1456643.0
2021-07-01,25.758,25.9917,25.5603,25.9108,1296216.0
2021-07-02,25.8299,25.8659,25.6322,25.785,827433.0
2021-07-03,25.8299,25.8659,25.6322,25.785,827433.0
2021-07-04,25.8299,25.8659,25.6322,25.785,827433.0
2021-07-05,25.8299,25.8659,25.6322,25.785,827433.0
2021-07-06,25.6681,25.7041,24.702,24.8772,2178096.0
2021-07-07,24.5357,24.9401,24.4189,24.7424,1305172.0
2021-07-08,24.1762,24.3919,23.6729,23.9965,1721814.0
2021-07-09,24.6795,25.1064,24.5177,25.0839,1560758.0
2021-07-10,24.6795,25.1064,24.5177,25.0839,1560758.0
2021-07-11,24.6795,25.1064,24.5177,25.0839,1560758.0
2021-07-12,24.9581,25.4974,24.5627,25.3446,1806797.0
2021-07-13,25.2277,25.3805,24.7424,24.8413,1285551.0
2021-07-14,24.9132,25.3805,24.5312,24.7874,1211676.0
2021-07-15,24.4279,24.9941,24.4099,24.7963,1415749.0
2021-07-16,24.9941,24.9941,24.2212,24.302,1497079.0
2021-07-17,24.9941,24.9941,24.2212,24.302,1497079.0
2021-07-18,24.9941,24.9941,24.2212,24.302,1497079.0
2021-07-19,23.637,23.7718,23.1067,23.4572,2380309.0
2021-07-20,23.4123,24.6256,23.3673,24.32,2084216.0
2021-07-21,24.7604,25.5513,24.6256,25.057,1940023.0
2021-07-22,24.9941,24.9941,24.4908,24.5986,1520378.0
2021-07-23,24.8862,25.1199,24.5986,24.7424,1639094.0
2021-07-24,24.8862,25.1199,24.5986,24.7424,1639094.0
2021-07-25,24.8862,25.1199,24.5986,24.7424,1639094.0
2021-07-26,24.8053,25.3895,24.7963,25.1289,1650094.0
2021-07-27,24.7694,25.2233,24.5806,24.9851,1188720.0
2021-07-28,25.1289,25.2188,24.4998,24.9132,1410709.0
2021-07-29,25.3039,25.5628,25.0086,25.1312,1887124.0
2021-07-30,25.0222,25.3311,24.7678,24.895,4409049.0
2021-07-31,25.0222,25.3311,24.7678,24.895,4409049.0
2021-08-01,25.0222,25.3311,24.7678,24.895,4409049.0
2021-08-02,25.0767,25.6945,24.6633,24.7133,3108653.0
2021-08-03,24.8677,24.9313,23.941,24.7587,3297258.0
2021-08-04,23.3504,23.941,22.5054,22.569,7450772.0
2021-08-05,22.7871,23.414,22.6872,23.1687,4696152.0
2021-08-06,23.6048,24.3317,23.6048,24.1954,2554446.0
2021-08-07,23.6048,24.3317,23.6048,24.1954,2554446.0
2021-08-08,23.6048,24.3317,23.6048,24.1954,2554446.0
2021-08-09,24.0773,24.4225,23.732,24.15,1553404.0
2021-08-10,24.05,24.7496,23.9137,24.4498,1778615.0
2021-08-11,24.5679,25.0131,24.2363,24.8768,1599043.0
2021-08-12,24.9223,25.0404,24.5497,24.8496,1376980.0
2021-08-13,24.8768,25.004,24.5316,24.577,1046984.0
2021-08-14,24.8768,25.004,24.5316,24.577,1046984.0
2021-08-15,24.8768,25.004,24.5316,24.577,1046984.0
2021-08-16,24.4044,24.6043,24.0591,24.2136,1852076.0
2021-08-17,23.8683,24.1319,23.5957,23.9501,1605142.0
2021-08-18,23.7229,24.2045,23.6139,23.6775,1416521.0
2021-08-19,23.2414,23.5321,22.8598,22.9779,2014242.0
2021-08-20,22.878,23.1233,22.7417,23.1051,1622572.0
2021-08-21,22.878,23.1233,22.7417,23.1051,1622572.0
2021-08-22,22.878,23.1233,22.7417,23.1051,1622572.0
2021-08-23,23.3958,23.7865,23.3958,23.5594,1512161.0
2021-08-24,23.7411,24.2499,23.6048,24.1136,1410869.0
2021-08-25,24.2136,24.6951,24.0409,24.3589,1210503.0
2021-08-26,24.368,24.5225,24.0546,24.0955,1140012.0
2021-08-27,24.2408,24.6928,24.15,24.6043,1112046.0
2021-08-28,24.2408,24.6928,24.15,24.6043,1112046.0
2021-08-29,24.2408,24.6928,24.15,24.6043,1112046.0
2021-08-30,24.686,24.686,24.0773,24.0864,1065841.0
2021-08-31,23.9955,24.4952,23.9683,24.1863,1808712.0
2021-09-01,24.3771,24.3862,23.9047,23.9773,1494068.0
2021-09-02,24.0319,24.2863,23.7877,24.0864,1563199.0
2021-09-03,24.0591,24.2136,23.7502,23.9955,1852773.0
2021-09-04,24.0591,24.2136,23.7502,23.9955,1852773.0
2021-09-05,24.0591,24.2136,23.7502,23.9955,1852773.0
2021-09-06,24.0591,24.2136,23.7502,23.9955,1852773.0
2021-09-07,23.9047,24.4861,23.832,23.8411,3054449.0
2021-09-08,23.8683,23.9683,23.5821,23.7411,1442479.0
2021-09-09,23.623,24.2499,23.514,23.9137,1780705.0
2021-09-10,24.1318,24.2681,23.4231,23.4322,2142048.0
2021-09-11,24.1318,24.2681,23.4231,23.4322,2142048.0
2021-09-12,24.1318,24.2681,23.4231,23.4322,2142048.0
2021-09-13,23.6775,24.0182,23.4413,23.8774,2232206.0
2021-09-14,23.9137,24.0591,23.4624,23.6957,2958798.0
2021-09-15,23.6412,23.9047,23.3277,23.6503,2886301.0
2021-09-16,23.7411,23.8592,23.355,23.4685,1856882.0
2021-09-17,23.523,23.9592,21.8694,22.0512,48606502.0
2021-09-18,23.523,23.9592,21.8694,22.0512,48606502.0
2021-09-19,23.523,23.9592,21.8694,22.0512,48606502.0
2021-09-20,21.6877,21.7877,21.1653,21.6696,8293565.0
2021-09-21,21.7968,21.8694,21.2789,21.2789,4337818.0
2021-09-22,21.5878,21.8331,21.4424,21.4515,4559174.0
2021-09-23,21.6605,22.2329,21.5969,21.9058,3664186.0
2021-09-24,21.9694,22.4918,21.8694,22.1148,2618301.0
2021-09-25,21.9694,22.4918,21.8694,22.1148,2618301.0
2021-09-26,21.9694,22.4918,21.8694,22.1148,2618301.0
2021-09-27,22.4328,23.2641,22.4237,23.0052,2706827.0
2021-09-28,23.1778,23.2278,22.4873,22.5145,2107143.0
2021-09-29,22.6508,22.7871,22.3328,22.7598,4317189.0
2021-09-30,22.9143,23.1278,22.7053,22.7689,5110655.0
2021-10-01,22.8961,23.6321,22.6872,23.4867,2363612.0
2021-10-02,22.8961,23.6321,22.6872,23.4867,2363612.0
2021-10-03,22.8961,23.6321,22.6872,23.4867,2363612.0
2021-10-04,23.4867,24.0682,23.4231,23.623,3963869.0
2021-10-05,23.7048,24.2953,23.514,24.2408,4125599.0
2021-10-06,23.8774,24.4225,23.7184,24.2136,3478941.0
2021-10-07,24.4225,24.9404,24.4044,24.7587,2857824.0
2021-10-08,24.7587,25.9898,24.6679,25.7309,6848809.0
2021-10-09,24.7587,25.9898,24.6679,25.7309,6848809.0
2021-10-10,24.7587,25.9898,24.6679,25.7309,6848809.0
2021-10-11,26.0489,26.2897,25.5429,25.6037,3430285.0
2021-10-12,25.5492,25.6491,24.895,24.9768,2552717.0
2021-10-13,24.8496,24.9586,24.259,24.577,2344243.0
2021-10-14,24.895,25.0994,24.7224,24.9949,1480611.0
2021-10-15,25.3675,25.4765,24.9677,24.9677,1611045.0
2021-10-16,25.3675,25.4765,24.9677,24.9677,1611045.0
2021-10-17,25.3675,25.4765,24.9677,24.9677,1611045.0
2021-10-18,24.7587,25.2221,24.7405,25.0131,1689522.0
2021-10-19,25.2766,25.422,25.1312,25.3493,1216250.0
2021-10-20,25.2221,26.0126,25.1221,26.0126,1482621.0
2021-10-21,25.9399,26.0216,25.1085,25.322,1534248.0
2021-10-22,25.4311,25.5401,25.1768,25.3129,2934368.0
2021-10-23,25.4311,25.5401,25.1768,25.3129,2934368.0
2021-10-24,25.4311,25.5401,25.1768,25.3129,2934368.0
2021-10-25,25.4401,25.5583,25.1403,25.1585,1399830.0
2021-10-26,25.6309,25.9399,25.1857,25.1857,2538955.0
2021-10-27,24.9859,25.1267,24.5316,24.5316,3270644.0
2021-10-28,24.6234,24.8072,24.2651,24.6326,2490390.0
2021-10-29,24.5959,24.6418,23.2728,23.4015,3752947.0
2021-10-30,24.5959,24.6418,23.2728,23.4015,3752947.0
2021-10-31,24.5959,24.6418,23.2728,23.4015,3752947.0
2021-11-01,23.622,24.2008,23.6128,24.1273,2086795.0
2021-11-02,24.0538,24.1411,23.7322,23.9711,3782741.0
2021-11-03,23.4015,24.5867,22.7767,24.1181,4167042.0
2021-11-04,24.0722,24.2927,23.4658,23.8425,3677657.0
2021-11-05,24.1824,24.9175,24.1641,24.2192,2961342.0
2021-11-06,24.1824,24.9175,24.1641,24.2192,2961342.0
2021-11-07,24.1824,24.9175,24.1641,24.2192,2961342.0
2021-11-08,24.3846,24.6786,23.8517,23.9803,1867370.0
2021-11-09,23.769,23.9895,23.4658,23.622,1311584.0
2021-11-10,23.7138,24.063,23.4382,23.5485,3328817.0
2021-11-11,23.7047,24.2421,23.5806,24.1089,3196646.0
2021-11-12,24.0079,24.3846,23.9344,24.3386,1502931.0
2021-11-13,24.0079,24.3846,23.9344,24.3386,1502931.0
2021-11-14,24.0079,24.3846,23.9344,24.3386,1502931.0
2021-11-15,24.4673,24.6326,24.2192,24.3846,1402590.0
2021-11-16,24.3846,24.4718,23.9803,23.9895,1504304.0
2021-11-17,23.8241,24.3478,23.8057,24.2376,2495421.0
2021-11-18,24.2008,24.38,23.4933,23.6863,2070502.0
2021-11-19,23.282,23.4474,22.9742,23.2177,2401537.0
2021-11-20,23.282,23.4474,22.9742,23.2177,2401537.0
2021-11-21,23.282,23.4474,22.9742,23.2177,2401537.0
2021-11-22,23.3371,23.7138,23.0937,23.4015,2091293.0
2021-11-23,23.5944,23.8241,23.5485,23.723,1378492.0
2021-11-24,23.5668,23.7138,23.3693,23.429,1915989.0
2021-11-25,23.5668,23.7138,23.3693,23.429,1915989.0
2021-11-26,22.3357,22.5837,21.5639,22.4643,3018378.0
2021-11-27,22.3357,22.5837,21.5639,22.4643,3018378.0
2021-11-28,22.3357,22.5837,21.5639,22.4643,3018378.0
2021-11-29,22.8043,22.8869,21.8717,22.0049,2325638.0
2021-11-30,21.6741,21.7476,21.0586,21.2239,3632748.0
2021-12-01,21.7568,21.913,20.5532,20.5624,2489126.0
2021-12-02,20.8105,21.4077,20.6589,21.1596,2884857.0
2021-12-03,21.5731,21.7293,21.1183,21.325,3117762.0
2021-12-04,21.5731,21.7293,21.1183,21.325,3117762.0
2021-12-05,21.5731,21.7293,21.1183,21.325,3117762.0
2021-12-06,21.6558,22.1243,21.4812,21.7201,2568743.0
2021-12-07,21.9406,22.4092,21.7844,22.1427,2320867.0
2021-12-08,22.2438,22.4735,22.0784,22.0784,1690621.0
2021-12-09,21.9222,22.2668,21.8395,22.1795,1399951.0
2021-12-10,22.4184,22.4367,21.913,22.06,1268755.0
2021-12-11,22.4184,22.4367,21.913,22.06,1268755.0
2021-12-12,22.4184,22.4367,21.913,22.06,1268755.0
2021-12-13,21.9314,22.0233,21.4536,21.5088,2867029.0
2021-12-14,21.5363,22.1519,21.518,21.8671,2009923.0
2021-12-15,21.9773,22.2116,21.4077,22.1427,1867439.0
2021-12-16,22.4551,22.6664,22.06,22.2162,1950460.0
2021-12-17,22.1703,22.253,21.5731,21.7752,5489085.0
2021-12-18,22.1703,22.253,21.5731,21.7752,5489085.0
2021-12-19,22.1703,22.253,21.5731,21.7752,5489085.0
2021-12-20,21.3526,21.4169,20.443,20.8381,2906958.0
2021-12-21,21.0448,22.0508,21.0448,21.9038,1800087.0
2021-12-22,21.9314,22.2576,21.8212,22.1335,1130496.0
2021-12-23,22.3173,22.6848,22.2622,22.4827,1251756.0
2021-12-24,22.3173,22.6848,22.2622,22.4827,1251756.0
2021-12-25,22.3173,22.6848,22.2622,22.4827,1251756.0
2021-12-26,22.3173,22.6848,22.2622,22.4827,1251756.0
2021-12-27,22.4827,22.6848,22.2897,22.5929,1262891.0
2021-12-28,22.5929,22.965,22.547,22.6756,878181.0
2021-12-29,22.6756,22.8364,22.5654,22.6848,974678.0
2021-12-30,22.7491,22.9972,22.6481,22.6572,856412.0
2021-12-31,22.5654,22.841,22.547,22.5746,800389.0
2022-01-01,22.5654,22.841,22.547,22.5746,800389.0
2022-01-02,22.5654,22.841,22.547,22.5746,800389.0
2022-01-03,22.7951,23.3463,22.7859,23.2453,1487441.0
2022-01-04,23.5531,24.21,23.5531,24.0722,2159558.0
2022-01-05,24.2008,24.7888,24.0814,24.1089,2323064.0
2022-01-06,24.5867,25.1196,24.3294,24.8899,3037243.0
2022-01-07,24.945,25.8225,24.7705,25.6249,2589192.0
2022-01-08,24.945,25.8225,24.7705,25.6249,2589192.0
2022-01-09,24.945,25.8225,24.7705,25.6249,2589192.0
2022-01-10,25.7168,25.8546,25.0139,25.1747,2275148.0
2022-01-11,25.2023,25.285,24.7888,25.2666,1717148.0
2022-01-12,25.386,25.6984,24.9266,25.0828,2283397.0
2022-01-13,25.2666,25.6846,25.1839,25.4963,1768840.0
2022-01-14,25.0645,25.8179,24.9542,25.8179,1876310.0
2022-01-15,25.0645,25.8179,24.9542,25.8179,1876310.0
2022-01-16,25.0645,25.8179,24.9542,25.8179,1876310.0
2022-01-17,25.0645,25.8179,24.9542,25.8179,1876310.0
2022-01-18,25.873,25.9832,25.2896,25.4136,1876458.0
2022-01-19,25.5514,25.5514,24.7429,24.7705,2026004.0
2022-01-20,24.9083,25.3171,24.4535,24.504,1584321.0
2022-01-21,24.3478,24.3993,23.5209,23.6128,2282841.0
2022-01-22,24.3478,24.3993,23.5209,23.6128,2282841.0
2022-01-23,24.3478,24.3993,23.5209,23.6128,2282841.0
2022-01-24,22.9972,23.6495,22.3035,23.5668,2446060.0
2022-01-25,23.2453,24.2192,22.6481,24.063,2648705.0
2022-01-26,24.3111,24.6694,23.8241,24.1273,2731040.0
2022-01-27,24.3132,24.7128,23.1468,23.5325,3230005.0
2022-01-28,23.4117,23.486,22.5194,23.2258,2875479.0
2022-01-29,23.4117,23.486,22.5194,23.2258,2875479.0
2022-01-30,23.4117,23.486,22.5194,23.2258,2875479.0
2022-01-31,23.0027,23.6115,22.752,23.5882,2829422.0
2022-02-01,23.6161,23.6812,23.2444,23.5511,5042974.0
2022-02-02,23.7323,24.4247,23.3838,23.9414,2818199.0
2022-02-03,24.0344,24.6478,23.9507,24.0158,2615503.0
2022-02-04,24.0158,25.447,23.9693,25.224,3234660.0
2022-02-05,24.0158,25.447,23.9693,25.224,3234660.0
2022-02-06,24.0158,25.447,23.9693,25.224,3234660.0
2022-02-07,25.3448,25.6562,25.224,25.3634,2785180.0
2022-02-08,25.763,26.6832,25.5539,26.646,3608533.0
2022-02-09,26.5809,26.8412,26.2092,26.2463,2853536.0
2022-02-10,26.1627,27.4453,26.1627,26.7575,2721243.0
2022-02-11,26.6739,27.9471,26.5623,27.1757,3323268.0
2022-02-12,26.6739,27.9471,26.5623,27.1757,3323268.0
2022-02-13,26.6739,27.9471,26.5623,27.1757,3323268.0
2022-02-14,27.027,27.1479,26.3114,26.5344,3145907.0
2022-02-15,26.7854,27.4639,26.7482,27.4081,2028646.0
2022-02-16,27.1943,27.8728,27.1943,27.5196,2182270.0
2022-02-17,27.1014,27.3244,26.5391,26.7389,2103173.0
2022-02-18,26.5344,27.0456,26.4508,26.7854,3549245.0
2022-02-19,26.5344,27.0456,26.4508,26.7854,3549245.0
2022-02-20,26.5344,27.0456,26.4508,26.7854,3549245.0
2022-02-21,26.5344,27.0456,26.4508,26.7854,3549245.0
2022-02-22,26.5716,26.8498,25.8467,26.1534,2908452.0
2022-02-23,26.4694,26.6832,25.8746,25.9768,2450144.0
2022-02-24,24.8522,25.4656,24.4991,25.3727,3224901.0
2022-02-25,25.6887,26.6274,25.5172,26.5066,3047431.0
2022-02-26,25.6887,26.6274,25.5172,26.5066,3047431.0
2022-02-27,25.6887,26.6274,25.5172,26.5066,3047431.0
2022-02-28,25.5865,26.1348,25.5865,25.9489,2201485.0
2022-03-01,25.5307,25.698,24.2714,24.9823,4673672.0
2022-03-02,25.2519,26.4647,25.2519,26.3393,3108737.0
2022-03-03,26.4601,26.7575,26.079,26.5623,2570437.0
2022-03-04,25.7166,26.014,25.3959,25.5772,2919160.0
2022-03-05,25.7166,26.014,25.3959,25.5772,2919160.0
2022-03-06,25.7166,26.014,25.3959,25.5772,2919160.0
2022-03-07,25.2983,25.3913,24.4712,24.4898,2436218.0
2022-03-08,25.1125,25.5493,24.5362,24.7128,2778199.0
2022-03-09,25.5307,26.1627,25.3848,25.5958,1904919.0
2022-03-10,25.2612,25.7352,25.1775,25.447,1869970.0
2022-03-11,25.8281,26.0233,25.0939,25.1496,2254373.0
2022-03-12,25.8281,26.0233,25.0939,25.1496,2254373.0
2022-03-13,25.8281,26.0233,25.0939,25.1496,2254373.0
2022-03-14,25.763,26.1906,25.4563,25.605,2654584.0
2022-03-15,25.6794,26.1051,25.4285,25.8188,1880331.0
2022-03-16,26.1906,27.1757,26.1906,27.1664,4045356.0
2022-03-17,26.9527,27.4081,26.6553,27.4081,2163964.0
2022-03-18,27.2222,27.4406,26.725,27.3895,4632332.0
2022-03-19,27.2222,27.4406,26.725,27.3895,4632332.0
2022-03-20,27.2222,27.4406,26.725,27.3895,4632332.0
2022-03-21,27.6219,27.7984,27.1664,27.5661,1768714.0
2022-03-22,27.8821,28.5605,27.8821,28.226,2059447.0
2022-03-23,28.0773,28.4769,28.0215,28.1051,3037481.0
2022-03-24,28.3003,29.0996,28.2957,29.0438,2469114.0
2022-03-25,28.8765,29.8757,28.8765,29.555,2054586.0
2022-03-26,28.8765,29.8757,28.8765,29.555,2054586.0
2022-03-27,28.8765,29.8757,28.8765,29.555,2054586.0
2022-03-28,29.3784,29.4435,28.9137,29.2669,1685543.0
2022-03-29,29.6479,29.9732,29.1368,29.5364,2189114.0
2022-03-30,29.6015,29.8106,29.1414,29.2948,1834132.0
2022-03-31,29.2762,29.7967,29.2576,29.2855,2328064.0
2022-04-01,29.5271,29.7641,29.1879,29.3877,1372810.0
2022-04-02,29.5271,29.7641,29.1879,29.3877,1372810.0
2022-04-03,29.5271,29.7641,29.1879,29.3877,1372810.0
2022-04-04,29.1275,29.332,28.3607,28.449,2044066.0
2022-04-05,28.5513,29.2344,28.4397,29.0438,3763619.0
2022-04-06,29.0345,29.9825,28.9137,29.397,2874258.0
2022-04-07,29.4435,29.49,28.7093,29.2111,2431442.0
2022-04-08,29.5643,30.0476,29.1925,29.9547,2428128.0
2022-04-09,29.5643,30.0476,29.1925,29.9547,2428128.0
2022-04-10,29.5643,30.0476,29.1925,29.9547,2428128.0
2022-04-11,30.1219,30.5234,29.8245,29.8803,1796688.0
2022-04-12,30.0476,30.3171,29.4807,29.7037,1658901.0
2022-04-13,29.49,30.1173,29.49,30.0569,1527386.0
2022-04-14,30.0569,30.5495,30.0569,30.4472,1773394.0
2022-04-15,30.0569,30.5495,30.0569,30.4472,1773394.0
2022-04-16,30.0569,30.5495,30.0569,30.4472,1773394.0
2022-04-17,30.0569,30.5495,30.0569,30.4472,1773394.0
2022-04-18,30.2521,30.7493,30.2149,30.6796,1416714.0
2022-04-19,30.7632,31.1536,30.5309,31.0792,1421653.0
2022-04-20,31.2558,31.6276,31.2093,31.3952,1901219.0
2022-04-21,31.5997,31.8599,31.3162,31.609,2717889.0
2022-04-22,31.5718,31.6229,30.9305,30.9491,4262018.0
2022-04-23,31.5718,31.6229,30.9305,30.9491,4262018.0
2022-04-24,31.5718,31.6229,30.9305,30.9491,4262018.0
2022-04-25,30.4751,30.6145,29.3552,30.5681,2470787.0
2022-04-26,30.0197,30.4798,29.0345,29.0438,3239202.0
2022-04-27,28.9509,29.5178,28.6349,29.239,2866811.0
2022-04-28,29.5581,29.7551,28.9481,29.5768,1624748.0
2022-04-29,29.5581,29.7176,28.554,28.6385,2358740.0
2022-04-30,29.5581,29.7176,28.554,28.6385,2358740.0
2022-05-01,29.5581,29.7176,28.554,28.6385,2358740.0
2022-05-02,28.8355,29.2765,28.3476,28.92,2139919.0
2022-05-03,29.1076,29.5018,28.8261,29.2765,2119198.0
2022-05-04,29.2765,30.4213,29.117,30.365,2282850.0
2022-05-05,29.8208,30.2243,29.2578,29.9428,2563204.0
2022-05-06,31.7069,34.2592,31.7069,34.0715,5662272.0
2022-05-07,31.7069,34.2592,31.7069,34.0715,5662272.0
2022-05-08,31.7069,34.2592,31.7069,34.0715,5662272.0
2022-05-09,33.8276,34.4656,33.3584,34.0246,4323241.0
2022-05-10,34.2404,34.3436,32.3074,33.0956,3168970.0
2022-05-11,33.2739,34.2545,32.7484,32.8047,2834308.0
2022-05-12,32.7954,33.0112,31.2752,32.0259,3749363.0
2022-05-13,32.223,32.8047,31.9837,32.3637,2170770.0
2022-05-14,32.223,32.8047,31.9837,32.3637,2170770.0
2022-05-15,32.223,32.8047,31.9837,32.3637,2170770.0
2022-05-16,32.1573,32.7391,31.9508,32.4763,2134061.0
2022-05-17,33.1707,34.2545,33.1426,34.1372,2319117.0
2022-05-18,33.9495,34.0856,32.7531,33.0112,2022641.0
2022-05-19,32.5702,33.1613,32.1385,32.8141,2464392.0
2022-05-20,32.9737,33.1989,31.3503,32.0822,2536006.0
2022-05-21,32.9737,33.1989,31.3503,32.0822,2536006.0
2022-05-22,32.9737,33.1989,31.3503,32.0822,2536006.0
2022-05-23,32.9455,33.2927,32.5139,33.0112,2614231.0
2022-05-24,32.5889,32.8892,31.6693,32.6358,1885095.0
2022-05-25,32.6077,33.0863,32.5092,32.9173,1593397.0
2022-05-26,33.2833,33.9402,33.2833,33.7525,2202855.0
2022-05-27,33.6962,34.3812,33.668,34.3249,1850833.0
2022-05-28,33.6962,34.3812,33.668,34.3249,1850833.0
2022-05-29,33.6962,34.3812,33.668,34.3249,1850833.0
2022-05-30,33.6962,34.3812,33.668,34.3249,1850833.0
2022-05-31,33.9683,34.658,33.7337,34.2029,1957761.0
2022-06-01,34.4093,34.5249,33.6305,34.231,1864351.0
2022-06-02,34.0903,34.3812,33.7525,34.3812,1481003.0
2022-06-03,34.3718,34.5876,33.9214,34.0434,1391692.0
2022-06-04,34.3718,34.5876,33.9214,34.0434,1391692.0
2022-06-05,34.3718,34.5876,33.9214,34.0434,1391692.0
2022-06-06,34.5782,35.1788,34.278,34.8691,3763645.0
2022-06-07,34.7659,35.1037,34.4656,34.8504,1614952.0
2022-06-08,34.6064,34.8973,34.156,34.3155,1516658.0
2022-06-09,34.4656,34.5313,33.668,33.668,1561523.0
2022-06-10,32.7391,33.4241,32.5514,32.983,2306272.0
2022-06-11,32.7391,33.4241,32.5514,32.983,2306272.0
2022-06-12,32.7391,33.4241,32.5514,32.983,2306272.0
2022-06-13,32.1948,32.2605,31.3128,31.6037,2952029.0
2022-06-14,31.9227,32.3215,31.2752,31.7069,1853066.0
2022-06-15,32.2324,32.2324,31.0876,31.4535,1956608.0
2022-06-16,30.8436,30.8436,30.0929,30.5809,2526344.0
2022-06-17,30.731,30.853,30.0554,30.5527,4783470.0
2022-06-18,30.731,30.853,30.0554,30.5527,4783470.0
2022-06-19,30.731,30.853,30.0554,30.5527,4783470.0
2022-06-20,30.731,30.853,30.0554,30.5527,4783470.0
2022-06-21,31.4535,31.9133,31.0031,31.7819,1795230.0
2022-06-22,30.9468,31.3268,30.7122,31.1533,1976108.0
2022-06-23,31.2752,31.4019,30.2296,30.412,1444396.0
2022-06-24,30.7028,32.3262,30.6653,32.1761,3129434.0
2022-06-25,30.7028,32.3262,30.6653,32.1761,3129434.0
2022-06-26,30.7028,32.3262,30.6653,32.1761,3129434.0
2022-06-27,32.1667,32.5045,31.7819,32.101,1572555.0
2022-06-28,32.5795,33.0956,32.2136,32.3168,1200606.0
2022-06-29,32.4576,32.6546,31.979,32.2605,2036189.0
2022-06-30,31.6975,32.3919,31.4911,31.9227,1195956.0
2022-07-01,31.7444,32.1385,31.1251,31.7256,2005176.0
2022-07-02,31.7444,32.1385,31.1251,31.7256,2005176.0
2022-07-03,31.7444,32.1385,31.1251,31.7256,2005176.0
2022-07-04,31.7444,32.1385,31.1251,31.7256,2005176.0
2022-07-05,30.8061,30.8154,29.1968,29.9615,2656698.0
2022-07-06,29.7739,30.6841,29.2672,30.3275,2449846.0
