,HON US Equity,HON US Equity,HON US Equity,HON US Equity,HON US Equity
2021-05-04,208.0347,211.275,206.7329,211.1158,2826960.0
2021-05-05,211.9211,212.8377,210.2963,211.8275,2713922.0
2021-05-06,212.8202,214.2905,211.1345,214.1407,2053225.0
2021-05-07,213.6443,215.1146,211.9961,214.2624,1957122.0
2021-05-08,213.6443,215.1146,211.9961,214.2624,1957122.0
2021-05-09,213.6443,215.1146,211.9961,214.2624,1957122.0
2021-05-10,214.4591,217.8773,214.4591,216.2759,2393698.0
2021-05-11,213.5788,214.7026,210.0107,214.6089,3380290.0
2021-05-12,212.2489,212.8296,205.9275,206.068,4197103.0
2021-05-13,205.8046,211.485,205.7199,210.3659,2905724.0
2021-05-14,212.3033,214.645,211.4662,213.8268,2081307.0
2021-05-15,212.3033,214.645,211.4662,213.8268,2081307.0
2021-05-16,212.3033,214.645,211.4662,213.8268,2081307.0
2021-05-17,214.2971,214.2971,211.3581,212.9898,2058051.0
2021-05-18,211.9553,212.5337,209.0022,209.0868,2400421.0
2021-05-19,207.535,208.2874,203.8766,208.1464,3050216.0
2021-05-20,207.3625,209.6229,207.3469,208.9081,2207835.0
2021-05-21,209.7264,212.1951,209.4066,209.9145,2274600.0
2021-05-22,209.7264,212.1951,209.4066,209.9145,2274600.0
2021-05-23,209.7264,212.1951,209.4066,209.9145,2274600.0
2021-05-24,211.1371,212.0917,209.8862,211.6073,1813542.0
2021-05-25,211.6073,212.275,210.0931,210.7045,1804635.0
2021-05-26,211.5697,211.5979,210.0179,210.9208,1748116.0
2021-05-27,213.1967,217.9461,213.1027,217.5041,6647173.0
2021-05-28,218.1906,218.4164,216.6012,217.1655,2529345.0
2021-05-29,218.1906,218.4164,216.6012,217.1655,2529345.0
2021-05-30,218.1906,218.4164,216.6012,217.1655,2529345.0
2021-05-31,218.1906,218.4164,216.6012,217.1655,2529345.0
2021-06-01,219.0277,219.7801,217.7298,219.0841,2234146.0
2021-06-02,220.0904,220.0904,216.7799,217.0056,2225389.0
2021-06-03,216.9774,217.8521,214.8708,215.5573,2321294.0
2021-06-04,216.084,217.0151,215.5445,216.3567,1299971.0
2021-06-05,216.084,217.0151,215.5445,216.3567,1299971.0
2021-06-06,216.084,217.0151,215.5445,216.3567,1299971.0
2021-06-07,215.8489,216.6483,213.9867,214.6074,2032479.0
2021-06-08,214.7203,217.0809,213.9021,216.131,1720583.0
2021-06-09,216.1404,216.6859,214.0525,214.25,1973581.0
2021-06-10,215.4821,216.3661,212.6889,212.7829,2223555.0
2021-06-11,214.1936,214.7391,210.6292,211.7766,1998905.0
2021-06-12,214.1936,214.7391,210.6292,211.7766,1998905.0
2021-06-13,214.1936,214.7391,210.6292,211.7766,1998905.0
2021-06-14,211.5321,211.5603,209.4724,209.8862,2586062.0
2021-06-15,209.7452,210.5352,208.4755,209.2561,2063234.0
2021-06-16,209.2561,209.6323,205.5883,205.955,3052341.0
2021-06-17,206.1525,207.093,201.9439,203.4158,2425675.0
2021-06-18,200.8859,202.4753,199.3435,199.8513,5426523.0
2021-06-19,200.8859,202.4753,199.3435,199.8513,5426523.0
2021-06-20,200.8859,202.4753,199.3435,199.8513,5426523.0
2021-06-21,201.958,204.4879,201.5818,203.143,2872355.0
2021-06-22,202.8421,203.8954,202.0897,202.6634,2111039.0
2021-06-23,202.8327,203.491,201.7887,201.8828,2234542.0
2021-06-24,202.9455,205.0616,201.8734,204.7324,3364493.0
2021-06-25,204.9017,207.0648,204.3939,205.7199,5219111.0
2021-06-26,204.9017,207.0648,204.3939,205.7199,5219111.0
2021-06-27,204.9017,207.0648,204.3939,205.7199,5219111.0
2021-06-28,206.0773,207.0084,203.4252,203.886,2360334.0
2021-06-29,204.1117,205.3625,202.5975,203.096,3001976.0
2021-06-30,202.701,206.7733,202.701,206.2936,2866404.0
2021-07-01,207.4504,208.0899,206.5852,207.488,1630291.0
2021-07-02,207.836,208.8329,206.6358,208.1464,1543562.0
2021-07-03,207.836,208.8329,206.6358,208.1464,1543562.0
2021-07-04,207.836,208.8329,206.6358,208.1464,1543562.0
2021-07-05,207.836,208.8329,206.6358,208.1464,1543562.0
2021-07-06,206.9896,207.7984,203.0772,205.5506,1935849.0
2021-07-07,205.0522,208.4003,205.0334,207.6009,1563360.0
2021-07-08,205.5506,207.575,204.2072,206.2654,2404704.0
2021-07-09,207.8736,211.2311,207.6009,210.9866,2161837.0
2021-07-10,207.8736,211.2311,207.6009,210.9866,2161837.0
2021-07-11,207.8736,211.2311,207.6009,210.9866,2161837.0
2021-07-12,209.6135,212.2656,208.9081,211.6261,2066264.0
2021-07-13,212.4067,212.4067,210.3941,210.7421,1417408.0
2021-07-14,210.8245,215.1435,210.8245,214.2124,2631846.0
2021-07-15,216.3097,219.5355,215.4068,218.9524,5546799.0
2021-07-16,218.3693,219.9399,215.9523,216.6201,3592832.0
2021-07-17,218.3693,219.9399,215.9523,216.6201,3592832.0
2021-07-18,218.3693,219.9399,215.9523,216.6201,3592832.0
2021-07-19,212.2374,213.1215,206.9143,207.5256,6107148.0
2021-07-20,208.4473,217.5041,208.3156,215.9899,28237085.0
2021-07-21,215.5573,218.2602,215.1153,218.0496,4554650.0
2021-07-22,218.8584,220.3067,216.432,218.8866,3680233.0
2021-07-23,215.3692,217.363,212.718,215.6702,3908545.0
2021-07-24,215.3692,217.363,212.718,215.6702,3908545.0
2021-07-25,215.3692,217.363,212.718,215.6702,3908545.0
2021-07-26,214.8835,216.084,211.8142,215.6043,2776861.0
2021-07-27,215.0683,218.4446,214.5134,216.6483,2167071.0
2021-07-28,216.3755,218.454,215.7172,216.7705,1713878.0
2021-07-29,219.0277,219.3662,217.5652,219.0183,1501860.0
2021-07-30,218.9336,220.0152,218.2659,219.8741,2237334.0
2021-07-31,218.9336,220.0152,218.2659,219.8741,2237334.0
2021-08-01,218.9336,220.0152,218.2659,219.8741,2237334.0
2021-08-02,221.1437,222.7614,218.3976,218.5856,2025488.0
2021-08-03,219.291,219.9341,216.8552,218.802,1782979.0
2021-08-04,218.0026,219.1123,215.2803,215.9241,2324080.0
2021-08-05,215.8677,217.7674,215.3222,216.1968,1467161.0
2021-08-06,216.3097,217.1467,215.3786,216.0087,1327491.0
2021-08-07,216.3097,217.1467,215.3786,216.0087,1327491.0
2021-08-08,216.3097,217.1467,215.3786,216.0087,1327491.0
2021-08-09,215.1529,215.6702,214.0055,214.645,1369877.0
2021-08-10,214.8143,218.2565,214.5416,218.0778,2389094.0
2021-08-11,218.7549,220.7088,218.0637,220.2409,2098537.0
2021-08-12,220.4958,220.7082,217.833,219.0039,1917371.0
2021-08-13,218.9189,219.6837,218.2579,218.8339,1404791.0
2021-08-14,218.9189,219.6837,218.2579,218.8339,1404791.0
2021-08-15,218.9189,219.6837,218.2579,218.8339,1404791.0
2021-08-16,218.9283,220.7601,217.3326,220.7035,1794620.0
2021-08-17,220.1842,220.6657,215.6047,218.5412,2679136.0
2021-08-18,217.1343,218.579,215.5102,215.6802,2555304.0
2021-08-19,214.8871,216.4526,213.4329,215.0287,1945127.0
2021-08-20,215.4064,215.9729,213.8767,215.0004,2081067.0
2021-08-21,215.4064,215.9729,213.8767,215.0004,2081067.0
2021-08-22,215.4064,215.9729,213.8767,215.0004,2081067.0
2021-08-23,214.5755,218.6923,214.5755,216.3317,2143468.0
2021-08-24,216.0862,218.0361,215.5763,217.5875,1265726.0
2021-08-25,217.9841,219.3824,216.039,217.7953,1804246.0
2021-08-26,217.2476,218.2863,216.6339,218.003,1303319.0
2021-08-27,218.664,220.5288,217.7953,218.2485,1663624.0
2021-08-28,218.664,220.5288,217.7953,218.2485,1663624.0
2021-08-29,218.664,220.5288,217.7953,218.2485,1663624.0
2021-08-30,218.324,219.797,217.7009,218.9378,1318283.0
2021-08-31,218.5223,219.6743,217.7103,218.9756,1956313.0
2021-09-01,219.9576,220.1842,216.5111,216.9832,2484573.0
2021-09-02,218.0408,218.5318,216.9549,218.088,1594550.0
2021-09-03,218.1163,218.1163,215.0665,215.6236,1622429.0
2021-09-04,218.1163,218.1163,215.0665,215.6236,1622429.0
2021-09-05,218.1163,218.1163,215.0665,215.6236,1622429.0
2021-09-06,218.1163,218.1163,215.0665,215.6236,1622429.0
2021-09-07,215.0004,215.0004,210.3453,210.4964,3222871.0
2021-09-08,210.3264,212.3565,209.4483,211.8844,2428562.0
2021-09-09,211.4217,212.4321,209.9299,210.4964,1937886.0
2021-09-10,210.5342,212.6304,209.8166,209.9676,2357909.0
2021-09-11,210.5342,212.6304,209.8166,209.9676,2357909.0
2021-09-12,210.5342,212.6304,209.8166,209.9676,2357909.0
2021-09-13,211.8042,213.1214,209.8166,211.129,2771647.0
2021-09-14,211.5539,211.62,207.456,207.9092,2699929.0
2021-09-15,208.3247,210.4775,207.862,209.3256,2021753.0
2021-09-16,208.929,209.0612,206.3324,207.3993,2393535.0
2021-09-17,207.5976,207.5976,205.3694,206.304,4391758.0
2021-09-18,207.5976,207.5976,205.3694,206.304,4391758.0
2021-09-19,207.5976,207.5976,205.3694,206.304,4391758.0
2021-09-20,204.0379,205.6903,202.2439,203.698,4008647.0
2021-09-21,204.6989,204.8405,202.3949,202.9143,2568859.0
2021-09-22,204.3684,206.2461,204.2551,204.916,2281095.0
2021-09-23,205.1804,209.0242,205.1804,207.4466,2180071.0
2021-09-24,207.4843,208.4946,206.2852,206.965,1949073.0
2021-09-25,207.4843,208.4946,206.2852,206.965,1949073.0
2021-09-26,207.4843,208.4946,206.2852,206.965,1949073.0
2021-09-27,206.7289,207.5693,205.5864,205.7469,2199324.0
2021-09-28,204.5383,206.1718,202.5082,202.9804,2654294.0
2021-09-29,203.7924,204.34,202.5838,202.9331,2109054.0
2021-09-30,204.1134,204.1842,200.2704,200.4404,2934371.0
2021-10-01,201.1013,204.3507,199.8314,203.6224,2276496.0
2021-10-02,201.1013,204.3507,199.8314,203.6224,2276496.0
2021-10-03,201.1013,204.3507,199.8314,203.6224,2276496.0
2021-10-04,203.2447,204.5383,201.2996,202.2627,2632280.0
2021-10-05,201.6962,204.9443,201.6962,203.6885,1560184.0
2021-10-06,201.8473,204.8877,201.2335,204.7649,1736021.0
2021-10-07,205.8414,207.5976,205.5675,206.1907,1852850.0
2021-10-08,206.4834,207.3049,204.6516,205.5581,1344880.0
2021-10-09,206.4834,207.3049,204.6516,205.5581,1344880.0
2021-10-10,206.4834,207.3049,204.6516,205.5581,1344880.0
2021-10-11,205.2559,206.0491,203.2542,203.2825,1355214.0
2021-10-12,203.6696,204.1795,201.9984,202.3761,1383809.0
2021-10-13,203.2825,204.595,201.0636,203.5563,1600202.0
2021-10-14,205.0482,206.5779,204.4524,206.3985,1425556.0
2021-10-15,208.0131,209.0989,207.0312,208.4097,2180601.0
2021-10-16,208.0131,209.0989,207.0312,208.4097,2180601.0
2021-10-17,208.0131,209.0989,207.0312,208.4097,2180601.0
2021-10-18,206.389,209.1178,205.6903,208.3247,1883500.0
2021-10-19,209.014,209.4672,207.2199,209.4105,1599630.0
2021-10-20,209.8354,211.214,208.5135,211.1668,1657049.0
2021-10-21,211.1479,212.3188,208.9007,211.9977,2649235.0
2021-10-22,210.5333,211.4123,205.1238,205.2748,3498592.0
2021-10-23,210.5333,211.4123,205.1238,205.2748,3498592.0
2021-10-24,210.5333,211.4123,205.1238,205.2748,3498592.0
2021-10-25,204.7177,206.7856,203.6177,205.407,2710431.0
2021-10-26,206.0302,208.1736,204.68,206.1435,2443872.0
2021-10-27,205.9358,205.9953,203.2151,203.6885,1647056.0
2021-10-28,202.4233,206.5773,202.4233,206.2946,1947870.0
2021-10-29,205.8414,208.0131,204.9538,206.4268,2615366.0
2021-10-30,205.8414,208.0131,204.9538,206.4268,2615366.0
2021-10-31,205.8414,208.0131,204.9538,206.4268,2615366.0
2021-11-01,206.5023,207.777,205.9119,207.5032,1697845.0
2021-11-02,208.2397,209.5899,207.0239,208.8534,2297369.0
2021-11-03,208.5891,210.6097,207.3332,210.3737,2057280.0
2021-11-04,210.2509,212.2999,209.6938,210.0809,2320165.0
2021-11-05,211.7333,214.9154,211.3368,213.4518,2329234.0
2021-11-06,211.7333,214.9154,211.3368,213.4518,2329234.0
2021-11-07,211.7333,214.9154,211.3368,213.4518,2329234.0
2021-11-08,215.0995,215.5102,211.8655,213.1402,1715363.0
2021-11-09,213.1122,215.5291,212.7814,215.0476,2368989.0
2021-11-10,215.5217,216.1287,213.5398,213.7579,1324945.0
2021-11-11,213.8432,213.8432,209.1918,209.5853,1595894.0
2021-11-12,210.4673,211.0362,208.1534,210.894,2184650.0
2021-11-13,210.4673,211.0362,208.1534,210.894,2184650.0
2021-11-14,210.4673,211.0362,208.1534,210.894,2184650.0
2021-11-15,211.1216,212.4595,210.1828,210.9699,1207918.0
2021-11-16,211.1121,211.738,209.6327,209.9267,1648547.0
2021-11-17,209.5664,209.8461,208.2519,209.0922,1896561.0
2021-11-18,208.1488,209.5284,207.6982,209.2914,1688332.0
2021-11-19,209.5853,209.7655,205.9438,207.1956,2096134.0
2021-11-20,209.5853,209.7655,205.9438,207.1956,2096134.0
2021-11-21,209.5853,209.7655,205.9438,207.1956,2096134.0
2021-11-22,207.0439,209.6233,206.7594,206.8637,2453069.0
2021-11-23,206.124,207.1672,204.0235,204.8343,4021450.0
2021-11-24,204.0188,204.749,200.8894,201.2402,3266034.0
2021-11-25,204.0188,204.749,200.8894,201.2402,3266034.0
2021-11-26,194.3555,198.1962,192.0986,197.447,3857777.0
2021-11-27,194.3555,198.1962,192.0986,197.447,3857777.0
2021-11-28,194.3555,198.1962,192.0986,197.447,3857777.0
2021-11-29,199.3436,199.3436,196.2996,196.9254,2598424.0
2021-11-30,195.568,195.7969,190.714,191.7856,5680329.0
2021-12-01,195.0193,195.2374,188.8838,189.1114,3123566.0
2021-12-02,190.567,194.8297,189.1872,193.4546,6004852.0
2021-12-03,193.4641,193.9098,190.6097,192.9805,3545862.0
2021-12-04,193.4641,193.9098,190.6097,192.9805,3545862.0
2021-12-05,193.4641,193.9098,190.6097,192.9805,3545862.0
2021-12-06,194.621,197.3332,194.2797,195.5883,4376615.0
2021-12-07,196.6125,198.7652,195.1237,196.4418,4786706.0
2021-12-08,194.2512,194.7159,192.0512,194.071,4997401.0
2021-12-09,194.0046,196.4513,192.4589,195.3512,4992004.0
2021-12-10,196.1478,199.1824,195.1806,198.9643,3410195.0
2021-12-11,196.1478,199.1824,195.1806,198.9643,3410195.0
2021-12-12,196.1478,199.1824,195.1806,198.9643,3410195.0
2021-12-13,198.9548,199.8557,197.8168,198.4143,2892303.0
2021-12-14,198.035,200.6049,195.2659,195.9961,3790608.0
2021-12-15,196.8177,199.5238,194.6305,198.9169,2951968.0
2021-12-16,200.3299,200.3583,198.4807,198.7746,2993212.0
2021-12-17,198.6324,199.2488,194.1279,194.5642,5586775.0
2021-12-18,198.6324,199.2488,194.1279,194.5642,5586775.0
2021-12-19,198.6324,199.2488,194.1279,194.5642,5586775.0
2021-12-20,191.6718,192.179,187.8596,189.5192,3387351.0
2021-12-21,190.752,192.2977,189.9554,191.2451,2628177.0
2021-12-22,190.8183,191.558,189.7373,191.4063,3111103.0
2021-12-23,192.696,195.6452,192.5063,194.6116,2376110.0
2021-12-24,192.696,195.6452,192.5063,194.6116,2376110.0
2021-12-25,192.696,195.6452,192.5063,194.6116,2376110.0
2021-12-26,192.696,195.6452,192.5063,194.6116,2376110.0
2021-12-27,195.0573,195.9581,194.3184,195.759,2486485.0
2021-12-28,195.7969,197.3522,195.5603,196.347,1971693.0
2021-12-29,197.1625,197.2858,195.7875,196.8022,1714622.0
2021-12-30,197.3427,198.1013,196.2142,196.4039,1273142.0
2021-12-31,196.1668,198.3763,195.7116,197.7315,1536608.0
2022-01-01,196.1668,198.3763,195.7116,197.7315,1536608.0
2022-01-02,196.1668,198.3763,195.7116,197.7315,1536608.0
2022-01-03,197.1151,198.528,194.934,196.1099,2580319.0
2022-01-04,196.0215,198.7177,195.0193,198.1962,3256352.0
2022-01-05,198.7035,204.436,198.31,200.1497,4088544.0
2022-01-06,200.8514,203.2696,199.7324,199.9221,3270381.0
2022-01-07,201.1833,206.0766,200.6333,204.5972,3056849.0
2022-01-08,201.1833,206.0766,200.6333,204.5972,3056849.0
2022-01-09,201.1833,206.0766,200.6333,204.5972,3056849.0
2022-01-10,204.5214,205.2705,200.9083,202.4256,3453916.0
2022-01-11,203.336,205.7731,200.5859,205.1283,3529470.0
2022-01-12,206.2473,207.8594,206.1145,206.968,3104952.0
2022-01-13,207.1103,210.4198,206.7973,208.087,3082748.0
2022-01-14,206.3611,206.7025,204.2274,206.399,3343058.0
2022-01-15,206.3611,206.7025,204.2274,206.399,3343058.0
2022-01-16,206.3611,206.7025,204.2274,206.399,3343058.0
2022-01-17,206.3611,206.7025,204.2274,206.399,3343058.0
2022-01-18,203.7722,204.7774,201.0932,202.5489,3055230.0
2022-01-19,203.3265,203.6679,199.7135,199.8367,2614766.0
2022-01-20,200.7376,203.3644,197.9354,198.1203,2568693.0
2022-01-21,198.4427,198.7652,194.365,194.4978,4440824.0
2022-01-22,198.4427,198.7652,194.365,194.4978,4440824.0
2022-01-23,198.4427,198.7652,194.365,194.4978,4440824.0
2022-01-24,193.6443,194.1943,188.6941,193.8814,5464828.0
2022-01-25,190.3347,193.2555,187.6794,191.8425,5237794.0
2022-01-26,192.6509,195.2422,188.4476,190.2778,3387572.0
2022-01-27,192.5727,194.2402,188.9597,190.2778,2755006.0
2022-01-28,190.0218,191.6054,185.9156,191.5485,3392298.0
2022-01-29,190.0218,191.6054,185.9156,191.5485,3392298.0
2022-01-30,190.0218,191.6054,185.9156,191.5485,3392298.0
2022-01-31,190.1925,194.384,189.0071,193.9098,3297761.0
2022-02-01,193.3883,195.1806,191.0933,194.7254,3053276.0
2022-02-02,194.8012,197.0961,194.0615,196.8211,2835943.0
2022-02-03,189.8128,190.6097,181.6767,181.8284,8679876.0
2022-02-04,181.9517,182.8241,178.3102,181.6008,5479941.0
2022-02-05,181.9517,182.8241,178.3102,181.6008,5479941.0
2022-02-06,181.9517,182.8241,178.3102,181.6008,5479941.0
2022-02-07,182.2172,184.5311,180.9465,182.5301,3457837.0
2022-02-08,182.5301,184.9768,181.1741,184.5026,2735815.0
2022-02-09,185.982,186.8307,184.6259,186.4561,3210659.0
2022-02-10,184.0759,186.7865,181.1456,181.8379,3659592.0
2022-02-11,181.8948,182.9189,176.9047,177.3239,5323489.0
2022-02-12,181.8948,182.9189,176.9047,177.3239,5323489.0
2022-02-13,181.8948,182.9189,176.9047,177.3239,5323489.0
2022-02-14,177.6938,178.68,175.0006,177.0394,3156940.0
2022-02-15,178.4524,180.112,176.8877,179.7326,2873460.0
2022-02-16,179.7421,179.9887,177.1438,179.2869,3085564.0
2022-02-17,177.7886,178.1678,174.773,175.048,3075953.0
2022-02-18,174.4221,175.4937,172.0134,172.7152,5038397.0
2022-02-19,174.4221,175.4937,172.0134,172.7152,5038397.0
2022-02-20,174.4221,175.4937,172.0134,172.7152,5038397.0
2022-02-21,174.4221,175.4937,172.0134,172.7152,5038397.0
2022-02-22,173.654,175.7023,171.5867,173.1229,4008122.0
2022-02-23,174.0807,174.3747,169.5573,169.709,3582435.0
2022-02-24,166.8198,174.2001,166.3144,173.8664,5899657.0
2022-02-25,173.6375,180.7127,173.6089,179.7973,5001199.0
2022-02-26,173.6375,180.7127,173.6089,179.7973,5001199.0
2022-02-27,173.6375,180.7127,173.6089,179.7973,5001199.0
2022-02-28,177.404,181.1132,177.404,180.932,4111058.0
2022-03-01,177.9761,181.0274,174.429,175.0678,5463161.0
2022-03-02,176.727,179.5017,175.6018,177.7759,5340717.0
2022-03-03,180.6651,182.9297,178.4243,178.8057,5022911.0
2022-03-04,177.0226,178.9487,175.9451,178.7199,5085722.0
2022-03-05,177.0226,178.9487,175.9451,178.7199,5085722.0
2022-03-06,177.0226,178.9487,175.9451,178.7199,5085722.0
2022-03-07,178.348,178.5959,173.5613,173.6948,3533784.0
2022-03-08,173.7234,178.3289,173.6566,174.7246,4575023.0
2022-03-09,177.6996,178.5291,176.2979,176.7842,2899407.0
2022-03-10,174.0571,176.5077,173.752,175.7925,2455436.0
2022-03-11,177.7186,178.2431,173.5708,173.771,2725571.0
2022-03-12,177.7186,178.2431,173.5708,173.771,2725571.0
2022-03-13,177.7186,178.2431,173.5708,173.771,2725571.0
2022-03-14,174.9439,176.603,174.2287,174.6864,3002074.0
2022-03-15,176.5267,179.4207,176.2044,179.0631,3922915.0
2022-03-16,180.789,182.3623,177.8521,182.1526,4132940.0
2022-03-17,180.8367,183.6591,180.4076,183.0107,3153510.0
2022-03-18,182.8582,185.8618,180.9797,185.6711,8748601.0
2022-03-19,182.8582,185.8618,180.9797,185.6711,8748601.0
2022-03-20,182.8582,185.8618,180.9797,185.6711,8748601.0
2022-03-21,184.5745,185.3755,182.6198,184.0501,3500793.0
2022-03-22,184.1645,186.8153,184.1645,185.9667,2369457.0
2022-03-23,185.4041,185.8999,183.087,183.4017,1816058.0
2022-03-24,184.2026,185.6711,183.1252,185.6425,2197837.0
2022-03-25,186.2718,189.1419,186.2432,188.5984,2543341.0
2022-03-26,186.2718,189.1419,186.2432,188.5984,2543341.0
2022-03-27,186.2718,189.1419,186.2432,188.5984,2543341.0
2022-03-28,187.9309,188.1693,185.2229,187.95,3270571.0
2022-03-29,189.8285,190.1241,185.776,188.36,3350349.0
2022-03-30,187.9595,188.9703,186.596,187.4065,2427649.0
2022-03-31,187.5305,188.9989,185.509,185.5376,3276021.0
2022-04-01,186.7962,186.9965,184.5078,186.9202,2286690.0
2022-04-02,186.7962,186.9965,184.5078,186.9202,2286690.0
2022-04-03,186.7962,186.9965,184.5078,186.9202,2286690.0
2022-04-04,186.2527,187.4923,184.4506,186.9583,2051246.0
2022-04-05,185.5948,187.3398,184.1168,184.6317,2293764.0
2022-04-06,183.0012,186.0048,182.2479,184.6222,2942568.0
2022-04-07,183.5542,184.6026,179.6829,183.7449,2201507.0
2022-04-08,184.031,184.399,180.9893,181.323,2877835.0
2022-04-09,184.031,184.399,180.9893,181.323,2877835.0
2022-04-10,184.031,184.399,180.9893,181.323,2877835.0
2022-04-11,181.4279,182.3623,179.9594,180.4743,2700765.0
2022-04-12,182.0286,183.9261,181.1704,182.1144,3098751.0
2022-04-13,182.9154,185.9476,182.4291,185.795,2391299.0
2022-04-14,186.1002,187.5591,185.8522,186.1192,4275787.0
2022-04-15,186.1002,187.5591,185.8522,186.1192,4275787.0
2022-04-16,186.1002,187.5591,185.8522,186.1192,4275787.0
2022-04-17,186.1002,187.5591,185.8522,186.1192,4275787.0
2022-04-18,185.2611,186.7772,182.2527,183.1442,1957966.0
2022-04-19,184.0978,188.1884,183.621,188.0358,3340660.0
2022-04-20,188.9703,190.2289,186.9011,187.2158,2622963.0
2022-04-21,188.7605,191.2683,186.3767,186.8344,2418313.0
2022-04-22,185.5567,185.5757,181.5042,181.7711,3040800.0
2022-04-23,185.5567,185.5757,181.5042,181.7711,3040800.0
2022-04-24,185.5567,185.5757,181.5042,181.7711,3040800.0
2022-04-25,181.4851,182.9821,178.6245,182.9058,2397533.0
2022-04-26,180.7032,181.9857,178.8533,178.9487,2848994.0
2022-04-27,177.7759,180.0071,177.1275,177.69,3053472.0
2022-04-28,179.0536,181.8093,176.6412,181.0941,3429085.0
2022-04-29,190.8869,192.6032,183.907,184.5173,7248712.0
2022-04-30,190.8869,192.6032,183.907,184.5173,7248712.0
2022-05-01,190.8869,192.6032,183.907,184.5173,7248712.0
2022-05-02,185.4518,191.5838,183.0107,187.7212,7099626.0
2022-05-03,187.1967,189.1324,186.1764,187.8833,5359761.0
2022-05-04,188.3124,196.8035,188.1789,196.2838,5483655.0
2022-05-05,194.2338,195.1587,187.3398,188.6747,5759026.0
2022-05-06,188.1121,188.2456,184.1836,186.3481,3624831.0
2022-05-07,188.1121,188.2456,184.1836,186.3481,3624831.0
2022-05-08,188.1121,188.2456,184.1836,186.3481,3624831.0
2022-05-09,186.043,186.7009,183.4207,184.9464,3781393.0
2022-05-10,187.1586,188.074,183.2873,185.7188,4767477.0
2022-05-11,185.776,187.7116,182.5244,183.0966,3283946.0
2022-05-12,183.0391,186.6524,180.8443,184.8984,3990482.0
2022-05-13,185.3681,186.844,182.9912,185.4831,3237414.0
2022-05-14,185.3681,186.844,182.9912,185.4831,3237414.0
2022-05-15,185.3681,186.844,182.9912,185.4831,3237414.0
2022-05-16,185.5502,187.1699,184.333,185.8952,2624245.0
2022-05-17,187.8216,191.732,187.6587,190.7831,2723983.0
2022-05-18,189.5377,190.4285,185.2147,185.8089,3185867.0
2022-05-19,184.0455,187.0932,180.298,184.6397,3126270.0
2022-05-20,185.4831,186.13,178.0553,181.8603,3884143.0
2022-05-21,185.4831,186.13,178.0553,181.8603,3884143.0
2022-05-22,185.4831,186.13,178.0553,181.8603,3884143.0
2022-05-23,183.9304,184.1892,180.6622,181.6973,3726022.0
2022-05-24,181.4386,182.8283,177.2023,182.0615,2842360.0
2022-05-25,181.2565,183.2211,178.9371,182.5216,2512134.0
2022-05-26,183.3266,186.1061,183.2404,185.071,2238663.0
2022-05-27,186.8824,188.2242,185.9719,188.1858,2246473.0
2022-05-28,186.8824,188.2242,185.9719,188.1858,2246473.0
2022-05-29,186.8824,188.2242,185.9719,188.1858,2246473.0
2022-05-30,186.8824,188.2242,185.9719,188.1858,2246473.0
2022-05-31,185.5118,187.2657,183.6046,185.5693,3503484.0
2022-06-01,186.4128,186.6236,182.4736,183.9304,2361281.0
2022-06-02,185.7323,189.0005,184.0742,188.8471,2510823.0
2022-06-03,187.2274,188.0142,185.5599,186.7194,2254927.0
2022-06-04,187.2274,188.0142,185.5599,186.7194,2254927.0
2022-06-05,187.2274,188.0142,185.5599,186.7194,2254927.0
2022-06-06,188.4159,188.78,186.4032,187.0741,1586153.0
2022-06-07,185.5789,189.7576,184.1605,189.403,2130094.0
2022-06-08,188.4638,188.6938,185.5692,186.4319,1688848.0
2022-06-09,185.2051,187.4469,183.8729,184.0263,1674875.0
2022-06-10,180.4849,180.8443,178.4674,178.5345,2878722.0
2022-06-11,180.4849,180.8443,178.4674,178.5345,2878722.0
2022-06-12,180.4849,180.8443,178.4674,178.5345,2878722.0
2022-06-13,174.7775,178.3764,174.7488,176.7519,4764371.0
2022-06-14,177.4419,179.2438,174.8542,175.6593,3452469.0
2022-06-15,176.7519,179.493,175.1801,177.279,2979292.0
2022-06-16,174.2887,174.8159,171.5956,172.4006,4428300.0
2022-06-17,171.9406,174.7871,170.7809,172.2281,5633629.0
2022-06-18,171.9406,174.7871,170.7809,172.2281,5633629.0
2022-06-19,171.9406,174.7871,170.7809,172.2281,5633629.0
2022-06-20,171.9406,174.7871,170.7809,172.2281,5633629.0
2022-06-21,174.1929,174.3462,171.9502,173.0045,2935559.0
2022-06-22,171.0397,172.2952,168.8449,170.34,2907187.0
2022-06-23,169.8608,171.1835,165.73,167.3114,3333352.0
2022-06-24,169.1516,172.6498,168.3944,172.5348,4155299.0
2022-06-25,169.1516,172.6498,168.3944,172.5348,4155299.0
2022-06-26,169.1516,172.6498,168.3944,172.5348,4155299.0
2022-06-27,173.4645,173.6083,170.0238,170.8768,2600743.0
2022-06-28,172.0077,173.915,168.4424,168.6341,3181187.0
2022-06-29,168.7299,169.142,164.2828,165.9984,2428327.0
2022-06-30,164.1391,167.1677,163.104,166.583,2872210.0
2022-07-01,166.4297,168.0782,164.4362,167.829,1973132.0
2022-07-02,166.4297,168.0782,164.4362,167.829,1973132.0
2022-07-03,166.4297,168.0782,164.4362,167.829,1973132.0
2022-07-04,166.4297,168.0782,164.4362,167.829,1973132.0
2022-07-05,166.5064,166.5064,161.9347,164.9346,3346030.0
