,CW US Equity,CW US Equity,CW US Equity,CW US Equity,CW US Equity
2022-05-31,141.9367,143.027,140.4301,140.7275,374065.0
2022-06-01,141.6294,143.4829,139.5083,140.9653,215097.0
2022-06-02,141.5402,143.5622,140.9356,143.4433,192578.0
2022-06-03,142.5413,143.6911,140.2616,141.6195,354124.0
2022-06-04,142.5413,143.6911,140.2616,141.6195,354124.0
2022-06-05,142.5413,143.6911,140.2616,141.6195,354124.0
2022-06-06,142.6107,143.0567,140.0039,142.4125,131748.0
2022-06-07,140.9852,146.5457,140.0733,146.3772,191924.0
2022-06-08,144.8409,145.9906,143.2351,143.3244,139401.0
2022-06-09,142.5017,143.2946,141.2349,141.3123,133198.0
2022-06-10,139.1218,140.0535,136.5447,136.5645,131899.0
2022-06-11,139.1218,140.0535,136.5447,136.5645,131899.0
2022-06-12,139.1218,140.0535,136.5447,136.5645,131899.0
2022-06-13,133.809,133.809,130.3498,131.4401,160988.0
2022-06-14,132.0051,132.6791,130.0029,132.6791,292558.0
2022-06-15,133.5513,134.0568,130.4985,131.678,473553.0
2022-06-16,129.4347,129.4347,124.0747,124.8886,339429.0
2022-06-17,126.2485,127.6282,123.4494,124.5214,640148.0
2022-06-18,126.2485,127.6282,123.4494,124.5214,640148.0
2022-06-19,126.2485,127.6282,123.4494,124.5214,640148.0
2022-06-20,126.2485,127.6282,123.4494,124.5214,640148.0
2022-06-21,126.6654,131.0924,124.0499,130.4968,303836.0
2022-06-22,127.9855,131.0725,127.9855,129.792,263181.0
2022-06-23,129.7623,130.7849,125.7621,127.38,140437.0
2022-06-24,128.2436,130.8541,128.2436,130.2288,367801.0
2022-06-25,128.2436,130.8541,128.2436,130.2288,367801.0
2022-06-26,128.2436,130.8541,128.2436,130.2288,367801.0
2022-06-27,130.0303,132.4621,129.266,131.0626,197723.0
2022-06-28,132.4522,134.9933,130.0253,130.1792,112838.0
2022-06-29,130.3082,130.3082,128.3131,129.127,104650.0
2022-06-30,128.1642,131.8964,128.1642,131.0824,114209.0
2022-07-01,130.9236,133.0081,129.9608,132.5217,94074.0
2022-07-02,130.9236,133.0081,129.9608,132.5217,94074.0
2022-07-03,130.9236,133.0081,129.9608,132.5217,94074.0
2022-07-04,130.9236,133.0081,129.9608,132.5217,94074.0
2022-07-05,129.6829,130.2288,125.375,128.6109,195178.0
2022-07-06,129.256,131.6085,126.715,130.0402,187220.0
2022-07-07,130.9534,132.5713,129.8318,130.3678,172270.0
2022-07-08,130.1196,131.8765,128.3627,130.1395,83729.0
2022-07-09,130.1196,131.8765,128.3627,130.1395,83729.0
2022-07-10,130.1196,131.8765,128.3627,130.1395,83729.0
2022-07-11,128.2535,131.1221,127.9359,130.0303,186883.0
2022-07-12,130.0303,131.8567,129.2809,129.931,106784.0
2022-07-13,128.5017,129.7821,126.8986,127.0227,142947.0
2022-07-14,124.978,128.7895,124.978,127.1716,195075.0
2022-07-15,128.9086,128.9086,126.6654,127.8763,130536.0
2022-07-16,128.9086,128.9086,126.6654,127.8763,130536.0
2022-07-17,128.9086,128.9086,126.6654,127.8763,130536.0
2022-07-18,129.6332,130.2288,127.658,127.8962,159787.0
2022-07-19,127.4495,133.9093,127.4495,133.5838,124073.0
2022-07-20,132.4919,135.5888,132.4026,135.1223,138773.0
2022-07-21,133.961,135.7377,133.4572,135.6881,79253.0
2022-07-22,136.1347,137.2068,135.0826,135.7079,81867.0
2022-07-23,136.1347,137.2068,135.0826,135.7079,81867.0
2022-07-24,136.1347,137.2068,135.0826,135.7079,81867.0
2022-07-25,135.6186,137.3259,135.3804,136.363,117935.0
2022-07-26,135.3407,137.1215,135.3407,136.7204,97426.0
2022-07-27,138.2093,138.6659,136.1447,137.5542,104677.0
2022-07-28,137.574,140.9985,137.574,140.5022,82394.0
2022-07-29,139.6982,143.3708,139.4798,142.3782,132219.0
2022-07-30,139.6982,143.3708,139.4798,142.3782,132219.0
2022-07-31,139.6982,143.3708,139.4798,142.3782,132219.0
2022-08-01,142.0109,142.6263,140.2441,141.5742,164710.0
2022-08-02,142.0705,142.3782,140.1845,140.2739,134459.0
2022-08-03,141.4848,141.7584,138.3582,140.9191,178924.0
2022-08-04,141.4154,146.8151,139.9463,144.949,257011.0
2022-08-05,144.016,144.4626,141.1771,143.4303,221956.0
2022-08-06,144.016,144.4626,141.1771,143.4303,221956.0
2022-08-07,144.016,144.4626,141.1771,143.4303,221956.0
2022-08-08,143.4303,144.81,142.7355,143.877,284323.0
2022-08-09,142.9737,143.475,140.9786,142.1102,150715.0
2022-08-10,144.2244,144.7406,142.4774,142.9737,156553.0
2022-08-11,142.7454,144.1748,142.4973,143.1127,103304.0
2022-08-12,143.48,146.4578,143.4204,146.3684,69151.0
2022-08-13,143.48,146.4578,143.4204,146.3684,69151.0
2022-08-14,143.48,146.4578,143.4204,146.3684,69151.0
2022-08-15,145.8126,148.4727,145.8126,147.6588,109216.0
2022-08-16,147.5794,148.5422,147.2221,147.9566,74428.0
2022-08-17,146.8747,150.3884,145.9714,148.5025,158462.0
2022-08-18,148.969,149.6738,147.8375,149.2668,97969.0
2022-08-19,148.8896,148.9393,147.0831,148.2345,110341.0
2022-08-20,148.8896,148.9393,147.0831,148.2345,110341.0
2022-08-21,148.8896,148.9393,147.0831,148.2345,110341.0
2022-08-22,146.696,147.2419,144.1946,144.413,70270.0
2022-08-23,143.7976,145.5856,142.944,144.949,92796.0
2022-08-24,149.3561,150.5324,147.5794,149.8227,303054.0
2022-08-25,149.7433,152.3042,149.7433,151.927,103995.0
2022-08-26,151.7582,152.3935,146.9094,147.0434,131034.0
2022-08-27,151.7582,152.3935,146.9094,147.0434,131034.0
2022-08-28,151.7582,152.3935,146.9094,147.0434,131034.0
2022-08-29,146.0905,148.165,145.2418,147.7581,140227.0
2022-08-30,147.8176,148.1055,146.021,147.6787,287474.0
2022-08-31,147.2518,147.7531,145.0284,146.1004,237444.0
2022-09-01,145.6935,145.6935,142.7256,143.6189,227141.0
2022-09-02,144.6612,145.4255,140.2143,140.6411,175384.0
2022-09-03,144.6612,145.4255,140.2143,140.6411,175384.0
2022-09-04,144.6612,145.4255,140.2143,140.6411,175384.0
2022-09-05,144.6612,145.4255,140.2143,140.6411,175384.0
2022-09-06,141.733,143.3906,140.9191,143.1326,257300.0
2022-09-07,142.3683,147.9665,142.3683,147.5198,224739.0
2022-09-08,146.6761,147.6191,145.356,147.2121,206742.0
2022-09-09,147.9367,151.2222,147.7283,150.5175,179232.0
2022-09-10,147.9367,151.2222,147.7283,150.5175,179232.0
2022-09-11,147.9367,151.2222,147.7283,150.5175,179232.0
2022-09-12,150.9344,153.0685,149.5795,152.2744,239257.0
2022-09-13,149.8822,151.0535,144.81,145.4751,326372.0
2022-09-14,145.3858,148.0757,144.284,148.0558,186418.0
2022-09-15,147.8077,148.1948,145.2917,145.9416,110611.0
2022-09-16,144.2542,144.6016,142.537,143.9266,422174.0
2022-09-17,144.2542,144.6016,142.537,143.9266,422174.0
2022-09-18,144.2542,144.6016,142.537,143.9266,422174.0
2022-09-19,142.5668,146.2195,142.5668,144.9887,144000.0
2022-09-20,144.0457,144.9441,141.8819,144.0358,201060.0
2022-09-21,145.8026,147.4305,141.9216,141.9216,154666.0
2022-09-22,141.6139,143.47,139.5096,142.7157,197553.0
2022-09-23,140.7007,140.8595,135.2017,137.6733,210887.0
2022-09-24,140.7007,140.8595,135.2017,137.6733,210887.0
2022-09-25,140.7007,140.8595,135.2017,137.6733,210887.0
2022-09-26,137.0479,139.6088,136.4623,136.7799,188110.0
2022-09-27,137.9909,139.3111,135.2216,136.0256,135932.0
2022-09-28,136.8792,140.8,135.4201,140.0158,181644.0
2022-09-29,138.4553,139.8468,136.378,139.2604,180321.0
2022-09-30,139.5586,141.6459,138.2118,138.3162,285500.0
2022-10-01,139.5586,141.6459,138.2118,138.3162,285500.0
2022-10-02,139.5586,141.6459,138.2118,138.3162,285500.0
2022-10-03,140.7215,142.9678,139.6083,141.8248,226750.0
2022-10-04,143.7232,149.6769,143.7232,149.5576,280547.0
2022-10-05,147.8381,149.6321,146.5112,148.1065,158384.0
2022-10-06,147.8778,148.7028,146.7646,147.689,150161.0
2022-10-07,147.3212,147.3212,145.6614,146.7547,110847.0
2022-10-08,147.3212,147.3212,145.6614,146.7547,110847.0
2022-10-09,147.3212,147.3212,145.6614,146.7547,110847.0
2022-10-10,148.0766,149.7763,146.7646,147.53,145769.0
2022-10-11,147.5498,150.2434,146.8243,148.832,221622.0
2022-10-12,147.8679,148.9115,147.2964,147.7188,227870.0
2022-10-13,145.4328,152.8674,145.2837,150.9789,237756.0
2022-10-14,150.9789,152.122,147.2616,147.361,176650.0
2022-10-15,150.9789,152.122,147.2616,147.361,176650.0
2022-10-16,150.9789,152.122,147.2616,147.361,176650.0
2022-10-17,149.5775,155.7101,149.5775,155.223,259475.0
2022-10-18,157.2705,160.2225,156.2567,159.5069,185296.0
2022-10-19,158.344,161.942,158.2744,160.6599,169764.0
2022-10-20,161.4848,163.5423,158.9702,159.7057,210607.0
2022-10-21,159.6759,164.5561,158.8092,163.6317,159896.0
2022-10-22,159.6759,164.5561,158.8092,163.6317,159896.0
2022-10-23,159.6759,164.5561,158.8092,163.6317,159896.0
2022-10-24,165.0829,165.0829,163.0801,164.7946,236743.0
2022-10-25,164.9934,168.9592,164.6257,167.3689,245929.0
2022-10-26,167.5081,167.5081,163.8106,163.9498,275396.0
2022-10-27,164.9934,166.6384,163.6715,164.7251,303993.0
2022-10-28,164.4169,168.348,163.6914,168.1144,237476.0
2022-10-29,164.4169,168.348,163.6914,168.1144,237476.0
2022-10-30,164.4169,168.348,163.6914,168.1144,237476.0
2022-10-31,166.862,167.7466,165.7091,166.8123,305444.0
2022-11-01,168.2138,168.3082,166.5837,166.7626,131475.0
2022-11-02,165.6792,168.9294,163.1944,163.9498,187936.0
2022-11-03,160.3716,167.9652,157.5382,166.2855,317367.0
2022-11-04,166.7925,172.0007,166.3849,170.7583,294582.0
2022-11-05,166.7925,172.0007,166.3849,170.7583,294582.0
2022-11-06,166.7925,172.0007,166.3849,170.7583,294582.0
2022-11-07,170.8179,172.9002,169.2574,172.8654,247051.0
2022-11-08,173.8494,177.1095,172.3287,174.4855,147554.0
2022-11-09,173.8196,175.4099,172.7461,174.0879,123296.0
2022-11-10,178.6998,178.6998,171.9808,172.3386,274673.0
2022-11-11,171.0366,171.2652,165.8681,166.1365,359225.0
2022-11-12,171.0366,171.2652,165.8681,166.1365,359225.0
2022-11-13,171.0366,171.2652,165.8681,166.1365,359225.0
2022-11-14,166.6632,171.1857,165.8134,168.6114,232654.0
2022-11-15,169.7146,174.7439,168.7406,174.0879,314293.0
2022-11-16,174.237,174.6147,172.7511,173.3624,98599.0
2022-11-17,171.9311,174.1973,170.5694,173.9488,144942.0
2022-11-18,175.1316,176.3243,174.078,174.3464,132513.0
2022-11-19,175.1316,176.3243,174.078,174.3464,132513.0
2022-11-20,175.1316,176.3243,174.078,174.3464,132513.0
2022-11-21,174.3066,176.0659,173.5413,174.3364,153052.0
2022-11-22,175.0329,177.8189,175.0329,176.9334,120397.0
2022-11-23,177.1125,178.2924,176.7344,177.1622,75848.0
2022-11-24,177.1125,178.2924,176.7344,177.1622,75848.0
2022-11-25,177.9881,179.3811,177.4856,178.4358,31444.0
2022-11-26,177.9881,179.3811,177.4856,178.4358,31444.0
2022-11-27,177.9881,179.3811,177.4856,178.4358,31444.0
2022-11-28,176.6647,178.5155,176.4757,176.804,161876.0
2022-11-29,176.1473,177.4397,174.5553,174.5752,180938.0
2022-11-30,174.8239,175.7692,173.5183,175.7692,254460.0
2022-12-01,177.0329,178.6125,175.4906,177.6,359448.0
2022-12-02,176.2767,181.6398,176.2319,179.4508,261328.0
2022-12-03,176.2767,181.6398,176.2319,179.4508,261328.0
2022-12-04,176.2767,181.6398,176.2319,179.4508,261328.0
2022-12-05,177.6398,177.6398,175.6747,175.9583,113184.0
2022-12-06,176.8438,177.9234,171.3812,173.8588,259011.0
2022-12-07,173.6996,175.3314,171.6101,171.63,181581.0
2022-12-08,172.6051,173.9583,170.0678,170.9334,166490.0
2022-12-09,171.1424,172.6051,168.829,168.9036,91136.0
2022-12-10,171.1424,172.6051,168.829,168.9036,91136.0
2022-12-11,171.1424,172.6051,168.829,168.9036,91136.0
2022-12-12,167.5603,170.1076,167.5603,168.8638,176597.0
2022-12-13,171.0827,171.3314,168.6797,169.1325,214999.0
2022-12-14,169.3713,170.232,167.1424,168.7743,155262.0
2022-12-15,167.6698,167.6698,164.5057,164.844,120975.0
2022-12-16,163.6499,164.6947,162.4858,164.5256,668877.0
2022-12-17,163.6499,164.6947,162.4858,164.5256,668877.0
2022-12-18,163.6499,164.6947,162.4858,164.5256,668877.0
2022-12-19,165.1325,166.3017,163.3216,164.6848,195894.0
2022-12-20,165.043,167.4409,164.7196,165.0131,183739.0
2022-12-21,165.5305,167.4509,165.5305,166.7444,220011.0
2022-12-22,166.0977,166.5056,161.1624,162.3863,174763.0
2022-12-23,162.9534,164.7793,162.6151,164.1773,123906.0
2022-12-24,162.9534,164.7793,162.6151,164.1773,123906.0
2022-12-25,162.9534,164.7793,162.6151,164.1773,123906.0
2022-12-26,162.9534,164.7793,162.6151,164.1773,123906.0
2022-12-27,164.6251,166.4658,164.4858,165.3315,100198.0
2022-12-28,165.0728,165.4211,163.431,163.431,91857.0
2022-12-29,163.9982,165.9086,163.6798,165.5604,94849.0
2022-12-30,165.2519,167.1623,164.0181,166.1574,94792.0
2022-12-31,165.2519,167.1623,164.0181,166.1574,94792.0
2023-01-01,165.2519,167.1623,164.0181,166.1574,94792.0
2023-01-02,165.2519,167.1623,164.0181,166.1574,94792.0
2023-01-03,165.7992,166.9036,162.7544,164.2171,205050.0
2023-01-04,163.9186,166.6201,163.4609,164.237,165978.0
2023-01-05,163.8788,165.2818,163.3713,163.5305,190251.0
2023-01-06,165.1325,169.4509,164.9086,169.1126,253536.0
2023-01-07,165.1325,169.4509,164.9086,169.1126,253536.0
2023-01-08,165.1325,169.4509,164.9086,169.1126,253536.0
2023-01-09,169.7096,169.7096,164.038,164.1972,179248.0
2023-01-10,164.8241,166.4559,163.3216,165.7892,218735.0
2023-01-11,166.3564,167.9832,165.8191,167.3414,135803.0
2023-01-12,167.3315,167.4011,165.8599,166.9534,187736.0
2023-01-13,165.1723,166.8937,164.3763,165.0529,150638.0
2023-01-14,165.1723,166.8937,164.3763,165.0529,150638.0
2023-01-15,165.1723,166.8937,164.3763,165.0529,150638.0
2023-01-16,165.1723,166.8937,164.3763,165.0529,150638.0
2023-01-17,165.7096,166.9335,164.7544,164.9236,139180.0
2023-01-18,165.0728,165.3813,158.6948,158.7246,240998.0
2023-01-19,158.1475,159.2918,156.7943,156.8042,185358.0
2023-01-20,157.8988,158.4361,156.2868,158.3963,210345.0
2023-01-21,157.8988,158.4361,156.2868,158.3963,210345.0
2023-01-22,157.8988,158.4361,156.2868,158.3963,210345.0
2023-01-23,158.9734,158.9734,156.058,157.2819,188888.0
2023-01-24,156.0779,159.9485,155.9784,159.2022,281711.0
2023-01-25,158.5455,162.9435,158.0779,161.6898,202300.0
2023-01-26,162.3465,162.7942,160.5654,161.4112,122251.0
2023-01-27,161.65,162.8241,159.0828,159.5206,178782.0
2023-01-28,161.65,162.8241,159.0828,159.5206,178782.0
2023-01-29,161.65,162.8241,159.0828,159.5206,178782.0
2023-01-30,160.1276,162.3514,159.3117,161.4609,150109.0
2023-01-31,162.5654,164.9932,161.3913,164.9733,248660.0
2023-02-01,164.3664,166.1524,162.4957,165.3912,259205.0
2023-02-02,165.3912,167.2519,164.6748,166.6549,260638.0
2023-02-03,166.4658,169.7792,166.1922,168.7842,259588.0
2023-02-04,166.4658,169.7792,166.1922,168.7842,259588.0
2023-02-05,166.4658,169.7792,166.1922,168.7842,259588.0
2023-02-06,168.3564,170.6847,168.1673,169.4011,158088.0
2023-02-07,169.3912,172.4061,167.9534,172.1374,159187.0
2023-02-08,170.7742,171.1026,169.1225,169.5006,119654.0
2023-02-09,170.3066,170.8091,167.1225,167.5006,185016.0
2023-02-10,167.5106,170.5056,167.3265,170.1175,125208.0
2023-02-11,167.5106,170.5056,167.3265,170.1175,125208.0
2023-02-12,167.5106,170.5056,167.3265,170.1175,125208.0
2023-02-13,170.7046,171.7941,170.1524,170.5354,90564.0
2023-02-14,170.1573,171.7096,169.1424,169.4509,105761.0
2023-02-15,168.7942,170.8439,167.6598,170.6847,203697.0
2023-02-16,169.3315,172.1772,168.2569,170.9135,129025.0
2023-02-17,170.9334,173.9085,170.9334,173.4807,137205.0
2023-02-18,170.9334,173.9085,170.9334,173.4807,137205.0
2023-02-19,170.9334,173.9085,170.9334,173.4807,137205.0
2023-02-20,170.9334,173.9085,170.9334,173.4807,137205.0
2023-02-21,173.1324,173.1324,170.2369,171.212,190127.0
2023-02-22,174.5055,179.993,171.6598,177.4408,429921.0
2023-02-23,178.3164,181.6398,175.0279,177.6199,293982.0
2023-02-24,176.6946,177.7194,175.1822,176.6349,207323.0
2023-02-25,176.6946,177.7194,175.1822,176.6349,207323.0
2023-02-26,176.6946,177.7194,175.1822,176.6349,207323.0
2023-02-27,177.5304,178.3264,175.1225,175.7991,147239.0
2023-02-28,176.0777,177.3115,173.7593,173.9185,195922.0
2023-03-01,173.411,176.1573,173.0478,175.1324,126646.0
2023-03-02,174.7045,178.1274,174.5752,177.8886,112312.0
2023-03-03,178.8339,178.8339,175.406,176.7841,204390.0
2023-03-04,178.8339,178.8339,175.406,176.7841,204390.0
2023-03-05,178.8339,178.8339,175.406,176.7841,204390.0
2023-03-06,176.1672,177.4209,174.3016,175.9782,188663.0
2023-03-07,176.4259,177.4906,175.0379,175.1523,154447.0
2023-03-08,175.1324,176.8737,172.6449,173.9782,126761.0
2023-03-09,175.0429,175.421,171.3414,171.7892,111599.0
2023-03-10,171.3713,172.9334,168.6549,169.5802,144104.0
2023-03-11,171.3713,172.9334,168.6549,169.5802,144104.0
2023-03-12,171.3713,172.9334,168.6549,169.5802,144104.0
2023-03-13,167.1623,168.6051,165.0529,166.3066,125258.0
2023-03-14,169.3215,171.6897,168.3166,169.6897,145456.0
2023-03-15,166.9832,167.4907,162.1773,164.9136,150713.0
2023-03-16,163.2221,169.5703,162.7176,168.8837,159701.0
2023-03-17,168.227,168.227,163.3017,163.4708,305826.0
2023-03-18,168.227,168.227,163.3017,163.4708,305826.0
2023-03-19,168.227,168.227,163.3017,163.4708,305826.0
2023-03-20,165.2818,168.9633,165.2818,168.6847,116890.0
2023-03-21,170.9434,171.5553,168.9036,170.7245,172599.0
2023-03-22,170.814,171.7295,167.3514,167.5006,133822.0
2023-03-23,167.222,168.7494,165.5305,166.2967,93533.0
2023-03-24,165.1723,169.8937,165.0678,169.0827,135051.0
2023-03-25,165.1723,169.8937,165.0678,169.0827,135051.0
2023-03-26,165.1723,169.8937,165.0678,169.0827,135051.0
2023-03-27,170.5056,171.7096,169.6864,170.8538,114586.0
2023-03-28,170.7742,172.4061,170.6349,171.3215,115763.0
2023-03-29,172.6349,173.2717,170.9931,172.6548,131067.0
2023-03-30,174.2586,174.4777,172.2464,173.8003,91453.0
2023-03-31,175.3543,176.3753,174.3084,175.5734,164307.0
2023-04-01,175.3543,176.3753,174.3084,175.5734,164307.0
2023-04-02,175.3543,176.3753,174.3084,175.5734,164307.0
2023-04-03,175.3144,177.9939,173.4917,177.6055,129062.0
2023-04-04,177.6154,177.6553,172.9437,173.1728,94015.0
2023-04-05,172.4357,174.3572,172.0372,173.1728,169423.0
2023-04-06,173.8302,175.1849,172.0572,172.6548,107127.0
2023-04-07,173.8302,175.1849,172.0572,172.6548,107127.0
2023-04-08,173.8302,175.1849,172.0572,172.6548,107127.0
2023-04-09,173.8302,175.1849,172.0572,172.6548,107127.0
2023-04-10,172.1468,174.6669,172.1468,174.398,86116.0
2023-04-11,175.1949,176.1909,173.372,175.4838,65924.0
2023-04-12,175.942,177.2568,174.5474,176.3902,62784.0
2023-04-13,176.8683,177.0974,174.2486,176.3703,99815.0
2023-04-14,175.3045,176.2606,173.7904,174.4578,72336.0
2023-04-15,175.3045,176.2606,173.7904,174.4578,72336.0
2023-04-16,175.3045,176.2606,173.7904,174.4578,72336.0
2023-04-17,175.7129,178.0437,175.0206,176.709,147408.0
2023-04-18,177.6852,178.9054,177.217,177.715,101156.0
2023-04-19,177.8645,177.8645,174.1988,174.2187,87663.0
2023-04-20,173.5812,174.8861,172.7245,174.4976,82464.0
2023-04-21,175.5435,175.8722,172.9138,174.0494,102509.0
2023-04-22,175.5435,175.8722,172.9138,174.0494,102509.0
2023-04-23,175.5435,175.8722,172.9138,174.0494,102509.0
2023-04-24,173.5513,175.3543,172.8242,173.6808,47357.0
2023-04-25,172.7245,173.7837,171.6587,171.838,108234.0
2023-04-26,170.6028,170.6028,165.5128,166.22,128855.0
2023-04-27,167.0766,167.5448,165.0446,167.3257,529600.0
2023-04-28,167.8337,170.304,167.8337,169.1685,123479.0
2023-04-29,167.8337,170.304,167.8337,169.1685,123479.0
2023-04-30,167.8337,170.304,167.8337,169.1685,123479.0
2023-05-01,169.6665,173.0234,169.6665,171.0411,151906.0
2023-05-02,171.0013,171.0013,167.1862,169.8657,131207.0
2023-05-03,170.9515,171.4993,168.7501,169.5868,187827.0
2023-05-04,170.0351,170.0351,157.1056,161.7774,228506.0
2023-05-05,163.0623,164.4569,162.1409,162.8133,270756.0
2023-05-06,163.0623,164.4569,162.1409,162.8133,270756.0
2023-05-07,163.0623,164.4569,162.1409,162.8133,270756.0
2023-05-08,164.0584,164.0584,161.4586,161.7475,95427.0
2023-05-09,161.5981,163.4409,160.7215,163.1121,113322.0
2023-05-10,164.676,164.676,161.5781,163.3512,83331.0
2023-05-11,162.624,163.8393,161.9467,162.9528,96658.0
2023-05-12,163.65,163.8791,161.354,162.7037,78915.0
2023-05-13,163.65,163.8791,161.354,162.7037,78915.0
2023-05-14,163.65,163.8791,161.354,162.7037,78915.0
2023-05-15,162.9528,164.6661,162.5344,164.1082,83243.0
2023-05-16,164.2278,164.2278,161.9716,162.7237,105264.0
2023-05-17,163.411,165.9261,163.411,164.6163,144994.0
2023-05-18,163.919,165.2637,162.1559,163.7596,138490.0
2023-05-19,165.2338,165.8514,162.7745,162.8731,119293.0
2023-05-20,165.2338,165.8514,162.7745,162.8731,119293.0
2023-05-21,165.2338,165.8514,162.7745,162.8731,119293.0
2023-05-22,162.5444,164.8852,162.1509,164.1182,78674.0
2023-05-23,163.1022,163.1022,160.323,160.3529,107066.0
2023-05-24,159.7553,160.7962,159.068,159.8051,101448.0
2023-05-25,159.6656,159.6656,157.4144,158.54,100660.0
2023-05-26,159.0181,160.8012,158.6894,158.7293,185875.0
2023-05-27,159.0181,160.8012,158.6894,158.7293,185875.0
2023-05-28,159.0181,160.8012,158.6894,158.7293,185875.0
2023-05-29,159.0181,160.8012,158.6894,158.7293,185875.0
2023-05-30,158.6097,159.835,157.6734,158.1814,144807.0
2023-05-31,158.3109,159.2672,157.2401,157.4443,421596.0
2023-06-01,158.55,163.0623,157.9125,162.385,204042.0
2023-06-02,163.7496,166.6085,163.2416,166.5686,106877.0
2023-06-03,163.7496,166.6085,163.2416,166.5686,106877.0
2023-06-04,163.7496,166.6085,163.2416,166.5686,106877.0
2023-06-05,165.5626,165.6273,163.2715,163.4209,111073.0
2023-06-06,162.9826,167.5797,162.9826,166.4989,110471.0
2023-06-07,166.5786,170.5929,166.1801,169.6765,269980.0
2023-06-08,169.4772,174.4877,168.9643,174.1888,208883.0
2023-06-09,174.6769,174.6769,172.087,173.1828,128430.0
2023-06-10,174.6769,174.6769,172.087,173.1828,128430.0
2023-06-11,174.6769,174.6769,172.087,173.1828,128430.0
2023-06-12,173.3222,177.2967,173.1927,176.45,220355.0
2023-06-13,176.2109,177.2867,174.7367,175.5336,186187.0
2023-06-14,175.0355,175.8473,172.5652,173.6609,143453.0
2023-06-15,173.0426,176.3534,173.0426,175.5157,182476.0
2023-06-16,176.6725,177.2011,174.9573,176.0343,311306.0
2023-06-17,176.6725,177.2011,174.9573,176.0343,311306.0
2023-06-18,176.6725,177.2011,174.9573,176.0343,311306.0
2023-06-19,176.6725,177.2011,174.9573,176.0343,311306.0
2023-06-20,175.9346,175.9346,173.8304,175.1069,159656.0
2023-06-21,174.0697,178.328,174.0697,178.1983,163404.0
2023-06-22,177.1512,177.246,175.047,175.3163,73881.0
2023-06-23,174.0996,175.1617,171.781,172.524,186107.0
2023-06-24,174.0996,175.1617,171.781,172.524,186107.0
2023-06-25,174.0996,175.1617,171.781,172.524,186107.0
2023-06-26,172.0453,174.4587,170.8287,173.2819,89420.0
2023-06-27,173.7406,176.7523,173.2969,176.2836,110170.0
2023-06-28,176.6127,177.58,175.9047,177.4404,172119.0
2023-06-29,177.251,182.8455,177.251,181.6089,197877.0
2023-06-30,182.4566,183.394,181.3147,183.1547,139229.0
2023-07-01,182.4566,183.394,181.3147,183.1547,139229.0
2023-07-02,182.4566,183.394,181.3147,183.1547,139229.0
2023-07-03,181.5092,182.4267,179.8737,181.3496,101615.0
2023-07-04,181.5092,182.4267,179.8737,181.3496,101615.0
2023-07-05,180.2527,183.0948,179.9696,182.4366,149694.0
2023-07-06,181.6289,184.5907,180.8809,184.491,205658.0
2023-07-07,184.2417,186.8345,184.2417,184.3514,140163.0
2023-07-08,184.2417,186.8345,184.2417,184.3514,140163.0
2023-07-09,184.2417,186.8345,184.2417,184.3514,140163.0
2023-07-10,183.8228,185.4483,183.5735,184.9697,116311.0
2023-07-11,184.7901,187.2733,184.3015,186.7248,107680.0
2023-07-12,187.9215,191.2223,187.9215,190.265,205192.0
2023-07-13,189.7066,191.1327,187.1137,187.742,169257.0
2023-07-14,187.742,188.0761,185.0095,187.742,151538.0
2023-07-15,187.742,188.0761,185.0095,187.742,151538.0
2023-07-16,187.742,188.0761,185.0095,187.742,151538.0
2023-07-17,188.1808,189.7365,187.3631,188.091,176803.0
2023-07-18,187.9215,190.1553,187.4229,188.3104,128630.0
2023-07-19,187.9614,188.2406,185.4483,187.1636,167160.0
2023-07-20,188.2307,191.8108,187.0539,190.9432,224224.0
2023-07-21,193.2069,193.2069,190.8036,191.003,195964.0
2023-07-22,193.2069,193.2069,190.8036,191.003,195964.0
2023-07-23,193.2069,193.2069,190.8036,191.003,195964.0
2023-07-24,191.003,193.0274,189.8298,192.3493,157545.0
2023-07-25,191.003,193.2767,188.9886,192.9576,149198.0
2023-07-26,192.5687,194.254,191.3919,193.2468,166931.0
2023-07-27,192.9177,193.8751,190.4745,191.3421,121398.0
2023-07-28,191.6412,192.3942,189.8612,189.9559,131045.0
2023-07-29,191.6412,192.3942,189.8612,189.9559,131045.0
2023-07-30,191.6412,192.3942,189.8612,189.9559,131045.0
2023-07-31,190.2152,191.2423,188.819,190.8335,168925.0
2023-08-01,189.7864,192.103,188.9985,190.265,134121.0
2023-08-02,188.6296,190.4745,188.1908,188.9686,184943.0
2023-08-03,197.4253,199.1306,193.7155,197.9638,312283.0
2023-08-04,199.4497,202.6858,198.5073,201.7932,266993.0
2023-08-05,199.4497,202.6858,198.5073,201.7932,266993.0
2023-08-06,199.4497,202.6858,198.5073,201.7932,266993.0
2023-08-07,204.0769,207.8839,203.8795,206.9291,243942.0
2023-08-08,205.9318,208.2953,205.3036,206.9291,152768.0
2023-08-09,206.9789,208.4249,205.7583,207.2282,172106.0
2023-08-10,206.6798,207.9263,203.678,204.2066,111748.0
2023-08-11,204.1368,206.7396,203.5584,206.5701,74530.0
2023-08-12,204.1368,206.7396,203.5584,206.5701,74530.0
2023-08-13,204.1368,206.7396,203.5584,206.5701,74530.0
2023-08-14,206.5501,207.1983,205.3734,205.7423,105117.0
