,EVR US Equity,EVR US Equity,EVR US Equity,EVR US Equity,EVR US Equity
2020-03-15,43.1391,44.7704,40.674,44.7704,859474.0
2020-03-16,37.6652,41.9292,37.6652,37.8827,944851.0
2020-03-17,38.5171,39.6771,36.2514,38.2271,1068120.0
2020-03-18,35.8707,36.7136,30.143,32.4268,885605.0
2020-03-19,32.0825,36.1698,30.1339,35.771,786617.0
2020-03-20,36.052,37.1667,32.1278,32.3996,954461.0
2020-03-21,36.052,37.1667,32.1278,32.3996,954461.0
2020-03-22,36.052,37.1667,32.1278,32.3996,954461.0
2020-03-23,32.6443,33.2878,31.3076,32.6081,808537.0
2020-03-24,34.8285,39.7949,34.466,39.6862,962217.0
2020-03-25,40.4746,44.4351,38.3675,40.0306,973159.0
2020-03-26,40.6378,43.3657,40.529,42.2147,696911.0
2020-03-27,40.0396,43.1482,39.3962,42.1513,597964.0
2020-03-28,40.0396,43.1482,39.3962,42.1513,597964.0
2020-03-29,40.0396,43.1482,39.3962,42.1513,597964.0
2020-03-30,41.7525,42.6316,40.1212,42.3144,682169.0
2020-03-31,41.6347,42.3325,40.7918,41.7434,460262.0
2020-04-01,39.2512,41.4172,38.7074,41.3447,699615.0
2020-04-02,41.0275,43.121,40.8281,42.7494,540910.0
2020-04-03,42.7675,43.982,41.5894,42.8763,684360.0
2020-04-04,42.7675,43.982,41.5894,42.8763,684360.0
2020-04-05,42.7675,43.982,41.5894,42.8763,684360.0
2020-04-06,45.1601,45.8127,42.9035,44.6435,846105.0
2020-04-07,46.8639,49.1297,46.1752,47.9968,1150838.0
2020-04-08,48.2777,50.7338,48.1146,50.5525,646563.0
2020-04-09,51.0963,53.5931,49.3472,50.7338,866735.0
2020-04-10,51.0963,53.5931,49.3472,50.7338,866735.0
2020-04-11,51.0963,53.5931,49.3472,50.7338,866735.0
2020-04-12,51.0963,53.5931,49.3472,50.7338,866735.0
2020-04-13,50.4528,50.4528,47.8699,49.4469,397333.0
2020-04-14,50.6794,50.9694,47.7068,48.0149,606636.0
2020-04-15,45.4411,46.7461,45.432,46.3383,661278.0
2020-04-16,46.4471,46.5241,44.1542,46.1842,495499.0
2020-04-17,48.5496,50.2988,47.9062,49.9906,559039.0
2020-04-18,48.5496,50.2988,47.9062,49.9906,559039.0
2020-04-19,48.5496,50.2988,47.9062,49.9906,559039.0
2020-04-20,48.9121,50.6613,47.4802,48.2234,430137.0
2020-04-21,46.4652,47.1086,45.6948,46.4652,558619.0
2020-04-22,47.2808,49.3381,42.6996,43.7282,831002.0
2020-04-23,43.9276,46.8277,43.5107,44.9426,627079.0
2020-04-24,45.5317,45.5317,41.9247,43.1482,739933.0
2020-04-25,45.5317,45.5317,41.9247,43.1482,739933.0
2020-04-26,45.5317,45.5317,41.9247,43.1482,739933.0
2020-04-27,44.2538,46.9093,43.4563,46.0664,633857.0
2020-04-28,47.6796,48.6403,45.3867,46.6283,558237.0
2020-04-29,48.6856,50.1084,47.9334,48.749,572950.0
2020-04-30,47.6252,47.9651,46.6464,46.7642,665644.0
2020-05-01,45.4773,46.0845,44.5076,45.2508,546822.0
2020-05-02,45.4773,46.0845,44.5076,45.2508,546822.0
2020-05-03,45.4773,46.0845,44.5076,45.2508,546822.0
2020-05-04,44.9064,45.1873,43.8279,44.8611,411745.0
2020-05-05,45.9305,46.1602,43.9095,43.9366,368124.0
2020-05-06,44.417,44.8235,43.1391,43.3657,419586.0
2020-05-07,44.1088,46.148,44.1088,45.6314,576659.0
2020-05-08,46.7008,47.8563,46.5286,47.598,456202.0
2020-05-09,46.7008,47.8563,46.5286,47.598,456202.0
2020-05-10,46.7008,47.8563,46.5286,47.598,456202.0
2020-05-11,46.4652,47.2672,46.0211,46.728,398703.0
2020-05-12,47.1721,47.1902,45.4365,45.6676,532261.0
2020-05-13,45.0876,45.2508,42.4413,43.3294,608995.0
2020-05-14,42.1241,43.701,40.2481,43.6376,528941.0
2020-05-15,43.2932,44.7795,42.6324,44.6345,935958.0
2020-05-16,43.2932,44.7795,42.6324,44.6345,935958.0
2020-05-17,43.2932,44.7795,42.6324,44.6345,935958.0
2020-05-18,47.2536,48.9828,46.5558,48.7399,520627.0
2020-05-19,48.4046,49.03,46.3927,46.3927,279471.0
2020-05-20,47.5799,48.3412,47.2718,47.6705,439820.0
2020-05-21,47.3896,48.2143,47.2627,47.3443,332360.0
2020-05-22,47.6162,47.9334,47.0271,47.6796,367300.0
2020-05-23,47.6162,47.9334,47.0271,47.6796,367300.0
2020-05-24,47.6162,47.9334,47.0271,47.6796,367300.0
2020-05-25,47.6162,47.9334,47.0271,47.6796,367300.0
2020-05-26,50.0631,51.7488,49.5677,50.8425,489040.0
2020-05-27,53.507,54.4223,51.7307,54.3045,666473.0
2020-05-28,55.1739,55.1739,51.7879,52.1082,502902.0
2020-05-29,50.9734,51.5317,49.9714,50.4335,389204.0
2020-05-30,50.9734,51.5317,49.9714,50.4335,389204.0
2020-05-31,50.9734,51.5317,49.9714,50.4335,389204.0
2020-06-01,50.7355,52.218,50.0583,51.1382,464616.0
2020-06-02,51.6415,53.7006,51.614,53.0783,540949.0
2020-06-03,54.8994,56.565,53.7097,56.5467,469994.0
2020-06-04,56.2264,57.8553,55.1373,57.8462,778254.0
2020-06-05,62.2297,62.6873,58.9031,59.1365,508252.0
2020-06-06,62.2297,62.6873,58.9031,59.1365,508252.0
2020-06-07,62.2297,62.6873,58.9031,59.1365,508252.0
2020-06-08,60.6831,61.9002,60.4177,61.644,459518.0
2020-06-09,59.5026,60.3262,58.7338,59.5392,515084.0
2020-06-10,59.5026,59.5026,56.6748,56.9676,632958.0
2020-06-11,53.5541,54.9818,51.0741,51.1839,702568.0
2020-06-12,53.728,53.8287,51.9435,53.426,384240.0
2020-06-13,53.728,53.8287,51.9435,53.426,384240.0
2020-06-14,53.728,53.8287,51.9435,53.426,384240.0
2020-06-15,51.0283,55.3432,51.0009,54.6981,466270.0
2020-06-16,57.6174,58.139,54.9543,56.3636,391395.0
2020-06-17,56.2264,56.3224,54.5242,54.7347,309454.0
2020-06-18,53.7829,55.3021,53.5267,54.03,481975.0
2020-06-19,54.7621,55.2014,52.5566,52.8495,1013426.0
2020-06-20,54.7621,55.2014,52.5566,52.8495,1013426.0
2020-06-21,54.7621,55.2014,52.5566,52.8495,1013426.0
2020-06-22,52.4285,53.1698,51.9892,52.6848,464453.0
2020-06-23,53.545,54.0209,52.1723,53.4169,563818.0
2020-06-24,52.6298,52.7671,51.6323,52.154,788512.0
2020-06-25,51.7513,53.728,51.7147,53.6548,445468.0
2020-06-26,52.8678,52.8678,50.4518,50.8636,1033733.0
2020-06-27,52.8678,52.8678,50.4518,50.8636,1033733.0
2020-06-28,52.8678,52.8678,50.4518,50.8636,1033733.0
2020-06-29,51.5774,52.5978,51.0924,52.456,440854.0
2020-06-30,52.0625,54.1581,51.9892,53.9202,585074.0
2020-07-01,54.2313,54.6889,51.2571,51.3303,520305.0
2020-07-02,52.7305,53.4535,52.3462,52.4285,317913.0
2020-07-03,52.7305,53.4535,52.3462,52.4285,317913.0
2020-07-04,52.7305,53.4535,52.3462,52.4285,317913.0
2020-07-05,52.7305,53.4535,52.3462,52.4285,317913.0
2020-07-06,53.8836,54.2588,52.8769,53.545,407886.0
2020-07-07,52.7946,53.0325,50.7172,50.8179,471091.0
2020-07-08,50.9551,52.0533,50.6669,51.9252,408697.0
2020-07-09,51.2571,51.312,49.0059,49.1432,486381.0
2020-07-10,49.0242,50.7904,48.5117,50.644,495208.0
2020-07-11,49.0242,50.7904,48.5117,50.644,495208.0
2020-07-12,49.0242,50.7904,48.5117,50.644,495208.0
2020-07-13,51.6689,51.9343,49.8981,50.6531,345432.0
2020-07-14,50.4976,50.9551,49.6648,50.7721,559590.0
2020-07-15,52.154,54.0071,51.5317,53.5999,351049.0
2020-07-16,52.9776,54.1673,52.5109,53.3162,238136.0
2020-07-17,53.1881,53.3162,52.2546,52.3553,233532.0
2020-07-18,53.1881,53.3162,52.2546,52.3553,233532.0
2020-07-19,53.1881,53.3162,52.2546,52.3553,233532.0
2020-07-20,51.9618,52.6665,51.4951,52.3553,532343.0
2020-07-21,52.758,55.0,52.5749,54.3046,499042.0
2020-07-22,52.5292,53.0783,49.5092,52.1723,1206305.0
2020-07-23,52.1174,53.1423,51.3761,52.7031,558815.0
2020-07-24,52.8495,53.0051,51.4585,51.7696,341687.0
2020-07-25,52.8495,53.0051,51.4585,51.7696,341687.0
2020-07-26,52.8495,53.0051,51.4585,51.7696,341687.0
2020-07-27,51.3669,52.1082,50.493,51.7788,405178.0
2020-07-28,51.6598,51.8749,50.3145,50.4976,376931.0
2020-07-29,50.3511,51.5317,50.1864,51.4676,598765.0
2020-07-30,50.3603,51.0466,49.2987,50.4244,388402.0
2020-07-31,50.4518,50.6714,49.6968,50.6074,345133.0
2020-08-01,50.4518,50.6714,49.6968,50.6074,345133.0
2020-08-02,50.4518,50.6714,49.6968,50.6074,345133.0
2020-08-03,50.8728,52.639,50.6165,52.5383,490617.0
2020-08-04,52.2638,52.8403,51.8154,52.6298,367496.0
2020-08-05,54.451,56.0799,54.2496,54.9909,614081.0
2020-08-06,54.5242,55.3112,54.1353,55.2472,365819.0
2020-08-07,54.7255,56.812,54.4876,56.7022,338165.0
2020-08-08,54.7255,56.812,54.4876,56.7022,338165.0
2020-08-09,54.7255,56.812,54.4876,56.7022,338165.0
2020-08-10,56.9585,57.6906,56.8029,57.2971,438969.0
2020-08-11,58.8528,60.7289,58.8528,59.2555,607000.0
2020-08-12,60.1523,60.555,58.8528,59.4934,500797.0
2020-08-13,58.8437,58.8711,57.6723,57.9743,376948.0
2020-08-14,57.6448,59.2738,57.5076,58.7613,238169.0
2020-08-15,57.6448,59.2738,57.5076,58.7613,238169.0
2020-08-16,57.6448,59.2738,57.5076,58.7613,238169.0
2020-08-17,58.6789,58.8345,57.0408,57.5442,496277.0
2020-08-18,57.3794,57.8553,57.1964,57.5991,213854.0
2020-08-19,57.416,58.3083,57.299,57.7821,360646.0
2020-08-20,56.9219,57.5625,56.5741,56.9219,557905.0
2020-08-21,56.7754,57.2833,56.5192,56.5833,230060.0
2020-08-22,56.7754,57.2833,56.5192,56.5833,230060.0
2020-08-23,56.7754,57.2833,56.5192,56.5833,230060.0
2020-08-24,56.8944,58.4502,56.4277,58.4502,232386.0
2020-08-25,58.9809,59.3561,57.9743,58.4318,214991.0
2020-08-26,58.3769,58.7888,57.9925,58.1573,289684.0
2020-08-27,58.222,59.4134,57.8803,57.9172,370760.0
2020-08-28,58.4159,58.4159,57.2892,57.9172,737968.0
2020-08-29,58.4159,58.4159,57.2892,57.9172,737968.0
2020-08-30,58.4159,58.4159,57.2892,57.9172,737968.0
2020-08-31,58.0557,58.5083,57.1414,57.1506,459068.0
2020-09-01,56.6242,58.3697,56.0054,58.0373,300018.0
2020-09-02,58.4159,59.0624,57.4647,58.85,503675.0
2020-09-03,59.2287,60.0599,57.6401,58.0373,276158.0
2020-09-04,59.3118,59.4873,56.9982,58.2589,258033.0
2020-09-05,59.3118,59.4873,56.9982,58.2589,258033.0
2020-09-06,59.3118,59.4873,56.9982,58.2589,258033.0
2020-09-07,59.3118,59.4873,56.9982,58.2589,258033.0
2020-09-08,57.2799,57.2799,56.0054,56.2178,469023.0
2020-09-09,56.421,57.3076,55.599,56.6888,558639.0
2020-09-10,56.9567,57.243,56.2732,56.3748,585712.0
2020-09-11,56.5134,57.6494,56.421,57.0767,363842.0
2020-09-12,56.5134,57.6494,56.421,57.0767,363842.0
2020-09-13,56.5134,57.6494,56.421,57.0767,363842.0
2020-09-14,57.4092,59.9491,57.2984,59.5704,610290.0
2020-09-15,59.792,61.3714,59.321,60.928,709636.0
2020-09-16,61.0112,63.237,60.4478,60.6694,803768.0
2020-09-17,59.6443,60.7526,59.1065,60.3831,369630.0
2020-09-18,60.6694,61.593,60.4709,61.279,676126.0
2020-09-19,60.6694,61.593,60.4709,61.279,676126.0
2020-09-20,60.6694,61.593,60.4709,61.279,676126.0
2020-09-21,59.5612,60.5494,58.8962,59.5334,665607.0
2020-09-22,59.5334,60.3092,58.9239,59.1271,687616.0
2020-09-23,59.1086,59.8382,57.0952,57.1691,293658.0
2020-09-24,57.0213,58.4159,56.3379,57.0675,291374.0
2020-09-25,56.4302,56.989,55.8022,56.4395,390602.0
2020-09-26,56.4302,56.989,55.8022,56.4395,390602.0
2020-09-27,56.4302,56.989,55.8022,56.4395,390602.0
2020-09-28,57.5662,58.6838,57.4185,58.6468,570861.0
2020-09-29,58.6006,59.8013,58.2682,58.6561,1041050.0
2020-09-30,59.2102,60.6787,59.2102,60.457,414353.0
2020-10-01,61.2236,61.6946,60.2723,61.0943,395551.0
2020-10-02,61.3252,63.9481,60.8264,63.7357,402478.0
2020-10-03,61.3252,63.9481,60.8264,63.7357,402478.0
2020-10-04,61.3252,63.9481,60.8264,63.7357,402478.0
2020-10-05,64.65,65.2827,64.4191,65.0472,349058.0
2020-10-06,65.8322,66.9036,64.2067,64.8163,298860.0
2020-10-07,65.7121,66.2686,64.1882,64.8255,469120.0
2020-10-08,65.5736,66.8389,65.2504,66.7096,271469.0
2020-10-09,67.8641,68.6029,67.4924,68.1873,425284.0
2020-10-10,67.8641,68.6029,67.4924,68.1873,425284.0
2020-10-11,67.8641,68.6029,67.4924,68.1873,425284.0
2020-10-12,68.6676,70.33,68.4829,69.7943,458254.0
2020-10-13,69.1017,71.0319,68.5475,70.2376,712025.0
2020-10-14,70.3762,72.1217,70.3485,70.5794,467818.0
2020-10-15,69.2864,72.2418,69.2864,72.1679,360940.0
2020-10-16,71.974,73.2854,71.6322,72.4173,362891.0
2020-10-17,71.974,73.2854,71.6322,72.4173,362891.0
2020-10-18,71.974,73.2854,71.6322,72.4173,362891.0
2020-10-19,72.7775,73.3963,71.4198,71.78,378744.0
2020-10-20,72.0109,74.3845,71.78,71.7892,562822.0
2020-10-21,74.0058,77.9864,73.3593,76.0746,738371.0
2020-10-22,75.7791,77.5062,74.1351,76.7119,590140.0
2020-10-23,77.0905,78.2635,77.0905,77.7278,511713.0
2020-10-24,77.0905,78.2635,77.0905,77.7278,511713.0
2020-10-25,77.0905,78.2635,77.0905,77.7278,511713.0
2020-10-26,76.6657,77.5708,74.9294,76.0377,689110.0
2020-10-27,75.7329,77.0074,74.9017,75.7329,552004.0
2020-10-28,74.1905,75.0587,72.0663,72.251,453600.0
2020-10-29,72.3064,74.1721,71.4568,73.701,275011.0
2020-10-30,73.4517,73.7934,71.78,73.4609,425025.0
2020-10-31,73.4517,73.7934,71.78,73.4609,425025.0
2020-11-01,73.4517,73.7934,71.78,73.4609,425025.0
2020-11-02,74.2829,74.5646,72.916,73.8765,420639.0
2020-11-03,75.031,75.3912,72.8052,74.0243,392933.0
2020-11-04,74.7724,78.6421,74.1813,75.9453,479458.0
2020-11-05,76.5549,78.4759,76.1117,77.2198,510430.0
2020-11-06,77.6724,77.6724,74.7447,75.5482,340030.0
2020-11-07,77.6724,77.6724,74.7447,75.5482,340030.0
2020-11-08,77.6724,77.6724,74.7447,75.5482,340030.0
2020-11-09,79.6673,81.8192,79.2425,80.2676,731602.0
2020-11-10,80.517,82.2348,80.1707,80.5632,467170.0
2020-11-11,80.9234,81.2189,78.7253,79.1132,273734.0
2020-11-12,78.1342,79.0301,77.2152,78.0603,212663.0
2020-11-13,79.1871,80.517,78.4205,80.1476,322807.0
2020-11-14,79.1871,80.517,78.4205,80.1476,322807.0
2020-11-15,79.1871,80.517,78.4205,80.1476,322807.0
2020-11-16,82.4657,82.7613,80.2769,81.9116,370933.0
2020-11-17,81.1635,82.7059,80.8772,82.0501,309381.0
2020-11-18,82.3641,83.7587,81.5329,81.5606,334226.0
2020-11-19,81.1081,81.7823,80.5817,81.7269,166313.0
2020-11-20,81.2559,81.8008,80.4985,81.5606,196545.0
2020-11-21,81.2559,81.8008,80.4985,81.5606,196545.0
2020-11-22,81.2559,81.8008,80.4985,81.5606,196545.0
2020-11-23,82.6689,84.8578,81.8285,84.2944,220864.0
2020-11-24,85.4212,87.4253,85.2134,86.2616,313938.0
2020-11-25,85.5179,86.4289,84.2629,85.9083,394178.0
2020-11-26,85.5179,86.4289,84.2629,85.9083,394178.0
2020-11-27,86.1501,86.8473,84.895,85.7131,98783.0
2020-11-28,86.1501,86.8473,84.895,85.7131,98783.0
2020-11-29,86.1501,86.8473,84.895,85.7131,98783.0
2020-11-30,85.3041,86.3918,83.9375,84.5325,487493.0
2020-12-01,87.3865,87.4516,85.8107,86.4568,316223.0
2020-12-02,85.8247,86.9496,85.7968,86.4568,191409.0
2020-12-03,87.0332,88.5671,86.1222,88.3998,390137.0
2020-12-04,88.5206,89.348,88.0093,88.2696,345975.0
2020-12-05,88.5206,89.348,88.0093,88.2696,345975.0
2020-12-06,88.5206,89.348,88.0093,88.2696,345975.0
2020-12-07,87.3865,89.1807,86.9715,88.437,255191.0
2020-12-08,87.4051,90.617,87.4051,90.1754,332590.0
2020-12-09,90.9935,91.886,89.9709,91.3189,404859.0
2020-12-10,89.9523,93.1875,89.6474,92.9086,301880.0
2020-12-11,91.8581,94.1264,91.8581,93.9405,484141.0
2020-12-12,91.8581,94.1264,91.8581,93.9405,484141.0
2020-12-13,91.8581,94.1264,91.8581,93.9405,484141.0
2020-12-14,96.3575,97.2872,94.1635,94.991,324955.0
2020-12-15,95.902,96.841,94.819,95.3907,471407.0
2020-12-16,96.59,97.9658,96.1065,97.8543,470117.0
2020-12-17,97.91,99.351,97.2779,99.2487,280126.0
2020-12-18,99.4718,100.8384,99.1558,100.4573,721008.0
2020-12-19,99.4718,100.8384,99.1558,100.4573,721008.0
2020-12-20,99.4718,100.8384,99.1558,100.4573,721008.0
2020-12-21,99.6671,101.0465,97.8171,100.6711,352256.0
2020-12-22,101.1452,101.1452,99.853,100.4945,345240.0
2020-12-23,101.3032,103.6692,101.3032,102.5397,299764.0
2020-12-24,103.1997,103.4414,102.2608,102.6884,109678.0
2020-12-25,103.1997,103.4414,102.2608,102.6884,109678.0
2020-12-26,103.1997,103.4414,102.2608,102.6884,109678.0
2020-12-27,103.1997,103.4414,102.2608,102.6884,109678.0
2020-12-28,103.6552,104.2967,102.9301,103.7203,230240.0
2020-12-29,103.3949,103.4972,101.2939,102.5954,260664.0
2020-12-30,102.4374,103.6551,101.6798,101.954,240074.0
2020-12-31,101.8238,103.0138,101.3311,101.9261,313527.0
2021-01-01,101.8238,103.0138,101.3311,101.9261,313527.0
2021-01-02,101.8238,103.0138,101.3311,101.9261,313527.0
2021-01-03,101.8238,103.0138,101.3311,101.9261,313527.0
2021-01-04,102.3166,102.9859,99.5927,100.4759,247889.0
2021-01-05,100.1133,102.9749,100.104,101.5821,473828.0
2021-01-06,103.6552,108.5173,102.7628,108.1082,483896.0
2021-01-07,108.8984,112.1382,108.7776,110.6276,426112.0
2021-01-08,110.8879,111.0924,106.3605,107.7829,393154.0
2021-01-09,110.8879,111.0924,106.3605,107.7829,393154.0
2021-01-10,110.8879,111.0924,106.3605,107.7829,393154.0
2021-01-11,107.0577,108.4707,106.2582,107.9967,280580.0
2021-01-12,109.103,111.6223,108.7683,110.6926,315608.0
2021-01-13,110.9436,111.3806,107.5319,109.0286,395094.0
2021-01-14,110.2371,110.5718,109.103,109.7816,390126.0
2021-01-15,108.2291,111.0366,107.6806,110.4138,322991.0
2021-01-16,108.2291,111.0366,107.6806,110.4138,322991.0
2021-01-17,108.2291,111.0366,107.6806,110.4138,322991.0
2021-01-18,108.2291,111.0366,107.6806,110.4138,322991.0
2021-01-19,111.0087,112.71,110.3952,111.9941,286061.0
2021-01-20,112.3753,112.9145,109.6654,110.1813,360504.0
2021-01-21,110.1813,110.7205,106.5371,106.751,306652.0
2021-01-22,105.6819,107.0763,105.1427,106.5,225449.0
2021-01-23,105.6819,107.0763,105.1427,106.5,225449.0
2021-01-24,105.6819,107.0763,105.1427,106.5,225449.0
2021-01-25,106.0258,106.751,103.3345,105.0404,444223.0
2021-01-26,105.9701,106.0258,101.1545,101.545,443582.0
2021-01-27,99.602,99.9367,96.2181,99.0721,590752.0
2021-01-28,100.8477,104.2874,100.0854,103.711,603754.0
2021-01-29,103.553,104.148,100.2806,101.4241,499438.0
2021-01-30,103.553,104.148,100.2806,101.4241,499438.0
2021-01-31,103.553,104.148,100.2806,101.4241,499438.0
2021-02-01,101.9075,105.0683,101.359,104.8731,807105.0
2021-02-02,106.8718,108.3778,106.0072,106.4628,407536.0
2021-02-03,116.2054,117.6743,109.9303,110.767,912498.0
2021-02-04,110.6276,111.1389,105.9515,107.3552,690976.0
2021-02-05,108.3035,109.1093,106.5836,106.7324,486152.0
2021-02-06,108.3035,109.1093,106.5836,106.7324,486152.0
2021-02-07,108.3035,109.1093,106.5836,106.7324,486152.0
2021-02-08,101.0987,109.67,100.5781,109.01,994041.0
2021-02-09,108.1268,108.6939,105.5052,108.3035,488644.0
2021-02-10,107.8293,109.9303,107.4296,108.6846,463477.0
2021-02-11,109.6979,110.5718,107.3273,110.5532,419098.0
2021-02-12,109.9861,112.1429,108.8984,109.1494,557715.0
2021-02-13,109.9861,112.1429,108.8984,109.1494,557715.0
2021-02-14,109.9861,112.1429,108.8984,109.1494,557715.0
2021-02-15,109.9861,112.1429,108.8984,109.1494,557715.0
2021-02-16,110.0605,112.3381,108.917,112.3381,1398190.0
2021-02-17,111.1761,111.5572,108.3221,110.4695,393987.0
2021-02-18,109.1401,110.4509,107.6434,108.5638,396638.0
2021-02-19,109.1122,112.0406,109.1122,110.2092,322851.0
2021-02-20,109.1122,112.0406,109.1122,110.2092,322851.0
2021-02-21,109.1122,112.0406,109.1122,110.2092,322851.0
2021-02-22,110.0047,111.7153,109.4562,110.3673,411374.0
2021-02-23,109.0565,112.8959,108.0525,112.8494,619766.0
2021-02-24,113.7605,116.9213,113.5077,115.4338,528018.0
2021-02-25,115.7982,116.6857,111.5381,111.7156,347749.0
2021-02-26,111.426,113.145,109.5435,111.8931,606095.0
2021-02-27,111.426,113.145,109.5435,111.8931,606095.0
2021-02-28,111.426,113.145,109.5435,111.8931,606095.0
2021-03-01,114.4156,118.4209,114.4156,116.7044,851021.0
2021-03-02,116.8819,118.0777,115.7702,115.8823,340489.0
2021-03-03,116.8539,120.5068,116.8539,117.5826,538407.0
2021-03-04,116.5549,118.9692,108.9783,112.6405,576445.0
2021-03-05,114.0138,115.7515,108.4551,115.0135,600916.0
2021-03-06,114.0138,115.7515,108.4551,115.0135,600916.0
2021-03-07,114.0138,115.7515,108.4551,115.0135,600916.0
2021-03-08,116.639,122.9077,116.5923,121.5531,795071.0
2021-03-09,121.8894,125.7198,119.6566,123.4683,588897.0
2021-03-10,124.0195,126.9249,123.3188,125.9907,465264.0
2021-03-11,126.0281,128.3543,124.8316,126.4018,502617.0
2021-03-12,126.0654,131.7176,125.8973,131.5774,519222.0
2021-03-13,126.0654,131.7176,125.8973,131.5774,519222.0
2021-03-14,126.0654,131.7176,125.8973,131.5774,519222.0
2021-03-15,132.8013,133.5206,129.7744,133.0442,599866.0
2021-03-16,133.5954,134.4922,130.3816,131.4466,320499.0
2021-03-17,131.4466,132.3902,128.9243,132.138,283888.0
2021-03-18,133.3058,134.651,129.055,129.4847,338862.0
2021-03-19,130.9889,133.2123,127.1772,128.3637,1246278.0
2021-03-20,130.9889,133.2123,127.1772,128.3637,1246278.0
2021-03-21,130.9889,133.2123,127.1772,128.3637,1246278.0
2021-03-22,127.6163,128.4384,123.9728,124.6828,458852.0
2021-03-23,123.3188,124.7342,119.423,119.9649,515253.0
2021-03-24,121.6185,122.805,118.9279,119.0867,431887.0
2021-03-25,118.2459,121.1514,116.1065,120.5348,317962.0
2021-03-26,121.7867,122.2444,116.9754,120.9832,988029.0
2021-03-27,121.7867,122.2444,116.9754,120.9832,988029.0
2021-03-28,121.7867,122.2444,116.9754,120.9832,988029.0
2021-03-29,120.5161,122.7877,118.8065,118.9279,739771.0
2021-03-30,118.9372,123.3095,118.657,122.6835,463181.0
2021-03-31,122.0763,125.4489,121.5344,123.0759,683949.0
2021-04-01,124.4119,127.8218,123.5804,126.8782,444594.0
2021-04-02,124.4119,127.8218,123.5804,126.8782,444594.0
2021-04-03,124.4119,127.8218,123.5804,126.8782,444594.0
2021-04-04,124.4119,127.8218,123.5804,126.8782,444594.0
2021-04-05,128.6066,129.8747,127.635,128.5598,573528.0
2021-04-06,127.7751,131.484,127.7751,128.3637,576169.0
2021-04-07,128.9522,130.2508,127.5322,127.9993,358097.0
2021-04-08,127.6723,127.6723,124.0195,126.1776,542474.0
2021-04-09,125.3741,126.5559,120.4694,123.0012,626820.0
2021-04-10,125.3741,126.5559,120.4694,123.0012,626820.0
2021-04-11,125.3741,126.5559,120.4694,123.0012,626820.0
2021-04-12,123.898,126.3644,122.3986,125.916,456615.0
2021-04-13,125.7945,125.8319,122.3098,123.5243,457059.0
2021-04-14,123.4216,127.9806,123.3375,126.7661,476853.0
2021-04-15,127.5696,127.7048,123.3188,125.4115,454419.0
2021-04-16,127.2986,128.4384,126.327,128.2235,362865.0
2021-04-17,127.2986,128.4384,126.327,128.2235,362865.0
2021-04-18,127.2986,128.4384,126.327,128.2235,362865.0
2021-04-19,128.8588,131.4653,127.99,130.1107,431144.0
2021-04-20,129.6529,130.3723,124.4492,126.7287,409255.0
2021-04-21,125.6918,128.6346,124.9537,128.3076,313532.0
2021-04-22,129.9425,131.3859,127.3173,129.0737,614542.0
2021-04-23,129.4193,133.0629,129.2605,132.222,453139.0
2021-04-24,129.4193,133.0629,129.2605,132.222,453139.0
2021-04-25,129.4193,133.0629,129.2605,132.222,453139.0
2021-04-26,132.9134,134.1759,130.419,131.0262,425919.0
2021-04-27,130.8487,133.7635,130.6619,132.5957,503124.0
2021-04-28,132.6611,133.2777,129.2513,131.783,930532.0
2021-04-29,134.8566,137.664,131.4747,133.0442,463383.0
2021-04-30,132.0819,132.5467,129.4847,130.9141,652944.0
2021-05-01,132.0819,132.5467,129.4847,130.9141,652944.0
2021-05-02,132.0819,132.5467,129.4847,130.9141,652944.0
2021-05-03,132.848,132.8947,130.6899,131.2878,331250.0
2021-05-04,130.4937,132.0539,127.719,131.6148,351322.0
2021-05-05,132.4649,134.1559,131.0075,133.5487,362388.0
2021-05-06,134.0718,134.595,131.4279,134.5483,316974.0
2021-05-07,132.6611,137.3043,131.783,136.9306,507840.0
2021-05-08,132.6611,137.3043,131.783,136.9306,507840.0
2021-05-09,132.6611,137.3043,131.783,136.9306,507840.0
2021-05-10,137.1361,138.5281,134.1933,134.3241,366072.0
2021-05-11,132.82,133.3338,129.5221,130.0453,511342.0
2021-05-12,130.0546,132.0072,127.5509,127.5976,529359.0
2021-05-13,128.4664,134.3054,128.4664,133.5954,510600.0
2021-05-14,135.3237,138.2665,134.922,137.9209,685166.0
2021-05-15,135.3237,138.2665,134.922,137.9209,685166.0
2021-05-16,135.3237,138.2665,134.922,137.9209,685166.0
2021-05-17,137.1081,138.1705,135.0793,137.2015,378759.0
2021-05-18,136.9212,137.6126,135.0341,135.2022,322165.0
2021-05-19,132.1566,135.6927,130.9702,135.5386,330064.0
2021-05-20,136.015,136.725,134.3521,136.5569,365007.0
2021-05-21,138.2852,139.8828,137.3416,138.4534,349589.0
2021-05-22,138.2852,139.8828,137.3416,138.4534,349589.0
2021-05-23,138.2852,139.8828,137.3416,138.4534,349589.0
2021-05-24,139.3876,140.434,138.9485,139.5745,345100.0
2021-05-25,140.1724,141.1673,135.2583,135.688,320092.0
2021-05-26,135.6694,137.7434,134.6791,137.2762,314721.0
2021-05-27,139.3318,139.5664,137.5042,138.9094,300630.0
2021-05-28,138.5715,138.5715,136.0374,136.9008,265780.0
2021-05-29,138.5715,138.5715,136.0374,136.9008,265780.0
