,PKG US Equity,PKG US Equity,PKG US Equity,PKG US Equity,PKG US Equity
2020-03-11,76.5391,76.6784,72.8118,74.3445,1197993.0
2020-03-12,69.5365,70.0727,62.4519,68.051,1324383.0
2020-03-13,71.8922,75.6894,70.2133,74.1512,1506264.0
2020-03-14,71.8922,75.6894,70.2133,74.1512,1506264.0
2020-03-15,71.8922,75.6894,70.2133,74.1512,1506264.0
2020-03-16,65.2558,73.7644,63.9461,71.1714,1189165.0
2020-03-17,72.6481,82.9498,72.2084,82.396,1727773.0
2020-03-18,76.7266,85.701,75.3202,80.014,1359040.0
2020-03-19,80.4886,82.6773,72.736,77.755,1371408.0
2020-03-20,77.7286,78.423,71.2417,75.4872,1575269.0
2020-03-21,77.7286,78.423,71.2417,75.4872,1575269.0
2020-03-22,77.7286,78.423,71.2417,75.4872,1575269.0
2020-03-23,74.327,75.2147,65.2734,66.9962,1680758.0
2020-03-24,70.2485,71.523,67.6027,69.9496,1383997.0
2020-03-25,69.5804,73.5183,67.3962,70.1694,1239634.0
2020-03-26,70.7055,77.4825,70.4946,76.709,1004051.0
2020-03-27,74.0457,77.2891,72.7116,75.6718,729259.0
2020-03-28,74.0457,77.2891,72.7116,75.6718,729259.0
2020-03-29,74.0457,77.2891,72.7116,75.6718,729259.0
2020-03-30,76.3926,80.2689,75.7245,79.7767,844490.0
2020-03-31,79.6009,80.0404,75.7685,76.3222,1265265.0
2020-04-01,73.6326,76.9166,73.1403,73.7468,1368725.0
2020-04-02,72.9997,76.2343,72.569,73.7996,1716532.0
2020-04-03,72.9821,74.9642,70.4682,70.7671,1147863.0
2020-04-04,72.9821,74.9642,70.4682,70.7671,1147863.0
2020-04-05,72.9821,74.9642,70.4682,70.7671,1147863.0
2020-04-06,73.3073,75.7245,72.0855,75.0917,1079786.0
2020-04-07,77.1397,78.1491,74.3094,74.7137,909680.0
2020-04-08,75.1796,78.1066,74.1863,77.21,747649.0
2020-04-09,77.9835,80.6469,77.9572,79.513,1152410.0
2020-04-10,77.9835,80.6469,77.9572,79.513,1152410.0
2020-04-11,77.9835,80.6469,77.9572,79.513,1152410.0
2020-04-12,77.9835,80.6469,77.9572,79.513,1152410.0
2020-04-13,78.0714,79.1086,76.6387,78.1066,748101.0
2020-04-14,80.0755,80.2118,76.9463,77.7902,731229.0
2020-04-15,75.9091,76.1904,73.8084,75.1971,861067.0
2020-04-16,75.663,75.8652,73.0788,74.8719,695675.0
2020-04-17,76.6299,80.8666,76.2971,79.847,1104918.0
2020-04-18,76.6299,80.8666,76.2971,79.847,1104918.0
2020-04-19,76.6299,80.8666,76.2971,79.847,1104918.0
2020-04-20,77.2276,78.1945,75.6279,75.6982,815681.0
2020-04-21,73.9666,75.6894,73.8699,75.3114,575171.0
2020-04-22,76.5508,76.9112,74.9422,75.1971,566846.0
2020-04-23,75.3642,77.043,75.2191,75.7157,445814.0
2020-04-24,76.7002,76.7354,74.7137,75.5839,604668.0
2020-04-25,76.7002,76.7354,74.7137,75.5839,604668.0
2020-04-26,76.7002,76.7354,74.7137,75.5839,604668.0
2020-04-27,76.0146,79.6888,75.7333,79.2493,1058985.0
2020-04-28,82.5894,87.0195,80.3392,86.3954,1668994.0
2020-04-29,88.1798,89.3928,85.9413,88.0743,945186.0
2020-04-30,86.3163,86.8261,84.1804,84.9539,687134.0
2020-05-01,83.7057,83.7409,82.1851,83.2838,503725.0
2020-05-02,83.7057,83.7409,82.1851,83.2838,503725.0
2020-05-03,83.7057,83.7409,82.1851,83.2838,503725.0
2020-05-04,82.985,84.3386,80.5677,84.1892,1060740.0
2020-05-05,84.7869,85.0769,82.1323,82.1675,878792.0
2020-05-06,82.6685,84.3298,81.7676,82.1675,563839.0
2020-05-07,82.9586,84.2683,82.2906,82.44,628675.0
2020-05-08,84.0573,87.2744,83.8903,86.2636,590957.0
2020-05-09,84.0573,87.2744,83.8903,86.2636,590957.0
2020-05-10,84.0573,87.2744,83.8903,86.2636,590957.0
2020-05-11,85.3494,86.4218,83.7936,85.701,595542.0
2020-05-12,86.0614,86.1757,83.6002,83.6442,644899.0
2020-05-13,83.108,83.2926,77.8253,78.9328,749617.0
2020-05-14,78.4758,82.1499,76.4058,82.0444,618699.0
2020-05-15,81.2973,81.2973,79.1174,79.9173,591695.0
2020-05-16,81.2973,81.2973,79.1174,79.9173,591695.0
2020-05-17,81.2973,81.2973,79.1174,79.9173,591695.0
2020-05-18,82.7125,83.6222,81.9785,82.3697,808249.0
2020-05-19,81.6577,81.9653,79.8646,79.9173,561163.0
2020-05-20,81.1567,82.9146,81.0776,82.1323,475790.0
2020-05-21,81.5434,83.2838,81.3852,81.6665,403721.0
2020-05-22,81.5786,81.895,80.4359,81.7368,390766.0
2020-05-23,81.5786,81.895,80.4359,81.7368,390766.0
2020-05-24,81.5786,81.895,80.4359,81.7368,390766.0
2020-05-25,81.5786,81.895,80.4359,81.7368,390766.0
2020-05-26,83.5036,86.7382,83.5036,86.4569,651916.0
2020-05-27,88.4698,90.1135,88.1314,90.0608,776208.0
2020-05-28,90.6849,90.9046,87.8589,89.3928,815866.0
2020-05-29,89.1378,89.384,87.2568,89.1378,819474.0
2020-05-30,89.1378,89.384,87.2568,89.1378,819474.0
2020-05-31,89.1378,89.384,87.2568,89.1378,819474.0
2020-06-01,88.9972,90.43,88.8654,90.2014,495859.0
2020-06-02,91.0452,91.4144,90.0344,90.4124,814352.0
2020-06-03,92.0121,94.9743,91.3705,94.4645,616978.0
2020-06-04,93.6822,95.5369,93.6822,95.4841,854159.0
2020-06-05,97.9541,99.1495,96.3279,97.1806,873702.0
2020-06-06,97.9541,99.1495,96.3279,97.1806,873702.0
2020-06-07,97.9541,99.1495,96.3279,97.1806,873702.0
2020-06-08,96.3192,98.543,96.284,98.2881,558790.0
2020-06-09,97.0575,97.0575,94.6491,94.7985,515665.0
2020-06-10,93.814,94.4112,92.4692,92.5747,461892.0
2020-06-11,90.2014,90.8694,86.1757,86.2548,693317.0
2020-06-12,89.2322,90.0031,85.2712,87.6549,582490.0
2020-06-13,89.2322,90.0031,85.2712,87.6549,582490.0
2020-06-14,89.2322,90.0031,85.2712,87.6549,582490.0
2020-06-15,85.2092,88.5676,83.9332,88.1422,942978.0
2020-06-16,90.7829,91.6956,88.9309,89.436,800190.0
2020-06-17,89.7284,89.7284,87.4777,87.7967,499219.0
2020-06-18,87.1764,87.7878,85.8649,86.5029,865417.0
2020-06-19,87.5574,88.3904,85.9712,88.3904,3272429.0
2020-06-20,87.5574,88.3904,85.9712,88.3904,3272429.0
2020-06-21,87.5574,88.3904,85.9712,88.3904,3272429.0
2020-06-22,87.7524,87.965,86.0599,87.3447,769866.0
2020-06-23,87.9739,89.1436,87.8941,88.5587,806275.0
2020-06-24,87.8676,88.2131,86.6093,86.7865,853532.0
2020-06-25,86.2637,86.432,82.7458,85.0054,725948.0
2020-06-26,84.5623,85.5282,84.0218,84.7839,891696.0
2020-06-27,84.5623,85.5282,84.0218,84.7839,891696.0
2020-06-28,84.5623,85.5282,84.0218,84.7839,891696.0
2020-06-29,86.0333,88.1688,85.732,86.8574,559727.0
2020-06-30,86.4409,88.8866,86.051,88.4347,776429.0
2020-07-01,88.4878,88.7625,86.5915,88.0536,661781.0
2020-07-02,89.055,89.5157,87.3182,88.3018,906023.0
2020-07-03,89.055,89.5157,87.3182,88.3018,906023.0
2020-07-04,89.055,89.5157,87.3182,88.3018,906023.0
2020-07-05,89.055,89.5157,87.3182,88.3018,906023.0
2020-07-06,89.4183,90.3664,87.2916,88.6119,742350.0
2020-07-07,87.7346,88.3018,86.8485,87.4334,577610.0
2020-07-08,87.1409,87.6194,84.4737,85.3421,607273.0
2020-07-09,85.5371,85.5371,84.0484,84.5092,606390.0
2020-07-10,85.032,87.6992,85.032,87.6283,484446.0
2020-07-11,85.032,87.6992,85.032,87.6283,484446.0
2020-07-12,85.032,87.6992,85.032,87.6283,484446.0
2020-07-13,87.9473,88.8733,87.0435,87.5308,479051.0
2020-07-14,87.6283,90.5879,87.5973,90.4905,715196.0
2020-07-15,92.3425,92.3425,90.0385,91.1285,659758.0
2020-07-16,91.1462,96.0198,91.0221,94.859,1011942.0
2020-07-17,95.0983,95.0983,92.7013,92.7855,879912.0
2020-07-18,95.0983,95.0983,92.7013,92.7855,879912.0
2020-07-19,95.0983,95.0983,92.7013,92.7855,879912.0
2020-07-20,93.1665,93.171,91.5715,91.9083,370197.0
2020-07-21,91.8728,93.1752,91.7842,92.2627,455007.0
2020-07-22,92.2007,92.9938,91.4918,92.3956,445853.0
2020-07-23,92.0412,93.3172,91.3943,91.6779,510310.0
2020-07-24,92.0323,92.502,90.7474,91.0842,393770.0
2020-07-25,92.0323,92.502,90.7474,91.0842,393770.0
2020-07-26,92.0323,92.502,90.7474,91.0842,393770.0
2020-07-27,90.7652,92.2716,89.817,91.7399,688421.0
2020-07-28,91.3323,91.9703,89.5866,90.3664,964424.0
2020-07-29,90.393,91.35,88.1866,90.3575,940712.0
2020-07-30,89.1258,90.074,86.5827,87.0878,828401.0
2020-07-31,86.9903,86.9903,83.8357,85.1738,824920.0
2020-08-01,86.9903,86.9903,83.8357,85.1738,824920.0
2020-08-02,86.9903,86.9903,83.8357,85.1738,824920.0
2020-08-03,85.7675,86.0466,84.5978,85.0231,728335.0
2020-08-04,83.9686,85.0497,83.2619,84.5092,1750516.0
2020-08-05,85.3244,86.3168,84.8813,84.9434,793809.0
2020-08-06,85.032,85.4484,84.106,84.1902,696816.0
2020-08-07,81.6736,84.6509,81.5362,84.5978,2132500.0
2020-08-08,81.6736,84.6509,81.5362,84.5978,2132500.0
2020-08-09,81.6736,84.6509,81.5362,84.5978,2132500.0
2020-08-10,84.7927,86.4498,84.3319,86.4498,1882087.0
2020-08-11,87.4777,90.1715,87.3447,88.6119,946303.0
2020-08-12,89.1613,89.879,87.2384,88.0802,494102.0
2020-08-13,87.4954,88.4613,87.1852,87.9207,375063.0
2020-08-14,87.2739,89.0239,87.0209,88.3195,348191.0
2020-08-15,87.2739,89.0239,87.0209,88.3195,348191.0
2020-08-16,87.2739,89.0239,87.0209,88.3195,348191.0
2020-08-17,88.5233,89.2056,87.6992,87.9296,406807.0
2020-08-18,88.0005,88.4169,86.8308,86.8662,349837.0
2020-08-19,87.4422,88.5144,86.565,86.9371,647406.0
2020-08-20,85.8206,86.5561,84.8282,85.7054,306802.0
2020-08-21,85.7054,86.2637,84.6696,85.032,422101.0
2020-08-22,85.7054,86.2637,84.6696,85.032,422101.0
2020-08-23,85.7054,86.2637,84.6696,85.032,422101.0
2020-08-24,85.732,88.6385,85.732,88.3638,571527.0
2020-08-25,88.7714,88.9663,86.6226,87.8941,517977.0
2020-08-26,87.6106,88.6119,87.1808,88.4878,614220.0
2020-08-27,88.5942,90.7474,88.5764,90.4727,932794.0
2020-08-28,90.5348,91.2171,90.136,90.6234,604927.0
2020-08-29,90.5348,91.2171,90.136,90.6234,604927.0
2020-08-30,90.5348,91.2171,90.136,90.6234,604927.0
2020-08-31,91.3323,91.5095,88.8955,89.7107,770640.0
2020-09-01,89.6132,92.369,89.179,92.3513,680241.0
2020-09-02,92.4665,94.9919,91.9083,94.9388,800107.0
2020-09-03,94.9388,95.7363,92.2361,93.8843,1175170.0
2020-09-04,94.7881,95.3996,93.1488,94.416,732832.0
2020-09-05,94.7881,95.3996,93.1488,94.416,732832.0
2020-09-06,94.7881,95.3996,93.1488,94.416,732832.0
2020-09-07,94.7881,95.3996,93.1488,94.416,732832.0
2020-09-08,93.7957,94.2476,91.669,91.6956,743826.0
2020-09-09,92.6437,93.9906,92.0323,92.6083,638932.0
2020-09-10,92.688,93.4147,90.9867,91.7222,916546.0
2020-09-11,91.8374,93.1311,91.3234,92.6969,675601.0
2020-09-12,91.8374,93.1311,91.3234,92.6969,675601.0
2020-09-13,91.8374,93.1311,91.3234,92.6969,675601.0
2020-09-14,93.5362,95.1076,93.0585,94.5809,521069.0
2020-09-15,95.3487,96.3309,95.3487,96.0094,735669.0
2020-09-16,97.2416,99.6523,96.2906,99.1166,905956.0
2020-09-17,97.7505,101.3041,96.5273,100.8577,952130.0
2020-09-18,100.8577,102.072,100.5452,101.0184,1177314.0
2020-09-19,100.8577,102.072,100.5452,101.0184,1177314.0
2020-09-20,100.8577,102.072,100.5452,101.0184,1177314.0
2020-09-21,98.6791,99.5139,95.4922,96.4559,736244.0
2020-09-22,96.2505,97.3309,94.3755,95.6701,644816.0
2020-09-23,95.7773,95.8041,92.9291,92.9916,635979.0
2020-09-24,93.0541,94.5809,91.7505,93.0987,382628.0
2020-09-25,91.9916,98.1523,91.7639,97.7148,1078906.0
2020-09-26,91.9916,98.1523,91.7639,97.7148,1078906.0
2020-09-27,91.9916,98.1523,91.7639,97.7148,1078906.0
2020-09-28,98.5184,99.7148,96.9737,99.2416,945812.0
2020-09-29,99.4559,99.5139,96.7416,97.0987,630366.0
2020-09-30,97.6434,98.7148,96.3934,97.3666,676772.0
2020-10-01,98.0005,98.7148,95.4826,96.1166,547342.0
2020-10-02,94.9469,97.9023,94.7108,96.8041,621974.0
2020-10-03,94.9469,97.9023,94.7108,96.8041,621974.0
2020-10-04,94.9469,97.9023,94.7108,96.8041,621974.0
2020-10-05,98.3666,99.8041,97.8666,99.0541,795049.0
2020-10-06,98.7059,99.8577,97.4023,97.688,474651.0
2020-10-07,98.6969,100.7952,98.6969,99.9737,377980.0
2020-10-08,100.2059,101.6434,99.947,101.6166,323343.0
2020-10-09,102.2862,103.1345,100.6612,100.8041,493511.0
2020-10-10,102.2862,103.1345,100.6612,100.8041,493511.0
2020-10-11,102.2862,103.1345,100.6612,100.8041,493511.0
2020-10-12,103.3488,105.8756,102.2327,104.2059,578180.0
2020-10-13,103.4202,104.6345,103.0095,103.9291,350307.0
2020-10-14,104.3488,105.2014,103.9247,104.072,382997.0
2020-10-15,102.9023,106.0988,102.7774,105.9827,398307.0
2020-10-16,106.5988,107.2952,106.2506,106.7773,650478.0
2020-10-17,106.5988,107.2952,106.2506,106.7773,650478.0
2020-10-18,106.5988,107.2952,106.2506,106.7773,650478.0
2020-10-19,107.2506,107.7773,104.3934,104.697,476542.0
2020-10-20,105.7148,106.0044,103.5854,104.0452,352669.0
2020-10-21,104.3041,106.0363,104.188,105.0988,444498.0
2020-10-22,104.9916,105.9113,104.0452,105.5273,283133.0
2020-10-23,105.8131,106.7863,105.5363,106.4291,419323.0
2020-10-24,105.8131,106.7863,105.5363,106.4291,419323.0
2020-10-25,105.8131,106.7863,105.5363,106.4291,419323.0
2020-10-26,105.5631,105.6345,102.8488,103.3755,436354.0
2020-10-27,103.1702,105.2639,101.7059,101.7595,616008.0
2020-10-28,99.947,100.822,98.9916,99.938,565558.0
2020-10-29,100.0273,103.4604,100.0273,102.4827,456478.0
2020-10-30,102.1166,102.9023,100.887,102.2237,361821.0
2020-10-31,102.1166,102.9023,100.887,102.2237,361821.0
2020-11-01,102.1166,102.9023,100.887,102.2237,361821.0
2020-11-02,103.3309,105.3398,102.9648,105.2416,540150.0
2020-11-03,107.0006,110.7059,106.3756,110.0452,646101.0
2020-11-04,108.6702,108.6702,105.4648,105.7327,392905.0
2020-11-05,106.7863,110.0899,106.3175,109.4113,313366.0
2020-11-06,109.5095,111.3711,108.3452,110.0095,704326.0
2020-11-07,109.5095,111.3711,108.3452,110.0095,704326.0
2020-11-08,109.5095,111.3711,108.3452,110.0095,704326.0
2020-11-09,115.8131,117.6345,111.9024,113.2059,827166.0
2020-11-10,113.331,116.0185,112.5452,116.0185,478832.0
2020-11-11,116.206,116.6524,113.7327,114.1881,505220.0
2020-11-12,113.0542,113.3042,111.7104,113.2774,421458.0
2020-11-13,113.572,116.4292,113.572,116.0274,534992.0
2020-11-14,113.572,116.4292,113.572,116.0274,534992.0
2020-11-15,113.572,116.4292,113.572,116.0274,534992.0
2020-11-16,118.0631,120.5408,116.8042,119.9649,512818.0
2020-11-17,119.2953,121.8489,118.1212,121.0542,655794.0
2020-11-18,121.0453,121.4024,117.697,117.7595,655016.0
2020-11-19,117.572,117.572,114.8042,115.8935,711982.0
2020-11-20,115.9827,116.7774,113.9649,115.8935,579267.0
2020-11-21,115.9827,116.7774,113.9649,115.8935,579267.0
2020-11-22,115.9827,116.7774,113.9649,115.8935,579267.0
2020-11-23,117.1703,118.4738,116.2863,117.3845,277135.0
2020-11-24,119.1256,120.4738,117.7953,120.1792,443177.0
2020-11-25,119.1167,120.0229,117.4203,117.6345,358768.0
2020-11-26,119.1167,120.0229,117.4203,117.6345,358768.0
2020-11-27,117.2863,118.7596,116.8399,118.5453,220538.0
2020-11-28,117.2863,118.7596,116.8399,118.5453,220538.0
2020-11-29,117.2863,118.7596,116.8399,118.5453,220538.0
2020-11-30,117.8131,118.0453,115.3667,116.072,696809.0
2020-12-01,118.331,119.4203,117.0363,117.8042,607000.0
2020-12-02,117.4917,118.622,116.2863,117.8399,431564.0
2020-12-03,118.0006,119.2417,117.1167,117.447,469013.0
2020-12-04,118.1256,119.6435,118.1256,118.9024,512013.0
2020-12-05,118.1256,119.6435,118.1256,118.9024,512013.0
2020-12-06,118.1256,119.6435,118.1256,118.9024,512013.0
2020-12-07,119.7596,120.5542,118.0185,120.4738,745686.0
2020-12-08,119.3221,122.8042,119.3221,122.3846,519788.0
2020-12-09,122.331,124.0631,120.8488,121.7149,646482.0
2020-12-10,121.1971,122.2953,120.4024,121.0363,633972.0
2020-12-11,120.5631,122.1524,119.8488,121.0542,559065.0
2020-12-12,120.5631,122.1524,119.8488,121.0542,559065.0
2020-12-13,120.5631,122.1524,119.8488,121.0542,559065.0
2020-12-14,122.0185,122.4095,117.447,117.572,597192.0
2020-12-15,118.7417,120.1613,118.1167,119.8131,487109.0
2020-12-16,120.3578,121.5899,120.0988,121.081,550754.0
2020-12-17,121.4292,121.5899,119.831,121.1167,500483.0
2020-12-18,121.1887,121.5305,119.0254,121.3056,1175188.0
2020-12-19,121.1887,121.5305,119.0254,121.3056,1175188.0
2020-12-20,121.1887,121.5305,119.0254,121.3056,1175188.0
2020-12-21,119.9204,121.0538,117.3838,120.3252,454811.0
2020-12-22,120.3701,121.1617,119.9384,120.3611,598702.0
2020-12-23,120.64,123.0596,120.4466,122.0882,1024150.0
2020-12-24,122.5739,122.6818,121.1122,122.421,158929.0
2020-12-25,122.5739,122.6818,121.1122,122.421,158929.0
2020-12-26,122.5739,122.6818,121.1122,122.421,158929.0
2020-12-27,122.5739,122.6818,121.1122,122.421,158929.0
2020-12-28,123.6353,124.13,122.6189,123.0326,300917.0
2020-12-29,123.3834,123.7163,121.8648,122.0342,305538.0
2020-12-30,122.457,124.22,122.457,123.6533,251483.0
2020-12-31,123.7342,124.3819,122.5109,124.0491,397051.0
2021-01-01,123.7342,124.3819,122.5109,124.0491,397051.0
2021-01-02,123.7342,124.3819,122.5109,124.0491,397051.0
2021-01-03,123.7342,124.3819,122.5109,124.0491,397051.0
2021-01-04,124.4988,125.4478,121.2876,122.1062,610527.0
2021-01-05,122.8347,124.3729,121.6618,123.3654,999849.0
2021-01-06,124.157,130.9572,124.157,129.9947,872445.0
2021-01-07,130.1476,131.326,129.536,130.3815,927794.0
2021-01-08,130.8312,131.8387,128.7444,130.2286,740850.0
2021-01-09,130.8312,131.8387,128.7444,130.2286,740850.0
2021-01-10,130.8312,131.8387,128.7444,130.2286,740850.0
2021-01-11,128.8164,132.2165,127.791,131.173,713865.0
2021-01-12,129.2571,133.2509,129.1132,132.4323,565637.0
2021-01-13,131.1011,131.5778,127.9127,129.2122,863826.0
2021-01-14,129.419,130.0217,128.2677,128.6275,985804.0
2021-01-15,127.2513,129.2661,126.1363,128.2047,586631.0
2021-01-16,127.2513,129.2661,126.1363,128.2047,586631.0
2021-01-17,127.2513,129.2661,126.1363,128.2047,586631.0
2021-01-18,127.2513,129.2661,126.1363,128.2047,586631.0
2021-01-19,129.482,129.7968,125.4793,125.6412,663177.0
2021-01-20,126.5856,126.8375,124.7687,126.3518,576875.0
2021-01-21,125.911,127.3682,125.911,126.4237,404045.0
2021-01-22,126.019,126.9274,125.034,126.2888,375645.0
2021-01-23,126.019,126.9274,125.034,126.2888,375645.0
2021-01-24,126.019,126.9274,125.034,126.2888,375645.0
2021-01-25,126.4237,128.3037,125.938,126.7565,750135.0
2021-01-26,127.3952,127.638,125.7671,125.7851,352417.0
2021-01-27,124.4988,126.0369,121.4585,122.2141,650487.0
2021-01-28,122.2231,123.6308,116.1425,118.4722,1174421.0
2021-01-29,117.4738,121.5125,115.9806,120.9458,1379612.0
2021-01-30,117.4738,121.5125,115.9806,120.9458,1379612.0
2021-01-31,117.4738,121.5125,115.9806,120.9458,1379612.0
2021-02-01,121.9173,122.448,119.3627,121.1167,975540.0
2021-02-02,122.457,123.8242,121.5035,121.9353,537292.0
2021-02-03,122.0252,122.7988,120.9008,122.0072,522909.0
2021-02-04,122.2231,122.5919,118.9399,119.0299,1006272.0
2021-02-05,119.9474,120.55,118.868,119.9024,857635.0
2021-02-06,119.9474,120.55,118.868,119.9024,857635.0
2021-02-07,119.9474,120.55,118.868,119.9024,857635.0
2021-02-08,120.4871,121.5934,119.3177,119.6595,737819.0
2021-02-09,120.0283,120.4241,118.4362,118.6791,829414.0
2021-02-10,119.6146,120.64,119.2008,120.3432,716291.0
2021-02-11,120.5231,120.9728,117.2669,117.9865,768588.0
2021-02-12,117.8695,120.4601,117.8695,119.7945,562984.0
2021-02-13,117.8695,120.4601,117.8695,119.7945,562984.0
2021-02-14,117.8695,120.4601,117.8695,119.7945,562984.0
2021-02-15,117.8695,120.4601,117.8695,119.7945,562984.0
2021-02-16,120.0373,120.1408,118.2833,119.6685,638371.0
2021-02-17,119.4077,120.2982,118.6791,120.0103,445238.0
2021-02-18,119.4347,120.0823,119.1019,119.3447,382933.0
2021-02-19,119.5426,121.2876,118.9399,120.604,386392.0
2021-02-20,119.5426,121.2876,118.9399,120.604,386392.0
2021-02-21,119.5426,121.2876,118.9399,120.604,386392.0
2021-02-22,119.8664,121.5035,119.6889,120.8199,451847.0
2021-02-23,121.1257,121.2516,119.5066,120.1183,595806.0
2021-02-24,120.0103,120.5006,118.3913,120.0193,659098.0
2021-02-25,120.0193,121.0807,119.4616,120.1453,477463.0
2021-02-26,119.5066,120.2802,118.2833,118.751,803601.0
2021-02-27,119.5066,120.2802,118.2833,118.751,803601.0
2021-02-28,119.5066,120.2802,118.2833,118.751,803601.0
2021-03-01,119.8574,122.7808,119.8574,122.2321,618527.0
2021-03-02,122.5109,123.4914,121.6114,122.6998,706294.0
2021-03-03,122.7088,124.1075,121.9083,122.7898,443838.0
2021-03-04,122.7448,123.3654,118.5082,120.7209,549498.0
2021-03-05,121.7014,122.2051,118.877,121.3866,923141.0
2021-03-06,121.7014,122.2051,118.877,121.3866,923141.0
2021-03-07,121.7014,122.2051,118.877,121.3866,923141.0
2021-03-08,121.8813,126.1539,121.3776,124.5168,818483.0
2021-03-09,124.3459,126.8915,123.4644,125.929,471381.0
2021-03-10,125.7491,128.2317,125.7491,126.6756,474849.0
2021-03-11,126.5047,127.3161,125.2184,125.893,714877.0
2021-03-12,126.6359,126.9893,124.1083,124.3167,762827.0
2021-03-13,126.6359,126.9893,124.1083,124.3167,762827.0
2021-03-14,126.6359,126.9893,124.1083,124.3167,762827.0
2021-03-15,123.8093,123.8093,120.421,122.0699,1005181.0
2021-03-16,121.5625,122.4051,119.3973,120.9465,593431.0
2021-03-17,121.327,122.3145,120.9374,122.1967,798852.0
2021-03-18,122.849,123.3654,121.3904,121.3904,653337.0
2021-03-19,121.8524,121.8524,118.3192,118.6997,1661407.0
2021-03-20,121.8524,121.8524,118.3192,118.6997,1661407.0
2021-03-21,121.8524,121.8524,118.3192,118.6997,1661407.0
2021-03-22,116.0361,118.4188,115.112,118.1833,676500.0
2021-03-23,118.301,120.4346,116.2807,116.8062,607729.0
2021-03-24,116.9149,119.5105,116.9149,117.6759,467751.0
2021-03-25,117.8662,121.6077,117.1505,121.2092,596649.0
2021-03-26,121.6169,122.9577,120.7471,122.7765,428606.0
2021-03-27,121.6169,122.9577,120.7471,122.7765,428606.0
2021-03-28,121.6169,122.9577,120.7471,122.7765,428606.0
2021-03-29,121.9521,123.5874,121.8434,123.0664,451385.0
2021-03-30,122.8671,123.4977,122.3688,122.7131,254914.0
2021-03-31,122.4141,123.3382,121.2092,121.8343,494582.0
2021-04-01,121.934,123.3926,120.9012,122.8218,497220.0
2021-04-02,121.934,123.3926,120.9012,122.8218,497220.0
2021-04-03,121.934,123.3926,120.9012,122.8218,497220.0
2021-04-04,121.934,123.3926,120.9012,122.8218,497220.0
2021-04-05,124.4344,125.046,123.7024,124.5341,650976.0
2021-04-06,124.4707,126.6993,123.9271,126.346,928419.0
2021-04-07,126.8352,127.3879,125.0324,125.0686,522383.0
2021-04-08,124.3167,124.7062,122.6587,123.4288,724468.0
2021-04-09,124.1173,124.9599,122.858,124.8784,429736.0
2021-04-10,124.1173,124.9599,122.858,124.8784,429736.0
2021-04-11,124.1173,124.9599,122.858,124.8784,429736.0
2021-04-12,125.0324,126.2282,125.0233,126.0199,381625.0
2021-04-13,126.0108,126.5091,123.6825,124.4073,333903.0
2021-04-14,124.063,124.7108,123.456,124.6247,348640.0
2021-04-15,125.123,127.1795,124.9418,126.4276,574258.0
2021-04-16,127.3879,128.1308,125.816,127.1614,497837.0
2021-04-17,127.3879,128.1308,125.816,127.1614,497837.0
2021-04-18,127.3879,128.1308,125.816,127.1614,497837.0
2021-04-19,128.8374,129.0549,126.1558,127.8499,554779.0
2021-04-20,127.8952,128.5475,126.7356,127.5691,391576.0
2021-04-21,127.5872,129.0005,127.5057,128.8737,289736.0
2021-04-22,129.2361,129.4263,127.3335,127.4604,575740.0
2021-04-23,128.0039,129.2723,127.4604,128.9461,281508.0
2021-04-24,128.0039,129.2723,127.4604,128.9461,281508.0
2021-04-25,128.0039,129.2723,127.4604,128.9461,281508.0
2021-04-26,129.5713,130.0967,128.5385,129.689,465354.0
2021-04-27,128.6472,133.331,127.9224,131.1567,593959.0
2021-04-28,132.2348,133.2042,131.3107,131.7003,598983.0
2021-04-29,132.7331,135.9583,132.7331,135.904,619029.0
2021-04-30,135.46,136.0942,133.4035,133.7659,550600.0
2021-05-01,135.46,136.0942,133.4035,133.7659,550600.0
2021-05-02,135.46,136.0942,133.4035,133.7659,550600.0
2021-05-03,134.6628,136.1848,133.9833,135.4147,342156.0
2021-05-04,135.5325,137.6887,135.5325,137.5981,545113.0
2021-05-05,137.5981,138.7306,136.4204,137.8608,527990.0
2021-05-06,138.6853,138.9571,136.9911,138.8302,338359.0
2021-05-07,137.9061,139.1201,137.4532,138.7578,224299.0
2021-05-08,137.9061,139.1201,137.4532,138.7578,224299.0
2021-05-09,137.9061,139.1201,137.4532,138.7578,224299.0
2021-05-10,139.7,141.8199,139.5731,140.0261,370325.0
2021-05-11,140.0895,141.3579,138.8574,140.2888,469137.0
2021-05-12,140.5697,140.7871,137.1089,137.3082,359665.0
2021-05-13,136.6287,141.231,136.2392,140.47,254544.0
2021-05-14,140.5969,141.0725,139.2651,139.7453,299062.0
2021-05-15,140.5969,141.0725,139.2651,139.7453,299062.0
2021-05-16,140.5969,141.0725,139.2651,139.7453,299062.0
2021-05-17,140.0623,141.7293,139.4191,140.5425,338190.0
2021-05-18,139.3466,139.7634,137.734,137.8971,400387.0
2021-05-19,137.2629,137.2629,135.3332,136.5925,290822.0
2021-05-20,136.1576,136.8824,135.2245,135.3423,370713.0
2021-05-21,135.8224,137.0092,135.5416,136.0399,399904.0
2021-05-22,135.8224,137.0092,135.5416,136.0399,399904.0
2021-05-23,135.8224,137.0092,135.5416,136.0399,399904.0
2021-05-24,136.9639,137.6253,136.3932,137.2538,352067.0
