,CAC US Equity,CAC US Equity,CAC US Equity,CAC US Equity,CAC US Equity
2021-03-15,42.7244,42.7244,40.9679,41.7282,39954.0
2021-03-16,41.9904,42.5322,40.5048,41.4224,46927.0
2021-03-17,41.5622,43.1701,39.3425,41.7981,47215.0
2021-03-18,42.1215,43.3287,41.0702,41.9379,30215.0
2021-03-19,42.6895,42.8905,39.7969,41.868,183782.0
2021-03-20,42.6895,42.8905,39.7969,41.868,183782.0
2021-03-21,42.6895,42.8905,39.7969,41.868,183782.0
2021-03-22,41.6933,42.1783,40.5048,40.9417,30932.0
2021-03-23,40.4698,41.6845,40.4698,40.5048,41356.0
2021-03-24,41.099,42.3487,40.3737,40.3737,34919.0
2021-03-25,40.164,41.3874,40.164,41.2214,33041.0
2021-03-26,41.7632,42.9779,41.1951,42.471,31836.0
2021-03-27,41.7632,42.9779,41.1951,42.471,31836.0
2021-03-28,41.7632,42.9779,41.1951,42.471,31836.0
2021-03-29,41.9729,41.9729,41.1864,41.6845,40898.0
2021-03-30,41.7107,42.2875,41.0728,41.6233,37562.0
2021-03-31,41.501,42.1389,40.9197,41.8243,65036.0
2021-04-01,41.5272,42.1652,41.1034,41.9729,39877.0
2021-04-02,41.5272,42.1652,41.1034,41.9729,39877.0
2021-04-03,41.5272,42.1652,41.1034,41.9729,39877.0
2021-04-04,41.5272,42.1652,41.1034,41.9729,39877.0
2021-04-05,42.3399,42.9079,41.8156,42.4535,28170.0
2021-04-06,42.1739,42.7944,41.6321,41.9205,42491.0
2021-04-07,41.8156,42.0428,41.1296,41.4224,39512.0
2021-04-08,41.536,41.7632,40.9242,41.7195,23030.0
2021-04-09,41.3612,42.0865,41.3612,41.7981,31659.0
2021-04-10,41.3612,42.0865,41.3612,41.7981,31659.0
2021-04-11,41.3612,42.0865,41.3612,41.7981,31659.0
2021-04-12,41.7544,42.4273,41.7129,42.2176,21741.0
2021-04-13,42.1826,42.1826,41.3524,41.4486,37441.0
2021-04-14,41.7039,42.2499,41.4618,41.88,28264.0
2021-04-15,41.8712,41.9505,41.1228,41.7832,25946.0
2021-04-16,42.1618,42.5053,41.3517,42.2851,36969.0
2021-04-17,42.1618,42.5053,41.3517,42.2851,36969.0
2021-04-18,42.1618,42.5053,41.3517,42.2851,36969.0
2021-04-19,42.1002,42.1002,41.246,41.7039,27170.0
2021-04-20,41.475,41.7656,40.207,40.5416,34069.0
2021-04-21,40.3214,41.7631,40.3214,41.3781,28576.0
2021-04-22,41.563,41.563,40.5944,40.6825,19475.0
2021-04-23,41.6423,42.382,41.1888,41.8889,34696.0
2021-04-24,41.6423,42.382,41.1888,41.8889,34696.0
2021-04-25,41.6423,42.382,41.1888,41.8889,34696.0
2021-04-26,42.1971,42.2981,40.568,41.431,25535.0
2021-04-27,42.1354,42.1354,40.6507,41.3429,35292.0
2021-04-28,41.836,42.2763,40.7881,41.4662,52142.0
2021-04-29,41.7656,42.153,41.4221,41.8096,41588.0
2021-04-30,41.8008,42.2675,41.5807,42.0209,56401.0
2021-05-01,41.8008,42.2675,41.5807,42.0209,56401.0
2021-05-02,41.8008,42.2675,41.5807,42.0209,56401.0
2021-05-03,42.426,42.5317,41.7303,42.3556,38898.0
2021-05-04,41.9329,42.6373,41.5454,42.3203,25801.0
2021-05-05,42.2059,42.6549,41.5227,41.8889,22887.0
2021-05-06,42.0297,42.0297,41.155,41.8536,64715.0
2021-05-07,41.5014,42.6285,41.3809,41.9241,29085.0
2021-05-08,41.5014,42.6285,41.3809,41.9241,29085.0
2021-05-09,41.5014,42.6285,41.3809,41.9241,29085.0
2021-05-10,42.0121,42.4382,41.2372,41.2372,36513.0
2021-05-11,40.9466,41.4133,40.8101,40.8586,20657.0
2021-05-12,41.0699,41.3341,40.4271,40.524,44587.0
2021-05-13,40.4887,42.2675,40.4271,42.1794,47938.0
2021-05-14,42.3467,42.4612,41.7832,42.2675,33952.0
2021-05-15,42.3467,42.4612,41.7832,42.2675,33952.0
2021-05-16,42.3467,42.4612,41.7832,42.2675,33952.0
2021-05-17,42.1002,42.3908,41.9417,42.1002,37629.0
2021-05-18,42.153,42.2059,41.4221,41.4221,32911.0
2021-05-19,40.9554,41.6335,40.4799,41.3077,33325.0
2021-05-20,41.1228,41.6511,40.4447,41.3341,68811.0
2021-05-21,41.7039,42.6109,41.5322,42.2323,37919.0
2021-05-22,41.7039,42.6109,41.5322,42.2323,37919.0
2021-05-23,41.7039,42.6109,41.5322,42.2323,37919.0
2021-05-24,42.3379,42.3556,41.0076,42.1354,35426.0
2021-05-25,42.1794,42.3467,40.7265,40.7265,33446.0
2021-05-26,40.9995,41.3693,40.5504,41.3077,25000.0
2021-05-27,41.7127,42.0121,41.431,41.6687,38820.0
2021-05-28,41.6687,41.9329,41.0347,41.9329,19211.0
2021-05-29,41.6687,41.9329,41.0347,41.9329,19211.0
2021-05-30,41.6687,41.9329,41.0347,41.9329,19211.0
2021-05-31,41.6687,41.9329,41.0347,41.9329,19211.0
2021-06-01,41.9769,42.5229,41.4662,42.2499,42869.0
2021-06-02,41.7436,42.3908,41.5278,41.7656,29738.0
2021-06-03,41.748,42.3379,41.5983,42.0826,24120.0
2021-06-04,42.2147,42.4392,41.792,42.1882,28018.0
2021-06-05,42.2147,42.4392,41.792,42.1882,28018.0
2021-06-06,42.2147,42.4392,41.792,42.1882,28018.0
2021-06-07,42.2499,43.1305,42.1566,42.743,44279.0
2021-06-08,42.6726,43.0952,42.5933,42.6638,39795.0
2021-06-09,42.5493,42.5493,41.9153,41.9681,33919.0
2021-06-10,42.1971,42.2587,41.3077,41.3341,37112.0
2021-06-11,41.5807,42.065,41.2152,41.5014,22398.0
2021-06-12,41.5807,42.065,41.2152,41.5014,22398.0
2021-06-13,41.5807,42.065,41.2152,41.5014,22398.0
2021-06-14,41.5102,41.9329,41.2813,41.5454,44863.0
2021-06-15,41.431,42.8839,41.2548,41.9153,44017.0
2021-06-16,41.8624,42.6109,41.5014,42.3908,36986.0
2021-06-17,42.5405,42.5405,41.0347,41.1492,53636.0
2021-06-18,40.9554,41.1095,40.5152,40.7353,231308.0
2021-06-19,40.9554,41.1095,40.5152,40.7353,231308.0
2021-06-20,40.9554,41.1095,40.5152,40.7353,231308.0
2021-06-21,41.5851,42.1706,40.8146,41.8272,60651.0
2021-06-22,42.2059,42.2059,41.1844,41.792,45634.0
2021-06-23,42.0474,42.6902,41.6951,42.2587,48789.0
2021-06-24,42.2675,42.8971,41.8756,42.8487,41015.0
2021-06-25,42.9279,43.65,42.677,43.3242,201145.0
2021-06-26,42.9279,43.65,42.677,43.3242,201145.0
2021-06-27,42.9279,43.65,42.677,43.3242,201145.0
2021-06-28,43.2714,43.2978,42.2675,42.5317,80120.0
2021-06-29,42.8399,42.8399,42.0121,42.0738,39385.0
2021-06-30,41.792,42.3952,41.563,42.0562,56751.0
2021-07-01,42.3467,42.6814,42.0385,42.2147,60014.0
2021-07-02,42.2147,42.2147,41.6335,41.6423,37994.0
2021-07-03,42.2147,42.2147,41.6335,41.6423,37994.0
2021-07-04,42.2147,42.2147,41.6335,41.6423,37994.0
2021-07-05,42.2147,42.2147,41.6335,41.6423,37994.0
2021-07-06,41.6423,41.6423,40.2466,40.6737,79424.0
2021-07-07,40.524,40.9151,40.0308,40.5504,57085.0
2021-07-08,40.251,40.6428,39.5906,39.8371,50848.0
2021-07-09,40.3126,40.9907,40.1101,40.9026,34592.0
2021-07-10,40.3126,40.9907,40.1101,40.9026,34592.0
2021-07-11,40.3126,40.9907,40.1101,40.9026,34592.0
2021-07-12,40.6208,41.3693,40.5944,41.2813,38306.0
2021-07-13,41.2813,41.3605,40.5152,40.7881,45504.0
2021-07-14,40.9923,41.2496,40.371,40.6728,33603.0
2021-07-15,40.3266,41.1609,40.1403,41.0189,34109.0
2021-07-16,40.655,41.2674,40.087,40.087,35089.0
2021-07-17,40.655,41.2674,40.087,40.087,35089.0
2021-07-18,40.655,41.2674,40.087,40.087,35089.0
2021-07-19,39.3593,39.803,38.7825,39.2262,39412.0
2021-07-20,39.2262,40.7881,39.2262,39.6788,65817.0
2021-07-21,40.1314,40.4953,40.0338,40.2202,28284.0
2021-07-22,39.945,40.5969,39.1314,39.3593,30536.0
2021-07-23,39.7853,39.7853,39.3859,39.5723,13817.0
2021-07-24,39.7853,39.7853,39.3859,39.5723,13817.0
2021-07-25,39.7853,39.7853,39.3859,39.5723,13817.0
2021-07-26,39.1818,40.3888,39.1818,39.945,40132.0
2021-07-27,39.4836,39.838,38.9688,39.4303,21051.0
2021-07-28,39.1907,39.803,38.7292,39.2173,28638.0
2021-07-29,39.7409,40.1225,39.4126,39.9539,20350.0
2021-07-30,39.9717,40.2088,39.3913,39.732,29504.0
2021-07-31,39.9717,40.2088,39.3913,39.732,29504.0
2021-08-01,39.9717,40.2088,39.3913,39.732,29504.0
2021-08-02,39.7498,40.9479,39.2439,39.2972,32112.0
2021-08-03,39.3061,40.1713,39.0487,39.8918,21979.0
2021-08-04,39.4126,39.5501,39.0487,39.0487,22858.0
2021-08-05,39.1818,39.9273,39.1818,39.5546,31702.0
2021-08-06,40.0338,40.8148,39.9007,40.6195,27471.0
2021-08-07,40.0338,40.8148,39.9007,40.6195,27471.0
2021-08-08,40.0338,40.8148,39.9007,40.6195,27471.0
2021-08-09,40.4509,40.9035,39.373,40.442,31627.0
2021-08-10,40.3089,40.9568,40.0737,40.9479,30555.0
2021-08-11,40.8236,42.0217,40.8236,41.9596,32032.0
2021-08-12,42.0483,42.2347,41.7022,42.0661,35184.0
2021-08-13,42.217,43.2952,41.5952,42.1016,40249.0
2021-08-14,42.217,43.2952,41.5952,42.1016,40249.0
2021-08-15,42.217,43.2952,41.5952,42.1016,40249.0
2021-08-16,41.9862,42.6429,41.2097,41.649,43599.0
2021-08-17,41.5514,41.5735,40.5396,40.939,21766.0
2021-08-18,40.9035,42.2391,40.442,40.7171,29675.0
2021-08-19,40.4509,41.0078,40.3799,40.6905,28042.0
2021-08-20,40.5308,41.4626,40.3976,41.4537,49767.0
2021-08-21,40.5308,41.4626,40.3976,41.4537,49767.0
2021-08-22,40.5308,41.4626,40.3976,41.4537,49767.0
2021-08-23,41.5336,42.3014,40.9568,41.152,21123.0
2021-08-24,41.3206,41.6357,40.8771,41.3472,19870.0
2021-08-25,41.4537,41.9951,41.2407,41.3206,27016.0
2021-08-26,41.5247,41.578,40.7526,40.7526,25843.0
2021-08-27,41.1609,42.1371,41.0548,41.9951,27199.0
2021-08-28,41.1609,42.1371,41.0548,41.9951,27199.0
2021-08-29,41.1609,42.1371,41.0548,41.9951,27199.0
2021-08-30,41.9418,41.9418,40.9834,41.1076,31539.0
2021-08-31,41.2319,41.7289,40.939,41.4182,21353.0
2021-09-01,41.5247,41.6046,41.0943,41.6046,21612.0
2021-09-02,41.6401,41.8886,41.2674,41.4271,19535.0
2021-09-03,41.3916,41.6046,41.1653,41.4981,17067.0
2021-09-04,41.3916,41.6046,41.1653,41.4981,17067.0
2021-09-05,41.3916,41.6046,41.1653,41.4981,17067.0
2021-09-06,41.3916,41.6046,41.1653,41.4981,17067.0
2021-09-07,41.5159,41.9063,41.3916,41.5602,30109.0
2021-09-08,41.3206,41.6312,40.9479,41.1875,41138.0
2021-09-09,41.1431,41.6579,40.9923,40.9923,27530.0
2021-09-10,41.1342,41.1342,40.2912,40.3799,56627.0
2021-09-11,41.1342,41.1342,40.2912,40.3799,56627.0
2021-09-12,41.1342,41.1342,40.2912,40.3799,56627.0
2021-09-13,40.4331,40.8858,39.9983,40.5751,24071.0
2021-09-14,40.8236,40.8236,39.7675,39.9007,36072.0
2021-09-15,40.0693,40.6018,40.056,40.5929,34532.0
2021-09-16,40.8148,40.8148,40.2113,40.442,22579.0
2021-09-17,40.229,41.7289,40.229,41.6579,136551.0
2021-09-18,40.229,41.7289,40.229,41.6579,136551.0
2021-09-19,40.229,41.7289,40.229,41.6579,136551.0
2021-09-20,40.6905,40.8059,39.6433,40.2823,47016.0
2021-09-21,40.2823,40.6461,39.7675,40.158,33469.0
2021-09-22,40.5219,41.2407,40.4516,40.7526,26091.0
2021-09-23,41.0899,42.1016,41.0899,41.7644,40593.0
2021-09-24,41.578,42.5187,41.578,41.9951,47577.0
2021-09-25,41.578,42.5187,41.578,41.9951,47577.0
2021-09-26,41.578,42.5187,41.578,41.9951,47577.0
2021-09-27,42.2347,44.1339,42.1548,43.5659,41201.0
2021-09-28,43.7079,43.7079,42.5276,42.5897,26377.0
2021-09-29,41.6579,43.2464,41.6579,43.1222,16322.0
2021-09-30,43.3795,43.3795,42.43,42.5098,25399.0
2021-10-01,42.6696,43.912,41.1213,43.4062,22722.0
2021-10-02,42.6696,43.912,41.1213,43.4062,22722.0
2021-10-03,42.6696,43.912,41.1213,43.4062,22722.0
2021-10-04,43.4062,44.3469,42.7849,42.9181,20064.0
2021-10-05,42.9536,43.3884,42.7672,43.1577,16755.0
2021-10-06,42.7672,43.4905,42.2081,43.1399,20490.0
2021-10-07,41.3029,43.3884,41.2762,43.3618,34511.0
2021-10-08,43.3174,43.912,42.7849,43.5837,14338.0
2021-10-09,43.3174,43.912,42.7849,43.5837,14338.0
2021-10-10,43.3174,43.912,42.7849,43.5837,14338.0
2021-10-11,43.7257,43.7257,42.7849,42.7849,13901.0
2021-10-12,42.7139,43.0334,42.2791,42.9269,21461.0
2021-10-13,42.9269,42.9269,42.331,42.4388,13701.0
2021-10-14,42.8233,43.2883,42.2153,43.2883,18327.0
2021-10-15,43.7712,43.7712,42.9485,43.0379,31100.0
2021-10-16,43.7712,43.7712,42.9485,43.0379,31100.0
2021-10-17,43.7712,43.7712,42.9485,43.0379,31100.0
2021-10-18,43.1721,43.5119,42.8591,43.0558,17894.0
2021-10-19,43.1631,43.494,42.7339,43.4314,16659.0
2021-10-20,43.1542,43.9858,43.0111,43.9858,24945.0
2021-10-21,43.7891,43.9119,43.1184,43.3062,16676.0
2021-10-22,43.5297,43.5745,43.0558,43.3241,14102.0
2021-10-23,43.5297,43.5745,43.0558,43.3241,14102.0
2021-10-24,43.5297,43.5745,43.0558,43.3241,14102.0
2021-10-25,43.4761,44.1198,43.029,43.6639,29479.0
2021-10-26,43.3598,43.3598,42.1884,42.3226,30412.0
2021-10-27,41.9112,44.0271,41.795,41.9202,28219.0
2021-10-28,42.2868,42.6624,42.2779,42.6355,15245.0
2021-10-29,42.7428,42.9485,42.3941,42.564,70259.0
2021-10-30,42.7428,42.9485,42.3941,42.564,70259.0
2021-10-31,42.7428,42.9485,42.3941,42.564,70259.0
2021-11-01,42.8144,43.646,42.5461,43.494,35308.0
2021-11-02,43.494,43.6907,42.6266,42.7965,19871.0
2021-11-03,42.877,44.3166,42.877,44.1467,21544.0
2021-11-04,44.3614,44.3614,42.877,43.333,28265.0
2021-11-05,43.7801,45.0678,43.7801,44.8621,37558.0
2021-11-06,43.7801,45.0678,43.7801,44.8621,37558.0
2021-11-07,43.7801,45.0678,43.7801,44.8621,37558.0
2021-11-08,45.1214,45.3718,44.5491,45.2645,20843.0
2021-11-09,45.193,45.2198,44.4598,45.1125,24167.0
2021-11-10,45.1035,45.5238,45.0052,45.2377,26387.0
2021-11-11,45.4612,45.5506,45.2019,45.4523,10785.0
2021-11-12,45.3897,45.3897,44.3077,44.6296,16015.0
2021-11-13,45.3897,45.3897,44.3077,44.6296,16015.0
2021-11-14,45.3897,45.3897,44.3077,44.6296,16015.0
2021-11-15,44.7101,45.453,44.254,44.5581,18783.0
2021-11-16,44.5223,44.7101,44.0484,44.2272,40261.0
2021-11-17,44.1289,44.1289,42.7965,43.333,56551.0
2021-11-18,43.1184,43.8159,42.868,43.6102,25261.0
2021-11-19,43.0826,43.1899,42.1616,42.9127,25165.0
2021-11-20,43.0826,43.1899,42.1616,42.9127,25165.0
2021-11-21,43.0826,43.1899,42.1616,42.9127,25165.0
2021-11-22,43.2794,44.3524,42.716,43.6728,29912.0
2021-11-23,43.8874,44.7548,43.5923,43.9858,25720.0
2021-11-24,43.485,43.8159,42.7168,43.5297,15360.0
2021-11-25,43.485,43.8159,42.7168,43.5297,15360.0
2021-11-26,42.2242,44.5313,40.6326,41.5536,33524.0
2021-11-27,42.2242,44.5313,40.6326,41.5536,33524.0
2021-11-28,42.2242,44.5313,40.6326,41.5536,33524.0
2021-11-29,42.2332,42.2332,41.1512,41.33,27991.0
2021-11-30,40.9544,41.2451,40.5275,40.9723,42328.0
2021-12-01,41.5714,42.0409,40.6236,40.7041,32012.0
2021-12-02,41.0528,42.175,41.0528,41.8934,21534.0
2021-12-03,41.9901,41.9901,41.3837,41.5536,24256.0
2021-12-04,41.9901,41.9901,41.3837,41.5536,24256.0
2021-12-05,41.9901,41.9901,41.3837,41.5536,24256.0
2021-12-06,42.0007,42.7876,41.8397,42.1348,32731.0
2021-12-07,42.4299,42.9753,41.7682,41.7682,28551.0
2021-12-08,42.2242,42.2242,41.3568,41.5893,29097.0
2021-12-09,41.3479,41.7235,41.0886,41.5088,29233.0
2021-12-10,41.795,41.795,40.9097,41.2942,26208.0
2021-12-11,41.795,41.795,40.9097,41.2942,26208.0
2021-12-12,41.795,41.795,40.9097,41.2942,26208.0
2021-12-13,40.9589,41.7592,40.2749,41.0975,108248.0
2021-12-14,41.2853,42.245,40.8829,41.0975,59333.0
2021-12-15,41.491,42.6102,41.1691,41.6787,50794.0
2021-12-16,42.1795,42.4299,41.339,41.7145,56208.0
2021-12-17,41.3658,41.5536,39.5863,39.5863,226874.0
2021-12-18,41.3658,41.5536,39.5863,39.5863,226874.0
2021-12-19,41.3658,41.5536,39.5863,39.5863,226874.0
2021-12-20,39.4522,40.8203,39.0409,40.6594,88786.0
2021-12-21,41.1691,42.1124,40.6817,41.7056,71793.0
2021-12-22,41.8218,42.9217,41.5625,42.9217,36130.0
2021-12-23,42.9083,43.5208,42.9083,43.1005,26041.0
2021-12-24,42.9083,43.5208,42.9083,43.1005,26041.0
2021-12-25,42.9083,43.5208,42.9083,43.1005,26041.0
2021-12-26,42.9083,43.5208,42.9083,43.1005,26041.0
2021-12-27,43.1005,43.6102,43.1005,43.4046,25096.0
2021-12-28,43.485,43.9992,43.2704,43.5208,28215.0
2021-12-29,43.4672,43.9232,43.3151,43.7175,19423.0
2021-12-30,43.6281,43.6281,43.029,43.0648,12190.0
2021-12-31,42.9396,43.2704,42.8591,43.0648,21248.0
2022-01-01,42.9396,43.2704,42.8591,43.0648,21248.0
2022-01-02,42.9396,43.2704,42.8591,43.0648,21248.0
2022-01-03,43.342,44.2272,43.342,44.0573,34760.0
2022-01-04,44.4776,45.2198,44.3614,44.4865,33384.0
2022-01-05,43.5432,44.8788,43.5432,44.254,28560.0
2022-01-06,44.6475,45.4299,44.5671,45.336,50772.0
2022-01-07,45.336,46.2749,42.9396,46.1676,34650.0
2022-01-08,45.336,46.2749,42.9396,46.1676,34650.0
2022-01-09,45.336,46.2749,42.9396,46.1676,34650.0
2022-01-10,46.2481,46.3644,44.2685,45.7563,48197.0
2022-01-11,45.953,45.962,44.88,45.1661,38627.0
2022-01-12,45.3539,45.6579,44.7727,45.0946,44464.0
2022-01-13,45.2028,45.8067,45.1397,45.4011,38061.0
2022-01-14,45.0766,45.8517,45.0766,45.8067,20381.0
2022-01-15,45.0766,45.8517,45.0766,45.8067,20381.0
2022-01-16,45.0766,45.8517,45.0766,45.8067,20381.0
2022-01-17,45.0766,45.8517,45.0766,45.8067,20381.0
2022-01-18,45.5273,45.8833,45.1938,45.5994,42373.0
2022-01-19,45.9329,46.4556,44.7521,45.1397,40230.0
2022-01-20,45.1397,45.4912,43.9589,44.1211,46723.0
2022-01-21,43.9859,45.0856,43.6615,44.5268,51073.0
2022-01-22,43.9859,45.0856,43.6615,44.5268,51073.0
2022-01-23,43.9859,45.0856,43.6615,44.5268,51073.0
2022-01-24,44.0941,45.5092,44.0941,45.1757,92688.0
2022-01-25,45.2388,46.2123,43.2108,46.0591,53412.0
2022-01-26,46.5368,47.0145,44.8693,45.5543,46991.0
2022-01-27,45.6444,45.8878,44.8603,45.2569,40859.0
2022-01-28,45.1397,45.4191,43.8507,44.698,29582.0
2022-01-29,45.1397,45.4191,43.8507,44.698,29582.0
2022-01-30,45.1397,45.4191,43.8507,44.698,29582.0
2022-01-31,44.5899,44.8242,43.8147,44.7611,38986.0
2022-02-01,44.689,44.689,43.9769,44.4727,29188.0
2022-02-02,44.6169,44.671,43.8147,44.4546,42410.0
2022-02-03,43.7426,44.8873,43.7426,44.4186,38703.0
2022-02-04,44.5087,44.8603,44.2293,44.6439,28212.0
2022-02-05,44.5087,44.8603,44.2293,44.6439,28212.0
2022-02-06,44.5087,44.8603,44.2293,44.6439,28212.0
2022-02-07,44.707,44.7791,44.1797,44.5628,30926.0
2022-02-08,44.6259,45.1307,44.5358,44.7521,35526.0
2022-02-09,44.8783,44.8783,43.7606,43.8868,38492.0
2022-02-10,43.8868,44.6079,43.5803,43.9048,51536.0
2022-02-11,43.7516,44.2564,43.6524,43.7246,24881.0
2022-02-12,43.7516,44.2564,43.6524,43.7246,24881.0
2022-02-13,43.7516,44.2564,43.6524,43.7246,24881.0
2022-02-14,43.9679,43.9679,43.1477,43.373,25459.0
2022-02-15,43.6615,44.1121,41.4081,43.6344,107548.0
2022-02-16,43.6615,44.022,43.2559,43.4722,24444.0
2022-02-17,43.2739,43.2739,42.4807,42.6429,24661.0
2022-02-18,42.6339,43.2378,42.5438,42.9584,31347.0
2022-02-19,42.6339,43.2378,42.5438,42.9584,31347.0
2022-02-20,42.6339,43.2378,42.5438,42.9584,31347.0
2022-02-21,42.6339,43.2378,42.5438,42.9584,31347.0
2022-02-22,42.9584,43.5194,42.8773,43.1116,35398.0
2022-02-23,43.3189,43.4632,42.3635,42.5979,27102.0
2022-02-24,41.7326,42.5258,41.2909,42.1111,52015.0
2022-02-25,42.1832,43.4947,42.1832,43.4181,30791.0
2022-02-26,42.1832,43.4947,42.1832,43.4181,30791.0
2022-02-27,42.1832,43.4947,42.1832,43.4181,30791.0
2022-02-28,42.7241,43.2559,42.7241,42.8593,34132.0
2022-03-01,42.7962,43.4271,41.9399,43.2649,104761.0
2022-03-02,43.5803,46.2123,43.4001,45.9239,90579.0
2022-03-03,46.05,46.5458,45.6895,45.8517,45742.0
2022-03-04,45.2478,45.996,44.7611,45.8157,41519.0
2022-03-05,45.2478,45.996,44.7611,45.8157,41519.0
2022-03-06,45.2478,45.996,44.7611,45.8157,41519.0
2022-03-07,45.6444,45.8608,45.4461,45.5813,40652.0
2022-03-08,45.8067,45.9239,44.004,44.6259,89927.0
2022-03-09,45.4011,45.8157,44.3825,44.6169,103741.0
2022-03-10,44.4637,45.0405,44.1842,44.9864,121433.0
2022-03-11,45.347,46.2393,45.0676,45.8788,99877.0
2022-03-12,45.347,46.2393,45.0676,45.8788,99877.0
2022-03-13,45.347,46.2393,45.0676,45.8788,99877.0
2022-03-14,46.3475,46.672,44.2383,44.5358,83503.0
2022-03-15,45.0586,45.6534,44.4006,44.7611,59651.0
2022-03-16,45.1216,45.4642,44.6439,44.9594,56254.0
2022-03-17,44.8062,44.8062,43.9229,44.3285,40302.0
2022-03-18,43.6074,44.5628,43.1206,44.1842,126068.0
2022-03-19,43.6074,44.5628,43.1206,44.1842,126068.0
2022-03-20,43.6074,44.5628,43.1206,44.1842,126068.0
2022-03-21,44.1121,44.8152,43.7426,44.049,33602.0
2022-03-22,44.3375,44.8422,44.1752,44.7611,26282.0
2022-03-23,44.7521,44.7521,43.6344,43.6344,24857.0
2022-03-24,44.049,44.1031,43.4902,43.8688,19874.0
2022-03-25,43.995,44.6755,43.675,44.4096,21382.0
2022-03-26,43.995,44.6755,43.675,44.4096,21382.0
2022-03-27,43.995,44.6755,43.675,44.4096,21382.0
2022-03-28,44.3285,44.3285,43.5894,44.1031,29991.0
2022-03-29,44.2023,44.6349,43.9048,44.0851,45585.0
2022-03-30,44.2113,44.2113,42.697,43.0035,34888.0
2022-03-31,43.0125,43.4992,42.2824,42.3996,47294.0
2022-04-01,42.7781,42.7871,42.2735,42.697,81065.0
2022-04-02,42.7781,42.7871,42.2735,42.697,81065.0
2022-04-03,42.7781,42.7871,42.2735,42.697,81065.0
2022-04-04,42.7241,42.7241,42.03,42.2283,87763.0
2022-04-05,42.2373,42.5438,42.1652,42.1742,30872.0
2022-04-06,42.048,42.706,42.048,42.3365,42961.0
2022-04-07,42.2373,42.3996,41.8497,42.1832,38121.0
2022-04-08,42.1923,42.5348,42.03,42.0931,27327.0
2022-04-09,42.1923,42.5348,42.03,42.0931,27327.0
2022-04-10,42.1923,42.5348,42.03,42.0931,27327.0
2022-04-11,42.1652,42.5708,42.1652,42.2734,34843.0
2022-04-12,42.1923,42.661,42.1923,42.3455,38434.0
2022-04-13,42.3273,42.8818,41.9203,42.8091,49401.0
2022-04-14,42.7909,43.0909,42.4364,42.7455,41814.0
2022-04-15,42.7909,43.0909,42.4364,42.7455,41814.0
2022-04-16,42.7909,43.0909,42.4364,42.7455,41814.0
2022-04-17,42.7909,43.0909,42.4364,42.7455,41814.0
2022-04-18,42.5,43.0364,42.5,42.8,25921.0
2022-04-19,42.8182,43.4455,42.8182,43.1455,27450.0
2022-04-20,43.4091,43.8637,43.4091,43.5818,25093.0
2022-04-21,43.8,43.9091,43.0182,43.2273,26959.0
2022-04-22,43.0637,43.0637,42.3364,42.4182,32442.0
2022-04-23,43.0637,43.0637,42.3364,42.4182,32442.0
2022-04-24,43.0637,43.0637,42.3364,42.4182,32442.0
2022-04-25,42.2,42.6727,41.3455,42.3455,40744.0
2022-04-26,41.9273,42.8818,41.3819,42.3273,46885.0
2022-04-27,41.8727,42.5,41.1909,41.1909,46327.0
2022-04-28,41.4364,41.4818,40.9546,41.1818,26088.0
2022-04-29,41.2637,41.2637,40.5,40.6818,57450.0
2022-04-30,41.2637,41.2637,40.5,40.6818,57450.0
2022-05-01,41.2637,41.2637,40.5,40.6818,57450.0
2022-05-02,40.6818,41.2818,40.0455,40.5,59230.0
2022-05-03,40.6273,40.7,40.1455,40.3909,24034.0
2022-05-04,40.6727,41.2682,40.1909,41.0818,26880.0
2022-05-05,40.8455,40.8455,40.1,40.5909,60921.0
2022-05-06,40.4364,40.8364,40.1182,40.5637,30607.0
2022-05-07,40.4364,40.8364,40.1182,40.5637,30607.0
2022-05-08,40.4364,40.8364,40.1182,40.5637,30607.0
2022-05-09,40.2818,40.9909,40.2818,40.7,35314.0
2022-05-10,40.8455,40.9091,39.8091,40.0818,23854.0
2022-05-11,40.0091,40.6455,39.4727,39.5727,28684.0
2022-05-12,39.4455,39.6229,38.9682,39.4546,26104.0
2022-05-13,39.5182,39.6046,38.4364,38.5273,35004.0
2022-05-14,39.5182,39.6046,38.4364,38.5273,35004.0
2022-05-15,39.5182,39.6046,38.4364,38.5273,35004.0
2022-05-16,38.4727,38.4727,37.8412,38.1818,25461.0
2022-05-17,38.5091,38.9637,38.3818,38.8727,23101.0
2022-05-18,38.6546,38.6546,37.7091,38.1182,39896.0
2022-05-19,38.0637,38.7637,38.0546,38.4,64302.0
2022-05-20,38.6364,38.7637,38.2455,38.7,41789.0
2022-05-21,38.6364,38.7637,38.2455,38.7,41789.0
2022-05-22,38.6364,38.7637,38.2455,38.7,41789.0
2022-05-23,39.0909,39.7637,38.6364,39.0637,27001.0
2022-05-24,39.1455,39.3909,38.1909,39.2637,31019.0
2022-05-25,39.3273,39.7818,39.0273,39.2091,22240.0
2022-05-26,39.5273,39.8546,39.1787,39.5546,24992.0
2022-05-27,39.8,39.9909,39.3,39.9909,26020.0
2022-05-28,39.8,39.9909,39.3,39.9909,26020.0
2022-05-29,39.8,39.9909,39.3,39.9909,26020.0
2022-05-30,39.8,39.9909,39.3,39.9909,26020.0
