,TILE US Equity,TILE US Equity,TILE US Equity,TILE US Equity,TILE US Equity
2020-03-13,9.4468,9.6029,8.6075,9.5053,651599.0
2020-03-14,9.4468,9.6029,8.6075,9.5053,651599.0
2020-03-15,9.4468,9.6029,8.6075,9.5053,651599.0
2020-03-16,8.344,8.8759,7.2022,7.5243,422123.0
2020-03-17,7.6121,8.3733,6.6899,8.344,712978.0
2020-03-18,7.739,7.9244,5.3382,5.4553,514363.0
2020-03-19,5.5334,6.0653,4.9381,5.914,787124.0
2020-03-20,6.0409,6.48,5.7383,5.9335,761449.0
2020-03-21,6.0409,6.48,5.7383,5.9335,761449.0
2020-03-22,6.0409,6.48,5.7383,5.9335,761449.0
2020-03-23,5.8652,6.1482,5.5139,6.1189,571846.0
2020-03-24,6.6264,6.9485,6.3141,6.8216,484967.0
2020-03-25,6.9289,6.9485,6.5581,6.763,1446160.0
2020-03-26,6.896,7.0438,6.7187,6.896,1430413.0
2020-03-27,6.8271,7.3689,6.7089,7.0044,600524.0
2020-03-28,6.8271,7.3689,6.7089,7.0044,600524.0
2020-03-29,6.8271,7.3689,6.7089,7.0044,600524.0
2020-03-30,7.034,7.7728,6.6202,7.4674,580583.0
2020-03-31,7.3689,7.6891,7.231,7.4477,432162.0
2020-04-01,7.034,7.2211,6.8468,7.2014,1039917.0
2020-04-02,7.1128,7.4773,6.9059,7.0438,584393.0
2020-04-03,6.9551,6.9847,6.502,6.6399,538745.0
2020-04-04,6.9551,6.9847,6.502,6.6399,538745.0
2020-04-05,6.9551,6.9847,6.502,6.6399,538745.0
2020-04-06,7.0438,7.6053,6.7483,7.428,594960.0
2020-04-07,7.7334,8.2063,7.7334,7.9895,1010246.0
2020-04-08,8.2752,8.7284,7.9304,8.6693,476133.0
2020-04-09,9.0535,9.5756,8.8663,9.5756,614499.0
2020-04-10,9.0535,9.5756,8.8663,9.5756,614499.0
2020-04-11,9.0535,9.5756,8.8663,9.5756,614499.0
2020-04-12,9.0535,9.5756,8.8663,9.5756,614499.0
2020-04-13,9.5165,9.6446,8.7777,9.0043,378551.0
2020-04-14,9.2998,9.5855,8.9845,9.1225,640942.0
2020-04-15,8.6496,8.9648,8.2063,8.3146,439642.0
2020-04-16,8.2949,8.4329,7.8812,8.0487,382250.0
2020-04-17,8.4624,8.8959,8.2851,8.6693,341894.0
2020-04-18,8.4624,8.8959,8.2851,8.6693,341894.0
2020-04-19,8.4624,8.8959,8.2851,8.6693,341894.0
2020-04-20,8.3639,8.7383,8.2063,8.2851,209523.0
2020-04-21,7.9009,8.226,7.8615,8.0585,322266.0
2020-04-22,8.3048,8.3048,7.5955,7.7236,512447.0
2020-04-23,7.7925,8.2161,7.7039,8.0782,437652.0
2020-04-24,8.0979,8.2555,7.7728,8.0191,219797.0
2020-04-25,8.0979,8.2555,7.7728,8.0191,219797.0
2020-04-26,8.0979,8.2555,7.7728,8.0191,219797.0
2020-04-27,8.0979,8.7038,8.0585,8.5412,445795.0
2020-04-28,8.8762,9.0929,8.6102,8.9254,521113.0
2020-04-29,9.3096,9.9697,9.0535,9.7924,442250.0
2020-04-30,9.4574,9.5658,8.8959,9.1028,653061.0
2020-05-01,8.729,8.9747,8.5905,8.886,713653.0
2020-05-02,8.729,8.9747,8.5905,8.886,713653.0
2020-05-03,8.729,8.9747,8.5905,8.886,713653.0
2020-05-04,8.6989,9.0338,8.2851,8.8072,452324.0
2020-05-05,8.955,9.2604,8.5806,8.62,452031.0
2020-05-06,8.6299,9.0141,8.2358,8.3344,328538.0
2020-05-07,8.5708,8.8368,8.3344,8.4526,396535.0
2020-05-08,9.6939,9.753,8.8269,8.886,1141745.0
2020-05-09,9.6939,9.753,8.8269,8.886,1141745.0
2020-05-10,9.6939,9.753,8.8269,8.886,1141745.0
2020-05-11,9.0831,9.0831,8.4132,8.4526,562703.0
2020-05-12,8.4427,8.7629,7.7827,7.7925,321956.0
2020-05-13,7.6546,7.7876,7.2605,7.5068,582609.0
2020-05-14,7.2901,7.5758,6.6695,7.295,460966.0
2020-05-15,7.2605,7.4674,7.1423,7.3837,374338.0
2020-05-16,7.2605,7.4674,7.1423,7.3837,374338.0
2020-05-17,7.2605,7.4674,7.1423,7.3837,374338.0
2020-05-18,7.7137,8.4821,7.7137,8.4132,418824.0
2020-05-19,8.3442,8.4427,8.029,8.2358,430828.0
2020-05-20,8.2949,8.758,8.0191,8.0782,434588.0
2020-05-21,7.9797,8.2457,7.9797,8.0881,263139.0
2020-05-22,8.1275,8.1669,7.9403,8.0782,186990.0
2020-05-23,8.1275,8.1669,7.9403,8.0782,186990.0
2020-05-24,8.1275,8.1669,7.9403,8.0782,186990.0
2020-05-25,8.1275,8.1669,7.9403,8.0782,186990.0
2020-05-26,8.3344,8.9353,8.1964,8.8663,553873.0
2020-05-27,9.1816,9.7825,8.9747,9.6446,632376.0
2020-05-28,9.8219,9.8219,8.9648,8.9944,564270.0
2020-05-29,9.0929,9.0929,8.2654,8.3639,429915.0
2020-05-30,9.0929,9.0929,8.2654,8.3639,429915.0
2020-05-31,9.0929,9.0929,8.2654,8.3639,429915.0
2020-06-01,8.4427,8.4723,8.3344,8.3541,417160.0
2020-06-02,8.2555,8.689,8.2555,8.4624,536427.0
2020-06-03,8.6792,9.6643,8.6792,9.3589,792005.0
2020-06-04,9.2702,9.4082,9.0729,9.3145,701444.0
2020-06-05,9.8224,10.7198,9.7139,10.3845,1062806.0
2020-06-06,9.8224,10.7198,9.7139,10.3845,1062806.0
2020-06-07,9.8224,10.7198,9.7139,10.3845,1062806.0
2020-06-08,10.6903,10.8875,10.4141,10.4536,785827.0
2020-06-09,10.1183,10.2169,9.7337,9.9999,869511.0
2020-06-10,9.9112,10.1084,8.9546,8.9743,506609.0
2020-06-11,8.3826,8.6242,8.136,8.1755,723097.0
2020-06-12,8.6094,8.708,7.9267,8.2445,442005.0
2020-06-13,8.6094,8.708,7.9267,8.2445,442005.0
2020-06-14,8.6094,8.708,7.9267,8.2445,442005.0
2020-06-15,7.8796,8.5404,7.6134,8.3826,706328.0
2020-06-16,8.856,8.8757,8.3431,8.4319,625642.0
2020-06-17,8.4812,8.708,8.0078,8.0078,389542.0
2020-06-18,7.8698,8.1755,7.7711,7.9388,441244.0
2020-06-19,8.136,8.4023,7.7514,7.8648,990607.0
2020-06-20,8.136,8.4023,7.7514,7.8648,990607.0
2020-06-21,8.136,8.4023,7.7514,7.8648,990607.0
2020-06-22,7.7218,7.8106,7.4605,7.5936,421421.0
2020-06-23,7.781,7.9487,7.7169,7.85,324948.0
2020-06-24,7.6627,7.8057,7.3964,7.4358,421372.0
2020-06-25,7.3964,7.7021,7.1992,7.4852,346996.0
2020-06-26,7.4457,7.4457,6.9526,7.14,1433240.0
2020-06-27,7.4457,7.4457,6.9526,7.14,1433240.0
2020-06-28,7.4457,7.4457,6.9526,7.14,1433240.0
2020-06-29,7.3767,7.9881,7.1992,7.9782,780754.0
2020-06-30,7.9289,8.1163,7.7785,8.0276,656177.0
2020-07-01,8.0276,8.2149,7.3569,7.3865,440217.0
2020-07-02,7.5838,7.9191,7.3964,7.4852,476371.0
2020-07-03,7.5838,7.9191,7.3964,7.4852,476371.0
2020-07-04,7.5838,7.9191,7.3964,7.4852,476371.0
2020-07-05,7.5838,7.9191,7.3964,7.4852,476371.0
2020-07-06,7.7021,8.0374,7.569,7.8698,381256.0
2020-07-07,7.7416,7.852,7.3224,7.3668,495293.0
2020-07-08,7.3175,7.4457,7.071,7.1893,705359.0
2020-07-09,7.1794,7.1794,6.8047,6.8737,423856.0
2020-07-10,6.9526,7.071,6.8145,6.9526,349542.0
2020-07-11,6.9526,7.071,6.8145,6.9526,349542.0
2020-07-12,6.9526,7.071,6.8145,6.9526,349542.0
2020-07-13,7.0808,7.2435,6.7948,7.0315,398794.0
2020-07-14,7.0315,7.14,6.8441,7.1005,330647.0
2020-07-15,7.3175,7.7613,7.3175,7.6528,711228.0
2020-07-16,7.5345,7.9585,7.4063,7.8994,346427.0
2020-07-17,7.8106,7.9782,7.6035,7.8599,399595.0
2020-07-18,7.8106,7.9782,7.6035,7.8599,399595.0
2020-07-19,7.8106,7.9782,7.6035,7.8599,399595.0
2020-07-20,7.7909,7.8502,7.3471,7.4753,311429.0
2020-07-21,7.5936,7.7711,7.4358,7.6232,572684.0
2020-07-22,7.5542,7.9585,7.5542,7.8599,258210.0
2020-07-23,7.8698,8.1065,7.7317,7.9782,241304.0
2020-07-24,7.9684,8.067,7.8599,7.9388,368702.0
2020-07-25,7.9684,8.067,7.8599,7.9388,368702.0
2020-07-26,7.9684,8.067,7.8599,7.9388,368702.0
2020-07-27,7.8895,8.1558,7.7909,8.1114,682057.0
2020-07-28,8.0571,8.2347,8.0374,8.1558,428239.0
2020-07-29,8.2149,8.2938,8.0078,8.284,363889.0
2020-07-30,8.1065,8.136,7.8599,7.9191,715886.0
2020-07-31,7.8994,7.9881,7.781,7.8698,531258.0
2020-08-01,7.8994,7.9881,7.781,7.8698,531258.0
2020-08-02,7.8994,7.9881,7.781,7.8698,531258.0
2020-08-03,7.9289,8.1065,7.781,7.998,419778.0
2020-08-04,7.8007,7.9782,7.8007,7.9487,282251.0
2020-08-05,8.067,8.1558,7.998,8.136,273817.0
2020-08-06,8.1163,8.2544,7.9191,8.0374,561028.0
2020-08-07,8.8165,8.8165,7.2879,8.3777,1029817.0
2020-08-08,8.8165,8.8165,7.2879,8.3777,1029817.0
2020-08-09,8.8165,8.8165,7.2879,8.3777,1029817.0
2020-08-10,8.2741,8.5206,7.8994,8.0473,564206.0
2020-08-11,8.2445,8.4713,7.9585,8.2494,722149.0
2020-08-12,8.3924,8.5897,8.0276,8.1114,420745.0
2020-08-13,8.0078,8.4122,7.9891,8.1065,255205.0
2020-08-14,8.0276,8.3234,7.9487,8.2347,256066.0
2020-08-15,8.0276,8.3234,7.9487,8.2347,256066.0
2020-08-16,8.0276,8.3234,7.9487,8.2347,256066.0
2020-08-17,8.2248,8.284,7.9684,8.0177,459186.0
2020-08-18,7.998,7.998,7.4852,7.5838,695883.0
2020-08-19,7.6035,7.6331,7.3865,7.4161,469230.0
2020-08-20,7.2682,7.495,7.2485,7.3865,435675.0
2020-08-21,7.3964,7.4358,7.1646,7.1794,391759.0
2020-08-22,7.3964,7.4358,7.1646,7.1794,391759.0
2020-08-23,7.3964,7.4358,7.1646,7.1794,391759.0
2020-08-24,7.209,7.4654,7.0266,7.4556,640336.0
2020-08-25,7.5345,7.6721,7.1794,7.3175,239900.0
2020-08-26,7.2978,7.4358,7.0907,7.1548,361819.0
2020-08-27,7.1696,7.7317,7.1696,7.5443,435486.0
2020-08-28,7.6331,7.7416,7.4753,7.7317,261947.0
2020-08-29,7.6331,7.7416,7.4753,7.7317,261947.0
2020-08-30,7.6331,7.7416,7.4753,7.7317,261947.0
2020-08-31,7.6923,7.7317,7.4457,7.4556,505934.0
2020-09-01,7.3964,7.4063,7.1893,7.2189,264031.0
2020-09-02,7.2485,7.2583,6.9822,7.1449,1040546.0
2020-09-03,7.14,7.4757,7.0511,7.0807,448557.0
2020-09-04,7.2782,7.2782,6.8931,6.9227,371744.0
2020-09-05,7.2782,7.2782,6.8931,6.9227,371744.0
2020-09-06,7.2782,7.2782,6.8931,6.9227,371744.0
2020-09-07,7.2782,7.2782,6.8931,6.9227,371744.0
2020-09-08,6.8931,7.0313,6.6462,6.7746,1242538.0
2020-09-09,6.9523,6.9523,6.587,6.6808,588595.0
2020-09-10,6.666,6.8487,6.6462,6.8141,1206244.0
2020-09-11,6.8536,6.8536,6.6166,6.7252,757293.0
2020-09-12,6.8536,6.8536,6.6166,6.7252,757293.0
2020-09-13,6.8536,6.8536,6.6166,6.7252,757293.0
2020-09-14,6.7153,6.9227,6.6561,6.8931,348105.0
2020-09-15,6.9128,7.1005,6.7746,6.7845,644220.0
2020-09-16,6.824,7.2684,6.7845,7.14,548246.0
2020-09-17,7.061,7.5054,6.982,7.4757,586871.0
2020-09-18,7.5646,7.5696,6.8338,6.8536,1595069.0
2020-09-19,7.5646,7.5696,6.8338,6.8536,1595069.0
2020-09-20,7.5646,7.5696,6.8338,6.8536,1595069.0
2020-09-21,6.7746,6.7746,6.1722,6.2808,847437.0
2020-09-22,6.3598,6.3993,6.0734,6.1426,460302.0
2020-09-23,6.1031,6.4191,5.9055,5.9154,592021.0
2020-09-24,5.9154,6.1722,5.8019,6.0142,476230.0
2020-09-25,5.9549,6.1327,5.8315,6.1129,373039.0
2020-09-26,5.9549,6.1327,5.8315,6.1129,373039.0
2020-09-27,5.9549,6.1327,5.8315,6.1129,373039.0
2020-09-28,6.1821,6.4586,6.1821,6.3006,631474.0
2020-09-29,6.2907,6.2907,6.0333,6.1031,419649.0
2020-09-30,6.1524,6.3203,6.0142,6.0438,326613.0
2020-10-01,6.0438,6.2413,6.0043,6.2216,442403.0
2020-10-02,6.0438,6.5771,6.0438,6.5178,409532.0
2020-10-03,6.0438,6.5771,6.0438,6.5178,409532.0
2020-10-04,6.0438,6.5771,6.0438,6.5178,409532.0
2020-10-05,6.6166,6.8141,6.6166,6.6956,337015.0
2020-10-06,6.7351,6.9277,6.5968,6.6462,453239.0
2020-10-07,6.6956,6.745,6.4586,6.6265,484058.0
2020-10-08,6.7548,7.0017,6.7252,6.8733,350061.0
2020-10-09,6.9425,6.9917,6.7252,6.8141,347703.0
2020-10-10,6.9425,6.9917,6.7252,6.8141,347703.0
2020-10-11,6.9425,6.9917,6.7252,6.8141,347703.0
2020-10-12,6.7943,6.9622,6.7301,6.9326,328544.0
2020-10-13,6.8141,6.8832,6.7252,6.8141,280974.0
2020-10-14,6.8141,7.0017,6.7746,6.7746,193711.0
2020-10-15,6.6363,7.0116,6.5178,6.9523,308207.0
2020-10-16,6.9227,6.9918,6.7943,6.8437,231029.0
2020-10-17,6.9227,6.9918,6.7943,6.8437,231029.0
2020-10-18,6.9227,6.9918,6.7943,6.8437,231029.0
2020-10-19,6.9128,7.0709,6.8042,6.8042,261590.0
2020-10-20,6.8437,7.0215,6.7647,6.7845,456031.0
2020-10-21,6.7746,6.8487,6.4487,6.4783,548078.0
2020-10-22,6.4981,6.7216,6.2216,6.2413,684399.0
2020-10-23,6.3302,6.5129,6.2512,6.4092,579872.0
2020-10-24,6.3302,6.5129,6.2512,6.4092,579872.0
2020-10-25,6.3302,6.5129,6.2512,6.4092,579872.0
2020-10-26,6.3104,6.3894,6.0984,6.3796,1507479.0
2020-10-27,6.3598,6.5573,6.2709,6.3697,1664806.0
2020-10-28,6.2018,6.3993,6.2018,6.2709,1675332.0
2020-10-29,6.1475,6.4487,5.9845,6.2808,727255.0
2020-10-30,6.2512,6.5968,5.8463,6.0537,1942153.0
2020-10-31,6.2512,6.5968,5.8463,6.0537,1942153.0
2020-11-01,6.2512,6.5968,5.8463,6.0537,1942153.0
2020-11-02,6.1722,6.3499,6.0142,6.2216,807551.0
2020-11-03,6.3598,6.8437,6.3598,6.7746,452981.0
2020-11-04,6.587,6.7055,6.3697,6.5672,363094.0
2020-11-05,6.5672,6.8733,6.5672,6.8141,306335.0
2020-11-06,6.8832,7.1104,6.4192,6.6462,456089.0
2020-11-07,6.8832,7.1104,6.4192,6.6462,456089.0
2020-11-08,6.8832,7.1104,6.4192,6.6462,456089.0
2020-11-09,7.061,7.8806,7.0412,7.7621,1022268.0
2020-11-10,7.8411,8.1078,7.6041,7.7918,779570.0
2020-11-11,7.7325,7.7325,7.377,7.6338,401835.0
2020-11-12,7.6041,7.6239,7.3671,7.5202,495033.0
2020-11-13,7.5745,8.0535,7.5745,7.9498,656393.0
2020-11-14,7.5745,8.0535,7.5745,7.9498,656393.0
2020-11-15,7.5745,8.0535,7.5745,7.9498,656393.0
2020-11-16,8.2263,8.7892,8.2263,8.4732,1480555.0
2020-11-17,8.3547,8.5818,8.0683,8.4534,1111373.0
2020-11-18,8.4238,8.5571,8.0288,8.0782,512657.0
2020-11-19,8.0683,8.2855,7.9596,8.167,2016672.0
2020-11-20,8.1078,8.6509,8.0485,8.5867,1628578.0
2020-11-21,8.1078,8.6509,8.0485,8.5867,1628578.0
2020-11-22,8.1078,8.6509,8.0485,8.5867,1628578.0
2020-11-23,8.7398,9.2237,8.6954,8.9521,1606397.0
2020-11-24,9.204,9.441,9.1645,9.2435,977967.0
2020-11-25,9.1546,9.283,8.5917,8.7398,875572.0
2020-11-26,9.1546,9.283,8.5917,8.7398,875572.0
2020-11-27,8.8188,9.0459,8.8188,8.9867,270953.0
2020-11-28,8.8188,9.0459,8.8188,8.9867,270953.0
2020-11-29,8.8188,9.0459,8.8188,8.9867,270953.0
2020-11-30,8.8879,9.0163,8.1769,8.2411,881497.0
2020-12-01,8.3942,8.7299,8.0979,8.167,600664.0
2020-12-02,8.1572,8.4139,7.9991,8.3152,507586.0
2020-12-03,8.4042,8.7996,8.3943,8.6563,544068.0
2020-12-04,8.681,9.2742,8.681,9.2545,569171.0
2020-12-05,8.681,9.2742,8.681,9.2545,569171.0
2020-12-06,8.681,9.2742,8.681,9.2545,569171.0
2020-12-07,9.2149,9.2643,8.8095,9.027,481630.0
2020-12-08,8.9282,9.0666,8.7008,8.9578,696455.0
2020-12-09,8.9381,9.2545,8.9183,8.9875,388555.0
2020-12-10,8.8491,9.3138,8.8491,9.2347,758894.0
2020-12-11,9.1061,9.2643,8.6711,8.7205,428573.0
2020-12-12,9.1061,9.2643,8.6711,8.7205,428573.0
2020-12-13,9.1061,9.2643,8.6711,8.7205,428573.0
2020-12-14,8.8689,9.1061,8.7502,8.9282,558093.0
2020-12-15,9.0073,9.1902,8.7107,9.1754,400327.0
2020-12-16,9.472,9.8032,9.3929,9.5016,668485.0
2020-12-17,9.4522,9.6252,9.3139,9.4225,480990.0
2020-12-18,9.4225,9.6499,9.3138,9.5214,2370256.0
2020-12-19,9.4225,9.6499,9.3138,9.5214,2370256.0
2020-12-20,9.4225,9.6499,9.3138,9.5214,2370256.0
2020-12-21,9.2742,9.4126,8.7947,8.9974,552193.0
2020-12-22,9.0073,9.2643,8.9479,9.0765,316127.0
2020-12-23,9.1457,9.5511,9.1259,9.5511,432086.0
2020-12-24,9.7142,9.7983,9.4423,9.6499,332982.0
2020-12-25,9.7142,9.7983,9.4423,9.6499,332982.0
2020-12-26,9.7142,9.7983,9.4423,9.6499,332982.0
2020-12-27,9.7142,9.7983,9.4423,9.6499,332982.0
2020-12-28,9.7093,10.1048,9.7093,9.9268,527518.0
2020-12-29,9.9564,9.9564,9.6401,9.8774,585221.0
2020-12-30,9.9268,10.2728,9.8971,10.1344,511444.0
2020-12-31,10.085,10.4113,9.9614,10.3816,571113.0
2021-01-01,10.085,10.4113,9.9614,10.3816,571113.0
2021-01-02,10.085,10.4113,9.9614,10.3816,571113.0
2021-01-03,10.085,10.4113,9.9614,10.3816,571113.0
2021-01-04,10.5052,10.5299,9.5708,9.8081,624691.0
2021-01-05,9.9911,10.263,9.8378,10.1443,393652.0
2021-01-06,10.3915,10.9748,10.2333,10.787,1018261.0
2021-01-07,10.8068,10.9244,10.52,10.6387,356201.0
2021-01-08,10.7573,10.9501,10.3124,10.4805,270040.0
2021-01-09,10.7573,10.9501,10.3124,10.4805,270040.0
2021-01-10,10.7573,10.9501,10.3124,10.4805,270040.0
2021-01-11,10.3322,10.698,10.2333,10.4409,234305.0
2021-01-12,10.5299,11.3802,10.4607,11.3407,338569.0
2021-01-13,11.3901,11.7559,11.1627,11.2022,510673.0
2021-01-14,11.3901,11.3901,11.0243,11.1825,309241.0
2021-01-15,10.9452,11.1034,10.7178,10.7969,251592.0
2021-01-16,10.9452,11.1034,10.7178,10.7969,251592.0
2021-01-17,10.9452,11.1034,10.7178,10.7969,251592.0
2021-01-18,10.9452,11.1034,10.7178,10.7969,251592.0
2021-01-19,10.9748,11.1627,10.7178,11.0144,432863.0
2021-01-20,11.0836,11.2022,10.7474,10.8957,275579.0
2021-01-21,10.8463,11.0243,10.6387,10.9056,387987.0
2021-01-22,10.6881,10.9254,10.4607,10.9056,362873.0
2021-01-23,10.6881,10.9254,10.4607,10.9056,362873.0
2021-01-24,10.6881,10.9254,10.4607,10.9056,362873.0
2021-01-25,10.8068,10.9254,10.52,10.7771,774546.0
2021-01-26,10.9056,11.1627,10.5892,10.8166,545262.0
2021-01-27,10.5299,10.876,10.431,10.7178,511690.0
2021-01-28,10.7573,11.0638,10.2531,10.5695,841450.0
2021-01-29,10.7277,10.787,9.9268,9.9268,371738.0
2021-01-30,10.7277,10.787,9.9268,9.9268,371738.0
2021-01-31,10.7277,10.787,9.9268,9.9268,371738.0
2021-02-01,10.0652,10.2926,9.9367,10.2333,266665.0
2021-02-02,10.3717,10.5497,10.1245,10.52,336075.0
2021-02-03,10.5299,10.7029,10.4211,10.609,228676.0
2021-02-04,10.6288,11.1231,10.4904,11.0737,319414.0
2021-02-05,11.2121,11.3011,10.9897,11.1429,243084.0
2021-02-06,11.2121,11.3011,10.9897,11.1429,243084.0
2021-02-07,11.2121,11.3011,10.9897,11.1429,243084.0
2021-02-08,11.2616,11.5681,11.1825,11.5582,344953.0
2021-02-09,11.5384,11.5532,11.1825,11.3505,208224.0
2021-02-10,11.5285,11.7263,11.0638,11.2319,269831.0
2021-02-11,11.3308,11.489,10.9452,11.2022,209456.0
2021-02-12,11.0737,11.3209,11.0737,11.1726,198801.0
2021-02-13,11.0737,11.3209,11.0737,11.1726,198801.0
2021-02-14,11.0737,11.3209,11.0737,11.1726,198801.0
2021-02-15,11.0737,11.3209,11.0737,11.1726,198801.0
2021-02-16,11.2616,11.4989,10.9452,11.4791,283679.0
2021-02-17,11.3703,11.4395,10.9946,11.133,151193.0
2021-02-18,11.0638,11.1825,10.8957,11.0935,159794.0
2021-02-19,11.1825,11.5582,11.1133,11.5285,249185.0
2021-02-20,11.1825,11.5582,11.1133,11.5285,249185.0
2021-02-21,11.1825,11.5582,11.1133,11.5285,249185.0
2021-02-22,11.6076,12.6656,11.4215,12.3294,609243.0
2021-02-23,12.2404,12.6952,12.013,12.5667,346734.0
2021-02-24,12.537,13.2983,12.5172,13.2687,413941.0
2021-02-25,13.2192,13.3972,12.448,12.4678,498510.0
2021-02-26,12.4678,12.7348,12.2503,12.2799,350802.0
2021-02-27,12.4678,12.7348,12.2503,12.2799,350802.0
2021-02-28,12.4678,12.7348,12.2503,12.2799,350802.0
2021-03-01,12.7743,12.9424,12.3788,12.8139,231486.0
2021-03-02,12.2701,12.715,11.8647,12.3788,566391.0
2021-03-03,12.8139,12.8336,11.8449,12.4579,440628.0
2021-03-04,12.4381,12.4876,11.746,12.0921,477899.0
2021-03-05,12.3788,12.7249,11.9042,12.6853,801960.0
2021-03-06,12.3788,12.7249,11.9042,12.6853,801960.0
2021-03-07,12.3788,12.7249,11.9042,12.6853,801960.0
2021-03-08,12.7249,13.4565,12.5963,13.3428,471065.0
2021-03-09,13.4961,13.4961,12.7644,12.9918,473765.0
2021-03-10,13.1006,13.3082,12.9028,13.1896,453783.0
2021-03-11,13.3082,13.4961,13.1204,13.4763,259843.0
2021-03-12,13.5159,14.03,13.4071,13.9509,300599.0
2021-03-13,13.5159,14.03,13.4071,13.9509,300599.0
2021-03-14,13.5159,14.03,13.4071,13.9509,300599.0
2021-03-15,13.9311,14.0003,13.5851,13.9904,324434.0
2021-03-16,13.8817,13.9806,13.6246,13.7433,324789.0
2021-03-17,14.0003,14.0003,13.506,13.6444,284542.0
2021-03-18,13.595,14.1882,13.0709,13.1698,969395.0
2021-03-19,13.1698,13.2983,12.6754,12.9523,896143.0
2021-03-20,13.1698,13.2983,12.6754,12.9523,896143.0
2021-03-21,13.1698,13.2983,12.6754,12.9523,896143.0
2021-03-22,12.9127,13.0709,12.3887,12.7051,322805.0
2021-03-23,12.4085,12.5568,11.9042,11.9438,365105.0
2021-03-24,12.2009,12.7841,12.0328,12.0921,927454.0
2021-03-25,11.8943,12.4035,11.746,12.3096,424865.0
2021-03-26,12.537,12.6062,12.2107,12.5865,316319.0
2021-03-27,12.537,12.6062,12.2107,12.5865,316319.0
2021-03-28,12.537,12.6062,12.2107,12.5865,316319.0
2021-03-29,12.4381,12.5667,11.9042,11.9537,489070.0
2021-03-30,11.9734,12.3788,11.8943,12.2602,465030.0
2021-03-31,12.2503,12.75,12.2503,12.3492,541819.0
2021-04-01,12.3888,12.6362,12.2206,12.5768,304689.0
2021-04-02,12.3888,12.6362,12.2206,12.5768,304689.0
2021-04-03,12.3888,12.6362,12.2206,12.5768,304689.0
2021-04-04,12.3888,12.6362,12.2206,12.5768,304689.0
2021-04-05,12.745,12.8242,12.6065,12.7153,146040.0
2021-04-06,12.7747,12.9726,12.6956,12.8242,495009.0
2021-04-07,12.7648,12.8539,12.468,12.5075,218375.0
2021-04-08,12.5768,12.6263,12.2997,12.5867,163436.0
2021-04-09,12.5966,12.7846,12.4284,12.5273,231736.0
2021-04-10,12.5966,12.7846,12.4284,12.5273,231736.0
2021-04-11,12.5966,12.7846,12.4284,12.5273,231736.0
2021-04-12,12.4482,12.6312,12.3888,12.5471,116814.0
2021-04-13,12.5075,12.5075,12.1711,12.3789,204346.0
2021-04-14,12.4581,12.7351,12.4482,12.557,107512.0
2021-04-15,12.6263,12.6263,12.3294,12.4878,135005.0
2021-04-16,12.6263,12.7153,12.4482,12.6461,159485.0
2021-04-17,12.6263,12.7153,12.4482,12.6461,159485.0
2021-04-18,12.6263,12.7153,12.4482,12.6461,159485.0
2021-04-19,12.5966,12.6925,12.1117,12.2899,263924.0
2021-04-20,12.2404,12.2997,11.7654,11.894,218241.0
2021-04-21,11.8446,12.374,11.8446,12.3393,143082.0
2021-04-22,12.3888,12.4779,12.1513,12.1662,237340.0
2021-04-23,12.2008,12.656,12.2008,12.4482,192489.0
2021-04-24,12.2008,12.656,12.2008,12.4482,192489.0
2021-04-25,12.2008,12.656,12.2008,12.4482,192489.0
2021-04-26,12.5669,12.6758,12.4185,12.4482,129935.0
2021-04-27,12.4482,12.5768,12.369,12.5273,230301.0
2021-04-28,12.5273,12.695,12.3195,12.557,270010.0
2021-04-29,12.7252,13.1112,12.7252,12.9231,263646.0
2021-04-30,12.7252,13.1013,12.6065,12.7055,417749.0
2021-05-01,12.7252,13.1013,12.6065,12.7055,417749.0
2021-05-02,12.7252,13.1013,12.6065,12.7055,417749.0
2021-05-03,12.8638,13.1112,12.6956,13.0122,371951.0
2021-05-04,12.933,13.2992,12.8737,13.0221,413493.0
2021-05-05,13.1606,13.1606,12.8242,12.933,182351.0
2021-05-06,13.0122,13.2101,12.6461,13.1705,390540.0
2021-05-07,13.7642,14.8428,13.6999,13.7939,512217.0
2021-05-08,13.7642,14.8428,13.6999,13.7939,512217.0
2021-05-09,13.7642,14.8428,13.6999,13.7939,512217.0
2021-05-10,13.883,14.734,13.8533,13.883,443090.0
2021-05-11,13.5762,14.1897,13.4426,13.5861,226416.0
2021-05-12,13.6455,14.1979,13.3783,13.5663,490918.0
2021-05-13,13.5762,14.4074,13.5762,14.358,426058.0
2021-05-14,14.4767,14.7883,14.2788,14.7736,311946.0
2021-05-15,14.4767,14.7883,14.2788,14.7736,311946.0
2021-05-16,14.4767,14.7883,14.2788,14.7736,311946.0
2021-05-17,14.7043,14.9912,14.5855,14.8725,303786.0
2021-05-18,14.8131,14.9517,14.7142,14.8725,399348.0
2021-05-19,14.6053,14.9022,14.4945,14.8923,398438.0
2021-05-20,14.8329,14.9517,14.4866,14.8824,382742.0
2021-05-21,15.0704,15.2485,14.823,15.1199,460794.0
2021-05-22,15.0704,15.2485,14.823,15.1199,460794.0
2021-05-23,15.0704,15.2485,14.823,15.1199,460794.0
2021-05-24,15.1496,15.4167,15.0209,15.3574,742094.0
2021-05-25,15.4068,15.6146,15.1298,15.2584,921439.0
