,TRN US Equity,TRN US Equity,TRN US Equity,TRN US Equity,TRN US Equity
2021-03-09,25.9442,26.4402,25.0495,25.5013,1125631.0
2021-03-10,25.6784,26.1302,25.4304,25.829,703306.0
2021-03-11,26.0682,26.7148,25.953,26.2187,1021442.0
2021-03-12,26.3073,26.8831,26.0947,26.5996,973707.0
2021-03-13,26.3073,26.8831,26.0947,26.5996,973707.0
2021-03-14,26.3073,26.8831,26.0947,26.5996,973707.0
2021-03-15,26.5731,26.7679,25.5766,25.6961,884301.0
2021-03-16,25.5101,25.7139,25.0672,25.1735,702714.0
2021-03-17,25.2798,25.6253,24.9432,25.3507,707729.0
2021-03-18,25.2975,25.7936,24.6509,24.7129,1026945.0
2021-03-19,24.6066,25.1248,24.4738,24.5181,2204349.0
2021-03-20,24.6066,25.1248,24.4738,24.5181,2204349.0
2021-03-21,24.6066,25.1248,24.4738,24.5181,2204349.0
2021-03-22,24.5535,25.0761,24.4826,24.8458,703073.0
2021-03-23,24.5624,24.9344,23.712,23.9069,1065227.0
2021-03-24,24.1195,24.7838,24.0486,24.1106,925633.0
2021-03-25,23.7475,25.1293,23.6677,24.9698,1273680.0
2021-03-26,25.2533,25.9442,24.9698,25.6164,859305.0
2021-03-27,25.2533,25.9442,24.9698,25.6164,859305.0
2021-03-28,25.2533,25.9442,24.9698,25.6164,859305.0
2021-03-29,25.6607,26.3959,24.6952,24.7218,1043052.0
2021-03-30,24.7572,25.7404,24.7572,25.1735,729371.0
2021-03-31,25.2001,25.5899,25.0761,25.2355,679721.0
2021-04-01,25.271,25.3773,24.7838,25.2355,746339.0
2021-04-02,25.271,25.3773,24.7838,25.2355,746339.0
2021-04-03,25.271,25.3773,24.7838,25.2355,746339.0
2021-04-04,25.271,25.3773,24.7838,25.2355,746339.0
2021-04-05,25.457,25.8024,25.3763,25.7847,874644.0
2021-04-06,25.6164,25.8777,25.4703,25.5278,1208612.0
2021-04-07,25.6873,25.8024,24.9344,24.9698,783357.0
2021-04-08,24.8635,25.2533,24.6244,25.2444,946912.0
2021-04-09,25.2621,25.5456,25.147,25.4216,715626.0
2021-04-10,25.2621,25.5456,25.147,25.4216,715626.0
2021-04-11,25.2621,25.5456,25.147,25.4216,715626.0
2021-04-12,25.5544,25.8822,25.519,25.7404,504350.0
2021-04-13,25.6873,25.8467,24.961,25.2444,681474.0
2021-04-14,25.2087,25.878,25.0481,25.6281,719991.0
2021-04-15,25.7709,25.7709,25.4318,25.6459,494527.0
2021-04-16,25.8512,26.101,25.6459,25.7084,539450.0
2021-04-17,25.8512,26.101,25.6459,25.7084,539450.0
2021-04-18,25.8512,26.101,25.6459,25.7084,539450.0
2021-04-19,25.6013,25.753,25.3961,25.5835,594005.0
2021-04-20,25.405,25.6281,24.2093,24.5037,1056185.0
2021-04-21,24.2896,25.289,24.1825,25.2444,714850.0
2021-04-22,24.9053,25.4942,23.7809,23.8434,1204890.0
2021-04-23,23.9059,24.8071,23.433,24.5037,793719.0
2021-04-24,23.9059,24.8071,23.433,24.5037,793719.0
2021-04-25,23.9059,24.8071,23.433,24.5037,793719.0
2021-04-26,24.7001,25.2444,24.7001,24.9678,755385.0
2021-04-27,24.941,25.0927,24.6644,24.7893,542007.0
2021-04-28,24.7358,25.3693,24.6019,25.2087,572597.0
2021-04-29,25.5656,25.6281,25.0302,25.405,509753.0
2021-04-30,25.3693,25.6861,24.5662,24.6644,1391349.0
2021-05-01,25.3693,25.6861,24.5662,24.6644,1391349.0
2021-05-02,25.3693,25.6861,24.5662,24.6644,1391349.0
2021-05-03,24.8518,25.5746,24.7268,25.3515,642926.0
2021-05-04,25.3872,25.4675,24.8875,25.3158,614117.0
2021-05-05,25.5121,25.6549,25.1105,25.5656,788850.0
2021-05-06,25.6281,26.226,25.2176,26.1724,763194.0
2021-05-07,26.0743,26.7703,25.7084,26.6989,799641.0
2021-05-08,26.0743,26.7703,25.7084,26.6989,799641.0
2021-05-09,26.0743,26.7703,25.7084,26.6989,799641.0
2021-05-10,26.7703,26.7703,26.4312,26.4401,929837.0
2021-05-11,25.9583,26.5294,25.6861,26.0564,582381.0
2021-05-12,26.0297,26.0297,25.1016,25.1909,543143.0
2021-05-13,25.2533,25.7798,25.0213,25.2444,760715.0
2021-05-14,25.4586,26.0698,25.3158,26.0029,601568.0
2021-05-15,25.4586,26.0698,25.3158,26.0029,601568.0
2021-05-16,25.4586,26.0698,25.3158,26.0029,601568.0
2021-05-17,25.8155,25.9047,25.1373,25.1998,699134.0
2021-05-18,25.1998,25.1998,24.3877,24.3877,1155540.0
2021-05-19,24.0843,24.7982,23.7899,24.709,1234083.0
2021-05-20,24.7447,25.1373,24.5573,24.9499,779548.0
2021-05-21,25.1373,25.4942,25.0302,25.1105,495762.0
2021-05-22,25.1373,25.4942,25.0302,25.1105,495762.0
2021-05-23,25.1373,25.4942,25.0302,25.1105,495762.0
2021-05-24,25.2265,25.3425,24.9678,25.2533,365814.0
2021-05-25,25.3158,25.5389,24.3877,24.477,534323.0
2021-05-26,24.4502,24.6019,23.9862,24.4413,819730.0
2021-05-27,24.7358,24.9053,24.5484,24.6554,1076950.0
2021-05-28,24.7179,24.825,24.5127,24.7893,503395.0
2021-05-29,24.7179,24.825,24.5127,24.7893,503395.0
2021-05-30,24.7179,24.825,24.5127,24.7893,503395.0
2021-05-31,24.7179,24.825,24.5127,24.7893,503395.0
2021-06-01,24.9321,25.4675,24.8607,25.405,612740.0
2021-06-02,25.5746,25.6549,25.1373,25.3336,523966.0
2021-06-03,25.1819,25.5389,24.9321,25.2979,395002.0
2021-06-04,25.4496,25.5299,25.1552,25.3693,452127.0
2021-06-05,25.4496,25.5299,25.1552,25.3693,452127.0
2021-06-06,25.4496,25.5299,25.1552,25.3693,452127.0
2021-06-07,25.3782,25.4496,24.9856,25.1195,681365.0
2021-06-08,25.1016,26.2438,25.0481,26.11,884330.0
2021-06-09,26.0832,26.5071,25.985,26.3955,842959.0
2021-06-10,26.5829,26.7703,26.2884,26.3687,880261.0
2021-06-11,26.5561,26.7837,26.3598,26.574,599728.0
2021-06-12,26.5561,26.7837,26.3598,26.574,599728.0
2021-06-13,26.5561,26.7837,26.3598,26.574,599728.0
2021-06-14,26.5829,26.7078,25.9136,26.0207,524732.0
2021-06-15,26.0297,26.3687,25.994,26.2081,535071.0
2021-06-16,26.1724,26.2795,25.762,26.1189,636388.0
2021-06-17,26.0832,26.1277,23.9594,24.12,1428104.0
2021-06-18,23.6828,23.7988,22.7904,22.8172,2226662.0
2021-06-19,23.6828,23.7988,22.7904,22.8172,2226662.0
2021-06-20,23.6828,23.7988,22.7904,22.8172,2226662.0
2021-06-21,22.9511,24.3253,22.8529,24.1379,1236190.0
2021-06-22,24.0843,24.2004,23.6301,23.9148,984313.0
2021-06-23,23.9148,24.5037,23.8345,23.9148,849677.0
2021-06-24,24.1379,24.6644,23.772,24.5037,1035523.0
2021-06-25,24.7536,24.8071,23.9683,24.1914,10993077.0
2021-06-26,24.7536,24.8071,23.9683,24.1914,10993077.0
2021-06-27,24.7536,24.8071,23.9683,24.1914,10993077.0
2021-06-28,24.1468,24.1914,23.0938,23.6382,1175675.0
2021-06-29,23.8256,23.888,23.0537,23.2009,1013730.0
2021-06-30,23.1295,24.013,23.1117,23.9951,1090364.0
2021-07-01,24.3164,24.9142,24.0843,24.4591,1264238.0
2021-07-02,24.3967,24.3967,23.9416,24.013,658498.0
2021-07-03,24.3967,24.3967,23.9416,24.013,658498.0
2021-07-04,24.3967,24.3967,23.9416,24.013,658498.0
2021-07-05,24.3967,24.3967,23.9416,24.013,658498.0
2021-07-06,23.9416,23.9416,23.2634,23.3348,841224.0
2021-07-07,23.076,23.4686,22.9511,23.2188,684028.0
2021-07-08,22.6298,23.1385,22.4603,22.7726,961136.0
2021-07-09,23.1742,24.0799,23.1518,23.888,813145.0
2021-07-10,23.1742,24.0799,23.1518,23.888,813145.0
2021-07-11,23.1742,24.0799,23.1518,23.888,813145.0
2021-07-12,23.7274,24.5216,23.6114,24.4413,645463.0
2021-07-13,24.2717,24.4591,24.1736,24.2093,599564.0
2021-07-14,24.2632,24.6769,23.9395,24.0024,531197.0
2021-07-15,23.8136,24.0429,23.4988,23.8136,559676.0
2021-07-16,23.9664,24.2183,23.274,23.3459,686994.0
2021-07-17,23.9664,24.2183,23.274,23.3459,686994.0
2021-07-18,23.9664,24.2183,23.274,23.3459,686994.0
2021-07-19,22.7434,22.8199,22.2128,22.5366,978997.0
2021-07-20,22.5276,23.5618,22.4017,23.3279,852572.0
2021-07-21,23.5168,24.0654,23.5056,23.8226,747124.0
2021-07-22,24.1193,24.4791,23.0671,23.283,1086406.0
2021-07-23,23.7686,24.2722,23.3909,23.6427,604607.0
2021-07-24,23.7686,24.2722,23.3909,23.6427,604607.0
2021-07-25,23.7686,24.2722,23.3909,23.6427,604607.0
2021-07-26,24.3621,24.6184,23.8495,24.3172,760765.0
2021-07-27,24.0744,24.2767,23.7057,23.8226,670823.0
2021-07-28,23.9485,24.3397,23.6337,24.1103,730669.0
2021-07-29,24.551,24.6139,24.2272,24.3532,587517.0
2021-07-30,24.1553,24.506,24.0609,24.3801,860790.0
2021-07-31,24.1553,24.506,24.0609,24.3801,860790.0
2021-08-01,24.1553,24.506,24.0609,24.3801,860790.0
2021-08-02,24.497,25.149,24.2183,24.2632,822358.0
2021-08-03,24.3891,25.2525,24.2452,25.0816,628260.0
2021-08-04,24.6589,25.1006,24.497,24.515,538064.0
2021-08-05,24.7219,25.1086,24.7039,24.7488,533580.0
2021-08-06,25.1355,25.3784,24.8208,25.0636,463520.0
2021-08-07,25.1355,25.3784,24.8208,25.0636,463520.0
2021-08-08,25.1355,25.3784,24.8208,25.0636,463520.0
2021-08-09,24.9917,25.2435,24.7578,24.9827,532965.0
2021-08-10,25.1445,25.891,25.0276,25.6661,471049.0
2021-08-11,25.801,26.6194,25.5312,26.6014,637942.0
2021-08-12,26.6913,26.7453,26.2777,26.6014,411054.0
2021-08-13,26.6374,26.7093,26.2237,26.4036,408217.0
2021-08-14,26.6374,26.7093,26.2237,26.4036,408217.0
2021-08-15,26.6374,26.7093,26.2237,26.4036,408217.0
2021-08-16,26.1338,26.4215,25.819,25.9269,451108.0
2021-08-17,25.6751,25.9179,25.3334,25.7651,544083.0
2021-08-18,25.6212,25.792,24.9557,24.9737,901544.0
2021-08-19,24.542,25.1625,24.488,24.8388,536478.0
2021-08-20,24.7938,25.248,24.4791,25.2255,541154.0
2021-08-21,24.7938,25.248,24.4791,25.2255,541154.0
2021-08-22,24.7938,25.248,24.4791,25.2255,541154.0
2021-08-23,25.5043,25.9,25.3739,25.828,493344.0
2021-08-24,25.9,26.2597,25.837,25.9359,318670.0
2021-08-25,25.9179,26.4135,25.81,26.1068,383175.0
2021-08-26,26.1383,26.3496,25.891,26.0798,533816.0
2021-08-27,26.2327,26.9162,26.2327,26.8442,488119.0
2021-08-28,26.2327,26.9162,26.2327,26.8442,488119.0
2021-08-29,26.2327,26.9162,26.2327,26.8442,488119.0
2021-08-30,26.7993,26.8172,26.3406,26.3766,425316.0
2021-08-31,26.4215,26.4935,25.9899,26.1068,659959.0
2021-09-01,26.1068,26.1383,25.5852,25.7291,432470.0
2021-09-02,25.9989,26.2327,25.6661,26.2057,595666.0
2021-09-03,26.1877,26.2327,25.5942,25.6751,477437.0
2021-09-04,26.1877,26.2327,25.5942,25.6751,477437.0
2021-09-05,26.1877,26.2327,25.5942,25.6751,477437.0
2021-09-06,26.1877,26.2327,25.5942,25.6751,477437.0
2021-09-07,25.5133,25.7381,25.2884,25.3064,544547.0
2021-09-08,25.1805,25.2614,24.6139,25.1176,519435.0
2021-09-09,25.6302,26.2237,25.167,25.855,916888.0
2021-09-10,26.0708,26.3136,25.5582,25.5762,778516.0
2021-09-11,26.0708,26.3136,25.5582,25.5762,778516.0
2021-09-12,26.0708,26.3136,25.5582,25.5762,778516.0
2021-09-13,25.855,25.855,25.0726,25.5043,668700.0
2021-09-14,25.5762,25.5762,24.569,24.6139,576843.0
2021-09-15,24.551,24.8208,24.3442,24.7578,809773.0
2021-09-16,24.9017,24.9557,24.0474,24.2812,853977.0
2021-09-17,24.2992,24.4701,23.6697,24.1193,2768912.0
2021-09-18,24.2992,24.4701,23.6697,24.1193,2768912.0
2021-09-19,24.2992,24.4701,23.6697,24.1193,2768912.0
2021-09-20,23.3909,23.9485,22.9412,23.8945,814947.0
2021-09-21,23.9754,24.0474,23.5528,23.9395,767623.0
2021-09-22,24.2003,24.6769,24.1463,24.2992,382714.0
2021-09-23,24.542,24.8927,24.506,24.7399,484932.0
2021-09-24,24.6769,24.8658,24.4431,24.6679,245228.0
2021-09-25,24.6769,24.8658,24.4431,24.6679,245228.0
2021-09-26,24.6769,24.8658,24.4431,24.6679,245228.0
2021-09-27,24.8658,25.6032,24.8163,25.4053,304480.0
2021-09-28,25.3963,25.5942,25.1445,25.1805,403507.0
2021-09-29,25.3334,25.4503,24.8702,25.1176,388422.0
2021-09-30,25.2255,25.3379,24.4341,24.4341,537836.0
2021-10-01,24.587,25.3784,24.2812,25.0546,418133.0
2021-10-02,24.587,25.3784,24.2812,25.0546,418133.0
2021-10-03,24.587,25.3784,24.2812,25.0546,418133.0
2021-10-04,25.0366,25.4413,24.8658,25.3424,425878.0
2021-10-05,25.3963,25.6032,25.0456,25.3154,301605.0
2021-10-06,24.9107,25.3694,24.6769,25.3694,388167.0
2021-10-07,25.5043,25.8624,25.4053,25.5133,443029.0
2021-10-08,25.4053,25.783,25.2704,25.5492,308900.0
2021-10-09,25.4053,25.783,25.2704,25.5492,308900.0
2021-10-10,25.4053,25.783,25.2704,25.5492,308900.0
2021-10-11,25.7201,26.2147,25.5402,25.81,349894.0
2021-10-12,25.7291,26.1158,25.6796,25.864,386081.0
2021-10-13,25.837,25.9809,25.6234,25.837,498732.0
2021-10-14,26.0997,26.2628,25.7645,26.1722,422069.0
2021-10-15,26.6704,26.8969,26.3171,26.5164,433050.0
2021-10-16,26.6704,26.8969,26.3171,26.5164,433050.0
2021-10-17,26.6704,26.8969,26.3171,26.5164,433050.0
2021-10-18,26.4258,26.4349,26.145,26.3171,286181.0
2021-10-19,26.3987,26.3987,25.8732,26.0363,397842.0
2021-10-20,26.0635,26.7973,25.8551,26.752,493283.0
2021-10-21,27.1868,27.8028,25.7102,26.0725,909409.0
2021-10-22,26.2809,27.2502,25.9276,26.8788,825691.0
2021-10-23,26.2809,27.2502,25.9276,26.8788,825691.0
2021-10-24,26.2809,27.2502,25.9276,26.8788,825691.0
2021-10-25,27.069,27.3499,26.8138,27.0419,678737.0
2021-10-26,26.8516,27.06,26.1722,26.1903,494261.0
2021-10-27,26.0816,26.1812,25.3387,25.3478,365044.0
2021-10-28,25.3206,25.6739,25.3002,25.6467,241254.0
2021-10-29,25.683,25.9276,25.3206,25.4112,391086.0
2021-10-30,25.683,25.9276,25.3206,25.4112,391086.0
2021-10-31,25.683,25.9276,25.3206,25.4112,391086.0
2021-11-01,25.5924,26.3715,25.4203,26.2718,419717.0
2021-11-02,26.3262,26.607,25.8279,26.1903,371523.0
2021-11-03,25.9729,26.6251,25.683,26.3987,309289.0
2021-11-04,26.6886,26.7701,26.0454,26.1631,451937.0
2021-11-05,26.5255,27.5492,26.5255,27.1778,746465.0
2021-11-06,26.5255,27.5492,26.5255,27.1778,746465.0
2021-11-07,26.5255,27.5492,26.5255,27.1778,746465.0
2021-11-08,27.5673,27.7304,27.2684,27.3771,427930.0
2021-11-09,26.915,27.1325,26.2084,26.2265,769477.0
2021-11-10,26.2718,26.6342,25.5833,25.6558,666452.0
2021-11-11,25.538,25.8008,25.4112,25.5471,624262.0
2021-11-12,25.6739,26.2175,25.5833,26.1269,558495.0
2021-11-13,25.6739,26.2175,25.5833,26.1269,558495.0
2021-11-14,25.6739,26.2175,25.5833,26.1269,558495.0
2021-11-15,26.2718,26.3352,25.7102,25.7283,548603.0
2021-11-16,25.7102,25.7419,25.0851,25.1757,590824.0
2021-11-17,24.9854,25.7011,24.9854,25.5924,722116.0
2021-11-18,25.7917,25.9095,25.0941,25.3297,566661.0
2021-11-19,24.9764,25.384,24.8767,25.1394,480922.0
2021-11-20,24.9764,25.384,24.8767,25.1394,480922.0
2021-11-21,24.9764,25.384,24.8767,25.1394,480922.0
2021-11-22,25.3659,26.5798,25.3659,26.3987,629751.0
2021-11-23,26.3624,26.7157,26.1541,26.2084,523711.0
2021-11-24,25.9729,26.2356,25.8823,26.0816,325288.0
2021-11-25,25.9729,26.2356,25.8823,26.0816,325288.0
2021-11-26,24.9401,25.3659,24.5687,25.2481,413855.0
2021-11-27,24.9401,25.3659,24.5687,25.2481,413855.0
2021-11-28,24.9401,25.3659,24.5687,25.2481,413855.0
2021-11-29,25.5924,25.692,24.9129,25.23,431654.0
2021-11-30,24.7771,25.221,23.9617,24.007,841677.0
2021-12-01,24.7136,24.8359,23.1645,23.1645,744921.0
2021-12-02,23.2913,24.1339,23.1645,23.9164,546111.0
2021-12-03,24.1429,24.3422,23.5903,23.7715,627812.0
2021-12-04,24.1429,24.3422,23.5903,23.7715,627812.0
2021-12-05,24.1429,24.3422,23.5903,23.7715,627812.0
2021-12-06,24.1791,25.1032,24.0251,24.8586,647081.0
2021-12-07,25.067,25.5652,24.9311,25.1757,438284.0
2021-12-08,25.1757,25.7056,25.1304,25.6286,599056.0
2021-12-09,25.4565,25.7464,25.3297,25.5743,540639.0
2021-12-10,25.8008,26.1631,25.4746,25.6196,452852.0
2021-12-11,25.8008,26.1631,25.4746,25.6196,452852.0
2021-12-12,25.8008,26.1631,25.4746,25.6196,452852.0
2021-12-13,25.5833,25.846,25.3659,25.692,573700.0
2021-12-14,25.4837,26.4349,25.4474,26.0182,1133530.0
2021-12-15,26.1088,26.2628,25.8098,26.2537,909728.0
2021-12-16,26.5798,26.6523,25.7192,25.9638,734264.0
2021-12-17,25.8642,26.6886,25.6558,26.0997,1795095.0
2021-12-18,25.8642,26.6886,25.6558,26.0997,1795095.0
2021-12-19,25.8642,26.6886,25.6558,26.0997,1795095.0
2021-12-20,25.7645,25.9185,24.9401,25.7645,882735.0
2021-12-21,25.991,26.3715,25.991,26.3715,457344.0
2021-12-22,26.4258,26.6886,26.3715,26.5346,412669.0
2021-12-23,26.7973,26.9694,26.6251,26.7157,336302.0
2021-12-24,26.7973,26.9694,26.6251,26.7157,336302.0
2021-12-25,26.7973,26.9694,26.6251,26.7157,336302.0
2021-12-26,26.7973,26.9694,26.6251,26.7157,336302.0
2021-12-27,26.6704,26.8516,26.521,26.7701,343395.0
2021-12-28,26.6251,26.9513,26.5708,26.6614,327520.0
2021-12-29,26.5798,26.9241,26.4213,26.7792,271415.0
2021-12-30,26.8335,27.0509,26.6886,26.7429,406966.0
2021-12-31,26.7248,27.6262,26.3352,27.3589,927074.0
2022-01-01,26.7248,27.6262,26.3352,27.3589,927074.0
2022-01-02,26.7248,27.6262,26.3352,27.3589,927074.0
2022-01-03,27.5039,28.1743,27.3861,27.5764,956427.0
2022-01-04,27.7757,28.6544,27.7213,28.3917,890345.0
2022-01-05,28.5185,28.736,28.0112,28.0474,1083078.0
2022-01-06,28.4008,28.5185,27.9659,28.2558,1019469.0
2022-01-07,28.292,28.5638,28.0022,28.2377,721655.0
2022-01-08,28.292,28.5638,28.0022,28.2377,721655.0
2022-01-09,28.292,28.5638,28.0022,28.2377,721655.0
2022-01-10,28.1471,28.2649,27.6171,27.83,851381.0
2022-01-11,28.0384,28.0927,27.4133,27.9659,687559.0
2022-01-12,27.8934,28.2196,27.7032,27.7123,679488.0
2022-01-13,27.8035,28.3879,27.5388,27.9678,795467.0
2022-01-14,27.7762,28.1641,27.5662,28.1595,702912.0
2022-01-15,27.7762,28.1641,27.5662,28.1595,702912.0
2022-01-16,27.7762,28.1641,27.5662,28.1595,702912.0
2022-01-17,27.7762,28.1641,27.5662,28.1595,702912.0
2022-01-18,28.0317,28.2599,27.6027,27.6301,803274.0
2022-01-19,27.6666,27.8492,27.0094,27.0551,814625.0
2022-01-20,27.0185,27.2467,25.9825,26.0053,789141.0
2022-01-21,25.9049,26.0145,25.1565,25.1656,1142046.0
2022-01-22,25.9049,26.0145,25.1565,25.1656,1142046.0
2022-01-23,25.9049,26.0145,25.1565,25.1656,1142046.0
2022-01-24,24.5905,25.9962,24.408,25.841,995608.0
2022-01-25,25.5124,26.3248,24.8278,26.0236,1077063.0
2022-01-26,26.2792,26.9638,25.8475,26.2609,803106.0
2022-01-27,26.553,26.8451,25.5444,25.6676,1084889.0
2022-01-28,25.6128,26.0875,24.8826,26.0784,738626.0
2022-01-29,25.6128,26.0875,24.8826,26.0784,738626.0
2022-01-30,25.6128,26.0875,24.8826,26.0784,738626.0
2022-01-31,25.7863,26.2335,25.4303,26.2244,1473393.0
2022-02-01,26.3522,26.8999,25.9415,26.8269,598319.0
2022-02-02,26.6899,26.8177,26.1423,26.6899,519897.0
2022-02-03,26.5987,27.0003,26.4344,26.5804,1148463.0
2022-02-04,26.3157,26.6899,26.1696,26.4161,425245.0
2022-02-05,26.3157,26.6899,26.1696,26.4161,425245.0
2022-02-06,26.3157,26.6899,26.1696,26.4161,425245.0
2022-02-07,26.3613,26.8497,26.3294,26.6626,417129.0
2022-02-08,26.9273,27.4019,26.8453,27.3289,394269.0
2022-02-09,27.3837,27.7488,27.2833,27.4841,456253.0
2022-02-10,27.0551,27.5845,26.9455,27.2559,659144.0
2022-02-11,27.1646,27.6575,27.0277,27.4658,744024.0
2022-02-12,27.1646,27.6575,27.0277,27.4658,744024.0
2022-02-13,27.1646,27.6575,27.0277,27.4658,744024.0
2022-02-14,27.5753,27.7853,27.2741,27.4841,498121.0
2022-02-15,27.694,28.0956,27.6119,27.8401,427940.0
2022-02-16,27.8035,28.6159,27.7853,28.5429,579725.0
2022-02-17,27.4019,27.9587,26.3978,26.9364,1301886.0
2022-02-18,26.6808,27.2011,26.3613,26.8816,806788.0
2022-02-19,26.6808,27.2011,26.3613,26.8816,806788.0
2022-02-20,26.6808,27.2011,26.3613,26.8816,806788.0
2022-02-21,26.6808,27.2011,26.3613,26.8816,806788.0
2022-02-22,26.9729,27.4567,26.7538,26.982,722070.0
2022-02-23,27.2194,27.3198,26.1605,26.1605,1060537.0
2022-02-24,25.6585,26.1103,25.4394,25.9141,866615.0
2022-02-25,25.8867,26.553,25.8867,26.334,816935.0
2022-02-26,25.8867,26.553,25.8867,26.334,816935.0
2022-02-27,25.8867,26.553,25.8867,26.334,816935.0
2022-02-28,25.9415,26.4983,25.9049,26.3431,1036310.0
2022-03-01,26.2701,26.3887,24.9375,25.7589,1640161.0
2022-03-02,26.124,27.1828,26.1058,26.9729,1287409.0
2022-03-03,27.2011,27.4932,26.763,27.1463,631007.0
2022-03-04,26.7447,27.8446,26.7447,27.7396,874661.0
2022-03-05,26.7447,27.8446,26.7447,27.7396,874661.0
2022-03-06,26.7447,27.8446,26.7447,27.7396,874661.0
2022-03-07,27.7214,28.6981,27.5721,28.1321,1503927.0
2022-03-08,28.2964,29.976,28.1641,28.7255,1333596.0
2022-03-09,29.0632,29.2184,28.6616,28.9354,751690.0
2022-03-10,28.6342,29.3918,28.4973,29.2914,916679.0
2022-03-11,29.4374,30.049,29.3462,29.7843,736994.0
2022-03-12,29.4374,30.049,29.3462,29.7843,736994.0
2022-03-13,29.4374,30.049,29.3462,29.7843,736994.0
2022-03-14,30.0673,30.1677,29.0084,29.4009,769821.0
2022-03-15,29.4739,29.7113,29.1453,29.6291,790283.0
2022-03-16,29.6109,29.9303,29.264,29.8847,781656.0
2022-03-17,29.7387,30.4871,29.7387,30.4506,1000354.0
2022-03-18,30.5419,31.3634,30.3593,31.3178,1638196.0
2022-03-19,30.5419,31.3634,30.3593,31.3178,1638196.0
2022-03-20,30.5419,31.3634,30.3593,31.3178,1638196.0
2022-03-21,31.4638,31.8737,30.9983,31.3452,667939.0
2022-03-22,31.4912,31.8381,31.1717,31.3543,607943.0
2022-03-23,31.19,31.4136,30.9983,31.117,409158.0
2022-03-24,31.2448,31.7833,31.0439,31.7103,477661.0
2022-03-25,31.7194,32.2671,31.5186,32.2397,580674.0
2022-03-26,31.7194,32.2671,31.5186,32.2397,580674.0
2022-03-27,31.7194,32.2671,31.5186,32.2397,580674.0
2022-03-28,32.0389,32.1393,31.4182,31.7833,720064.0
2022-03-29,31.8563,31.9248,31.4273,31.7468,455456.0
2022-03-30,31.765,32.0206,31.3817,31.6829,407754.0
2022-03-31,31.5186,32.1073,31.2904,31.3634,781695.0
2022-04-01,31.546,31.8152,30.6058,31.0622,862093.0
2022-04-02,31.546,31.8152,30.6058,31.0622,862093.0
2022-04-03,31.546,31.8152,30.6058,31.0622,862093.0
2022-04-04,31.0531,31.1352,30.4415,30.7792,745519.0
2022-04-05,30.6697,30.9344,29.3279,29.4557,921881.0
2022-04-06,29.2092,29.6017,28.9176,29.118,907331.0
2022-04-07,29.0906,29.2823,28.6524,29.0084,612742.0
2022-04-08,28.7437,28.8304,28.0774,28.552,828302.0
2022-04-09,28.7437,28.8304,28.0774,28.552,828302.0
2022-04-10,28.7437,28.8304,28.0774,28.552,828302.0
2022-04-11,28.5703,28.9126,28.4881,28.5794,637020.0
2022-04-12,28.7894,29.0404,28.4744,28.8259,840343.0
2022-04-13,28.9914,29.1937,28.7799,29.1385,622871.0
2022-04-14,29.212,29.5247,29.0465,29.1845,454411.0
2022-04-15,29.212,29.5247,29.0465,29.1845,454411.0
2022-04-16,29.212,29.5247,29.0465,29.1845,454411.0
2022-04-17,29.212,29.5247,29.0465,29.1845,454411.0
2022-04-18,29.1661,29.5982,29.1394,29.2396,638830.0
2022-04-19,29.5247,29.7453,29.4189,29.6902,683199.0
2022-04-20,29.8833,30.1591,29.6074,29.6442,698172.0
2022-04-21,29.9936,30.0948,29.0925,29.2856,874894.0
2022-04-22,29.0006,29.3776,28.2098,28.5316,998948.0
2022-04-23,29.0006,29.3776,28.2098,28.5316,998948.0
2022-04-24,29.0006,29.3776,28.2098,28.5316,998948.0
2022-04-25,28.2282,28.6971,27.6949,28.6879,952835.0
2022-04-26,28.3569,28.6879,28.0995,28.173,890143.0
2022-04-27,27.2535,27.2535,25.2766,25.8835,3116792.0
2022-04-28,26.0214,26.757,25.7456,26.2053,1608804.0
2022-04-29,26.0674,26.3708,25.4146,25.5065,1031518.0
2022-04-30,26.0674,26.3708,25.4146,25.5065,1031518.0
2022-05-01,26.0674,26.3708,25.4146,25.5065,1031518.0
2022-05-02,25.4789,25.6169,24.6698,25.056,876252.0
2022-05-03,25.1111,25.8008,24.8721,25.6352,622166.0
2022-05-04,25.7088,26.2973,25.3594,26.2145,736210.0
2022-05-05,26.0398,26.1594,25.2399,25.4054,594469.0
2022-05-06,25.3042,25.4697,24.5594,24.7066,542244.0
2022-05-07,25.3042,25.4697,24.5594,24.7066,542244.0
2022-05-08,25.3042,25.4697,24.5594,24.7066,542244.0
2022-05-09,24.3204,24.4675,23.4469,23.5664,840682.0
2022-05-10,23.7227,23.8698,22.7848,23.0607,662355.0
2022-05-11,23.217,23.4699,22.1366,22.178,883135.0
2022-05-12,22.1044,22.2791,21.5068,22.1412,1161148.0
2022-05-13,22.3067,22.7021,22.1044,22.6009,757097.0
2022-05-14,22.3067,22.7021,22.1044,22.6009,757097.0
2022-05-15,22.3067,22.7021,22.1044,22.6009,757097.0
2022-05-16,22.6377,22.8676,22.3895,22.6561,502104.0
2022-05-17,22.9044,23.4791,22.8952,23.3825,495981.0
2022-05-18,23.3917,23.6951,22.7665,22.8768,647610.0
2022-05-19,22.5826,23.0055,22.143,22.4079,794125.0
2022-05-20,22.4722,22.4722,21.7274,22.0217,655071.0
2022-05-21,22.4722,22.4722,21.7274,22.0217,655071.0
