,SNA US Equity,SNA US Equity,SNA US Equity,SNA US Equity,SNA US Equity
2021-09-18,199.222,202.594,198.955,200.074,837213.0
2021-09-19,199.222,202.594,198.955,200.074,837213.0
2021-09-20,197.049,199.025,195.775,198.454,478179.0
2021-09-21,199.287,199.287,193.199,196.702,594280.0
2021-09-22,199.259,200.617,197.433,198.594,541604.0
2021-09-23,199.381,203.334,198.753,201.732,579014.0
2021-09-24,200.786,202.088,200.168,201.001,246492.0
2021-09-25,200.786,202.088,200.168,201.001,246492.0
2021-09-26,200.786,202.088,200.168,201.001,246492.0
2021-09-27,201.292,204.814,201.292,203.156,427972.0
2021-09-28,203.905,203.905,200.519,201.545,293189.0
2021-09-29,202.294,203.109,199.138,201.451,563736.0
2021-09-30,202.163,202.791,195.681,195.719,734979.0
2021-10-01,197.17,197.526,192.323,196.159,542868.0
2021-10-02,197.17,197.526,192.323,196.159,542868.0
2021-10-03,197.17,197.526,192.323,196.159,542868.0
2021-10-04,195.129,201.245,195.072,199.981,920555.0
2021-10-05,199.981,204.889,198.641,202.022,315808.0
2021-10-06,200.833,202.997,198.557,202.425,362902.0
2021-10-07,204.505,206.387,202.116,202.472,360363.0
2021-10-08,202.706,203.68,200.421,201.882,327074.0
2021-10-09,202.706,203.68,200.421,201.882,327074.0
2021-10-10,202.706,203.68,200.421,201.882,327074.0
2021-10-11,202.247,203.624,199.868,200.14,238700.0
2021-10-12,200.599,202.411,199.803,201.011,224312.0
2021-10-13,201.564,202.172,197.873,199.634,304977.0
2021-10-14,201.095,205.249,200.758,205.085,292832.0
2021-10-15,206.996,207.432,205.245,205.291,276676.0
2021-10-16,206.996,207.432,205.245,205.291,276676.0
2021-10-17,206.996,207.432,205.245,205.291,276676.0
2021-10-18,203.933,208.954,203.062,208.504,310328.0
2021-10-19,209.975,211.136,207.521,211.024,345775.0
2021-10-20,211.371,214.518,209.848,213.581,538732.0
2021-10-21,210.331,213.356,197.929,199.053,997017.0
2021-10-22,200.983,202.978,196.524,197.105,701857.0
2021-10-23,200.983,202.978,196.524,197.105,701857.0
2021-10-24,200.983,202.978,196.524,197.105,701857.0
2021-10-25,196.702,198.463,193.677,196.852,563716.0
2021-10-26,197.639,197.892,192.525,192.6,544333.0
2021-10-27,192.253,192.496,188.487,189.237,541899.0
2021-10-28,189.237,193.939,189.237,192.777,370362.0
2021-10-29,192.496,193.924,189.312,190.361,343603.0
2021-10-30,192.496,193.924,189.312,190.361,343603.0
2021-10-31,192.496,193.924,189.312,190.361,343603.0
2021-11-01,190.998,192.628,190.661,191.813,231208.0
2021-11-02,192.019,192.141,188.338,192.094,469368.0
2021-11-03,191.55,197.714,191.307,197.667,284892.0
2021-11-04,197.639,198.201,194.698,196.327,232712.0
2021-11-05,199.643,204.748,196.431,198.585,554901.0
2021-11-06,199.643,204.748,196.431,198.585,554901.0
2021-11-07,199.643,204.748,196.431,198.585,554901.0
2021-11-08,200.046,201.287,199.447,200.552,273854.0
2021-11-09,199.859,201.517,199.461,201.245,323233.0
2021-11-10,201.011,204.636,200.87,204.28,451580.0
2021-11-11,204.271,206.734,203.596,206.163,366691.0
2021-11-12,207.015,208.447,205.722,207.24,453569.0
2021-11-13,207.015,208.447,205.722,207.24,453569.0
2021-11-14,207.015,208.447,205.722,207.24,453569.0
2021-11-15,207.689,208.486,205.872,207.643,449001.0
2021-11-16,208.448,210.434,207.867,209.497,436489.0
2021-11-17,209.347,209.9,203.156,203.802,552750.0
2021-11-18,204.613,204.773,201.827,203.425,603927.0
2021-11-19,203.387,206.169,202.463,203.321,251725.0
2021-11-20,203.387,206.169,202.463,203.321,251725.0
2021-11-21,203.387,206.169,202.463,203.321,251725.0
2021-11-22,204.311,206.951,203.878,204.443,307789.0
2021-11-23,204.5,205.169,201.153,204.698,317187.0
2021-11-24,204.462,204.603,201.695,203.114,297605.0
2021-11-25,204.462,204.603,201.695,203.114,297605.0
2021-11-26,198.126,200.182,196.109,199.22,242767.0
2021-11-27,198.126,200.182,196.109,199.22,242767.0
2021-11-28,198.126,200.182,196.109,199.22,242767.0
2021-11-29,200.936,201.388,197.598,200.653,300073.0
2021-11-30,197.938,198.249,193.601,194.138,607262.0
2021-12-01,197.287,199.211,191.102,191.178,366957.0
2021-12-02,192.818,199.126,191.768,198.06,271500.0
2021-12-03,198.673,199.833,197.127,199.05,211858.0
2021-12-04,198.673,199.833,197.127,199.05,211858.0
2021-12-05,198.673,199.833,197.127,199.05,211858.0
2021-12-06,201.737,202.265,197.957,198.221,347027.0
2021-12-07,199.437,202.839,199.13,202.02,267102.0
2021-12-08,202.708,202.822,200.615,202.426,413207.0
2021-12-09,201.247,203.35,199.71,202.077,390747.0
2021-12-10,203.274,205.829,202.124,205.018,296497.0
2021-12-11,203.274,205.829,202.124,205.018,296497.0
2021-12-12,203.274,205.829,202.124,205.018,296497.0
2021-12-13,205.292,205.584,200.879,201.002,335883.0
2021-12-14,200.596,202.482,197.952,200.719,441998.0
2021-12-15,201.294,204.5,198.753,204.292,391215.0
2021-12-16,206.329,209.374,203.642,204.481,446296.0
2021-12-17,202.991,203.925,196.75,197.381,926113.0
2021-12-18,202.991,203.925,196.75,197.381,926113.0
2021-12-19,202.991,203.925,196.75,197.381,926113.0
2021-12-20,195.166,195.458,190.178,192.818,392874.0
2021-12-21,194.223,197.523,194.223,196.589,244299.0
2021-12-22,196.109,197.268,195.515,196.278,138317.0
2021-12-23,196.882,198.838,196.693,197.938,182489.0
2021-12-24,196.882,198.838,196.693,197.938,182489.0
2021-12-25,196.882,198.838,196.693,197.938,182489.0
2021-12-26,196.882,198.838,196.693,197.938,182489.0
2021-12-27,197.843,201.784,196.674,201.737,233594.0
2021-12-28,200.908,205.065,200.908,204.5,177723.0
2021-12-29,204.509,205.669,202.312,204.962,146039.0
2021-12-30,205.537,205.942,201.935,202.001,239987.0
2021-12-31,201.737,204.17,200.549,203.067,182856.0
2022-01-01,201.737,204.17,200.549,203.067,182856.0
2022-01-02,201.737,204.17,200.549,203.067,182856.0
2022-01-03,204.528,204.745,199.069,201.124,206143.0
2022-01-04,203.01,208.926,202.84,208.262,329280.0
2022-01-05,208.931,211.604,206.178,206.602,271091.0
2022-01-06,208.545,209.959,206.225,207.177,198522.0
2022-01-07,206.772,208.526,205.933,206.517,249792.0
2022-01-08,206.772,208.526,205.933,206.517,249792.0
2022-01-09,206.772,208.526,205.933,206.517,249792.0
2022-01-10,205.395,206.838,203.755,205.245,246918.0
2022-01-11,206.131,206.668,200.719,204.076,301656.0
2022-01-12,205.273,206.8,204.123,206.348,197918.0
2022-01-13,207.913,209.115,206.225,207.856,328111.0
2022-01-14,205.216,207.677,203.576,207.545,403611.0
2022-01-15,205.216,207.677,203.576,207.545,403611.0
2022-01-16,205.216,207.677,203.576,207.545,403611.0
2022-01-17,205.216,207.677,203.576,207.545,403611.0
2022-01-18,206.037,206.244,200.79,202.284,328999.0
2022-01-19,202.859,203.953,200.068,200.455,333161.0
2022-01-20,201.077,202.85,197.589,197.73,245646.0
2022-01-21,197.589,198.549,193.356,194.091,329599.0
2022-01-22,197.589,198.549,193.356,194.091,329599.0
2022-01-23,197.589,198.549,193.356,194.091,329599.0
2022-01-24,191.564,199.031,190.235,198.73,380553.0
2022-01-25,195.59,198.928,192.432,196.995,340335.0
2022-01-26,198.598,202.105,195.043,196.778,287724.0
2022-01-27,198.183,200.37,191.319,193.356,311438.0
2022-01-28,192.186,194.902,188.67,194.732,265608.0
2022-01-29,192.186,194.902,188.67,194.732,265608.0
2022-01-30,192.186,194.902,188.67,194.732,265608.0
2022-01-31,193.214,196.731,192.498,196.344,288535.0
2022-02-01,195.788,198.39,194.214,198.183,385650.0
2022-02-02,198.683,200.323,197.15,198.994,485996.0
2022-02-03,199.475,206.951,197.994,204.34,666729.0
2022-02-04,204.434,204.434,197.405,201.483,399058.0
2022-02-05,204.434,204.434,197.405,201.483,399058.0
2022-02-06,204.434,204.434,197.405,201.483,399058.0
2022-02-07,202.03,202.03,197.872,198.287,373368.0
2022-02-08,198.833,201.002,197.193,199.87,360355.0
2022-02-09,201.077,204.896,200.502,202.454,244776.0
2022-02-10,200.568,203.359,198.588,199.569,224062.0
2022-02-11,199.927,201.794,195.326,196.976,425454.0
2022-02-12,199.927,201.794,195.326,196.976,425454.0
2022-02-13,199.927,201.794,195.326,196.976,425454.0
2022-02-14,197.551,199.215,195.001,198.664,247139.0
2022-02-15,201.294,205.471,201.294,203.859,381261.0
2022-02-16,202.218,207.149,202.218,205.876,473644.0
2022-02-17,204.321,206.659,202.256,203.972,338464.0
2022-02-18,203.434,205.773,202.642,203.152,375453.0
2022-02-19,203.434,205.773,202.642,203.152,375453.0
2022-02-20,203.434,205.773,202.642,203.152,375453.0
2022-02-21,203.434,205.773,202.642,203.152,375453.0
2022-02-22,203.569,204.404,197.334,198.178,328411.0
2022-02-23,198.814,199.443,192.721,193.129,445584.0
2022-02-24,189.342,194.909,187.681,194.515,349959.0
2022-02-25,194.847,201.557,194.591,201.301,361640.0
2022-02-26,194.847,201.557,194.591,201.301,361640.0
2022-02-27,194.847,201.557,194.591,201.301,361640.0
2022-02-28,198.691,201.567,197.466,199.479,499259.0
2022-03-01,198.482,199.63,189.997,191.715,379290.0
2022-03-02,194.164,200.318,193.547,198.596,331043.0
2022-03-03,200.029,201.529,197.884,199.925,309380.0
2022-03-04,196.508,197.134,193.652,196.935,319143.0
2022-03-05,196.508,197.134,193.652,196.935,319143.0
2022-03-06,196.508,197.134,193.652,196.935,319143.0
2022-03-07,196.935,196.935,191.098,193.756,478270.0
2022-03-08,196.071,203.18,194.913,195.844,503937.0
2022-03-09,200.001,201.457,196.831,197.115,297754.0
2022-03-10,193.974,196.783,193.974,196.479,213334.0
2022-03-11,197.362,198.767,195.065,195.227,222970.0
2022-03-12,197.362,198.767,195.065,195.227,222970.0
2022-03-13,197.362,198.767,195.065,195.227,222970.0
2022-03-14,194.562,196.0,191.886,194.297,724435.0
2022-03-15,196.081,196.081,190.244,192.275,576912.0
2022-03-16,193.3,196.242,191.938,195.72,467986.0
2022-03-17,194.562,199.649,194.097,199.64,408886.0
2022-03-18,199.573,203.873,197.324,203.095,1199608.0
2022-03-19,199.573,203.873,197.324,203.095,1199608.0
2022-03-20,199.573,203.873,197.324,203.095,1199608.0
2022-03-21,203.265,205.331,201.196,201.956,424242.0
2022-03-22,203.759,203.759,200.342,201.747,224328.0
2022-03-23,201.272,201.291,195.17,196.612,313115.0
2022-03-24,197.457,198.036,194.695,196.375,290021.0
2022-03-25,197.02,198.89,195.568,198.188,270740.0
2022-03-26,197.02,198.89,195.568,198.188,270740.0
2022-03-27,197.02,198.89,195.568,198.188,270740.0
2022-03-28,197.903,197.903,192.778,195.378,488323.0
2022-03-29,196.584,200.617,196.138,200.001,555251.0
2022-03-30,199.08,201.718,197.922,198.359,234460.0
2022-03-31,197.504,200.437,194.951,195.018,346546.0
2022-04-01,196.252,196.935,191.487,193.328,335350.0
2022-04-02,196.252,196.935,191.487,193.328,335350.0
2022-04-03,196.252,196.935,191.487,193.328,335350.0
2022-04-04,192.702,197.988,190.766,197.979,347416.0
2022-04-05,197.561,199.137,195.322,195.758,275514.0
2022-04-06,194.439,197.884,193.148,196.812,317608.0
2022-04-07,196.65,197.286,193.129,194.838,347857.0
2022-04-08,195.929,200.717,194.781,197.789,465169.0
2022-04-09,195.929,200.717,194.781,197.789,465169.0
2022-04-10,195.929,200.717,194.781,197.789,465169.0
2022-04-11,198.311,201.994,198.311,200.048,330378.0
2022-04-12,200.466,203.711,199.763,199.839,344498.0
2022-04-13,198.397,201.111,198.159,199.915,314860.0
2022-04-14,200.75,201.443,198.919,200.409,255955.0
2022-04-15,200.75,201.443,198.919,200.409,255955.0
2022-04-16,200.75,201.443,198.919,200.409,255955.0
2022-04-17,200.75,201.443,198.919,200.409,255955.0
2022-04-18,199.289,206.32,199.289,205.287,537418.0
2022-04-19,206.568,215.888,206.359,215.319,911309.0
2022-04-20,216.818,219.371,214.317,214.797,702881.0
2022-04-21,221.127,223.376,214.019,214.673,1076445.0
2022-04-22,215.29,215.29,210.45,211.057,576738.0
2022-04-23,215.29,215.29,210.45,211.057,576738.0
2022-04-24,215.29,215.29,210.45,211.057,576738.0
2022-04-25,209.767,213.036,203.73,211.893,578636.0
2022-04-26,210.678,211.89,207.916,208.428,342140.0
2022-04-27,209.71,212.021,207.944,209.197,392844.0
2022-04-28,210.232,210.232,205.012,209.026,574439.0
2022-04-29,208.637,208.998,201.04,201.671,480571.0
2022-04-30,208.637,208.998,201.04,201.671,480571.0
2022-05-01,208.637,208.998,201.04,201.671,480571.0
2022-05-02,202.487,205.401,198.928,203.313,369470.0
2022-05-03,204.139,208.874,204.139,208.59,384905.0
2022-05-04,209.321,216.919,208.068,216.344,360864.0
2022-05-05,214.085,215.404,208.647,210.668,345673.0
2022-05-06,210.811,210.811,204.542,207.024,351252.0
2022-05-07,210.811,210.811,204.542,207.024,351252.0
2022-05-08,210.811,210.811,204.542,207.024,351252.0
2022-05-09,204.366,208.898,204.366,206.862,320091.0
2022-05-10,208.21,208.799,200.94,203.104,387420.0
2022-05-11,204.053,206.832,199.616,200.171,284241.0
2022-05-12,199.156,203.892,198.463,203.816,317675.0
2022-05-13,204.955,206.682,203.807,205.467,174382.0
2022-05-14,204.955,206.682,203.807,205.467,174382.0
2022-05-15,204.955,206.682,203.807,205.467,174382.0
2022-05-16,204.936,207.157,200.912,205.799,247629.0
2022-05-17,208.694,212.035,208.234,211.997,365049.0
2022-05-18,210.697,211.39,204.888,205.382,357132.0
2022-05-19,203.672,209.041,202.449,205.43,440794.0
2022-05-20,207.063,208.687,197.132,200.586,387869.0
2022-05-21,207.063,208.687,197.132,200.586,387869.0
2022-05-22,207.063,208.687,197.132,200.586,387869.0
2022-05-23,202.506,204.589,201.064,202.841,291188.0
2022-05-24,202.783,203.423,198.016,202.458,314042.0
2022-05-25,200.93,205.917,199.908,205.602,300371.0
2022-05-26,207.388,210.273,207.135,209.48,326001.0
2022-05-27,210.923,213.072,210.292,212.948,232936.0
2022-05-28,210.923,213.072,210.292,212.948,232936.0
2022-05-29,210.923,213.072,210.292,212.948,232936.0
2022-05-30,210.923,213.072,210.292,212.948,232936.0
2022-05-31,210.76,213.034,209.241,211.974,406877.0
2022-06-01,213.225,213.273,205.21,207.273,290322.0
2022-06-02,208.286,210.942,207.579,210.646,150885.0
2022-06-03,209.289,210.579,208.315,210.359,164371.0
2022-06-04,209.289,210.579,208.315,210.359,164371.0
2022-06-05,209.289,210.579,208.315,210.359,164371.0
2022-06-06,211.028,212.365,210.369,211.668,202085.0
2022-06-07,210.617,214.697,209.332,214.649,241958.0
2022-06-08,212.805,213.999,211.152,211.362,229631.0
2022-06-09,210.636,212.729,208.625,208.907,159149.0
2022-06-10,205.153,205.463,199.793,200.013,263534.0
2022-06-11,205.153,205.463,199.793,200.013,263534.0
2022-06-12,205.153,205.463,199.793,200.013,263534.0
2022-06-13,196.755,199.115,193.717,196.745,303479.0
2022-06-14,196.851,199.086,194.3,196.392,260924.0
2022-06-15,197.051,198.116,193.746,194.739,307133.0
2022-06-16,191.252,191.252,181.928,183.256,531029.0
2022-06-17,182.96,188.864,181.594,186.991,1240441.0
2022-06-18,182.96,188.864,181.594,186.991,1240441.0
2022-06-19,182.96,188.864,181.594,186.991,1240441.0
2022-06-20,182.96,188.864,181.594,186.991,1240441.0
2022-06-21,189.771,190.163,187.431,188.72,277273.0
2022-06-22,186.055,188.873,185.453,187.822,274111.0
2022-06-23,187.679,189.638,184.321,187.077,230844.0
2022-06-24,188.205,193.669,187.66,192.857,391104.0
2022-06-25,188.205,193.669,187.66,192.857,391104.0
2022-06-26,188.205,193.669,187.66,192.857,391104.0
2022-06-27,193.937,196.058,191.911,194.959,221030.0
2022-06-28,196.765,197.386,192.026,192.131,291145.0
2022-06-29,192.599,192.599,189.356,189.991,199873.0
2022-06-30,187.335,189.962,186.361,188.233,355521.0
2022-07-01,188.73,191.275,186.046,189.389,275089.0
2022-07-02,188.73,191.275,186.046,189.389,275089.0
2022-07-03,188.73,191.275,186.046,189.389,275089.0
2022-07-04,188.73,191.275,186.046,189.389,275089.0
2022-07-05,186.409,189.943,184.469,189.829,242833.0
2022-07-06,189.064,191.071,187.115,189.79,219303.0
2022-07-07,191.367,193.182,190.488,192.351,213415.0
2022-07-08,191.061,192.867,189.084,189.179,261507.0
2022-07-09,191.061,192.867,189.084,189.179,261507.0
2022-07-10,191.061,192.867,189.084,189.179,261507.0
2022-07-11,188.329,190.254,188.114,189.055,219253.0
2022-07-12,190.354,194.978,189.896,190.65,276742.0
2022-07-13,188.214,189.886,187.068,188.367,187637.0
2022-07-14,185.596,187.45,183.667,187.287,158591.0
2022-07-15,190.192,190.345,187.373,189.036,193894.0
2022-07-16,190.192,190.345,187.373,189.036,193894.0
2022-07-17,190.192,190.345,187.373,189.036,193894.0
2022-07-18,190.392,192.513,190.115,191.367,355700.0
2022-07-19,193.621,198.847,193.621,198.284,329749.0
2022-07-20,198.389,199.42,196.898,198.542,256623.0
2022-07-21,199.057,205.095,196.803,202.353,488786.0
2022-07-22,203.49,205.114,202.353,203.748,468447.0
2022-07-23,203.49,205.114,202.353,203.748,468447.0
2022-07-24,203.49,205.114,202.353,203.748,468447.0
2022-07-25,204.589,205.965,202.506,204.618,317879.0
2022-07-26,203.433,206.662,203.271,206.347,305273.0
2022-07-27,206.127,210.321,205.047,209.48,332013.0
2022-07-28,208.324,212.251,208.324,211.716,360975.0
2022-07-29,212.528,214.477,210.942,214.047,372829.0
2022-07-30,212.528,214.477,210.942,214.047,372829.0
2022-07-31,212.528,214.477,210.942,214.047,372829.0
2022-08-01,213.025,214.362,211.198,213.999,186011.0
2022-08-02,213.722,214.123,211.028,211.725,413041.0
2022-08-03,211.802,213.837,210.76,213.197,263332.0
2022-08-04,213.197,213.97,212.437,213.101,254284.0
2022-08-05,212.098,213.961,210.665,213.044,232618.0
2022-08-06,212.098,213.961,210.665,213.044,232618.0
2022-08-07,212.098,213.961,210.665,213.044,232618.0
2022-08-08,213.569,215.212,212.643,214.4,361186.0
2022-08-09,213.779,213.932,211.038,211.582,156228.0
2022-08-10,214.954,217.228,214.231,216.665,186679.0
2022-08-11,218.623,219.86,216.54,218.528,328178.0
2022-08-12,218.766,221.145,217.849,221.031,298421.0
2022-08-13,218.766,221.145,217.849,221.031,298421.0
2022-08-14,218.766,221.145,217.849,221.031,298421.0
2022-08-15,219.406,220.796,218.881,220.276,226692.0
2022-08-16,219.512,224.422,218.949,222.932,293647.0
2022-08-17,220.897,222.053,220.371,221.241,225815.0
2022-08-18,221.789,223.25,221.423,222.923,153357.0
2022-08-19,222.212,222.904,220.664,221.212,229785.0
2022-08-20,222.212,222.904,220.664,221.212,229785.0
2022-08-21,222.212,222.904,220.664,221.212,229785.0
2022-08-22,218.799,219.184,214.839,214.983,206403.0
2022-08-23,214.983,215.896,213.743,214.454,187072.0
2022-08-24,214.618,215.425,213.19,215.271,186739.0
2022-08-25,215.666,219.145,215.666,219.097,192453.0
2022-08-26,219.799,219.799,211.628,211.715,220108.0
2022-08-27,219.799,219.799,211.628,211.715,220108.0
2022-08-28,219.799,219.799,211.628,211.715,220108.0
2022-08-29,209.821,213.118,209.341,212.839,242340.0
2022-08-30,213.532,213.532,209.052,209.802,278422.0
2022-08-31,210.408,210.59,208.052,209.417,359480.0
2022-09-01,208.052,208.894,205.649,206.668,323100.0
2022-09-02,209.36,209.999,204.08,205.14,282768.0
2022-09-03,209.36,209.999,204.08,205.14,282768.0
2022-09-04,209.36,209.999,204.08,205.14,282768.0
2022-09-05,209.36,209.999,204.08,205.14,282768.0
2022-09-06,206.38,208.898,204.65,208.696,318090.0
2022-09-07,208.677,215.021,207.649,214.81,342837.0
2022-09-08,212.618,214.647,210.792,213.733,341505.0
2022-09-09,215.002,216.376,214.147,214.772,174410.0
2022-09-10,215.002,216.376,214.147,214.772,174410.0
2022-09-11,215.002,216.376,214.147,214.772,174410.0
2022-09-12,214.426,216.435,214.099,216.137,324149.0
2022-09-13,211.523,212.849,208.264,208.793,340157.0
2022-09-14,209.023,209.936,206.265,208.331,354880.0
2022-09-15,208.754,210.042,205.371,206.505,280642.0
2022-09-16,204.823,207.274,202.973,207.11,677066.0
2022-09-17,204.823,207.274,202.973,207.11,677066.0
2022-09-18,204.823,207.274,202.973,207.11,677066.0
2022-09-19,205.794,212.301,205.794,212.167,258789.0
2022-09-20,210.465,210.465,206.937,208.821,250648.0
2022-09-21,210.456,212.916,207.274,207.428,248911.0
2022-09-22,207.726,208.762,202.669,202.746,253702.0
2022-09-23,200.737,200.737,194.979,198.45,323538.0
2022-09-24,200.737,200.737,194.979,198.45,323538.0
2022-09-25,200.737,200.737,194.979,198.45,323538.0
2022-09-26,197.94,201.276,197.488,198.632,314416.0
2022-09-27,200.949,201.737,194.59,196.402,299788.0
2022-09-28,197.748,201.018,196.027,200.016,274716.0
2022-09-29,198.642,198.642,194.172,194.903,342603.0
2022-09-30,195.758,197.719,192.97,193.547,416853.0
2022-10-01,195.758,197.719,192.97,193.547,416853.0
2022-10-02,195.758,197.719,192.97,193.547,416853.0
2022-10-03,196.085,200.084,194.758,198.94,323893.0
2022-10-04,201.833,206.14,201.833,206.111,225235.0
2022-10-05,203.458,206.793,203.342,205.707,209238.0
2022-10-06,205.601,207.183,205.169,205.524,218725.0
2022-10-07,204.111,204.111,199.978,201.429,211647.0
2022-10-08,204.111,204.111,199.978,201.429,211647.0
2022-10-09,204.111,204.111,199.978,201.429,211647.0
2022-10-10,203.217,203.919,199.549,201.18,202477.0
2022-10-11,201.17,203.371,199.718,200.939,232789.0
2022-10-12,201.324,202.544,199.632,199.738,206052.0
2022-10-13,196.835,205.842,195.095,204.14,273824.0
2022-10-14,205.313,206.418,200.718,201.478,225103.0
2022-10-15,205.313,206.418,200.718,201.478,225103.0
2022-10-16,205.313,206.418,200.718,201.478,225103.0
2022-10-17,204.342,205.88,203.506,204.265,423407.0
2022-10-18,207.572,210.042,206.341,208.245,307559.0
2022-10-19,207.899,208.365,204.457,205.419,335425.0
2022-10-20,203.89,204.741,195.249,195.268,637918.0
2022-10-21,197.027,200.324,193.98,199.699,517752.0
2022-10-22,197.027,200.324,193.98,199.699,517752.0
2022-10-23,197.027,200.324,193.98,199.699,517752.0
2022-10-24,201.852,204.64,201.843,204.477,333464.0
2022-10-25,204.352,209.879,204.352,209.783,325517.0
2022-10-26,210.725,211.513,206.563,207.87,302685.0
2022-10-27,209.379,210.888,205.813,206.639,656598.0
2022-10-28,207.12,211.34,207.12,211.042,388587.0
2022-10-29,207.12,211.34,207.12,211.042,388587.0
2022-10-30,207.12,211.34,207.12,211.042,388587.0
2022-10-31,210.542,213.993,209.821,213.445,347254.0
2022-11-01,214.599,214.762,211.474,213.272,208386.0
2022-11-02,212.465,216.656,210.734,211.503,352882.0
2022-11-03,210.1,213.772,207.202,212.128,256691.0
2022-11-04,216.088,220.404,215.175,220.26,245341.0
2022-11-05,216.088,220.404,215.175,220.26,245341.0
2022-11-06,216.088,220.404,215.175,220.26,245341.0
2022-11-07,221.568,221.918,218.001,220.212,230722.0
2022-11-08,221.298,222.788,217.686,219.703,237733.0
2022-11-09,218.52,221.452,217.444,218.559,234288.0
2022-11-10,225.143,227.065,222.087,226.883,282741.0
2022-11-11,226.672,228.171,223.701,225.23,277665.0
2022-11-12,226.672,228.171,223.701,225.23,277665.0
2022-11-13,226.672,228.171,223.701,225.23,277665.0
2022-11-14,224.201,227.893,223.927,224.692,285238.0
2022-11-15,225.855,227.816,224.98,227.152,254701.0
2022-11-16,226.672,226.672,223.625,224.913,270124.0
2022-11-17,222.164,225.413,220.568,225.288,182554.0
2022-11-18,228.095,229.228,225.549,228.801,257384.0
2022-11-19,228.095,229.228,225.549,228.801,257384.0
2022-11-20,228.095,229.228,225.549,228.801,257384.0
2022-11-21,228.327,230.563,228.24,229.004,229692.0
2022-11-22,230.011,232.702,228.666,231.957,208770.0
2022-11-23,232.46,234.444,231.682,233.438,155689.0
2022-11-24,232.46,234.444,231.682,233.438,155689.0
2022-11-25,234.967,236.099,233.728,234.996,100654.0
2022-11-26,234.967,236.099,233.728,234.996,100654.0
2022-11-27,234.967,236.099,233.728,234.996,100654.0
2022-11-28,233.534,234.299,230.602,231.076,287724.0
2022-11-29,231.55,233.055,230.505,231.511,342288.0
2022-11-30,230.921,233.041,226.517,232.886,560659.0
2022-12-01,235.044,235.945,232.383,234.377,268935.0
2022-12-02,232.489,237.687,232.489,237.106,248339.0
2022-12-03,232.489,237.687,232.489,237.106,248339.0
2022-12-04,232.489,237.687,232.489,237.106,248339.0
2022-12-05,234.909,235.083,231.579,231.995,318726.0
2022-12-06,230.176,231.792,227.591,229.498,298287.0
2022-12-07,228.898,231.061,228.491,228.656,242982.0
2022-12-08,229.672,230.418,225.22,226.652,294795.0
2022-12-09,226.904,229.198,226.304,226.343,255858.0
2022-12-10,226.904,229.198,226.304,226.343,255858.0
2022-12-11,226.904,229.198,226.304,226.343,255858.0
2022-12-12,226.701,228.821,225.713,228.124,291360.0
2022-12-13,233.312,233.312,227.136,228.637,316217.0
2022-12-14,228.385,229.014,222.742,225.53,445513.0
2022-12-15,223.361,223.836,221.0,222.945,301879.0
2022-12-16,220.641,222.577,217.486,218.483,884447.0
2022-12-17,220.641,222.577,217.486,218.483,884447.0
2022-12-18,220.641,222.577,217.486,218.483,884447.0
2022-12-19,218.802,219.974,216.092,216.944,315129.0
2022-12-20,216.315,218.27,215.923,217.467,214069.0
2022-12-21,219.306,221.909,218.531,221.89,212361.0
2022-12-22,220.051,220.051,213.15,218.047,339228.0
2022-12-23,218.096,220.554,217.254,220.438,124962.0
2022-12-24,218.096,220.554,217.254,220.438,124962.0
2022-12-25,218.096,220.554,217.254,220.438,124962.0
2022-12-26,218.096,220.554,217.254,220.438,124962.0
2022-12-27,220.351,223.207,220.351,222.335,155984.0
2022-12-28,223.39,223.932,218.957,219.199,171054.0
2022-12-29,220.554,223.565,219.703,222.829,163757.0
2022-12-30,221.832,222.316,219.509,221.164,180014.0
2022-12-31,221.832,222.316,219.509,221.164,180014.0
2023-01-01,221.832,222.316,219.509,221.164,180014.0
2023-01-02,221.832,222.316,219.509,221.164,180014.0
2023-01-03,222.8,224.155,219.935,222.026,310740.0
2023-01-04,223.584,224.958,222.229,224.871,189863.0
2023-01-05,224.01,224.746,221.861,222.674,256122.0
2023-01-06,225.22,230.689,225.133,229.798,260416.0
2023-01-07,225.22,230.689,225.133,229.798,260416.0
2023-01-08,225.22,230.689,225.133,229.798,260416.0
2023-01-09,229.885,237.561,229.382,232.692,365337.0
2023-01-10,232.692,237.0,232.663,236.583,257028.0
2023-01-11,237.435,239.739,237.435,239.013,348324.0
2023-01-12,240.049,240.755,237.663,240.281,269011.0
2023-01-13,239.168,241.762,238.239,240.833,236462.0
2023-01-14,239.168,241.762,238.239,240.833,236462.0
2023-01-15,239.168,241.762,238.239,240.833,236462.0
2023-01-16,239.168,241.762,238.239,240.833,236462.0
2023-01-17,240.513,242.589,237.077,237.513,256358.0
2023-01-18,238.248,240.523,233.099,233.167,312791.0
2023-01-19,232.702,233.002,226.972,226.972,414957.0
2023-01-20,228.172,230.921,225.943,230.766,298463.0
2023-01-21,228.172,230.921,225.943,230.766,298463.0
2023-01-22,228.172,230.921,225.943,230.766,298463.0
2023-01-23,231.802,232.683,229.856,231.173,181596.0
2023-01-24,229.43,234.744,229.43,233.234,194054.0
2023-01-25,231.589,233.612,230.466,232.905,254801.0
2023-01-26,234.251,235.533,232.15,235.083,175379.0
2023-01-27,234.425,238.432,234.222,236.612,240498.0
2023-01-28,234.425,238.432,234.222,236.612,240498.0
