,MYL US Equity,MYL US Equity,MYL US Equity,MYL US Equity,MYL US Equity
2021-08-16,15.64,16.15,15.34,15.855,26574166.0
2021-08-17,15.64,16.15,15.34,15.855,26574166.0
2021-08-18,15.64,16.15,15.34,15.855,26574166.0
2021-08-19,15.64,16.15,15.34,15.855,26574166.0
2021-08-20,15.64,16.15,15.34,15.855,26574166.0
2021-08-21,15.64,16.15,15.34,15.855,26574166.0
2021-08-22,15.64,16.15,15.34,15.855,26574166.0
2021-08-23,15.64,16.15,15.34,15.855,26574166.0
2021-08-24,15.64,16.15,15.34,15.855,26574166.0
2021-08-25,15.64,16.15,15.34,15.855,26574166.0
2021-08-26,15.64,16.15,15.34,15.855,26574166.0
2021-08-27,15.64,16.15,15.34,15.855,26574166.0
2021-08-28,15.64,16.15,15.34,15.855,26574166.0
2021-08-29,15.64,16.15,15.34,15.855,26574166.0
2021-08-30,15.64,16.15,15.34,15.855,26574166.0
2021-08-31,15.64,16.15,15.34,15.855,26574166.0
2021-09-01,15.64,16.15,15.34,15.855,26574166.0
2021-09-02,15.64,16.15,15.34,15.855,26574166.0
2021-09-03,15.64,16.15,15.34,15.855,26574166.0
2021-09-04,15.64,16.15,15.34,15.855,26574166.0
2021-09-05,15.64,16.15,15.34,15.855,26574166.0
2021-09-06,15.64,16.15,15.34,15.855,26574166.0
2021-09-07,15.64,16.15,15.34,15.855,26574166.0
2021-09-08,15.64,16.15,15.34,15.855,26574166.0
2021-09-09,15.64,16.15,15.34,15.855,26574166.0
2021-09-10,15.64,16.15,15.34,15.855,26574166.0
2021-09-11,15.64,16.15,15.34,15.855,26574166.0
2021-09-12,15.64,16.15,15.34,15.855,26574166.0
2021-09-13,15.64,16.15,15.34,15.855,26574166.0
2021-09-14,15.64,16.15,15.34,15.855,26574166.0
2021-09-15,15.64,16.15,15.34,15.855,26574166.0
2021-09-16,15.64,16.15,15.34,15.855,26574166.0
2021-09-17,15.64,16.15,15.34,15.855,26574166.0
2021-09-18,15.64,16.15,15.34,15.855,26574166.0
2021-09-19,15.64,16.15,15.34,15.855,26574166.0
2021-09-20,15.64,16.15,15.34,15.855,26574166.0
2021-09-21,15.64,16.15,15.34,15.855,26574166.0
2021-09-22,15.64,16.15,15.34,15.855,26574166.0
2021-09-23,15.64,16.15,15.34,15.855,26574166.0
2021-09-24,15.64,16.15,15.34,15.855,26574166.0
2021-09-25,15.64,16.15,15.34,15.855,26574166.0
2021-09-26,15.64,16.15,15.34,15.855,26574166.0
2021-09-27,15.64,16.15,15.34,15.855,26574166.0
2021-09-28,15.64,16.15,15.34,15.855,26574166.0
2021-09-29,15.64,16.15,15.34,15.855,26574166.0
2021-09-30,15.64,16.15,15.34,15.855,26574166.0
2021-10-01,15.64,16.15,15.34,15.855,26574166.0
2021-10-02,15.64,16.15,15.34,15.855,26574166.0
2021-10-03,15.64,16.15,15.34,15.855,26574166.0
2021-10-04,15.64,16.15,15.34,15.855,26574166.0
2021-10-05,15.64,16.15,15.34,15.855,26574166.0
2021-10-06,15.64,16.15,15.34,15.855,26574166.0
2021-10-07,15.64,16.15,15.34,15.855,26574166.0
2021-10-08,15.64,16.15,15.34,15.855,26574166.0
2021-10-09,15.64,16.15,15.34,15.855,26574166.0
2021-10-10,15.64,16.15,15.34,15.855,26574166.0
2021-10-11,15.64,16.15,15.34,15.855,26574166.0
2021-10-12,15.64,16.15,15.34,15.855,26574166.0
2021-10-13,15.64,16.15,15.34,15.855,26574166.0
2021-10-14,15.64,16.15,15.34,15.855,26574166.0
2021-10-15,15.64,16.15,15.34,15.855,26574166.0
2021-10-16,15.64,16.15,15.34,15.855,26574166.0
2021-10-17,15.64,16.15,15.34,15.855,26574166.0
2021-10-18,15.64,16.15,15.34,15.855,26574166.0
2021-10-19,15.64,16.15,15.34,15.855,26574166.0
2021-10-20,15.64,16.15,15.34,15.855,26574166.0
2021-10-21,15.64,16.15,15.34,15.855,26574166.0
2021-10-22,15.64,16.15,15.34,15.855,26574166.0
2021-10-23,15.64,16.15,15.34,15.855,26574166.0
2021-10-24,15.64,16.15,15.34,15.855,26574166.0
2021-10-25,15.64,16.15,15.34,15.855,26574166.0
2021-10-26,15.64,16.15,15.34,15.855,26574166.0
2021-10-27,15.64,16.15,15.34,15.855,26574166.0
2021-10-28,15.64,16.15,15.34,15.855,26574166.0
2021-10-29,15.64,16.15,15.34,15.855,26574166.0
2021-10-30,15.64,16.15,15.34,15.855,26574166.0
2021-10-31,15.64,16.15,15.34,15.855,26574166.0
2021-11-01,15.64,16.15,15.34,15.855,26574166.0
2021-11-02,15.64,16.15,15.34,15.855,26574166.0
2021-11-03,15.64,16.15,15.34,15.855,26574166.0
2021-11-04,15.64,16.15,15.34,15.855,26574166.0
2021-11-05,15.64,16.15,15.34,15.855,26574166.0
2021-11-06,15.64,16.15,15.34,15.855,26574166.0
2021-11-07,15.64,16.15,15.34,15.855,26574166.0
2021-11-08,15.64,16.15,15.34,15.855,26574166.0
2021-11-09,15.64,16.15,15.34,15.855,26574166.0
2021-11-10,15.64,16.15,15.34,15.855,26574166.0
2021-11-11,15.64,16.15,15.34,15.855,26574166.0
2021-11-12,15.64,16.15,15.34,15.855,26574166.0
2021-11-13,15.64,16.15,15.34,15.855,26574166.0
2021-11-14,15.64,16.15,15.34,15.855,26574166.0
2021-11-15,15.64,16.15,15.34,15.855,26574166.0
2021-11-16,15.64,16.15,15.34,15.855,26574166.0
2021-11-17,15.64,16.15,15.34,15.855,26574166.0
2021-11-18,15.64,16.15,15.34,15.855,26574166.0
2021-11-19,15.64,16.15,15.34,15.855,26574166.0
2021-11-20,15.64,16.15,15.34,15.855,26574166.0
2021-11-21,15.64,16.15,15.34,15.855,26574166.0
2021-11-22,15.64,16.15,15.34,15.855,26574166.0
2021-11-23,15.64,16.15,15.34,15.855,26574166.0
2021-11-24,15.64,16.15,15.34,15.855,26574166.0
2021-11-25,15.64,16.15,15.34,15.855,26574166.0
2021-11-26,15.64,16.15,15.34,15.855,26574166.0
2021-11-27,15.64,16.15,15.34,15.855,26574166.0
2021-11-28,15.64,16.15,15.34,15.855,26574166.0
2021-11-29,15.64,16.15,15.34,15.855,26574166.0
2021-11-30,15.64,16.15,15.34,15.855,26574166.0
2021-12-01,15.64,16.15,15.34,15.855,26574166.0
2021-12-02,15.64,16.15,15.34,15.855,26574166.0
2021-12-03,15.64,16.15,15.34,15.855,26574166.0
2021-12-04,15.64,16.15,15.34,15.855,26574166.0
2021-12-05,15.64,16.15,15.34,15.855,26574166.0
2021-12-06,15.64,16.15,15.34,15.855,26574166.0
2021-12-07,15.64,16.15,15.34,15.855,26574166.0
2021-12-08,15.64,16.15,15.34,15.855,26574166.0
2021-12-09,15.64,16.15,15.34,15.855,26574166.0
2021-12-10,15.64,16.15,15.34,15.855,26574166.0
2021-12-11,15.64,16.15,15.34,15.855,26574166.0
2021-12-12,15.64,16.15,15.34,15.855,26574166.0
2021-12-13,15.64,16.15,15.34,15.855,26574166.0
2021-12-14,15.64,16.15,15.34,15.855,26574166.0
2021-12-15,15.64,16.15,15.34,15.855,26574166.0
2021-12-16,15.64,16.15,15.34,15.855,26574166.0
2021-12-17,15.64,16.15,15.34,15.855,26574166.0
2021-12-18,15.64,16.15,15.34,15.855,26574166.0
2021-12-19,15.64,16.15,15.34,15.855,26574166.0
2021-12-20,15.64,16.15,15.34,15.855,26574166.0
2021-12-21,15.64,16.15,15.34,15.855,26574166.0
2021-12-22,15.64,16.15,15.34,15.855,26574166.0
2021-12-23,15.64,16.15,15.34,15.855,26574166.0
2021-12-24,15.64,16.15,15.34,15.855,26574166.0
2021-12-25,15.64,16.15,15.34,15.855,26574166.0
2021-12-26,15.64,16.15,15.34,15.855,26574166.0
2021-12-27,15.64,16.15,15.34,15.855,26574166.0
2021-12-28,15.64,16.15,15.34,15.855,26574166.0
2021-12-29,15.64,16.15,15.34,15.855,26574166.0
2021-12-30,15.64,16.15,15.34,15.855,26574166.0
2021-12-31,15.64,16.15,15.34,15.855,26574166.0
2022-01-01,15.64,16.15,15.34,15.855,26574166.0
2022-01-02,15.64,16.15,15.34,15.855,26574166.0
2022-01-03,15.64,16.15,15.34,15.855,26574166.0
2022-01-04,15.64,16.15,15.34,15.855,26574166.0
2022-01-05,15.64,16.15,15.34,15.855,26574166.0
2022-01-06,15.64,16.15,15.34,15.855,26574166.0
2022-01-07,15.64,16.15,15.34,15.855,26574166.0
2022-01-08,15.64,16.15,15.34,15.855,26574166.0
2022-01-09,15.64,16.15,15.34,15.855,26574166.0
2022-01-10,15.64,16.15,15.34,15.855,26574166.0
2022-01-11,15.64,16.15,15.34,15.855,26574166.0
2022-01-12,15.64,16.15,15.34,15.855,26574166.0
2022-01-13,15.64,16.15,15.34,15.855,26574166.0
2022-01-14,15.64,16.15,15.34,15.855,26574166.0
2022-01-15,15.64,16.15,15.34,15.855,26574166.0
2022-01-16,15.64,16.15,15.34,15.855,26574166.0
2022-01-17,15.64,16.15,15.34,15.855,26574166.0
2022-01-18,15.64,16.15,15.34,15.855,26574166.0
2022-01-19,15.64,16.15,15.34,15.855,26574166.0
2022-01-20,15.64,16.15,15.34,15.855,26574166.0
2022-01-21,15.64,16.15,15.34,15.855,26574166.0
2022-01-22,15.64,16.15,15.34,15.855,26574166.0
2022-01-23,15.64,16.15,15.34,15.855,26574166.0
2022-01-24,15.64,16.15,15.34,15.855,26574166.0
2022-01-25,15.64,16.15,15.34,15.855,26574166.0
2022-01-26,15.64,16.15,15.34,15.855,26574166.0
2022-01-27,15.64,16.15,15.34,15.855,26574166.0
2022-01-28,15.64,16.15,15.34,15.855,26574166.0
2022-01-29,15.64,16.15,15.34,15.855,26574166.0
2022-01-30,15.64,16.15,15.34,15.855,26574166.0
2022-01-31,15.64,16.15,15.34,15.855,26574166.0
2022-02-01,15.64,16.15,15.34,15.855,26574166.0
2022-02-02,15.64,16.15,15.34,15.855,26574166.0
2022-02-03,15.64,16.15,15.34,15.855,26574166.0
2022-02-04,15.64,16.15,15.34,15.855,26574166.0
2022-02-05,15.64,16.15,15.34,15.855,26574166.0
2022-02-06,15.64,16.15,15.34,15.855,26574166.0
2022-02-07,15.64,16.15,15.34,15.855,26574166.0
2022-02-08,15.64,16.15,15.34,15.855,26574166.0
2022-02-09,15.64,16.15,15.34,15.855,26574166.0
2022-02-10,15.64,16.15,15.34,15.855,26574166.0
2022-02-11,15.64,16.15,15.34,15.855,26574166.0
2022-02-12,15.64,16.15,15.34,15.855,26574166.0
2022-02-13,15.64,16.15,15.34,15.855,26574166.0
2022-02-14,15.64,16.15,15.34,15.855,26574166.0
2022-02-15,15.64,16.15,15.34,15.855,26574166.0
2022-02-16,15.64,16.15,15.34,15.855,26574166.0
2022-02-17,15.64,16.15,15.34,15.855,26574166.0
2022-02-18,15.64,16.15,15.34,15.855,26574166.0
2022-02-19,15.64,16.15,15.34,15.855,26574166.0
2022-02-20,15.64,16.15,15.34,15.855,26574166.0
2022-02-21,15.64,16.15,15.34,15.855,26574166.0
2022-02-22,15.64,16.15,15.34,15.855,26574166.0
2022-02-23,15.64,16.15,15.34,15.855,26574166.0
2022-02-24,15.64,16.15,15.34,15.855,26574166.0
2022-02-25,15.64,16.15,15.34,15.855,26574166.0
2022-02-26,15.64,16.15,15.34,15.855,26574166.0
2022-02-27,15.64,16.15,15.34,15.855,26574166.0
2022-02-28,15.64,16.15,15.34,15.855,26574166.0
2022-03-01,15.64,16.15,15.34,15.855,26574166.0
2022-03-02,15.64,16.15,15.34,15.855,26574166.0
2022-03-03,15.64,16.15,15.34,15.855,26574166.0
2022-03-04,15.64,16.15,15.34,15.855,26574166.0
2022-03-05,15.64,16.15,15.34,15.855,26574166.0
2022-03-06,15.64,16.15,15.34,15.855,26574166.0
2022-03-07,15.64,16.15,15.34,15.855,26574166.0
2022-03-08,15.64,16.15,15.34,15.855,26574166.0
2022-03-09,15.64,16.15,15.34,15.855,26574166.0
2022-03-10,15.64,16.15,15.34,15.855,26574166.0
2022-03-11,15.64,16.15,15.34,15.855,26574166.0
2022-03-12,15.64,16.15,15.34,15.855,26574166.0
2022-03-13,15.64,16.15,15.34,15.855,26574166.0
2022-03-14,15.64,16.15,15.34,15.855,26574166.0
2022-03-15,15.64,16.15,15.34,15.855,26574166.0
2022-03-16,15.64,16.15,15.34,15.855,26574166.0
2022-03-17,15.64,16.15,15.34,15.855,26574166.0
2022-03-18,15.64,16.15,15.34,15.855,26574166.0
2022-03-19,15.64,16.15,15.34,15.855,26574166.0
2022-03-20,15.64,16.15,15.34,15.855,26574166.0
2022-03-21,15.64,16.15,15.34,15.855,26574166.0
2022-03-22,15.64,16.15,15.34,15.855,26574166.0
2022-03-23,15.64,16.15,15.34,15.855,26574166.0
2022-03-24,15.64,16.15,15.34,15.855,26574166.0
2022-03-25,15.64,16.15,15.34,15.855,26574166.0
2022-03-26,15.64,16.15,15.34,15.855,26574166.0
2022-03-27,15.64,16.15,15.34,15.855,26574166.0
2022-03-28,15.64,16.15,15.34,15.855,26574166.0
2022-03-29,15.64,16.15,15.34,15.855,26574166.0
2022-03-30,15.64,16.15,15.34,15.855,26574166.0
2022-03-31,15.64,16.15,15.34,15.855,26574166.0
2022-04-01,15.64,16.15,15.34,15.855,26574166.0
2022-04-02,15.64,16.15,15.34,15.855,26574166.0
2022-04-03,15.64,16.15,15.34,15.855,26574166.0
2022-04-04,15.64,16.15,15.34,15.855,26574166.0
2022-04-05,15.64,16.15,15.34,15.855,26574166.0
2022-04-06,15.64,16.15,15.34,15.855,26574166.0
2022-04-07,15.64,16.15,15.34,15.855,26574166.0
2022-04-08,15.64,16.15,15.34,15.855,26574166.0
2022-04-09,15.64,16.15,15.34,15.855,26574166.0
2022-04-10,15.64,16.15,15.34,15.855,26574166.0
2022-04-11,15.64,16.15,15.34,15.855,26574166.0
2022-04-12,15.64,16.15,15.34,15.855,26574166.0
2022-04-13,15.64,16.15,15.34,15.855,26574166.0
2022-04-14,15.64,16.15,15.34,15.855,26574166.0
2022-04-15,15.64,16.15,15.34,15.855,26574166.0
2022-04-16,15.64,16.15,15.34,15.855,26574166.0
2022-04-17,15.64,16.15,15.34,15.855,26574166.0
2022-04-18,15.64,16.15,15.34,15.855,26574166.0
2022-04-19,15.64,16.15,15.34,15.855,26574166.0
2022-04-20,15.64,16.15,15.34,15.855,26574166.0
2022-04-21,15.64,16.15,15.34,15.855,26574166.0
2022-04-22,15.64,16.15,15.34,15.855,26574166.0
2022-04-23,15.64,16.15,15.34,15.855,26574166.0
2022-04-24,15.64,16.15,15.34,15.855,26574166.0
2022-04-25,15.64,16.15,15.34,15.855,26574166.0
2022-04-26,15.64,16.15,15.34,15.855,26574166.0
2022-04-27,15.64,16.15,15.34,15.855,26574166.0
2022-04-28,15.64,16.15,15.34,15.855,26574166.0
2022-04-29,15.64,16.15,15.34,15.855,26574166.0
2022-04-30,15.64,16.15,15.34,15.855,26574166.0
2022-05-01,15.64,16.15,15.34,15.855,26574166.0
2022-05-02,15.64,16.15,15.34,15.855,26574166.0
2022-05-03,15.64,16.15,15.34,15.855,26574166.0
2022-05-04,15.64,16.15,15.34,15.855,26574166.0
2022-05-05,15.64,16.15,15.34,15.855,26574166.0
2022-05-06,15.64,16.15,15.34,15.855,26574166.0
2022-05-07,15.64,16.15,15.34,15.855,26574166.0
2022-05-08,15.64,16.15,15.34,15.855,26574166.0
2022-05-09,15.64,16.15,15.34,15.855,26574166.0
2022-05-10,15.64,16.15,15.34,15.855,26574166.0
2022-05-11,15.64,16.15,15.34,15.855,26574166.0
2022-05-12,15.64,16.15,15.34,15.855,26574166.0
2022-05-13,15.64,16.15,15.34,15.855,26574166.0
2022-05-14,15.64,16.15,15.34,15.855,26574166.0
2022-05-15,15.64,16.15,15.34,15.855,26574166.0
2022-05-16,15.64,16.15,15.34,15.855,26574166.0
2022-05-17,15.64,16.15,15.34,15.855,26574166.0
2022-05-18,15.64,16.15,15.34,15.855,26574166.0
2022-05-19,15.64,16.15,15.34,15.855,26574166.0
2022-05-20,15.64,16.15,15.34,15.855,26574166.0
2022-05-21,15.64,16.15,15.34,15.855,26574166.0
2022-05-22,15.64,16.15,15.34,15.855,26574166.0
2022-05-23,15.64,16.15,15.34,15.855,26574166.0
2022-05-24,15.64,16.15,15.34,15.855,26574166.0
2022-05-25,15.64,16.15,15.34,15.855,26574166.0
2022-05-26,15.64,16.15,15.34,15.855,26574166.0
2022-05-27,15.64,16.15,15.34,15.855,26574166.0
2022-05-28,15.64,16.15,15.34,15.855,26574166.0
2022-05-29,15.64,16.15,15.34,15.855,26574166.0
2022-05-30,15.64,16.15,15.34,15.855,26574166.0
2022-05-31,15.64,16.15,15.34,15.855,26574166.0
2022-06-01,15.64,16.15,15.34,15.855,26574166.0
2022-06-02,15.64,16.15,15.34,15.855,26574166.0
2022-06-03,15.64,16.15,15.34,15.855,26574166.0
2022-06-04,15.64,16.15,15.34,15.855,26574166.0
2022-06-05,15.64,16.15,15.34,15.855,26574166.0
2022-06-06,15.64,16.15,15.34,15.855,26574166.0
2022-06-07,15.64,16.15,15.34,15.855,26574166.0
2022-06-08,15.64,16.15,15.34,15.855,26574166.0
2022-06-09,15.64,16.15,15.34,15.855,26574166.0
2022-06-10,15.64,16.15,15.34,15.855,26574166.0
2022-06-11,15.64,16.15,15.34,15.855,26574166.0
2022-06-12,15.64,16.15,15.34,15.855,26574166.0
2022-06-13,15.64,16.15,15.34,15.855,26574166.0
2022-06-14,15.64,16.15,15.34,15.855,26574166.0
2022-06-15,15.64,16.15,15.34,15.855,26574166.0
2022-06-16,15.64,16.15,15.34,15.855,26574166.0
2022-06-17,15.64,16.15,15.34,15.855,26574166.0
2022-06-18,15.64,16.15,15.34,15.855,26574166.0
2022-06-19,15.64,16.15,15.34,15.855,26574166.0
2022-06-20,15.64,16.15,15.34,15.855,26574166.0
2022-06-21,15.64,16.15,15.34,15.855,26574166.0
2022-06-22,15.64,16.15,15.34,15.855,26574166.0
2022-06-23,15.64,16.15,15.34,15.855,26574166.0
2022-06-24,15.64,16.15,15.34,15.855,26574166.0
2022-06-25,15.64,16.15,15.34,15.855,26574166.0
2022-06-26,15.64,16.15,15.34,15.855,26574166.0
2022-06-27,15.64,16.15,15.34,15.855,26574166.0
2022-06-28,15.64,16.15,15.34,15.855,26574166.0
2022-06-29,15.64,16.15,15.34,15.855,26574166.0
2022-06-30,15.64,16.15,15.34,15.855,26574166.0
2022-07-01,15.64,16.15,15.34,15.855,26574166.0
2022-07-02,15.64,16.15,15.34,15.855,26574166.0
2022-07-03,15.64,16.15,15.34,15.855,26574166.0
2022-07-04,15.64,16.15,15.34,15.855,26574166.0
2022-07-05,15.64,16.15,15.34,15.855,26574166.0
2022-07-06,15.64,16.15,15.34,15.855,26574166.0
2022-07-07,15.64,16.15,15.34,15.855,26574166.0
2022-07-08,15.64,16.15,15.34,15.855,26574166.0
2022-07-09,15.64,16.15,15.34,15.855,26574166.0
2022-07-10,15.64,16.15,15.34,15.855,26574166.0
2022-07-11,15.64,16.15,15.34,15.855,26574166.0
2022-07-12,15.64,16.15,15.34,15.855,26574166.0
2022-07-13,15.64,16.15,15.34,15.855,26574166.0
2022-07-14,15.64,16.15,15.34,15.855,26574166.0
2022-07-15,15.64,16.15,15.34,15.855,26574166.0
2022-07-16,15.64,16.15,15.34,15.855,26574166.0
2022-07-17,15.64,16.15,15.34,15.855,26574166.0
2022-07-18,15.64,16.15,15.34,15.855,26574166.0
2022-07-19,15.64,16.15,15.34,15.855,26574166.0
2022-07-20,15.64,16.15,15.34,15.855,26574166.0
2022-07-21,15.64,16.15,15.34,15.855,26574166.0
2022-07-22,15.64,16.15,15.34,15.855,26574166.0
2022-07-23,15.64,16.15,15.34,15.855,26574166.0
2022-07-24,15.64,16.15,15.34,15.855,26574166.0
2022-07-25,15.64,16.15,15.34,15.855,26574166.0
2022-07-26,15.64,16.15,15.34,15.855,26574166.0
2022-07-27,15.64,16.15,15.34,15.855,26574166.0
2022-07-28,15.64,16.15,15.34,15.855,26574166.0
2022-07-29,15.64,16.15,15.34,15.855,26574166.0
2022-07-30,15.64,16.15,15.34,15.855,26574166.0
2022-07-31,15.64,16.15,15.34,15.855,26574166.0
2022-08-01,15.64,16.15,15.34,15.855,26574166.0
2022-08-02,15.64,16.15,15.34,15.855,26574166.0
2022-08-03,15.64,16.15,15.34,15.855,26574166.0
2022-08-04,15.64,16.15,15.34,15.855,26574166.0
2022-08-05,15.64,16.15,15.34,15.855,26574166.0
2022-08-06,15.64,16.15,15.34,15.855,26574166.0
2022-08-07,15.64,16.15,15.34,15.855,26574166.0
2022-08-08,15.64,16.15,15.34,15.855,26574166.0
2022-08-09,15.64,16.15,15.34,15.855,26574166.0
2022-08-10,15.64,16.15,15.34,15.855,26574166.0
2022-08-11,15.64,16.15,15.34,15.855,26574166.0
2022-08-12,15.64,16.15,15.34,15.855,26574166.0
2022-08-13,15.64,16.15,15.34,15.855,26574166.0
2022-08-14,15.64,16.15,15.34,15.855,26574166.0
2022-08-15,15.64,16.15,15.34,15.855,26574166.0
2022-08-16,15.64,16.15,15.34,15.855,26574166.0
2022-08-17,15.64,16.15,15.34,15.855,26574166.0
2022-08-18,15.64,16.15,15.34,15.855,26574166.0
2022-08-19,15.64,16.15,15.34,15.855,26574166.0
2022-08-20,15.64,16.15,15.34,15.855,26574166.0
2022-08-21,15.64,16.15,15.34,15.855,26574166.0
2022-08-22,15.64,16.15,15.34,15.855,26574166.0
2022-08-23,15.64,16.15,15.34,15.855,26574166.0
2022-08-24,15.64,16.15,15.34,15.855,26574166.0
2022-08-25,15.64,16.15,15.34,15.855,26574166.0
2022-08-26,15.64,16.15,15.34,15.855,26574166.0
2022-08-27,15.64,16.15,15.34,15.855,26574166.0
2022-08-28,15.64,16.15,15.34,15.855,26574166.0
2022-08-29,15.64,16.15,15.34,15.855,26574166.0
2022-08-30,15.64,16.15,15.34,15.855,26574166.0
2022-08-31,15.64,16.15,15.34,15.855,26574166.0
2022-09-01,15.64,16.15,15.34,15.855,26574166.0
2022-09-02,15.64,16.15,15.34,15.855,26574166.0
2022-09-03,15.64,16.15,15.34,15.855,26574166.0
2022-09-04,15.64,16.15,15.34,15.855,26574166.0
2022-09-05,15.64,16.15,15.34,15.855,26574166.0
2022-09-06,15.64,16.15,15.34,15.855,26574166.0
2022-09-07,15.64,16.15,15.34,15.855,26574166.0
2022-09-08,15.64,16.15,15.34,15.855,26574166.0
2022-09-09,15.64,16.15,15.34,15.855,26574166.0
2022-09-10,15.64,16.15,15.34,15.855,26574166.0
2022-09-11,15.64,16.15,15.34,15.855,26574166.0
2022-09-12,15.64,16.15,15.34,15.855,26574166.0
2022-09-13,15.64,16.15,15.34,15.855,26574166.0
2022-09-14,15.64,16.15,15.34,15.855,26574166.0
2022-09-15,15.64,16.15,15.34,15.855,26574166.0
2022-09-16,15.64,16.15,15.34,15.855,26574166.0
2022-09-17,15.64,16.15,15.34,15.855,26574166.0
2022-09-18,15.64,16.15,15.34,15.855,26574166.0
2022-09-19,15.64,16.15,15.34,15.855,26574166.0
2022-09-20,15.64,16.15,15.34,15.855,26574166.0
2022-09-21,15.64,16.15,15.34,15.855,26574166.0
2022-09-22,15.64,16.15,15.34,15.855,26574166.0
2022-09-23,15.64,16.15,15.34,15.855,26574166.0
2022-09-24,15.64,16.15,15.34,15.855,26574166.0
2022-09-25,15.64,16.15,15.34,15.855,26574166.0
2022-09-26,15.64,16.15,15.34,15.855,26574166.0
2022-09-27,15.64,16.15,15.34,15.855,26574166.0
2022-09-28,15.64,16.15,15.34,15.855,26574166.0
2022-09-29,15.64,16.15,15.34,15.855,26574166.0
2022-09-30,15.64,16.15,15.34,15.855,26574166.0
2022-10-01,15.64,16.15,15.34,15.855,26574166.0
2022-10-02,15.64,16.15,15.34,15.855,26574166.0
2022-10-03,15.64,16.15,15.34,15.855,26574166.0
2022-10-04,15.64,16.15,15.34,15.855,26574166.0
2022-10-05,15.64,16.15,15.34,15.855,26574166.0
2022-10-06,15.64,16.15,15.34,15.855,26574166.0
2022-10-07,15.64,16.15,15.34,15.855,26574166.0
2022-10-08,15.64,16.15,15.34,15.855,26574166.0
2022-10-09,15.64,16.15,15.34,15.855,26574166.0
2022-10-10,15.64,16.15,15.34,15.855,26574166.0
2022-10-11,15.64,16.15,15.34,15.855,26574166.0
2022-10-12,15.64,16.15,15.34,15.855,26574166.0
2022-10-13,15.64,16.15,15.34,15.855,26574166.0
2022-10-14,15.64,16.15,15.34,15.855,26574166.0
2022-10-15,15.64,16.15,15.34,15.855,26574166.0
2022-10-16,15.64,16.15,15.34,15.855,26574166.0
2022-10-17,15.64,16.15,15.34,15.855,26574166.0
2022-10-18,15.64,16.15,15.34,15.855,26574166.0
2022-10-19,15.64,16.15,15.34,15.855,26574166.0
2022-10-20,15.64,16.15,15.34,15.855,26574166.0
2022-10-21,15.64,16.15,15.34,15.855,26574166.0
2022-10-22,15.64,16.15,15.34,15.855,26574166.0
2022-10-23,15.64,16.15,15.34,15.855,26574166.0
2022-10-24,15.64,16.15,15.34,15.855,26574166.0
2022-10-25,15.64,16.15,15.34,15.855,26574166.0
2022-10-26,15.64,16.15,15.34,15.855,26574166.0
2022-10-27,15.64,16.15,15.34,15.855,26574166.0
2022-10-28,15.64,16.15,15.34,15.855,26574166.0
2022-10-29,15.64,16.15,15.34,15.855,26574166.0
2022-10-30,15.64,16.15,15.34,15.855,26574166.0
2022-10-31,15.64,16.15,15.34,15.855,26574166.0
2022-11-01,15.64,16.15,15.34,15.855,26574166.0
2022-11-02,15.64,16.15,15.34,15.855,26574166.0
2022-11-03,15.64,16.15,15.34,15.855,26574166.0
2022-11-04,15.64,16.15,15.34,15.855,26574166.0
2022-11-05,15.64,16.15,15.34,15.855,26574166.0
2022-11-06,15.64,16.15,15.34,15.855,26574166.0
2022-11-07,15.64,16.15,15.34,15.855,26574166.0
2022-11-08,15.64,16.15,15.34,15.855,26574166.0
2022-11-09,15.64,16.15,15.34,15.855,26574166.0
2022-11-10,15.64,16.15,15.34,15.855,26574166.0
2022-11-11,15.64,16.15,15.34,15.855,26574166.0
2022-11-12,15.64,16.15,15.34,15.855,26574166.0
2022-11-13,15.64,16.15,15.34,15.855,26574166.0
2022-11-14,15.64,16.15,15.34,15.855,26574166.0
2022-11-15,15.64,16.15,15.34,15.855,26574166.0
2022-11-16,15.64,16.15,15.34,15.855,26574166.0
2022-11-17,15.64,16.15,15.34,15.855,26574166.0
2022-11-18,15.64,16.15,15.34,15.855,26574166.0
2022-11-19,15.64,16.15,15.34,15.855,26574166.0
2022-11-20,15.64,16.15,15.34,15.855,26574166.0
2022-11-21,15.64,16.15,15.34,15.855,26574166.0
2022-11-22,15.64,16.15,15.34,15.855,26574166.0
2022-11-23,15.64,16.15,15.34,15.855,26574166.0
2022-11-24,15.64,16.15,15.34,15.855,26574166.0
2022-11-25,15.64,16.15,15.34,15.855,26574166.0
2022-11-26,15.64,16.15,15.34,15.855,26574166.0
2022-11-27,15.64,16.15,15.34,15.855,26574166.0
2022-11-28,15.64,16.15,15.34,15.855,26574166.0
2022-11-29,15.64,16.15,15.34,15.855,26574166.0
2022-11-30,15.64,16.15,15.34,15.855,26574166.0
2022-12-01,15.64,16.15,15.34,15.855,26574166.0
2022-12-02,15.64,16.15,15.34,15.855,26574166.0
2022-12-03,15.64,16.15,15.34,15.855,26574166.0
2022-12-04,15.64,16.15,15.34,15.855,26574166.0
2022-12-05,15.64,16.15,15.34,15.855,26574166.0
2022-12-06,15.64,16.15,15.34,15.855,26574166.0
2022-12-07,15.64,16.15,15.34,15.855,26574166.0
2022-12-08,15.64,16.15,15.34,15.855,26574166.0
2022-12-09,15.64,16.15,15.34,15.855,26574166.0
