,FIBK US Equity,FIBK US Equity,FIBK US Equity,FIBK US Equity,FIBK US Equity
2021-03-14,42.7019,43.5559,42.6164,43.4022,274043.0
2021-03-15,43.5388,43.5388,41.6941,42.3517,135487.0
2021-03-16,42.0272,42.0272,41.2244,41.9588,114960.0
2021-03-17,42.104,42.5054,41.3866,41.9247,127537.0
2021-03-18,42.2492,43.7609,42.2364,42.5823,309062.0
2021-03-19,42.2748,42.2748,41.3183,41.9503,716370.0
2021-03-20,42.2748,42.2748,41.3183,41.9503,716370.0
2021-03-21,42.2748,42.2748,41.3183,41.9503,716370.0
2021-03-22,41.1902,41.1902,39.9006,40.1995,231309.0
2021-03-23,39.7042,40.1397,38.5256,38.7647,211748.0
2021-03-24,39.2772,40.2721,38.816,38.8245,168087.0
2021-03-25,38.8074,39.781,38.5149,39.4565,255878.0
2021-03-26,39.9262,40.4728,39.6529,40.1995,154647.0
2021-03-27,39.9262,40.4728,39.6529,40.1995,154647.0
2021-03-28,39.9262,40.4728,39.6529,40.1995,154647.0
2021-03-29,39.6444,40.3191,38.7391,38.9953,191162.0
2021-03-30,39.3796,40.0373,39.1576,39.6615,125494.0
2021-03-31,39.6871,40.0543,38.8672,39.3199,207949.0
2021-04-01,39.1405,39.7341,38.8758,39.7298,110739.0
2021-04-02,39.1405,39.7341,38.8758,39.7298,110739.0
2021-04-03,39.1405,39.7341,38.8758,39.7298,110739.0
2021-04-04,39.1405,39.7341,38.8758,39.7298,110739.0
2021-04-05,40.3362,40.5924,38.8758,39.6359,152117.0
2021-04-06,39.6017,39.8664,39.3455,39.6871,93075.0
2021-04-07,39.6359,39.8664,39.0722,39.3369,124620.0
2021-04-08,39.1918,39.7896,38.7477,39.7896,157067.0
2021-04-09,39.9262,40.2593,39.7042,40.2251,129250.0
2021-04-10,39.9262,40.2593,39.7042,40.2251,129250.0
2021-04-11,39.9262,40.2593,39.7042,40.2251,129250.0
2021-04-12,40.4045,40.8059,40.1227,40.7632,143951.0
2021-04-13,40.5155,40.5155,39.5419,39.6444,110437.0
2021-04-14,39.7127,40.7119,39.7127,40.1654,88651.0
2021-04-15,40.1056,40.1056,39.2345,40.0287,73850.0
2021-04-16,40.7034,40.9938,40.1654,40.6607,108396.0
2021-04-17,40.7034,40.9938,40.1654,40.6607,108396.0
2021-04-18,40.7034,40.9938,40.1654,40.6607,108396.0
2021-04-19,40.6863,41.0877,40.3874,41.0279,183275.0
2021-04-20,40.6778,40.8144,39.5761,39.8664,178669.0
2021-04-21,39.8237,40.6863,39.6529,40.6863,122636.0
2021-04-22,40.823,40.823,39.9006,39.9177,112118.0
2021-04-23,40.191,41.7929,39.986,41.5062,203854.0
2021-04-24,40.191,41.7929,39.986,41.5062,203854.0
2021-04-25,40.191,41.7929,39.986,41.5062,203854.0
2021-04-26,41.4806,42.0613,41.2158,41.2585,98813.0
2021-04-27,41.1219,41.6258,40.8315,41.2329,138595.0
2021-04-28,41.2927,41.3098,40.2182,40.4814,141798.0
2021-04-29,41.0706,41.4123,40.6351,40.8486,130048.0
2021-04-30,40.4814,40.7803,40.0458,40.1141,178040.0
2021-05-01,40.4814,40.7803,40.0458,40.1141,178040.0
2021-05-02,40.4814,40.7803,40.0458,40.1141,178040.0
2021-05-03,40.3532,40.9511,39.986,40.7717,166992.0
2021-05-04,40.5155,40.8828,40.0543,40.7888,189718.0
2021-05-05,40.618,40.8828,40.1824,40.729,322217.0
2021-05-06,40.5582,41.2073,40.2422,41.1987,172726.0
2021-05-07,40.3276,40.8742,39.9944,40.8315,167546.0
2021-05-08,40.3276,40.8742,39.9944,40.8315,167546.0
2021-05-09,40.3276,40.8742,39.9944,40.8315,167546.0
2021-05-10,40.9004,41.1503,40.1424,40.263,239191.0
2021-05-11,39.9787,40.3577,39.6083,39.6944,106614.0
2021-05-12,39.9012,40.2716,38.9967,39.0139,221848.0
2021-05-13,38.9536,40.9177,38.9536,40.6851,152624.0
2021-05-14,40.642,41.0813,40.4632,40.9607,84510.0
2021-05-15,40.642,41.0813,40.4632,40.9607,84510.0
2021-05-16,40.642,41.0813,40.4632,40.9607,84510.0
2021-05-17,40.8143,41.1158,40.5473,40.8918,101225.0
2021-05-18,40.7023,40.8918,39.8926,39.8926,88641.0
2021-05-19,39.5652,40.1741,38.9622,39.5135,145694.0
2021-05-20,39.3413,39.5911,38.8244,39.2551,118114.0
2021-05-21,39.6514,40.1122,39.4705,39.884,113302.0
2021-05-22,39.6514,40.1122,39.4705,39.884,113302.0
2021-05-23,39.6514,40.1122,39.4705,39.884,113302.0
2021-05-24,39.884,40.0003,39.1905,39.9012,153618.0
2021-05-25,39.9012,40.2673,38.833,38.9192,320222.0
2021-05-26,39.0914,39.7031,38.7986,39.6169,170356.0
2021-05-27,40.0562,40.4094,39.7634,40.3922,219394.0
2021-05-28,40.5042,40.5645,39.7203,40.5473,126046.0
2021-05-29,40.5042,40.5645,39.7203,40.5473,126046.0
2021-05-30,40.5042,40.5645,39.7203,40.5473,126046.0
2021-05-31,40.5042,40.5645,39.7203,40.5473,126046.0
2021-06-01,40.7626,41.2364,40.4439,40.9866,149232.0
2021-06-02,41.1503,41.1503,40.7885,40.9521,180353.0
2021-06-03,40.9091,40.9521,40.6248,40.7023,147391.0
2021-06-04,40.5817,40.5817,39.9873,40.1079,122465.0
2021-06-05,40.5817,40.5817,39.9873,40.1079,122465.0
2021-06-06,40.5817,40.5817,39.9873,40.1079,122465.0
2021-06-07,40.3577,40.3577,39.9012,40.0132,118004.0
2021-06-08,39.4619,40.4094,39.2551,40.3664,195577.0
2021-06-09,40.0907,40.3491,39.6514,39.6686,82373.0
2021-06-10,40.0562,40.0562,39.1948,39.2034,151714.0
2021-06-11,39.3843,39.6944,38.9708,39.0914,141002.0
2021-06-12,39.3843,39.6944,38.9708,39.0914,141002.0
2021-06-13,39.3843,39.6944,38.9708,39.0914,141002.0
2021-06-14,39.0914,39.3671,37.8596,38.118,121875.0
2021-06-15,38.3679,38.8029,38.1353,38.6177,146698.0
2021-06-16,38.4454,39.1517,37.963,38.8933,154290.0
2021-06-17,39.1001,39.1001,37.4892,37.4892,201021.0
2021-06-18,36.7742,37.1317,35.1892,35.5596,340387.0
2021-06-19,36.7742,37.1317,35.1892,35.5596,340387.0
2021-06-20,36.7742,37.1317,35.1892,35.5596,340387.0
2021-06-21,35.9989,37.2738,35.9989,37.1274,198564.0
2021-06-22,37.4634,37.4634,36.4469,37.024,183224.0
2021-06-23,37.1016,37.2566,36.757,36.9637,116143.0
2021-06-24,37.0843,37.4806,36.8087,37.4117,91382.0
2021-06-25,37.5409,37.7993,37.1016,37.2394,477819.0
2021-06-26,37.5409,37.7993,37.1016,37.2394,477819.0
2021-06-27,37.5409,37.7993,37.1016,37.2394,477819.0
2021-06-28,37.0326,37.248,36.378,36.6364,177623.0
2021-06-29,36.6967,36.8333,36.1023,36.2143,156648.0
2021-06-30,35.9386,36.3951,35.9128,36.0334,185973.0
2021-07-01,36.3435,36.6967,35.9731,36.4727,181926.0
2021-07-02,36.3607,36.6019,36.0334,36.0937,165075.0
2021-07-03,36.3607,36.6019,36.0334,36.0937,165075.0
2021-07-04,36.3607,36.6019,36.0334,36.0937,165075.0
2021-07-05,36.3607,36.6019,36.0334,36.0937,165075.0
2021-07-06,35.93,36.1884,34.8705,36.0765,646589.0
2021-07-07,35.9042,36.4684,35.7405,36.0075,224791.0
2021-07-08,35.3098,36.1626,35.1461,35.8697,242378.0
2021-07-09,36.5502,36.8173,36.1712,36.8087,155227.0
2021-07-10,36.5502,36.8173,36.1712,36.8087,155227.0
2021-07-11,36.5502,36.8173,36.1712,36.8087,155227.0
2021-07-12,36.4469,36.9293,35.8094,36.8948,163479.0
2021-07-13,36.7484,36.8862,35.9747,36.2057,77042.0
2021-07-14,36.1798,36.8087,36.1798,36.4641,171131.0
2021-07-15,36.2315,37.0326,36.2315,36.9896,233003.0
2021-07-16,37.248,37.36,36.4512,36.6622,282571.0
2021-07-17,37.248,37.36,36.4512,36.6622,282571.0
2021-07-18,37.248,37.36,36.4512,36.6622,282571.0
2021-07-19,35.8439,36.1712,34.9135,35.3959,374114.0
2021-07-20,35.7405,37.0757,35.7139,36.1281,215090.0
2021-07-21,36.421,36.7398,36.3435,36.5416,166664.0
2021-07-22,36.3693,36.4555,35.4821,35.551,117955.0
2021-07-23,35.9989,36.4361,35.5252,35.9472,108598.0
2021-07-24,35.9989,36.4361,35.5252,35.9472,108598.0
2021-07-25,35.9989,36.4361,35.5252,35.9472,108598.0
2021-07-26,36.0162,36.5158,35.9731,36.2487,95389.0
2021-07-27,35.8525,36.5416,35.8094,36.2057,99078.0
2021-07-28,35.5165,36.4555,35.1814,35.3787,182328.0
2021-07-29,36.8604,36.8604,35.6371,36.042,142807.0
2021-07-30,35.818,36.4555,35.7491,36.1109,189348.0
2021-07-31,35.818,36.4555,35.7491,36.1109,189348.0
2021-08-01,35.818,36.4555,35.7491,36.1109,189348.0
2021-08-02,36.1454,37.0811,35.7922,35.9559,152486.0
2021-08-03,36.1281,36.9723,35.663,36.912,172164.0
2021-08-04,35.9559,37.0843,35.9559,36.8431,148993.0
2021-08-05,36.869,37.5064,36.7828,37.4978,101077.0
2021-08-06,37.9935,38.7935,37.9587,38.3761,126170.0
2021-08-07,37.9935,38.7935,37.9587,38.3761,126170.0
2021-08-08,37.9935,38.7935,37.9587,38.3761,126170.0
2021-08-09,38.2109,38.7588,37.9326,38.3153,186941.0
2021-08-10,38.2544,38.924,38.1326,38.924,118559.0
2021-08-11,38.9849,39.8719,38.6414,39.8719,118238.0
2021-08-12,39.924,39.924,38.9667,39.3327,113287.0
2021-08-13,39.3762,39.6893,38.6979,38.8457,101439.0
2021-08-14,39.3762,39.6893,38.6979,38.8457,101439.0
2021-08-15,39.3762,39.6893,38.6979,38.8457,101439.0
2021-08-16,38.5327,39.2371,38.1066,39.1936,132856.0
2021-08-17,38.9414,39.1066,38.424,38.9588,84030.0
2021-08-18,38.7675,39.4632,38.6196,39.0892,134284.0
2021-08-19,38.8979,39.2631,38.2892,38.6283,121954.0
2021-08-20,38.5066,39.5849,38.4979,39.5501,97538.0
2021-08-21,38.5066,39.5849,38.4979,39.5501,97538.0
2021-08-22,38.5066,39.5849,38.4979,39.5501,97538.0
2021-08-23,39.8284,39.8284,39.4284,39.4718,119821.0
2021-08-24,39.4197,39.5675,38.9762,39.011,110996.0
2021-08-25,38.9762,39.3849,38.6283,38.7066,134027.0
2021-08-26,38.837,38.9805,38.0631,38.1326,165365.0
2021-08-27,38.2805,39.4718,38.0457,39.4718,219016.0
2021-08-28,38.2805,39.4718,38.0457,39.4718,219016.0
2021-08-29,38.2805,39.4718,38.0457,39.4718,219016.0
2021-08-30,39.4718,39.4718,37.8718,38.0196,123335.0
2021-08-31,38.2457,38.5631,37.6109,38.3153,162393.0
2021-09-01,38.5153,38.5153,37.7065,38.3327,88010.0
2021-09-02,38.2544,38.4196,37.6022,37.6109,155136.0
2021-09-03,37.7674,37.7674,37.1848,37.35,96043.0
2021-09-04,37.7674,37.7674,37.1848,37.35,96043.0
2021-09-05,37.7674,37.7674,37.1848,37.35,96043.0
2021-09-06,37.7674,37.7674,37.1848,37.35,96043.0
2021-09-07,37.463,37.7717,36.8891,36.8978,114254.0
2021-09-08,36.6978,36.8413,36.2195,36.2891,99104.0
2021-09-09,36.2108,36.6717,36.1412,36.3934,147615.0
2021-09-10,36.5239,36.5239,35.776,35.889,141244.0
2021-09-11,36.5239,36.5239,35.776,35.889,141244.0
2021-09-12,36.5239,36.5239,35.776,35.889,141244.0
2021-09-13,36.089,36.5152,35.8195,36.5152,183683.0
2021-09-14,36.6021,36.6108,35.7629,36.5152,285859.0
2021-09-15,36.7065,36.9978,36.2717,36.8021,144085.0
2021-09-16,35.1933,35.976,33.7585,34.0628,2456142.0
2021-09-17,32.9758,34.489,32.9758,33.6889,2108121.0
2021-09-18,32.9758,34.489,32.9758,33.6889,2108121.0
2021-09-19,32.9758,34.489,32.9758,33.6889,2108121.0
2021-09-20,33.0889,33.4019,32.3758,33.1324,923518.0
2021-09-21,33.228,33.4454,32.8106,33.0454,923791.0
2021-09-22,33.228,33.5672,32.7497,32.8193,495653.0
2021-09-23,33.1237,34.0194,32.9671,33.4802,481003.0
2021-09-24,33.3585,34.2194,33.2193,33.828,449897.0
2021-09-25,33.3585,34.2194,33.2193,33.828,449897.0
2021-09-26,33.3585,34.2194,33.2193,33.828,449897.0
2021-09-27,34.1498,35.0281,33.9585,34.7933,877487.0
2021-09-28,35.1499,35.2977,34.5324,34.7324,449533.0
2021-09-29,34.5542,34.9325,34.3933,34.7585,517047.0
2021-09-30,35.0281,35.6195,34.5672,35.0107,781700.0
2021-10-01,35.1412,35.7716,34.7585,35.3586,577811.0
2021-10-02,35.1412,35.7716,34.7585,35.3586,577811.0
2021-10-03,35.1412,35.7716,34.7585,35.3586,577811.0
2021-10-04,35.4368,36.4804,35.4368,36.1847,819514.0
2021-10-05,36.2804,37.0195,35.9325,36.9065,651361.0
2021-10-06,36.5325,36.7673,35.6716,36.7065,522511.0
2021-10-07,37.4196,37.5456,36.4238,36.776,719346.0
2021-10-08,36.7934,37.2978,36.5065,36.663,326223.0
2021-10-09,36.7934,37.2978,36.5065,36.663,326223.0
2021-10-10,36.7934,37.2978,36.5065,36.663,326223.0
2021-10-11,36.9587,37.1152,36.2978,36.3064,407634.0
2021-10-12,36.263,36.663,35.8456,36.4804,518006.0
2021-10-13,36.4543,36.5934,35.3412,35.5151,447234.0
2021-10-14,35.9586,35.9586,35.5281,35.8369,256348.0
2021-10-15,36.2717,36.4717,35.402,35.402,367012.0
2021-10-16,36.2717,36.4717,35.402,35.402,367012.0
2021-10-17,36.2717,36.4717,35.402,35.402,367012.0
2021-10-18,35.2542,35.7151,35.1673,35.2455,209108.0
2021-10-19,35.376,35.4107,34.8977,35.3673,203102.0
2021-10-20,35.3847,36.2108,35.2499,36.1673,339458.0
2021-10-21,36.2369,36.2804,35.7455,36.0456,245119.0
2021-10-22,36.1673,36.8282,36.1325,36.75,285365.0
2021-10-23,36.1673,36.8282,36.1325,36.75,285365.0
2021-10-24,36.1673,36.8282,36.1325,36.75,285365.0
2021-10-25,37.0108,37.1848,36.6586,37.1239,237082.0
2021-10-26,37.2282,37.2282,36.5499,36.6021,342044.0
2021-10-27,37.3935,37.3935,36.2586,36.9674,590114.0
2021-10-28,36.9934,37.4283,36.663,37.0282,396221.0
2021-10-29,36.9152,37.1935,36.0021,36.1499,634006.0
2021-10-30,36.9152,37.1935,36.0021,36.1499,634006.0
2021-10-31,36.9152,37.1935,36.0021,36.1499,634006.0
2021-11-01,36.3064,37.2022,36.1673,37.1413,349583.0
2021-11-02,37.1587,37.2093,36.5847,36.6282,286955.0
2021-11-03,36.376,38.1066,36.376,37.7587,329621.0
2021-11-04,37.663,37.663,36.7891,37.2978,283010.0
2021-11-05,37.491,38.3251,37.491,37.9475,347623.0
2021-11-06,37.491,38.3251,37.491,37.9475,347623.0
2021-11-07,37.491,38.3251,37.491,37.9475,347623.0
2021-11-08,38.088,38.5094,37.9036,38.0178,186483.0
2021-11-09,37.7544,37.8773,37.4207,37.5612,243535.0
2021-11-10,37.6051,38.009,37.5875,37.649,213179.0
2021-11-11,37.7544,38.2812,37.5349,38.1934,251522.0
2021-11-12,37.9563,38.3163,37.6402,37.9387,180840.0
2021-11-13,37.9563,38.3163,37.6402,37.9387,180840.0
2021-11-14,37.9563,38.3163,37.6402,37.9387,180840.0
2021-11-15,38.0265,38.3426,37.8334,38.3251,274774.0
2021-11-16,38.3251,38.6324,38.0178,38.5621,313786.0
2021-11-17,38.4392,38.6178,37.7983,38.3338,308202.0
2021-11-18,38.3338,38.5533,37.9563,38.2021,343559.0
2021-11-19,37.7983,38.4216,37.1705,38.1231,295301.0
2021-11-20,37.7983,38.4216,37.1705,38.1231,295301.0
2021-11-21,37.7983,38.4216,37.1705,38.1231,295301.0
2021-11-22,38.4568,39.686,38.3602,38.4129,330950.0
2021-11-23,38.5885,38.7641,37.9914,38.167,548434.0
2021-11-24,37.9826,38.1056,37.671,37.7192,154717.0
2021-11-25,37.9826,38.1056,37.671,37.7192,154717.0
2021-11-26,36.5427,36.5427,34.9184,35.6384,247872.0
2021-11-27,36.5427,36.5427,34.9184,35.6384,247872.0
2021-11-28,36.5427,36.5427,34.9184,35.6384,247872.0
2021-11-29,36.0422,36.2793,34.9184,35.9281,479013.0
2021-11-30,35.4759,36.051,35.1203,35.8227,680984.0
2021-12-01,36.2222,37.0256,34.7779,34.8043,496364.0
2021-12-02,35.0764,36.253,34.9886,35.8579,293249.0
2021-12-03,35.9896,36.2442,35.0764,35.1818,269332.0
2021-12-04,35.9896,36.2442,35.0764,35.1818,269332.0
2021-12-05,35.9896,36.2442,35.0764,35.1818,269332.0
2021-12-06,35.6823,36.929,35.6208,36.7183,380884.0
2021-12-07,36.929,37.1046,35.6735,35.9018,335408.0
2021-12-08,36.0686,36.3495,35.5506,35.7788,304664.0
2021-12-09,35.5593,35.6603,34.9535,35.0501,314399.0
2021-12-10,35.252,35.4803,34.8569,35.0764,302725.0
2021-12-11,35.252,35.4803,34.8569,35.0764,302725.0
2021-12-12,35.252,35.4803,34.8569,35.0764,302725.0
2021-12-13,34.9184,35.2784,34.216,34.655,409969.0
2021-12-14,34.6813,36.1081,34.453,35.4276,455095.0
2021-12-15,35.814,36.0335,35.1291,35.1994,507466.0
2021-12-16,35.4803,36.2969,35.2257,35.2959,350381.0
2021-12-17,35.1642,35.2696,33.5136,34.0404,1635826.0
2021-12-18,35.1642,35.2696,33.5136,34.0404,1635826.0
2021-12-19,35.1642,35.2696,33.5136,34.0404,1635826.0
2021-12-20,33.5136,34.1479,32.9517,33.496,485082.0
2021-12-21,33.8209,34.4178,33.8033,34.0228,477500.0
2021-12-22,33.9262,34.295,33.6716,34.2423,289372.0
2021-12-23,34.4618,34.813,34.1018,34.3389,364320.0
2021-12-24,34.4618,34.813,34.1018,34.3389,364320.0
2021-12-25,34.4618,34.813,34.1018,34.3389,364320.0
2021-12-26,34.4618,34.813,34.1018,34.3389,364320.0
2021-12-27,34.3213,34.9623,34.1282,34.9096,281713.0
2021-12-28,34.9184,35.7086,34.8789,35.5242,422334.0
2021-12-29,35.5769,35.9632,35.3047,35.7964,293930.0
2021-12-30,35.8666,36.3583,35.5769,35.6471,270266.0
2021-12-31,35.533,35.9018,35.454,35.7086,196867.0
2022-01-01,35.533,35.9018,35.454,35.7086,196867.0
2022-01-02,35.533,35.9018,35.454,35.7086,196867.0
2022-01-03,35.9896,37.289,35.9896,36.411,974156.0
2022-01-04,36.7973,38.5446,36.7973,38.1056,884906.0
2022-01-05,38.167,39.0099,38.1056,38.3514,580450.0
2022-01-06,38.6587,39.3523,38.2812,38.9748,543393.0
2022-01-07,39.0363,39.4314,38.6148,39.0889,340860.0
2022-01-08,39.0363,39.4314,38.6148,39.0889,340860.0
2022-01-09,39.0363,39.4314,38.6148,39.0889,340860.0
2022-01-10,39.2777,39.8001,39.0538,39.4665,414423.0
2022-01-11,39.484,39.484,38.7377,39.2821,264597.0
2022-01-12,39.168,39.4226,38.685,38.8343,293428.0
2022-01-13,38.9485,39.3787,38.5533,38.729,280888.0
2022-01-14,38.2636,39.1241,38.1934,38.8782,258418.0
2022-01-15,38.2636,39.1241,38.1934,38.8782,258418.0
2022-01-16,38.2636,39.1241,38.1934,38.8782,258418.0
2022-01-17,38.2636,39.1241,38.1934,38.8782,258418.0
2022-01-18,38.808,39.765,37.9826,38.1056,345546.0
2022-01-19,38.2109,38.527,37.2802,37.4997,353206.0
2022-01-20,37.491,37.8422,35.173,35.2169,988019.0
2022-01-21,35.0062,35.4979,33.8999,33.9438,1125209.0
2022-01-22,35.0062,35.4979,33.8999,33.9438,1125209.0
2022-01-23,35.0062,35.4979,33.8999,33.9438,1125209.0
2022-01-24,33.5487,35.2959,33.3994,35.1994,772487.0
2022-01-25,34.9886,35.2696,34.0316,34.8306,664057.0
2022-01-26,35.0325,35.4189,34.1633,34.8043,964277.0
2022-01-27,35.0677,35.0677,32.5127,32.9692,2205971.0
2022-01-28,33.0834,33.6277,32.1351,32.7497,2054525.0
2022-01-29,33.0834,33.6277,32.1351,32.7497,2054525.0
2022-01-30,33.0834,33.6277,32.1351,32.7497,2054525.0
2022-01-31,32.6092,32.7409,31.6259,32.2668,4085733.0
2022-02-01,32.2756,33.935,32.1527,33.7243,1829507.0
2022-02-02,34.0579,34.0843,32.2097,32.3897,2184925.0
2022-02-03,32.618,32.6663,31.6171,31.7839,2002393.0
2022-02-04,31.8278,32.4424,31.6346,32.2317,1023238.0
2022-02-05,31.8278,32.4424,31.6346,32.2317,1023238.0
2022-02-06,31.8278,32.4424,31.6346,32.2317,1023238.0
2022-02-07,32.2317,32.9824,32.1614,32.7497,1035466.0
2022-02-08,33.1536,33.6892,32.9341,33.6365,1430931.0
2022-02-09,33.7075,33.7607,33.033,33.1839,1060195.0
2022-02-10,33.0596,33.7075,32.7845,32.9709,864300.0
2022-02-11,32.7667,33.8495,32.6869,33.4146,771692.0
2022-02-12,32.7667,33.8495,32.6869,33.4146,771692.0
2022-02-13,32.7667,33.8495,32.6869,33.4146,771692.0
2022-02-14,33.4856,33.5611,32.8466,33.0774,814104.0
2022-02-15,33.3969,33.814,33.3614,33.8051,1327933.0
2022-02-16,33.53,34.666,33.3836,34.4175,1225086.0
2022-02-17,34.2755,34.3603,33.672,33.8229,775526.0
2022-02-18,33.956,34.5994,33.5344,34.2578,887607.0
2022-02-19,33.956,34.5994,33.5344,34.2578,887607.0
2022-02-20,33.956,34.5994,33.5344,34.2578,887607.0
2022-02-21,33.956,34.5994,33.5344,34.2578,887607.0
2022-02-22,34.169,34.4708,33.7607,34.169,1017873.0
2022-02-23,34.3554,34.7636,34.098,34.1779,1267409.0
2022-02-24,33.0241,33.7865,32.1011,33.6187,1302524.0
2022-02-25,33.7874,35.3938,33.7874,35.3139,1097485.0
2022-02-26,33.7874,35.3938,33.7874,35.3139,1097485.0
2022-02-27,33.7874,35.3938,33.7874,35.3139,1097485.0
2022-02-28,34.7903,36.1836,34.7548,36.0328,1442148.0
2022-03-01,35.8641,35.944,33.317,33.8406,1256186.0
2022-03-02,34.2666,35.163,34.0891,34.9766,888717.0
2022-03-03,35.0476,35.2429,34.5639,35.1985,688090.0
2022-03-04,34.595,34.7503,33.6897,34.1867,823042.0
2022-03-05,34.595,34.7503,33.6897,34.1867,823042.0
2022-03-06,34.595,34.7503,33.6897,34.1867,823042.0
2022-03-07,34.3332,34.3332,33.5477,33.814,1176413.0
2022-03-08,34.2134,35.0033,33.7696,34.1069,726450.0
2022-03-09,34.8524,35.1985,34.0092,34.3465,555145.0
2022-03-10,34.0004,34.5773,33.9027,34.5506,595358.0
2022-03-11,34.7193,35.1719,34.4894,34.6394,840931.0
2022-03-12,34.7193,35.1719,34.4894,34.6394,840931.0
2022-03-13,34.7193,35.1719,34.4894,34.6394,840931.0
2022-03-14,35.3405,35.4825,34.4086,34.6128,1145531.0
2022-03-15,34.7193,35.305,34.2311,34.8258,805271.0
2022-03-16,34.9766,35.4825,34.8067,35.3583,1065425.0
2022-03-17,35.2074,35.2251,34.3296,34.5506,821295.0
2022-03-18,34.4885,34.595,33.317,33.8051,3734113.0
2022-03-19,34.4885,34.595,33.317,33.8051,3734113.0
2022-03-20,34.4885,34.595,33.317,33.8051,3734113.0
2022-03-21,34.2134,34.2844,32.8999,33.3791,1104482.0
2022-03-22,33.6099,34.4353,33.5122,34.4086,1240167.0
2022-03-23,34.3376,34.3376,33.2904,33.4057,770693.0
2022-03-24,33.3791,33.7607,33.1217,33.4146,639036.0
2022-03-25,33.3969,34.6305,33.3702,34.595,632298.0
2022-03-26,33.3969,34.6305,33.3702,34.595,632298.0
2022-03-27,33.3969,34.6305,33.3702,34.595,632298.0
2022-03-28,34.24,34.4708,33.8894,34.3554,874085.0
2022-03-29,34.595,35.0121,34.1601,34.5861,418068.0
2022-03-30,34.524,34.6216,32.6514,32.8732,1187902.0
2022-03-31,32.82,33.2992,32.4472,32.6336,662657.0
2022-04-01,32.962,33.759,31.9502,32.2875,660369.0
2022-04-02,32.962,33.759,31.9502,32.2875,660369.0
2022-04-03,32.962,33.759,31.9502,32.2875,660369.0
2022-04-04,32.394,32.394,31.4355,32.1011,703619.0
2022-04-05,32.1721,32.3496,31.4799,31.5775,516814.0
2022-04-06,31.3645,31.4532,30.8497,30.9562,852405.0
2022-04-07,31.1071,31.258,30.4503,30.6545,685331.0
2022-04-08,30.7521,31.0272,30.2817,30.5657,429787.0
2022-04-09,30.7521,31.0272,30.2817,30.5657,429787.0
2022-04-10,30.7521,31.0272,30.2817,30.5657,429787.0
2022-04-11,30.6278,31.2935,30.5657,30.8852,792947.0
2022-04-12,30.7965,31.2669,30.3172,30.5746,410112.0
2022-04-13,30.3793,31.0716,30.1752,31.0006,320938.0
2022-04-14,31.0272,31.1604,30.2906,30.4858,563802.0
2022-04-15,31.0272,31.1604,30.2906,30.4858,563802.0
2022-04-16,31.0272,31.1604,30.2906,30.4858,563802.0
2022-04-17,31.0272,31.1604,30.2906,30.4858,563802.0
2022-04-18,30.4858,30.7077,30.2817,30.6367,505594.0
2022-04-19,30.8231,31.6795,30.6811,31.6396,391451.0
2022-04-20,31.7461,32.2431,31.5597,31.5864,448656.0
2022-04-21,31.826,32.252,31.0716,31.2491,561247.0
2022-04-22,31.2314,31.258,30.7432,30.7521,434493.0
2022-04-23,31.2314,31.258,30.7432,30.7521,434493.0
2022-04-24,31.2314,31.258,30.7432,30.7521,434493.0
2022-04-25,30.548,30.832,30.0243,30.7343,481690.0
2022-04-26,30.193,30.477,29.5362,29.5628,560001.0
2022-04-27,29.6871,29.9178,29.3143,29.5895,710657.0
2022-04-28,29.767,29.98,29.0126,29.3055,790323.0
2022-04-29,28.8617,30.4415,28.7552,28.8617,1147796.0
2022-04-30,28.8617,30.4415,28.7552,28.8617,1147796.0
2022-05-01,28.8617,30.4415,28.7552,28.8617,1147796.0
2022-05-02,29.3498,30.2728,29.2611,30.2285,1273303.0
2022-05-03,30.8409,31.5864,30.406,31.4621,1447511.0
2022-05-04,31.4089,31.9147,30.8852,31.7994,575232.0
2022-05-05,31.3645,31.3645,30.406,30.6545,554157.0
2022-05-06,30.6456,30.8409,30.0155,30.8231,1034352.0
2022-05-07,30.6456,30.8409,30.0155,30.8231,1034352.0
2022-05-08,30.6456,30.8409,30.0155,30.8231,1034352.0
2022-05-09,30.9129,31.5595,30.5806,31.2093,840370.0
2022-05-10,31.4248,31.6763,29.8352,30.41,717992.0
2022-05-11,30.4189,30.9219,30.0238,30.1315,568820.0
2022-05-12,30.0058,30.6345,29.7274,30.5716,463625.0
2022-05-13,30.7333,30.9488,30.4279,30.7333,553633.0
2022-05-14,30.7333,30.9488,30.4279,30.7333,553633.0
2022-05-15,30.7333,30.9488,30.4279,30.7333,553633.0
2022-05-16,30.7512,30.85,30.0238,30.4279,505133.0
2022-05-17,30.9758,31.4069,30.7333,31.317,453436.0
2022-05-18,31.0297,31.2901,30.4144,30.5357,495507.0
2022-05-19,30.0956,30.4809,29.8891,30.0328,583344.0
2022-05-20,30.1944,30.6128,29.5837,30.1854,389810.0
2022-05-21,30.1944,30.6128,29.5837,30.1854,389810.0
2022-05-22,30.1944,30.6128,29.5837,30.1854,389810.0
2022-05-23,30.8411,31.4607,30.5267,30.9847,565767.0
2022-05-24,30.9398,31.1734,30.2977,31.1105,499428.0
2022-05-25,30.8949,32.3139,30.868,31.9278,719858.0
2022-05-26,32.3229,33.1043,31.9996,33.0773,930612.0
2022-05-27,33.1133,34.2539,33.1043,34.191,1150571.0
