,ENSG US Equity,ENSG US Equity,ENSG US Equity,ENSG US Equity,ENSG US Equity
2021-03-14,88.0595,89.8649,87.7023,89.2895,417799.0
2021-03-15,88.0991,91.2834,87.9007,91.1346,229000.0
2021-03-16,91.0156,91.7596,86.7996,87.2559,297445.0
2021-03-17,86.7996,87.7817,84.8256,86.3235,327643.0
2021-03-18,86.0556,90.0732,85.2521,88.0892,284882.0
2021-03-19,88.4364,89.9393,86.6806,89.0217,782096.0
2021-03-20,88.4364,89.9393,86.6806,89.0217,782096.0
2021-03-21,88.4364,89.9393,86.6806,89.0217,782096.0
2021-03-22,89.0217,90.9164,87.5387,90.0534,339137.0
2021-03-23,89.1209,89.4979,87.1171,87.623,289966.0
2021-03-24,88.5059,92.1663,88.3769,89.5971,324905.0
2021-03-25,89.1308,93.079,88.5455,92.4639,365975.0
2021-03-26,93.3468,95.9359,91.9382,95.3605,494661.0
2021-03-27,93.3468,95.9359,91.9382,95.3605,494661.0
2021-03-28,93.3468,95.9359,91.9382,95.3605,494661.0
2021-03-29,95.9657,97.8744,90.1327,90.5593,479595.0
2021-03-30,90.6015,92.805,89.5692,91.9613,396911.0
2021-03-31,92.2888,93.9464,91.5444,93.1424,638635.0
2021-04-01,93.6883,94.4129,92.135,93.0531,331718.0
2021-04-02,93.6883,94.4129,92.135,93.0531,331718.0
2021-04-03,93.6883,94.4129,92.135,93.0531,331718.0
2021-04-04,93.6883,94.4129,92.135,93.0531,331718.0
2021-04-05,94.264,95.604,93.3211,93.5295,311274.0
2021-04-06,93.9563,96.3186,93.7628,93.8769,396308.0
2021-04-07,93.9166,94.2045,90.8298,91.197,324296.0
2021-04-08,92.1102,95.1474,91.3161,94.8099,311931.0
2021-04-09,94.3434,94.9588,92.269,92.7454,434040.0
2021-04-10,94.3434,94.9588,92.269,92.7454,434040.0
2021-04-11,94.3434,94.9588,92.269,92.7454,434040.0
2021-04-12,92.1995,92.3285,90.9588,91.3161,435175.0
2021-04-13,90.7603,92.3385,89.3347,91.3161,270870.0
2021-04-14,90.0853,94.1846,90.0853,92.2392,272806.0
2021-04-15,93.2615,93.3012,91.6437,92.6164,227822.0
2021-04-16,92.6263,92.6263,90.9935,91.3856,178697.0
2021-04-17,92.6263,92.6263,90.9935,91.3856,178697.0
2021-04-18,92.6263,92.6263,90.9935,91.3856,178697.0
2021-04-19,91.3856,91.3856,86.3632,87.594,449005.0
2021-04-20,87.465,88.3186,86.0456,86.9786,276319.0
2021-04-21,86.929,89.5593,86.2639,88.8645,206994.0
2021-04-22,89.3012,90.241,86.3235,86.4327,410504.0
2021-04-23,86.6709,89.0233,85.5741,87.723,427209.0
2021-04-24,86.6709,89.0233,85.5741,87.723,427209.0
2021-04-25,86.6709,89.0233,85.5741,87.723,427209.0
2021-04-26,88.4674,89.1126,87.0679,87.9612,281346.0
2021-04-27,88.12,89.6299,87.2565,87.7032,223911.0
2021-04-28,87.1771,88.9637,86.4327,88.0903,282677.0
2021-04-29,88.7057,89.0531,85.6287,86.0357,317186.0
2021-04-30,84.8644,88.1002,76.378,85.2118,353621.0
2021-05-01,84.8644,88.1002,76.378,85.2118,353621.0
2021-05-02,84.8644,88.1002,76.378,85.2118,353621.0
2021-05-03,81.4401,87.4749,81.4401,86.7801,423337.0
2021-05-04,86.3632,87.3161,84.6957,85.8967,216939.0
2021-05-05,85.8768,86.5617,84.7255,85.6783,177404.0
2021-05-06,85.45,86.0754,82.6808,84.6361,324116.0
2021-05-07,84.3781,86.631,84.3781,85.6982,170003.0
2021-05-08,84.3781,86.631,84.3781,85.6982,170003.0
2021-05-09,84.3781,86.631,84.3781,85.6982,170003.0
2021-05-10,85.728,87.8223,83.3359,83.3458,221412.0
2021-05-11,82.1051,84.4376,81.4301,83.3756,250192.0
2021-05-12,82.7403,84.12,80.7354,81.1423,155880.0
2021-05-13,81.1622,82.8098,80.7453,82.2738,154886.0
2021-05-14,83.0977,84.1101,82.6113,83.3359,160407.0
2021-05-15,83.0977,84.1101,82.6113,83.3359,160407.0
2021-05-16,83.0977,84.1101,82.6113,83.3359,160407.0
2021-05-17,82.522,83.326,81.0331,81.4996,173899.0
2021-05-18,81.45,83.326,80.7909,81.4301,246288.0
2021-05-19,80.1696,82.5319,79.8123,82.0158,265133.0
2021-05-20,82.0555,82.9488,81.4103,82.7205,205557.0
2021-05-21,83.7726,84.5766,81.6386,82.0555,138306.0
2021-05-22,83.7726,84.5766,81.6386,82.0555,138306.0
2021-05-23,83.7726,84.5766,81.6386,82.0555,138306.0
2021-05-24,81.2416,82.0555,80.4971,80.6361,192314.0
2021-05-25,81.1423,82.7999,81.1423,81.589,250168.0
2021-05-26,81.5493,83.4748,81.4897,82.3929,149154.0
2021-05-27,82.9488,83.2465,81.5493,81.589,137818.0
2021-05-28,81.6187,83.1473,81.6187,82.5815,144020.0
2021-05-29,81.6187,83.1473,81.6187,82.5815,144020.0
2021-05-30,81.6187,83.1473,81.6187,82.5815,144020.0
2021-05-31,81.6187,83.1473,81.6187,82.5815,144020.0
2021-06-01,82.8396,83.6336,82.2639,83.2962,268887.0
2021-06-02,83.4748,83.5642,81.0629,81.6981,689063.0
2021-06-03,80.8644,81.8669,79.7261,81.847,265891.0
2021-06-04,82.0555,82.4922,81.5493,82.0158,150764.0
2021-06-05,82.0555,82.4922,81.5493,82.0158,150764.0
2021-06-06,82.0555,82.4922,81.5493,82.0158,150764.0
2021-06-07,82.4823,83.2565,82.0655,82.6411,209053.0
2021-06-08,82.9587,83.5443,82.1522,83.187,179271.0
2021-06-09,83.5443,83.584,82.383,82.4922,244662.0
2021-06-10,82.9091,83.3756,82.2242,82.7999,164772.0
2021-06-11,82.7701,83.7031,82.5021,83.7031,175775.0
2021-06-12,82.7701,83.7031,82.5021,83.7031,175775.0
2021-06-13,82.7701,83.7031,82.5021,83.7031,175775.0
2021-06-14,84.5567,85.1225,83.0877,83.5145,275542.0
2021-06-15,83.326,86.2242,83.187,84.7652,649632.0
2021-06-16,84.3681,84.6361,83.6932,84.2987,228472.0
2021-06-17,84.2887,85.8074,83.7825,85.3706,209190.0
2021-06-18,84.4277,86.0853,82.2044,82.7602,631091.0
2021-06-19,84.4277,86.0853,82.2044,82.7602,631091.0
2021-06-20,84.4277,86.0853,82.2044,82.7602,631091.0
2021-06-21,83.0977,84.196,82.2937,83.723,213207.0
2021-06-22,83.6237,84.6163,82.9091,84.3781,156619.0
2021-06-23,84.8545,85.2615,84.2193,84.6163,170052.0
2021-06-24,85.1126,86.8099,84.3781,86.3632,245788.0
2021-06-25,86.254,87.2367,85.6535,86.8992,460964.0
2021-06-26,86.254,87.2367,85.6535,86.8992,460964.0
2021-06-27,86.254,87.2367,85.6535,86.8992,460964.0
2021-06-28,86.9687,88.7057,86.0654,88.527,259985.0
2021-06-29,88.5891,89.612,87.3973,87.5264,252930.0
2021-06-30,87.0696,87.5264,85.0733,86.0764,347723.0
2021-07-01,86.8908,88.3905,86.136,88.2514,227481.0
2021-07-02,88.3706,89.1651,87.6059,88.023,150600.0
2021-07-03,88.3706,89.1651,87.6059,88.023,150600.0
2021-07-04,88.3706,89.1651,87.6059,88.023,150600.0
2021-07-05,88.3706,89.1651,87.6059,88.023,150600.0
2021-07-06,88.023,88.1124,85.699,87.437,165780.0
2021-07-07,87.2186,88.2713,86.5134,88.0429,171035.0
2021-07-08,86.434,87.5761,85.987,86.6028,199951.0
2021-07-09,87.2881,88.3805,86.6425,86.9206,138386.0
2021-07-10,87.2881,88.3805,86.6425,86.9206,138386.0
2021-07-11,87.2881,88.3805,86.6425,86.9206,138386.0
2021-07-12,86.6624,88.748,85.9573,88.7083,161737.0
2021-07-13,88.5593,88.8672,86.8114,87.0497,97058.0
2021-07-14,87.447,87.6257,85.9473,86.6922,122580.0
2021-07-15,86.1757,86.7909,85.2819,86.1062,99892.0
2021-07-16,86.8908,87.7251,85.6692,86.3545,136986.0
2021-07-17,86.8908,87.7251,85.6692,86.3545,136986.0
2021-07-18,86.8908,87.7251,85.6692,86.3545,136986.0
2021-07-19,84.9939,87.0398,84.9144,85.5997,149517.0
2021-07-20,85.9771,88.1521,85.2918,86.3545,284022.0
2021-07-21,86.3545,87.442,85.5352,85.7785,135639.0
2021-07-22,85.7785,85.7785,83.9561,84.2292,122500.0
2021-07-23,84.3285,85.7388,83.6233,85.6792,94437.0
2021-07-24,84.3285,85.7388,83.6233,85.6792,94437.0
2021-07-25,84.3285,85.7388,83.6233,85.6792,94437.0
2021-07-26,86.0665,87.3775,84.1994,84.4973,129443.0
2021-07-27,84.1696,85.0038,83.5538,84.9343,127986.0
2021-07-28,85.5203,87.0497,84.398,85.9175,147620.0
2021-07-29,83.3453,85.421,82.372,82.8388,241846.0
2021-07-30,82.7394,85.8182,82.6799,84.4874,248730.0
2021-07-31,82.7394,85.8182,82.6799,84.4874,248730.0
2021-08-01,82.7394,85.8182,82.6799,84.4874,248730.0
2021-08-02,84.5271,86.5333,83.7127,83.8021,151999.0
2021-08-03,84.2192,85.262,83.087,84.6761,178289.0
2021-08-04,84.1696,84.7059,82.7692,82.9281,118823.0
2021-08-05,83.1764,83.8418,82.2826,83.6929,129499.0
2021-08-06,84.1696,84.7953,83.1864,84.3285,153261.0
2021-08-07,84.1696,84.7953,83.1864,84.3285,153261.0
2021-08-08,84.1696,84.7953,83.1864,84.3285,153261.0
2021-08-09,84.11,84.2192,83.6035,84.0305,96690.0
2021-08-10,84.0901,84.1497,83.4346,83.673,120811.0
2021-08-11,83.5737,83.5936,81.786,82.9679,150164.0
2021-08-12,83.1268,84.11,82.223,83.5638,176117.0
2021-08-13,83.7425,83.9709,82.8189,83.0175,84065.0
2021-08-14,83.7425,83.9709,82.8189,83.0175,84065.0
2021-08-15,83.7425,83.9709,82.8189,83.0175,84065.0
2021-08-16,82.9381,83.7376,82.1733,82.7792,78382.0
2021-08-17,82.1336,82.2826,80.3459,81.2696,201798.0
2021-08-18,81.1504,81.6619,79.0846,79.2634,184965.0
2021-08-19,78.5881,79.6309,77.734,79.0747,249727.0
2021-08-20,78.8165,81.1405,78.6278,81.0312,157234.0
2021-08-21,78.8165,81.1405,78.6278,81.0312,157234.0
2021-08-22,78.8165,81.1405,78.6278,81.0312,157234.0
2021-08-23,81.1504,81.6271,80.3757,81.5079,167827.0
2021-08-24,81.4086,81.8754,80.6638,80.8723,131943.0
2021-08-25,80.9021,81.6768,79.8671,80.0281,134236.0
2021-08-26,80.2764,80.4453,78.9555,79.3329,153592.0
2021-08-27,79.3528,81.9151,79.3528,81.7463,199666.0
2021-08-28,79.3528,81.9151,79.3528,81.7463,199666.0
2021-08-29,79.3528,81.9151,79.3528,81.7463,199666.0
2021-08-30,81.6867,82.0244,79.0251,80.8028,96829.0
2021-08-31,80.8227,81.1603,80.0083,81.1107,130382.0
2021-09-01,81.4285,82.5309,80.2665,82.3819,108699.0
2021-09-02,82.6799,83.3751,82.1038,82.6203,75502.0
2021-09-03,82.3422,83.3155,82.0542,82.2925,135110.0
2021-09-04,82.3422,83.3155,82.0542,82.2925,135110.0
2021-09-05,82.3422,83.3155,82.0542,82.2925,135110.0
2021-09-06,82.3422,83.3155,82.0542,82.2925,135110.0
2021-09-07,82.3521,82.7096,80.634,80.773,114288.0
2021-09-08,80.4453,81.0213,79.5812,80.4949,171498.0
2021-09-09,79.6458,80.8674,79.2237,79.5216,157206.0
2021-09-10,79.9586,80.4453,78.7172,79.5316,203146.0
2021-09-11,79.9586,80.4453,78.7172,79.5316,203146.0
2021-09-12,79.9586,80.4453,78.7172,79.5316,203146.0
2021-09-13,79.6011,80.2268,78.459,79.8295,173010.0
2021-09-14,80.1572,80.922,78.4639,78.5881,137794.0
2021-09-15,78.459,82.4812,76.5864,77.1579,284074.0
2021-09-16,77.6247,78.8441,76.5124,78.3696,155396.0
2021-09-17,79.1244,79.1244,76.7507,77.4459,679162.0
2021-09-18,79.1244,79.1244,76.7507,77.4459,679162.0
2021-09-19,79.1244,79.1244,76.7507,77.4459,679162.0
2021-09-20,76.4429,77.2275,75.3107,76.3038,191344.0
2021-09-21,76.5819,76.9593,75.6384,76.2442,134522.0
2021-09-22,76.4727,77.1132,75.4497,76.6018,211238.0
2021-09-23,76.6415,77.0884,75.1418,75.3901,160867.0
2021-09-24,75.4199,75.4497,73.9997,74.8836,327711.0
2021-09-25,75.4199,75.4497,73.9997,74.8836,327711.0
2021-09-26,75.4199,75.4497,73.9997,74.8836,327711.0
2021-09-27,74.8836,77.009,74.8538,76.4031,196295.0
2021-09-28,76.2144,76.6415,74.6651,74.9035,131999.0
2021-09-29,74.9457,75.7259,73.7829,74.7171,201796.0
2021-09-30,75.2637,75.6911,73.8326,74.4289,172081.0
2021-10-01,74.6873,75.6513,73.7829,75.1544,263729.0
2021-10-02,74.6873,75.6513,73.7829,75.1544,263729.0
2021-10-03,74.6873,75.6513,73.7829,75.1544,263729.0
2021-10-04,74.6575,75.5122,73.2363,75.0749,226178.0
2021-10-05,74.8761,75.6812,74.1556,74.8264,214166.0
2021-10-06,74.5283,74.568,72.4611,73.1965,285387.0
2021-10-07,73.5146,73.8326,71.4176,71.8549,308179.0
2021-10-08,72.0238,73.5616,71.4772,72.0636,179780.0
2021-10-09,72.0238,73.5616,71.4772,72.0636,179780.0
2021-10-10,72.0238,73.5616,71.4772,72.0636,179780.0
2021-10-11,72.0636,72.5108,70.7418,70.861,207837.0
2021-10-12,71.1393,72.2425,70.7418,71.9443,156605.0
2021-10-13,71.6958,72.6499,71.3182,71.825,163936.0
2021-10-14,72.4512,73.3953,71.8002,72.2822,152430.0
2021-10-15,73.3257,73.6289,71.7257,72.3915,175685.0
2021-10-16,73.3257,73.6289,71.7257,72.3915,175685.0
2021-10-17,73.3257,73.6289,71.7257,72.3915,175685.0
2021-10-18,72.0834,73.4649,70.9902,73.286,277729.0
2021-10-19,73.7233,73.9717,72.4462,73.4152,197017.0
2021-10-20,73.773,74.4985,70.9505,71.6461,482543.0
2021-10-21,71.8747,73.127,70.7616,73.0177,603364.0
2021-10-22,73.0475,73.604,71.3878,71.7058,296810.0
2021-10-23,73.0475,73.604,71.3878,71.7058,296810.0
2021-10-24,73.0475,73.604,71.3878,71.7058,296810.0
2021-10-25,71.9542,72.4859,68.6547,69.0025,536620.0
2021-10-26,69.0125,70.2548,67.8695,69.887,513105.0
2021-10-27,69.8075,70.3045,68.3068,68.8236,428530.0
2021-10-28,73.286,75.711,70.8908,75.711,1024060.0
2021-10-29,74.6277,78.1956,73.9916,77.5297,533865.0
2021-10-30,74.6277,78.1956,73.9916,77.5297,533865.0
2021-10-31,74.6277,78.1956,73.9916,77.5297,533865.0
2021-11-01,77.8974,78.2353,76.5706,77.798,305906.0
2021-11-02,77.798,77.798,74.4985,75.3134,282426.0
2021-11-03,74.8761,78.1658,74.3693,77.8577,329891.0
2021-11-04,78.3248,78.5434,76.7247,76.8936,139992.0
2021-11-05,77.3806,83.0455,77.3806,82.6182,426243.0
2021-11-06,77.3806,83.0455,77.3806,82.6182,426243.0
2021-11-07,77.3806,83.0455,77.3806,82.6182,426243.0
2021-11-08,82.6381,82.7076,80.7597,81.0181,208228.0
2021-11-09,80.8889,82.1709,79.6168,81.7436,190856.0
2021-11-10,81.3262,82.0417,80.5013,80.7994,155210.0
2021-11-11,81.0877,82.6778,80.0342,81.4454,219447.0
2021-11-12,80.7597,82.8468,80.7597,81.6541,131301.0
2021-11-13,80.7597,82.8468,80.7597,81.6541,131301.0
2021-11-14,80.7597,82.8468,80.7597,81.6541,131301.0
2021-11-15,81.2467,82.7275,80.4764,80.8988,255945.0
2021-11-16,80.7398,81.7833,79.4876,81.0578,210282.0
2021-11-17,80.7299,82.3399,80.4516,81.5846,195061.0
2021-11-18,81.3958,81.6442,79.4826,81.5051,282383.0
2021-11-19,81.0678,81.5846,79.4677,79.8454,240247.0
2021-11-20,81.0678,81.5846,79.4677,79.8454,240247.0
2021-11-21,81.0678,81.5846,79.4677,79.8454,240247.0
2021-11-22,80.4019,82.2306,79.8106,81.6541,171084.0
2021-11-23,81.2666,81.9821,80.7199,81.1572,151567.0
2021-11-24,80.7796,81.028,79.8911,80.6603,202684.0
2021-11-25,80.7796,81.028,79.8911,80.6603,202684.0
2021-11-26,78.8316,80.1038,76.314,77.2713,258021.0
2021-11-27,78.8316,80.1038,76.314,77.2713,258021.0
2021-11-28,78.8316,80.1038,76.314,77.2713,258021.0
2021-11-29,78.126,78.4142,76.6551,76.7247,200236.0
2021-11-30,76.6651,77.7881,75.552,75.86,269083.0
2021-12-01,77.3309,78.3596,74.3395,74.3693,194799.0
2021-12-02,74.3295,76.2377,74.1457,75.9396,232496.0
2021-12-03,76.2973,76.4365,70.5728,75.0451,194945.0
2021-12-04,76.2973,76.4365,70.5728,75.0451,194945.0
2021-12-05,76.2973,76.4365,70.5728,75.0451,194945.0
2021-12-06,76.2377,77.9571,75.701,77.649,251950.0
2021-12-07,78.4341,80.218,77.1918,79.249,171676.0
2021-12-08,79.4776,80.4218,78.5435,79.7957,152666.0
2021-12-09,79.1695,80.4615,77.7285,77.808,130021.0
2021-12-10,78.4639,79.4379,75.0949,78.7323,167458.0
2021-12-11,78.4639,79.4379,75.0949,78.7323,167458.0
2021-12-12,78.4639,79.4379,75.0949,78.7323,167458.0
2021-12-13,78.0366,79.2181,77.7384,78.1161,179845.0
2021-12-14,78.2552,79.0006,77.5297,78.5235,187874.0
2021-12-15,78.4142,78.4788,76.2874,77.5297,350096.0
2021-12-16,78.0167,78.8416,75.2041,75.6215,208057.0
2021-12-17,75.6613,79.1348,74.5382,77.4104,1568238.0
2021-12-18,75.6613,79.1348,74.5382,77.4104,1568238.0
2021-12-19,75.6613,79.1348,74.5382,77.4104,1568238.0
2021-12-20,76.5657,79.4081,74.3096,76.5657,260190.0
2021-12-21,77.5396,80.1435,77.2862,79.6466,207157.0
2021-12-22,78.4937,82.0219,78.4937,81.6343,254098.0
2021-12-23,81.6144,82.0013,80.8293,81.2964,161079.0
2021-12-24,81.6144,82.0013,80.8293,81.2964,161079.0
2021-12-25,81.6144,82.0013,80.8293,81.2964,161079.0
2021-12-26,81.6144,82.0013,80.8293,81.2964,161079.0
2021-12-27,81.2765,83.7611,80.5013,83.622,265891.0
2021-12-28,83.7213,84.8444,83.3039,84.5462,250375.0
2021-12-29,84.5164,84.9338,83.3238,84.5562,171985.0
2021-12-30,84.3722,85.4661,83.0743,83.2484,116950.0
2021-12-31,83.0893,83.7456,82.4926,83.497,169548.0
2022-01-01,83.0893,83.7456,82.4926,83.497,169548.0
2022-01-02,83.0893,83.7456,82.4926,83.497,169548.0
2022-01-03,83.3478,85.9236,82.7593,84.7998,224057.0
2022-01-04,84.8694,86.2219,82.426,83.3976,173529.0
2022-01-05,83.9246,85.0285,82.5025,82.6119,183470.0
2022-01-06,82.1445,83.3081,81.1301,81.3191,196649.0
2022-01-07,81.2892,82.5423,79.8274,79.8472,180088.0
2022-01-08,81.2892,82.5423,79.8274,79.8472,180088.0
2022-01-09,81.2892,82.5423,79.8274,79.8472,180088.0
2022-01-10,79.1511,80.7323,77.5301,80.5434,172781.0
2022-01-11,80.434,81.3483,79.3848,80.1854,164173.0
2022-01-12,80.4937,80.6329,77.7837,77.9776,177661.0
2022-01-13,78.3655,81.0008,77.5201,79.8373,133656.0
2022-01-14,79.4793,80.1754,77.7588,79.9865,151225.0
2022-01-15,79.4793,80.1754,77.7588,79.9865,151225.0
2022-01-16,79.4793,80.1754,77.7588,79.9865,151225.0
2022-01-17,79.4793,80.1754,77.7588,79.9865,151225.0
2022-01-18,79.4793,80.2351,76.5356,76.9632,194298.0
2022-01-19,77.4903,78.3544,75.2378,75.5809,172632.0
2022-01-20,75.6207,78.5246,75.1632,75.4715,121139.0
2022-01-21,75.4715,77.5699,74.1389,75.1035,190242.0
2022-01-22,75.4715,77.5699,74.1389,75.1035,190242.0
2022-01-23,75.4715,77.5699,74.1389,75.1035,190242.0
2022-01-24,74.1488,76.834,73.224,76.5754,505877.0
2022-01-25,76.2969,76.2969,73.7113,74.7058,322636.0
2022-01-26,75.4914,76.6848,72.7267,73.5919,282212.0
2022-01-27,72.9753,74.1687,72.14,73.0052,291109.0
2022-01-28,72.8262,73.5919,71.6129,73.582,304462.0
2022-01-29,72.8262,73.5919,71.6129,73.582,304462.0
2022-01-30,72.8262,73.5919,71.6129,73.582,304462.0
2022-01-31,73.0847,75.1732,73.0847,75.014,305003.0
2022-02-01,74.7356,75.571,73.0947,74.1588,340738.0
2022-02-02,74.6262,75.0737,73.0947,73.9102,229807.0
2022-02-03,73.5124,74.7256,71.9311,73.0251,216803.0
2022-02-04,72.9753,73.0947,70.2007,72.4881,180508.0
2022-02-05,72.9753,73.0947,70.2007,72.4881,180508.0
2022-02-06,72.9753,73.0947,70.2007,72.4881,180508.0
2022-02-07,72.1698,72.8113,70.34,70.5687,215036.0
2022-02-08,71.0958,73.2439,70.2703,72.7665,171200.0
2022-02-09,73.2538,75.0538,72.9704,74.5765,208514.0
2022-02-10,75.5809,80.5434,74.5168,78.5445,538374.0
2022-02-11,79.1213,79.3798,76.6947,77.6196,235766.0
2022-02-12,79.1213,79.3798,76.6947,77.6196,235766.0
2022-02-13,79.1213,79.3798,76.6947,77.6196,235766.0
2022-02-14,77.4505,79.0119,76.3069,77.1422,279155.0
2022-02-15,77.6594,80.424,77.3511,80.1257,177030.0
2022-02-16,79.5588,80.6229,78.3058,80.5036,144298.0
2022-02-17,79.6782,80.4638,78.9025,79.4793,170151.0
2022-02-18,78.9124,80.6727,78.9124,79.35,197974.0
2022-02-19,78.9124,80.6727,78.9124,79.35,197974.0
2022-02-20,78.9124,80.6727,78.9124,79.35,197974.0
2022-02-21,78.9124,80.6727,78.9124,79.35,197974.0
2022-02-22,78.6539,80.2053,77.7887,78.5246,165822.0
2022-02-23,78.6141,79.171,77.0925,77.3213,138923.0
2022-02-24,75.4815,79.3401,75.4815,79.0715,145427.0
2022-02-25,79.1113,81.9854,78.6389,81.7368,158519.0
2022-02-26,79.1113,81.9854,78.6389,81.7368,158519.0
2022-02-27,79.1113,81.9854,78.6389,81.7368,158519.0
2022-02-28,80.6826,84.1036,80.6826,83.5766,241746.0
2022-03-01,83.1092,83.7257,80.8517,82.4031,273822.0
2022-03-02,83.0694,84.2926,82.6318,84.034,217604.0
2022-03-03,84.5313,85.4661,83.6561,84.5114,224134.0
2022-03-04,84.0042,85.307,83.1788,84.9191,119268.0
2022-03-05,84.0042,85.307,83.1788,84.9191,119268.0
2022-03-06,84.0042,85.307,83.1788,84.9191,119268.0
2022-03-07,85.4661,86.4108,84.2329,85.5158,232014.0
2022-03-08,85.5258,87.9523,85.1528,86.9578,227531.0
2022-03-09,88.3302,88.3302,86.2816,86.9777,296603.0
2022-03-10,86.2219,86.2219,84.2429,85.5158,156203.0
2022-03-11,85.5655,85.7943,84.2826,84.3523,182393.0
2022-03-12,85.5655,85.7943,84.2826,84.3523,182393.0
2022-03-13,85.5655,85.7943,84.2826,84.3523,182393.0
2022-03-14,84.3722,85.1379,82.7412,83.1489,189059.0
2022-03-15,83.4473,84.7401,82.7611,84.1733,215873.0
2022-03-16,84.6705,86.2209,83.4771,86.0329,218877.0
2022-03-17,85.5258,87.3854,85.0498,87.3258,181510.0
2022-03-18,87.4849,87.6142,85.7843,86.5401,387503.0
2022-03-19,87.4849,87.6142,85.7843,86.5401,387503.0
2022-03-20,87.4849,87.6142,85.7843,86.5401,387503.0
2022-03-21,86.2915,88.196,86.2915,86.8584,175610.0
2022-03-22,87.0175,87.2661,86.3313,86.749,132460.0
2022-03-23,86.6296,86.6296,84.0134,84.6606,170532.0
2022-03-24,84.7202,85.307,83.6064,84.9589,181422.0
2022-03-25,85.5854,86.2418,84.939,86.0329,172819.0
2022-03-26,85.5854,86.2418,84.939,86.0329,172819.0
2022-03-27,85.5854,86.2418,84.939,86.0329,172819.0
2022-03-28,85.8738,86.739,85.8738,86.56,105740.0
2022-03-29,87.0573,89.0065,86.7987,88.4197,220187.0
2022-03-30,88.5342,89.1611,87.4893,88.9123,213877.0
2022-03-31,88.5043,90.5692,88.5043,89.5691,507546.0
2022-04-01,89.3502,93.7883,89.3502,93.7684,385368.0
2022-04-02,89.3502,93.7883,89.3502,93.7684,385368.0
2022-04-03,89.3502,93.7883,89.3502,93.7684,385368.0
2022-04-04,93.6191,93.6191,87.8625,89.5392,833663.0
2022-04-05,90.0069,91.3304,88.2058,88.7033,299542.0
2022-04-06,88.2456,89.0616,87.36,87.5689,225548.0
2022-04-07,87.7082,88.3952,87.3401,87.6187,293953.0
2022-04-08,87.7481,88.4745,86.534,86.5738,237208.0
2022-04-09,87.7481,88.4745,86.534,86.5738,237208.0
2022-04-10,87.7481,88.4745,86.534,86.5738,237208.0
2022-04-11,86.6335,88.2058,84.9817,85.0016,237979.0
2022-04-12,82.5735,85.0414,80.0858,82.0063,476869.0
2022-04-13,82.6034,84.5339,81.668,84.0363,287436.0
2022-04-14,84.5339,85.3001,83.9468,84.9319,223521.0
2022-04-15,84.5339,85.3001,83.9468,84.9319,223521.0
2022-04-16,84.5339,85.3001,83.9468,84.9319,223521.0
2022-04-17,84.5339,85.3001,83.9468,84.9319,223521.0
2022-04-18,84.9916,85.6866,83.091,83.5189,352225.0
2022-04-19,83.7975,85.8773,82.8352,84.4045,173700.0
2022-04-20,85.1409,87.1012,84.9238,86.6236,286918.0
2022-04-21,87.141,88.3451,86.3848,86.8724,229151.0
2022-04-22,86.2156,86.2156,80.2151,80.7823,316528.0
2022-04-23,86.2156,86.2156,80.2151,80.7823,316528.0
2022-04-24,86.2156,86.2156,80.2151,80.7823,316528.0
2022-04-25,80.7525,83.6482,80.036,83.3796,378406.0
2022-04-26,82.6233,83.2601,81.6779,82.4342,345614.0
2022-04-27,82.7029,83.7229,80.2699,81.1008,546922.0
2022-04-28,82.4044,83.3398,78.4538,81.5685,401754.0
2022-04-29,80.852,83.1208,79.2001,79.9365,332638.0
2022-04-30,80.852,83.1208,79.2001,79.9365,332638.0
2022-05-01,80.852,83.1208,79.2001,79.9365,332638.0
2022-05-02,79.6778,83.1507,77.1701,78.7125,294211.0
2022-05-03,79.2598,79.2598,77.6577,78.016,244438.0
2022-05-04,78.623,79.2001,76.8467,78.5533,304504.0
2022-05-05,77.8667,78.8419,76.7323,77.3791,342397.0
2022-05-06,77.0706,77.7075,74.5829,75.6078,368386.0
2022-05-07,77.0706,77.7075,74.5829,75.6078,368386.0
2022-05-08,77.0706,77.7075,74.5829,75.6078,368386.0
2022-05-09,75.1302,77.1602,74.1052,76.3641,389199.0
2022-05-10,76.7621,77.797,75.4585,77.0706,213291.0
2022-05-11,77.2099,78.4339,75.7372,75.976,216699.0
2022-05-12,75.7869,77.5632,75.0904,77.4886,189166.0
2022-05-13,77.807,79.2001,77.2945,78.414,231993.0
2022-05-14,77.807,79.2001,77.2945,78.414,231993.0
2022-05-15,77.807,79.2001,77.2945,78.414,231993.0
2022-05-16,77.9961,78.8319,77.5284,78.2349,149316.0
2022-05-17,79.1404,81.5386,78.7424,81.1406,190227.0
2022-05-18,80.3246,80.8271,78.016,78.7324,249867.0
2022-05-19,78.2349,79.8022,77.8518,78.5434,178330.0
2022-05-20,78.8021,79.6529,76.5559,78.6429,211922.0
2022-05-21,78.8021,79.6529,76.5559,78.6429,211922.0
2022-05-22,78.8021,79.6529,76.5559,78.6429,211922.0
2022-05-23,79.5285,80.5435,77.4288,79.0409,326421.0
2022-05-24,78.9315,78.9315,76.797,78.1652,237159.0
2022-05-25,78.215,79.827,77.6179,79.0807,169485.0
2022-05-26,79.7176,81.1107,77.7075,80.2052,195195.0
2022-05-27,80.9117,82.066,79.2101,82.0063,163593.0
2022-05-28,80.9117,82.066,79.2101,82.0063,163593.0
