,STX US Equity,STX US Equity,STX US Equity,STX US Equity,STX US Equity
2021-03-02,65.7737,66.677,65.0726,65.1805,2241662.0
2021-03-03,66.2231,68.7127,65.9894,68.2543,5505508.0
2021-03-04,65.4321,66.0163,63.2391,64.3626,8329093.0
2021-03-05,65.504,66.5107,63.9851,65.9534,4810471.0
2021-03-06,65.504,66.5107,63.9851,65.9534,4810471.0
2021-03-07,65.504,66.5107,63.9851,65.9534,4810471.0
2021-03-08,66.295,67.6971,65.504,67.014,4064871.0
2021-03-09,67.796,68.4925,67.1129,67.5443,3097192.0
2021-03-10,68.1465,68.2094,66.987,67.3466,2122515.0
2021-03-11,68.1015,70.1059,67.8768,69.4318,2712425.0
2021-03-12,69.1981,69.3523,68.5195,69.0093,2614510.0
2021-03-13,69.1981,69.3523,68.5195,69.0093,2614510.0
2021-03-14,69.1981,69.3523,68.5195,69.0093,2614510.0
2021-03-15,69.3239,69.4138,66.7354,67.778,2650985.0
2021-03-16,67.4904,68.2993,67.1398,67.8409,2454328.0
2021-03-17,69.1082,70.1418,67.8049,70.0879,3426710.0
2021-03-18,69.0183,69.1082,66.0793,66.3938,4150704.0
2021-03-19,66.7174,67.9667,66.4657,67.0769,9605222.0
2021-03-20,66.7174,67.9667,66.4657,67.0769,9605222.0
2021-03-21,66.7174,67.9667,66.4657,67.0769,9605222.0
2021-03-22,67.9218,68.8386,67.6432,68.2543,3088325.0
2021-03-23,67.1129,67.6342,64.4255,65.2524,2921692.0
2021-03-24,65.6556,66.2051,64.039,64.1109,1936771.0
2021-03-25,63.8053,65.8995,63.3919,65.5939,2680740.0
2021-03-26,65.513,68.3802,65.2434,68.3262,2832589.0
2021-03-27,65.513,68.3802,65.2434,68.3262,2832589.0
2021-03-28,65.513,68.3802,65.2434,68.3262,2832589.0
2021-03-29,68.0372,69.3239,67.4814,67.6162,2365531.0
2021-03-30,67.4814,68.2858,67.1803,68.0386,1913577.0
2021-03-31,68.1555,69.6834,67.796,68.9824,2765169.0
2021-04-01,69.4407,70.5552,69.0273,70.5463,3178767.0
2021-04-02,69.4407,70.5552,69.0273,70.5463,3178767.0
2021-04-03,69.4407,70.5552,69.0273,70.5463,3178767.0
2021-04-04,69.4407,70.5552,69.0273,70.5463,3178767.0
2021-04-05,71.0586,71.7776,70.7889,71.1844,2188820.0
2021-04-06,70.6991,71.3102,70.1165,70.753,2314180.0
2021-04-07,70.8968,71.7237,70.717,70.9687,1680896.0
2021-04-08,71.8944,72.0293,70.3305,71.9034,2302375.0
2021-04-09,71.8315,72.5955,71.3642,72.3798,2022469.0
2021-04-10,71.8315,72.5955,71.3642,72.3798,2022469.0
2021-04-11,71.8315,72.5955,71.3642,72.3798,2022469.0
2021-04-12,72.6494,72.6494,71.2114,71.8225,1954548.0
2021-04-13,72.3169,72.3528,70.762,71.8855,2465381.0
2021-04-14,71.9124,72.5236,71.0496,72.1551,3445107.0
2021-04-15,72.3708,73.3864,71.9933,73.0988,2534983.0
2021-04-16,73.3595,74.465,73.0988,73.7639,5786311.0
2021-04-17,73.3595,74.465,73.0988,73.7639,5786311.0
2021-04-18,73.3595,74.465,73.0988,73.7639,5786311.0
2021-04-19,73.6426,74.7526,73.2876,73.9976,3111530.0
2021-04-20,74.1684,75.2469,73.9707,74.0695,2832463.0
2021-04-21,74.2133,75.4627,73.3415,75.3908,2646447.0
2021-04-22,75.6065,76.4603,74.7167,75.5705,4529337.0
2021-04-23,75.0402,80.1903,74.7796,80.1274,4341753.0
2021-04-24,75.0402,80.1903,74.7796,80.1274,4341753.0
2021-04-25,75.0402,80.1903,74.7796,80.1274,4341753.0
2021-04-26,80.5139,84.2663,80.5139,83.8304,5177895.0
2021-04-27,83.3451,85.0258,83.3271,84.6933,3829519.0
2021-04-28,85.0797,85.7898,84.4955,85.5651,2972947.0
2021-04-29,86.1044,87.2908,84.8011,87.0301,3231448.0
2021-04-30,87.1919,87.2728,82.9856,83.4439,4829556.0
2021-05-01,87.1919,87.2728,82.9856,83.4439,4829556.0
2021-05-02,87.1919,87.2728,82.9856,83.4439,4829556.0
2021-05-03,84.4865,84.4865,81.7272,82.3294,3622954.0
2021-05-04,81.916,81.916,78.0781,79.5252,5893023.0
2021-05-05,80.2982,80.4959,78.4826,79.4803,3837016.0
2021-05-06,79.9117,80.9004,78.905,80.8824,3609666.0
2021-05-07,80.9453,82.671,79.4353,82.2935,4634851.0
2021-05-08,80.9453,82.671,79.4353,82.2935,4634851.0
2021-05-09,80.9453,82.671,79.4353,82.2935,4634851.0
2021-05-10,83.1024,83.1383,79.8308,80.8824,4500417.0
2021-05-11,78.8511,80.0959,76.9816,77.9793,5254482.0
2021-05-12,77.2063,77.9253,75.3997,75.8671,3179243.0
2021-05-13,76.4064,78.8871,76.2446,78.3118,3082518.0
2021-05-14,79.5432,89.0434,79.4713,88.0547,9345412.0
2021-05-15,79.5432,89.0434,79.4713,88.0547,9345412.0
2021-05-16,79.5432,89.0434,79.4713,88.0547,9345412.0
2021-05-17,87.4166,95.4698,87.3717,93.6812,10344524.0
2021-05-18,94.1486,94.508,90.3107,90.9309,4535964.0
2021-05-19,85.182,89.8074,82.4013,89.4838,4625443.0
2021-05-20,90.7781,91.6769,85.8347,87.0211,3285672.0
2021-05-21,85.3763,86.7695,83.9293,84.4146,3355018.0
2021-05-22,85.3763,86.7695,83.9293,84.4146,3355018.0
2021-05-23,85.3763,86.7695,83.9293,84.4146,3355018.0
2021-05-24,85.5831,89.5198,84.4506,88.2165,3465630.0
2021-05-25,88.2255,88.4682,83.6596,84.0371,3244690.0
2021-05-26,85.0168,87.0121,84.2439,86.9942,2589415.0
2021-05-27,87.3357,88.0817,86.0774,86.6706,3255190.0
2021-05-28,88.1266,88.1266,85.3404,86.0594,2333616.0
2021-05-29,88.1266,88.1266,85.3404,86.0594,2333616.0
2021-05-30,88.1266,88.1266,85.3404,86.0594,2333616.0
2021-05-31,88.1266,88.1266,85.3404,86.0594,2333616.0
2021-06-01,88.2165,88.8637,86.7425,88.3064,2214848.0
2021-06-02,88.8726,90.2298,87.6773,88.1087,2157455.0
2021-06-03,86.6436,88.0727,86.3381,87.6952,1391980.0
2021-06-04,88.1806,89.4389,87.83,89.0884,1250013.0
2021-06-05,88.1806,89.4389,87.83,89.0884,1250013.0
2021-06-06,88.1806,89.4389,87.83,89.0884,1250013.0
2021-06-07,89.6122,89.6456,87.7581,88.6659,1734402.0
2021-06-08,89.0614,90.9489,87.0751,90.6253,3200671.0
2021-06-09,91.3623,91.3623,89.2501,89.2771,2284656.0
2021-06-10,89.6097,90.014,87.0211,87.5964,2105448.0
2021-06-11,87.9828,89.2951,86.3021,86.9762,2318443.0
2021-06-12,87.9828,89.2951,86.3021,86.9762,2318443.0
2021-06-13,87.9828,89.2951,86.3021,86.9762,2318443.0
2021-06-14,86.9672,87.1919,84.5135,85.0797,2018746.0
2021-06-15,85.4932,86.0145,84.2798,84.4326,1382754.0
2021-06-16,84.2618,84.7292,83.0305,83.3091,1840044.0
2021-06-17,82.689,83.2013,78.7522,79.8308,3802861.0
2021-06-18,78.4422,78.9769,76.3974,76.667,4831656.0
2021-06-19,78.4422,78.9769,76.3974,76.667,4831656.0
2021-06-20,78.4422,78.9769,76.3974,76.667,4831656.0
2021-06-21,77.6498,77.8984,76.1098,76.676,2641813.0
2021-06-22,76.694,76.721,75.22,75.948,2459802.0
2021-06-23,76.2087,77.2872,75.4357,76.1817,2263740.0
2021-06-24,78.0781,78.0781,76.8468,77.6467,2002740.0
2021-06-25,77.5119,78.8241,77.3861,77.7456,1727859.0
2021-06-26,77.5119,78.8241,77.3861,77.7456,1727859.0
2021-06-27,77.5119,78.8241,77.3861,77.7456,1727859.0
2021-06-28,77.7456,78.2938,77.2962,77.4849,1428505.0
2021-06-29,77.7456,78.9318,77.5658,78.8062,1739842.0
2021-06-30,79.5791,79.8128,78.2489,79.0309,1533779.0
2021-07-01,79.1837,79.4443,77.7366,77.8534,1648872.0
2021-07-02,78.1376,78.3478,77.1074,78.222,1294859.0
2021-07-03,78.1376,78.3478,77.1074,78.222,1294859.0
2021-07-04,78.1376,78.3478,77.1074,78.222,1294859.0
2021-07-05,78.1376,78.3478,77.1074,78.222,1294859.0
2021-07-06,77.9343,78.7433,76.5053,76.9636,1729056.0
2021-07-07,77.3501,79.1522,76.8827,78.932,2161819.0
2021-07-08,76.4019,79.0758,76.0199,77.7456,1894375.0
2021-07-09,78.6803,79.642,78.2273,79.0578,1437257.0
2021-07-10,78.6803,79.642,78.2273,79.0578,1437257.0
2021-07-11,78.6803,79.642,78.2273,79.0578,1437257.0
2021-07-12,79.4982,80.3791,78.8826,79.9746,1384253.0
2021-07-13,79.0983,80.2577,78.6803,79.5432,1584179.0
2021-07-14,80.442,81.188,79.8488,80.5498,1500139.0
2021-07-15,81.4037,81.5385,76.8108,77.431,2136268.0
2021-07-16,77.6467,78.1815,75.5615,75.9121,1612020.0
2021-07-17,77.6467,78.1815,75.5615,75.9121,1612020.0
2021-07-18,77.6467,78.1815,75.5615,75.9121,1612020.0
2021-07-19,74.6448,75.8941,73.8179,75.7593,1938060.0
2021-07-20,75.7233,77.3052,75.5525,76.8378,2470515.0
2021-07-21,73.4763,75.4896,70.8788,74.2403,6407581.0
2021-07-22,74.1324,75.3458,73.6651,74.7256,2309882.0
2021-07-23,74.7886,76.9367,74.7526,76.8288,2723169.0
2021-07-24,74.7886,76.9367,74.7526,76.8288,2723169.0
2021-07-25,74.7886,76.9367,74.7526,76.8288,2723169.0
2021-07-26,77.0535,78.4646,77.0535,77.5389,2467321.0
2021-07-27,77.2782,77.3456,74.7167,76.5592,2111675.0
2021-07-28,76.5951,78.2522,76.4963,77.8355,1436913.0
2021-07-29,78.8504,78.8504,77.0715,78.3747,1011183.0
2021-07-30,77.9722,79.9476,77.7585,79.0039,3085135.0
2021-07-31,77.9722,79.9476,77.7585,79.0039,3085135.0
2021-08-01,77.9722,79.9476,77.7585,79.0039,3085135.0
2021-08-02,79.678,80.2352,78.932,79.5432,2174076.0
2021-08-03,79.687,81.88,79.2556,81.2689,1962337.0
2021-08-04,80.8374,81.2329,79.9979,80.2802,1617052.0
2021-08-05,80.7116,81.8845,80.451,81.7003,1784042.0
2021-08-06,82.1047,83.7494,82.0957,82.8238,1472079.0
2021-08-07,82.1047,83.7494,82.0957,82.8238,1472079.0
2021-08-08,82.1047,83.7494,82.0957,82.8238,1472079.0
2021-08-09,82.5451,83.7046,82.0957,83.1563,1044545.0
2021-08-10,83.4709,84.2888,82.9145,83.381,1547220.0
2021-08-11,83.408,84.7472,82.5092,84.6034,1704499.0
2021-08-12,84.918,84.918,80.8464,81.6374,2058680.0
2021-08-13,81.2599,82.4643,80.9857,81.197,1347439.0
2021-08-14,81.2599,82.4643,80.9857,81.197,1347439.0
2021-08-15,81.2599,82.4643,80.9857,81.197,1347439.0
2021-08-16,82.4822,83.0395,81.4306,81.5295,1790541.0
2021-08-17,80.5318,81.925,79.9836,81.0801,1255559.0
2021-08-18,81.0832,81.6464,79.9746,80.0195,1384189.0
2021-08-19,79.1657,79.8038,78.6084,79.2196,1435124.0
2021-08-20,79.3904,80.4599,79.0848,80.388,1269867.0
2021-08-21,79.3904,80.4599,79.0848,80.388,1269867.0
2021-08-22,79.3904,80.4599,79.0848,80.388,1269867.0
2021-08-23,80.9543,82.9945,80.8554,82.3834,1255059.0
2021-08-24,81.5205,81.9348,76.1188,77.3591,5323324.0
2021-08-25,77.2063,80.4689,77.2063,78.0961,3235582.0
2021-08-26,78.1321,78.3737,76.0738,76.1637,2324985.0
2021-08-27,76.2716,78.2849,76.2536,77.5748,1659080.0
2021-08-28,76.2716,78.2849,76.2536,77.5748,1659080.0
2021-08-29,76.2716,78.2849,76.2536,77.5748,1659080.0
2021-08-30,77.6108,78.4377,77.0985,78.0512,1484258.0
2021-08-31,78.204,79.296,77.7905,78.7253,1896892.0
2021-09-01,79.2915,79.2915,77.2951,78.3658,2051908.0
2021-09-02,79.0129,80.5318,78.5994,80.442,1630137.0
2021-09-03,80.5678,81.5655,80.388,81.179,1484663.0
2021-09-04,80.5678,81.5655,80.388,81.179,1484663.0
2021-09-05,80.5678,81.5655,80.388,81.179,1484663.0
2021-09-06,80.5678,81.5655,80.388,81.179,1484663.0
2021-09-07,81.4756,81.6104,79.0668,79.1477,1811197.0
2021-09-08,77.6557,77.6827,74.9324,75.7952,3542930.0
2021-09-09,75.8926,79.6331,75.8222,78.5006,4818427.0
2021-09-10,78.4017,79.0938,75.1481,75.4267,3662680.0
2021-09-11,78.4017,79.0938,75.1481,75.4267,3662680.0
2021-09-12,78.4017,79.0938,75.1481,75.4267,3662680.0
2021-09-13,75.3818,76.2042,74.7526,75.4447,1856231.0
2021-09-14,75.2082,76.3794,73.7639,74.3571,2100099.0
2021-09-15,74.5818,75.849,74.3751,75.8132,1867168.0
2021-09-16,75.6334,77.3052,75.6155,76.2356,1782604.0
2021-09-17,75.7143,76.5592,75.0672,75.2649,4437530.0
2021-09-18,75.7143,76.5592,75.0672,75.2649,4437530.0
2021-09-19,75.7143,76.5592,75.0672,75.2649,4437530.0
2021-09-20,73.9796,74.6358,73.0898,74.5549,2267001.0
2021-09-21,75.2798,75.3432,73.6578,73.9115,1697744.0
2021-09-22,74.7995,76.0409,74.4371,75.1529,1504776.0
2021-09-23,75.6331,77.6945,75.4791,77.0557,1564550.0
2021-09-24,77.0991,78.1612,76.4305,77.9981,1247577.0
2021-09-25,77.0991,78.1612,76.4305,77.9981,1247577.0
2021-09-26,77.0991,78.1612,76.4305,77.9981,1247577.0
2021-09-27,77.9165,79.9553,77.6447,78.7502,1250195.0
2021-09-28,78.1612,78.8408,76.0137,76.2946,2114440.0
2021-09-29,76.059,76.5574,74.7361,75.2979,1578847.0
2021-09-30,75.6875,75.8687,74.7361,74.7723,1228632.0
2021-10-01,75.8144,77.0376,73.7031,76.4849,1655628.0
2021-10-02,75.8144,77.0376,73.7031,76.4849,1655628.0
2021-10-03,75.8144,77.0376,73.7031,76.4849,1655628.0
2021-10-04,76.3218,77.6628,75.7328,76.2402,2131665.0
2021-10-05,76.503,77.7263,75.0532,77.1554,2084958.0
2021-10-06,73.5491,74.2558,71.909,73.0417,4414089.0
2021-10-07,73.7212,74.872,73.096,74.1018,2111259.0
2021-10-08,74.5096,74.7995,72.344,72.4255,1985705.0
2021-10-09,74.5096,74.7995,72.344,72.4255,1985705.0
2021-10-10,74.5096,74.7995,72.344,72.4255,1985705.0
2021-10-11,72.353,74.496,72.2171,73.9659,2514382.0
2021-10-12,74.2558,74.3918,70.8579,71.5919,2558116.0
2021-10-13,71.7912,72.7608,71.3654,72.0993,1357399.0
2021-10-14,72.942,75.6513,72.7789,74.7542,2105233.0
2021-10-15,74.718,75.4791,74.0474,74.2921,1733209.0
2021-10-16,74.718,75.4791,74.0474,74.2921,1733209.0
2021-10-17,74.718,75.4791,74.0474,74.2921,1733209.0
2021-10-18,73.7484,74.4944,73.2048,73.6125,1911840.0
2021-10-19,73.6216,73.8572,72.344,73.5038,2425549.0
2021-10-20,73.6034,74.4727,72.9239,72.9692,1983381.0
2021-10-21,72.6248,74.5277,72.344,74.5186,2606339.0
2021-10-22,78.3787,80.6168,77.1101,79.0401,5172784.0
2021-10-23,78.3787,80.6168,77.1101,79.0401,5172784.0
2021-10-24,78.3787,80.6168,77.1101,79.0401,5172784.0
2021-10-25,80.2732,81.4323,79.3573,80.7889,3979565.0
2021-10-26,79.5204,80.6439,77.8712,79.8013,3877244.0
2021-10-27,80.3449,80.6439,79.321,79.765,2154447.0
2021-10-28,80.1818,81.541,80.1818,81.1423,1766114.0
2021-10-29,79.9644,81.1332,79.5204,80.7074,2702318.0
2021-10-30,79.9644,81.1332,79.5204,80.7074,2702318.0
2021-10-31,79.9644,81.1332,79.5204,80.7074,2702318.0
2021-11-01,81.1423,84.4949,81.0607,83.2717,2293363.0
2021-11-02,83.4801,83.4891,81.994,83.1992,1754589.0
2021-11-03,83.5435,85.9175,83.2807,84.6852,2722302.0
2021-11-04,85.1745,86.3796,84.8392,86.3524,1376062.0
2021-11-05,86.7149,88.219,86.5608,87.6663,1636896.0
2021-11-06,86.7149,88.219,86.5608,87.6663,1636896.0
2021-11-07,86.7149,88.219,86.5608,87.6663,1636896.0
2021-11-08,88.0016,88.9258,87.8928,88.5452,1275479.0
2021-11-09,88.518,90.1581,87.7932,89.9678,2631933.0
2021-11-10,89.8682,91.2183,88.962,89.7232,1876487.0
2021-11-11,89.841,96.664,89.7957,95.3773,5507448.0
2021-11-12,95.9935,105.9516,95.6854,97.9688,7778512.0
2021-11-13,95.9935,105.9516,95.6854,97.9688,7778512.0
2021-11-14,95.9935,105.9516,95.6854,97.9688,7778512.0
2021-11-15,98.0322,98.1319,95.3275,95.7398,3037383.0
2021-11-16,96.1294,96.4556,93.6285,93.9275,2918095.0
2021-11-17,93.9366,94.6887,90.9374,91.4176,3194794.0
2021-11-18,91.9069,92.368,90.8377,91.7438,2736759.0
2021-11-19,92.3147,93.1664,91.2001,91.3179,1831377.0
2021-11-20,92.3147,93.1664,91.2001,91.3179,1831377.0
2021-11-21,92.3147,93.1664,91.2001,91.3179,1831377.0
2021-11-22,91.6061,93.9546,91.1911,92.0791,2405483.0
2021-11-23,92.36,93.7553,90.6202,92.0428,2040705.0
2021-11-24,91.6804,92.1878,91.0642,91.5535,1644727.0
2021-11-25,91.6804,92.1878,91.0642,91.5535,1644727.0
2021-11-26,89.9044,90.9374,88.8624,89.3607,1345398.0
2021-11-27,89.9044,90.9374,88.8624,89.3607,1345398.0
2021-11-28,89.9044,90.9374,88.8624,89.3607,1345398.0
2021-11-29,91.3089,94.6251,91.2364,94.29,2425401.0
2021-11-30,93.2842,94.8971,92.099,93.0305,4115864.0
2021-12-01,94.3822,98.2678,93.9728,94.0906,3058007.0
2021-12-02,93.5923,96.1475,92.9852,95.2414,2016155.0
2021-12-03,94.0272,96.3378,93.411,95.5132,3038417.0
2021-12-04,94.0272,96.3378,93.411,95.5132,3038417.0
2021-12-05,94.0272,96.3378,93.411,95.5132,3038417.0
2021-12-06,94.9061,95.477,92.0609,93.8641,1937783.0
2021-12-07,95.2414,99.1195,94.4984,98.3312,2593153.0
2021-12-08,98.6212,98.7662,94.6524,95.776,2301043.0
2021-12-09,95.4679,96.2109,93.1755,93.2661,1519796.0
2021-12-10,93.7916,94.2175,92.1062,94.1541,1213986.0
2021-12-11,93.7916,94.2175,92.1062,94.1541,1213986.0
2021-12-12,93.7916,94.2175,92.1062,94.1541,1213986.0
2021-12-13,93.9457,94.0363,91.2907,92.1334,1458898.0
2021-12-14,91.5626,92.9836,90.6746,92.8221,1824066.0
2021-12-15,93.0758,94.8699,91.1548,94.7158,1610947.0
2021-12-16,95.5313,96.7138,94.2265,94.7883,2084019.0
2021-12-17,94.1812,95.4181,92.9128,94.6977,4205473.0
2021-12-18,94.1812,95.4181,92.9128,94.6977,4205473.0
2021-12-19,94.1812,95.4181,92.9128,94.6977,4205473.0
2021-12-20,94.1359,96.0388,93.4654,95.2595,1986852.0
2021-12-21,98.0964,99.6836,96.5,99.6288,2088558.0
2021-12-22,98.8444,100.6596,97.8318,100.6231,1583807.0
2021-12-23,100.9333,102.338,100.7964,101.6356,1105597.0
2021-12-24,100.9333,102.338,100.7964,101.6356,1105597.0
2021-12-25,100.9333,102.338,100.7964,101.6356,1105597.0
2021-12-26,100.9333,102.338,100.7964,101.6356,1105597.0
2021-12-27,101.7816,103.9435,101.7177,103.6333,849250.0
2021-12-28,103.9891,104.2536,103.0769,103.8431,753234.0
2021-12-29,104.0803,106.1327,104.0803,104.9013,1456210.0
2021-12-30,104.8921,105.7027,103.6926,103.7884,1446732.0
2021-12-31,103.7063,105.0199,102.8489,103.0587,1060187.0
2022-01-01,103.7063,105.0199,102.8489,103.0587,1060187.0
2022-01-02,103.7063,105.0199,102.8489,103.0587,1060187.0
2022-01-03,103.1043,104.3631,101.7816,103.2228,1421815.0
2022-01-04,103.6972,106.2695,103.3506,105.8317,1590135.0
2022-01-05,105.7861,107.3368,104.2627,104.6367,2276291.0
2022-01-06,104.6002,105.3574,102.183,102.5113,1644125.0
2022-01-07,102.1647,102.7576,100.3662,101.216,1501537.0
2022-01-08,102.1647,102.7576,100.3662,101.216,1501537.0
2022-01-09,102.1647,102.7576,100.3662,101.216,1501537.0
2022-01-10,100.3403,104.5182,99.7292,104.3722,2566067.0
2022-01-11,104.2171,104.9013,99.0907,101.9093,2403491.0
2022-01-12,102.7941,104.3996,102.1282,103.2867,1286306.0
2022-01-13,103.9891,104.1852,100.7326,101.1066,1195070.0
2022-01-14,100.4589,101.6356,98.6528,99.6106,1288037.0
2022-01-15,100.4589,101.6356,98.6528,99.6106,1288037.0
2022-01-16,100.4589,101.6356,98.6528,99.6106,1288037.0
2022-01-17,100.4589,101.6356,98.6528,99.6106,1288037.0
2022-01-18,98.6437,98.817,95.7977,96.199,1580167.0
2022-01-19,96.7372,97.0017,93.125,93.3713,2063177.0
2022-01-20,94.7213,94.8581,91.4374,91.6107,2158122.0
2022-01-21,90.5088,90.8126,86.8856,87.1319,2735430.0
2022-01-22,90.5088,90.8126,86.8856,87.1319,2735430.0
2022-01-23,90.5088,90.8126,86.8856,87.1319,2735430.0
2022-01-24,85.4626,88.8399,83.8526,88.6279,3036807.0
2022-01-25,86.7944,87.9255,83.8207,86.4569,2324861.0
2022-01-26,89.2482,90.2561,86.2015,87.8525,3665570.0
2022-01-27,97.8683,106.7529,93.5172,94.5753,11945364.0
2022-01-28,93.5993,97.7862,91.8205,97.622,3850937.0
2022-01-29,93.5993,97.7862,91.8205,97.622,3850937.0
2022-01-30,93.5993,97.7862,91.8205,97.622,3850937.0
2022-01-31,97.1477,99.9663,96.8923,97.7406,3820634.0
2022-02-01,97.7406,99.191,96.2401,98.4795,1931821.0
2022-02-02,98.5798,100.9013,98.0052,100.6961,2075065.0
2022-02-03,99.0724,100.2947,98.6072,98.671,1565525.0
2022-02-04,98.3427,100.2491,97.4214,99.1727,1297367.0
2022-02-05,98.3427,100.2491,97.4214,99.1727,1297367.0
2022-02-06,98.3427,100.2491,97.4214,99.1727,1297367.0
2022-02-07,100.012,100.3768,98.9721,99.8295,1374149.0
2022-02-08,99.9937,101.2525,99.1454,101.0154,1284325.0
2022-02-09,102.3472,102.502,100.5775,102.2377,1227387.0
2022-02-10,101.0883,103.533,99.939,100.4133,1794257.0
2022-02-11,100.8694,101.8363,98.6254,99.1636,1734450.0
2022-02-12,100.8694,101.8363,98.6254,99.1636,1734450.0
2022-02-13,100.8694,101.8363,98.6254,99.1636,1734450.0
2022-02-14,98.8444,99.0998,96.1625,96.8102,1809452.0
2022-02-15,98.3518,100.7052,97.6494,100.2674,1204834.0
2022-02-16,99.793,102.7394,99.5103,102.0279,1329177.0
2022-02-17,101.7725,102.7394,100.988,101.4258,1221860.0
2022-02-18,101.0062,101.2343,98.9194,99.0998,1906493.0
2022-02-19,101.0062,101.2343,98.9194,99.0998,1906493.0
2022-02-20,101.0062,101.2343,98.9194,99.0998,1906493.0
2022-02-21,101.0062,101.2343,98.9194,99.0998,1906493.0
2022-02-22,97.7953,98.8854,96.1808,97.9231,3470766.0
2022-02-23,98.4977,99.0907,95.3461,95.6243,2818088.0
2022-02-24,91.5834,94.2542,90.6985,94.101,2948608.0
2022-02-25,94.475,95.8159,93.499,95.6882,1911323.0
2022-02-26,94.475,95.8159,93.499,95.6882,1911323.0
2022-02-27,94.475,95.8159,93.499,95.6882,1911323.0
2022-02-28,94.1192,95.3563,92.6597,94.101,2011904.0
2022-03-01,93.7726,95.1135,91.2687,91.784,1672342.0
2022-03-02,92.4956,96.7737,92.418,96.4179,1651953.0
2022-03-03,96.6551,97.2572,94.9585,95.4693,950947.0
2022-03-04,94.2105,95.2321,92.8832,94.1192,1591937.0
2022-03-05,94.2105,95.2321,92.8832,94.1192,1591937.0
2022-03-06,94.2105,95.2321,92.8832,94.1192,1591937.0
2022-03-07,93.2892,95.2321,91.2185,91.3006,1541395.0
2022-03-08,91.7567,94.3838,82.3064,82.6166,5207502.0
2022-03-09,83.7112,84.067,79.5876,82.4524,3827291.0
2022-03-10,81.5037,81.9142,79.652,80.929,2047711.0
2022-03-11,81.5858,81.8595,78.6851,79.6611,1871151.0
2022-03-12,81.5858,81.8595,78.6851,79.6611,1871151.0
2022-03-13,81.5858,81.8595,78.6851,79.6611,1871151.0
2022-03-14,79.579,80.1172,77.0887,78.7672,2426258.0
2022-03-15,78.9405,81.1662,78.4844,80.8287,2165375.0
2022-03-16,81.6223,82.789,80.4,82.498,1853034.0
2022-03-17,82.0328,84.3224,81.1845,84.0122,1756215.0
2022-03-18,83.5744,86.2745,83.3281,86.0373,3945174.0
2022-03-19,83.5744,86.2745,83.3281,86.0373,3945174.0
2022-03-20,83.5744,86.2745,83.3281,86.0373,3945174.0
2022-03-21,86.166,87.0528,84.4015,84.7967,1267940.0
2022-03-22,85.0999,86.2242,84.089,86.0833,1445584.0
2022-03-23,85.8443,85.8443,83.4411,84.0063,1397270.0
2022-03-24,84.6129,86.3682,84.3464,86.313,1296187.0
2022-03-25,85.9638,85.9638,81.3596,83.556,2736499.0
2022-03-26,85.9638,85.9638,81.3596,83.556,2736499.0
2022-03-27,85.9638,85.9638,81.3596,83.556,2736499.0
2022-03-28,83.17,84.9897,82.9403,84.9069,1316917.0
2022-03-29,86.0741,87.0115,83.965,86.0649,1410269.0
2022-03-30,86.0741,86.4049,83.4365,83.9696,1160407.0
2022-03-31,84.2636,84.6266,82.5267,82.6186,2125553.0
2022-04-01,83.1608,83.4429,80.4773,82.1775,1834847.0
2022-04-02,83.1608,83.4429,80.4773,82.1775,1834847.0
2022-04-03,83.1608,83.4429,80.4773,82.1775,1834847.0
2022-04-04,82.6921,83.8317,82.2602,83.602,1111823.0
2022-04-05,83.3263,84.3647,80.6428,81.0104,1663335.0
2022-04-06,79.6594,80.413,78.6577,79.1264,1544344.0
2022-04-07,79.3929,79.9949,78.2212,79.5216,1476710.0
2022-04-08,79.2091,79.3653,77.9685,78.1523,1117506.0
2022-04-09,79.2091,79.3653,77.9685,78.1523,1117506.0
2022-04-10,79.2091,79.3653,77.9685,78.1523,1117506.0
2022-04-11,78.0512,78.3503,76.3234,77.6744,1376609.0
2022-04-12,78.5199,79.7881,76.2867,76.4153,1891227.0
2022-04-13,76.7002,77.7479,76.011,77.2884,1519427.0
2022-04-14,74.6049,76.0753,74.3384,74.8163,2806466.0
2022-04-15,74.6049,76.0753,74.3384,74.8163,2806466.0
2022-04-16,74.6049,76.0753,74.3384,74.8163,2806466.0
2022-04-17,74.6049,76.0753,74.3384,74.8163,2806466.0
2022-04-18,74.8071,76.5164,74.6876,75.6434,1909422.0
2022-04-19,74.9082,77.5963,74.6968,77.316,1865382.0
2022-04-20,78.1339,79.9134,77.8306,78.8139,1863105.0
2022-04-21,79.2367,79.8432,77.1138,77.4262,1310594.0
2022-04-22,77.077,77.2792,75.5607,75.7445,1564443.0
2022-04-23,77.077,77.2792,75.5607,75.7445,1564443.0
2022-04-24,77.077,77.2792,75.5607,75.7445,1564443.0
2022-04-25,74.9174,76.0569,74.2557,75.8547,2155296.0
2022-04-26,75.2666,75.3998,72.5555,72.822,2797568.0
2022-04-27,73.5205,77.9685,73.3091,75.0368,3259151.0
2022-04-28,75.0644,76.3878,73.5113,75.5147,2145948.0
2022-04-29,76.2591,78.0282,75.2528,75.3952,2798400.0
2022-04-30,76.2591,78.0282,75.2528,75.3952,2798400.0
2022-05-01,76.2591,78.0282,75.2528,75.3952,2798400.0
2022-05-02,75.4504,75.8364,73.5572,75.772,1960903.0
2022-05-03,76.2499,77.3803,75.3033,77.0954,2309863.0
