,WTS US Equity,WTS US Equity,WTS US Equity,WTS US Equity,WTS US Equity
2021-03-14,119.7227,121.3753,119.4,120.1627,154218.0
2021-03-15,119.5076,119.9476,117.3992,119.7618,151369.0
2021-03-16,119.7227,120.109,119.0871,119.4293,103713.0
2021-03-17,119.752,120.6224,118.5492,120.4561,122517.0
2021-03-18,120.2605,121.2531,117.3073,118.0407,114459.0
2021-03-19,117.7669,119.5858,116.3832,118.2265,502794.0
2021-03-20,117.7669,119.5858,116.3832,118.2265,502794.0
2021-03-21,117.7669,119.5858,116.3832,118.2265,502794.0
2021-03-22,117.6594,119.0528,114.7061,115.5862,105063.0
2021-03-23,114.5301,116.4761,112.9362,113.8847,103878.0
2021-03-24,115.0191,116.525,112.8677,112.8677,180316.0
2021-03-25,112.3005,115.068,111.2444,114.5595,167065.0
2021-03-26,115.6156,116.9846,114.5595,116.261,114357.0
2021-03-27,115.6156,116.9846,114.5595,116.261,114357.0
2021-03-28,115.6156,116.9846,114.5595,116.261,114357.0
2021-03-29,116.5152,118.3145,115.3124,116.2805,142802.0
2021-03-30,116.3099,117.7963,115.8112,116.9748,69573.0
2021-03-31,117.3464,120.0552,115.8992,116.1827,136201.0
2021-04-01,116.3588,117.894,115.6302,117.894,103630.0
2021-04-02,116.3588,117.894,115.6302,117.894,103630.0
2021-04-03,116.3588,117.894,115.6302,117.894,103630.0
2021-04-04,116.3588,117.894,115.6302,117.894,103630.0
2021-04-05,118.0407,118.6275,117.1998,117.9821,94137.0
2021-04-06,118.1776,119.4098,116.7157,117.0335,99209.0
2021-04-07,116.789,117.1166,114.1292,114.8235,85381.0
2021-04-08,115.1462,115.1462,113.9629,114.843,98878.0
2021-04-09,115.4591,116.085,114.5986,116.0556,81349.0
2021-04-10,115.4591,116.085,114.5986,116.0556,81349.0
2021-04-11,115.4591,116.085,114.5986,116.0556,81349.0
2021-04-12,116.4859,116.525,115.2244,116.5152,79863.0
2021-04-13,116.3588,116.3588,115.3418,115.5569,126029.0
2021-04-14,115.3907,117.278,115.3907,115.9872,71848.0
2021-04-15,116.525,117.3953,115.4591,117.1802,74461.0
2021-04-16,118.1092,118.647,116.9064,117.8745,122977.0
2021-04-17,118.1092,118.647,116.9064,117.8745,122977.0
2021-04-18,118.1092,118.647,116.9064,117.8745,122977.0
2021-04-19,117.2682,118.1385,116.349,117.7083,116164.0
2021-04-20,117.7474,117.8745,115.8454,117.2486,83540.0
2021-04-21,117.8158,119.5173,117.0726,119.5173,109995.0
2021-04-22,120.0161,120.8473,119.3218,119.576,96321.0
2021-04-23,120.7006,121.6589,119.6249,121.0917,238445.0
2021-04-24,120.7006,121.6589,119.6249,121.0917,238445.0
2021-04-25,120.7006,121.6589,119.6249,121.0917,238445.0
2021-04-26,121.6296,122.627,120.5735,121.0037,98285.0
2021-04-27,120.6419,120.9468,119.4684,120.4952,109485.0
2021-04-28,120.5832,121.6883,120.0845,120.8375,86298.0
2021-04-29,122.011,122.9693,121.1895,122.9693,133161.0
2021-04-30,122.2652,123.0915,121.3753,121.7958,224735.0
2021-05-01,122.2652,123.0915,121.3753,121.7958,224735.0
2021-05-02,122.2652,123.0915,121.3753,121.7958,224735.0
2021-05-03,122.9204,123.4973,120.6224,120.7006,179826.0
2021-05-04,121.0428,123.7809,120.6077,123.5365,118996.0
2021-05-05,126.9591,127.1057,121.9621,125.7954,166098.0
2021-05-06,126.6755,131.3889,126.0105,131.3889,205484.0
2021-05-07,131.0369,133.374,130.3523,133.3251,325989.0
2021-05-08,131.0369,133.374,130.3523,133.3251,325989.0
2021-05-09,131.0369,133.374,130.3523,133.3251,325989.0
2021-05-10,133.9901,137.2855,133.9901,135.9165,246947.0
2021-05-11,134.5768,135.9067,133.4131,134.039,377254.0
2021-05-12,133.6967,134.8799,129.6483,130.3034,253793.0
2021-05-13,130.9293,136.0632,130.9293,135.5156,181121.0
2021-05-14,136.3566,136.8651,134.6306,135.9165,89154.0
2021-05-15,136.3566,136.8651,134.6306,135.9165,89154.0
2021-05-16,136.3566,136.8651,134.6306,135.9165,89154.0
2021-05-17,135.3591,135.4813,132.7188,132.8068,88791.0
2021-05-18,132.533,132.533,130.1274,130.2056,99518.0
2021-05-19,129.2473,129.2864,127.7903,128.9442,111419.0
2021-05-20,128.4943,129.7363,127.6631,129.218,154243.0
2021-05-21,130.3621,131.0369,129.0909,129.8145,90078.0
2021-05-22,130.3621,131.0369,129.0909,129.8145,90078.0
2021-05-23,130.3621,131.0369,129.0909,129.8145,90078.0
2021-05-24,129.8243,130.1861,129.1104,129.57,59458.0
2021-05-25,129.5407,130.4012,129.3744,129.6483,333676.0
2021-05-26,130.411,132.8362,130.235,132.6015,185980.0
2021-05-27,134.3617,134.5964,133.5207,133.6576,146507.0
2021-05-28,137.41,137.41,133.1383,133.1481,174980.0
2021-05-29,137.41,137.41,133.1383,133.1481,174980.0
2021-05-30,137.41,137.41,133.1383,133.1481,174980.0
2021-05-31,137.41,137.41,133.1383,133.1481,174980.0
2021-06-01,133.7849,135.9796,133.0109,135.8522,141106.0
2021-06-02,136.1265,137.5962,134.9214,136.8613,432810.0
2021-06-03,136.1951,137.1161,135.0978,136.8221,195781.0
2021-06-04,136.7438,138.0664,136.7438,137.7921,65384.0
2021-06-05,136.7438,138.0664,136.7438,137.7921,65384.0
2021-06-06,136.7438,138.0664,136.7438,137.7921,65384.0
2021-06-07,138.1448,139.2127,137.6647,139.0266,107737.0
2021-06-08,139.0756,140.359,138.184,140.1043,96217.0
2021-06-09,140.1043,140.4472,138.8404,138.958,112209.0
2021-06-10,139.2813,139.7493,138.3506,139.0462,83039.0
2021-06-11,138.9776,139.9965,138.3897,139.8888,87257.0
2021-06-12,138.9776,139.9965,138.3897,139.8888,87257.0
2021-06-13,138.9776,139.9965,138.3897,139.8888,87257.0
2021-06-14,140.2905,140.2905,138.4877,138.9286,112778.0
2021-06-15,139.105,139.8006,137.7921,139.6144,312572.0
2021-06-16,139.3597,141.2212,137.8803,138.4583,114381.0
2021-06-17,138.3995,138.3995,134.5981,135.9502,81444.0
2021-06-18,134.8137,134.99,132.4035,132.4525,203510.0
2021-06-19,134.8137,134.99,132.4035,132.4525,203510.0
2021-06-20,134.8137,134.99,132.4035,132.4525,203510.0
2021-06-21,133.6771,136.8613,133.3734,136.3421,159804.0
2021-06-22,135.6269,138.1154,134.4316,137.7529,109579.0
2021-06-23,138.3995,140.6628,137.6059,139.0854,177771.0
2021-06-24,139.7026,140.0553,138.0607,139.3597,82897.0
2021-06-25,139.928,140.4668,138.7033,138.7033,375805.0
2021-06-26,139.928,140.4668,138.7033,138.7033,375805.0
2021-06-27,139.928,140.4668,138.7033,138.7033,375805.0
2021-06-28,138.282,141.6125,138.282,140.8979,91783.0
2021-06-29,141.8483,142.5047,141.5152,141.6229,95983.0
2021-06-30,140.7216,143.3179,140.7216,142.9554,88791.0
2021-07-01,143.1905,143.602,142.6223,143.3571,68900.0
2021-07-02,144.1997,144.8267,143.3718,143.7294,88769.0
2021-07-03,144.1997,144.8267,143.3718,143.7294,88769.0
2021-07-04,144.1997,144.8267,143.3718,143.7294,88769.0
2021-07-05,144.1997,144.8267,143.3718,143.7294,88769.0
2021-07-06,143.4551,143.4551,139.7222,141.6033,165129.0
2021-07-07,141.0253,143.7,141.0253,142.975,115775.0
2021-07-08,140.9763,142.1324,139.9427,140.6628,105366.0
2021-07-09,142.6125,143.8764,141.956,141.9658,77536.0
2021-07-10,142.6125,143.8764,141.956,141.9658,77536.0
2021-07-11,142.6125,143.8764,141.956,141.9658,77536.0
2021-07-12,141.0351,144.8071,141.0351,144.4348,144320.0
2021-07-13,144.2193,144.6014,142.9358,143.1513,73163.0
2021-07-14,142.9652,144.6504,141.5347,142.6027,80130.0
2021-07-15,142.3087,142.6615,140.0455,140.8391,71106.0
2021-07-16,142.2696,144.8953,139.4773,139.7516,119151.0
2021-07-17,142.2696,144.8953,139.4773,139.7516,119151.0
2021-07-18,142.2696,144.8953,139.4773,139.7516,119151.0
2021-07-19,137.6059,140.1435,136.7046,139.1735,149173.0
2021-07-20,139.5948,144.0625,139.5948,142.2304,137200.0
2021-07-21,143.0534,144.9964,143.0534,143.7588,164214.0
2021-07-22,143.5922,144.7581,141.5152,141.9854,110341.0
2021-07-23,142.3577,143.4649,141.3388,143.3081,131929.0
2021-07-24,142.3577,143.4649,141.3388,143.3081,131929.0
2021-07-25,142.3577,143.4649,141.3388,143.3081,131929.0
2021-07-26,143.9449,144.2193,142.5929,143.6216,71856.0
2021-07-27,142.5145,144.3515,141.9266,142.8966,57992.0
2021-07-28,143.7,144.376,141.0498,143.2395,119135.0
2021-07-29,144.3466,146.12,144.3466,146.12,87711.0
2021-07-30,146.0024,147.8051,145.7477,147.7072,126607.0
2021-07-31,146.0024,147.8051,145.7477,147.7072,126607.0
2021-08-01,146.0024,147.8051,145.7477,147.7072,126607.0
2021-08-02,148.3244,150.568,147.1977,148.1187,205085.0
2021-08-03,148.197,152.6059,147.8639,152.3414,197274.0
2021-08-04,150.9306,153.5465,150.4995,152.8901,93790.0
2021-08-05,154.9573,158.8077,153.9874,156.4563,129598.0
2021-08-06,158.1611,160.4537,156.8433,160.4537,121940.0
2021-08-07,158.1611,160.4537,156.8433,160.4537,121940.0
2021-08-08,158.1611,160.4537,156.8433,160.4537,121940.0
2021-08-09,160.297,160.7134,158.0631,159.278,103614.0
2021-08-10,159.3662,160.8554,158.3277,159.4446,148653.0
2021-08-11,159.6993,160.9632,156.7601,160.9044,146188.0
2021-08-12,160.9044,160.9044,159.1801,160.8554,83059.0
2021-08-13,161.2571,161.8058,160.0373,160.8848,69278.0
2021-08-14,161.2571,161.8058,160.0373,160.8848,69278.0
2021-08-15,161.2571,161.8058,160.0373,160.8848,69278.0
2021-08-16,160.5909,162.5798,159.5817,162.4916,85400.0
2021-08-17,161.7666,161.7666,159.6013,161.649,79777.0
2021-08-18,161.4335,162.7463,159.2094,159.4152,96349.0
2021-08-19,157.8868,160.5321,157.8868,159.4544,105671.0
2021-08-20,160.199,161.8793,159.4838,161.7078,108075.0
2021-08-21,160.199,161.8793,159.4838,161.7078,108075.0
2021-08-22,160.199,161.8793,159.4838,161.7078,108075.0
2021-08-23,162.2761,163.1186,161.6784,161.9723,59393.0
2021-08-24,162.8835,163.0991,161.3933,162.3055,44987.0
2021-08-25,162.0213,163.491,162.0213,163.3146,69788.0
2021-08-26,162.7267,163.8045,161.7862,163.2166,60039.0
2021-08-27,163.9514,167.5765,163.3097,166.7927,154193.0
2021-08-28,163.9514,167.5765,163.3097,166.7927,154193.0
2021-08-29,163.9514,167.5765,163.3097,166.7927,154193.0
2021-08-30,167.5569,168.2486,166.5282,168.1742,97078.0
2021-08-31,168.5863,169.7148,167.821,168.3508,110940.0
2021-09-01,168.4686,168.4686,165.0048,166.5159,111884.0
2021-09-02,167.4187,168.0172,165.0833,165.623,131484.0
2021-09-03,166.2706,167.507,164.8969,166.0547,120015.0
2021-09-04,166.2706,167.507,164.8969,166.0547,120015.0
2021-09-05,166.2706,167.507,164.8969,166.0547,120015.0
2021-09-06,166.2706,167.507,164.8969,166.0547,120015.0
2021-09-07,166.0547,168.5471,165.1029,167.35,142704.0
2021-09-08,166.251,168.8807,165.8487,168.6256,90183.0
2021-09-09,169.0573,170.5782,168.2036,169.0868,194586.0
2021-09-10,170.4212,171.5055,168.341,169.8717,160376.0
2021-09-11,170.4212,171.5055,168.341,169.8717,160376.0
2021-09-12,170.4212,171.5055,168.341,169.8717,160376.0
2021-09-13,171.4417,172.1777,168.4293,171.3436,166384.0
2021-09-14,171.7361,172.9702,167.9485,168.8316,112021.0
2021-09-15,168.8316,172.9038,167.9976,172.8841,123817.0
2021-09-16,172.9038,172.9038,169.1358,169.7246,165662.0
2021-09-17,169.754,169.754,165.0244,166.2608,429232.0
2021-09-18,169.754,169.754,165.0244,166.2608,429232.0
2021-09-19,169.754,169.754,165.0244,166.2608,429232.0
2021-09-20,164.1806,164.8086,161.5312,164.681,123108.0
2021-09-21,165.8487,166.408,162.4045,162.6302,97473.0
2021-09-22,164.161,166.8005,163.739,165.3581,74664.0
2021-09-23,165.9076,169.1064,165.9076,167.9485,74204.0
2021-09-24,167.0262,169.4989,167.0262,167.4187,117690.0
2021-09-25,167.0262,169.4989,167.0262,167.4187,117690.0
2021-09-26,167.0262,169.4989,167.0262,167.4187,117690.0
2021-09-27,167.6345,171.952,167.4383,170.1857,133446.0
2021-09-28,169.2339,169.2339,167.193,167.7915,91176.0
2021-09-29,168.6256,172.7075,167.3892,170.853,118662.0
2021-09-30,171.5693,171.5693,164.7988,164.9361,123813.0
2021-10-01,165.2305,168.5078,163.0227,167.3402,164764.0
2021-10-02,165.2305,168.5078,163.0227,167.3402,164764.0
2021-10-03,165.2305,168.5078,163.0227,167.3402,164764.0
2021-10-04,167.6836,168.5275,164.8184,165.5052,158649.0
2021-10-05,165.5641,170.4899,165.1128,170.0778,122256.0
2021-10-06,169.7736,170.9855,167.0654,170.4801,132446.0
2021-10-07,171.8342,174.7289,171.8342,172.8351,232293.0
2021-10-08,172.8841,175.0625,171.7459,174.513,85687.0
2021-10-09,172.8841,175.0625,171.7459,174.513,85687.0
2021-10-10,172.8841,175.0625,171.7459,174.513,85687.0
2021-10-11,174.1499,175.3471,166.457,166.5944,171083.0
2021-10-12,167.4579,168.4391,164.9656,165.8291,167196.0
2021-10-13,166.614,167.1733,164.5436,166.1038,78365.0
2021-10-14,167.8602,171.3142,166.8888,170.7549,92981.0
2021-10-15,173.1098,174.6602,171.4663,173.728,198266.0
2021-10-16,173.1098,174.6602,171.4663,173.728,198266.0
2021-10-17,173.1098,174.6602,171.4663,173.728,198266.0
2021-10-18,172.8841,176.5638,172.4132,176.2498,74229.0
2021-10-19,177.2114,179.5762,176.1222,178.124,132727.0
2021-10-20,178.8304,179.8352,177.3586,179.0071,76051.0
2021-10-21,178.8108,181.7153,177.4861,181.519,72064.0
2021-10-22,182.2648,184.2469,181.9508,182.6965,84522.0
2021-10-23,182.2648,184.2469,181.9508,182.6965,84522.0
2021-10-24,182.2648,184.2469,181.9508,182.6965,84522.0
2021-10-25,182.0293,183.6679,181.3424,183.1086,92701.0
2021-10-26,183.3932,183.3932,178.7421,180.6654,120540.0
2021-10-27,181.0382,183.4717,179.2916,179.6252,97151.0
2021-10-28,180.2532,183.7847,180.2532,183.5404,86947.0
2021-10-29,183.5011,187.1121,182.304,186.4547,110520.0
2021-10-30,183.5011,187.1121,182.304,186.4547,110520.0
2021-10-31,183.5011,187.1121,182.304,186.4547,110520.0
2021-11-01,187.642,189.3002,185.6206,189.0647,95068.0
2021-11-02,189.5259,191.93,188.8783,191.93,105341.0
2021-11-03,191.4688,192.3225,187.7106,188.4662,177644.0
2021-11-04,194.9424,198.622,192.0183,196.9931,197404.0
2021-11-05,197.9646,203.1259,197.4151,202.9296,134197.0
2021-11-06,197.9646,203.1259,197.4151,202.9296,134197.0
2021-11-07,197.9646,203.1259,197.4151,202.9296,134197.0
2021-11-08,204.6762,205.4416,201.9288,203.8912,120603.0
2021-11-09,203.8912,205.0295,200.663,204.9019,90687.0
2021-11-10,204.4898,206.6878,203.9207,206.2756,112581.0
2021-11-11,206.3443,208.0222,200.8396,201.7423,117028.0
2021-11-12,202.7432,202.7432,199.4168,200.1625,142439.0
2021-11-13,202.7432,202.7432,199.4168,200.1625,142439.0
2021-11-14,202.7432,202.7432,199.4168,200.1625,142439.0
2021-11-15,200.6139,200.6139,197.6211,198.8967,96863.0
2021-11-16,198.8967,201.6835,198.1265,199.1617,108051.0
2021-11-17,198.779,200.9279,196.6693,200.8003,164775.0
2021-11-18,200.7611,203.0768,199.5542,201.9582,115665.0
2021-11-19,200.5845,200.6826,196.9146,198.4356,126944.0
2021-11-20,200.5845,200.6826,196.9146,198.4356,126944.0
2021-11-21,200.5845,200.6826,196.9146,198.4356,126944.0
2021-11-22,199.3972,203.7735,198.6988,199.4462,106255.0
2021-11-23,199.0636,200.8494,197.6408,200.398,80384.0
2021-11-24,199.5836,199.5836,194.2947,194.4812,126472.0
2021-11-25,199.5836,199.5836,194.2947,194.4812,126472.0
2021-11-26,189.7418,192.7946,188.1914,189.3493,91377.0
2021-11-27,189.7418,192.7946,188.1914,189.3493,91377.0
2021-11-28,189.7418,192.7946,188.1914,189.3493,91377.0
2021-11-29,191.2038,191.8416,188.6134,190.2815,121121.0
2021-11-30,189.3776,191.1757,183.9637,185.4179,145172.0
2021-12-01,188.6112,190.0261,181.9102,182.3425,126343.0
2021-12-02,183.2071,188.9649,183.1826,188.3754,98393.0
2021-12-03,188.5719,189.3088,184.8333,188.1199,119266.0
2021-12-04,188.5719,189.3088,184.8333,188.1199,119266.0
2021-12-05,188.5719,189.3088,184.8333,188.1199,119266.0
2021-12-06,190.2127,194.6146,190.0506,192.5512,153123.0
2021-12-07,194.6539,197.4935,194.6539,195.9116,90256.0
2021-12-08,196.452,196.452,190.7138,191.7357,158059.0
2021-12-09,190.5566,191.3427,188.4835,188.6505,138316.0
2021-12-10,189.8197,189.8197,185.1428,186.931,128340.0
2021-12-11,189.8197,189.8197,185.1428,186.931,128340.0
2021-12-12,189.8197,189.8197,185.1428,186.931,128340.0
2021-12-13,186.4889,187.1423,183.8261,184.8775,145213.0
2021-12-14,185.467,186.6756,181.1241,182.2934,165827.0
2021-12-15,183.3742,185.6635,181.3501,184.4648,224682.0
2021-12-16,185.7028,187.1767,181.2666,182.9025,127701.0
2021-12-17,180.6328,186.7247,180.5444,184.7792,601240.0
2021-12-18,180.6328,186.7247,180.5444,184.7792,601240.0
2021-12-19,180.6328,186.7247,180.5444,184.7792,601240.0
2021-12-20,182.932,182.932,176.8304,179.1197,182621.0
2021-12-21,181.3698,184.6024,180.2005,183.7279,101644.0
2021-12-22,183.777,185.6537,181.7824,184.6711,94760.0
2021-12-23,186.2432,186.99,184.4157,185.4375,168339.0
2021-12-24,186.2432,186.99,184.4157,185.4375,168339.0
2021-12-25,186.2432,186.99,184.4157,185.4375,168339.0
2021-12-26,186.2432,186.99,184.4157,185.4375,168339.0
2021-12-27,186.5183,188.9158,185.4474,188.8961,71852.0
2021-12-28,187.9234,190.5159,187.8153,189.4169,75399.0
2021-12-29,189.4758,192.6495,189.4758,192.2663,79894.0
2021-12-30,192.7969,194.5851,189.0091,189.633,68526.0
2021-12-31,188.9059,191.8045,188.6603,190.7826,56701.0
2022-01-01,188.9059,191.8045,188.6603,190.7826,56701.0
2022-01-02,188.9059,191.8045,188.6603,190.7826,56701.0
2022-01-03,192.0108,192.1877,186.7443,188.4343,214621.0
2022-01-04,189.0042,191.2641,187.5697,190.37,96135.0
2022-01-05,189.5446,192.1582,186.6854,186.99,148783.0
2022-01-06,187.4419,190.0506,186.0958,187.1275,87308.0
2022-01-07,186.3317,187.157,183.1679,183.7672,112989.0
2022-01-08,186.3317,187.157,183.1679,183.7672,112989.0
2022-01-09,186.3317,187.157,183.1679,183.7672,112989.0
2022-01-10,182.2442,182.6962,178.825,182.6274,142627.0
2022-01-11,183.1285,185.6433,178.8544,184.7203,128306.0
2022-01-12,186.3022,187.8448,183.5314,184.6024,156743.0
2022-01-13,185.9583,187.5402,183.9342,184.396,135867.0
2022-01-14,182.9517,184.9192,180.5198,184.3469,130017.0
2022-01-15,182.9517,184.9192,180.5198,184.3469,130017.0
2022-01-16,182.9517,184.9192,180.5198,184.3469,130017.0
2022-01-17,182.9517,184.9192,180.5198,184.3469,130017.0
2022-01-18,181.9102,185.0445,180.0335,184.4255,151975.0
2022-01-19,184.8283,186.6952,182.1951,182.8239,140920.0
2022-01-20,183.6493,186.764,178.5547,179.0313,119135.0
2022-01-21,179.0804,182.7994,177.4395,179.0608,145165.0
2022-01-22,179.0804,182.7994,177.4395,179.0608,145165.0
2022-01-23,179.0804,182.7994,177.4395,179.0608,145165.0
2022-01-24,175.9264,179.5815,173.3718,178.481,194659.0
2022-01-25,174.9832,174.9832,168.1937,169.9819,165192.0
2022-01-26,172.6447,175.7299,165.3639,167.0343,138403.0
2022-01-27,152.6006,156.7764,143.7871,145.3002,1013460.0
2022-01-28,146.0764,150.8516,144.2538,150.5568,701478.0
2022-01-29,146.0764,150.8516,144.2538,150.5568,701478.0
2022-01-30,146.0764,150.8516,144.2538,150.5568,701478.0
2022-01-31,149.4662,153.5978,146.8428,150.5372,5752515.0
2022-02-01,152.7971,154.3151,150.2031,153.9172,367421.0
2022-02-02,153.5045,154.718,150.7632,152.6595,324201.0
2022-02-03,151.5689,152.7872,147.5109,147.678,277404.0
2022-02-04,147.4913,149.2107,144.7205,147.0786,303850.0
2022-02-05,147.4913,149.2107,144.7205,147.0786,303850.0
2022-02-06,147.4913,149.2107,144.7205,147.0786,303850.0
2022-02-07,147.3832,150.1736,147.0688,147.5895,297065.0
2022-02-08,146.774,152.1486,146.774,150.9007,199697.0
2022-02-09,152.1388,153.8975,151.5984,153.7894,176218.0
2022-02-10,147.9825,152.011,142.1707,143.3056,445130.0
2022-02-11,143.4333,143.733,137.5576,138.776,342122.0
2022-02-12,143.4333,143.733,137.5576,138.776,342122.0
2022-02-13,143.4333,143.733,137.5576,138.776,342122.0
2022-02-14,139.0217,140.8345,136.5456,137.7836,321544.0
2022-02-15,141.1047,144.2095,139.454,143.9639,270127.0
2022-02-16,143.4038,145.143,141.2324,144.4355,281015.0
2022-02-17,144.072,146.5971,142.7501,145.7128,606088.0
2022-02-18,144.6124,146.7298,142.7357,144.0032,344032.0
2022-02-19,144.6124,146.7298,142.7357,144.0032,344032.0
2022-02-20,144.6124,146.7298,142.7357,144.0032,344032.0
2022-02-21,144.6124,146.7298,142.7357,144.0032,344032.0
2022-02-22,142.5883,146.4891,141.6942,143.7772,201079.0
2022-02-23,145.2117,145.6146,139.6112,139.9649,201096.0
2022-02-24,137.0958,143.0108,136.7028,142.8438,169961.0
2022-02-25,142.3623,145.5851,141.1734,145.4476,144391.0
2022-02-26,142.3623,145.5851,141.1734,145.4476,144391.0
2022-02-27,142.3623,145.5851,141.1734,145.4476,144391.0
2022-02-28,142.7506,145.1128,140.4277,141.6875,306084.0
2022-03-01,141.7269,143.4297,138.7347,140.7131,261240.0
2022-03-02,142.4258,145.7625,142.4258,144.4632,198548.0
2022-03-03,145.8707,145.8707,141.6285,142.7407,164693.0
2022-03-04,140.6836,141.7269,139.217,141.284,181321.0
2022-03-05,140.6836,141.7269,139.217,141.284,181321.0
2022-03-06,140.6836,141.7269,139.217,141.284,181321.0
2022-03-07,141.7564,142.6128,136.589,136.7661,213578.0
2022-03-08,136.7858,140.782,135.0338,138.1638,155843.0
2022-03-09,142.1698,143.3608,140.8115,142.3569,291172.0
2022-03-10,140.0044,140.4966,138.0163,140.1028,130955.0
2022-03-11,141.1954,141.8007,138.9512,139.0004,145044.0
2022-03-12,141.1954,141.8007,138.9512,139.0004,145044.0
2022-03-13,141.1954,141.8007,138.9512,139.0004,145044.0
2022-03-14,140.7918,141.4316,137.8784,139.3253,257114.0
2022-03-15,141.284,142.1009,139.601,141.6679,145592.0
2022-03-16,142.721,144.7683,140.91,143.7348,165784.0
2022-03-17,142.0025,145.2802,141.7378,145.0341,123517.0
2022-03-18,146.1562,147.1405,143.351,145.8215,583931.0
2022-03-19,146.1562,147.1405,143.351,145.8215,583931.0
2022-03-20,146.1562,147.1405,143.351,145.8215,583931.0
2022-03-21,144.4731,145.8511,142.0271,143.7152,176629.0
2022-03-22,144.975,146.5302,143.5183,144.6896,147721.0
2022-03-23,143.1443,143.9809,140.2997,140.782,143678.0
2022-03-24,142.0419,142.0419,139.532,140.8607,93660.0
2022-03-25,140.0832,140.3981,137.1205,140.3489,156943.0
2022-03-26,140.0832,140.3981,137.1205,140.3489,156943.0
2022-03-27,140.0832,140.3981,137.1205,140.3489,156943.0
2022-03-28,139.8174,140.8509,137.3764,139.6894,124615.0
2022-03-29,142.6817,144.0793,142.1305,143.351,134565.0
2022-03-30,143.5872,143.7496,139.965,141.1363,135310.0
2022-03-31,139.8174,141.2446,137.2878,137.3961,139414.0
2022-04-01,138.8823,140.28,136.3823,137.9571,158876.0
2022-04-02,138.8823,140.28,136.3823,137.9571,158876.0
2022-04-03,138.8823,140.28,136.3823,137.9571,158876.0
2022-04-04,137.3764,139.089,135.6244,135.8901,153676.0
2022-04-05,135.398,135.7523,132.701,133.2719,152225.0
2022-04-06,131.8644,131.9136,129.7285,131.0474,163067.0
2022-04-07,130.9293,133.9314,129.5907,133.7345,202412.0
2022-04-08,134.2365,135.6539,133.1292,133.6952,153907.0
2022-04-09,134.2365,135.6539,133.1292,133.6952,153907.0
2022-04-10,134.2365,135.6539,133.1292,133.6952,153907.0
2022-04-11,133.9609,134.1971,131.3624,131.7955,214647.0
2022-04-12,133.518,136.0574,131.9628,132.4254,120681.0
2022-04-13,131.2935,133.7739,131.2935,133.1735,109086.0
2022-04-14,133.6164,134.8025,128.9313,129.1182,94943.0
2022-04-15,133.6164,134.8025,128.9313,129.1182,94943.0
2022-04-16,133.6164,134.8025,128.9313,129.1182,94943.0
2022-04-17,133.6164,134.8025,128.9313,129.1182,94943.0
2022-04-18,128.2718,129.4923,126.7855,128.0355,145118.0
2022-04-19,128.4096,133.9215,128.1832,133.6558,156476.0
2022-04-20,135.5259,137.0466,134.9846,135.7917,118308.0
2022-04-21,137.465,138.1736,134.2267,135.5751,124384.0
2022-04-22,135.0338,135.0338,132.1548,132.6715,134865.0
2022-04-23,135.0338,135.0338,132.1548,132.6715,134865.0
2022-04-24,135.0338,135.0338,132.1548,132.6715,134865.0
2022-04-25,131.8939,132.1991,128.8131,132.1203,119946.0
2022-04-26,130.6045,130.9589,126.8839,127.6812,122054.0
2022-04-27,127.504,130.2108,126.7609,127.5532,104199.0
2022-04-28,129.4923,130.073,126.5985,129.6202,94554.0
2022-04-29,128.5867,129.571,124.7283,125.4567,134629.0
2022-04-30,128.5867,129.571,124.7283,125.4567,134629.0
2022-05-01,128.5867,129.571,124.7283,125.4567,134629.0
2022-05-02,125.9292,128.5769,123.3553,126.756,165568.0
2022-05-03,127.3072,127.5139,125.4961,127.2284,168654.0
2022-05-04,122.2479,136.461,122.2479,136.0476,268077.0
2022-05-05,133.5377,135.1617,128.7344,130.2206,190551.0
2022-05-06,130.0435,131.8349,126.9331,131.0179,236056.0
2022-05-07,130.0435,131.8349,126.9331,131.0179,236056.0
2022-05-08,130.0435,131.8349,126.9331,131.0179,236056.0
2022-05-09,128.3702,132.514,128.3702,130.5159,145618.0
2022-05-10,131.9431,132.9766,127.253,128.1241,135308.0
2022-05-11,128.9509,130.8555,126.8544,127.0906,153341.0
2022-05-12,126.2441,128.6704,124.3396,127.7993,162812.0
2022-05-13,129.4529,130.5651,128.0355,129.2167,129681.0
2022-05-14,129.4529,130.5651,128.0355,129.2167,129681.0
2022-05-15,129.4529,130.5651,128.0355,129.2167,129681.0
2022-05-16,127.8288,128.2914,125.0433,127.8091,103918.0
2022-05-17,129.5612,130.9096,127.8977,129.2462,123699.0
2022-05-18,127.5926,127.9371,122.3661,123.1436,188355.0
2022-05-19,122.0708,125.624,121.7263,124.0,167304.0
2022-05-20,125.0433,125.1516,120.5451,123.8326,251843.0
2022-05-21,125.0433,125.1516,120.5451,123.8326,251843.0
2022-05-22,125.0433,125.1516,120.5451,123.8326,251843.0
2022-05-23,126.3426,126.3426,123.5462,124.0,88757.0
2022-05-24,123.6653,124.7628,121.0767,124.1378,114330.0
2022-05-25,123.5275,124.689,122.3464,123.8031,104185.0
2022-05-26,125.2402,127.1005,123.4291,125.8209,81065.0
2022-05-27,127.13,129.4037,126.7806,129.384,96065.0
2022-05-28,127.13,129.4037,126.7806,129.384,96065.0
2022-05-29,127.13,129.4037,126.7806,129.384,96065.0
