,TFSL US Equity,TFSL US Equity,TFSL US Equity,TFSL US Equity,TFSL US Equity
2021-03-14,17.0537,17.1254,16.8065,16.974,249430.0
2021-03-15,17.0935,17.0935,16.6232,16.7507,140010.0
2021-03-16,16.671,16.7547,16.3999,16.655,133664.0
2021-03-17,16.7268,16.8065,16.4238,16.5594,177798.0
2021-03-18,17.0008,17.0008,16.5753,16.655,202429.0
2021-03-19,16.5753,16.7427,16.368,16.6311,394688.0
2021-03-20,16.5753,16.7427,16.368,16.6311,394688.0
2021-03-21,16.5753,16.7427,16.368,16.6311,394688.0
2021-03-22,16.4796,16.5036,16.2165,16.4398,203237.0
2021-03-23,16.3361,16.6471,16.2006,16.2724,290462.0
2021-03-24,16.2644,16.7628,16.2564,16.2724,172731.0
2021-03-25,16.3042,16.6391,16.1847,16.5992,112808.0
2021-03-26,16.7587,16.7587,16.4876,16.671,130773.0
2021-03-27,16.7587,16.7587,16.4876,16.671,130773.0
2021-03-28,16.7587,16.7587,16.4876,16.671,130773.0
2021-03-29,16.5673,16.7348,16.3282,16.3601,106431.0
2021-03-30,16.5793,16.5793,16.4039,16.4717,93406.0
2021-03-31,16.3919,16.5594,16.2245,16.2405,192482.0
2021-04-01,16.2325,16.5434,16.1926,16.4238,155724.0
2021-04-02,16.2325,16.5434,16.1926,16.4238,155724.0
2021-04-03,16.2325,16.5434,16.1926,16.4238,155724.0
2021-04-04,16.2325,16.5434,16.1926,16.4238,155724.0
2021-04-05,16.5434,16.6032,16.2724,16.3919,115619.0
2021-04-06,16.4079,16.5195,16.2724,16.2963,154788.0
2021-04-07,16.2564,16.4079,16.1528,16.2803,161429.0
2021-04-08,16.2006,16.4159,16.1687,16.368,288646.0
2021-04-09,16.3601,16.4501,16.1368,16.3042,129952.0
2021-04-10,16.3601,16.4501,16.1368,16.3042,129952.0
2021-04-11,16.3601,16.4501,16.1368,16.3042,129952.0
2021-04-12,16.2724,16.4478,16.2724,16.3521,136378.0
2021-04-13,16.3919,16.3919,15.8179,15.8817,228530.0
2021-04-14,15.802,16.2325,15.802,15.9614,120113.0
2021-04-15,15.9455,16.0491,15.6585,16.0252,170568.0
2021-04-16,16.0411,16.2064,16.0411,16.1368,125606.0
2021-04-17,16.0411,16.2064,16.0411,16.1368,125606.0
2021-04-18,16.0411,16.2064,16.0411,16.1368,125606.0
2021-04-19,16.0332,16.1368,15.8657,15.9216,110050.0
2021-04-20,15.8578,15.9056,15.6983,15.7222,130229.0
2021-04-21,15.6345,16.0172,15.6345,15.9216,180938.0
2021-04-22,15.9056,15.9216,15.6266,15.6664,127930.0
2021-04-23,15.6824,16.1607,15.6824,16.081,159146.0
2021-04-24,15.6824,16.1607,15.6824,16.081,159146.0
2021-04-25,15.6824,16.1607,15.6824,16.081,159146.0
2021-04-26,16.2006,16.2963,16.0411,16.1288,123789.0
2021-04-27,16.097,16.1926,15.9933,16.1209,92942.0
2021-04-28,16.097,16.1993,15.9216,15.9534,137422.0
2021-04-29,16.0332,16.1687,15.9614,16.081,115606.0
2021-04-30,15.9614,16.1847,15.5628,15.5947,220695.0
2021-05-01,15.9614,16.1847,15.5628,15.5947,220695.0
2021-05-02,15.9614,16.1847,15.5628,15.5947,220695.0
2021-05-03,15.5628,15.7621,15.4352,15.5707,145999.0
2021-05-04,15.5389,15.7143,15.4591,15.5229,117041.0
2021-05-05,15.5947,15.6385,15.4432,15.5867,109239.0
2021-05-06,15.6585,15.7382,15.4751,15.6903,223698.0
2021-05-07,15.5707,16.0013,15.5468,15.9455,159396.0
2021-05-08,15.5707,16.0013,15.5468,15.9455,159396.0
2021-05-09,15.5707,16.0013,15.5468,15.9455,159396.0
2021-05-10,16.0172,16.2405,15.8259,15.8657,255199.0
2021-05-11,15.6425,17.2211,15.6187,16.8942,872771.0
2021-05-12,17.2211,17.261,16.6311,16.655,439521.0
2021-05-13,16.7986,17.6516,16.7986,17.5639,370950.0
2021-05-14,17.7074,17.7558,17.3806,17.548,274258.0
2021-05-15,17.7074,17.7558,17.3806,17.548,274258.0
2021-05-16,17.7074,17.7558,17.3806,17.548,274258.0
2021-05-17,17.6197,17.7314,17.5081,17.6437,181310.0
2021-05-18,17.6596,17.8668,17.3885,17.4125,189576.0
2021-05-19,17.3566,17.4443,17.0298,17.1812,240962.0
2021-05-20,17.1334,17.4523,17.0138,17.4204,143264.0
2021-05-21,17.4523,17.6676,17.3885,17.5161,136979.0
2021-05-22,17.4523,17.6676,17.3885,17.5161,136979.0
2021-05-23,17.4523,17.6676,17.3885,17.5161,136979.0
2021-05-24,17.6357,17.6756,17.4284,17.5958,209683.0
2021-05-25,17.556,17.7234,16.7507,16.7667,376019.0
2021-05-26,17.0058,17.3248,16.9819,17.2769,267567.0
2021-05-27,17.54,17.6676,17.54,17.6277,428542.0
2021-05-28,17.7074,17.7473,17.5799,17.6676,192200.0
2021-05-29,17.7074,17.7473,17.5799,17.6676,192200.0
2021-05-30,17.7074,17.7473,17.5799,17.6676,192200.0
2021-05-31,17.7074,17.7473,17.5799,17.6676,192200.0
2021-06-01,17.8828,17.9626,17.7234,17.8191,240074.0
2021-06-02,17.9227,17.9705,17.5639,17.5879,205095.0
2021-06-03,17.6357,17.8191,17.6197,17.7393,151264.0
2021-06-04,17.7473,17.9546,17.6676,17.9387,199460.0
2021-06-05,17.7473,17.9546,17.6676,17.9387,199460.0
2021-06-06,17.7473,17.9546,17.6676,17.9387,199460.0
2021-06-07,17.9386,17.9952,17.6803,17.6964,235409.0
2021-06-08,17.6803,17.8337,17.5431,17.7691,238268.0
2021-06-09,17.7287,17.7287,17.4543,17.4785,222093.0
2021-06-10,17.5834,17.5996,17.2121,17.2282,205985.0
2021-06-11,17.3332,17.3574,17.0587,17.1636,196605.0
2021-06-12,17.3332,17.3574,17.0587,17.1636,196605.0
2021-06-13,17.3332,17.3574,17.0587,17.1636,196605.0
2021-06-14,17.2121,17.2121,16.8738,17.0587,180454.0
2021-06-15,17.091,17.1555,16.8084,16.986,207136.0
2021-06-16,16.9537,17.0667,16.76,17.0344,213591.0
2021-06-17,17.0264,17.0667,16.4532,16.4935,259642.0
2021-06-18,16.4209,16.6227,16.0172,16.0657,419636.0
2021-06-19,16.4209,16.6227,16.0172,16.0657,419636.0
2021-06-20,16.4209,16.6227,16.0172,16.0657,419636.0
2021-06-21,16.2029,16.4935,16.1545,16.4774,250135.0
2021-06-22,16.5097,16.5339,16.2756,16.4693,231655.0
2021-06-23,16.4612,16.7196,16.3886,16.5097,211733.0
2021-06-24,16.5581,16.7438,16.4774,16.7196,137782.0
2021-06-25,16.7519,16.9295,16.6631,16.76,342908.0
2021-06-26,16.7519,16.9295,16.6631,16.76,342908.0
2021-06-27,16.7519,16.9295,16.6631,16.76,342908.0
2021-06-28,16.7519,16.7761,16.429,16.4935,143052.0
2021-06-29,16.5823,16.6058,16.3482,16.3724,129817.0
2021-06-30,16.2917,16.4532,16.2917,16.3886,140448.0
2021-07-01,16.5016,16.5016,16.3159,16.3563,144728.0
2021-07-02,16.3563,16.5137,16.1626,16.2594,165454.0
2021-07-03,16.3563,16.5137,16.1626,16.2594,165454.0
2021-07-04,16.3563,16.5137,16.1626,16.2594,165454.0
2021-07-05,16.3563,16.5137,16.1626,16.2594,165454.0
2021-07-06,16.1948,16.2594,15.9809,16.0334,238405.0
2021-07-07,15.9365,16.1302,15.859,16.0091,260914.0
2021-07-08,15.8154,15.8961,15.5571,15.7024,335876.0
2021-07-09,15.9607,16.3563,15.9607,16.2836,215455.0
2021-07-10,15.9607,16.3563,15.9607,16.2836,215455.0
2021-07-11,15.9607,16.3563,15.9607,16.2836,215455.0
2021-07-12,16.4895,16.4895,16.0091,16.2352,154868.0
2021-07-13,16.2756,16.2756,15.9365,16.0253,204025.0
2021-07-14,16.0253,16.1948,15.9123,16.0737,96009.0
2021-07-15,16.0334,16.2433,15.9849,16.1787,169256.0
2021-07-16,16.3402,16.3402,16.0172,16.0172,134441.0
2021-07-17,16.3402,16.3402,16.0172,16.0172,134441.0
2021-07-18,16.3402,16.3402,16.0172,16.0172,134441.0
2021-07-19,15.775,15.8396,15.5893,15.6943,190945.0
2021-07-20,15.6943,16.1787,15.6781,15.8961,210826.0
2021-07-21,15.9688,16.3805,15.9446,16.0414,158358.0
2021-07-22,16.0253,16.0599,15.6539,15.662,113453.0
2021-07-23,15.8073,15.8881,15.7024,15.7992,106409.0
2021-07-24,15.8073,15.8881,15.7024,15.7992,106409.0
2021-07-25,15.8073,15.8881,15.7024,15.7992,106409.0
2021-07-26,15.7508,15.9769,15.7427,15.8073,114632.0
2021-07-27,15.7589,15.8719,15.6297,15.7024,83174.0
2021-07-28,15.8154,15.9526,15.6701,15.8315,119289.0
2021-07-29,15.88,16.0576,15.7996,15.9526,109312.0
2021-07-30,15.8235,16.0737,15.6378,15.7266,209049.0
2021-07-31,15.8235,16.0737,15.6378,15.7266,209049.0
2021-08-01,15.8235,16.0737,15.6378,15.7266,209049.0
2021-08-02,15.7589,16.0657,15.5813,15.5893,184911.0
2021-08-03,15.6943,15.7347,15.3956,15.436,198822.0
2021-08-04,15.3875,15.6257,15.113,15.3633,201029.0
2021-08-05,15.4521,15.5635,15.3774,15.5005,90436.0
2021-08-06,15.6701,15.9446,15.5974,15.8881,124690.0
2021-08-07,15.6701,15.9446,15.5974,15.8881,124690.0
2021-08-08,15.6701,15.9446,15.5974,15.8881,124690.0
2021-08-09,15.8961,15.9688,15.7347,15.8961,144171.0
2021-08-10,15.9446,16.2594,15.8921,16.0172,237426.0
2021-08-11,16.0899,16.3886,15.9541,16.3886,141350.0
2021-08-12,16.3482,16.3563,16.0737,16.1948,118956.0
2021-08-13,16.1787,16.2675,16.0657,16.1787,194274.0
2021-08-14,16.1787,16.2675,16.0657,16.1787,194274.0
2021-08-15,16.1787,16.2675,16.0657,16.1787,194274.0
2021-08-16,16.1464,16.2433,15.9849,16.1383,117967.0
2021-08-17,16.0334,16.1383,15.9284,16.1383,154793.0
2021-08-18,16.0737,16.1545,15.9526,15.993,156700.0
2021-08-19,15.9446,16.0495,15.6539,15.8073,126230.0
2021-08-20,15.8477,15.9607,15.7427,15.9446,89722.0
2021-08-21,15.8477,15.9607,15.7427,15.9446,89722.0
2021-08-22,15.8477,15.9607,15.7427,15.9446,89722.0
2021-08-23,16.0495,16.0576,15.8396,15.9203,146996.0
2021-08-24,15.9526,15.9769,15.8154,15.8477,89128.0
2021-08-25,15.8719,16.106,15.8719,15.9849,136771.0
2021-08-26,15.9849,16.1123,15.6701,15.6862,153247.0
2021-08-27,15.775,16.0818,15.7427,16.0495,141631.0
2021-08-28,15.775,16.0818,15.7427,16.0495,141631.0
2021-08-29,15.775,16.0818,15.7427,16.0495,141631.0
2021-08-30,16.1141,16.1464,15.9284,15.9688,127181.0
2021-08-31,15.9688,16.1779,15.9688,16.1383,142490.0
2021-09-01,16.211,16.2191,15.9284,15.9365,192691.0
2021-09-02,15.9688,16.2271,15.9365,16.0495,222614.0
2021-09-03,15.9287,16.079,15.8878,15.9697,207243.0
2021-09-04,15.9287,16.079,15.8878,15.9697,207243.0
2021-09-05,15.9287,16.079,15.8878,15.9697,207243.0
2021-09-06,15.9287,16.079,15.8878,15.9697,207243.0
2021-09-07,15.9615,16.0679,15.6421,15.6585,159598.0
2021-09-08,15.6101,15.7395,15.4783,15.5192,165133.0
2021-09-09,15.5192,15.6421,15.4373,15.4947,145758.0
2021-09-10,15.4865,15.5517,15.1507,15.1917,256158.0
2021-09-11,15.4865,15.5517,15.1507,15.1917,256158.0
2021-09-12,15.4865,15.5517,15.1507,15.1917,256158.0
2021-09-13,15.2735,15.7895,15.2735,15.7813,250958.0
2021-09-14,15.7649,15.7649,15.4046,15.4128,123647.0
2021-09-15,15.3964,15.511,15.2899,15.3554,198031.0
2021-09-16,15.4373,15.4373,15.1835,15.208,157588.0
2021-09-17,15.2735,15.4537,15.1663,15.3227,370137.0
2021-09-18,15.2735,15.4537,15.1663,15.3227,370137.0
2021-09-19,15.2735,15.4537,15.1663,15.3227,370137.0
2021-09-20,15.1507,15.2162,14.946,15.208,183733.0
2021-09-21,15.2981,15.4292,15.1466,15.3227,246933.0
2021-09-22,15.4373,15.5192,15.3145,15.3309,156510.0
2021-09-23,15.4783,15.6207,15.3964,15.552,161801.0
2021-09-24,15.5029,15.6912,15.5029,15.552,106593.0
2021-09-25,15.5029,15.6912,15.5029,15.552,106593.0
2021-09-26,15.5029,15.6912,15.5029,15.552,106593.0
2021-09-27,15.6503,16.0925,15.6421,15.8878,141038.0
2021-09-28,15.9697,16.027,15.6994,15.724,201727.0
2021-09-29,15.7567,15.986,15.6503,15.7895,185113.0
2021-09-30,15.8878,16.1171,15.5848,15.6093,135251.0
2021-10-01,15.6912,16.0352,15.6748,15.986,205968.0
2021-10-02,15.6912,16.0352,15.6748,15.986,205968.0
2021-10-03,15.6912,16.0352,15.6748,15.986,205968.0
2021-10-04,15.9697,16.2154,15.9041,16.0434,158049.0
2021-10-05,16.0516,16.1498,15.9123,15.9697,115634.0
2021-10-06,15.9287,16.0597,15.7813,16.0597,195354.0
2021-10-07,16.1416,16.2891,15.9451,16.2727,268391.0
2021-10-08,16.5839,16.6985,16.3791,16.4856,308027.0
2021-10-09,16.5839,16.6985,16.3791,16.4856,308027.0
2021-10-10,16.5839,16.6985,16.3791,16.4856,308027.0
2021-10-11,16.5921,16.5921,16.33,16.33,135204.0
2021-10-12,16.2972,16.4283,16.186,16.2891,207738.0
2021-10-13,16.2727,16.4855,16.1335,16.4528,185483.0
2021-10-14,16.5102,16.6927,16.5102,16.674,154574.0
2021-10-15,16.7886,16.7886,16.461,16.4774,153183.0
2021-10-16,16.7886,16.7886,16.461,16.4774,153183.0
2021-10-17,16.7886,16.7886,16.461,16.4774,153183.0
2021-10-18,16.4774,16.5102,16.2317,16.2809,238817.0
2021-10-19,16.3628,16.4447,16.199,16.2235,138148.0
2021-10-20,16.2235,16.4365,16.2154,16.3791,123903.0
2021-10-21,16.3464,16.4324,16.2072,16.2481,123822.0
2021-10-22,16.5552,16.5552,16.2481,16.2809,121630.0
2021-10-23,16.5552,16.5552,16.2481,16.2809,121630.0
2021-10-24,16.5552,16.5552,16.2481,16.2809,121630.0
2021-10-25,16.3464,16.5829,16.2154,16.3546,160659.0
2021-10-26,16.3546,16.3546,16.0938,16.1253,221498.0
2021-10-27,16.1253,16.1662,15.6994,15.7485,208481.0
2021-10-28,15.7649,16.0597,15.7649,16.0352,136096.0
2021-10-29,15.9123,16.158,15.724,15.9369,220764.0
2021-10-30,15.9123,16.158,15.724,15.9369,220764.0
2021-10-31,15.9123,16.158,15.724,15.9369,220764.0
2021-11-01,15.9942,16.2891,15.9942,16.1662,181396.0
2021-11-02,16.2317,16.33,15.9533,15.9779,204455.0
2021-11-03,15.9697,16.2891,15.9697,16.1171,123933.0
2021-11-04,16.1171,16.2891,15.9697,16.1007,138744.0
2021-11-05,16.199,16.5757,16.199,16.5511,170450.0
2021-11-06,16.199,16.5757,16.199,16.5511,170450.0
2021-11-07,16.199,16.5757,16.199,16.5511,170450.0
2021-11-08,16.4488,16.6576,16.3955,16.4938,120678.0
2021-11-09,16.4037,16.5102,16.3382,16.4201,109308.0
2021-11-10,16.461,16.5921,16.461,16.5593,94197.0
2021-11-11,16.6084,16.6405,16.502,16.5675,87192.0
2021-11-12,16.5839,16.5839,16.2809,16.3464,123028.0
2021-11-13,16.5839,16.5839,16.2809,16.3464,123028.0
2021-11-14,16.5839,16.5839,16.2809,16.3464,123028.0
2021-11-15,16.3464,16.4365,16.2891,16.3382,95561.0
2021-11-16,16.2972,16.3546,16.0516,16.1007,198243.0
2021-11-17,16.0352,16.0597,15.8837,16.0516,136410.0
2021-11-18,16.0516,16.0597,15.8304,15.896,133364.0
2021-11-19,15.7649,15.8837,15.6257,15.8304,156741.0
2021-11-20,15.7649,15.8837,15.6257,15.8304,156741.0
2021-11-21,15.7649,15.8837,15.6257,15.8304,156741.0
2021-11-22,15.8714,16.1335,15.8468,15.9533,197788.0
2021-11-23,16.0352,16.1498,15.9369,15.986,137257.0
2021-11-24,15.9697,16.0516,15.8878,15.9287,103624.0
2021-11-25,15.9697,16.0516,15.8878,15.9287,103624.0
2021-11-26,15.724,15.7404,15.208,15.4046,201243.0
2021-11-27,15.724,15.7404,15.208,15.4046,201243.0
2021-11-28,15.724,15.7404,15.208,15.4046,201243.0
2021-11-29,15.6145,15.6312,15.2321,15.2903,180520.0
2021-11-30,15.1406,15.3485,14.8496,14.966,594877.0
2021-12-01,15.1988,15.4649,14.8912,14.9078,232690.0
2021-12-02,15.0159,15.2986,14.9826,15.1489,166420.0
2021-12-03,15.1572,15.1572,14.9078,14.9909,145695.0
2021-12-04,15.1572,15.1572,14.9078,14.9909,145695.0
2021-12-05,15.1572,15.1572,14.9078,14.9909,145695.0
2021-12-06,15.0491,15.3734,15.0491,15.1406,150550.0
2021-12-07,15.2321,15.3318,15.0575,15.124,139320.0
2021-12-08,15.2154,15.2653,15.0827,15.2154,132020.0
2021-12-09,15.1406,15.1406,14.9826,15.0076,100796.0
2021-12-10,15.124,15.1315,14.9743,15.0491,104666.0
2021-12-11,15.124,15.1315,14.9743,15.0491,104666.0
2021-12-12,15.124,15.1315,14.9743,15.0491,104666.0
2021-12-13,15.0325,15.124,14.7249,14.7332,187947.0
2021-12-14,14.8163,15.1655,14.8163,14.9577,605224.0
2021-12-15,15.0982,15.0982,14.6667,14.7166,240656.0
2021-12-16,14.7997,15.0616,14.7332,14.7997,175777.0
2021-12-17,14.7332,14.7581,14.4505,14.6168,379849.0
2021-12-18,14.7332,14.7581,14.4505,14.6168,379849.0
2021-12-19,14.7332,14.7581,14.4505,14.6168,379849.0
2021-12-20,14.4671,14.4671,14.093,14.4339,322668.0
2021-12-21,14.5337,14.7665,14.5253,14.5835,150635.0
2021-12-22,14.6002,14.7041,14.5212,14.6501,129510.0
2021-12-23,14.6584,14.7997,14.6168,14.6999,114809.0
2021-12-24,14.6584,14.7997,14.6168,14.6999,114809.0
2021-12-25,14.6584,14.7997,14.6168,14.6999,114809.0
2021-12-26,14.6584,14.7997,14.6168,14.6999,114809.0
2021-12-27,14.808,14.8496,14.5087,14.833,260403.0
2021-12-28,14.8662,14.9909,14.8496,14.8745,165372.0
2021-12-29,14.9327,15.0242,14.8829,14.8912,140701.0
2021-12-30,14.8829,15.0236,14.8496,14.8995,153160.0
2021-12-31,14.9078,14.9909,14.8163,14.8579,159117.0
2022-01-01,14.9078,14.9909,14.8163,14.8579,159117.0
2022-01-02,14.9078,14.9909,14.8163,14.8579,159117.0
2022-01-03,14.8829,15.0491,14.8163,14.9909,215325.0
2022-01-04,15.1323,15.3235,15.124,15.1406,160421.0
2022-01-05,15.2404,15.2404,14.9993,15.0076,177898.0
2022-01-06,15.0824,15.2736,15.0824,15.1905,124846.0
2022-01-07,15.1905,15.2736,15.099,15.2404,155896.0
2022-01-08,15.1905,15.2736,15.099,15.2404,155896.0
2022-01-09,15.1905,15.2736,15.099,15.2404,155896.0
2022-01-10,15.2903,15.2944,14.9494,15.0325,147849.0
2022-01-11,15.0159,15.0807,14.8579,15.0076,172036.0
2022-01-12,15.0658,15.1655,14.9785,15.124,225966.0
2022-01-13,15.1739,15.2986,15.099,15.1073,135620.0
2022-01-14,15.0491,15.124,14.9494,15.099,133811.0
2022-01-15,15.0491,15.124,14.9494,15.099,133811.0
2022-01-16,15.0491,15.124,14.9494,15.099,133811.0
2022-01-17,15.0491,15.124,14.9494,15.099,133811.0
2022-01-18,15.099,15.1739,14.9909,15.0325,148496.0
2022-01-19,15.1406,15.2653,14.9411,15.099,300189.0
2022-01-20,15.1073,15.2394,14.833,14.8496,191931.0
2022-01-21,14.8935,15.0491,14.621,14.6334,251836.0
2022-01-22,14.8935,15.0491,14.621,14.6334,251836.0
2022-01-23,14.8935,15.0491,14.621,14.6334,251836.0
2022-01-24,14.5503,14.6999,14.4089,14.6999,263860.0
2022-01-25,14.5835,14.8247,14.4921,14.7249,206322.0
2022-01-26,14.7581,14.8496,14.3424,14.4921,219766.0
2022-01-27,14.517,14.7166,14.1844,14.2426,210784.0
2022-01-28,14.2759,14.4172,13.9433,14.3507,265837.0
2022-01-29,14.2759,14.4172,13.9433,14.3507,265837.0
2022-01-30,14.2759,14.4172,13.9433,14.3507,265837.0
2022-01-31,14.3424,14.4713,14.2177,14.4505,269467.0
2022-02-01,14.4256,14.5337,14.251,14.4921,240022.0
2022-02-02,14.5004,14.542,14.1346,14.2094,251368.0
2022-02-03,14.2011,14.4422,14.1346,14.1512,192413.0
2022-02-04,14.251,14.3466,14.093,14.251,189285.0
2022-02-05,14.251,14.3466,14.093,14.251,189285.0
2022-02-06,14.251,14.3466,14.093,14.251,189285.0
2022-02-07,14.3008,14.384,14.2177,14.2343,165428.0
2022-02-08,14.2593,14.4422,14.2094,14.3923,188174.0
2022-02-09,14.3923,14.3923,14.147,14.2011,212476.0
2022-02-10,14.1928,14.3507,14.0348,14.1096,229706.0
2022-02-11,14.1346,14.3507,14.093,14.1761,196967.0
2022-02-12,14.1346,14.3507,14.093,14.1761,196967.0
2022-02-13,14.1346,14.3507,14.093,14.1761,196967.0
2022-02-14,14.1761,14.251,13.995,14.0597,189780.0
2022-02-15,14.1179,14.2593,14.1055,14.1844,144631.0
2022-02-16,14.1844,14.3341,14.1262,14.1678,170171.0
2022-02-17,14.1346,14.1512,14.0098,14.1013,240150.0
2022-02-18,14.1013,14.2842,14.0847,14.2094,199609.0
2022-02-19,14.1013,14.2842,14.0847,14.2094,199609.0
2022-02-20,14.1013,14.2842,14.0847,14.2094,199609.0
2022-02-21,14.1013,14.2842,14.0847,14.2094,199609.0
2022-02-22,14.1761,14.2593,14.0514,14.1678,235064.0
2022-02-23,14.2676,14.4089,14.1678,14.2676,307707.0
2022-02-24,14.0431,14.0722,13.5692,13.935,565464.0
2022-02-25,13.935,14.4422,13.935,14.4172,408808.0
2022-02-26,13.935,14.4422,13.935,14.4172,408808.0
2022-02-27,13.935,14.4422,13.935,14.4172,408808.0
2022-02-28,14.3175,14.384,14.1429,14.2759,352737.0
2022-03-01,14.2426,14.2925,13.7854,13.9267,294200.0
2022-03-02,14.0015,14.3175,14.0015,14.251,203147.0
2022-03-03,14.2842,14.4588,14.226,14.4339,188425.0
2022-03-04,14.3092,14.3341,14.093,14.3175,238916.0
2022-03-05,14.3092,14.3341,14.093,14.3175,238916.0
2022-03-06,14.3092,14.3341,14.093,14.3175,238916.0
2022-03-07,14.3196,14.4295,14.1125,14.1421,222266.0
2022-03-08,14.2351,14.252,13.9476,13.9561,245384.0
2022-03-09,14.1421,14.2351,14.0406,14.0575,191704.0
2022-03-10,13.973,14.0068,13.8631,13.9815,158856.0
2022-03-11,14.0237,14.1421,13.8547,13.8716,172821.0
2022-03-12,14.0237,14.1421,13.8547,13.8716,172821.0
2022-03-13,14.0237,14.1421,13.8547,13.8716,172821.0
2022-03-14,13.9307,14.1421,13.8462,13.8885,154108.0
2022-03-15,13.9054,14.0237,13.7786,13.88,151332.0
2022-03-16,13.9223,14.0829,13.8969,14.0406,159322.0
2022-03-17,13.973,14.0364,13.8208,13.88,170846.0
2022-03-18,13.88,13.9392,13.6771,13.9223,311459.0
2022-03-19,13.88,13.9392,13.6771,13.9223,311459.0
2022-03-20,13.88,13.9392,13.6771,13.9223,311459.0
2022-03-21,13.9476,14.0913,13.8631,13.9646,183660.0
2022-03-22,14.0744,14.2773,13.9392,14.1252,238305.0
2022-03-23,14.159,14.2435,13.8885,13.8969,170839.0
2022-03-24,13.9646,14.0305,13.8462,13.8716,147341.0
2022-03-25,13.9392,14.3196,13.9138,14.3027,245199.0
2022-03-26,13.9392,14.3196,13.9138,14.3027,245199.0
2022-03-27,13.9392,14.3196,13.9138,14.3027,245199.0
2022-03-28,14.3703,14.4295,14.1252,14.2858,208773.0
2022-03-29,14.3872,14.5732,14.2858,14.421,191664.0
2022-03-30,14.4464,14.4717,14.1632,14.2181,148429.0
2022-03-31,14.2351,14.2949,14.0322,14.0322,175304.0
2022-04-01,14.1421,14.208,13.973,14.0913,190812.0
2022-04-02,14.1421,14.208,13.973,14.0913,190812.0
2022-04-03,14.1421,14.208,13.973,14.0913,190812.0
2022-04-04,14.1505,14.1505,13.8717,13.9307,212172.0
2022-04-05,13.9307,14.066,13.8293,13.8378,180233.0
2022-04-06,13.8378,13.9476,13.6771,13.711,212659.0
2022-04-07,13.711,13.7363,13.3982,13.3982,293926.0
2022-04-08,13.4658,13.5588,13.1277,13.1446,306489.0
2022-04-09,13.4658,13.5588,13.1277,13.1446,306489.0
2022-04-10,13.4658,13.5588,13.1277,13.1446,306489.0
2022-04-11,13.1192,13.2713,13.0229,13.0432,215054.0
2022-04-12,13.0432,13.2714,12.8318,12.9079,264058.0
2022-04-13,12.8995,13.0094,12.8149,12.984,206759.0
2022-04-14,12.9671,13.0685,12.8826,12.9755,202532.0
2022-04-15,12.9671,13.0685,12.8826,12.9755,202532.0
2022-04-16,12.9671,13.0685,12.8826,12.9755,202532.0
2022-04-17,12.9671,13.0685,12.8826,12.9755,202532.0
2022-04-18,12.9755,13.1066,12.9417,13.0094,273641.0
2022-04-19,13.0854,13.3728,13.0516,13.3221,268178.0
2022-04-20,13.3052,13.5926,13.3052,13.3728,272786.0
2022-04-21,13.4827,13.5165,13.2587,13.2968,181581.0
2022-04-22,13.2883,13.3982,13.0432,13.0601,161489.0
2022-04-23,13.2883,13.3982,13.0432,13.0601,161489.0
2022-04-24,13.2883,13.3982,13.0432,13.0601,161489.0
2022-04-25,13.0347,13.0516,12.7642,13.0432,301131.0
2022-04-26,12.9502,13.0685,12.7389,12.8234,299819.0
2022-04-27,12.8149,12.9417,12.6966,12.7304,250540.0
2022-04-28,12.8065,12.8826,12.6881,12.8065,193068.0
2022-04-29,12.7473,12.8318,12.5191,12.6712,451139.0
2022-04-30,12.7473,12.8318,12.5191,12.6712,451139.0
2022-05-01,12.7473,12.8318,12.5191,12.6712,451139.0
2022-05-02,12.7219,12.9755,12.3246,12.4684,535835.0
2022-05-03,12.5022,12.7389,12.4768,12.6459,314367.0
2022-05-04,12.6797,13.0432,12.6205,13.0263,302870.0
2022-05-05,12.9417,12.9417,12.5867,12.6881,266702.0
2022-05-06,12.4768,12.4793,11.7963,11.8597,1083650.0
2022-05-07,12.4768,12.4793,11.7963,11.8597,1083650.0
2022-05-08,12.4768,12.4793,11.7963,11.8597,1083650.0
2022-05-09,11.6991,11.9865,11.5692,11.8766,670505.0
2022-05-10,11.9696,12.1218,11.6315,11.902,450455.0
2022-05-11,12.0034,12.2232,11.8851,11.9527,370878.0
2022-05-12,11.9358,12.0288,11.6822,11.9865,512101.0
2022-05-13,12.0034,12.1049,11.8597,12.0119,405688.0
2022-05-14,12.0034,12.1049,11.8597,12.0119,405688.0
2022-05-15,12.0034,12.1049,11.8597,12.0119,405688.0
2022-05-16,12.0119,12.088,11.7498,11.8175,382215.0
2022-05-17,11.9443,12.2063,11.9189,12.1302,405606.0
2022-05-18,12.0795,12.2993,12.0203,12.1894,375660.0
2022-05-19,12.1302,12.2317,12.0457,12.0711,257029.0
2022-05-20,12.1133,12.1421,11.9274,12.1133,245750.0
2022-05-21,12.1133,12.1421,11.9274,12.1133,245750.0
2022-05-22,12.1133,12.1421,11.9274,12.1133,245750.0
2022-05-23,12.2063,12.2739,12.0964,12.1218,202246.0
2022-05-24,12.1218,12.2908,12.0203,12.2148,272557.0
2022-05-25,12.2148,12.443,12.1852,12.257,238141.0
2022-05-26,12.3585,12.5148,12.2993,12.5022,248805.0
2022-05-27,12.536,12.6459,12.4684,12.6374,249977.0
2022-05-28,12.536,12.6459,12.4684,12.6374,249977.0
