,MTZ US Equity,MTZ US Equity,MTZ US Equity,MTZ US Equity,MTZ US Equity
2021-09-06,92.65,93.32,91.11,91.81,423868.0
2021-09-07,91.81,92.82,91.02,91.97,669746.0
2021-09-08,92.59,93.71,91.17,92.41,635676.0
2021-09-09,91.85,92.42,89.48,90.37,498842.0
2021-09-10,90.71,90.99,88.78,88.82,492224.0
2021-09-11,90.71,90.99,88.78,88.82,492224.0
2021-09-12,90.71,90.99,88.78,88.82,492224.0
2021-09-13,89.64,91.25,89.0701,90.64,577419.0
2021-09-14,90.77,90.98,89.43,90.05,641011.0
2021-09-15,90.22,92.94,89.69,92.62,835547.0
2021-09-16,92.93,93.57,90.09,90.34,503039.0
2021-09-17,91.29,91.705,88.77,89.61,1023401.0
2021-09-18,91.29,91.705,88.77,89.61,1023401.0
2021-09-19,91.29,91.705,88.77,89.61,1023401.0
2021-09-20,86.23,88.82,85.76,87.27,673632.0
2021-09-21,88.1,88.64,85.105,85.77,737060.0
2021-09-22,86.86,87.64,85.87,85.94,636211.0
2021-09-23,86.24,88.5,86.24,87.14,639358.0
2021-09-24,87.08,88.12,86.3,86.95,541247.0
2021-09-25,87.08,88.12,86.3,86.95,541247.0
2021-09-26,87.08,88.12,86.3,86.95,541247.0
2021-09-27,87.75,89.59,87.62,89.3,1044564.0
2021-09-28,89.15,89.37,87.945,88.94,838543.0
2021-09-29,89.58,89.58,87.11,88.48,1066720.0
2021-09-30,88.97,89.21,85.44,86.28,1059819.0
2021-10-01,87.16,89.875,86.09,89.3,605705.0
2021-10-02,87.16,89.875,86.09,89.3,605705.0
2021-10-03,87.16,89.875,86.09,89.3,605705.0
2021-10-04,88.83,90.05,88.1,88.47,733557.0
2021-10-05,88.5,90.415,87.9,89.1,1017759.0
2021-10-06,87.61,88.87,84.8,86.67,586856.0
2021-10-07,87.11,89.37,86.86,88.45,546753.0
2021-10-08,88.97,89.48,87.81,87.98,634561.0
2021-10-09,88.97,89.48,87.81,87.98,634561.0
2021-10-10,88.97,89.48,87.81,87.98,634561.0
2021-10-11,87.86,88.2099,85.52,85.69,584057.0
2021-10-12,85.58,87.0,85.34,85.89,494346.0
2021-10-13,86.06,86.29,83.9,85.07,692726.0
2021-10-14,86.17,87.45,85.61,86.71,416286.0
2021-10-15,88.13,88.13,86.23,86.26,366586.0
2021-10-16,88.13,88.13,86.23,86.26,366586.0
2021-10-17,88.13,88.13,86.23,86.26,366586.0
2021-10-18,85.26,86.775,85.05,86.44,335369.0
2021-10-19,86.9,87.74,86.24,86.87,379481.0
2021-10-20,87.02,88.01,86.28,87.46,426957.0
2021-10-21,87.3,88.96,86.835,88.82,435372.0
2021-10-22,89.04,90.44,88.45,88.54,564134.0
2021-10-23,89.04,90.44,88.45,88.54,564134.0
2021-10-24,89.04,90.44,88.45,88.54,564134.0
2021-10-25,88.73,89.58,87.639,89.21,851009.0
2021-10-26,89.71,90.87,88.97,89.01,665837.0
2021-10-27,89.05,89.05,86.34,86.61,771403.0
2021-10-28,87.24,89.71,86.88,89.66,545630.0
2021-10-29,89.44,91.61,88.7,89.13,575149.0
2021-10-30,89.44,91.61,88.7,89.13,575149.0
2021-10-31,89.44,91.61,88.7,89.13,575149.0
2021-11-01,89.99,91.99,89.605,91.0,764037.0
2021-11-02,90.92,90.92,88.57,89.84,791157.0
2021-11-03,89.16,89.85,87.89,89.83,641818.0
2021-11-04,90.74,91.07,88.7,89.54,690037.0
2021-11-05,89.71,95.26,85.44,93.84,1336835.0
2021-11-06,89.71,95.26,85.44,93.84,1336835.0
2021-11-07,89.71,95.26,85.44,93.84,1336835.0
2021-11-08,96.74,104.21,95.75,99.6,2051387.0
2021-11-09,99.18,100.5408,96.175,96.51,733908.0
2021-11-10,95.87,97.55,94.4,95.25,565514.0
2021-11-11,95.26,96.53,94.37,95.71,476255.0
2021-11-12,96.41,96.66,94.42,95.66,318381.0
2021-11-13,96.41,96.66,94.42,95.66,318381.0
2021-11-14,96.41,96.66,94.42,95.66,318381.0
2021-11-15,96.5,96.5,93.59,93.74,483340.0
2021-11-16,94.37,97.355,94.37,95.67,637505.0
2021-11-17,95.81,96.66,94.3,94.7,473899.0
2021-11-18,94.73,97.23,93.33,96.78,926124.0
2021-11-19,96.0,102.8,95.78,100.98,1534086.0
2021-11-20,96.0,102.8,95.78,100.98,1534086.0
2021-11-21,96.0,102.8,95.78,100.98,1534086.0
2021-11-22,101.59,101.94,97.78,97.88,634303.0
2021-11-23,98.45,101.81,97.495,101.57,1005679.0
2021-11-24,101.41,101.98,99.2788,100.58,527288.0
2021-11-25,101.41,101.98,99.2788,100.58,527288.0
2021-11-26,98.0,98.95,96.51,97.72,295390.0
2021-11-27,98.0,98.95,96.51,97.72,295390.0
2021-11-28,98.0,98.95,96.51,97.72,295390.0
2021-11-29,99.31,99.629,96.14,97.79,452828.0
2021-11-30,97.18,97.2,92.05,92.17,682996.0
2021-12-01,94.51,94.72,90.19,90.19,583318.0
2021-12-02,90.89,93.76,90.47,92.06,518374.0
2021-12-03,92.4,92.84,87.21,89.05,642050.0
2021-12-04,92.4,92.84,87.21,89.05,642050.0
2021-12-05,92.4,92.84,87.21,89.05,642050.0
2021-12-06,90.37,92.89,89.735,92.09,820920.0
2021-12-07,93.24,95.91,92.28,95.89,793889.0
2021-12-08,96.25,96.33,94.61,95.07,869637.0
2021-12-09,94.03,95.35,92.86,93.26,642424.0
2021-12-10,93.33,94.02,90.88,91.95,356770.0
2021-12-11,93.33,94.02,90.88,91.95,356770.0
2021-12-12,93.33,94.02,90.88,91.95,356770.0
2021-12-13,92.01,92.6499,88.73,89.76,411648.0
2021-12-14,89.64,90.98,87.975,88.87,626728.0
2021-12-15,88.64,89.66,85.42,88.7,571979.0
2021-12-16,89.87,90.42,87.44,87.98,414099.0
2021-12-17,86.77,87.98,85.42,86.52,1124338.0
2021-12-18,86.77,87.98,85.42,86.52,1124338.0
2021-12-19,86.77,87.98,85.42,86.52,1124338.0
2021-12-20,85.5,88.62,84.46,87.7,674645.0
2021-12-21,88.88,90.67,88.14,90.26,540294.0
2021-12-22,90.28,91.17,89.95,90.75,446011.0
2021-12-23,91.13,92.25,91.0,91.29,222407.0
2021-12-24,91.13,92.25,91.0,91.29,222407.0
2021-12-25,91.13,92.25,91.0,91.29,222407.0
2021-12-26,91.13,92.25,91.0,91.29,222407.0
2021-12-27,92.06,92.31,91.0145,92.03,389919.0
2021-12-28,91.85,92.81,91.56,91.85,271856.0
2021-12-29,92.18,92.53,91.4,91.87,340328.0
2021-12-30,92.0,92.99,91.45,91.98,432739.0
2021-12-31,92.14,93.125,92.0328,92.28,263683.0
2022-01-01,92.14,93.125,92.0328,92.28,263683.0
2022-01-02,92.14,93.125,92.0328,92.28,263683.0
2022-01-03,92.97,94.46,92.37,94.18,452763.0
2022-01-04,94.76,96.765,94.305,96.08,592795.0
2022-01-05,96.35,99.0,94.0,94.08,693775.0
2022-01-06,95.02,95.21,92.89,94.48,421775.0
2022-01-07,94.7,96.24,92.92,93.96,559038.0
2022-01-08,94.7,96.24,92.92,93.96,559038.0
2022-01-09,94.7,96.24,92.92,93.96,559038.0
2022-01-10,93.57,94.97,91.985,94.75,522299.0
2022-01-11,95.33,96.62,93.67,96.57,424686.0
2022-01-12,96.79,97.35,93.19,93.92,765177.0
2022-01-13,94.2,95.92,94.2,94.47,369973.0
2022-01-14,93.54,96.61,93.044,96.44,511987.0
2022-01-15,93.54,96.61,93.044,96.44,511987.0
2022-01-16,93.54,96.61,93.044,96.44,511987.0
2022-01-17,93.54,96.61,93.044,96.44,511987.0
2022-01-18,95.51,95.97,93.33,94.19,456331.0
2022-01-19,94.18,94.9,90.71,90.9,493157.0
2022-01-20,91.1,92.25,89.85,90.11,462297.0
2022-01-21,89.33,91.155,88.2298,88.85,746427.0
2022-01-22,89.33,91.155,88.2298,88.85,746427.0
2022-01-23,89.33,91.155,88.2298,88.85,746427.0
2022-01-24,86.87,89.73,83.91,89.53,776341.0
2022-01-25,88.42,89.0,85.935,87.57,613216.0
2022-01-26,88.8,89.84,85.86,86.49,594204.0
2022-01-27,86.86,88.72,82.245,83.64,998594.0
2022-01-28,83.44,85.21,82.08,85.13,417876.0
2022-01-29,83.44,85.21,82.08,85.13,417876.0
2022-01-30,83.44,85.21,82.08,85.13,417876.0
2022-01-31,84.4,86.21,84.11,86.13,478606.0
2022-02-01,86.42,87.38,85.3388,87.23,369126.0
2022-02-02,87.41,87.41,84.676,85.19,486033.0
2022-02-03,84.61,85.9374,84.06,84.58,379806.0
2022-02-04,84.25,85.5148,83.57,84.84,410017.0
2022-02-05,84.25,85.5148,83.57,84.84,410017.0
2022-02-06,84.25,85.5148,83.57,84.84,410017.0
2022-02-07,84.72,86.37,84.41,85.48,397990.0
2022-02-08,85.86,88.9234,85.74,88.28,424421.0
2022-02-09,89.38,92.22,89.38,91.82,659841.0
2022-02-10,91.01,92.6,89.48,90.16,415408.0
2022-02-11,90.39,91.4,88.08,89.09,382290.0
2022-02-12,90.39,91.4,88.08,89.09,382290.0
2022-02-13,90.39,91.4,88.08,89.09,382290.0
2022-02-14,89.07,90.89,88.45,89.2,534029.0
2022-02-15,90.62,93.02,90.62,92.88,504642.0
2022-02-16,92.8,95.0,92.77,94.18,509722.0
2022-02-17,93.32,94.33,92.85,93.02,373223.0
2022-02-18,92.6,92.93,90.31,91.5,287979.0
2022-02-19,92.6,92.93,90.31,91.5,287979.0
2022-02-20,92.6,92.93,90.31,91.5,287979.0
2022-02-21,92.6,92.93,90.31,91.5,287979.0
2022-02-22,91.69,91.69,87.47,88.17,376289.0
2022-02-23,88.83,89.43,86.82,86.97,566256.0
2022-02-24,84.52,91.26,84.01,90.95,781144.0
2022-02-25,89.7,89.7,77.1712,79.05,2703870.0
2022-02-26,89.7,89.7,77.1712,79.05,2703870.0
2022-02-27,89.7,89.7,77.1712,79.05,2703870.0
2022-02-28,77.47,79.13,75.6101,78.76,1739775.0
2022-03-01,78.0,78.23,74.92,76.51,1127956.0
2022-03-02,76.66,79.16,76.1,77.39,1004497.0
2022-03-03,78.11,78.47,76.12,76.85,662080.0
2022-03-04,76.14,76.32,73.36,74.9,767289.0
2022-03-05,76.14,76.32,73.36,74.9,767289.0
2022-03-06,76.14,76.32,73.36,74.9,767289.0
2022-03-07,75.29,76.33,71.85,71.94,976557.0
2022-03-08,73.9,81.33,73.9,77.79,1771710.0
2022-03-09,78.69,81.59,78.44,79.6,879803.0
2022-03-10,78.62,82.37,78.1,81.96,614797.0
2022-03-11,82.42,85.77,82.14,85.38,829079.0
2022-03-12,82.42,85.77,82.14,85.38,829079.0
2022-03-13,82.42,85.77,82.14,85.38,829079.0
2022-03-14,86.0,86.61,82.48,82.85,835689.0
2022-03-15,81.67,83.18,80.64,82.91,651007.0
2022-03-16,83.26,86.18,83.26,85.93,712389.0
2022-03-17,84.12,87.74,84.12,87.23,606010.0
2022-03-18,88.05,89.1,86.65,88.56,1342678.0
2022-03-19,88.05,89.1,86.65,88.56,1342678.0
2022-03-20,88.05,89.1,86.65,88.56,1342678.0
2022-03-21,88.49,89.83,87.63,88.01,519572.0
2022-03-22,88.12,89.54,87.68,88.58,542002.0
2022-03-23,88.11,88.58,86.5,86.71,320165.0
2022-03-24,86.58,87.56,85.46,86.92,437696.0
2022-03-25,87.29,88.34,86.66,87.63,309553.0
2022-03-26,87.29,88.34,86.66,87.63,309553.0
2022-03-27,87.29,88.34,86.66,87.63,309553.0
2022-03-28,86.96,87.285,84.56,86.17,398204.0
2022-03-29,87.01,87.84,85.76,86.93,558784.0
2022-03-30,86.9,88.04,85.58,86.13,499789.0
2022-03-31,85.52,88.2,85.42,87.1,1103216.0
2022-04-01,87.39,89.24,86.28,87.6,527014.0
2022-04-02,87.39,89.24,86.28,87.6,527014.0
2022-04-03,87.39,89.24,86.28,87.6,527014.0
2022-04-04,87.3,87.71,83.38,83.73,929088.0
2022-04-05,83.34,83.62,80.58,81.26,1022642.0
2022-04-06,81.13,81.13,78.98,79.46,750200.0
2022-04-07,78.9,79.81,76.98,78.8,874231.0
2022-04-08,79.34,80.515,78.26,79.58,509787.0
2022-04-09,79.34,80.515,78.26,79.58,509787.0
2022-04-10,79.34,80.515,78.26,79.58,509787.0
2022-04-11,78.74,81.01,78.61,80.66,624401.0
2022-04-12,81.42,82.33,79.76,80.28,446305.0
2022-04-13,79.64,80.51,77.43,78.6,567026.0
2022-04-14,78.9,80.33,77.465,79.75,611362.0
2022-04-15,78.9,80.33,77.465,79.75,611362.0
2022-04-16,78.9,80.33,77.465,79.75,611362.0
2022-04-17,78.9,80.33,77.465,79.75,611362.0
2022-04-18,79.8,80.46,78.29,78.79,294583.0
2022-04-19,79.0,81.63,78.81,80.96,467525.0
2022-04-20,81.77,83.2,81.325,81.59,293481.0
2022-04-21,82.35,82.35,78.37,78.94,392792.0
2022-04-22,78.61,78.77,75.66,75.73,604715.0
2022-04-23,78.61,78.77,75.66,75.73,604715.0
2022-04-24,78.61,78.77,75.66,75.73,604715.0
2022-04-25,74.99,75.63,73.39,75.13,571082.0
2022-04-26,74.19,75.01,72.26,72.29,501338.0
2022-04-27,71.85,73.42,71.09,72.33,446385.0
2022-04-28,72.8,73.23,70.9,72.81,524224.0
2022-04-29,72.79,73.69,71.89,72.01,551280.0
2022-04-30,72.79,73.69,71.89,72.01,551280.0
2022-05-01,72.79,73.69,71.89,72.01,551280.0
2022-05-02,71.88,73.51,70.72,72.75,669443.0
2022-05-03,73.04,74.24,72.41,73.73,523508.0
2022-05-04,74.15,76.95,73.62,76.9,616537.0
2022-05-05,76.46,76.745,73.385,74.44,926738.0
2022-05-06,72.55,78.61,71.88,77.03,1748070.0
2022-05-07,72.55,78.61,71.88,77.03,1748070.0
2022-05-08,72.55,78.61,71.88,77.03,1748070.0
2022-05-09,75.19,76.68,73.6293,74.7,1111549.0
2022-05-10,74.6,77.79,74.1101,75.73,809659.0
2022-05-11,75.64,78.14,74.71,75.22,814977.0
2022-05-12,74.38,75.75,73.91,75.64,827714.0
2022-05-13,77.68,78.755,76.88,77.74,663106.0
2022-05-14,77.68,78.755,76.88,77.74,663106.0
2022-05-15,77.68,78.755,76.88,77.74,663106.0
2022-05-16,77.51,79.69,76.08,78.18,742279.0
2022-05-17,79.04,81.1,77.85,79.97,1025200.0
2022-05-18,79.33,82.05,77.88,78.04,765186.0
2022-05-19,77.0,78.83,76.63,78.2,688746.0
2022-05-20,79.02,80.44,77.67,80.25,958799.0
2022-05-21,79.02,80.44,77.67,80.25,958799.0
2022-05-22,79.02,80.44,77.67,80.25,958799.0
2022-05-23,80.79,81.57,79.35,79.6,539128.0
2022-05-24,79.07,79.23,77.59,79.11,393255.0
2022-05-25,79.76,81.97,78.39,81.2,534097.0
2022-05-26,82.71,84.28,81.39,83.09,582720.0
2022-05-27,83.78,84.99,83.44,84.28,424252.0
2022-05-28,83.78,84.99,83.44,84.28,424252.0
2022-05-29,83.78,84.99,83.44,84.28,424252.0
2022-05-30,83.78,84.99,83.44,84.28,424252.0
2022-05-31,83.5,84.44,83.13,83.59,611472.0
2022-06-01,84.15,84.83,81.53,83.54,452266.0
2022-06-02,83.47,83.77,82.175,83.18,723317.0
2022-06-03,82.17,82.28,80.33,81.15,615619.0
2022-06-04,82.17,82.28,80.33,81.15,615619.0
2022-06-05,82.17,82.28,80.33,81.15,615619.0
2022-06-06,86.47,92.03,84.525,85.0,1398052.0
2022-06-07,83.87,87.21,83.5,87.16,717579.0
2022-06-08,87.08,87.08,85.165,85.95,484235.0
2022-06-09,85.81,86.49,85.11,85.19,524785.0
2022-06-10,83.45,84.48,82.09,82.44,1377056.0
2022-06-11,83.45,84.48,82.09,82.44,1377056.0
2022-06-12,83.45,84.48,82.09,82.44,1377056.0
2022-06-13,80.67,81.22,78.16,78.94,712505.0
2022-06-14,78.63,79.73,76.6,76.97,583419.0
2022-06-15,77.0,77.06,74.23,75.47,986223.0
2022-06-16,73.2,73.62,68.03,68.67,1414674.0
2022-06-17,68.17,70.12,67.31,69.4,1957160.0
2022-06-18,68.17,70.12,67.31,69.4,1957160.0
2022-06-19,68.17,70.12,67.31,69.4,1957160.0
2022-06-20,68.17,70.12,67.31,69.4,1957160.0
2022-06-21,71.7,73.87,70.06,73.64,859231.0
2022-06-22,72.7,74.6,72.51,72.52,609150.0
2022-06-23,72.2,72.27,69.68,70.4,796126.0
2022-06-24,71.24,73.8228,71.105,73.57,731044.0
2022-06-25,71.24,73.8228,71.105,73.57,731044.0
2022-06-26,71.24,73.8228,71.105,73.57,731044.0
2022-06-27,73.81,75.34,73.575,75.03,344054.0
2022-06-28,75.56,76.45,72.78,72.8,459349.0
2022-06-29,72.76,72.76,70.49,71.3,662401.0
2022-06-30,69.91,72.52,69.72,71.66,462100.0
2022-07-01,71.25,72.29,69.5,72.08,476448.0
2022-07-02,71.25,72.29,69.5,72.08,476448.0
2022-07-03,71.25,72.29,69.5,72.08,476448.0
2022-07-04,71.25,72.29,69.5,72.08,476448.0
2022-07-05,71.22,72.04,69.01,71.8,472312.0
2022-07-06,71.44,71.82,69.05,70.87,760769.0
2022-07-07,71.31,73.3,71.31,72.97,336788.0
2022-07-08,73.01,73.52,71.76,72.65,316534.0
2022-07-09,73.01,73.52,71.76,72.65,316534.0
2022-07-10,73.01,73.52,71.76,72.65,316534.0
2022-07-11,71.58,72.43,71.08,71.7,373974.0
2022-07-12,71.13,72.525,70.8,71.26,340692.0
2022-07-13,70.62,72.16,70.02,71.5,346829.0
2022-07-14,70.69,71.14,69.55,70.99,386497.0
2022-07-15,72.01,72.27,69.97,71.51,346234.0
2022-07-16,72.01,72.27,69.97,71.51,346234.0
2022-07-17,72.01,72.27,69.97,71.51,346234.0
2022-07-18,71.7,72.81,70.59,70.63,314207.0
2022-07-19,70.88,73.85,70.62,73.79,502939.0
2022-07-20,73.8,74.22,72.67,73.51,360417.0
2022-07-21,72.59,73.29,71.6968,73.27,359953.0
2022-07-22,73.23,73.99,71.65,72.52,323802.0
2022-07-23,73.23,73.99,71.65,72.52,323802.0
2022-07-24,73.23,73.99,71.65,72.52,323802.0
2022-07-25,64.26,69.1199,62.64,68.36,4219633.0
2022-07-26,67.85,71.81,67.56,71.7,1580107.0
2022-07-27,72.02,74.25,71.98,74.04,919929.0
2022-07-28,76.98,79.97,75.76,78.96,1418700.0
2022-07-29,79.04,79.63,78.21,78.93,606677.0
2022-07-30,79.04,79.63,78.21,78.93,606677.0
2022-07-31,79.04,79.63,78.21,78.93,606677.0
2022-08-01,78.08,78.91,76.28,78.13,590665.0
2022-08-02,77.83,80.68,77.61,79.11,703117.0
2022-08-03,79.4,80.07,78.405,79.72,411724.0
2022-08-04,79.43,80.27,78.77,80.24,569984.0
2022-08-05,79.2,84.735,78.03,81.29,788904.0
2022-08-06,79.2,84.735,78.03,81.29,788904.0
2022-08-07,79.2,84.735,78.03,81.29,788904.0
2022-08-08,84.0,84.225,80.12,80.85,661602.0
2022-08-09,80.48,80.68,79.4,79.62,617445.0
2022-08-10,80.38,81.52,80.315,80.55,461409.0
2022-08-11,81.14,82.62,81.06,81.75,408690.0
2022-08-12,81.64,83.26,81.01,83.15,397427.0
2022-08-13,81.64,83.26,81.01,83.15,397427.0
2022-08-14,81.64,83.26,81.01,83.15,397427.0
2022-08-15,82.97,82.97,81.26,82.23,475920.0
2022-08-16,81.99,82.655,81.525,82.42,387986.0
2022-08-17,81.65,82.19,80.61,81.79,450953.0
2022-08-18,82.35,83.675,81.4434,82.99,346396.0
2022-08-19,82.25,82.55,81.16,82.12,458618.0
2022-08-20,82.25,82.55,81.16,82.12,458618.0
2022-08-21,82.25,82.55,81.16,82.12,458618.0
2022-08-22,81.29,81.95,80.47,80.97,443480.0
2022-08-23,81.22,83.23,81.22,82.25,388393.0
2022-08-24,82.75,85.28,82.55,84.58,581455.0
2022-08-25,85.0,86.5,84.85,85.26,348542.0
2022-08-26,85.5,85.995,83.5,83.75,458242.0
2022-08-27,85.5,85.995,83.5,83.75,458242.0
2022-08-28,85.5,85.995,83.5,83.75,458242.0
2022-08-29,83.21,84.9,82.75,83.85,377120.0
2022-08-30,83.96,83.96,80.01,81.0,800655.0
2022-08-31,80.76,81.76,79.96,80.5,452236.0
2022-09-01,79.71,79.71,77.82,79.34,368568.0
2022-09-02,80.37,80.9,78.56,78.9,421221.0
2022-09-03,80.37,80.9,78.56,78.9,421221.0
2022-09-04,80.37,80.9,78.56,78.9,421221.0
2022-09-05,80.37,80.9,78.56,78.9,421221.0
2022-09-06,79.19,79.9,76.854,77.7,587419.0
2022-09-07,77.1,80.15,77.1,80.08,568128.0
2022-09-08,79.59,80.15,78.88,79.77,432016.0
2022-09-09,80.52,82.82,80.52,82.51,670298.0
2022-09-10,80.52,82.82,80.52,82.51,670298.0
2022-09-11,80.52,82.82,80.52,82.51,670298.0
2022-09-12,84.35,86.57,82.97,83.2,699971.0
2022-09-13,80.48,82.98,80.26,81.96,663999.0
2022-09-14,81.83,83.18,80.5,83.05,576489.0
2022-09-15,82.27,83.955,81.86,82.31,707593.0
2022-09-16,81.61,81.61,79.55,80.91,1027520.0
2022-09-17,81.61,81.61,79.55,80.91,1027520.0
2022-09-18,81.61,81.61,79.55,80.91,1027520.0
2022-09-19,79.94,82.29,79.94,81.69,405153.0
2022-09-20,81.69,81.69,79.13,80.04,626712.0
2022-09-21,80.7,82.07,78.3256,78.36,587143.0
2022-09-22,78.36,79.16,75.41,76.11,919828.0
2022-09-23,74.76,75.025,71.6,72.94,1246603.0
2022-09-24,74.76,75.025,71.6,72.94,1246603.0
2022-09-25,74.76,75.025,71.6,72.94,1246603.0
2022-09-26,72.21,73.43,71.05,71.76,624005.0
2022-09-27,72.27,72.79,69.2,70.16,569587.0
2022-09-28,70.47,71.47,69.295,70.78,1267558.0
2022-09-29,70.03,70.49,65.14,65.6,1040213.0
2022-09-30,65.05,67.14,63.36,63.5,1046856.0
2022-10-01,65.05,67.14,63.36,63.5,1046856.0
2022-10-02,65.05,67.14,63.36,63.5,1046856.0
2022-10-03,64.16,67.67,63.12,66.89,960291.0
2022-10-04,68.01,69.78,67.995,69.04,727625.0
2022-10-05,67.43,68.54,66.06,67.95,533163.0
2022-10-06,67.46,69.44,66.95,67.5,825999.0
2022-10-07,67.35,67.97,65.32,65.53,745987.0
2022-10-08,67.35,67.97,65.32,65.53,745987.0
2022-10-09,67.35,67.97,65.32,65.53,745987.0
2022-10-10,65.96,66.39,63.2,63.24,583065.0
2022-10-11,62.98,65.15,62.3561,64.56,795313.0
2022-10-12,64.63,65.72,64.01,65.53,964599.0
2022-10-13,64.6,70.3342,63.7751,70.16,1365925.0
2022-10-14,70.21,70.99,67.45,67.96,852308.0
2022-10-15,70.21,70.99,67.45,67.96,852308.0
2022-10-16,70.21,70.99,67.45,67.96,852308.0
2022-10-17,69.26,71.065,68.4842,70.59,628911.0
2022-10-18,72.11,73.54,71.56,72.69,678828.0
2022-10-19,71.34,73.17,71.34,73.11,563916.0
2022-10-20,73.56,76.36,73.31,74.0,1065755.0
2022-10-21,74.08,75.97,73.62,75.3,617683.0
2022-10-22,74.08,75.97,73.62,75.3,617683.0
2022-10-23,74.08,75.97,73.62,75.3,617683.0
2022-10-24,75.36,75.805,73.95,75.56,573027.0
2022-10-25,75.25,77.085,75.215,76.36,514759.0
2022-10-26,76.95,77.43,75.75,75.83,485665.0
2022-10-27,76.29,78.38,75.49,75.66,758672.0
2022-10-28,76.1,77.04,75.6,76.72,970631.0
2022-10-29,76.1,77.04,75.6,76.72,970631.0
2022-10-30,76.1,77.04,75.6,76.72,970631.0
2022-10-31,76.69,77.4,76.04,77.08,806948.0
2022-11-01,77.78,79.07,76.755,78.42,647087.0
2022-11-02,77.97,79.31,76.1,76.2,789244.0
2022-11-03,75.69,75.69,71.14,73.96,1818284.0
2022-11-04,80.88,87.29,80.88,86.65,2238580.0
2022-11-05,80.88,87.29,80.88,86.65,2238580.0
2022-11-06,80.88,87.29,80.88,86.65,2238580.0
2022-11-07,88.57,91.33,87.53,90.76,1639571.0
2022-11-08,90.55,91.58,89.06,89.93,1140090.0
2022-11-09,89.06,89.32,87.685,88.11,1155340.0
2022-11-10,91.0,93.53,91.0,91.55,836659.0
2022-11-11,92.03,96.535,91.64,95.69,746026.0
2022-11-12,92.03,96.535,91.64,95.69,746026.0
2022-11-13,92.03,96.535,91.64,95.69,746026.0
2022-11-14,94.84,95.68,90.52,91.03,752265.0
2022-11-15,92.05,94.35,91.43,92.09,493773.0
2022-11-16,91.06,92.2,90.975,91.79,376974.0
2022-11-17,90.12,91.8,89.92,91.57,455557.0
2022-11-18,92.85,93.6,91.88,93.6,493819.0
2022-11-19,92.85,93.6,91.88,93.6,493819.0
2022-11-20,92.85,93.6,91.88,93.6,493819.0
2022-11-21,93.13,94.15,92.75,93.64,642961.0
2022-11-22,94.53,94.62,91.48,92.02,671288.0
2022-11-23,91.56,92.55,89.57,89.9,737749.0
2022-11-24,91.56,92.55,89.57,89.9,737749.0
2022-11-25,89.56,91.5,89.43,90.82,244516.0
2022-11-26,89.56,91.5,89.43,90.82,244516.0
2022-11-27,89.56,91.5,89.43,90.82,244516.0
2022-11-28,89.44,90.39,86.06,86.58,879854.0
2022-11-29,86.89,88.0,86.7,87.34,343832.0
2022-11-30,87.33,91.05,86.81,90.83,528818.0
2022-12-01,91.22,91.23,87.52,89.07,695865.0
2022-12-02,88.39,88.94,86.98,87.35,842458.0
2022-12-03,88.39,88.94,86.98,87.35,842458.0
2022-12-04,88.39,88.94,86.98,87.35,842458.0
2022-12-05,87.01,88.545,85.48,86.56,745832.0
2022-12-06,86.77,87.08,85.64,86.64,690730.0
2022-12-07,86.15,87.17,85.7,86.85,683495.0
2022-12-08,87.71,88.99,87.365,88.97,742530.0
2022-12-09,89.08,91.68,87.92,88.29,847717.0
2022-12-10,89.08,91.68,87.92,88.29,847717.0
2022-12-11,89.08,91.68,87.92,88.29,847717.0
2022-12-12,88.77,89.55,86.6401,87.13,720077.0
2022-12-13,90.27,91.18,87.81,89.36,764502.0
2022-12-14,89.33,91.33,89.01,89.15,679670.0
2022-12-15,88.14,88.14,86.13,86.53,713907.0
2022-12-16,85.66,86.94,84.26,85.5,1113986.0
2022-12-17,85.66,86.94,84.26,85.5,1113986.0
2022-12-18,85.66,86.94,84.26,85.5,1113986.0
2022-12-19,85.77,85.958,84.64,85.41,601141.0
2022-12-20,84.73,85.91,84.12,85.56,686634.0
2022-12-21,86.22,87.58,85.84,86.6,722539.0
2022-12-22,85.26,85.45,81.365,83.5,823781.0
2022-12-23,83.57,85.3,83.18,85.0,535189.0
2022-12-24,83.57,85.3,83.18,85.0,535189.0
2022-12-25,83.57,85.3,83.18,85.0,535189.0
2022-12-26,83.57,85.3,83.18,85.0,535189.0
2022-12-27,84.19,84.6,83.38,84.25,356099.0
2022-12-28,84.11,84.92,82.79,82.85,530346.0
2022-12-29,83.52,85.33,83.52,84.4,558804.0
2022-12-30,83.48,85.49,83.41,85.33,394490.0
2022-12-31,83.48,85.49,83.41,85.33,394490.0
2023-01-01,83.48,85.49,83.41,85.33,394490.0
2023-01-02,83.48,85.49,83.41,85.33,394490.0
2023-01-03,85.82,86.715,84.89,86.27,590804.0
2023-01-04,87.1,88.48,86.39,87.23,539160.0
2023-01-05,86.96,88.78,85.66,88.14,873815.0
2023-01-06,89.33,91.99,88.88,91.62,808961.0
2023-01-07,89.33,91.99,88.88,91.62,808961.0
2023-01-08,89.33,91.99,88.88,91.62,808961.0
2023-01-09,92.04,96.22,91.48,94.0,1078918.0
2023-01-10,93.5,96.0,93.5,95.91,856380.0
2023-01-11,96.58,96.69,95.57,95.98,528942.0
2023-01-12,96.85,97.03,95.01,96.56,480464.0
