,FTV US Equity,FTV US Equity,FTV US Equity,FTV US Equity,FTV US Equity
2020-03-02,56.9551,58.1806,55.927,58.1065,2548193.0
2020-03-03,57.8269,59.7515,56.7577,57.062,2231281.0
2020-03-04,57.646,59.3402,56.9962,59.2744,5390066.0
2020-03-05,57.8105,57.9955,55.5898,56.0586,2517914.0
2020-03-06,54.3973,55.4665,54.0683,54.9483,2727327.0
2020-03-07,54.3973,55.4665,54.0683,54.9483,2727327.0
2020-03-08,54.3973,55.4665,54.0683,54.9483,2727327.0
2020-03-09,51.897,52.3576,48.5496,51.0828,3300985.0
2020-03-10,52.2095,52.6372,48.7799,51.3706,5852230.0
2020-03-11,49.7668,50.3837,48.4345,48.8786,3531866.0
2020-03-12,45.7697,47.5873,43.1008,45.8355,5198054.0
2020-03-13,47.7518,49.1418,45.1775,49.1253,3340244.0
2020-03-14,47.7518,49.1418,45.1775,49.1253,3340244.0
2020-03-15,47.7518,49.1418,45.1775,49.1253,3340244.0
2020-03-16,43.8698,46.1069,41.7808,42.6361,3044099.0
2020-03-17,43.475,44.0425,40.6458,43.3106,3610155.0
2020-03-18,40.4237,40.4237,30.6859,37.0599,5951041.0
2020-03-19,36.7391,38.7459,34.9544,37.8741,4527099.0
2020-03-20,38.8611,39.1407,36.1058,37.4876,4091270.0
2020-03-21,38.8611,39.1407,36.1058,37.4876,4091270.0
2020-03-22,38.8611,39.1407,36.1058,37.4876,4091270.0
2020-03-23,36.4677,37.0434,33.4228,34.5514,3677093.0
2020-03-24,36.4842,41.2955,36.022,41.057,3345516.0
2020-03-25,41.4847,42.7266,39.8233,41.0324,3886163.0
2020-03-26,41.7232,43.1296,40.5142,42.4963,3996150.0
2020-03-27,40.5471,41.8959,39.2312,40.835,3945328.0
2020-03-28,40.5471,41.8959,39.2312,40.835,3945328.0
2020-03-29,40.5471,41.8959,39.2312,40.835,3945328.0
2020-03-30,40.3004,43.253,40.2757,42.85,3703714.0
2020-03-31,42.4141,45.926,42.4141,45.3914,3168360.0
2020-04-01,43.9521,45.7204,43.2201,45.2104,3819138.0
2020-04-02,44.9801,46.4523,44.6923,46.0576,2357890.0
2020-04-03,46.2303,47.9574,43.9274,44.6429,2323978.0
2020-04-04,46.2303,47.9574,43.9274,44.6429,2323978.0
2020-04-05,46.2303,47.9574,43.9274,44.6429,2323978.0
2020-04-06,45.8848,47.686,45.1487,47.0856,2683395.0
2020-04-07,49.1418,50.1863,47.9739,48.0726,2360725.0
2020-04-08,48.1219,50.5728,47.7189,49.8738,2320719.0
2020-04-09,50.4577,51.7736,49.701,50.2027,1419612.0
2020-04-10,50.4577,51.7736,49.701,50.2027,1419612.0
2020-04-11,50.4577,51.7736,49.701,50.2027,1419612.0
2020-04-12,50.4577,51.7736,49.701,50.2027,1419612.0
2020-04-13,50.104,50.1945,48.1959,48.8704,1626113.0
2020-04-14,49.8244,50.7953,49.6846,50.1781,2089606.0
2020-04-15,48.8786,49.2076,47.2008,47.283,2698764.0
2020-04-16,46.7731,46.88,45.6546,46.6991,2144775.0
2020-04-17,47.9574,49.7257,47.8999,49.6435,1823199.0
2020-04-18,47.9574,49.7257,47.8999,49.6435,1823199.0
2020-04-19,47.9574,49.7257,47.8999,49.6435,1823199.0
2020-04-20,48.9279,49.1048,47.6943,48.2782,2010877.0
2020-04-21,46.6662,47.8012,45.839,45.926,2167842.0
2020-04-22,47.0198,47.9081,46.1974,47.4886,1226378.0
2020-04-23,47.8999,48.895,47.5873,48.1959,1857877.0
2020-04-24,48.5249,49.9971,48.1713,49.627,1645834.0
2020-04-25,48.5249,49.9971,48.1713,49.627,1645834.0
2020-04-26,48.5249,49.9971,48.1713,49.627,1645834.0
2020-04-27,50.0465,52.8428,49.7586,52.6208,1718717.0
2020-04-28,53.5913,54.2492,52.6372,53.2212,1951826.0
2020-04-29,54.6111,55.0799,53.6817,53.912,1972883.0
2020-04-30,52.9086,53.0484,51.8065,52.6372,1720038.0
2020-05-01,52.4316,52.6372,49.3557,49.9642,2919284.0
2020-05-02,52.4316,52.6372,49.3557,49.9642,2919284.0
2020-05-03,52.4316,52.6372,49.3557,49.9642,2919284.0
2020-05-04,48.9937,50.1781,48.821,50.1698,2696266.0
2020-05-05,49.4461,49.6435,47.8587,47.9739,4542358.0
2020-05-06,48.015,48.3769,47.2583,47.5133,1976749.0
2020-05-07,48.2535,48.4756,47.4763,47.6449,2469902.0
2020-05-08,48.1548,48.9526,47.8012,48.747,3084647.0
2020-05-09,48.1548,48.9526,47.8012,48.747,3084647.0
2020-05-10,48.1548,48.9526,47.8012,48.747,3084647.0
2020-05-11,48.1877,49.1089,47.5544,48.3769,2186422.0
2020-05-12,48.5907,49.002,46.1809,46.1892,2111352.0
2020-05-13,46.0576,46.5675,44.2317,44.791,2074733.0
2020-05-14,44.1412,45.9095,43.1461,45.8602,2145816.0
2020-05-15,45.3831,46.2632,45.1775,45.4407,1908331.0
2020-05-16,45.3831,46.2632,45.1775,45.4407,1908331.0
2020-05-17,45.3831,46.2632,45.1775,45.4407,1908331.0
2020-05-18,46.732,49.1171,46.732,48.6812,2962277.0
2020-05-19,48.5907,50.0547,48.2864,48.6154,2505185.0
2020-05-20,48.5332,49.1171,48.4509,48.6072,2901169.0
2020-05-21,48.5249,48.5743,47.6367,47.9328,1928201.0
2020-05-22,48.0726,48.2782,47.2008,48.1384,1556134.0
2020-05-23,48.0726,48.2782,47.2008,48.1384,1556134.0
2020-05-24,48.0726,48.2782,47.2008,48.1384,1556134.0
2020-05-25,48.0726,48.2782,47.2008,48.1384,1556134.0
2020-05-26,49.6435,50.8854,49.5653,50.4742,1569406.0
2020-05-27,51.7407,52.703,51.5063,52.3576,1733999.0
2020-05-28,52.761,52.8104,50.5709,50.6697,1843076.0
2020-05-29,50.4227,50.5215,49.7434,50.2086,2403815.0
2020-05-30,50.4227,50.5215,49.7434,50.2086,2403815.0
2020-05-31,50.4227,50.5215,49.7434,50.2086,2403815.0
2020-06-01,50.2086,51.4601,49.6981,51.1884,2301465.0
2020-06-02,51.6742,52.7775,51.2378,52.7199,2195484.0
2020-06-03,53.5185,55.3464,53.3374,55.2311,2838221.0
2020-06-04,54.6383,55.7087,54.5642,55.544,2008331.0
2020-06-05,57.8494,60.2289,57.7259,58.1376,3884613.0
2020-06-06,57.8494,60.2289,57.7259,58.1376,3884613.0
2020-06-07,57.8494,60.2289,57.7259,58.1376,3884613.0
2020-06-08,58.9774,59.3891,57.1331,57.9482,3699947.0
2020-06-09,57.0014,57.6436,56.2109,57.2895,3057122.0
2020-06-10,57.0919,57.2854,54.9924,55.05,1623970.0
2020-06-11,52.7775,53.0657,51.5656,51.7483,2721032.0
2020-06-12,53.6667,53.6667,50.9744,52.407,2070009.0
2020-06-13,53.6667,53.6667,50.9744,52.407,2070009.0
2020-06-14,53.6667,53.6667,50.9744,52.407,2070009.0
2020-06-15,50.9249,53.2386,50.3815,53.0163,1992068.0
2020-06-16,55.0171,56.2933,53.4444,55.8322,3427798.0
2020-06-17,56.4662,56.5732,55.6922,55.9063,3106459.0
2020-06-18,55.2723,56.6885,55.2723,56.1368,2544050.0
2020-06-19,57.4954,57.5448,55.8157,55.8651,4704903.0
2020-06-20,57.4954,57.5448,55.8157,55.8651,4704903.0
2020-06-21,57.4954,57.5448,55.8157,55.8651,4704903.0
2020-06-22,55.3546,56.705,55.0006,56.318,2318440.0
2020-06-23,57.0096,57.2648,56.1862,56.2274,1906598.0
2020-06-24,55.3382,55.8528,53.8397,54.3501,2509408.0
2020-06-25,54.4819,55.8816,53.7697,55.7087,1866732.0
2020-06-26,55.5028,55.5028,54.1608,54.6465,3093242.0
2020-06-27,55.5028,55.5028,54.1608,54.6465,3093242.0
2020-06-28,55.5028,55.5028,54.1608,54.6465,3093242.0
2020-06-29,55.0418,56.2439,54.8936,55.9228,1727784.0
2020-06-30,55.3135,56.1039,55.0171,55.7087,2992270.0
2020-07-01,55.7828,56.2439,55.4699,55.544,2679415.0
2020-07-02,56.3756,57.166,55.9186,56.1121,1428834.0
2020-07-03,56.3756,57.166,55.9186,56.1121,1428834.0
2020-07-04,56.3756,57.166,55.9186,56.1121,1428834.0
2020-07-05,56.3756,57.166,55.9186,56.1121,1428834.0
2020-07-06,57.1002,57.2978,56.5773,56.9355,1223318.0
2020-07-07,56.5897,56.7626,55.9969,56.038,985730.0
2020-07-08,55.8981,56.2686,55.2805,56.2192,1231254.0
2020-07-09,55.9722,56.4989,55.0665,55.3958,1190686.0
2020-07-10,55.4864,55.6757,55.1076,55.3793,1725168.0
2020-07-11,55.4864,55.6757,55.1076,55.3793,1725168.0
2020-07-12,55.4864,55.6757,55.1076,55.3793,1725168.0
2020-07-13,55.7169,56.532,55.5275,55.684,1289113.0
2020-07-14,55.7993,57.0837,55.19,56.9437,1933959.0
2020-07-15,57.8165,58.9445,57.5695,58.6152,1793824.0
2020-07-16,58.4752,59.4056,57.8247,59.0433,2042073.0
2020-07-17,59.3397,59.702,59.0021,59.3562,1221863.0
2020-07-18,59.3397,59.702,59.0021,59.3562,1221863.0
2020-07-19,59.3397,59.702,59.0021,59.3562,1221863.0
2020-07-20,59.2327,59.2821,58.0553,58.2529,1144267.0
2020-07-21,58.4175,59.1092,58.4175,58.6234,1325296.0
2020-07-22,58.4834,59.068,58.3517,58.8951,1973899.0
2020-07-23,59.1503,60.1219,59.138,59.7185,1328578.0
2020-07-24,59.8008,59.8008,58.3434,58.4587,1850337.0
2020-07-25,59.8008,59.8008,58.3434,58.4587,1850337.0
2020-07-26,59.8008,59.8008,58.3434,58.4587,1850337.0
2020-07-27,58.6399,59.3973,58.4793,59.1997,2125286.0
2020-07-28,58.9774,59.0845,58.4258,58.4834,2114342.0
2020-07-29,60.3854,60.9041,59.8996,60.5995,3781026.0
2020-07-30,59.6938,59.8996,58.9692,59.4138,2778348.0
2020-07-31,59.1668,59.1668,57.4377,57.7918,2907660.0
2020-08-01,59.1668,59.1668,57.4377,57.7918,2907660.0
2020-08-02,59.1668,59.1668,57.4377,57.7918,2907660.0
2020-08-03,58.0553,58.1541,57.0755,57.2731,3750227.0
2020-08-04,57.1743,57.6271,56.8943,57.199,3108661.0
2020-08-05,57.6518,58.2529,57.1002,57.6518,3990749.0
2020-08-06,57.4707,58.4669,57.4336,58.2117,3196337.0
2020-08-07,58.1952,59.5332,57.9318,59.4714,2257655.0
2020-08-08,58.1952,59.5332,57.9318,59.4714,2257655.0
2020-08-09,58.1952,59.5332,57.9318,59.4714,2257655.0
2020-08-10,59.5703,59.7185,59.0392,59.1668,4402051.0
2020-08-11,59.9655,60.6736,59.7843,60.4842,8203708.0
2020-08-12,60.9288,61.7522,60.0478,61.7028,2939102.0
2020-08-13,61.0605,61.2403,60.2783,60.7394,1650752.0
2020-08-14,60.5171,61.2828,60.3977,60.583,965232.0
2020-08-15,60.5171,61.2828,60.3977,60.583,965232.0
2020-08-16,60.5171,61.2828,60.3977,60.583,965232.0
2020-08-17,60.5583,60.8959,60.0725,60.5007,1835073.0
2020-08-18,60.2866,60.4513,59.2244,59.3479,1775410.0
2020-08-19,59.5291,59.562,58.6563,58.7963,2065072.0
2020-08-20,58.1705,59.2656,58.1047,59.1915,1455086.0
2020-08-21,59.3397,59.562,58.4011,59.0515,1578693.0
2020-08-22,59.3397,59.562,58.4011,59.0515,1578693.0
2020-08-23,59.3397,59.562,58.4011,59.0515,1578693.0
2020-08-24,59.422,59.6855,58.8457,59.2821,1633094.0
2020-08-25,59.3973,59.5373,57.94,58.0882,4349632.0
2020-08-26,58.1705,58.7112,57.5777,58.4587,3303121.0
2020-08-27,58.7966,59.1345,58.3557,58.3845,3399926.0
2020-08-28,58.4834,60.1318,57.9807,60.0247,2963598.0
2020-08-29,58.4834,60.1318,57.9807,60.0247,2963598.0
2020-08-30,58.4834,60.1318,57.9807,60.0247,2963598.0
2020-08-31,59.7939,60.1071,59.1799,59.4312,1641115.0
2020-09-01,59.0933,61.146,59.0604,60.651,2823468.0
2020-09-02,60.7746,61.5494,60.2966,61.2609,2135497.0
2020-09-03,61.467,61.673,59.967,60.412,2388035.0
2020-09-04,61.2362,61.8543,60.8076,61.162,3440490.0
2020-09-05,61.2362,61.8543,60.8076,61.162,3440490.0
2020-09-06,61.2362,61.8543,60.8076,61.162,3440490.0
2020-09-07,61.2362,61.8543,60.8076,61.162,3440490.0
2020-09-08,60.9725,61.5411,60.1565,60.7005,4115826.0
2020-09-09,61.2856,62.8021,60.7005,62.3571,4617383.0
2020-09-10,62.8021,63.717,62.629,63.0082,4934854.0
2020-09-11,63.2389,64.1867,62.8681,63.7664,3344030.0
2020-09-12,63.2389,64.1867,62.8681,63.7664,3344030.0
2020-09-13,63.2389,64.1867,62.8681,63.7664,3344030.0
2020-09-14,64.2856,64.8461,63.8077,63.9807,2914678.0
2020-09-15,64.162,64.7472,63.4203,63.6263,2291490.0
2020-09-16,63.8488,64.3639,63.0576,63.379,5073253.0
2020-09-17,62.662,64.3681,62.3488,63.8323,4802358.0
2020-09-18,63.5851,64.2692,62.1593,62.4642,10734597.0
2020-09-19,63.5851,64.2692,62.1593,62.4642,10734597.0
2020-09-20,63.5851,64.2692,62.1593,62.4642,10734597.0
2020-09-21,61.2444,61.7472,58.6977,59.6455,3923023.0
2020-09-22,59.5714,60.1565,59.151,59.9834,3310622.0
2020-09-23,59.8186,60.651,59.0521,59.0933,2058757.0
2020-09-24,58.912,60.4367,58.4917,59.9505,2845969.0
2020-09-25,59.4642,61.1785,59.217,61.129,2414430.0
2020-09-26,59.4642,61.1785,59.217,61.129,2414430.0
2020-09-27,59.4642,61.1785,59.217,61.129,2414430.0
2020-09-28,62.4642,63.1071,61.8584,62.4148,1922567.0
2020-09-29,62.4477,63.412,62.0439,62.8104,3200985.0
2020-09-30,63.2142,63.7417,62.2953,62.8104,2602856.0
2020-10-01,63.3296,63.4862,61.64,62.0933,2197795.0
2020-10-02,61.434,64.7554,61.3845,63.7911,1973362.0
2020-10-03,61.434,64.7554,61.3845,63.7911,1973362.0
2020-10-04,61.434,64.7554,61.3845,63.7911,1973362.0
2020-10-05,64.879,65.2293,64.1455,65.1593,3184075.0
2020-10-06,65.8516,66.4656,64.6235,64.8213,2517066.0
2020-10-07,65.3159,67.1538,65.3159,66.7911,3355309.0
2020-10-08,67.1455,67.6812,66.581,67.4093,3089455.0
2020-10-09,68.9962,70.0015,68.3062,68.8187,13655622.0
2020-10-10,68.9962,70.0015,68.3062,68.8187,13655622.0
2020-10-11,68.9962,70.0015,68.3062,68.8187,13655622.0
2020-10-12,68.7497,68.9863,66.5911,66.7291,4226219.0
2020-10-13,65.8223,66.8178,65.2211,65.4675,2862236.0
2020-10-14,65.2802,66.1575,65.0732,66.0392,2311221.0
2020-10-15,65.4478,66.6799,65.1225,66.4532,1414861.0
2020-10-16,66.7291,66.8671,66.0589,66.1772,1961157.0
2020-10-17,66.7291,66.8671,66.0589,66.1772,1961157.0
2020-10-18,66.7291,66.8671,66.0589,66.1772,1961157.0
2020-10-19,66.1377,66.2807,64.5903,64.8268,1633640.0
2020-10-20,65.3492,65.6991,64.61,64.9451,2143619.0
2020-10-21,65.2112,65.6251,64.6691,64.8761,2056435.0
2020-10-22,65.3295,65.8519,65.0338,65.5661,2255135.0
2020-10-23,65.9997,66.3743,65.3886,65.5463,2773973.0
2020-10-24,65.9997,66.3743,65.3886,65.5463,2773973.0
2020-10-25,65.9997,66.3743,65.3886,65.5463,2773973.0
2020-10-26,64.8465,64.8761,62.8752,63.5947,1699183.0
2020-10-27,63.4469,63.4863,62.3232,62.7372,1868398.0
2020-10-28,62.136,62.2611,60.2139,60.9236,3424196.0
2020-10-29,60.5983,61.929,59.9478,61.377,1876401.0
2020-10-30,61.3277,61.5446,60.0119,60.7166,2682231.0
2020-10-31,61.3277,61.5446,60.0119,60.7166,2682231.0
2020-11-01,61.3277,61.5446,60.0119,60.7166,2682231.0
2020-11-02,61.6431,62.6682,61.4953,62.4119,2873362.0
2020-11-03,63.1906,64.6593,62.4612,64.058,1604350.0
2020-11-04,63.5652,64.2157,62.136,63.6933,1819697.0
2020-11-05,65.0732,67.5867,64.7381,66.9755,3190056.0
2020-11-06,67.015,67.8232,66.4581,67.3895,1827987.0
2020-11-07,67.015,67.8232,66.4581,67.3895,1827987.0
2020-11-08,67.015,67.8232,66.4581,67.3895,1827987.0
2020-11-09,71.0956,73.1901,69.2574,69.3214,1916419.0
2020-11-10,69.6171,69.8931,68.7103,68.799,2504543.0
2020-11-11,69.4988,69.6763,67.9859,68.9962,1782169.0
2020-11-12,68.2569,69.0553,67.9957,68.5132,1400447.0
2020-11-13,69.144,70.2478,69.0849,69.9325,1690766.0
2020-11-14,69.144,70.2478,69.0849,69.9325,1690766.0
2020-11-15,69.144,70.2478,69.0849,69.9325,1690766.0
2020-11-16,70.9773,71.2237,69.8142,71.1252,2468728.0
2020-11-17,70.3761,70.9576,69.1736,70.6225,1315425.0
2020-11-18,70.7211,71.1252,69.9621,69.972,1150383.0
2020-11-19,69.9325,70.3564,68.8187,70.3071,1153520.0
2020-11-20,70.5338,70.7408,69.9424,70.2972,1549831.0
2020-11-21,70.5338,70.7408,69.9424,70.2972,1549831.0
2020-11-22,70.5338,70.7408,69.9424,70.2972,1549831.0
2020-11-23,70.9478,71.2336,70.4352,70.6521,1178939.0
2020-11-24,71.3913,72.0517,70.8245,71.9531,2190937.0
2020-11-25,71.9038,71.9038,70.6114,70.9073,1576428.0
2020-11-26,71.9038,71.9038,70.6114,70.9073,1576428.0
2020-11-27,71.0257,71.1441,70.2956,70.4732,672770.0
2020-11-28,71.0257,71.1441,70.2956,70.4732,672770.0
2020-11-29,71.0257,71.1441,70.2956,70.4732,672770.0
2020-11-30,68.6381,69.6049,68.2978,69.1906,2266568.0
2020-12-01,69.8221,70.7347,69.4965,69.605,2313770.0
2020-12-02,69.309,69.5064,68.1942,68.7171,1679637.0
2020-12-03,68.5789,69.4866,67.7502,67.9081,3171325.0
2020-12-04,69.0722,70.7396,68.8453,70.3252,3793871.0
2020-12-05,69.0722,70.7396,68.8453,70.3252,3793871.0
2020-12-06,69.0722,70.7396,68.8453,70.3252,3793871.0
2020-12-07,70.562,70.6064,68.3816,68.4606,2092764.0
2020-12-08,67.9968,68.283,67.4443,67.4838,3443817.0
2020-12-09,67.7995,68.8453,67.4937,68.7072,3363944.0
2020-12-10,68.0166,69.2104,67.7107,68.0067,1441378.0
2020-12-11,67.4641,68.1448,67.3852,67.6318,1412055.0
2020-12-12,67.4641,68.1448,67.3852,67.6318,1412055.0
2020-12-13,67.4641,68.1448,67.3852,67.6318,1412055.0
2020-12-14,68.3224,68.648,67.3161,67.3457,1762289.0
2020-12-15,67.9278,68.8749,67.0596,68.4704,1674943.0
2020-12-16,68.648,68.8059,67.7601,67.9968,1460654.0
2020-12-17,68.4211,68.8059,67.8489,68.4014,1487263.0
2020-12-18,68.5888,69.161,68.2534,68.8947,2880745.0
2020-12-19,68.5888,69.161,68.2534,68.8947,2880745.0
2020-12-20,68.5888,69.161,68.2534,68.8947,2880745.0
2020-12-21,67.6318,69.0821,67.6121,68.8749,1712916.0
2020-12-22,68.4606,68.9835,67.3457,67.543,2536871.0
2020-12-23,68.135,68.7171,67.2766,68.4211,2184528.0
2020-12-24,68.8749,68.8947,67.9771,68.7072,412084.0
2020-12-25,68.8749,68.8947,67.9771,68.7072,412084.0
2020-12-26,68.8749,68.8947,67.9771,68.7072,412084.0
2020-12-27,68.8749,68.8947,67.9771,68.7072,412084.0
2020-12-28,69.1906,69.6741,67.8094,68.0462,1022335.0
2020-12-29,68.4408,68.6283,67.0398,67.4542,838585.0
2020-12-30,67.7107,68.8453,67.7107,68.6381,987432.0
2020-12-31,68.4606,69.9799,68.1152,69.8714,1404635.0
2021-01-01,68.4606,69.9799,68.1152,69.8714,1404635.0
2021-01-02,68.4606,69.9799,68.1152,69.8714,1404635.0
2021-01-03,68.4606,69.9799,68.1152,69.8714,1404635.0
2021-01-04,70.049,70.2266,67.7403,67.8883,2233039.0
2021-01-05,67.9475,68.6135,67.178,67.5825,2591804.0
2021-01-06,68.352,70.4239,68.0856,70.1181,3680383.0
2021-01-07,70.5818,71.8643,69.9701,71.5782,2120698.0
2021-01-08,71.8347,72.4267,71.0849,71.6078,1730120.0
2021-01-09,71.8347,72.4267,71.0849,71.6078,1730120.0
2021-01-10,71.8347,72.4267,71.0849,71.6078,1730120.0
2021-01-11,70.8383,71.3217,69.9602,70.1378,1251155.0
2021-01-12,70.266,70.5916,69.457,70.1378,1446422.0
2021-01-13,70.2562,70.7199,68.9933,69.2597,1259579.0
2021-01-14,69.6642,70.1476,68.7861,69.5853,2028851.0
2021-01-15,69.2104,69.6001,68.4014,69.2794,1283079.0
2021-01-16,69.2104,69.6001,68.4014,69.2794,1283079.0
2021-01-17,69.2104,69.6001,68.4014,69.2794,1283079.0
2021-01-18,69.2104,69.6001,68.4014,69.2794,1283079.0
2021-01-19,69.8911,70.1674,69.0722,69.4373,2621910.0
2021-01-20,69.3978,69.9503,69.0624,69.2597,2237326.0
2021-01-21,69.2597,69.7727,68.8651,69.1216,1487667.0
2021-01-22,68.9933,69.1117,67.7699,68.3915,1619204.0
2021-01-23,68.9933,69.1117,67.7699,68.3915,1619204.0
2021-01-24,68.9933,69.1117,67.7699,68.3915,1619204.0
2021-01-25,67.8785,68.0758,66.8425,66.951,1665342.0
2021-01-26,67.0892,67.4838,66.0532,66.1026,2182807.0
2021-01-27,65.2541,65.4909,63.715,65.2541,3495490.0
2021-01-28,66.1815,66.9116,65.3133,65.8954,1616033.0
2021-01-29,65.5895,66.2012,64.5733,65.1949,1715486.0
2021-01-30,65.5895,66.2012,64.5733,65.1949,1715486.0
2021-01-31,65.5895,66.2012,64.5733,65.1949,1715486.0
2021-02-01,65.5895,66.0138,65.2146,65.7375,1533036.0
2021-02-02,66.142,66.4676,65.1949,65.6783,2290906.0
2021-02-03,65.5994,65.9348,64.9976,65.3626,2225411.0
2021-02-04,65.2935,65.777,65.116,65.1949,3336584.0
2021-02-05,66.8031,69.092,66.8031,67.9771,6169687.0
2021-02-06,66.8031,69.092,66.8031,67.9771,6169687.0
2021-02-07,66.8031,69.092,66.8031,67.9771,6169687.0
2021-02-08,68.1152,68.4014,66.0927,66.7735,4496590.0
2021-02-09,66.8425,67.6811,66.4281,67.326,1982395.0
2021-02-10,68.0758,69.8221,67.5627,69.2992,2690041.0
2021-02-11,69.6642,70.4732,68.6579,69.5853,2377849.0
2021-02-12,69.3584,70.6804,69.1315,70.562,1501710.0
2021-02-13,69.3584,70.6804,69.1315,70.562,1501710.0
2021-02-14,69.3584,70.6804,69.1315,70.562,1501710.0
2021-02-15,69.3584,70.6804,69.1315,70.562,1501710.0
2021-02-16,70.3055,70.9271,68.7269,68.8651,2175627.0
2021-02-17,67.8094,68.2238,65.9447,66.6945,3344771.0
2021-02-18,66.2999,66.7833,65.19,65.7967,3191523.0
2021-02-19,66.142,66.951,66.1026,66.29,1740642.0
2021-02-20,66.142,66.951,66.1026,66.29,1740642.0
2021-02-21,66.142,66.951,66.1026,66.29,1740642.0
2021-02-22,65.6487,67.03,65.4021,66.1914,2179069.0
2021-02-23,66.3295,66.6551,65.116,66.5367,2863310.0
2021-02-24,66.5959,67.5035,66.29,66.734,2419535.0
2021-02-25,66.5464,66.892,65.0452,65.4896,2040289.0
2021-02-26,65.7069,65.7958,64.7884,65.0057,2250241.0
2021-02-27,65.7069,65.7958,64.7884,65.0057,2250241.0
2021-02-28,65.7069,65.7958,64.7884,65.0057,2250241.0
2021-03-01,65.9143,67.8451,65.7958,67.1389,1581456.0
2021-03-02,67.0402,67.3562,66.4344,67.2476,1430661.0
2021-03-03,67.1093,67.5932,66.8525,66.892,1628208.0
2021-03-04,66.8821,67.2278,64.8575,65.6279,1441290.0
2021-03-05,66.2303,66.4278,64.1958,66.2896,2353625.0
2021-03-06,66.2303,66.4278,64.1958,66.2896,2353625.0
2021-03-07,66.2303,66.4278,64.1958,66.2896,2353625.0
2021-03-08,66.7834,69.1339,66.1513,67.9883,2176406.0
2021-03-09,68.3735,69.2129,67.7809,68.3438,4557696.0
2021-03-10,68.492,69.1636,68.1463,68.6006,2103914.0
2021-03-11,68.6599,69.0846,67.0105,67.3365,3463332.0
2021-03-12,67.1784,67.3562,66.1118,66.7538,3531358.0
2021-03-13,67.1784,67.3562,66.1118,66.7538,3531358.0
2021-03-14,67.1784,67.3562,66.1118,66.7538,3531358.0
2021-03-15,66.6451,67.9488,65.3513,67.8895,2858601.0
2021-03-16,67.9192,68.0871,66.0032,66.0624,2162108.0
2021-03-17,66.1019,67.2081,65.5884,66.6451,1809319.0
2021-03-18,66.6945,67.7809,66.6451,67.2969,1775473.0
2021-03-19,66.9612,67.3463,66.6056,66.8426,3136518.0
2021-03-20,66.9612,67.3463,66.6056,66.8426,3136518.0
2021-03-21,66.9612,67.3463,66.6056,66.8426,3136518.0
2021-03-22,66.7142,67.455,65.6476,67.3661,1969908.0
2021-03-23,67.0105,68.0871,66.497,66.8624,1741093.0
2021-03-24,67.376,68.9759,67.2328,68.4031,1541652.0
2021-03-25,68.6796,69.5784,67.6533,69.3611,1836234.0
2021-03-26,69.6771,70.5067,69.2426,70.3783,2173572.0
2021-03-27,69.6771,70.5067,69.2426,70.3783,2173572.0
2021-03-28,69.6771,70.5067,69.2426,70.3783,2173572.0
2021-03-29,70.1314,70.4179,69.1636,69.5487,1510472.0
2021-03-30,69.5389,71.1684,69.5389,70.5265,2379791.0
2021-03-31,70.3191,70.8623,69.7364,69.766,2969224.0
2021-04-01,70.5462,70.5462,68.5611,70.0228,1939086.0
2021-04-02,70.5462,70.5462,68.5611,70.0228,1939086.0
2021-04-03,70.5462,70.5462,68.5611,70.0228,1939086.0
2021-04-04,70.5462,70.5462,68.5611,70.0228,1939086.0
2021-04-05,70.6746,71.5734,70.3783,71.0499,2076005.0
2021-04-06,70.9215,71.4154,70.003,70.3191,2188602.0
2021-04-07,70.2697,71.0993,70.0525,70.5166,1812462.0
2021-04-08,70.3882,70.566,69.3611,69.3808,2995677.0
2021-04-09,69.5586,70.2006,69.0846,70.0821,2996672.0
2021-04-10,69.5586,70.2006,69.0846,70.0821,2996672.0
2021-04-11,69.5586,70.2006,69.0846,70.0821,2996672.0
2021-04-12,70.3388,72.7388,70.0722,72.6499,2052777.0
2021-04-13,72.3536,72.5413,71.6919,72.0672,1960257.0
2021-04-14,71.9981,72.3042,71.1684,71.4746,1331889.0
2021-04-15,71.5437,71.8697,70.9907,71.3166,1824339.0
2021-04-16,71.9981,72.3536,71.0549,71.4845,2314232.0
2021-04-17,71.9981,72.3536,71.0549,71.4845,2314232.0
2021-04-18,71.9981,72.3536,71.0549,71.4845,2314232.0
2021-04-19,71.2376,71.5487,70.8129,71.4549,1391343.0
2021-04-20,71.6524,72.0573,70.9709,71.6623,1563625.0
2021-04-21,71.7116,73.2721,71.6524,72.9956,2373599.0
2021-04-22,72.8178,73.4918,72.1758,72.6104,3049472.0
2021-04-23,72.9165,73.1931,72.6795,73.0449,2173832.0
2021-04-24,72.9165,73.1931,72.6795,73.0449,2173832.0
2021-04-25,72.9165,73.1931,72.6795,73.0449,2173832.0
2021-04-26,73.1832,73.3807,72.6301,72.7684,1606179.0
2021-04-27,72.6894,73.4993,72.2894,73.282,2099672.0
2021-04-28,73.2918,73.9042,73.0054,73.3116,1560615.0
2021-04-29,73.7659,74.0721,73.0054,73.9338,1358729.0
2021-04-30,71.5882,72.798,69.8352,69.9438,4803064.0
2021-05-01,71.5882,72.798,69.8352,69.9438,4803064.0
2021-05-02,71.5882,72.798,69.8352,69.9438,4803064.0
2021-05-03,70.4672,71.4845,69.9734,70.3685,1913555.0
