,FLO US Equity,FLO US Equity,FLO US Equity,FLO US Equity,FLO US Equity
2021-03-08,20.6655,21.0345,20.4495,20.8995,1287228.0
2021-03-09,20.9355,21.0435,20.6655,20.7735,1289796.0
2021-03-10,20.6925,21.1785,20.4225,21.0255,1019207.0
2021-03-11,20.9805,21.1065,20.8545,20.8995,707120.0
2021-03-12,20.8905,21.147,20.8815,21.0075,830269.0
2021-03-13,20.8905,21.147,20.8815,21.0075,830269.0
2021-03-14,20.8905,21.147,20.8815,21.0075,830269.0
2021-03-15,21.0795,21.4125,20.9895,21.4035,848010.0
2021-03-16,21.4215,21.7411,21.3585,21.5836,1221180.0
2021-03-17,21.6736,21.7275,21.3675,21.4395,900752.0
2021-03-18,21.3045,21.4395,21.0615,21.2505,1233099.0
2021-03-19,21.3225,21.5386,21.2055,21.2505,2939603.0
2021-03-20,21.3225,21.5386,21.2055,21.2505,2939603.0
2021-03-21,21.3225,21.5386,21.2055,21.2505,2939603.0
2021-03-22,21.2235,21.6691,21.1425,21.6466,901608.0
2021-03-23,21.6646,21.7546,21.5116,21.5926,1002809.0
2021-03-24,21.3855,21.5926,21.102,21.1245,1036684.0
2021-03-25,21.1245,21.5836,20.9985,21.5476,767007.0
2021-03-26,21.5296,21.7726,21.4305,21.7636,659305.0
2021-03-27,21.5296,21.7726,21.4305,21.7636,659305.0
2021-03-28,21.5296,21.7726,21.4305,21.7636,659305.0
2021-03-29,21.7006,21.9886,21.7006,21.9526,781501.0
2021-03-30,21.9526,21.9886,21.7096,21.8176,774153.0
2021-03-31,21.8086,21.8086,21.4215,21.4215,1246401.0
2021-04-01,21.4665,21.6106,21.183,21.5476,791159.0
2021-04-02,21.4665,21.6106,21.183,21.5476,791159.0
2021-04-03,21.4665,21.6106,21.183,21.5476,791159.0
2021-04-04,21.4665,21.6106,21.183,21.5476,791159.0
2021-04-05,21.5386,21.6916,21.4665,21.6286,604769.0
2021-04-06,21.6196,21.8356,21.6016,21.7636,686546.0
2021-04-07,21.8896,21.9436,21.6736,21.7636,613984.0
2021-04-08,21.7546,21.8716,21.6376,21.7726,602330.0
2021-04-09,21.7636,21.7861,21.3945,21.4936,648357.0
2021-04-10,21.7636,21.7861,21.3945,21.4936,648357.0
2021-04-11,21.7636,21.7861,21.3945,21.4936,648357.0
2021-04-12,21.5296,21.7186,21.4575,21.6916,911970.0
2021-04-13,21.5926,21.6556,21.318,21.3675,978984.0
2021-04-14,21.3495,21.4035,21.1155,21.3315,954402.0
2021-04-15,21.4665,21.5431,21.3405,21.4936,742659.0
2021-04-16,21.5116,21.6736,21.444,21.6286,815121.0
2021-04-17,21.5116,21.6736,21.444,21.6286,815121.0
2021-04-18,21.5116,21.6736,21.444,21.6286,815121.0
2021-04-19,21.7006,21.7951,21.4665,21.7546,754631.0
2021-04-20,21.7816,22.1731,21.7546,21.9256,1172939.0
2021-04-21,22.0426,22.1686,21.9346,22.0066,999899.0
2021-04-22,22.0876,22.0876,21.8626,21.9526,523923.0
2021-04-23,21.8806,21.9616,21.7456,21.8716,722460.0
2021-04-24,21.8806,21.9616,21.7456,21.8716,722460.0
2021-04-25,21.8806,21.9616,21.7456,21.8716,722460.0
2021-04-26,21.8986,21.9526,21.4215,21.4575,1036611.0
2021-04-27,21.3405,21.5836,21.2325,21.5206,788657.0
2021-04-28,21.6016,21.6916,21.372,21.4756,746400.0
2021-04-29,21.5116,21.8086,21.4846,21.6736,666432.0
2021-04-30,21.6916,21.7546,21.5296,21.5656,946612.0
2021-05-01,21.6916,21.7546,21.5296,21.5656,946612.0
2021-05-02,21.6916,21.7546,21.5296,21.5656,946612.0
2021-05-03,21.6016,21.9616,21.5566,21.8086,623308.0
2021-05-04,21.8536,22.0876,21.7636,21.8086,661805.0
2021-05-05,21.7906,21.9706,21.5926,21.9256,736634.0
2021-05-06,22.0246,22.3396,22.0201,22.2046,1170119.0
2021-05-07,22.1686,22.1866,21.8266,22.0426,828505.0
2021-05-08,22.1686,22.1866,21.8266,22.0426,828505.0
2021-05-09,22.1686,22.1866,21.8266,22.0426,828505.0
2021-05-10,22.0516,22.3846,22.0516,22.2856,597144.0
2021-05-11,22.3126,22.3756,22.1146,22.2136,869198.0
2021-05-12,22.2316,22.2361,21.9931,22.0156,718104.0
2021-05-13,21.9436,22.2856,21.7906,22.1956,2243272.0
2021-05-14,22.2676,22.3756,21.8266,21.8266,1369182.0
2021-05-15,22.2676,22.3756,21.8266,21.8266,1369182.0
2021-05-16,22.2676,22.3756,21.8266,21.8266,1369182.0
2021-05-17,21.9436,22.0786,21.6406,21.8806,1484338.0
2021-05-18,21.8716,22.3441,21.8716,22.1236,2254821.0
2021-05-19,22.1596,22.2496,22.0111,22.2136,1176586.0
2021-05-20,22.2316,22.4816,22.1551,22.2316,1807366.0
2021-05-21,21.9526,22.1866,21.345,21.7366,3089051.0
2021-05-22,21.9526,22.1866,21.345,21.7366,3089051.0
2021-05-23,21.9526,22.1866,21.345,21.7366,3089051.0
2021-05-24,21.5656,21.7276,21.3765,21.7276,1209322.0
2021-05-25,21.6826,21.7321,21.5116,21.7006,1130729.0
2021-05-26,21.7816,21.8896,21.6736,21.7366,1024551.0
2021-05-27,21.7546,21.9031,21.6016,21.6016,1339242.0
2021-05-28,21.6376,21.9616,21.6376,21.6826,1442420.0
2021-05-29,21.6376,21.9616,21.6376,21.6826,1442420.0
2021-05-30,21.6376,21.9616,21.6376,21.6826,1442420.0
2021-05-31,21.6376,21.9616,21.6376,21.6826,1442420.0
2021-06-01,21.7276,22.2046,21.7096,22.0966,2114656.0
2021-06-02,22.1686,22.5196,22.1056,22.5016,1846234.0
2021-06-03,22.5376,22.9337,22.5106,22.8887,1971317.0
2021-06-04,22.8977,22.9202,22.5241,22.6456,1327411.0
2021-06-05,22.8977,22.9202,22.5241,22.6456,1327411.0
2021-06-06,22.8977,22.9202,22.5241,22.6456,1327411.0
2021-06-07,22.6456,22.7356,22.5016,22.6456,1041282.0
2021-06-08,22.8617,22.8617,22.4206,22.4296,1579268.0
2021-06-09,22.3025,22.5476,22.1845,22.2662,1094363.0
2021-06-10,22.2753,22.4296,22.1845,22.3661,673863.0
2021-06-11,22.4478,22.4478,22.2572,22.3661,774837.0
2021-06-12,22.4478,22.4478,22.2572,22.3661,774837.0
2021-06-13,22.4478,22.4478,22.2572,22.3661,774837.0
2021-06-14,22.3661,22.475,22.239,22.3933,715537.0
2021-06-15,22.4478,22.4795,22.2208,22.2935,622277.0
2021-06-16,22.3025,22.4205,22.1028,22.1573,562043.0
2021-06-17,22.1119,22.1664,21.9122,22.0575,714091.0
2021-06-18,22.0938,22.0938,21.531,21.5401,1887251.0
2021-06-19,22.0938,22.0938,21.531,21.5401,1887251.0
2021-06-20,22.0938,22.0938,21.531,21.5401,1887251.0
2021-06-21,21.5128,21.7398,21.4765,21.6671,1586076.0
2021-06-22,21.7307,22.0121,21.6218,21.7125,1396291.0
2021-06-23,21.6944,21.7125,21.4493,21.4584,947790.0
2021-06-24,21.4311,21.8033,21.3041,21.5491,1985098.0
2021-06-25,21.5038,21.9576,21.5038,21.9395,2183097.0
2021-06-26,21.5038,21.9576,21.5038,21.9395,2183097.0
2021-06-27,21.5038,21.9576,21.5038,21.9395,2183097.0
2021-06-28,21.8668,22.0575,21.7942,21.9848,1048172.0
2021-06-29,21.9758,22.003,21.7398,21.8396,1678495.0
2021-06-30,21.7761,22.1664,21.7761,21.9667,1534531.0
2021-07-01,21.9576,22.0211,21.8215,21.8941,855816.0
2021-07-02,21.8941,22.0938,21.7942,22.0121,840212.0
2021-07-03,21.8941,22.0938,21.7942,22.0121,840212.0
2021-07-04,21.8941,22.0938,21.7942,22.0121,840212.0
2021-07-05,21.8941,22.0938,21.7942,22.0121,840212.0
2021-07-06,22.0575,22.0575,21.8441,21.8941,1362769.0
2021-07-07,21.8487,21.9758,21.7352,21.7398,930188.0
2021-07-08,21.7034,21.8487,21.5038,21.5945,1632892.0
2021-07-09,21.6762,21.8396,21.6218,21.8124,989458.0
2021-07-10,21.6762,21.8396,21.6218,21.8124,989458.0
2021-07-11,21.6762,21.8396,21.6218,21.8124,989458.0
2021-07-12,21.7761,21.8759,21.5673,21.8305,1056616.0
2021-07-13,21.7488,21.8668,21.4493,21.5582,1064943.0
2021-07-14,21.5854,21.7534,21.3766,21.6671,1205973.0
2021-07-15,21.7034,21.9576,21.5809,21.9576,912975.0
2021-07-16,21.9576,22.144,21.9485,22.0938,696849.0
2021-07-17,21.9576,22.144,21.9485,22.0938,696849.0
2021-07-18,21.9576,22.144,21.9485,22.0938,696849.0
2021-07-19,22.0938,22.1664,21.7761,22.1119,1356749.0
2021-07-20,22.1664,22.4296,21.8668,21.885,1513323.0
2021-07-21,21.9304,21.9758,21.5764,21.5854,1419810.0
2021-07-22,21.5673,21.5945,21.1951,21.3585,1206816.0
2021-07-23,21.3404,21.6036,21.1861,21.5401,651833.0
2021-07-24,21.3404,21.6036,21.1861,21.5401,651833.0
2021-07-25,21.3404,21.6036,21.1861,21.5401,651833.0
2021-07-26,21.531,21.7579,21.531,21.6671,744274.0
2021-07-27,21.649,21.9304,21.5854,21.7307,1083852.0
2021-07-28,21.7034,21.7261,21.3494,21.4221,712358.0
2021-07-29,21.5401,21.5854,21.354,21.3767,739164.0
2021-07-30,21.4221,21.5083,21.3404,21.3857,906570.0
2021-07-31,21.4221,21.5083,21.3404,21.3857,906570.0
2021-08-01,21.4221,21.5083,21.3404,21.3857,906570.0
2021-08-02,21.4402,21.4856,21.3267,21.3948,797307.0
2021-08-03,21.4493,21.59,21.2859,21.3313,870664.0
2021-08-04,21.3222,21.3222,20.5552,20.587,1299370.0
2021-08-05,20.596,20.8139,20.5234,20.7957,1268226.0
2021-08-06,20.7867,20.9954,20.7413,20.7776,1424553.0
2021-08-07,20.7867,20.9954,20.7413,20.7776,1424553.0
2021-08-08,20.7867,20.9954,20.7413,20.7776,1424553.0
2021-08-09,20.8684,20.9228,20.6323,20.7413,1040703.0
2021-08-10,20.714,20.832,20.6505,20.7867,843572.0
2021-08-11,20.8593,21.059,20.7867,20.8956,896362.0
2021-08-12,20.8411,20.8593,20.6233,20.7594,1798056.0
2021-08-13,21.127,22.1301,21.0499,22.0938,2705376.0
2021-08-14,21.127,22.1301,21.0499,22.0938,2705376.0
2021-08-15,21.127,22.1301,21.0499,22.0938,2705376.0
2021-08-16,22.1301,22.4569,22.0756,22.3479,1623554.0
2021-08-17,22.3661,22.8835,22.3661,22.8472,1917744.0
2021-08-18,22.8926,22.9289,22.2662,22.2935,1174408.0
2021-08-19,22.3025,22.5658,22.298,22.4387,1101620.0
2021-08-20,22.3842,22.5385,22.3025,22.3025,989023.0
2021-08-21,22.3842,22.5385,22.3025,22.3025,989023.0
2021-08-22,22.3842,22.5385,22.3025,22.3025,989023.0
2021-08-23,22.4205,22.4205,22.0938,22.1301,881465.0
2021-08-24,22.0938,22.1392,21.6671,21.6853,1147159.0
2021-08-25,21.6581,21.8215,21.6218,21.6399,1046051.0
2021-08-26,21.5582,21.6308,21.3676,21.5038,772060.0
2021-08-27,21.4947,21.7579,21.4221,21.6944,1297849.0
2021-08-28,21.4947,21.7579,21.4221,21.6944,1297849.0
2021-08-29,21.4947,21.7579,21.4221,21.6944,1297849.0
2021-08-30,21.7307,21.9848,21.7216,21.8759,1071936.0
2021-08-31,21.8759,21.9848,21.8215,21.9031,1198355.0
2021-09-01,21.9758,22.0665,21.8215,21.9667,735144.0
2021-09-02,21.9942,22.4154,21.9942,22.2048,822408.0
2021-09-03,22.1132,22.159,21.9713,21.9942,772625.0
2021-09-04,22.1132,22.159,21.9713,21.9942,772625.0
2021-09-05,22.1132,22.159,21.9713,21.9942,772625.0
2021-09-06,22.1132,22.159,21.9713,21.9942,772625.0
2021-09-07,21.9026,21.9026,21.6599,21.7103,774482.0
2021-09-08,21.7652,22.0583,21.7103,21.8934,866572.0
2021-09-09,21.9026,21.9072,21.4997,21.5089,831441.0
2021-09-10,21.5089,21.6599,21.312,21.5638,833528.0
2021-09-11,21.5089,21.6599,21.312,21.5638,833528.0
2021-09-12,21.5089,21.6599,21.312,21.5638,833528.0
2021-09-13,21.5913,21.7195,21.4081,21.4905,931145.0
2021-09-14,21.4722,21.5089,21.3092,21.4631,973622.0
2021-09-15,21.4356,21.5089,21.1426,21.2525,1690704.0
2021-09-16,21.2891,21.3807,21.0144,21.2067,1324054.0
2021-09-17,21.225,21.4631,21.106,21.2891,3039452.0
2021-09-18,21.225,21.4631,21.106,21.2891,3039452.0
2021-09-19,21.225,21.4631,21.106,21.2891,3039452.0
2021-09-20,21.2616,21.3807,20.8587,21.0785,1465202.0
2021-09-21,21.0693,21.2387,20.9045,21.1426,4496736.0
2021-09-22,21.2891,21.3715,21.051,21.1701,2403725.0
2021-09-23,21.2433,21.5089,21.1426,21.344,3145817.0
2021-09-24,21.2525,21.6554,21.2525,21.4356,2991745.0
2021-09-25,21.2525,21.6554,21.2525,21.4356,2991745.0
2021-09-26,21.2525,21.6554,21.2525,21.4356,2991745.0
2021-09-27,21.4265,21.7286,21.3624,21.4081,2200738.0
2021-09-28,21.4722,21.7561,21.3898,21.6004,1201743.0
2021-09-29,21.6004,22.1407,21.6004,21.9667,852812.0
2021-09-30,21.9209,21.9851,21.6279,21.6371,1144231.0
2021-10-01,21.6737,21.9163,21.5455,21.8019,1438269.0
2021-10-02,21.6737,21.9163,21.5455,21.8019,1438269.0
2021-10-03,21.6737,21.9163,21.5455,21.8019,1438269.0
2021-10-04,21.8019,22.1727,21.8019,22.104,976082.0
2021-10-05,22.1132,22.333,21.9942,22.2963,1529541.0
2021-10-06,22.333,22.6443,22.1956,22.6443,1037564.0
2021-10-07,22.6443,22.8274,22.5161,22.5985,1264486.0
2021-10-08,22.5527,22.745,22.5527,22.6992,761245.0
2021-10-09,22.5527,22.745,22.5527,22.6992,761245.0
2021-10-10,22.5527,22.745,22.5527,22.6992,761245.0
2021-10-11,22.7175,22.8824,22.6626,22.8457,1373200.0
2021-10-12,22.8915,23.3585,22.7908,22.9556,1925289.0
2021-10-13,22.9648,23.3264,22.864,23.2669,1749893.0
2021-10-14,23.3036,23.3951,23.0792,23.1662,900271.0
2021-10-15,23.1571,23.2395,22.7999,22.864,2013859.0
2021-10-16,23.1571,23.2395,22.7999,22.864,2013859.0
2021-10-17,23.1571,23.2395,22.7999,22.864,2013859.0
2021-10-18,22.7725,22.9556,22.6901,22.7816,751817.0
2021-10-19,22.7816,22.7908,22.5573,22.745,911449.0
2021-10-20,22.7633,23.038,22.7633,22.9648,780719.0
2021-10-21,22.9831,23.0746,22.8457,22.9007,479763.0
2021-10-22,22.8549,23.038,22.8366,22.9556,591469.0
2021-10-23,22.8549,23.038,22.8366,22.9556,591469.0
2021-10-24,22.8549,23.038,22.8366,22.9556,591469.0
2021-10-25,22.9373,23.1158,22.7633,23.0655,2047939.0
2021-10-26,23.0701,23.2761,23.0105,23.038,1071201.0
2021-10-27,23.1204,23.1836,22.4611,22.571,768096.0
2021-10-28,22.6077,22.7908,22.5069,22.7725,633850.0
2021-10-29,22.7542,22.8824,22.6534,22.6626,911388.0
2021-10-30,22.7542,22.8824,22.6534,22.6626,911388.0
2021-10-31,22.7542,22.8824,22.6534,22.6626,911388.0
2021-11-01,22.7084,22.8366,22.6031,22.8274,734234.0
2021-11-02,22.8732,23.0472,22.745,23.038,650692.0
2021-11-03,22.9831,23.3493,22.9831,23.3493,804025.0
2021-11-04,23.3768,23.5783,23.0334,23.1387,1044641.0
2021-11-05,23.1937,23.3219,23.0838,23.1113,783443.0
2021-11-06,23.1937,23.3219,23.0838,23.1113,783443.0
2021-11-07,23.1937,23.3219,23.0838,23.1113,783443.0
2021-11-08,23.2028,23.3127,22.9464,23.1662,713718.0
2021-11-09,23.2211,23.4272,23.0838,23.3677,1019920.0
2021-11-10,23.4134,23.4638,23.1204,23.3402,1252341.0
2021-11-11,23.1845,23.3768,23.0197,23.3493,1506068.0
2021-11-12,24.2146,24.4756,23.5966,23.8804,1974743.0
2021-11-13,24.2146,24.4756,23.5966,23.8804,1974743.0
2021-11-14,24.2146,24.4756,23.5966,23.8804,1974743.0
2021-11-15,24.1643,25.2905,24.0727,24.7595,2784420.0
2021-11-16,24.8052,24.8556,24.3932,24.5855,1468439.0
2021-11-17,24.4756,24.6587,24.3291,24.6038,1549163.0
2021-11-18,24.6587,24.6587,24.3291,24.439,1337704.0
2021-11-19,24.558,24.7686,24.4664,24.5397,1730208.0
2021-11-20,24.558,24.7686,24.4664,24.5397,1730208.0
2021-11-21,24.558,24.7686,24.4664,24.5397,1730208.0
2021-11-22,24.6038,24.732,24.4939,24.5031,970049.0
2021-11-23,24.5946,24.8373,24.5626,24.6954,864659.0
2021-11-24,24.7778,24.8236,24.5534,24.7411,1122358.0
2021-11-25,24.7778,24.8236,24.5534,24.7411,1122358.0
2021-11-26,24.558,24.8098,24.2192,24.2284,616578.0
2021-11-27,24.558,24.8098,24.2192,24.2284,616578.0
2021-11-28,24.558,24.8098,24.2192,24.2284,616578.0
2021-11-29,24.1734,24.4527,24.0091,24.1734,1054739.0
2021-11-30,24.0361,24.1872,23.5874,23.6424,1490852.0
2021-12-01,23.7064,23.7705,23.4592,23.4867,1559153.0
2021-12-02,23.579,23.8144,23.4636,23.5051,1234664.0
2021-12-03,23.6344,23.8744,23.5328,23.7637,877504.0
2021-12-04,23.6344,23.8744,23.5328,23.7637,877504.0
2021-12-05,23.6344,23.8744,23.5328,23.7637,877504.0
2021-12-06,23.7267,24.0083,23.6759,23.7083,1021877.0
2021-12-07,23.7175,24.0498,23.5513,23.9114,1295062.0
2021-12-08,23.9391,24.1976,23.7267,24.0037,881366.0
2021-12-09,23.9668,24.0314,23.7267,23.7637,1001451.0
2021-12-10,23.8098,23.9945,23.7913,23.9298,1072974.0
2021-12-11,23.8098,23.9945,23.7913,23.9298,1072974.0
2021-12-12,23.8098,23.9945,23.7913,23.9298,1072974.0
2021-12-13,23.9114,24.4995,23.8744,24.3176,1170653.0
2021-12-14,24.3084,24.493,24.2991,24.3453,1196247.0
2021-12-15,24.4745,24.8346,24.4653,24.6499,1315291.0
2021-12-16,24.6684,25.19,24.6684,25.1485,1098635.0
2021-12-17,25.25,25.5916,24.89,25.0008,4195562.0
2021-12-18,25.25,25.5916,24.89,25.0008,4195562.0
2021-12-19,25.25,25.5916,24.89,25.0008,4195562.0
2021-12-20,24.8069,25.0008,24.6084,24.9823,929245.0
2021-12-21,24.9638,25.0192,24.7423,24.9823,938521.0
2021-12-22,25.01,25.1762,24.8577,24.9823,717913.0
2021-12-23,24.9731,25.0285,24.7515,24.8254,593174.0
2021-12-24,24.9731,25.0285,24.7515,24.8254,593174.0
2021-12-25,24.9731,25.0285,24.7515,24.8254,593174.0
2021-12-26,24.9731,25.0285,24.7515,24.8254,593174.0
2021-12-27,24.8161,25.0469,24.7146,25.0377,471534.0
2021-12-28,25.01,25.3331,25.01,25.3239,646088.0
2021-12-29,25.3516,25.3793,25.2039,25.3331,631587.0
2021-12-30,25.2962,25.3608,25.1762,25.3147,533922.0
2021-12-31,25.3424,25.4624,25.1993,25.3608,608813.0
2022-01-01,25.3424,25.4624,25.1993,25.3608,608813.0
2022-01-02,25.3424,25.4624,25.1993,25.3608,608813.0
2022-01-03,25.2685,25.3701,25.0285,25.3608,650334.0
2022-01-04,25.287,25.7024,25.287,25.4624,1073527.0
2022-01-05,25.6286,25.8686,25.5824,25.7393,1241587.0
2022-01-06,25.7578,25.9701,25.6193,25.7947,791190.0
2022-01-07,25.6839,25.9655,25.6193,25.8778,816768.0
2022-01-08,25.6839,25.9655,25.6193,25.8778,816768.0
2022-01-09,25.6839,25.9655,25.6193,25.8778,816768.0
2022-01-10,25.8501,26.2009,25.8409,26.0532,2819420.0
2022-01-11,26.0071,26.1086,25.5408,25.6747,1822706.0
2022-01-12,25.6193,25.9424,25.3839,25.7578,2700921.0
2022-01-13,25.7763,26.3164,25.6562,26.0994,1858437.0
2022-01-14,26.1271,26.9488,25.9794,26.838,3316703.0
2022-01-15,26.1271,26.9488,25.9794,26.838,3316703.0
2022-01-16,26.1271,26.9488,25.9794,26.838,3316703.0
2022-01-17,26.1271,26.9488,25.9794,26.838,3316703.0
2022-01-18,26.6441,26.9672,26.321,26.7641,2627567.0
2022-01-19,26.8195,27.4473,26.6949,26.7087,3530371.0
2022-01-20,26.5702,26.6718,26.1132,26.1733,1288632.0
2022-01-21,26.3394,26.6256,26.3117,26.5333,1597639.0
2022-01-22,26.3394,26.6256,26.3117,26.5333,1597639.0
2022-01-23,26.3394,26.6256,26.3117,26.5333,1597639.0
2022-01-24,26.561,26.7733,25.9748,26.3948,1841525.0
2022-01-25,26.3117,26.3117,25.7624,25.9517,2074699.0
2022-01-26,25.8132,26.0994,25.7301,25.8224,1462441.0
2022-01-27,25.9701,26.3487,25.7347,25.9517,2028330.0
2022-01-28,25.8501,26.1179,25.6747,26.1179,1031231.0
2022-01-29,25.8501,26.1179,25.6747,26.1179,1031231.0
2022-01-30,25.8501,26.1179,25.6747,26.1179,1031231.0
2022-01-31,25.9609,26.0717,25.6101,25.9701,1308150.0
2022-02-01,26.0994,26.1917,25.6286,25.9332,863444.0
2022-02-02,25.8778,26.2887,25.7486,26.2563,1348771.0
2022-02-03,26.2563,26.4594,26.1846,26.3856,1569510.0
2022-02-04,26.2656,26.284,25.7255,25.9794,1300307.0
2022-02-05,26.2656,26.284,25.7255,25.9794,1300307.0
2022-02-06,26.2656,26.284,25.7255,25.9794,1300307.0
2022-02-07,26.0902,26.1825,25.7393,26.0902,1392609.0
2022-02-08,26.2102,26.3764,26.0717,26.284,1703135.0
2022-02-09,26.284,26.4133,26.044,26.0994,1349068.0
2022-02-10,25.9609,26.1963,25.841,25.9332,1724544.0
2022-02-11,25.827,25.9886,24.89,25.7855,2075383.0
2022-02-12,25.827,25.9886,24.89,25.7855,2075383.0
2022-02-13,25.827,25.9886,24.89,25.7855,2075383.0
2022-02-14,25.9055,26.0717,25.4993,25.8963,1449371.0
2022-02-15,25.9701,26.0994,25.8317,25.9701,1223529.0
2022-02-16,25.9332,26.1456,25.6193,25.7763,1022217.0
2022-02-17,25.7393,26.2471,25.647,26.1548,1006906.0
2022-02-18,26.1086,26.5287,26.1086,26.4687,1743428.0
2022-02-19,26.1086,26.5287,26.1086,26.4687,1743428.0
2022-02-20,26.1086,26.5287,26.1086,26.4687,1743428.0
2022-02-21,26.1086,26.5287,26.1086,26.4687,1743428.0
2022-02-22,26.4964,26.5702,26.1686,26.2286,2027028.0
2022-02-23,26.2933,26.4207,26.1917,26.284,1502907.0
2022-02-24,26.044,26.0532,24.613,24.8069,3245054.0
2022-02-25,24.8992,25.7393,24.8161,25.6747,2306669.0
2022-02-26,24.8992,25.7393,24.8161,25.6747,2306669.0
2022-02-27,24.8992,25.7393,24.8161,25.6747,2306669.0
2022-02-28,25.4254,25.4439,25.0562,25.3054,2061404.0
2022-03-01,25.3147,25.6101,24.9038,25.2039,2474971.0
2022-03-02,25.2039,25.7855,25.1762,25.5085,2037650.0
2022-03-03,25.5178,25.9272,25.4527,25.7225,1251291.0
2022-03-04,25.3597,25.4992,24.9317,25.0713,2946401.0
2022-03-05,25.3597,25.4992,24.9317,25.0713,2946401.0
2022-03-06,25.3597,25.4992,24.9317,25.0713,2946401.0
2022-03-07,24.8201,25.0713,23.82,24.0015,3793175.0
2022-03-08,23.927,24.1317,22.8944,23.2851,4225550.0
2022-03-09,23.8247,23.8433,23.4433,23.5828,1969581.0
2022-03-10,23.3223,23.3968,23.0526,23.1549,2010983.0
2022-03-11,23.1549,23.2014,22.6014,22.6339,2080312.0
2022-03-12,23.1549,23.2014,22.6014,22.6339,2080312.0
2022-03-13,23.1549,23.2014,22.6014,22.6339,2080312.0
2022-03-14,22.7921,23.034,22.6246,22.82,1583323.0
2022-03-15,22.82,23.1223,22.7921,23.0805,1303046.0
2022-03-16,23.127,23.634,22.9037,23.4805,2511237.0
2022-03-17,23.62,23.62,23.2572,23.4247,1593363.0
2022-03-18,23.434,23.5689,23.1921,23.5642,3550746.0
2022-03-19,23.434,23.5689,23.1921,23.5642,3550746.0
2022-03-20,23.434,23.5689,23.1921,23.5642,3550746.0
2022-03-21,23.7689,23.8805,23.313,23.341,1628139.0
2022-03-22,23.3782,23.5177,23.2433,23.4619,1092757.0
2022-03-23,23.5642,23.6852,23.234,23.2572,1099950.0
2022-03-24,23.2572,23.3596,23.0944,23.2107,1131125.0
2022-03-25,23.2014,23.6247,23.1549,23.4991,1203326.0
2022-03-26,23.2014,23.6247,23.1549,23.4991,1203326.0
2022-03-27,23.2014,23.6247,23.1549,23.4991,1203326.0
2022-03-28,23.5735,23.62,23.4061,23.4991,812270.0
2022-03-29,23.5177,24.2433,23.5177,24.2154,1904201.0
2022-03-30,24.141,24.1689,23.7503,24.0015,994486.0
2022-03-31,23.9549,24.0666,23.7875,23.9177,949511.0
2022-04-01,24.0294,24.4201,23.8061,24.4201,1472041.0
2022-04-02,24.0294,24.4201,23.8061,24.4201,1472041.0
2022-04-03,24.0294,24.4201,23.8061,24.4201,1472041.0
2022-04-04,24.2991,24.355,23.9512,24.2061,982505.0
2022-04-05,24.141,24.4573,24.0945,24.1782,1420413.0
2022-04-06,24.2247,24.5689,24.141,24.5038,1118705.0
2022-04-07,24.4759,24.6666,24.3503,24.5596,1238011.0
2022-04-08,24.6061,24.848,24.4387,24.6899,1019796.0
2022-04-09,24.6061,24.848,24.4387,24.6899,1019796.0
2022-04-10,24.6061,24.848,24.4387,24.6899,1019796.0
2022-04-11,24.8387,25.0248,24.6852,24.7085,1510971.0
2022-04-12,24.7178,25.0573,24.7178,24.8759,1481206.0
2022-04-13,24.8108,25.0341,24.6945,24.8945,732417.0
2022-04-14,24.9597,25.0155,24.7643,24.9131,651482.0
2022-04-15,24.9597,25.0155,24.7643,24.9131,651482.0
2022-04-16,24.9597,25.0155,24.7643,24.9131,651482.0
2022-04-17,24.9597,25.0155,24.7643,24.9131,651482.0
2022-04-18,24.9038,24.9736,24.6852,24.8108,783066.0
2022-04-19,24.8759,25.2155,24.8201,25.0062,1554910.0
2022-04-20,25.1364,25.5829,25.1364,25.555,1190288.0
2022-04-21,25.5178,25.8155,25.4434,25.6481,1483460.0
2022-04-22,25.6946,25.7969,25.462,25.4713,1368484.0
2022-04-23,25.6946,25.7969,25.462,25.4713,1368484.0
2022-04-24,25.6946,25.7969,25.462,25.4713,1368484.0
2022-04-25,25.5178,25.7132,24.9922,25.6574,1309577.0
2022-04-26,25.7318,25.8202,25.0434,25.0527,2130374.0
2022-04-27,24.9876,25.2527,24.7922,24.8666,4753426.0
2022-04-28,24.8666,25.1829,24.7224,25.1643,1386687.0
2022-04-29,25.0434,25.1922,24.6247,24.6713,1429390.0
2022-04-30,25.0434,25.1922,24.6247,24.6713,1429390.0
2022-05-01,25.0434,25.1922,24.6247,24.6713,1429390.0
2022-05-02,24.8573,24.9131,23.9689,24.2526,1642361.0
2022-05-03,24.355,24.7085,24.2526,24.5596,1178517.0
2022-05-04,24.5689,24.955,24.4387,24.8945,1193476.0
2022-05-05,24.8387,24.9271,24.541,24.6527,1469515.0
2022-05-06,24.5224,24.8201,24.4387,24.6899,1673897.0
2022-05-07,24.5224,24.8201,24.4387,24.6899,1673897.0
2022-05-08,24.5224,24.8201,24.4387,24.6899,1673897.0
2022-05-09,24.5689,25.3969,24.4945,25.3783,1810373.0
2022-05-10,25.4527,25.5736,24.7271,24.8852,1572233.0
2022-05-11,24.9317,25.2946,24.8573,24.9783,1150745.0
2022-05-12,24.9783,25.2806,24.7922,25.1364,1382878.0
2022-05-13,25.2201,25.5085,25.062,25.4341,1106902.0
