,WRB US Equity,WRB US Equity,WRB US Equity,WRB US Equity,WRB US Equity
2021-03-04,44.3411,44.8199,43.5764,43.9432,893172.0
2021-03-05,44.5152,45.4851,43.9134,45.3608,1000689.0
2021-03-06,44.5152,45.4851,43.9134,45.3608,1000689.0
2021-03-07,44.5152,45.4851,43.9134,45.3608,1000689.0
2021-03-08,45.6716,47.0829,45.4291,46.4301,727545.0
2021-03-09,45.9693,46.7539,45.1286,46.1686,1491684.0
2021-03-10,46.0004,47.5448,46.0004,47.3268,1310862.0
2021-03-11,46.9345,47.7503,46.5858,47.3268,2019923.0
2021-03-12,47.9932,48.1426,47.3518,47.7005,1213154.0
2021-03-13,47.9932,48.1426,47.3518,47.7005,1213154.0
2021-03-14,47.9932,48.1426,47.3518,47.7005,1213154.0
2021-03-15,47.6631,48.1052,47.3735,47.9994,1521383.0
2021-03-16,47.4763,47.7254,47.0342,47.4576,894741.0
2021-03-17,47.7877,47.8748,47.0653,47.3455,2101826.0
2021-03-18,47.6444,48.18,47.1898,47.5573,2102657.0
2021-03-19,47.1774,47.5199,46.0876,46.1561,3242045.0
2021-03-20,47.1774,47.5199,46.0876,46.1561,3242045.0
2021-03-21,47.1774,47.5199,46.0876,46.1561,3242045.0
2021-03-22,45.8946,46.2589,45.44,45.6268,1117241.0
2021-03-23,45.3653,45.8448,45.2719,45.5583,1060571.0
2021-03-24,45.8946,46.9719,45.8946,46.4177,932472.0
2021-03-25,46.4364,47.0964,45.988,46.8723,850062.0
2021-03-26,47.2895,47.2895,46.7539,47.2148,757493.0
2021-03-27,47.2895,47.2895,46.7539,47.2148,757493.0
2021-03-28,47.2895,47.2895,46.7539,47.2148,757493.0
2021-03-29,46.9657,47.4109,46.7695,47.2583,582686.0
2021-03-30,47.3767,47.6693,47.0964,47.5261,609807.0
2021-03-31,47.221,47.3891,46.7593,46.9221,1151087.0
2021-04-01,46.673,47.6631,46.5547,47.632,1185065.0
2021-04-02,46.673,47.6631,46.5547,47.632,1185065.0
2021-04-03,46.673,47.6631,46.5547,47.632,1185065.0
2021-04-04,46.673,47.6631,46.5547,47.632,1185065.0
2021-04-05,47.8063,48.2983,47.7628,48.0803,779204.0
2021-04-06,48.1302,48.5536,47.962,48.5287,746424.0
2021-04-07,48.9771,49.4005,48.4851,48.9335,1408209.0
2021-04-08,48.7093,49.3071,48.6844,49.058,878657.0
2021-04-09,49.5251,49.7243,49.1452,49.5811,781265.0
2021-04-10,49.5251,49.7243,49.1452,49.5811,781265.0
2021-04-11,49.5251,49.7243,49.1452,49.5811,781265.0
2021-04-12,49.5811,49.6745,49.1888,49.5375,1183221.0
2021-04-13,49.3756,49.3756,48.7342,49.0206,927623.0
2021-04-14,49.002,49.5562,48.8027,49.5001,942603.0
2021-04-15,49.5562,49.7928,49.3133,49.4503,900068.0
2021-04-16,49.8177,49.9983,49.3818,49.7617,1306974.0
2021-04-17,49.8177,49.9983,49.3818,49.7617,1306974.0
2021-04-18,49.8177,49.9983,49.3818,49.7617,1306974.0
2021-04-19,49.8925,50.2972,49.5375,50.291,798339.0
2021-04-20,49.8925,50.4716,49.7555,50.235,917568.0
2021-04-21,50.783,50.9199,49.5064,50.1665,1579553.0
2021-04-22,50.0295,50.2474,49.6527,50.1042,969930.0
2021-04-23,50.1914,50.9262,50.0357,50.6646,606021.0
2021-04-24,50.1914,50.9262,50.0357,50.6646,606021.0
2021-04-25,50.1914,50.9262,50.0357,50.6646,606021.0
2021-04-26,50.7767,51.2126,49.961,50.0917,782069.0
2021-04-27,50.0357,50.3221,49.6558,50.1727,877124.0
2021-04-28,50.1851,50.1945,48.8151,49.1265,1221683.0
2021-04-29,49.4005,49.7928,49.1639,49.5749,1073166.0
2021-04-30,49.5749,49.8333,49.2822,49.6434,1025928.0
2021-05-01,49.5749,49.8333,49.2822,49.6434,1025928.0
2021-05-02,49.5749,49.8333,49.2822,49.6434,1025928.0
2021-05-03,50.0045,50.6584,49.743,50.1353,1091499.0
2021-05-04,50.0481,50.3595,49.6932,50.2785,713322.0
2021-05-05,50.21,50.347,49.1763,50.0606,1205370.0
2021-05-06,50.2972,50.4778,49.7181,50.3595,994775.0
2021-05-07,49.8115,50.7518,49.6932,50.7207,1139006.0
2021-05-08,49.8115,50.7518,49.6932,50.7207,1139006.0
2021-05-09,49.8115,50.7518,49.6932,50.7207,1139006.0
2021-05-10,51.0009,51.3309,50.3221,50.3657,851901.0
2021-05-11,50.3346,50.3844,49.0767,49.2511,725124.0
2021-05-12,49.4752,49.4752,48.2547,48.4415,1016388.0
2021-05-13,48.18,49.6621,48.1239,49.4566,657693.0
2021-05-14,49.6122,50.2599,49.55,50.1229,753912.0
2021-05-15,49.6122,50.2599,49.55,50.1229,753912.0
2021-05-16,49.6122,50.2599,49.55,50.1229,753912.0
2021-05-17,50.0045,50.0045,49.3382,49.4503,627779.0
2021-05-18,49.2199,49.5936,48.8401,48.9771,825111.0
2021-05-19,48.6782,49.1016,47.9932,49.0456,932966.0
2021-05-20,49.1514,49.2324,48.6782,48.8836,661532.0
2021-05-21,49.0331,49.3631,48.5785,48.7965,795291.0
2021-05-22,49.0331,49.3631,48.5785,48.7965,795291.0
2021-05-23,49.0331,49.3631,48.5785,48.7965,795291.0
2021-05-24,48.921,48.9957,48.6968,48.7217,831327.0
2021-05-25,48.6532,48.865,47.6943,47.8312,921330.0
2021-05-26,48.1364,48.1364,47.5884,47.688,798155.0
2021-05-27,47.8001,48.2298,47.6382,48.1987,1845903.0
2021-05-28,48.4602,48.7404,48.1987,48.5661,835745.0
2021-05-29,48.4602,48.7404,48.1987,48.5661,835745.0
2021-05-30,48.4602,48.7404,48.1987,48.5661,835745.0
2021-05-31,48.4602,48.7404,48.1987,48.5661,835745.0
2021-06-01,48.9086,49.0891,48.3294,48.3855,731769.0
2021-06-02,48.3979,48.3979,47.8997,47.9184,966962.0
2021-06-03,47.688,48.2173,47.3798,48.1052,968820.0
2021-06-04,48.0617,48.2049,47.6943,48.1364,612194.0
2021-06-05,48.0617,48.2049,47.6943,48.1364,612194.0
2021-06-06,48.0617,48.2049,47.6943,48.1364,612194.0
2021-06-07,48.1052,48.1052,47.1213,47.1338,766050.0
2021-06-08,47.0404,47.358,46.8287,47.2583,878246.0
2021-06-09,47.0591,47.0653,46.7788,46.9843,705522.0
2021-06-10,47.2583,47.4638,46.8723,46.9221,1227855.0
2021-06-11,46.9968,47.2957,46.9968,47.2957,940884.0
2021-06-12,46.9968,47.2957,46.9968,47.2957,940884.0
2021-06-13,46.9968,47.2957,46.9968,47.2957,940884.0
2021-06-14,47.1836,47.3144,46.782,46.9781,534737.0
2021-06-15,47.0342,47.7223,46.6792,47.358,854781.0
2021-06-16,47.5074,47.8499,47.3082,47.414,1099029.0
2021-06-17,47.5199,47.5199,46.592,46.6232,1195284.0
2021-06-18,45.9942,46.1186,45.2781,45.2968,1512969.0
2021-06-19,45.9942,46.1186,45.2781,45.2968,1512969.0
2021-06-20,45.9942,46.1186,45.2781,45.2968,1512969.0
2021-06-21,45.5832,46.3398,45.5459,46.2994,856446.0
2021-06-22,46.5049,46.5235,46.044,46.2309,787590.0
2021-06-23,46.0752,46.262,45.7825,45.851,843821.0
2021-06-24,46.1148,46.6958,45.9264,46.4352,1207940.0
2021-06-25,46.4603,47.0193,46.3284,46.9125,1033556.0
2021-06-26,46.4603,47.0193,46.3284,46.9125,1033556.0
2021-06-27,46.4603,47.0193,46.3284,46.9125,1033556.0
2021-06-28,46.8371,46.8371,46.1085,46.5859,975131.0
2021-06-29,46.7492,46.8371,46.4446,46.5985,583268.0
2021-06-30,46.611,46.856,46.4163,46.7492,941469.0
2021-07-01,47.0256,47.9112,46.7932,47.7102,883173.0
2021-07-02,47.5594,47.817,47.4275,47.7165,740942.0
2021-07-03,47.5594,47.817,47.4275,47.7165,740942.0
2021-07-04,47.5594,47.817,47.4275,47.7165,740942.0
2021-07-05,47.5594,47.817,47.4275,47.7165,740942.0
2021-07-06,47.6285,47.729,46.9314,47.6223,729606.0
2021-07-07,47.3082,48.1059,47.2219,47.974,878073.0
2021-07-08,47.3899,47.4527,46.3723,46.5231,983754.0
2021-07-09,47.3082,47.5422,47.1009,47.4966,731619.0
2021-07-10,47.3082,47.5422,47.1009,47.4966,731619.0
2021-07-11,47.3082,47.5422,47.1009,47.4966,731619.0
2021-07-12,47.1198,47.9614,47.0256,47.9049,755225.0
2021-07-13,47.6411,47.9363,47.0381,47.1575,738282.0
2021-07-14,47.1952,47.5657,46.9942,47.371,614754.0
2021-07-15,46.9502,48.2252,46.9502,48.0305,942438.0
2021-07-16,48.1875,48.4702,47.9677,48.1938,949442.0
2021-07-17,48.1875,48.4702,47.9677,48.1938,949442.0
2021-07-18,48.1875,48.4702,47.9677,48.1938,949442.0
2021-07-19,47.3773,47.5594,46.2279,46.5922,923838.0
2021-07-20,46.768,48.1247,46.7398,47.6411,1066506.0
2021-07-21,48.018,48.7842,47.5406,48.0494,679674.0
2021-07-22,47.817,48.087,47.1952,47.2391,1042427.0
2021-07-23,47.4087,48.1499,46.4728,46.9879,1343438.0
2021-07-24,47.4087,48.1499,46.4728,46.9879,1343438.0
2021-07-25,47.4087,48.1499,46.4728,46.9879,1343438.0
2021-07-26,46.9816,47.3208,46.6424,46.8246,1030961.0
2021-07-27,46.5042,47.0884,46.2467,46.6487,788279.0
2021-07-28,46.8309,47.0193,45.4867,45.8133,1243443.0
2021-07-29,46.1651,46.3723,45.8667,46.2028,627060.0
2021-07-30,46.0332,46.3347,45.8133,45.9578,1176446.0
2021-07-31,46.0332,46.3347,45.8133,45.9578,1176446.0
2021-08-01,46.0332,46.3347,45.8133,45.9578,1176446.0
2021-08-02,46.1776,46.4006,45.7003,45.7443,1090589.0
2021-08-03,45.8699,45.8762,45.1664,45.5684,890754.0
2021-08-04,45.1538,45.7191,45.135,45.1915,1361522.0
2021-08-05,45.2355,45.6626,45.0659,45.6375,1129607.0
2021-08-06,46.0897,46.41,45.9578,46.1462,1037915.0
2021-08-07,46.0897,46.41,45.9578,46.1462,1037915.0
2021-08-08,46.0897,46.41,45.9578,46.1462,1037915.0
2021-08-09,46.2342,46.297,45.8542,46.14,928049.0
2021-08-10,45.9452,46.5231,45.8573,45.9264,823803.0
2021-08-11,45.9829,46.5105,45.9019,46.498,886379.0
2021-08-12,46.5294,46.5294,46.096,46.3786,700905.0
2021-08-13,46.5733,46.8874,46.3535,46.8309,763361.0
2021-08-14,46.5733,46.8874,46.3535,46.8309,763361.0
2021-08-15,46.5733,46.8874,46.3535,46.8309,763361.0
2021-08-16,46.454,47.0318,46.3598,46.7366,657305.0
2021-08-17,46.3221,47.371,46.2781,46.9314,761516.0
2021-08-18,46.7806,47.1575,46.5105,46.5294,591981.0
2021-08-19,47.1575,47.64,46.5671,47.4652,1015125.0
2021-08-20,47.5532,48.3044,47.459,47.974,1075643.0
2021-08-21,47.5532,48.3044,47.459,47.974,1075643.0
2021-08-22,47.5532,48.3044,47.459,47.974,1075643.0
2021-08-23,48.0242,48.2315,47.7353,47.773,798780.0
2021-08-24,47.8107,48.018,47.5909,47.6851,832449.0
2021-08-25,47.7228,48.1687,47.5971,47.8547,784833.0
2021-08-26,47.8735,47.9363,47.1763,47.1826,667034.0
2021-08-27,47.2768,47.8421,47.2328,47.8232,740927.0
2021-08-28,47.2768,47.8421,47.2328,47.8232,740927.0
2021-08-29,47.2768,47.8421,47.2328,47.8232,740927.0
2021-08-30,47.8421,47.8484,47.1826,47.214,469962.0
2021-08-31,47.1072,47.6976,47.0633,47.3019,891549.0
2021-09-01,47.4401,47.4747,46.7492,47.214,644697.0
2021-09-02,47.3019,47.3679,46.8497,47.3396,675135.0
2021-09-03,47.1009,47.2391,46.5985,46.7618,565817.0
2021-09-04,47.1009,47.2391,46.5985,46.7618,565817.0
2021-09-05,47.1009,47.2391,46.5985,46.7618,565817.0
2021-09-06,47.1009,47.2391,46.5985,46.7618,565817.0
2021-09-07,46.6613,46.8057,46.0395,46.0583,1005392.0
2021-09-08,45.9704,46.6801,45.738,46.6173,960504.0
2021-09-09,46.5985,47.3019,45.8762,45.8824,910557.0
2021-09-10,46.0709,46.2342,45.0345,45.0533,990413.0
2021-09-11,46.0709,46.2342,45.0345,45.0533,990413.0
2021-09-12,46.0709,46.2342,45.0345,45.0533,990413.0
2021-09-13,45.3862,45.7757,45.2104,45.5244,912041.0
2021-09-14,45.5999,45.6566,44.8637,44.9707,1068383.0
2021-09-15,44.6939,45.2381,44.6939,45.1091,1075043.0
2021-09-16,45.2979,45.5874,45.0022,45.4112,1219205.0
2021-09-17,45.1909,45.5433,45.1154,45.4238,2505825.0
2021-09-18,45.1909,45.5433,45.1154,45.4238,2505825.0
2021-09-19,45.1909,45.5433,45.1154,45.4238,2505825.0
2021-09-20,45.1909,45.2193,44.4862,45.0651,1403339.0
2021-09-21,45.3734,45.5244,45.0462,45.128,1049729.0
2021-09-22,45.4615,45.7132,45.2413,45.4867,738036.0
2021-09-23,45.8831,46.2795,45.7761,45.8705,809255.0
2021-09-24,45.7572,46.2984,45.7572,46.1285,826778.0
2021-09-25,45.7572,46.2984,45.7572,46.1285,826778.0
2021-09-26,45.7572,46.2984,45.7572,46.1285,826778.0
2021-09-27,46.4368,46.7577,46.2166,46.2355,591363.0
2021-09-28,46.1285,46.3424,45.5874,45.6629,981144.0
2021-09-29,45.6566,46.4305,45.493,46.2229,829584.0
2021-09-30,46.5564,46.7451,46.0404,46.0467,1424898.0
2021-10-01,46.2355,47.195,45.5496,46.8269,923234.0
2021-10-02,46.2355,47.195,45.5496,46.8269,923234.0
2021-10-03,46.2355,47.195,45.5496,46.8269,923234.0
2021-10-04,46.8206,47.4656,46.4054,46.5438,1027334.0
2021-10-05,46.6822,47.6323,46.4085,47.3618,665336.0
2021-10-06,47.0031,48.2616,46.8143,48.2175,1052991.0
2021-10-07,48.4315,49.3501,48.4315,48.7398,1040774.0
2021-10-08,48.6769,49.0858,48.4566,48.5447,877076.0
2021-10-09,48.6769,49.0858,48.4566,48.5447,877076.0
2021-10-10,48.6769,49.0858,48.4566,48.5447,877076.0
2021-10-11,48.7146,49.0733,48.1546,48.1735,613346.0
2021-10-12,48.1735,48.6831,48.0602,48.1106,684078.0
2021-10-13,47.9281,48.0036,47.1353,47.8903,833126.0
2021-10-14,48.1735,48.7964,48.0476,48.7587,700491.0
2021-10-15,49.1739,49.2809,48.9097,48.9411,652412.0
2021-10-16,49.1739,49.2809,48.9097,48.9411,652412.0
2021-10-17,49.1739,49.2809,48.9097,48.9411,652412.0
2021-10-18,48.7649,48.7964,47.9784,48.0728,815100.0
2021-10-19,48.7461,48.9285,48.5384,48.7461,771938.0
2021-10-20,48.5258,49.4445,48.5258,49.3816,687035.0
2021-10-21,49.2998,49.8724,49.1299,49.6396,780869.0
2021-10-22,50.6841,52.0621,50.2688,51.7601,2026521.0
2021-10-23,50.6841,52.0621,50.2688,51.7601,2026521.0
2021-10-24,50.6841,52.0621,50.2688,51.7601,2026521.0
2021-10-25,51.9677,52.0734,51.3259,51.5587,1509201.0
2021-10-26,51.6531,51.7716,51.3511,51.5021,590562.0
2021-10-27,51.5839,51.7412,50.4859,50.5016,1017825.0
2021-10-28,50.7596,51.1623,50.5079,50.9232,556757.0
2021-10-29,50.9672,51.0006,49.9007,50.0863,900714.0
2021-10-30,50.9672,51.0006,49.9007,50.0863,900714.0
2021-10-31,50.9672,51.0006,49.9007,50.0863,900714.0
2021-11-01,50.1933,50.3946,49.8629,50.3758,697833.0
2021-11-02,50.5519,51.4517,50.3946,51.3574,774087.0
2021-11-03,51.3574,51.8419,51.0868,51.3448,828969.0
2021-11-04,51.156,51.1686,49.7591,49.9542,898526.0
2021-11-05,50.3191,50.9484,50.1178,50.703,760485.0
2021-11-06,50.3191,50.9484,50.1178,50.703,760485.0
2021-11-07,50.3191,50.9484,50.1178,50.703,760485.0
2021-11-08,51.1497,51.3951,50.8068,51.2315,756540.0
2021-11-09,51.0239,51.3039,50.6337,51.1686,673878.0
2021-11-10,51.2315,51.5587,51.0616,51.1812,750777.0
2021-11-11,51.1182,51.3668,50.7973,51.156,520368.0
2021-11-12,51.1182,51.3762,50.64,51.112,869157.0
2021-11-13,51.1182,51.3762,50.64,51.112,869157.0
2021-11-14,51.1182,51.3762,50.64,51.112,869157.0
2021-11-15,51.2504,51.414,50.703,50.8666,968912.0
2021-11-16,51.0679,51.6279,50.6904,51.0364,1171745.0
2021-11-17,50.8666,51.5021,50.1115,51.3825,1176224.0
2021-11-18,51.5461,51.8167,51.0553,51.5209,758696.0
2021-11-19,51.3825,51.3825,50.489,50.5205,663032.0
2021-11-20,51.3825,51.3825,50.489,50.5205,663032.0
2021-11-21,51.3825,51.3825,50.489,50.5205,663032.0
2021-11-22,50.7407,52.4396,50.4513,51.9174,1039064.0
2021-11-23,52.5025,53.4401,52.5025,53.1695,1375463.0
2021-11-24,53.1003,53.1884,52.018,52.5403,1066263.0
2021-11-25,53.1003,53.1884,52.018,52.5403,1066263.0
2021-11-26,51.0302,51.3574,50.0108,50.6337,927869.0
2021-11-27,51.0302,51.3574,50.0108,50.6337,927869.0
2021-11-28,51.0302,51.3574,50.0108,50.6337,927869.0
2021-11-29,51.1812,51.1812,49.9731,50.0045,759357.0
2021-11-30,49.476,49.7528,48.0665,48.2238,2497335.0
2021-12-01,49.0292,49.5389,47.6072,47.6386,966450.0
2021-12-02,48.0539,49.929,47.7896,49.6144,1221894.0
2021-12-03,49.6144,49.7277,48.5951,48.9034,879539.0
2021-12-04,49.6144,49.7277,48.5951,48.9034,879539.0
2021-12-05,49.6144,49.7277,48.5951,48.9034,879539.0
2021-12-06,49.7398,50.7614,49.6511,50.257,818820.0
2021-12-07,50.4613,51.1765,50.455,50.9338,948765.0
2021-12-08,50.8572,51.3795,50.6784,51.0168,595551.0
2021-12-09,51.2148,51.2722,50.257,50.9402,943658.0
2021-12-10,51.3808,51.7192,51.0743,51.6809,684650.0
2021-12-11,51.3808,51.7192,51.0743,51.6809,684650.0
2021-12-12,51.3808,51.7192,51.0743,51.6809,684650.0
2021-12-13,51.6107,51.8277,50.9594,51.4766,754041.0
2021-12-14,51.617,52.578,51.2403,52.0257,1220969.0
2021-12-15,52.1981,52.3832,51.7064,52.147,834314.0
2021-12-16,52.8621,53.0856,52.313,52.4343,1145828.0
2021-12-17,52.2939,52.313,51.2978,51.3361,2112263.0
2021-12-18,52.2939,52.313,51.2978,51.3361,2112263.0
2021-12-19,52.2939,52.313,51.2978,51.3361,2112263.0
2021-12-20,50.8189,50.9402,49.7079,50.2826,998415.0
2021-12-21,50.7614,51.3808,50.3656,50.787,1114523.0
2021-12-22,50.589,51.052,50.506,50.8572,835862.0
2021-12-23,51.1509,51.566,50.9466,51.1892,625179.0
2021-12-24,51.1509,51.566,50.9466,51.1892,625179.0
2021-12-25,51.1509,51.566,50.9466,51.1892,625179.0
2021-12-26,51.1509,51.566,50.9466,51.1892,625179.0
2021-12-27,51.1956,52.0385,51.0583,51.9491,487901.0
2021-12-28,51.8469,52.7089,51.8469,52.3386,606251.0
2021-12-29,52.4152,52.9834,52.4152,52.6897,591167.0
2021-12-30,52.8749,53.025,52.0193,52.0576,568026.0
2021-12-31,52.0512,52.9124,52.0512,52.6067,886185.0
2022-01-01,52.0512,52.9124,52.0512,52.6067,886185.0
2022-01-02,52.0512,52.9124,52.0512,52.6067,886185.0
2022-01-03,52.8047,52.9004,51.467,51.8852,679595.0
2022-01-04,52.3194,52.9962,52.1598,52.6578,1028861.0
2022-01-05,53.0281,53.0537,52.0576,52.0704,847913.0
2022-01-06,53.1558,53.1878,52.5748,52.9579,824561.0
2022-01-07,52.9515,54.1455,52.9515,54.0051,866243.0
2022-01-08,52.9515,54.1455,52.9515,54.0051,866243.0
2022-01-09,52.9515,54.1455,52.9515,54.0051,866243.0
2022-01-10,54.286,54.4265,53.5517,53.8837,928850.0
2022-01-11,54.0817,54.3364,53.2676,54.3115,857144.0
2022-01-12,54.2732,54.6991,53.9604,54.5989,811763.0
2022-01-13,54.8607,55.5949,54.6691,55.065,1049226.0
2022-01-14,54.4265,54.7713,54.037,54.65,828494.0
2022-01-15,54.4265,54.7713,54.037,54.65,828494.0
2022-01-16,54.4265,54.7713,54.037,54.65,828494.0
2022-01-17,54.4265,54.7713,54.037,54.65,828494.0
2022-01-18,54.4392,54.5861,53.7273,54.1008,822257.0
2022-01-19,54.2541,54.3371,52.6706,52.6961,667886.0
2022-01-20,52.8047,54.5606,52.8047,53.1878,1139867.0
2022-01-21,53.2133,53.7944,52.6067,52.7025,1138314.0
2022-01-22,53.2133,53.7944,52.6067,52.7025,1138314.0
2022-01-23,53.2133,53.7944,52.6067,52.7025,1138314.0
2022-01-24,52.2619,53.4049,51.0871,53.2261,1432943.0
2022-01-25,52.4216,53.2452,51.5021,52.6578,1529711.0
2022-01-26,52.677,53.4304,51.8373,52.5876,1303781.0
2022-01-27,52.9707,54.0178,51.8788,51.9363,1325888.0
2022-01-28,52.9962,54.867,52.6897,54.0561,3494135.0
2022-01-29,52.9962,54.867,52.6897,54.0561,3494135.0
2022-01-30,52.9962,54.867,52.6897,54.0561,3494135.0
2022-01-31,53.4879,54.2285,53.3729,53.954,3661487.0
2022-02-01,53.7241,55.1097,53.7241,54.7777,2032074.0
2022-02-02,54.816,56.2207,54.7457,56.0355,2327712.0
2022-02-03,56.5846,57.0699,56.2153,56.789,1801976.0
2022-02-04,56.6932,57.734,56.5783,57.3125,1753194.0
2022-02-05,56.6932,57.734,56.5783,57.3125,1753194.0
2022-02-06,56.6932,57.734,56.5783,57.3125,1753194.0
2022-02-07,57.4785,58.4299,57.3445,57.983,1550889.0
2022-02-08,58.315,59.3941,58.0404,59.2536,1788735.0
2022-02-09,59.4899,59.8857,58.8769,59.1387,1452923.0
2022-02-10,58.8066,59.4388,58.1751,58.7045,1587966.0
2022-02-11,58.4044,58.6981,57.2742,57.4466,1620132.0
2022-02-12,58.4044,58.6981,57.2742,57.4466,1620132.0
2022-02-13,58.4044,58.6981,57.2742,57.4466,1620132.0
2022-02-14,57.4785,57.6573,56.4697,57.1401,1604355.0
2022-02-15,57.7276,58.2511,57.2231,57.536,954521.0
2022-02-16,57.2551,58.2064,57.2551,58.0724,1195089.0
2022-02-17,57.7659,57.7659,56.7075,57.3125,714087.0
2022-02-18,57.1338,57.8872,57.0252,57.7659,995544.0
2022-02-19,57.1338,57.8872,57.0252,57.7659,995544.0
2022-02-20,57.1338,57.8872,57.0252,57.7659,995544.0
2022-02-21,57.1338,57.8872,57.0252,57.7659,995544.0
2022-02-22,57.7786,58.449,57.1529,57.7467,1165557.0
2022-02-23,58.3022,58.315,57.0124,57.0507,1115516.0
2022-02-24,55.6907,56.0962,54.5478,55.9653,1369688.0
2022-02-25,56.3356,58.2895,56.3356,58.2256,831285.0
2022-02-26,56.3356,58.2895,56.3356,58.2256,831285.0
2022-02-27,56.3356,58.2895,56.3356,58.2256,831285.0
2022-02-28,56.6038,57.9127,56.5463,57.6573,1143393.0
2022-03-01,57.3189,57.5679,55.8695,56.3037,913385.0
2022-03-02,56.7634,58.1745,56.7634,57.8106,861099.0
2022-03-03,57.9702,58.4938,57.3381,57.702,978635.0
2022-03-04,56.6868,57.536,56.2143,57.5232,958220.0
2022-03-05,56.6868,57.536,56.2143,57.5232,958220.0
2022-03-06,56.6868,57.536,56.2143,57.5232,958220.0
2022-03-07,56.8911,57.3508,56.3867,56.7634,988610.0
2022-03-08,57.211,58.7393,56.6099,57.0575,1370298.0
2022-03-09,58.5283,59.1805,57.8537,58.6242,1815522.0
2022-03-10,58.0103,59.5322,57.9528,59.3468,1107623.0
2022-03-11,59.6153,60.907,59.5993,60.3635,1303745.0
2022-03-12,59.6153,60.907,59.5993,60.3635,1303745.0
2022-03-13,59.6153,60.907,59.5993,60.3635,1303745.0
2022-03-14,61.0796,61.6807,59.6025,59.9031,1420746.0
2022-03-15,60.5617,60.9965,59.9862,60.7471,1604990.0
2022-03-16,61.1308,61.1596,59.3404,60.1333,1653224.0
2022-03-17,59.7112,60.907,59.3723,60.9006,1206314.0
2022-03-18,60.8686,61.4825,59.9958,61.3866,2100440.0
2022-03-19,60.8686,61.4825,59.9958,61.3866,2100440.0
2022-03-20,60.8686,61.4825,59.9958,61.3866,2100440.0
2022-03-21,62.1859,62.7454,61.5528,62.6463,1010775.0
2022-03-22,63.0299,63.6182,62.512,63.1962,1216766.0
2022-03-23,63.0619,63.7397,62.5759,62.6335,939593.0
2022-03-24,62.0004,63.1035,61.8662,62.6719,1411189.0
2022-03-25,62.8445,63.42,62.6623,63.2857,1258976.0
2022-03-26,62.8445,63.42,62.6623,63.2857,1258976.0
2022-03-27,62.8445,63.42,62.6623,63.2857,1258976.0
2022-03-28,63.3049,63.631,62.9884,63.5543,973376.0
2022-03-29,63.89,64.2641,63.372,64.0243,1947171.0
2022-03-30,64.1298,64.3888,63.7845,64.3408,1329284.0
2022-03-31,64.2641,64.7724,63.6598,63.8708,2608610.0
2022-04-01,64.1873,64.8204,63.9667,64.5614,1065284.0
2022-04-02,64.1873,64.8204,63.9667,64.5614,1065284.0
2022-04-03,64.1873,64.8204,63.9667,64.5614,1065284.0
2022-04-04,64.4175,64.4175,62.8781,63.2665,1306107.0
2022-04-05,63.2186,64.2833,63.2186,63.7078,1409101.0
2022-04-06,63.6886,64.571,63.6022,64.0722,1088039.0
2022-04-07,64.1202,64.7724,63.6598,64.523,1067670.0
2022-04-08,65.0506,65.3791,64.571,64.9355,1245011.0
2022-04-09,65.0506,65.3791,64.571,64.9355,1245011.0
2022-04-10,65.0506,65.3791,64.571,64.9355,1245011.0
2022-04-11,64.9834,65.6788,64.5806,64.7053,1035653.0
2022-04-12,64.8971,66.1249,64.7053,65.722,1628190.0
2022-04-13,65.4438,66.0625,64.7724,65.5398,1364720.0
2022-04-14,65.5302,65.8371,65.1081,65.4343,5454563.0
2022-04-15,65.5302,65.8371,65.1081,65.4343,5454563.0
2022-04-16,65.5302,65.8371,65.1081,65.4343,5454563.0
2022-04-17,65.5302,65.8371,65.1081,65.4343,5454563.0
2022-04-18,64.9355,66.614,64.8501,66.5948,1788857.0
2022-04-19,66.6236,66.8346,65.8371,66.3742,1705866.0
2022-04-20,66.7867,68.3597,66.6044,68.1487,1317970.0
2022-04-21,68.3309,68.6124,66.5085,66.6812,1846753.0
2022-04-22,66.5373,66.5373,65.1369,65.1945,1302133.0
2022-04-23,66.5373,66.5373,65.1369,65.1945,1302133.0
2022-04-24,66.5373,66.5373,65.1369,65.1945,1302133.0
2022-04-25,64.8971,65.2232,63.8229,65.1273,2557194.0
2022-04-26,65.511,66.7004,64.1969,64.5422,2160399.0
2022-04-27,64.83,66.2495,64.36,65.3671,2211128.0
2022-04-28,65.77,66.0769,64.9451,65.9426,1666101.0
2022-04-29,65.7124,65.7843,63.5447,63.7749,2802908.0
2022-04-30,65.7124,65.7843,63.5447,63.7749,2802908.0
2022-05-01,65.7124,65.7843,63.5447,63.7749,2802908.0
2022-05-02,64.2833,64.571,62.4417,63.4871,2172015.0
2022-05-03,63.938,64.9739,63.3387,64.5135,1566473.0
2022-05-04,64.6861,66.403,64.5326,66.192,1594955.0
2022-05-05,65.674,66.2016,64.4655,65.2808,1123385.0
2022-05-06,65.0698,66.2313,64.5422,65.9714,1270612.0
2022-05-07,65.0698,66.2313,64.5422,65.9714,1270612.0
2022-05-08,65.0698,66.2313,64.5422,65.9714,1270612.0
2022-05-09,65.6165,65.7891,64.3408,64.4847,1863544.0
2022-05-10,64.8204,65.4247,63.1035,63.6406,2260960.0
2022-05-11,63.7365,65.1225,63.5735,63.938,1563504.0
2022-05-12,63.8708,64.312,62.8253,63.6406,1895361.0
