,NRC US Equity,NRC US Equity,NRC US Equity,NRC US Equity,NRC US Equity
2021-03-15,48.8081,48.8081,47.7058,47.9487,18213.0
2021-03-16,47.7338,47.9767,46.0711,46.2299,23149.0
2021-03-17,46.2205,47.519,46.1762,47.0332,25977.0
2021-03-18,46.8464,46.8464,45.221,45.221,35160.0
2021-03-19,44.8567,45.2957,44.1561,44.7072,109251.0
2021-03-20,44.8567,45.2957,44.1561,44.7072,109251.0
2021-03-21,44.8567,45.2957,44.1561,44.7072,109251.0
2021-03-22,44.6045,44.6045,42.9137,43.0912,26519.0
2021-03-23,42.6709,42.8764,41.9609,42.5494,26662.0
2021-03-24,42.7736,44.044,41.9936,42.3813,23346.0
2021-03-25,42.3252,43.1753,41.8395,43.0632,23975.0
2021-03-26,43.1753,43.8011,42.4747,43.7918,24679.0
2021-03-27,43.1753,43.8011,42.4747,43.7918,24679.0
2021-03-28,43.1753,43.8011,42.4747,43.7918,24679.0
2021-03-29,43.3901,43.8479,42.6615,42.8483,19115.0
2021-03-30,42.1384,43.6143,42.1384,43.4182,28592.0
2021-03-31,43.6237,44.6185,43.236,43.7451,53038.0
2021-04-01,43.7077,45.0155,43.647,44.7726,20340.0
2021-04-02,43.7077,45.0155,43.647,44.7726,20340.0
2021-04-03,43.7077,45.0155,43.647,44.7726,20340.0
2021-04-04,43.7077,45.0155,43.647,44.7726,20340.0
2021-04-05,44.427,45.7944,44.0534,44.5484,37126.0
2021-04-06,44.7166,45.7441,44.5204,45.1183,26186.0
2021-04-07,45.2117,45.5013,43.7077,43.8479,22360.0
2021-04-08,43.988,45.1743,43.8292,44.1841,21957.0
2021-04-09,44.1748,44.9034,43.7171,43.9413,13196.0
2021-04-10,44.1748,44.9034,43.7171,43.9413,13196.0
2021-04-11,44.1748,44.9034,43.7171,43.9413,13196.0
2021-04-12,43.8665,44.2028,43.4508,43.8105,15110.0
2021-04-13,43.4649,43.8946,42.9791,42.9791,16133.0
2021-04-14,43.7638,43.8105,43.1659,43.2594,14489.0
2021-04-15,43.6891,44.1187,43.3247,44.0067,11639.0
2021-04-16,44.4562,44.4702,43.4728,44.297,17387.0
2021-04-17,44.4562,44.4702,43.4728,44.297,17387.0
2021-04-18,44.4562,44.4702,43.4728,44.297,17387.0
2021-04-19,44.0628,44.5873,43.6227,44.1471,18094.0
2021-04-20,44.1846,44.9338,43.6977,44.5498,26156.0
2021-04-21,44.6435,45.3131,44.0535,44.99,20815.0
2021-04-22,45.3365,45.3365,44.6856,45.2241,19179.0
2021-04-23,45.6362,46.4313,45.2335,45.4301,38484.0
2021-04-24,45.6362,46.4313,45.2335,45.4301,38484.0
2021-04-25,45.6362,46.4313,45.2335,45.4301,38484.0
2021-04-26,45.7954,46.3011,45.6455,45.8516,13875.0
2021-04-27,45.7111,46.4369,45.7111,46.3479,23994.0
2021-04-28,46.0295,47.144,45.6268,47.0971,67013.0
2021-04-29,46.4884,47.5186,46.3293,47.2376,63818.0
2021-04-30,46.6663,48.5487,46.6663,48.043,61320.0
2021-05-01,46.6663,48.5487,46.6663,48.043,61320.0
2021-05-02,46.6663,48.5487,46.6663,48.043,61320.0
2021-05-03,47.9868,48.8297,47.9868,48.2771,27064.0
2021-05-04,47.7527,48.8203,47.453,47.6965,33631.0
2021-05-05,46.5914,47.8838,43.1919,43.3417,34988.0
2021-05-06,43.5222,45.2803,43.5222,44.9151,25203.0
2021-05-07,44.7746,46.17,43.6882,45.8141,29811.0
2021-05-08,44.7746,46.17,43.6882,45.8141,29811.0
2021-05-09,44.7746,46.17,43.6882,45.8141,29811.0
2021-05-10,45.4863,45.992,44.4281,44.8308,44086.0
2021-05-11,44.0722,45.4301,43.9692,44.9057,43158.0
2021-05-12,44.9432,45.6736,44.1658,45.4208,34809.0
2021-05-13,44.899,46.6476,44.899,46.1606,24342.0
2021-05-14,45.7757,45.992,44.9676,45.9452,39966.0
2021-05-15,45.7757,45.992,44.9676,45.9452,39966.0
2021-05-16,45.7757,45.992,44.9676,45.9452,39966.0
2021-05-17,46.1606,46.1606,45.0794,45.8609,43290.0
2021-05-18,45.7766,46.3947,44.9619,45.9265,27507.0
2021-05-19,45.3739,46.4603,45.0274,45.9827,27947.0
2021-05-20,45.8328,46.7693,45.8328,46.3667,24635.0
2021-05-21,46.76,48.1179,46.6757,47.4998,41382.0
2021-05-22,46.76,48.1179,46.6757,47.4998,41382.0
2021-05-23,46.76,48.1179,46.6757,47.4998,41382.0
2021-05-24,47.8182,48.043,45.9546,46.6382,62029.0
2021-05-25,46.6382,47.453,46.3947,46.582,48651.0
2021-05-26,46.9754,47.5935,45.196,46.8724,25045.0
2021-05-27,47.0128,47.7059,45.992,46.0857,94037.0
2021-05-28,46.1981,46.5914,44.6903,44.7933,31740.0
2021-05-29,46.1981,46.5914,44.6903,44.7933,31740.0
2021-05-30,46.1981,46.5914,44.6903,44.7933,31740.0
2021-05-31,46.1981,46.5914,44.6903,44.7933,31740.0
2021-06-01,44.7652,45.7111,44.1658,45.5987,45377.0
2021-06-02,45.299,45.4161,44.016,44.5873,38190.0
2021-06-03,44.3906,45.107,44.0722,44.9057,48508.0
2021-06-04,44.8589,45.8047,44.8589,45.683,46190.0
2021-06-05,44.8589,45.8047,44.8589,45.683,46190.0
2021-06-06,44.8589,45.8047,44.8589,45.683,46190.0
2021-06-07,45.58,45.7392,43.6508,43.8287,57080.0
2021-06-08,43.9692,44.0254,42.6908,42.7892,50206.0
2021-06-09,42.7985,42.8922,41.8058,42.0119,27339.0
2021-06-10,42.1992,42.2554,41.3563,41.3657,20719.0
2021-06-11,41.5249,41.9463,40.8974,41.5717,48731.0
2021-06-12,41.5249,41.9463,40.8974,41.5717,48731.0
2021-06-13,41.5249,41.9463,40.8974,41.5717,48731.0
2021-06-14,41.8901,42.0962,41.2252,41.4406,51445.0
2021-06-15,41.5811,42.3397,41.4593,42.0774,26100.0
2021-06-16,42.1617,42.527,41.3329,41.4406,57537.0
2021-06-17,41.5062,41.9229,41.2908,41.7403,49743.0
2021-06-18,41.1222,41.4687,40.6727,40.7757,86330.0
2021-06-19,41.1222,41.4687,40.6727,40.7757,86330.0
2021-06-20,41.1222,41.4687,40.6727,40.7757,86330.0
2021-06-21,40.8319,41.759,40.8319,41.5904,56777.0
2021-06-22,41.4687,42.2273,41.2158,42.1524,56899.0
2021-06-23,41.8246,42.349,41.4874,41.7684,29270.0
2021-06-24,41.4827,42.6019,41.3001,42.6019,35101.0
2021-06-25,42.452,44.0722,42.1711,43.2855,99913.0
2021-06-26,42.452,44.0722,42.1711,43.2855,99913.0
2021-06-27,42.452,44.0722,42.1711,43.2855,99913.0
2021-06-28,43.426,44.0254,43.1761,43.9598,30799.0
2021-06-29,43.9129,44.0396,43.2744,43.4903,21212.0
2021-06-30,43.3307,43.8283,42.9552,43.096,33330.0
2021-07-01,43.096,44.941,43.096,44.6076,29561.0
2021-07-02,44.6076,45.34,43.7157,44.157,14396.0
2021-07-03,44.6076,45.34,43.7157,44.157,14396.0
2021-07-04,44.6076,45.34,43.7157,44.157,14396.0
2021-07-05,44.6076,45.34,43.7157,44.157,14396.0
2021-07-06,43.9974,44.5889,43.7392,44.4762,15782.0
2021-07-07,44.5419,45.0677,43.79,44.3072,35944.0
2021-07-08,43.9504,44.6358,43.8847,44.3635,39601.0
2021-07-09,44.6076,45.1804,44.5231,44.9644,18231.0
2021-07-10,44.6076,45.1804,44.5231,44.9644,18231.0
2021-07-11,44.6076,45.1804,44.5231,44.9644,18231.0
2021-07-12,44.7109,45.6874,44.7109,45.6029,20535.0
2021-07-13,45.2179,46.6263,45.2179,45.8376,18934.0
2021-07-14,45.8095,46.7108,45.8095,46.5981,21943.0
2021-07-15,46.5981,46.861,46.2414,46.7108,20939.0
2021-07-16,46.9455,47.8844,46.7671,47.5183,38432.0
2021-07-17,46.9455,47.8844,46.7671,47.5183,38432.0
2021-07-18,46.9455,47.8844,46.7671,47.5183,38432.0
2021-07-19,46.9455,47.6308,46.5666,46.9549,37942.0
2021-07-20,46.9455,48.3727,46.3916,47.9877,65110.0
2021-07-21,48.2976,48.7352,47.5183,48.26,26329.0
2021-07-22,48.3445,48.8046,47.5746,47.9314,27753.0
2021-07-23,48.1098,49.2834,47.4902,49.0581,20640.0
2021-07-24,48.1098,49.2834,47.4902,49.0581,20640.0
2021-07-25,48.1098,49.2834,47.4902,49.0581,20640.0
2021-07-26,49.1332,49.5855,48.1849,48.8703,21906.0
2021-07-27,49.5322,49.5322,48.6074,49.0675,25580.0
2021-07-28,49.659,49.659,47.8281,48.6168,18933.0
2021-07-29,48.7389,49.7247,48.4431,49.3398,21298.0
2021-07-30,49.1332,49.7153,49.0393,49.5557,13140.0
2021-07-31,49.1332,49.7153,49.0393,49.5557,13140.0
2021-08-01,49.1332,49.7153,49.0393,49.5557,13140.0
2021-08-02,49.4618,50.2317,48.936,50.1472,34749.0
2021-08-03,49.9876,50.2787,49.781,50.2411,25191.0
2021-08-04,49.7904,50.1848,49.2365,49.7247,24839.0
2021-08-05,49.781,50.4007,49.2928,49.9219,20812.0
2021-08-06,49.9782,50.3538,49.3088,50.0627,16582.0
2021-08-07,49.9782,50.3538,49.3088,50.0627,16582.0
2021-08-08,49.9782,50.3538,49.3088,50.0627,16582.0
2021-08-09,50.1284,50.2317,49.659,49.659,13833.0
2021-08-10,49.8749,50.5322,49.6825,50.5322,25554.0
2021-08-11,50.3632,50.7012,49.2365,49.7998,23575.0
2021-08-12,49.7529,49.7529,48.5792,48.8327,22340.0
2021-08-13,49.6258,49.6258,48.8234,49.0205,12122.0
2021-08-14,49.6258,49.6258,48.8234,49.0205,12122.0
2021-08-15,49.6258,49.6258,48.8234,49.0205,12122.0
2021-08-16,49.1238,49.9594,48.9079,49.6027,10357.0
2021-08-17,49.2365,49.9782,49.0675,49.2459,14046.0
2021-08-18,49.3304,49.6496,48.7952,49.1238,15831.0
2021-08-19,49.105,49.6027,48.0534,49.4618,16972.0
2021-08-20,49.3491,50.8326,49.3491,50.5697,31602.0
2021-08-21,49.3491,50.8326,49.3491,50.5697,31602.0
2021-08-22,49.3491,50.8326,49.3491,50.5697,31602.0
2021-08-23,50.4101,51.6119,50.3726,51.1706,23286.0
2021-08-24,50.842,50.842,49.6402,49.8562,9482.0
2021-08-25,49.5557,50.0439,49.2928,49.3491,14011.0
2021-08-26,49.5275,49.5275,48.8234,48.983,11458.0
2021-08-27,49.5933,51.1706,49.5933,51.1706,18784.0
2021-08-28,49.5933,51.1706,49.5933,51.1706,18784.0
2021-08-29,49.5933,51.1706,49.5933,51.1706,18784.0
2021-08-30,51.4429,52.2128,50.4946,50.4946,17633.0
2021-08-31,50.3913,50.72,50.3632,50.7012,13928.0
2021-09-01,51.0674,51.0674,50.0252,50.5791,19207.0
2021-09-02,50.842,52.2692,50.1943,50.9359,38031.0
2021-09-03,50.8983,51.7762,49.8092,50.0909,13455.0
2021-09-04,50.8983,51.7762,49.8092,50.0909,13455.0
2021-09-05,50.8983,51.7762,49.8092,50.0909,13455.0
2021-09-06,50.8983,51.7762,49.8092,50.0909,13455.0
2021-09-07,50.0909,51.6166,47.9783,48.0628,16994.0
2021-09-08,48.1192,49.8153,47.2555,47.8375,26879.0
2021-09-09,47.5558,47.8844,46.6545,46.6545,20606.0
2021-09-10,47.03,47.2835,45.382,45.9972,23415.0
2021-09-11,47.03,47.2835,45.382,45.9972,23415.0
2021-09-12,47.03,47.2835,45.382,45.9972,23415.0
2021-09-13,46.1381,47.1803,45.1334,45.1334,16247.0
2021-09-14,45.0865,45.3748,44.1851,44.5607,23580.0
2021-09-15,44.5231,46.1522,43.5561,44.833,45946.0
2021-09-16,44.9081,45.6498,44.4105,45.0302,12774.0
2021-09-17,45.1053,45.1898,43.8659,44.9081,96810.0
2021-09-18,45.1053,45.1898,43.8659,44.9081,96810.0
2021-09-19,45.1053,45.1898,43.8659,44.9081,96810.0
2021-09-20,44.0912,44.5513,43.0209,43.4622,25274.0
2021-09-21,43.6969,44.3072,43.4716,43.6875,19395.0
2021-09-22,43.8565,43.8606,43.0584,43.0866,11005.0
2021-09-23,43.2368,43.6312,42.7204,42.9833,15650.0
2021-09-24,42.5796,42.8425,42.0069,42.4012,25290.0
2021-09-25,42.5796,42.8425,42.0069,42.4012,25290.0
2021-09-26,42.5796,42.8425,42.0069,42.4012,25290.0
2021-09-27,43.0015,43.0015,41.6313,41.9599,25211.0
2021-09-28,41.9599,41.9599,40.6924,41.0022,22491.0
2021-09-29,41.1999,41.1999,40.3338,40.6539,23263.0
2021-09-30,40.7669,40.7669,39.703,39.703,17504.0
2021-10-01,39.8913,40.362,38.7756,40.1078,21163.0
2021-10-02,39.8913,40.362,38.7756,40.1078,21163.0
2021-10-03,39.8913,40.362,38.7756,40.1078,21163.0
2021-10-04,39.9666,40.6068,39.204,39.6841,24026.0
2021-10-05,40.1925,41.6933,39.9336,40.4185,13859.0
2021-10-06,40.1549,40.1549,39.0722,39.1851,12254.0
2021-10-07,39.364,40.3903,39.364,39.9289,35057.0
2021-10-08,39.6694,40.7951,39.6694,40.2396,19621.0
2021-10-09,39.6694,40.7951,39.6694,40.2396,19621.0
2021-10-10,39.6694,40.7951,39.6694,40.2396,19621.0
2021-10-11,40.1172,41.1623,39.9948,40.9552,16601.0
2021-10-12,41.3506,41.9907,41.2847,41.5671,22021.0
2021-10-13,41.6613,41.9626,40.668,40.8704,15537.0
2021-10-14,41.1529,41.1529,40.4185,40.9552,14162.0
2021-10-15,41.4165,41.7435,40.3714,40.3714,33128.0
2021-10-16,41.4165,41.7435,40.3714,40.3714,33128.0
2021-10-17,41.4165,41.7435,40.3714,40.3714,33128.0
2021-10-18,40.4279,41.0586,40.0607,40.1643,9465.0
2021-10-19,40.1172,40.8704,40.1172,40.8704,8226.0
2021-10-20,40.7198,41.2847,40.7198,41.2564,5801.0
2021-10-21,41.1529,41.633,40.9081,41.0493,8000.0
2021-10-22,40.9928,41.0493,40.5597,40.7857,7681.0
2021-10-23,40.9928,41.0493,40.5597,40.7857,7681.0
2021-10-24,40.9928,41.0493,40.5597,40.7857,7681.0
2021-10-25,40.8328,41.2376,40.4844,41.0211,9719.0
2021-10-26,41.1999,42.2262,40.9646,41.5765,17139.0
2021-10-27,41.3882,41.6048,40.249,40.249,13295.0
2021-10-28,40.9081,41.134,40.3432,40.6821,9643.0
2021-10-29,40.3527,40.9834,40.3527,40.7669,11726.0
2021-10-30,40.3527,40.9834,40.3527,40.7669,11726.0
2021-10-31,40.3527,40.9834,40.3527,40.7669,11726.0
2021-11-01,41.0776,43.3842,41.0776,43.2336,27834.0
2021-11-02,43.4219,44.5611,42.1391,44.4199,25644.0
2021-11-03,44.1374,49.2968,44.1374,46.124,113239.0
2021-11-04,46.5947,48.9296,44.5988,45.4743,26572.0
2021-11-05,45.785,46.9807,44.8718,46.1334,41319.0
2021-11-06,45.785,46.9807,44.8718,46.1334,41319.0
2021-11-07,45.785,46.9807,44.8718,46.1334,41319.0
2021-11-08,46.1569,46.4214,45.29,45.6815,21736.0
2021-11-09,45.5967,46.2746,44.3963,45.8698,26596.0
2021-11-10,45.8509,46.4158,45.5214,45.5214,22974.0
2021-11-11,45.7945,46.3249,45.3496,45.6626,13922.0
2021-11-12,44.7353,45.7097,44.7353,44.9236,20658.0
2021-11-13,44.7353,45.7097,44.7353,44.9236,20658.0
2021-11-14,44.7353,45.7097,44.7353,44.9236,20658.0
2021-11-15,45.126,45.126,43.4972,43.6949,22959.0
2021-11-16,43.5537,44.1563,43.1394,43.1959,21363.0
2021-11-17,43.2618,43.2618,42.132,42.5557,27302.0
2021-11-18,41.7743,42.0944,40.5456,41.5765,39303.0
2021-11-19,41.1529,41.2659,39.9383,40.0513,29549.0
2021-11-20,41.1529,41.2659,39.9383,40.0513,29549.0
2021-11-21,41.1529,41.2659,39.9383,40.0513,29549.0
2021-11-22,40.3714,40.8751,39.2793,39.2793,41010.0
2021-11-23,40.6774,40.6774,38.4178,39.9383,31261.0
2021-11-24,39.4299,40.7763,39.4299,40.588,36146.0
2021-11-25,39.4299,40.7763,39.4299,40.588,36146.0
2021-11-26,39.8913,39.9157,38.7426,38.818,31584.0
2021-11-27,39.8913,39.9157,38.7426,38.818,31584.0
2021-11-28,39.8913,39.9157,38.7426,38.818,31584.0
2021-11-29,39.0345,39.4441,38.2531,38.2719,41147.0
2021-11-30,37.8953,38.1777,36.9726,37.707,100215.0
2021-12-01,38.3849,40.3432,38.3849,39.3829,89606.0
2021-12-02,40.0466,40.0466,39.1851,39.7312,34712.0
2021-12-03,39.8197,40.3711,39.2416,39.5429,189977.0
2021-12-04,39.8197,40.3711,39.2416,39.5429,189977.0
2021-12-05,39.8197,40.3711,39.2416,39.5429,189977.0
2021-12-06,40.0607,40.9457,40.0607,40.475,53139.0
2021-12-07,40.8422,41.473,40.2961,40.5503,44953.0
2021-12-08,40.5032,41.0634,39.091,39.204,45107.0
2021-12-09,39.0063,39.6747,39.0063,39.3264,51924.0
2021-12-10,39.7312,40.9505,39.2793,39.9383,115141.0
2021-12-11,39.7312,40.9505,39.2793,39.9383,115141.0
2021-12-12,39.7312,40.9505,39.2793,39.9383,115141.0
2021-12-13,40.089,41.134,39.557,40.0607,79700.0
2021-12-14,39.8442,40.4373,39.1287,39.251,73702.0
2021-12-15,39.2134,39.9854,39.1451,39.8442,52481.0
2021-12-16,40.2585,40.3765,39.4017,39.7595,50171.0
2021-12-17,39.9383,40.3244,39.1098,39.6088,158731.0
2021-12-18,39.9383,40.3244,39.1098,39.6088,158731.0
2021-12-19,39.9383,40.3244,39.1098,39.6088,158731.0
2021-12-20,39.2887,39.318,37.7399,38.319,55278.0
2021-12-21,38.6202,38.8556,37.3492,37.7258,54704.0
2021-12-22,37.8294,38.2342,37.4857,38.1401,58364.0
2021-12-23,38.4225,39.251,38.2531,39.0816,40808.0
2021-12-24,38.4225,39.251,38.2531,39.0816,40808.0
2021-12-25,38.4225,39.251,38.2531,39.0816,40808.0
2021-12-26,38.4225,39.251,38.2531,39.0816,40808.0
2021-12-27,39.3546,40.0702,39.171,40.0137,21795.0
2021-12-28,39.9195,40.4467,39.6936,39.9478,31532.0
2021-12-29,40.1271,40.8117,39.6173,39.8156,20961.0
2021-12-30,39.7023,40.1177,39.3435,39.5418,15291.0
2021-12-31,39.6928,39.825,38.9564,39.2019,34998.0
2022-01-01,39.6928,39.825,38.9564,39.2019,34998.0
2022-01-02,39.6928,39.825,38.9564,39.2019,34998.0
2022-01-03,39.7065,40.1271,39.2679,39.8911,45909.0
2022-01-04,40.1838,40.5567,39.2679,39.3435,26451.0
2022-01-05,39.2679,39.7684,39.216,39.2207,50455.0
2022-01-06,39.2585,40.0894,38.9847,39.0036,33100.0
2022-01-07,38.9658,39.9761,38.4748,38.4843,43774.0
2022-01-08,38.9658,39.9761,38.4748,38.4843,43774.0
2022-01-09,38.9658,39.9761,38.4748,38.4843,43774.0
2022-01-10,38.5221,38.7109,38.0216,38.5504,35023.0
2022-01-11,38.456,38.456,37.5401,37.6534,19787.0
2022-01-12,37.8234,37.8234,36.4827,36.511,43337.0
2022-01-13,36.5487,37.0252,36.2645,36.5015,27062.0
2022-01-14,36.2372,36.2372,35.5007,36.0767,19893.0
2022-01-15,36.2372,36.2372,35.5007,36.0767,19893.0
2022-01-16,36.2372,36.2372,35.5007,36.0767,19893.0
2022-01-17,36.2372,36.2372,35.5007,36.0767,19893.0
2022-01-18,35.7179,35.9634,34.7171,35.4441,68062.0
2022-01-19,35.6801,35.7651,34.8822,35.5385,58150.0
2022-01-20,35.7745,36.4631,35.4252,35.6612,61211.0
2022-01-21,35.6518,38.5549,35.378,36.7093,60883.0
2022-01-22,35.6518,38.5549,35.378,36.7093,60883.0
2022-01-23,35.6518,38.5549,35.378,36.7093,60883.0
2022-01-24,36.6526,38.4182,36.3882,38.3143,63470.0
2022-01-25,37.8895,38.3332,36.351,36.917,85401.0
2022-01-26,36.917,37.7762,35.3213,35.7745,66350.0
2022-01-27,35.9162,38.3143,35.7132,37.0114,75344.0
2022-01-28,36.7753,37.5401,36.3599,37.5401,46655.0
2022-01-29,36.7753,37.5401,36.3599,37.5401,46655.0
2022-01-30,36.7753,37.5401,36.3599,37.5401,46655.0
2022-01-31,37.2569,39.3624,37.2002,39.2774,79041.0
2022-02-01,39.0508,39.0697,36.7281,36.9736,72822.0
2022-02-02,37.2097,38.3899,37.2097,37.4363,99653.0
2022-02-03,37.4363,37.6157,36.6196,37.2474,92315.0
2022-02-04,37.3702,38.3427,37.0586,37.8139,82050.0
2022-02-05,37.3702,38.3427,37.0586,37.8139,82050.0
2022-02-06,37.3702,38.3427,37.0586,37.8139,82050.0
2022-02-07,37.7667,38.3636,37.238,37.4363,26197.0
2022-02-08,37.4363,37.7101,37.3418,37.6723,32924.0
2022-02-09,37.6563,38.1963,36.6809,36.8698,79841.0
2022-02-10,37.2899,37.2899,34.2733,34.9625,66701.0
2022-02-11,34.9248,36.105,34.9248,35.7368,68321.0
2022-02-12,34.9248,36.105,34.9248,35.7368,68321.0
2022-02-13,34.9248,36.105,34.9248,35.7368,68321.0
2022-02-14,35.9917,36.7376,35.614,35.9917,45722.0
2022-02-15,36.4354,38.1066,36.19,37.8989,67197.0
2022-02-16,38.1066,38.1066,37.2663,37.9933,47088.0
2022-02-17,37.7762,37.8406,37.323,37.3607,29006.0
2022-02-18,37.474,37.6817,36.7187,36.9642,50760.0
2022-02-19,37.474,37.6817,36.7187,36.9642,50760.0
2022-02-20,37.474,37.6817,36.7187,36.9642,50760.0
2022-02-21,37.474,37.6817,36.7187,36.9642,50760.0
2022-02-22,36.8226,37.8139,36.4921,37.3324,53289.0
2022-02-23,37.6723,37.7242,37.0492,37.2569,30561.0
2022-02-24,36.6904,38.3615,36.6904,38.2388,42000.0
2022-02-25,38.3993,39.6456,38.2671,39.6078,32971.0
2022-02-26,38.3993,39.6456,38.2671,39.6078,32971.0
2022-02-27,38.3993,39.6456,38.2671,39.6078,32971.0
2022-02-28,39.1735,39.183,36.5582,37.559,104524.0
2022-03-01,37.3324,37.6251,36.8037,36.8603,30744.0
2022-03-02,37.0208,37.474,36.9217,36.9925,24739.0
2022-03-03,37.2097,37.4457,36.0106,36.1333,24796.0
2022-03-04,35.7745,35.7745,34.7737,35.057,28405.0
2022-03-05,35.7745,35.7745,34.7737,35.057,28405.0
2022-03-06,35.7745,35.7745,34.7737,35.057,28405.0
2022-03-07,34.8776,34.9248,34.2639,34.3016,37026.0
2022-03-08,34.6038,36.3316,34.3866,35.5857,245956.0
2022-03-09,36.2655,36.662,35.7651,36.2749,35875.0
2022-03-10,35.8123,35.9822,35.4488,35.6801,30252.0
2022-03-11,35.7462,36.0672,34.7359,34.8398,31994.0
2022-03-12,35.7462,36.0672,34.7359,34.8398,31994.0
2022-03-13,35.7462,36.0672,34.7359,34.8398,31994.0
2022-03-14,35.1136,35.3685,34.4522,34.5282,32886.0
2022-03-15,34.5849,35.2836,34.4592,35.1136,37907.0
2022-03-16,35.057,36.2324,34.9286,36.1805,25689.0
2022-03-17,35.8217,37.0303,35.8217,36.7848,19894.0
2022-03-18,36.7659,38.0122,36.2844,37.9272,85277.0
2022-03-19,36.7659,38.0122,36.2844,37.9272,85277.0
2022-03-20,36.7659,38.0122,36.2844,37.9272,85277.0
2022-03-21,37.8611,38.05,36.9359,37.1152,38881.0
2022-03-22,37.474,37.8895,37.2946,37.644,26945.0
2022-03-23,37.2946,37.2946,36.4449,36.4449,19727.0
2022-03-24,36.4449,36.5487,35.902,36.2466,30478.0
2022-03-25,36.5204,36.5204,36.02,36.0955,21504.0
2022-03-26,36.5204,36.5204,36.02,36.0955,21504.0
2022-03-27,36.5204,36.5204,36.02,36.0955,21504.0
2022-03-28,35.9917,36.6432,35.9917,36.3977,23574.0
2022-03-29,36.7281,37.7006,36.4449,37.5212,29175.0
2022-03-30,37.3787,37.6352,36.8316,36.9133,18488.0
2022-03-31,36.9893,37.8727,36.7803,37.6637,32814.0
2022-04-01,37.6827,38.1482,37.4547,37.9487,33017.0
2022-04-02,37.6827,38.1482,37.4547,37.9487,33017.0
2022-04-03,37.6827,38.1482,37.4547,37.9487,33017.0
2022-04-04,38.3191,38.3666,37.7492,38.0627,23389.0
2022-04-05,38.3096,38.6076,38.1102,38.1482,26502.0
2022-04-06,37.8157,39.0981,37.8157,38.8511,45221.0
2022-04-07,38.8891,39.2026,38.0247,38.1767,23988.0
2022-04-08,39.3925,39.3925,37.4642,37.6162,31849.0
2022-04-09,39.3925,39.3925,37.4642,37.6162,31849.0
2022-04-10,39.3925,39.3925,37.4642,37.6162,31849.0
2022-04-11,37.2932,37.6487,37.2553,37.3977,22653.0
2022-04-12,37.7492,38.1767,37.6163,37.7872,24070.0
2022-04-13,37.6542,37.9867,37.2743,37.3882,23567.0
2022-04-14,37.5592,37.5592,36.9133,37.0178,20438.0
2022-04-15,37.5592,37.5592,36.9133,37.0178,20438.0
2022-04-16,37.5592,37.5592,36.9133,37.0178,20438.0
2022-04-17,37.5592,37.5592,36.9133,37.0178,20438.0
2022-04-18,37.2078,37.7192,36.7233,37.1413,23318.0
2022-04-19,37.3407,38.2378,37.3407,37.7017,20296.0
2022-04-20,38.1007,38.3856,37.6447,37.7302,19513.0
2022-04-21,37.9107,37.9107,36.2199,36.3718,26884.0
2022-04-22,36.0964,36.2579,35.3079,35.4979,17535.0
2022-04-23,36.0964,36.2579,35.3079,35.4979,17535.0
2022-04-24,36.0964,36.2579,35.3079,35.4979,17535.0
2022-04-25,35.4599,35.4599,34.757,35.3934,17191.0
2022-04-26,35.023,35.023,33.9971,34.1966,28513.0
2022-04-27,34.1966,34.4815,33.2657,33.3132,31334.0
2022-04-28,33.7501,33.7501,32.7527,33.5601,22360.0
2022-04-29,32.8524,33.2182,32.3063,32.5817,27689.0
2022-04-30,32.8524,33.2182,32.3063,32.5817,27689.0
2022-05-01,32.8524,33.2182,32.3063,32.5817,27689.0
2022-05-02,32.4107,33.4841,32.3727,32.8192,36935.0
2022-05-03,32.8287,32.8857,31.8313,32.0308,33395.0
2022-05-04,32.0118,32.0688,30.4064,31.0809,40074.0
2022-05-05,30.6344,31.1663,29.3805,30.2735,31170.0
2022-05-06,29.979,32.1001,29.751,31.6508,66244.0
2022-05-07,29.979,32.1001,29.751,31.6508,66244.0
2022-05-08,29.979,32.1001,29.751,31.6508,66244.0
2022-05-09,31.4798,31.6461,30.5452,31.5178,52469.0
2022-05-10,31.7173,32.0878,30.6932,31.5178,30930.0
2022-05-11,31.4418,32.0118,30.8224,30.8529,33176.0
2022-05-12,30.7959,31.4038,30.4254,31.2614,39170.0
2022-05-13,31.4513,32.3632,31.0064,31.7458,30232.0
2022-05-14,31.4513,32.3632,31.0064,31.7458,30232.0
2022-05-15,31.4513,32.3632,31.0064,31.7458,30232.0
2022-05-16,31.4798,32.197,31.2709,31.5653,33901.0
2022-05-17,31.6508,32.0403,31.5991,31.7933,22580.0
2022-05-18,31.4323,31.9073,30.6629,30.8339,27747.0
2022-05-19,30.5394,31.2329,30.1785,30.3305,32334.0
2022-05-20,30.7199,31.0239,30.0835,30.9289,31422.0
2022-05-21,30.7199,31.0239,30.0835,30.9289,31422.0
2022-05-22,30.7199,31.0239,30.0835,30.9289,31422.0
2022-05-23,31.3848,31.7173,30.8956,31.0524,52516.0
2022-05-24,31.0049,31.4133,30.3969,31.3563,68163.0
2022-05-25,31.3848,31.6223,30.8244,30.8244,36783.0
2022-05-26,31.1616,32.5627,30.9764,32.2398,49139.0
2022-05-27,31.8004,33.5506,31.8004,33.0187,36084.0
2022-05-28,31.8004,33.5506,31.8004,33.0187,36084.0
2022-05-29,31.8004,33.5506,31.8004,33.0187,36084.0
