,CFFN US Equity,CFFN US Equity,CFFN US Equity,CFFN US Equity,CFFN US Equity
2021-03-13,11.2252,11.3999,11.13,11.3721,677660.0
2021-03-14,11.2252,11.3999,11.13,11.3721,677660.0
2021-03-15,11.4157,11.4157,11.0664,11.0784,723769.0
2021-03-16,10.995,11.1339,10.8283,10.8799,704803.0
2021-03-17,10.8918,11.0188,10.7092,10.7965,691888.0
2021-03-18,10.8124,11.1538,10.8124,10.868,672838.0
2021-03-19,10.5346,10.9037,10.5346,10.868,1855558.0
2021-03-20,10.5346,10.9037,10.5346,10.868,1855558.0
2021-03-21,10.5346,10.9037,10.5346,10.868,1855558.0
2021-03-22,10.7648,10.7648,10.5187,10.5901,425693.0
2021-03-23,10.5028,10.6536,10.4314,10.4949,392264.0
2021-03-24,10.5187,10.7886,10.4631,10.471,410201.0
2021-03-25,10.479,10.6973,10.4075,10.6298,513311.0
2021-03-26,10.7171,10.868,10.7171,10.86,344269.0
2021-03-27,10.7171,10.868,10.7171,10.86,344269.0
2021-03-28,10.7171,10.868,10.7171,10.86,344269.0
2021-03-29,10.7489,10.9116,10.6775,10.6933,448657.0
2021-03-30,10.7727,10.9156,10.7339,10.7807,364281.0
2021-03-31,10.7251,10.7727,10.5028,10.5147,832884.0
2021-04-01,10.4552,10.6695,10.3996,10.6219,433633.0
2021-04-02,10.4552,10.6695,10.3996,10.6219,433633.0
2021-04-03,10.4552,10.6695,10.3996,10.6219,433633.0
2021-04-04,10.4552,10.6695,10.3996,10.6219,433633.0
2021-04-05,10.7171,10.7727,10.606,10.7171,387390.0
2021-04-06,10.7092,10.7251,10.4869,10.5504,378755.0
2021-04-07,10.5425,10.5822,10.3996,10.475,527000.0
2021-04-08,10.4472,10.5385,10.3678,10.5107,329678.0
2021-04-09,10.5187,10.5504,10.3917,10.5028,370887.0
2021-04-10,10.5187,10.5504,10.3917,10.5028,370887.0
2021-04-11,10.5187,10.5504,10.3917,10.5028,370887.0
2021-04-12,10.4869,10.5028,10.3917,10.4155,306284.0
2021-04-13,10.3758,10.4671,10.2289,10.3043,444425.0
2021-04-14,10.2726,10.5068,10.2726,10.3917,305457.0
2021-04-15,10.3996,10.4393,10.2686,10.4393,385399.0
2021-04-16,10.5346,10.5901,10.3559,10.4314,228982.0
2021-04-17,10.5346,10.5901,10.3559,10.4314,228982.0
2021-04-18,10.5346,10.5901,10.3559,10.4314,228982.0
2021-04-19,10.4393,10.4393,10.2646,10.4155,650580.0
2021-04-20,10.344,10.3917,10.1297,10.1376,340709.0
2021-04-21,10.1535,10.3043,10.1535,10.2805,276488.0
2021-04-22,10.3123,10.3361,10.1932,10.217,328059.0
2021-04-23,10.2488,10.5504,10.2488,10.5187,509676.0
2021-04-24,10.2488,10.5504,10.2488,10.5187,509676.0
2021-04-25,10.2488,10.5504,10.2488,10.5187,509676.0
2021-04-26,10.5901,10.6457,10.4393,10.4552,243696.0
2021-04-27,10.4314,10.471,10.2885,10.4314,308694.0
2021-04-28,10.4234,10.471,10.344,10.3678,211134.0
2021-04-29,9.9709,10.5663,9.9709,10.4552,194154.0
2021-04-30,10.4631,10.479,10.2408,10.2607,527816.0
2021-05-01,10.4631,10.479,10.2408,10.2607,527816.0
2021-05-02,10.4631,10.479,10.2408,10.2607,527816.0
2021-05-03,10.344,10.5266,10.3361,10.471,668867.0
2021-05-04,10.4631,10.5107,10.3917,10.471,265121.0
2021-05-05,10.4949,10.4949,10.3162,10.3678,313407.0
2021-05-06,10.3878,10.5157,10.2999,10.5117,295878.0
2021-05-07,10.4118,10.4837,10.3878,10.4597,238342.0
2021-05-08,10.4118,10.4837,10.3878,10.4597,238342.0
2021-05-09,10.4118,10.4837,10.3878,10.4597,238342.0
2021-05-10,10.4358,10.5796,10.3079,10.3159,375611.0
2021-05-11,10.1641,10.3239,10.1641,10.252,216555.0
2021-05-12,10.3239,10.3559,10.0123,10.0442,388244.0
2021-05-13,10.0522,10.4358,10.0522,10.3798,425375.0
2021-05-14,10.4997,10.5157,10.3239,10.4118,533129.0
2021-05-15,10.4997,10.5157,10.3239,10.4118,533129.0
2021-05-16,10.4997,10.5157,10.3239,10.4118,533129.0
2021-05-17,10.4118,10.4997,10.3159,10.4438,246912.0
2021-05-18,10.4438,10.5157,10.3878,10.3878,426703.0
2021-05-19,10.3079,10.5077,10.236,10.4358,622211.0
2021-05-20,10.3958,10.5037,10.3399,10.4917,408260.0
2021-05-21,10.5716,10.6315,10.4118,10.6036,646634.0
2021-05-22,10.5716,10.6315,10.4118,10.6036,646634.0
2021-05-23,10.5716,10.6315,10.4118,10.6036,646634.0
2021-05-24,10.6195,10.6275,10.3918,10.4438,388110.0
2021-05-25,10.4358,10.4957,10.0602,10.0682,497193.0
2021-05-26,10.0922,10.1721,10.0522,10.1401,318793.0
2021-05-27,10.228,10.4118,10.228,10.276,455349.0
2021-05-28,10.3159,10.3798,10.228,10.3399,457471.0
2021-05-29,10.3159,10.3798,10.228,10.3399,457471.0
2021-05-30,10.3159,10.3798,10.228,10.3399,457471.0
2021-05-31,10.3159,10.3798,10.228,10.3399,457471.0
2021-06-01,10.3958,10.5201,10.3638,10.4358,924067.0
2021-06-02,10.4757,10.5077,10.2999,10.3319,583820.0
2021-06-03,10.3399,10.4198,10.2879,10.3399,490929.0
2021-06-04,10.3239,10.4038,10.252,10.276,374920.0
2021-06-05,10.3239,10.4038,10.252,10.276,374920.0
2021-06-06,10.3239,10.4038,10.252,10.276,374920.0
2021-06-07,10.3319,10.3958,10.276,10.3159,348612.0
2021-06-08,10.2999,10.4278,10.2599,10.3798,578090.0
2021-06-09,10.3638,10.3798,10.2999,10.3159,622360.0
2021-06-10,10.3242,10.3984,10.118,10.1345,410077.0
2021-06-11,10.1675,10.2499,10.118,10.1675,234474.0
2021-06-12,10.1675,10.2499,10.118,10.1675,234474.0
2021-06-13,10.1675,10.2499,10.118,10.1675,234474.0
2021-06-14,10.1345,10.2252,10.0685,10.1592,398041.0
2021-06-15,10.2087,10.3118,10.118,10.2334,340698.0
2021-06-16,10.2087,10.3736,10.1345,10.3489,466712.0
2021-06-17,10.3984,10.3984,10.1922,10.2252,874129.0
2021-06-18,10.085,10.1757,9.7717,9.7882,1253231.0
2021-06-19,10.085,10.1757,9.7717,9.7882,1253231.0
2021-06-20,10.085,10.1757,9.7717,9.7882,1253231.0
2021-06-21,9.8706,10.0685,9.8459,9.9778,541851.0
2021-06-22,9.9696,10.019,9.8706,9.9613,243795.0
2021-06-23,10.0108,10.118,9.8871,9.9201,868955.0
2021-06-24,9.9861,10.0685,9.916,10.0438,266916.0
2021-06-25,10.1015,10.2582,10.0273,10.1098,1240216.0
2021-06-26,10.1015,10.2582,10.0273,10.1098,1240216.0
2021-06-27,10.1015,10.2582,10.0273,10.1098,1240216.0
2021-06-28,10.085,10.085,9.8459,9.8789,321820.0
2021-06-29,9.9118,9.9531,9.7387,9.7469,239942.0
2021-06-30,9.7139,9.7799,9.6933,9.7139,415862.0
2021-07-01,9.7964,9.8376,9.7057,9.7469,339449.0
2021-07-02,9.7304,9.7469,9.5902,9.5985,285973.0
2021-07-03,9.7304,9.7469,9.5902,9.5985,285973.0
2021-07-04,9.7304,9.7469,9.5902,9.5985,285973.0
2021-07-05,9.7304,9.7469,9.5902,9.5985,285973.0
2021-07-06,9.5655,9.5655,9.3346,9.4171,324531.0
2021-07-07,9.3429,9.4501,9.3016,9.4006,497055.0
2021-07-08,9.2769,9.3758,9.2068,9.3676,841800.0
2021-07-09,9.5078,9.5902,9.4253,9.4913,715245.0
2021-07-10,9.5078,9.5902,9.4253,9.4913,715245.0
2021-07-11,9.5078,9.5902,9.4253,9.4913,715245.0
2021-07-12,9.4006,9.5573,9.3346,9.5325,680467.0
2021-07-13,9.516,9.5192,9.2769,9.3016,407014.0
2021-07-14,9.3181,9.4006,9.2645,9.3676,396044.0
2021-07-15,9.2934,9.516,9.2851,9.4995,279347.0
2021-07-16,9.5738,9.5738,9.3429,9.3594,509746.0
2021-07-17,9.5738,9.5738,9.3429,9.3594,509746.0
2021-07-18,9.5738,9.5738,9.3429,9.3594,509746.0
2021-07-19,9.2109,9.2934,9.0872,9.1779,484430.0
2021-07-20,9.1779,9.4666,9.1779,9.2604,880175.0
2021-07-21,9.3511,9.5985,9.3429,9.3594,283209.0
2021-07-22,9.3511,9.3511,9.1037,9.1202,360193.0
2021-07-23,9.1944,9.2522,9.112,9.1614,250498.0
2021-07-24,9.1944,9.2522,9.112,9.1614,250498.0
2021-07-25,9.1944,9.2522,9.112,9.1614,250498.0
2021-07-26,9.1697,9.3264,9.1697,9.2522,445152.0
2021-07-27,9.1944,9.2398,9.0872,9.2109,536651.0
2021-07-28,9.2274,9.4171,9.1614,9.3594,398607.0
2021-07-29,9.5985,9.5985,9.2686,9.2686,265658.0
2021-07-30,9.2109,9.3429,9.1037,9.145,500596.0
2021-07-31,9.2109,9.3429,9.1037,9.145,500596.0
2021-08-01,9.2109,9.3429,9.1037,9.145,500596.0
2021-08-02,9.1614,9.2769,8.9965,9.013,492174.0
2021-08-03,9.0295,9.1285,8.9553,9.0872,517756.0
2021-08-04,8.9883,9.0542,8.9306,8.9388,402331.0
2021-08-05,9.0011,9.1175,8.9596,9.1175,305530.0
2021-08-06,9.1923,9.292,9.1674,9.2505,204852.0
2021-08-07,9.1923,9.292,9.1674,9.2505,204852.0
2021-08-08,9.1923,9.292,9.1674,9.2505,204852.0
2021-08-09,9.2172,9.2629,9.1757,9.2339,217888.0
2021-08-10,8.9554,9.3751,8.9554,9.3336,399052.0
2021-08-11,9.3668,9.4998,9.3087,9.4915,261053.0
2021-08-12,9.4832,9.5372,9.4541,9.5081,379844.0
2021-08-13,9.5164,9.5289,9.4001,9.425,163563.0
2021-08-14,9.5164,9.5289,9.4001,9.425,163563.0
2021-08-15,9.5164,9.5289,9.4001,9.425,163563.0
2021-08-16,9.3835,9.425,9.3045,9.4167,509114.0
2021-08-17,9.3502,9.4998,9.3336,9.4832,318866.0
2021-08-18,9.4583,9.4957,9.3419,9.3585,510443.0
2021-08-19,9.317,9.4084,9.1757,9.3585,617537.0
2021-08-20,9.2505,9.5954,9.2505,9.5663,541524.0
2021-08-21,9.2505,9.5954,9.2505,9.5663,541524.0
2021-08-22,9.2505,9.5954,9.2505,9.5663,541524.0
2021-08-23,9.5995,9.6494,9.5829,9.5829,269984.0
2021-08-24,9.5746,9.6079,9.4832,9.4915,257652.0
2021-08-25,9.4666,9.5705,9.4084,9.425,395034.0
2021-08-26,9.425,9.4541,9.3336,9.3585,296447.0
2021-08-27,9.4167,9.6162,9.4084,9.5995,411640.0
2021-08-28,9.4167,9.6162,9.4084,9.5995,411640.0
2021-08-29,9.4167,9.6162,9.4084,9.5995,411640.0
2021-08-30,9.6162,9.6162,9.4499,9.4749,301761.0
2021-08-31,9.4666,9.6245,9.4666,9.5912,510305.0
2021-09-01,9.6162,9.6328,9.4666,9.5414,383184.0
2021-09-02,9.5247,9.5746,9.4749,9.4832,203542.0
2021-09-03,9.4915,9.4998,9.4042,9.425,285675.0
2021-09-04,9.4915,9.4998,9.4042,9.425,285675.0
2021-09-05,9.4915,9.4998,9.4042,9.425,285675.0
2021-09-06,9.4915,9.4998,9.4042,9.425,285675.0
2021-09-07,9.4416,9.5331,9.4084,9.4666,274385.0
2021-09-08,9.5414,9.5414,9.3128,9.3835,536761.0
2021-09-09,9.3751,9.4167,9.317,9.3253,402263.0
2021-09-10,9.3253,9.3751,9.1424,9.1507,387154.0
2021-09-11,9.3253,9.3751,9.1424,9.1507,387154.0
2021-09-12,9.3253,9.3751,9.1424,9.1507,387154.0
2021-09-13,9.184,9.2713,9.1433,9.2505,284332.0
2021-09-14,9.2754,9.2754,9.0178,9.0427,475780.0
2021-09-15,9.0427,9.0926,8.9679,9.0011,405679.0
2021-09-16,9.0094,9.0842,8.8682,8.943,349918.0
2021-09-17,8.9679,9.1341,8.9346,9.1009,1680486.0
2021-09-18,8.9679,9.1341,8.9346,9.1009,1680486.0
2021-09-19,8.9679,9.1341,8.9346,9.1009,1680486.0
2021-09-20,8.9679,9.1507,8.918,9.1341,425738.0
2021-09-21,9.1175,9.2837,9.1092,9.2172,482856.0
2021-09-22,9.292,9.4832,9.2837,9.3918,481165.0
2021-09-23,9.4499,9.5164,9.3336,9.3751,378875.0
2021-09-24,9.3585,9.6079,9.3585,9.4832,415495.0
2021-09-25,9.3585,9.6079,9.3585,9.4832,415495.0
2021-09-26,9.3585,9.6079,9.3585,9.4832,415495.0
2021-09-27,9.5414,9.853,9.4832,9.7408,436015.0
2021-09-28,9.799,9.8697,9.5995,9.6245,349351.0
2021-09-29,9.6245,9.7159,9.5829,9.6743,261835.0
2021-09-30,9.7076,9.7201,9.5414,9.5497,606367.0
2021-10-01,9.5912,9.8323,9.5912,9.7159,459788.0
2021-10-02,9.5912,9.8323,9.5912,9.7159,459788.0
2021-10-03,9.5912,9.8323,9.5912,9.7159,459788.0
2021-10-04,9.7325,9.7907,9.6993,9.7325,288356.0
2021-10-05,9.7408,9.9154,9.6494,9.8738,310572.0
2021-10-06,9.8489,9.8489,9.691,9.7824,275627.0
2021-10-07,9.8156,9.8904,9.7741,9.8572,315388.0
2021-10-08,9.8323,9.8904,9.8073,9.8156,182441.0
2021-10-09,9.8323,9.8904,9.8073,9.8156,182441.0
2021-10-10,9.8323,9.8904,9.8073,9.8156,182441.0
2021-10-11,9.8821,9.9486,9.7492,9.7575,190676.0
2021-10-12,9.7242,9.7824,9.691,9.7242,362429.0
2021-10-13,9.7076,9.7242,9.5663,9.7159,559293.0
2021-10-14,9.7658,9.8904,9.7492,9.8821,276514.0
2021-10-15,9.9902,9.9902,9.8489,9.8489,438147.0
2021-10-16,9.9902,9.9902,9.8489,9.8489,438147.0
2021-10-17,9.9902,9.9902,9.8489,9.8489,438147.0
2021-10-18,9.8256,9.8655,9.7408,9.7658,255421.0
2021-10-19,9.7741,9.7782,9.6827,9.7741,232485.0
2021-10-20,9.7658,9.8904,9.6827,9.8738,263107.0
2021-10-21,9.8988,9.8988,9.7658,9.8323,374486.0
2021-10-22,9.8323,9.9237,9.824,9.8738,266274.0
2021-10-23,9.8323,9.9237,9.824,9.8738,266274.0
2021-10-24,9.8323,9.9237,9.824,9.8738,266274.0
2021-10-25,9.8904,9.8904,9.7658,9.8489,244215.0
2021-10-26,9.8655,9.8821,9.7658,9.7907,349219.0
2021-10-27,9.7741,9.7741,9.5705,9.5995,348953.0
2021-10-28,9.6993,9.8073,9.6328,9.7658,373665.0
2021-10-29,9.8406,10.198,9.7824,10.0816,1020440.0
2021-10-30,9.8406,10.198,9.7824,10.0816,1020440.0
2021-10-31,9.8406,10.198,9.7824,10.0816,1020440.0
2021-11-01,10.1148,10.306,10.0899,10.2811,566039.0
2021-11-02,10.306,10.3559,10.1232,10.1315,408323.0
2021-11-03,10.0816,10.3808,10.0151,10.3393,524313.0
2021-11-04,10.3183,10.3895,10.0882,10.2179,549228.0
2021-11-05,10.3016,10.5108,10.3016,10.402,561362.0
2021-11-06,10.3016,10.5108,10.3016,10.402,561362.0
2021-11-07,10.3016,10.5108,10.3016,10.402,561362.0
2021-11-08,10.4104,10.5945,10.4104,10.5694,342753.0
2021-11-09,10.5443,10.6029,10.4606,10.5024,396265.0
2021-11-10,10.5359,10.6949,10.5275,10.6447,236918.0
2021-11-11,10.6447,10.6949,10.561,10.6614,216898.0
2021-11-12,10.7033,10.7033,10.5443,10.5861,324616.0
2021-11-13,10.7033,10.7033,10.5443,10.5861,324616.0
2021-11-14,10.7033,10.7033,10.5443,10.5861,324616.0
2021-11-15,10.5861,10.6029,10.5108,10.5359,329475.0
2021-11-16,10.5359,10.5861,10.3769,10.4271,532255.0
2021-11-17,10.3937,10.4062,10.1761,10.2598,536531.0
2021-11-18,10.3109,10.3535,10.1234,10.149,576993.0
2021-11-19,10.0638,10.2683,9.9061,10.1831,805409.0
2021-11-20,10.0638,10.2683,9.9061,10.1831,805409.0
2021-11-21,10.0638,10.2683,9.9061,10.1831,805409.0
2021-11-22,10.2342,10.6304,10.2342,10.4898,912217.0
2021-11-23,10.5239,10.6338,10.3961,10.4046,398668.0
2021-11-24,10.362,10.4557,10.3279,10.3876,362811.0
2021-11-25,10.362,10.4557,10.3279,10.3876,362811.0
2021-11-26,10.1149,10.1191,9.8337,9.9785,422833.0
2021-11-27,10.1149,10.1191,9.8337,9.9785,422833.0
2021-11-28,10.1149,10.1191,9.8337,9.9785,422833.0
2021-11-29,10.0467,10.2171,9.7826,9.7996,494571.0
2021-11-30,9.7144,10.1433,9.6036,9.6803,665804.0
2021-12-01,9.8592,10.1575,9.6121,9.6206,482710.0
2021-12-02,9.6718,9.9274,9.6547,9.8422,360086.0
2021-12-03,9.9445,10.0297,9.7485,9.7911,755919.0
2021-12-04,9.9445,10.0297,9.7485,9.7911,755919.0
2021-12-05,9.9445,10.0297,9.7485,9.7911,755919.0
2021-12-06,9.9104,10.1405,9.8507,9.9359,562260.0
2021-12-07,9.9871,10.0212,9.7911,9.8592,484643.0
2021-12-08,9.8592,10.0041,9.7399,9.7655,268603.0
2021-12-09,9.7059,9.8166,9.5908,9.6036,329450.0
2021-12-10,9.6462,9.7229,9.561,9.6206,266903.0
2021-12-11,9.6462,9.7229,9.561,9.6206,266903.0
2021-12-12,9.6462,9.7229,9.561,9.6206,266903.0
2021-12-13,9.5866,9.6803,9.4673,9.4928,400080.0
2021-12-14,9.5099,9.7059,9.4886,9.5184,854850.0
2021-12-15,9.5354,9.7826,9.3906,9.4247,1377036.0
2021-12-16,9.5013,9.7612,9.4587,9.578,943781.0
2021-12-17,9.6633,9.7144,9.348,9.4843,2216372.0
2021-12-18,9.6633,9.7144,9.348,9.4843,2216372.0
2021-12-19,9.6633,9.7144,9.348,9.4843,2216372.0
2021-12-20,9.3565,9.5013,9.2547,9.382,771287.0
2021-12-21,9.4247,9.6547,9.4247,9.5184,332503.0
2021-12-22,9.561,9.7144,9.5141,9.6973,410949.0
2021-12-23,9.7144,9.7911,9.4843,9.6888,220379.0
2021-12-24,9.7144,9.7911,9.4843,9.6888,220379.0
2021-12-25,9.7144,9.7911,9.4843,9.6888,220379.0
2021-12-26,9.7144,9.7911,9.4843,9.6888,220379.0
2021-12-27,9.6633,9.7399,9.6121,9.7314,305534.0
2021-12-28,9.6803,9.7911,9.6036,9.7059,280682.0
2021-12-29,9.757,9.774,9.6803,9.7399,381950.0
2021-12-30,9.7485,9.7911,9.5866,9.6973,377867.0
2021-12-31,9.7059,9.7399,9.6292,9.6547,378959.0
2022-01-01,9.7059,9.7399,9.6292,9.6547,378959.0
2022-01-02,9.7059,9.7399,9.6292,9.6547,378959.0
2022-01-03,9.7059,9.9274,9.7059,9.8166,427354.0
2022-01-04,9.9019,10.0212,9.8763,9.8763,368916.0
2022-01-05,9.9445,9.962,9.774,9.7996,376617.0
2022-01-06,9.8422,10.0041,9.8422,9.953,528717.0
2022-01-07,9.953,9.9871,9.8763,9.953,555575.0
2022-01-08,9.953,9.9871,9.8763,9.953,555575.0
2022-01-09,9.953,9.9871,9.8763,9.953,555575.0
2022-01-10,10.0041,10.0382,9.8933,9.9615,470656.0
2022-01-11,9.9359,9.9871,9.7911,9.8848,632438.0
2022-01-12,9.8848,9.9274,9.8081,9.8507,609184.0
2022-01-13,9.8592,9.9785,9.8166,9.8337,834022.0
2022-01-14,9.7996,9.9359,9.7655,9.8422,985049.0
2022-01-15,9.7996,9.9359,9.7655,9.8422,985049.0
2022-01-16,9.7996,9.9359,9.7655,9.8422,985049.0
2022-01-17,9.7996,9.9359,9.7655,9.8422,985049.0
2022-01-18,9.8592,10.0212,9.7059,9.7144,634350.0
2022-01-19,9.7399,9.7911,9.5013,9.5269,622904.0
2022-01-20,9.5269,9.7527,9.5269,9.6462,1005904.0
2022-01-21,9.5695,9.9019,9.5695,9.8252,1146233.0
2022-01-22,9.5695,9.9019,9.5695,9.8252,1146233.0
2022-01-23,9.5695,9.9019,9.5695,9.8252,1146233.0
2022-01-24,9.757,10.0212,9.757,9.9274,1578794.0
2022-01-25,9.8848,9.9956,9.7911,9.9359,887290.0
2022-01-26,9.97,9.9785,9.4886,9.5184,947569.0
2022-01-27,9.4928,9.6803,9.365,9.4673,694667.0
2022-01-28,9.4332,9.6462,9.2883,9.6462,637124.0
2022-01-29,9.4332,9.6462,9.2883,9.6462,637124.0
2022-01-30,9.4332,9.6462,9.2883,9.6462,637124.0
2022-01-31,9.6121,9.6121,9.3054,9.4843,816541.0
2022-02-01,9.4076,9.5013,9.3565,9.4843,1342520.0
2022-02-02,9.4502,9.463,9.2968,9.3224,1001590.0
2022-02-03,9.477,9.477,9.3181,9.3181,577676.0
2022-02-04,9.3525,9.4126,9.258,9.3954,577797.0
2022-02-05,9.3525,9.4126,9.258,9.3954,577797.0
2022-02-06,9.3525,9.4126,9.258,9.3954,577797.0
2022-02-07,9.507,9.55,9.3954,9.4899,565735.0
2022-02-08,9.507,9.6015,9.4555,9.5586,713815.0
2022-02-09,9.4641,9.5586,9.3138,9.3696,590598.0
2022-02-10,9.3525,9.4212,9.2752,9.3439,827601.0
2022-02-11,9.3267,9.4469,9.2752,9.404,711341.0
2022-02-12,9.3267,9.4469,9.2752,9.404,711341.0
2022-02-13,9.3267,9.4469,9.2752,9.404,711341.0
2022-02-14,9.4126,9.5328,9.3181,9.4212,759425.0
2022-02-15,9.4555,9.5715,9.4555,9.4985,510216.0
2022-02-16,9.5242,9.6101,9.4985,9.5328,892303.0
2022-02-17,9.4555,9.6015,9.4298,9.5843,650781.0
2022-02-18,9.5757,9.6874,9.5242,9.5672,809955.0
2022-02-19,9.5757,9.6874,9.5242,9.5672,809955.0
2022-02-20,9.5757,9.6874,9.5242,9.5672,809955.0
2022-02-21,9.5757,9.6874,9.5242,9.5672,809955.0
2022-02-22,9.5757,9.5972,9.4641,9.4985,502355.0
2022-02-23,9.5328,9.5414,9.361,9.3696,352382.0
2022-02-24,9.2752,9.3353,9.0605,9.2322,968454.0
2022-02-25,9.2838,9.4856,9.2838,9.4727,547378.0
2022-02-26,9.2838,9.4856,9.2838,9.4727,547378.0
2022-02-27,9.2838,9.4856,9.2838,9.4727,547378.0
2022-02-28,9.3868,9.404,9.3181,9.3782,647794.0
2022-03-01,9.3696,9.4899,9.1721,9.2666,677879.0
2022-03-02,9.3009,9.55,9.2666,9.5414,671518.0
2022-03-03,9.6015,9.6187,9.5285,9.5929,429057.0
2022-03-04,9.4899,9.5328,9.404,9.4985,363443.0
2022-03-05,9.4899,9.5328,9.404,9.4985,363443.0
2022-03-06,9.4899,9.5328,9.404,9.4985,363443.0
2022-03-07,9.4985,9.5672,9.404,9.4383,530657.0
2022-03-08,9.6101,9.6101,9.3095,9.3095,626808.0
2022-03-09,9.4298,9.5337,9.3439,9.3439,808013.0
2022-03-10,9.3181,9.4813,9.2923,9.4641,637798.0
2022-03-11,9.4899,9.653,9.4469,9.5242,508640.0
2022-03-12,9.4899,9.653,9.4469,9.5242,508640.0
2022-03-13,9.4899,9.653,9.4469,9.5242,508640.0
2022-03-14,9.6273,9.6874,9.507,9.5672,569492.0
2022-03-15,9.6273,9.696,9.462,9.507,565967.0
2022-03-16,9.5843,9.6745,9.507,9.6015,738321.0
2022-03-17,9.5672,9.6702,9.4813,9.5586,690976.0
2022-03-18,9.5672,9.6101,9.3825,9.5672,1500467.0
2022-03-19,9.5672,9.6101,9.3825,9.5672,1500467.0
2022-03-20,9.5672,9.6101,9.3825,9.5672,1500467.0
2022-03-21,9.5929,9.653,9.4383,9.4641,581470.0
2022-03-22,9.4985,9.6445,9.3825,9.4212,1014366.0
2022-03-23,9.4298,9.4298,9.2752,9.2838,588809.0
2022-03-24,9.2838,9.3181,9.215,9.3095,405814.0
2022-03-25,9.3525,9.6015,9.3396,9.5843,543498.0
2022-03-26,9.3525,9.6015,9.3396,9.5843,543498.0
2022-03-27,9.3525,9.6015,9.3396,9.5843,543498.0
2022-03-28,9.55,9.5757,9.4469,9.5242,504937.0
2022-03-29,9.5843,9.7046,9.5156,9.5672,1204092.0
2022-03-30,9.5843,9.6445,9.3181,9.3696,496801.0
2022-03-31,9.361,9.4598,9.2494,9.3439,868353.0
2022-04-01,9.404,9.507,9.2322,9.3696,878814.0
2022-04-02,9.404,9.507,9.2322,9.3696,878814.0
2022-04-03,9.404,9.507,9.2322,9.3696,878814.0
2022-04-04,9.3267,9.3267,9.1893,9.2752,544520.0
2022-04-05,9.2666,9.3782,9.1463,9.1893,705139.0
2022-04-06,9.1893,9.2236,9.0304,9.0519,572516.0
2022-04-07,9.0862,9.112,8.9145,8.9574,540648.0
2022-04-08,8.9746,8.9832,8.8844,8.9231,494806.0
2022-04-09,8.9746,8.9832,8.8844,8.9231,494806.0
2022-04-10,8.9746,8.9832,8.8844,8.9231,494806.0
2022-04-11,8.9145,9.0175,8.8286,8.8372,576398.0
2022-04-12,8.8458,8.9316,8.7856,8.8458,533870.0
2022-04-13,8.8372,8.9402,8.7942,8.9316,734853.0
2022-04-14,8.9402,8.9875,8.8114,8.8629,374179.0
2022-04-15,8.9402,8.9875,8.8114,8.8629,374179.0
2022-04-16,8.9402,8.9875,8.8114,8.8629,374179.0
2022-04-17,8.9402,8.9875,8.8114,8.8629,374179.0
2022-04-18,8.8629,8.9231,8.7771,8.8286,523733.0
2022-04-19,8.8286,8.9617,8.8286,8.9316,541103.0
2022-04-20,8.9918,9.0702,8.9402,8.9918,358464.0
2022-04-21,9.0261,9.0519,8.9402,8.966,450877.0
2022-04-22,8.9574,8.9574,8.7856,8.7856,424751.0
2022-04-23,8.9574,8.9574,8.7856,8.7856,424751.0
2022-04-24,8.9574,8.9574,8.7856,8.7856,424751.0
2022-04-25,8.7942,8.8801,8.601,8.7685,900271.0
2022-04-26,8.6654,8.7513,8.5881,8.6225,1153580.0
2022-04-27,8.6311,8.8801,8.455,8.5022,831260.0
2022-04-28,8.5624,8.5709,8.4292,8.5194,561120.0
2022-04-29,8.4851,8.5754,8.2102,8.2704,759129.0
2022-04-30,8.4851,8.5754,8.2102,8.2704,759129.0
2022-05-01,8.4851,8.5754,8.2102,8.2704,759129.0
2022-05-02,8.3133,8.4292,8.1673,8.2961,802833.0
2022-05-03,8.3133,8.3562,8.2188,8.2532,609194.0
2022-05-04,8.2875,8.4679,8.1673,8.4593,653427.0
2022-05-05,8.4116,8.4203,8.1777,8.2384,492501.0
2022-05-06,8.2124,8.4281,8.1084,8.2817,736381.0
2022-05-07,8.2124,8.4281,8.1084,8.2817,736381.0
2022-05-08,8.2124,8.4281,8.1084,8.2817,736381.0
2022-05-09,8.1864,8.403,8.1518,8.3337,808211.0
2022-05-10,8.3423,8.4896,8.1518,8.2557,671571.0
2022-05-11,8.3164,8.416,8.2904,8.299,516291.0
2022-05-12,8.3077,8.377,8.2124,8.3683,729625.0
2022-05-13,8.3597,8.4116,8.1691,8.3077,712521.0
2022-05-14,8.3597,8.4116,8.1691,8.3077,712521.0
2022-05-15,8.3597,8.4116,8.1691,8.3077,712521.0
2022-05-16,8.2557,8.351,8.1691,8.2037,654259.0
2022-05-17,8.299,8.4636,8.286,8.429,570472.0
2022-05-18,8.403,8.4983,8.3337,8.455,934955.0
2022-05-19,8.4116,8.4983,8.3597,8.377,887737.0
2022-05-20,8.4463,8.4896,8.325,8.4809,818555.0
2022-05-21,8.4463,8.4896,8.325,8.4809,818555.0
2022-05-22,8.4463,8.4896,8.325,8.4809,818555.0
2022-05-23,8.6022,8.7062,8.5503,8.5676,623594.0
2022-05-24,8.6022,8.7235,8.4983,8.6802,753341.0
2022-05-25,8.7148,8.8058,8.6109,8.6715,707296.0
2022-05-26,8.7062,8.7971,8.7062,8.7235,352305.0
