,LVS US Equity,LVS US Equity,LVS US Equity,LVS US Equity,LVS US Equity
2020-03-01,54.835,56.7458,54.642,56.2729,6558307.0
2020-03-02,56.8423,56.8423,54.6227,56.2247,6246567.0
2020-03-03,56.5528,57.4406,53.5418,53.9471,6564350.0
2020-03-04,54.7867,55.8193,53.5321,55.25,6957884.0
2020-03-05,53.6576,54.724,52.6636,53.0207,7765245.0
2020-03-06,51.1484,54.1305,50.7045,52.9434,10002682.0
2020-03-07,51.1484,54.1305,50.7045,52.9434,10002682.0
2020-03-08,51.1484,54.1305,50.7045,52.9434,10002682.0
2020-03-09,49.2279,50.994,47.2882,47.9251,6998200.0
2020-03-10,50.0097,51.6406,47.8479,51.5152,6690546.0
2020-03-11,49.971,49.971,46.5354,46.9311,9938518.0
2020-03-12,40.9187,44.9624,37.6954,42.6076,13388187.0
2020-03-13,46.3424,47.3847,41.3723,47.2978,12515919.0
2020-03-14,46.3424,47.3847,41.3723,47.2978,12515919.0
2020-03-15,46.3424,47.3847,41.3723,47.2978,12515919.0
2020-03-16,39.1044,43.5244,37.8305,38.979,12380049.0
2020-03-17,40.1208,42.6111,35.3536,40.2192,12774685.0
2020-03-18,36.1638,39.4711,32.7778,37.0891,14302375.0
2020-03-19,36.1736,43.9694,33.3291,39.727,11398980.0
2020-03-20,41.489,46.2629,41.1322,42.6308,12859281.0
2020-03-21,41.489,46.2629,41.1322,42.6308,12859281.0
2020-03-22,41.489,46.2629,41.1322,42.6308,12859281.0
2020-03-23,42.8276,44.6191,40.9574,42.7686,8152148.0
2020-03-24,45.7215,47.07,43.556,44.1368,8884131.0
2020-03-25,46.1152,50.8597,44.0679,46.6074,10707226.0
2020-03-26,47.8181,52.0999,45.7806,47.6016,10423783.0
2020-03-27,44.8356,45.4754,41.3413,41.4397,11598494.0
2020-03-28,44.8356,45.4754,41.3413,41.4397,11598494.0
2020-03-29,44.8356,45.4754,41.3413,41.4397,11598494.0
2020-03-30,41.0952,44.0285,40.6031,42.8079,7414969.0
2020-03-31,42.7587,43.2361,41.1444,41.8039,5233144.0
2020-04-01,39.6877,40.5539,39.0479,39.668,7348867.0
2020-04-02,39.2742,40.6621,39.0085,39.6384,6400478.0
2020-04-03,39.6188,39.855,36.2229,37.3253,8805471.0
2020-04-04,39.6188,39.855,36.2229,37.3253,8805471.0
2020-04-05,39.6188,39.855,36.2229,37.3253,8805471.0
2020-04-06,39.9239,40.7704,39.1069,40.0617,7713797.0
2020-04-07,42.9556,44.0482,41.5185,42.0303,8790006.0
2020-04-08,43.054,46.7747,42.5028,45.82,7634840.0
2020-04-09,47.6508,49.1076,45.4262,47.1094,7266014.0
2020-04-10,47.6508,49.1076,45.4262,47.1094,7266014.0
2020-04-11,47.6508,49.1076,45.4262,47.1094,7266014.0
2020-04-12,47.6508,49.1076,45.4262,47.1094,7266014.0
2020-04-13,46.8436,46.8781,44.7963,45.7609,4790697.0
2020-04-14,46.8436,47.4933,45.3672,47.3752,5201959.0
2020-04-15,45.2884,47.2472,44.9345,46.3613,6095164.0
2020-04-16,46.4302,46.8338,43.8513,45.1801,7540908.0
2020-04-17,46.7551,47.4342,45.4853,46.2727,10000056.0
2020-04-18,46.7551,47.4342,45.4853,46.2727,10000056.0
2020-04-19,46.7551,47.4342,45.4853,46.2727,10000056.0
2020-04-20,45.2294,45.377,42.3945,42.4536,11410331.0
2020-04-21,42.4437,42.4437,39.7861,40.0519,15101334.0
2020-04-22,40.987,41.2133,39.6778,40.3865,19895615.0
2020-04-23,44.4616,45.7609,43.1721,45.2392,19525739.0
2020-04-24,45.3278,45.6428,42.6111,43.0934,15676554.0
2020-04-25,45.3278,45.6428,42.6111,43.0934,15676554.0
2020-04-26,45.3278,45.6428,42.6111,43.0934,15676554.0
2020-04-27,43.9793,47.7098,43.369,45.6526,16024228.0
2020-04-28,47.7886,49.206,43.8808,45.8495,17592915.0
2020-04-29,47.8673,49.0357,46.9125,48.1233,13085751.0
2020-04-30,46.7058,48.5662,46.1251,47.2669,8066849.0
2020-05-01,45.3672,45.8101,44.2943,44.8947,5476306.0
2020-05-02,45.3672,45.8101,44.2943,44.8947,5476306.0
2020-05-03,45.3672,45.8101,44.2943,44.8947,5476306.0
2020-05-04,43.3099,45.0128,42.8178,44.7372,4861666.0
2020-05-05,45.8987,46.0168,44.5207,45.6625,5096141.0
2020-05-06,46.2334,46.696,45.5099,45.7117,5232301.0
2020-05-07,46.3909,47.5873,45.9282,46.6271,5667772.0
2020-05-08,47.9264,50.2592,47.2964,50.1411,7311209.0
2020-05-09,47.9264,50.2592,47.2964,50.1411,7311209.0
2020-05-10,47.9264,50.2592,47.2964,50.1411,7311209.0
2020-05-11,49.5702,49.6982,47.6459,47.7394,5408978.0
2020-05-12,47.9461,48.0248,45.1998,45.2392,6917968.0
2020-05-13,45.2786,45.4656,43.2903,43.7234,6694505.0
2020-05-14,42.4044,45.3278,41.7646,44.9636,8124291.0
2020-05-15,44.3632,45.1408,44.0285,44.058,5007848.0
2020-05-16,44.3632,45.1408,44.0285,44.058,5007848.0
2020-05-17,44.3632,45.1408,44.0285,44.058,5007848.0
2020-05-18,47.3555,47.8969,46.5483,47.6311,7808904.0
2020-05-19,47.7394,48.9206,46.5779,47.4933,5936000.0
2020-05-20,48.9206,49.5702,48.0199,49.3832,6946213.0
2020-05-21,49.5899,49.6883,47.5622,47.8083,6378489.0
2020-05-22,46.9125,47.2472,45.7707,46.1645,6455687.0
2020-05-23,46.9125,47.2472,45.7707,46.1645,6455687.0
2020-05-24,46.9125,47.2472,45.7707,46.1645,6455687.0
2020-05-25,46.9125,47.2472,45.7707,46.1645,6455687.0
2020-05-26,49.1863,49.5431,48.0839,49.1469,6800867.0
2020-05-27,51.0959,51.3813,48.4776,50.1313,6734877.0
2020-05-28,50.2002,50.2773,47.572,47.7886,5416900.0
2020-05-29,46.9322,47.9165,46.0463,47.1882,7963893.0
2020-05-30,46.9322,47.9165,46.0463,47.1882,7963893.0
2020-05-31,46.9322,47.9165,46.0463,47.1882,7963893.0
2020-06-01,47.7591,48.9796,46.8732,48.2611,6804177.0
2020-06-02,48.3398,48.4875,46.5582,47.0405,9112070.0
2020-06-03,48.0051,51.3518,47.9264,50.9778,11830525.0
2020-06-04,53.0153,53.0744,48.2906,51.529,18911751.0
2020-06-05,55.1217,55.1414,51.6225,52.1393,11569331.0
2020-06-06,55.1217,55.1414,51.6225,52.1393,11569331.0
2020-06-07,55.1217,55.1414,51.6225,52.1393,11569331.0
2020-06-08,53.8914,54.856,52.7889,54.7674,7497619.0
2020-06-09,53.9209,53.9307,52.2082,52.8184,4806948.0
2020-06-10,52.1786,52.7889,50.8695,50.9581,5501010.0
2020-06-11,47.7197,49.5702,47.4145,48.3201,8932712.0
2020-06-12,50.5447,50.5545,47.8378,49.0879,5830765.0
2020-06-13,50.5447,50.5545,47.8378,49.0879,5830765.0
2020-06-14,50.5447,50.5545,47.8378,49.0879,5830765.0
2020-06-15,47.1488,48.891,47.0011,48.2906,5160682.0
2020-06-16,50.4758,50.5742,47.0011,48.6253,8029904.0
2020-06-17,48.4185,48.7827,47.5031,48.1331,4128471.0
2020-06-18,47.6311,48.4284,47.2078,47.4441,5573377.0
2020-06-19,48.3201,48.3792,46.3121,46.4499,8858174.0
2020-06-20,48.3201,48.3792,46.3121,46.4499,8858174.0
2020-06-21,48.3201,48.3792,46.3121,46.4499,8858174.0
2020-06-22,46.0463,46.1546,44.4025,45.564,9069481.0
2020-06-23,46.2629,46.2678,45.6231,46.1448,5939701.0
2020-06-24,45.6625,45.9381,43.556,44.2352,7658114.0
2020-06-25,43.3099,44.4419,42.3552,44.2844,10547731.0
2020-06-26,44.0187,44.1368,42.3355,42.6505,8054984.0
2020-06-27,44.0187,44.1368,42.3355,42.6505,8054984.0
2020-06-28,44.0187,44.1368,42.3355,42.6505,8054984.0
2020-06-29,42.8375,44.2352,42.2075,43.9497,7519301.0
2020-06-30,43.0934,45.003,42.9556,44.8258,5571305.0
2020-07-01,44.9341,45.9085,44.1269,44.3336,3948767.0
2020-07-02,45.3573,46.2298,44.8455,45.6132,4753277.0
2020-07-03,45.3573,46.2298,44.8455,45.6132,4753277.0
2020-07-04,45.3573,46.2298,44.8455,45.6132,4753277.0
2020-07-05,45.3573,46.2298,44.8455,45.6132,4753277.0
2020-07-06,46.8535,47.6114,44.9242,46.3318,7295049.0
2020-07-07,45.4656,45.6231,44.2746,44.3238,5096449.0
2020-07-08,44.3041,45.1998,43.4871,44.8947,3999627.0
2020-07-09,44.8455,44.9144,43.0245,43.9793,3836207.0
2020-07-10,43.8021,45.062,43.5595,45.003,3594684.0
2020-07-11,43.8021,45.062,43.5595,45.003,3594684.0
2020-07-12,43.8021,45.062,43.5595,45.003,3594684.0
2020-07-13,45.8396,49.3094,44.5108,47.7689,11272958.0
2020-07-14,47.0996,47.1488,45.8101,46.6468,6821311.0
2020-07-15,48.2611,49.6588,47.887,49.4619,6613834.0
2020-07-16,48.6548,49.1765,48.1429,48.9304,4029971.0
2020-07-17,49.0879,49.0879,47.5228,47.9264,3258800.0
2020-07-18,49.0879,49.0879,47.5228,47.9264,3258800.0
2020-07-19,49.0879,49.0879,47.5228,47.9264,3258800.0
2020-07-20,47.2472,47.8083,45.82,46.5385,4612210.0
2020-07-21,47.1783,48.2118,46.8338,47.2472,4818676.0
2020-07-22,46.8929,47.326,45.8692,46.1054,7445959.0
2020-07-23,44.7766,45.2589,43.556,44.1761,10920807.0
2020-07-24,43.556,44.245,43.1229,43.6643,5408190.0
2020-07-25,43.556,44.245,43.1229,43.6643,5408190.0
2020-07-26,43.556,44.245,43.1229,43.6643,5408190.0
2020-07-27,43.1721,43.5117,42.0205,42.7981,6681008.0
2020-07-28,42.5126,44.0925,42.4733,43.5265,7858844.0
2020-07-29,43.4576,44.4222,42.6849,43.6249,4649374.0
2020-07-30,43.7135,45.0325,43.5462,44.7864,6033046.0
2020-07-31,44.4321,44.4616,42.4634,42.9556,4675582.0
2020-08-01,44.4321,44.4616,42.4634,42.9556,4675582.0
2020-08-02,44.4321,44.4616,42.4634,42.9556,4675582.0
2020-08-03,42.5028,43.8316,41.9122,43.3099,4364250.0
2020-08-04,43.3395,43.5708,42.6505,43.0442,4017947.0
2020-08-05,43.5462,44.1565,42.2764,42.6603,5467258.0
2020-08-06,42.4437,44.9045,42.0106,44.5108,9063175.0
2020-08-07,44.0482,44.2549,42.8178,43.5068,5886267.0
2020-08-08,44.0482,44.2549,42.8178,43.5068,5886267.0
2020-08-09,44.0482,44.2549,42.8178,43.5068,5886267.0
2020-08-10,45.7215,47.4982,45.6034,46.7747,10497059.0
2020-08-11,48.7729,50.6037,48.6154,50.2002,18750362.0
2020-08-12,50.584,50.7071,47.823,48.3004,5334499.0
2020-08-13,47.7295,48.3398,47.2275,47.8575,4557633.0
2020-08-14,47.3358,47.9658,47.0503,47.6114,5896962.0
2020-08-15,47.3358,47.9658,47.0503,47.6114,5896962.0
2020-08-16,47.3358,47.9658,47.0503,47.6114,5896962.0
2020-08-17,47.4441,47.6311,46.7649,46.9716,4360990.0
2020-08-18,46.883,47.3506,46.4696,46.9421,3495055.0
2020-08-19,47.3949,47.7197,46.4794,46.7255,3587336.0
2020-08-20,46.1743,47.0405,45.8889,46.7157,2930159.0
2020-08-21,47.3949,48.5957,47.1094,47.7591,6626343.0
2020-08-22,47.3949,48.5957,47.1094,47.7591,6626343.0
2020-08-23,47.3949,48.5957,47.1094,47.7591,6626343.0
2020-08-24,47.9559,49.1174,46.9716,49.0288,5074144.0
2020-08-25,49.393,50.0033,48.853,49.1765,3833061.0
2020-08-26,49.2158,49.4078,48.33,49.078,3755820.0
2020-08-27,49.1174,50.4807,49.0288,49.7375,4932226.0
2020-08-28,50.338,52.1294,49.8753,51.342,6978248.0
2020-08-29,50.338,52.1294,49.8753,51.342,6978248.0
2020-08-30,50.338,52.1294,49.8753,51.342,6978248.0
2020-08-31,51.2435,51.2829,49.9147,49.9147,5732322.0
2020-09-01,49.9344,50.5151,48.8024,48.8713,7728638.0
2020-09-02,48.9206,50.8301,48.8221,50.525,6872539.0
2020-09-03,50.7022,51.4502,49.1371,49.836,5820525.0
2020-09-04,50.5939,51.6274,50.1608,51.1451,7735085.0
2020-09-05,50.5939,51.6274,50.1608,51.1451,7735085.0
2020-09-06,50.5939,51.6274,50.1608,51.1451,7735085.0
2020-09-07,50.5939,51.6274,50.1608,51.1451,7735085.0
2020-09-08,50.2297,51.6274,49.8064,50.8597,8702165.0
2020-09-09,50.8597,50.9975,49.7178,50.0427,4342008.0
2020-09-10,50.5447,52.2672,50.1116,51.4995,5980617.0
2020-09-11,52.1196,52.3066,50.4561,51.0959,5678084.0
2020-09-12,52.1196,52.3066,50.4561,51.0959,5678084.0
2020-09-13,52.1196,52.3066,50.4561,51.0959,5678084.0
2020-09-14,51.342,52.3558,51.2929,52.2672,4281808.0
2020-09-15,52.4149,52.6708,50.9975,51.0368,5173718.0
2020-09-16,50.7317,50.9581,46.4899,48.891,12559646.0
2020-09-17,48.074,48.5465,47.8083,48.3103,5451924.0
2020-09-18,48.3004,48.9796,47.9658,48.2315,7615628.0
2020-09-19,48.3004,48.9796,47.9658,48.2315,7615628.0
2020-09-20,48.3004,48.9796,47.9658,48.2315,7615628.0
2020-09-21,46.1448,46.4696,44.4714,45.7117,6518366.0
2020-09-22,45.7806,46.6369,45.1605,45.5247,4131750.0
2020-09-23,45.8298,46.7452,44.2549,44.3336,4477672.0
2020-09-24,44.1565,45.249,43.369,45.19,6974670.0
2020-09-25,45.0227,46.4647,44.6978,46.2235,4663797.0
2020-09-26,45.0227,46.4647,44.6978,46.2235,4663797.0
2020-09-27,45.0227,46.4647,44.6978,46.2235,4663797.0
2020-09-28,46.824,47.3742,46.4598,46.8732,2843030.0
2020-09-29,46.824,46.9421,45.6034,45.9873,2504797.0
2020-09-30,46.3712,46.9224,45.5837,45.9282,3064144.0
2020-10-01,45.7314,46.194,45.1998,45.4951,3379792.0
2020-10-02,44.4813,45.8739,44.0679,45.4262,4278728.0
2020-10-03,44.4813,45.8739,44.0679,45.4262,4278728.0
2020-10-04,44.4813,45.8739,44.0679,45.4262,4278728.0
2020-10-05,45.4262,45.5542,44.245,45.4951,7117067.0
2020-10-06,45.9085,47.2964,45.564,45.692,4915557.0
2020-10-07,46.2235,46.3613,45.3869,45.4558,3655378.0
2020-10-08,45.6723,45.9282,45.2097,45.3869,4378636.0
2020-10-09,45.4558,45.6446,44.3927,45.003,7820370.0
2020-10-10,45.4558,45.6446,44.3927,45.003,7820370.0
2020-10-11,45.4558,45.6446,44.3927,45.003,7820370.0
2020-10-12,44.9341,45.7609,44.8947,45.4459,4964700.0
2020-10-13,44.8061,45.1605,43.3887,44.1072,5338012.0
2020-10-14,44.2155,44.8849,44.1368,44.2746,4072696.0
2020-10-15,43.8021,45.062,43.6643,45.0227,6625193.0
2020-10-16,45.0916,45.5148,44.2943,44.6585,3108199.0
2020-10-17,45.0916,45.5148,44.2943,44.6585,3108199.0
2020-10-18,45.0916,45.5148,44.2943,44.6585,3108199.0
2020-10-19,44.5403,45.5542,44.1466,44.2549,8732284.0
2020-10-20,44.3238,45.751,44.1565,45.4754,4661855.0
2020-10-21,45.1605,45.7412,44.9439,45.2195,4001627.0
2020-10-22,48.4185,49.4619,47.4638,49.0288,13420800.0
2020-10-23,49.019,50.1805,48.8123,49.8852,6652265.0
2020-10-24,49.019,50.1805,48.8123,49.8852,6652265.0
2020-10-25,49.019,50.1805,48.8123,49.8852,6652265.0
2020-10-26,49.1666,49.5407,48.0248,48.3595,5168855.0
2020-10-27,49.0288,49.6588,47.2177,47.5327,6498536.0
2020-10-28,46.2432,47.1094,45.7117,46.1251,5942786.0
2020-10-29,46.0168,47.5179,45.9184,47.0897,4205485.0
2020-10-30,46.4499,47.6409,46.2235,47.3063,5209325.0
2020-10-31,46.4499,47.6409,46.2235,47.3063,5209325.0
2020-11-01,46.4499,47.6409,46.2235,47.3063,5209325.0
2020-11-02,47.9461,48.8713,47.4244,48.3989,5287042.0
2020-11-03,48.8615,49.3536,48.0691,48.2512,4207487.0
2020-11-04,48.1331,50.3084,47.6902,49.1273,4409848.0
2020-11-05,49.2355,51.9719,49.1568,51.7751,8837115.0
2020-11-06,51.4207,52.4149,50.6136,52.1491,5059674.0
2020-11-07,51.4207,52.4149,50.6136,52.1491,5059674.0
2020-11-08,51.4207,52.4149,50.6136,52.1491,5059674.0
2020-11-09,59.0295,59.9252,54.9544,56.9624,16292109.0
2020-11-10,57.4349,58.4684,56.175,57.6514,8732631.0
2020-11-11,57.9861,57.9861,55.7222,56.0568,6309096.0
2020-11-12,54.7674,56.0667,54.2457,54.6886,5684493.0
2020-11-13,54.8954,57.4349,54.413,57.366,5945855.0
2020-11-14,54.8954,57.4349,54.413,57.366,5945855.0
2020-11-15,54.8954,57.4349,54.413,57.366,5945855.0
2020-11-16,59.0393,59.2559,57.2282,57.4644,7886583.0
2020-11-17,56.7262,57.366,55.9092,56.5982,3541835.0
2020-11-18,56.4703,57.4743,55.9092,56.4309,2884977.0
2020-11-19,56.4506,57.8581,55.9092,57.6416,3631857.0
2020-11-20,57.1199,57.4349,54.9741,55.0233,7511521.0
2020-11-21,57.1199,57.4349,54.9741,55.0233,7511521.0
2020-11-22,57.1199,57.4349,54.9741,55.0233,7511521.0
2020-11-23,55.1906,56.1061,54.0095,55.8009,5988433.0
2020-11-24,57.0116,57.9369,56.4506,57.1691,5015717.0
2020-11-25,56.9919,57.2872,55.4761,55.6533,6092285.0
2020-11-26,56.9919,57.2872,55.4761,55.6533,6092285.0
2020-11-27,55.7025,56.2734,55.5647,55.7025,1816947.0
2020-11-28,55.7025,56.2734,55.5647,55.7025,1816947.0
2020-11-29,55.7025,56.2734,55.5647,55.7025,1816947.0
2020-11-30,55.3678,55.4859,54.0341,54.8363,4883657.0
2020-12-01,55.7025,56.4407,55.2103,55.732,3580787.0
2020-12-02,55.5844,57.2577,55.3186,56.7065,4799410.0
2020-12-03,57.6613,58.8129,57.1888,57.74,5297941.0
2020-12-04,58.2322,59.1771,57.927,59.1673,4913462.0
2020-12-05,58.2322,59.1771,57.927,59.1673,4913462.0
2020-12-06,58.2322,59.1771,57.927,59.1673,4913462.0
2020-12-07,58.9311,58.9606,57.6268,58.0156,3949493.0
2020-12-08,57.3365,58.5669,57.2971,57.6613,2739350.0
2020-12-09,57.8089,57.9763,56.4604,57.0805,3633050.0
2020-12-10,56.1553,57.3561,56.1553,56.4014,3231294.0
2020-12-11,56.4506,56.8935,55.4269,55.86,3393102.0
2020-12-12,56.4506,56.8935,55.4269,55.86,3393102.0
2020-12-13,56.4506,56.8935,55.4269,55.86,3393102.0
2020-12-14,56.6376,56.6376,55.4023,55.6434,4643484.0
2020-12-15,56.3718,57.2577,55.3777,56.9624,3877374.0
2020-12-16,56.9427,56.9427,56.1159,56.736,2814645.0
2020-12-17,57.425,57.494,55.8698,56.4407,3471885.0
2020-12-18,56.4014,56.864,55.5647,56.5293,5737935.0
2020-12-19,56.4014,56.864,55.5647,56.5293,5737935.0
2020-12-20,56.4014,56.864,55.5647,56.5293,5737935.0
2020-12-21,54.8068,56.549,54.3491,55.9879,3325949.0
2020-12-22,55.7714,55.9387,54.9987,55.3678,2708843.0
2020-12-23,55.4072,56.7951,55.4072,56.2931,2071169.0
2020-12-24,56.3226,56.5884,55.8206,56.1159,898101.0
2020-12-25,56.3226,56.5884,55.8206,56.1159,898101.0
2020-12-26,56.3226,56.5884,55.8206,56.1159,898101.0
2020-12-27,56.3226,56.5884,55.8206,56.1159,898101.0
2020-12-28,57.1396,58.1239,56.4604,58.055,3956362.0
2020-12-29,58.4192,58.6948,57.1593,57.1987,3076791.0
2020-12-30,57.4841,58.4586,57.2183,57.8188,2179378.0
2020-12-31,57.9369,58.9605,57.4054,58.6653,3255542.0
2021-01-01,57.9369,58.9605,57.4054,58.6653,3255542.0
2021-01-02,57.9369,58.9605,57.4054,58.6653,3255542.0
2021-01-03,57.9369,58.9605,57.4054,58.6653,3255542.0
2021-01-04,58.8622,59.3445,56.421,57.0412,10089641.0
2021-01-05,56.8837,58.7539,56.8148,58.5078,2879428.0
2021-01-06,58.1239,59.3051,57.0707,57.6219,4055074.0
2021-01-07,57.5825,58.0058,56.7262,57.238,4685695.0
2021-01-08,57.366,58.8523,56.1159,57.0116,6859943.0
2021-01-09,57.366,58.8523,56.1159,57.0116,6859943.0
2021-01-10,57.366,58.8523,56.1159,57.0116,6859943.0
2021-01-11,55.9879,56.1061,55.1819,55.5253,5149779.0
2021-01-12,56.0076,56.3521,54.8757,55.732,5035070.0
2021-01-13,55.4466,55.6631,53.2319,54.4327,8334657.0
2021-01-14,54.9249,55.2891,53.2712,54.8068,7756647.0
2021-01-15,54.5016,54.856,52.4936,52.6019,9520110.0
2021-01-16,54.5016,54.856,52.4936,52.6019,9520110.0
2021-01-17,54.5016,54.856,52.4936,52.6019,9520110.0
2021-01-18,54.5016,54.856,52.4936,52.6019,9520110.0
2021-01-19,53.0547,53.852,51.5044,53.5961,8101354.0
2021-01-20,53.7634,54.4918,53.2417,53.5764,5891420.0
2021-01-21,53.3992,55.0036,53.2811,54.5115,5027671.0
2021-01-22,53.6354,53.8914,52.6806,53.3303,4991395.0
2021-01-23,53.6354,53.8914,52.6806,53.3303,4991395.0
2021-01-24,53.6354,53.8914,52.6806,53.3303,4991395.0
2021-01-25,52.6806,52.6806,50.8104,52.1491,9109106.0
2021-01-26,52.1491,52.7495,51.5684,51.5979,6812661.0
2021-01-27,50.7809,51.1746,46.7551,48.2709,14922090.0
2021-01-28,48.4087,49.8557,47.0602,48.3103,14898246.0
2021-01-29,48.2414,48.5662,46.6985,47.3358,11105280.0
2021-01-30,48.2414,48.5662,46.6985,47.3358,11105280.0
2021-01-31,48.2414,48.5662,46.6985,47.3358,11105280.0
2021-02-01,48.2315,49.206,47.7394,48.3004,8370886.0
2021-02-02,48.9698,51.8637,48.6449,51.342,10098217.0
2021-02-03,51.4502,53.4878,51.214,52.9562,13358756.0
2021-02-04,53.222,53.4484,51.5388,52.1196,6613257.0
2021-02-05,54.3343,55.732,53.8618,54.6985,13006666.0
2021-02-06,54.3343,55.732,53.8618,54.6985,13006666.0
2021-02-07,54.3343,55.732,53.8618,54.6985,13006666.0
2021-02-08,54.5804,54.7083,53.1858,54.4327,8163573.0
2021-02-09,54.3835,54.3835,53.2614,53.5468,7426791.0
2021-02-10,53.7437,55.3974,53.6797,54.6394,6111870.0
2021-02-11,54.5804,54.9446,53.6945,54.1374,4049901.0
2021-02-12,53.5961,55.3974,53.3697,55.1414,4995015.0
2021-02-13,53.5961,55.3974,53.3697,55.1414,4995015.0
2021-02-14,53.5961,55.3974,53.3697,55.1414,4995015.0
2021-02-15,53.5961,55.3974,53.3697,55.1414,4995015.0
2021-02-16,55.7714,56.7811,54.9889,56.5588,7314817.0
2021-02-17,56.234,58.0747,55.7616,57.0805,5954226.0
2021-02-18,56.7852,57.6711,55.8994,57.3266,6579769.0
2021-02-19,57.5432,59.6299,57.494,59.2362,8656031.0
2021-02-20,57.5432,59.6299,57.494,59.2362,8656031.0
2021-02-21,57.5432,59.6299,57.494,59.2362,8656031.0
2021-02-22,60.2205,62.5632,59.9154,60.7717,11614687.0
2021-02-23,63.2424,63.9215,59.9055,63.3703,15069429.0
2021-02-24,63.4884,63.9708,62.3958,63.7936,7553013.0
2021-02-25,63.7148,64.1282,61.1856,61.569,6352682.0
2021-02-26,61.5296,62.5041,60.565,61.6182,5717514.0
2021-02-27,61.5296,62.5041,60.565,61.6182,5717514.0
2021-02-28,61.5296,62.5041,60.565,61.6182,5717514.0
2021-03-01,63.4786,63.4786,61.756,62.0612,4360859.0
2021-03-02,62.1006,64.1767,62.0612,63.9314,6506604.0
2021-03-03,65.2504,65.7179,63.6262,64.7877,10040627.0
2021-03-04,64.7188,65.1027,60.2402,61.3722,10263511.0
2021-03-05,61.7757,62.1891,58.2057,61.4607,10438870.0
2021-03-06,61.7757,62.1891,58.2057,61.4607,10438870.0
2021-03-07,61.7757,62.1891,58.2057,61.4607,10438870.0
2021-03-08,62.0317,63.3802,61.2934,62.2679,5308283.0
2021-03-09,62.573,62.5927,60.9391,61.1458,6268021.0
2021-03-10,61.2147,61.8545,60.5552,61.0473,4994792.0
2021-03-11,61.4804,63.2817,60.9096,62.1695,4634352.0
2021-03-12,61.9332,62.6124,61.3623,61.4706,3901299.0
2021-03-13,61.9332,62.6124,61.3623,61.4706,3901299.0
2021-03-14,61.9332,62.6124,61.3623,61.4706,3901299.0
2021-03-15,63.0947,65.1864,62.7994,65.1618,7522742.0
2021-03-16,65.2208,65.5752,63.4786,63.9511,4153869.0
2021-03-17,63.3408,64.9649,63.3408,64.896,3344824.0
2021-03-18,64.8665,65.1716,63.5624,63.7542,3274231.0
2021-03-19,63.5672,64.0003,62.701,62.7404,6630846.0
2021-03-20,63.5672,64.0003,62.701,62.7404,6630846.0
2021-03-21,63.5672,64.0003,62.701,62.7404,6630846.0
2021-03-22,62.5829,62.8683,61.5493,61.884,4208792.0
2021-03-23,60.8308,61.51,58.1239,58.4192,8803442.0
2021-03-24,58.7834,60.2205,58.183,58.2322,4988594.0
2021-03-25,57.553,59.8465,56.864,59.7677,4241098.0
2021-03-26,60.0433,60.2107,58.4192,60.0433,3665008.0
2021-03-27,60.0433,60.2107,58.4192,60.0433,3665008.0
2021-03-28,60.0433,60.2107,58.4192,60.0433,3665008.0
2021-03-29,59.6693,60.127,58.3208,58.7834,3393074.0
2021-03-30,59.0098,60.752,58.8444,60.2599,3613673.0
2021-03-31,60.2796,60.4321,59.3297,59.8071,4271580.0
2021-04-01,60.3288,61.254,59.9547,60.88,3918374.0
2021-04-02,60.3288,61.254,59.9547,60.88,3918374.0
2021-04-03,60.3288,61.254,59.9547,60.88,3918374.0
2021-04-04,60.3288,61.254,59.9547,60.88,3918374.0
2021-04-05,61.7954,62.4844,61.5395,61.6182,3094711.0
2021-04-06,61.8348,63.3211,61.6675,62.6124,4249610.0
2021-04-07,62.6026,62.7699,60.7668,61.1556,3937321.0
2021-04-08,61.2836,61.7757,60.7914,61.6182,2298050.0
2021-04-09,61.0572,61.3271,60.3189,60.9686,3232182.0
2021-04-10,61.0572,61.3271,60.3189,60.9686,3232182.0
2021-04-11,61.0572,61.3271,60.3189,60.9686,3232182.0
2021-04-12,60.7619,60.9095,60.2107,60.6438,2716226.0
2021-04-13,59.748,60.4469,58.7916,60.0433,3954798.0
2021-04-14,60.0827,61.1458,59.8809,60.3485,3587101.0
2021-04-15,60.4961,60.9391,59.9941,60.3288,2550754.0
2021-04-16,60.7324,61.195,59.8612,60.0433,4704606.0
2021-04-17,60.7324,61.195,59.8612,60.0433,4704606.0
2021-04-18,60.7324,61.195,59.8612,60.0433,4704606.0
2021-04-19,60.3091,60.4666,59.3681,59.6693,3050288.0
2021-04-20,59.4035,59.4035,57.238,58.1141,5960029.0
2021-04-21,58.6751,60.2304,57.868,59.8071,5542259.0
2021-04-22,57.3561,59.1181,56.8443,57.4152,12097925.0
2021-04-23,57.7794,59.0098,57.494,58.8228,5583522.0
2021-04-24,57.7794,59.0098,57.494,58.8228,5583522.0
2021-04-25,57.7794,59.0098,57.494,58.8228,5583522.0
2021-04-26,59.1968,59.748,58.2125,58.37,3317395.0
2021-04-27,58.37,60.191,58.0058,59.7776,8873342.0
2021-04-28,60.0433,60.9391,59.3937,60.7717,3628624.0
2021-04-29,61.4214,61.8643,59.4035,60.2304,4214242.0
2021-04-30,60.0433,60.3682,59.1919,60.2993,3792611.0
2021-05-01,60.0433,60.3682,59.1919,60.2993,3792611.0
2021-05-02,60.0433,60.3682,59.1919,60.2993,3792611.0
