,GBDC US Equity,GBDC US Equity,GBDC US Equity,GBDC US Equity,GBDC US Equity
2021-03-11,11.2281,11.2583,11.145,11.2432,849393.0
2021-03-12,11.2583,11.3112,11.1941,11.213,581838.0
2021-03-13,11.2583,11.3112,11.1941,11.213,581838.0
2021-03-14,11.2583,11.3112,11.1941,11.213,581838.0
2021-03-15,11.2508,11.2734,11.1299,11.2054,901045.0
2021-03-16,11.1828,11.1828,10.9712,11.0354,714146.0
2021-03-17,11.0845,11.1525,11.009,11.0468,472164.0
2021-03-18,11.009,11.1185,10.9183,10.9636,536430.0
2021-03-19,11.0014,11.3188,10.9863,11.1752,1002958.0
2021-03-20,11.0014,11.3188,10.9863,11.1752,1002958.0
2021-03-21,11.0014,11.3188,10.9863,11.1752,1002958.0
2021-03-22,11.1828,11.3339,11.1072,11.2885,475033.0
2021-03-23,11.2885,11.3717,11.2054,11.2054,310678.0
2021-03-24,11.2281,11.3423,11.0694,11.0921,357655.0
2021-03-25,11.0921,11.2961,11.0341,11.2508,405933.0
2021-03-26,11.2281,11.4019,11.2281,11.3943,594318.0
2021-03-27,11.2281,11.4019,11.2281,11.3943,594318.0
2021-03-28,11.2281,11.4019,11.2281,11.3943,594318.0
2021-03-29,11.349,11.4321,11.2583,11.2659,636145.0
2021-03-30,11.4397,11.5077,11.1903,11.2054,699718.0
2021-03-31,11.2054,11.349,11.0468,11.0468,792265.0
2021-04-01,11.0921,11.417,11.0316,11.3943,707051.0
2021-04-02,11.0921,11.417,11.0316,11.3943,707051.0
2021-04-03,11.0921,11.417,11.0316,11.3943,707051.0
2021-04-04,11.0921,11.417,11.0316,11.3943,707051.0
2021-04-05,11.4548,11.4548,11.2659,11.349,639594.0
2021-04-06,11.3943,11.4774,11.3339,11.4774,462717.0
2021-04-07,11.485,11.5681,11.485,11.5152,585037.0
2021-04-08,11.5454,11.6059,11.4019,11.5454,924943.0
2021-04-09,11.5908,11.689,11.5001,11.621,882422.0
2021-04-10,11.5908,11.689,11.5001,11.621,882422.0
2021-04-11,11.5908,11.689,11.5001,11.621,882422.0
2021-04-12,11.689,11.689,11.5152,11.5454,544019.0
2021-04-13,11.4548,11.621,11.4548,11.5983,384504.0
2021-04-14,11.553,11.5681,11.5077,11.5228,291725.0
2021-04-15,11.5757,11.642,11.5228,11.6059,391865.0
2021-04-16,11.6361,11.6663,11.5681,11.621,270429.0
2021-04-17,11.6361,11.6663,11.5681,11.621,270429.0
2021-04-18,11.6361,11.6663,11.5681,11.621,270429.0
2021-04-19,11.6059,11.689,11.553,11.6512,349984.0
2021-04-20,11.6286,11.7343,11.5983,11.6134,531731.0
2021-04-21,11.5606,11.7495,11.5454,11.7268,364646.0
2021-04-22,11.7646,11.825,11.689,11.7041,331447.0
2021-04-23,11.7041,11.7192,11.5983,11.6814,296136.0
2021-04-24,11.7041,11.7192,11.5983,11.6814,296136.0
2021-04-25,11.7041,11.7192,11.5983,11.6814,296136.0
2021-04-26,11.689,11.7721,11.6814,11.7117,281768.0
2021-04-27,11.6814,11.7948,11.6814,11.7797,238859.0
2021-04-28,11.7872,11.8628,11.7343,11.8477,377227.0
2021-04-29,11.9006,11.9157,11.825,11.9081,318883.0
2021-04-30,11.8628,11.9081,11.825,11.8326,353272.0
2021-05-01,11.8628,11.9081,11.825,11.8326,353272.0
2021-05-02,11.8628,11.9081,11.825,11.8326,353272.0
2021-05-03,11.8855,11.9383,11.825,11.893,536049.0
2021-05-04,11.9195,11.9232,11.7344,11.7948,994651.0
2021-05-05,11.791,11.791,11.6512,11.7268,572346.0
2021-05-06,11.7117,11.8175,11.6286,11.7419,566717.0
2021-05-07,11.7419,11.7872,11.621,11.6814,441804.0
2021-05-08,11.7419,11.7872,11.621,11.6814,441804.0
2021-05-09,11.7419,11.7872,11.621,11.6814,441804.0
2021-05-10,11.6512,11.7721,11.5757,11.6286,546693.0
2021-05-11,11.5303,11.5908,11.3339,11.3717,755921.0
2021-05-12,11.4812,11.4812,11.1072,11.1223,682797.0
2021-05-13,11.1601,11.4397,11.1601,11.3943,484164.0
2021-05-14,11.5077,11.5832,11.3868,11.4472,760177.0
2021-05-15,11.5077,11.5832,11.3868,11.4472,760177.0
2021-05-16,11.5077,11.5832,11.3868,11.4472,760177.0
2021-05-17,11.485,11.6739,11.417,11.6059,657815.0
2021-05-18,11.6663,11.6663,11.4623,11.6361,1037970.0
2021-05-19,11.5454,11.6814,11.4699,11.6512,873274.0
2021-05-20,11.6059,11.8175,11.6059,11.7948,760661.0
2021-05-21,11.8552,11.8552,11.5454,11.7721,623318.0
2021-05-22,11.8552,11.8552,11.5454,11.7721,623318.0
2021-05-23,11.8552,11.8552,11.5454,11.7721,623318.0
2021-05-24,11.7797,11.893,11.7117,11.8477,409604.0
2021-05-25,11.8326,11.8628,11.7117,11.7192,563266.0
2021-05-26,11.7872,11.8855,11.7268,11.8477,364676.0
2021-05-27,11.8401,11.9686,11.8212,11.9459,467671.0
2021-05-28,12.0064,12.0064,11.8703,11.9535,421659.0
2021-05-29,12.0064,12.0064,11.8703,11.9535,421659.0
2021-05-30,12.0064,12.0064,11.8703,11.9535,421659.0
2021-05-31,12.0064,12.0064,11.8703,11.9535,421659.0
2021-06-01,11.9761,12.1348,11.9157,12.0592,807010.0
2021-06-02,12.1046,12.2557,12.0592,12.165,734245.0
2021-06-03,12.1272,12.233,12.0895,12.1197,304729.0
2021-06-04,12.1726,12.1915,12.0895,12.1348,400332.0
2021-06-05,12.1726,12.1915,12.0895,12.1348,400332.0
2021-06-06,12.1726,12.1915,12.0895,12.1348,400332.0
2021-06-07,12.1877,12.2028,11.9686,12.0668,913835.0
2021-06-08,12.1121,12.1121,12.0163,12.0668,456237.0
2021-06-09,12.0517,12.0819,11.961,12.0592,590084.0
2021-06-10,12.1208,12.1901,11.8438,11.8899,1065214.0
2021-06-11,11.9361,12.0054,11.8899,11.9977,537792.0
2021-06-12,11.9361,12.0054,11.8899,11.9977,537792.0
2021-06-13,11.9361,12.0054,11.8899,11.9977,537792.0
2021-06-14,12.0208,12.1208,11.9977,12.0131,345433.0
2021-06-15,12.0208,12.0823,11.8438,11.8515,668237.0
2021-06-16,11.913,12.1208,11.9092,12.0669,517279.0
2021-06-17,12.0285,12.1054,11.9284,11.9746,420416.0
2021-06-18,12.0208,12.0208,11.6129,11.6898,935337.0
2021-06-19,12.0208,12.0208,11.6129,11.6898,935337.0
2021-06-20,12.0208,12.0208,11.6129,11.6898,935337.0
2021-06-21,11.736,11.9823,11.736,11.9746,896548.0
2021-06-22,12.0208,12.0515,11.8591,11.9746,487070.0
2021-06-23,12.0208,12.0362,11.9361,11.9977,444990.0
2021-06-24,12.0669,12.1285,11.9515,12.0669,569000.0
2021-06-25,12.1131,12.1131,11.9669,12.0054,350910.0
2021-06-26,12.1131,12.1131,11.9669,12.0054,350910.0
2021-06-27,12.1131,12.1131,11.9669,12.0054,350910.0
2021-06-28,12.0438,12.0477,11.9361,11.99,396004.0
2021-06-29,12.0285,12.0823,11.8976,11.9515,459078.0
2021-06-30,11.9823,11.9977,11.813,11.8668,811671.0
2021-07-01,11.8745,11.9515,11.7976,11.8668,736155.0
2021-07-02,11.9284,12.1054,11.8899,12.0669,429012.0
2021-07-03,11.9284,12.1054,11.8899,12.0669,429012.0
2021-07-04,11.9284,12.1054,11.8899,12.0669,429012.0
2021-07-05,11.9284,12.1054,11.8899,12.0669,429012.0
2021-07-06,11.9361,12.1901,11.9361,12.1747,479755.0
2021-07-07,12.1901,12.2362,12.0054,12.1516,392626.0
2021-07-08,12.0131,12.0977,11.8745,12.0669,555849.0
2021-07-09,12.1439,12.2285,12.0708,12.2208,254415.0
2021-07-10,12.1439,12.2285,12.0708,12.2208,254415.0
2021-07-11,12.1439,12.2285,12.0708,12.2208,254415.0
2021-07-12,12.1978,12.3324,12.1516,12.3209,368330.0
2021-07-13,12.344,12.3517,12.2555,12.267,552253.0
2021-07-14,12.2901,12.3132,12.2055,12.2593,387676.0
2021-07-15,12.267,12.3517,12.1362,12.1824,403460.0
2021-07-16,12.2055,12.2593,12.1516,12.1593,269396.0
2021-07-17,12.2055,12.2593,12.1516,12.1593,269396.0
2021-07-18,12.2055,12.2593,12.1516,12.1593,269396.0
2021-07-19,12.0592,12.1054,11.8668,12.0208,418009.0
2021-07-20,12.0592,12.267,12.0285,12.2208,370320.0
2021-07-21,12.2901,12.3671,12.2747,12.2978,279709.0
2021-07-22,12.2978,12.317,12.2055,12.2439,181144.0
2021-07-23,12.3363,12.3517,12.2516,12.2516,280554.0
2021-07-24,12.3363,12.3517,12.2516,12.2516,280554.0
2021-07-25,12.3363,12.3517,12.2516,12.2516,280554.0
2021-07-26,12.2593,12.3132,12.2247,12.267,267364.0
2021-07-27,12.2747,12.2901,12.1901,12.2747,272777.0
2021-07-28,12.2516,12.3363,12.1593,12.3132,441247.0
2021-07-29,12.2901,12.3286,12.2055,12.2132,448763.0
2021-07-30,12.2055,12.3517,12.1362,12.1439,309322.0
2021-07-31,12.2055,12.3517,12.1362,12.1439,309322.0
2021-08-01,12.2055,12.3517,12.1362,12.1439,309322.0
2021-08-02,12.2285,12.2901,12.14,12.2055,363414.0
2021-08-03,12.2439,12.2516,12.09,12.2132,462434.0
2021-08-04,12.2285,12.2285,12.09,12.1439,285675.0
2021-08-05,12.1439,12.2593,12.1439,12.2055,245304.0
2021-08-06,12.2824,12.3132,12.2055,12.2747,317494.0
2021-08-07,12.2824,12.3132,12.2055,12.2747,317494.0
2021-08-08,12.2824,12.3132,12.2055,12.2747,317494.0
2021-08-09,12.2208,12.3209,12.2208,12.267,278075.0
2021-08-10,12.2285,12.3132,12.1901,12.2208,304157.0
2021-08-11,12.2439,12.2439,12.1054,12.1978,380226.0
2021-08-12,12.2516,12.2516,12.167,12.2285,237225.0
2021-08-13,12.2285,12.3017,12.1978,12.2978,255170.0
2021-08-14,12.2285,12.3017,12.1978,12.2978,255170.0
2021-08-15,12.2285,12.3017,12.1978,12.2978,255170.0
2021-08-16,12.2516,12.2747,12.2055,12.2362,350491.0
2021-08-17,12.2439,12.2978,12.1208,12.1978,480235.0
2021-08-18,12.1901,12.2132,12.0334,12.0515,371387.0
2021-08-19,12.0515,12.1054,11.863,11.8822,546444.0
2021-08-20,11.8822,12.0362,11.8822,12.0131,362606.0
2021-08-21,11.8822,12.0362,11.8822,12.0131,362606.0
2021-08-22,11.8822,12.0362,11.8822,12.0131,362606.0
2021-08-23,12.0208,12.0823,11.9592,11.9746,290355.0
2021-08-24,11.9823,12.0785,11.9823,12.0208,324016.0
2021-08-25,12.0438,12.1593,12.0208,12.1208,278408.0
2021-08-26,12.1208,12.2055,12.0246,12.1054,294404.0
2021-08-27,12.0823,12.2208,12.0823,12.1747,259917.0
2021-08-28,12.0823,12.2208,12.0823,12.1747,259917.0
2021-08-29,12.0823,12.2208,12.0823,12.1747,259917.0
2021-08-30,12.1978,12.2439,12.1054,12.1054,348270.0
2021-08-31,12.1439,12.1651,12.0515,12.09,292033.0
2021-09-01,12.0823,12.167,12.0054,12.1054,421319.0
2021-09-02,12.1901,12.1901,12.0515,12.1824,475049.0
2021-09-03,12.1747,12.1978,12.1208,12.1593,372715.0
2021-09-04,12.1747,12.1978,12.1208,12.1593,372715.0
2021-09-05,12.1747,12.1978,12.1208,12.1593,372715.0
2021-09-06,12.1747,12.1978,12.1208,12.1593,372715.0
2021-09-07,12.1593,12.2298,11.9907,12.0338,571200.0
2021-09-08,12.0338,12.073,11.9476,11.9868,442752.0
2021-09-09,11.9711,12.0809,11.9476,12.0338,317126.0
2021-09-10,12.0574,12.0652,11.9319,11.9554,354533.0
2021-09-11,12.0574,12.0652,11.9319,11.9554,354533.0
2021-09-12,12.0574,12.0652,11.9319,11.9554,354533.0
2021-09-13,12.0338,12.0338,11.8927,11.9554,333226.0
2021-09-14,11.9946,12.0887,11.9633,12.0338,482784.0
2021-09-15,12.0574,12.1201,11.9952,12.1044,364209.0
2021-09-16,12.1201,12.1459,12.0025,12.0417,312324.0
2021-09-17,12.0338,12.077,11.979,12.0417,679653.0
2021-09-18,12.0338,12.077,11.979,12.0417,679653.0
2021-09-19,12.0338,12.077,11.979,12.0417,679653.0
2021-09-20,11.9319,11.9554,11.8222,11.8927,655664.0
2021-09-21,11.9162,12.0809,11.7595,12.0417,1513809.0
2021-09-22,12.1436,12.269,12.0809,12.1671,874487.0
2021-09-23,12.1671,12.2612,12.1514,12.2298,631554.0
2021-09-24,12.2298,12.2377,12.1593,12.2063,399290.0
2021-09-25,12.2298,12.2377,12.1593,12.2063,399290.0
2021-09-26,12.2298,12.2377,12.1593,12.2063,399290.0
2021-09-27,12.2377,12.3004,12.1906,12.222,457590.0
2021-09-28,12.2298,12.3474,12.1757,12.3239,2829994.0
2021-09-29,12.3396,12.5042,12.3161,12.4258,1119394.0
2021-09-30,12.418,12.5042,12.3945,12.3945,942097.0
2021-10-01,12.5042,12.5042,12.3553,12.418,491369.0
2021-10-02,12.5042,12.5042,12.3553,12.418,491369.0
2021-10-03,12.5042,12.5042,12.3553,12.418,491369.0
2021-10-04,12.4258,12.4611,12.4023,12.4337,451443.0
2021-10-05,12.4493,12.5328,12.4101,12.5277,515484.0
2021-10-06,12.4572,12.5356,12.4493,12.5121,293845.0
2021-10-07,12.5669,12.5748,12.4023,12.418,1451208.0
2021-10-08,12.418,12.5434,12.3945,12.5121,277637.0
2021-10-09,12.418,12.5434,12.3945,12.5121,277637.0
2021-10-10,12.418,12.5434,12.3945,12.5121,277637.0
2021-10-11,12.5121,12.563,12.4376,12.4493,803176.0
2021-10-12,12.3866,12.5317,12.3788,12.5199,246245.0
2021-10-13,12.465,12.5277,12.4101,12.5199,429907.0
2021-10-14,12.5669,12.5669,12.4885,12.5121,282567.0
2021-10-15,12.5669,12.5669,12.4611,12.4964,408443.0
2021-10-16,12.5669,12.5669,12.4611,12.4964,408443.0
2021-10-17,12.5669,12.5669,12.4611,12.4964,408443.0
2021-10-18,12.5199,12.5669,12.465,12.5199,503173.0
2021-10-19,12.5199,12.5434,12.465,12.5042,584523.0
2021-10-20,12.5434,12.5434,12.3945,12.4493,468607.0
2021-10-21,12.5434,12.5434,12.4493,12.465,389718.0
2021-10-22,12.5434,12.5591,12.465,12.5277,572893.0
2021-10-23,12.5434,12.5591,12.465,12.5277,572893.0
2021-10-24,12.5434,12.5591,12.465,12.5277,572893.0
2021-10-25,12.5434,12.5826,12.465,12.4807,850105.0
2021-10-26,12.5277,12.5277,12.2612,12.3631,1043031.0
2021-10-27,12.3788,12.465,12.2612,12.4493,426809.0
2021-10-28,12.4415,12.5591,12.3474,12.5356,477062.0
2021-10-29,12.5277,12.5748,12.4101,12.4493,1302575.0
2021-10-30,12.5277,12.5748,12.4101,12.4493,1302575.0
2021-10-31,12.5277,12.5748,12.4101,12.4493,1302575.0
2021-11-01,12.4964,12.5356,12.3396,12.3553,482008.0
2021-11-02,12.3788,12.4023,12.2847,12.3318,336557.0
2021-11-03,12.3318,12.367,12.2377,12.2377,432542.0
2021-11-04,12.3318,12.3318,12.222,12.2455,456780.0
2021-11-05,12.2769,12.2847,12.1985,12.2455,492267.0
2021-11-06,12.2769,12.2847,12.1985,12.2455,492267.0
2021-11-07,12.2769,12.2847,12.1985,12.2455,492267.0
2021-11-08,12.2455,12.2947,12.1985,12.2063,381426.0
2021-11-09,12.1985,12.3553,12.1044,12.1044,638116.0
2021-11-10,12.2298,12.2298,12.1044,12.1201,514552.0
2021-11-11,12.1122,12.1906,12.0887,12.1436,480925.0
2021-11-12,12.1358,12.2259,12.1279,12.1436,458882.0
2021-11-13,12.1358,12.2259,12.1279,12.1436,458882.0
2021-11-14,12.1358,12.2259,12.1279,12.1436,458882.0
2021-11-15,12.1671,12.1906,12.0495,12.0652,1150865.0
2021-11-16,12.0652,12.2024,12.0103,12.026,1294600.0
2021-11-17,12.026,12.119,12.0182,12.0338,493048.0
2021-11-18,12.0182,12.0887,12.0025,12.0182,607710.0
2021-11-19,12.0182,12.073,11.9241,11.9633,690401.0
2021-11-20,12.0182,12.073,11.9241,11.9633,690401.0
2021-11-21,12.0182,12.073,11.9241,11.9633,690401.0
2021-11-22,12.1436,12.1436,11.8731,11.8849,1000874.0
2021-11-23,11.8849,11.979,11.8535,11.8614,884202.0
2021-11-24,11.8379,11.9398,11.8379,11.8535,475755.0
2021-11-25,11.8379,11.9398,11.8379,11.8535,475755.0
2021-11-26,11.7908,11.8261,11.7281,11.7673,760327.0
2021-11-27,11.7908,11.8261,11.7281,11.7673,760327.0
2021-11-28,11.7908,11.8261,11.7281,11.7673,760327.0
2021-11-29,11.783,12.0809,11.7281,11.7438,1548548.0
2021-11-30,12.0378,12.0378,11.7124,11.8927,1950219.0
2021-12-01,11.8927,12.1122,11.8692,11.9084,796387.0
2021-12-02,11.979,12.171,11.9554,12.0809,694742.0
2021-12-03,12.1044,12.1162,12.0025,12.0495,657575.0
2021-12-04,12.1044,12.1162,12.0025,12.0495,657575.0
2021-12-05,12.1044,12.1162,12.0025,12.0495,657575.0
2021-12-06,12.0809,12.1514,12.026,12.0887,684691.0
2021-12-07,12.1044,12.1436,12.0103,12.0495,602429.0
2021-12-08,12.073,12.1279,12.026,12.026,532987.0
2021-12-09,12.026,12.09,11.962,12.018,638319.0
2021-12-10,12.074,12.09,11.986,12.058,477725.0
2021-12-11,12.074,12.09,11.986,12.058,477725.0
2021-12-12,12.074,12.09,11.986,12.058,477725.0
2021-12-13,12.002,12.042,11.954,11.994,876831.0
2021-12-14,11.962,12.0652,11.8501,11.9141,821589.0
2021-12-15,11.8981,11.982,11.8221,11.946,753275.0
2021-12-16,12.074,12.106,11.9381,12.002,859459.0
2021-12-17,11.97,12.002,11.8581,11.9061,805975.0
2021-12-18,11.97,12.002,11.8581,11.9061,805975.0
2021-12-19,11.97,12.002,11.8581,11.9061,805975.0
2021-12-20,11.8421,11.9061,11.7461,11.8821,1046299.0
2021-12-21,11.8741,12.0813,11.8741,11.9221,755935.0
2021-12-22,11.946,12.018,11.9061,12.002,468529.0
2021-12-23,12.026,12.2705,12.01,12.2099,790045.0
2021-12-24,12.026,12.2705,12.01,12.2099,790045.0
2021-12-25,12.026,12.2705,12.01,12.2099,790045.0
2021-12-26,12.026,12.2705,12.01,12.2099,790045.0
2021-12-27,12.2579,12.2819,12.1914,12.2099,436467.0
2021-12-28,12.2099,12.3778,12.2059,12.2899,676102.0
2021-12-29,12.3299,12.3778,12.2899,12.3379,503042.0
2021-12-30,12.3458,12.4418,12.2819,12.2819,622769.0
2021-12-31,12.2579,12.3938,12.2274,12.3458,620162.0
2022-01-01,12.2579,12.3938,12.2274,12.3458,620162.0
2022-01-02,12.2579,12.3938,12.2274,12.3458,620162.0
2022-01-03,12.3538,12.4258,12.2819,12.3379,611240.0
2022-01-04,12.3778,12.4698,12.3379,12.3538,686375.0
2022-01-05,12.5218,12.5218,12.3299,12.3538,773261.0
2022-01-06,12.3538,12.4018,12.2979,12.2979,394873.0
2022-01-07,12.3059,12.3938,12.2739,12.3778,715503.0
2022-01-08,12.3059,12.3938,12.2739,12.3778,715503.0
2022-01-09,12.3059,12.3938,12.2739,12.3778,715503.0
2022-01-10,12.4098,12.4658,12.2979,12.3538,484126.0
2022-01-11,12.3139,12.5577,12.3139,12.5058,704779.0
2022-01-12,12.5218,12.6897,12.4978,12.6897,560713.0
2022-01-13,12.7137,12.7137,12.5697,12.5697,680985.0
2022-01-14,12.6177,12.6177,12.4258,12.4258,814277.0
2022-01-15,12.6177,12.6177,12.4258,12.4258,814277.0
2022-01-16,12.6177,12.6177,12.4258,12.4258,814277.0
2022-01-17,12.6177,12.6177,12.4258,12.4258,814277.0
2022-01-18,12.4338,12.5777,12.4098,12.5378,495591.0
2022-01-19,12.5378,12.5617,12.4658,12.5218,487902.0
2022-01-20,12.4978,12.5378,12.3458,12.3538,671555.0
2022-01-21,12.3538,12.4578,12.2979,12.3219,981772.0
2022-01-22,12.3538,12.4578,12.2979,12.3219,981772.0
2022-01-23,12.3538,12.4578,12.2979,12.3219,981772.0
2022-01-24,12.2979,12.3219,11.962,12.2739,1671666.0
2022-01-25,12.1939,12.4498,12.118,12.3858,795398.0
2022-01-26,12.4018,12.5298,12.2939,12.3538,557909.0
2022-01-27,12.4578,12.5298,12.3738,12.4178,749305.0
2022-01-28,12.3938,12.4418,12.2819,12.4338,442957.0
2022-01-29,12.3938,12.4418,12.2819,12.4338,442957.0
2022-01-30,12.3938,12.4418,12.2819,12.4338,442957.0
2022-01-31,12.3698,12.5457,12.3618,12.5378,621543.0
2022-02-01,12.5617,12.6017,12.4978,12.5857,392180.0
2022-02-02,12.6257,12.7377,12.5697,12.7297,617768.0
2022-02-03,12.6897,12.7297,12.6177,12.6497,379810.0
2022-02-04,12.6257,12.6977,12.5517,12.6817,368960.0
2022-02-05,12.6257,12.6977,12.5517,12.6817,368960.0
2022-02-06,12.6257,12.6977,12.5517,12.6817,368960.0
2022-02-07,12.7217,12.8096,12.7017,12.7696,793163.0
2022-02-08,12.7936,12.8096,12.7456,12.7696,474688.0
2022-02-09,12.8096,12.8656,12.7616,12.7856,970653.0
2022-02-10,12.8176,12.9775,12.7776,12.8736,748310.0
2022-02-11,12.8416,12.9495,12.6777,12.7057,976915.0
2022-02-12,12.8416,12.9495,12.6777,12.7057,976915.0
2022-02-13,12.8416,12.9495,12.6777,12.7057,976915.0
2022-02-14,12.7137,12.7656,12.6257,12.6897,721362.0
2022-02-15,12.7856,12.7936,12.5937,12.6097,963400.0
2022-02-16,12.6337,12.8096,12.4906,12.7696,1064545.0
2022-02-17,12.7297,12.7536,12.6537,12.6977,789919.0
2022-02-18,12.6657,12.7337,12.6417,12.6737,603653.0
2022-02-19,12.6657,12.7337,12.6417,12.6737,603653.0
2022-02-20,12.6657,12.7337,12.6417,12.6737,603653.0
2022-02-21,12.6657,12.7337,12.6417,12.6737,603653.0
2022-02-22,12.6177,12.6497,12.4978,12.5138,990136.0
2022-02-23,12.5617,12.6057,12.4178,12.4258,748613.0
2022-02-24,12.2499,12.4658,12.114,12.4338,1618811.0
2022-02-25,12.4738,12.6017,12.4578,12.6017,621926.0
2022-02-26,12.4738,12.6017,12.4578,12.6017,621926.0
2022-02-27,12.4738,12.6017,12.4578,12.6017,621926.0
2022-02-28,12.4978,12.6297,12.4338,12.6017,738468.0
2022-03-01,12.5937,12.6817,12.485,12.5777,898267.0
2022-03-02,12.5777,12.6337,12.5457,12.5697,1018376.0
2022-03-03,12.586,12.7817,12.5779,12.7165,736996.0
2022-03-04,12.6757,12.8306,12.6268,12.7572,642094.0
2022-03-05,12.6757,12.8306,12.6268,12.7572,642094.0
2022-03-06,12.6757,12.8306,12.6268,12.7572,642094.0
2022-03-07,12.6839,12.7409,12.2763,12.2844,1816125.0
2022-03-08,12.3252,12.3986,12.2192,12.2681,1650009.0
2022-03-09,12.4067,12.4638,12.2763,12.2926,1050401.0
2022-03-10,12.2763,12.37,12.154,12.1948,668838.0
2022-03-11,12.2355,12.2967,12.1051,12.1132,1092383.0
2022-03-12,12.2355,12.2967,12.1051,12.1132,1092383.0
2022-03-13,12.2355,12.2967,12.1051,12.1132,1092383.0
2022-03-14,12.2029,12.2844,11.9013,11.9828,985869.0
2022-03-15,11.9584,12.0929,11.8769,12.0643,747676.0
2022-03-16,12.1377,12.1622,11.9951,12.1377,1016863.0
2022-03-17,12.1459,12.3089,12.1296,12.3007,825148.0
2022-03-18,12.2355,12.317,12.1744,12.2274,1297938.0
2022-03-19,12.2355,12.317,12.1744,12.2274,1297938.0
2022-03-20,12.2355,12.317,12.1744,12.2274,1297938.0
2022-03-21,12.2844,12.4189,12.2437,12.2844,1229126.0
2022-03-22,12.3659,12.4556,12.2967,12.3904,774656.0
2022-03-23,12.3823,12.3986,12.2518,12.2681,559306.0
2022-03-24,12.2763,12.317,12.2233,12.2355,663742.0
2022-03-25,12.2926,12.3782,12.2681,12.3089,711292.0
2022-03-26,12.2926,12.3782,12.2681,12.3089,711292.0
2022-03-27,12.2926,12.3782,12.2681,12.3089,711292.0
2022-03-28,12.3089,12.3823,12.2274,12.3823,613785.0
2022-03-29,12.4393,12.48,12.3496,12.3741,898848.0
2022-03-30,12.4149,12.4718,12.3659,12.4312,1491731.0
2022-03-31,12.4475,12.5127,12.3415,12.3986,1717873.0
2022-04-01,12.423,12.5045,12.3986,12.4556,510948.0
2022-04-02,12.423,12.5045,12.3986,12.4556,510948.0
2022-04-03,12.423,12.5045,12.3986,12.4556,510948.0
2022-04-04,12.4312,12.4515,12.3252,12.3741,537868.0
2022-04-05,12.3415,12.3823,12.2804,12.317,462674.0
2022-04-06,12.3252,12.3333,12.2029,12.2274,564594.0
2022-04-07,12.2518,12.3252,12.1988,12.26,959645.0
2022-04-08,12.3007,12.4964,12.2926,12.4556,723960.0
2022-04-09,12.3007,12.4964,12.2926,12.4556,723960.0
2022-04-10,12.3007,12.4964,12.2926,12.4556,723960.0
2022-04-11,12.423,12.5616,12.423,12.4882,580051.0
2022-04-12,12.4964,12.5616,12.4067,12.4067,454147.0
2022-04-13,12.4312,12.6309,12.4067,12.6186,610730.0
2022-04-14,12.6349,12.7002,12.586,12.586,445354.0
2022-04-15,12.6349,12.7002,12.586,12.586,445354.0
2022-04-16,12.6349,12.7002,12.586,12.586,445354.0
2022-04-17,12.6349,12.7002,12.586,12.586,445354.0
2022-04-18,12.529,12.7038,12.4475,12.4638,1020005.0
2022-04-19,12.5127,12.529,12.4515,12.5127,401343.0
2022-04-20,12.5697,12.6023,12.4556,12.4638,444095.0
2022-04-21,12.4964,12.5697,12.4312,12.4556,465136.0
2022-04-22,12.4312,12.4312,12.3089,12.3252,653918.0
2022-04-23,12.4312,12.4312,12.3089,12.3252,653918.0
2022-04-24,12.4312,12.4312,12.3089,12.3252,653918.0
2022-04-25,12.317,12.4882,12.1622,12.4719,1072883.0
2022-04-26,12.4719,12.4719,12.2274,12.2274,1160268.0
2022-04-27,12.2518,12.5208,12.2477,12.4312,1075636.0
2022-04-28,12.4964,12.4964,12.317,12.423,673333.0
2022-04-29,12.4393,12.4548,12.1622,12.1622,738815.0
2022-04-30,12.4393,12.4548,12.1622,12.1622,738815.0
2022-05-01,12.4393,12.4548,12.1622,12.1622,738815.0
2022-05-02,12.1703,12.1948,11.9991,12.1703,1689887.0
2022-05-03,12.2355,12.3252,12.1214,12.3007,503313.0
2022-05-04,12.2681,12.5045,12.2192,12.5045,471612.0
2022-05-05,12.4638,12.4638,12.1494,12.3252,926805.0
2022-05-06,12.3496,12.4964,12.2641,12.4475,692043.0
2022-05-07,12.3496,12.4964,12.2641,12.4475,692043.0
2022-05-08,12.3496,12.4964,12.2641,12.4475,692043.0
2022-05-09,12.3333,12.3986,12.1459,12.2355,1955204.0
2022-05-10,12.26,12.5045,12.26,12.423,918714.0
2022-05-11,12.4556,12.4556,12.0725,12.2274,1171604.0
2022-05-12,12.2274,12.2518,11.7546,11.8198,3303419.0
2022-05-13,11.9013,11.9991,11.6731,11.6812,1450259.0
2022-05-14,11.9013,11.9991,11.6731,11.6812,1450259.0
2022-05-15,11.9013,11.9991,11.6731,11.6812,1450259.0
2022-05-16,11.7301,11.8361,11.7138,11.7546,943763.0
2022-05-17,11.7953,11.9095,11.7424,11.8198,1248267.0
2022-05-18,11.8605,11.8605,11.5345,11.5671,998689.0
2022-05-19,11.4856,11.5915,11.4448,11.4611,686642.0
2022-05-20,11.4774,11.5304,11.1432,11.3062,1333036.0
2022-05-21,11.4774,11.5304,11.1432,11.3062,1333036.0
2022-05-22,11.4774,11.5304,11.1432,11.3062,1333036.0
2022-05-23,11.3715,11.4326,11.2492,11.347,1139610.0
2022-05-24,11.2492,11.3959,11.0698,11.0861,3096217.0
