,GPC US Equity,GPC US Equity,GPC US Equity,GPC US Equity,GPC US Equity
2021-03-11,106.0741,107.0382,105.0544,105.2769,723367.0
2021-03-12,106.4727,107.2699,105.6353,106.2224,584281.0
2021-03-13,106.4727,107.2699,105.6353,106.2224,584281.0
2021-03-14,106.4727,107.2699,105.6353,106.2224,584281.0
2021-03-15,105.8053,107.5851,104.7114,107.5109,803085.0
2021-03-16,106.9084,106.9084,104.8227,106.0926,571811.0
2021-03-17,106.621,107.6685,106.0463,106.2502,619938.0
2021-03-18,106.2688,108.9477,106.139,107.4738,714291.0
2021-03-19,107.2143,109.3834,105.694,108.7438,3229544.0
2021-03-20,107.2143,109.3834,105.694,108.7438,3229544.0
2021-03-21,107.2143,109.3834,105.694,108.7438,3229544.0
2021-03-22,108.3081,108.3545,106.1019,106.9084,891686.0
2021-03-23,105.9351,107.9929,105.7497,106.3985,750425.0
2021-03-24,106.3707,107.8817,106.3615,106.4264,689894.0
2021-03-25,106.7879,108.6233,105.3418,108.4842,701473.0
2021-03-26,109.0961,109.9581,108.4101,109.8933,654668.0
2021-03-27,109.0961,109.9581,108.4101,109.8933,654668.0
2021-03-28,109.0961,109.9581,108.4101,109.8933,654668.0
2021-03-29,108.9199,109.8562,108.271,108.6048,531979.0
2021-03-30,108.6975,109.2536,108.1413,108.9848,561454.0
2021-03-31,108.0578,108.5955,106.8064,107.1494,903064.0
2021-04-01,107.5016,108.1505,106.7786,108.1042,522374.0
2021-04-02,107.5016,108.1505,106.7786,108.1042,522374.0
2021-04-03,107.5016,108.1505,106.7786,108.1042,522374.0
2021-04-04,107.5016,108.1505,106.7786,108.1042,522374.0
2021-04-05,108.9199,109.6244,107.891,108.6696,574774.0
2021-04-06,108.5491,109.5038,107.9929,108.8921,580542.0
2021-04-07,108.5955,109.2166,107.6685,108.1598,529782.0
2021-04-08,107.6685,108.0537,106.8528,107.2699,614214.0
2021-04-09,107.9559,108.4286,106.8992,108.3545,1015132.0
2021-04-10,107.9559,108.4286,106.8992,108.3545,1015132.0
2021-04-11,107.9559,108.4286,106.8992,108.3545,1015132.0
2021-04-12,108.9199,109.402,108.2896,109.1517,479639.0
2021-04-13,108.1505,108.2247,106.7786,107.5202,850636.0
2021-04-14,107.2143,109.5317,107.2143,109.0682,592977.0
2021-04-15,109.5317,109.8747,108.8828,109.8006,484611.0
2021-04-16,110.6626,111.7565,110.3011,111.2559,705247.0
2021-04-17,110.6626,111.7565,110.3011,111.2559,705247.0
2021-04-18,110.6626,111.7565,110.3011,111.2559,705247.0
2021-04-19,110.9407,111.2188,110.1806,110.6812,741275.0
2021-04-20,110.8017,111.2374,109.9072,110.5421,868952.0
2021-04-21,111.1632,113.0172,110.2362,112.3868,785840.0
2021-04-22,112.118,114.2222,109.9303,110.6441,1231069.0
2021-04-23,111.8955,113.9627,110.7924,113.3972,756328.0
2021-04-24,111.8955,113.9627,110.7924,113.3972,756328.0
2021-04-25,111.8955,113.9627,110.7924,113.3972,756328.0
2021-04-26,114.0276,114.2315,112.5908,113.286,840811.0
2021-04-27,113.7124,114.3381,112.7113,114.1666,875252.0
2021-04-28,114.5652,115.6405,113.9149,115.5849,1008625.0
2021-04-29,116.1782,118.1341,116.1782,116.5582,1130671.0
2021-04-30,116.5026,116.5582,115.4306,115.8445,1406298.0
2021-05-01,116.5026,116.5582,115.4306,115.8445,1406298.0
2021-05-02,116.5026,116.5582,115.4306,115.8445,1406298.0
2021-05-03,116.7529,119.0796,116.5258,117.958,687651.0
2021-05-04,118.4307,120.8316,117.7355,120.7482,976000.0
2021-05-05,120.7296,122.7319,120.0993,122.0367,889185.0
2021-05-06,122.9266,123.1701,121.5685,122.7134,657176.0
2021-05-07,121.7957,124.1826,121.3322,123.7145,583651.0
2021-05-08,121.7957,124.1826,121.3322,123.7145,583651.0
2021-05-09,121.7957,124.1826,121.3322,123.7145,583651.0
2021-05-10,124.5024,126.0041,123.7516,123.8443,613076.0
2021-05-11,123.1583,123.7887,121.1653,121.6566,744276.0
2021-05-12,121.5546,121.9486,118.0414,118.1619,798473.0
2021-05-13,118.542,121.8605,118.4863,121.3878,866543.0
2021-05-14,121.6473,122.5836,120.6369,122.324,573764.0
2021-05-15,121.6473,122.5836,120.6369,122.324,573764.0
2021-05-16,121.6473,122.5836,120.6369,122.324,573764.0
2021-05-17,122.3426,123.6033,121.8049,122.6856,623566.0
2021-05-18,122.7597,123.2881,121.4897,121.601,873200.0
2021-05-19,120.09,120.7852,119.0611,120.1734,1501060.0
2021-05-20,120.192,121.5268,119.3206,121.258,773748.0
2021-05-21,121.3785,123.5754,121.3785,121.8327,956101.0
2021-05-22,121.3785,123.5754,121.3785,121.8327,956101.0
2021-05-23,121.3785,123.5754,121.3785,121.8327,956101.0
2021-05-24,122.3611,122.5141,121.4341,121.8049,558860.0
2021-05-25,121.6659,122.2035,120.2939,120.4886,911302.0
2021-05-26,121.1375,121.9162,120.1595,121.2951,779670.0
2021-05-27,122.3982,122.8153,120.8501,120.9336,1268810.0
2021-05-28,121.017,122.1479,120.6091,121.5454,676880.0
2021-05-29,121.017,122.1479,120.6091,121.5454,676880.0
2021-05-30,121.017,122.1479,120.6091,121.5454,676880.0
2021-05-31,121.017,122.1479,120.6091,121.5454,676880.0
2021-06-01,122.3611,123.3622,121.7957,122.4445,684754.0
2021-06-02,122.8339,122.8339,120.9845,121.2673,619910.0
2021-06-03,120.8335,121.2719,119.7235,120.4791,622703.0
2021-06-04,120.8522,121.2253,119.7049,121.216,480391.0
2021-06-05,120.8522,121.2253,119.7049,121.216,480391.0
2021-06-06,120.8522,121.2253,119.7049,121.216,480391.0
2021-06-07,121.4212,121.4398,119.0333,119.2758,620230.0
2021-06-08,118.7534,120.9968,118.7534,120.7216,656606.0
2021-06-09,120.4138,120.9735,119.453,119.7608,700320.0
2021-06-10,120.6003,120.8895,119.0333,119.1265,470201.0
2021-06-11,119.6302,120.6097,119.4437,120.3578,519607.0
2021-06-12,119.6302,120.6097,119.4437,120.3578,519607.0
2021-06-13,119.6302,120.6097,119.4437,120.3578,519607.0
2021-06-14,119.9567,120.078,118.287,119.0333,684202.0
2021-06-15,118.6601,118.7861,117.5408,118.7161,692377.0
2021-06-16,118.3896,118.8187,117.205,117.3915,773121.0
2021-06-17,117.4568,117.5874,113.6604,114.6212,936038.0
2021-06-18,112.7276,113.3153,112.0,112.9794,1703577.0
2021-06-19,112.7276,113.3153,112.0,112.9794,1703577.0
2021-06-20,112.7276,113.3153,112.0,112.9794,1703577.0
2021-06-21,114.2014,116.3282,113.8656,116.0577,706037.0
2021-06-22,116.1509,117.0837,114.817,116.552,607302.0
2021-06-23,116.8225,117.732,116.039,116.8972,599274.0
2021-06-24,117.5408,118.1098,116.8319,117.6807,447546.0
2021-06-25,117.9979,119.3224,117.9979,119.0706,711857.0
2021-06-26,117.9979,119.3224,117.9979,119.0706,711857.0
2021-06-27,117.9979,119.3224,117.9979,119.0706,711857.0
2021-06-28,118.6881,118.7301,116.7386,117.0744,439805.0
2021-06-29,117.8206,118.9959,117.8206,118.1937,385006.0
2021-06-30,118.0911,118.6601,117.3822,117.9699,471141.0
2021-07-01,118.4549,119.8261,118.0352,119.6862,506314.0
2021-07-02,120.0127,120.6936,119.5556,120.3858,452005.0
2021-07-03,120.0127,120.6936,119.5556,120.3858,452005.0
2021-07-04,120.0127,120.6936,119.5556,120.3858,452005.0
2021-07-05,120.0127,120.6936,119.5556,120.3858,452005.0
2021-07-06,120.2552,120.4791,117.8906,118.8747,655390.0
2021-07-07,118.2963,120.5117,118.1658,119.9754,421788.0
2021-07-08,118.3243,119.9101,117.9677,118.6042,712263.0
2021-07-09,120.4324,121.0248,119.5743,120.8149,642858.0
2021-07-10,120.4324,121.0248,119.5743,120.8149,642858.0
2021-07-11,120.4324,121.0248,119.5743,120.8149,642858.0
2021-07-12,120.106,121.2626,119.4157,120.7962,486299.0
2021-07-13,120.1153,120.535,118.9027,119.0799,516500.0
2021-07-14,119.537,120.2179,118.7907,120.1339,527205.0
2021-07-15,119.4437,120.8988,119.4437,120.3392,437494.0
2021-07-16,120.9361,121.16,118.8187,119.0333,382306.0
2021-07-17,120.9361,121.16,118.8187,119.0333,382306.0
2021-07-18,120.9361,121.16,118.8187,119.0333,382306.0
2021-07-19,117.5781,118.1424,116.2442,117.1863,638578.0
2021-07-20,117.9512,120.619,116.9718,119.7049,751925.0
2021-07-21,120.2832,121.216,119.8868,120.4884,667932.0
2021-07-22,123.2681,123.2681,117.5268,117.8766,966556.0
2021-07-23,118.7534,120.8662,118.2497,120.4138,648307.0
2021-07-24,118.7534,120.8662,118.2497,120.4138,648307.0
2021-07-25,118.7534,120.8662,118.2497,120.4138,648307.0
2021-07-26,120.0034,121.1973,119.2478,120.0593,694746.0
2021-07-27,119.3691,120.4231,118.5529,120.2179,571633.0
2021-07-28,120.3671,120.5817,117.5315,117.5781,642699.0
2021-07-29,118.5016,119.6862,118.0072,119.3224,741071.0
2021-07-30,118.94,119.8668,117.8859,118.3896,1766562.0
2021-07-31,118.94,119.8668,117.8859,118.3896,1766562.0
2021-08-01,118.94,119.8668,117.8859,118.3896,1766562.0
2021-08-02,119.2758,120.2739,117.5781,117.9605,627229.0
2021-08-03,118.6135,119.9847,117.5315,119.5463,613812.0
2021-08-04,118.6695,119.0799,116.4867,116.4961,454384.0
2021-08-05,117.149,117.7367,115.0036,115.8431,518237.0
2021-08-06,116.9811,117.3123,115.3954,115.9271,550566.0
2021-08-07,116.9811,117.3123,115.3954,115.9271,550566.0
2021-08-08,116.9811,117.3123,115.3954,115.9271,550566.0
2021-08-09,115.4234,116.067,115.0316,115.6379,438817.0
2021-08-10,115.4513,116.8599,115.2928,116.3841,406593.0
2021-08-11,116.3935,117.4568,115.6472,117.2889,376383.0
2021-08-12,117.4568,117.5594,116.2162,116.8505,330213.0
2021-08-13,116.8319,116.9065,115.9177,116.2629,433786.0
2021-08-14,116.8319,116.9065,115.9177,116.2629,433786.0
2021-08-15,116.8319,116.9065,115.9177,116.2629,433786.0
2021-08-16,115.8524,117.5921,114.831,117.4662,461021.0
2021-08-17,116.5987,116.5987,114.0801,115.3581,437676.0
2021-08-18,114.8683,116.8692,114.7331,115.1808,559452.0
2021-08-19,114.1921,115.442,113.6137,114.2667,435798.0
2021-08-20,114.2667,115.8804,114.2667,115.498,439716.0
2021-08-21,114.2667,115.8804,114.2667,115.498,439716.0
2021-08-22,114.2667,115.8804,114.2667,115.498,439716.0
2021-08-23,116.1976,116.1976,114.2854,114.2947,357489.0
2021-08-24,114.2854,115.5913,114.1641,114.9476,558135.0
2021-08-25,114.9103,117.1304,114.7051,116.3561,548465.0
2021-08-26,116.1789,116.1789,114.4253,114.4719,333925.0
2021-08-27,114.6118,115.6146,114.388,115.3487,409762.0
2021-08-28,114.6118,115.6146,114.388,115.3487,409762.0
2021-08-29,114.6118,115.6146,114.388,115.3487,409762.0
2021-08-30,115.7405,116.1136,115.2282,115.3301,268385.0
2021-08-31,115.6099,115.6659,113.5391,113.9775,786304.0
2021-09-01,114.3973,114.9197,112.9048,114.6958,590984.0
2021-09-02,114.8601,115.3484,114.0619,115.0197,527332.0
2021-09-03,114.8413,115.4423,114.2685,114.7286,432062.0
2021-09-04,114.8413,115.4423,114.2685,114.7286,432062.0
2021-09-05,114.8413,115.4423,114.2685,114.7286,432062.0
2021-09-06,114.8413,115.4423,114.2685,114.7286,432062.0
2021-09-07,114.4563,114.5314,112.7285,112.7943,442433.0
2021-09-08,112.7285,113.4234,111.9914,112.5126,504682.0
2021-09-09,112.1182,113.5455,111.752,111.921,723741.0
2021-09-10,112.5501,112.7661,110.9726,111.1604,807905.0
2021-09-11,112.5501,112.7661,110.9726,111.1604,807905.0
2021-09-12,112.5501,112.7661,110.9726,111.1604,807905.0
2021-09-13,112.09,112.8412,111.3576,111.9398,614058.0
2021-09-14,111.7426,112.7661,110.5406,112.6816,740919.0
2021-09-15,112.4374,116.9916,111.9116,116.5785,1075623.0
2021-09-16,116.6724,117.4799,116.0151,116.616,651830.0
2021-09-17,116.1278,116.7287,114.4845,114.5596,1030250.0
2021-09-18,116.1278,116.7287,114.4845,114.5596,1030250.0
2021-09-19,116.1278,116.7287,114.4845,114.5596,1030250.0
2021-09-20,112.8318,113.4891,111.7989,113.1793,593252.0
2021-09-21,114.1277,114.738,112.9163,113.7239,476607.0
2021-09-22,114.6629,115.8742,113.8835,114.8789,480098.0
2021-09-23,115.677,116.8038,115.5643,115.8742,557137.0
2021-09-24,115.4141,116.2874,115.0761,115.5174,359654.0
2021-09-25,115.4141,116.2874,115.0761,115.5174,359654.0
2021-09-26,115.4141,116.2874,115.0761,115.5174,359654.0
2021-09-27,116.1841,117.0762,116.1841,117.048,472720.0
2021-09-28,117.5926,117.771,115.3343,115.6864,404793.0
2021-09-29,116.2498,117.1701,115.8273,116.5879,336658.0
2021-09-30,116.9071,116.9071,113.799,113.8366,728102.0
2021-10-01,114.2309,115.3765,111.3857,114.3906,494623.0
2021-10-02,114.2309,115.3765,111.3857,114.3906,494623.0
2021-10-03,114.2309,115.3765,111.3857,114.3906,494623.0
2021-10-04,114.6347,116.5879,114.0525,114.907,585291.0
2021-10-05,114.9634,116.9165,114.1733,116.1371,623668.0
2021-10-06,114.8131,116.1184,113.4985,115.6582,506823.0
2021-10-07,116.7287,118.3016,116.7287,117.7429,518907.0
2021-10-08,117.7241,118.9824,117.3954,118.3532,329388.0
2021-10-09,117.7241,118.9824,117.3954,118.3532,329388.0
2021-10-10,117.7241,118.9824,117.3954,118.3532,329388.0
2021-10-11,118.4096,119.6772,118.048,118.4847,371824.0
2021-10-12,118.4096,119.1889,117.2123,117.5081,386786.0
2021-10-13,117.3391,117.8462,115.8742,116.5973,462125.0
2021-10-14,117.5269,119.7336,117.1513,119.5739,419143.0
2021-10-15,120.5129,120.8979,119.358,119.4331,358396.0
2021-10-16,120.5129,120.8979,119.358,119.4331,358396.0
2021-10-17,120.5129,120.8979,119.358,119.4331,358396.0
2021-10-18,118.7382,120.1092,118.3157,119.0481,425063.0
2021-10-19,119.912,120.6256,119.4943,119.9965,398505.0
2021-10-20,120.2312,122.0154,120.2312,121.7431,608794.0
2021-10-21,121.6022,127.2827,121.2172,126.3067,1178317.0
2021-10-22,126.9076,128.7857,124.4662,124.9169,807652.0
2021-10-23,126.9076,128.7857,124.4662,124.9169,807652.0
2021-10-24,126.9076,128.7857,124.4662,124.9169,807652.0
2021-10-25,125.3395,125.8184,124.1,125.3958,773123.0
2021-10-26,125.8935,127.1048,124.992,126.3536,711601.0
2021-10-27,126.3536,126.3536,124.3019,124.3535,526035.0
2021-10-28,124.5789,125.1611,122.3816,123.6117,527828.0
2021-10-29,123.6117,124.1469,122.1374,123.114,777701.0
2021-10-30,123.6117,124.1469,122.1374,123.114,777701.0
2021-10-31,123.6117,124.1469,122.1374,123.114,777701.0
2021-11-01,123.884,123.884,122.6069,123.6962,498776.0
2021-11-02,124.1281,126.3207,123.6868,125.7526,498356.0
2021-11-03,125.64,126.8043,125.424,126.025,400408.0
2021-11-04,126.5414,127.5086,124.9404,125.5836,608776.0
2021-11-05,126.8701,128.3913,126.8701,128.0438,525880.0
2021-11-06,126.8701,128.3913,126.8701,128.0438,525880.0
2021-11-07,126.8701,128.3913,126.8701,128.0438,525880.0
2021-11-08,128.673,128.673,126.4945,126.8795,400033.0
2021-11-09,126.3348,127.4147,126.0156,126.5132,460920.0
2021-11-10,126.2128,127.518,125.7714,126.0062,413342.0
2021-11-11,126.1846,127.2603,125.9804,126.8795,352655.0
2021-11-12,127.1424,127.9499,126.7386,127.6307,300007.0
2021-11-13,127.1424,127.9499,126.7386,127.6307,300007.0
2021-11-14,127.1424,127.9499,126.7386,127.6307,300007.0
2021-11-15,128.2692,128.795,127.4241,128.6542,544834.0
2021-11-16,128.5415,129.7998,128.2222,128.5039,437720.0
2021-11-17,128.7857,128.842,127.3959,128.4007,421278.0
2021-11-18,129.2458,129.2458,127.2081,127.734,845863.0
2021-11-19,127.6025,127.9312,126.147,126.9921,747773.0
2021-11-20,127.6025,127.9312,126.147,126.9921,747773.0
2021-11-21,127.6025,127.9312,126.147,126.9921,747773.0
2021-11-22,127.2457,130.6261,127.2457,128.5133,608424.0
2021-11-23,128.6824,129.8655,128.1753,129.4524,645373.0
2021-11-24,128.8514,129.18,128.0157,128.0438,373153.0
2021-11-25,128.8514,129.18,128.0157,128.0438,373153.0
2021-11-26,125.4897,125.5836,123.9497,124.3066,353914.0
2021-11-27,125.4897,125.5836,123.9497,124.3066,353914.0
2021-11-28,125.4897,125.5836,123.9497,124.3066,353914.0
2021-11-29,125.2174,126.0625,123.9122,124.8042,831923.0
2021-11-30,123.8183,124.5883,119.7993,119.9495,1721054.0
2021-12-01,122.0905,122.6351,118.6631,118.6725,734402.0
2021-12-02,119.4806,123.6863,119.4806,122.7412,979774.0
2021-12-03,123.4973,123.4973,121.1818,122.0891,534934.0
2021-12-04,123.4973,123.4973,121.1818,122.0891,534934.0
2021-12-05,123.4973,123.4973,121.1818,122.0891,534934.0
2021-12-06,123.6107,125.6994,123.1003,124.7165,656004.0
2021-12-07,125.6332,127.3344,125.3591,126.446,1018608.0
2021-12-08,126.6256,127.2683,125.6899,126.6161,758036.0
2021-12-09,126.5878,127.9109,126.0302,126.8146,533634.0
2021-12-10,127.6558,127.8637,126.4271,127.4289,433300.0
2021-12-11,127.6558,127.8637,126.4271,127.4289,433300.0
2021-12-12,127.6558,127.8637,126.4271,127.4289,433300.0
2021-12-13,127.4195,127.4195,124.4235,125.2363,502210.0
2021-12-14,125.1323,125.5671,124.4235,124.6598,464020.0
2021-12-15,124.4896,125.7561,124.036,125.7183,703054.0
2021-12-16,126.5405,129.5932,125.7334,128.5442,789722.0
2021-12-17,128.9506,128.9506,125.5954,125.9357,1864511.0
2021-12-18,128.9506,128.9506,125.5954,125.9357,1864511.0
2021-12-19,128.9506,128.9506,125.5954,125.9357,1864511.0
2021-12-20,124.6976,124.6976,121.9946,124.1494,551540.0
2021-12-21,125.5576,127.5612,125.104,126.9753,730002.0
2021-12-22,127.2588,128.185,126.9753,127.8259,471491.0
2021-12-23,128.4213,129.4825,127.9298,127.9393,307493.0
2021-12-24,128.4213,129.4825,127.9298,127.9393,307493.0
2021-12-25,128.4213,129.4825,127.9298,127.9393,307493.0
2021-12-26,128.4213,129.4825,127.9298,127.9393,307493.0
2021-12-27,128.7993,130.406,128.6009,130.1508,312514.0
2021-12-28,129.8768,130.9731,129.8768,130.4722,360700.0
2021-12-29,131.1905,132.4289,130.647,131.9371,303291.0
2021-12-30,131.9371,132.796,131.4551,131.7292,350571.0
2021-12-31,131.6063,133.5343,131.1054,132.5042,556354.0
2022-01-01,131.6063,133.5343,131.1054,132.5042,556354.0
2022-01-02,131.6063,133.5343,131.1054,132.5042,556354.0
2022-01-03,133.0334,133.3548,129.0923,130.3588,417828.0
2022-01-04,131.077,133.7564,130.9542,132.6365,590316.0
2022-01-05,133.2413,135.1221,131.2377,131.3133,687463.0
2022-01-06,131.37,132.9956,130.4911,132.5987,475128.0
2022-01-07,132.3624,132.92,131.2472,131.3133,450375.0
2022-01-08,132.3624,132.92,131.2472,131.3133,450375.0
2022-01-09,132.3624,132.92,131.2472,131.3133,450375.0
2022-01-10,131.0392,131.2472,129.0167,130.4627,597901.0
2022-01-11,130.3304,130.3493,128.0905,129.8673,563227.0
2022-01-12,130.9164,132.1261,130.0894,131.2661,608118.0
2022-01-13,131.096,133.1374,130.7746,131.37,483925.0
2022-01-14,130.2359,131.096,129.1301,130.5289,498637.0
2022-01-15,130.2359,131.096,129.1301,130.5289,498637.0
2022-01-16,130.2359,131.096,129.1301,130.5289,498637.0
2022-01-17,130.2359,131.096,129.1301,130.5289,498637.0
2022-01-18,129.3097,130.1319,127.0792,129.0734,639461.0
2022-01-19,129.5271,130.3777,126.9564,126.9753,542486.0
2022-01-20,127.1643,127.8542,123.8753,124.2817,566960.0
2022-01-21,124.2345,125.6521,123.0436,123.4122,555372.0
2022-01-22,124.2345,125.6521,123.0436,123.4122,555372.0
2022-01-23,124.2345,125.6521,123.0436,123.4122,555372.0
2022-01-24,121.5787,128.0054,121.0834,127.5707,915449.0
2022-01-25,125.1985,126.0443,122.6278,124.4329,745041.0
2022-01-26,125.6994,127.1832,123.9793,124.7826,956877.0
2022-01-27,126.446,127.5329,122.2497,122.7601,587628.0
2022-01-28,122.4766,123.4689,119.8161,123.1759,625168.0
2022-01-29,122.4766,123.4689,119.8161,123.1759,625168.0
2022-01-30,122.4766,123.4689,119.8161,123.1759,625168.0
2022-01-31,122.2308,125.9546,121.9662,125.9168,1185054.0
2022-02-01,126.6067,127.1549,124.3526,126.9091,574200.0
2022-02-02,126.8808,128.2606,125.6994,127.8164,614977.0
2022-02-03,127.6463,127.7786,125.0851,125.4726,439532.0
2022-02-04,124.4518,125.0095,121.4653,122.6939,507777.0
2022-02-05,124.4518,125.0095,121.4653,122.6939,507777.0
2022-02-06,124.4518,125.0095,121.4653,122.6939,507777.0
2022-02-07,122.8641,122.9491,121.0967,121.1723,558929.0
2022-02-08,121.9095,124.14,121.4275,122.9775,477026.0
2022-02-09,123.8564,126.0302,123.8564,124.8488,425477.0
2022-02-10,122.5333,123.2988,119.6412,120.3973,743253.0
2022-02-11,120.7754,121.7394,119.1781,119.7358,503509.0
2022-02-12,120.7754,121.7394,119.1781,119.7358,503509.0
2022-02-13,120.7754,121.7394,119.1781,119.7358,503509.0
2022-02-14,119.4995,121.5834,119.0647,120.0854,795841.0
2022-02-15,121.7583,122.5805,120.5769,121.9284,619173.0
2022-02-16,121.2479,123.4028,120.5769,122.8263,698649.0
2022-02-17,123.2232,126.6209,120.5674,120.6053,902993.0
2022-02-18,121.5598,121.8008,119.5504,119.8964,930521.0
2022-02-19,121.5598,121.8008,119.5504,119.8964,930521.0
2022-02-20,121.5598,121.8008,119.5504,119.8964,930521.0
2022-02-21,121.5598,121.8008,119.5504,119.8964,930521.0
2022-02-22,119.2537,119.6411,115.9931,116.8059,915297.0
2022-02-23,116.7209,117.9211,112.156,112.3167,1178699.0
2022-02-24,109.8972,114.4767,109.2829,114.2258,962944.0
2022-02-25,114.3392,116.9382,114.1596,116.6831,618692.0
2022-02-26,114.3392,116.9382,114.1596,116.6831,618692.0
2022-02-27,114.3392,116.9382,114.1596,116.6831,618692.0
2022-02-28,114.963,115.6623,113.413,115.4544,922747.0
2022-03-01,115.3977,116.9666,113.0727,113.6682,766852.0
2022-03-02,115.4922,118.5355,114.7834,118.0629,939907.0
2022-03-03,118.6389,119.3623,116.9825,117.8773,676971.0
2022-03-04,116.24,116.7731,114.8216,116.6969,838482.0
2022-03-05,116.24,116.7731,114.8216,116.6969,838482.0
2022-03-06,116.24,116.7731,114.8216,116.6969,838482.0
2022-03-07,116.735,116.973,112.4894,112.8892,1245811.0
2022-03-08,113.5556,116.7826,112.6512,114.003,895863.0
2022-03-09,116.002,117.1824,115.3262,115.6689,666041.0
2022-03-10,114.1743,117.1063,113.2795,116.8588,959162.0
2022-03-11,117.3728,118.0392,115.7069,115.8402,626199.0
2022-03-12,117.3728,118.0392,115.7069,115.8402,626199.0
2022-03-13,117.3728,118.0392,115.7069,115.8402,626199.0
2022-03-14,117.1443,118.8959,115.7593,116.2305,761585.0
2022-03-15,117.211,118.8531,116.992,118.5437,727891.0
2022-03-16,119.4956,121.9611,119.4956,121.9135,1097302.0
2022-03-17,120.8283,122.1229,120.8283,121.8945,1083196.0
2022-03-18,122.0849,123.3224,119.3147,122.7988,1806586.0
2022-03-19,122.0849,123.3224,119.3147,122.7988,1806586.0
2022-03-20,122.0849,123.3224,119.3147,122.7988,1806586.0
2022-03-21,122.7988,123.7507,120.5427,122.1134,1124340.0
2022-03-22,123.0273,123.1415,121.3709,121.9992,546941.0
2022-03-23,121.5803,121.8278,120.4951,121.3614,663136.0
2022-03-24,122.0563,122.6751,121.3233,121.9326,524356.0
2022-03-25,122.3228,122.5799,121.1662,122.3609,433791.0
2022-03-26,122.3228,122.5799,121.1662,122.3609,433791.0
2022-03-27,122.3228,122.5799,121.1662,122.3609,433791.0
2022-03-28,122.1325,122.4998,120.5523,121.5042,539980.0
2022-03-29,122.3228,124.1791,121.9754,124.0173,542819.0
2022-03-30,123.3604,124.0173,122.0468,122.637,586524.0
2022-03-31,122.2467,122.8369,119.9525,119.9621,911809.0
2022-04-01,121.0949,121.8183,119.4195,119.8764,687865.0
2022-04-02,121.0949,121.8183,119.4195,119.8764,687865.0
2022-04-03,121.0949,121.8183,119.4195,119.8764,687865.0
2022-04-04,119.8288,123.5317,118.8483,123.0653,1435245.0
2022-04-05,122.3609,123.4033,120.5999,120.7998,854927.0
2022-04-06,119.9716,121.8088,119.2957,121.4756,718215.0
2022-04-07,121.3614,123.4747,119.9335,122.9892,595217.0
2022-04-08,123.0368,125.9211,122.0944,125.6736,992250.0
2022-04-09,123.0368,125.9211,122.0944,125.6736,992250.0
2022-04-10,123.0368,125.9211,122.0944,125.6736,992250.0
2022-04-11,125.6546,127.0349,124.2267,124.379,460669.0
2022-04-12,125.2738,126.7731,124.8074,125.3595,567446.0
2022-04-13,125.3405,126.0592,124.1743,125.1977,568644.0
2022-04-14,125.4832,126.7303,124.5789,124.6455,444363.0
2022-04-15,125.4832,126.7303,124.5789,124.6455,444363.0
2022-04-16,125.4832,126.7303,124.5789,124.6455,444363.0
2022-04-17,125.4832,126.7303,124.5789,124.6455,444363.0
2022-04-18,124.0458,125.9782,124.0458,124.8359,481315.0
2022-04-19,125.0168,127.5394,125.0073,127.3871,558689.0
2022-04-20,128.8245,131.4423,128.8245,131.052,779278.0
2022-04-21,132.3086,134.3271,131.0663,131.4899,994506.0
2022-04-22,131.2519,131.4994,127.0349,127.2158,890600.0
2022-04-23,131.2519,131.4994,127.0349,127.2158,890600.0
2022-04-24,131.2519,131.4994,127.0349,127.2158,890600.0
2022-04-25,127.1586,127.9583,124.1981,127.7108,790833.0
2022-04-26,126.4923,129.0577,126.3495,127.5013,677569.0
2022-04-27,127.7203,129.5289,127.2109,127.4918,696226.0
2022-04-28,127.5584,128.101,124.1029,126.7874,816137.0
2022-04-29,126.2638,127.7298,123.5508,123.7983,1261487.0
2022-04-30,126.2638,127.7298,123.5508,123.7983,1261487.0
2022-05-01,126.2638,127.7298,123.5508,123.7983,1261487.0
2022-05-02,124.5789,126.2162,122.0944,124.2172,744503.0
2022-05-03,124.6075,125.9878,123.6079,125.4356,749125.0
2022-05-04,125.4642,128.8626,124.0839,128.6817,779868.0
2022-05-05,127.3014,128.0915,122.6179,124.0363,775082.0
2022-05-06,123.2748,125.3214,121.6279,124.5028,747470.0
2022-05-07,123.2748,125.3214,121.6279,124.5028,747470.0
2022-05-08,123.2748,125.3214,121.6279,124.5028,747470.0
2022-05-09,122.9892,126.9302,122.7512,125.5975,714214.0
2022-05-10,127.092,127.4918,123.1605,124.6551,823599.0
2022-05-11,124.617,126.102,122.894,123.0463,648099.0
2022-05-12,123.3224,126.3781,122.7227,126.3209,832625.0
2022-05-13,127.1491,128.8911,126.4257,128.301,627972.0
2022-05-14,127.1491,128.8911,126.4257,128.301,627972.0
2022-05-15,127.1491,128.8911,126.4257,128.301,627972.0
2022-05-16,127.9678,130.3476,126.2829,129.7193,627116.0
2022-05-17,130.4142,131.8612,129.9525,130.9949,709012.0
2022-05-18,129.3862,129.3862,123.9982,125.1596,912366.0
2022-05-19,123.9221,127.4395,123.6936,125.6546,956639.0
2022-05-20,126.3685,126.3685,119.5147,122.3609,998983.0
2022-05-21,126.3685,126.3685,119.5147,122.3609,998983.0
2022-05-22,126.3685,126.3685,119.5147,122.3609,998983.0
2022-05-23,123.2177,124.3695,121.8088,123.408,1055565.0
