,UBSI US Equity,UBSI US Equity,UBSI US Equity,UBSI US Equity,UBSI US Equity
2021-03-13,36.2591,36.6573,35.8433,36.0468,634325.0
2021-03-14,36.2591,36.6573,35.8433,36.0468,634325.0
2021-03-15,35.8344,35.8964,35.162,35.5424,518505.0
2021-03-16,35.3124,35.5424,34.6753,35.4982,305342.0
2021-03-17,34.3767,35.5513,34.3767,35.2593,576442.0
2021-03-18,35.7725,36.8166,35.1797,35.2859,530176.0
2021-03-19,34.9673,35.7106,34.2064,35.3035,2077160.0
2021-03-20,34.9673,35.7106,34.2064,35.3035,2077160.0
2021-03-21,34.9673,35.7106,34.2064,35.3035,2077160.0
2021-03-22,34.9231,34.9231,33.7905,34.1268,306219.0
2021-03-23,33.9763,34.2064,32.9677,33.1181,430322.0
2021-03-24,33.6047,34.6311,33.357,33.3924,561058.0
2021-03-25,33.2508,34.4364,33.1004,34.2241,354479.0
2021-03-26,34.7196,35.2505,34.348,35.1089,396000.0
2021-03-27,34.7196,35.2505,34.348,35.1089,396000.0
2021-03-28,34.7196,35.2505,34.348,35.1089,396000.0
2021-03-29,34.4807,35.0735,33.6932,33.8702,408725.0
2021-03-30,34.3037,34.7637,34.1931,34.4984,312241.0
2021-03-31,34.5603,34.9673,33.9763,34.1356,414577.0
2021-04-01,34.1975,34.4453,33.8879,34.4099,419125.0
2021-04-02,34.1975,34.4453,33.8879,34.4099,419125.0
2021-04-03,34.1975,34.4453,33.8879,34.4099,419125.0
2021-04-04,34.1975,34.4453,33.8879,34.4099,419125.0
2021-04-05,34.985,34.985,34.0117,34.2329,364027.0
2021-04-06,34.3568,35.0381,33.8879,34.1622,288173.0
2021-04-07,34.286,34.6576,33.8436,34.0914,246097.0
2021-04-08,33.7994,34.0383,33.18,33.9498,339737.0
2021-04-09,34.0737,34.6223,34.0737,34.4895,318434.0
2021-04-10,34.0737,34.6223,34.0737,34.4895,318434.0
2021-04-11,34.0737,34.6223,34.0737,34.4895,318434.0
2021-04-12,34.7815,34.9894,34.4718,34.6753,437804.0
2021-04-13,34.6753,34.6753,33.6755,33.7994,290448.0
2021-04-14,33.8702,34.8169,33.8702,34.4895,232352.0
2021-04-15,34.4276,34.5072,33.6402,34.4718,271250.0
2021-04-16,34.9496,35.162,34.4099,34.8346,334654.0
2021-04-17,34.9496,35.162,34.4099,34.8346,334654.0
2021-04-18,34.9496,35.162,34.4099,34.8346,334654.0
2021-04-19,34.7196,35.0381,34.0914,34.4011,381013.0
2021-04-20,34.0914,34.4099,33.242,33.3216,398094.0
2021-04-21,33.2508,34.3214,33.242,34.2683,469432.0
2021-04-22,34.2064,34.4984,33.6667,33.7021,287222.0
2021-04-23,33.7463,35.3566,33.7463,35.1,444030.0
2021-04-24,33.7463,35.3566,33.7463,35.1,444030.0
2021-04-25,33.7463,35.3566,33.7463,35.1,444030.0
2021-04-26,35.392,35.9318,34.5382,34.6046,461678.0
2021-04-27,34.6046,34.9319,34.3922,34.8877,285408.0
2021-04-28,34.8788,35.1885,34.4276,34.578,280098.0
2021-04-29,36.0421,36.0421,34.8877,35.0647,315820.0
2021-04-30,34.7284,35.2549,34.6223,34.7461,1173791.0
2021-05-01,34.7284,35.2549,34.6223,34.7461,1173791.0
2021-05-02,34.7284,35.2549,34.6223,34.7461,1173791.0
2021-05-03,35.1266,35.6663,34.9673,35.4894,407700.0
2021-05-04,35.3832,36.0468,35.277,35.6663,814601.0
2021-05-05,35.8787,36.0114,35.3566,35.7902,385719.0
2021-05-06,35.9583,36.0247,35.2328,35.9406,489385.0
2021-05-07,35.3655,36.4538,35.2416,36.2768,488910.0
2021-05-08,35.3655,36.4538,35.2416,36.2768,488910.0
2021-05-09,35.3655,36.4538,35.2416,36.2768,488910.0
2021-05-10,36.5423,36.8785,35.9229,35.9229,367343.0
2021-05-11,35.6663,36.3919,35.6663,36.1441,603640.0
2021-05-12,36.4626,36.8166,35.0558,35.1885,507866.0
2021-05-13,35.1089,37.0643,35.1089,36.8696,552868.0
2021-05-14,37.1616,37.4979,36.7989,37.4182,446400.0
2021-05-15,37.1616,37.4979,36.7989,37.4182,446400.0
2021-05-16,37.1616,37.4979,36.7989,37.4182,446400.0
2021-05-17,37.3032,37.4625,36.8077,37.4359,359453.0
2021-05-18,37.3386,37.604,36.4538,36.4803,551750.0
2021-05-19,36.0468,36.2768,35.392,36.2768,261107.0
2021-05-20,36.1264,36.4096,35.6575,36.1353,263457.0
2021-05-21,36.6131,36.9581,36.4007,36.6573,253561.0
2021-05-22,36.6131,36.9581,36.4007,36.6573,253561.0
2021-05-23,36.6131,36.9581,36.4007,36.6573,253561.0
2021-05-24,36.7104,36.852,36.153,36.2768,256273.0
2021-05-25,36.4184,36.6927,35.0735,35.1089,307064.0
2021-05-26,35.1974,35.8167,34.9143,35.7371,217377.0
2021-05-27,36.2326,36.56,36.0291,36.3742,320483.0
2021-05-28,36.3388,36.4803,35.7813,36.4449,187682.0
2021-05-29,36.3388,36.4803,35.7813,36.4449,187682.0
2021-05-30,36.3388,36.4803,35.7813,36.4449,187682.0
2021-05-31,36.3388,36.4803,35.7813,36.4449,187682.0
2021-06-01,36.7104,37.0201,36.6308,36.905,261234.0
2021-06-02,37.1262,37.1616,36.3565,36.4096,416913.0
2021-06-03,34.7904,35.3389,34.0029,34.5338,1539957.0
2021-06-04,34.4011,34.8435,34.1315,34.7107,554945.0
2021-06-05,34.4011,34.8435,34.1315,34.7107,554945.0
2021-06-06,34.4011,34.8435,34.1315,34.7107,554945.0
2021-06-07,34.7992,35.0204,34.5072,34.6753,524458.0
2021-06-08,34.2418,34.5692,34.1002,34.4453,461701.0
2021-06-09,34.1533,34.1533,33.649,33.6755,351025.0
2021-06-10,34.247,34.247,33.4523,33.4701,310411.0
2021-06-11,33.6844,33.9345,33.4255,33.8273,360821.0
2021-06-12,33.6844,33.9345,33.4255,33.8273,360821.0
2021-06-13,33.6844,33.9345,33.4255,33.8273,360821.0
2021-06-14,33.9345,34.1935,33.3555,33.5862,535649.0
2021-06-15,33.6577,34.7561,33.6406,34.4792,662033.0
2021-06-16,34.2738,35.0865,33.9881,34.9168,512306.0
2021-06-17,35.2651,35.2651,33.6219,33.7023,729822.0
2021-06-18,33.2111,33.4523,32.3449,32.4699,2181442.0
2021-06-19,33.2111,33.4523,32.3449,32.4699,2181442.0
2021-06-20,33.2111,33.4523,32.3449,32.4699,2181442.0
2021-06-21,32.9075,33.863,32.9075,33.5326,714400.0
2021-06-22,33.488,33.6577,32.9611,33.488,443297.0
2021-06-23,33.613,33.8497,33.3898,33.6934,435350.0
2021-06-24,33.7916,34.3006,33.5416,34.2738,360883.0
2021-06-25,34.3542,34.5775,33.872,34.0238,1618372.0
2021-06-26,34.3542,34.5775,33.872,34.0238,1618372.0
2021-06-27,34.3542,34.5775,33.872,34.0238,1618372.0
2021-06-28,33.7559,33.7827,32.9432,33.2022,467881.0
2021-06-29,33.5058,33.6473,32.6218,32.7111,396234.0
2021-06-30,32.5682,32.7825,32.3185,32.595,516958.0
2021-07-01,32.9075,33.1308,32.595,32.8182,691086.0
2021-07-02,32.7557,32.8986,32.3896,32.6664,439599.0
2021-07-03,32.7557,32.8986,32.3896,32.6664,439599.0
2021-07-04,32.7557,32.8986,32.3896,32.6664,439599.0
2021-07-05,32.7557,32.8986,32.3896,32.6664,439599.0
2021-07-06,32.4789,32.5329,31.4876,31.693,647823.0
2021-07-07,31.4519,32.0145,31.3001,31.5055,467899.0
2021-07-08,30.8357,31.184,30.4339,30.7107,502117.0
2021-07-09,31.2108,31.7645,30.9518,31.7198,537565.0
2021-07-10,31.2108,31.7645,30.9518,31.7198,537565.0
2021-07-11,31.2108,31.7645,30.9518,31.7198,537565.0
2021-07-12,31.3269,32.0145,31.2465,31.9609,361228.0
2021-07-13,31.9074,31.9074,31.3269,31.3983,318814.0
2021-07-14,31.4876,31.9609,31.1036,31.4162,317143.0
2021-07-15,31.1215,31.9609,31.0501,31.8806,377374.0
2021-07-16,32.1663,32.1663,31.0233,31.1304,497556.0
2021-07-17,32.1663,32.1663,31.0233,31.1304,497556.0
2021-07-18,32.1663,32.1663,31.0233,31.1304,497556.0
2021-07-19,30.6303,30.8536,29.8716,30.1303,607303.0
2021-07-20,30.1303,31.5234,30.1303,30.7554,705955.0
2021-07-21,31.1036,31.5144,30.9875,31.0858,393390.0
2021-07-22,30.934,30.934,30.0856,30.166,436214.0
2021-07-23,30.7598,31.7734,30.2196,30.6214,361821.0
2021-07-24,30.7598,31.7734,30.2196,30.6214,361821.0
2021-07-25,30.7598,31.7734,30.2196,30.6214,361821.0
2021-07-26,30.7643,31.4162,30.6661,31.2108,474605.0
2021-07-27,30.8,31.309,30.6482,31.0322,383105.0
2021-07-28,31.1572,31.5769,30.5991,31.2733,413786.0
2021-07-29,31.6216,31.7377,31.1661,31.318,416708.0
2021-07-30,31.1483,31.7466,30.7643,30.8447,1988526.0
2021-07-31,31.1483,31.7466,30.7643,30.8447,1988526.0
2021-08-01,31.1483,31.7466,30.7643,30.8447,1988526.0
2021-08-02,30.9161,31.5993,30.2463,30.2642,413058.0
2021-08-03,30.7375,30.8268,29.8802,30.6929,299137.0
2021-08-04,30.2196,30.7018,30.1481,30.2821,238665.0
2021-08-05,30.3803,30.8893,30.3714,30.7911,221127.0
2021-08-06,31.309,31.9252,30.925,31.702,328124.0
2021-08-07,31.309,31.9252,30.925,31.702,328124.0
2021-08-08,31.309,31.9252,30.925,31.702,328124.0
2021-08-09,31.5144,31.6484,31.1572,31.1929,322568.0
2021-08-10,31.1126,31.8806,31.0947,31.8448,335308.0
2021-08-11,32.0681,32.2378,31.7332,32.2288,350944.0
2021-08-12,32.2288,32.336,31.8806,32.2288,422922.0
2021-08-13,32.1217,32.1217,31.8091,31.9788,238856.0
2021-08-14,32.1217,32.1217,31.8091,31.9788,238856.0
2021-08-15,32.1217,32.1217,31.8091,31.9788,238856.0
2021-08-16,31.6573,32.0413,31.4519,32.0234,356513.0
2021-08-17,31.6394,31.9609,31.2376,31.7377,338407.0
2021-08-18,31.3894,32.0592,31.3001,31.3626,232958.0
2021-08-19,31.0768,31.4876,30.925,31.3358,391899.0
2021-08-20,31.3001,32.0234,31.3001,32.0234,450768.0
2021-08-21,31.3001,32.0234,31.3001,32.0234,450768.0
2021-08-22,31.3001,32.0234,31.3001,32.0234,450768.0
2021-08-23,32.3092,32.3449,32.0145,32.0592,269915.0
2021-08-24,32.0234,32.3092,31.8984,32.2378,242854.0
2021-08-25,32.3271,32.8004,31.7913,32.4253,290161.0
2021-08-26,32.4253,32.5682,32.077,32.1306,410166.0
2021-08-27,32.1842,32.9432,32.1842,32.9165,379339.0
2021-08-28,32.1842,32.9432,32.1842,32.9165,379339.0
2021-08-29,32.1842,32.9432,32.1842,32.9165,379339.0
2021-08-30,32.9522,32.9522,32.2378,32.2735,259887.0
2021-08-31,32.3181,32.6128,32.1127,32.4432,308248.0
2021-09-01,32.4074,32.4789,31.8538,32.2646,369032.0
2021-09-02,31.9252,32.6039,31.9252,32.2199,375253.0
2021-09-03,32.3271,32.4521,31.9163,32.0234,260424.0
2021-09-04,32.3271,32.4521,31.9163,32.0234,260424.0
2021-09-05,32.3271,32.4521,31.9163,32.0234,260424.0
2021-09-06,32.3271,32.4521,31.9163,32.0234,260424.0
2021-09-07,32.1306,32.2824,31.6216,31.6394,376064.0
2021-09-08,31.443,31.5546,30.8447,31.0411,513665.0
2021-09-09,31.0772,31.3298,30.7705,30.8517,444369.0
2021-09-10,30.969,31.0682,30.139,30.1932,496012.0
2021-09-11,30.969,31.0682,30.139,30.1932,496012.0
2021-09-12,30.969,31.0682,30.139,30.1932,496012.0
2021-09-13,30.4818,30.7254,30.1751,30.536,429334.0
2021-09-14,30.7254,30.7254,29.5166,29.6609,394651.0
2021-09-15,29.697,30.1481,29.6699,30.0939,417918.0
2021-09-16,30.3465,30.3465,29.5346,29.5978,461059.0
2021-09-17,29.7872,30.1932,29.6519,29.8143,2861657.0
2021-09-18,29.7872,30.1932,29.6519,29.8143,2861657.0
2021-09-19,29.7872,30.1932,29.6519,29.8143,2861657.0
2021-09-20,29.1828,29.4534,28.6325,29.1918,605079.0
2021-09-21,29.3452,29.5256,28.822,28.9934,354332.0
2021-09-22,29.3993,29.679,29.2926,29.4083,374337.0
2021-09-23,29.6519,30.572,29.6384,30.3826,449692.0
2021-09-24,30.3014,30.6983,30.2022,30.4006,381906.0
2021-09-25,30.3014,30.6983,30.2022,30.4006,381906.0
2021-09-26,30.3014,30.6983,30.2022,30.4006,381906.0
2021-09-27,30.7525,31.8079,30.7525,31.6455,482058.0
2021-09-28,31.844,32.2048,31.6455,31.8801,1163687.0
2021-09-29,31.8801,32.8092,31.6816,32.7641,732580.0
2021-09-30,33.0979,33.4858,32.8002,32.8183,1240641.0
2021-10-01,32.8363,33.558,32.6198,33.0708,647862.0
2021-10-02,32.8363,33.558,32.6198,33.0708,647862.0
2021-10-03,32.8363,33.558,32.6198,33.0708,647862.0
2021-10-04,33.0257,33.5515,32.692,33.2783,584075.0
2021-10-05,33.3866,33.5219,32.8002,32.8363,477745.0
2021-10-06,32.0966,32.6469,32.0966,32.6018,441581.0
2021-10-07,32.8543,33.3325,32.7912,33.3144,430060.0
2021-10-08,33.2693,33.4136,33.0708,33.2062,370902.0
2021-10-09,33.2693,33.4136,33.0708,33.2062,370902.0
2021-10-10,33.2693,33.4136,33.0708,33.2062,370902.0
2021-10-11,33.5129,33.5129,32.7732,32.7822,260036.0
2021-10-12,32.7822,32.8814,32.489,32.5206,325449.0
2021-10-13,32.5206,32.5657,31.844,32.295,371462.0
2021-10-14,32.6378,32.9265,32.3492,32.8994,280647.0
2021-10-15,33.3595,33.3595,32.6469,32.701,455055.0
2021-10-16,33.3595,33.3595,32.6469,32.701,455055.0
2021-10-17,33.3595,33.3595,32.6469,32.701,455055.0
2021-10-18,31.5689,33.0118,31.5689,32.4845,317789.0
2021-10-19,32.701,32.9491,32.3492,32.701,269321.0
2021-10-20,32.6378,33.2513,32.6378,33.2332,416784.0
2021-10-21,33.1701,33.3144,32.8453,33.2513,520133.0
2021-10-22,33.152,33.5219,32.8183,33.4678,437657.0
2021-10-23,33.152,33.5219,32.8183,33.4678,437657.0
2021-10-24,33.152,33.5219,32.8183,33.4678,437657.0
2021-10-25,33.7113,33.9188,33.3234,33.7925,622442.0
2021-10-26,33.8196,33.991,33.1159,33.4768,569970.0
2021-10-27,33.4407,33.4407,31.7998,31.835,651711.0
2021-10-28,31.9252,32.9355,31.862,32.8994,448598.0
2021-10-29,32.8724,33.4768,32.8363,33.3685,1823811.0
2021-10-30,32.8724,33.4768,32.8363,33.3685,1823811.0
2021-10-31,32.8724,33.4768,32.8363,33.3685,1823811.0
2021-11-01,33.6482,34.7036,33.6482,34.6946,758010.0
2021-11-02,34.6766,34.7307,33.8286,33.8917,313323.0
2021-11-03,33.8106,34.9111,33.8106,34.6134,441445.0
2021-11-04,34.6044,34.6044,33.6392,33.9459,391400.0
2021-11-05,34.3338,34.9562,34.2887,34.5683,409961.0
2021-11-06,34.3338,34.9562,34.2887,34.5683,409961.0
2021-11-07,34.3338,34.9562,34.2887,34.5683,409961.0
2021-11-08,34.6585,34.9472,32.8994,34.5593,294668.0
2021-11-09,34.3969,34.6766,34.1263,34.5683,414380.0
2021-11-10,34.6405,34.9472,34.5954,34.7217,280915.0
2021-11-11,34.8299,35.0735,34.6224,35.0194,300671.0
2021-11-12,35.0284,35.0284,34.3789,34.6856,258305.0
2021-11-13,35.0284,35.0284,34.3789,34.6856,258305.0
2021-11-14,35.0284,35.0284,34.3789,34.6856,258305.0
2021-11-15,34.8841,35.0284,34.5052,34.848,492581.0
2021-11-16,34.7487,35.0013,34.4465,34.8029,565601.0
2021-11-17,34.6495,34.6946,34.1714,34.5232,378089.0
2021-11-18,34.5864,34.6315,34.2616,34.5503,468134.0
2021-11-19,34.1443,34.5007,33.8106,34.451,360414.0
2021-11-20,34.1443,34.5007,33.8106,34.451,360414.0
2021-11-21,34.1443,34.5007,33.8106,34.451,360414.0
2021-11-22,34.866,35.5516,34.6224,35.0645,598174.0
2021-11-23,35.3983,35.5516,35.2178,35.272,326349.0
2021-11-24,35.0374,35.2449,34.9201,35.0464,314037.0
2021-11-25,35.0374,35.2449,34.9201,35.0464,314037.0
2021-11-26,33.6752,34.5367,32.3943,32.6739,471948.0
2021-11-27,33.6752,34.5367,32.3943,32.6739,471948.0
2021-11-28,33.6752,34.5367,32.3943,32.6739,471948.0
2021-11-29,33.3144,33.576,32.6198,32.9716,604966.0
2021-11-30,32.5386,32.8994,32.1056,32.2319,568763.0
2021-12-01,32.9518,33.5077,32.0314,32.0497,549086.0
2021-12-02,32.5326,34.1456,32.4233,33.8904,1421741.0
2021-12-03,34.0636,34.1365,32.1955,32.2228,3593271.0
2021-12-04,34.0636,34.1365,32.1955,32.2228,3593271.0
2021-12-05,34.0636,34.1365,32.1955,32.2228,3593271.0
2021-12-06,32.7878,34.2094,32.7058,33.9087,942434.0
2021-12-07,34.0636,34.1729,33.2161,33.3892,611891.0
2021-12-08,33.3892,33.453,33.0247,33.1067,448447.0
2021-12-09,33.0703,33.2343,32.4825,32.8425,377601.0
2021-12-10,33.0612,33.2343,32.3413,32.9974,372929.0
2021-12-11,33.0612,33.2343,32.3413,32.9974,372929.0
2021-12-12,33.0612,33.2343,32.3413,32.9974,372929.0
2021-12-13,32.7696,33.0247,32.1408,32.4051,564407.0
2021-12-14,32.4324,33.1887,32.3777,32.5053,786679.0
2021-12-15,32.159,32.3321,31.5393,31.8674,804998.0
2021-12-16,32.4051,32.6693,31.7307,31.913,665134.0
2021-12-17,31.8309,32.077,30.9926,31.8218,1849871.0
2021-12-18,31.8309,32.077,30.9926,31.8218,1849871.0
2021-12-19,31.8309,32.077,30.9926,31.8218,1849871.0
2021-12-20,31.4026,32.2592,30.3775,31.1019,601882.0
2021-12-21,31.4938,32.0041,31.2113,31.8401,697809.0
2021-12-22,31.676,32.2046,31.4938,32.1955,541319.0
2021-12-23,32.4962,33.0065,32.4962,32.8425,436347.0
2021-12-24,32.4962,33.0065,32.4962,32.8425,436347.0
2021-12-25,32.4962,33.0065,32.4962,32.8425,436347.0
2021-12-26,32.4962,33.0065,32.4962,32.8425,436347.0
2021-12-27,33.3528,33.3528,32.5964,33.207,399525.0
2021-12-28,33.0794,33.5806,32.9154,33.3528,313798.0
2021-12-29,33.3619,33.4986,33.0521,33.1796,574685.0
2021-12-30,33.3072,33.7537,33.0521,33.0976,377092.0
2021-12-31,32.9063,33.2252,32.8334,33.0612,345607.0
2022-01-01,32.9063,33.2252,32.8334,33.0612,345607.0
2022-01-02,32.9063,33.2252,32.8334,33.0612,345607.0
2022-01-03,33.4621,34.0545,33.3528,33.6626,684982.0
2022-01-04,33.9451,34.8564,33.2525,34.4828,648652.0
2022-01-05,34.5192,34.8108,34.0545,34.0818,546816.0
2022-01-06,34.4372,35.1207,34.1091,35.0478,760922.0
2022-01-07,35.066,35.5216,34.7653,35.4396,562226.0
2022-01-08,35.066,35.5216,34.7653,35.4396,562226.0
2022-01-09,35.066,35.5216,34.7653,35.4396,562226.0
2022-01-10,35.5763,35.9773,35.4852,35.877,702156.0
2022-01-11,35.9408,35.9955,35.4396,35.9135,596636.0
2022-01-12,35.9681,35.9955,35.0569,35.394,729171.0
2022-01-13,36.2643,36.2643,35.5034,35.7768,541335.0
2022-01-14,35.5125,35.8861,35.1207,35.795,458940.0
2022-01-15,35.5125,35.8861,35.1207,35.795,458940.0
2022-01-16,35.5125,35.8861,35.1207,35.795,458940.0
2022-01-17,35.5125,35.8861,35.1207,35.795,458940.0
2022-01-18,35.7403,35.9773,35.3348,35.4669,456086.0
2022-01-19,35.6401,35.6948,34.6741,34.7197,426779.0
2022-01-20,34.6195,35.2209,33.6535,33.7082,583711.0
2022-01-21,33.3892,34.2549,33.2708,33.3163,722705.0
2022-01-22,33.3892,34.2549,33.2708,33.3163,722705.0
2022-01-23,33.3892,34.2549,33.2708,33.3163,722705.0
2022-01-24,32.9396,34.0545,32.7331,33.9998,831398.0
2022-01-25,33.7264,34.3916,32.8789,34.0089,726001.0
2022-01-26,34.0909,34.4372,32.7058,33.2434,675359.0
2022-01-27,33.1614,33.7537,31.7307,32.077,836094.0
2022-01-28,32.323,32.323,31.1931,32.0497,901141.0
2022-01-29,32.323,32.323,31.1931,32.0497,901141.0
2022-01-30,32.323,32.323,31.1931,32.0497,901141.0
2022-01-31,31.7945,32.2775,31.3844,32.1955,2904624.0
2022-02-01,32.0041,33.1796,31.5484,33.0794,834100.0
2022-02-02,32.9154,33.0794,32.2228,32.4506,511707.0
2022-02-03,32.5326,32.9154,32.1499,32.2228,589572.0
2022-02-04,32.3959,32.9883,32.0405,32.7331,437228.0
2022-02-05,32.3959,32.9883,32.0405,32.7331,437228.0
2022-02-06,32.3959,32.9883,32.0405,32.7331,437228.0
2022-02-07,32.7604,33.0338,32.4962,32.7969,464499.0
2022-02-08,33.1979,33.6991,33.0976,33.5897,501100.0
2022-02-09,33.1705,33.5533,32.8242,32.9883,541724.0
2022-02-10,32.9792,33.4166,32.6602,32.8607,466844.0
2022-02-11,32.806,33.4895,32.5691,32.7422,439467.0
2022-02-12,32.806,33.4895,32.5691,32.7422,439467.0
2022-02-13,32.806,33.4895,32.5691,32.7422,439467.0
2022-02-14,32.9609,33.2343,32.478,32.8242,560562.0
2022-02-15,33.1796,33.7537,32.97,33.7173,592374.0
2022-02-16,33.4348,34.1274,33.4348,33.8995,478538.0
2022-02-17,33.5077,33.5988,32.9792,33.0247,461984.0
2022-02-18,32.9609,33.5897,32.888,33.4621,537852.0
2022-02-19,32.9609,33.5897,32.888,33.4621,537852.0
2022-02-20,32.9609,33.5897,32.888,33.4621,537852.0
2022-02-21,32.9609,33.5897,32.888,33.4621,537852.0
2022-02-22,33.5077,33.5077,32.7878,33.0429,553456.0
2022-02-23,33.2161,33.5259,32.5964,32.7422,473556.0
2022-02-24,31.7398,32.0132,30.9106,31.8947,676360.0
2022-02-25,32.1043,33.4348,32.1043,33.3619,533410.0
2022-02-26,32.1043,33.4348,32.1043,33.3619,533410.0
2022-02-27,32.1043,33.4348,32.1043,33.3619,533410.0
2022-02-28,32.5873,33.453,32.5873,33.371,680019.0
2022-03-01,33.0065,33.1887,31.2022,31.6214,810828.0
2022-03-02,31.8492,33.0429,31.8492,32.6511,779972.0
2022-03-03,32.806,32.806,32.3276,32.6693,629678.0
2022-03-04,32.0679,32.3504,31.3844,31.8036,593118.0
2022-03-05,32.0679,32.3504,31.3844,31.8036,593118.0
2022-03-06,32.0679,32.3504,31.3844,31.8036,593118.0
2022-03-07,31.6487,32.1408,30.9197,30.9561,862337.0
2022-03-08,31.5849,31.594,30.6007,30.7374,1110133.0
2022-03-09,31.5211,31.9494,31.4118,31.5667,667684.0
2022-03-10,31.3825,32.2849,31.2168,32.1929,562909.0
2022-03-11,32.552,33.1782,32.4323,32.8375,723754.0
2022-03-12,32.552,33.1782,32.4323,32.8375,723754.0
2022-03-13,32.552,33.1782,32.4323,32.8375,723754.0
2022-03-14,33.2518,33.8228,32.8651,33.0585,721375.0
2022-03-15,33.1598,33.5189,32.4783,32.9019,600130.0
2022-03-16,33.1874,33.6478,32.4783,33.4636,855180.0
2022-03-17,32.948,33.3347,32.5244,32.9111,716654.0
2022-03-18,32.9295,32.9295,31.8982,32.506,2567266.0
2022-03-19,32.9295,32.9295,31.8982,32.506,2567266.0
2022-03-20,32.9295,32.9295,31.8982,32.506,2567266.0
2022-03-21,32.6533,32.8403,32.1744,32.4139,725904.0
2022-03-22,32.7546,33.1874,32.5612,32.6901,613146.0
2022-03-23,32.3678,32.7362,31.668,31.7601,631150.0
2022-03-24,31.9258,32.3126,31.5851,32.1652,662590.0
2022-03-25,32.3862,32.9019,32.1837,32.8743,626965.0
2022-03-26,32.3862,32.9019,32.1837,32.8743,626965.0
2022-03-27,32.3862,32.9019,32.1837,32.8743,626965.0
2022-03-28,32.6165,32.994,32.0732,32.994,568799.0
2022-03-29,33.3623,33.6846,32.9019,33.3623,712875.0
2022-03-30,33.5833,33.6018,32.331,32.5612,807485.0
2022-03-31,32.5428,32.9295,32.0363,32.1192,758096.0
2022-04-01,32.3402,32.773,32.0547,32.2665,1190043.0
2022-04-02,32.3402,32.773,32.0547,32.2665,1190043.0
2022-04-03,32.3402,32.773,32.0547,32.2665,1190043.0
2022-04-04,32.0732,32.1929,31.4194,31.7877,604943.0
2022-04-05,31.7693,32.0916,31.3917,31.4746,790360.0
2022-04-06,31.3549,31.4912,31.0188,31.0786,721664.0
2022-04-07,31.1707,31.2628,30.5538,30.9866,675468.0
2022-04-08,31.4654,31.4654,30.9129,30.9589,744998.0
2022-04-09,31.4654,31.4654,30.9129,30.9589,744998.0
2022-04-10,31.4654,31.4654,30.9129,30.9589,744998.0
2022-04-11,30.9313,31.6864,30.9313,31.1799,610796.0
2022-04-12,31.0786,31.5667,30.8116,31.0142,542608.0
2022-04-13,30.8945,31.7509,30.6735,31.6588,543209.0
2022-04-14,31.6588,31.8798,31.2168,31.4654,533742.0
2022-04-15,31.6588,31.8798,31.2168,31.4654,533742.0
2022-04-16,31.6588,31.8798,31.2168,31.4654,533742.0
2022-04-17,31.6588,31.8798,31.2168,31.4654,533742.0
2022-04-18,31.3917,31.668,31.2904,31.447,430882.0
2022-04-19,31.4654,32.1929,30.5353,32.1284,851279.0
2022-04-20,32.3862,32.7454,32.2573,32.5612,648863.0
2022-04-21,32.8006,32.948,31.9074,32.0455,698312.0
2022-04-22,32.0363,32.0455,31.2444,31.2628,657048.0
2022-04-23,32.0363,32.0455,31.2444,31.2628,657048.0
2022-04-24,32.0363,32.0455,31.2444,31.2628,657048.0
2022-04-25,31.0786,31.7324,30.5906,31.6956,982849.0
2022-04-26,31.1063,32.0962,31.1063,31.2168,927865.0
2022-04-27,31.1431,31.5206,30.8392,31.1431,865698.0
2022-04-28,31.1799,31.5299,30.8116,31.226,894630.0
2022-04-29,31.1615,31.3825,30.4893,30.6274,4257302.0
2022-04-30,31.1615,31.3825,30.4893,30.6274,4257302.0
2022-05-01,31.1615,31.3825,30.4893,30.6274,4257302.0
2022-05-02,31.1155,31.253,30.4893,31.1799,1026561.0
2022-05-03,31.1891,32.1284,31.0602,32.0271,766201.0
2022-05-04,31.9534,32.7868,31.7785,32.727,985266.0
2022-05-05,32.3218,32.4139,31.6956,32.2481,746481.0
2022-05-06,32.2481,32.2481,31.5667,31.8798,711282.0
2022-05-07,32.2481,32.2481,31.5667,31.8798,711282.0
2022-05-08,32.2481,32.2481,31.5667,31.8798,711282.0
2022-05-09,31.6404,32.4967,31.6127,32.1837,829946.0
2022-05-10,32.2665,32.6441,31.2812,31.7601,813535.0
2022-05-11,31.9166,32.4047,31.3365,31.4009,755625.0
2022-05-12,31.5391,31.8245,30.9497,31.8061,847516.0
2022-05-13,32.0363,32.2389,31.5759,31.8614,697252.0
2022-05-14,32.0363,32.2389,31.5759,31.8614,697252.0
2022-05-15,32.0363,32.2389,31.5759,31.8614,697252.0
2022-05-16,31.7048,32.2481,31.3963,31.9074,676514.0
2022-05-17,32.3678,32.8467,32.2757,32.8282,693496.0
2022-05-18,32.6165,33.0308,32.4507,32.7914,770981.0
2022-05-19,32.4323,32.6993,32.156,32.1837,800991.0
2022-05-20,32.4783,32.6993,31.9074,32.5612,697049.0
2022-05-21,32.4783,32.6993,31.9074,32.5612,697049.0
2022-05-22,32.4783,32.6993,31.9074,32.5612,697049.0
2022-05-23,33.0677,33.8412,32.9111,33.4913,684353.0
2022-05-24,33.3808,33.6662,32.7822,33.611,531107.0
2022-05-25,33.5005,34.1727,33.436,33.6754,593028.0
