,MBWM US Equity,MBWM US Equity,MBWM US Equity,MBWM US Equity,MBWM US Equity
2020-03-19,18.8975,20.6758,18.5047,20.1058,81223.0
2020-03-20,20.0122,20.3185,17.868,17.9276,97188.0
2020-03-21,20.0122,20.3185,17.868,17.9276,97188.0
2020-03-22,20.0122,20.3185,17.868,17.9276,97188.0
2020-03-23,18.4211,18.4211,16.0769,16.6428,77747.0
2020-03-24,17.3405,18.5827,17.0852,17.9956,62531.0
2020-03-25,18.319,18.7103,17.4851,17.9871,69504.0
2020-03-26,18.0892,18.8465,17.8063,18.6082,79296.0
2020-03-27,17.6638,18.2934,17.1618,17.2384,88164.0
2020-03-28,17.6638,18.2934,17.1618,17.2384,88164.0
2020-03-29,17.6638,18.2934,17.1618,17.2384,88164.0
2020-03-30,17.383,17.4426,16.5917,17.2043,86663.0
2020-03-31,17.0767,18.0126,16.7704,18.0126,88995.0
2020-04-01,17.1192,17.2213,16.2769,16.4471,78367.0
2020-04-02,16.3024,17.5277,16.3024,17.1448,44411.0
2020-04-03,17.0512,17.0512,15.86,16.2599,54765.0
2020-04-04,17.0512,17.0512,15.86,16.2599,54765.0
2020-04-05,17.0512,17.0512,15.86,16.2599,54765.0
2020-04-06,16.9746,17.9361,16.8895,17.8765,80305.0
2020-04-07,18.37,19.1719,17.4936,18.0892,75343.0
2020-04-08,18.3615,18.5912,17.6468,18.3104,60392.0
2020-04-09,18.6508,20.0122,18.6508,19.9866,88975.0
2020-04-10,18.6508,20.0122,18.6508,19.9866,88975.0
2020-04-11,18.6508,20.0122,18.6508,19.9866,88975.0
2020-04-12,18.6508,20.0122,18.6508,19.9866,88975.0
2020-04-13,19.7569,20.0547,18.8295,19.3145,53008.0
2020-04-14,19.7484,19.876,18.5232,18.7784,52345.0
2020-04-15,17.868,18.6465,17.4511,17.4936,45866.0
2020-04-16,17.4426,17.5447,16.2684,17.0597,87207.0
2020-04-17,17.6127,18.5742,17.4511,18.4466,59428.0
2020-04-18,17.6127,18.5742,17.4511,18.4466,59428.0
2020-04-19,17.6127,18.5742,17.4511,18.4466,59428.0
2020-04-20,18.4466,18.889,17.8595,18.6763,43668.0
2020-04-21,18.7103,19.0327,17.4176,18.2679,53611.0
2020-04-22,18.8039,18.9231,18.0376,18.1488,47827.0
2020-04-23,18.1998,18.8465,18.1998,18.5912,47853.0
2020-04-24,18.4976,18.6593,17.7148,18.6082,54028.0
2020-04-25,18.4976,18.6593,17.7148,18.6082,54028.0
2020-04-26,18.4976,18.6593,17.7148,18.6082,54028.0
2020-04-27,18.889,19.8377,18.5742,19.6463,54460.0
2020-04-28,19.9611,20.395,19.8165,20.0462,38945.0
2020-04-29,20.863,22.1904,20.4546,21.4246,82101.0
2020-04-30,20.8715,21.5948,19.6973,20.0802,48345.0
2020-05-01,19.5527,20.0802,18.7189,19.3485,59238.0
2020-05-02,19.5527,20.0802,18.7189,19.3485,59238.0
2020-05-03,19.5527,20.0802,18.7189,19.3485,59238.0
2020-05-04,18.9911,19.3489,18.5317,19.0847,28090.0
2020-05-05,19.5527,21.1949,18.1998,18.2594,48544.0
2020-05-06,18.353,19.2628,17.6468,17.8595,70753.0
2020-05-07,18.1743,18.3955,17.6978,17.9531,82950.0
2020-05-08,18.3955,19.3825,18.3955,19.2294,59827.0
2020-05-09,18.3955,19.3825,18.3955,19.2294,59827.0
2020-05-10,18.3955,19.3825,18.3955,19.2294,59827.0
2020-05-11,18.821,18.838,18.0892,18.1233,67156.0
2020-05-12,18.4891,18.5529,17.4426,17.4936,65570.0
2020-05-13,17.2128,17.2128,16.2088,16.7449,62271.0
2020-05-14,16.3365,17.2043,16.2812,17.0086,58150.0
2020-05-15,16.9065,17.149,16.5917,16.8129,52351.0
2020-05-16,16.9065,17.149,16.5917,16.8129,52351.0
2020-05-17,16.9065,17.149,16.5917,16.8129,52351.0
2020-05-18,17.5872,18.7742,17.5872,18.6763,60576.0
2020-05-19,18.4551,18.4551,17.3064,17.349,41586.0
2020-05-20,17.868,18.7103,17.8595,18.4551,43883.0
2020-05-21,18.387,18.7869,18.2849,18.2934,23228.0
2020-05-22,18.2424,18.3445,17.7829,18.0212,27198.0
2020-05-23,18.2424,18.3445,17.7829,18.0212,27198.0
2020-05-24,18.2424,18.3445,17.7829,18.0212,27198.0
2020-05-25,18.2424,18.3445,17.7829,18.0212,27198.0
2020-05-26,18.9826,19.5102,18.7529,19.2464,61918.0
2020-05-27,20.0462,21.297,19.7229,20.9651,49961.0
2020-05-28,21.382,22.0968,19.9951,20.0717,42618.0
2020-05-29,19.7144,20.0462,19.1443,19.5187,35772.0
2020-05-30,19.7144,20.0462,19.1443,19.5187,35772.0
2020-05-31,19.7144,20.0462,19.1443,19.5187,35772.0
2020-06-01,19.7399,19.8505,18.9571,18.9826,65131.0
2020-06-02,19.2889,19.4676,18.8775,19.0081,39368.0
2020-06-03,19.5952,20.4036,19.2039,20.1058,57645.0
2020-06-04,19.8044,20.3641,19.4941,20.2952,45489.0
2020-06-05,21.5782,21.647,20.631,21.2854,67752.0
2020-06-06,21.5782,21.647,20.631,21.2854,67752.0
2020-06-07,21.5782,21.647,20.631,21.2854,67752.0
2020-06-08,21.8795,22.224,21.6815,22.1723,50033.0
2020-06-09,21.6126,21.8795,20.9022,21.5868,46861.0
2020-06-10,21.4318,21.4318,20.1144,20.166,60902.0
2020-06-11,18.9691,19.1973,18.2975,18.4095,70346.0
2020-06-12,19.4772,19.4772,18.3406,18.995,57061.0
2020-06-13,19.4772,19.4772,18.3406,18.995,57061.0
2020-06-14,19.4772,19.4772,18.3406,18.995,57061.0
2020-06-15,18.1598,19.1629,18.0134,19.0294,41311.0
2020-06-16,19.9421,20.0412,19.2318,19.7699,48203.0
2020-06-17,20.1919,20.3124,18.8917,18.9089,49390.0
2020-06-18,18.6419,19.3652,18.6419,19.1586,44441.0
2020-06-19,19.4686,19.4686,18.6333,18.8572,128409.0
2020-06-20,19.4686,19.4686,18.6333,18.8572,128409.0
2020-06-21,19.4686,19.4686,18.6333,18.8572,128409.0
2020-06-22,18.6678,19.0725,18.4956,18.8744,34495.0
2020-06-23,19.2705,19.503,18.6075,18.6592,34785.0
2020-06-24,18.3578,18.4439,17.7981,17.9962,54292.0
2020-06-25,17.7981,18.7539,17.5053,18.7367,49781.0
2020-06-26,18.2975,19.2361,17.2384,18.2889,221318.0
2020-06-27,18.2975,19.2361,17.2384,18.2889,221318.0
2020-06-28,18.2975,19.2361,17.2384,18.2889,221318.0
2020-06-29,18.2028,19.0122,18.2028,18.8486,56975.0
2020-06-30,18.6419,19.5547,18.6419,19.46,57235.0
2020-07-01,19.4341,19.4341,18.022,18.2286,50958.0
2020-07-02,18.7969,19.0208,17.9962,18.1081,35840.0
2020-07-03,18.7969,19.0208,17.9962,18.1081,35840.0
2020-07-04,18.7969,19.0208,17.9962,18.1081,35840.0
2020-07-05,18.7969,19.0208,17.9962,18.1081,35840.0
2020-07-06,18.5817,18.7453,18.1511,18.2631,24283.0
2020-07-07,18.1339,18.3234,17.6517,17.712,40563.0
2020-07-08,17.6345,17.8325,17.2212,17.4881,36743.0
2020-07-09,17.359,17.5053,16.8337,16.9284,59065.0
2020-07-10,17.2169,17.7809,17.1093,17.7551,30619.0
2020-07-11,17.2169,17.7809,17.1093,17.7551,30619.0
2020-07-12,17.2169,17.7809,17.1093,17.7551,30619.0
2020-07-13,18.0909,18.2372,17.3547,17.9617,26673.0
2020-07-14,17.9445,18.2114,17.5484,17.8153,24810.0
2020-07-15,18.4095,18.685,18.1167,18.4525,59615.0
2020-07-16,18.4095,18.6936,18.1081,18.4525,30537.0
2020-07-17,18.3664,18.6419,18.0823,18.2028,43432.0
2020-07-18,18.3664,18.6419,18.0823,18.2028,43432.0
2020-07-19,18.3664,18.6419,18.0823,18.2028,43432.0
2020-07-20,18.0306,18.3061,17.8325,18.177,57282.0
2020-07-21,19.2016,19.9508,18.586,19.8905,60390.0
2020-07-22,19.7269,19.9249,18.8142,19.0639,53282.0
2020-07-23,19.0208,19.7441,19.0208,19.5116,34240.0
2020-07-24,19.5805,19.8905,19.3652,19.4341,48938.0
2020-07-25,19.5805,19.8905,19.3652,19.4341,48938.0
2020-07-26,19.5805,19.8905,19.3652,19.4341,48938.0
2020-07-27,19.2791,19.9206,18.3922,18.9175,47678.0
2020-07-28,18.7797,19.2318,18.7797,18.9175,35913.0
2020-07-29,18.9175,19.1371,18.7367,19.0897,41067.0
2020-07-30,18.6936,18.9304,18.1942,18.5128,44744.0
2020-07-31,18.3234,18.4525,17.7464,18.332,56103.0
2020-08-01,18.3234,18.4525,17.7464,18.332,56103.0
2020-08-02,18.3234,18.4525,17.7464,18.332,56103.0
2020-08-03,18.5042,18.5042,18.0676,18.2286,39039.0
2020-08-04,18.0909,18.4181,17.9505,18.1339,26740.0
2020-08-05,18.1942,18.4697,18.0478,18.4611,29771.0
2020-08-06,18.5903,18.6599,18.3061,18.4095,20669.0
2020-08-07,18.2889,19.5202,18.1899,19.5202,27624.0
2020-08-08,18.2889,19.5202,18.1899,19.5202,27624.0
2020-08-09,18.2889,19.5202,18.1899,19.5202,27624.0
2020-08-10,19.5202,20.1057,19.2447,19.6752,29770.0
2020-08-11,20.0455,20.5449,19.9594,20.0713,27096.0
2020-08-12,20.4846,20.9151,19.46,19.8388,23024.0
2020-08-13,19.6063,19.7785,19.2619,19.3566,21486.0
2020-08-14,19.1586,19.6537,18.8486,19.46,16948.0
2020-08-15,19.1586,19.6537,18.8486,19.46,16948.0
2020-08-16,19.1586,19.6537,18.8486,19.46,16948.0
2020-08-17,19.2705,19.4427,19.094,19.2705,17871.0
2020-08-18,19.348,19.348,18.3664,18.4095,26486.0
2020-08-19,18.3492,18.8055,18.1942,18.4525,20527.0
2020-08-20,18.1167,19.2275,18.0823,18.2459,64034.0
2020-08-21,18.3234,18.3406,17.7895,18.1339,102202.0
2020-08-22,18.3234,18.3406,17.7895,18.1339,102202.0
2020-08-23,18.3234,18.3406,17.7895,18.1339,102202.0
2020-08-24,18.4353,18.883,18.332,18.883,36972.0
2020-08-25,19.1069,19.3222,18.5731,18.8142,48650.0
2020-08-26,18.9089,18.9089,18.4439,18.4439,39012.0
2020-08-27,18.5817,19.0553,18.5817,18.8055,41044.0
2020-08-28,19.1328,19.4513,19.038,19.4255,57666.0
2020-08-29,19.1328,19.4513,19.038,19.4255,57666.0
2020-08-30,19.1328,19.4513,19.038,19.4255,57666.0
2020-08-31,19.3911,19.3911,18.8055,18.8055,44877.0
2020-09-01,18.7539,19.1155,18.5817,18.7367,29137.0
2020-09-02,18.487,18.883,18.4267,18.8486,31476.0
2020-09-03,18.9271,19.4504,18.5782,18.7178,40254.0
2020-09-04,19.0754,19.2455,18.5869,18.9445,34256.0
2020-09-05,19.0754,19.2455,18.5869,18.9445,34256.0
2020-09-06,19.0754,19.2455,18.5869,18.9445,34256.0
2020-09-07,19.0754,19.2455,18.5869,18.9445,34256.0
2020-09-08,18.7963,18.7963,18.0549,18.2555,39035.0
2020-09-09,18.3165,18.5869,17.8107,17.8368,44984.0
2020-09-10,18.1229,18.1229,17.5839,17.6188,25467.0
2020-09-11,17.5926,17.6449,17.1652,17.2612,38294.0
2020-09-12,17.5926,17.6449,17.1652,17.2612,38294.0
2020-09-13,17.5926,17.6449,17.1652,17.2612,38294.0
2020-09-14,17.4443,17.8277,17.2699,17.5315,30977.0
2020-09-15,17.5403,17.5839,16.9472,16.9559,29568.0
2020-09-16,17.2524,18.2729,16.9812,17.4618,43021.0
2020-09-17,17.2699,17.6275,17.0544,17.4182,28397.0
2020-09-18,17.6711,17.6711,16.9123,17.1739,131629.0
2020-09-19,17.6711,17.6711,16.9123,17.1739,131629.0
2020-09-20,17.6711,17.6711,16.9123,17.1739,131629.0
2020-09-21,16.7727,17.3571,15.761,15.9703,75855.0
2020-09-22,16.0226,16.1622,15.4121,15.665,41364.0
2020-09-23,15.6999,16.0139,14.9062,14.9323,39404.0
2020-09-24,15.0196,15.9179,15.0196,15.1853,35428.0
2020-09-25,14.976,15.4731,14.976,15.3859,24155.0
2020-09-26,14.976,15.4731,14.976,15.3859,24155.0
2020-09-27,14.976,15.4731,14.976,15.3859,24155.0
2020-09-28,15.4818,16.3017,15.3946,15.8918,29802.0
2020-09-29,15.7261,15.8307,15.3161,15.5255,26987.0
2020-09-30,15.6127,16.0749,15.5516,15.7173,29530.0
2020-10-01,15.7871,16.3889,15.5691,16.2145,47728.0
2020-10-02,15.9179,17.3135,15.9179,17.0954,34473.0
2020-10-03,15.9179,17.3135,15.9179,17.0954,34473.0
2020-10-04,15.9179,17.3135,15.9179,17.0954,34473.0
2020-10-05,17.5141,17.6187,17.2612,17.4792,62136.0
2020-10-06,17.7758,18.3602,17.0726,17.706,58047.0
2020-10-07,17.9153,18.1857,17.7932,18.0985,33492.0
2020-10-08,18.2119,18.5433,17.9938,18.395,22352.0
2020-10-09,18.5695,18.5869,18.1159,18.2293,21745.0
2020-10-10,18.5695,18.5869,18.1159,18.2293,21745.0
2020-10-11,18.5695,18.5869,18.1159,18.2293,21745.0
2020-10-12,18.2817,18.6305,18.238,18.5869,25870.0
2020-10-13,17.8237,18.3471,17.8237,17.9415,25960.0
2020-10-14,17.9677,17.9851,17.6624,17.6624,25551.0
2020-10-15,17.3571,18.0898,17.3571,18.0898,23212.0
2020-10-16,18.0462,18.5695,17.9376,18.4823,29382.0
2020-10-17,18.0462,18.5695,17.9376,18.4823,29382.0
2020-10-18,18.0462,18.5695,17.9376,18.4823,29382.0
2020-10-19,18.6872,18.866,18.4735,18.5259,30512.0
2020-10-20,19.5289,19.8956,18.9823,19.1277,35443.0
2020-10-21,19.2411,19.5463,19.1015,19.3894,46580.0
2020-10-22,19.5028,20.5756,19.5028,20.4099,49741.0
2020-10-23,20.5407,21.1076,20.4709,21.0204,65620.0
2020-10-24,20.5407,21.1076,20.4709,21.0204,65620.0
2020-10-25,20.5407,21.1076,20.4709,21.0204,65620.0
2020-10-26,20.7588,21.0466,20.3226,20.5145,63760.0
2020-10-27,20.5407,20.6724,19.3283,19.4068,27884.0
2020-10-28,18.9969,19.4068,18.9171,19.1015,49012.0
2020-10-29,18.8922,19.2062,18.7014,19.1103,36381.0
2020-10-30,18.7701,19.3458,18.7657,19.0667,49753.0
2020-10-31,18.7701,19.3458,18.7657,19.0667,49753.0
2020-11-01,18.7701,19.3458,18.7657,19.0667,49753.0
2020-11-02,19.4243,19.4243,18.9969,19.276,24281.0
2020-11-03,19.7208,20.0697,19.4155,19.8865,41462.0
2020-11-04,19.3894,19.3894,18.709,18.709,30401.0
2020-11-05,18.6916,19.59,18.6916,19.3719,29726.0
2020-11-06,19.3458,19.3458,18.5869,18.6393,20265.0
2020-11-07,19.3458,19.3458,18.5869,18.6393,20265.0
2020-11-08,19.3458,19.3458,18.5869,18.6393,20265.0
2020-11-09,19.4068,22.4072,19.4068,21.8403,73475.0
2020-11-10,22.0496,22.6776,21.3788,22.4421,34090.0
2020-11-11,22.4508,22.4508,21.2559,21.535,25351.0
2020-11-12,21.16,21.2453,20.5581,20.8285,20241.0
2020-11-13,21.16,21.4173,20.6541,21.0117,27002.0
2020-11-14,21.16,21.4173,20.6541,21.0117,27002.0
2020-11-15,21.16,21.4173,20.6541,21.0117,27002.0
2020-11-16,21.7007,22.1805,21.3955,21.5263,59499.0
2020-11-17,21.3693,21.3693,20.6018,21.1512,61402.0
2020-11-18,21.16,21.5001,20.0784,20.4709,69085.0
2020-11-19,20.2878,20.907,20.0523,20.8111,47211.0
2020-11-20,20.4709,21.2036,20.4099,21.0727,39669.0
2020-11-21,20.4709,21.2036,20.4099,21.0727,39669.0
2020-11-22,20.4709,21.2036,20.4099,21.0727,39669.0
2020-11-23,21.2559,21.2821,20.8285,20.9855,70975.0
2020-11-24,21.4391,22.3811,21.317,22.3636,49319.0
2020-11-25,22.2415,22.6515,21.827,22.6253,62669.0
2020-11-26,22.2415,22.6515,21.827,22.6253,62669.0
2020-11-27,22.4596,22.7648,21.9258,22.2851,27110.0
2020-11-28,22.4596,22.7648,21.9258,22.2851,27110.0
2020-11-29,22.4596,22.7648,21.9258,22.2851,27110.0
2020-11-30,22.0496,22.8345,21.6571,21.6571,57396.0
2020-12-01,22.006,22.32,21.0815,21.5786,74529.0
2020-12-02,21.3693,22.3724,21.3693,22.1717,49244.0
2020-12-03,22.3746,22.4099,21.8587,22.1365,30212.0
2020-12-04,22.401,22.7626,22.11,22.648,64810.0
2020-12-05,22.401,22.7626,22.11,22.648,64810.0
2020-12-06,22.401,22.7626,22.11,22.648,64810.0
2020-12-07,22.2952,22.8316,22.11,22.648,32278.0
2020-12-08,22.5862,22.8861,22.3481,22.4892,46565.0
2020-12-09,22.4892,22.8861,22.4363,22.745,49846.0
2020-12-10,22.8376,23.3447,22.4716,23.0889,38490.0
2020-12-11,22.8861,23.4329,22.8861,22.9919,23090.0
2020-12-12,22.8861,23.4329,22.8861,22.9919,23090.0
2020-12-13,22.8861,23.4329,22.8861,22.9919,23090.0
2020-12-14,23.3623,23.4946,23.0625,23.1154,40758.0
2020-12-15,23.3183,23.8739,23.133,23.5211,63955.0
2020-12-16,23.821,23.909,23.3359,23.3976,43695.0
2020-12-17,23.3001,23.7592,23.1683,23.7504,40733.0
2020-12-18,23.8827,24.112,23.2389,23.3094,216776.0
2020-12-19,23.8827,24.112,23.2389,23.3094,216776.0
2020-12-20,23.8827,24.112,23.2389,23.3094,216776.0
2020-12-21,23.1948,23.7945,23.0625,23.2918,77752.0
2020-12-22,23.3623,23.5828,23.2212,23.3447,54620.0
2020-12-23,23.3976,24.3501,23.3976,24.2972,49867.0
2020-12-24,24.7426,24.7426,23.7592,24.0238,14036.0
2020-12-25,24.7426,24.7426,23.7592,24.0238,14036.0
2020-12-26,24.7426,24.7426,23.7592,24.0238,14036.0
2020-12-27,24.7426,24.7426,23.7592,24.0238,14036.0
2020-12-28,24.2355,24.4824,24.0326,24.0767,32954.0
2020-12-29,24.2355,24.2355,23.3712,23.5652,35397.0
2020-12-30,23.5476,23.8739,23.5387,23.7063,20013.0
2020-12-31,23.6269,24.1032,23.5387,23.9621,43078.0
2021-01-01,23.6269,24.1032,23.5387,23.9621,43078.0
2021-01-02,23.6269,24.1032,23.5387,23.9621,43078.0
2021-01-03,23.6269,24.1032,23.5387,23.9621,43078.0
2021-01-04,24.0767,24.3196,23.5917,23.821,61444.0
2021-01-05,23.9532,24.2707,23.6093,23.918,47144.0
2021-01-06,24.7205,26.1404,23.9444,25.5143,72636.0
2021-01-07,25.9111,26.1581,25.382,25.7083,32958.0
2021-01-08,25.7171,25.7171,24.2972,25.0204,40214.0
2021-01-09,25.7171,25.7171,24.2972,25.0204,40214.0
2021-01-10,25.7171,25.7171,24.2972,25.0204,40214.0
2021-01-11,25.0645,25.0645,24.4912,24.7999,46929.0
2021-01-12,25.1924,25.4261,24.8969,25.3555,45392.0
2021-01-13,25.2409,25.2761,24.8264,25.1703,31791.0
2021-01-14,25.2409,25.7924,25.2409,25.6201,35720.0
2021-01-15,25.1086,25.8669,24.9851,25.4261,35593.0
2021-01-16,25.1086,25.8669,24.9851,25.4261,35593.0
2021-01-17,25.1086,25.8669,24.9851,25.4261,35593.0
2021-01-18,25.1086,25.8669,24.9851,25.4261,35593.0
2021-01-19,26.2287,26.2287,25.0116,25.0733,89905.0
2021-01-20,25.135,25.5495,24.9145,25.3732,69990.0
2021-01-21,25.2761,25.5584,24.9145,25.285,65222.0
2021-01-22,25.4834,25.9817,24.9498,25.9464,43811.0
2021-01-23,25.4834,25.9817,24.9498,25.9464,43811.0
2021-01-24,25.4834,25.9817,24.9498,25.9464,43811.0
2021-01-25,25.6025,25.867,24.9322,25.4172,46617.0
2021-01-26,25.6025,25.6598,25.135,25.2144,47384.0
2021-01-27,24.7205,25.2232,23.7857,24.1296,60220.0
2021-01-28,24.553,24.8969,24.2531,24.6059,41446.0
2021-01-29,24.5706,24.7382,23.865,23.9444,50896.0
2021-01-30,24.5706,24.7382,23.865,23.9444,50896.0
2021-01-31,24.5706,24.7382,23.865,23.9444,50896.0
2021-02-01,24.1384,24.65,23.6005,24.403,50497.0
2021-02-02,25.285,25.285,24.3325,24.7911,34279.0
2021-02-03,24.037,24.8352,24.037,24.6764,29378.0
2021-02-04,24.6764,25.5319,24.6764,25.5319,24903.0
2021-02-05,25.8053,25.8053,25.3996,25.5054,29571.0
2021-02-06,25.8053,25.8053,25.3996,25.5054,29571.0
2021-02-07,25.8053,25.8053,25.3996,25.5054,29571.0
2021-02-08,25.576,26.0787,25.2629,25.3467,59191.0
2021-02-09,25.5054,26.2815,25.135,26.2022,45840.0
2021-02-10,26.4138,26.5814,25.7239,26.0346,35630.0
2021-02-11,26.2374,26.2859,25.4261,25.6995,23256.0
2021-02-12,25.7259,25.9817,25.4702,25.5936,39271.0
2021-02-13,25.7259,25.9817,25.4702,25.5936,39271.0
2021-02-14,25.7259,25.9817,25.4702,25.5936,39271.0
2021-02-15,25.7259,25.9817,25.4702,25.5936,39271.0
2021-02-16,25.8935,26.1845,25.6642,25.9376,46908.0
2021-02-17,25.7965,26.405,25.7436,26.0875,40168.0
2021-02-18,25.9729,26.1272,25.5848,25.6642,33800.0
2021-02-19,25.7524,26.1404,25.5099,26.0522,41520.0
2021-02-20,25.7524,26.1404,25.5099,26.0522,41520.0
2021-02-21,25.7524,26.1404,25.5099,26.0522,41520.0
2021-02-22,26.0346,26.5902,25.964,26.4491,81676.0
2021-02-23,26.4844,27.4633,25.7259,26.8548,37352.0
2021-02-24,27.0841,27.8073,27.0841,27.331,36751.0
2021-02-25,28.0322,28.0322,26.5285,26.5461,38297.0
2021-02-26,26.4315,26.6167,25.7877,25.7877,69566.0
2021-02-27,26.4315,26.6167,25.7877,25.7877,69566.0
2021-02-28,26.4315,26.6167,25.7877,25.7877,69566.0
2021-03-01,26.4579,26.8989,25.8847,26.8724,45118.0
2021-03-02,26.4667,26.9165,26.4667,26.6343,44821.0
2021-03-03,26.7578,28.1953,26.7225,27.4898,63776.0
2021-03-04,27.3117,28.1396,27.0002,27.1871,61049.0
2021-03-05,27.7747,28.4067,27.0002,28.3533,49861.0
2021-03-06,27.7747,28.4067,27.0002,28.3533,49861.0
2021-03-07,27.7747,28.4067,27.0002,28.3533,49861.0
2021-03-08,28.1842,30.107,28.1842,29.6263,50884.0
2021-03-09,28.8963,29.6619,28.1218,29.2168,63610.0
2021-03-10,29.0477,30.1337,29.0477,30.0981,35777.0
2021-03-11,30.2138,30.2138,29.2969,29.8845,46159.0
2021-03-12,30.1159,30.6857,29.9201,30.4809,36611.0
2021-03-13,30.1159,30.6857,29.9201,30.4809,36611.0
