,MBWM US Equity,MBWM US Equity,MBWM US Equity,MBWM US Equity,MBWM US Equity
2021-03-14,30.1159,30.6857,29.9201,30.4809,36611.0
2021-03-15,30.5521,30.5521,29.2969,29.4928,32756.0
2021-03-16,29.1634,29.3948,28.2509,28.8696,39810.0
2021-03-17,29.0833,29.3325,28.4245,28.9319,45273.0
2021-03-18,29.0744,29.636,28.7717,28.9319,63891.0
2021-03-19,28.9141,29.6441,28.2999,29.5907,199634.0
2021-03-20,28.9141,29.6441,28.2999,29.5907,199634.0
2021-03-21,28.9141,29.6441,28.2999,29.5907,199634.0
2021-03-22,29.4661,29.6619,28.2465,28.3711,51501.0
2021-03-23,28.696,28.696,27.6856,27.7034,51198.0
2021-03-24,28.0061,29.2613,27.8726,27.8726,44200.0
2021-03-25,29.021,29.021,27.7034,28.6738,44830.0
2021-03-26,29.1278,29.5818,28.8696,29.4305,37611.0
2021-03-27,29.1278,29.5818,28.8696,29.4305,37611.0
2021-03-28,29.1278,29.5818,28.8696,29.4305,37611.0
2021-03-29,28.9408,29.9023,28.5224,28.7272,44037.0
2021-03-30,29.0299,29.6619,28.7895,29.3681,41210.0
2021-03-31,29.2346,30.3118,28.5091,28.9052,71472.0
2021-04-01,28.6827,29.2079,28.3088,29.0655,34888.0
2021-04-02,28.6827,29.2079,28.3088,29.0655,34888.0
2021-04-03,28.6827,29.2079,28.3088,29.0655,34888.0
2021-04-04,28.6827,29.2079,28.3088,29.0655,34888.0
2021-04-05,29.4572,29.4572,28.6026,28.9052,31712.0
2021-04-06,28.9319,29.288,28.4334,28.745,34346.0
2021-04-07,28.8251,28.9764,28.2109,28.2198,62523.0
2021-04-08,28.2999,28.7272,27.8103,28.7272,53019.0
2021-04-09,28.7183,28.9764,28.5491,28.6026,30533.0
2021-04-10,28.7183,28.9764,28.5491,28.6026,30533.0
2021-04-11,28.7183,28.9764,28.5491,28.6026,30533.0
2021-04-12,28.8073,29.199,28.6204,28.8607,21868.0
2021-04-13,28.7005,28.7005,28.1129,28.2109,25108.0
2021-04-14,28.104,28.9943,28.104,28.7094,28593.0
2021-04-15,28.923,28.923,28.0684,28.6471,24078.0
2021-04-16,28.9497,29.11,28.7094,28.834,26019.0
2021-04-17,28.9497,29.11,28.7094,28.834,26019.0
2021-04-18,28.9497,29.11,28.7094,28.834,26019.0
2021-04-19,28.9586,29.1834,28.3533,28.8874,41225.0
2021-04-20,29.4661,29.5551,27.5966,27.8192,59260.0
2021-04-21,28.3266,28.6115,27.9883,28.2198,59775.0
2021-04-22,28.3889,28.4067,27.8192,27.8548,45060.0
2021-04-23,27.9794,28.9943,27.9794,28.7005,44504.0
2021-04-24,27.9794,28.9943,27.9794,28.7005,44504.0
2021-04-25,27.9794,28.9943,27.9794,28.7005,44504.0
2021-04-26,28.834,29.2346,28.5313,28.5491,99887.0
2021-04-27,28.5135,28.5759,28.1575,28.4957,40246.0
2021-04-28,28.469,28.9319,27.9705,28.1218,34124.0
2021-04-29,28.4334,28.4379,28.0061,28.1218,34640.0
2021-04-30,27.8815,28.9764,27.7925,28.7361,79211.0
2021-05-01,27.8815,28.9764,27.7925,28.7361,79211.0
2021-05-02,27.8815,28.9764,27.7925,28.7361,79211.0
2021-05-03,28.9586,29.2079,28.4423,28.923,44396.0
2021-05-04,28.6827,29.1011,28.4245,29.0655,39038.0
2021-05-05,29.0566,29.0922,28.7895,29.0388,27135.0
2021-05-06,29.0032,29.5106,28.8785,29.4839,69681.0
2021-05-07,29.0699,29.4572,29.0343,29.3503,32436.0
2021-05-08,29.0699,29.4572,29.0343,29.3503,32436.0
2021-05-09,29.0699,29.4572,29.0343,29.3503,32436.0
2021-05-10,29.5106,29.742,28.8162,28.8874,38048.0
2021-05-11,28.6204,28.9497,28.5135,28.656,29912.0
2021-05-12,28.9408,29.0655,27.699,28.0417,42412.0
2021-05-13,27.9527,29.1011,27.9527,28.9141,29703.0
2021-05-14,29.1812,29.4216,28.9319,29.3503,29925.0
2021-05-15,29.1812,29.4216,28.9319,29.3503,29925.0
2021-05-16,29.1812,29.4216,28.9319,29.3503,29925.0
2021-05-17,29.2168,29.2168,28.5759,28.8785,79440.0
2021-05-18,28.8429,29.2969,28.2222,28.6115,37599.0
2021-05-19,28.3889,28.7628,27.7034,28.5848,38323.0
2021-05-20,28.4423,28.745,27.9527,28.3978,45360.0
2021-05-21,28.6827,29.0744,28.5135,28.8429,31604.0
2021-05-22,28.6827,29.0744,28.5135,28.8429,31604.0
2021-05-23,28.6827,29.0744,28.5135,28.8429,31604.0
2021-05-24,28.8429,28.978,28.3978,28.656,55928.0
2021-05-25,28.6827,28.7945,27.5966,27.5966,29203.0
2021-05-26,27.7747,28.0506,27.6322,27.9794,26887.0
2021-05-27,28.2643,28.7361,28.202,28.3355,28990.0
2021-05-28,28.6115,28.8696,28.0952,28.7539,40626.0
2021-05-29,28.6115,28.8696,28.0952,28.7539,40626.0
2021-05-30,28.6115,28.8696,28.0952,28.7539,40626.0
2021-05-31,28.6115,28.8696,28.0952,28.7539,40626.0
2021-06-01,28.9052,29.2435,28.7628,29.1545,35465.0
2021-06-02,29.3681,29.3681,28.9052,28.9319,44376.0
2021-06-03,28.7792,29.3002,28.7792,29.1834,43471.0
2021-06-04,29.0218,29.0846,28.7882,29.0038,19293.0
2021-06-05,29.0218,29.0846,28.7882,29.0038,19293.0
2021-06-06,29.0218,29.0846,28.7882,29.0038,19293.0
2021-06-07,28.896,29.5337,28.896,29.1834,29019.0
2021-06-08,29.1745,29.4888,28.887,29.3631,39640.0
2021-06-09,29.3182,29.408,28.8511,28.887,34688.0
2021-06-10,29.1116,29.1116,28.393,28.4469,133868.0
2021-06-11,28.7164,29.4978,28.5637,28.7703,51087.0
2021-06-12,28.7164,29.4978,28.5637,28.7703,51087.0
2021-06-13,28.7164,29.4978,28.5637,28.7703,51087.0
2021-06-14,28.8691,28.9679,28.1056,28.2852,53510.0
2021-06-15,28.4738,28.7433,28.0876,28.4559,49664.0
2021-06-16,28.6265,28.8959,27.9888,28.7433,61085.0
2021-06-17,28.8421,28.8421,27.7642,27.9169,43276.0
2021-06-18,27.4858,27.4858,26.6325,26.6864,118994.0
2021-06-19,27.4858,27.4858,26.6325,26.6864,118994.0
2021-06-20,27.4858,27.4858,26.6325,26.6864,118994.0
2021-06-21,27.0007,27.7642,26.7148,27.6475,44668.0
2021-06-22,27.5487,27.5487,27.0277,27.3061,39487.0
2021-06-23,27.36,27.5487,27.1624,27.2522,53099.0
2021-06-24,27.2972,27.6295,27.0726,27.5307,44673.0
2021-06-25,27.5038,28.0157,27.2253,27.4049,220420.0
2021-06-26,27.5038,28.0157,27.2253,27.4049,220420.0
2021-06-27,27.5038,28.0157,27.2253,27.4049,220420.0
2021-06-28,27.3511,27.3511,26.6774,26.9109,39760.0
2021-06-29,27.8091,28.506,26.9468,26.9558,38249.0
2021-06-30,27.908,27.908,26.8391,27.1265,52367.0
2021-07-01,27.2972,27.4948,27.1624,27.4229,113434.0
2021-07-02,27.396,27.6434,27.0546,27.1355,33725.0
2021-07-03,27.396,27.6434,27.0546,27.1355,33725.0
2021-07-04,27.396,27.6434,27.0546,27.1355,33725.0
2021-07-05,27.396,27.6434,27.0546,27.1355,33725.0
2021-07-06,27.0277,27.0277,26.2013,26.6055,35906.0
2021-07-07,26.3361,26.7852,26.1834,26.3271,43111.0
2021-07-08,25.8959,26.2283,25.6085,25.869,35355.0
2021-07-09,26.3001,27.3061,25.9184,26.7672,33038.0
2021-07-10,26.3001,27.3061,25.9184,26.7672,33038.0
2021-07-11,26.3001,27.3061,25.9184,26.7672,33038.0
2021-07-12,26.4977,26.9648,25.9139,26.866,25528.0
2021-07-13,26.8121,26.976,26.2193,26.4618,33894.0
2021-07-14,26.3899,26.884,26.3899,26.7223,39904.0
2021-07-15,26.363,27.3061,26.363,27.2163,29429.0
2021-07-16,27.4139,27.4319,26.8031,27.0187,35473.0
2021-07-17,27.4139,27.4319,26.8031,27.0187,35473.0
2021-07-18,27.4139,27.4319,26.8031,27.0187,35473.0
2021-07-19,26.345,26.9198,26.0486,26.1834,32377.0
2021-07-20,26.4618,27.9558,26.4528,26.875,68882.0
2021-07-21,27.3421,27.8361,27.1984,27.5936,36794.0
2021-07-22,27.5307,27.8969,27.1181,27.4319,45572.0
2021-07-23,27.6564,27.7463,27.4768,27.6924,25150.0
2021-07-24,27.6564,27.7463,27.4768,27.6924,25150.0
2021-07-25,27.6564,27.7463,27.4768,27.6924,25150.0
2021-07-26,27.7283,28.5116,27.7283,28.1684,66589.0
2021-07-27,27.899,28.4469,27.872,28.1505,49066.0
2021-07-28,28.3481,28.5237,27.8541,28.2762,27892.0
2021-07-29,28.5187,28.6176,28.375,28.402,44110.0
2021-07-30,28.375,28.7253,28.0337,28.0696,32946.0
2021-07-31,28.375,28.7253,28.0337,28.0696,32946.0
2021-08-01,28.375,28.7253,28.0337,28.0696,32946.0
2021-08-02,28.2942,29.2463,28.1774,28.2134,40207.0
2021-08-03,28.4199,28.7792,28.1774,28.6535,25646.0
2021-08-04,28.2313,28.4379,28.1684,28.2044,28483.0
2021-08-05,28.2134,28.7433,28.2134,28.7074,19694.0
2021-08-06,29.1206,29.5966,29.1206,29.3002,24172.0
2021-08-07,29.1206,29.5966,29.1206,29.3002,24172.0
2021-08-08,29.1206,29.5966,29.1206,29.3002,24172.0
2021-08-09,29.1385,29.2463,28.8601,28.9409,20102.0
2021-08-10,29.2598,29.4978,28.8556,29.4978,19971.0
2021-08-11,29.5427,29.7224,29.3092,29.7224,19116.0
2021-08-12,29.6236,29.8032,29.3002,29.6236,33165.0
2021-08-13,29.4709,29.6236,29.2822,29.39,20231.0
2021-08-14,29.4709,29.6236,29.2822,29.39,20231.0
2021-08-15,29.4709,29.6236,29.2822,29.39,20231.0
2021-08-16,29.1206,29.4349,28.9095,29.0487,30187.0
2021-08-17,28.905,29.0397,28.0696,28.3481,39058.0
2021-08-18,28.3032,28.839,28.0607,28.0696,25561.0
2021-08-19,27.7014,28.0876,27.6205,27.9798,22447.0
2021-08-20,27.8181,28.5906,27.8181,28.4738,38322.0
2021-08-21,27.8181,28.5906,27.8181,28.4738,38322.0
2021-08-22,27.8181,28.5906,27.8181,28.4738,38322.0
2021-08-23,28.5187,28.5816,28.1864,28.5277,79184.0
2021-08-24,28.5637,28.6894,28.2224,28.3391,16952.0
2021-08-25,28.4064,28.6714,28.3211,28.3571,24002.0
2021-08-26,28.4918,28.5277,28.0876,28.1235,29704.0
2021-08-27,28.1325,29.1206,28.0696,29.0307,49710.0
2021-08-28,28.1325,29.1206,28.0696,29.0307,49710.0
2021-08-29,28.1325,29.1206,28.0696,29.0307,49710.0
2021-08-30,28.8331,28.8331,28.2942,28.393,25259.0
2021-08-31,28.384,28.5682,27.8451,28.0247,58051.0
2021-09-01,27.9708,28.375,26.9918,28.1145,60236.0
2021-09-02,28.2506,28.4773,27.9604,28.4229,45109.0
2021-09-03,28.3413,28.3413,27.8788,28.0148,27523.0
2021-09-04,28.3413,28.3413,27.8788,28.0148,27523.0
2021-09-05,28.3413,28.3413,27.8788,28.0148,27523.0
2021-09-06,28.3413,28.3413,27.8788,28.0148,27523.0
2021-09-07,28.0692,28.2234,27.7971,27.915,40594.0
2021-09-08,27.7971,27.8425,27.1623,27.389,57334.0
2021-09-09,27.253,27.5704,27.1895,27.1895,51633.0
2021-09-10,27.5523,27.5523,26.8675,27.1169,47916.0
2021-09-11,27.5523,27.5523,26.8675,27.1169,47916.0
2021-09-12,27.5523,27.5523,26.8675,27.1169,47916.0
2021-09-13,27.4344,27.5341,27.0081,27.5069,56632.0
2021-09-14,27.6611,27.6611,26.7451,26.8811,47293.0
2021-09-15,27.1169,27.643,26.727,27.2076,53127.0
2021-09-16,27.2258,27.2258,26.7088,26.7632,39929.0
2021-09-17,26.9265,27.6157,26.6726,27.6157,246928.0
2021-09-18,26.9265,27.6157,26.6726,27.6157,246928.0
2021-09-19,26.9265,27.6157,26.6726,27.6157,246928.0
2021-09-20,27.262,27.3391,26.4005,26.5728,70760.0
2021-09-21,26.6544,26.8539,26.3959,26.5819,27680.0
2021-09-22,26.4549,27.3255,26.4549,27.0716,39693.0
2021-09-23,27.2802,28.1146,27.2802,27.8425,29597.0
2021-09-24,27.7427,28.4864,27.7336,28.3594,43644.0
2021-09-25,27.7427,28.4864,27.7336,28.3594,43644.0
2021-09-26,27.7427,28.4864,27.7336,28.3594,43644.0
2021-09-27,28.4229,29.9103,28.4229,29.5928,41095.0
2021-09-28,29.6654,29.8014,29.1122,29.2029,39720.0
2021-09-29,29.3208,29.5928,29.1394,29.5384,27818.0
2021-09-30,29.6926,29.6926,29.0033,29.0487,35540.0
2021-10-01,29.1394,30.0996,29.1394,29.7289,38336.0
2021-10-02,29.1394,30.0996,29.1394,29.7289,38336.0
2021-10-03,29.1394,30.0996,29.1394,29.7289,38336.0
2021-10-04,29.5928,30.1914,29.5928,29.8921,47064.0
2021-10-05,30.1007,30.536,29.8377,30.3909,30771.0
2021-10-06,30.0554,30.4091,29.7017,30.2458,39777.0
2021-10-07,30.6086,30.8262,30.4181,30.6811,26676.0
2021-10-08,30.5179,30.7356,30.3547,30.6993,20700.0
2021-10-09,30.5179,30.7356,30.3547,30.6993,20700.0
2021-10-10,30.5179,30.7356,30.3547,30.6993,20700.0
2021-10-11,30.6902,30.8988,30.3819,30.4,24636.0
2021-10-12,30.3365,30.5043,30.1642,30.4998,22043.0
2021-10-13,30.3093,31.0983,29.8468,30.5542,114678.0
2021-10-14,30.9623,31.1165,30.6721,31.1074,31841.0
2021-10-15,31.5427,31.5427,30.6177,30.6721,71442.0
2021-10-16,31.5427,31.5427,30.6177,30.6721,71442.0
2021-10-17,31.5427,31.5427,30.6177,30.6721,71442.0
2021-10-18,30.6267,30.926,30.536,30.536,27071.0
2021-10-19,31.0893,31.4067,30.663,31.3976,24634.0
2021-10-20,31.5155,32.3227,31.062,32.3227,38494.0
2021-10-21,32.3952,32.427,31.978,32.2683,30255.0
2021-10-22,32.2683,32.4496,32.0823,32.2592,24551.0
2021-10-23,32.2683,32.4496,32.0823,32.2592,24551.0
2021-10-24,32.2683,32.4496,32.0823,32.2592,24551.0
2021-10-25,32.3317,32.3771,31.6606,31.9055,35040.0
2021-10-26,31.969,32.0597,31.4157,31.7876,33180.0
2021-10-27,31.5246,31.5246,30.5904,30.8262,31318.0
2021-10-28,31.1437,31.3341,30.6358,31.2888,32657.0
2021-10-29,31.5336,31.5336,31.0348,31.1709,19707.0
2021-10-30,31.5336,31.5336,31.0348,31.1709,19707.0
2021-10-31,31.5336,31.5336,31.0348,31.1709,19707.0
2021-11-01,31.4248,32.2229,30.8535,32.2229,23575.0
2021-11-02,32.3136,32.7541,31.7332,31.9962,22727.0
2021-11-03,31.8057,33.2296,31.8057,32.7943,44797.0
2021-11-04,32.9666,32.9666,32.1322,32.5947,19126.0
2021-11-05,33.0845,33.8554,32.9394,33.42,36641.0
2021-11-06,33.0845,33.8554,32.9394,33.42,36641.0
2021-11-07,33.0845,33.8554,32.9394,33.42,36641.0
2021-11-08,33.6921,33.6921,32.9303,33.3566,30339.0
2021-11-09,33.0573,33.2205,32.7036,33.1298,17331.0
2021-11-10,33.1298,33.5561,33.0482,33.3294,31885.0
2021-11-11,33.5833,33.7919,33.1298,33.6014,20161.0
2021-11-12,33.7737,33.7737,32.8895,33.1933,19063.0
2021-11-13,33.7737,33.7737,32.8895,33.1933,19063.0
2021-11-14,33.7737,33.7737,32.8895,33.1933,19063.0
2021-11-15,33.4473,33.4473,32.894,33.2115,22408.0
2021-11-16,33.1117,33.5652,32.8578,33.1208,55016.0
2021-11-17,33.0845,33.1978,32.6492,33.148,25566.0
2021-11-18,33.3566,33.3566,32.8714,33.1208,26569.0
2021-11-19,32.7308,32.9194,32.4224,32.5403,27537.0
2021-11-20,32.7308,32.9194,32.4224,32.5403,27537.0
2021-11-21,32.7308,32.9194,32.4224,32.5403,27537.0
2021-11-22,32.8487,33.6217,32.5947,33.0119,65845.0
2021-11-23,33.2115,33.3566,33.1026,33.2205,31065.0
2021-11-24,32.9847,33.1933,32.9085,33.0391,18486.0
2021-11-25,32.9847,33.1933,32.9085,33.0391,18486.0
2021-11-26,32.0687,32.0687,30.4363,30.9804,39740.0
2021-11-27,32.0687,32.0687,30.4363,30.9804,39740.0
2021-11-28,32.0687,32.0687,30.4363,30.9804,39740.0
2021-11-29,31.8873,31.9418,30.7446,31.0076,32235.0
2021-11-30,30.4816,30.8625,30.001,30.4544,61623.0
2021-12-01,31.1709,31.443,30.2005,30.2005,63004.0
2021-12-02,30.9097,31.4451,29.7886,31.1614,50649.0
2021-12-03,31.1813,31.198,30.2096,30.4933,30896.0
2021-12-04,31.1813,31.198,30.2096,30.4933,30896.0
2021-12-05,31.1813,31.198,30.2096,30.4933,30896.0
2021-12-06,30.8411,31.317,30.6764,30.9967,43778.0
2021-12-07,31.4909,31.4909,30.5711,30.6581,29313.0
2021-12-08,30.5848,30.5848,30.1273,30.3561,26484.0
2021-12-09,30.1639,30.5116,29.8161,30.3927,27889.0
2021-12-10,30.2828,30.8136,29.8161,30.6581,41305.0
2021-12-11,30.2828,30.8136,29.8161,30.6581,41305.0
2021-12-12,30.2828,30.8136,29.8161,30.6581,41305.0
2021-12-13,30.8136,30.8411,30.3377,30.5025,62937.0
2021-12-14,30.5665,31.4003,30.3011,30.9235,48458.0
2021-12-15,31.2255,32.2504,30.8411,31.5275,72414.0
2021-12-16,32.0766,32.1279,31.079,31.8386,64939.0
2021-12-17,31.8112,32.708,31.6007,31.8935,186913.0
2021-12-18,31.8112,32.708,31.6007,31.8935,186913.0
2021-12-19,31.8112,32.708,31.6007,31.8935,186913.0
2021-12-20,31.5641,31.5732,30.7496,30.9967,71129.0
2021-12-21,31.3719,32.1772,31.3719,31.802,45032.0
2021-12-22,31.6007,32.1223,31.6007,32.0217,20289.0
2021-12-23,32.3145,32.525,31.889,32.0857,30800.0
2021-12-24,32.3145,32.525,31.889,32.0857,30800.0
2021-12-25,32.3145,32.525,31.889,32.0857,30800.0
2021-12-26,32.3145,32.525,31.889,32.0857,30800.0
2021-12-27,32.1772,32.342,31.7746,32.3054,16536.0
2021-12-28,32.3328,32.5341,32.0674,32.3237,24063.0
2021-12-29,32.4518,32.5616,31.9667,32.3054,19901.0
2021-12-30,32.3328,32.4152,31.921,31.9942,12771.0
2021-12-31,31.9484,32.2138,31.7334,32.0583,21584.0
2022-01-01,31.9484,32.2138,31.7334,32.0583,21584.0
2022-01-02,31.9484,32.2138,31.7334,32.0583,21584.0
2022-01-03,32.1315,32.9185,32.0767,32.2504,26463.0
2022-01-04,32.5341,33.2709,32.5341,32.9551,24712.0
2022-01-05,33.1382,33.5134,33.1015,33.2114,33224.0
2022-01-06,33.5454,34.4057,33.2846,34.2455,35967.0
2022-01-07,34.3645,34.5393,34.0716,34.3096,26486.0
2022-01-08,34.3645,34.5393,34.0716,34.3096,26486.0
2022-01-09,34.3645,34.5393,34.0716,34.3096,26486.0
2022-01-10,34.2364,34.4524,33.8337,34.1448,29379.0
2022-01-11,34.3096,34.3096,33.8154,34.1906,31666.0
2022-01-12,34.2547,34.4975,34.0442,34.0899,38086.0
2022-01-13,34.3187,34.6756,34.2968,34.4468,35580.0
2022-01-14,34.0716,34.7305,33.8474,34.5018,41793.0
2022-01-15,34.0716,34.7305,33.8474,34.5018,41793.0
2022-01-16,34.0716,34.7305,33.8474,34.5018,41793.0
2022-01-17,34.0716,34.7305,33.8474,34.5018,41793.0
2022-01-18,34.7397,35.5542,33.9572,35.362,44191.0
2022-01-19,36.6158,36.6158,35.3986,35.6549,55122.0
2022-01-20,35.0509,35.8608,34.7214,34.8861,54025.0
2022-01-21,34.4468,35.609,34.4468,34.9868,135601.0
2022-01-22,34.4468,35.609,34.4468,34.9868,135601.0
2022-01-23,34.4468,35.609,34.4468,34.9868,135601.0
2022-01-24,34.639,35.481,34.6299,35.3254,73196.0
2022-01-25,35.1149,36.1581,34.5475,35.902,61777.0
2022-01-26,36.1491,36.4419,34.5841,35.2339,73097.0
2022-01-27,35.1698,35.8911,34.7672,35.1698,77202.0
2022-01-28,35.2522,35.4352,34.6207,35.2613,89084.0
2022-01-29,35.2522,35.4352,34.6207,35.2613,89084.0
2022-01-30,35.2522,35.4352,34.6207,35.2613,89084.0
2022-01-31,34.9776,35.2522,34.1814,35.2064,53660.0
2022-02-01,34.9868,35.2882,34.4285,34.8038,41343.0
2022-02-02,34.7214,35.0142,34.0808,34.9227,41052.0
2022-02-03,34.9959,35.5267,34.639,34.8953,25164.0
2022-02-04,34.9959,35.1241,34.5841,34.8587,50529.0
2022-02-05,34.9959,35.1241,34.5841,34.8587,50529.0
2022-02-06,34.9959,35.1241,34.5841,34.8587,50529.0
2022-02-07,34.877,35.302,33.9893,35.1424,34940.0
2022-02-08,35.2705,35.7985,35.2705,35.6732,25464.0
2022-02-09,35.7372,35.7372,34.639,34.7305,37224.0
2022-02-10,34.7305,35.4032,34.3279,34.6207,42887.0
2022-02-11,34.4926,35.1149,34.456,34.575,27111.0
2022-02-12,34.4926,35.1149,34.456,34.575,27111.0
2022-02-13,34.4926,35.1149,34.456,34.575,27111.0
2022-02-14,34.6207,34.8861,34.1265,34.4834,39689.0
2022-02-15,34.8129,35.0142,34.7351,34.8495,18856.0
2022-02-16,34.8587,35.0692,34.4743,34.7305,38230.0
2022-02-17,34.5109,34.5658,34.0442,34.4102,36009.0
2022-02-18,34.2547,34.758,34.1082,34.456,36828.0
2022-02-19,34.2547,34.758,34.1082,34.456,36828.0
2022-02-20,34.2547,34.758,34.1082,34.456,36828.0
2022-02-21,34.2547,34.758,34.1082,34.456,36828.0
2022-02-22,34.3187,34.6894,34.0899,34.1906,98787.0
2022-02-23,34.4743,34.6802,33.6323,33.7971,39829.0
2022-02-24,33.2297,33.2388,32.2779,33.1748,48493.0
2022-02-25,33.3486,34.3096,33.1748,34.1357,29662.0
2022-02-26,33.3486,34.3096,33.1748,34.1357,29662.0
2022-02-27,33.3486,34.3096,33.1748,34.1357,29662.0
2022-02-28,33.6964,34.3096,33.2937,33.7422,41293.0
2022-03-01,33.6506,33.6506,31.9627,32.5616,54537.0
2022-03-02,33.248,34.5567,33.248,34.3462,62553.0
2022-03-03,34.6968,34.743,34.3554,34.623,26095.0
2022-03-04,34.014,34.1432,33.5711,33.8756,20895.0
2022-03-05,34.014,34.1432,33.5711,33.8756,20895.0
2022-03-06,34.014,34.1432,33.5711,33.8756,20895.0
2022-03-07,33.774,34.1893,33.1742,33.3219,70460.0
2022-03-08,33.3865,33.7556,33.0081,33.0081,38244.0
2022-03-09,33.6356,33.7094,33.0081,33.1742,79159.0
2022-03-10,32.962,33.6449,32.962,33.571,28540.0
2022-03-11,33.7648,34.1062,33.5941,33.6633,19972.0
2022-03-12,33.7648,34.1062,33.5941,33.6633,19972.0
2022-03-13,33.7648,34.1062,33.5941,33.6633,19972.0
2022-03-14,34.0232,36.0118,34.0232,35.352,152784.0
2022-03-15,35.3059,35.4074,34.8445,35.0014,57337.0
2022-03-16,35.4997,35.7621,34.8537,35.0844,70045.0
2022-03-17,34.8906,35.0752,34.2447,34.3923,48847.0
2022-03-18,34.3369,34.4292,33.3865,34.1155,232781.0
2022-03-19,34.3369,34.4292,33.3865,34.1155,232781.0
2022-03-20,34.3369,34.4292,33.3865,34.1155,232781.0
2022-03-21,34.1432,34.5492,33.9401,34.1247,42433.0
2022-03-22,34.3369,34.9644,33.9678,34.1708,36770.0
2022-03-23,33.7371,33.8202,33.3127,33.3311,38065.0
2022-03-24,33.4142,33.7048,33.2204,33.6264,29984.0
2022-03-25,33.7002,34.5123,33.7002,34.4477,27157.0
2022-03-26,33.7002,34.5123,33.7002,34.4477,27157.0
2022-03-27,33.7002,34.5123,33.7002,34.4477,27157.0
2022-03-28,34.2354,34.2354,33.4741,33.6356,61149.0
2022-03-29,34.097,34.3,33.7648,34.0417,33577.0
2022-03-30,33.8663,34.0509,32.8236,32.9159,51904.0
2022-03-31,32.962,33.327,32.4729,32.6852,72206.0
2022-04-01,32.9712,33.1096,32.3899,32.5929,39615.0
2022-04-02,32.9712,33.1096,32.3899,32.5929,39615.0
2022-04-03,32.9712,33.1096,32.3899,32.5929,39615.0
2022-04-04,32.4821,32.4821,31.6701,32.113,43723.0
2022-04-05,32.2514,32.3991,31.6978,31.8085,26642.0
2022-04-06,31.7993,32.1961,31.4578,31.6424,58688.0
2022-04-07,31.5224,31.5224,30.9595,31.384,41892.0
2022-04-08,31.4763,31.6147,31.0703,31.1164,31356.0
2022-04-09,31.4763,31.6147,31.0703,31.1164,31356.0
2022-04-10,31.4763,31.6147,31.0703,31.1164,31356.0
2022-04-11,31.2271,31.8177,30.9319,31.098,61352.0
2022-04-12,31.1902,31.3748,30.8857,31.0795,29636.0
2022-04-13,30.9688,31.7347,30.9595,31.6516,49105.0
2022-04-14,31.7162,31.91,31.3748,31.6793,48237.0
2022-04-15,31.7162,31.91,31.3748,31.6793,48237.0
2022-04-16,31.7162,31.91,31.3748,31.6793,48237.0
2022-04-17,31.7162,31.91,31.3748,31.6793,48237.0
2022-04-18,31.3102,31.9746,31.3102,31.9469,35862.0
2022-04-19,31.9192,32.6021,31.384,32.3899,45940.0
2022-04-20,32.5375,33.2573,31.0426,32.4268,44750.0
2022-04-21,32.436,32.6667,31.4948,31.4948,49830.0
2022-04-22,31.3194,31.7162,31.098,31.098,30379.0
2022-04-23,31.3194,31.7162,31.098,31.098,30379.0
2022-04-24,31.3194,31.7162,31.098,31.098,30379.0
2022-04-25,30.858,30.858,30.2121,30.6366,33214.0
2022-04-26,30.3044,31.181,29.5477,29.723,33367.0
2022-04-27,29.8061,30.0368,29.0678,29.2708,28955.0
2022-04-28,29.4831,29.64,29.0678,29.5569,28927.0
2022-04-29,29.5292,29.5292,28.8279,28.9755,48571.0
2022-04-30,29.5292,29.5292,28.8279,28.9755,48571.0
2022-05-01,29.5292,29.5292,28.8279,28.9755,48571.0
2022-05-02,29.0771,29.3242,28.4957,28.8833,48006.0
2022-05-03,28.8002,29.2062,28.6157,29.0955,23850.0
2022-05-04,29.197,29.7506,28.8464,29.5292,19473.0
2022-05-05,29.1786,29.1786,28.2465,28.5511,28935.0
2022-05-06,28.4772,28.8539,28.0804,28.5142,42344.0
2022-05-07,28.4772,28.8539,28.0804,28.5142,42344.0
2022-05-08,28.4772,28.8539,28.0804,28.5142,42344.0
2022-05-09,28.1174,28.9571,28.1081,28.6526,36955.0
2022-05-10,28.6526,29.7968,28.0714,28.3481,35825.0
2022-05-11,28.4403,29.0586,28.4403,28.7172,34714.0
2022-05-12,28.5603,28.9663,28.4034,28.9017,43334.0
2022-05-13,28.9848,29.2062,28.4865,28.6157,49038.0
2022-05-14,28.9848,29.2062,28.4865,28.6157,49038.0
2022-05-15,28.9848,29.2062,28.4865,28.6157,49038.0
2022-05-16,28.6157,28.8833,28.3757,28.7725,25261.0
2022-05-17,29.1232,30.0071,29.0955,29.3447,25415.0
2022-05-18,29.0125,29.4,28.5234,28.7448,35412.0
2022-05-19,28.7079,28.7079,27.9974,28.062,41415.0
2022-05-20,28.2835,28.4403,27.7759,28.4403,25784.0
2022-05-21,28.2835,28.4403,27.7759,28.4403,25784.0
2022-05-22,28.2835,28.4403,27.7759,28.4403,25784.0
2022-05-23,28.6895,29.1601,28.6341,28.7264,102094.0
2022-05-24,28.4034,29.0217,28.385,28.9755,31860.0
2022-05-25,28.6618,29.317,28.6618,28.994,27007.0
2022-05-26,29.3631,29.8522,29.3631,29.5938,29743.0
2022-05-27,29.8245,29.9814,29.6307,29.8799,31720.0
2022-05-28,29.8245,29.9814,29.6307,29.8799,31720.0
