,MTD US Equity,MTD US Equity,MTD US Equity,MTD US Equity,MTD US Equity
2021-08-08,1522.82,1535.31,1510.47,1521.69,110734.0
2021-08-09,1523.24,1528.11,1513.59,1523.94,94655.0
2021-08-10,1526.26,1530.0,1509.71,1515.27,95822.0
2021-08-11,1515.08,1515.08,1489.85,1498.78,78004.0
2021-08-12,1497.32,1519.67,1497.32,1518.15,60883.0
2021-08-13,1516.38,1537.66,1516.38,1537.49,61729.0
2021-08-14,1516.38,1537.66,1516.38,1537.49,61729.0
2021-08-15,1516.38,1537.66,1516.38,1537.49,61729.0
2021-08-16,1539.99,1562.545,1531.77,1558.91,65614.0
2021-08-17,1556.37,1560.0,1534.73,1546.25,93690.0
2021-08-18,1540.45,1543.72,1517.86,1519.93,76318.0
2021-08-19,1507.12,1544.3,1504.01,1541.6,70945.0
2021-08-20,1545.29,1563.38,1524.6,1530.51,91059.0
2021-08-21,1545.29,1563.38,1524.6,1530.51,91059.0
2021-08-22,1545.29,1563.38,1524.6,1530.51,91059.0
2021-08-23,1539.43,1560.6,1529.88,1531.92,133454.0
2021-08-24,1531.31,1539.82,1516.25,1525.56,77346.0
2021-08-25,1526.53,1561.76,1519.85,1560.62,103453.0
2021-08-26,1559.0,1569.62,1540.32,1556.89,61810.0
2021-08-27,1556.99,1577.955,1554.23,1565.61,54472.0
2021-08-28,1556.99,1577.955,1554.23,1565.61,54472.0
2021-08-29,1556.99,1577.955,1554.23,1565.61,54472.0
2021-08-30,1572.38,1593.57,1571.36,1588.73,53527.0
2021-08-31,1593.98,1594.12,1543.51,1552.83,158423.0
2021-09-01,1550.71,1557.54,1539.02,1552.67,81714.0
2021-09-02,1563.11,1583.81,1563.11,1569.19,93213.0
2021-09-03,1567.5,1575.92,1552.59,1575.31,66298.0
2021-09-04,1567.5,1575.92,1552.59,1575.31,66298.0
2021-09-05,1567.5,1575.92,1552.59,1575.31,66298.0
2021-09-06,1567.5,1575.92,1552.59,1575.31,66298.0
2021-09-07,1575.31,1583.01,1558.18,1579.45,71301.0
2021-09-08,1582.23,1613.785,1581.14,1604.05,69678.0
2021-09-09,1615.16,1616.09,1580.07,1584.8,52586.0
2021-09-10,1596.69,1626.62,1578.03,1593.99,101773.0
2021-09-11,1596.69,1626.62,1578.03,1593.99,101773.0
2021-09-12,1596.69,1626.62,1578.03,1593.99,101773.0
2021-09-13,1606.14,1606.14,1534.145,1555.48,106579.0
2021-09-14,1567.34,1580.2,1555.0,1559.44,73908.0
2021-09-15,1560.37,1585.0,1552.8,1561.15,92044.0
2021-09-16,1561.07,1566.15,1540.06,1554.59,59849.0
2021-09-17,1551.38,1559.2,1541.98,1545.18,185822.0
2021-09-18,1551.38,1559.2,1541.98,1545.18,185822.0
2021-09-19,1551.38,1559.2,1541.98,1545.18,185822.0
2021-09-20,1527.7,1545.59,1510.45,1527.19,95101.0
2021-09-21,1542.56,1543.83,1516.64,1535.38,70642.0
2021-09-22,1546.9,1558.83,1534.58,1542.78,67491.0
2021-09-23,1553.01,1578.0,1543.12,1563.51,101503.0
2021-09-24,1549.51,1557.68,1530.09,1556.84,71155.0
2021-09-25,1549.51,1557.68,1530.09,1556.84,71155.0
2021-09-26,1549.51,1557.68,1530.09,1556.84,71155.0
2021-09-27,1550.2,1550.89,1466.055,1477.96,109104.0
2021-09-28,1463.34,1463.34,1409.34,1421.65,129958.0
2021-09-29,1432.56,1443.83,1401.31,1408.44,133194.0
2021-09-30,1419.03,1431.59,1374.94,1377.36,164877.0
2021-10-01,1369.77,1398.4,1335.74,1389.87,115086.0
2021-10-02,1369.77,1398.4,1335.74,1389.87,115086.0
2021-10-03,1369.77,1398.4,1335.74,1389.87,115086.0
2021-10-04,1386.57,1400.135,1355.05,1372.52,145901.0
2021-10-05,1383.15,1413.42,1379.07,1384.02,99135.0
2021-10-06,1377.93,1389.56,1367.7,1384.5,84344.0
2021-10-07,1407.67,1426.8,1401.59,1404.32,85110.0
2021-10-08,1405.52,1425.3,1384.12,1385.3,62852.0
2021-10-09,1405.52,1425.3,1384.12,1385.3,62852.0
2021-10-10,1405.52,1425.3,1384.12,1385.3,62852.0
2021-10-11,1379.16,1382.28,1357.875,1361.43,65427.0
2021-10-12,1370.16,1370.16,1334.86,1355.25,88100.0
2021-10-13,1368.41,1369.3,1349.72,1360.44,57807.0
2021-10-14,1379.16,1404.96,1379.16,1399.31,77617.0
2021-10-15,1404.37,1421.85,1404.37,1417.75,82529.0
2021-10-16,1404.37,1421.85,1404.37,1417.75,82529.0
2021-10-17,1404.37,1421.85,1404.37,1417.75,82529.0
2021-10-18,1415.71,1425.07,1407.8,1420.23,70348.0
2021-10-19,1432.76,1450.85,1429.64,1430.45,67963.0
2021-10-20,1442.19,1452.15,1425.905,1437.34,79316.0
2021-10-21,1439.9,1442.63,1424.04,1436.95,69188.0
2021-10-22,1436.9,1472.52,1436.9,1469.75,70002.0
2021-10-23,1436.9,1472.52,1436.9,1469.75,70002.0
2021-10-24,1436.9,1472.52,1436.9,1469.75,70002.0
2021-10-25,1472.86,1475.89,1449.96,1470.72,58817.0
2021-10-26,1480.57,1480.57,1460.24,1470.58,47585.0
2021-10-27,1475.36,1482.64,1455.74,1461.89,55046.0
2021-10-28,1466.4,1490.37,1463.72,1479.15,60954.0
2021-10-29,1470.6,1492.19,1470.6,1480.88,87165.0
2021-10-30,1470.6,1492.19,1470.6,1480.88,87165.0
2021-10-31,1470.6,1492.19,1470.6,1480.88,87165.0
2021-11-01,1484.11,1485.73,1428.26,1444.44,114089.0
2021-11-02,1454.93,1476.4,1434.445,1469.84,109375.0
2021-11-03,1470.48,1471.66,1438.195,1471.25,93851.0
2021-11-04,1472.21,1485.57,1462.315,1484.4,105135.0
2021-11-05,1511.37,1543.82,1459.8,1518.53,186473.0
2021-11-06,1511.37,1543.82,1459.8,1518.53,186473.0
2021-11-07,1511.37,1543.82,1459.8,1518.53,186473.0
2021-11-08,1526.88,1545.74,1483.77,1543.0,94598.0
2021-11-09,1553.09,1558.33,1528.59,1557.51,76529.0
2021-11-10,1553.34,1557.59,1532.52,1544.73,96744.0
2021-11-11,1549.12,1549.12,1509.89,1521.24,70938.0
2021-11-12,1525.0,1534.99,1521.555,1533.59,73074.0
2021-11-13,1525.0,1534.99,1521.555,1533.59,73074.0
2021-11-14,1525.0,1534.99,1521.555,1533.59,73074.0
2021-11-15,1533.55,1550.805,1512.96,1515.05,58793.0
2021-11-16,1518.1,1555.01,1518.1,1528.51,70827.0
2021-11-17,1536.61,1545.72,1519.92,1534.17,57634.0
2021-11-18,1531.94,1544.575,1528.73,1544.12,49513.0
2021-11-19,1554.0,1574.53,1545.39,1552.07,108387.0
2021-11-20,1554.0,1574.53,1545.39,1552.07,108387.0
2021-11-21,1554.0,1574.53,1545.39,1552.07,108387.0
2021-11-22,1551.2,1554.16,1521.74,1523.28,76193.0
2021-11-23,1515.21,1531.33,1479.41,1524.19,90000.0
2021-11-24,1520.36,1522.59,1486.72,1518.25,91360.0
2021-11-25,1520.36,1522.59,1486.72,1518.25,91360.0
2021-11-26,1522.63,1541.95,1482.945,1496.65,78579.0
2021-11-27,1522.63,1541.95,1482.945,1496.65,78579.0
2021-11-28,1522.63,1541.95,1482.945,1496.65,78579.0
2021-11-29,1510.05,1546.09,1510.05,1536.22,126762.0
2021-11-30,1527.27,1559.15,1502.61,1514.13,217280.0
2021-12-01,1516.03,1560.585,1504.91,1520.45,131059.0
2021-12-02,1513.08,1559.37,1510.425,1547.6,132549.0
2021-12-03,1562.58,1572.12,1502.6,1529.53,128011.0
2021-12-04,1562.58,1572.12,1502.6,1529.53,128011.0
2021-12-05,1562.58,1572.12,1502.6,1529.53,128011.0
2021-12-06,1540.49,1553.215,1524.38,1535.5,108646.0
2021-12-07,1561.18,1581.51,1546.84,1566.15,115308.0
2021-12-08,1574.83,1592.01,1563.14,1586.15,78719.0
2021-12-09,1591.65,1599.53,1580.97,1582.16,72447.0
2021-12-10,1590.01,1607.92,1576.67,1588.37,86541.0
2021-12-11,1590.01,1607.92,1576.67,1588.37,86541.0
2021-12-12,1590.01,1607.92,1576.67,1588.37,86541.0
2021-12-13,1593.32,1599.549,1577.84,1590.2,81873.0
2021-12-14,1574.77,1574.77,1532.78,1542.92,104054.0
2021-12-15,1549.95,1568.31,1536.01,1567.0,145489.0
2021-12-16,1572.04,1585.47,1543.32,1565.85,140312.0
2021-12-17,1553.67,1586.8,1543.78,1579.34,250193.0
2021-12-18,1553.67,1586.8,1543.78,1579.34,250193.0
2021-12-19,1553.67,1586.8,1543.78,1579.34,250193.0
2021-12-20,1567.58,1567.58,1533.94,1554.43,87769.0
2021-12-21,1565.71,1577.83,1545.77,1571.54,81121.0
2021-12-22,1574.47,1604.94,1574.19,1604.94,51331.0
2021-12-23,1609.54,1631.78,1594.64,1626.23,69318.0
2021-12-24,1609.54,1631.78,1594.64,1626.23,69318.0
2021-12-25,1609.54,1631.78,1594.64,1626.23,69318.0
2021-12-26,1609.54,1631.78,1594.64,1626.23,69318.0
2021-12-27,1641.25,1674.6,1635.43,1673.41,64656.0
2021-12-28,1680.22,1680.22,1661.96,1675.17,48356.0
2021-12-29,1679.0,1707.99,1679.0,1701.99,62793.0
2021-12-30,1706.4,1714.75,1689.165,1702.53,63646.0
2021-12-31,1699.49,1710.96,1696.9,1697.21,51868.0
2022-01-01,1699.49,1710.96,1696.9,1697.21,51868.0
2022-01-02,1699.49,1710.96,1696.9,1697.21,51868.0
2022-01-03,1690.87,1699.11,1636.37,1674.86,106233.0
2022-01-04,1664.51,1667.18,1633.22,1640.73,126818.0
2022-01-05,1636.07,1654.78,1582.075,1583.11,106295.0
2022-01-06,1577.56,1619.015,1567.605,1602.85,99743.0
2022-01-07,1597.98,1598.0,1542.34,1542.39,106649.0
2022-01-08,1597.98,1598.0,1542.34,1542.39,106649.0
2022-01-09,1597.98,1598.0,1542.34,1542.39,106649.0
2022-01-10,1524.96,1568.87,1508.59,1565.99,96485.0
2022-01-11,1565.99,1579.275,1547.68,1571.43,84338.0
2022-01-12,1575.79,1584.23,1554.995,1559.62,119329.0
2022-01-13,1564.59,1564.59,1480.03,1503.69,176037.0
2022-01-14,1490.3,1517.285,1487.38,1512.76,145588.0
2022-01-15,1490.3,1517.285,1487.38,1512.76,145588.0
2022-01-16,1490.3,1517.285,1487.38,1512.76,145588.0
2022-01-17,1490.3,1517.285,1487.38,1512.76,145588.0
2022-01-18,1490.6,1497.36,1473.5,1483.75,123686.0
2022-01-19,1489.98,1515.62,1465.395,1469.07,99484.0
2022-01-20,1478.5,1512.415,1467.54,1470.53,120725.0
2022-01-21,1460.78,1503.85,1454.62,1458.34,220201.0
2022-01-22,1460.78,1503.85,1454.62,1458.34,220201.0
2022-01-23,1460.78,1503.85,1454.62,1458.34,220201.0
2022-01-24,1432.63,1467.56,1388.71,1462.64,160516.0
2022-01-25,1431.49,1439.42,1390.2,1413.7,151057.0
2022-01-26,1425.69,1451.89,1389.785,1405.53,102075.0
2022-01-27,1417.86,1435.09,1384.28,1396.45,134991.0
2022-01-28,1409.77,1430.96,1385.15,1430.53,88429.0
2022-01-29,1409.77,1430.96,1385.15,1430.53,88429.0
2022-01-30,1409.77,1430.96,1385.15,1430.53,88429.0
2022-01-31,1434.26,1475.75,1433.85,1472.68,129014.0
2022-02-01,1485.36,1499.99,1460.46,1496.43,132900.0
2022-02-02,1500.37,1529.22,1500.37,1526.07,87243.0
2022-02-03,1503.81,1522.465,1490.255,1495.52,81926.0
2022-02-04,1485.0,1509.9,1461.6,1491.9,66043.0
2022-02-05,1485.0,1509.9,1461.6,1491.9,66043.0
2022-02-06,1485.0,1509.9,1461.6,1491.9,66043.0
2022-02-07,1496.28,1507.0,1472.42,1499.95,84605.0
2022-02-08,1478.95,1520.995,1478.95,1500.69,163511.0
2022-02-09,1518.95,1554.68,1518.95,1554.67,112574.0
2022-02-10,1517.51,1566.045,1515.18,1521.7,207781.0
2022-02-11,1499.98,1537.72,1426.94,1430.41,284355.0
2022-02-12,1499.98,1537.72,1426.94,1430.41,284355.0
2022-02-13,1499.98,1537.72,1426.94,1430.41,284355.0
2022-02-14,1427.65,1436.865,1401.39,1416.12,202221.0
2022-02-15,1441.84,1459.2,1419.37,1429.76,127562.0
2022-02-16,1417.35,1468.14,1402.56,1462.2,138188.0
2022-02-17,1449.65,1452.09,1413.0,1417.12,161410.0
2022-02-18,1420.69,1438.62,1401.59,1408.46,100486.0
2022-02-19,1420.69,1438.62,1401.59,1408.46,100486.0
2022-02-20,1420.69,1438.62,1401.59,1408.46,100486.0
2022-02-21,1420.69,1438.62,1401.59,1408.46,100486.0
2022-02-22,1397.37,1426.83,1389.295,1416.75,140055.0
2022-02-23,1420.8,1427.21,1379.05,1380.65,90559.0
2022-02-24,1353.76,1417.23,1346.6,1412.37,111976.0
2022-02-25,1417.45,1449.715,1406.8,1447.52,99189.0
2022-02-26,1417.45,1449.715,1406.8,1447.52,99189.0
2022-02-27,1417.45,1449.715,1406.8,1447.52,99189.0
2022-02-28,1425.11,1437.51,1387.585,1408.74,189220.0
2022-03-01,1404.56,1435.54,1380.88,1393.34,128102.0
2022-03-02,1376.46,1402.47,1370.255,1387.3,135332.0
2022-03-03,1396.87,1414.43,1383.21,1404.71,86979.0
2022-03-04,1386.53,1391.7,1355.62,1388.78,107784.0
2022-03-05,1386.53,1391.7,1355.62,1388.78,107784.0
2022-03-06,1386.53,1391.7,1355.62,1388.78,107784.0
2022-03-07,1378.0,1382.63,1317.03,1339.44,129874.0
2022-03-08,1325.0,1355.64,1302.875,1317.1,107360.0
2022-03-09,1359.37,1396.41,1356.67,1388.29,85560.0
2022-03-10,1330.0,1363.11,1330.0,1338.34,132291.0
2022-03-11,1346.9,1349.75,1309.57,1311.22,121798.0
2022-03-12,1346.9,1349.75,1309.57,1311.22,121798.0
2022-03-13,1346.9,1349.75,1309.57,1311.22,121798.0
2022-03-14,1324.54,1341.16,1282.43,1289.32,178268.0
2022-03-15,1300.96,1327.36,1290.64,1319.45,116271.0
2022-03-16,1331.59,1361.35,1331.5,1358.84,93923.0
2022-03-17,1358.68,1389.85,1345.24,1389.13,104465.0
2022-03-18,1396.88,1411.67,1386.8,1405.23,147525.0
2022-03-19,1396.88,1411.67,1386.8,1405.23,147525.0
2022-03-20,1396.88,1411.67,1386.8,1405.23,147525.0
2022-03-21,1389.28,1408.77,1371.55,1394.61,104297.0
2022-03-22,1399.9,1419.475,1392.16,1399.59,100793.0
2022-03-23,1386.31,1386.31,1350.0,1359.31,147814.0
2022-03-24,1362.38,1381.33,1337.12,1379.5,92839.0
2022-03-25,1389.38,1389.38,1365.36,1388.39,72552.0
2022-03-26,1389.38,1389.38,1365.36,1388.39,72552.0
2022-03-27,1389.38,1389.38,1365.36,1388.39,72552.0
2022-03-28,1398.86,1410.34,1375.97,1395.69,75874.0
2022-03-29,1419.26,1444.8,1405.045,1423.28,84399.0
2022-03-30,1410.82,1416.045,1394.89,1405.74,102274.0
2022-03-31,1407.27,1412.78,1370.72,1373.19,142688.0
2022-04-01,1381.81,1387.15,1346.57,1371.63,189284.0
2022-04-02,1381.81,1387.15,1346.57,1371.63,189284.0
2022-04-03,1381.81,1387.15,1346.57,1371.63,189284.0
2022-04-04,1368.73,1376.875,1350.14,1357.43,121131.0
2022-04-05,1346.22,1362.305,1331.27,1349.01,169452.0
2022-04-06,1337.54,1340.255,1309.8,1327.86,159905.0
2022-04-07,1329.9,1375.21,1317.9,1368.74,146789.0
2022-04-08,1371.0,1401.95,1371.0,1381.84,144891.0
2022-04-09,1371.0,1401.95,1371.0,1381.84,144891.0
2022-04-10,1371.0,1401.95,1371.0,1381.84,144891.0
2022-04-11,1370.75,1373.65,1336.82,1348.0,121642.0
2022-04-12,1353.8,1359.05,1301.76,1313.77,140666.0
2022-04-13,1313.94,1344.99,1310.72,1342.59,138250.0
2022-04-14,1344.07,1344.07,1314.235,1318.36,135932.0
2022-04-15,1344.07,1344.07,1314.235,1318.36,135932.0
2022-04-16,1344.07,1344.07,1314.235,1318.36,135932.0
2022-04-17,1344.07,1344.07,1314.235,1318.36,135932.0
2022-04-18,1309.42,1315.43,1291.855,1304.58,72404.0
2022-04-19,1305.32,1335.38,1305.32,1331.04,89250.0
2022-04-20,1345.02,1378.92,1335.61,1362.45,118237.0
2022-04-21,1370.59,1370.78,1322.945,1326.23,89164.0
2022-04-22,1323.86,1324.32,1283.6,1284.63,84030.0
2022-04-23,1323.86,1324.32,1283.6,1284.63,84030.0
2022-04-24,1323.86,1324.32,1283.6,1284.63,84030.0
2022-04-25,1279.77,1305.1,1254.96,1302.59,115204.0
2022-04-26,1295.1,1296.34,1254.675,1254.79,90614.0
2022-04-27,1256.59,1284.76,1249.91,1258.07,134046.0
2022-04-28,1278.54,1301.945,1262.91,1293.51,132464.0
2022-04-29,1285.95,1314.84,1273.49,1277.53,138730.0
2022-04-30,1285.95,1314.84,1273.49,1277.53,138730.0
2022-05-01,1285.95,1314.84,1273.49,1277.53,138730.0
2022-05-02,1272.45,1294.98,1262.59,1293.02,155210.0
2022-05-03,1292.76,1347.77,1292.76,1334.37,247594.0
2022-05-04,1327.2,1383.49,1318.04,1379.62,166400.0
2022-05-05,1367.1,1370.99,1300.105,1311.35,196641.0
2022-05-06,1296.73,1327.38,1253.04,1315.9,229760.0
2022-05-07,1296.73,1327.38,1253.04,1315.9,229760.0
2022-05-08,1296.73,1327.38,1253.04,1315.9,229760.0
2022-05-09,1299.09,1299.09,1188.56,1196.07,204594.0
2022-05-10,1218.82,1241.08,1199.77,1219.64,209279.0
2022-05-11,1215.95,1224.67,1175.96,1179.4,251158.0
2022-05-12,1178.54,1218.49,1168.31,1213.12,152108.0
2022-05-13,1230.65,1274.46,1227.44,1255.11,128012.0
2022-05-14,1230.65,1274.46,1227.44,1255.11,128012.0
2022-05-15,1230.65,1274.46,1227.44,1255.11,128012.0
2022-05-16,1243.33,1252.88,1229.67,1233.51,139251.0
2022-05-17,1256.49,1265.79,1224.375,1236.38,132954.0
2022-05-18,1215.76,1225.0,1189.87,1194.52,127982.0
2022-05-19,1182.56,1228.12,1182.56,1219.71,157834.0
2022-05-20,1234.41,1241.07,1206.285,1238.58,136902.0
2022-05-21,1234.41,1241.07,1206.285,1238.58,136902.0
2022-05-22,1234.41,1241.07,1206.285,1238.58,136902.0
2022-05-23,1254.69,1255.86,1230.86,1247.48,120025.0
2022-05-24,1240.0,1240.35,1220.215,1231.46,99191.0
2022-05-25,1235.63,1247.2,1218.17,1230.01,101736.0
2022-05-26,1238.27,1265.23,1230.76,1258.47,77893.0
2022-05-27,1274.7,1326.81,1274.7,1326.52,127159.0
2022-05-28,1274.7,1326.81,1274.7,1326.52,127159.0
2022-05-29,1274.7,1326.81,1274.7,1326.52,127159.0
2022-05-30,1274.7,1326.81,1274.7,1326.52,127159.0
2022-05-31,1306.87,1308.75,1276.05,1286.12,214301.0
2022-06-01,1301.37,1305.995,1246.695,1263.4,108893.0
2022-06-02,1267.33,1326.33,1262.555,1326.32,102507.0
2022-06-03,1300.1,1309.86,1283.652,1298.9,76696.0
2022-06-04,1300.1,1309.86,1283.652,1298.9,76696.0
2022-06-05,1300.1,1309.86,1283.652,1298.9,76696.0
2022-06-06,1306.91,1321.27,1290.975,1304.09,82025.0
2022-06-07,1289.83,1315.87,1284.6,1315.31,92767.0
2022-06-08,1305.79,1317.835,1290.9,1294.32,75163.0
2022-06-09,1281.86,1290.76,1254.06,1254.54,85292.0
2022-06-10,1231.26,1231.26,1198.19,1200.44,161442.0
2022-06-11,1231.26,1231.26,1198.19,1200.44,161442.0
2022-06-12,1231.26,1231.26,1198.19,1200.44,161442.0
2022-06-13,1162.31,1179.24,1153.56,1172.75,127207.0
2022-06-14,1171.35,1171.35,1136.37,1157.63,95274.0
2022-06-15,1170.56,1180.89,1149.22,1167.25,86207.0
2022-06-16,1135.0,1135.0,1110.371,1118.52,153031.0
2022-06-17,1126.03,1128.94,1096.81,1097.8,297876.0
2022-06-18,1126.03,1128.94,1096.81,1097.8,297876.0
2022-06-19,1126.03,1128.94,1096.81,1097.8,297876.0
2022-06-20,1126.03,1128.94,1096.81,1097.8,297876.0
2022-06-21,1122.43,1122.43,1095.82,1097.57,173332.0
2022-06-22,1087.14,1112.26,1082.78,1101.73,187261.0
2022-06-23,1107.71,1136.09,1105.08,1132.4,197098.0
2022-06-24,1138.16,1152.95,1135.4,1146.9,257742.0
2022-06-25,1138.16,1152.95,1135.4,1146.9,257742.0
2022-06-26,1138.16,1152.95,1135.4,1146.9,257742.0
2022-06-27,1153.85,1153.85,1133.935,1144.24,162127.0
2022-06-28,1144.27,1152.22,1130.32,1130.77,157449.0
2022-06-29,1135.0,1148.37,1118.74,1146.02,142138.0
2022-06-30,1128.91,1163.3,1124.1,1148.77,219060.0
2022-07-01,1151.33,1167.82,1145.69,1161.85,139102.0
2022-07-02,1151.33,1167.82,1145.69,1161.85,139102.0
2022-07-03,1151.33,1167.82,1145.69,1161.85,139102.0
2022-07-04,1151.33,1167.82,1145.69,1161.85,139102.0
2022-07-05,1142.95,1176.15,1131.8,1175.47,132962.0
2022-07-06,1175.34,1180.8,1161.02,1171.6,200531.0
2022-07-07,1170.08,1208.36,1170.035,1207.3,190846.0
2022-07-08,1196.01,1228.94,1194.57,1221.28,141003.0
2022-07-09,1196.01,1228.94,1194.57,1221.28,141003.0
2022-07-10,1196.01,1228.94,1194.57,1221.28,141003.0
2022-07-11,1211.74,1230.11,1205.31,1222.83,131952.0
2022-07-12,1212.8,1227.48,1186.75,1190.56,104498.0
2022-07-13,1165.73,1197.19,1162.95,1172.34,108454.0
2022-07-14,1152.77,1157.24,1111.0,1138.22,134697.0
2022-07-15,1157.38,1168.11,1143.56,1158.96,94851.0
2022-07-16,1157.38,1168.11,1143.56,1158.96,94851.0
2022-07-17,1157.38,1168.11,1143.56,1158.96,94851.0
2022-07-18,1163.59,1163.59,1116.65,1122.8,84921.0
2022-07-19,1140.64,1158.945,1137.313,1156.87,133618.0
2022-07-20,1153.4,1180.68,1153.4,1166.42,89797.0
2022-07-21,1181.81,1242.425,1181.81,1240.29,125064.0
2022-07-22,1249.09,1255.32,1219.45,1224.14,113821.0
2022-07-23,1249.09,1255.32,1219.45,1224.14,113821.0
2022-07-24,1249.09,1255.32,1219.45,1224.14,113821.0
2022-07-25,1225.24,1231.0,1210.8,1230.22,97844.0
2022-07-26,1229.51,1240.41,1220.07,1235.85,110465.0
2022-07-27,1235.89,1285.06,1235.89,1273.56,133242.0
2022-07-28,1273.56,1307.24,1264.52,1298.96,138506.0
2022-07-29,1312.33,1357.61,1309.485,1349.73,205245.0
2022-07-30,1312.33,1357.61,1309.485,1349.73,205245.0
2022-07-31,1312.33,1357.61,1309.485,1349.73,205245.0
2022-08-01,1339.34,1356.61,1339.34,1350.83,143144.0
2022-08-02,1344.24,1362.66,1336.92,1340.32,154422.0
2022-08-03,1348.62,1367.41,1342.53,1359.92,90955.0
2022-08-04,1358.34,1358.34,1334.91,1346.88,121722.0
2022-08-05,1330.52,1349.985,1325.085,1347.72,75956.0
2022-08-06,1330.52,1349.985,1325.085,1347.72,75956.0
2022-08-07,1330.52,1349.985,1325.085,1347.72,75956.0
2022-08-08,1361.11,1361.11,1335.41,1342.11,61014.0
2022-08-09,1335.58,1335.58,1311.506,1314.63,61654.0
2022-08-10,1338.64,1349.12,1332.1,1346.78,89002.0
2022-08-11,1356.59,1372.785,1339.51,1346.79,72663.0
2022-08-12,1349.46,1365.725,1341.896,1364.1,61252.0
2022-08-13,1349.46,1365.725,1341.896,1364.1,61252.0
2022-08-14,1349.46,1365.725,1341.896,1364.1,61252.0
2022-08-15,1358.32,1369.408,1343.25,1366.39,59453.0
2022-08-16,1354.94,1368.24,1346.63,1356.1,65457.0
2022-08-17,1341.56,1363.825,1335.48,1356.6,82765.0
2022-08-18,1361.25,1361.25,1332.99,1358.72,65316.0
2022-08-19,1354.72,1362.72,1329.7,1333.8,88423.0
2022-08-20,1354.72,1362.72,1329.7,1333.8,88423.0
2022-08-21,1354.72,1362.72,1329.7,1333.8,88423.0
2022-08-22,1314.6,1323.93,1301.71,1308.27,58759.0
2022-08-23,1300.23,1308.81,1280.24,1282.83,63163.0
2022-08-24,1289.51,1303.88,1282.955,1296.76,50368.0
2022-08-25,1307.35,1324.64,1299.29,1323.96,38410.0
2022-08-26,1323.96,1324.5,1250.61,1251.91,65269.0
2022-08-27,1323.96,1324.5,1250.61,1251.91,65269.0
2022-08-28,1323.96,1324.5,1250.61,1251.91,65269.0
2022-08-29,1233.81,1243.11,1223.545,1232.37,69916.0
2022-08-30,1232.67,1234.76,1216.57,1223.72,80505.0
2022-08-31,1231.36,1239.17,1211.94,1212.46,163379.0
2022-09-01,1207.82,1208.73,1186.39,1208.33,81972.0
2022-09-02,1229.48,1229.48,1191.07,1195.02,55115.0
2022-09-03,1229.48,1229.48,1191.07,1195.02,55115.0
2022-09-04,1229.48,1229.48,1191.07,1195.02,55115.0
2022-09-05,1229.48,1229.48,1191.07,1195.02,55115.0
2022-09-06,1211.79,1231.099,1206.95,1222.71,105407.0
2022-09-07,1226.46,1253.67,1214.61,1250.48,77477.0
2022-09-08,1246.54,1286.25,1244.275,1284.31,89860.0
2022-09-09,1285.54,1301.49,1281.43,1300.95,67900.0
2022-09-10,1285.54,1301.49,1281.43,1300.95,67900.0
2022-09-11,1285.54,1301.49,1281.43,1300.95,67900.0
2022-09-12,1301.0,1316.0,1300.88,1314.39,53207.0
2022-09-13,1280.39,1290.79,1269.76,1270.63,168775.0
2022-09-14,1269.29,1271.99,1239.435,1250.05,127933.0
2022-09-15,1243.52,1262.24,1233.08,1243.79,89954.0
2022-09-16,1242.93,1242.93,1186.448,1198.5,178109.0
2022-09-17,1242.93,1242.93,1186.448,1198.5,178109.0
2022-09-18,1242.93,1242.93,1186.448,1198.5,178109.0
2022-09-19,1187.27,1207.68,1186.38,1204.82,92715.0
2022-09-20,1191.35,1194.08,1153.52,1167.55,116872.0
2022-09-21,1173.31,1201.49,1159.14,1160.06,100413.0
2022-09-22,1152.46,1152.46,1133.235,1135.53,114797.0
2022-09-23,1130.38,1139.135,1104.94,1132.01,121317.0
2022-09-24,1130.38,1139.135,1104.94,1132.01,121317.0
2022-09-25,1130.38,1139.135,1104.94,1132.01,121317.0
2022-09-26,1124.66,1139.12,1112.19,1117.85,95639.0
2022-09-27,1130.07,1136.58,1095.38,1104.28,119501.0
2022-09-28,1099.23,1117.89,1096.94,1109.1,141388.0
2022-09-29,1098.8,1101.73,1085.71,1096.88,163505.0
2022-09-30,1100.19,1112.6,1081.67,1084.12,144350.0
2022-10-01,1100.19,1112.6,1081.67,1084.12,144350.0
2022-10-02,1100.19,1112.6,1081.67,1084.12,144350.0
2022-10-03,1100.48,1140.39,1092.96,1133.36,112732.0
2022-10-04,1154.95,1182.92,1154.95,1179.21,147804.0
2022-10-05,1161.5,1208.57,1161.5,1202.47,116811.0
2022-10-06,1194.76,1214.68,1194.61,1203.18,135403.0
2022-10-07,1190.84,1190.84,1153.765,1156.89,96981.0
2022-10-08,1190.84,1190.84,1153.765,1156.89,96981.0
2022-10-09,1190.84,1190.84,1153.765,1156.89,96981.0
2022-10-10,1164.19,1164.19,1126.85,1127.08,88963.0
2022-10-11,1121.61,1132.935,1098.32,1113.26,96153.0
2022-10-12,1118.16,1118.965,1101.81,1102.67,74295.0
2022-10-13,1077.54,1142.9,1065.55,1131.63,104614.0
2022-10-14,1139.87,1149.38,1112.05,1117.03,100413.0
2022-10-15,1139.87,1149.38,1112.05,1117.03,100413.0
2022-10-16,1139.87,1149.38,1112.05,1117.03,100413.0
2022-10-17,1135.89,1181.31,1133.85,1173.12,105199.0
