,PII US Equity,PII US Equity,PII US Equity,PII US Equity,PII US Equity
2020-03-13,58.8103,62.6042,54.8617,62.3403,1046759.0
2020-03-14,58.8103,62.6042,54.8617,62.3403,1046759.0
2020-03-15,58.8103,62.6042,54.8617,62.3403,1046759.0
2020-03-16,52.3688,59.1242,49.4574,50.158,1013719.0
2020-03-17,51.3134,51.8593,45.8182,49.6576,1030576.0
2020-03-18,45.4997,47.4012,42.2153,45.5998,1170744.0
2020-03-19,44.6445,49.5666,41.4874,47.9926,822145.0
2020-03-20,48.2201,51.3771,43.7984,44.1168,974497.0
2020-03-21,48.2201,51.3771,43.7984,44.1168,974497.0
2020-03-22,48.2201,51.3771,43.7984,44.1168,974497.0
2020-03-23,43.58,43.58,37.4297,38.0029,913682.0
2020-03-24,40.4957,42.9249,39.8725,42.6975,1183369.0
2020-03-25,43.7256,49.5211,41.7164,43.9257,1675912.0
2020-03-26,44.8174,50.8767,44.0076,48.3019,1003275.0
2020-03-27,45.7818,45.9799,42.5428,43.1615,1002203.0
2020-03-28,45.7818,45.9799,42.5428,43.1615,1002203.0
2020-03-29,45.7818,45.9799,42.5428,43.1615,1002203.0
2020-03-30,42.2608,43.4526,41.169,42.9158,833952.0
2020-03-31,42.9613,44.7446,42.4155,43.8075,1452814.0
2020-04-01,42.1425,44.0895,41.26,41.9605,824918.0
2020-04-02,40.9416,44.1418,39.9317,40.705,938636.0
2020-04-03,38.6124,40.0317,33.986,35.4827,2112039.0
2020-04-04,38.6124,40.0317,33.986,35.4827,2112039.0
2020-04-05,38.6124,40.0317,33.986,35.4827,2112039.0
2020-04-06,37.6753,40.7687,36.993,39.9044,1602851.0
2020-04-07,42.9068,45.9091,42.7612,44.3261,1739412.0
2020-04-08,45.154,48.3292,44.3079,48.12,1363301.0
2020-04-09,50.5401,52.7236,49.6667,50.9495,1922420.0
2020-04-10,50.5401,52.7236,49.6667,50.9495,1922420.0
2020-04-11,50.5401,52.7236,49.6667,50.9495,1922420.0
2020-04-12,50.5401,52.7236,49.6667,50.9495,1922420.0
2020-04-13,51.6319,52.8692,47.6924,49.1845,1152834.0
2020-04-14,50.3763,51.7228,49.3755,51.3316,1339941.0
2020-04-15,48.6659,50.2853,48.2292,49.6394,940294.0
2020-04-16,49.6121,50.6675,48.6932,50.4036,1137779.0
2020-04-17,52.76,55.4076,52.296,54.6342,1416426.0
2020-04-18,52.76,55.4076,52.296,54.6342,1416426.0
2020-04-19,52.76,55.4076,52.296,54.6342,1416426.0
2020-04-20,54.1156,56.0353,52.9238,53.7244,1198315.0
2020-04-21,52.7964,54.1884,52.0777,53.7881,979816.0
2020-04-22,55.0073,55.4167,53.1057,53.9155,750971.0
2020-04-23,54.4432,57.0907,53.9701,55.9262,1186772.0
2020-04-24,57.2181,58.3008,55.6987,57.6184,1352928.0
2020-04-25,57.2181,58.3008,55.6987,57.6184,1352928.0
2020-04-26,57.2181,58.3008,55.6987,57.6184,1352928.0
2020-04-27,59.1378,63.3821,58.0005,61.4214,1602743.0
2020-04-28,63.1865,65.9523,60.5571,63.6869,2289506.0
2020-04-29,66.4709,69.4733,65.743,68.2996,1420758.0
2020-04-30,66.9986,67.6809,63.7233,64.533,3407374.0
2020-05-01,62.4677,63.3047,59.1833,59.7201,1174981.0
2020-05-02,62.4677,63.3047,59.1833,59.7201,1174981.0
2020-05-03,62.4677,63.3047,59.1833,59.7201,1174981.0
2020-05-04,58.7739,62.4313,57.4637,61.5215,1099523.0
2020-05-05,63.3957,65.7339,62.4677,62.868,1052338.0
2020-05-06,63.7051,64.5146,61.567,62.122,1171625.0
2020-05-07,63.232,64.6331,61.8672,62.0856,645560.0
2020-05-08,63.6687,66.571,63.0773,66.3526,1220757.0
2020-05-09,63.6687,66.571,63.0773,66.3526,1220757.0
2020-05-10,63.6687,66.571,63.0773,66.3526,1220757.0
2020-05-11,64.6422,67.6991,63.5504,66.7893,993570.0
2020-05-12,66.9622,68.2086,63.0227,63.0955,682329.0
2020-05-13,62.586,62.6815,58.3599,59.6291,1183883.0
2020-05-14,57.5365,64.715,56.4903,64.5785,2561611.0
2020-05-15,63.0136,67.5263,62.313,67.2806,1743726.0
2020-05-16,63.0136,67.5263,62.313,67.2806,1743726.0
2020-05-17,63.0136,67.5263,62.313,67.2806,1743726.0
2020-05-18,71.0745,74.8958,70.7834,72.3847,1301037.0
2020-05-19,71.857,73.9405,70.6105,72.2391,719934.0
2020-05-20,73.6948,76.8155,73.2399,75.1414,1337550.0
2020-05-21,74.6774,76.0603,74.0633,75.569,840991.0
2020-05-22,75.3234,76.4879,74.0405,76.1695,828480.0
2020-05-23,75.3234,76.4879,74.0405,76.1695,828480.0
2020-05-24,75.3234,76.4879,74.0405,76.1695,828480.0
2020-05-25,75.3234,76.4879,74.0405,76.1695,828480.0
2020-05-26,79.3174,80.1636,77.2431,78.3439,1253940.0
2020-05-27,81.8831,82.7929,79.8725,82.6928,1184119.0
2020-05-28,83.6936,83.9256,79.736,80.8186,1557280.0
2020-05-29,81.3281,81.7012,77.0884,79.463,4070068.0
2020-05-30,81.3281,81.7012,77.0884,79.463,4070068.0
2020-05-31,81.3281,81.7012,77.0884,79.463,4070068.0
2020-06-01,80.0999,82.5109,79.2174,81.2099,882257.0
2020-06-02,82.0742,83.075,80.8459,81.1917,1016893.0
2020-06-03,83.7027,84.5671,81.9741,84.094,1062880.0
2020-06-04,83.5902,88.115,82.8178,87.7486,1276762.0
2020-06-05,91.3209,95.461,88.2799,88.7654,1462069.0
2020-06-06,91.3209,95.461,88.2799,88.7654,1462069.0
2020-06-07,91.3209,95.461,88.2799,88.7654,1462069.0
2020-06-08,90.6156,93.8947,90.3454,93.7482,1178465.0
2020-06-09,91.5773,91.8338,88.9302,91.5682,887693.0
2020-06-10,91.6873,92.0353,88.0784,88.1059,660085.0
2020-06-11,84.8909,86.9289,83.407,84.8359,1103813.0
2020-06-12,89.4248,89.6905,84.3779,86.8235,972789.0
2020-06-13,89.4248,89.6905,84.3779,86.8235,972789.0
2020-06-14,89.4248,89.6905,84.3779,86.8235,972789.0
2020-06-15,83.3154,88.9118,82.5826,87.8036,665876.0
2020-06-16,91.5957,91.5957,87.941,89.1501,637929.0
2020-06-17,89.6172,90.2309,87.6296,88.5089,641037.0
2020-06-18,87.4372,87.6479,85.5687,86.2098,839324.0
2020-06-19,87.1716,88.2707,85.8389,86.1091,1344845.0
2020-06-20,87.1716,88.2707,85.8389,86.1091,1344845.0
2020-06-21,87.1716,88.2707,85.8389,86.1091,1344845.0
2020-06-22,85.9442,87.254,84.5154,87.1075,607736.0
2020-06-23,88.1242,88.4265,85.8005,87.3456,594865.0
2020-06-24,86.4846,86.4846,82.3903,83.7734,700528.0
2020-06-25,83.2421,85.5961,82.7017,85.184,536701.0
2020-06-26,84.268,84.5062,81.9873,82.4086,1585931.0
2020-06-27,84.268,84.5062,81.9873,82.4086,1585931.0
2020-06-28,84.268,84.5062,81.9873,82.4086,1585931.0
2020-06-29,82.9307,85.3946,81.227,84.5062,642180.0
2020-06-30,83.8558,85.8709,83.6085,84.7718,499955.0
2020-07-01,85.0649,85.7519,82.7475,83.2696,483404.0
2020-07-02,85.0924,86.622,83.375,84.0024,722237.0
2020-07-03,85.0924,86.622,83.375,84.0024,722237.0
2020-07-04,85.0924,86.622,83.375,84.0024,722237.0
2020-07-05,85.0924,86.622,83.375,84.0024,722237.0
2020-07-06,86.6587,87.9502,85.5961,87.0159,765827.0
2020-07-07,85.6419,86.6861,83.9566,84.1947,647686.0
2020-07-08,85.2939,86.9792,84.8359,86.1457,549543.0
2020-07-09,86.5121,86.5121,83.6818,84.3413,616972.0
2020-07-10,84.1123,86.2113,83.8766,86.1549,405430.0
2020-07-11,84.1123,86.2113,83.8766,86.1549,405430.0
2020-07-12,84.1123,86.2113,83.8766,86.1549,405430.0
2020-07-13,88.1242,90.0981,86.4846,87.6845,1015189.0
2020-07-14,87.3456,89.4523,86.4388,89.4157,421741.0
2020-07-15,91.1652,92.7956,89.6813,92.475,781465.0
2020-07-16,90.4965,92.3651,89.5531,91.3575,501215.0
2020-07-17,91.6781,91.6781,88.0875,88.3715,869204.0
2020-07-18,91.6781,91.6781,88.0875,88.3715,869204.0
2020-07-19,91.6781,91.6781,88.0875,88.3715,869204.0
2020-07-20,87.8494,88.5089,86.2923,87.4372,749311.0
2020-07-21,88.7928,90.0385,88.1471,89.205,493828.0
2020-07-22,88.9119,89.6447,88.3532,89.1501,539994.0
2020-07-23,89.0035,90.469,87.0434,87.996,695546.0
2020-07-24,87.8586,88.142,86.9976,87.4189,738077.0
2020-07-25,87.8586,88.142,86.9976,87.4189,738077.0
2020-07-26,87.8586,88.142,86.9976,87.4189,738077.0
2020-07-27,87.135,89.9378,86.3839,89.7363,1378495.0
2020-07-28,94.9481,99.821,94.9114,96.4136,3442744.0
2020-07-29,99.0515,99.2805,96.6059,97.3479,1531035.0
2020-07-30,95.4518,98.0074,93.7665,95.4793,1210666.0
2020-07-31,95.2595,95.2595,91.8796,94.9206,3704146.0
2020-08-01,95.2595,95.2595,91.8796,94.9206,3704146.0
2020-08-02,95.2595,95.2595,91.8796,94.9206,3704146.0
2020-08-03,95.1038,97.641,95.0763,97.0181,743416.0
2020-08-04,96.4136,97.238,95.7541,96.3861,587176.0
2020-08-05,97.0914,99.0488,96.9191,98.1539,602128.0
2020-08-06,98.0074,98.4287,94.9481,95.1221,676847.0
2020-08-07,94.7466,96.6701,94.0458,96.5693,516542.0
2020-08-08,94.7466,96.6701,94.0458,96.5693,516542.0
2020-08-09,94.7466,96.6701,94.0458,96.5693,516542.0
2020-08-10,96.4044,97.8058,95.951,96.4594,475204.0
2020-08-11,97.8883,100.1873,97.3828,98.2455,1020851.0
2020-08-12,99.2256,101.03,97.9249,98.1539,667949.0
2020-08-13,97.815,100.2881,97.0914,98.5753,493169.0
2020-08-14,97.2105,97.614,93.9771,94.4351,611941.0
2020-08-15,97.2105,97.614,93.9771,94.4351,611941.0
2020-08-16,97.2105,97.614,93.9771,94.4351,611941.0
2020-08-17,93.9771,96.8624,93.8947,96.1296,504044.0
2020-08-18,96.4686,96.6334,94.8198,95.1679,510520.0
2020-08-19,95.0671,96.7708,94.6366,94.8015,321965.0
2020-08-20,93.794,94.8748,92.8414,93.3818,464256.0
2020-08-21,92.8322,93.739,91.9712,92.3559,708563.0
2020-08-22,92.8322,93.739,91.9712,92.3559,708563.0
2020-08-23,92.8322,93.739,91.9712,92.3559,708563.0
2020-08-24,93.0062,95.7449,92.3742,94.9481,576438.0
2020-08-25,95.003,95.6808,94.0504,94.9389,801382.0
2020-08-26,95.3328,96.6334,94.1787,95.3144,796868.0
2020-08-27,96.1571,97.4486,95.2228,95.3694,414116.0
2020-08-28,96.0381,96.1388,94.7104,95.4702,301241.0
2020-08-29,96.0381,96.1388,94.7104,95.4702,301241.0
2020-08-30,96.0381,96.1388,94.7104,95.4702,301241.0
2020-08-31,95.9677,95.9677,93.056,93.102,677114.0
2020-09-01,92.3833,95.7788,91.6922,95.7373,542125.0
2020-09-02,95.9124,98.5846,94.5763,98.3081,563864.0
2020-09-03,98.1331,98.1331,91.0104,91.5632,676523.0
2020-09-04,92.7058,93.2679,87.2233,90.9459,579256.0
2020-09-05,92.7058,93.2679,87.2233,90.9459,579256.0
2020-09-06,92.7058,93.2679,87.2233,90.9459,579256.0
2020-09-07,92.7058,93.2679,87.2233,90.9459,579256.0
2020-09-08,85.7397,89.7065,85.1592,86.7165,1050606.0
2020-09-09,88.3013,88.7206,85.7029,86.5506,783416.0
2020-09-10,87.4075,89.0661,85.385,85.6292,586591.0
2020-09-11,86.8455,87.168,84.5603,85.3896,379557.0
2020-09-12,86.8455,87.168,84.5603,85.3896,379557.0
2020-09-13,86.8455,87.168,84.5603,85.3896,379557.0
2020-09-14,86.0715,86.9284,85.6015,86.5138,982380.0
2020-09-15,87.8683,89.1352,85.2975,85.491,730353.0
2020-09-16,86.5045,87.1219,84.376,84.8091,793024.0
2020-09-17,83.3993,84.8828,82.5331,84.1272,648522.0
2020-09-18,84.4682,84.7722,82.1646,82.5424,1302332.0
2020-09-19,84.4682,84.7722,82.1646,82.5424,1302332.0
2020-09-20,84.4682,84.7722,82.1646,82.5424,1302332.0
2020-09-21,81.0865,82.054,79.8564,80.9667,582971.0
2020-09-22,81.7776,84.1364,81.0404,83.7587,604908.0
2020-09-23,84.5695,85.8319,81.7315,81.7683,936234.0
2020-09-24,81.8697,84.6294,80.5244,83.344,682267.0
2020-09-25,82.9294,84.9473,82.622,83.7034,601570.0
2020-09-26,82.9294,84.9473,82.622,83.7034,601570.0
2020-09-27,82.9294,84.9473,82.622,83.7034,601570.0
2020-09-28,85.3159,85.7305,84.2931,84.8459,443272.0
2020-09-29,88.4948,88.5778,83.1321,84.1364,1181954.0
2020-09-30,85.8595,89.0569,85.62,86.9284,1670915.0
2020-10-01,88.1355,89.2061,86.44,87.1127,573666.0
2020-10-02,84.3852,92.0055,84.3852,91.0657,664778.0
2020-10-03,84.3852,92.0055,84.3852,91.0657,664778.0
2020-10-04,84.3852,92.0055,84.3852,91.0657,664778.0
2020-10-05,94.346,95.7466,92.6592,94.0143,668152.0
2020-10-06,94.2262,95.7567,93.1112,93.4522,682543.0
2020-10-07,94.4473,96.1336,94.4105,95.8295,566680.0
2020-10-08,96.7509,96.7509,91.9318,93.1205,729487.0
2020-10-09,93.5259,93.808,91.7567,92.0332,369102.0
2020-10-10,93.5259,93.808,91.7567,92.0332,369102.0
2020-10-11,93.5259,93.808,91.7567,92.0332,369102.0
2020-10-12,92.8625,93.2056,88.9832,89.6743,1087705.0
2020-10-13,89.3057,91.2223,88.587,89.9415,693493.0
2020-10-14,90.4851,90.9635,87.5135,87.684,549348.0
2020-10-15,86.265,90.0152,86.219,89.6374,472097.0
2020-10-16,89.49,90.0429,88.458,88.5041,432950.0
2020-10-17,89.49,90.0429,88.458,88.5041,432950.0
2020-10-18,89.49,90.0429,88.458,88.5041,432950.0
2020-10-19,88.8358,89.7542,86.8579,87.0298,382294.0
2020-10-20,88.0433,90.5128,87.8799,87.9973,448465.0
2020-10-21,88.716,89.0938,83.1044,83.1597,1022253.0
2020-10-22,83.6204,85.6338,82.57,84.5879,834822.0
2020-10-23,85.5739,86.3018,83.1044,84.4682,843311.0
2020-10-24,85.5739,86.3018,83.1044,84.4682,843311.0
2020-10-25,85.5739,86.3018,83.1044,84.4682,843311.0
2020-10-26,83.5744,84.8459,81.7131,84.3576,884041.0
2020-10-27,83.7034,88.974,81.8559,84.8091,1226982.0
2020-10-28,82.9386,87.2417,82.4721,85.1224,728407.0
2020-10-29,85.5555,87.0021,84.0167,84.1364,758788.0
2020-10-30,83.7863,84.8644,81.796,83.7218,1002363.0
2020-10-31,83.7863,84.8644,81.796,83.7218,1002363.0
2020-11-01,83.7863,84.8644,81.796,83.7218,1002363.0
2020-11-02,84.3944,85.9701,83.8047,85.5555,638084.0
2020-11-03,86.7625,87.6563,85.7213,86.7718,668794.0
2020-11-04,85.749,89.748,84.8644,87.9788,535975.0
2020-11-05,89.232,93.314,88.9463,92.4847,713147.0
2020-11-06,92.7795,93.7102,89.7111,90.0613,602470.0
2020-11-07,92.7795,93.7102,89.7111,90.0613,602470.0
2020-11-08,92.7795,93.7102,89.7111,90.0613,602470.0
2020-11-09,94.7422,95.8203,82.1185,82.183,1908510.0
2020-11-10,82.8925,87.5918,82.3304,85.5831,1071225.0
2020-11-11,86.569,87.3891,84.5787,87.3154,622675.0
2020-11-12,86.4585,87.0251,83.1966,83.7771,674164.0
2020-11-13,84.8275,86.8363,84.8275,85.8872,670688.0
2020-11-14,84.8275,86.8363,84.8275,85.8872,670688.0
2020-11-15,84.8275,86.8363,84.8275,85.8872,670688.0
2020-11-16,86.6151,89.0108,86.4492,88.8818,763661.0
2020-11-17,88.1539,89.6927,86.3663,89.3886,469104.0
2020-11-18,84.7722,86.3295,83.4178,83.7402,1732991.0
2020-11-19,84.1549,85.1685,82.9754,84.7722,778722.0
2020-11-20,84.5972,85.0118,83.215,84.6893,805796.0
2020-11-21,84.5972,85.0118,83.215,84.6893,805796.0
2020-11-22,84.5972,85.0118,83.215,84.6893,805796.0
2020-11-23,85.6384,87.9512,85.2606,87.343,625964.0
2020-11-24,88.458,89.5146,85.7444,87.8406,707853.0
2020-11-25,88.3566,88.5778,86.7441,88.1447,749384.0
2020-11-26,88.3566,88.5778,86.7441,88.1447,749384.0
2020-11-27,88.2276,89.1122,87.5365,88.0341,247052.0
2020-11-28,88.2276,89.1122,87.5365,88.0341,247052.0
2020-11-29,88.2276,89.1122,87.5365,88.0341,247052.0
2020-11-30,88.6091,89.9354,86.6429,89.0357,681757.0
2020-12-01,89.9354,92.1334,89.0914,91.9201,659818.0
2020-12-02,91.1503,92.1566,89.3511,90.2971,914578.0
2020-12-03,89.9725,91.0483,89.2212,89.4531,489248.0
2020-12-04,90.1116,90.362,88.2103,89.9632,415538.0
2020-12-05,90.1116,90.362,88.2103,89.9632,415538.0
2020-12-06,90.1116,90.362,88.2103,89.9632,415538.0
2020-12-07,89.8241,89.8241,87.1947,88.6833,578009.0
2020-12-08,88.1547,88.3633,86.6244,87.4312,561611.0
2020-12-09,87.8486,88.6648,87.1252,88.0434,556428.0
2020-12-10,87.0881,88.303,86.2719,87.9877,512047.0
2020-12-11,87.6353,88.5164,85.8638,87.051,502654.0
2020-12-12,87.6353,88.5164,85.8638,87.051,502654.0
2020-12-13,87.6353,88.5164,85.8638,87.051,502654.0
2020-12-14,88.1825,89.2212,87.5398,87.6724,485047.0
2020-12-15,88.2474,89.3047,87.5518,89.1007,822137.0
2020-12-16,89.8241,90.2414,88.8224,89.3974,389820.0
2020-12-17,89.3232,91.2895,88.9894,89.9632,558980.0
2020-12-18,90.6031,92.3839,90.4547,92.0221,1273142.0
2020-12-19,90.6031,92.3839,90.4547,92.0221,1273142.0
2020-12-20,90.6031,92.3839,90.4547,92.0221,1273142.0
2020-12-21,90.566,91.9943,89.5551,91.6048,373378.0
2020-12-22,92.05,94.2573,91.1967,93.2928,509921.0
2020-12-23,93.6545,94.3872,92.0778,92.3375,429601.0
2020-12-24,92.7085,92.7085,90.9324,91.5677,147172.0
2020-12-25,92.7085,92.7085,90.9324,91.5677,147172.0
2020-12-26,92.7085,92.7085,90.9324,91.5677,147172.0
2020-12-27,92.7085,92.7085,90.9324,91.5677,147172.0
2020-12-28,92.5786,92.8661,90.2461,90.7979,289595.0
2020-12-29,90.7423,90.8582,88.1825,88.7668,370113.0
2020-12-30,89.3325,90.4918,88.7111,89.7777,399723.0
2020-12-31,89.1378,89.1378,87.8671,88.368,444956.0
2021-01-01,89.1378,89.1378,87.8671,88.368,444956.0
2021-01-02,89.1378,89.1378,87.8671,88.368,444956.0
2021-01-03,89.1378,89.1378,87.8671,88.368,444956.0
2021-01-04,89.1749,89.518,87.5704,88.7668,454467.0
2021-01-05,88.7575,91.4749,88.6648,91.1318,637498.0
2021-01-06,91.7996,98.1248,90.937,98.0877,831394.0
2021-01-07,98.1248,99.8684,97.7353,97.7724,683087.0
2021-01-08,99.0244,99.0244,95.6856,97.253,462005.0
2021-01-09,99.0244,99.0244,95.6856,97.253,462005.0
2021-01-10,99.0244,99.0244,95.6856,97.253,462005.0
2021-01-11,95.2961,99.8302,94.7767,98.9966,435216.0
2021-01-12,99.1821,103.0867,99.145,102.2242,731839.0
2021-01-13,101.9181,102.1592,99.2656,99.8499,350611.0
2021-01-14,100.8237,101.7975,98.9595,99.1265,379277.0
2021-01-15,98.4494,100.2579,96.9748,100.091,474255.0
2021-01-16,98.4494,100.2579,96.9748,100.091,474255.0
2021-01-17,98.4494,100.2579,96.9748,100.091,474255.0
2021-01-18,98.4494,100.2579,96.9748,100.091,474255.0
2021-01-19,101.204,105.2013,100.0844,104.9972,865173.0
2021-01-20,108.4845,112.5467,107.3715,108.5123,1485603.0
2021-01-21,110.4692,111.3596,108.4381,109.1986,635659.0
2021-01-22,108.3639,110.1446,107.557,110.1168,545236.0
2021-01-23,108.3639,110.1446,107.557,110.1168,545236.0
2021-01-24,108.3639,110.1446,107.557,110.1168,545236.0
2021-01-25,110.3208,114.8005,108.5123,110.8309,1500037.0
2021-01-26,117.3324,119.6418,109.1522,114.7077,2379712.0
2021-01-27,114.4851,116.4977,107.7054,108.8555,1184110.0
2021-01-28,108.6329,111.4894,108.2461,109.1151,1363715.0
2021-01-29,108.9297,111.1834,107.2231,108.2062,1361152.0
2021-01-30,108.9297,111.1834,107.2231,108.2062,1361152.0
2021-01-31,108.9297,111.1834,107.2231,108.2062,1361152.0
2021-02-01,109.1151,109.6253,104.4222,105.9711,1570056.0
2021-02-02,106.7501,107.8538,104.2367,107.1026,745538.0
2021-02-03,107.4272,110.0241,104.4315,109.8478,1359700.0
2021-02-04,110.1168,111.2947,108.8555,110.3672,668175.0
2021-02-05,110.766,112.0366,109.3563,109.9684,721736.0
2021-02-06,110.766,112.0366,109.3563,109.9684,721736.0
2021-02-07,110.766,112.0366,109.3563,109.9684,721736.0
2021-02-08,110.6918,113.2794,109.8293,113.2238,634500.0
2021-02-09,113.298,114.3182,111.4616,112.8713,617908.0
2021-02-10,113.873,115.8299,112.9827,114.448,538619.0
2021-02-11,114.4758,116.7365,114.2069,115.4497,760691.0
2021-02-12,114.4109,115.7325,112.8899,113.3165,439801.0
2021-02-13,114.4109,115.7325,112.8899,113.3165,439801.0
2021-02-14,114.4109,115.7325,112.8899,113.3165,439801.0
2021-02-15,114.4109,115.7325,112.8899,113.3165,439801.0
2021-02-16,113.2794,115.2735,110.2652,110.9979,828576.0
2021-02-17,109.449,110.7614,108.2897,109.5418,572493.0
2021-02-18,109.143,110.1909,106.6574,108.7813,527070.0
2021-02-19,108.9946,113.1496,108.9946,113.0197,622874.0
2021-02-20,108.9946,113.1496,108.9946,113.0197,622874.0
2021-02-21,108.9946,113.1496,108.9946,113.0197,622874.0
2021-02-22,112.0181,114.5964,111.8975,112.0645,670949.0
2021-02-23,110.3672,114.5037,108.2897,114.0307,645863.0
2021-02-24,114.077,117.504,113.5484,116.9614,643061.0
2021-02-25,116.6368,117.7404,112.2546,112.556,610744.0
2021-02-26,112.2017,113.1247,109.0319,109.7871,808888.0
2021-02-27,112.2017,113.1247,109.0319,109.7871,808888.0
2021-02-28,112.2017,113.1247,109.0319,109.7871,808888.0
2021-03-01,111.95,117.2641,111.95,115.9309,712100.0
2021-03-02,116.3877,116.8212,113.7214,114.5697,1282796.0
2021-03-03,115.5766,117.1233,113.1433,114.4952,518511.0
2021-03-04,113.451,116.1826,110.9618,114.2155,1387723.0
2021-03-05,115.3342,121.5214,113.0905,120.7136,1700813.0
2021-03-06,115.3342,121.5214,113.0905,120.7136,1700813.0
2021-03-07,115.3342,121.5214,113.0905,120.7136,1700813.0
2021-03-08,121.1984,127.827,121.1984,125.1327,1540500.0
2021-03-09,128.0041,128.3584,124.2283,124.7131,1496446.0
2021-03-10,125.1513,126.7735,123.2401,124.3588,784278.0
2021-03-11,125.8598,127.6778,125.3797,127.4261,612355.0
2021-03-12,126.7082,128.433,126.7082,127.8177,613193.0
2021-03-13,126.7082,128.433,126.7082,127.8177,613193.0
2021-03-14,126.7082,128.433,126.7082,127.8177,613193.0
2021-03-15,128.5449,131.3884,127.221,130.9968,1288427.0
2021-03-16,131.2019,131.2019,127.3888,127.7617,940583.0
2021-03-17,126.7642,127.2676,123.1935,126.8294,699012.0
2021-03-18,126.6243,127.9389,123.7715,124.1724,635420.0
2021-03-19,125.1513,127.4075,123.4359,126.2141,3108908.0
2021-03-20,125.1513,127.4075,123.4359,126.2141,3108908.0
2021-03-21,125.1513,127.4075,123.4359,126.2141,3108908.0
2021-03-22,129.8594,129.934,125.0301,126.876,654561.0
2021-03-23,124.6572,126.5684,119.6741,120.7136,553237.0
2021-03-24,123.613,124.2097,117.6463,117.9819,1318550.0
2021-03-25,116.164,121.9955,114.7655,121.5153,690692.0
2021-03-26,122.9884,125.0767,121.245,124.7597,581174.0
2021-03-27,122.9884,125.0767,121.245,124.7597,581174.0
2021-03-28,122.9884,125.0767,121.245,124.7597,581174.0
2021-03-29,125.0208,127.0439,123.3184,124.1817,569832.0
2021-03-30,124.3588,126.6057,121.3662,126.3726,568476.0
2021-03-31,126.8481,127.5939,123.3222,124.4614,568769.0
2021-04-01,125.5429,126.1395,123.9673,125.7946,444888.0
2021-04-02,125.5429,126.1395,123.9673,125.7946,444888.0
2021-04-03,125.5429,126.1395,123.9673,125.7946,444888.0
2021-04-04,125.5429,126.1395,123.9673,125.7946,444888.0
2021-04-05,127.3795,128.5542,126.1722,128.3025,385472.0
2021-04-06,128.0974,130.0272,126.932,127.3981,831882.0
2021-04-07,127.3888,129.5983,126.3353,128.2931,500671.0
2021-04-08,128.405,129.1881,127.2583,128.4516,526078.0
2021-04-09,129.1229,129.5238,128.3491,128.9551,685972.0
2021-04-10,129.1229,129.5238,128.3491,128.9551,685972.0
2021-04-11,129.1229,129.5238,128.3491,128.9551,685972.0
2021-04-12,129.9713,132.5071,129.1229,131.8545,613453.0
2021-04-13,130.6145,133.6072,129.1881,133.3462,752462.0
2021-04-14,134.0267,137.5415,133.5606,135.1455,662842.0
2021-04-15,135.8074,136.3015,132.7868,133.3089,620506.0
2021-04-16,134.3903,135.3413,133.2716,135.2014,594240.0
2021-04-17,134.3903,135.3413,133.2716,135.2014,594240.0
2021-04-18,134.3903,135.3413,133.2716,135.2014,594240.0
2021-04-19,135.5837,136.3388,133.3963,134.726,666529.0
2021-04-20,134.7166,135.9939,131.7624,133.3182,370318.0
2021-04-21,133.0758,135.1828,132.2787,134.9031,514307.0
2021-04-22,135.5744,137.5695,133.225,135.2667,478535.0
2021-04-23,136.6279,137.728,135.276,136.5346,583424.0
2021-04-24,136.6279,137.728,135.276,136.5346,583424.0
2021-04-25,136.6279,137.728,135.276,136.5346,583424.0
2021-04-26,136.7677,137.2524,133.8869,135.1082,861118.0
2021-04-27,130.0552,135.3133,127.6778,133.5513,1285170.0
2021-04-28,134.1852,134.1852,127.193,128.4237,898143.0
2021-04-29,129.4026,129.8314,126.8108,128.2092,986435.0
2021-04-30,128.4516,131.2112,127.7617,130.5493,1622815.0
2021-05-01,128.4516,131.2112,127.7617,130.5493,1622815.0
2021-05-02,128.4516,131.2112,127.7617,130.5493,1622815.0
2021-05-03,132.3952,134.2225,131.3417,133.0572,432667.0
2021-05-04,132.591,132.936,130.3162,132.647,441128.0
2021-05-05,133.831,134.1107,131.0061,131.4536,425865.0
2021-05-06,131.7706,133.8496,131.3512,133.8496,437315.0
2021-05-07,134.1666,135.4065,133.0292,134.7353,347141.0
2021-05-08,134.1666,135.4065,133.0292,134.7353,347141.0
2021-05-09,134.1666,135.4065,133.0292,134.7353,347141.0
2021-05-10,135.3972,135.9193,131.6867,131.696,516271.0
2021-05-11,129.4399,132.0409,127.7804,131.7333,657590.0
2021-05-12,131.0341,131.0341,121.9908,122.5129,855183.0
2021-05-13,123.063,126.3819,122.8765,125.3191,572759.0
2021-05-14,126.8294,127.6032,124.6572,125.3098,701942.0
2021-05-15,126.8294,127.6032,124.6572,125.3098,701942.0
2021-05-16,126.8294,127.6032,124.6572,125.3098,701942.0
2021-05-17,125.3005,125.6268,122.14,123.6223,639337.0
2021-05-18,124.4614,125.9568,121.7391,121.9442,424992.0
2021-05-19,119.7253,122.6621,118.6252,122.2052,700731.0
2021-05-20,122.2052,122.8345,119.5575,120.3966,756980.0
2021-05-21,119.7999,121.1984,119.0727,120.2661,1001828.0
2021-05-22,119.7999,121.1984,119.0727,120.2661,1001828.0
2021-05-23,119.7999,121.1984,119.0727,120.2661,1001828.0
2021-05-24,121.3569,121.3569,119.3338,120.1635,965267.0
