,CWH US Equity,CWH US Equity,CWH US Equity,CWH US Equity,CWH US Equity
2022-05-10,25.5782,25.6656,23.6113,24.2582,1610860.0
2022-05-11,24.2582,24.6079,23.6113,24.0397,1202755.0
2022-05-12,23.9348,25.9541,23.9085,25.9366,1449141.0
2022-05-13,26.1377,26.9332,25.753,26.094,1339932.0
2022-05-14,26.1377,26.9332,25.753,26.094,1339932.0
2022-05-15,26.1377,26.9332,25.753,26.094,1339932.0
2022-05-16,25.9716,26.7496,25.2285,25.3247,1953353.0
2022-05-17,25.8929,27.2654,24.8614,26.8458,2157971.0
2022-05-18,26.2251,26.2251,23.9785,24.6691,1808402.0
2022-05-19,24.4855,24.4855,22.3088,23.6113,1780286.0
2022-05-20,24.3456,24.3456,22.1689,22.7809,1439589.0
2022-05-21,24.3456,24.3456,22.1689,22.7809,1439589.0
2022-05-22,24.3456,24.3456,22.1689,22.7809,1439589.0
2022-05-23,22.912,23.2354,22.1521,22.7284,1234685.0
2022-05-24,22.5274,22.614,21.898,22.5711,879897.0
2022-05-25,22.2476,23.8736,22.1602,23.4977,1518510.0
2022-05-26,23.6113,24.6079,23.6026,24.0309,1081200.0
2022-05-27,24.2844,24.4768,23.725,23.9697,697100.0
2022-05-28,24.2844,24.4768,23.725,23.9697,697100.0
2022-05-29,24.2844,24.4768,23.725,23.9697,697100.0
2022-05-30,24.2844,24.4768,23.725,23.9697,697100.0
2022-05-31,24.0047,24.1009,23.3491,23.7162,960659.0
2022-06-01,23.961,24.1533,22.5711,23.0868,1095617.0
2022-06-02,23.1393,23.384,22.6322,22.9994,831290.0
2022-06-03,22.7721,22.9111,22.1777,22.5798,1058224.0
2022-06-04,22.7721,22.9111,22.1777,22.5798,1058224.0
2022-06-05,22.7721,22.9111,22.1777,22.5798,1058224.0
2022-06-06,22.8246,23.0606,22.3001,23.0606,845907.0
2022-06-07,22.5798,23.7687,22.3525,23.1917,1064287.0
2022-06-08,22.9907,23.6026,22.6235,23.454,839178.0
2022-06-09,23.2879,23.725,23.0693,23.4015,632448.0
2022-06-10,23.4277,23.655,22.5974,23.4015,906300.0
2022-06-11,23.4277,23.655,22.5974,23.4015,906300.0
2022-06-12,23.4277,23.655,22.5974,23.4015,906300.0
2022-06-13,23.406,23.8804,22.4841,22.8869,1350812.0
2022-06-14,23.1017,23.2628,22.4572,22.7884,883011.0
2022-06-15,22.8869,23.1733,21.7412,21.8754,1716708.0
2022-06-16,21.4816,21.8754,20.4254,20.7029,2087711.0
2022-06-17,20.7656,21.3831,20.0545,20.4165,2129807.0
2022-06-18,20.7656,21.3831,20.0545,20.4165,2129807.0
2022-06-19,20.7656,21.3831,20.0545,20.4165,2129807.0
2022-06-20,20.7656,21.3831,20.0545,20.4165,2129807.0
2022-06-21,21.0609,21.5085,20.4791,20.506,1202194.0
2022-06-22,20.4881,21.4906,20.3434,20.8193,1731498.0
2022-06-23,20.9446,21.1862,20.4075,20.7656,1331930.0
2022-06-24,20.9625,21.3742,20.8103,21.0072,3116496.0
2022-06-25,20.9625,21.3742,20.8103,21.0072,3116496.0
2022-06-26,20.9625,21.3742,20.8103,21.0072,3116496.0
2022-06-27,21.2847,21.4727,20.4612,20.6044,870701.0
2022-06-28,20.7297,20.9177,19.0739,19.3334,1564934.0
2022-06-29,19.4319,19.6064,18.68,19.4767,1006108.0
2022-06-30,19.1365,19.6512,18.6622,19.3245,815858.0
2022-07-01,19.226,20.015,19.1634,19.6109,893202.0
2022-07-02,19.226,20.015,19.1634,19.6109,893202.0
2022-07-03,19.226,20.015,19.1634,19.6109,893202.0
2022-07-04,19.226,20.015,19.1634,19.6109,893202.0
2022-07-05,19.423,21.0072,19.3066,20.9893,1220251.0
2022-07-06,20.8909,21.1773,19.9779,20.3449,781658.0
2022-07-07,20.3091,21.0788,20.3091,20.8103,709755.0
2022-07-08,20.676,21.1594,20.5686,20.9893,667044.0
2022-07-09,20.676,21.1594,20.5686,20.9893,667044.0
2022-07-10,20.676,21.1594,20.5686,20.9893,667044.0
2022-07-11,20.8998,21.1057,19.8526,19.9063,991949.0
2022-07-12,20.0853,20.8461,20.0853,20.8461,924510.0
2022-07-13,20.5776,21.7949,20.4433,21.7143,820830.0
2022-07-14,21.231,21.6517,20.7387,20.7924,547473.0
2022-07-15,21.1415,21.5264,20.7681,21.2131,810806.0
2022-07-16,21.1415,21.5264,20.7681,21.2131,810806.0
2022-07-17,21.1415,21.5264,20.7681,21.2131,810806.0
2022-07-18,21.5711,21.9739,21.1594,21.6338,571567.0
2022-07-19,21.7412,22.672,21.5801,22.6452,697002.0
2022-07-20,22.6899,23.7103,22.2872,23.7014,970407.0
2022-07-21,23.6119,23.7551,22.7705,23.7372,768078.0
2022-07-22,23.9609,24.3727,23.6835,24.0146,639623.0
2022-07-23,23.9609,24.3727,23.6835,24.0146,639623.0
2022-07-24,23.9609,24.3727,23.6835,24.0146,639623.0
2022-07-25,23.9072,23.9251,23.2018,23.5045,516982.0
2022-07-26,23.2717,23.4149,22.7257,23.2896,756433.0
2022-07-27,23.397,23.6334,22.7436,23.397,637330.0
2022-07-28,23.3881,24.6501,23.2538,24.6143,905033.0
2022-07-29,24.6143,24.6143,23.8893,24.2026,686077.0
2022-07-30,24.6143,24.6143,23.8893,24.2026,686077.0
2022-07-31,24.6143,24.6143,23.8893,24.2026,686077.0
2022-08-01,24.1489,25.0261,23.952,24.7934,784870.0
2022-08-02,24.4353,24.7665,23.4955,23.7461,1335706.0
2022-08-03,25.6974,28.4631,25.6258,26.7088,3794897.0
2022-08-04,26.852,28.0692,26.315,26.4134,1230238.0
2022-08-05,25.9569,26.9147,25.6795,25.9748,774102.0
2022-08-06,25.9569,26.9147,25.6795,25.9748,774102.0
2022-08-07,25.9569,26.9147,25.6795,25.9748,774102.0
2022-08-08,26.4045,27.7113,26.2926,27.1653,1481546.0
2022-08-09,26.852,27.0758,25.7958,26.3329,667650.0
2022-08-10,27.3622,27.5949,26.6148,26.852,705606.0
2022-08-11,27.4248,27.9439,27.2593,27.7023,903177.0
2022-08-12,27.7918,28.4945,27.4149,28.4721,781391.0
2022-08-13,27.7918,28.4945,27.4149,28.4721,781391.0
2022-08-14,27.7918,28.4945,27.4149,28.4721,781391.0
2022-08-15,28.4631,28.49,27.8727,28.0066,574610.0
2022-08-16,28.1857,30.4233,28.1633,29.8773,1168995.0
2022-08-17,29.1702,29.3537,28.3289,28.7227,711974.0
2022-08-18,28.7137,28.9107,28.1946,28.6421,453240.0
2022-08-19,28.3736,28.7853,27.9216,28.3736,523722.0
2022-08-20,28.3736,28.7853,27.9216,28.3736,523722.0
2022-08-21,28.3736,28.7853,27.9216,28.3736,523722.0
2022-08-22,27.7471,28.0335,27.385,27.6576,473294.0
2022-08-23,27.7471,28.2662,27.6665,27.6665,423837.0
2022-08-24,27.6307,28.3736,27.5233,27.9887,401351.0
2022-08-25,28.7764,29.582,28.4184,28.8122,860506.0
2022-08-26,28.8033,29.036,27.8903,28.2304,598856.0
2022-08-27,28.8033,29.036,27.8903,28.2304,598856.0
2022-08-28,28.8033,29.036,27.8903,28.2304,598856.0
2022-08-29,27.9708,28.4094,27.6576,28.0245,401164.0
2022-08-30,28.3915,28.3915,27.1295,27.3711,381168.0
2022-08-31,27.3174,27.5979,26.6461,26.9594,580525.0
2022-09-01,26.664,26.767,25.9748,26.5566,492940.0
2022-09-02,26.8968,27.1832,26.11,26.7804,354374.0
2022-09-03,26.8968,27.1832,26.11,26.7804,354374.0
2022-09-04,26.8968,27.1832,26.11,26.7804,354374.0
2022-09-05,26.8968,27.1832,26.11,26.7804,354374.0
2022-09-06,26.7625,26.7894,25.2409,25.4826,954181.0
2022-09-07,25.4557,26.252,25.0887,25.8674,701742.0
2022-09-08,25.5631,26.1539,24.8336,26.0464,715561.0
2022-09-09,26.2702,27.2637,26.2702,27.1653,746820.0
2022-09-10,26.2702,27.2637,26.2702,27.1653,746820.0
2022-09-11,26.2702,27.2637,26.2702,27.1653,746820.0
2022-09-12,27.5591,28.9286,27.5009,28.857,1110512.0
2022-09-13,27.9123,28.3869,27.036,27.0634,1005044.0
2022-09-14,27.5928,27.5928,26.2967,26.9995,523862.0
2022-09-15,27.0999,28.0674,27.0177,27.7114,968713.0
2022-09-16,27.9579,28.1039,25.6988,25.895,1353643.0
2022-09-17,27.9579,28.1039,25.6988,25.895,1353643.0
2022-09-18,27.9579,28.1039,25.6988,25.895,1353643.0
2022-09-19,25.7399,26.6161,25.7399,26.3971,672458.0
2022-09-20,25.9224,25.9772,24.8545,24.964,984455.0
2022-09-21,25.2652,25.9498,24.5168,24.5533,1108171.0
2022-09-22,24.5168,24.6628,23.248,23.2754,987997.0
2022-09-23,22.3535,22.6867,20.7803,21.2856,2439460.0
2022-09-24,22.3535,22.6867,20.7803,21.2856,2439460.0
2022-09-25,22.3535,22.6867,20.7803,21.2856,2439460.0
2022-09-26,21.1578,21.9245,20.9296,20.9661,1114656.0
2022-09-27,21.386,21.9337,21.1396,21.7329,916375.0
2022-09-28,22.1345,24.0604,21.6416,23.7044,1729917.0
2022-09-29,22.9377,23.0198,21.1122,22.527,1334123.0
2022-09-30,22.6456,23.5949,22.0614,23.1111,885217.0
2022-10-01,22.6456,23.5949,22.0614,23.1111,885217.0
2022-10-02,22.6456,23.5949,22.0614,23.1111,885217.0
2022-10-03,23.4215,23.8231,22.9468,23.4671,865822.0
2022-10-04,23.9691,24.9458,23.9098,24.9184,658258.0
2022-10-05,24.2703,24.6902,24.0056,24.5442,492814.0
2022-10-06,24.462,25.0371,24.2338,24.4529,359795.0
2022-10-07,24.1517,24.2338,23.2024,23.4854,661133.0
2022-10-08,24.1517,24.2338,23.2024,23.4854,661133.0
2022-10-09,24.1517,24.2338,23.2024,23.4854,661133.0
2022-10-10,23.7044,24.4985,23.3393,24.1973,1011688.0
2022-10-11,24.1517,25.3565,23.8035,25.1831,855693.0
2022-10-12,25.1831,25.5847,24.6719,25.3656,805712.0
2022-10-13,24.7176,25.5938,23.9189,25.5391,682488.0
2022-10-14,25.9772,26.0411,24.6446,24.7085,653782.0
2022-10-15,25.9772,26.0411,24.6446,24.7085,653782.0
2022-10-16,25.9772,26.0411,24.6446,24.7085,653782.0
2022-10-17,25.2561,25.393,24.3981,24.8271,851900.0
2022-10-18,25.4022,25.8129,24.3707,24.5533,1030840.0
2022-10-19,24.462,24.462,22.2623,23.1385,1214083.0
2022-10-20,23.1933,23.887,22.4357,22.6547,737615.0
2022-10-21,22.819,23.677,22.5655,23.5584,714494.0
2022-10-22,22.819,23.677,22.5655,23.5584,714494.0
2022-10-23,22.819,23.677,22.5655,23.5584,714494.0
2022-10-24,23.677,24.2156,23.2207,24.0421,527454.0
2022-10-25,24.0148,25.2287,23.9691,24.9184,585588.0
2022-10-26,25.1831,26.0411,24.5579,24.9823,563482.0
2022-10-27,25.3656,25.6787,24.8271,25.4843,811085.0
2022-10-28,25.6942,26.5388,25.32,25.7581,819311.0
2022-10-29,25.6942,26.5388,25.32,25.7581,819311.0
2022-10-30,25.6942,26.5388,25.32,25.7581,819311.0
2022-10-31,25.7764,26.4244,25.2379,25.4022,981428.0
2022-11-01,26.0137,26.1871,25.3064,25.7308,1015914.0
2022-11-02,24.4164,24.7267,22.8282,23.3667,2196160.0
2022-11-03,22.7278,24.4255,22.1345,23.677,1577770.0
2022-11-04,23.8961,24.6354,23.5219,23.6405,961838.0
2022-11-05,23.8961,24.6354,23.5219,23.6405,961838.0
2022-11-06,23.8961,24.6354,23.5219,23.6405,961838.0
2022-11-07,23.814,24.5259,23.1841,24.2886,726775.0
2022-11-08,24.462,24.9823,23.8778,24.7997,682231.0
2022-11-09,24.6081,25.466,24.3251,24.7997,666155.0
2022-11-10,26.032,27.894,25.6669,26.1141,1956088.0
2022-11-11,26.0867,27.1181,25.6696,26.4062,1107787.0
2022-11-12,26.0867,27.1181,25.6696,26.4062,1107787.0
2022-11-13,26.0867,27.1181,25.6696,26.4062,1107787.0
2022-11-14,26.3332,26.5431,25.4113,25.9042,801629.0
2022-11-15,26.534,26.7896,25.2013,25.2926,820393.0
2022-11-16,24.6537,24.9732,24.2429,24.8089,608523.0
2022-11-17,24.3434,24.8089,24.1425,24.7085,466192.0
2022-11-18,25.1375,25.3565,24.3889,25.1375,786845.0
2022-11-19,25.1375,25.3565,24.3889,25.1375,786845.0
2022-11-20,25.1375,25.3565,24.3889,25.1375,786845.0
2022-11-21,25.0005,25.4204,24.7221,24.9093,607445.0
2022-11-22,25.0279,26.0776,24.818,25.1922,951737.0
2022-11-23,25.1922,25.749,24.996,25.603,503480.0
2022-11-24,25.1922,25.749,24.996,25.603,503480.0
2022-11-25,25.5938,25.9316,25.4615,25.4843,174553.0
2022-11-26,25.5938,25.9316,25.4615,25.4843,174553.0
2022-11-27,25.5938,25.9316,25.4615,25.4843,174553.0
2022-11-28,25.0097,25.4021,23.8232,24.316,979741.0
2022-11-29,24.3251,24.9549,24.1517,24.4894,631139.0
2022-11-30,24.4164,25.2013,24.1973,25.1283,965430.0
2022-12-01,25.2379,25.7034,24.7815,24.9001,873964.0
2022-12-02,24.6446,25.3426,24.4346,25.3018,824206.0
2022-12-03,24.6446,25.3426,24.4346,25.3018,824206.0
2022-12-04,24.6446,25.3426,24.4346,25.3018,824206.0
2022-12-05,25.0918,25.1192,23.1613,23.2845,1446888.0
2022-12-06,23.2754,23.365,22.1619,22.5817,1664516.0
2022-12-07,22.6,23.144,21.5184,21.5777,1156030.0
2022-12-08,21.5229,21.9976,21.1761,21.7511,856614.0
2022-12-09,21.532,22.4266,21.2217,21.9793,1301750.0
2022-12-10,21.532,22.4266,21.2217,21.9793,1301750.0
2022-12-11,21.532,22.4266,21.2217,21.9793,1301750.0
2022-12-12,22.0432,23.1887,21.8515,23.0198,1702972.0
2022-12-13,23.895,24.0915,22.5004,22.7905,1615826.0
2022-12-14,22.6969,23.2398,22.5373,23.0058,870961.0
2022-12-15,22.6595,22.8373,21.8359,22.2477,893978.0
2022-12-16,22.0043,22.5566,21.8265,22.0511,1190834.0
2022-12-17,22.0043,22.5566,21.8265,22.0511,1190834.0
2022-12-18,22.0043,22.5566,21.8265,22.0511,1190834.0
2022-12-19,21.9856,22.1728,20.6987,20.7782,848138.0
2022-12-20,20.591,20.7502,20.0763,20.3383,951313.0
2022-12-21,20.8438,20.9935,20.5255,20.7782,1104634.0
2022-12-22,20.3571,20.4881,19.2339,20.1137,1311913.0
2022-12-23,20.0014,20.8812,19.9078,20.7127,933450.0
2022-12-24,20.0014,20.8812,19.9078,20.7127,933450.0
2022-12-25,20.0014,20.8812,19.9078,20.7127,933450.0
2022-12-26,20.0014,20.8812,19.9078,20.7127,933450.0
2022-12-27,20.6191,20.811,20.3337,20.3851,671282.0
2022-12-28,20.3477,20.5349,20.0388,20.1699,686303.0
2022-12-29,20.6098,20.8905,20.4039,20.7502,1082601.0
2022-12-30,20.563,21.0403,20.5265,20.8905,923629.0
2022-12-31,20.563,21.0403,20.5265,20.8905,923629.0
2023-01-01,20.563,21.0403,20.5265,20.8905,923629.0
2023-01-02,20.563,21.0403,20.5265,20.8905,923629.0
2023-01-03,21.059,21.4988,20.5817,20.694,1091772.0
2023-01-04,20.928,22.0137,20.825,21.8827,1040189.0
2023-01-05,21.5925,22.0605,21.4334,21.6393,665001.0
2023-01-06,21.9388,22.7999,21.7797,22.7999,600039.0
2023-01-07,21.9388,22.7999,21.7797,22.7999,600039.0
2023-01-08,21.9388,22.7999,21.7797,22.7999,600039.0
2023-01-09,23.0713,23.8669,22.9908,23.3896,1099770.0
2023-01-10,23.296,23.7639,22.9685,23.7452,491363.0
2023-01-11,23.8763,24.2038,23.7265,24.1383,818567.0
2023-01-12,24.3349,24.494,23.5767,23.9043,648091.0
2023-01-13,23.5767,24.2038,23.5299,24.0634,567962.0
2023-01-14,23.5767,24.2038,23.5299,24.0634,567962.0
2023-01-15,23.5767,24.2038,23.5299,24.0634,567962.0
2023-01-16,23.5767,24.2038,23.5299,24.0634,567962.0
2023-01-17,23.8763,24.3442,23.7733,24.1477,811978.0
2023-01-18,24.26,24.3349,21.4334,22.2664,2882055.0
2023-01-19,21.9014,22.3881,21.7236,22.1354,1668304.0
2023-01-20,22.2945,22.5285,21.9295,22.3787,1603713.0
2023-01-21,22.2945,22.5285,21.9295,22.3787,1603713.0
2023-01-22,22.2945,22.5285,21.9295,22.3787,1603713.0
2023-01-23,22.4255,23.0713,22.2851,22.4349,1845662.0
2023-01-24,22.4349,22.594,21.995,22.229,1061593.0
2023-01-25,22.1447,22.8093,21.8452,22.6876,976839.0
2023-01-26,22.7531,22.9684,22.1073,22.7344,1412263.0
2023-01-27,22.7344,22.959,22.3974,22.8467,1565420.0
2023-01-28,22.7344,22.959,22.3974,22.8467,1565420.0
2023-01-29,22.7344,22.959,22.3974,22.8467,1565420.0
2023-01-30,22.5566,23.3615,22.5566,22.8654,756740.0
2023-01-31,23.0152,23.8201,23.0152,23.7827,1072691.0
2023-02-01,23.6329,24.3349,23.427,24.0073,1252946.0
2023-02-02,24.3349,25.2849,24.129,25.093,1886210.0
2023-02-03,24.6718,25.5797,24.5314,24.8403,755290.0
2023-02-04,24.6718,25.5797,24.5314,24.8403,755290.0
2023-02-05,24.6718,25.5797,24.5314,24.8403,755290.0
2023-02-06,24.728,24.8964,24.26,24.7841,770126.0
2023-02-07,24.5127,24.859,24.1851,24.7467,652070.0
2023-02-08,24.494,24.6812,23.9792,24.129,645922.0
2023-02-09,24.3255,24.625,23.5019,23.6703,606340.0
2023-02-10,23.4644,23.7546,23.2668,23.4083,642166.0
2023-02-11,23.4644,23.7546,23.2668,23.4083,642166.0
2023-02-12,23.4644,23.7546,23.2668,23.4083,642166.0
2023-02-13,23.3615,23.7171,23.1743,23.6703,1051303.0
2023-02-14,23.3896,23.5393,22.6689,23.4831,1293748.0
2023-02-15,23.2117,23.9652,23.0152,23.923,678587.0
2023-02-16,23.6891,25.0539,23.6048,24.3255,1635893.0
2023-02-17,24.3817,24.5127,23.661,24.3442,1291623.0
2023-02-18,24.3817,24.5127,23.661,24.3442,1291623.0
2023-02-19,24.3817,24.5127,23.661,24.3442,1291623.0
2023-02-20,24.3817,24.5127,23.661,24.3442,1291623.0
2023-02-21,23.7452,23.9886,22.0324,22.0886,1863238.0
2023-02-22,22.6221,24.859,21.9482,22.0231,3100752.0
2023-02-23,21.9201,22.1915,21.2837,21.995,1627304.0
2023-02-24,21.7891,22.1307,21.4334,21.9575,1081403.0
2023-02-25,21.7891,22.1307,21.4334,21.9575,1081403.0
2023-02-26,21.7891,22.1307,21.4334,21.9575,1081403.0
2023-02-27,22.0043,22.229,21.5785,21.5925,808622.0
2023-02-28,21.527,21.8171,21.3351,21.3679,922632.0
2023-03-01,21.293,21.4147,20.811,20.9935,963113.0
2023-03-02,20.7689,21.0684,20.4553,20.9841,1442494.0
2023-03-03,21.293,21.8078,21.127,21.527,1162745.0
2023-03-04,21.293,21.8078,21.127,21.527,1162745.0
2023-03-05,21.293,21.8078,21.127,21.527,1162745.0
2023-03-06,21.5738,21.8452,21.3024,21.4428,997356.0
2023-03-07,20.825,21.5394,20.7876,21.1058,1349015.0
2023-03-08,21.2556,21.3865,20.4794,20.9561,1079620.0
2023-03-09,21.0263,21.4334,20.797,20.9748,936790.0
2023-03-10,20.825,20.928,20.1605,20.6098,1431278.0
2023-03-11,20.825,20.928,20.1605,20.6098,1431278.0
2023-03-12,20.825,20.928,20.1605,20.6098,1431278.0
2023-03-13,20.1522,20.4026,19.4627,20.1233,2102888.0
2023-03-14,20.6724,20.9903,19.7669,20.1426,1106749.0
2023-03-15,19.4682,19.9403,19.3719,19.9017,1334329.0
2023-03-16,19.6127,20.3352,19.4056,20.2678,1020684.0
2023-03-17,20.1715,20.1715,19.4393,19.5164,1811348.0
2023-03-18,20.1715,20.1715,19.4393,19.5164,1811348.0
2023-03-19,20.1715,20.1715,19.4393,19.5164,1811348.0
2023-03-20,19.5068,20.0462,19.2804,19.4393,1139424.0
2023-03-21,19.8728,20.3256,19.8343,20.1715,1043779.0
2023-03-22,20.2389,20.2774,19.1407,19.16,1335318.0
2023-03-23,19.3045,19.4297,18.399,18.5242,1989810.0
2023-03-24,18.3027,18.5242,18.004,18.4568,1190397.0
2023-03-25,18.3027,18.5242,18.004,18.4568,1190397.0
2023-03-26,18.3027,18.5242,18.004,18.4568,1190397.0
2023-03-27,18.8036,18.9481,18.4857,18.7554,977392.0
2023-03-28,18.7265,19.2563,18.6899,19.0444,850087.0
2023-03-29,19.3719,19.3719,18.818,19.0733,837025.0
2023-03-30,19.2756,19.6224,18.9962,19.1889,812029.0
2023-03-31,19.3141,20.1618,19.2852,20.104,1054555.0
2023-04-01,19.3141,20.1618,19.2852,20.104,1054555.0
2023-04-02,19.3141,20.1618,19.2852,20.104,1054555.0
2023-04-03,20.1329,20.2678,19.4393,19.6898,1177863.0
2023-04-04,19.7572,19.9017,18.6928,18.765,1050921.0
2023-04-05,18.5242,19.0348,18.216,19.0059,1022368.0
2023-04-06,19.1022,19.5742,18.8421,19.4393,922852.0
2023-04-07,19.1022,19.5742,18.8421,19.4393,922852.0
2023-04-08,19.1022,19.5742,18.8421,19.4393,922852.0
2023-04-09,19.1022,19.5742,18.8421,19.4393,922852.0
2023-04-10,19.4297,19.9403,19.4105,19.7476,764296.0
2023-04-11,20.1329,21.1251,20.1329,20.7494,1422817.0
2023-04-12,20.8939,21.0288,19.8391,20.2293,914866.0
2023-04-13,20.4026,20.4315,20.0607,20.2582,637133.0
2023-04-14,20.5471,20.8554,20.0751,20.1233,747204.0
2023-04-15,20.5471,20.8554,20.0751,20.1233,747204.0
2023-04-16,20.5471,20.8554,20.0751,20.1233,747204.0
2023-04-17,20.2293,20.8747,20.0318,20.7205,1019765.0
2023-04-18,20.7205,20.8939,20.499,20.7976,666867.0
2023-04-19,20.7783,21.3948,20.7205,21.1444,1125671.0
2023-04-20,20.8843,21.4045,20.865,21.1251,951625.0
2023-04-21,21.2022,21.3563,20.8939,21.1926,796746.0
2023-04-22,21.2022,21.3563,20.8939,21.1926,796746.0
2023-04-23,21.2022,21.3563,20.8939,21.1926,796746.0
2023-04-24,21.2118,21.3948,20.6242,20.8554,891048.0
2023-04-25,20.6242,21.1926,20.2967,20.9325,1251487.0
2023-04-26,20.9806,21.3467,20.6579,20.8072,890943.0
2023-04-27,20.8072,21.39,20.8072,21.3467,916395.0
2023-04-28,21.3081,21.6357,21.3081,21.5682,917855.0
2023-04-29,21.3081,21.6357,21.3081,21.5682,917855.0
2023-04-30,21.3081,21.6357,21.3081,21.5682,917855.0
2023-05-01,21.5201,21.8765,21.3178,21.7224,871154.0
2023-05-02,21.7224,21.7609,20.4219,21.0192,1438091.0
2023-05-03,21.9921,24.4678,21.9343,23.5237,3737157.0
2023-05-04,23.4274,24.121,22.5316,22.7627,1601481.0
2023-05-05,23.2636,24.0824,22.8302,23.9283,1412830.0
2023-05-06,23.2636,24.0824,22.8302,23.9283,1412830.0
2023-05-07,23.2636,24.0824,22.8302,23.9283,1412830.0
2023-05-08,24.0824,24.2889,23.6104,23.8609,1086371.0
2023-05-09,23.7646,24.4678,23.649,24.4292,727740.0
2023-05-10,24.7664,24.7857,23.8802,24.5448,832684.0
2023-05-11,24.3811,24.6271,23.9861,24.2173,564354.0
2023-05-12,24.304,24.3714,24.0343,24.3522,486511.0
2023-05-13,24.304,24.3714,24.0343,24.3522,486511.0
2023-05-14,24.304,24.3714,24.0343,24.3522,486511.0
2023-05-15,24.2462,25.1084,24.1402,24.8723,868059.0
2023-05-16,24.5641,24.9118,24.1884,24.6701,912487.0
2023-05-17,24.8435,25.8164,24.5737,25.6815,890725.0
2023-05-18,25.6141,26.0379,25.4022,25.9127,835140.0
2023-05-19,25.9127,25.9127,25.2577,25.4889,1087329.0
2023-05-20,25.9127,25.9127,25.2577,25.4889,1087329.0
2023-05-21,25.9127,25.9127,25.2577,25.4889,1087329.0
2023-05-22,25.5274,25.5274,25.0361,25.0746,761756.0
2023-05-23,25.065,25.4214,24.9109,25.354,962504.0
2023-05-24,26.1728,26.693,25.7393,26.4425,2145253.0
2023-05-25,26.3366,26.7026,25.1854,25.8645,1015411.0
2023-05-26,25.8934,26.64,25.6863,26.587,922758.0
2023-05-27,25.8934,26.64,25.6863,26.587,922758.0
2023-05-28,25.8934,26.64,25.6863,26.587,922758.0
2023-05-29,25.8934,26.64,25.6863,26.587,922758.0
2023-05-30,26.8278,26.9627,25.8501,26.5003,964237.0
2023-05-31,26.1921,26.404,25.5948,25.9609,1053128.0
2023-06-01,26.1535,26.1535,25.3925,25.643,900807.0
2023-06-02,25.9223,26.3366,25.4022,25.9609,1217300.0
2023-06-03,25.9223,26.3366,25.4022,25.9609,1217300.0
2023-06-04,25.9223,26.3366,25.4022,25.9609,1217300.0
2023-06-05,25.9127,26.298,25.0554,25.1324,1261858.0
2023-06-06,25.2962,27.4444,25.2577,27.4155,1798698.0
2023-06-07,27.5888,28.5618,27.5888,28.0705,1639081.0
2023-06-08,28.1283,28.3306,27.584,27.7141,1079417.0
2023-06-09,28.0801,28.4943,27.7334,27.8586,975918.0
2023-06-10,28.0801,28.4943,27.7334,27.8586,975918.0
2023-06-11,28.0801,28.4943,27.7334,27.8586,975918.0
2023-06-12,27.9356,28.1861,27.6659,27.8393,1106037.0
2023-06-13,27.8048,28.7894,27.7685,28.5925,1031763.0
2023-06-14,28.4251,28.7894,27.9919,28.3464,900409.0
2023-06-15,28.2971,28.7838,28.1299,28.4153,726718.0
2023-06-16,28.435,28.4448,27.411,27.6375,1323014.0
2023-06-17,28.435,28.4448,27.411,27.6375,1323014.0
2023-06-18,28.435,28.4448,27.411,27.6375,1323014.0
2023-06-19,28.435,28.4448,27.411,27.6375,1323014.0
2023-06-20,27.4405,27.5292,26.7218,27.0172,909793.0
2023-06-21,26.5544,28.3365,26.3723,28.2577,1226280.0
2023-06-22,28.2971,28.3021,27.5292,27.8935,695372.0
2023-06-23,27.5685,27.8836,27.0664,27.1944,1184431.0
2023-06-24,27.5685,27.8836,27.0664,27.1944,1184431.0
2023-06-25,27.5685,27.8836,27.0664,27.1944,1184431.0
2023-06-26,27.3815,27.4898,26.7415,26.9975,621335.0
2023-06-27,27.3224,28.4987,27.0861,28.3956,784900.0
2023-06-28,28.1396,28.4301,27.8836,28.307,646064.0
2023-06-29,28.435,28.6417,28.2381,28.2676,551939.0
2023-06-30,29.5476,30.0202,29.1439,29.6362,1630905.0
2023-07-01,29.5476,30.0202,29.1439,29.6362,1630905.0
2023-07-02,29.5476,30.0202,29.1439,29.6362,1630905.0
2023-07-03,29.3408,30.0202,29.1734,29.2719,518126.0
2023-07-04,29.3408,30.0202,29.1734,29.2719,518126.0
2023-07-05,29.2817,29.326,28.6319,28.6319,813748.0
2023-07-06,28.3365,28.691,27.6867,28.1593,673388.0
2023-07-07,28.2971,28.5433,27.9427,28.0214,701888.0
2023-07-08,28.2971,28.5433,27.9427,28.0214,701888.0
2023-07-09,28.2971,28.5433,27.9427,28.0214,701888.0
2023-07-10,28.0214,29.9316,28.0214,29.8725,1470373.0
2023-07-11,29.9316,30.2663,29.6362,30.2565,750364.0
2023-07-12,30.7685,31.5266,30.1194,31.4675,1396714.0
2023-07-13,31.4675,32.3758,31.1081,31.8318,1378500.0
2023-07-14,32.0878,32.0878,30.6109,31.1032,867585.0
2023-07-15,32.0878,32.0878,30.6109,31.1032,867585.0
2023-07-16,32.0878,32.0878,30.6109,31.1032,867585.0
2023-07-17,31.1918,32.1567,30.926,31.9795,895930.0
2023-07-18,30.8275,32.009,30.7488,31.7038,778510.0
2023-07-19,31.6644,32.0287,31.2411,31.3592,643573.0
2023-07-20,31.5069,31.6472,31.1524,31.2509,683619.0
