,PPBI US Equity,PPBI US Equity,PPBI US Equity,PPBI US Equity,PPBI US Equity
2021-03-13,40.7707,41.2696,39.9567,40.832,401672.0
2021-03-14,40.7707,41.2696,39.9567,40.832,401672.0
2021-03-15,40.4906,40.8145,39.1514,39.9829,434105.0
2021-03-16,39.6853,39.8692,39.0201,39.7904,384281.0
2021-03-17,39.9042,40.2193,39.2302,39.6416,424893.0
2021-03-18,39.7729,41.042,39.7028,40.0617,428347.0
2021-03-19,38.5825,40.2105,38.2674,40.0004,1324664.0
2021-03-20,38.5825,40.2105,38.2674,40.0004,1324664.0
2021-03-21,38.5825,40.2105,38.2674,40.0004,1324664.0
2021-03-22,39.7291,39.7379,38.0179,38.5037,481293.0
2021-03-23,38.1711,38.4862,36.7488,37.0157,383385.0
2021-03-24,37.5409,38.4775,36.7006,36.7794,257015.0
2021-03-25,36.6043,38.0748,36.0092,37.821,303542.0
2021-03-26,38.5125,39.3265,38.0704,39.2039,382005.0
2021-03-27,38.5125,39.3265,38.0704,39.2039,382005.0
2021-03-28,38.5125,39.3265,38.0704,39.2039,382005.0
2021-03-29,38.2674,39.2189,37.3833,37.6634,348219.0
2021-03-30,38.0311,38.8363,37.6284,38.6263,279976.0
2021-03-31,38.6963,39.0464,37.9435,38.0223,606391.0
2021-04-01,37.926,38.3637,37.4009,38.0923,431813.0
2021-04-02,37.926,38.3637,37.4009,38.0923,431813.0
2021-04-03,37.926,38.3637,37.4009,38.0923,431813.0
2021-04-04,37.926,38.3637,37.4009,38.0923,431813.0
2021-04-05,38.6263,38.9414,37.5672,38.1799,382894.0
2021-04-06,38.1711,38.3287,37.5059,37.9435,309750.0
2021-04-07,38.1361,38.2499,37.3658,37.5847,269781.0
2021-04-08,37.6897,38.5475,36.8319,37.6197,191241.0
2021-04-09,38.0486,38.0486,37.4096,37.8297,255228.0
2021-04-10,38.0486,38.0486,37.4096,37.8297,255228.0
2021-04-11,38.0486,38.0486,37.4096,37.8297,255228.0
2021-04-12,37.821,38.1799,37.751,37.8035,252127.0
2021-04-13,37.6109,37.6109,36.4993,36.8319,321331.0
2021-04-14,36.6831,37.9698,36.6831,37.5672,199938.0
2021-04-15,37.6197,37.6197,36.3243,37.2521,163869.0
2021-04-16,37.9873,37.9873,37.3308,37.6197,244638.0
2021-04-17,37.9873,37.9873,37.3308,37.6197,244638.0
2021-04-18,37.9873,37.9873,37.3308,37.6197,244638.0
2021-04-19,37.6109,37.9785,36.9807,37.3221,275826.0
2021-04-20,37.112,37.2433,35.3439,35.6941,376789.0
2021-04-21,35.5277,36.9107,35.4227,36.8144,299927.0
2021-04-22,36.8407,37.3221,36.3068,36.4555,299591.0
2021-04-23,36.5868,38.6919,36.5868,38.4162,332011.0
2021-04-24,36.5868,38.6919,36.5868,38.4162,332011.0
2021-04-25,36.5868,38.6919,36.5868,38.4162,332011.0
2021-04-26,38.6263,39.3877,38.1974,38.2674,207445.0
2021-04-27,38.6525,38.9063,37.9698,38.8013,380376.0
2021-04-28,39.3177,39.4534,38.8823,39.2214,459376.0
2021-04-29,39.6853,40.7401,39.1339,39.379,244141.0
2021-04-30,38.9676,39.7729,38.4599,38.5387,379963.0
2021-05-01,38.9676,39.7729,38.4599,38.5387,379963.0
2021-05-02,38.9676,39.7729,38.4599,38.5387,379963.0
2021-05-03,39.0639,39.3527,38.4074,39.0376,530728.0
2021-05-04,38.8713,39.6591,38.2411,39.6591,277612.0
2021-05-05,39.6153,40.8407,38.9414,40.6657,544826.0
2021-05-06,40.5334,41.1064,40.1015,41.0624,352640.0
2021-05-07,40.3659,41.0976,39.4139,40.9037,275048.0
2021-05-08,40.3659,41.0976,39.4139,40.9037,275048.0
2021-05-09,40.3659,41.0976,39.4139,40.9037,275048.0
2021-05-10,41.1417,41.8126,40.0045,40.0574,366374.0
2021-05-11,39.4491,40.5334,39.4491,39.5637,268584.0
2021-05-12,40.2954,40.2954,38.2062,38.3119,234264.0
2021-05-13,38.259,40.3483,38.259,40.031,329477.0
2021-05-14,40.172,40.604,39.7929,40.5599,257234.0
2021-05-15,40.172,40.604,39.7929,40.5599,257234.0
2021-05-16,40.172,40.604,39.7929,40.5599,257234.0
2021-05-17,40.3042,40.7009,39.8723,40.5246,198374.0
2021-05-18,40.3219,40.7362,39.5637,39.6783,274314.0
2021-05-19,39.1318,39.7158,38.215,39.6166,385318.0
2021-05-20,39.5197,40.0662,38.8849,39.9428,227911.0
2021-05-21,40.3836,40.9566,39.9516,40.3748,264856.0
2021-05-22,40.3836,40.9566,39.9516,40.3748,264856.0
2021-05-23,40.3836,40.9566,39.9516,40.3748,264856.0
2021-05-24,40.4276,40.4276,39.5902,39.8987,208818.0
2021-05-25,40.1015,40.7186,38.6469,38.7086,352542.0
2021-05-26,38.9907,39.8723,38.8497,39.6695,254342.0
2021-05-27,40.3395,40.5511,39.8811,40.2161,288529.0
2021-05-28,40.1984,41.221,39.7489,40.5246,181611.0
2021-05-29,40.1984,41.221,39.7489,40.5246,181611.0
2021-05-30,40.1984,41.221,39.7489,40.5246,181611.0
2021-05-31,40.1984,41.221,39.7489,40.5246,181611.0
2021-06-01,40.7979,41.2827,40.5246,40.9566,457848.0
2021-06-02,41.0535,41.0535,40.4982,40.6833,343073.0
2021-06-03,40.6833,41.0447,40.2425,40.5334,206345.0
2021-06-04,40.4453,40.7362,40.1456,40.648,186916.0
2021-06-05,40.4453,40.7362,40.1456,40.648,186916.0
2021-06-06,40.4453,40.7362,40.1456,40.648,186916.0
2021-06-07,40.8067,41.6001,40.7186,41.3356,266574.0
2021-06-08,41.08,41.8381,40.08,41.4943,298699.0
2021-06-09,41.1329,41.2299,40.7362,40.9742,262966.0
2021-06-10,41.5031,41.5031,39.8546,39.8635,212270.0
2021-06-11,40.1191,40.5158,39.9252,40.2337,155234.0
2021-06-12,40.1191,40.5158,39.9252,40.2337,155234.0
2021-06-13,40.1191,40.5158,39.9252,40.2337,155234.0
2021-06-14,40.4541,40.7626,39.5373,39.7929,369867.0
2021-06-15,39.8106,40.6304,39.5814,40.1367,495305.0
2021-06-16,39.8635,40.9742,39.2993,40.6304,475076.0
2021-06-17,40.9037,40.9037,38.356,38.5588,414714.0
2021-06-18,37.4612,38.4001,37.2012,37.2805,857363.0
2021-06-19,37.4612,38.4001,37.2012,37.2805,857363.0
2021-06-20,37.4612,38.4001,37.2012,37.2805,857363.0
2021-06-21,37.7566,38.9731,37.7566,38.788,437414.0
2021-06-22,38.7439,38.8144,38.0563,38.4177,323972.0
2021-06-23,38.4618,38.7351,38.0651,38.0739,554816.0
2021-06-24,38.4442,38.8673,37.9285,38.8232,590420.0
2021-06-25,39.1406,39.2464,37.307,37.9064,1978349.0
2021-06-26,39.1406,39.2464,37.307,37.9064,1978349.0
2021-06-27,39.1406,39.2464,37.307,37.9064,1978349.0
2021-06-28,37.6067,37.977,37.0734,37.307,493434.0
2021-06-29,37.7213,38.0475,36.9764,37.0866,286762.0
2021-06-30,36.8133,37.5626,36.8133,37.2805,415824.0
2021-07-01,37.6684,37.7962,37.2012,37.6596,262391.0
2021-07-02,37.5274,37.6067,36.8486,37.0337,202789.0
2021-07-03,37.5274,37.6067,36.8486,37.0337,202789.0
2021-07-04,37.5274,37.6067,36.8486,37.0337,202789.0
2021-07-05,37.5274,37.6067,36.8486,37.0337,202789.0
2021-07-06,36.8662,36.8662,35.5086,35.8436,256850.0
2021-07-07,35.4822,35.967,35.0855,35.3676,628220.0
2021-07-08,34.68,35.2265,33.9042,34.2304,621171.0
2021-07-09,35.0943,35.7026,34.7505,35.6497,378394.0
2021-07-10,35.0943,35.7026,34.7505,35.6497,378394.0
2021-07-11,35.0943,35.7026,34.7505,35.6497,378394.0
2021-07-12,35.2706,35.923,34.7505,35.8701,459017.0
2021-07-13,35.8524,35.8524,34.7593,34.7769,325928.0
2021-07-14,34.7329,35.3059,34.0541,34.3714,405122.0
2021-07-15,34.0717,34.8827,34.0673,34.8298,384514.0
2021-07-16,35.0238,35.3676,33.5957,33.6662,277228.0
2021-07-17,35.0238,35.3676,33.5957,33.6662,277228.0
2021-07-18,35.0238,35.3676,33.5957,33.6662,277228.0
2021-07-19,32.7494,32.8993,31.7532,32.1059,502672.0
2021-07-20,32.4937,33.9747,32.1411,32.9962,557628.0
2021-07-21,33.4987,34.8915,33.4855,33.8513,235338.0
2021-07-22,33.5869,33.9395,32.432,32.7406,207254.0
2021-07-23,33.102,34.7064,32.5466,32.864,229392.0
2021-07-24,33.102,34.7064,32.5466,32.864,229392.0
2021-07-25,33.102,34.7064,32.5466,32.864,229392.0
2021-07-26,32.9698,33.5163,32.8993,33.1196,181995.0
2021-07-27,32.6083,33.6838,32.2469,33.2254,321324.0
2021-07-28,33.8249,34.0717,32.864,33.7896,265733.0
2021-07-29,34.0541,34.2858,33.6838,33.8337,225949.0
2021-07-30,33.7896,34.4331,33.3665,33.4811,298915.0
2021-07-31,33.7896,34.4331,33.3665,33.4811,298915.0
2021-08-01,33.7896,34.4331,33.3665,33.4811,298915.0
2021-08-02,33.675,34.6535,33.0844,33.2166,377087.0
2021-08-03,33.3136,34.2128,32.864,34.0276,549124.0
2021-08-04,33.4106,34.2568,33.3488,33.9395,582907.0
2021-08-05,34.224,34.6953,33.6994,34.3129,301881.0
2021-08-06,34.9531,35.7889,34.3396,35.5222,254189.0
2021-08-07,34.9531,35.7889,34.3396,35.5222,254189.0
2021-08-08,34.9531,35.7889,34.3396,35.5222,254189.0
2021-08-09,35.2643,35.7,34.6152,35.0154,300776.0
2021-08-10,35.0776,35.6111,34.9576,35.4599,166951.0
2021-08-11,35.1932,36.5536,35.1932,36.5536,296792.0
2021-08-12,36.4914,36.5447,35.9845,36.1357,314874.0
2021-08-13,36.2246,36.2246,35.2465,35.3088,178268.0
2021-08-14,36.2246,36.2246,35.2465,35.3088,178268.0
2021-08-15,36.2246,36.2246,35.2465,35.3088,178268.0
2021-08-16,35.0154,35.3443,34.4819,35.1576,235940.0
2021-08-17,34.7753,35.4466,34.4374,34.8375,234685.0
2021-08-18,34.6419,35.211,34.5352,34.6775,284769.0
2021-08-19,34.2151,34.6152,33.4682,33.735,327900.0
2021-08-20,33.6549,34.9442,32.7346,34.8464,383631.0
2021-08-21,33.6549,34.9442,32.7346,34.8464,383631.0
2021-08-22,33.6549,34.9442,32.7346,34.8464,383631.0
2021-08-23,35.0154,35.5133,34.8909,35.3177,276631.0
2021-08-24,35.2999,35.5489,34.6063,35.3355,252913.0
2021-08-25,35.3266,36.3402,35.3266,35.6556,376117.0
2021-08-26,35.8778,35.8778,34.8909,35.1309,304959.0
2021-08-27,35.1487,36.4736,35.0598,36.3847,337841.0
2021-08-28,35.1487,36.4736,35.0598,36.3847,337841.0
2021-08-29,35.1487,36.4736,35.0598,36.3847,337841.0
2021-08-30,36.5003,36.5003,35.1754,35.211,328070.0
2021-08-31,35.2999,35.7711,35.0154,35.5311,258915.0
2021-09-01,35.6556,35.6556,34.7753,35.3443,188392.0
2021-09-02,35.3443,35.9223,35.0287,35.2199,245196.0
2021-09-03,35.3888,35.5933,34.5974,35.1576,234766.0
2021-09-04,35.3888,35.5933,34.5974,35.1576,234766.0
2021-09-05,35.3888,35.5933,34.5974,35.1576,234766.0
2021-09-06,35.3888,35.5933,34.5974,35.1576,234766.0
2021-09-07,35.3177,35.8112,35.0065,35.0687,350833.0
2021-09-08,35.0331,35.0687,34.2507,34.6063,338152.0
2021-09-09,34.6419,35.2199,34.3396,34.3663,254925.0
2021-09-10,34.6241,34.6419,33.5038,33.5216,336527.0
2021-09-11,34.6241,34.6419,33.5038,33.5216,336527.0
2021-09-12,34.6241,34.6419,33.5038,33.5216,336527.0
2021-09-13,33.9572,34.4285,33.5838,34.2418,314272.0
2021-09-14,34.5886,34.6951,32.9703,33.2103,300332.0
2021-09-15,33.2281,33.9128,33.1837,33.8061,282189.0
2021-09-16,34.1351,34.2418,33.2815,33.4237,234377.0
2021-09-17,33.6816,34.1529,33.2993,34.1173,1271545.0
2021-09-18,33.6816,34.1529,33.2993,34.1173,1271545.0
2021-09-19,33.6816,34.1529,33.2993,34.1173,1271545.0
2021-09-20,32.9792,33.4149,32.5346,33.3348,406127.0
2021-09-21,33.6016,34.4552,33.0503,33.2726,306570.0
2021-09-22,33.6371,34.4152,33.6371,33.9661,307022.0
2021-09-23,34.3752,35.5489,34.2862,35.2821,240285.0
2021-09-24,35.2465,36.109,35.0954,35.6111,255195.0
2021-09-25,35.2465,36.109,35.0954,35.6111,255195.0
2021-09-26,35.2465,36.109,35.0954,35.6111,255195.0
2021-09-27,36.0824,37.5673,36.0824,36.9715,324561.0
2021-09-28,37.176,37.425,36.4025,36.5981,234136.0
2021-09-29,36.607,37.2916,36.1979,37.016,252974.0
2021-09-30,37.2027,37.5628,36.8115,36.847,259797.0
2021-10-01,36.5625,38.412,36.5625,38.1897,370058.0
2021-10-02,36.5625,38.412,36.5625,38.1897,370058.0
2021-10-03,36.5625,38.412,36.5625,38.1897,370058.0
2021-10-04,38.1897,38.8743,37.9407,38.3053,350566.0
2021-10-05,38.4831,38.6609,38.1008,38.3231,463459.0
2021-10-06,37.914,38.4475,37.3227,38.2341,330566.0
2021-10-07,37.8607,38.6165,37.8607,38.5542,347942.0
2021-10-08,38.4298,38.7899,38.243,38.4209,172291.0
2021-10-09,38.4298,38.7899,38.243,38.4209,172291.0
2021-10-10,38.4298,38.7899,38.243,38.4209,172291.0
2021-10-11,38.6787,38.6787,37.834,37.9229,236397.0
2021-10-12,37.8518,38.1097,37.5495,37.9229,324228.0
2021-10-13,37.8162,38.1097,36.847,37.585,315705.0
2021-10-14,38.0118,38.3231,37.4428,38.163,230153.0
2021-10-15,38.7143,38.9544,37.7362,37.7896,451196.0
2021-10-16,38.7143,38.9544,37.7362,37.7896,451196.0
2021-10-17,38.7143,38.9544,37.7362,37.7896,451196.0
2021-10-18,37.8251,38.1363,37.1938,37.2294,183159.0
2021-10-19,37.3005,37.7629,36.807,37.1671,207422.0
2021-10-20,37.1849,38.0652,37.1582,38.0296,332138.0
2021-10-21,37.754,38.8121,37.754,38.7943,405294.0
2021-10-22,39.1233,39.5323,38.6609,39.0966,248586.0
2021-10-23,39.1233,39.5323,38.6609,39.0966,248586.0
2021-10-24,39.1233,39.5323,38.6609,39.0966,248586.0
2021-10-25,39.0166,39.4612,39.0166,39.3011,319753.0
2021-10-26,38.9988,39.4078,38.7499,38.9277,248536.0
2021-10-27,38.6165,38.6165,37.3761,37.3805,310700.0
2021-10-28,37.5939,38.4209,37.5139,37.7984,299684.0
2021-10-29,37.8791,38.1838,37.4579,37.6282,346700.0
2021-10-30,37.8791,38.1838,37.4579,37.6282,346700.0
2021-10-31,37.8791,38.1838,37.4579,37.6282,346700.0
2021-11-01,38.0046,39.1068,37.9373,39.0709,360930.0
2021-11-02,39.2054,39.5907,38.2375,38.6318,268772.0
2021-11-03,38.4437,39.743,38.4437,39.6624,293920.0
2021-11-04,39.6803,39.6803,38.3764,38.9455,294063.0
2021-11-05,39.519,40.1194,39.2143,39.8954,254993.0
2021-11-06,39.519,40.1194,39.2143,39.8954,254993.0
2021-11-07,39.519,40.1194,39.2143,39.8954,254993.0
2021-11-08,39.9043,40.5451,39.6803,40.1373,220830.0
2021-11-09,40.0029,40.1373,39.4563,39.8595,215916.0
2021-11-10,39.9491,40.1418,39.5639,39.9043,174351.0
2021-11-11,39.9223,40.2717,39.519,39.9402,162679.0
2021-11-12,39.8506,40.1642,38.9186,39.1247,182197.0
2021-11-13,39.8506,40.1642,38.9186,39.1247,182197.0
2021-11-14,39.8506,40.1642,38.9186,39.1247,182197.0
2021-11-15,39.4025,40.0029,38.6453,39.0709,269673.0
2021-11-16,39.0889,39.3487,38.6542,38.8738,280598.0
2021-11-17,38.6677,38.6677,37.3773,37.9866,348822.0
2021-11-18,38.0942,38.3899,37.3952,37.7268,360212.0
2021-11-19,37.5207,38.9276,36.3378,37.2339,310395.0
2021-11-20,37.5207,38.9276,36.3378,37.2339,310395.0
2021-11-21,37.5207,38.9276,36.3378,37.2339,310395.0
2021-11-22,37.9956,38.6587,37.3504,37.7716,414416.0
2021-11-23,38.0046,39.0709,37.7447,38.1748,327275.0
2021-11-24,37.9866,39.1561,37.7716,37.8343,193371.0
2021-11-25,37.9866,39.1561,37.7716,37.8343,193371.0
2021-11-26,36.293,36.7858,34.6799,35.4596,409636.0
2021-11-27,36.293,36.7858,34.6799,35.4596,409636.0
2021-11-28,36.293,36.7858,34.6799,35.4596,409636.0
2021-11-29,36.3109,36.5618,34.8054,34.9846,437070.0
2021-11-30,34.7785,35.585,34.1333,34.7247,349356.0
2021-12-01,35.6478,36.0958,34.196,34.2677,321600.0
2021-12-02,34.5993,35.9435,34.5724,35.5223,322062.0
2021-12-03,35.6388,35.6388,34.3394,34.5993,369315.0
2021-12-04,35.6388,35.6388,34.3394,34.5993,369315.0
2021-12-05,35.6388,35.6388,34.3394,34.5993,369315.0
2021-12-06,35.2266,36.2526,34.6262,35.827,483145.0
2021-12-07,36.1675,36.1675,34.886,35.1818,286771.0
2021-12-08,35.2355,35.5492,35.0563,35.2893,267058.0
2021-12-09,35.2624,35.2983,34.1692,34.6979,342883.0
2021-12-10,35.0205,35.0294,34.0706,34.5276,302341.0
2021-12-11,35.0205,35.0294,34.0706,34.5276,302341.0
2021-12-12,35.0205,35.0294,34.0706,34.5276,302341.0
2021-12-13,34.3125,34.9219,33.5687,33.7838,347394.0
2021-12-14,33.8645,34.7337,33.7838,33.9451,577405.0
2021-12-15,34.0527,34.9533,33.5508,33.7928,1106491.0
2021-12-16,34.5097,35.1997,33.9182,34.205,547194.0
2021-12-17,34.1692,34.4469,32.8967,34.0347,2482588.0
2021-12-18,34.1692,34.4469,32.8967,34.0347,2482588.0
2021-12-19,34.1692,34.4469,32.8967,34.0347,2482588.0
2021-12-20,33.2999,33.7659,32.359,33.1476,552293.0
2021-12-21,33.5508,34.4021,32.9415,34.1781,429741.0
2021-12-22,34.0885,35.1997,33.6001,34.5455,253614.0
2021-12-23,34.5993,35.9793,34.5097,34.7337,213505.0
2021-12-24,34.5993,35.9793,34.5097,34.7337,213505.0
2021-12-25,34.5993,35.9793,34.5097,34.7337,213505.0
2021-12-26,34.5993,35.9793,34.5097,34.7337,213505.0
2021-12-27,34.8054,35.4753,34.2946,35.3341,229160.0
2021-12-28,35.2624,36.0152,35.2624,35.7643,191039.0
2021-12-29,35.8359,36.0869,35.4596,35.7732,164539.0
2021-12-30,35.8359,36.284,35.6836,35.818,274327.0
2021-12-31,35.6746,36.0869,35.4327,35.8718,242196.0
2022-01-01,35.6746,36.0869,35.4327,35.8718,242196.0
2022-01-02,35.6746,36.0869,35.4327,35.8718,242196.0
2022-01-03,36.1317,36.7231,35.7194,36.3198,401231.0
2022-01-04,36.7769,38.0135,35.706,37.5117,421411.0
2022-01-05,37.7268,38.4168,37.5565,37.7626,344820.0
2022-01-06,38.2913,39.2815,37.8701,39.0351,404046.0
2022-01-07,39.0978,39.8058,38.8648,39.5638,497187.0
2022-01-08,39.0978,39.8058,38.8648,39.5638,497187.0
2022-01-09,39.0978,39.8058,38.8648,39.5638,497187.0
2022-01-10,39.5638,39.7341,38.9634,39.6265,317998.0
2022-01-11,39.743,39.9402,38.9276,39.1785,262543.0
2022-01-12,39.1606,39.4294,38.5602,38.838,496577.0
2022-01-13,38.8469,39.5817,38.7215,39.1426,473334.0
2022-01-14,38.596,39.743,38.4616,39.6713,342987.0
2022-01-15,38.596,39.743,38.4616,39.6713,342987.0
2022-01-16,38.596,39.743,38.4616,39.6713,342987.0
2022-01-17,38.596,39.743,38.4616,39.6713,342987.0
2022-01-18,39.7251,39.8685,37.3593,39.3129,368742.0
2022-01-19,39.5997,39.5997,38.3092,38.4974,358882.0
2022-01-20,37.0905,38.9544,36.7052,37.0278,471753.0
2022-01-21,36.4095,37.4579,35.827,35.9345,481093.0
2022-01-22,36.4095,37.4579,35.827,35.9345,481093.0
2022-01-23,36.4095,37.4579,35.827,35.9345,481093.0
2022-01-24,35.3879,36.5439,34.9757,36.3826,610719.0
2022-01-25,35.4327,36.3826,34.9219,35.7643,489408.0
2022-01-26,36.2661,36.6514,34.3663,35.0294,381528.0
2022-01-27,35.1459,35.6926,33.2641,33.6046,406327.0
2022-01-28,33.972,34.9264,32.7891,33.8465,380017.0
2022-01-29,33.972,34.9264,32.7891,33.8465,380017.0
2022-01-30,33.972,34.9264,32.7891,33.8465,380017.0
2022-01-31,33.5508,34.5007,33.1745,34.2767,426329.0
2022-02-01,34.2229,34.9219,33.748,34.8412,342218.0
2022-02-02,35.119,35.119,33.7973,34.1781,412069.0
2022-02-03,34.3227,34.838,33.8979,34.151,275773.0
2022-02-04,34.1148,34.9555,33.4549,34.7657,249456.0
2022-02-05,34.1148,34.9555,33.4549,34.7657,249456.0
2022-02-06,34.1148,34.9555,33.4549,34.7657,249456.0
2022-02-07,34.9826,35.29,34.2956,35.1001,276104.0
2022-02-08,35.4165,35.9227,35.2357,35.8685,438866.0
2022-02-09,35.7329,36.212,35.2267,35.76,296498.0
2022-02-10,35.76,36.2843,35.2719,35.534,370287.0
2022-02-11,35.073,36.1125,34.9645,35.2448,266136.0
2022-02-12,35.073,36.1125,34.9645,35.2448,266136.0
2022-02-13,35.073,36.1125,34.9645,35.2448,266136.0
2022-02-14,35.5521,35.9046,34.5397,34.838,399311.0
2022-02-15,35.2538,35.8956,35.0188,35.8052,314650.0
2022-02-16,35.4707,36.1125,35.4707,35.9318,172661.0
2022-02-17,35.5069,35.525,34.5849,34.6843,202960.0
2022-02-18,34.4131,35.2086,34.0515,34.8922,252669.0
2022-02-19,34.4131,35.2086,34.0515,34.8922,252669.0
2022-02-20,34.4131,35.2086,34.0515,34.8922,252669.0
2022-02-21,34.4131,35.2086,34.0515,34.8922,252669.0
2022-02-22,34.7837,35.4527,34.5126,34.8741,264301.0
2022-02-23,35.2357,35.3984,33.9069,34.0335,271202.0
2022-02-24,32.7047,33.5905,32.1533,33.473,312168.0
2022-02-25,33.7713,35.177,33.7713,35.0278,271328.0
2022-02-26,33.7713,35.177,33.7713,35.0278,271328.0
2022-02-27,33.7713,35.177,33.7713,35.0278,271328.0
2022-02-28,34.2052,35.1544,34.2052,34.9917,340360.0
2022-03-01,34.6753,34.7928,32.5374,32.9307,538641.0
2022-03-02,33.4278,34.8109,33.4278,34.3227,288787.0
2022-03-03,34.4493,34.4764,33.5363,33.9069,253040.0
2022-03-04,33.7171,33.7171,32.1262,32.4606,289794.0
2022-03-05,33.7171,33.7171,32.1262,32.4606,289794.0
2022-03-06,33.7171,33.7171,32.1262,32.4606,289794.0
2022-03-07,32.325,32.6595,31.2403,31.3397,435060.0
2022-03-08,31.7284,32.6233,31.2855,31.5657,433018.0
2022-03-09,32.7047,33.012,31.7917,32.551,303684.0
2022-03-10,32.0448,32.8222,32.0448,32.7951,216096.0
2022-03-11,33.0391,33.5634,32.7996,32.9035,304046.0
2022-03-12,33.0391,33.5634,32.7996,32.9035,304046.0
2022-03-13,33.0391,33.5634,32.7996,32.9035,304046.0
2022-03-14,33.5996,34.4493,33.3917,33.5996,379664.0
2022-03-15,33.9431,34.3047,32.9578,33.3826,264099.0
2022-03-16,33.699,34.4764,32.6504,34.0606,478502.0
2022-03-17,33.5815,33.8979,33.1747,33.699,367292.0
2022-03-18,33.6448,33.8527,32.7589,33.7532,1231435.0
2022-03-19,33.6448,33.8527,32.7589,33.7532,1231435.0
2022-03-20,33.6448,33.8527,32.7589,33.7532,1231435.0
2022-03-21,34.1239,34.377,32.9578,33.3013,423888.0
2022-03-22,33.699,34.3634,33.3826,33.4369,500580.0
2022-03-23,33.2018,34.2052,31.9454,31.9634,285844.0
2022-03-24,32.1804,32.7092,31.7194,32.3702,242305.0
2022-03-25,32.4154,33.1476,32.3205,33.0482,219946.0
2022-03-26,32.4154,33.1476,32.3205,33.0482,219946.0
2022-03-27,32.4154,33.1476,32.3205,33.0482,219946.0
2022-03-28,32.8583,33.0301,32.1262,32.9487,426292.0
2022-03-29,33.5092,33.9973,33.1657,33.8436,435779.0
2022-03-30,33.8617,33.9792,32.2346,32.6143,498043.0
2022-03-31,32.56,32.9533,31.9092,31.9544,358934.0
2022-04-01,32.4787,32.6233,31.6651,31.8911,444367.0
2022-04-02,32.4787,32.6233,31.6651,31.8911,444367.0
2022-04-03,32.4787,32.6233,31.6651,31.8911,444367.0
2022-04-04,31.9363,31.9363,31.2312,31.4211,369598.0
2022-04-05,31.4663,31.7194,30.8697,31.0233,397382.0
2022-04-06,30.7974,31.186,30.6708,30.6979,491628.0
2022-04-07,30.9058,31.0143,30.1284,30.5352,576347.0
2022-04-08,30.7341,31.064,30.264,30.5352,435646.0
2022-04-09,30.7341,31.064,30.264,30.5352,435646.0
2022-04-10,30.7341,31.064,30.264,30.5352,435646.0
2022-04-11,30.5262,31.2132,30.4087,30.8516,397365.0
2022-04-12,30.9239,31.3081,30.3092,30.6437,434902.0
2022-04-13,30.4719,31.3533,30.3906,31.2493,255832.0
2022-04-14,31.3488,31.638,30.8606,31.0053,356158.0
2022-04-15,31.3488,31.638,30.8606,31.0053,356158.0
2022-04-16,31.3488,31.638,30.8606,31.0053,356158.0
2022-04-17,31.3488,31.638,30.8606,31.0053,356158.0
2022-04-18,30.7883,31.1082,30.5985,30.8787,393672.0
2022-04-19,31.0685,32.2075,31.0685,31.9815,435559.0
2022-04-20,32.4064,32.7499,31.7103,32.3973,365888.0
2022-04-21,32.7408,32.9849,31.9499,32.2346,439149.0
2022-04-22,32.1985,32.5384,31.4663,31.5295,415430.0
2022-04-23,32.1985,32.5384,31.4663,31.5295,415430.0
2022-04-24,32.1985,32.5384,31.4663,31.5295,415430.0
2022-04-25,31.2674,31.7194,30.5081,31.5386,668450.0
2022-04-26,30.8787,31.394,29.5318,29.6765,637579.0
2022-04-27,29.2426,29.6584,28.9633,29.0708,609808.0
2022-04-28,29.4957,29.803,29.0799,29.7849,480160.0
2022-04-29,29.7036,29.9296,28.2211,28.3477,431406.0
2022-04-30,29.7036,29.9296,28.2211,28.3477,431406.0
2022-05-01,29.7036,29.9296,28.2211,28.3477,431406.0
2022-05-02,28.5375,28.9081,27.8505,28.4923,496901.0
2022-05-03,28.7816,29.2516,28.2482,28.9352,357806.0
2022-05-04,28.9714,29.9928,28.7364,29.9657,373221.0
2022-05-05,29.5823,29.6644,28.7879,29.1897,331986.0
2022-05-06,29.1257,29.4727,28.5414,29.4179,504119.0
2022-05-07,29.1257,29.4727,28.5414,29.4179,504119.0
2022-05-08,29.1257,29.4727,28.5414,29.4179,504119.0
2022-05-09,29.0984,29.5275,28.8062,29.2262,369977.0
2022-05-10,29.5183,29.6644,28.1442,28.6966,476178.0
2022-05-11,28.7149,29.3175,28.0484,28.1397,297031.0
2022-05-12,28.3497,28.8838,27.601,28.3679,298198.0
2022-05-13,28.6784,29.0344,28.6144,28.8062,331293.0
2022-05-14,28.6784,29.0344,28.6144,28.8062,331293.0
2022-05-15,28.6784,29.0344,28.6144,28.8062,331293.0
2022-05-16,28.6784,28.8838,27.8566,28.1579,321245.0
2022-05-17,28.8062,29.5686,28.8062,29.5092,286258.0
2022-05-18,28.9523,29.7923,28.5049,28.8153,568311.0
2022-05-19,28.3679,28.9042,28.0118,28.0849,513827.0
2022-05-20,28.3497,28.7605,27.3179,28.2127,450953.0
2022-05-21,28.3497,28.7605,27.3179,28.2127,450953.0
2022-05-22,28.3497,28.7605,27.3179,28.2127,450953.0
2022-05-23,28.7971,29.1897,28.4729,28.8427,361531.0
2022-05-24,28.7331,29.007,27.8658,28.514,295522.0
2022-05-25,28.514,29.1714,28.514,28.9431,301286.0
2022-05-26,29.1897,29.8497,29.144,29.5549,260948.0
