,AON US Equity,AON US Equity,AON US Equity,AON US Equity,AON US Equity
2020-03-11,175.3149,183.4972,171.6247,178.696,4925626.0
2020-03-12,169.4704,175.2038,163.7709,167.5963,4328569.0
2020-03-13,175.0927,176.8702,162.3415,171.4218,4007126.0
2020-03-14,175.0927,176.8702,162.3415,171.4218,4007126.0
2020-03-15,175.0927,176.8702,162.3415,171.4218,4007126.0
2020-03-16,155.2215,170.2722,149.2611,164.7369,3392729.0
2020-03-17,169.084,171.3832,155.3664,158.8828,3626104.0
2020-03-18,151.0966,153.5406,140.1225,150.6232,2391089.0
2020-03-19,149.1065,150.5459,142.9674,145.9476,2627018.0
2020-03-20,147.416,150.1209,140.7987,144.4696,3037751.0
2020-03-21,147.416,150.1209,140.7987,144.4696,3037751.0
2020-03-22,147.416,150.1209,140.7987,144.4696,3037751.0
2020-03-23,141.7261,151.0338,139.0405,140.5379,3027811.0
2020-03-24,145.5516,161.8581,145.1458,160.3994,2441636.0
2020-03-25,160.6409,162.2832,155.1539,157.6076,2845771.0
2020-03-26,158.3128,161.7519,156.0088,160.071,2574327.0
2020-03-27,155.3278,165.6981,152.8547,159.8005,2180024.0
2020-03-28,155.3278,165.6981,152.8547,159.8005,2180024.0
2020-03-29,155.3278,165.6981,152.8547,159.8005,2180024.0
2020-03-30,161.8871,167.1326,156.6029,165.2199,1997244.0
2020-03-31,162.0513,164.2249,158.4384,159.4334,1704033.0
2020-04-01,161.8195,161.8195,146.9233,148.4593,1330252.0
2020-04-02,147.1745,154.1492,146.8364,151.9177,1524401.0
2020-04-03,149.8021,152.9224,145.909,148.9037,1671068.0
2020-04-04,149.8021,152.9224,145.909,148.9037,1671068.0
2020-04-05,149.8021,152.9224,145.909,148.9037,1671068.0
2020-04-06,155.1249,168.6107,153.415,167.2679,1537881.0
2020-04-07,172.1173,173.5954,167.4901,169.9438,2128713.0
2020-04-08,171.2576,184.4246,169.7892,181.5748,2284200.0
2020-04-09,184.0961,187.0232,180.3382,185.5258,1798576.0
2020-04-10,184.0961,187.0232,180.3382,185.5258,1798576.0
2020-04-11,184.0961,187.0232,180.3382,185.5258,1798576.0
2020-04-12,184.0961,187.0232,180.3382,185.5258,1798576.0
2020-04-13,182.2606,183.5358,178.2516,180.0484,919095.0
2020-04-14,182.6857,187.7187,181.4685,187.4386,1234878.0
2020-04-15,183.9898,185.9026,176.5418,177.6913,1261883.0
2020-04-16,177.614,180.6281,175.7834,179.9132,1239323.0
2020-04-17,185.2553,187.3903,182.2123,184.3279,1407323.0
2020-04-18,185.2553,187.3903,182.2123,184.3279,1407323.0
2020-04-19,185.2553,187.3903,182.2123,184.3279,1407323.0
2020-04-20,181.9129,181.9129,176.8412,179.3819,1128689.0
2020-04-21,172.8225,176.4741,171.8807,172.127,1015766.0
2020-04-22,175.4501,176.2423,170.8132,175.4212,813845.0
2020-04-23,175.1507,175.2376,168.089,168.8328,1616973.0
2020-04-24,170.3978,171.8951,167.2969,169.5767,1271662.0
2020-04-25,170.3978,171.8951,167.2969,169.5767,1271662.0
2020-04-26,170.3978,171.8951,167.2969,169.5767,1271662.0
2020-04-27,169.9341,171.0257,165.7319,167.0554,1463478.0
2020-04-28,169.6926,170.0017,166.0603,166.4757,1522671.0
2020-04-29,168.6107,169.2965,164.3215,164.8142,1857030.0
2020-04-30,162.9352,168.388,162.1798,167.2355,2624891.0
2020-05-01,166.112,174.1895,163.9619,172.6011,2029407.0
2020-05-02,166.112,174.1895,163.9619,172.6011,2029407.0
2020-05-03,166.112,174.1895,163.9619,172.6011,2029407.0
2020-05-04,172.6302,173.1919,170.5478,172.0878,1570860.0
2020-05-05,171.497,178.2283,171.497,177.1726,1144720.0
2020-05-06,178.4801,178.8965,170.8287,171.6617,1133591.0
2020-05-07,173.2791,180.4849,173.2791,179.0128,1135131.0
2020-05-08,180.3106,183.7973,179.3614,183.7876,856961.0
2020-05-09,180.3106,183.7973,179.3614,183.7876,856961.0
2020-05-10,180.3106,183.7973,179.3614,183.7876,856961.0
2020-05-11,182.8094,187.962,182.5576,185.9668,1470279.0
2020-05-12,185.5406,188.8143,185.5406,187.1387,1451391.0
2020-05-13,188.8627,188.8627,183.3711,184.2428,3089469.0
2020-05-14,181.6278,188.1557,180.3687,187.8264,1170607.0
2020-05-15,186.1702,187.3373,184.4462,185.6375,2127540.0
2020-05-16,186.1702,187.3373,184.4462,185.6375,2127540.0
2020-05-17,186.1702,187.3373,184.4462,185.6375,2127540.0
2020-05-18,189.5794,194.0056,189.1823,190.6448,1509528.0
2020-05-19,189.3373,191.7392,189.2114,189.3857,1031419.0
2020-05-20,191.1581,193.0709,188.7755,189.1242,1029585.0
2020-05-21,188.5237,189.3954,186.054,187.2452,1183054.0
2020-05-22,187.2259,187.3179,184.6883,185.928,940796.0
2020-05-23,187.2259,187.3179,184.6883,185.928,940796.0
2020-05-24,187.2259,187.3179,184.6883,185.928,940796.0
2020-05-25,187.2259,187.3179,184.6883,185.928,940796.0
2020-05-26,189.2792,191.1484,188.6206,188.9208,1262714.0
2020-05-27,192.1363,193.8506,189.8022,191.6133,1565630.0
2020-05-28,193.1145,195.1872,189.8264,192.4365,1073593.0
2020-05-29,191.807,192.7949,189.0564,190.7513,3211471.0
2020-05-30,191.807,192.7949,189.0564,190.7513,3211471.0
2020-05-31,191.807,192.7949,189.0564,190.7513,3211471.0
2020-06-01,190.1024,191.3615,188.5431,189.9668,1182878.0
2020-06-02,190.4608,191.3276,187.9426,188.698,1181301.0
2020-06-03,189.9959,195.1291,189.1823,192.7077,1225605.0
2020-06-04,191.6327,192.2816,189.7344,191.7586,623629.0
2020-06-05,197.9668,197.9668,193.1823,193.899,1592033.0
2020-06-06,197.9668,197.9668,193.1823,193.899,1592033.0
2020-06-07,197.9668,197.9668,193.1823,193.899,1592033.0
2020-06-08,193.7441,194.1315,190.4511,191.778,1525006.0
2020-06-09,190.5189,191.2307,187.5939,188.175,1328228.0
2020-06-10,187.284,188.853,185.1823,187.1,1667819.0
2020-06-11,184.2912,184.2912,174.2379,174.9643,1767971.0
2020-06-12,179.0903,179.5455,172.2525,176.2234,1378432.0
2020-06-13,179.0903,179.5455,172.2525,176.2234,1378432.0
2020-06-14,179.0903,179.5455,172.2525,176.2234,1378432.0
2020-06-15,172.9014,179.5116,171.6326,178.3057,1631484.0
2020-06-16,182.5576,182.8869,178.4704,180.2622,1161888.0
2020-06-17,180.853,187.3324,180.5527,185.8893,1545947.0
2020-06-18,184.7174,188.7271,184.146,184.9789,1172768.0
2020-06-19,187.7973,187.9135,180.3493,180.9111,2778316.0
2020-06-20,187.7973,187.9135,180.3493,180.9111,2778316.0
2020-06-21,187.7973,187.9135,180.3493,180.9111,2778316.0
2020-06-22,179.9522,184.2719,179.1968,182.8385,1332662.0
2020-06-23,185.0273,185.3566,182.5576,183.0612,1815764.0
2020-06-24,181.9668,182.7707,179.9232,181.6278,2358214.0
2020-06-25,181.7634,188.7658,181.3566,188.2719,1883466.0
2020-06-26,187.4486,190.2283,183.2743,184.0394,2459542.0
2020-06-27,187.4486,190.2283,183.2743,184.0394,2459542.0
2020-06-28,187.4486,190.2283,183.2743,184.0394,2459542.0
2020-06-29,185.405,185.8506,181.3469,182.2961,1154423.0
2020-06-30,181.7828,187.1678,180.2912,186.5382,1758501.0
2020-07-01,186.6351,187.715,184.1363,185.1242,1065660.0
2020-07-02,187.7005,187.7005,184.7658,185.4244,1241428.0
2020-07-03,187.7005,187.7005,184.7658,185.4244,1241428.0
2020-07-04,187.7005,187.7005,184.7658,185.4244,1241428.0
2020-07-05,187.7005,187.7005,184.7658,185.4244,1241428.0
2020-07-06,188.5431,188.6738,186.1605,186.6351,1242526.0
2020-07-07,186.1508,187.5794,185.7634,186.4026,1566937.0
2020-07-08,186.9934,189.3954,186.5866,189.3857,1844816.0
2020-07-09,189.3373,189.531,186.5963,188.3397,1381735.0
2020-07-10,188.8143,191.5261,187.6908,191.3421,959263.0
2020-07-11,188.8143,191.5261,187.6908,191.3421,959263.0
2020-07-12,188.8143,191.5261,187.6908,191.3421,959263.0
2020-07-13,191.7683,193.3082,189.9039,190.8579,1168361.0
2020-07-14,191.3227,194.6545,191.3131,192.7852,1190398.0
2020-07-15,195.2453,195.4293,192.9596,194.6642,1175875.0
2020-07-16,194.6835,196.3785,193.6908,196.2913,1423827.0
2020-07-17,197.7538,197.7538,195.3373,197.2501,1229664.0
2020-07-18,197.7538,197.7538,195.3373,197.2501,1229664.0
2020-07-19,197.7538,197.7538,195.3373,197.2501,1229664.0
2020-07-20,196.4559,197.8216,195.9039,197.4826,1136832.0
2020-07-21,198.548,199.778,197.5407,199.7296,953960.0
2020-07-22,199.0128,201.4051,198.5189,201.3179,1274384.0
2020-07-23,201.163,202.1654,199.807,200.8434,1342619.0
2020-07-24,200.5237,202.0879,199.9136,200.6497,1022886.0
2020-07-25,200.5237,202.0879,199.9136,200.6497,1022886.0
2020-07-26,200.5237,202.0879,199.9136,200.6497,1022886.0
2020-07-27,201.0371,201.2308,198.7029,200.5044,1315204.0
2020-07-28,200.485,201.5649,198.1915,199.2647,1395317.0
2020-07-29,198.5189,200.0395,197.2501,199.3228,1462797.0
2020-07-30,197.2308,200.9015,196.2332,200.9015,1442891.0
2020-07-31,199.1641,200.7225,194.6315,199.1835,2318332.0
2020-08-01,199.1641,200.7225,194.6315,199.1835,2318332.0
2020-08-02,199.1641,200.7225,194.6315,199.1835,2318332.0
2020-08-03,199.3485,200.3773,193.6317,194.3403,1743758.0
2020-08-04,194.1365,195.7962,191.8168,193.7676,1385715.0
2020-08-05,190.9238,193.7337,190.9238,192.6903,1536271.0
2020-08-06,191.7973,192.3118,188.5168,189.8562,1386368.0
2020-08-07,189.4291,189.9629,187.8374,189.6912,1134461.0
2020-08-08,189.4291,189.9629,187.8374,189.6912,1134461.0
2020-08-09,189.4291,189.9629,187.8374,189.6912,1134461.0
2020-08-10,189.6621,190.555,187.0512,187.1677,1012505.0
2020-08-11,188.9924,188.9924,186.4009,187.8568,1671275.0
2020-08-12,189.2156,189.4971,186.0029,186.4785,1690332.0
2020-08-13,185.5079,189.0603,184.4112,188.9438,4634084.0
2020-08-14,188.9924,191.8168,188.7934,191.3994,1242908.0
2020-08-15,188.9924,191.8168,188.7934,191.3994,1242908.0
2020-08-16,188.9924,191.8168,188.7934,191.3994,1242908.0
2020-08-17,191.3994,193.7579,190.885,190.9335,1504268.0
2020-08-18,190.5647,191.8459,188.8856,190.6423,1172346.0
2020-08-19,189.3418,193.2823,189.1282,191.7585,1290554.0
2020-08-20,191.0694,192.2535,190.5162,191.215,1371292.0
2020-08-21,191.2635,191.2635,187.4976,187.9441,1179494.0
2020-08-22,191.2635,191.2635,187.4976,187.9441,1179494.0
2020-08-23,191.2635,191.2635,187.4976,187.9441,1179494.0
2020-08-24,187.75,188.4294,182.6933,184.5762,2116913.0
2020-08-25,185.9932,188.1091,184.0327,186.7115,2126845.0
2020-08-26,186.3329,191.4673,184.6344,189.6912,1504943.0
2020-08-27,190.5938,194.5635,189.6523,193.7094,948741.0
2020-08-28,195.0876,195.3109,192.7679,194.2238,1280424.0
2020-08-29,195.0876,195.3109,192.7679,194.2238,1280424.0
2020-08-30,195.0876,195.3109,192.7679,194.2238,1280424.0
2020-08-31,193.8259,196.2814,193.8259,194.1073,1465101.0
2020-09-01,193.457,196.9997,192.6223,196.6891,1441732.0
2020-09-02,196.6794,204.1238,196.5435,203.5608,1805486.0
2020-09-03,204.2888,205.8611,196.8444,197.8538,2032020.0
2020-09-04,200.0085,200.4258,194.2335,196.7764,1093447.0
2020-09-05,200.0085,200.4258,194.2335,196.7764,1093447.0
2020-09-06,200.0085,200.4258,194.2335,196.7764,1093447.0
2020-09-07,200.0085,200.4258,194.2335,196.7764,1093447.0
2020-09-08,195.932,196.1262,192.0206,192.1759,1679671.0
2020-09-09,194.2529,199.5523,193.4862,197.6403,1155259.0
2020-09-10,198.3488,200.3288,195.8253,196.1067,1594490.0
2020-09-11,196.3106,197.0967,193.6317,195.6117,1189209.0
2020-09-12,196.3106,197.0967,193.6317,195.6117,1189209.0
2020-09-13,196.3106,197.0967,193.6317,195.6117,1189209.0
2020-09-14,197.3491,198.407,195.7476,196.0194,1053616.0
2020-09-15,196.33,197.9217,195.7476,196.0582,1013414.0
2020-09-16,197.3491,198.5429,196.3203,196.5726,1135395.0
2020-09-17,194.117,197.1647,193.1853,195.7379,1202370.0
2020-09-18,195.3497,198.0285,194.9517,195.0876,1459741.0
2020-09-19,195.3497,198.0285,194.9517,195.0876,1459741.0
2020-09-20,195.3497,198.0285,194.9517,195.0876,1459741.0
2020-09-21,192.3506,194.0782,190.72,193.3406,1724806.0
2020-09-22,192.2535,195.3788,190.1765,194.0879,1936552.0
2020-09-23,194.8741,199.1932,194.2044,194.515,2258639.0
2020-09-24,194.5247,195.1653,189.4776,189.9241,1975640.0
2020-09-25,188.6235,192.0497,186.5368,190.5841,1217804.0
2020-09-26,188.6235,192.0497,186.5368,190.5841,1217804.0
2020-09-27,188.6235,192.0497,186.5368,190.5841,1217804.0
2020-09-28,192.9135,198.8729,192.6806,197.4461,1568818.0
2020-09-29,196.7764,199.3873,196.2523,199.0573,1340319.0
2020-09-30,199.9017,202.1098,197.6694,200.2317,1583929.0
2020-10-01,200.6394,201.6003,198.2614,200.1153,1391943.0
2020-10-02,198.8341,201.8041,198.3682,199.4747,877428.0
2020-10-03,198.8341,201.8041,198.3682,199.4747,877428.0
2020-10-04,198.8341,201.8041,198.3682,199.4747,877428.0
2020-10-05,200.9694,201.7847,198.7176,200.4356,907660.0
2020-10-06,201.7555,203.2211,198.7486,199.6008,986720.0
2020-10-07,200.5908,202.9639,200.3191,202.2408,1084588.0
2020-10-08,203.8229,206.6861,201.8235,201.9497,894029.0
2020-10-09,203.2308,204.3179,202.1923,203.0367,987387.0
2020-10-10,203.2308,204.3179,202.1923,203.0367,987387.0
2020-10-11,203.2308,204.3179,202.1923,203.0367,987387.0
2020-10-12,203.6385,208.5593,202.6582,208.2099,1848040.0
2020-10-13,207.3461,210.122,203.9394,204.6867,1279267.0
2020-10-14,205.2399,208.1129,202.9105,203.9102,1176332.0
2020-10-15,202.3961,207.0938,201.9594,206.5211,1058523.0
2020-10-16,207.0841,208.9282,206.4289,206.6182,1706050.0
2020-10-17,207.0841,208.9282,206.4289,206.6182,1706050.0
2020-10-18,207.0841,208.9282,206.4289,206.6182,1706050.0
2020-10-19,206.2494,208.2876,202.4883,203.0367,856622.0
2020-10-20,204.4635,205.3176,200.0813,200.29,1383457.0
2020-10-21,200.3676,203.6676,200.0425,200.3676,863610.0
2020-10-22,200.4356,201.6294,199.1932,201.3673,767367.0
2020-10-23,201.5032,202.3282,198.8438,201.212,778878.0
2020-10-24,201.5032,202.3282,198.8438,201.212,778878.0
2020-10-25,201.5032,202.3282,198.8438,201.212,778878.0
2020-10-26,199.4747,200.3385,194.3112,196.2232,1389740.0
2020-10-27,196.825,197.2229,193.4182,193.6123,1067286.0
2020-10-28,190.6715,191.1568,186.7697,188.9729,1650322.0
2020-10-29,189.0021,189.0021,180.9171,181.3053,1866969.0
2020-10-30,182.0933,183.5139,175.6814,179.0382,3079695.0
2020-10-31,182.0933,183.5139,175.6814,179.0382,3079695.0
2020-11-01,182.0933,183.5139,175.6814,179.0382,3079695.0
2020-11-02,181.0328,181.0328,175.4381,175.7592,2451066.0
2020-11-03,177.8901,179.3398,174.9614,175.0976,2302612.0
2020-11-04,174.6695,181.5922,174.6695,178.5225,3127809.0
2020-11-05,181.1204,182.9447,179.223,180.3712,1600435.0
2020-11-06,181.422,186.462,179.6803,185.2069,1486828.0
2020-11-07,181.422,186.462,179.6803,185.2069,1486828.0
2020-11-08,181.422,186.462,179.6803,185.2069,1486828.0
2020-11-09,189.7312,198.78,185.9804,187.6977,2548256.0
2020-11-10,188.8945,195.7929,187.3085,194.674,2425416.0
2020-11-11,196.0264,197.2135,193.555,195.9778,1835895.0
2020-11-12,194.4696,196.2891,193.4383,194.5572,1663862.0
2020-11-13,195.3064,199.2567,194.6253,198.9162,1519929.0
2020-11-14,195.3064,199.2567,194.6253,198.9162,1519929.0
2020-11-15,195.3064,199.2567,194.6253,198.9162,1519929.0
2020-11-16,201.2708,202.6816,198.9259,202.4092,1913928.0
2020-11-17,200.9108,203.7519,197.2037,201.5919,1680438.0
2020-11-18,200.6286,202.7205,197.8654,197.8654,1389809.0
2020-11-19,197.3399,199.2664,195.7832,197.4372,1338017.0
2020-11-20,197.4178,198.0697,192.514,193.3021,1796592.0
2020-11-21,197.4178,198.0697,192.514,193.3021,1796592.0
2020-11-22,197.4178,198.0697,192.514,193.3021,1796592.0
2020-11-23,194.4696,197.8848,193.4577,197.6902,1448473.0
2020-11-24,200.0546,204.433,199.0913,202.3119,1650808.0
2020-11-25,201.8935,203.2557,198.0989,202.4481,1030830.0
2020-11-26,201.8935,203.2557,198.0989,202.4481,1030830.0
2020-11-27,202.0589,203.9173,200.5119,200.9983,632434.0
2020-11-28,202.0589,203.9173,200.5119,200.9983,632434.0
2020-11-29,202.0589,203.9173,200.5119,200.9983,632434.0
2020-11-30,199.8794,201.6989,198.9162,199.354,2077759.0
2020-12-01,201.874,205.2405,201.8302,204.9973,1690319.0
2020-12-02,204.7735,207.4395,202.9832,203.4308,1326751.0
2020-12-03,202.8665,205.2016,202.0102,204.5011,1288460.0
2020-12-04,204.6276,206.9676,203.8492,205.8827,1094358.0
2020-12-05,204.6276,206.9676,203.8492,205.8827,1094358.0
2020-12-06,204.6276,206.9676,203.8492,205.8827,1094358.0
2020-12-07,205.98,208.2179,201.2416,201.6016,1450438.0
2020-12-08,201.047,204.9195,199.2664,203.927,1497111.0
2020-12-09,204.2286,206.2233,199.5583,201.4557,1578365.0
2020-12-10,200.22,201.5963,199.4027,200.6675,1685031.0
2020-12-11,198.6827,202.0881,198.167,198.5951,1453281.0
2020-12-12,198.6827,202.0881,198.167,198.5951,1453281.0
2020-12-13,198.6827,202.0881,198.167,198.5951,1453281.0
2020-12-14,200.7356,202.4481,198.3616,198.4491,2202187.0
2020-12-15,199.101,203.5116,197.9043,202.4092,1794406.0
2020-12-16,203.4697,206.486,202.0492,203.5573,1330276.0
2020-12-17,204.0973,207.8481,203.8297,205.5908,2148473.0
2020-12-18,205.6492,206.1065,199.0037,199.9378,3485420.0
2020-12-19,205.6492,206.1065,199.0037,199.9378,3485420.0
2020-12-20,205.6492,206.1065,199.0037,199.9378,3485420.0
2020-12-21,200.1324,203.7908,195.9194,203.4989,2415492.0
2020-12-22,202.7789,205.153,200.5702,203.5767,2259410.0
2020-12-23,204.6859,205.9411,201.5429,202.2827,1051311.0
2020-12-24,203.8881,205.2892,202.38,204.9195,429996.0
2020-12-25,203.8881,205.2892,202.38,204.9195,429996.0
2020-12-26,203.8881,205.2892,202.38,204.9195,429996.0
2020-12-27,203.8881,205.2892,202.38,204.9195,429996.0
2020-12-28,205.7757,206.6611,201.1346,201.2416,1278984.0
2020-12-29,202.5259,203.3043,200.58,201.3194,655657.0
2020-12-30,202.127,203.4989,200.9594,201.1248,734561.0
2020-12-31,201.7962,205.8341,200.6092,205.5616,1024592.0
2021-01-01,201.7962,205.8341,200.6092,205.5616,1024592.0
2021-01-02,201.7962,205.8341,200.6092,205.5616,1024592.0
2021-01-03,201.7962,205.8341,200.6092,205.5616,1024592.0
2021-01-04,205.3378,206.2719,198.0697,199.0232,1702178.0
2021-01-05,199.7043,200.8913,196.6102,198.78,1546650.0
2021-01-06,199.7237,202.38,197.5248,201.1929,1732136.0
2021-01-07,202.02,202.954,199.821,200.9789,1356319.0
2021-01-08,200.434,202.5454,198.0697,199.6751,1294490.0
2021-01-09,200.434,202.5454,198.0697,199.6751,1294490.0
2021-01-10,200.434,202.5454,198.0697,199.6751,1294490.0
2021-01-11,199.1108,200.2346,196.2405,196.6686,1187027.0
2021-01-12,196.1821,199.1691,195.2286,197.0091,1835453.0
2021-01-13,196.8632,201.9519,196.114,201.3097,2229709.0
2021-01-14,201.154,202.2827,198.0405,201.0373,1404948.0
2021-01-15,200.7454,203.3238,200.2589,202.3119,1783163.0
2021-01-16,200.7454,203.3238,200.2589,202.3119,1783163.0
2021-01-17,200.7454,203.3238,200.2589,202.3119,1783163.0
2021-01-18,200.7454,203.3238,200.2589,202.3119,1783163.0
2021-01-19,203.2849,204.4622,202.0978,203.5086,1668948.0
2021-01-20,203.4211,207.0503,202.7886,206.2135,1318604.0
2021-01-21,205.9022,208.3395,203.7032,203.8103,1677674.0
2021-01-22,203.4016,203.7227,200.7356,200.8816,1225376.0
2021-01-23,203.4016,203.7227,200.7356,200.8816,1225376.0
2021-01-24,203.4016,203.7227,200.7356,200.8816,1225376.0
2021-01-25,200.2394,204.1605,200.1421,203.0221,1191078.0
2021-01-26,203.314,205.727,201.5578,204.287,1393110.0
2021-01-27,202.0394,205.9022,199.4124,201.2124,2015662.0
2021-01-28,202.9054,204.7346,200.9692,200.9789,1409415.0
2021-01-29,200.5011,201.5445,197.2928,198.0534,1619453.0
2021-01-30,200.5011,201.5445,197.2928,198.0534,1619453.0
2021-01-31,200.5011,201.5445,197.2928,198.0534,1619453.0
2021-02-01,199.1456,203.9336,198.2095,201.5445,2252165.0
2021-02-02,203.3485,206.313,202.8804,204.9575,1866023.0
2021-02-03,204.2944,205.1135,199.6917,200.1695,1523594.0
2021-02-04,200.8424,203.329,199.1889,202.9292,1529476.0
2021-02-05,205.4158,217.849,204.3627,217.6735,2129366.0
2021-02-06,205.4158,217.849,204.3627,217.6735,2129366.0
2021-02-07,205.4158,217.849,204.3627,217.6735,2129366.0
2021-02-08,218.3074,220.1114,215.6257,220.0334,1442274.0
2021-02-09,219.6823,223.4952,219.4775,222.7736,2056627.0
2021-02-10,223.2758,224.8896,220.1699,220.9208,1900980.0
2021-02-11,223.2124,226.3816,222.0422,223.6122,1357121.0
2021-02-12,223.1636,225.4552,220.6087,222.3737,1451220.0
2021-02-13,223.1636,225.4552,220.6087,222.3737,1451220.0
2021-02-14,223.1636,225.4552,220.6087,222.3737,1451220.0
2021-02-15,223.1636,225.4552,220.6087,222.3737,1451220.0
2021-02-16,219.302,224.6068,219.0391,221.4571,2622604.0
2021-02-17,220.4234,223.5634,220.0236,223.5049,1315547.0
2021-02-18,222.3445,224.1095,219.7213,221.6131,2918245.0
2021-02-19,222.8613,223.9632,222.0617,222.6663,1342916.0
2021-02-20,222.8613,223.9632,222.0617,222.6663,1342916.0
2021-02-21,222.8613,223.9632,222.0617,222.6663,1342916.0
2021-02-22,222.4127,224.246,220.9988,223.0368,2430247.0
2021-02-23,224.0803,225.6746,221.2718,225.5332,2044839.0
2021-02-24,225.2114,230.0189,224.2558,227.8931,1563655.0
2021-02-25,227.6298,229.3071,224.5093,225.2212,1518149.0
2021-02-26,226.3621,226.3621,221.2328,222.0519,1845944.0
2021-02-27,226.3621,226.3621,221.2328,222.0519,1845944.0
2021-02-28,226.3621,226.3621,221.2328,222.0519,1845944.0
2021-03-01,223.2319,228.6342,223.1149,226.7327,1644340.0
2021-03-02,227.1617,228.8585,224.8799,226.7522,1426257.0
2021-03-03,225.2407,229.1608,222.13,222.3445,1647056.0
2021-03-04,222.4518,225.2114,219.3703,220.4234,1607118.0
2021-03-05,222.5005,227.2154,220.0626,226.9765,1322223.0
2021-03-06,222.5005,227.2154,220.0626,226.9765,1322223.0
2021-03-07,222.5005,227.2154,220.0626,226.9765,1322223.0
2021-03-08,227.7468,229.1608,224.1826,224.285,1508832.0
2021-03-09,224.5873,227.7761,224.2168,225.7478,1478136.0
2021-03-10,225.5722,226.4401,223.4172,224.0413,1186937.0
2021-03-11,223.8365,224.8994,222.1592,222.3347,1480491.0
2021-03-12,223.3099,224.2753,221.6424,222.3347,1701355.0
2021-03-13,223.3099,224.2753,221.6424,222.3347,1701355.0
2021-03-14,223.3099,224.2753,221.6424,222.3347,1701355.0
2021-03-15,221.8472,222.5688,219.3605,219.8969,1790312.0
2021-03-16,220.0041,222.4323,219.2923,221.1158,2375564.0
2021-03-17,221.8569,222.0422,219.7213,220.1796,1922383.0
2021-03-18,220.3844,220.8915,218.3561,218.9607,1621382.0
2021-03-19,218.4341,219.38,216.3571,217.3615,2655193.0
2021-03-20,218.4341,219.38,216.3571,217.3615,2655193.0
2021-03-21,218.4341,219.38,216.3571,217.3615,2655193.0
2021-03-22,216.6593,219.0582,216.3083,217.849,2656340.0
2021-03-23,218.5511,220.5112,217.3907,218.4146,1981962.0
2021-03-24,218.1806,221.6326,217.7905,219.6141,2359073.0
2021-03-25,220.1016,220.48,217.3029,219.4385,2002313.0
2021-03-26,220.3649,222.8126,217.8588,222.637,2355304.0
2021-03-27,220.3649,222.8126,217.8588,222.637,2355304.0
2021-03-28,220.3649,222.8126,217.8588,222.637,2355304.0
2021-03-29,222.1592,228.2247,220.4039,227.8248,1599372.0
2021-03-30,226.8399,228.6732,225.4552,226.3231,1102992.0
2021-03-31,226.4499,227.0447,223.9242,224.3923,1633191.0
2021-04-01,224.4508,227.2593,223.2319,226.0403,1480163.0
2021-04-02,224.4508,227.2593,223.2319,226.0403,1480163.0
2021-04-03,224.4508,227.2593,223.2319,226.0403,1480163.0
2021-04-04,224.4508,227.2593,223.2319,226.0403,1480163.0
2021-04-05,226.8789,228.2539,226.2158,228.1661,1164475.0
2021-04-06,228.4099,228.6732,227.1179,228.4002,1034975.0
2021-04-07,228.0004,230.7893,227.7078,230.3992,1020310.0
2021-04-08,231.4232,232.5738,228.9658,229.1608,1394739.0
2021-04-09,230.1847,232.6421,228.8683,231.1111,1226729.0
2021-04-10,230.1847,232.6421,228.8683,231.1111,1226729.0
2021-04-11,230.1847,232.6421,228.8683,231.1111,1226729.0
2021-04-12,231.1111,233.0907,230.0774,232.8956,1497566.0
2021-04-13,232.3886,233.8903,230.3797,233.2954,1389084.0
2021-04-14,233.2759,234.0268,227.9029,229.034,1826069.0
2021-04-15,229.2973,231.8132,228.7707,230.6235,1232738.0
2021-04-16,232.2228,234.0561,229.9409,233.1784,1944105.0
2021-04-17,232.2228,234.0561,229.9409,233.1784,1944105.0
2021-04-18,232.2228,234.0561,229.9409,233.1784,1944105.0
2021-04-19,233.1979,233.2516,229.7264,229.9702,1259446.0
2021-04-20,229.9994,231.1989,228.7025,228.9853,1377934.0
2021-04-21,228.9463,231.1599,227.542,227.6981,1265905.0
2021-04-22,226.5669,227.5112,224.1875,225.4065,1866735.0
2021-04-23,225.777,226.4596,224.6765,225.1529,1018613.0
2021-04-24,225.777,226.4596,224.6765,225.1529,1018613.0
2021-04-25,225.777,226.4596,224.6765,225.1529,1018613.0
2021-04-26,225.7868,226.6547,223.7097,223.817,1666807.0
2021-04-27,224.9774,229.2388,224.285,227.9809,1518336.0
2021-04-28,228.0686,233.1394,226.9911,232.4568,2881003.0
2021-04-29,232.9639,234.0658,229.9312,233.3247,1925057.0
2021-04-30,234.6145,249.0385,234.5852,245.7159,4096882.0
2021-05-01,234.6145,249.0385,234.5852,245.7159,4096882.0
2021-05-02,234.6145,249.0385,234.5852,245.7159,4096882.0
2021-05-03,245.7452,248.0808,243.5171,246.7127,1613754.0
2021-05-04,246.5857,248.4815,245.7159,248.1492,1443282.0
2021-05-05,248.0613,249.8301,246.9472,248.5695,1622356.0
2021-05-06,250.3382,251.6966,248.7942,250.7878,1421361.0
2021-05-07,249.8399,253.7293,249.3806,252.6347,1642076.0
2021-05-08,249.8399,253.7293,249.3806,252.6347,1642076.0
2021-05-09,249.8399,253.7293,249.3806,252.6347,1642076.0
2021-05-10,252.6738,255.029,251.5598,252.5663,1587752.0
2021-05-11,252.0289,252.0289,247.3088,248.3349,1667159.0
2021-05-12,247.387,249.4294,243.7712,244.0351,2093976.0
