,SR US Equity,SR US Equity,SR US Equity,SR US Equity,SR US Equity
2021-03-14,64.7747,66.4837,64.1756,66.1842,440794.0
2021-03-15,66.4396,66.6775,65.2063,65.7525,365731.0
2021-03-16,65.3913,66.7568,65.1887,66.5365,384169.0
2021-03-17,66.748,66.748,64.3342,64.7306,357548.0
2021-03-18,64.8099,65.4354,64.2285,65.2768,411913.0
2021-03-19,65.4882,65.8054,64.2814,64.9597,726401.0
2021-03-20,65.4882,65.8054,64.2814,64.9597,726401.0
2021-03-21,65.4882,65.8054,64.2814,64.9597,726401.0
2021-03-22,64.9332,65.0566,63.0569,63.7352,307021.0
2021-03-23,63.2595,64.5456,62.777,63.0745,381088.0
2021-03-24,63.603,64.7218,62.9688,63.6559,331793.0
2021-03-25,63.7528,64.9685,63.0392,64.299,281282.0
2021-03-26,64.7835,65.2944,62.7046,65.2328,236516.0
2021-03-27,64.7835,65.2944,62.7046,65.2328,236516.0
2021-03-28,64.7835,65.2944,62.7046,65.2328,236516.0
2021-03-29,64.8716,65.6248,64.2285,64.854,272673.0
2021-03-30,64.484,65.2988,64.1184,65.083,203858.0
2021-03-31,64.9685,65.4794,64.0347,65.0918,301237.0
2021-04-01,65.0566,65.3561,64.3342,64.6337,264689.0
2021-04-02,65.0566,65.3561,64.3342,64.6337,264689.0
2021-04-03,65.0566,65.3561,64.3342,64.6337,264689.0
2021-04-04,65.0566,65.3561,64.3342,64.6337,264689.0
2021-04-05,64.898,65.5587,64.0435,65.2768,294167.0
2021-04-06,65.1623,65.6556,64.9597,65.6116,230444.0
2021-04-07,65.7085,66.1489,65.4618,65.8406,162352.0
2021-04-08,65.9815,66.8096,65.8846,66.7127,239904.0
2021-04-09,66.7568,67.3558,66.4484,67.0915,247437.0
2021-04-10,66.7568,67.3558,66.4484,67.0915,247437.0
2021-04-11,66.7568,67.3558,66.4484,67.0915,247437.0
2021-04-12,67.4263,68.1663,67.2281,67.6465,219587.0
2021-04-13,67.1884,67.7698,66.8537,67.1268,238951.0
2021-04-14,67.1796,67.7654,66.977,67.1179,340112.0
2021-04-15,67.206,68.272,66.6687,68.1839,268665.0
2021-04-16,68.3424,68.6684,67.5672,68.0605,247553.0
2021-04-17,68.3424,68.6684,67.5672,68.0605,247553.0
2021-04-18,68.3424,68.6684,67.5672,68.0605,247553.0
2021-04-19,68.4393,68.5803,67.4747,67.9724,298260.0
2021-04-20,67.6465,68.4393,67.3382,68.2543,264041.0
2021-04-21,68.1222,68.501,67.4791,68.1663,228992.0
2021-04-22,68.272,68.272,67.4087,67.576,183425.0
2021-04-23,67.6994,67.9416,67.0563,67.2765,152961.0
2021-04-24,67.6994,67.9416,67.0563,67.2765,152961.0
2021-04-25,67.6994,67.9416,67.0563,67.2765,152961.0
2021-04-26,67.4087,67.4087,66.4396,66.5013,114417.0
2021-04-27,66.4837,66.607,65.8406,66.0873,223133.0
2021-04-28,66.1489,66.4044,65.4001,65.5939,225462.0
2021-04-29,65.8846,66.5277,65.7261,66.1313,216399.0
2021-04-30,65.823,66.9241,65.6732,66.3692,358456.0
2021-05-01,65.823,66.9241,65.6732,66.3692,358456.0
2021-05-02,65.823,66.9241,65.6732,66.3692,358456.0
2021-05-03,66.8096,67.3294,66.4837,66.8625,260042.0
2021-05-04,66.9594,67.2016,66.4396,66.8449,150548.0
2021-05-05,66.7127,66.7127,65.6952,66.3339,181976.0
2021-05-06,66.7127,67.3822,66.3692,67.3118,239309.0
2021-05-07,67.4087,68.0077,66.8008,66.8537,491867.0
2021-05-08,67.4087,68.0077,66.8008,66.8537,491867.0
2021-05-09,67.4087,68.0077,66.8008,66.8537,491867.0
2021-05-10,67.206,68.5979,67.206,68.087,265424.0
2021-05-11,68.2896,68.2896,67.1356,67.4703,218719.0
2021-05-12,67.6817,67.7147,65.0213,65.1799,299698.0
2021-05-13,65.0566,66.8378,65.0566,66.5101,262114.0
2021-05-14,66.8184,67.0915,66.3868,66.4837,277770.0
2021-05-15,66.8184,67.0915,66.3868,66.4837,277770.0
2021-05-16,66.8184,67.0915,66.3868,66.4837,277770.0
2021-05-17,66.1842,66.2855,65.4706,65.6116,311343.0
2021-05-18,65.2416,65.8406,64.9068,64.9421,332114.0
2021-05-19,64.4664,65.4178,64.0127,64.1316,239034.0
2021-05-20,63.9114,64.6337,63.8585,64.2373,200623.0
2021-05-21,64.4928,64.9421,63.6295,64.0787,802914.0
2021-05-22,64.4928,64.9421,63.6295,64.0787,802914.0
2021-05-23,64.4928,64.9421,63.6295,64.0787,802914.0
2021-05-24,64.158,64.8099,63.8585,64.4223,182100.0
2021-05-25,64.4752,64.4752,63.2507,63.33,179717.0
2021-05-26,63.4533,63.9995,63.2595,63.7352,314914.0
2021-05-27,64.1933,64.2197,63.1097,63.2242,261421.0
2021-05-28,63.4445,63.4445,62.9688,63.1273,242997.0
2021-05-29,63.4445,63.4445,62.9688,63.1273,242997.0
2021-05-30,63.4445,63.4445,62.9688,63.1273,242997.0
2021-05-31,63.4445,63.4445,62.9688,63.1273,242997.0
2021-06-01,63.3211,63.6823,63.004,63.603,128981.0
2021-06-02,63.7704,64.3166,63.5414,63.9378,210755.0
2021-06-03,63.8321,64.2725,63.6823,64.1668,143727.0
2021-06-04,64.2637,64.3386,63.4445,63.4885,157707.0
2021-06-05,64.2637,64.3386,63.4445,63.4885,157707.0
2021-06-06,64.2637,64.3386,63.4445,63.4885,157707.0
2021-06-07,63.5238,64.0876,63.2947,63.8673,216441.0
2021-06-08,63.973,64.4311,63.6559,64.3783,286882.0
2021-06-09,64.484,65.1755,64.2153,65.1094,241122.0
2021-06-10,65.5893,66.8513,65.0738,66.3448,354608.0
2021-06-11,66.798,67.269,66.638,67.269,200807.0
2021-06-12,66.798,67.269,66.638,67.269,200807.0
2021-06-13,66.798,67.269,66.638,67.269,200807.0
2021-06-14,67.3135,67.5179,66.718,67.0113,191602.0
2021-06-15,66.6736,67.589,66.5136,67.2068,219620.0
2021-06-16,67.3846,67.8467,67.0557,67.8112,350250.0
2021-06-17,67.8912,68.3,67.3179,67.5534,243158.0
2021-06-18,67.2335,67.3935,64.434,64.4517,421844.0
2021-06-19,67.2335,67.3935,64.434,64.4517,421844.0
2021-06-20,67.2335,67.3935,64.434,64.4517,421844.0
2021-06-21,65.0116,66.4514,64.7717,66.3625,215793.0
2021-06-22,66.207,66.6914,62.9942,63.2608,1029535.0
2021-06-23,63.0386,63.3141,62.1054,62.5054,530553.0
2021-06-24,62.4165,63.1808,62.0077,63.163,232665.0
2021-06-25,62.9675,65.065,62.7987,65.0294,939260.0
2021-06-26,62.9675,65.065,62.7987,65.0294,939260.0
2021-06-27,62.9675,65.065,62.7987,65.0294,939260.0
2021-06-28,64.8161,65.0472,64.274,64.8428,254157.0
2021-06-29,64.9583,65.3671,64.1096,64.274,377110.0
2021-06-30,64.2473,65.1958,63.5985,64.2295,243273.0
2021-07-01,64.4784,65.2249,64.1229,64.905,167468.0
2021-07-02,64.9139,65.1272,64.2651,64.7006,170020.0
2021-07-03,64.9139,65.1272,64.2651,64.7006,170020.0
2021-07-04,64.9139,65.1272,64.2651,64.7006,170020.0
2021-07-05,64.9139,65.1272,64.2651,64.7006,170020.0
2021-07-06,64.665,64.9939,63.1186,64.0873,191554.0
2021-07-07,63.7763,64.5762,63.7763,64.1851,163266.0
2021-07-08,63.7852,64.274,63.1719,63.5363,153446.0
2021-07-09,64.1673,64.274,63.3852,64.1318,210545.0
2021-07-10,64.1673,64.274,63.3852,64.1318,210545.0
2021-07-11,64.1673,64.274,63.3852,64.1318,210545.0
2021-07-12,63.643,64.7095,63.4119,64.5762,203531.0
2021-07-13,64.3451,64.7806,63.9807,64.0785,164034.0
2021-07-14,64.3184,64.665,63.6874,63.9896,216016.0
2021-07-15,63.7318,65.4827,63.7318,65.456,174797.0
2021-07-16,65.7671,66.1759,65.0027,65.296,315020.0
2021-07-17,65.7671,66.1759,65.0027,65.296,315020.0
2021-07-18,65.7671,66.1759,65.0027,65.296,315020.0
2021-07-19,64.4162,64.8917,62.3276,62.8698,337959.0
2021-07-20,62.8253,64.1229,62.8075,63.1008,465207.0
2021-07-21,63.5185,63.6519,62.5676,62.692,325526.0
2021-07-22,62.4698,62.7365,61.0567,61.1189,291529.0
2021-07-23,61.3233,62.6565,61.19,62.5143,215298.0
2021-07-24,61.3233,62.6565,61.19,62.5143,215298.0
2021-07-25,61.3233,62.6565,61.19,62.5143,215298.0
2021-07-26,62.8786,63.6208,62.4787,62.9853,293072.0
2021-07-27,62.6476,64.0696,62.3632,63.874,319870.0
2021-07-28,64.0074,64.0385,63.0919,63.7052,363340.0
2021-07-29,64.0873,64.0873,63.1275,63.8207,236743.0
2021-07-30,63.9274,64.4162,62.772,63.0564,471214.0
2021-07-31,63.9274,64.4162,62.772,63.0564,471214.0
2021-08-01,63.9274,64.4162,62.772,63.0564,471214.0
2021-08-02,63.403,64.3184,63.3675,63.6785,300307.0
2021-08-03,64.0873,65.1716,63.5008,65.0116,528784.0
2021-08-04,64.5939,64.8428,63.6874,64.8072,321086.0
2021-08-05,64.8339,65.9715,64.2562,65.065,270821.0
2021-08-06,65.1538,65.3849,64.4428,64.5139,192960.0
2021-08-07,65.1538,65.3849,64.4428,64.5139,192960.0
2021-08-08,65.1538,65.3849,64.4428,64.5139,192960.0
2021-08-09,64.4251,64.4251,63.6874,63.8652,130942.0
2021-08-10,63.6341,63.9229,63.0031,63.6252,147953.0
2021-08-11,63.9451,64.314,63.5763,64.1673,234971.0
2021-08-12,64.2918,64.2918,63.3141,63.6163,207586.0
2021-08-13,63.9363,64.5673,63.4919,64.2207,201938.0
2021-08-14,63.9363,64.5673,63.4919,64.2207,201938.0
2021-08-15,63.9363,64.5673,63.4919,64.2207,201938.0
2021-08-16,64.2207,64.7983,63.9451,64.2384,164401.0
2021-08-17,63.723,64.354,63.5452,63.8829,185367.0
2021-08-18,63.6163,64.2473,62.4787,62.532,263399.0
2021-08-19,61.981,62.612,61.1634,61.59,270340.0
2021-08-20,61.4211,62.1143,60.8701,61.8566,203319.0
2021-08-21,61.4211,62.1143,60.8701,61.8566,203319.0
2021-08-22,61.4211,62.1143,60.8701,61.8566,203319.0
2021-08-23,61.8921,61.8921,61.1327,61.4655,126469.0
2021-08-24,61.4389,61.4389,60.5857,60.9945,237749.0
2021-08-25,61.27,61.43,60.2213,60.2213,461752.0
2021-08-26,60.0791,60.2035,58.7815,58.8171,347801.0
2021-08-27,58.8171,59.5947,58.7904,59.217,565359.0
2021-08-28,58.8171,59.5947,58.7904,59.217,565359.0
2021-08-29,58.8171,59.5947,58.7904,59.217,565359.0
2021-08-30,59.217,59.6575,58.8438,59.2703,196605.0
2021-08-31,59.1281,59.457,58.9948,59.2792,334135.0
2021-09-01,59.6258,60.2213,59.1193,59.9813,164476.0
2021-09-02,59.9991,60.248,59.7503,59.848,195395.0
2021-09-03,59.5547,59.7458,58.7904,58.8082,190660.0
2021-09-04,59.5547,59.7458,58.7904,58.8082,190660.0
2021-09-05,59.5547,59.7458,58.7904,58.8082,190660.0
2021-09-06,59.5547,59.7458,58.7904,58.8082,190660.0
2021-09-07,58.7016,58.826,56.9418,56.9685,328042.0
2021-09-08,56.8263,58.4438,56.4441,58.2572,458699.0
2021-09-09,58.1046,58.9663,57.7635,58.5983,446055.0
2021-09-10,58.7419,58.8586,56.8568,56.9197,291018.0
2021-09-11,58.7419,58.8586,56.8568,56.9197,291018.0
2021-09-12,58.7419,58.8586,56.8568,56.9197,291018.0
2021-09-13,57.4403,57.9519,56.7402,57.2159,390787.0
2021-09-14,57.3775,57.4852,55.8335,56.435,348583.0
2021-09-15,56.5427,56.6279,55.4475,55.645,275053.0
2021-09-16,55.654,56.9612,54.8865,56.5247,828416.0
2021-09-17,56.803,56.803,55.8335,56.1387,906093.0
2021-09-18,56.803,56.803,55.8335,56.1387,906093.0
2021-09-19,56.803,56.803,55.8335,56.1387,906093.0
2021-09-20,55.9323,56.1883,54.8371,55.6091,274957.0
2021-09-21,55.8964,56.2375,55.3129,55.4206,404666.0
2021-09-22,55.9143,55.9412,55.0975,55.1783,285362.0
2021-09-23,55.0975,55.6001,54.6845,54.7115,233173.0
2021-09-24,54.9808,55.4835,54.7429,54.8282,255600.0
2021-09-25,54.9808,55.4835,54.7429,54.8282,255600.0
2021-09-26,54.9808,55.4835,54.7429,54.8282,255600.0
2021-09-27,54.891,56.3721,54.7653,55.3488,306554.0
2021-09-28,55.4835,55.4835,53.9036,54.6217,309251.0
2021-09-29,54.5948,55.7976,54.1729,55.6989,212496.0
2021-09-30,56.049,56.0849,54.9179,54.9179,252077.0
2021-10-01,55.259,55.9233,54.7205,55.7348,298863.0
2021-10-02,55.259,55.9233,54.7205,55.7348,298863.0
2021-10-03,55.259,55.9233,54.7205,55.7348,298863.0
2021-10-04,55.6989,56.9287,55.654,56.7132,265601.0
2021-10-05,56.7132,57.4224,56.2913,56.8479,338715.0
2021-10-06,56.6773,57.162,55.4206,57.0005,210590.0
2021-10-07,57.0274,57.8084,56.6683,57.3595,305612.0
2021-10-08,57.4852,57.6198,56.9646,57.2249,154901.0
2021-10-09,57.4852,57.6198,56.9646,57.2249,154901.0
2021-10-10,57.4852,57.6198,56.9646,57.2249,154901.0
2021-10-11,57.3146,57.6109,56.794,56.9735,167463.0
2021-10-12,56.8299,57.7724,56.7491,57.5301,244029.0
2021-10-13,57.5301,58.8406,57.1441,58.6432,321646.0
2021-10-14,59.0381,59.3433,58.5445,59.2266,190254.0
2021-10-15,59.478,59.5318,57.7365,57.7365,480229.0
2021-10-16,59.478,59.5318,57.7365,57.7365,480229.0
2021-10-17,59.478,59.5318,57.7365,57.7365,480229.0
2021-10-18,57.3865,57.7096,56.417,56.6324,308030.0
2021-10-19,56.7222,56.9287,55.1334,56.7491,467013.0
2021-10-20,56.7222,58.0776,56.5881,57.8981,243442.0
2021-10-21,57.9879,57.9879,57.0364,57.5301,423418.0
2021-10-22,57.5929,57.9071,57.2428,57.6737,210777.0
2021-10-23,57.5929,57.9071,57.2428,57.6737,210777.0
2021-10-24,57.5929,57.9071,57.2428,57.6737,210777.0
2021-10-25,57.952,58.6162,57.2473,58.4457,233137.0
2021-10-26,58.4457,58.9843,58.338,58.5534,236021.0
2021-10-27,58.4906,58.4906,57.163,57.2787,229758.0
2021-10-28,57.4134,57.7276,56.803,56.9197,287663.0
2021-10-29,56.9197,57.5256,55.8066,56.3362,384581.0
2021-10-30,56.9197,57.5256,55.8066,56.3362,384581.0
2021-10-31,56.9197,57.5256,55.8066,56.3362,384581.0
2021-11-01,56.3362,57.8757,56.2016,57.5211,336578.0
2021-11-02,57.5211,57.8224,56.3362,56.8209,224290.0
2021-11-03,56.8209,57.548,56.5337,56.7132,465539.0
2021-11-04,56.7132,57.2339,55.5283,56.399,577131.0
2021-11-05,56.6953,57.7096,56.6863,56.8658,377809.0
2021-11-06,56.6953,57.7096,56.6863,56.8658,377809.0
2021-11-07,56.6953,57.7096,56.6863,56.8658,377809.0
2021-11-08,55.8335,56.4439,54.3524,55.1154,634343.0
2021-11-09,55.3488,55.5463,54.7653,55.3219,230314.0
2021-11-10,55.3129,56.7312,55.3129,56.7042,282749.0
2021-11-11,56.5965,57.0454,56.0579,56.4888,309318.0
2021-11-12,56.5651,57.1531,55.5642,55.672,444295.0
2021-11-13,56.5651,57.1531,55.5642,55.672,444295.0
2021-11-14,56.5651,57.1531,55.5642,55.672,444295.0
2021-11-15,56.1746,57.2787,56.0579,57.0992,334278.0
2021-11-16,55.8694,56.4709,55.1962,55.9502,382412.0
2021-11-17,56.2375,56.2375,55.2256,55.5642,370690.0
2021-11-18,55.4206,55.6915,54.3075,55.0167,497926.0
2021-11-19,54.6756,55.6271,54.6576,55.3309,447098.0
2021-11-20,54.6756,55.6271,54.6576,55.3309,447098.0
2021-11-21,54.6756,55.6271,54.6576,55.3309,447098.0
2021-11-22,55.2321,56.8568,54.624,56.2554,766498.0
2021-11-23,54.4871,56.6235,54.4871,56.2734,496823.0
2021-11-24,56.3901,56.5068,55.7168,56.399,376546.0
2021-11-25,56.3901,56.5068,55.7168,56.399,376546.0
2021-11-26,55.654,55.9772,54.9808,55.1962,254474.0
2021-11-27,55.654,55.9772,54.9808,55.1962,254474.0
2021-11-28,55.654,55.9772,54.9808,55.1962,254474.0
2021-11-29,55.5912,55.9951,54.9,55.6181,287750.0
2021-11-30,55.1783,55.1783,53.7241,53.7241,479680.0
2021-12-01,54.3524,55.4655,53.4997,53.5356,365759.0
2021-12-02,53.9395,55.0391,53.7547,54.496,373147.0
2021-12-03,54.8102,55.4924,54.2178,55.4206,355466.0
2021-12-04,54.8102,55.4924,54.2178,55.4206,355466.0
2021-12-05,54.8102,55.4924,54.2178,55.4206,355466.0
2021-12-06,56.1387,57.8712,56.0131,57.3236,419532.0
2021-12-07,57.2249,57.5211,56.3093,56.5606,368197.0
2021-12-08,56.3542,57.5121,56.3542,57.1082,250013.0
2021-12-09,56.9675,57.2261,56.3323,56.8677,282144.0
2021-12-10,57.2216,57.4031,56.8314,57.3033,209383.0
2021-12-11,57.2216,57.4031,56.8314,57.3033,209383.0
2021-12-12,57.2216,57.4031,56.8314,57.3033,209383.0
2021-12-13,56.8949,57.698,56.6499,57.2035,377357.0
2021-12-14,57.4303,58.1381,56.4412,56.532,471841.0
2021-12-15,56.4503,57.8024,56.3584,57.6481,309844.0
2021-12-16,57.6481,58.365,57.1762,57.5029,332948.0
2021-12-17,57.2488,58.2288,56.7951,58.0201,835416.0
2021-12-18,57.2488,58.2288,56.7951,58.0201,835416.0
2021-12-19,57.2488,58.2288,56.7951,58.0201,835416.0
2021-12-20,57.3487,58.6281,57.0764,58.492,292731.0
2021-12-21,58.6281,59.2905,57.5483,57.6299,276055.0
2021-12-22,57.8568,58.2016,57.4666,58.1835,230548.0
2021-12-23,58.2379,58.7279,57.9657,58.2742,252527.0
2021-12-24,58.2379,58.7279,57.9657,58.2742,252527.0
2021-12-25,58.2379,58.7279,57.9657,58.2742,252527.0
2021-12-26,58.2379,58.7279,57.9657,58.2742,252527.0
2021-12-27,58.4738,58.5646,57.8931,58.5464,188997.0
2021-12-28,58.5646,59.0909,58.4375,58.492,143247.0
2021-12-29,58.7279,58.8822,58.3196,58.8731,141898.0
2021-12-30,58.8822,59.2996,58.7098,58.9548,165325.0
2021-12-31,59.0455,59.4539,58.8096,59.1816,123832.0
2022-01-01,59.0455,59.4539,58.8096,59.1816,123832.0
2022-01-02,59.0455,59.4539,58.8096,59.1816,123832.0
2022-01-03,59.3359,59.6898,58.5101,59.1907,221002.0
2022-01-04,59.2179,60.0346,59.1,59.345,195958.0
2022-01-05,58.8459,60.3613,58.8459,59.5446,284560.0
2022-01-06,59.9348,60.4066,59.3813,59.9711,188324.0
2022-01-07,59.7987,60.4792,59.6535,60.334,230436.0
2022-01-08,59.7987,60.4792,59.6535,60.334,230436.0
2022-01-09,59.7987,60.4792,59.6535,60.334,230436.0
2022-01-10,60.6879,60.815,60.1072,60.3976,185244.0
2022-01-11,60.4974,60.6335,58.6826,59.7987,203510.0
2022-01-12,59.5174,59.5174,58.864,58.9003,254345.0
2022-01-13,59.227,60.4157,59.1,59.9257,224584.0
2022-01-14,59.6898,60.6698,59.5627,60.5518,192007.0
2022-01-15,59.6898,60.6698,59.5627,60.5518,192007.0
2022-01-16,59.6898,60.6698,59.5627,60.5518,192007.0
2022-01-17,59.6898,60.6698,59.5627,60.5518,192007.0
2022-01-18,60.4702,60.9239,59.6353,60.4339,198631.0
2022-01-19,60.579,60.9057,59.6353,59.717,315938.0
2022-01-20,59.3268,59.9983,58.3922,58.5101,228315.0
2022-01-21,58.5918,59.2996,58.1381,58.3105,293818.0
2022-01-22,58.5918,59.2996,58.1381,58.3105,293818.0
2022-01-23,58.5918,59.2996,58.1381,58.3105,293818.0
2022-01-24,58.1381,58.5827,56.1635,57.4122,421056.0
2022-01-25,56.8314,58.982,56.3505,58.1835,472127.0
2022-01-26,58.1835,58.8459,57.1717,57.7479,339810.0
2022-01-27,58.3287,59.3268,58.0746,58.7914,261356.0
2022-01-28,58.4648,59.6626,58.0927,59.599,318616.0
2022-01-29,58.4648,59.6626,58.0927,59.599,318616.0
2022-01-30,58.4648,59.6626,58.0927,59.599,318616.0
2022-01-31,59.1,59.9076,57.7116,59.8168,498594.0
2022-02-01,59.9076,60.6789,59.1453,60.1707,369523.0
2022-02-02,59.1453,59.4811,57.512,58.2288,646991.0
2022-02-03,58.002,58.8913,57.0129,58.6916,330347.0
2022-02-04,58.247,58.61,56.9948,57.8114,330771.0
2022-02-05,58.247,58.61,56.9948,57.8114,330771.0
2022-02-06,58.247,58.61,56.9948,57.8114,330771.0
2022-02-07,57.6572,58.1744,57.1036,57.7661,208457.0
2022-02-08,58.1744,58.3377,57.6844,57.9203,230947.0
2022-02-09,57.9294,58.5283,57.5937,58.1925,348940.0
2022-02-10,57.7479,58.3559,57.2579,57.9022,462084.0
2022-02-11,58.2107,59.6172,57.9385,59.109,289453.0
2022-02-12,58.2107,59.6172,57.9385,59.109,289453.0
2022-02-13,58.2107,59.6172,57.9385,59.109,289453.0
2022-02-14,59.2361,59.2361,57.6299,58.5646,286677.0
2022-02-15,58.4648,59.2633,57.8069,58.0837,261600.0
2022-02-16,58.3014,58.864,57.9112,58.7188,321476.0
2022-02-17,58.5827,58.855,57.5392,57.9294,529987.0
2022-02-18,57.5483,58.4421,56.8133,57.0674,443010.0
2022-02-19,57.5483,58.4421,56.8133,57.0674,443010.0
2022-02-20,57.5483,58.4421,56.8133,57.0674,443010.0
2022-02-21,57.5483,58.4421,56.8133,57.0674,443010.0
2022-02-22,57.2398,58.2288,56.4866,57.9294,420675.0
2022-02-23,58.2288,58.2924,56.9494,57.0311,307101.0
2022-02-24,57.267,58.61,56.5274,58.5737,685555.0
2022-02-25,59.1816,60.5065,58.982,60.0437,403915.0
2022-02-26,59.1816,60.5065,58.982,60.0437,403915.0
2022-02-27,59.1816,60.5065,58.982,60.0437,403915.0
2022-02-28,59.6081,61.0781,59.345,60.8966,461724.0
2022-03-01,61.1598,61.3594,59.3177,59.8985,587323.0
2022-03-02,60.0709,61.3594,59.8531,60.9148,405426.0
2022-03-03,61.305,62.6298,60.9329,62.5935,370100.0
2022-03-04,62.2487,64.2632,62.1217,64.2359,353055.0
2022-03-05,62.2487,64.2632,62.1217,64.2359,353055.0
2022-03-06,62.2487,64.2632,62.1217,64.2359,353055.0
2022-03-07,64.2632,65.0345,62.9701,64.9256,317049.0
2022-03-08,65.1796,65.4156,63.7006,63.7096,526808.0
2022-03-09,64.245,64.5127,62.108,62.2487,544012.0
2022-03-10,61.9508,62.739,61.7766,62.5374,289641.0
2022-03-11,62.629,63.1377,62.1708,62.904,256880.0
2022-03-12,62.629,63.1377,62.1708,62.904,256880.0
2022-03-13,62.629,63.1377,62.1708,62.904,256880.0
2022-03-14,63.5181,63.5181,61.5567,62.2624,302753.0
2022-03-15,62.7574,62.8399,61.6941,62.1341,462579.0
2022-03-16,61.9966,62.3816,60.3101,61.4925,331802.0
2022-03-17,61.1992,62.574,60.9196,61.74,396133.0
2022-03-18,62.2991,62.3174,60.081,60.8142,918031.0
2022-03-19,62.2991,62.3174,60.081,60.8142,918031.0
2022-03-20,62.2991,62.3174,60.081,60.8142,918031.0
2022-03-21,60.7684,62.2166,60.5026,62.0241,294706.0
2022-03-22,62.5191,62.5191,61.2267,61.6575,253177.0
2022-03-23,61.5933,61.8683,60.8509,61.3,396464.0
2022-03-24,61.6391,61.8133,61.2175,61.5292,306526.0
2022-03-25,61.7033,63.4998,61.6025,63.4265,299056.0
2022-03-26,61.7033,63.4998,61.6025,63.4265,299056.0
2022-03-27,61.7033,63.4998,61.6025,63.4265,299056.0
2022-03-28,63.2065,63.9764,62.8582,63.6739,224314.0
2022-03-29,64.0039,65.1954,63.454,65.0579,292987.0
2022-03-30,65.0671,65.8095,64.7096,65.7729,369935.0
2022-03-31,65.6629,66.3686,65.4062,65.7729,357408.0
2022-04-01,65.7545,66.6528,65.2779,66.5703,334673.0
2022-04-02,65.7545,66.6528,65.2779,66.5703,334673.0
2022-04-03,65.7545,66.6528,65.2779,66.5703,334673.0
2022-04-04,66.277,66.4053,64.7738,66.1212,633185.0
2022-04-05,66.2037,67.1386,66.1349,67.0927,350824.0
2022-04-06,67.1844,68.4492,67.0011,68.3301,399930.0
2022-04-07,68.6326,68.6326,67.331,68.3943,398914.0
2022-04-08,68.7425,69.7141,68.0918,69.7049,272382.0
2022-04-09,68.7425,69.7141,68.0918,69.7049,272382.0
2022-04-10,68.7425,69.7141,68.0918,69.7049,272382.0
2022-04-11,70.1082,70.1082,68.7059,69.4758,466641.0
2022-04-12,69.4116,69.6591,68.7425,69.5216,614047.0
2022-04-13,69.5125,69.8149,67.4777,68.5776,662224.0
2022-04-14,68.9075,70.1632,67.8718,69.1917,526423.0
2022-04-15,68.9075,70.1632,67.8718,69.1917,526423.0
2022-04-16,68.9075,70.1632,67.8718,69.1917,526423.0
2022-04-17,68.9075,70.1632,67.8718,69.1917,526423.0
2022-04-18,69.9432,71.7581,69.6316,70.1632,783718.0
2022-04-19,70.3924,71.9047,69.9782,71.5747,460449.0
2022-04-20,71.9872,72.6288,71.3639,71.5564,390226.0
2022-04-21,71.3548,72.3996,70.9331,71.4831,321107.0
2022-04-22,71.2539,71.4373,70.3374,70.5757,247683.0
2022-04-23,71.2539,71.4373,70.3374,70.5757,247683.0
2022-04-24,71.2539,71.4373,70.3374,70.5757,247683.0
2022-04-25,70.759,70.759,67.9039,69.0175,465083.0
2022-04-26,69.045,70.3832,68.5317,68.9534,401713.0
2022-04-27,68.9625,69.7324,68.2384,68.4034,437869.0
2022-04-28,68.935,69.1832,68.0276,68.4401,237865.0
2022-04-29,68.3026,68.3209,66.4786,66.6803,639794.0
2022-04-30,68.3026,68.3209,66.4786,66.6803,639794.0
2022-05-01,68.3026,68.3209,66.4786,66.6803,639794.0
2022-05-02,67.2485,67.5715,66.2312,66.7169,622212.0
2022-05-03,66.7994,67.6243,66.0937,66.1212,241785.0
2022-05-04,66.1487,68.3668,66.1487,68.1468,344374.0
2022-05-05,68.0551,68.8159,66.6115,67.386,490150.0
2022-05-06,66.6436,68.1376,66.4695,67.7802,586284.0
2022-05-07,66.6436,68.1376,66.4695,67.7802,586284.0
2022-05-08,66.6436,68.1376,66.4695,67.7802,586284.0
2022-05-09,67.276,70.0991,67.276,69.2467,573560.0
2022-05-10,69.1275,70.0074,67.4777,68.2384,385549.0
2022-05-11,68.5409,69.2764,67.661,67.9451,413973.0
2022-05-12,68.0918,68.5592,66.8178,68.5134,382900.0
2022-05-13,68.6509,68.7471,67.2394,68.2843,443432.0
2022-05-14,68.6509,68.7471,67.2394,68.2843,443432.0
2022-05-15,68.6509,68.7471,67.2394,68.2843,443432.0
2022-05-16,68.5409,69.2833,67.6977,69.1,242167.0
2022-05-17,69.5858,70.6398,68.0918,70.594,329442.0
2022-05-18,71.5289,71.5977,69.8048,70.319,456791.0
2022-05-19,69.8974,70.3007,69.0175,69.5125,475707.0
2022-05-20,69.6774,69.6774,68.2659,69.0725,404403.0
2022-05-21,69.6774,69.6774,68.2659,69.0725,404403.0
2022-05-22,69.6774,69.6774,68.2659,69.0725,404403.0
2022-05-23,69.7324,70.3649,68.8892,69.21,253206.0
2022-05-24,69.2192,71.5656,68.9167,71.4281,355826.0
2022-05-25,71.4281,72.253,70.759,71.6572,468332.0
2022-05-26,71.8497,72.2163,71.2081,71.7855,229828.0
2022-05-27,71.7122,72.2805,71.1531,72.2622,284276.0
2022-05-28,71.7122,72.2805,71.1531,72.2622,284276.0
2022-05-29,71.7122,72.2805,71.1531,72.2622,284276.0
