,SR US Equity,SR US Equity,SR US Equity,SR US Equity,SR US Equity
2020-04-05,58.5471,59.9201,57.3351,59.0217,341567.0
2020-04-06,61.5304,65.6663,61.3524,65.1239,349314.0
2020-04-07,66.5223,66.9291,62.577,63.3102,367890.0
2020-04-08,63.3017,64.7849,61.4117,64.2509,406358.0
2020-04-09,65.8273,69.0479,65.5099,67.2427,351552.0
2020-04-10,65.8273,69.0479,65.5099,67.2427,351552.0
2020-04-11,65.8273,69.0479,65.5099,67.2427,351552.0
2020-04-12,65.8273,69.0479,65.5099,67.2427,351552.0
2020-04-13,66.3358,66.8782,63.8787,64.7425,151933.0
2020-04-14,66.9376,67.124,64.1662,65.8019,212841.0
2020-04-15,64.039,65.1154,62.8355,63.0135,297294.0
2020-04-16,62.861,63.6322,61.3778,63.2847,231566.0
2020-04-17,64.5645,66.0985,64.0673,65.4544,203657.0
2020-04-18,64.5645,66.0985,64.0673,65.4544,203657.0
2020-04-19,64.5645,66.0985,64.0673,65.4544,203657.0
2020-04-20,64.1577,65.3612,61.6405,62.3609,237677.0
2020-04-21,60.6574,62.3948,60.6574,61.5049,173935.0
2020-04-22,62.9118,63.4966,61.7507,62.6152,227376.0
2020-04-23,62.6067,62.9627,61.2168,61.3185,200803.0
2020-04-24,61.4965,61.9541,60.632,61.6151,292514.0
2020-04-25,61.4965,61.9541,60.632,61.6151,292514.0
2020-04-26,61.4965,61.9541,60.632,61.6151,292514.0
2020-04-27,62.4287,63.022,62.0473,62.3101,380267.0
2020-04-28,63.7763,64.2085,62.2423,62.6406,308747.0
2020-04-29,64.5391,64.5899,61.9626,63.717,249197.0
2020-04-30,62.7254,62.8101,60.454,61.8355,366106.0
2020-05-01,60.6828,60.9117,59.0386,59.9031,310232.0
2020-05-02,60.6828,60.9117,59.0386,59.9031,310232.0
2020-05-03,60.6828,60.9117,59.0386,59.9031,310232.0
2020-05-04,59.0386,60.454,58.5216,60.454,231588.0
2020-05-05,61.2252,61.9117,60.6956,61.5049,218774.0
2020-05-06,61.3185,61.3185,58.6827,58.7589,194942.0
2020-05-07,59.7166,60.6828,59.242,60.0133,187415.0
2020-05-08,61.3947,62.5982,60.0817,62.2592,341833.0
2020-05-09,61.3947,62.5982,60.0817,62.2592,341833.0
2020-05-10,61.3947,62.5982,60.0817,62.2592,341833.0
2020-05-11,61.5134,61.5134,59.4539,60.4625,430276.0
2020-05-12,60.4031,60.8269,58.6572,58.6996,273637.0
2020-05-13,58.2589,58.3267,56.6825,57.8351,332284.0
2020-05-14,57.1063,57.6487,54.784,57.6063,427662.0
2020-05-15,57.6656,57.6656,55.0383,56.8944,1078190.0
2020-05-16,57.6656,57.6656,55.0383,56.8944,1078190.0
2020-05-17,57.6656,57.6656,55.0383,56.8944,1078190.0
2020-05-18,59.3183,61.2422,59.0895,60.8269,392652.0
2020-05-19,60.2336,61.043,58.6149,58.6488,188060.0
2020-05-20,59.7336,60.5642,59.3353,60.0302,268871.0
2020-05-21,59.7166,60.5557,59.6319,59.8268,293278.0
2020-05-22,59.937,60.7252,59.6488,60.6828,206765.0
2020-05-23,59.937,60.7252,59.6488,60.6828,206765.0
2020-05-24,59.937,60.7252,59.6488,60.6828,206765.0
2020-05-25,59.937,60.7252,59.6488,60.6828,206765.0
2020-05-26,62.3101,62.522,60.6574,60.7845,201722.0
2020-05-27,61.9287,62.6745,60.9032,62.4965,244972.0
2020-05-28,63.3441,63.5644,61.3524,61.5727,304916.0
2020-05-29,60.8862,62.149,60.3353,61.8016,335385.0
2020-05-30,60.8862,62.149,60.3353,61.8016,335385.0
2020-05-31,60.8862,62.149,60.3353,61.8016,335385.0
2020-06-01,62.0134,62.7593,61.2337,61.9202,286167.0
2020-06-02,62.4542,62.4542,61.293,61.8694,177075.0
2020-06-03,62.5304,63.7763,62.4965,62.9457,276720.0
2020-06-04,62.2168,62.2507,60.2421,61.2591,282242.0
2020-06-05,62.5559,64.5391,62.3609,62.9542,291254.0
2020-06-06,62.5559,64.5391,62.3609,62.9542,291254.0
2020-06-07,62.5559,64.5391,62.3609,62.9542,291254.0
2020-06-08,63.539,65.0476,62.9542,64.6069,324667.0
2020-06-09,63.9967,64.2848,62.4033,63.6322,319364.0
2020-06-10,63.2412,64.1984,61.9679,62.0448,353987.0
2020-06-11,60.609,60.7628,57.8315,57.8486,339763.0
2020-06-12,59.5237,59.5237,56.0967,57.7973,376607.0
2020-06-13,59.5237,59.5237,56.0967,57.7973,376607.0
2020-06-14,59.5237,59.5237,56.0967,57.7973,376607.0
2020-06-15,56.4043,59.4467,55.8916,58.8314,252941.0
2020-06-16,60.7714,61.0961,59.1647,59.5322,328475.0
2020-06-17,59.2844,59.3015,57.3615,57.5068,194608.0
2020-06-18,56.9598,57.7119,56.3958,56.9427,311690.0
2020-06-19,57.3273,57.7461,55.8659,55.9428,525756.0
2020-06-20,57.3273,57.7461,55.8659,55.9428,525756.0
2020-06-21,57.3273,57.7461,55.8659,55.9428,525756.0
2020-06-22,55.5925,56.9427,55.054,56.4727,191483.0
2020-06-23,57.3871,57.4299,55.3873,56.1052,281034.0
2020-06-24,55.3446,55.5497,54.1054,55.0626,270619.0
2020-06-25,54.6609,54.9429,53.4559,54.6609,205197.0
2020-06-26,54.3533,54.9002,53.0286,53.1312,459560.0
2020-06-27,54.3533,54.9002,53.0286,53.1312,459560.0
2020-06-28,54.3533,54.9002,53.0286,53.1312,459560.0
2020-06-29,53.6867,55.2079,53.4303,55.0284,199928.0
2020-06-30,55.1053,56.3872,54.8917,56.1565,325718.0
2020-07-01,56.5411,57.4811,56.1864,56.9086,278152.0
2020-07-02,57.088,57.8059,57.041,57.4042,242495.0
2020-07-03,57.088,57.8059,57.041,57.4042,242495.0
2020-07-04,57.088,57.8059,57.041,57.4042,242495.0
2020-07-05,57.088,57.8059,57.041,57.4042,242495.0
2020-07-06,57.9683,58.4298,56.712,57.3188,344397.0
2020-07-07,56.5154,57.2419,56.0796,56.7034,416972.0
2020-07-08,56.3531,56.6308,55.5412,55.8232,277314.0
2020-07-09,55.2506,55.2506,53.2508,54.0285,289251.0
2020-07-10,54.2422,56.2223,54.2422,56.0198,276111.0
2020-07-11,54.2422,56.2223,54.2422,56.0198,276111.0
2020-07-12,54.2422,56.2223,54.2422,56.0198,276111.0
2020-07-13,56.1821,57.2931,55.6779,55.7719,270867.0
2020-07-14,55.7463,56.5923,55.037,55.4899,263836.0
2020-07-15,56.4812,57.6093,55.4557,55.4728,285873.0
2020-07-16,55.507,56.1565,54.49,55.0968,274916.0
2020-07-17,55.3361,55.7206,55.054,55.1395,250092.0
2020-07-18,55.3361,55.7206,55.054,55.1395,250092.0
2020-07-19,55.3361,55.7206,55.054,55.1395,250092.0
2020-07-20,54.7464,54.8746,53.6098,53.6098,224794.0
2020-07-21,54.4558,55.4643,54.2507,54.7464,308639.0
2020-07-22,54.3362,55.93,54.1482,55.7463,249741.0
2020-07-23,55.5925,55.853,55.1609,55.5497,176547.0
2020-07-24,55.8659,56.4684,54.0969,54.1567,210891.0
2020-07-25,55.8659,56.4684,54.0969,54.1567,210891.0
2020-07-26,55.8659,56.4684,54.0969,54.1567,210891.0
2020-07-27,53.9174,53.926,51.9774,52.268,428825.0
2020-07-28,52.9175,55.1822,52.9175,54.5071,652269.0
2020-07-29,54.5926,55.0284,53.8234,54.7378,536142.0
2020-07-30,54.1909,54.1909,53.5157,53.6525,329201.0
2020-07-31,53.3534,53.6952,51.9348,52.6953,788873.0
2020-08-01,53.3534,53.6952,51.9348,52.6953,788873.0
2020-08-02,53.3534,53.6952,51.9348,52.6953,788873.0
2020-08-03,52.5159,53.1141,51.5416,53.0201,524673.0
2020-08-04,52.8662,53.567,52.3022,53.0115,326274.0
2020-08-05,53.661,54.1909,51.2425,52.1313,588154.0
2020-08-06,51.8322,52.6697,51.7467,51.8407,282329.0
2020-08-07,51.5501,53.3534,51.5501,53.0543,241778.0
2020-08-08,51.5501,53.3534,51.5501,53.0543,241778.0
2020-08-09,51.5501,53.3534,51.5501,53.0543,241778.0
2020-08-10,53.3192,54.0542,53.0457,53.2508,259034.0
2020-08-11,54.302,54.4644,53.2423,53.379,252846.0
2020-08-12,53.8747,53.9012,53.1824,53.191,194871.0
2020-08-13,52.8833,52.8833,51.516,52.2937,252690.0
2020-08-14,51.8578,52.3962,51.3707,51.9262,156726.0
2020-08-15,51.8578,52.3962,51.3707,51.9262,156726.0
2020-08-16,51.8578,52.3962,51.3707,51.9262,156726.0
2020-08-17,51.9945,52.2766,51.4049,51.7382,297005.0
2020-08-18,51.6014,51.6869,50.8237,50.9263,231950.0
2020-08-19,51.0032,51.8663,50.8012,51.3023,311935.0
2020-08-20,50.8494,51.2055,50.6613,50.6613,237156.0
2020-08-21,50.687,50.687,49.6016,50.1486,300151.0
2020-08-22,50.687,50.687,49.6016,50.1486,300151.0
2020-08-23,50.687,50.687,49.6016,50.1486,300151.0
2020-08-24,50.311,50.8921,49.7939,50.875,151870.0
2020-08-25,51.1656,51.1656,50.2511,50.405,232151.0
2020-08-26,50.046,50.046,48.747,49.0034,279567.0
2020-08-27,49.3111,50.1571,48.7727,49.1401,252273.0
2020-08-28,49.3623,49.9007,48.6872,49.7555,233397.0
2020-08-29,49.3623,49.9007,48.6872,49.7555,233397.0
2020-08-30,49.3623,49.9007,48.6872,49.7555,233397.0
2020-08-31,49.6102,50.1913,49.5247,49.7469,308667.0
2020-09-01,49.8409,49.8836,48.5932,48.8068,272986.0
2020-09-02,48.7128,49.9862,48.6752,49.2256,203824.0
2020-09-03,49.5247,50.1913,49.0205,49.3025,251270.0
2020-09-04,49.8153,49.8921,48.6872,49.106,241615.0
2020-09-05,49.8153,49.8921,48.6872,49.106,241615.0
2020-09-06,49.8153,49.8921,48.6872,49.106,241615.0
2020-09-07,49.8153,49.8921,48.6872,49.106,241615.0
2020-09-08,49.2427,49.2427,47.6531,47.8582,249198.0
2020-09-09,47.9779,48.5932,47.0292,47.4736,353483.0
2020-09-10,47.5363,47.8215,46.3004,46.7757,292874.0
2020-09-11,46.6806,46.7347,45.7472,46.3004,287940.0
2020-09-12,46.6806,46.7347,45.7472,46.3004,287940.0
2020-09-13,46.6806,46.7347,45.7472,46.3004,287940.0
2020-09-14,46.4991,47.1301,46.2226,46.4214,279178.0
2020-09-15,46.6201,47.1387,45.475,45.6348,222330.0
2020-09-16,45.6781,46.4732,45.5052,46.0065,452262.0
2020-09-17,45.8769,46.1275,45.4793,46.0324,253522.0
2020-09-18,46.2571,46.2571,44.5458,45.0817,742625.0
2020-09-19,46.2571,46.2571,44.5458,45.0817,742625.0
2020-09-20,46.2571,46.2571,44.5458,45.0817,742625.0
2020-09-21,44.4508,44.736,43.7161,44.6409,349264.0
2020-09-22,44.6755,45.6262,44.4335,45.2113,364107.0
2020-09-23,45.1422,45.4447,44.468,44.5286,596785.0
2020-09-24,44.4508,45.2113,44.0705,44.9261,297271.0
2020-09-25,44.7014,45.4447,44.5113,45.3928,194698.0
2020-09-26,44.7014,45.4447,44.5113,45.3928,194698.0
2020-09-27,44.7014,45.4447,44.5113,45.3928,194698.0
2020-09-28,45.8596,46.2053,45.3064,45.7126,274600.0
2020-09-29,45.5225,46.0151,45.2891,45.7386,250666.0
2020-09-30,46.7584,47.7264,45.3496,45.9806,375954.0
2020-10-01,45.6348,45.9028,45.1854,45.4274,342290.0
2020-10-02,45.1768,46.2571,44.7835,46.1448,369924.0
2020-10-03,45.1768,46.2571,44.7835,46.1448,369924.0
2020-10-04,45.1768,46.2571,44.7835,46.1448,369924.0
2020-10-05,46.3176,46.6461,45.6176,46.2658,313978.0
2020-10-06,46.6029,47.7264,46.188,46.7411,395454.0
2020-10-07,46.8276,47.5017,46.3609,47.4239,324373.0
2020-10-08,47.8215,48.2796,47.3202,48.2277,297227.0
2020-10-09,48.2537,48.4957,48.003,48.2018,205850.0
2020-10-10,48.2537,48.4957,48.003,48.2018,205850.0
2020-10-11,48.2537,48.4957,48.003,48.2018,205850.0
2020-10-12,47.9771,48.6599,47.9166,48.6167,258596.0
2020-10-13,48.2882,48.7809,47.9641,48.6772,332133.0
2020-10-14,48.5562,49.4118,48.3833,48.8241,305412.0
2020-10-15,48.271,49.6193,48.016,49.4378,410973.0
2020-10-16,49.2303,49.8266,48.7204,49.2217,325761.0
2020-10-17,49.2303,49.8266,48.7204,49.2217,325761.0
2020-10-18,49.2303,49.8266,48.7204,49.2217,325761.0
2020-10-19,49.2563,49.3773,48.8864,49.1439,441381.0
2020-10-20,49.6279,50.2372,48.8587,49.8785,308577.0
2020-10-21,49.4032,50.5613,49.3159,49.7575,363029.0
2020-10-22,49.9131,50.3626,49.3643,50.3539,295878.0
2020-10-23,51.3392,51.6417,50.4533,50.7169,275134.0
2020-10-24,51.3392,51.6417,50.4533,50.7169,275134.0
2020-10-25,51.3392,51.6417,50.4533,50.7169,275134.0
2020-10-26,50.3798,50.3798,49.7663,50.2934,211191.0
2020-10-27,50.2243,50.4144,49.697,49.7748,263021.0
2020-10-28,48.9105,49.4939,47.5363,47.7956,531973.0
2020-10-29,47.5536,48.8846,46.3781,48.5389,278187.0
2020-10-30,48.366,48.8371,48.0117,48.4352,271976.0
2020-10-31,48.366,48.8371,48.0117,48.4352,271976.0
2020-11-01,48.366,48.8371,48.0117,48.4352,271976.0
2020-11-02,49.0402,49.5501,48.3531,49.2822,288876.0
2020-11-03,50.0428,50.6737,49.6884,50.1378,230767.0
2020-11-04,49.4983,50.9503,49.0315,50.06,357925.0
2020-11-05,50.207,51.4689,50.207,50.6391,312666.0
2020-11-06,50.8638,50.9762,49.36,49.4464,354405.0
2020-11-07,50.8638,50.9762,49.36,49.4464,354405.0
2020-11-08,50.8638,50.9762,49.36,49.4464,354405.0
2020-11-09,51.6071,53.9321,51.2528,53.353,452172.0
2020-11-10,53.9926,56.3521,53.8025,56.0669,455707.0
2020-11-11,55.531,55.7817,54.4766,54.952,236281.0
2020-11-12,54.3729,54.3729,52.1949,52.506,303938.0
2020-11-13,52.9382,54.805,52.8647,54.6927,198751.0
2020-11-14,52.9382,54.805,52.8647,54.6927,198751.0
2020-11-15,52.9382,54.805,52.8647,54.6927,198751.0
2020-11-16,55.7817,55.9632,54.4023,55.1075,282151.0
2020-11-17,54.5112,56.4645,54.0185,55.7817,325226.0
2020-11-18,56.0064,56.5682,53.6642,54.7791,392178.0
2020-11-19,55.0903,55.1005,53.5172,54.7877,241819.0
2020-11-20,54.4507,55.2458,54.3124,54.8655,419624.0
2020-11-21,54.4507,55.2458,54.3124,54.8655,419624.0
2020-11-22,54.4507,55.2458,54.3124,54.8655,419624.0
2020-11-23,55.3236,55.9718,55.047,55.6002,224532.0
2020-11-24,56.2916,58.7808,56.0669,58.219,331416.0
2020-11-25,57.7523,58.0105,57.0522,57.3893,272662.0
2020-11-26,57.7523,58.0105,57.0522,57.3893,272662.0
2020-11-27,57.2251,57.6745,56.1101,56.7756,107763.0
2020-11-28,57.2251,57.6745,56.1101,56.7756,107763.0
2020-11-29,57.2251,57.6745,56.1101,56.7756,107763.0
2020-11-30,56.2657,56.6114,55.2458,55.2804,313883.0
2020-12-01,55.9113,56.0583,54.7143,55.0298,298584.0
2020-12-02,54.6667,55.4965,54.2865,55.3668,218048.0
2020-12-03,55.3928,55.799,54.8223,55.557,178004.0
2020-12-04,55.9891,56.6114,55.6175,56.1533,182241.0
2020-12-05,55.9891,56.6114,55.6175,56.1533,182241.0
2020-12-06,55.9891,56.6114,55.6175,56.1533,182241.0
2020-12-07,55.894,56.7065,55.4619,55.7471,238834.0
2020-12-08,55.315,55.7471,54.9001,55.5656,321083.0
2020-12-09,56.015,56.6719,55.8423,56.525,291253.0
2020-12-10,56.4813,57.0313,55.7393,56.6472,207081.0
2020-12-11,56.3679,57.4765,56.3679,57.0051,333928.0
2020-12-12,56.3679,57.4765,56.3679,57.0051,333928.0
2020-12-13,56.3679,57.4765,56.3679,57.0051,333928.0
2020-12-14,57.6511,58.4019,57.2321,57.2583,218637.0
2020-12-15,57.5115,58.8908,56.9615,58.8733,212177.0
2020-12-16,59.2225,59.2225,57.3543,57.4853,331279.0
2020-12-17,57.5376,58.1662,57.494,57.6075,195179.0
2020-12-18,57.8519,58.0265,56.0012,56.071,742408.0
2020-12-19,57.8519,58.0265,56.0012,56.071,742408.0
2020-12-20,57.8519,58.0265,56.0012,56.071,742408.0
2020-12-21,55.329,55.9052,52.7538,53.4521,501385.0
2020-12-22,53.3823,55.1195,53.0942,55.0933,477778.0
2020-12-23,55.1719,55.9838,55.0148,55.2068,180741.0
2020-12-24,55.2417,55.5822,54.6481,55.4862,89247.0
2020-12-25,55.2417,55.5822,54.6481,55.4862,89247.0
2020-12-26,55.2417,55.5822,54.6481,55.4862,89247.0
2020-12-27,55.2417,55.5822,54.6481,55.4862,89247.0
2020-12-28,55.8179,56.4604,55.4512,55.9488,145400.0
2020-12-29,55.9314,56.1758,54.8611,54.9886,186433.0
2020-12-30,54.9711,55.9532,54.9536,55.3203,153182.0
2020-12-31,55.5647,56.1409,55.1632,55.9052,179130.0
2021-01-01,55.5647,56.1409,55.1632,55.9052,179130.0
2021-01-02,55.5647,56.1409,55.1632,55.9052,179130.0
2021-01-03,55.5647,56.1409,55.1632,55.9052,179130.0
2021-01-04,56.2369,56.2369,54.8576,55.3552,270879.0
2021-01-05,55.6782,55.9838,54.1767,54.4648,280269.0
2021-01-06,55.0322,56.0187,54.9275,55.6433,488815.0
2021-01-07,55.4338,55.4425,54.0196,54.3338,279753.0
2021-01-08,54.3076,54.5783,53.4783,54.2378,212528.0
2021-01-09,54.3076,54.5783,53.4783,54.2378,212528.0
2021-01-10,54.3076,54.5783,53.4783,54.2378,212528.0
2021-01-11,53.6616,54.4211,52.9982,53.2077,275393.0
2021-01-12,53.4696,53.4828,52.7276,53.2601,273704.0
2021-01-13,53.1815,54.168,52.9371,53.7228,329079.0
2021-01-14,54.2029,54.2029,53.2252,53.4347,182097.0
2021-01-15,53.0156,54.0458,52.7014,53.8188,234799.0
2021-01-16,53.0156,54.0458,52.7014,53.8188,234799.0
2021-01-17,53.0156,54.0458,52.7014,53.8188,234799.0
2021-01-18,53.0156,54.0458,52.7014,53.8188,234799.0
2021-01-19,54.36,54.4648,53.0855,53.391,267249.0
2021-01-20,53.295,53.8508,52.4962,53.0331,244888.0
2021-01-21,53.7053,56.3417,52.6403,53.3299,343592.0
2021-01-22,53.0156,53.9759,52.518,53.9061,192342.0
2021-01-23,53.0156,53.9759,52.518,53.9061,192342.0
2021-01-24,53.0156,53.9759,52.518,53.9061,192342.0
2021-01-25,53.487,53.9585,52.7625,53.7664,403714.0
2021-01-26,54.0021,54.0021,52.649,52.6577,317572.0
2021-01-27,52.3784,53.4783,51.7586,53.1553,418613.0
2021-01-28,53.1815,55.1108,52.745,52.7799,241561.0
2021-01-29,53.1466,53.5656,52.2736,53.4172,399765.0
2021-01-30,53.1466,53.5656,52.2736,53.4172,399765.0
2021-01-31,53.1466,53.5656,52.2736,53.4172,399765.0
2021-02-01,53.4172,54.5608,52.8149,54.4299,317358.0
2021-02-02,54.7005,55.3028,54.0458,54.9711,355449.0
2021-02-03,54.4386,54.7441,53.5045,54.3513,319373.0
2021-02-04,54.0545,55.9881,53.3823,55.8877,391021.0
2021-02-05,56.3766,57.3718,55.5909,56.8305,304696.0
2021-02-06,56.3766,57.3718,55.5909,56.8305,304696.0
2021-02-07,56.3766,57.3718,55.5909,56.8305,304696.0
2021-02-08,57.1273,57.2758,56.2238,56.525,275493.0
2021-02-09,54.9275,56.3155,54.779,56.0798,542369.0
2021-02-10,56.4639,56.7345,55.1893,55.1893,818720.0
2021-02-11,55.2155,55.7393,54.8751,55.7131,497268.0
2021-02-12,55.7219,55.9663,55.2505,55.8441,416087.0
2021-02-13,55.7219,55.9663,55.2505,55.8441,416087.0
2021-02-14,55.7219,55.9663,55.2505,55.8441,416087.0
2021-02-15,55.7219,55.9663,55.2505,55.8441,416087.0
2021-02-16,55.9139,56.5948,55.5473,56.5774,527543.0
2021-02-17,56.5337,58.0702,56.1933,58.0265,490995.0
2021-02-18,58.1138,59.4058,57.9741,59.0217,383954.0
2021-02-19,58.9606,59.6153,58.5939,59.0741,1027914.0
2021-02-20,58.9606,59.6153,58.5939,59.0741,1027914.0
2021-02-21,58.9606,59.6153,58.5939,59.0741,1027914.0
2021-02-22,59.2138,59.2138,57.8083,58.2622,414863.0
2021-02-23,57.9741,60.5756,57.9741,59.9645,439563.0
2021-02-24,60.2177,60.2177,59.2225,59.4145,408214.0
2021-02-25,59.7201,60.3661,59.1265,59.3098,279241.0
2021-02-26,59.3447,59.8685,57.8956,57.9829,331001.0
2021-02-27,59.3447,59.8685,57.8956,57.9829,331001.0
2021-02-28,59.3447,59.8685,57.8956,57.9829,331001.0
2021-03-01,58.8122,59.1003,58.3844,58.463,274914.0
2021-03-02,58.3495,58.7773,57.4329,58.3233,292393.0
2021-03-03,58.3408,59.0479,57.7908,58.7336,260535.0
2021-03-04,58.5678,60.1304,58.4805,59.3447,504017.0
2021-03-05,59.9732,62.662,59.6415,61.9112,620961.0
2021-03-06,59.9732,62.662,59.6415,61.9112,620961.0
2021-03-07,59.9732,62.662,59.6415,61.9112,620961.0
2021-03-08,62.2517,63.7096,60.7065,63.5262,466549.0
2021-03-09,63.1683,63.823,62.4088,62.8279,390725.0
2021-03-10,62.6693,64.3959,62.2905,63.8409,296953.0
2021-03-11,63.5238,64.713,63.0481,64.1933,344949.0
2021-03-12,64.7747,66.4837,64.1756,66.1842,440794.0
2021-03-13,64.7747,66.4837,64.1756,66.1842,440794.0
