,CPF US Equity,CPF US Equity,CPF US Equity,CPF US Equity,CPF US Equity
2021-03-14,23.198,23.7089,23.172,23.3452,237809.0
2021-03-15,23.1807,23.1807,22.3322,22.817,153118.0
2021-03-16,22.5745,22.7391,22.2109,22.6871,155789.0
2021-03-17,22.9036,23.1028,22.5226,22.8343,211190.0
2021-03-18,22.9382,24.0379,22.9382,23.3625,291137.0
2021-03-19,23.3452,23.6136,22.843,23.4405,616471.0
2021-03-20,23.3452,23.6136,22.843,23.4405,616471.0
2021-03-21,23.3452,23.6136,22.843,23.4405,616471.0
2021-03-22,23.0508,23.146,22.0463,22.7391,424725.0
2021-03-23,22.4533,22.6178,22.0723,22.2974,331472.0
2021-03-24,22.6092,23.224,22.3669,22.462,229950.0
2021-03-25,22.3581,22.8516,22.1243,22.8257,211558.0
2021-03-26,23.172,23.3019,22.856,23.2326,203506.0
2021-03-27,23.172,23.3019,22.856,23.2326,203506.0
2021-03-28,23.172,23.3019,22.856,23.2326,203506.0
2021-03-29,22.9555,23.0854,22.5572,22.6698,200974.0
2021-03-30,22.9382,23.4491,22.843,23.3365,144994.0
2021-03-31,23.2846,23.579,22.817,23.1028,283703.0
2021-04-01,23.198,23.605,22.817,23.579,305793.0
2021-04-02,23.198,23.605,22.817,23.579,305793.0
2021-04-03,23.198,23.605,22.817,23.579,305793.0
2021-04-04,23.198,23.605,22.817,23.579,305793.0
2021-04-05,23.9167,24.0206,23.3539,23.7349,245044.0
2021-04-06,23.7349,23.8388,23.3106,23.3712,140108.0
2021-04-07,23.4491,23.6483,23.1807,23.4924,190390.0
2021-04-08,23.5963,23.8388,23.0162,23.8301,153833.0
2021-04-09,24.0466,24.1072,23.5703,23.7435,162943.0
2021-04-10,24.0466,24.1072,23.5703,23.7435,162943.0
2021-04-11,24.0466,24.1072,23.5703,23.7435,162943.0
2021-04-12,23.7522,23.9773,23.5963,23.9427,113350.0
2021-04-13,23.8734,23.8734,23.1504,23.3885,140479.0
2021-04-14,23.4405,23.8734,23.4405,23.7176,151415.0
2021-04-15,23.8041,23.8041,23.0854,23.6743,159337.0
2021-04-16,24.0293,24.0293,23.4405,23.7695,94168.0
2021-04-17,24.0293,24.0293,23.4405,23.7695,94168.0
2021-04-18,24.0293,24.0293,23.4405,23.7695,94168.0
2021-04-19,23.7868,23.9427,23.3885,23.5703,105522.0
2021-04-20,23.4318,23.4318,22.4966,22.6178,126860.0
2021-04-21,22.5226,23.1547,22.5226,23.0854,119380.0
2021-04-22,23.2067,23.2067,22.6611,22.6784,78169.0
2021-04-23,22.7217,23.8648,22.5919,23.6396,120793.0
2021-04-24,22.7217,23.8648,22.5919,23.6396,120793.0
2021-04-25,22.7217,23.8648,22.5919,23.6396,120793.0
2021-04-26,23.8215,24.0293,23.2673,23.2846,101772.0
2021-04-27,23.4578,23.4578,22.856,23.0508,121432.0
2021-04-28,23.6396,23.6396,22.6784,23.0075,78082.0
2021-04-29,23.7262,24.0986,23.4664,23.7176,166847.0
2021-04-30,23.5271,23.8864,23.2586,23.3365,176624.0
2021-05-01,23.5271,23.8864,23.2586,23.3365,176624.0
2021-05-02,23.5271,23.8864,23.2586,23.3365,176624.0
2021-05-03,23.8301,24.367,23.579,24.2717,198972.0
2021-05-04,24.0899,24.748,24.0033,24.6527,183020.0
2021-05-05,24.7913,24.7913,24.2198,24.6787,124745.0
2021-05-06,24.6354,24.9472,24.4406,24.9212,78293.0
2021-05-07,24.4796,24.8692,24.3064,24.7653,82572.0
2021-05-08,24.4796,24.8692,24.3064,24.7653,82572.0
2021-05-09,24.4796,24.8692,24.3064,24.7653,82572.0
2021-05-10,24.748,24.8865,24.2977,24.315,154255.0
2021-05-11,24.0033,24.2025,23.6569,23.7522,115314.0
2021-05-12,23.9946,24.1592,23.3972,23.4318,99905.0
2021-05-13,23.4145,24.5315,23.4145,24.4363,167582.0
2021-05-14,24.5662,24.7307,24.3324,24.7134,73717.0
2021-05-15,24.5662,24.7307,24.3324,24.7134,73717.0
2021-05-16,24.5662,24.7307,24.3324,24.7134,73717.0
2021-05-17,24.5748,24.7307,24.1938,24.6614,113007.0
2021-05-18,24.5835,24.7913,24.2284,24.2631,73485.0
2021-05-19,23.6829,24.1938,23.553,24.1072,219468.0
2021-05-20,24.0293,24.0899,23.6829,23.9773,115685.0
2021-05-21,24.2458,24.5835,24.1245,24.3757,89304.0
2021-05-22,24.2458,24.5835,24.1245,24.3757,89304.0
2021-05-23,24.2458,24.5835,24.1245,24.3757,89304.0
2021-05-24,24.5921,24.5921,23.9773,24.0379,90279.0
2021-05-25,24.0726,24.2977,23.3452,23.3625,148665.0
2021-05-26,23.3885,23.8907,23.3885,23.8648,108172.0
2021-05-27,24.2054,24.4063,23.9608,24.1093,93860.0
2021-05-28,24.0919,24.2666,23.6551,24.2054,86592.0
2021-05-29,24.0919,24.2666,23.6551,24.2054,86592.0
2021-05-30,24.0919,24.2666,23.6551,24.2054,86592.0
2021-05-31,24.0919,24.2666,23.6551,24.2054,86592.0
2021-06-01,24.3801,24.616,24.2142,24.5723,159287.0
2021-06-02,24.7645,24.8169,24.4762,24.5461,119394.0
2021-06-03,24.5374,24.8518,24.4675,24.7732,92052.0
2021-06-04,24.6597,24.8518,24.4325,24.7558,96776.0
2021-06-05,24.6597,24.8518,24.4325,24.7558,96776.0
2021-06-06,24.6597,24.8518,24.4325,24.7558,96776.0
2021-06-07,24.747,24.9567,24.6509,24.8518,79288.0
2021-06-08,24.5985,25.1663,24.5679,24.9741,92517.0
2021-06-09,24.8344,24.8344,24.4762,24.5548,181975.0
2021-06-10,24.7645,24.7645,23.7425,23.8211,211682.0
2021-06-11,23.8648,24.0831,23.7599,23.8123,93760.0
2021-06-12,23.8648,24.0831,23.7599,23.8123,93760.0
2021-06-13,23.8648,24.0831,23.7599,23.8123,93760.0
2021-06-14,23.725,24.0307,23.4018,23.6202,147834.0
2021-06-15,23.7512,24.3189,23.6464,24.0307,122436.0
2021-06-16,23.8123,24.5199,23.6289,24.3627,104318.0
2021-06-17,24.5461,24.5461,23.5241,23.5852,166257.0
2021-06-18,23.1921,23.4455,22.8427,22.9563,345469.0
2021-06-19,23.1921,23.4455,22.8427,22.9563,345469.0
2021-06-20,23.1921,23.4455,22.8427,22.9563,345469.0
2021-06-21,23.2009,23.7774,23.1179,23.6376,130324.0
2021-06-22,23.5852,23.6813,23.1834,23.6027,85070.0
2021-06-23,23.6202,23.8648,23.4542,23.4542,172739.0
2021-06-24,23.6726,23.725,23.3406,23.5678,245141.0
2021-06-25,23.5852,23.6813,23.1659,23.1659,356461.0
2021-06-26,23.5852,23.6813,23.1659,23.1659,356461.0
2021-06-27,23.5852,23.6813,23.1659,23.1659,356461.0
2021-06-28,23.0524,23.5241,22.6768,22.8253,137421.0
2021-06-29,23.1135,23.1135,22.6156,22.6418,84999.0
2021-06-30,22.537,22.9126,22.537,22.7641,94279.0
2021-07-01,22.9301,22.965,22.703,22.8602,110979.0
2021-07-02,22.834,23.0349,22.5108,22.5457,79744.0
2021-07-03,22.834,23.0349,22.5108,22.5457,79744.0
2021-07-04,22.834,23.0349,22.5108,22.5457,79744.0
2021-07-05,22.834,23.0349,22.5108,22.5457,79744.0
2021-07-06,22.3885,22.3972,21.8294,22.0915,178374.0
2021-07-07,21.8382,22.2312,21.646,21.7071,189989.0
2021-07-08,21.2966,21.6547,21.052,21.2878,216203.0
2021-07-09,21.7858,22.0828,21.5412,21.9779,182095.0
2021-07-10,21.7858,22.0828,21.5412,21.9779,182095.0
2021-07-11,21.7858,22.0828,21.5412,21.9779,182095.0
2021-07-12,21.8032,22.2051,21.7421,22.1264,157012.0
2021-07-13,21.9517,22.3011,21.3315,21.6023,141443.0
2021-07-14,21.6023,21.8469,21.4888,21.6547,119520.0
2021-07-15,21.515,22.0391,21.4626,21.9517,98332.0
2021-07-16,22.1177,22.1177,21.4713,21.5237,95748.0
2021-07-17,22.1177,22.1177,21.4713,21.5237,95748.0
2021-07-18,22.1177,22.1177,21.4713,21.5237,95748.0
2021-07-19,21.0258,21.2529,20.5191,20.6939,149246.0
2021-07-20,20.7463,21.7159,20.7375,21.3053,184087.0
2021-07-21,21.5586,21.9343,21.5586,21.6809,74624.0
2021-07-22,21.5761,21.6635,21.1481,21.2005,90287.0
2021-07-23,21.349,21.4975,21.1393,21.3577,88712.0
2021-07-24,21.349,21.4975,21.1393,21.3577,88712.0
2021-07-25,21.349,21.4975,21.1393,21.3577,88712.0
2021-07-26,21.3927,21.7945,21.3927,21.7246,109332.0
2021-07-27,21.4363,21.8135,21.3577,21.7945,127986.0
2021-07-28,21.9692,22.5632,21.4713,22.1963,125659.0
2021-07-29,22.2575,22.6069,22.1308,22.4933,123014.0
2021-07-30,22.537,22.9563,22.3536,22.3623,182073.0
2021-07-31,22.537,22.9563,22.3536,22.3623,182073.0
2021-08-01,22.537,22.9563,22.3536,22.3623,182073.0
2021-08-02,22.4846,22.8689,21.8556,22.0041,153626.0
2021-08-03,22.1177,22.4147,21.7246,22.3885,143859.0
2021-08-04,22.0303,22.4933,21.943,22.1526,92290.0
2021-08-05,22.2575,22.5807,22.2575,22.4584,100206.0
2021-08-06,22.8864,23.2096,22.7816,22.9563,93229.0
2021-08-07,22.8864,23.2096,22.7816,22.9563,93229.0
2021-08-08,22.8864,23.2096,22.7816,22.9563,93229.0
2021-08-09,22.9476,22.965,22.5632,22.6418,79346.0
2021-08-10,22.6418,23.1616,22.4671,23.1135,84847.0
2021-08-11,23.1485,23.4367,22.7466,23.428,70754.0
2021-08-12,23.428,23.428,22.9432,23.1223,69199.0
2021-08-13,23.2445,23.2445,22.7991,22.9039,50922.0
2021-08-14,23.2445,23.2445,22.7991,22.9039,50922.0
2021-08-15,23.2445,23.2445,22.7991,22.9039,50922.0
2021-08-16,22.6855,22.8675,22.5719,22.7292,67576.0
2021-08-17,22.4933,22.5719,22.1614,22.2662,94194.0
2021-08-18,22.1526,22.4234,22.0129,22.0566,92184.0
2021-08-19,21.7945,22.0478,21.5674,21.8644,199698.0
2021-08-20,21.812,22.371,21.8032,22.3536,136090.0
2021-08-21,21.812,22.371,21.8032,22.3536,136090.0
2021-08-22,21.812,22.371,21.8032,22.3536,136090.0
2021-08-23,22.4234,22.6768,22.3186,22.406,60718.0
2021-08-24,22.5457,22.5457,22.2356,22.3011,175037.0
2021-08-25,22.3798,22.6506,22.3623,22.406,86079.0
2021-08-26,22.4409,22.5545,22.074,22.0828,105618.0
2021-08-27,22.2051,22.9213,22.1526,22.7991,98943.0
2021-08-28,22.2051,22.9213,22.1526,22.7991,98943.0
2021-08-29,22.2051,22.9213,22.1526,22.7991,98943.0
2021-08-30,22.8784,22.8784,22.1907,22.1995,65521.0
2021-08-31,22.1026,22.5522,22.0056,22.3141,108659.0
2021-09-01,22.3494,22.4728,21.891,22.0673,84435.0
2021-09-02,22.0144,22.2568,21.7411,21.7763,108539.0
2021-09-03,21.697,22.0408,21.4413,21.6794,130192.0
2021-09-04,21.697,22.0408,21.4413,21.6794,130192.0
2021-09-05,21.697,22.0408,21.4413,21.6794,130192.0
2021-09-06,21.697,22.0408,21.4413,21.6794,130192.0
2021-09-07,21.8469,22.0144,21.4678,21.4854,75992.0
2021-09-08,21.4854,21.6,20.9035,21.0093,78309.0
2021-09-09,21.0446,21.4457,21.0093,21.0887,186054.0
2021-09-10,21.1416,21.3443,20.639,20.6743,102051.0
2021-09-11,21.1416,21.3443,20.639,20.6743,102051.0
2021-09-12,21.1416,21.3443,20.639,20.6743,102051.0
2021-09-13,20.8065,21.4413,20.6126,20.9564,112017.0
2021-09-14,21.0622,21.1063,20.4803,20.7272,121772.0
2021-09-15,20.8154,21.0666,20.595,20.9652,96938.0
2021-09-16,21.0622,21.2738,20.736,20.8506,91187.0
2021-09-17,20.8154,21.4854,20.7448,21.4237,502201.0
2021-09-18,20.8154,21.4854,20.7448,21.4237,502201.0
2021-09-19,20.8154,21.4854,20.7448,21.4237,502201.0
2021-09-20,20.9476,20.9476,20.3834,20.6831,169937.0
2021-09-21,20.7801,21.0534,20.7184,20.7801,105941.0
2021-09-22,21.0358,21.4766,21.0358,21.2297,111403.0
2021-09-23,21.4325,22.0761,21.4325,21.8469,88300.0
2021-09-24,21.8733,22.3582,21.8733,22.2083,90260.0
2021-09-25,21.8733,22.3582,21.8733,22.2083,90260.0
2021-09-26,21.8733,22.3582,21.8733,22.2083,90260.0
2021-09-27,22.4288,23.1605,22.2965,22.9137,111214.0
2021-09-28,23.0106,23.0106,22.4376,22.5522,130278.0
2021-09-29,22.658,23.0679,22.6139,23.0018,78246.0
2021-09-30,23.09,23.09,22.6227,22.6403,89576.0
2021-10-01,22.7285,23.3809,22.7285,23.1605,114384.0
2021-10-02,22.7285,23.3809,22.7285,23.1605,114384.0
2021-10-03,22.7285,23.3809,22.7285,23.1605,114384.0
2021-10-04,23.0723,23.3501,22.8167,23.0459,74709.0
2021-10-05,23.231,23.3016,22.8696,23.0459,105603.0
2021-10-06,22.8079,23.0371,22.6139,22.8872,114084.0
2021-10-07,23.0547,23.2928,23.0283,23.2751,132130.0
2021-10-08,23.1429,23.4162,23.1429,23.2222,33616.0
2021-10-09,23.1429,23.4162,23.1429,23.2222,33616.0
2021-10-10,23.1429,23.4162,23.1429,23.2222,33616.0
2021-10-11,23.3016,23.425,23.0194,23.0371,56728.0
2021-10-12,22.9666,23.1781,22.7902,22.8872,52440.0
2021-10-13,22.7902,22.8255,22.5346,22.6932,69343.0
2021-10-14,22.9842,23.0106,22.6531,22.8519,74753.0
2021-10-15,23.3016,23.3633,22.7197,22.7197,125118.0
2021-10-16,23.3016,23.3633,22.7197,22.7197,125118.0
2021-10-17,23.3016,23.3633,22.7197,22.7197,125118.0
2021-10-18,22.6756,22.8872,22.6051,22.6756,59932.0
2021-10-19,22.6844,22.799,22.4817,22.7638,74466.0
2021-10-20,22.8079,23.4867,22.7109,23.4691,99688.0
2021-10-21,23.3986,23.6366,23.0988,23.2222,184807.0
2021-10-22,23.2487,23.6983,23.2487,23.6719,121630.0
2021-10-23,23.2487,23.6983,23.2487,23.6719,121630.0
2021-10-24,23.2487,23.6983,23.2487,23.6719,121630.0
2021-10-25,23.7424,24.1391,23.5132,24.0686,119961.0
2021-10-26,24.1832,24.1832,23.8394,23.8746,118761.0
2021-10-27,24.2008,24.2008,23.3809,23.3986,94711.0
2021-10-28,23.7071,24.3728,23.5396,24.3243,108681.0
2021-10-29,24.4301,24.6417,24.0598,24.2361,90815.0
2021-10-30,24.4301,24.6417,24.0598,24.2361,90815.0
2021-10-31,24.4301,24.6417,24.0598,24.2361,90815.0
2021-11-01,24.5182,25.0384,24.4389,24.8444,138236.0
2021-11-02,24.959,25.0296,24.3419,24.4301,101420.0
2021-11-03,24.3772,25.1089,24.3772,25.0825,183411.0
2021-11-04,25.0913,25.0913,24.3463,24.6681,97240.0
2021-11-05,24.9414,25.488,24.6417,25.3205,200074.0
2021-11-06,24.9414,25.488,24.6417,25.3205,200074.0
2021-11-07,24.9414,25.488,24.6417,25.3205,200074.0
2021-11-08,25.4792,25.5586,24.9767,25.1266,84991.0
2021-11-09,24.8973,25.3205,24.7034,25.1354,120207.0
2021-11-10,25.1001,25.5586,25.1001,25.3999,90065.0
2021-11-11,25.4616,25.6996,25.2235,25.5233,78134.0
2021-11-12,25.4968,25.4968,24.959,25.1618,74202.0
2021-11-13,25.4968,25.4968,24.959,25.1618,74202.0
2021-11-14,25.4968,25.4968,24.959,25.1618,74202.0
2021-11-15,25.3293,25.391,24.8885,25.0208,246976.0
2021-11-16,25.0208,25.0208,24.4389,24.6417,196561.0
2021-11-17,24.5094,24.5182,24.1479,24.3772,232570.0
2021-11-18,24.5447,24.6505,24.2405,24.4918,165234.0
2021-11-19,24.1656,24.6064,23.9981,24.4653,111488.0
2021-11-20,24.1656,24.6064,23.9981,24.4653,111488.0
2021-11-21,24.1656,24.6064,23.9981,24.4653,111488.0
2021-11-22,24.6417,25.3558,24.6417,25.1266,117705.0
2021-11-23,25.0648,25.6291,25.0648,25.4263,96660.0
2021-11-24,25.2941,25.5145,25.056,25.153,58379.0
2021-11-25,25.2941,25.5145,25.056,25.153,58379.0
2021-11-26,24.2978,24.4962,23.187,23.9981,141736.0
2021-11-27,24.2978,24.4962,23.187,23.9981,141736.0
2021-11-28,24.2978,24.4962,23.187,23.9981,141736.0
2021-11-29,24.1493,24.4519,23.9269,24.0603,175430.0
2021-11-30,23.6955,24.0692,23.6955,23.8201,168315.0
2021-12-01,24.4074,24.9412,23.8468,23.8913,150176.0
2021-12-02,23.9981,24.879,23.9002,24.7455,163746.0
2021-12-03,24.8078,25.0747,24.5987,24.8078,355879.0
2021-12-04,24.8078,25.0747,24.5987,24.8078,355879.0
2021-12-05,24.8078,25.0747,24.5987,24.8078,355879.0
2021-12-06,25.2438,25.3595,24.5408,24.5764,254363.0
2021-12-07,24.879,24.9946,24.5942,24.7188,147091.0
2021-12-08,24.8256,24.8701,24.4252,24.701,72965.0
2021-12-09,24.4696,24.6031,24.1849,24.3006,113154.0
2021-12-10,24.5764,24.5764,24.0514,24.4252,170626.0
2021-12-11,24.5764,24.5764,24.0514,24.4252,170626.0
2021-12-12,24.5764,24.5764,24.0514,24.4252,170626.0
2021-12-13,24.3184,24.3184,23.8201,23.9002,131501.0
2021-12-14,23.8735,24.4963,23.869,23.9981,218448.0
2021-12-15,24.0514,24.5675,23.8646,24.087,352913.0
2021-12-16,24.4608,25.1726,24.2828,24.4696,276666.0
2021-12-17,24.4696,24.5408,23.6599,24.2561,1152702.0
2021-12-18,24.4696,24.5408,23.6599,24.2561,1152702.0
2021-12-19,24.4696,24.5408,23.6599,24.2561,1152702.0
2021-12-20,23.9536,24.007,23.4642,23.8913,163940.0
2021-12-21,24.1849,24.6921,24.0425,24.3629,118001.0
2021-12-22,24.4608,24.612,24.1671,24.5942,87366.0
2021-12-23,24.8167,25.1014,24.6476,24.6654,99903.0
2021-12-24,24.8167,25.1014,24.6476,24.6654,99903.0
2021-12-25,24.8167,25.1014,24.6476,24.6654,99903.0
2021-12-26,24.8167,25.1014,24.6476,24.6654,99903.0
2021-12-27,24.9146,25.0125,24.5942,24.9501,116458.0
2021-12-28,24.7544,25.2438,24.7544,25.0569,60343.0
2021-12-29,25.1459,25.2883,24.9501,25.1281,40788.0
2021-12-30,25.2616,25.395,24.9323,25.0124,65661.0
2021-12-31,24.8523,25.1904,24.8167,25.0658,53334.0
2022-01-01,24.8523,25.1904,24.8167,25.0658,53334.0
2022-01-02,24.8523,25.1904,24.8167,25.0658,53334.0
2022-01-03,25.2794,25.8711,25.226,25.4484,104700.0
2022-01-04,25.4484,26.2493,25.4484,25.8311,95834.0
2022-01-05,25.9823,26.3026,25.8222,25.8488,131624.0
2022-01-06,26.1692,26.5785,25.9734,26.5429,317604.0
2022-01-07,26.6853,27.0768,26.4183,27.0056,177252.0
2022-01-08,26.6853,27.0768,26.4183,27.0056,177252.0
2022-01-09,26.6853,27.0768,26.4183,27.0056,177252.0
2022-01-10,26.9878,27.3081,26.7653,26.97,141087.0
2022-01-11,26.9344,27.0323,26.4628,26.7476,120693.0
2022-01-12,26.7653,26.8899,26.4628,26.7653,128704.0
2022-01-13,26.7209,27.2458,26.623,27.2014,121805.0
2022-01-14,26.8632,27.5573,26.534,27.5395,141347.0
2022-01-15,26.8632,27.5573,26.534,27.5395,141347.0
2022-01-16,26.8632,27.5573,26.534,27.5395,141347.0
2022-01-17,26.8632,27.5573,26.534,27.5395,141347.0
2022-01-18,27.3793,27.4861,26.792,27.0056,105468.0
2022-01-19,27.0679,27.1391,26.3293,26.3382,166237.0
2022-01-20,26.3382,26.6853,25.8311,25.9378,158214.0
2022-01-21,25.8488,26.6408,25.8044,25.8044,191791.0
2022-01-22,25.8488,26.6408,25.8044,25.8044,191791.0
2022-01-23,25.8488,26.6408,25.8044,25.8044,191791.0
2022-01-24,25.4217,26.4272,25.4039,26.2849,227420.0
2022-01-25,25.9556,26.6853,25.4801,26.4005,105758.0
2022-01-26,27.1035,27.4505,26.1959,26.5251,178825.0
2022-01-27,26.3649,26.7831,25.5819,25.8044,172855.0
2022-01-28,25.7599,26.009,25.0569,25.7154,204867.0
2022-01-29,25.7599,26.009,25.0569,25.7154,204867.0
2022-01-30,25.7599,26.009,25.0569,25.7154,204867.0
2022-01-31,25.4306,25.9013,25.266,25.8933,198827.0
2022-02-01,25.7688,25.9378,25.4573,25.751,241474.0
2022-02-02,25.6086,25.751,25.2705,25.4573,171794.0
2022-02-03,25.6798,25.9289,25.4573,25.5196,145011.0
2022-02-04,25.5374,25.751,25.2705,25.6175,136982.0
2022-02-05,25.5374,25.751,25.2705,25.6175,136982.0
2022-02-06,25.5374,25.751,25.2705,25.6175,136982.0
2022-02-07,25.662,25.8844,25.484,25.7688,141613.0
2022-02-08,26.0001,26.6052,25.7777,26.3827,216354.0
2022-02-09,26.445,26.4984,25.8933,25.9734,200641.0
2022-02-10,25.8399,26.2582,25.7777,26.0802,166558.0
2022-02-11,26.0446,26.7431,26.0268,26.356,175217.0
2022-02-12,26.0446,26.7431,26.0268,26.356,175217.0
2022-02-13,26.0446,26.7431,26.0268,26.356,175217.0
2022-02-14,26.4717,26.6052,25.8311,25.9734,396694.0
2022-02-15,26.2493,26.6363,26.2493,26.5251,104606.0
2022-02-16,26.3916,26.8098,26.3916,26.6497,150974.0
2022-02-17,26.5785,26.5785,25.9467,26.0446,115953.0
2022-02-18,25.8844,26.4628,25.6353,26.3382,83157.0
2022-02-19,25.8844,26.4628,25.6353,26.3382,83157.0
2022-02-20,25.8844,26.4628,25.6353,26.3382,83157.0
2022-02-21,25.8844,26.4628,25.6353,26.3382,83157.0
2022-02-22,26.2493,26.3293,25.9156,26.0357,171830.0
2022-02-23,26.3382,26.4735,25.5997,25.751,83483.0
2022-02-24,25.1459,25.3861,24.3896,25.2616,262876.0
2022-02-25,25.5938,26.1686,25.513,26.0518,109971.0
2022-02-26,25.5938,26.1686,25.513,26.0518,109971.0
2022-02-27,25.5938,26.1686,25.513,26.0518,109971.0
2022-02-28,25.4861,26.2584,25.4861,26.2135,227468.0
2022-03-01,25.9441,26.1506,24.5431,24.9203,441532.0
2022-03-02,24.8664,26.0518,24.8664,25.7914,362093.0
2022-03-03,26.0608,26.0878,25.6477,26.0159,184665.0
2022-03-04,25.5849,25.5849,24.8395,25.2257,123154.0
2022-03-05,25.5849,25.5849,24.8395,25.2257,123154.0
2022-03-06,25.5849,25.5849,24.8395,25.2257,123154.0
2022-03-07,25.2167,25.3424,24.4982,24.597,156807.0
2022-03-08,24.7587,25.0999,24.3007,24.3097,200211.0
2022-03-09,25.0191,25.3693,24.7048,24.8575,257610.0
2022-03-10,24.4533,24.7677,24.3097,24.597,177582.0
2022-03-11,24.8395,25.4412,24.7497,25.1538,217308.0
2022-03-12,24.8395,25.4412,24.7497,25.1538,217308.0
2022-03-13,24.8395,25.4412,24.7497,25.1538,217308.0
2022-03-14,25.6387,25.8094,24.8395,25.0281,152745.0
2022-03-15,25.2526,25.4951,24.7138,25.0101,125195.0
2022-03-16,25.2167,25.7106,25.2167,25.6298,123585.0
2022-03-17,25.4951,25.522,25.0281,25.513,208784.0
2022-03-18,25.513,25.513,24.615,25.2346,466404.0
2022-03-19,25.513,25.513,24.615,25.2346,466404.0
2022-03-20,25.513,25.513,24.615,25.2346,466404.0
2022-03-21,25.3424,25.8094,25.1269,25.3873,201305.0
2022-03-22,25.5938,25.8004,25.3155,25.4142,227870.0
2022-03-23,25.3155,25.4026,24.624,24.6779,228515.0
2022-03-24,24.8036,25.2975,24.5791,25.2795,131512.0
2022-03-25,25.4412,25.8992,25.3155,25.8633,130878.0
2022-03-26,25.4412,25.8992,25.3155,25.8633,130878.0
2022-03-27,25.4412,25.8992,25.3155,25.8633,130878.0
2022-03-28,25.7824,25.7824,25.0909,25.3424,172427.0
2022-03-29,25.7285,25.8722,25.4591,25.8363,190840.0
2022-03-30,25.8273,25.9396,24.9473,25.1987,153892.0
2022-03-31,25.1987,25.513,24.9473,25.055,160519.0
2022-04-01,25.3155,25.4771,24.9024,25.073,209018.0
2022-04-02,25.3155,25.4771,24.9024,25.073,209018.0
2022-04-03,25.3155,25.4771,24.9024,25.073,209018.0
2022-04-04,24.9562,24.9742,24.4533,24.9203,117590.0
2022-04-05,24.8485,25.073,24.5162,24.5791,139072.0
2022-04-06,24.4893,24.7048,24.4084,24.4623,135730.0
2022-04-07,24.4623,24.4803,24.0492,24.2558,135884.0
2022-04-08,24.2558,24.5252,24.157,24.2917,133216.0
2022-04-09,24.2558,24.5252,24.157,24.2917,133216.0
2022-04-10,24.2558,24.5252,24.157,24.2917,133216.0
2022-04-11,24.139,24.6689,24.139,24.2648,84175.0
2022-04-12,24.2917,24.5252,23.8157,23.9864,146441.0
2022-04-13,23.8068,24.2378,23.8068,24.148,182908.0
2022-04-14,24.1301,24.3276,23.7978,23.8696,164035.0
2022-04-15,24.1301,24.3276,23.7978,23.8696,164035.0
2022-04-16,24.1301,24.3276,23.7978,23.8696,164035.0
2022-04-17,24.1301,24.3276,23.7978,23.8696,164035.0
2022-04-18,23.69,23.9504,23.6047,23.7259,103497.0
2022-04-19,23.9954,24.8485,23.9954,24.6689,160040.0
2022-04-20,25.8184,25.8184,24.4623,24.5611,215667.0
2022-04-21,24.5162,24.6913,24.0403,24.0852,200451.0
2022-04-22,24.0223,24.0672,23.0794,23.1692,167604.0
2022-04-23,24.0223,24.0672,23.0794,23.1692,167604.0
2022-04-24,24.0223,24.0672,23.0794,23.1692,167604.0
2022-04-25,23.1153,23.1512,22.4058,22.9536,163950.0
2022-04-26,22.6842,22.9357,22.3789,22.4148,160046.0
2022-04-27,22.4328,22.7583,22.2173,22.2801,156744.0
2022-04-28,22.5316,22.7201,22.325,22.5944,99901.0
2022-04-29,22.3879,22.5226,21.6156,21.7144,173132.0
2022-04-30,22.3879,22.5226,21.6156,21.7144,173132.0
2022-05-01,22.3879,22.5226,21.6156,21.7144,173132.0
2022-05-02,21.9568,22.343,21.6964,22.316,341630.0
2022-05-03,22.343,22.3879,22.0736,22.1903,122079.0
2022-05-04,22.352,22.6124,21.9883,22.5944,169262.0
2022-05-05,22.4597,22.4956,21.665,21.9119,219577.0
2022-05-06,21.9119,21.9523,21.418,21.5527,243681.0
2022-05-07,21.9119,21.9523,21.418,21.5527,243681.0
2022-05-08,21.9119,21.9523,21.418,21.5527,243681.0
2022-05-09,21.4449,21.5976,21.1127,21.3551,194968.0
2022-05-10,21.4898,21.6784,20.987,21.3372,231958.0
2022-05-11,21.4719,21.7593,21.1037,21.1666,135006.0
2022-05-12,21.1666,21.3641,20.8073,21.3102,232991.0
2022-05-13,21.5078,21.6425,21.1486,21.3192,118229.0
2022-05-14,21.5078,21.6425,21.1486,21.3192,118229.0
2022-05-15,21.5078,21.6425,21.1486,21.3192,118229.0
2022-05-16,21.0947,21.427,20.987,21.2294,407861.0
2022-05-17,21.5886,21.885,21.4989,21.8401,135916.0
2022-05-18,21.5707,21.7862,21.1845,21.3911,224420.0
2022-05-19,21.1845,21.418,20.7714,20.8073,267486.0
2022-05-20,20.96,21.1127,20.3224,20.6996,643258.0
2022-05-21,20.96,21.1127,20.3224,20.6996,643258.0
2022-05-22,20.96,21.1127,20.3224,20.6996,643258.0
2022-05-23,21.0588,21.6874,21.0049,21.3551,185719.0
2022-05-24,21.2474,21.2474,20.7624,21.1666,172152.0
2022-05-25,21.2294,21.6246,20.9487,21.2743,116432.0
2022-05-26,21.5078,21.7053,21.4629,21.5437,106511.0
2022-05-27,21.4983,21.807,21.4983,21.7798,93377.0
2022-05-28,21.4983,21.807,21.4983,21.7798,93377.0
2022-05-29,21.4983,21.807,21.4983,21.7798,93377.0
