,AGM US Equity,AGM US Equity,AGM US Equity,AGM US Equity,AGM US Equity
2020-03-13,50.7555,51.3471,47.0102,48.9981,101938.0
2020-03-14,50.7555,51.3471,47.0102,48.9981,101938.0
2020-03-15,50.7555,51.3471,47.0102,48.9981,101938.0
2020-03-16,44.535,46.8492,43.5084,44.2218,86566.0
2020-03-17,45.1788,48.6327,43.2474,48.5631,84430.0
2020-03-18,45.2832,46.5795,42.6384,43.3257,72161.0
2020-03-19,43.4649,45.9879,42.2093,45.1701,95889.0
2020-03-20,45.3441,45.7443,37.2271,37.4272,161023.0
2020-03-21,45.3441,45.7443,37.2271,37.4272,161023.0
2020-03-22,45.3441,45.7443,37.2271,37.4272,161023.0
2020-03-23,38.2972,41.3247,34.8433,39.9501,89374.0
2020-03-24,40.8201,43.7781,40.2546,43.3518,101073.0
2020-03-25,44.2218,46.3272,42.6297,43.9086,96217.0
2020-03-26,44.709,50.2728,44.709,49.2156,72069.0
2020-03-27,47.3277,49.3722,46.8318,47.0841,57096.0
2020-03-28,47.3277,49.3722,46.8318,47.0841,57096.0
2020-03-29,47.3277,49.3722,46.8318,47.0841,57096.0
2020-03-30,47.667,48.7632,46.3707,47.4147,57711.0
2020-03-31,47.2929,48.3978,46.8144,48.3978,68902.0
2020-04-01,46.5099,47.2446,44.5916,45.4572,53312.0
2020-04-02,44.9352,47.1885,44.9352,46.4403,40043.0
2020-04-03,46.1532,46.1532,42.8298,43.1691,52651.0
2020-04-04,46.1532,46.1532,42.8298,43.1691,52651.0
2020-04-05,46.1532,46.1532,42.8298,43.1691,52651.0
2020-04-06,45.3354,48.2934,45.231,46.5708,92315.0
2020-04-07,47.8497,50.4162,47.0051,47.6844,81351.0
2020-04-08,48.1542,51.1035,47.6322,50.1813,56305.0
2020-04-09,52.0953,55.5207,52.0953,54.8967,64477.0
2020-04-10,52.0953,55.5207,52.0953,54.8967,64477.0
2020-04-11,52.0953,55.5207,52.0953,54.8967,64477.0
2020-04-12,52.0953,55.5207,52.0953,54.8967,64477.0
2020-04-13,53.9136,54.1338,50.0247,50.7381,66648.0
2020-04-14,51.8604,52.8652,48.5544,49.7724,65906.0
2020-04-15,47.7975,49.8072,46.5708,47.3538,54883.0
2020-04-16,47.4495,47.929,44.4306,45.8661,72942.0
2020-04-17,47.9019,50.0682,47.7366,49.7376,51506.0
2020-04-18,47.9019,50.0682,47.7366,49.7376,51506.0
2020-04-19,47.9019,50.0682,47.7366,49.7376,51506.0
2020-04-20,49.7376,51.6342,48.6936,50.6076,55168.0
2020-04-21,49.1547,50.0101,48.1716,49.3896,41875.0
2020-04-22,50.886,50.886,48.8027,48.9894,33118.0
2020-04-23,49.4505,50.625,49.1634,49.3461,36639.0
2020-04-24,49.5897,51.5472,49.0329,50.9469,39056.0
2020-04-25,49.5897,51.5472,49.0329,50.9469,39056.0
2020-04-26,49.5897,51.5472,49.0329,50.9469,39056.0
2020-04-27,51.4254,54.0528,51.1122,53.0697,53747.0
2020-04-28,53.9832,54.5487,52.6434,53.2002,44067.0
2020-04-29,55.3229,59.1944,54.3231,57.8459,58040.0
2020-04-30,56.7323,58.6985,55.4099,57.9677,80043.0
2020-05-01,57.1238,58.7725,54.2877,55.3925,88158.0
2020-05-02,57.1238,58.7725,54.2877,55.3925,88158.0
2020-05-03,57.1238,58.7725,54.2877,55.3925,88158.0
2020-05-04,54.7749,55.8536,52.9174,54.1833,55905.0
2020-05-05,55.6448,56.6105,52.4172,52.9131,67373.0
2020-05-06,53.583,53.583,51.7647,52.8348,44532.0
2020-05-07,53.7396,53.8527,52.0257,52.2606,50121.0
2020-05-08,54.3573,55.7144,53.4612,55.149,59899.0
2020-05-09,54.3573,55.7144,53.4612,55.149,59899.0
2020-05-10,54.3573,55.7144,53.4612,55.149,59899.0
2020-05-11,55.1577,55.3316,52.5216,53.2437,61835.0
2020-05-12,52.452,53.9176,49.842,50.0247,73856.0
2020-05-13,49.5897,49.8333,47.0754,48.4326,80262.0
2020-05-14,47.1537,49.9551,45.4758,49.7463,73284.0
2020-05-15,49.5897,51.0252,49.4331,50.5206,40187.0
2020-05-16,49.5897,51.0252,49.4331,50.5206,40187.0
2020-05-17,49.5897,51.0252,49.4331,50.5206,40187.0
2020-05-18,52.8087,53.9919,51.8256,51.9648,79121.0
2020-05-19,51.9561,53.3046,50.9034,50.973,54965.0
2020-05-20,53.1828,54.9054,52.7826,54.801,70685.0
2020-05-21,55.2533,55.9319,54.6531,54.7575,46908.0
2020-05-22,54.9228,55.0272,53.6787,54.9576,29181.0
2020-05-23,54.9228,55.0272,53.6787,54.9576,29181.0
2020-05-24,54.9228,55.0272,53.6787,54.9576,29181.0
2020-05-25,54.9228,55.0272,53.6787,54.9576,29181.0
2020-05-26,57.1151,57.6806,55.5404,55.9754,60231.0
2020-05-27,57.7589,59.5424,56.219,58.916,51821.0
2020-05-28,59.5424,59.5424,56.9585,56.9585,45659.0
2020-05-29,56.4626,56.4626,55.2794,55.7927,46570.0
2020-05-30,56.4626,56.4626,55.2794,55.7927,46570.0
2020-05-31,56.4626,56.4626,55.2794,55.7927,46570.0
2020-06-01,56.1668,57.3225,54.8445,56.0537,45135.0
2020-06-02,56.7845,58.0286,56.1581,56.4365,37103.0
2020-06-03,57.6371,60.4559,57.3761,59.3597,59748.0
2020-06-04,58.8725,60.656,58.5767,59.5424,59730.0
2020-06-05,62.3438,64.9712,62.1524,64.1621,65611.0
2020-06-06,62.3438,64.9712,62.1524,64.1621,65611.0
2020-06-07,62.3438,64.9712,62.1524,64.1621,65611.0
2020-06-08,65.4671,66.5285,63.9707,65.2931,52558.0
2020-06-09,64.3796,64.6406,61.961,63.0137,58170.0
2020-06-10,62.8484,63.1779,60.2036,61.0301,53065.0
2020-06-11,59.1596,59.1596,55.9754,55.9841,93861.0
2020-06-12,58.7327,58.9177,55.6494,57.702,55455.0
2020-06-13,58.7327,58.9177,55.6494,57.702,55455.0
2020-06-14,58.7327,58.9177,55.6494,57.702,55455.0
2020-06-15,56.407,60.7324,56.2572,60.1598,59671.0
2020-06-16,62.142,62.697,59.3229,61.0055,63901.0
2020-06-17,60.9527,61.0055,58.1865,58.8736,42716.0
2020-06-18,58.0191,60.0629,57.8526,58.6886,32909.0
2020-06-19,59.3934,59.7194,57.3672,59.2789,148776.0
2020-06-20,59.3934,59.7194,57.3672,59.2789,148776.0
2020-06-21,59.3934,59.7194,57.3672,59.2789,148776.0
2020-06-22,58.6094,59.0354,57.5346,58.627,27835.0
2020-06-23,59.781,59.781,57.4113,57.4113,31804.0
2020-06-24,56.8122,56.9345,54.1694,54.927,46798.0
2020-06-25,54.3103,56.2484,54.3103,56.0546,30495.0
2020-06-26,55.4996,55.4996,52.663,52.7951,87125.0
2020-06-27,55.4996,55.4996,52.663,52.7951,87125.0
2020-06-28,55.4996,55.4996,52.663,52.7951,87125.0
2020-06-29,53.9315,55.1384,52.7687,54.8213,46897.0
2020-06-30,54.7332,56.9003,54.7332,56.3894,43009.0
2020-07-01,56.5832,56.636,54.5042,55.0327,50767.0
2020-07-02,56.451,56.7858,54.1342,54.513,35118.0
2020-07-03,56.451,56.7858,54.1342,54.513,35118.0
2020-07-04,56.451,56.7858,54.1342,54.513,35118.0
2020-07-05,56.451,56.7858,54.1342,54.513,35118.0
2020-07-06,55.7463,55.7463,53.4382,54.4425,31278.0
2020-07-07,54.1518,54.372,52.9185,53.1211,53017.0
2020-07-08,53.1211,54.0989,52.0816,52.848,43886.0
2020-07-09,52.707,52.707,50.2624,50.8747,66218.0
2020-07-10,50.9804,53.8699,50.8923,53.7906,34145.0
2020-07-11,50.9804,53.8699,50.8923,53.7906,34145.0
2020-07-12,50.9804,53.8699,50.8923,53.7906,34145.0
2020-07-13,54.7156,54.7156,53.2004,53.4999,59387.0
2020-07-14,53.2532,53.9932,51.8173,52.3282,42927.0
2020-07-15,53.9403,55.2001,53.403,54.883,40046.0
2020-07-16,54.5306,55.2706,53.5087,54.1077,23566.0
2020-07-17,53.8434,54.2223,53.1915,53.7025,29670.0
2020-07-18,53.8434,54.2223,53.1915,53.7025,29670.0
2020-07-19,53.8434,54.2223,53.1915,53.7025,29670.0
2020-07-20,53.447,53.7642,52.1961,52.293,34577.0
2020-07-21,53.0154,54.8433,53.0154,54.1606,30074.0
2020-07-22,53.4118,54.0122,52.8994,53.3237,22503.0
2020-07-23,53.3942,54.372,53.2796,54.2046,25065.0
2020-07-24,54.2663,54.2663,52.9537,53.1034,24614.0
2020-07-25,54.2663,54.2663,52.9537,53.1034,24614.0
2020-07-26,54.2663,54.2663,52.9537,53.1034,24614.0
2020-07-27,52.8744,53.2772,51.9054,52.9273,33156.0
2020-07-28,52.6894,54.2443,52.5308,53.1475,24567.0
2020-07-29,53.2973,54.4689,52.9801,54.2046,31839.0
2020-07-30,53.0682,53.2092,52.0639,52.8832,27396.0
2020-07-31,52.1785,53.1034,51.3151,52.4251,48519.0
2020-08-01,52.1785,53.1034,51.3151,52.4251,48519.0
2020-08-02,52.1785,53.1034,51.3151,52.4251,48519.0
2020-08-03,52.6982,53.2532,52.0992,52.9801,27393.0
2020-08-04,53.2092,53.2092,52.4604,53.0418,33507.0
2020-08-05,53.6408,53.8875,53.0242,53.7994,23546.0
2020-08-06,53.9403,54.9711,53.6937,54.4953,32991.0
2020-08-07,54.1606,56.1075,54.1606,55.896,38518.0
2020-08-08,54.1606,56.1075,54.1606,55.896,38518.0
2020-08-09,54.1606,56.1075,54.1606,55.896,38518.0
2020-08-10,56.3806,58.2394,56.3806,57.5082,41431.0
2020-08-11,58.3979,63.3489,58.3979,60.7765,80508.0
2020-08-12,61.7896,61.8424,58.0191,59.1996,54105.0
2020-08-13,58.7151,60.4417,58.5829,60.3448,53796.0
2020-08-14,60.1246,62.3481,59.6929,62.1067,61273.0
2020-08-15,60.1246,62.3481,59.6929,62.1067,61273.0
2020-08-16,60.1246,62.3481,59.6929,62.1067,61273.0
2020-08-17,62.2389,62.2389,61.0143,62.0715,47772.0
2020-08-18,62.0715,62.0715,60.3448,60.6003,50866.0
2020-08-19,60.8205,62.0891,60.6267,61.3227,65440.0
2020-08-20,60.521,60.834,59.0058,59.2172,48302.0
2020-08-21,59.0234,59.4727,57.8694,59.226,61893.0
2020-08-22,59.0234,59.4727,57.8694,59.226,61893.0
2020-08-23,59.0234,59.4727,57.8694,59.226,61893.0
2020-08-24,59.9484,60.6444,59.041,60.0189,31177.0
2020-08-25,60.5474,60.9174,59.2172,60.6972,62676.0
2020-08-26,60.6003,60.6003,59.2128,59.3582,36380.0
2020-08-27,59.6225,61.1113,59.6225,60.1422,46059.0
2020-08-28,60.7853,61.0408,59.6526,61.032,34784.0
2020-08-29,60.7853,61.0408,59.6526,61.032,34784.0
2020-08-30,60.7853,61.0408,59.6526,61.032,34784.0
2020-08-31,61.446,61.446,60.0365,60.0365,62203.0
2020-09-01,59.7722,61.4724,59.3759,61.4284,42158.0
2020-09-02,61.0848,63.1198,61.0672,62.9436,61340.0
2020-09-03,62.8027,64.6791,62.716,62.882,60336.0
2020-09-04,64.3179,64.4324,62.0034,62.7498,30998.0
2020-09-05,64.3179,64.4324,62.0034,62.7498,30998.0
2020-09-06,64.3179,64.4324,62.0034,62.7498,30998.0
2020-09-07,64.3179,64.4324,62.0034,62.7498,30998.0
2020-09-08,62.8027,62.8027,60.9351,61.2082,51740.0
2020-09-09,61.7103,61.7191,59.966,59.9836,45287.0
2020-09-10,60.5034,60.7413,59.0851,60.2039,50430.0
2020-09-11,60.0717,60.0717,58.1689,58.856,72371.0
2020-09-12,60.0717,60.0717,58.1689,58.856,72371.0
2020-09-13,60.0717,60.0717,58.1689,58.856,72371.0
2020-09-14,59.4375,60.9527,59.4375,60.5122,49067.0
2020-09-15,60.9935,60.9935,59.4782,59.5763,45929.0
2020-09-16,59.6208,60.7796,58.6582,60.0309,71198.0
2020-09-17,59.2643,59.6832,58.7295,58.8454,53403.0
2020-09-18,59.1574,59.2198,57.7401,58.2036,163292.0
2020-09-19,59.1574,59.2198,57.7401,58.2036,163292.0
2020-09-20,59.1574,59.2198,57.7401,58.2036,163292.0
2020-09-21,57.2232,57.2615,55.182,56.5101,81259.0
2020-09-22,56.2605,57.1964,55.5118,56.9023,60194.0
2020-09-23,57.134,58.0343,55.5118,55.5207,64108.0
2020-09-24,55.5297,57.3569,55.0751,56.8845,49792.0
2020-09-25,56.6706,57.8252,56.1447,57.6154,56435.0
2020-09-26,56.6706,57.8252,56.1447,57.6154,56435.0
2020-09-27,56.6706,57.8252,56.1447,57.6154,56435.0
2020-09-28,58.2928,59.652,58.0432,58.1056,61363.0
2020-09-29,58.1412,58.1412,55.9798,56.8488,45317.0
2020-09-30,57.1251,57.9184,56.3229,56.7419,47872.0
2020-10-01,56.7508,57.7669,55.9308,57.6688,50959.0
2020-10-02,56.7686,58.6671,56.6037,58.5513,35772.0
2020-10-03,56.7686,58.6671,56.6037,58.5513,35772.0
2020-10-04,56.7686,58.6671,56.6037,58.5513,35772.0
2020-10-05,58.9434,59.6476,58.5723,59.4158,34261.0
2020-10-06,60.0219,61.3322,59.7367,60.0041,63680.0
2020-10-07,60.8954,61.0559,59.8437,59.9328,41704.0
2020-10-08,60.5211,61.0024,59.9596,60.3785,27098.0
2020-10-09,60.9311,61.0202,59.3713,60.1913,50435.0
2020-10-10,60.9311,61.0202,59.3713,60.1913,50435.0
2020-10-11,60.9311,61.0202,59.3713,60.1913,50435.0
2020-10-12,60.0754,61.1316,59.7456,60.94,37972.0
2020-10-13,60.6191,60.6191,59.4337,60.2626,31185.0
2020-10-14,60.3963,61.1866,59.7545,59.7545,18368.0
2020-10-15,59.2465,61.2431,59.0771,60.5924,52260.0
2020-10-16,60.6191,61.8313,59.3178,61.7868,55373.0
2020-10-17,60.6191,61.8313,59.3178,61.7868,55373.0
2020-10-18,60.6191,61.8313,59.3178,61.7868,55373.0
2020-10-19,61.7689,62.6068,61.1183,61.2252,36572.0
2020-10-20,61.8492,62.2324,61.5194,61.8581,37455.0
2020-10-21,61.0975,61.8581,61.0203,61.1094,34241.0
2020-10-22,61.5818,62.3661,61.0737,61.3589,49793.0
2020-10-23,61.8848,62.1077,61.0648,61.662,45411.0
2020-10-24,61.8848,62.1077,61.0648,61.662,45411.0
2020-10-25,61.8848,62.1077,61.0648,61.662,45411.0
2020-10-26,61.0291,61.8848,60.6771,61.4926,48609.0
2020-10-27,61.4748,62.0337,59.1395,59.2465,34155.0
2020-10-28,58.8276,59.0058,56.6082,56.9558,52712.0
2020-10-29,56.6349,58.2839,55.7703,57.7669,33372.0
2020-10-30,57.6599,58.1769,57.1519,57.5708,36384.0
2020-10-31,57.6599,58.1769,57.1519,57.5708,36384.0
2020-11-01,57.6599,58.1769,57.1519,57.5708,36384.0
2020-11-02,58.4889,59.5897,58.1323,58.471,71814.0
2020-11-03,59.5495,60.1155,58.1323,58.48,65391.0
2020-11-04,57.143,58.774,56.1892,57.0984,63578.0
2020-11-05,57.1697,59.603,57.1697,58.2839,47391.0
2020-11-06,58.3819,58.7652,57.5039,57.5351,37082.0
2020-11-07,58.3819,58.7652,57.5039,57.5351,37082.0
2020-11-08,58.3819,58.7652,57.5039,57.5351,37082.0
2020-11-09,60.4498,63.0079,60.2804,62.17,108217.0
2020-11-10,63.2664,64.4608,60.9044,62.9009,85820.0
2020-11-11,62.9722,64.0523,59.9551,60.9222,52842.0
2020-11-12,60.1913,60.6147,58.3908,59.3,52080.0
2020-11-13,59.7813,60.5924,59.3267,60.1378,41732.0
2020-11-14,59.7813,60.5924,59.3267,60.1378,41732.0
2020-11-15,59.7813,60.5924,59.3267,60.1378,41732.0
2020-11-16,61.7689,62.8385,61.0915,62.7405,53891.0
2020-11-17,61.9026,62.3929,61.252,62.1611,66422.0
2020-11-18,62.3929,62.7405,61.3901,61.4302,46915.0
2020-11-19,61.1628,61.4124,60.0977,61.1539,35981.0
2020-11-20,60.7528,60.9489,59.5406,60.3072,42859.0
2020-11-21,60.7528,60.9489,59.5406,60.3072,42859.0
2020-11-22,60.7528,60.9489,59.5406,60.3072,42859.0
2020-11-23,60.5567,61.5639,60.5567,60.7885,41682.0
2020-11-24,61.7511,63.7299,61.7294,62.794,72709.0
2020-11-25,62.5622,62.7138,61.4843,61.8046,47343.0
2020-11-26,62.5622,62.7138,61.4843,61.8046,47343.0
2020-11-27,61.9918,61.9918,60.218,61.4481,25104.0
2020-11-28,61.9918,61.9918,60.218,61.4481,25104.0
2020-11-29,61.9918,61.9918,60.218,61.4481,25104.0
2020-11-30,61.1005,61.4449,60.1913,60.3428,49473.0
2020-12-01,61.2698,62.8742,61.2609,62.4553,66566.0
2020-12-02,62.4374,62.5177,61.0559,61.4035,38107.0
2020-12-03,61.6531,62.7363,61.0559,62.3305,62667.0
2020-12-04,62.6157,63.6051,62.6157,63.5159,43434.0
2020-12-05,62.6157,63.6051,62.6157,63.5159,43434.0
2020-12-06,62.6157,63.6051,62.6157,63.5159,43434.0
2020-12-07,63.8012,65.0044,63.2842,64.0864,49561.0
2020-12-08,63.6496,66.3415,63.6496,65.8423,66112.0
2020-12-09,66.3593,67.4467,65.9849,67.1615,64396.0
2020-12-10,66.9119,68.1419,66.8495,68.0082,66317.0
2020-12-11,67.3754,68.6678,67.2417,68.1508,60613.0
2020-12-12,67.3754,68.6678,67.2417,68.1508,60613.0
2020-12-13,67.3754,68.6678,67.2417,68.1508,60613.0
2020-12-14,68.5292,69.547,68.5292,68.5652,88127.0
2020-12-15,69.2858,69.3488,65.89,66.6736,60996.0
2020-12-16,66.6466,66.8898,65.4261,65.7819,68149.0
2020-12-17,65.8719,65.8719,64.782,65.0433,52146.0
2020-12-18,65.1153,66.2322,64.5478,66.2232,159985.0
2020-12-19,65.1153,66.2322,64.5478,66.2232,159985.0
2020-12-20,65.1153,66.2322,64.5478,66.2232,159985.0
2020-12-21,65.5927,65.7082,63.9624,65.6468,76758.0
2020-12-22,65.5387,66.0881,64.602,64.9892,47430.0
2020-12-23,65.5927,67.8176,65.1513,67.151,62950.0
2020-12-24,67.7365,67.7365,65.989,66.5205,12734.0
2020-12-25,67.7365,67.7365,65.989,66.5205,12734.0
2020-12-26,67.7365,67.7365,65.989,66.5205,12734.0
2020-12-27,67.7365,67.7365,65.989,66.5205,12734.0
2020-12-28,67.0069,68.5472,66.6646,67.178,37428.0
2020-12-29,67.088,67.151,65.7323,65.9981,29360.0
2020-12-30,65.908,67.8626,65.908,66.7727,34507.0
2020-12-31,66.8898,67.3672,66.1782,66.8808,30179.0
2021-01-01,66.8898,67.3672,66.1782,66.8808,30179.0
2021-01-02,66.8898,67.3672,66.1782,66.8808,30179.0
2021-01-03,66.8898,67.3672,66.1782,66.8808,30179.0
2021-01-04,67.097,67.9346,65.881,67.3402,49709.0
2021-01-05,67.2501,69.8217,66.8721,68.5832,54076.0
2021-01-06,70.3757,74.8206,70.3757,72.5555,108083.0
2021-01-07,73.132,73.7355,70.7808,71.2134,41064.0
2021-01-08,71.5827,71.5827,69.3398,70.4027,29027.0
2021-01-09,71.5827,71.5827,69.3398,70.4027,29027.0
2021-01-10,71.5827,71.5827,69.3398,70.4027,29027.0
2021-01-11,70.4207,72.5015,70.3937,72.2132,41997.0
2021-01-12,72.4024,73.141,71.8953,73.069,45841.0
2021-01-13,72.9338,73.096,69.3939,70.1235,40923.0
2021-01-14,70.5829,72.4474,70.5829,72.3844,51232.0
2021-01-15,71.3845,72.4925,70.4838,72.4474,41095.0
2021-01-16,71.3845,72.4925,70.4838,72.4474,41095.0
2021-01-17,71.3845,72.4925,70.4838,72.4474,41095.0
2021-01-18,71.3845,72.4925,70.4838,72.4474,41095.0
2021-01-19,72.8077,72.9104,71.4476,71.8529,40263.0
2021-01-20,72.1862,72.2943,70.2271,70.736,39796.0
2021-01-21,70.736,72.1772,69.583,71.934,37055.0
2021-01-22,71.1143,71.871,70.709,71.6097,30246.0
2021-01-23,71.1143,71.871,70.709,71.6097,30246.0
2021-01-24,71.1143,71.871,70.709,71.6097,30246.0
2021-01-25,70.8261,71.5917,69.3669,71.3125,32143.0
2021-01-26,71.5107,71.5107,69.7514,70.3937,24135.0
2021-01-27,69.6821,69.6821,67.106,68.4031,44002.0
2021-01-28,69.1957,69.3488,68.4031,69.2047,39642.0
2021-01-29,68.8805,69.3377,68.4031,68.4571,36421.0
2021-01-30,68.8805,69.3377,68.4031,68.4571,36421.0
2021-01-31,68.8805,69.3377,68.4031,68.4571,36421.0
2021-02-01,68.7634,70.2766,68.5922,69.9884,37499.0
2021-02-02,70.8621,70.8621,69.7091,70.0604,44711.0
2021-02-03,70.0334,70.0694,68.1959,69.2317,51358.0
2021-02-04,68.8624,70.1145,68.8624,70.1145,35887.0
2021-02-05,70.727,72.4002,70.4388,72.0871,56732.0
2021-02-06,70.727,72.4002,70.4388,72.0871,56732.0
2021-02-07,70.727,72.4002,70.4388,72.0871,56732.0
2021-02-08,72.8257,74.599,72.8257,74.2399,57709.0
2021-02-09,73.8976,74.5291,73.3122,74.348,36596.0
2021-02-10,73.9427,75.1046,73.1929,74.285,66243.0
2021-02-11,74.4741,75.8523,74.366,75.3298,69590.0
2021-02-12,75.3298,76.2845,74.7804,75.7532,31736.0
2021-02-13,75.3298,76.2845,74.7804,75.7532,31736.0
2021-02-14,75.3298,76.2845,74.7804,75.7532,31736.0
2021-02-15,75.3298,76.2845,74.7804,75.7532,31736.0
2021-02-16,76.2576,76.5097,75.0686,75.2398,35213.0
2021-02-17,74.7714,76.0234,74.7714,75.6631,44414.0
2021-02-18,75.2758,76.5368,75.2037,76.0414,58736.0
2021-02-19,76.2396,76.3736,73.6634,74.8614,38390.0
2021-02-20,76.2396,76.3736,73.6634,74.8614,38390.0
2021-02-21,76.2396,76.3736,73.6634,74.8614,38390.0
2021-02-22,74.4291,77.28,74.321,76.5549,53290.0
2021-02-23,76.2036,77.879,74.9605,75.1317,38663.0
2021-02-24,75.6091,76.9512,75.0686,76.672,49495.0
2021-02-25,76.5188,77.4916,75.3479,76.3837,46338.0
2021-02-26,77.2484,81.6981,76.5639,77.6898,79455.0
2021-02-27,77.2484,81.6981,76.5639,77.6898,79455.0
2021-02-28,77.2484,81.6981,76.5639,77.6898,79455.0
2021-03-01,78.3203,80.3199,77.969,80.0948,53449.0
2021-03-02,79.6174,79.9957,78.3654,79.8786,78779.0
2021-03-03,79.5904,81.8693,79.5904,81.0406,61589.0
2021-03-04,81.2928,83.4049,77.7529,78.4645,86824.0
2021-03-05,79.2571,81.6891,79.0319,81.3829,68021.0
2021-03-06,79.2571,81.6891,79.0319,81.3829,68021.0
2021-03-07,79.2571,81.6891,79.0319,81.3829,68021.0
2021-03-08,82.0404,84.4544,81.383,83.3826,62954.0
2021-03-09,83.95,84.4544,82.3377,82.9952,41466.0
2021-03-10,83.6978,85.103,83.3375,84.8418,37111.0
2021-03-11,85.2741,87.2423,84.6346,87.2017,56598.0
2021-03-12,87.6431,89.904,87.2382,89.6248,47568.0
2021-03-13,87.6431,89.904,87.2382,89.6248,47568.0
2021-03-14,87.6431,89.904,87.2382,89.6248,47568.0
2021-03-15,90.4699,90.4699,88.1071,90.2245,69483.0
2021-03-16,90.2245,90.2245,88.1707,89.7611,43107.0
2021-03-17,89.6157,90.8789,89.0704,90.6971,48927.0
2021-03-18,91.4151,93.4597,90.1427,91.1152,64196.0
2021-03-19,91.5332,93.0963,90.2427,93.0963,197402.0
2021-03-20,91.5332,93.0963,90.2427,93.0963,197402.0
2021-03-21,91.5332,93.0963,90.2427,93.0963,197402.0
2021-03-22,93.1872,93.3553,86.0259,87.7981,87834.0
2021-03-23,86.9711,88.5433,86.2395,86.4622,60116.0
2021-03-24,87.4527,90.4608,86.8438,86.8438,52362.0
2021-03-25,86.2986,90.7789,85.8806,90.2609,64468.0
2021-03-26,91.1515,92.2602,89.861,91.9694,65017.0
2021-03-27,91.1515,92.2602,89.861,91.9694,65017.0
2021-03-28,91.1515,92.2602,89.861,91.9694,65017.0
2021-03-29,91.5059,92.1502,88.9159,90.17,40556.0
2021-03-30,90.2336,92.6964,89.0704,91.6604,72205.0
2021-03-31,92.3602,92.6691,90.479,91.5332,60135.0
2021-04-01,92.0603,92.5504,91.154,92.4147,37032.0
2021-04-02,92.0603,92.5504,91.154,92.4147,37032.0
2021-04-03,92.0603,92.5504,91.154,92.4147,37032.0
2021-04-04,92.0603,92.5504,91.154,92.4147,37032.0
2021-04-05,92.7055,93.269,92.4097,93.269,36250.0
2021-04-06,93.169,94.1486,92.2966,92.2966,36122.0
2021-04-07,92.5238,92.8419,90.6789,91.0515,41566.0
2021-04-08,90.579,91.4696,89.7247,91.1606,53108.0
2021-04-09,90.9243,91.7786,90.4427,91.1152,20425.0
2021-04-10,90.9243,91.7786,90.4427,91.1152,20425.0
2021-04-11,90.9243,91.7786,90.4427,91.1152,20425.0
2021-04-12,91.406,91.406,89.6521,90.0246,28219.0
2021-04-13,90.1518,90.3518,87.7799,88.3706,22903.0
2021-04-14,88.5796,90.8515,88.5069,89.8701,29868.0
2021-04-15,90.1973,90.1973,88.1616,89.861,22886.0
2021-04-16,90.9879,92.7146,90.5426,91.5423,48702.0
2021-04-17,90.9879,92.7146,90.5426,91.5423,48702.0
2021-04-18,90.9879,92.7146,90.5426,91.5423,48702.0
2021-04-19,91.5605,92.5374,90.4526,91.5605,36389.0
2021-04-20,91.5605,92.292,89.0976,89.9973,30945.0
2021-04-21,90.2155,91.5241,89.5248,91.2151,28321.0
2021-04-22,91.6786,92.0899,89.8701,90.2609,30206.0
2021-04-23,91.0425,93.1418,90.8789,91.6241,45103.0
2021-04-24,91.0425,93.1418,90.8789,91.6241,45103.0
2021-04-25,91.0425,93.1418,90.8789,91.6241,45103.0
2021-04-26,92.1512,93.1248,91.0425,91.3605,12212.0
2021-04-27,91.3969,92.0103,91.1242,91.5514,50942.0
2021-04-28,91.3878,92.3018,91.3878,91.6786,15055.0
2021-04-29,92.6783,93.7162,92.0239,93.1054,18950.0
2021-04-30,92.5147,93.578,92.442,93.478,37118.0
2021-05-01,92.5147,93.578,92.442,93.478,37118.0
2021-05-02,92.5147,93.578,92.442,93.478,37118.0
2021-05-03,94.5413,96.336,93.4618,95.5591,51524.0
2021-05-04,95.7591,96.2316,94.514,95.9317,50414.0
2021-05-05,96.8405,98.4763,95.8772,98.4491,53813.0
2021-05-06,99.5396,101.6753,98.4673,101.5117,84824.0
2021-05-07,99.6305,99.6305,91.4514,92.96,139663.0
2021-05-08,99.6305,99.6305,91.4514,92.96,139663.0
2021-05-09,99.6305,99.6305,91.4514,92.96,139663.0
2021-05-10,92.9691,94.2107,92.0058,92.6328,86479.0
2021-05-11,91.7877,91.8485,89.0704,91.0606,67842.0
2021-05-12,91.1697,91.7975,86.9165,87.3619,77155.0
2021-05-13,87.2437,92.651,86.6076,92.2421,62573.0
2021-05-14,93.0327,93.887,90.9243,93.7506,30772.0
2021-05-15,93.0327,93.887,90.9243,93.7506,30772.0
2021-05-16,93.0327,93.887,90.9243,93.7506,30772.0
2021-05-17,93.7961,95.0411,93.4871,94.4958,35675.0
2021-05-18,94.9048,95.4319,93.2427,93.3871,29753.0
2021-05-19,92.2239,92.8282,90.6517,92.5238,33515.0
2021-05-20,92.7328,92.8419,91.3514,92.4238,27648.0
2021-05-21,93.3871,93.6233,92.3239,92.8328,21690.0
2021-05-22,93.3871,93.6233,92.3239,92.8328,21690.0
2021-05-23,93.3871,93.6233,92.3239,92.8328,21690.0
2021-05-24,93.3871,93.3871,91.3333,92.3784,20356.0
2021-05-25,92.9782,93.2872,89.6974,89.8156,40010.0
2021-05-26,89.8338,91.824,89.8338,91.6241,27149.0
2021-05-27,94.2596,94.3613,92.4147,93.0054,34151.0
