,CRI US Equity,CRI US Equity,CRI US Equity,CRI US Equity,CRI US Equity
2021-09-17,88.744,89.566,87.197,87.519,738268.0
2021-09-18,88.744,89.566,87.197,87.519,738268.0
2021-09-19,88.744,89.566,87.197,87.519,738268.0
2021-09-20,85.596,87.397,84.888,87.147,472966.0
2021-09-21,87.683,88.0,85.668,85.668,391667.0
2021-09-22,86.276,88.046,85.859,86.911,455112.0
2021-09-23,87.728,89.756,87.147,87.311,510443.0
2021-09-24,86.585,88.917,85.641,88.572,448531.0
2021-09-25,86.585,88.917,85.641,88.572,448531.0
2021-09-26,86.585,88.917,85.641,88.572,448531.0
2021-09-27,88.989,92.347,88.989,91.467,562102.0
2021-09-28,91.521,93.2,91.276,91.657,454700.0
2021-09-29,92.129,92.719,90.913,91.73,359254.0
2021-09-30,91.748,91.748,88.191,88.236,545710.0
2021-10-01,88.209,91.113,87.964,90.278,437733.0
2021-10-02,88.209,91.113,87.964,90.278,437733.0
2021-10-03,88.209,91.113,87.964,90.278,437733.0
2021-10-04,90.958,93.173,90.341,90.886,550337.0
2021-10-05,90.223,91.24,88.263,88.463,749617.0
2021-10-06,87.42,87.683,81.667,82.928,2064287.0
2021-10-07,84.57,86.966,84.162,85.215,1467131.0
2021-10-08,85.968,86.331,83.981,85.242,505612.0
2021-10-09,85.968,86.331,83.981,85.242,505612.0
2021-10-10,85.968,86.331,83.981,85.242,505612.0
2021-10-11,84.97,86.866,84.398,84.425,391227.0
2021-10-12,84.607,86.145,83.949,85.696,458692.0
2021-10-13,85.986,86.621,85.541,86.149,336485.0
2021-10-14,87.265,89.824,86.857,88.454,845587.0
2021-10-15,89.253,90.654,88.717,89.479,459790.0
2021-10-16,89.253,90.654,88.717,89.479,459790.0
2021-10-17,89.253,90.654,88.717,89.479,459790.0
2021-10-18,89.08,90.977,88.554,90.414,421600.0
2021-10-19,91.14,91.439,90.151,91.058,268048.0
2021-10-20,91.703,92.755,90.269,90.468,549250.0
2021-10-21,90.487,91.648,90.341,91.213,480555.0
2021-10-22,90.659,94.107,90.659,93.463,485923.0
2021-10-23,90.659,94.107,90.659,93.463,485923.0
2021-10-24,90.659,94.107,90.659,93.463,485923.0
2021-10-25,93.064,93.635,91.92,91.993,521125.0
2021-10-26,92.673,92.982,91.267,92.165,493524.0
2021-10-27,91.975,92.161,90.106,90.786,395032.0
2021-10-28,90.786,93.204,90.532,91.566,745635.0
2021-10-29,85.741,90.142,85.299,89.398,1233497.0
2021-10-30,85.741,90.142,85.299,89.398,1233497.0
2021-10-31,85.741,90.142,85.299,89.398,1233497.0
2021-11-01,90.478,95.432,90.45,92.556,710377.0
2021-11-02,92.583,93.327,89.842,90.096,475710.0
2021-11-03,90.414,94.86,90.414,93.962,570747.0
2021-11-04,94.325,95.496,92.714,94.134,431446.0
2021-11-05,95.45,97.338,94.37,94.534,307856.0
2021-11-06,95.45,97.338,94.37,94.534,307856.0
2021-11-07,95.45,97.338,94.37,94.534,307856.0
2021-11-08,94.561,97.338,94.339,96.448,536636.0
2021-11-09,96.367,97.701,96.171,97.201,296192.0
2021-11-10,96.639,98.572,96.593,97.927,336926.0
2021-11-11,97.664,98.889,96.956,97.428,409761.0
2021-11-12,98.082,99.325,97.528,99.071,387604.0
2021-11-13,98.082,99.325,97.528,99.071,387604.0
2021-11-14,98.082,99.325,97.528,99.071,387604.0
2021-11-15,99.815,99.842,98.082,98.327,320219.0
2021-11-16,98.735,100.876,98.29,99.533,435930.0
2021-11-17,98.798,99.624,96.058,96.766,634651.0
2021-11-18,97.528,98.626,96.956,97.374,591241.0
2021-11-19,97.546,98.091,96.73,96.956,486050.0
2021-11-20,97.546,98.091,96.73,96.956,486050.0
2021-11-21,97.546,98.091,96.73,96.956,486050.0
2021-11-22,97.837,97.837,94.307,94.352,692982.0
2021-11-23,93.844,96.412,93.336,95.958,423068.0
2021-11-24,94.588,95.323,93.463,94.633,476628.0
2021-11-25,94.588,95.323,93.463,94.633,476628.0
2021-11-26,92.193,93.835,91.258,93.073,226781.0
2021-11-27,92.193,93.835,91.258,93.073,226781.0
2021-11-28,92.193,93.835,91.258,93.073,226781.0
2021-11-29,94.833,96.376,93.381,94.897,735714.0
2021-11-30,94.075,94.951,91.091,92.204,600335.0
2021-12-01,93.938,95.052,89.941,90.032,412635.0
2021-12-02,90.306,93.719,90.306,92.734,478095.0
2021-12-03,93.062,94.066,92.013,93.299,462555.0
2021-12-04,93.062,94.066,92.013,93.299,462555.0
2021-12-05,93.062,94.066,92.013,93.299,462555.0
2021-12-06,94.404,96.736,94.239,94.568,538181.0
2021-12-07,95.554,97.771,95.554,96.156,424840.0
2021-12-08,96.256,97.961,95.608,97.288,346899.0
2021-12-09,96.485,98.529,96.485,97.105,406309.0
2021-12-10,97.963,98.228,95.59,97.16,409753.0
2021-12-11,97.963,98.228,95.59,97.16,409753.0
2021-12-12,97.963,98.228,95.59,97.16,409753.0
2021-12-13,96.713,97.342,94.176,95.097,626520.0
2021-12-14,94.093,96.731,93.318,94.459,696086.0
2021-12-15,93.774,96.065,92.934,95.764,654790.0
2021-12-16,96.868,97.406,95.088,95.864,463894.0
2021-12-17,95.49,96.056,94.363,95.344,1010088.0
2021-12-18,95.49,96.056,94.363,95.344,1010088.0
2021-12-19,95.49,96.056,94.363,95.344,1010088.0
2021-12-20,94.084,94.367,87.322,88.654,890874.0
2021-12-21,89.028,92.058,89.028,92.031,451108.0
2021-12-22,92.378,92.597,89.494,89.539,400654.0
2021-12-23,89.485,90.844,88.809,90.087,270207.0
2021-12-24,89.485,90.844,88.809,90.087,270207.0
2021-12-25,89.485,90.844,88.809,90.087,270207.0
2021-12-26,89.485,90.844,88.809,90.087,270207.0
2021-12-27,90.37,91.575,90.215,91.009,387310.0
2021-12-28,91.1,92.332,90.945,91.054,287361.0
2021-12-29,91.127,92.328,91.127,91.648,274788.0
2021-12-30,91.648,93.368,91.648,92.633,367909.0
2021-12-31,92.332,92.861,91.611,92.378,245006.0
2022-01-01,92.332,92.861,91.611,92.378,245006.0
2022-01-02,92.332,92.861,91.611,92.378,245006.0
2022-01-03,92.907,93.893,92.04,92.734,311376.0
2022-01-04,92.898,96.056,92.898,95.234,447595.0
2022-01-05,95.335,95.691,92.615,92.816,293663.0
2022-01-06,93.4,93.4,90.771,91.812,277056.0
2022-01-07,91.401,91.848,89.914,89.977,349220.0
2022-01-08,91.401,91.848,89.914,89.977,349220.0
2022-01-09,91.401,91.848,89.914,89.977,349220.0
2022-01-10,88.326,88.444,86.373,87.568,527658.0
2022-01-11,87.659,88.125,86.578,87.814,430641.0
2022-01-12,88.189,88.891,86.509,87.386,310350.0
2022-01-13,87.541,89.521,86.984,89.311,352674.0
2022-01-14,88.107,88.545,87.03,87.915,360915.0
2022-01-15,88.107,88.545,87.03,87.915,360915.0
2022-01-16,88.107,88.545,87.03,87.915,360915.0
2022-01-17,88.107,88.545,87.03,87.915,360915.0
2022-01-18,86.92,87.322,84.976,85.15,327037.0
2022-01-19,85.378,87.212,85.204,85.907,370585.0
2022-01-20,85.816,86.614,82.037,82.065,457144.0
2022-01-21,81.307,84.575,80.404,83.452,661132.0
2022-01-22,81.307,84.575,80.404,83.452,661132.0
2022-01-23,81.307,84.575,80.404,83.452,661132.0
2022-01-24,81.992,86.601,81.855,86.181,537110.0
2022-01-25,84.803,85.944,83.543,85.159,347357.0
2022-01-26,86.5,87.331,81.645,82.704,662411.0
2022-01-27,83.735,86.226,82.786,83.297,873218.0
2022-01-28,83.087,84.141,81.873,84.1,445903.0
2022-01-29,83.087,84.141,81.873,84.1,445903.0
2022-01-30,83.087,84.141,81.873,84.1,445903.0
2022-01-31,83.041,84.994,83.041,84.985,562222.0
2022-02-01,85.56,86.386,84.556,84.912,428855.0
2022-02-02,85.788,86.163,82.64,83.671,591999.0
2022-02-03,82.658,83.708,81.253,81.316,488043.0
2022-02-04,81.307,82.43,80.103,81.225,500087.0
2022-02-05,81.307,82.43,80.103,81.225,500087.0
2022-02-06,81.307,82.43,80.103,81.225,500087.0
2022-02-07,81.289,82.539,80.427,81.508,477283.0
2022-02-08,81.59,85.177,81.563,84.876,555954.0
2022-02-09,85.515,87.422,85.086,86.993,456167.0
2022-02-10,85.432,88.084,85.432,86.035,481698.0
2022-02-11,86.528,86.528,83.826,84.41,353617.0
2022-02-12,86.528,86.528,83.826,84.41,353617.0
2022-02-13,86.528,86.528,83.826,84.41,353617.0
2022-02-14,84.511,85.396,82.612,83.297,397112.0
2022-02-15,84.356,85.204,83.128,84.027,817491.0
2022-02-16,84.1,85.332,82.731,83.16,336251.0
2022-02-17,82.549,83.689,80.805,81.134,356988.0
2022-02-18,80.915,82.247,80.632,80.751,428590.0
2022-02-19,80.915,82.247,80.632,80.751,428590.0
2022-02-20,80.915,82.247,80.632,80.751,428590.0
2022-02-21,80.915,82.247,80.632,80.751,428590.0
2022-02-22,80.742,81.517,79.856,80.532,414553.0
2022-02-23,80.541,81.307,79.491,79.774,821643.0
2022-02-24,78.04,80.477,77.036,80.148,1064463.0
2022-02-25,88.453,90.781,85.533,88.444,1326631.0
2022-02-26,88.453,90.781,85.533,88.444,1326631.0
2022-02-27,88.453,90.781,85.533,88.444,1326631.0
2022-02-28,87.313,91.319,86.811,88.234,706319.0
2022-03-01,88.663,88.937,85.67,88.581,709005.0
2022-03-02,89.001,91.328,88.344,90.562,593900.0
2022-03-03,90.662,90.781,87.732,88.472,524403.0
2022-03-04,87.732,87.805,85.715,86.701,1107347.0
2022-03-05,87.732,87.805,85.715,86.701,1107347.0
2022-03-06,87.732,87.805,85.715,86.701,1107347.0
2022-03-07,88.072,88.072,83.711,84.245,636841.0
2022-03-08,84.254,86.48,83.518,83.647,582178.0
2022-03-09,86.002,87.566,85.629,87.29,352550.0
2022-03-10,86.352,88.237,86.204,87.833,372175.0
2022-03-11,88.872,89.166,85.119,85.524,403643.0
2022-03-12,88.872,89.166,85.119,85.524,403643.0
2022-03-13,88.872,89.166,85.119,85.524,403643.0
2022-03-14,86.158,87.124,83.647,84.089,397610.0
2022-03-15,84.328,86.315,84.328,85.551,401641.0
2022-03-16,86.315,88.569,84.834,86.324,418694.0
2022-03-17,85.781,88.44,85.728,88.412,523153.0
2022-03-18,87.842,89.13,87.244,88.992,459274.0
2022-03-19,87.842,89.13,87.244,88.992,459274.0
2022-03-20,87.842,89.13,87.244,88.992,459274.0
2022-03-21,89.212,89.231,86.738,87.483,366405.0
2022-03-22,88.228,88.523,86.821,87.704,339732.0
2022-03-23,86.71,87.98,85.404,85.68,366662.0
2022-03-24,86.223,86.991,85.533,86.407,405456.0
2022-03-25,87.051,87.952,86.508,87.051,288054.0
2022-03-26,87.051,87.952,86.508,87.051,288054.0
2022-03-27,87.051,87.952,86.508,87.051,288054.0
2022-03-28,86.25,87.455,84.898,86.02,751385.0
2022-03-29,86.867,89.856,86.867,88.706,505576.0
2022-03-30,88.394,89.709,86.655,87.575,522884.0
2022-03-31,87.014,87.317,84.539,84.622,412119.0
2022-04-01,84.926,85.386,81.973,82.065,672290.0
2022-04-02,84.926,85.386,81.973,82.065,672290.0
2022-04-03,84.926,85.386,81.973,82.065,672290.0
2022-04-04,81.642,83.748,80.759,83.215,670401.0
2022-04-05,82.056,83.336,81.522,81.807,569625.0
2022-04-06,80.924,81.053,78.486,79.682,714259.0
2022-04-07,79.636,81.43,77.658,80.952,976385.0
2022-04-08,80.906,82.368,79.452,81.623,561067.0
2022-04-09,80.906,82.368,79.452,81.623,561067.0
2022-04-10,80.906,82.368,79.452,81.623,561067.0
2022-04-11,81.09,83.233,80.188,80.418,562426.0
2022-04-12,81.172,82.966,80.602,81.034,447682.0
2022-04-13,80.759,82.732,80.584,81.816,435810.0
2022-04-14,81.954,83.325,81.78,82.516,339080.0
2022-04-15,81.954,83.325,81.78,82.516,339080.0
2022-04-16,81.954,83.325,81.78,82.516,339080.0
2022-04-17,81.954,83.325,81.78,82.516,339080.0
2022-04-18,82.295,83.334,81.283,81.789,396776.0
2022-04-19,82.24,84.631,82.111,84.171,316966.0
2022-04-20,84.631,86.407,84.282,86.177,345739.0
2022-04-21,87.133,87.327,84.916,85.459,352749.0
2022-04-22,84.687,84.687,82.552,82.773,575142.0
2022-04-23,84.687,84.687,82.552,82.773,575142.0
2022-04-24,84.687,84.687,82.552,82.773,575142.0
2022-04-25,82.157,82.644,79.82,82.534,681846.0
2022-04-26,81.586,82.7,79.618,79.645,591308.0
2022-04-27,76.812,80.299,76.812,78.965,1047301.0
2022-04-28,79.664,82.267,78.891,81.586,1112922.0
2022-04-29,81.412,83.757,77.401,77.493,966592.0
2022-04-30,81.412,83.757,77.401,77.493,966592.0
2022-05-01,81.412,83.757,77.401,77.493,966592.0
2022-05-02,77.18,78.566,75.763,78.44,782814.0
2022-05-03,78.201,78.928,76.858,77.824,777879.0
2022-05-04,77.999,79.13,75.552,79.047,413191.0
2022-05-05,78.201,78.201,73.717,74.522,669205.0
2022-05-06,73.868,74.586,72.249,73.868,916448.0
2022-05-07,73.868,74.586,72.249,73.868,916448.0
2022-05-08,73.868,74.586,72.249,73.868,916448.0
2022-05-09,73.004,76.325,72.709,74.549,777986.0
2022-05-10,75.285,76.269,71.274,72.709,653334.0
2022-05-11,72.571,73.482,71.826,72.13,668513.0
2022-05-12,71.918,75.699,71.909,75.644,728966.0
2022-05-13,76.26,77.06,75.395,76.104,452669.0
2022-05-14,76.26,77.06,75.395,76.104,452669.0
2022-05-15,76.26,77.06,75.395,76.104,452669.0
2022-05-16,76.334,76.398,74.512,76.196,478633.0
2022-05-17,77.465,78.164,76.187,77.53,383127.0
2022-05-18,74.558,74.77,69.279,72.792,1169513.0
2022-05-19,71.716,73.28,71.237,72.222,958667.0
2022-05-20,73.132,73.261,67.319,69.407,1055355.0
2022-05-21,73.132,73.261,67.319,69.407,1055355.0
2022-05-22,73.132,73.261,67.319,69.407,1055355.0
2022-05-23,67.328,70.778,67.07,69.333,1087415.0
2022-05-24,68.156,68.312,65.644,66.509,1401568.0
2022-05-25,66.436,70.373,66.279,68.993,785662.0
2022-05-26,69.968,72.581,69.968,71.697,662061.0
2022-05-27,71.196,72.533,71.003,71.744,576585.0
2022-05-28,71.196,72.533,71.003,71.744,576585.0
2022-05-29,71.196,72.533,71.003,71.744,576585.0
2022-05-30,71.196,72.533,71.003,71.744,576585.0
2022-05-31,71.354,72.241,70.295,71.567,702260.0
2022-06-01,72.552,73.123,70.481,71.057,683819.0
2022-06-02,71.521,72.951,70.982,72.951,674372.0
2022-06-03,72.403,73.787,71.958,73.109,751815.0
2022-06-04,72.403,73.787,71.958,73.109,751815.0
2022-06-05,72.403,73.787,71.958,73.109,751815.0
2022-06-06,73.128,73.499,72.143,73.054,690117.0
2022-06-07,72.292,73.267,71.242,71.391,1001847.0
2022-06-08,69.886,71.8,68.804,71.27,895455.0
2022-06-09,71.252,71.674,69.05,69.635,1085560.0
2022-06-10,68.502,68.934,66.877,67.146,649204.0
2022-06-11,68.502,68.934,66.877,67.146,649204.0
2022-06-12,68.502,68.934,66.877,67.146,649204.0
2022-06-13,65.53,66.306,64.137,66.143,1112023.0
2022-06-14,66.31,67.211,64.926,65.669,744715.0
2022-06-15,65.716,67.592,65.604,66.598,803990.0
2022-06-16,64.852,65.288,63.05,63.561,1006872.0
2022-06-17,64.183,65.326,63.254,64.805,1436353.0
2022-06-18,64.183,65.326,63.254,64.805,1436353.0
2022-06-19,64.183,65.326,63.254,64.805,1436353.0
2022-06-20,64.183,65.326,63.254,64.805,1436353.0
2022-06-21,66.477,66.477,64.843,65.771,701260.0
2022-06-22,65.121,65.948,64.815,65.298,767361.0
2022-06-23,65.892,67.169,65.809,66.923,618337.0
2022-06-24,67.332,71.094,67.141,69.412,1162597.0
2022-06-25,67.332,71.094,67.141,69.412,1162597.0
2022-06-26,67.332,71.094,67.141,69.412,1162597.0
2022-06-27,69.347,69.496,67.657,68.474,864080.0
2022-06-28,68.697,68.902,66.152,66.189,851523.0
2022-06-29,66.208,66.208,64.908,65.939,793496.0
2022-06-30,65.177,65.771,63.979,65.465,724084.0
2022-07-01,65.456,66.236,63.946,65.762,508987.0
2022-07-02,65.456,66.236,63.946,65.762,508987.0
2022-07-03,65.456,66.236,63.946,65.762,508987.0
2022-07-04,65.456,66.236,63.946,65.762,508987.0
2022-07-05,65.056,67.713,65.056,67.703,809942.0
2022-07-06,67.806,68.744,66.561,67.183,599858.0
2022-07-07,67.601,68.971,67.23,68.846,441322.0
2022-07-08,68.837,69.928,68.279,69.329,494072.0
2022-07-09,68.837,69.928,68.279,69.329,494072.0
2022-07-10,68.837,69.928,68.279,69.329,494072.0
2022-07-11,68.911,71.242,68.786,70.629,899437.0
2022-07-12,70.276,72.663,70.276,71.187,863557.0
2022-07-13,69.756,72.78,69.301,71.428,1210441.0
2022-07-14,70.425,71.419,69.849,70.964,650511.0
2022-07-15,71.196,72.682,70.917,72.515,565582.0
2022-07-16,71.196,72.682,70.917,72.515,565582.0
2022-07-17,71.196,72.682,70.917,72.515,565582.0
2022-07-18,73.007,74.317,72.756,72.868,724921.0
2022-07-19,73.759,77.568,73.667,76.918,1058516.0
2022-07-20,77.02,77.129,74.707,75.58,852014.0
2022-07-21,75.394,76.472,74.373,76.379,569106.0
2022-07-22,76.044,77.094,74.53,74.54,782209.0
2022-07-23,76.044,77.094,74.53,74.54,782209.0
2022-07-24,76.044,77.094,74.53,74.54,782209.0
2022-07-25,74.846,74.846,73.049,73.304,1062284.0
2022-07-26,69.895,71.447,68.279,68.855,1072762.0
2022-07-27,68.985,71.567,68.748,71.326,920926.0
2022-07-28,71.447,75.617,70.685,75.552,1520556.0
2022-07-29,75.023,76.49,73.128,75.682,1658014.0
2022-07-30,75.023,76.49,73.128,75.682,1658014.0
2022-07-31,75.023,76.49,73.128,75.682,1658014.0
2022-08-01,75.376,77.819,74.689,77.326,959599.0
2022-08-02,76.778,76.885,75.404,75.561,976141.0
2022-08-03,76.49,76.908,75.208,76.072,797498.0
2022-08-04,76.128,76.853,75.752,76.007,507226.0
2022-08-05,75.264,76.592,75.065,75.914,484547.0
2022-08-06,75.264,76.592,75.065,75.914,484547.0
2022-08-07,75.264,76.592,75.065,75.914,484547.0
2022-08-08,76.63,78.432,76.272,76.295,585097.0
2022-08-09,75.84,75.84,72.784,73.444,792607.0
2022-08-10,75.143,76.583,74.893,75.589,482473.0
2022-08-11,76.527,78.088,76.272,77.159,369725.0
2022-08-12,77.549,78.023,76.518,77.921,462314.0
2022-08-13,77.549,78.023,76.518,77.921,462314.0
2022-08-14,77.549,78.023,76.518,77.921,462314.0
2022-08-15,77.419,78.264,75.924,76.918,456831.0
2022-08-16,76.88,80.447,76.88,79.286,559273.0
2022-08-17,78.487,78.942,77.428,78.004,374768.0
2022-08-18,77.512,77.874,76.741,77.763,357514.0
2022-08-19,76.769,77.373,75.524,75.97,451334.0
2022-08-20,76.769,77.373,75.524,75.97,451334.0
2022-08-21,76.769,77.373,75.524,75.97,451334.0
2022-08-22,75.292,75.32,73.258,73.425,441499.0
2022-08-23,73.555,74.568,73.221,73.249,369792.0
2022-08-24,73.1,73.722,72.078,73.109,452502.0
2022-08-25,72.979,74.744,72.979,74.688,347937.0
2022-08-26,75.051,75.385,71.428,71.465,535208.0
2022-08-27,75.051,75.385,71.428,71.465,535208.0
2022-08-28,75.051,75.385,71.428,71.465,535208.0
2022-08-29,70.834,71.303,69.97,70.369,479614.0
2022-08-30,70.973,71.53,69.524,70.434,560258.0
2022-08-31,70.341,71.14,67.991,68.595,802508.0
2022-09-01,68.501,69.121,67.437,68.97,629625.0
2022-09-02,69.477,70.068,67.788,68.257,533308.0
2022-09-03,69.477,70.068,67.788,68.257,533308.0
2022-09-04,69.477,70.068,67.788,68.257,533308.0
2022-09-05,69.477,70.068,67.788,68.257,533308.0
2022-09-06,68.398,68.698,66.066,67.197,800011.0
2022-09-07,67.206,69.759,67.056,69.759,713639.0
2022-09-08,68.98,69.946,67.807,69.928,689633.0
2022-09-09,70.997,72.255,70.143,72.03,713123.0
2022-09-10,70.997,72.255,70.143,72.03,713123.0
2022-09-11,70.997,72.255,70.143,72.03,713123.0
2022-09-12,72.593,74.216,72.593,73.784,819094.0
2022-09-13,71.908,72.583,69.965,70.106,662252.0
2022-09-14,70.331,70.331,68.379,68.848,612296.0
2022-09-15,68.802,69.993,67.141,67.798,477012.0
2022-09-16,66.859,68.947,66.798,67.169,1030945.0
2022-09-17,66.859,68.947,66.798,67.169,1030945.0
2022-09-18,66.859,68.947,66.798,67.169,1030945.0
2022-09-19,66.493,68.163,66.399,67.985,460765.0
2022-09-20,67.497,67.497,64.513,65.555,802542.0
2022-09-21,65.911,67.122,64.56,64.598,448632.0
2022-09-22,64.457,65.419,63.866,64.813,683015.0
2022-09-23,63.819,64.56,63.228,64.504,843757.0
2022-09-24,63.819,64.56,63.228,64.504,843757.0
2022-09-25,63.819,64.56,63.228,64.504,843757.0
2022-09-26,64.11,65.076,63.11,63.443,449908.0
2022-09-27,64.232,64.588,62.214,63.143,696624.0
2022-09-28,63.519,64.842,63.331,64.372,714609.0
2022-09-29,63.584,63.598,61.257,61.736,865564.0
2022-09-30,60.844,62.378,58.794,61.492,855347.0
2022-10-01,60.844,62.378,58.794,61.492,855347.0
2022-10-02,60.844,62.378,58.794,61.492,855347.0
2022-10-03,62.364,64.842,61.595,64.579,653050.0
2022-10-04,66.202,68.342,65.893,68.323,699779.0
2022-10-05,67.403,70.059,66.869,69.571,667852.0
2022-10-06,69.233,70.5,69.036,69.468,580508.0
2022-10-07,68.567,68.783,67.188,67.666,612051.0
2022-10-08,68.567,68.783,67.188,67.666,612051.0
2022-10-09,68.567,68.783,67.188,67.666,612051.0
2022-10-10,68.07,68.464,65.968,67.0,467661.0
2022-10-11,66.962,69.102,66.625,66.878,741568.0
2022-10-12,66.944,67.385,66.235,66.568,497237.0
2022-10-13,65.226,68.858,64.246,67.938,406851.0
2022-10-14,68.436,69.111,66.944,67.563,635608.0
2022-10-15,68.436,69.111,66.944,67.563,635608.0
2022-10-16,68.436,69.111,66.944,67.563,635608.0
2022-10-17,68.558,69.13,67.863,68.445,691813.0
2022-10-18,69.862,70.735,68.501,69.074,571039.0
2022-10-19,68.501,68.651,67.019,68.07,434032.0
2022-10-20,68.511,69.637,66.625,66.925,360307.0
2022-10-21,66.981,69.496,66.822,69.393,456219.0
2022-10-22,66.981,69.496,66.822,69.393,456219.0
2022-10-23,66.981,69.496,66.822,69.393,456219.0
2022-10-24,69.571,70.115,67.769,68.276,511084.0
2022-10-25,68.276,70.35,68.276,69.993,462652.0
2022-10-26,69.806,71.531,69.083,69.693,584247.0
2022-10-27,70.05,70.814,68.792,69.027,1055844.0
2022-10-28,61.52,66.643,60.994,65.508,2634186.0
2022-10-29,61.52,66.643,60.994,65.508,2634186.0
2022-10-30,61.52,66.643,60.994,65.508,2634186.0
2022-10-31,65.057,65.498,63.397,63.687,1251315.0
2022-11-01,64.382,64.912,62.111,62.805,1050027.0
2022-11-02,62.242,64.035,61.098,61.098,862433.0
2022-11-03,60.75,61.951,59.596,60.084,941295.0
2022-11-04,61.576,62.496,60.126,61.135,782611.0
2022-11-05,61.576,62.496,60.126,61.135,782611.0
2022-11-06,61.576,62.496,60.126,61.135,782611.0
2022-11-07,61.445,62.092,60.985,61.98,752606.0
2022-11-08,62.862,63.528,61.407,62.336,503555.0
2022-11-09,61.52,61.707,59.681,60.084,639498.0
2022-11-10,62.083,65.611,61.895,65.583,662306.0
2022-11-11,66.212,68.942,66.015,68.68,678325.0
2022-11-12,66.212,68.942,66.015,68.68,678325.0
2022-11-13,66.212,68.942,66.015,68.68,678325.0
2022-11-14,67.985,68.492,66.071,66.08,620732.0
2022-11-15,67.6,69.505,67.019,69.477,701167.0
2022-11-16,68.023,68.712,66.137,66.259,744788.0
2022-11-17,64.935,66.784,64.241,66.775,1002155.0
2022-11-18,68.745,70.66,68.379,70.256,1112092.0
2022-11-19,68.745,70.66,68.379,70.256,1112092.0
2022-11-20,68.745,70.66,68.379,70.256,1112092.0
2022-11-21,69.468,70.533,67.497,69.027,839827.0
2022-11-22,69.824,70.828,69.515,70.791,593807.0
2022-11-23,70.631,71.316,69.965,70.66,343851.0
2022-11-24,70.631,71.316,69.965,70.66,343851.0
2022-11-25,70.303,71.288,70.303,70.5,226100.0
2022-11-26,70.303,71.288,70.303,70.5,226100.0
2022-11-27,70.303,71.288,70.303,70.5,226100.0
2022-11-28,69.694,70.728,69.107,69.183,504573.0
2022-11-29,69.353,70.292,68.946,69.315,533201.0
2022-11-30,69.448,69.457,67.273,69.23,655880.0
2022-12-01,69.363,70.386,68.955,69.258,481752.0
2022-12-02,68.604,69.969,68.235,69.325,445044.0
2022-12-03,68.604,69.969,68.235,69.325,445044.0
2022-12-04,68.604,69.969,68.235,69.325,445044.0
2022-12-05,68.32,68.851,67.116,68.566,697195.0
2022-12-06,68.529,69.097,66.803,67.514,578274.0
2022-12-07,67.344,69.045,67.145,68.055,388280.0
2022-12-08,68.187,69.339,68.031,68.623,407759.0
2022-12-09,67.941,69.457,67.439,68.045,383999.0
2022-12-10,67.941,69.457,67.439,68.045,383999.0
2022-12-11,67.941,69.457,67.439,68.045,383999.0
2022-12-12,68.216,69.415,67.619,69.135,529678.0
2022-12-13,71.078,71.391,67.984,68.405,787036.0
2022-12-14,68.443,69.012,66.851,67.363,451916.0
2022-12-15,66.149,66.984,65.685,66.349,631105.0
2022-12-16,65.429,66.434,65.107,65.695,776677.0
2022-12-17,65.429,66.434,65.107,65.695,776677.0
2022-12-18,65.429,66.434,65.107,65.695,776677.0
2022-12-19,65.695,66.301,65.116,65.837,609643.0
2022-12-20,65.742,66.728,65.059,65.856,767730.0
2022-12-21,66.813,68.239,66.168,67.211,525463.0
2022-12-22,66.604,68.292,66.491,68.292,560873.0
2022-12-23,68.178,69.533,67.685,69.533,368598.0
2022-12-24,68.178,69.533,67.685,69.533,368598.0
2022-12-25,68.178,69.533,67.685,69.533,368598.0
2022-12-26,68.178,69.533,67.685,69.533,368598.0
2022-12-27,69.713,71.637,69.249,71.6,751589.0
2022-12-28,71.59,72.178,69.344,70.263,648473.0
2022-12-29,70.699,71.732,70.51,71.438,515751.0
2022-12-30,70.983,71.618,70.329,70.718,436002.0
2022-12-31,70.983,71.618,70.329,70.718,436002.0
2023-01-01,70.983,71.618,70.329,70.718,436002.0
2023-01-02,70.983,71.618,70.329,70.718,436002.0
2023-01-03,71.268,71.922,70.306,70.898,651587.0
2023-01-04,71.325,74.571,71.325,74.14,535542.0
2023-01-05,73.41,74.475,72.723,74.32,575064.0
2023-01-06,74.879,75.77,74.236,74.907,474926.0
2023-01-07,74.879,75.77,74.236,74.907,474926.0
2023-01-08,74.879,75.77,74.236,74.907,474926.0
2023-01-09,74.936,78.595,73.716,78.424,867395.0
2023-01-10,77.95,78.893,76.381,77.353,504203.0
2023-01-11,77.884,79.012,77.438,78.983,734262.0
2023-01-12,79.23,79.23,77.58,78.528,429598.0
2023-01-13,78.585,79.58,78.547,79.4,295178.0
2023-01-14,78.585,79.58,78.547,79.4,295178.0
2023-01-15,78.585,79.58,78.547,79.4,295178.0
2023-01-16,78.585,79.58,78.547,79.4,295178.0
2023-01-17,78.86,79.523,77.704,77.742,682970.0
2023-01-18,78.083,78.803,76.168,76.197,515722.0
2023-01-19,75.561,76.272,74.851,75.107,548380.0
2023-01-20,75.078,77.467,74.614,77.125,401708.0
2023-01-21,75.078,77.467,74.614,77.125,401708.0
2023-01-22,75.078,77.467,74.614,77.125,401708.0
2023-01-23,77.163,79.353,77.083,79.163,620419.0
2023-01-24,78.832,79.268,76.268,77.097,717575.0
2023-01-25,76.415,77.685,75.95,77.277,494236.0
