,SMG US Equity,SMG US Equity,SMG US Equity,SMG US Equity,SMG US Equity
2021-03-14,197.8157,202.9184,196.4473,202.8096,369143.0
2021-03-15,204.0875,213.7591,203.0181,212.2717,435536.0
2021-03-16,214.3472,216.4408,211.882,212.8518,346892.0
2021-03-17,210.7763,214.5738,206.725,207.3231,541476.0
2021-03-18,205.6645,211.0391,202.2024,207.3866,548189.0
2021-03-19,208.2657,214.2239,204.0785,212.888,649264.0
2021-03-20,208.2657,214.2239,204.0785,212.888,649264.0
2021-03-21,208.2657,214.2239,204.0785,212.888,649264.0
2021-03-22,212.3261,213.9669,209.3669,211.6191,478234.0
2021-03-23,210.0421,211.3201,205.5422,207.0784,582011.0
2021-03-24,208.2567,210.595,204.586,208.9364,363450.0
2021-03-25,207.5497,215.4484,206.5437,213.323,432985.0
2021-03-26,215.0269,219.4045,213.3955,218.8063,461031.0
2021-03-27,215.0269,219.4045,213.3955,218.8063,461031.0
2021-03-28,215.0269,219.4045,213.3955,218.8063,461031.0
2021-03-29,220.184,221.4256,217.2837,220.2293,374908.0
2021-03-30,220.2383,222.051,217.7732,222.0419,332399.0
2021-03-31,222.9664,224.3504,221.0994,222.0238,404180.0
2021-04-01,224.1628,227.8696,222.1689,226.5827,319905.0
2021-04-02,224.1628,227.8696,222.1689,226.5827,319905.0
2021-04-03,224.1628,227.8696,222.1689,226.5827,319905.0
2021-04-04,224.1628,227.8696,222.1689,226.5827,319905.0
2021-04-05,228.3953,230.5161,225.2413,228.9572,326490.0
2021-04-06,228.3953,229.7802,225.8938,226.5645,307318.0
2021-04-07,227.0721,228.3953,224.0204,224.634,256080.0
2021-04-08,225.8304,230.2985,222.5676,226.7277,326128.0
2021-04-09,226.8002,228.5337,224.5162,225.6673,350090.0
2021-04-10,226.8002,228.5337,224.5162,225.6673,350090.0
2021-04-11,226.8002,228.5337,224.5162,225.6673,350090.0
2021-04-12,226.0207,229.356,225.3863,226.773,297284.0
2021-04-13,225.6763,226.5736,216.7308,217.7187,359068.0
2021-04-14,217.5194,221.7383,217.3472,218.5979,533799.0
2021-04-15,220.6009,221.4256,211.5194,212.462,326815.0
2021-04-16,213.894,217.9272,212.9171,215.9151,340393.0
2021-04-17,213.894,217.9272,212.9171,215.9151,340393.0
2021-04-18,213.894,217.9272,212.9171,215.9151,340393.0
2021-04-19,215.5617,216.9574,208.9808,211.4197,355086.0
2021-04-20,212.027,212.9311,204.4138,206.154,365249.0
2021-04-21,205.7189,210.3276,205.2476,209.5618,250495.0
2021-04-22,209.598,210.2686,204.9757,207.9757,262270.0
2021-04-23,209.3533,212.9061,207.6313,211.03,225087.0
2021-04-24,209.3533,212.9061,207.6313,211.03,225087.0
2021-04-25,209.3533,212.9061,207.6313,211.03,225087.0
2021-04-26,212.0814,214.2203,211.1705,213.9665,234547.0
2021-04-27,215.2445,216.026,212.7883,215.5436,187227.0
2021-04-28,214.8004,215.733,213.6584,215.4257,255686.0
2021-04-29,216.7943,216.8124,212.8956,214.9363,193095.0
2021-04-30,213.9303,214.3291,209.2899,209.5074,638102.0
2021-05-01,213.9303,214.3291,209.2899,209.5074,638102.0
2021-05-02,213.9303,214.3291,209.2899,209.5074,638102.0
2021-05-03,210.1418,212.5164,207.8941,209.4621,309174.0
2021-05-04,207.2869,208.1298,202.2205,206.6253,473057.0
2021-05-05,206.6706,220.6009,206.6706,219.6492,665857.0
2021-05-06,219.6492,219.8124,213.6403,217.9181,385152.0
2021-05-07,218.8426,222.4226,215.4257,221.2444,333243.0
2021-05-08,218.8426,222.4226,215.4257,221.2444,333243.0
2021-05-09,218.8426,222.4226,215.4257,221.2444,333243.0
2021-05-10,221.2353,224.625,218.6251,219.3048,200149.0
2021-05-11,213.5315,220.2112,211.9545,219.9121,325687.0
2021-05-12,217.5647,218.19,206.6459,206.9515,370545.0
2021-05-13,207.0512,212.3351,203.3217,207.015,323521.0
2021-05-14,207.7854,210.0149,207.0875,208.447,204157.0
2021-05-15,207.7854,210.0149,207.0875,208.447,204157.0
2021-05-16,207.7854,210.0149,207.0875,208.447,204157.0
2021-05-17,208.4379,208.456,204.876,207.5769,169656.0
2021-05-18,207.8216,208.1479,201.5679,202.2114,369299.0
2021-05-19,197.5801,199.4652,192.5771,199.3565,266480.0
2021-05-20,199.3202,199.6646,195.704,195.7674,286584.0
2021-05-21,196.3112,198.8127,194.698,194.8611,206736.0
2021-05-22,196.3112,198.8127,194.698,194.8611,206736.0
2021-05-23,196.3112,198.8127,194.698,194.8611,206736.0
2021-05-24,197.0272,198.9214,195.6768,198.5589,203163.0
2021-05-25,199.1843,199.5106,195.713,196.1843,175290.0
2021-05-26,196.4479,199.8473,195.5026,199.4837,218513.0
2021-05-27,200.9289,201.4743,195.3344,195.8571,357954.0
2021-05-28,197.2205,199.2519,194.2573,197.5749,455991.0
2021-05-29,197.2205,199.2519,194.2573,197.5749,455991.0
2021-05-30,197.2205,199.2519,194.2573,197.5749,455991.0
2021-05-31,197.2205,199.2519,194.2573,197.5749,455991.0
2021-06-01,199.9564,199.9564,192.0577,192.5213,434673.0
2021-06-02,194.6845,194.6845,188.6765,188.7856,639859.0
2021-06-03,188.4129,188.4129,181.8322,183.1865,804961.0
2021-06-04,184.659,185.1953,179.4054,183.0047,587775.0
2021-06-05,184.659,185.1953,179.4054,183.0047,587775.0
2021-06-06,184.659,185.1953,179.4054,183.0047,587775.0
2021-06-07,182.6957,188.4583,180.6506,187.2767,908793.0
2021-06-08,188.1402,188.1402,181.1142,184.0955,514408.0
2021-06-09,184.459,185.827,181.6504,181.7959,424679.0
2021-06-10,182.3685,182.3685,175.6696,176.3786,482148.0
2021-06-11,177.5693,179.3963,173.3428,174.8243,630707.0
2021-06-12,177.5693,179.3963,173.3428,174.8243,630707.0
2021-06-13,177.5693,179.3963,173.3428,174.8243,630707.0
2021-06-14,174.7607,176.6331,172.2066,175.9605,618778.0
2021-06-15,176.8967,177.0512,172.1066,172.6429,530119.0
2021-06-16,173.2064,174.6062,171.025,173.1792,650770.0
2021-06-17,172.1157,173.6518,168.6618,171.7612,697937.0
2021-06-18,170.3069,175.6651,169.1058,174.9425,1045677.0
2021-06-19,170.3069,175.6651,169.1058,174.9425,1045677.0
2021-06-20,170.3069,175.6651,169.1058,174.9425,1045677.0
2021-06-21,175.7787,178.4237,175.4242,176.9058,601590.0
2021-06-22,178.451,180.1325,176.8331,178.86,684112.0
2021-06-23,178.8327,179.9325,172.2248,174.2244,675023.0
2021-06-24,175.3697,176.2377,172.8247,174.4789,406777.0
2021-06-25,174.5153,174.7425,171.4613,172.0794,529498.0
2021-06-26,174.5153,174.7425,171.4613,172.0794,529498.0
2021-06-27,174.5153,174.7425,171.4613,172.0794,529498.0
2021-06-28,173.1519,174.379,171.8339,173.7518,326413.0
2021-06-29,174.5426,175.5515,173.161,174.2063,257580.0
2021-06-30,173.4518,174.7698,172.0273,174.4426,368344.0
2021-07-01,175.5606,175.8787,172.4702,173.6245,294025.0
2021-07-02,174.5062,174.5062,170.4887,171.4158,319362.0
2021-07-03,174.5062,174.5062,170.4887,171.4158,319362.0
2021-07-04,174.5062,174.5062,170.4887,171.4158,319362.0
2021-07-05,174.5062,174.5062,170.4887,171.4158,319362.0
2021-07-06,172.1157,172.3066,166.8166,168.6981,437459.0
2021-07-07,168.7527,171.0382,167.0711,168.1528,307763.0
2021-07-08,165.8804,166.0168,161.9447,162.6992,476531.0
2021-07-09,164.417,167.2438,163.6899,166.6621,456530.0
2021-07-10,164.417,167.2438,163.6899,166.6621,456530.0
2021-07-11,164.417,167.2438,163.6899,166.6621,456530.0
2021-07-12,164.6897,166.3167,163.6081,166.0168,220586.0
2021-07-13,165.2169,165.4714,163.2263,164.2898,236333.0
2021-07-14,164.7624,166.3349,163.1536,163.4172,328225.0
2021-07-15,162.581,163.6081,161.1358,161.7811,405011.0
2021-07-16,163.1718,167.0075,161.1449,163.7081,373476.0
2021-07-17,163.1718,167.0075,161.1449,163.7081,373476.0
2021-07-18,163.1718,167.0075,161.1449,163.7081,373476.0
2021-07-19,160.3996,163.6899,159.2452,162.272,404615.0
2021-07-20,162.3901,166.0483,161.5175,164.8806,434463.0
2021-07-21,165.435,166.9257,163.7081,166.0804,303699.0
2021-07-22,166.6621,166.6621,163.5717,165.0624,259525.0
2021-07-23,165.5805,166.444,164.4625,165.9259,213298.0
2021-07-24,165.5805,166.444,164.4625,165.9259,213298.0
2021-07-25,165.5805,166.444,164.4625,165.9259,213298.0
2021-07-26,166.3349,166.6712,164.4716,166.3531,237393.0
2021-07-27,165.426,165.7941,163.0855,163.9808,190307.0
2021-07-28,165.0169,165.9622,162.8355,165.2078,207758.0
2021-07-29,165.3351,165.6714,162.3447,162.5537,246009.0
2021-07-30,162.4174,163.4535,159.5815,160.8449,446800.0
2021-07-31,162.4174,163.4535,159.5815,160.8449,446800.0
2021-08-01,162.4174,163.4535,159.5815,160.8449,446800.0
2021-08-02,161.9266,162.9082,158.5544,158.6271,493633.0
2021-08-03,158.5999,161.0903,157.0184,160.7086,493134.0
2021-08-04,159.9633,159.9633,149.3287,149.5742,737190.0
2021-08-05,149.665,152.0646,147.0019,147.5836,498935.0
2021-08-06,148.1199,150.3649,147.4472,149.147,425679.0
2021-08-07,148.1199,150.3649,147.4472,149.147,425679.0
2021-08-08,148.1199,150.3649,147.4472,149.147,425679.0
2021-08-09,148.338,148.7288,146.9746,147.9472,425247.0
2021-08-10,148.2835,149.0651,144.9396,145.2476,427942.0
2021-08-11,145.8839,147.1646,144.5134,146.8928,244966.0
2021-08-12,146.4292,146.4292,143.4116,143.9751,440054.0
2021-08-13,143.7297,143.8217,139.8486,142.13,434551.0
2021-08-14,143.7297,143.8217,139.8486,142.13,434551.0
2021-08-15,143.7297,143.8217,139.8486,142.13,434551.0
2021-08-16,140.7757,141.83,138.4897,139.2123,504148.0
2021-08-17,138.4124,139.8438,136.3855,137.9762,402925.0
2021-08-18,138.3488,143.5752,137.9262,140.8029,553663.0
2021-08-19,139.8667,142.5617,139.1032,140.1212,349407.0
2021-08-20,140.3121,143.3752,140.3121,143.048,342876.0
2021-08-21,140.3121,143.3752,140.3121,143.048,342876.0
2021-08-22,140.3121,143.3752,140.3121,143.048,342876.0
2021-08-23,143.5752,144.8931,141.405,143.6388,289479.0
2021-08-24,145.3022,145.6566,143.3025,144.0933,262155.0
2021-08-25,144.3478,145.6612,142.439,144.9568,383626.0
2021-08-26,145.121,145.3985,143.3047,143.7428,271013.0
2021-08-27,143.2499,147.3389,143.2499,146.7912,313404.0
2021-08-28,143.2499,147.3389,143.2499,146.7912,313404.0
2021-08-29,143.2499,147.3389,143.2499,146.7912,313404.0
2021-08-30,146.9555,146.9555,144.0714,144.2174,308831.0
2021-08-31,144.2539,144.2539,142.465,143.1404,418400.0
2021-09-01,143.0583,144.5642,141.12,143.0856,449574.0
2021-09-02,143.4142,147.6492,143.3686,145.9059,367169.0
2021-09-03,145.915,147.3252,144.4365,145.6777,487522.0
2021-09-04,145.915,147.3252,144.4365,145.6777,487522.0
2021-09-05,145.915,147.3252,144.4365,145.6777,487522.0
2021-09-06,145.915,147.3252,144.4365,145.6777,487522.0
2021-09-07,145.0662,145.4404,142.392,142.4376,417860.0
2021-09-08,142.0269,142.9487,139.3983,141.3332,289164.0
2021-09-09,140.7309,143.3595,140.5646,141.3789,151441.0
2021-09-10,142.4376,143.1313,138.3304,138.3852,374625.0
2021-09-11,142.4376,143.1313,138.3304,138.3852,374625.0
2021-09-12,142.4376,143.1313,138.3304,138.3852,374625.0
2021-09-13,139.2523,140.8495,138.4947,140.6122,265313.0
2021-09-14,139.6356,139.6721,130.7002,132.2609,881495.0
2021-09-15,131.0379,133.8034,129.541,132.8633,731748.0
2021-09-16,133.5661,133.5661,129.039,130.8736,519258.0
2021-09-17,130.2164,131.4121,128.4093,129.8878,1054075.0
2021-09-18,130.2164,131.4121,128.4093,129.8878,1054075.0
2021-09-19,130.2164,131.4121,128.4093,129.8878,1054075.0
2021-09-20,127.6608,132.9637,127.0493,132.7994,439509.0
2021-09-21,133.42,134.9808,132.8815,133.6208,549510.0
2021-09-22,134.205,134.8347,132.4526,132.772,365086.0
2021-09-23,133.3105,135.3459,132.8815,133.2558,337103.0
2021-09-24,132.3613,133.3972,132.0971,132.2061,267187.0
2021-09-25,132.3613,133.3972,132.0971,132.2061,267187.0
2021-09-26,132.3613,133.3972,132.0971,132.2061,267187.0
2021-09-27,134.6248,137.4086,134.1685,134.5883,500505.0
2021-09-28,135.3641,139.7634,135.3002,136.6328,666561.0
2021-09-29,136.8975,137.9014,135.0629,135.4006,308264.0
2021-09-30,135.7109,136.0715,133.0184,133.5843,406691.0
2021-10-01,133.3105,135.9756,132.9728,134.2962,268202.0
2021-10-02,133.3105,135.9756,132.9728,134.2962,268202.0
2021-10-03,133.3105,135.9756,132.9728,134.2962,268202.0
2021-10-04,134.1685,135.3742,133.1006,133.4839,421313.0
2021-10-05,132.7994,134.9351,132.699,133.7669,340576.0
2021-10-06,133.63,134.707,132.4069,134.5701,384642.0
2021-10-07,135.7292,138.23,134.9351,135.072,250559.0
2021-10-08,134.9534,134.9534,132.7948,134.1411,276916.0
2021-10-09,134.9534,134.9534,132.7948,134.1411,276916.0
2021-10-10,134.9534,134.9534,132.7948,134.1411,276916.0
2021-10-11,135.355,136.5096,134.9078,135.6197,244910.0
2021-10-12,136.0578,138.084,135.93,137.3356,268560.0
2021-10-13,137.6641,138.084,133.4018,133.8764,320255.0
2021-10-14,134.8986,136.3316,134.0589,135.6105,354679.0
2021-10-15,137.4633,137.6276,134.8256,135.4006,275982.0
2021-10-16,137.4633,137.6276,134.8256,135.4006,275982.0
2021-10-17,137.4633,137.6276,134.8256,135.4006,275982.0
2021-10-18,134.6613,137.5044,133.3105,135.3459,515217.0
2021-10-19,135.5375,136.1399,134.1685,135.5375,371525.0
2021-10-20,135.6744,136.5688,134.6431,135.072,312051.0
2021-10-21,134.6248,135.4736,133.9038,134.9808,304522.0
2021-10-22,135.0812,136.1033,134.1685,134.4788,227875.0
2021-10-23,135.0812,136.1033,134.1685,134.4788,227875.0
2021-10-24,135.0812,136.1033,134.1685,134.4788,227875.0
2021-10-25,134.8439,137.4268,134.1685,134.8895,292390.0
2021-10-26,135.4736,139.0241,134.6523,136.5233,338253.0
2021-10-27,136.4411,136.5233,133.8627,134.497,447869.0
2021-10-28,134.7982,135.6096,134.2962,134.8074,287159.0
2021-10-29,134.6978,136.9157,134.4879,135.501,267258.0
2021-10-30,134.6978,136.9157,134.4879,135.501,267258.0
2021-10-31,134.6978,136.9157,134.4879,135.501,267258.0
2021-11-01,135.0812,136.578,134.351,134.8712,514940.0
2021-11-02,134.3966,135.0447,133.5569,134.2141,453588.0
2021-11-03,138.6134,152.8243,138.6134,148.5528,1175583.0
2021-11-04,147.8409,151.5739,143.7884,149.6024,632574.0
2021-11-05,148.9818,151.9663,147.996,150.3508,356668.0
2021-11-06,148.9818,151.9663,147.996,150.3508,356668.0
2021-11-07,148.9818,151.9663,147.996,150.3508,356668.0
2021-11-08,151.6925,153.9378,151.255,152.4227,374155.0
2021-11-09,152.3497,157.6251,152.3497,156.3565,487191.0
2021-11-10,155.1608,156.1283,152.1671,152.8334,356557.0
2021-11-11,154.4671,160.1168,154.1021,159.6879,426395.0
2021-11-12,160.774,164.6804,160.491,161.4494,594727.0
2021-11-13,160.774,164.6804,160.491,161.4494,594727.0
2021-11-14,160.774,164.6804,160.491,161.4494,594727.0
2021-11-15,162.3986,162.5074,156.1739,156.4842,487045.0
2021-11-16,156.7672,158.5013,156.2378,156.6394,307512.0
2021-11-17,156.3838,158.0724,153.9834,154.0199,325602.0
2021-11-18,155.4803,156.6211,150.7889,151.2909,364199.0
2021-11-19,150.7342,154.458,150.7342,151.4004,357317.0
2021-11-20,150.7342,154.458,150.7342,151.4004,357317.0
2021-11-21,150.7342,154.458,150.7342,151.4004,357317.0
2021-11-22,151.7199,154.1112,150.3326,150.4147,252109.0
2021-11-23,149.7667,152.8243,149.7119,150.4877,278876.0
2021-11-24,149.8853,151.4917,149.7302,150.6703,527295.0
2021-11-25,149.8853,151.4917,149.7302,150.6703,527295.0
2021-11-26,147.4355,150.432,146.904,147.9303,211870.0
2021-11-27,147.4355,150.432,146.904,147.9303,211870.0
2021-11-28,147.4355,150.432,146.904,147.9303,211870.0
2021-11-29,150.4228,150.8077,145.7951,146.1434,338358.0
2021-11-30,144.6314,145.1262,132.5444,132.7735,919602.0
2021-12-01,133.8731,136.7505,126.5696,126.6613,726555.0
2021-12-02,126.927,130.6017,126.927,128.0083,506626.0
2021-12-03,128.5032,129.5753,122.6659,122.7942,723980.0
2021-12-04,128.5032,129.5753,122.6659,122.7942,723980.0
2021-12-05,128.5032,129.5753,122.6659,122.7942,723980.0
2021-12-06,123.2615,127.5868,122.2077,127.2111,928302.0
2021-12-07,131.5364,139.5088,131.0965,137.337,533991.0
2021-12-08,137.6852,140.6164,136.5582,138.9865,317461.0
2021-12-09,138.3908,139.2889,135.1872,136.0083,258061.0
2021-12-10,138.7574,141.589,138.2809,139.2247,442325.0
2021-12-11,138.7574,141.589,138.2809,139.2247,442325.0
2021-12-12,138.7574,141.589,138.2809,139.2247,442325.0
2021-12-13,138.1801,139.4703,135.9395,138.4275,338290.0
2021-12-14,138.4825,140.8925,136.6397,137.6486,326475.0
2021-12-15,138.1526,143.3209,135.8801,143.2843,443797.0
2021-12-16,144.7322,147.6371,142.8078,143.4034,387497.0
2021-12-17,142.9269,147.3347,142.3404,143.6325,677377.0
2021-12-18,142.9269,147.3347,142.3404,143.6325,677377.0
2021-12-19,142.9269,147.3347,142.3404,143.6325,677377.0
2021-12-20,140.7276,141.4332,135.6509,139.4447,447395.0
2021-12-21,140.3336,142.2671,139.1881,140.6726,256811.0
2021-12-22,140.1594,144.3564,139.857,144.3564,255922.0
2021-12-23,144.9063,147.9578,144.8421,147.6646,251882.0
2021-12-24,144.9063,147.9578,144.8421,147.6646,251882.0
2021-12-25,144.9063,147.9578,144.8421,147.6646,251882.0
2021-12-26,144.9063,147.9578,144.8421,147.6646,251882.0
2021-12-27,147.8662,148.7642,145.9227,148.4068,196834.0
2021-12-28,147.8295,149.3415,146.8581,147.0139,164344.0
2021-12-29,147.353,148.3427,144.342,144.5489,217772.0
2021-12-30,144.5489,146.8032,144.3198,145.6943,232354.0
2021-12-31,145.7035,148.0586,145.3507,147.5363,164064.0
2022-01-01,145.7035,148.0586,145.3507,147.5363,164064.0
2022-01-02,145.7035,148.0586,145.3507,147.5363,164064.0
2022-01-03,148.7734,151.5432,147.7654,150.8352,317647.0
2022-01-04,148.4435,151.4217,145.6797,146.6199,488337.0
2022-01-05,146.9864,150.2945,146.7573,148.1777,352026.0
2022-01-06,147.4904,149.3415,145.3095,145.9326,326864.0
2022-01-07,146.3083,149.1995,146.2717,147.3988,260499.0
2022-01-08,146.3083,149.1995,146.2717,147.3988,260499.0
2022-01-09,146.3083,149.1995,146.2717,147.3988,260499.0
2022-01-10,146.2717,150.0196,143.4584,149.9372,443706.0
2022-01-11,149.9372,151.8066,149.2774,150.0105,388365.0
2022-01-12,150.8994,152.6221,147.4494,148.755,234840.0
2022-01-13,148.8558,153.117,148.8558,151.1284,671834.0
2022-01-14,148.6267,151.2018,146.2167,149.9097,617144.0
2022-01-15,148.6267,151.2018,146.2167,149.9097,617144.0
2022-01-16,148.6267,151.2018,146.2167,149.9097,617144.0
2022-01-17,148.6267,151.2018,146.2167,149.9097,617144.0
2022-01-18,147.9486,148.4526,145.3828,147.3255,432782.0
2022-01-19,148.3427,149.8089,145.7035,147.7837,328226.0
2022-01-20,148.7092,148.7642,140.7094,141.3416,354800.0
2022-01-21,139.8937,141.3782,136.4481,136.7505,331910.0
2022-01-22,139.8937,141.3782,136.4481,136.7505,331910.0
2022-01-23,139.8937,141.3782,136.4481,136.7505,331910.0
2022-01-24,133.8181,140.5901,132.3978,140.2786,407545.0
2022-01-25,140.0128,142.4229,136.0449,140.7276,325936.0
2022-01-26,142.2305,142.9544,134.927,136.4023,327644.0
2022-01-27,137.1537,139.9578,133.809,134.652,320579.0
2022-01-28,133.6715,134.707,129.7403,134.2855,533254.0
2022-01-29,133.6715,134.707,129.7403,134.2855,533254.0
2022-01-30,133.6715,134.707,129.7403,134.2855,533254.0
2022-01-31,133.2775,138.5558,133.2775,138.5558,415129.0
2022-02-01,138.7024,142.9451,133.7998,134.4229,622875.0
2022-02-02,134.4229,135.0461,127.5053,129.4654,905699.0
2022-02-03,128.1458,128.2832,122.895,123.0049,719119.0
2022-02-04,123.7105,123.7105,119.9626,121.7587,417781.0
2022-02-05,123.7105,123.7105,119.9626,121.7587,417781.0
2022-02-06,123.7105,123.7105,119.9626,121.7587,417781.0
2022-02-07,122.6292,124.6636,119.9809,120.3291,392878.0
2022-02-08,119.4494,123.124,118.8904,122.8675,297486.0
2022-02-09,123.8388,125.8365,123.8388,124.6727,268910.0
2022-02-10,122.4368,131.8938,122.3176,130.5925,779863.0
2022-02-11,130.9132,131.1973,127.99,128.6315,904883.0
2022-02-12,130.9132,131.1973,127.99,128.6315,904883.0
2022-02-13,130.9132,131.1973,127.99,128.6315,904883.0
2022-02-14,128.6315,131.4172,127.5135,129.108,615194.0
2022-02-15,130.006,133.1128,129.8319,130.2809,428718.0
2022-02-16,130.2993,132.2511,129.9235,131.2981,369563.0
2022-02-17,129.7953,131.496,127.0736,128.0633,324961.0
2022-02-18,127.9625,129.557,125.3508,125.9923,382232.0
2022-02-19,127.9625,129.557,125.3508,125.9923,382232.0
2022-02-20,127.9625,129.557,125.3508,125.9923,382232.0
2022-02-21,127.9625,129.557,125.3508,125.9923,382232.0
2022-02-22,124.2604,127.0553,122.4368,122.6842,409580.0
2022-02-23,123.3196,123.9182,119.4426,119.5623,395595.0
2022-02-24,117.8863,123.5591,116.5601,123.292,528603.0
2022-02-25,124.3234,129.0846,123.7156,129.0017,460221.0
2022-02-26,124.3234,129.0846,123.7156,129.0017,460221.0
2022-02-27,124.3234,129.0846,123.7156,129.0017,460221.0
2022-02-28,127.6572,131.5158,127.3394,128.9833,439915.0
2022-03-01,127.7953,129.72,127.4085,128.0624,429907.0
2022-03-02,128.753,129.7568,124.922,125.6588,356178.0
2022-03-03,126.4968,128.7899,124.6826,128.1268,524086.0
2022-03-04,128.136,129.5726,125.097,127.2612,512499.0
2022-03-05,128.136,129.5726,125.097,127.2612,512499.0
2022-03-06,128.136,129.5726,125.097,127.2612,512499.0
2022-03-07,127.3717,127.915,115.7589,116.7812,1224487.0
2022-03-08,113.7698,114.1934,107.5812,109.7638,1156680.0
2022-03-09,110.3255,112.2812,109.3227,110.1598,825503.0
2022-03-10,109.1284,109.3493,105.8867,108.2259,561973.0
2022-03-11,108.0969,109.4507,105.9512,105.9512,488691.0
2022-03-12,108.0969,109.4507,105.9512,105.9512,488691.0
2022-03-13,108.0969,109.4507,105.9512,105.9512,488691.0
2022-03-14,105.4539,105.4539,102.0429,103.0227,651173.0
2022-03-15,102.3044,105.3328,102.3044,105.0395,720183.0
2022-03-16,105.7946,113.4198,105.4907,113.2264,644519.0
2022-03-17,112.6555,120.2162,111.8174,119.6544,720356.0
2022-03-18,118.7151,122.1777,118.3012,121.2568,590568.0
2022-03-19,118.7151,122.1777,118.3012,121.2568,590568.0
2022-03-20,118.7151,122.1777,118.3012,121.2568,590568.0
2022-03-21,121.7909,122.9421,117.1771,117.8218,334377.0
2022-03-22,117.8863,120.5661,117.8034,119.9215,373447.0
2022-03-23,120.032,120.5661,114.4052,114.7275,362537.0
2022-03-24,114.7736,115.5748,111.3514,114.8841,482251.0
2022-03-25,116.0997,118.5754,114.4374,115.4735,434650.0
2022-03-26,116.0997,118.5754,114.4374,115.4735,434650.0
2022-03-27,116.0997,118.5754,114.4374,115.4735,434650.0
2022-03-28,115.4735,116.6246,111.6425,115.7497,414576.0
2022-03-29,117.1956,121.8554,117.1956,120.87,463450.0
2022-03-30,120.0412,121.0588,118.6506,119.2032,296286.0
2022-03-31,118.6598,119.659,113.162,113.2356,430297.0
2022-04-01,113.9171,117.7389,113.7329,117.2877,433895.0
2022-04-02,113.9171,117.7389,113.7329,117.2877,433895.0
2022-04-03,113.9171,117.7389,113.7329,117.2877,433895.0
2022-04-04,118.4204,119.194,115.8602,118.7703,499385.0
2022-04-05,118.623,119.6728,111.5688,111.5688,587037.0
2022-04-06,110.0216,110.8781,107.9174,109.8835,444924.0
2022-04-07,110.0124,110.7703,105.6841,107.7009,350497.0
2022-04-08,108.2074,110.0861,107.1023,107.572,414455.0
2022-04-09,108.2074,110.0861,107.1023,107.572,414455.0
2022-04-10,108.2074,110.0861,107.1023,107.572,414455.0
2022-04-11,106.8261,110.786,106.2919,107.6917,376017.0
2022-04-12,108.5113,111.1175,104.8369,104.8553,327766.0
2022-04-13,105.721,108.4653,104.1646,107.8207,450100.0
2022-04-14,107.8851,108.6679,104.754,104.7908,269264.0
2022-04-15,107.8851,108.6679,104.754,104.7908,269264.0
2022-04-16,107.8851,108.6679,104.754,104.7908,269264.0
2022-04-17,107.8851,108.6679,104.754,104.7908,269264.0
2022-04-18,104.0633,104.754,102.682,104.4962,320317.0
2022-04-19,103.8976,109.3494,103.8976,108.3087,466638.0
2022-04-20,108.3732,110.2795,106.0525,108.2167,630629.0
2022-04-21,105.9236,106.5866,98.7865,99.7258,717615.0
2022-04-22,98.8233,99.5601,94.4766,95.9224,541024.0
2022-04-23,98.8233,99.5601,94.4766,95.9224,541024.0
2022-04-24,98.8233,99.5601,94.4766,95.9224,541024.0
2022-04-25,95.1765,98.4734,93.2702,98.2708,582261.0
2022-04-26,98.2616,99.1549,93.7675,93.8504,422338.0
2022-04-27,93.8504,95.4436,92.0546,92.5059,559226.0
2022-04-28,92.9755,94.1865,90.81,93.3347,416661.0
2022-04-29,93.8228,97.7643,93.8228,95.7106,759902.0
2022-04-30,93.8228,97.7643,93.8228,95.7106,759902.0
2022-05-01,93.8228,97.7643,93.8228,95.7106,759902.0
2022-05-02,95.3054,99.7074,94.8358,97.6538,863026.0
2022-05-03,100.26,100.26,91.7875,97.5709,765906.0
2022-05-04,99.3575,108.8198,99.293,107.351,1081253.0
2022-05-05,104.754,105.0948,99.6798,100.877,589349.0
2022-05-06,99.3298,99.4588,94.4214,96.3461,536414.0
2022-05-07,99.3298,99.4588,94.4214,96.3461,536414.0
2022-05-08,99.3298,99.4588,94.4214,96.3461,536414.0
2022-05-09,94.1359,96.3184,93.0216,94.7529,426408.0
2022-05-10,96.2356,96.2356,88.8314,90.4154,492595.0
2022-05-11,90.2496,91.5389,84.5952,84.9267,556109.0
2022-05-12,83.573,90.4338,83.2322,87.5974,656944.0
2022-05-13,89.1537,91.9073,88.4907,89.9181,589196.0
2022-05-14,89.1537,91.9073,88.4907,89.9181,589196.0
2022-05-15,89.1537,91.9073,88.4907,89.9181,589196.0
2022-05-16,88.9787,89.6888,86.4739,87.0909,339390.0
2022-05-17,89.6418,91.1705,87.4362,90.9035,457497.0
2022-05-18,88.7761,88.7761,81.8509,82.0811,578587.0
2022-05-19,81.9153,86.1561,80.2209,84.1347,619199.0
2022-05-20,85.8384,85.9604,80.5892,83.8124,309249.0
2022-05-21,85.8384,85.9604,80.5892,83.8124,309249.0
2022-05-22,85.8384,85.9604,80.5892,83.8124,309249.0
2022-05-23,85.3319,85.3319,81.6943,83.0665,422903.0
2022-05-24,82.3666,82.7073,80.6168,82.0351,526489.0
2022-05-25,81.0405,83.8032,80.6537,83.1217,451309.0
2022-05-26,84.0958,89.2816,83.4928,86.5171,442990.0
2022-05-27,86.647,90.3021,86.647,89.5043,366251.0
2022-05-28,86.647,90.3021,86.647,89.5043,366251.0
