,LEA US Equity,LEA US Equity,LEA US Equity,LEA US Equity,LEA US Equity
2021-05-28,182.2859,183.9842,179.7101,182.4368,365205.0
2021-05-29,182.2859,183.9842,179.7101,182.4368,365205.0
2021-05-30,182.2859,183.9842,179.7101,182.4368,365205.0
2021-05-31,182.2859,183.9842,179.7101,182.4368,365205.0
2021-06-01,184.6729,188.2205,182.9369,187.6073,446760.0
2021-06-02,188.5696,188.5696,184.3521,186.9751,276953.0
2021-06-03,187.1072,192.8154,185.205,191.6549,476750.0
2021-06-04,191.8247,193.3344,189.5933,190.0415,304214.0
2021-06-05,191.8247,193.3344,189.5933,190.0415,304214.0
2021-06-06,191.8247,193.3344,189.5933,190.0415,304214.0
2021-06-07,189.9566,190.4095,184.2295,185.8618,357081.0
2021-06-08,183.9087,187.1732,181.2197,186.475,344251.0
2021-06-09,186.0976,186.0976,182.6821,183.4558,278918.0
2021-06-10,184.8163,185.1942,179.1196,179.5353,264313.0
2021-06-11,180.4894,182.2272,180.0076,181.9538,347458.0
2021-06-12,180.4894,182.2272,180.0076,181.9538,347458.0
2021-06-13,180.4894,182.2272,180.0076,181.9538,347458.0
2021-06-14,180.6973,180.6973,175.8603,177.0223,313890.0
2021-06-15,177.6175,178.6094,174.8211,176.5783,469958.0
2021-06-16,175.2462,175.7186,171.2406,171.6374,402979.0
2021-06-17,171.8452,172.294,163.2199,164.6464,553656.0
2021-06-18,160.7069,162.0862,158.1373,160.1401,841865.0
2021-06-19,160.7069,162.0862,158.1373,160.1401,841865.0
2021-06-20,160.7069,162.0862,158.1373,160.1401,841865.0
2021-06-21,162.6908,165.0243,161.7272,164.2591,479030.0
2021-06-22,164.0985,166.9515,162.2657,166.5359,564354.0
2021-06-23,167.4617,169.3795,166.876,167.2161,384183.0
2021-06-24,169.5779,171.6941,168.1939,168.4725,551480.0
2021-06-25,168.0663,169.4834,167.2161,168.0758,396063.0
2021-06-26,168.0663,169.4834,167.2161,168.0758,396063.0
2021-06-27,168.0663,169.4834,167.2161,168.0758,396063.0
2021-06-28,168.9166,168.9166,164.6653,165.3266,268875.0
2021-06-29,166.2052,167.594,164.9676,165.8084,341576.0
2021-06-30,164.5992,167.1877,163.2955,165.5911,402168.0
2021-07-01,167.1688,168.3686,166.2619,167.764,340183.0
2021-07-02,168.1041,168.8693,166.3611,167.3861,179402.0
2021-07-03,168.1041,168.8693,166.3611,167.3861,179402.0
2021-07-04,168.1041,168.8693,166.3611,167.3861,179402.0
2021-07-05,168.1041,168.8693,166.3611,167.3861,179402.0
2021-07-06,167.32,167.32,162.2468,162.7759,435980.0
2021-07-07,161.3777,162.9459,156.2951,158.2317,502963.0
2021-07-08,154.6135,160.7731,154.0655,159.0159,548901.0
2021-07-09,163.0498,165.9974,161.4721,164.4102,332243.0
2021-07-10,163.0498,165.9974,161.4721,164.4102,332243.0
2021-07-11,163.0498,165.9974,161.4721,164.4102,332243.0
2021-07-12,162.6247,164.6464,162.4641,163.2577,326395.0
2021-07-13,161.954,163.8529,160.5652,160.8014,294698.0
2021-07-14,161.5383,164.0512,160.3952,160.8108,335953.0
2021-07-15,158.8175,161.954,158.8175,159.4315,309210.0
2021-07-16,159.4977,161.2738,154.4717,154.604,347247.0
2021-07-17,159.4977,161.2738,154.4717,154.604,347247.0
2021-07-18,159.4977,161.2738,154.4717,154.604,347247.0
2021-07-19,150.0977,155.5393,150.0977,153.0169,398673.0
2021-07-20,153.4231,159.6961,153.4231,158.6947,415076.0
2021-07-21,160.5936,162.9932,159.6961,160.329,306745.0
2021-07-22,159.7716,159.7716,156.6352,157.4287,256052.0
2021-07-23,158.6096,160.5841,157.3248,157.8066,283057.0
2021-07-24,158.6096,160.5841,157.3248,157.8066,283057.0
2021-07-25,158.6096,160.5841,157.3248,157.8066,283057.0
2021-07-26,158.4018,160.0834,157.9672,159.4977,204560.0
2021-07-27,157.8444,159.6394,157.4098,158.6285,248939.0
2021-07-28,159.8661,162.4452,157.9672,160.603,235906.0
2021-07-29,163.4372,167.7357,162.3696,166.8098,308020.0
2021-07-30,164.9582,168.482,164.1174,165.3077,372280.0
2021-07-31,164.9582,168.482,164.1174,165.3077,372280.0
2021-08-01,164.9582,168.482,164.1174,165.3077,372280.0
2021-08-02,166.7532,168.6898,162.6956,162.9081,388101.0
2021-08-03,163.5033,164.9582,160.8686,164.004,339530.0
2021-08-04,162.3318,163.3994,157.5232,157.5704,434317.0
2021-08-05,156.0022,160.4896,156.0022,160.0362,354448.0
2021-08-06,155.8699,160.4991,155.1425,160.1495,432514.0
2021-08-07,155.8699,160.4991,155.1425,160.1495,432514.0
2021-08-08,155.8699,160.4991,155.1425,160.1495,432514.0
2021-08-09,158.5246,159.97,153.9899,155.8038,343670.0
2021-08-10,155.5204,158.5718,154.3867,158.3546,303995.0
2021-08-11,158.7513,160.3668,156.5171,160.1684,238838.0
2021-08-12,160.6691,161.0281,158.6285,159.1859,259773.0
2021-08-13,158.8742,162.6436,158.0334,160.7731,327166.0
2021-08-14,158.8742,162.6436,158.0334,160.7731,327166.0
2021-08-15,158.8742,162.6436,158.0334,160.7731,327166.0
2021-08-16,158.9403,160.9525,157.476,160.3857,327852.0
2021-08-17,157.5799,157.5799,152.3367,154.1033,370052.0
2021-08-18,153.9049,155.8605,152.6106,152.7807,211094.0
2021-08-19,150.3055,150.8015,145.8134,146.1298,465482.0
2021-08-20,145.7331,148.331,144.9678,146.999,483492.0
2021-08-21,145.7331,148.331,144.9678,146.999,483492.0
2021-08-22,145.7331,148.331,144.9678,146.999,483492.0
2021-08-23,147.6886,150.6173,147.6508,149.8332,339560.0
2021-08-24,151.1558,154.1505,151.0518,152.6862,341144.0
2021-08-25,153.801,155.1614,152.4878,153.2342,267661.0
2021-08-26,152.6862,153.3381,149.7481,151.3919,486448.0
2021-08-27,152.2516,156.4746,152.2516,155.407,359627.0
2021-08-28,152.2516,156.4746,152.2516,155.407,359627.0
2021-08-29,152.2516,156.4746,152.2516,155.407,359627.0
2021-08-30,156.8713,156.8713,151.7793,151.9682,322663.0
2021-08-31,151.7037,152.7807,150.2583,151.0991,638801.0
2021-09-01,151.3075,151.3075,148.7298,150.0092,265827.0
2021-09-02,151.1938,151.4876,149.2226,151.4497,379432.0
2021-09-03,151.4497,152.2742,149.9713,151.0327,290135.0
2021-09-04,151.4497,152.2742,149.9713,151.0327,290135.0
2021-09-05,151.4497,152.2742,149.9713,151.0327,290135.0
2021-09-06,151.4497,152.2742,149.9713,151.0327,290135.0
2021-09-07,150.3883,152.4732,147.621,149.3174,345186.0
2021-09-08,148.0286,149.6112,146.8439,148.8815,502116.0
2021-09-09,148.8909,149.4975,146.2659,148.4834,589276.0
2021-09-10,150.1419,151.0991,146.4364,146.6923,432901.0
2021-09-11,150.1419,151.0991,146.4364,146.6923,432901.0
2021-09-12,150.1419,151.0991,146.4364,146.6923,432901.0
2021-09-13,149.1847,150.0187,146.7871,148.9952,555099.0
2021-09-14,150.1324,151.1749,148.7393,149.2511,550356.0
2021-09-15,149.4027,152.5016,148.6351,152.2078,961078.0
2021-09-16,145.1476,149.1753,143.1195,146.8913,851705.0
2021-09-17,146.6449,146.6449,143.565,145.0433,1412427.0
2021-09-18,146.6449,146.6449,143.565,145.0433,1412427.0
2021-09-19,146.6449,146.6449,143.565,145.0433,1412427.0
2021-09-20,138.4759,139.8879,137.2012,139.4899,542007.0
2021-09-21,140.684,141.2336,138.0494,138.5233,368082.0
2021-09-22,141.3568,143.944,141.0252,142.0013,270229.0
2021-09-23,144.0104,147.9338,144.0104,146.6923,361905.0
2021-09-24,146.607,149.0615,146.0668,147.4126,345703.0
2021-09-25,146.607,149.0615,146.0668,147.4126,345703.0
2021-09-26,146.607,149.0615,146.0668,147.4126,345703.0
2021-09-27,147.2988,153.9326,146.6355,151.734,489470.0
2021-09-28,153.0134,154.615,151.2744,151.4971,383101.0
2021-09-29,151.5066,152.2552,149.1231,150.2082,261266.0
2021-09-30,150.7105,151.6108,148.2181,148.2939,464284.0
2021-10-01,150.1324,152.1036,148.1423,150.8148,351134.0
2021-10-02,150.1324,152.1036,148.1423,150.8148,351134.0
2021-10-03,150.1324,152.1036,148.1423,150.8148,351134.0
2021-10-04,151.0517,154.1696,150.3125,151.3265,436038.0
2021-10-05,151.3455,153.2314,149.2226,152.3784,592289.0
2021-10-06,149.886,151.0801,145.4224,148.9099,555271.0
2021-10-07,151.9235,158.1783,151.227,156.2734,489024.0
2021-10-08,157.1263,161.3151,155.7427,159.4482,331400.0
2021-10-09,157.1263,161.3151,155.7427,159.4482,331400.0
2021-10-10,157.1263,161.3151,155.7427,159.4482,331400.0
2021-10-11,159.2112,162.4476,158.3678,158.9838,440195.0
2021-10-12,162.6419,164.0824,160.5475,163.4853,448543.0
2021-10-13,162.5755,163.5706,160.538,162.5661,352809.0
2021-10-14,164.2245,167.0107,162.1965,166.8401,281817.0
2021-10-15,168.7355,170.4319,166.7833,169.7021,425703.0
2021-10-16,168.7355,170.4319,166.7833,169.7021,425703.0
2021-10-17,168.7355,170.4319,166.7833,169.7021,425703.0
2021-10-18,168.3375,169.3515,165.0585,165.646,375507.0
2021-10-19,165.7882,165.9682,163.3905,163.6085,331844.0
2021-10-20,160.7275,166.2004,157.9698,166.0156,417226.0
2021-10-21,165.6839,166.8306,164.0634,164.6984,308689.0
2021-10-22,165.7313,166.679,160.4527,160.8128,314533.0
2021-10-23,165.7313,166.679,160.4527,160.8128,314533.0
2021-10-24,165.7313,166.679,160.4527,160.8128,314533.0
2021-10-25,161.8742,163.0968,159.0786,160.0168,400851.0
2021-10-26,160.2442,160.2442,154.3781,155.1836,602560.0
2021-10-27,154.198,159.505,152.0325,158.1688,475899.0
2021-10-28,159.6377,162.1112,158.7374,160.8128,300006.0
2021-10-29,161.3341,164.2908,160.7939,162.8598,407499.0
2021-10-30,161.3341,164.2908,160.7939,162.8598,407499.0
2021-10-31,161.3341,164.2908,160.7939,162.8598,407499.0
2021-11-01,163.5327,167.9584,163.5327,167.0391,535775.0
2021-11-02,164.9921,168.219,161.1256,164.5657,710571.0
2021-11-03,159.4956,170.9057,159.306,170.1096,588650.0
2021-11-04,170.9057,172.8769,167.314,168.1479,397823.0
2021-11-05,170.574,170.9862,167.3424,168.925,281462.0
2021-11-06,170.574,170.9862,167.3424,168.925,281462.0
2021-11-07,170.574,170.9862,167.3424,168.925,281462.0
2021-11-08,170.2328,170.6024,167.6314,169.2093,293351.0
2021-11-09,169.9296,171.4838,168.4228,170.7351,519702.0
2021-11-10,169.6453,172.0619,167.2571,168.2332,578448.0
2021-11-11,168.6881,169.9959,165.5134,168.508,549018.0
2021-11-12,168.8587,173.9667,166.9918,173.9193,589052.0
2021-11-13,168.8587,173.9667,166.9918,173.9193,589052.0
2021-11-14,168.8587,173.9667,166.9918,173.9193,589052.0
2021-11-15,174.7438,177.2647,173.7961,177.1699,499171.0
2021-11-16,179.16,181.444,176.9993,177.1699,819658.0
2021-11-17,176.5065,177.2173,170.9436,171.5122,870668.0
2021-11-18,172.1756,173.5687,170.8014,172.5926,371660.0
2021-11-19,171.588,171.588,166.8022,168.1669,486650.0
2021-11-20,171.588,171.588,166.8022,168.1669,486650.0
2021-11-21,171.588,171.588,166.8022,168.1669,486650.0
2021-11-22,169.2472,171.8629,167.8731,169.342,376659.0
2021-11-23,169.0388,171.8723,167.8731,171.5691,389912.0
2021-11-24,169.7874,170.8773,168.0816,169.8443,285258.0
2021-11-25,169.7874,170.8773,168.0816,169.8443,285258.0
2021-11-26,161.5899,163.4474,158.0456,162.2818,298439.0
2021-11-27,161.5899,163.4474,158.0456,162.2818,298439.0
2021-11-28,161.5899,163.4474,158.0456,162.2818,298439.0
2021-11-29,164.7742,164.7742,157.0221,160.1589,455649.0
2021-11-30,158.5573,160.1116,156.5293,159.0122,1012956.0
2021-12-01,163.9686,166.3473,160.249,160.8223,913616.0
2021-12-02,162.8693,166.9823,162.3576,166.6127,516262.0
2021-12-03,167.7025,167.9584,163.926,165.6081,474607.0
2021-12-04,167.7025,167.9584,163.926,165.6081,474607.0
2021-12-05,167.7025,167.9584,163.926,165.6081,474607.0
2021-12-06,168.4701,170.6309,164.5088,169.5315,732512.0
2021-12-07,171.2563,174.5164,170.4555,174.3742,740628.0
2021-12-08,174.9618,178.1839,174.379,178.1555,823714.0
2021-12-09,176.043,178.0413,172.7044,174.9677,953036.0
2021-12-10,175.7385,178.7645,175.453,178.5456,581441.0
2021-12-11,175.7385,178.7645,175.453,178.5456,581441.0
2021-12-12,175.7385,178.7645,175.453,178.5456,581441.0
2021-12-13,177.6607,178.8597,171.8608,174.8916,761334.0
2021-12-14,173.1216,175.2627,171.7799,173.626,859547.0
2021-12-15,172.6458,173.8163,168.7443,173.5118,539492.0
2021-12-16,170.9615,175.4292,168.5445,168.9917,464561.0
2021-12-17,167.7832,168.4636,164.2053,165.9562,1090565.0
2021-12-18,167.7832,168.4636,164.2053,165.9562,1090565.0
2021-12-19,167.7832,168.4636,164.2053,165.9562,1090565.0
2021-12-20,162.7684,163.3203,158.2484,159.6472,519192.0
2021-12-21,161.4742,163.444,160.8176,162.4639,366750.0
2021-12-22,162.4639,165.8801,161.8739,165.7944,348617.0
2021-12-23,167.7547,171.7323,167.7547,171.3041,398185.0
2021-12-24,167.7547,171.7323,167.7547,171.3041,398185.0
2021-12-25,167.7547,171.7323,167.7547,171.3041,398185.0
2021-12-26,167.7547,171.7323,167.7547,171.3041,398185.0
2021-12-27,170.343,175.8527,170.343,175.4435,403817.0
2021-12-28,174.9772,176.6901,172.3889,173.8734,373095.0
2021-12-29,174.2921,175.8907,172.8504,173.1882,310231.0
2021-12-30,174.7203,176.5806,172.6744,172.8837,252146.0
2021-12-31,172.0273,175.3674,171.875,174.0922,191124.0
2022-01-01,172.0273,175.3674,171.875,174.0922,191124.0
2022-01-02,172.0273,175.3674,171.875,174.0922,191124.0
2022-01-03,175.9954,178.7882,174.5966,176.2618,234570.0
2022-01-04,179.3735,185.378,178.6123,183.4749,403996.0
2022-01-05,184.3218,185.9632,179.1071,179.345,510985.0
2022-01-06,177.6987,183.2084,177.5845,181.4575,445447.0
2022-01-07,180.6201,182.8373,177.4704,178.1365,577196.0
2022-01-08,180.6201,182.8373,177.4704,178.1365,577196.0
2022-01-09,180.6201,182.8373,177.4704,178.1365,577196.0
2022-01-10,176.1096,177.3371,173.6164,177.1373,529182.0
2022-01-11,177.6131,178.598,173.1977,177.9557,653700.0
2022-01-12,178.0889,179.9445,172.0558,176.5473,652851.0
2022-01-13,178.9929,184.8261,177.5084,181.4765,458660.0
2022-01-14,179.8969,181.9809,178.0318,181.8001,300272.0
2022-01-15,179.8969,181.9809,178.0318,181.8001,300272.0
2022-01-16,179.8969,181.9809,178.0318,181.8001,300272.0
2022-01-17,179.8969,181.9809,178.0318,181.8001,300272.0
2022-01-18,180.0492,180.7153,177.9081,178.6884,399471.0
2022-01-19,179.8017,180.249,169.9528,170.1812,446684.0
2022-01-20,169.8577,170.1574,162.7779,163.0443,465732.0
2022-01-21,162.4068,167.1933,160.9604,162.3211,428712.0
2022-01-22,162.4068,167.1933,160.9604,162.3211,428712.0
2022-01-23,162.4068,167.1933,160.9604,162.3211,428712.0
2022-01-24,157.5727,165.4614,154.4135,165.2615,465913.0
2022-01-25,161.5789,165.2901,158.2959,162.7208,606343.0
2022-01-26,165.6612,167.5549,161.2839,162.9587,379634.0
2022-01-27,164.4908,166.4701,155.1367,159.2,632758.0
2022-01-28,158.1151,159.6757,151.2923,155.8218,362303.0
2022-01-29,158.1151,159.6757,151.2923,155.8218,362303.0
2022-01-30,158.1151,159.6757,151.2923,155.8218,362303.0
2022-01-31,154.4135,159.3617,151.7871,159.219,451180.0
2022-02-01,161.1888,162.6542,158.1009,162.4544,513815.0
2022-02-02,162.8255,165.4804,161.8073,163.6534,464336.0
2022-02-03,162.7398,164.2576,158.2389,158.4577,338776.0
2022-02-04,155.8409,160.8034,155.5268,159.514,530278.0
2022-02-05,155.8409,160.8034,155.5268,159.514,530278.0
2022-02-06,155.8409,160.8034,155.5268,159.514,530278.0
2022-02-07,159.3046,163.0117,158.8479,162.2545,1210929.0
2022-02-08,164.3766,166.0648,158.8479,163.2822,1038871.0
2022-02-09,158.2769,165.3377,158.2769,164.2243,809977.0
2022-02-10,161.1888,165.6041,157.9534,158.4577,496207.0
2022-02-11,158.001,159.2951,151.3684,152.6245,908370.0
2022-02-12,158.001,159.2951,151.3684,152.6245,908370.0
2022-02-13,158.001,159.2951,151.3684,152.6245,908370.0
2022-02-14,153.1193,159.9422,152.339,159.1429,989024.0
2022-02-15,160.2752,167.2599,160.2181,166.6889,549442.0
2022-02-16,164.4432,168.24,164.4432,167.06,332325.0
2022-02-17,164.7667,167.2408,163.2727,164.053,435641.0
2022-02-18,163.8532,165.5565,162.2593,163.4535,376172.0
2022-02-19,163.8532,165.5565,162.2593,163.4535,376172.0
2022-02-20,163.8532,165.5565,162.2593,163.4535,376172.0
2022-02-21,163.8532,165.5565,162.2593,163.4535,376172.0
2022-02-22,162.3307,164.035,155.8218,156.3833,450742.0
2022-02-23,158.8288,159.8185,155.8694,155.8884,410292.0
2022-02-24,149.5223,154.7418,147.9617,154.5372,482933.0
2022-02-25,154.9178,159.7519,153.6427,158.8003,330416.0
2022-02-26,154.9178,159.7519,153.6427,158.8003,330416.0
2022-02-27,154.9178,159.7519,153.6427,158.8003,330416.0
2022-02-28,149.9981,155.0415,148.0474,149.7222,882619.0
2022-03-01,147.4955,149.6365,135.4008,137.0185,1147173.0
2022-03-02,139.0264,145.6018,138.4935,145.3734,543259.0
2022-03-03,144.8215,145.2593,140.1017,143.7177,758039.0
2022-03-04,140.1492,141.2245,134.1448,136.2287,869988.0
2022-03-05,140.1492,141.2245,134.1448,136.2287,869988.0
2022-03-06,140.1492,141.2245,134.1448,136.2287,869988.0
2022-03-07,136.2097,136.4333,122.5546,122.878,1050534.0
2022-03-08,124.6479,131.2139,121.7171,126.9127,767986.0
2022-03-09,132.194,138.3793,131.8895,134.4112,904830.0
2022-03-10,130.9188,133.4017,129.5697,132.2009,584300.0
2022-03-11,133.7318,133.7318,129.6272,129.9333,365079.0
2022-03-12,133.7318,133.7318,129.6272,129.9333,365079.0
2022-03-13,133.7318,133.7318,129.6272,129.9333,365079.0
2022-03-14,130.2778,134.5355,129.144,130.584,727307.0
2022-03-15,132.8707,133.971,130.0003,132.1531,572971.0
2022-03-16,135.5402,141.5489,134.7556,141.5106,631667.0
2022-03-17,137.9417,140.7547,136.6214,140.4294,454298.0
2022-03-18,138.6689,139.8027,136.9419,138.0661,1282747.0
2022-03-19,138.6689,139.8027,136.9419,138.0661,1282747.0
2022-03-20,138.6689,139.8027,136.9419,138.0661,1282747.0
2022-03-21,137.9513,139.3865,135.6167,136.8797,434858.0
2022-03-22,137.5782,138.688,135.1575,135.6454,575735.0
2022-03-23,133.4065,136.6596,133.1482,133.7031,591798.0
2022-03-24,134.6408,136.9849,133.8562,136.5927,339841.0
2022-03-25,136.1812,138.0948,134.9757,137.1572,688300.0
2022-03-26,136.1812,138.0948,134.9757,137.1572,688300.0
2022-03-27,136.1812,138.0948,134.9757,137.1572,688300.0
2022-03-28,136.9467,137.5112,135.7794,136.6788,488672.0
2022-03-29,141.8072,145.4335,141.7115,143.3668,610972.0
2022-03-30,140.86,142.1899,138.4775,139.3387,425925.0
2022-03-31,138.3723,138.8124,136.2769,136.43,403559.0
2022-04-01,139.109,139.5109,134.3824,136.2482,527554.0
2022-04-02,139.109,139.5109,134.3824,136.2482,527554.0
2022-04-03,139.109,139.5109,134.3824,136.2482,527554.0
2022-04-04,135.6933,137.98,134.4112,136.3822,264732.0
2022-04-05,133.9519,134.9948,127.3882,127.6657,661988.0
2022-04-06,128.4599,129.5315,124.0682,125.1972,572782.0
2022-04-07,123.6663,124.2117,117.9542,120.5663,929302.0
2022-04-08,120.7672,124.9436,120.4036,122.212,440742.0
2022-04-09,120.7672,124.9436,120.4036,122.212,440742.0
2022-04-10,120.7672,124.9436,120.4036,122.212,440742.0
2022-04-11,119.5616,125.8669,119.3818,124.3743,775523.0
2022-04-12,126.1731,128.1154,123.7186,124.3648,802489.0
2022-04-13,123.7046,124.6709,122.0206,122.8147,494075.0
2022-04-14,123.2262,124.6327,120.7385,122.5851,545397.0
2022-04-15,123.2262,124.6327,120.7385,122.5851,545397.0
2022-04-16,123.2262,124.6327,120.7385,122.5851,545397.0
2022-04-17,123.2262,124.6327,120.7385,122.5851,545397.0
2022-04-18,121.8962,124.0299,121.0973,123.5228,364739.0
2022-04-19,124.2691,128.2111,123.9342,126.4697,473110.0
2022-04-20,127.9815,130.4978,127.7423,128.2589,403945.0
2022-04-21,132.2105,133.196,127.6179,128.2876,366289.0
2022-04-22,124.3456,127.2878,123.5132,124.116,360691.0
2022-04-23,124.3456,127.2878,123.5132,124.116,360691.0
2022-04-24,124.3456,127.2878,123.5132,124.116,360691.0
2022-04-25,123.2166,124.0682,120.174,123.8864,399722.0
2022-04-26,122.3651,122.6904,119.3798,119.5521,422223.0
2022-04-27,119.6095,122.4081,119.3703,120.6524,404744.0
2022-04-28,123.3793,126.1348,120.4323,124.6996,391078.0
2022-04-29,124.2691,127.6561,122.1259,122.4129,480195.0
2022-04-30,124.2691,127.6561,122.1259,122.4129,480195.0
2022-05-01,124.2691,127.6561,122.1259,122.4129,480195.0
2022-05-02,121.7336,124.7666,119.753,124.2308,617344.0
2022-05-03,123.3314,129.4741,121.0638,128.5938,930347.0
2022-05-04,126.4889,132.0096,125.6995,131.4068,442793.0
2022-05-05,127.8953,130.7275,124.3839,125.1493,498851.0
2022-05-06,126.1348,127.771,121.8484,125.3216,564739.0
2022-05-07,126.1348,127.771,121.8484,125.3216,564739.0
2022-05-08,126.1348,127.771,121.8484,125.3216,564739.0
2022-05-09,122.9391,125.6277,120.6428,122.4703,506536.0
2022-05-10,125.599,125.9243,119.3033,123.3506,534974.0
2022-05-11,123.8672,125.2163,118.9206,118.9588,522462.0
2022-05-12,117.9351,121.9728,117.3706,120.7289,724951.0
2022-05-13,123.3984,127.5605,123.1018,126.9098,493611.0
2022-05-14,123.3984,127.5605,123.1018,126.9098,493611.0
2022-05-15,123.3984,127.5605,123.1018,126.9098,493611.0
2022-05-16,125.7043,126.9003,121.7527,122.5181,525258.0
2022-05-17,125.8287,129.1488,125.379,128.8426,361822.0
2022-05-18,126.2592,128.2063,124.0586,124.4126,391108.0
2022-05-19,124.2117,130.3543,123.7811,127.6561,497363.0
2022-05-20,132.7942,133.7318,122.9678,127.0247,539067.0
2022-05-21,132.7942,133.7318,122.9678,127.0247,539067.0
2022-05-22,132.7942,133.7318,122.9678,127.0247,539067.0
2022-05-23,129.3401,129.5123,125.1493,126.9003,374108.0
2022-05-24,125.7043,126.2305,121.236,122.3938,475434.0
2022-05-25,121.4848,125.4364,121.4848,124.0586,556584.0
2022-05-26,125.0919,129.9716,125.0919,129.0148,589049.0
2022-05-27,130.6414,132.1722,129.7898,130.6605,356836.0
2022-05-28,130.6414,132.1722,129.7898,130.6605,356836.0
2022-05-29,130.6414,132.1722,129.7898,130.6605,356836.0
2022-05-30,130.6414,132.1722,129.7898,130.6605,356836.0
2022-05-31,131.0432,137.5303,130.5648,134.8704,1450512.0
2022-06-01,134.746,136.2578,132.6889,133.3682,589445.0
2022-06-02,134.3824,135.7411,133.153,135.2723,358417.0
2022-06-03,133.2917,133.971,130.6222,132.3062,399167.0
2022-06-04,133.2917,133.971,130.6222,132.3062,399167.0
2022-06-05,133.2917,133.971,130.6222,132.3062,399167.0
2022-06-06,134.7747,136.8462,133.8275,134.7269,364543.0
2022-06-07,136.7936,137.0232,133.7127,136.1047,511484.0
2022-06-08,135.8464,139.4535,135.2053,137.0136,656491.0
2022-06-09,137.0136,138.6201,135.513,135.513,547409.0
2022-06-10,132.9541,133.8872,128.4328,128.5771,403189.0
2022-06-11,132.9541,133.8872,128.4328,128.5771,403189.0
2022-06-12,132.9541,133.8872,128.4328,128.5771,403189.0
2022-06-13,124.1713,125.5373,121.2565,122.2762,485861.0
2022-06-14,123.1035,123.825,120.5158,121.5355,382360.0
2022-06-15,123.7865,129.212,123.5172,126.9514,747751.0
2022-06-16,121.9203,122.6043,113.8782,115.5713,540249.0
2022-06-17,116.2928,119.4288,115.706,117.3606,940502.0
2022-06-18,116.2928,119.4288,115.706,117.3606,940502.0
2022-06-19,116.2928,119.4288,115.706,117.3606,940502.0
2022-06-20,116.2928,119.4288,115.706,117.3606,940502.0
2022-06-21,121.7856,124.5369,118.8901,123.5653,404825.0
2022-06-22,121.3527,127.163,121.3527,125.4411,449524.0
2022-06-23,124.6234,126.2492,121.0425,123.9789,535625.0
2022-06-24,125.1333,129.7123,124.4166,129.1062,560620.0
2022-06-25,125.1333,129.7123,124.4166,129.1062,560620.0
2022-06-26,125.1333,129.7123,124.4166,129.1062,560620.0
2022-06-27,129.7892,130.3664,126.556,128.8946,442690.0
2022-06-28,129.7411,133.9546,129.4429,129.6257,547207.0
2022-06-29,128.3078,128.4713,124.1328,125.4988,448716.0
2022-06-30,122.5167,122.7476,117.3894,121.1026,685694.0
2022-07-01,120.5447,126.1866,120.2946,121.9203,504262.0
2022-07-02,120.5447,126.1866,120.2946,121.9203,504262.0
2022-07-03,120.5447,126.1866,120.2946,121.9203,504262.0
2022-07-04,120.5447,126.1866,120.2946,121.9203,504262.0
2022-07-05,117.8031,122.459,116.9469,121.8433,672894.0
2022-07-06,121.3527,122.2858,118.4235,119.7462,791440.0
2022-07-07,122.2666,127.1438,121.2325,125.5854,566250.0
2022-07-08,126.6243,127.1919,122.7284,123.3248,612264.0
2022-07-09,126.6243,127.1919,122.7284,123.3248,612264.0
2022-07-10,126.6243,127.1919,122.7284,123.3248,612264.0
2022-07-11,123.6903,124.1617,120.333,120.6505,841366.0
2022-07-12,121.016,128.2982,121.016,125.8163,677954.0
2022-07-13,123.1997,124.3627,121.574,123.6903,789590.0
2022-07-14,120.333,121.2469,116.6872,120.6409,946469.0
2022-07-15,122.9688,124.7677,120.4773,124.3445,744613.0
2022-07-16,122.9688,124.7677,120.4773,124.3445,744613.0
2022-07-17,122.9688,124.7677,120.4773,124.3445,744613.0
2022-07-18,127.3651,128.4232,123.8827,124.6331,334199.0
2022-07-19,126.8937,133.868,126.0183,133.3966,772571.0
2022-07-20,132.6078,135.638,132.2711,134.6664,390407.0
2022-07-21,133.8391,138.6201,132.5886,137.485,833273.0
2022-07-22,138.2161,138.649,134.5366,135.8015,518328.0
2022-07-23,138.2161,138.649,134.5366,135.8015,518328.0
2022-07-24,138.2161,138.649,134.5366,135.8015,518328.0
2022-07-25,137.3503,137.9852,134.8973,137.3888,354161.0
2022-07-26,135.7919,137.0329,134.2528,135.5418,284902.0
2022-07-27,136.5134,139.6013,135.6765,139.4186,538587.0
2022-07-28,141.0154,144.392,138.8318,144.315,468157.0
2022-07-29,143.9494,145.4982,142.3141,145.3924,554930.0
2022-07-30,143.9494,145.4982,142.3141,145.3924,554930.0
2022-07-31,143.9494,145.4982,142.3141,145.3924,554930.0
2022-08-01,144.3727,147.451,141.9774,145.604,597835.0
2022-08-02,144.2188,151.5875,141.2752,149.3076,874685.0
2022-08-03,150.9334,152.4148,148.9517,150.2888,491720.0
2022-08-04,147.9224,149.0575,142.3237,142.3718,1043748.0
2022-08-05,140.6018,141.6696,137.0425,137.562,915808.0
2022-08-06,140.6018,141.6696,137.0425,137.562,915808.0
2022-08-07,140.6018,141.6696,137.0425,137.562,915808.0
2022-08-08,139.3224,143.3242,139.1107,141.9004,1078884.0
2022-08-09,141.0539,141.6455,137.4177,137.5716,545374.0
2022-08-10,141.8908,143.7859,140.4094,141.9678,795333.0
