,JWN US Equity,JWN US Equity,JWN US Equity,JWN US Equity,JWN US Equity
2020-02-29,30.6108,32.0141,30.2465,31.2135,5232075.0
2020-03-01,30.6108,32.0141,30.2465,31.2135,5232075.0
2020-03-02,31.2855,31.2855,29.7968,30.9616,4442540.0
2020-03-03,31.1236,32.194,29.7563,30.0801,4847771.0
2020-03-04,28.2271,29.9632,28.0022,29.5764,13691304.0
2020-03-05,28.299,28.7488,26.2481,26.419,6690027.0
2020-03-06,25.7894,27.1656,25.2587,26.1222,4643769.0
2020-03-07,25.7894,27.1656,25.2587,26.1222,4643769.0
2020-03-08,25.7894,27.1656,25.2587,26.1222,4643769.0
2020-03-09,24.2817,24.8831,23.243,24.4093,5674182.0
2020-03-10,25.3477,25.6393,23.653,24.7008,5614112.0
2020-03-11,24.0721,24.0721,21.7488,21.8945,7099042.0
2020-03-12,20.4641,20.5369,17.512,18.1133,8191090.0
2020-03-13,19.5438,20.1634,18.3867,19.6714,8484335.0
2020-03-14,19.5438,20.1634,18.3867,19.6714,8484335.0
2020-03-15,19.5438,20.1634,18.3867,19.6714,8484335.0
2020-03-16,16.856,17.4118,14.8241,15.6624,5521185.0
2020-03-17,15.6259,17.0746,12.8105,17.0564,11378483.0
2020-03-18,15.7353,18.496,15.1339,18.004,7752209.0
2020-03-19,17.6213,20.2818,16.7557,19.3616,5616271.0
2020-03-20,19.4527,19.7989,16.0359,16.2728,5974202.0
2020-03-21,19.4527,19.7989,16.0359,16.2728,5974202.0
2020-03-22,19.4527,19.7989,16.0359,16.2728,5974202.0
2020-03-23,16.1453,16.4642,13.7308,14.2228,5534631.0
2020-03-24,15.2341,17.3115,15.1157,16.9106,6327316.0
2020-03-25,17.0382,18.1042,15.1339,16.6373,4731611.0
2020-03-26,16.6191,17.43,15.4346,16.3366,6006628.0
2020-03-27,15.3435,15.3435,14.1863,14.5872,6136882.0
2020-03-28,15.3435,15.3435,14.1863,14.5872,6136882.0
2020-03-29,15.3435,15.3435,14.1863,14.5872,6136882.0
2020-03-30,14.4324,14.6419,13.667,14.3777,4721186.0
2020-03-31,14.3048,15.0975,13.7308,13.9768,4600467.0
2020-04-01,13.2114,13.257,11.9085,12.109,7272333.0
2020-04-02,12.0361,13.2661,11.6261,12.0087,6423934.0
2020-04-03,11.9723,12.1864,11.1796,11.8903,5436878.0
2020-04-04,11.9723,12.1864,11.1796,11.8903,5436878.0
2020-04-05,11.9723,12.1864,11.1796,11.8903,5436878.0
2020-04-06,12.9199,15.0064,12.6739,14.7604,8976808.0
2020-04-07,17.2113,19.0791,15.9995,16.4368,12243784.0
2020-04-08,16.7466,18.5416,16.6282,17.3115,8862729.0
2020-04-09,18.9516,19.9903,18.4504,19.4254,9866037.0
2020-04-10,18.9516,19.9903,18.4504,19.4254,9866037.0
2020-04-11,18.9516,19.9903,18.4504,19.4254,9866037.0
2020-04-12,18.9516,19.9903,18.4504,19.4254,9866037.0
2020-04-13,19.4983,20.0358,17.8673,18.6236,6799114.0
2020-04-14,19.2431,20.1178,17.9038,18.2682,6238262.0
2020-04-15,16.9015,17.2204,15.7991,16.5371,6565896.0
2020-04-16,16.4915,16.5006,15.5257,15.6259,4225589.0
2020-04-17,17.0837,17.6304,16.2182,17.1293,5562029.0
2020-04-18,17.0837,17.6304,16.2182,17.1293,5562029.0
2020-04-19,17.0837,17.6304,16.2182,17.1293,5562029.0
2020-04-20,16.4004,17.2113,15.7899,15.8537,4530522.0
2020-04-21,15.0337,15.6988,14.7421,15.1977,5132370.0
2020-04-22,15.5166,15.6624,14.4439,14.8697,5183640.0
2020-04-23,14.7695,16.1362,14.6601,15.9813,5943419.0
2020-04-24,16.0815,16.7012,15.6806,16.2546,5659281.0
2020-04-25,16.0815,16.7012,15.6806,16.2546,5659281.0
2020-04-26,16.0815,16.7012,15.6806,16.2546,5659281.0
2020-04-27,16.4915,18.7329,16.2546,18.4687,5847693.0
2020-04-28,19.3525,20.0996,17.9767,18.7876,6973615.0
2020-04-29,19.726,19.8992,18.1316,18.5689,6626197.0
2020-04-30,18.0313,18.4231,16.8104,17.1111,7203910.0
2020-05-01,16.446,16.692,15.7444,16.0906,4470705.0
2020-05-02,16.446,16.692,15.7444,16.0906,4470705.0
2020-05-03,16.446,16.692,15.7444,16.0906,4470705.0
2020-05-04,15.5166,16.4733,15.1339,16.2728,4080436.0
2020-05-05,16.9015,17.0382,15.6806,15.7991,3992730.0
2020-05-06,16.0359,16.0723,15.225,15.6168,3883325.0
2020-05-07,15.8082,16.4277,15.7444,15.7535,3541990.0
2020-05-08,16.1271,16.4551,15.8719,16.4277,4060040.0
2020-05-09,16.1271,16.4551,15.8719,16.4277,4060040.0
2020-05-10,16.1271,16.4551,15.8719,16.4277,4060040.0
2020-05-11,16.1726,16.1726,15.3253,15.5986,5043826.0
2020-05-12,15.8628,16.3822,14.7239,14.7239,4446402.0
2020-05-13,14.6146,14.6601,13.8128,14.1226,4474879.0
2020-05-14,13.6852,14.9881,12.9745,14.2228,6009400.0
2020-05-15,13.9403,15.471,13.6853,14.9153,7407479.0
2020-05-16,13.9403,15.471,13.6853,14.9153,7407479.0
2020-05-17,13.9403,15.471,13.6853,14.9153,7407479.0
2020-05-18,15.7079,15.9722,14.8606,15.1339,7625824.0
2020-05-19,15.0337,15.0519,14.0861,14.3503,6816268.0
2020-05-20,14.6875,14.7512,13.667,13.7581,7560474.0
2020-05-21,13.7763,14.815,13.6761,14.569,9775466.0
2020-05-22,14.6055,14.7778,13.8674,14.2683,6082315.0
2020-05-23,14.6055,14.7778,13.8674,14.2683,6082315.0
2020-05-24,14.6055,14.7778,13.8674,14.2683,6082315.0
2020-05-25,14.6055,14.7778,13.8674,14.2683,6082315.0
2020-05-26,15.0519,15.5986,14.9244,15.3162,10707556.0
2020-05-27,16.4095,17.9493,16.2774,17.8947,13665962.0
2020-05-28,17.9311,18.086,16.2728,16.5097,12505670.0
2020-05-29,15.3403,15.4528,14.5781,14.6966,25117527.0
2020-05-30,15.3403,15.4528,14.5781,14.6966,25117527.0
2020-05-31,15.3403,15.4528,14.5781,14.6966,25117527.0
2020-06-01,14.7604,15.9357,14.6692,15.1157,11368568.0
2020-06-02,15.3526,16.3002,14.8333,16.2,11738532.0
2020-06-03,16.5826,17.9493,16.5826,17.7033,12095577.0
2020-06-04,17.5393,19.6349,17.4392,19.4345,12941476.0
2020-06-05,21.3752,22.7237,19.7807,20.6098,13841651.0
2020-06-06,21.3752,22.7237,19.7807,20.6098,13841651.0
2020-06-07,21.3752,22.7237,19.7807,20.6098,13841651.0
2020-06-08,22.2499,22.3228,20.4276,21.4663,9285565.0
2020-06-09,20.8103,20.8832,19.0961,19.3434,11873064.0
2020-06-10,19.1429,19.1429,17.7944,17.8035,9855663.0
2020-06-11,16.0815,16.9106,15.4984,15.6259,15102650.0
2020-06-12,16.6555,16.7649,15.3162,16.0633,11214010.0
2020-06-13,16.6555,16.7649,15.3162,16.0633,11214010.0
2020-06-14,16.6555,16.7649,15.3162,16.0633,11214010.0
2020-06-15,15.1795,16.0451,14.9699,15.7353,9597080.0
2020-06-16,17.5302,18.332,17.0437,17.7671,20473898.0
2020-06-17,17.3298,17.4846,16.7831,16.7831,8264364.0
2020-06-18,16.4004,17.1384,16.1544,16.6008,6106919.0
2020-06-19,16.9835,17.0564,15.3845,15.553,29596946.0
2020-06-20,16.9835,17.0564,15.3845,15.553,29596946.0
2020-06-21,16.9835,17.0564,15.3845,15.553,29596946.0
2020-06-22,15.4984,16.0815,15.3435,15.6806,7819647.0
2020-06-23,15.6715,15.7899,15.2979,15.6715,8965328.0
2020-06-24,15.389,15.4437,14.2683,14.5508,11382973.0
2020-06-25,14.1681,14.5235,13.667,14.0041,11643888.0
2020-06-26,13.8492,14.2957,13.2297,13.3845,12943991.0
2020-06-27,13.8492,14.2957,13.2297,13.3845,12943991.0
2020-06-28,13.8492,14.2957,13.2297,13.3845,12943991.0
2020-06-29,13.6214,14.3959,13.2661,14.3868,9848689.0
2020-06-30,14.2228,14.5235,13.9403,14.1135,6597275.0
2020-07-01,14.0861,14.8434,13.7536,13.8037,10726339.0
2020-07-02,14.3048,14.569,13.8766,14.1226,6873668.0
2020-07-03,14.3048,14.569,13.8766,14.1226,6873668.0
2020-07-04,14.3048,14.569,13.8766,14.1226,6873668.0
2020-07-05,14.3048,14.569,13.8766,14.1226,6873668.0
2020-07-06,14.4597,14.6966,13.9768,14.4232,6096185.0
2020-07-07,14.1772,14.3276,13.6852,13.8857,6866231.0
2020-07-08,13.8219,14.6875,13.5303,14.651,7466815.0
2020-07-09,14.5052,14.5052,13.7581,13.9312,7184941.0
2020-07-10,13.7763,14.5417,13.6852,14.3595,5732119.0
2020-07-11,13.7763,14.5417,13.6852,14.3595,5732119.0
2020-07-12,13.7763,14.5417,13.6852,14.3595,5732119.0
2020-07-13,14.569,14.6237,13.831,13.9859,9442796.0
2020-07-14,13.8492,14.1135,13.5759,13.6306,6800274.0
2020-07-15,14.159,14.8059,13.9859,14.6784,11334026.0
2020-07-16,14.3139,15.0155,14.2228,14.5599,8772224.0
2020-07-17,14.4779,14.569,13.7262,13.7308,6555819.0
2020-07-18,14.4779,14.569,13.7262,13.7308,6555819.0
2020-07-19,14.4779,14.569,13.7262,13.7308,6555819.0
2020-07-20,13.6943,13.8037,12.8743,13.339,10740346.0
2020-07-21,13.5303,14.5326,13.4483,14.2957,10509402.0
2020-07-22,13.9586,14.1034,13.4392,13.7946,10253782.0
2020-07-23,13.6214,14.3458,13.585,14.0861,7557793.0
2020-07-24,13.8492,14.2501,13.6716,13.7217,4725021.0
2020-07-25,13.8492,14.2501,13.6716,13.7217,4725021.0
2020-07-26,13.8492,14.2501,13.6716,13.7217,4725021.0
2020-07-27,13.667,13.6761,12.6374,12.8743,11611666.0
2020-07-28,12.7832,13.2752,12.7285,12.9563,8205943.0
2020-07-29,13.0019,13.4119,12.9381,13.1568,6229756.0
2020-07-30,12.8652,12.9518,12.4096,12.7194,7165322.0
2020-07-31,12.7559,12.8925,12.3185,12.4734,7164577.0
2020-08-01,12.7559,12.8925,12.3185,12.4734,7164577.0
2020-08-02,12.7559,12.8925,12.3185,12.4734,7164577.0
2020-08-03,12.5372,13.1385,12.3275,12.929,8011356.0
2020-08-04,12.9199,13.339,12.8379,13.2661,9540804.0
2020-08-05,13.4848,14.323,13.4447,14.2592,12004736.0
2020-08-06,14.0588,14.2,13.6989,13.9221,7024454.0
2020-08-07,13.8766,14.7057,13.6123,14.5781,8745284.0
2020-08-08,13.8766,14.7057,13.6123,14.5781,8745284.0
2020-08-09,13.8766,14.7057,13.6123,14.5781,8745284.0
2020-08-10,14.6784,15.471,14.6237,15.3982,7881888.0
2020-08-11,16.0633,16.2,15.307,15.389,9722093.0
2020-08-12,15.6533,15.7991,14.9107,15.3982,6579504.0
2020-08-13,15.1704,15.4619,15.0474,15.2797,6518639.0
2020-08-14,15.1248,16.5188,14.9426,15.5986,14867702.0
2020-08-15,15.1248,16.5188,14.9426,15.5986,14867702.0
2020-08-16,15.1248,16.5188,14.9426,15.5986,14867702.0
2020-08-17,15.6715,15.7712,15.1339,15.6077,7813939.0
2020-08-18,14.8879,15.0155,13.8447,14.077,12224522.0
2020-08-19,13.9495,14.446,13.8356,14.0315,7211041.0
2020-08-20,13.7854,14.0041,13.4392,13.4574,8848675.0
2020-08-21,13.5577,13.6762,13.1249,13.1932,7531247.0
2020-08-22,13.5577,13.6762,13.1249,13.1932,7531247.0
2020-08-23,13.5577,13.6762,13.1249,13.1932,7531247.0
2020-08-24,13.3572,14.2592,13.3208,14.1863,10820618.0
2020-08-25,14.241,14.5508,13.7399,14.159,12535659.0
2020-08-26,13.6943,14.2319,13.1659,13.3845,21705556.0
2020-08-27,13.4028,13.8674,13.3663,13.4757,9539758.0
2020-08-28,13.5577,14.2957,13.4119,14.2866,8540774.0
2020-08-29,13.5577,14.2957,13.4119,14.2866,8540774.0
2020-08-30,13.5577,14.2957,13.4119,14.2866,8540774.0
2020-08-31,14.2775,14.7695,14.077,14.5781,7374384.0
2020-09-01,14.3959,14.5736,13.8128,13.831,7783955.0
2020-09-02,13.9768,14.528,13.8128,14.1955,8520061.0
2020-09-03,14.3048,14.9061,14.1863,14.4324,10312839.0
2020-09-04,14.6966,14.8606,14.0223,14.8333,8568096.0
2020-09-05,14.6966,14.8606,14.0223,14.8333,8568096.0
2020-09-06,14.6966,14.8606,14.0223,14.8333,8568096.0
2020-09-07,14.6966,14.8606,14.0223,14.8333,8568096.0
2020-09-08,14.8059,15.1521,14.3503,14.8697,9531264.0
2020-09-09,14.7877,14.8287,13.913,14.0315,10392724.0
2020-09-10,14.1043,14.2866,13.6032,13.6214,10407925.0
2020-09-11,13.667,13.6852,12.9108,13.1841,9987285.0
2020-09-12,13.667,13.6852,12.9108,13.1841,9987285.0
2020-09-13,13.667,13.6852,12.9108,13.1841,9987285.0
2020-09-14,13.3025,13.749,13.1385,13.7308,8982275.0
2020-09-15,13.8128,13.9449,13.3845,13.4119,8442231.0
2020-09-16,13.4301,13.872,13.1613,13.7308,7234351.0
2020-09-17,13.6032,13.7946,13.4392,13.6123,5765709.0
2020-09-18,13.6214,13.7399,13.1841,13.1932,10753745.0
2020-09-19,13.6214,13.7399,13.1841,13.1932,10753745.0
2020-09-20,13.6214,13.7399,13.1841,13.1932,10753745.0
2020-09-21,12.8379,12.8834,12.0361,12.0634,12487797.0
2020-09-22,12.1454,12.1591,11.6033,11.8174,13037975.0
2020-09-23,11.9267,12.2233,11.1067,11.1432,12738796.0
2020-09-24,10.9609,11.2297,10.6785,11.0429,11547739.0
2020-09-25,10.9974,11.1249,10.7514,10.8607,9962934.0
2020-09-26,10.9974,11.1249,10.7514,10.8607,9962934.0
2020-09-27,10.9974,11.1249,10.7514,10.8607,9962934.0
2020-09-28,11.1978,11.4803,11.0338,11.1796,7323521.0
2020-09-29,11.1523,11.1523,10.6785,10.7423,9701600.0
2020-09-30,10.9154,11.2252,10.8197,10.8607,11087229.0
2020-10-01,10.888,11.5258,10.7696,11.4803,10115273.0
2020-10-02,10.9609,11.6898,10.9336,11.6625,9165124.0
2020-10-03,10.9609,11.6898,10.9336,11.6625,9165124.0
2020-10-04,10.9609,11.6898,10.9336,11.6625,9165124.0
2020-10-05,11.8447,12.2046,11.8265,12.1363,7366240.0
2020-10-06,12.3003,12.5305,11.6625,11.7536,7592389.0
2020-10-07,11.9176,12.1272,11.6807,11.945,9124938.0
2020-10-08,12.0999,12.9381,11.945,12.9108,10973308.0
2020-10-09,13.1021,13.216,12.5099,12.6283,10329972.0
2020-10-10,13.1021,13.216,12.5099,12.6283,10329972.0
2020-10-11,13.1021,13.216,12.5099,12.6283,10329972.0
2020-10-12,12.6283,13.2843,12.273,12.3641,10454164.0
2020-10-13,12.2639,12.3459,12.0178,12.1727,5766981.0
2020-10-14,12.2456,12.5099,12.027,12.0361,5852236.0
2020-10-15,11.8447,12.2639,11.6807,12.2639,5586517.0
2020-10-16,12.4279,12.4279,11.6853,11.781,7568251.0
2020-10-17,12.4279,12.4279,11.6853,11.781,7568251.0
2020-10-18,12.4279,12.4279,11.6853,11.781,7568251.0
2020-10-19,11.8538,11.8676,11.0612,11.0885,10202671.0
2020-10-20,11.2161,11.4848,11.1705,11.2161,7059459.0
2020-10-21,11.2434,11.4621,10.8243,11.3436,7515655.0
2020-10-22,11.3163,12.3869,11.3117,12.3641,11461493.0
2020-10-23,12.4916,13.0657,11.9951,13.0565,10922748.0
2020-10-24,12.4916,13.0657,11.9951,13.0565,10922748.0
2020-10-25,12.4916,13.0657,11.9951,13.0565,10922748.0
2020-10-26,12.8652,13.0019,11.7901,12.0634,12453052.0
2020-10-27,11.9267,12.109,11.3983,11.4621,7142633.0
2020-10-28,11.1067,11.7081,10.9154,11.2616,8850723.0
2020-10-29,11.1705,11.5441,10.9792,11.1249,8416062.0
2020-10-30,11.1158,11.2889,10.8243,11.0247,9931677.0
2020-10-31,11.1158,11.2889,10.8243,11.0247,9931677.0
2020-11-01,11.1158,11.2889,10.8243,11.0247,9931677.0
2020-11-02,11.0976,11.3163,10.8958,11.0976,7512356.0
2020-11-03,11.2343,12.3641,11.23,12.1727,11262808.0
2020-11-04,12.027,12.027,11.2525,11.3892,11354475.0
2020-11-05,11.4529,11.7081,11.2707,11.5441,10420108.0
2020-11-06,11.5258,12.0907,11.3709,11.699,7820295.0
2020-11-07,11.5258,12.0907,11.3709,11.699,7820295.0
2020-11-08,11.5258,12.0907,11.3709,11.699,7820295.0
2020-11-09,14.5508,15.553,13.6214,14.7239,27212805.0
2020-11-10,14.6237,16.2637,14.6237,16.1544,17571253.0
2020-11-11,15.7535,15.9995,14.5872,14.7786,12702252.0
2020-11-12,14.3139,14.7376,13.9586,14.2957,10576265.0
2020-11-13,14.6146,15.9722,14.3868,15.7717,14492565.0
2020-11-14,14.6146,15.9722,14.3868,15.7717,14492565.0
2020-11-15,14.6146,15.9722,14.3868,15.7717,14492565.0
2020-11-16,16.9471,17.8947,16.2091,17.4846,20827852.0
2020-11-17,17.1658,18.8513,16.7284,18.5507,16844221.0
2020-11-18,18.906,19.7807,18.619,18.9425,16482784.0
2020-11-19,18.5871,19.6167,18.2136,19.5803,12052602.0
2020-11-20,19.4891,19.9629,18.8878,19.398,8719327.0
2020-11-21,19.4891,19.9629,18.8878,19.398,8719327.0
2020-11-22,19.4891,19.9629,18.8878,19.398,8719327.0
2020-11-23,20.2454,21.849,20.0449,21.357,15476286.0
2020-11-24,22.5141,22.587,21.6374,22.3683,20897046.0
2020-11-25,23.1883,26.9149,22.7237,24.9742,37359314.0
2020-11-26,23.1883,26.9149,22.7237,24.9742,37359314.0
2020-11-27,24.7828,24.9195,23.7715,24.3546,8856557.0
2020-11-28,24.7828,24.9195,23.7715,24.3546,8856557.0
2020-11-29,24.7828,24.9195,23.7715,24.3546,8856557.0
2020-11-30,24.0813,24.0904,22.7966,23.6166,12929233.0
2020-12-01,24.227,25.4206,23.8408,24.9924,12197492.0
2020-12-02,24.309,26.3864,23.9628,26.1951,9329048.0
2020-12-03,26.4229,27.6256,26.35,26.8967,10177053.0
2020-12-04,27.334,28.8647,27.1791,28.646,11272737.0
2020-12-05,27.334,28.8647,27.1791,28.646,11272737.0
2020-12-06,27.334,28.8647,27.1791,28.646,11272737.0
2020-12-07,28.2451,28.7964,27.4524,28.1905,7447626.0
2020-12-08,27.8625,29.4916,27.7531,28.7189,6314112.0
2020-12-09,29.1517,29.5845,28.2178,29.0378,7756864.0
2020-12-10,28.5185,29.2018,27.9627,28.9558,6103773.0
2020-12-11,28.4274,28.7007,27.5436,28.0811,5852753.0
2020-12-12,28.4274,28.7007,27.5436,28.0811,5852753.0
2020-12-13,28.4274,28.7007,27.5436,28.0811,5852753.0
2020-12-14,28.6916,29.0469,27.0971,27.1153,5805099.0
2020-12-15,27.3249,28.4182,27.2429,28.3909,4443380.0
2020-12-16,28.3545,28.8054,27.7622,28.1814,3579937.0
2020-12-17,28.2087,28.8167,28.0173,28.6734,3647352.0
2020-12-18,28.5185,28.6825,27.2611,27.4433,6637726.0
2020-12-19,28.5185,28.6825,27.2611,27.4433,6637726.0
2020-12-20,28.5185,28.6825,27.2611,27.4433,6637726.0
2020-12-21,26.4229,27.5253,26.1586,27.2702,4854044.0
2020-12-22,27.5527,28.0902,26.4502,26.7235,4341672.0
2020-12-23,27.0789,28.6096,27.0789,28.1449,5196758.0
2020-12-24,28.154,28.154,27.2247,27.6438,2037254.0
2020-12-25,28.154,28.154,27.2247,27.6438,2037254.0
2020-12-26,28.154,28.154,27.2247,27.6438,2037254.0
2020-12-27,28.154,28.154,27.2247,27.6438,2037254.0
2020-12-28,27.9809,28.9285,27.5162,28.2816,4061200.0
2020-12-29,28.0629,28.1814,27.1006,27.6256,4050073.0
2020-12-30,27.744,28.8829,27.5253,28.728,3862491.0
2020-12-31,28.8374,29.4387,28.3322,28.4365,4391539.0
2021-01-01,28.8374,29.4387,28.3322,28.4365,4391539.0
2021-01-02,28.8374,29.4387,28.3322,28.4365,4391539.0
2021-01-03,28.8374,29.4387,28.3322,28.4365,4391539.0
2021-01-04,28.5367,28.7964,27.1791,27.6347,5181785.0
2021-01-05,27.5891,28.8465,27.5162,28.6825,3570805.0
2021-01-06,29.1198,31.2337,29.0014,30.4865,6568304.0
2021-01-07,30.8874,31.6437,30.3954,30.6779,4387027.0
2021-01-08,30.687,31.6619,29.8396,31.1972,4054961.0
2021-01-09,30.687,31.6619,29.8396,31.1972,4054961.0
2021-01-10,30.687,31.6619,29.8396,31.1972,4054961.0
2021-01-11,30.6414,32.3999,30.4501,31.6801,4040504.0
2021-01-12,31.7621,34.0491,31.6801,33.9397,8158554.0
2021-01-13,33.2564,34.5684,32.8372,34.2404,6975667.0
2021-01-14,32.3635,34.8218,32.2815,34.6413,11884980.0
2021-01-15,34.3862,34.5593,32.6459,33.0195,6656211.0
2021-01-16,34.3862,34.5593,32.6459,33.0195,6656211.0
2021-01-17,34.3862,34.5593,32.6459,33.0195,6656211.0
2021-01-18,34.3862,34.5593,32.6459,33.0195,6656211.0
2021-01-19,33.4659,33.9944,32.2359,33.0195,3542509.0
2021-01-20,33.4386,34.2267,32.6687,32.6915,3058838.0
2021-01-21,32.8646,33.393,32.6301,33.0195,2025543.0
2021-01-22,32.573,34.0582,32.2541,34.0491,2577291.0
2021-01-23,32.573,34.0582,32.2541,34.0491,2577291.0
2021-01-24,32.573,34.0582,32.2541,34.0491,2577291.0
2021-01-25,34.45,38.3952,33.8304,34.614,8080107.0
2021-01-26,35.1697,36.2084,34.4226,35.9807,4201880.0
2021-01-27,36.582,38.468,35.5524,35.762,9076904.0
2021-01-28,35.8987,36.172,32.5366,33.1653,7178878.0
2021-01-29,34.1037,34.8053,31.7986,32.2997,6515892.0
2021-01-30,34.1037,34.8053,31.7986,32.2997,6515892.0
2021-01-31,34.1037,34.8053,31.7986,32.2997,6515892.0
2021-02-01,32.4181,33.074,31.8077,32.6368,4175730.0
2021-02-02,32.9648,33.147,31.4068,31.4705,4208241.0
2021-02-03,31.9079,33.3475,31.8077,33.2564,5208660.0
2021-02-04,33.557,34.8053,30.6505,30.9785,10387450.0
2021-02-05,31.507,31.5981,30.1403,31.0332,6463025.0
2021-02-06,31.507,31.5981,30.1403,31.0332,6463025.0
2021-02-07,31.507,31.5981,30.1403,31.0332,6463025.0
2021-02-08,31.1881,32.0673,31.0788,31.6892,2974970.0
2021-02-09,31.671,31.9079,30.6323,31.0059,2539322.0
2021-02-10,32.3088,32.5639,31.2428,31.8714,2758939.0
2021-02-11,31.7074,32.6915,31.3521,31.4523,2279912.0
2021-02-12,31.6983,32.044,31.2614,31.753,1729153.0
2021-02-13,31.6983,32.044,31.2614,31.753,1729153.0
2021-02-14,31.6983,32.044,31.2614,31.753,1729153.0
2021-02-15,31.6983,32.044,31.2614,31.753,1729153.0
2021-02-16,32.3452,33.0285,31.7669,32.8737,3453170.0
2021-02-17,32.6186,33.4226,32.1812,32.8464,2438167.0
2021-02-18,32.5001,33.1015,31.9534,32.819,2638290.0
2021-02-19,32.8464,33.9579,32.6915,33.7484,2301040.0
2021-02-20,32.8464,33.9579,32.6915,33.7484,2301040.0
2021-02-21,32.8464,33.9579,32.6915,33.7484,2301040.0
2021-02-22,34.1675,35.4795,33.9397,34.1037,4347893.0
2021-02-23,34.3133,34.5411,31.6163,34.2222,2509136.0
2021-02-24,34.4591,34.9329,33.5844,34.0673,1859342.0
2021-02-25,34.3771,35.4249,33.1106,33.6846,3594383.0
2021-02-26,33.1288,34.0946,32.3908,33.2108,2712260.0
2021-02-27,33.1288,34.0946,32.3908,33.2108,2712260.0
2021-02-28,33.1288,34.0946,32.3908,33.2108,2712260.0
2021-03-01,33.7393,35.2244,33.5753,34.5957,2966367.0
2021-03-02,34.6231,35.2563,33.8486,34.2404,4123102.0
2021-03-03,33.393,34.1675,31.6254,33.0468,7348419.0
2021-03-04,32.8008,33.4841,31.3669,32.3635,3726195.0
2021-03-05,33.1015,33.4295,30.3954,31.9534,4395586.0
2021-03-06,33.1015,33.4295,30.3954,31.9534,4395586.0
2021-03-07,33.1015,33.4295,30.3954,31.9534,4395586.0
2021-03-08,32.2086,34.5136,32.0172,34.0217,5188619.0
2021-03-09,34.3497,34.7278,33.4386,34.2768,3533232.0
2021-03-10,33.5935,34.6231,33.2564,34.3588,2408524.0
2021-03-11,34.3406,34.778,33.639,34.0764,2682182.0
2021-03-12,34.6231,37.976,34.614,37.6936,7393825.0
2021-03-13,34.6231,37.976,34.614,37.6936,7393825.0
2021-03-14,34.6231,37.976,34.614,37.6936,7393825.0
2021-03-15,37.3291,42.3221,37.2927,41.7208,10441746.0
2021-03-16,40.8461,41.5021,40.2265,40.8734,4773072.0
2021-03-17,40.7185,41.5841,39.7983,40.0352,2878006.0
2021-03-18,40.017,40.7185,38.5136,38.8052,2380831.0
2021-03-19,38.4316,39.0785,37.6845,38.7141,2955240.0
2021-03-20,38.4316,39.0785,37.6845,38.7141,2955240.0
2021-03-21,38.4316,39.0785,37.6845,38.7141,2955240.0
2021-03-22,38.3769,38.4406,36.1355,36.4818,3585272.0
2021-03-23,35.8622,36.3269,32.9557,33.6573,5412217.0
2021-03-24,34.1219,34.8782,31.9717,32.0446,4696946.0
2021-03-25,31.1334,34.4955,30.7143,34.1128,4269518.0
2021-03-26,34.9146,35.6709,34.1402,35.2791,2824959.0
2021-03-27,34.9146,35.6709,34.1402,35.2791,2824959.0
2021-03-28,34.9146,35.6709,34.1402,35.2791,2824959.0
2021-03-29,34.9966,35.4795,33.6482,34.0126,1950038.0
2021-03-30,34.2951,35.1971,33.4659,34.7688,2595705.0
2021-03-31,34.6231,35.7346,34.5046,34.5046,2572870.0
2021-04-01,34.6322,34.7461,33.27,33.4933,3757040.0
2021-04-02,34.6322,34.7461,33.27,33.4933,3757040.0
2021-04-03,34.6322,34.7461,33.27,33.4933,3757040.0
2021-04-04,34.6322,34.7461,33.27,33.4933,3757040.0
2021-04-05,34.1948,34.2768,32.7552,33.557,2596007.0
2021-04-06,33.2837,34.6686,33.2655,33.9215,2866961.0
2021-04-07,34.0399,34.4044,33.0559,33.4659,1643715.0
2021-04-08,32.9648,33.9671,32.3635,33.6937,2359451.0
2021-04-09,33.7848,34.7761,32.983,34.3224,3408480.0
2021-04-10,33.7848,34.7761,32.983,34.3224,3408480.0
2021-04-11,33.7848,34.7761,32.983,34.3224,3408480.0
2021-04-12,34.2677,34.9502,33.721,34.2404,2032661.0
2021-04-13,34.1493,34.3042,32.2177,33.1653,3953483.0
2021-04-14,33.3475,34.2951,33.1379,33.8304,3248186.0
2021-04-15,34.0035,34.1219,32.1995,32.7461,3400982.0
2021-04-16,32.9466,33.1288,32.0081,32.6459,4052705.0
2021-04-17,32.9466,33.1288,32.0081,32.6459,4052705.0
2021-04-18,32.9466,33.1288,32.0081,32.6459,4052705.0
2021-04-19,32.8372,32.9602,32.0218,32.3908,1650223.0
2021-04-20,31.917,32.0901,30.851,31.7166,3417137.0
2021-04-21,31.7166,33.8304,31.2428,33.5844,3672743.0
2021-04-22,33.7028,34.3953,33.2928,33.5388,2665296.0
2021-04-23,33.7757,34.3588,33.0924,34.2586,1756122.0
2021-04-24,33.7757,34.3588,33.0924,34.2586,1756122.0
2021-04-25,33.7757,34.3588,33.0924,34.2586,1756122.0
2021-04-26,34.4682,34.8782,33.0286,33.2837,2476129.0
2021-04-27,33.0833,34.4773,33.0833,34.1766,4181792.0
2021-04-28,34.2586,35.3429,34.0764,34.7962,1800855.0
2021-04-29,34.9875,35.1805,33.8576,34.3042,1803569.0
2021-04-30,34.1402,34.4864,33.3885,33.4204,1940606.0
2021-05-01,34.1402,34.4864,33.3885,33.4204,1940606.0
