,RNST US Equity,RNST US Equity,RNST US Equity,RNST US Equity,RNST US Equity
2022-05-30,29.408,29.6063,29.2946,29.5685,155468.0
2022-05-31,29.2946,29.8471,28.9877,29.2191,311512.0
2022-06-01,29.2002,29.5024,28.5769,28.9736,220063.0
2022-06-02,28.983,29.493,28.8319,29.4835,161491.0
2022-06-03,29.2852,29.6724,29.1624,29.1813,158329.0
2022-06-04,29.2852,29.6724,29.1624,29.1813,158329.0
2022-06-05,29.2852,29.6724,29.1624,29.1813,158329.0
2022-06-06,29.2758,29.6488,29.1813,29.493,322171.0
2022-06-07,29.3041,29.6252,29.0774,29.5213,174313.0
2022-06-08,29.323,29.4269,29.0397,29.2569,306904.0
2022-06-09,29.0491,29.2497,28.1142,28.1236,257264.0
2022-06-10,27.642,28.2085,27.3114,27.5003,227242.0
2022-06-11,27.642,28.2085,27.3114,27.5003,227242.0
2022-06-12,27.642,28.2085,27.3114,27.5003,227242.0
2022-06-13,26.9337,27.5664,26.7543,26.8676,230645.0
2022-06-14,26.9809,28.1331,26.7401,27.1509,205627.0
2022-06-15,27.2651,28.4594,27.0938,27.3317,246290.0
2022-06-16,27.0177,27.4055,26.2754,26.361,282217.0
2022-06-17,26.6275,27.1414,26.6275,26.8654,685327.0
2022-06-18,26.6275,27.1414,26.6275,26.8654,685327.0
2022-06-19,26.6275,27.1414,26.6275,26.8654,685327.0
2022-06-20,26.6275,27.1414,26.6275,26.8654,685327.0
2022-06-21,27.5791,28.0169,27.1794,27.5887,490280.0
2022-06-22,27.208,27.9027,26.7417,27.7409,291566.0
2022-06-23,27.7029,27.7885,27.0557,27.189,229951.0
2022-06-24,27.2936,28.074,27.2936,27.76,702855.0
2022-06-25,27.2936,28.074,27.2936,27.76,702855.0
2022-06-26,27.2936,28.074,27.2936,27.76,702855.0
2022-06-27,27.9598,28.4642,27.7267,28.3595,353830.0
2022-06-28,28.4452,28.8829,27.9313,27.9598,194697.0
2022-06-29,28.0835,28.1121,27.6077,27.6838,193935.0
2022-06-30,27.3412,27.8361,27.0462,27.4174,324925.0
2022-07-01,27.2746,28.3119,27.1985,28.2168,233679.0
2022-07-02,27.2746,28.3119,27.1985,28.2168,233679.0
2022-07-03,27.2746,28.3119,27.1985,28.2168,233679.0
2022-07-04,27.2746,28.3119,27.1985,28.2168,233679.0
2022-07-05,27.7029,28.1882,27.4459,28.1787,317817.0
2022-07-06,28.0359,28.2072,27.3174,28.0455,241241.0
2022-07-07,28.2739,28.3405,27.7695,28.2168,348144.0
2022-07-08,28.1406,28.3976,27.8837,28.1026,111993.0
2022-07-09,28.1406,28.3976,27.8837,28.1026,111993.0
2022-07-10,28.1406,28.3976,27.8837,28.1026,111993.0
2022-07-11,27.8646,28.1026,27.5744,27.6743,178879.0
2022-07-12,27.484,27.9884,27.484,27.7219,144588.0
2022-07-13,27.6648,27.6648,27.1509,27.2746,149745.0
2022-07-14,26.7322,26.9891,26.598,26.8654,165481.0
2022-07-15,27.4364,27.8075,27.0557,27.5791,246164.0
2022-07-16,27.4364,27.8075,27.0557,27.5791,246164.0
2022-07-17,27.4364,27.8075,27.0557,27.5791,246164.0
2022-07-18,27.8171,28.1787,27.6172,27.7504,131431.0
2022-07-19,28.0835,28.6355,26.4613,28.4452,186555.0
2022-07-20,28.2548,29.1446,27.76,29.0352,218493.0
2022-07-21,28.7687,29.5015,28.4927,29.5015,309330.0
2022-07-22,29.4444,29.6443,29.1304,29.3968,262624.0
2022-07-23,29.4444,29.6443,29.1304,29.3968,262624.0
2022-07-24,29.4444,29.6443,29.1304,29.3968,262624.0
2022-07-25,29.5872,29.9583,29.492,29.6538,246457.0
2022-07-26,29.492,30.2438,29.1018,30.0249,304065.0
2022-07-27,30.6149,31.5095,30.6149,31.4143,557251.0
2022-07-28,31.2811,31.7569,30.8814,31.1098,517822.0
2022-07-29,31.3097,31.8236,31.0432,31.7855,310112.0
2022-07-30,31.3097,31.8236,31.0432,31.7855,310112.0
2022-07-31,31.3097,31.8236,31.0432,31.7855,310112.0
2022-08-01,31.519,32.0139,31.3763,31.6237,204028.0
2022-08-02,31.5095,31.6618,31.1193,31.1574,226364.0
2022-08-03,31.2526,31.9853,31.1098,31.9187,229894.0
2022-08-04,31.8236,32.0139,31.519,31.6047,220830.0
2022-08-05,31.5476,32.1091,31.1288,31.9473,127067.0
2022-08-06,31.5476,32.1091,31.1288,31.9473,127067.0
2022-08-07,31.5476,32.1091,31.1288,31.9473,127067.0
2022-08-08,32.0424,32.6705,30.8148,31.8426,195242.0
2022-08-09,31.8997,32.052,31.7379,32.0139,191481.0
2022-08-10,32.3565,32.7562,30.4913,32.3375,254227.0
2022-08-11,32.7562,32.8989,32.4897,32.6896,131565.0
2022-08-12,32.9084,33.4509,32.4802,33.2035,190071.0
2022-08-13,32.9084,33.4509,32.4802,33.2035,190071.0
2022-08-14,32.9084,33.4509,32.4802,33.2035,190071.0
2022-08-15,32.9275,33.5841,32.8133,33.5746,159904.0
2022-08-16,33.4794,33.9648,33.251,33.7935,174481.0
2022-08-17,33.5746,33.8411,33.3177,33.7935,188318.0
2022-08-18,33.7364,33.9838,33.4747,33.6888,165809.0
2022-08-19,33.5461,33.6317,33.0797,33.3272,557032.0
2022-08-20,33.5461,33.6317,33.0797,33.3272,557032.0
2022-08-21,33.5461,33.6317,33.0797,33.3272,557032.0
2022-08-22,33.0607,33.0607,32.4326,32.4992,205687.0
2022-08-23,32.5373,32.937,32.2328,32.2899,124690.0
2022-08-24,32.2899,32.4707,32.071,32.3565,121183.0
2022-08-25,32.5183,33.0512,32.1852,32.8609,227272.0
2022-08-26,32.9655,33.1083,32.4041,32.4421,245331.0
2022-08-27,32.9655,33.1083,32.4041,32.4421,245331.0
2022-08-28,32.9655,33.1083,32.4041,32.4421,245331.0
2022-08-29,32.1757,33.822,31.362,31.5952,194079.0
2022-08-30,31.5666,31.6998,31.312,31.6618,129234.0
2022-08-31,31.6713,31.9282,31.224,31.7284,240496.0
2022-09-01,31.5,31.6808,31.0622,31.3097,138779.0
2022-09-02,31.6523,31.8807,31.1955,31.3668,154273.0
2022-09-03,31.6523,31.8807,31.1955,31.3668,154273.0
2022-09-04,31.6523,31.8807,31.1955,31.3668,154273.0
2022-09-05,31.6523,31.8807,31.1955,31.3668,154273.0
2022-09-06,31.481,32.228,30.4436,30.948,307256.0
2022-09-07,30.7482,31.0955,30.6149,30.948,247838.0
2022-09-08,30.7577,31.6523,30.5674,31.6427,165763.0
2022-09-09,31.8616,32.09,31.6427,31.8711,112326.0
2022-09-10,31.8616,32.09,31.6427,31.8711,112326.0
2022-09-11,31.8616,32.09,31.6427,31.8711,112326.0
2022-09-12,32.1186,32.3279,31.5095,32.1566,126983.0
2022-09-13,31.6523,32.071,31.0622,31.3668,176008.0
2022-09-14,31.4143,31.6523,31.0622,31.5856,191016.0
2022-09-15,31.5569,32.1317,31.5377,31.8347,166462.0
2022-09-16,31.4898,32.2371,31.3844,32.1796,514366.0
2022-09-17,31.4898,32.2371,31.3844,32.1796,514366.0
2022-09-18,31.4898,32.2371,31.3844,32.1796,514366.0
2022-09-19,31.8155,32.9652,31.7485,32.8502,186206.0
2022-09-20,32.5915,32.9843,32.3808,32.7448,133011.0
2022-09-21,32.8598,33.2142,32.4287,32.4766,129910.0
2022-09-22,32.4766,32.5963,31.7006,31.9592,148176.0
2022-09-23,31.806,31.806,31.0779,31.5473,121171.0
2022-09-24,31.806,31.806,31.0779,31.5473,121171.0
2022-09-25,31.806,31.806,31.0779,31.5473,121171.0
2022-09-26,31.3078,31.8826,31.2695,31.4228,129145.0
2022-09-27,31.5281,31.7581,30.642,30.8192,150148.0
2022-09-28,30.6947,31.418,30.6564,31.0875,253721.0
2022-09-29,30.7522,30.9054,30.2061,30.4552,179608.0
2022-09-30,30.4552,30.8767,29.9187,29.9666,355760.0
2022-10-01,30.4552,30.8767,29.9187,29.9666,355760.0
2022-10-02,30.4552,30.8767,29.9187,29.9666,355760.0
2022-10-03,30.436,30.8959,30.0336,30.7043,246427.0
2022-10-04,31.0875,31.9976,31.0875,31.9784,175199.0
2022-10-05,31.4898,31.988,31.394,31.9592,247717.0
2022-10-06,31.7197,32.0167,31.4084,31.8155,133648.0
2022-10-07,31.7581,31.7581,30.9725,31.0683,199605.0
2022-10-08,31.7581,31.7581,30.9725,31.0683,199605.0
2022-10-09,31.7581,31.7581,30.9725,31.0683,199605.0
2022-10-10,31.212,31.715,31.212,31.4707,141169.0
2022-10-11,31.4228,31.9018,31.2599,31.7485,246975.0
2022-10-12,31.6718,31.9401,31.2982,31.5856,157931.0
2022-10-13,31.1545,33.0514,30.915,32.9268,196753.0
2022-10-14,33.2238,33.6453,32.7065,32.9077,196004.0
2022-10-15,33.2238,33.6453,32.7065,32.9077,196004.0
2022-10-16,33.2238,33.6453,32.7065,32.9077,196004.0
2022-10-17,33.2909,33.7316,33.0801,33.2813,348495.0
2022-10-18,33.904,33.904,33.1232,33.3675,207737.0
2022-10-19,33.0418,33.5016,32.8981,33.4442,186706.0
2022-10-20,33.31,33.4825,32.0934,32.4478,166366.0
2022-10-21,32.7065,33.2526,32.5245,33.0801,143219.0
2022-10-22,32.7065,33.2526,32.5245,33.0801,143219.0
2022-10-23,32.7065,33.2526,32.5245,33.0801,143219.0
2022-10-24,33.1951,33.6635,33.0226,33.5208,109142.0
2022-10-25,32.4191,33.9088,32.2562,33.6932,347170.0
2022-10-26,34.2489,35.2069,32.6873,34.086,250482.0
2022-10-27,35.3506,36.1649,35.1111,35.6859,272576.0
2022-10-28,36.1362,37.6977,36.1362,37.669,489344.0
2022-10-29,36.1362,37.6977,36.1362,37.669,489344.0
2022-10-30,36.1362,37.6977,36.1362,37.669,489344.0
2022-10-31,38.3492,38.991,37.7361,38.6749,546616.0
2022-11-01,39.0006,39.106,38.1976,38.2917,306524.0
2022-11-02,38.263,38.6941,37.6307,37.851,346891.0
2022-11-03,37.6594,37.8606,37.1379,37.7744,164701.0
2022-11-04,38.1001,38.9096,38.0618,38.7899,216262.0
2022-11-05,38.1001,38.9096,38.0618,38.7899,216262.0
2022-11-06,38.1001,38.9096,38.0618,38.7899,216262.0
2022-11-07,38.8473,39.3647,38.2821,38.5887,150128.0
2022-11-08,38.5887,38.8665,38.1767,38.4929,154941.0
2022-11-09,38.3683,38.7803,38.0043,38.3588,164249.0
2022-11-10,39.1252,40.0161,39.1252,39.4605,239705.0
2022-11-11,39.403,39.9299,38.8473,38.924,147992.0
2022-11-12,39.403,39.9299,38.8473,38.924,147992.0
2022-11-13,39.403,39.9299,38.8473,38.924,147992.0
2022-11-14,38.9048,39.4701,38.5695,38.7324,208001.0
2022-11-15,39.0677,39.403,38.4833,38.924,130161.0
2022-11-16,38.8665,38.8665,38.1576,38.2342,186859.0
2022-11-17,37.8893,38.1815,37.4582,37.8798,203855.0
2022-11-18,38.5791,38.9144,37.8319,38.0714,191311.0
2022-11-19,38.5791,38.9144,37.8319,38.0714,191311.0
2022-11-20,38.5791,38.9144,37.8319,38.0714,191311.0
2022-11-21,38.1959,38.627,38.0905,38.5408,113005.0
2022-11-22,39.0485,39.2689,38.742,39.106,160155.0
2022-11-23,38.809,39.13,38.5504,38.9719,119803.0
2022-11-24,38.809,39.13,38.5504,38.9719,119803.0
2022-11-25,39.1827,39.5275,38.6653,39.288,46875.0
2022-11-26,39.1827,39.5275,38.6653,39.288,46875.0
2022-11-27,39.1827,39.5275,38.6653,39.288,46875.0
2022-11-28,39.1731,39.2689,38.3588,38.5983,127710.0
2022-11-29,38.5599,38.9,38.3492,38.4546,152287.0
2022-11-30,38.5599,39.221,36.9026,39.0581,237633.0
2022-12-01,39.2689,39.3455,38.7994,39.0485,151182.0
2022-12-02,38.7515,39.1827,38.3923,39.0198,112121.0
2022-12-03,38.7515,39.1827,38.3923,39.0198,112121.0
2022-12-04,38.7515,39.1827,38.3923,39.0198,112121.0
2022-12-05,38.8186,38.8186,37.4391,38.0235,198591.0
2022-12-06,38.0139,38.5983,37.6498,38.0905,153866.0
2022-12-07,37.9468,38.4546,37.4678,38.0618,776331.0
2022-12-08,38.1672,38.4929,37.9851,38.4162,146467.0
2022-12-09,38.3109,38.7468,38.0809,38.2151,164000.0
2022-12-10,38.3109,38.7468,38.0809,38.2151,164000.0
2022-12-11,38.3109,38.7468,38.0809,38.2151,164000.0
2022-12-12,38.0809,38.9863,37.6211,38.3204,208536.0
2022-12-13,39.0677,39.1443,37.4295,37.487,311498.0
2022-12-14,37.3433,37.7265,35.9254,35.9446,266912.0
2022-12-15,35.8771,35.8771,35.2989,35.4531,222384.0
2022-12-16,35.3567,35.9253,35.2893,35.5398,915660.0
2022-12-17,35.3567,35.9253,35.2893,35.5398,915660.0
2022-12-18,35.3567,35.9253,35.2893,35.5398,915660.0
2022-12-19,35.5398,36.0795,35.3085,35.5205,269139.0
2022-12-20,35.6747,35.9542,35.4242,35.6555,164217.0
2022-12-21,36.012,36.3204,35.4627,36.0987,335028.0
2022-12-22,36.0987,36.3878,35.4435,36.3878,154053.0
2022-12-23,36.2818,36.9468,36.2818,36.8504,116108.0
2022-12-24,36.2818,36.9468,36.2818,36.8504,116108.0
2022-12-25,36.2818,36.9468,36.2818,36.8504,116108.0
2022-12-26,36.2818,36.9468,36.2818,36.8504,116108.0
2022-12-27,37.0239,37.0239,36.3975,36.436,162564.0
2022-12-28,36.542,36.6673,36.1084,36.1084,122914.0
2022-12-29,36.2626,36.5131,35.853,36.4649,170470.0
2022-12-30,36.33,36.5035,36.1855,36.224,155158.0
2022-12-31,36.33,36.5035,36.1855,36.224,155158.0
2023-01-01,36.33,36.5035,36.1855,36.224,155158.0
2023-01-02,36.33,36.5035,36.1855,36.224,155158.0
2023-01-03,36.5324,36.6673,35.6458,36.0698,176451.0
2023-01-04,36.648,36.7733,35.3664,35.4435,167635.0
2023-01-05,35.3085,35.3085,34.6243,34.8267,136593.0
2023-01-06,35.2025,35.7904,35.1254,35.6073,139777.0
2023-01-07,35.2025,35.7904,35.1254,35.6073,139777.0
2023-01-08,35.2025,35.7904,35.1254,35.6073,139777.0
2023-01-09,35.5495,36.0409,34.952,35.2604,205271.0
2023-01-10,35.3664,35.9831,35.0869,35.6362,171671.0
2023-01-11,35.5591,35.8916,35.4435,35.8,98078.0
2023-01-12,35.906,36.754,35.906,36.5709,154538.0
2023-01-13,36.2337,36.7058,35.7518,36.5902,116143.0
2023-01-14,36.2337,36.7058,35.7518,36.5902,116143.0
2023-01-15,36.2337,36.7058,35.7518,36.5902,116143.0
2023-01-16,36.2337,36.7058,35.7518,36.5902,116143.0
2023-01-17,36.436,36.5517,35.9156,36.1469,96262.0
2023-01-18,36.0216,36.0216,34.4798,34.4991,902035.0
2023-01-19,34.3738,34.5954,33.9112,34.1811,178222.0
2023-01-20,34.6918,34.8845,34.0461,34.7207,238926.0
2023-01-21,34.6918,34.8845,34.0461,34.7207,238926.0
2023-01-22,34.6918,34.8845,34.0461,34.7207,238926.0
2023-01-23,34.7014,34.9327,34.4836,34.7496,144585.0
2023-01-24,34.7496,34.9279,34.2967,34.8556,107444.0
2023-01-25,34.9231,34.9231,32.3116,33.2463,428427.0
2023-01-26,33.4872,33.7137,32.7356,33.3427,251763.0
2023-01-27,33.227,33.6366,33.1499,33.5161,148027.0
2023-01-28,33.227,33.6366,33.1499,33.5161,148027.0
2023-01-29,33.227,33.6366,33.1499,33.5161,148027.0
2023-01-30,33.3427,33.9525,33.3234,33.4969,209790.0
2023-01-31,33.3523,34.4798,33.3523,34.2871,255029.0
2023-02-01,33.9787,35.3664,33.733,34.8845,308736.0
2023-02-02,34.8845,36.3975,34.5954,36.3686,297660.0
2023-02-03,36.0987,36.8986,35.9831,36.8408,268819.0
2023-02-04,36.0987,36.8986,35.9831,36.8408,268819.0
2023-02-05,36.0987,36.8986,35.9831,36.8408,268819.0
2023-02-06,36.8118,37.0094,35.5976,36.1469,165800.0
2023-02-07,35.8096,36.6962,35.7036,36.5998,178552.0
2023-02-08,36.2915,36.5806,34.5472,36.2433,168203.0
2023-02-09,36.2818,36.6673,35.5109,35.8386,194525.0
2023-02-10,35.7325,36.0409,35.694,35.8675,101150.0
2023-02-11,35.7325,36.0409,35.694,35.8675,101150.0
2023-02-12,35.7325,36.0409,35.694,35.8675,101150.0
2023-02-13,35.8096,36.2433,35.7592,36.224,99511.0
2023-02-14,36.1951,36.4167,35.3374,36.2337,182658.0
2023-02-15,36.1469,36.7444,36.0409,36.5709,161693.0
2023-02-16,36.3878,36.6914,35.8964,36.2047,162269.0
2023-02-17,36.2626,36.6047,35.8867,36.0216,204903.0
2023-02-18,36.2626,36.6047,35.8867,36.0216,204903.0
2023-02-19,36.2626,36.6047,35.8867,36.0216,204903.0
2023-02-20,36.2626,36.6047,35.8867,36.0216,204903.0
2023-02-21,35.8386,36.0843,35.2796,35.2796,154497.0
2023-02-22,35.3278,35.588,34.8653,34.9616,204929.0
2023-02-23,35.1736,35.7904,35.0339,35.5302,164700.0
2023-02-24,35.164,35.4916,34.8942,35.1447,167792.0
2023-02-25,35.164,35.4916,34.8942,35.1447,167792.0
2023-02-26,35.164,35.4916,34.8942,35.1447,167792.0
2023-02-27,35.3085,35.6314,34.7207,34.846,90763.0
2023-02-28,34.8845,35.2411,34.634,34.6725,196879.0
2023-03-01,34.5087,34.6725,34.0943,34.3063,143990.0
2023-03-02,34.0365,34.8072,33.6029,33.998,176982.0
2023-03-03,34.1232,34.4798,33.6125,34.422,198985.0
2023-03-04,34.1232,34.4798,33.6125,34.422,198985.0
2023-03-05,34.1232,34.4798,33.6125,34.422,198985.0
2023-03-06,34.3738,34.6629,32.9379,33.1596,275461.0
2023-03-07,33.1596,33.1596,32.1285,32.379,222889.0
2023-03-08,32.4079,32.4754,31.955,32.2537,167873.0
2023-03-09,32.0995,32.0995,30.3746,30.471,206466.0
2023-03-10,30.1048,30.9432,28.9002,30.8853,384937.0
2023-03-11,30.1048,30.9432,28.9002,30.8853,384937.0
2023-03-12,30.1048,30.9432,28.9002,30.8853,384937.0
2023-03-13,29.7097,31.6081,27.5992,29.9409,488338.0
2023-03-14,32.0225,32.3597,29.9218,30.3457,369186.0
2023-03-15,28.9676,30.3457,28.8135,30.1337,329832.0
2023-03-16,29.5611,32.2881,29.4931,31.5021,267519.0
2023-03-17,30.716,30.716,29.5999,30.1337,884863.0
2023-03-18,30.716,30.716,29.5999,30.1337,884863.0
2023-03-19,30.716,30.716,29.5999,30.1337,884863.0
2023-03-20,30.3278,31.5784,29.8425,29.8813,306546.0
2023-03-21,30.8712,32.7055,30.6659,30.7742,262722.0
2023-03-22,30.7451,31.24,29.532,29.6096,279866.0
2023-03-23,29.6387,29.7649,28.5518,29.1049,260035.0
2023-03-24,28.8914,30.3666,28.5227,30.1434,217941.0
2023-03-25,28.8914,30.3666,28.5227,30.1434,217941.0
2023-03-26,28.8914,30.3666,28.5227,30.1434,217941.0
2023-03-27,30.648,31.5166,30.0948,30.2695,186184.0
2023-03-28,30.2792,30.6286,29.8619,30.3278,161877.0
2023-03-29,30.4927,30.5854,29.8231,30.2889,228044.0
2023-03-30,30.5704,30.5704,29.0176,29.1729,184093.0
2023-03-31,29.3379,29.891,29.0749,29.6775,248179.0
2023-04-01,29.3379,29.891,29.0749,29.6775,248179.0
2023-04-02,29.3379,29.891,29.0749,29.6775,248179.0
2023-04-03,29.7066,30.0075,29.2505,29.8037,211040.0
2023-04-04,29.8813,29.8813,27.9502,29.2408,232309.0
2023-04-05,28.9788,29.1244,28.6488,28.7847,200215.0
2023-04-06,28.1053,29.0855,28.1053,29.0079,200247.0
2023-04-07,28.1053,29.0855,28.1053,29.0079,200247.0
2023-04-08,28.1053,29.0855,28.1053,29.0079,200247.0
2023-04-09,28.1053,29.0855,28.1053,29.0079,200247.0
2023-04-10,28.9788,29.6096,28.7168,29.202,242139.0
2023-04-11,29.3767,29.4931,28.6294,28.6876,149612.0
2023-04-12,28.8429,29.6096,28.1927,28.3577,206758.0
2023-04-13,28.3188,28.707,28.1442,28.4159,197413.0
2023-04-14,28.707,29.0516,27.4648,27.6686,168066.0
2023-04-15,28.707,29.0516,27.4648,27.6686,168066.0
2023-04-16,28.707,29.0516,27.4648,27.6686,168066.0
2023-04-17,27.6104,28.5712,27.3047,28.5518,240374.0
2023-04-18,28.5227,28.6973,27.3581,27.688,168063.0
2023-04-19,27.8045,28.4256,27.3192,28.2218,188876.0
2023-04-20,28.018,28.0568,27.4066,27.7463,182255.0
2023-04-21,27.6977,27.6977,27.0184,27.261,197650.0
2023-04-22,27.6977,27.6977,27.0184,27.261,197650.0
2023-04-23,27.6977,27.6977,27.0184,27.261,197650.0
2023-04-24,27.0863,27.6783,27.0863,27.2125,175411.0
2023-04-25,26.9311,26.9311,25.7665,26.3293,268999.0
2023-04-26,26.0576,26.8292,25.7859,26.669,244511.0
2023-04-27,26.6302,27.4454,26.5914,27.3095,188936.0
2023-04-28,27.1737,27.8724,27.0264,27.2901,230556.0
2023-04-29,27.1737,27.8724,27.0264,27.2901,230556.0
2023-04-30,27.1737,27.8724,27.0264,27.2901,230556.0
2023-05-01,27.3095,27.4745,26.6399,26.8922,169008.0
2023-05-02,26.7661,27.3241,25.2036,25.4462,238936.0
2023-05-03,25.5238,26.0673,24.9804,25.0871,259322.0
2023-05-04,24.6989,25.2715,24.0875,24.8833,406341.0
2023-05-05,25.4462,25.9606,24.9804,25.7568,268515.0
2023-05-06,25.4462,25.9606,24.9804,25.7568,268515.0
2023-05-07,25.4462,25.9606,24.9804,25.7568,268515.0
2023-05-08,26.0479,27.0796,24.8445,24.8736,156037.0
2023-05-09,24.7377,24.8639,23.3499,23.4567,348365.0
2023-05-10,23.9517,24.5631,23.2626,23.6314,408739.0
2023-05-11,23.3597,23.544,22.986,23.2238,159145.0
2023-05-12,23.3694,23.5246,22.7774,23.4858,173214.0
2023-05-13,23.3694,23.5246,22.7774,23.4858,173214.0
2023-05-14,23.3694,23.5246,22.7774,23.4858,173214.0
2023-05-15,23.5732,24.3981,23.2092,24.1458,173343.0
2023-05-16,24.2234,24.5339,23.874,23.9128,252338.0
2023-05-17,24.3398,25.7665,24.3156,25.5627,270526.0
2023-05-18,25.553,25.7859,24.9852,25.4559,279250.0
2023-05-19,25.8829,25.9897,24.7329,25.1065,244203.0
2023-05-20,25.8829,25.9897,24.7329,25.1065,244203.0
2023-05-21,25.8829,25.9897,24.7329,25.1065,244203.0
2023-05-22,25.3395,25.8538,25.0386,25.7568,140179.0
2023-05-23,25.7471,26.7467,25.5821,26.2032,230179.0
2023-05-24,26.0576,26.2808,25.6403,26.0479,211056.0
2023-05-25,25.8538,26.3293,25.4753,25.9023,229095.0
2023-05-26,25.8538,26.3488,25.519,26.3002,117079.0
2023-05-27,25.8538,26.3488,25.519,26.3002,117079.0
2023-05-28,25.8538,26.3488,25.519,26.3002,117079.0
2023-05-29,25.8538,26.3488,25.519,26.3002,117079.0
2023-05-30,26.2808,26.2808,25.6985,26.0867,137249.0
2023-05-31,25.9023,26.0188,25.2424,25.3492,212714.0
2023-06-01,25.4947,26.2032,25.2133,25.7859,207338.0
2023-06-02,26.1838,28.2315,26.145,28.0277,351742.0
2023-06-03,26.1838,28.2315,26.145,28.0277,351742.0
2023-06-04,26.1838,28.2315,26.145,28.0277,351742.0
2023-06-05,27.7754,27.7754,26.6399,26.7272,329374.0
2023-06-06,26.7078,28.775,26.7078,28.0374,380711.0
2023-06-07,28.4256,30.0463,28.1053,29.5514,327480.0
2023-06-08,29.4155,29.532,28.707,28.9594,310771.0
2023-06-09,28.8817,29.0322,28.5324,28.8429,198955.0
2023-06-10,28.8817,29.0322,28.5324,28.8429,198955.0
2023-06-11,28.8817,29.0322,28.5324,28.8429,198955.0
2023-06-12,28.8623,29.5514,28.4935,28.6876,293173.0
2023-06-13,28.8235,29.5708,28.61,29.3282,240869.0
2023-06-14,29.3087,29.7163,28.2703,28.3771,319983.0
2023-06-15,28.1815,29.2865,27.761,29.218,250881.0
2023-06-16,29.5505,29.5603,28.3966,28.8269,796325.0
2023-06-17,29.5505,29.5603,28.3966,28.8269,796325.0
2023-06-18,29.5505,29.5603,28.3966,28.8269,796325.0
2023-06-19,29.5505,29.5603,28.3966,28.8269,796325.0
2023-06-20,28.7487,28.7487,28.0446,28.3086,212819.0
2023-06-21,28.25,28.4162,27.8295,27.9566,177485.0
2023-06-22,27.8588,28.1326,26.7147,26.9299,217317.0
2023-06-23,26.4703,27.0179,26.216,26.6463,430548.0
2023-06-24,26.4703,27.0179,26.216,26.6463,430548.0
2023-06-25,26.4703,27.0179,26.216,26.6463,430548.0
2023-06-26,26.8027,27.3748,26.6463,26.705,215296.0
2023-06-27,26.7539,27.497,26.4018,26.6854,159930.0
2023-06-28,26.4996,26.4996,26.04,26.1574,188984.0
2023-06-29,26.3432,26.7245,25.9765,26.1183,211389.0
2023-06-30,26.3627,27.1157,25.4142,25.5511,248570.0
2023-07-01,26.3627,27.1157,25.4142,25.5511,248570.0
2023-07-02,26.3627,27.1157,25.4142,25.5511,248570.0
2023-07-03,25.5022,26.0791,25.3311,25.9422,95948.0
2023-07-04,25.5022,26.0791,25.3311,25.9422,95948.0
2023-07-05,25.6978,25.952,25.3702,25.688,174830.0
2023-07-06,25.3555,25.5511,24.8862,25.3751,197126.0
2023-07-07,25.4729,26.1965,25.4631,25.9227,156925.0
2023-07-08,25.4729,26.1965,25.4631,25.9227,156925.0
2023-07-09,25.4729,26.1965,25.4631,25.9227,156925.0
2023-07-10,25.8249,26.5778,25.8249,26.2258,194338.0
2023-07-11,26.3529,26.7245,25.9126,26.6756,162037.0
2023-07-12,27.2232,27.6633,27.0961,27.409,228989.0
2023-07-13,27.6144,27.9566,27.3406,27.7317,167940.0
2023-07-14,27.9077,27.9077,26.6561,26.9788,190448.0
2023-07-15,27.9077,27.9077,26.6561,26.9788,190448.0
2023-07-16,27.9077,27.9077,26.6561,26.9788,190448.0
2023-07-17,26.8125,27.6046,26.8125,27.4286,198829.0
2023-07-18,27.4188,28.7193,27.4188,28.6704,164501.0
2023-07-19,28.6998,29.7852,28.4455,29.7461,229242.0
2023-07-20,29.6874,29.6874,28.866,29.0616,256876.0
2023-07-21,29.3451,29.3843,28.6704,28.8856,243685.0
2023-07-22,29.3451,29.3843,28.6704,28.8856,243685.0
2023-07-23,29.3451,29.3843,28.6704,28.8856,243685.0
2023-07-24,28.7291,29.5994,28.7291,29.4136,268792.0
2023-07-25,29.4038,29.7314,28.8269,29.0322,230003.0
2023-07-26,30.2057,30.9341,29.7656,30.851,341322.0
2023-07-27,30.851,31.2226,29.5896,30.0101,300939.0
2023-07-28,30.2252,30.3426,29.795,29.9905,141087.0
2023-07-29,30.2252,30.3426,29.795,29.9905,141087.0
2023-07-30,30.2252,30.3426,29.795,29.9905,141087.0
2023-07-31,29.9319,30.5577,29.9319,30.2545,222194.0
2023-08-01,30.1665,30.1665,29.4136,29.8634,116865.0
2023-08-02,29.3549,29.9612,29.2376,29.4527,151381.0
2023-08-03,29.4918,30.1176,29.2082,29.795,133668.0
2023-08-04,29.7265,30.3328,29.7167,30.1176,149421.0
2023-08-05,29.7265,30.3328,29.7167,30.1176,149421.0
2023-08-06,29.7265,30.3328,29.7167,30.1176,149421.0
2023-08-07,30.1763,30.8608,29.9612,30.7826,145803.0
2023-08-08,30.0492,30.4599,29.3696,30.4012,137932.0
2023-08-09,30.059,30.3034,28.8464,30.147,148403.0
2023-08-10,30.1665,30.5968,29.8732,30.1861,179363.0
2023-08-11,29.9905,30.4697,29.9319,30.235,139627.0
2023-08-12,29.9905,30.4697,29.9319,30.235,139627.0
2023-08-13,29.9905,30.4697,29.9319,30.235,139627.0
2023-08-14,29.9905,30.0199,29.5114,29.9221,174780.0
