,DTE US Equity,DTE US Equity,DTE US Equity,DTE US Equity,DTE US Equity
2021-03-05,92.3846,94.8357,92.2653,94.3379,871217.0
2021-03-06,92.3846,94.8357,92.2653,94.3379,871217.0
2021-03-07,92.3846,94.8357,92.2653,94.3379,871217.0
2021-03-08,94.0621,95.8928,93.1965,95.5481,1035486.0
2021-03-09,95.5481,96.3179,95.1268,95.4638,683192.0
2021-03-10,95.1498,97.0379,95.1115,96.6894,553693.0
2021-03-11,96.2068,97.4908,95.9733,96.4366,732082.0
2021-03-12,97.105,98.5112,96.7496,98.403,645020.0
2021-03-13,97.105,98.5112,96.7496,98.403,645020.0
2021-03-14,97.105,98.5112,96.7496,98.403,645020.0
2021-03-15,98.403,101.2386,98.403,101.2154,1184141.0
2021-03-16,100.3655,101.2154,99.7998,100.3578,843162.0
2021-03-17,100.6359,101.0763,99.8169,100.0796,956736.0
2021-03-18,100.1646,100.8214,99.2684,100.435,716619.0
2021-03-19,100.5818,101.5245,99.4383,100.3887,2171622.0
2021-03-20,100.5818,101.5245,99.4383,100.3887,2171622.0
2021-03-21,100.5818,101.5245,99.4383,100.3887,2171622.0
2021-03-22,99.616,99.9058,97.7694,98.6348,896312.0
2021-03-23,98.5421,100.0062,98.3103,99.5001,742438.0
2021-03-24,99.1216,101.3545,99.0211,100.8523,1143453.0
2021-03-25,101.3081,103.1779,100.8368,102.5289,946666.0
2021-03-26,102.5521,103.4715,102.0421,102.9461,587161.0
2021-03-27,102.5521,103.4715,102.0421,102.9461,587161.0
2021-03-28,102.5521,103.4715,102.0421,102.9461,587161.0
2021-03-29,102.722,104.3909,102.6448,103.5488,667024.0
2021-03-30,103.0465,103.5333,102.0189,103.1702,471290.0
2021-03-31,103.0697,103.1702,102.1773,102.8688,1375498.0
2021-04-01,102.637,102.8134,101.6944,102.7838,736959.0
2021-04-02,102.637,102.8134,101.6944,102.7838,736959.0
2021-04-03,102.637,102.8134,101.6944,102.7838,736959.0
2021-04-04,102.637,102.8134,101.6944,102.7838,736959.0
2021-04-05,102.9925,104.6845,102.8843,103.8578,702233.0
2021-04-06,103.5642,104.6536,102.8457,104.4064,436914.0
2021-04-07,104.6227,105.1481,104.051,104.8468,789974.0
2021-04-08,105.1945,105.1945,104.19,104.2673,611336.0
2021-04-09,104.4836,105.0399,104.3059,104.6614,612202.0
2021-04-10,104.4836,105.0399,104.3059,104.6614,612202.0
2021-04-11,104.4836,105.0399,104.3059,104.6614,612202.0
2021-04-12,105.1327,105.9594,104.6305,104.7927,556884.0
2021-04-13,104.3291,106.6007,104.1746,106.338,626048.0
2021-04-14,106.5852,107.2651,105.913,107.1802,861724.0
2021-04-15,106.7397,107.8292,106.7397,107.7674,1056888.0
2021-04-16,108.3314,109.3204,108.0725,108.6945,779362.0
2021-04-17,108.3314,109.3204,108.0725,108.6945,779362.0
2021-04-18,108.3314,109.3204,108.0725,108.6945,779362.0
2021-04-19,107.976,108.4395,107.3347,107.9373,969591.0
2021-04-20,108.5632,109.6989,108.4009,109.4594,876282.0
2021-04-21,109.3513,109.5908,108.0919,108.2773,905114.0
2021-04-22,108.2464,108.3816,106.6239,106.7475,1107490.0
2021-04-23,106.5389,107.2265,106.1216,106.4925,1142959.0
2021-04-24,106.5389,107.2265,106.1216,106.4925,1142959.0
2021-04-25,106.5389,107.2265,106.1216,106.4925,1142959.0
2021-04-26,106.6779,106.6779,105.5035,106.2607,705086.0
2021-04-27,105.5576,107.5974,105.2524,105.2717,889419.0
2021-04-28,104.8004,105.7276,104.3678,105.5267,643075.0
2021-04-29,106.0366,107.8369,105.9169,107.8292,915102.0
2021-04-30,108.0841,108.3005,107.4506,108.1846,711453.0
2021-05-01,108.0841,108.3005,107.4506,108.1846,711453.0
2021-05-02,108.0841,108.3005,107.4506,108.1846,711453.0
2021-05-03,107.6128,109.6758,107.4738,108.5091,1266125.0
2021-05-04,108.4164,109.1349,107.7287,108.6559,836614.0
2021-05-05,108.9495,108.9495,106.2182,107.3038,711759.0
2021-05-06,107.9142,109.3667,107.5703,109.1736,743542.0
2021-05-07,108.625,110.3557,108.625,109.4749,654153.0
2021-05-08,108.625,110.3557,108.625,109.4749,654153.0
2021-05-09,108.625,110.3557,108.625,109.4749,654153.0
2021-05-10,110.0312,112.3645,110.0312,111.3756,929949.0
2021-05-11,111.5301,111.7387,108.8954,109.8921,675888.0
2021-05-12,110.0621,110.3565,106.9947,107.0874,837115.0
2021-05-13,107.1956,109.2693,107.0102,108.37,908472.0
2021-05-14,108.6327,110.263,108.6327,109.0345,714714.0
2021-05-15,108.6327,110.263,108.6327,109.0345,714714.0
2021-05-16,108.6327,110.263,108.6327,109.0345,714714.0
2021-05-17,109.5058,110.1703,108.5864,108.7641,479885.0
2021-05-18,108.7216,108.9418,106.3225,106.5002,1536145.0
2021-05-19,106.1912,107.381,105.2022,107.242,1352152.0
2021-05-20,107.5896,109.0731,107.3038,108.4473,904109.0
2021-05-21,108.4936,109.4981,107.4815,108.6868,1985508.0
2021-05-22,108.4936,109.4981,107.4815,108.6868,1985508.0
2021-05-23,108.4936,109.4981,107.4815,108.6868,1985508.0
2021-05-24,109.2894,110.3982,109.1967,109.8457,859828.0
2021-05-25,109.3204,109.6371,107.1879,107.2188,1078917.0
2021-05-26,107.3347,107.8523,106.4848,106.4925,1345218.0
2021-05-27,106.9484,107.0952,106.3071,106.5775,1399729.0
2021-05-28,107.072,107.3424,106.4461,106.6161,744033.0
2021-05-29,107.072,107.3424,106.4461,106.6161,744033.0
2021-05-30,107.072,107.3424,106.4461,106.6161,744033.0
2021-05-31,107.072,107.3424,106.4461,106.6161,744033.0
2021-06-01,107.1492,107.242,105.9594,106.6779,626118.0
2021-06-02,107.1802,107.1802,105.9826,106.1912,730607.0
2021-06-03,105.8821,106.8016,105.5035,106.3612,875152.0
2021-06-04,106.7629,106.9715,106.0907,106.1139,836469.0
2021-06-05,106.7629,106.9715,106.0907,106.1139,836469.0
2021-06-06,106.7629,106.9715,106.0907,106.1139,836469.0
2021-06-07,106.3071,107.0024,106.1912,106.508,710692.0
2021-06-08,106.647,106.7243,105.4881,106.2221,963365.0
2021-06-09,106.2993,108.1035,105.9671,107.3888,1307503.0
2021-06-10,107.8369,107.8369,106.6779,106.7475,1152669.0
2021-06-11,106.6239,107.1492,105.5422,107.1106,833418.0
2021-06-12,106.6239,107.1492,105.5422,107.1106,833418.0
2021-06-13,106.6239,107.1492,105.5422,107.1106,833418.0
2021-06-14,107.296,107.4583,106.2569,106.9175,838542.0
2021-06-15,106.9097,107.1029,105.7663,106.338,1206255.0
2021-06-16,106.6393,106.817,104.3137,104.7463,1562922.0
2021-06-17,104.5068,105.1327,103.7496,103.9274,967105.0
2021-06-18,103.0121,104.3518,102.6148,102.6927,1651780.0
2021-06-19,103.0121,104.3518,102.6148,102.6927,1651780.0
2021-06-20,103.0121,104.3518,102.6148,102.6927,1651780.0
2021-06-21,102.8251,103.8066,102.3734,103.5262,962382.0
2021-06-22,103.5262,103.5573,102.5136,102.6226,776411.0
2021-06-23,102.6226,102.6226,101.4854,101.6957,1016166.0
2021-06-24,101.6957,101.9294,100.7415,101.4387,828056.0
2021-06-25,101.2595,102.2877,100.9246,102.2487,1065079.0
2021-06-26,101.2595,102.2877,100.9246,102.2487,1065079.0
2021-06-27,101.2595,102.2877,100.9246,102.2487,1065079.0
2021-06-28,102.4668,102.8096,101.6801,102.0384,1120863.0
2021-06-29,101.6022,102.0306,100.5741,100.8623,1329054.0
2021-06-30,100.8623,101.353,100.3716,100.948,1309157.0
2021-07-01,101.8908,102.6965,101.2134,102.4218,2696180.0
2021-07-02,102.2113,102.5225,101.2866,102.2937,1480977.0
2021-07-03,102.2113,102.5225,101.2866,102.2937,1480977.0
2021-07-04,102.2113,102.5225,101.2866,102.2937,1480977.0
2021-07-05,102.2113,102.5225,101.2866,102.2937,1480977.0
2021-07-06,103.1725,103.6119,101.8268,102.8063,2023915.0
2021-07-07,102.4401,104.3717,102.2982,104.326,1875125.0
2021-07-08,103.8133,105.1316,103.4471,104.5732,1720819.0
2021-07-09,104.976,105.9006,104.4358,105.8273,1127498.0
2021-07-10,104.976,105.9006,104.4358,105.8273,1127498.0
2021-07-11,104.976,105.9006,104.4358,105.8273,1127498.0
2021-07-12,105.4795,106.34,105.1316,106.1935,1147717.0
2021-07-13,106.3858,106.578,105.0103,105.1865,834448.0
2021-07-14,105.2781,106.0104,104.8753,105.1865,1363839.0
2021-07-15,105.0675,106.3217,105.0675,106.0013,1943341.0
2021-07-16,106.0196,107.4385,105.8365,107.1548,929286.0
2021-07-17,106.0196,107.4385,105.8365,107.1548,929286.0
2021-07-18,106.0196,107.4385,105.8365,107.1548,929286.0
2021-07-19,106.697,107.2692,102.9986,104.271,1376424.0
2021-07-20,104.4999,106.5322,104.3901,106.3034,1137784.0
2021-07-21,106.7153,107.2875,105.2781,105.3147,993345.0
2021-07-22,105.3055,105.7541,105.1041,105.1682,680766.0
2021-07-23,105.2506,106.7428,104.9485,106.5231,1134159.0
2021-07-24,105.2506,106.7428,104.9485,106.5231,1134159.0
2021-07-25,105.2506,106.7428,104.9485,106.5231,1134159.0
2021-07-26,106.2851,106.5963,105.0492,106.0837,1226624.0
2021-07-27,106.2851,109.1871,105.6946,108.6653,1724704.0
2021-07-28,108.5463,108.6836,106.1569,107.7406,977131.0
2021-07-29,108.0794,108.8392,107.5026,108.1435,983642.0
2021-07-30,107.942,108.6286,107.0632,107.4019,643007.0
2021-07-31,107.942,108.6286,107.0632,107.4019,643007.0
2021-08-01,107.942,108.6286,107.0632,107.4019,643007.0
2021-08-02,107.8597,108.6561,107.3653,107.6583,924425.0
2021-08-03,107.823,108.3906,107.3012,108.1435,787806.0
2021-08-04,107.6583,107.9604,106.5597,107.8322,728418.0
2021-08-05,108.354,109.2786,107.9512,109.242,656432.0
2021-08-06,109.4068,110.4367,108.7293,109.4709,733178.0
2021-08-07,109.4068,110.4367,108.7293,109.4709,733178.0
2021-08-08,109.4068,110.4367,108.7293,109.4709,733178.0
2021-08-09,109.2328,109.9194,109.0589,109.7638,802623.0
2021-08-10,109.773,110.606,109.2786,109.8554,806192.0
2021-08-11,110.011,110.8349,109.8554,110.0201,992722.0
2021-08-12,110.3497,110.5969,109.7226,109.8096,491700.0
2021-08-13,110.0018,110.5236,109.7684,110.13,988131.0
2021-08-14,110.0018,110.5236,109.7684,110.13,988131.0
2021-08-15,110.0018,110.5236,109.7684,110.13,988131.0
2021-08-16,110.4229,111.4116,109.8004,109.8554,866195.0
2021-08-17,109.5258,110.2124,108.885,110.1392,771259.0
2021-08-18,110.1208,110.2673,109.3198,109.9835,812160.0
2021-08-19,109.9927,111.0363,109.7364,110.011,937074.0
2021-08-20,109.7913,111.549,109.0406,111.2102,1302602.0
2021-08-21,109.7913,111.549,109.0406,111.2102,1302602.0
2021-08-22,109.7913,111.549,109.0406,111.2102,1302602.0
2021-08-23,111.5673,111.5787,110.6335,110.9081,915698.0
2021-08-24,111.0455,111.0455,109.3519,110.3039,664511.0
2021-08-25,110.1575,110.8807,109.7913,110.5694,746044.0
2021-08-26,110.5694,110.6518,109.8828,110.3039,528319.0
2021-08-27,110.5603,111.1279,110.2673,110.4504,519021.0
2021-08-28,110.5603,111.1279,110.2673,110.4504,519021.0
2021-08-29,110.5603,111.1279,110.2673,110.4504,519021.0
2021-08-30,110.4504,110.8715,109.9469,110.2215,790133.0
2021-08-31,110.2215,110.6793,109.3976,110.1666,894931.0
2021-09-01,109.2603,111.3613,109.0736,111.1095,900069.0
2021-09-02,111.3201,111.8145,110.899,111.8053,954586.0
2021-09-03,111.4757,111.7687,110.5145,110.542,630639.0
2021-09-04,111.4757,111.7687,110.5145,110.542,630639.0
2021-09-05,111.4757,111.7687,110.5145,110.542,630639.0
2021-09-06,111.4757,111.7687,110.5145,110.542,630639.0
2021-09-07,109.9378,109.9744,108.7568,109.1962,898283.0
2021-09-08,109.1047,111.494,108.711,111.0729,1418988.0
2021-09-09,111.1919,111.2194,110.3406,110.3772,775787.0
2021-09-10,110.3772,110.4504,108.6927,108.7293,654813.0
2021-09-11,110.3772,110.4504,108.6927,108.7293,654813.0
2021-09-12,110.3772,110.4504,108.6927,108.7293,654813.0
2021-09-13,109.7089,109.7089,107.9237,108.0702,828045.0
2021-09-14,108.4456,108.6561,107.2921,107.4935,775164.0
2021-09-15,107.3104,107.7681,106.6696,106.9991,1175530.0
2021-09-16,107.2005,108.4456,106.5689,107.6216,1692586.0
2021-09-17,108.6496,109.2028,105.0541,105.1002,3477074.0
2021-09-18,108.6496,109.2028,105.0541,105.1002,3477074.0
2021-09-19,108.6496,109.2028,105.0541,105.1002,3477074.0
2021-09-20,103.7542,105.5796,103.7081,105.0357,1742482.0
2021-09-21,105.7916,105.7916,103.874,104.5286,1661520.0
2021-09-22,105.008,105.598,104.1598,105.0541,776219.0
2021-09-23,105.6994,105.9852,104.6853,104.8697,542266.0
2021-09-24,104.7314,105.3491,104.3626,104.8328,763330.0
2021-09-25,104.7314,105.3491,104.3626,104.8328,763330.0
2021-09-26,104.7314,105.3491,104.3626,104.8328,763330.0
2021-09-27,105.0725,105.9852,103.5698,103.8095,681567.0
2021-09-28,103.5974,103.9017,101.9195,102.7308,1012122.0
2021-09-29,102.8691,104.8328,102.6663,104.2981,958310.0
2021-09-30,104.7222,104.7774,102.9429,102.989,1602845.0
2021-10-01,103.9386,104.0215,102.7585,102.9521,718025.0
2021-10-02,103.9386,104.0215,102.7585,102.9521,718025.0
2021-10-03,103.9386,104.0215,102.7585,102.9521,718025.0
2021-10-04,102.5833,104.63,102.5741,104.1875,1011145.0
2021-10-05,104.5931,105.6533,103.7265,104.9066,1076319.0
2021-10-06,104.4548,106.3817,103.6435,106.2803,848079.0
2021-10-07,106.5845,107.5525,105.7455,106.0774,1117997.0
2021-10-08,105.9668,106.2987,105.0688,105.22,657411.0
2021-10-09,105.9668,106.2987,105.0688,105.22,657411.0
2021-10-10,105.9668,106.2987,105.0688,105.22,657411.0
2021-10-11,105.2846,105.2846,102.8599,103.3946,753388.0
2021-10-12,103.3946,104.252,103.118,103.9939,814187.0
2021-10-13,104.0953,105.2569,103.3393,105.0725,738583.0
2021-10-14,105.3307,106.1051,105.0357,106.0774,698358.0
2021-10-15,106.2249,106.6122,105.7271,106.059,869853.0
2021-10-16,106.2249,106.6122,105.7271,106.059,869853.0
2021-10-17,106.2249,106.6122,105.7271,106.059,869853.0
2021-10-18,105.303,105.7087,104.6991,104.8328,559580.0
2021-10-19,105.5151,105.9115,104.8789,105.5335,561060.0
2021-10-20,105.598,107.1008,105.5519,106.4554,856039.0
2021-10-21,106.52,106.7689,106.1235,106.3909,788649.0
2021-10-22,106.7689,107.5525,106.6306,106.9441,944106.0
2021-10-23,106.7689,107.5525,106.6306,106.9441,944106.0
2021-10-24,106.7689,107.5525,106.6306,106.9441,944106.0
2021-10-25,106.7965,107.6643,106.165,106.6214,1026452.0
2021-10-26,106.6859,108.1333,106.5845,107.2852,769879.0
2021-10-27,106.1973,107.027,104.9342,104.9342,1186076.0
2021-10-28,105.0541,105.7087,104.8467,105.4782,549196.0
2021-10-29,105.1924,105.8469,103.8424,104.5009,762051.0
2021-10-30,105.1924,105.8469,103.8424,104.5009,762051.0
2021-10-31,105.1924,105.8469,103.8424,104.5009,762051.0
2021-11-01,104.6023,104.6853,103.4592,104.1506,741414.0
2021-11-02,104.3811,104.5562,103.0351,104.252,646093.0
2021-11-03,103.8279,105.1094,103.4499,104.418,891490.0
2021-11-04,104.4733,104.7222,103.7957,104.547,728348.0
2021-11-05,105.1832,105.87,104.6392,105.22,523360.0
2021-11-06,105.1832,105.87,104.6392,105.22,523360.0
2021-11-07,105.1832,105.87,104.6392,105.22,523360.0
2021-11-08,105.3583,105.4413,103.284,103.5606,735186.0
2021-11-09,103.5145,104.1783,103.118,103.7173,711773.0
2021-11-10,103.7173,104.6853,103.5421,104.335,1034711.0
2021-11-11,104.169,104.3534,102.965,103.7081,754790.0
2021-11-12,103.6804,103.6804,102.9705,103.2194,471011.0
2021-11-13,103.6804,103.6804,102.9705,103.2194,471011.0
2021-11-14,103.6804,103.6804,102.9705,103.2194,471011.0
2021-11-15,103.8279,104.5009,103.1678,104.3626,1619450.0
2021-11-16,104.4087,104.9158,103.9201,103.9847,1271428.0
2021-11-17,103.8556,104.2981,103.201,103.9478,1267346.0
2021-11-18,103.9293,104.1506,102.3621,102.6847,1278108.0
2021-11-19,102.7954,102.7954,101.5738,102.5003,1661559.0
2021-11-20,102.7954,102.7954,101.5738,102.5003,1661559.0
2021-11-21,102.7954,102.7954,101.5738,102.5003,1661559.0
2021-11-22,102.4727,104.6761,102.1085,104.1229,1718105.0
2021-11-23,104.3903,104.5645,103.4038,103.4868,1140810.0
2021-11-24,103.4315,104.04,102.8876,103.4223,945181.0
2021-11-25,103.4315,104.04,102.8876,103.4223,945181.0
2021-11-26,102.4081,102.6571,101.5508,102.0209,784157.0
2021-11-27,102.4081,102.6571,101.5508,102.0209,784157.0
2021-11-28,102.4081,102.6571,101.5508,102.0209,784157.0
2021-11-29,102.6386,103.1641,101.9103,102.7861,1401020.0
2021-11-30,101.9933,102.316,99.7714,99.8821,1726190.0
2021-12-01,101.8181,102.9982,100.5735,100.6288,1503154.0
2021-12-02,100.9976,102.316,100.9054,101.4125,1472614.0
2021-12-03,101.9933,103.1734,101.2189,103.1549,2037809.0
2021-12-04,101.9933,103.1734,101.2189,103.1549,2037809.0
2021-12-05,101.9933,103.1734,101.2189,103.1549,2037809.0
2021-12-06,104.1506,106.1051,103.9201,105.2754,1011488.0
2021-12-07,105.0357,106.9717,104.9988,106.0313,1289746.0
2021-12-08,106.0313,107.1008,105.4782,105.5796,664179.0
2021-12-09,105.6165,106.9994,105.091,106.2342,627103.0
2021-12-10,106.7781,107.4235,106.2803,107.1469,559542.0
2021-12-11,106.7781,107.4235,106.2803,107.1469,559542.0
2021-12-12,106.7781,107.4235,106.2803,107.1469,559542.0
2021-12-13,106.8795,108.5851,106.5568,108.0227,905864.0
2021-12-14,108.6035,108.7879,107.7461,108.2901,987063.0
2021-12-15,108.4468,110.3921,108.4376,110.263,1506364.0
2021-12-16,110.4843,111.397,110.2774,110.936,995393.0
2021-12-17,110.5506,111.2472,108.0522,108.2937,1796657.0
2021-12-18,110.5506,111.2472,108.0522,108.2937,1796657.0
2021-12-19,110.5506,111.2472,108.0522,108.2937,1796657.0
2021-12-20,107.5507,108.9253,106.3247,108.786,885439.0
2021-12-21,109.2782,109.9079,107.7365,108.1823,992678.0
2021-12-22,107.9129,108.9438,107.8386,108.3866,420334.0
2021-12-23,108.2937,109.3804,108.0429,108.498,643775.0
2021-12-24,108.2937,109.3804,108.0429,108.498,643775.0
2021-12-25,108.2937,109.3804,108.0429,108.498,643775.0
2021-12-26,108.2937,109.3804,108.0429,108.498,643775.0
2021-12-27,108.9624,109.5197,108.2008,109.4547,415521.0
2021-12-28,109.7704,110.337,109.3804,110.272,500544.0
2021-12-29,110.2441,111.0216,109.8819,110.8757,452042.0
2021-12-30,111.2007,111.2007,110.3277,110.8199,387441.0
2021-12-31,110.9593,111.563,110.1791,111.0243,565376.0
2022-01-01,110.9593,111.563,110.1791,111.0243,565376.0
2022-01-02,110.9593,111.563,110.1791,111.0243,565376.0
2022-01-03,111.2193,111.2193,109.3804,110.6899,713641.0
2022-01-04,111.0057,112.2224,110.7921,110.8757,762016.0
2022-01-05,110.8757,112.0366,110.7271,110.7549,695017.0
2022-01-06,111.7766,112.1481,110.5599,111.0521,874669.0
2022-01-07,110.2813,111.9623,109.3432,111.1636,1023085.0
2022-01-08,110.2813,111.9623,109.3432,111.1636,1023085.0
2022-01-09,110.2813,111.9623,109.3432,111.1636,1023085.0
2022-01-10,111.3958,111.6373,109.9051,111.5908,941639.0
2022-01-11,111.8694,111.9159,109.4918,110.3184,954780.0
2022-01-12,110.1605,110.9453,109.2828,110.7178,1246725.0
2022-01-13,111.0336,112.3803,110.6528,111.2936,607956.0
2022-01-14,111.145,111.2054,109.7797,110.8757,690334.0
2022-01-15,111.145,111.2054,109.7797,110.8757,690334.0
2022-01-16,111.145,111.2054,109.7797,110.8757,690334.0
2022-01-17,111.145,111.2054,109.7797,110.8757,690334.0
2022-01-18,110.1884,110.6481,108.7952,109.9469,868164.0
2022-01-19,110.1141,111.0707,109.4872,110.2162,543576.0
2022-01-20,110.5042,111.6651,109.6776,109.9283,714335.0
2022-01-21,110.4763,111.5351,109.8819,110.0212,746502.0
2022-01-22,110.4763,111.5351,109.8819,110.0212,746502.0
2022-01-23,110.4763,111.5351,109.8819,110.0212,746502.0
2022-01-24,109.594,110.3927,105.7118,108.5538,1227131.0
2022-01-25,107.2349,110.0212,107.2349,109.2503,1450108.0
2022-01-26,109.1482,110.7781,108.6931,109.7612,1400706.0
2022-01-27,110.532,112.3153,110.3277,111.275,1373390.0
2022-01-28,110.9035,111.693,110.1605,111.6744,879476.0
2022-01-29,110.9035,111.693,110.1605,111.6744,879476.0
2022-01-30,110.9035,111.693,110.1605,111.6744,879476.0
2022-01-31,110.8757,111.953,110.7271,111.8509,1117385.0
2022-02-01,111.0893,111.6744,108.8417,110.0398,986428.0
2022-02-02,109.6961,112.1388,109.4175,111.6651,1004900.0
2022-02-03,111.7487,112.7425,111.0521,111.5072,871793.0
2022-02-04,110.9128,111.9252,110.4438,111.4515,949034.0
2022-02-05,110.9128,111.9252,110.4438,111.4515,949034.0
2022-02-06,110.9128,111.9252,110.4438,111.4515,949034.0
2022-02-07,111.4422,111.4422,110.0119,111.08,976938.0
2022-02-08,111.8323,112.1063,110.9407,111.3865,617281.0
2022-02-09,112.0273,112.5567,111.5351,111.9345,871415.0
2022-02-10,110.4856,111.4144,107.3324,107.625,1847826.0
2022-02-11,108.1544,109.594,107.7272,107.8851,821251.0
2022-02-12,108.1544,109.594,107.7272,107.8851,821251.0
2022-02-13,108.1544,109.594,107.7272,107.8851,821251.0
2022-02-14,108.4609,109.3339,107.3835,107.7829,1640087.0
2022-02-15,109.9655,110.5042,107.5879,108.0244,1597034.0
2022-02-16,107.9686,108.7674,106.882,108.1915,1581432.0
2022-02-17,107.8108,110.6435,107.4406,110.1048,1820977.0
2022-02-18,109.5847,111.5769,109.5847,110.8478,1840338.0
2022-02-19,109.5847,111.5769,109.5847,110.8478,1840338.0
2022-02-20,109.5847,111.5769,109.5847,110.8478,1840338.0
2022-02-21,109.5847,111.5769,109.5847,110.8478,1840338.0
2022-02-22,111.1914,111.5397,109.4454,109.9005,977077.0
2022-02-23,109.9469,110.5135,108.7209,108.9067,988998.0
2022-02-24,108.2194,109.7797,106.7195,109.3525,1850068.0
2022-02-25,110.8107,113.2997,110.5692,113.2626,1390446.0
2022-02-26,110.8107,113.2997,110.5692,113.2626,1390446.0
2022-02-27,110.8107,113.2997,110.5692,113.2626,1390446.0
2022-02-28,111.9252,113.5366,111.5142,112.9282,1642836.0
2022-03-01,112.7332,113.7734,110.6899,111.4515,1438778.0
2022-03-02,111.3679,114.0242,111.0986,113.6527,976978.0
2022-03-03,113.7827,117.0705,113.7827,116.2904,1161936.0
2022-03-04,115.5009,118.9188,115.5009,118.7702,860611.0
2022-03-05,115.5009,118.9188,115.5009,118.7702,860611.0
2022-03-06,115.5009,118.9188,115.5009,118.7702,860611.0
2022-03-07,118.7423,119.1509,117.1355,118.055,1212264.0
2022-03-08,118.5194,119.1045,117.1448,117.182,1039369.0
2022-03-09,117.9064,118.2826,115.5473,116.1232,1368999.0
2022-03-10,115.6402,118.5472,115.3244,118.2315,1283758.0
2022-03-11,117.6742,118.9838,117.4049,117.925,1302674.0
2022-03-12,117.6742,118.9838,117.4049,117.925,1302674.0
2022-03-13,117.6742,118.9838,117.4049,117.925,1302674.0
2022-03-14,118.6866,119.5039,116.908,117.507,916220.0
2022-03-15,118.9188,119.3646,117.3491,118.6587,1200161.0
2022-03-16,118.4079,119.0209,116.3647,118.6866,1403725.0
2022-03-17,119.0116,119.4504,117.9528,118.6773,1227107.0
2022-03-18,118.9719,119.3366,117.555,117.9057,2349093.0
2022-03-19,118.9719,119.3366,117.555,117.9057,2349093.0
2022-03-20,118.9719,119.3366,117.555,117.9057,2349093.0
2022-03-21,117.7467,119.8042,117.7467,118.869,1408995.0
2022-03-22,119.0467,119.0935,117.3633,117.569,1603815.0
2022-03-23,117.569,119.2537,117.0266,118.7381,1052574.0
2022-03-24,118.9438,119.9539,118.7194,119.5143,736236.0
2022-03-25,119.7949,121.4409,119.4582,121.4409,515719.0
2022-03-26,119.7949,121.4409,119.4582,121.4409,515719.0
2022-03-27,119.7949,121.4409,119.4582,121.4409,515719.0
2022-03-28,121.3474,121.5251,120.1119,121.3006,822979.0
2022-03-29,121.5812,122.4229,120.9639,122.133,899764.0
2022-03-30,122.3294,124.1344,121.7963,123.9754,1096364.0
2022-03-31,123.6668,125.6168,123.4143,123.6481,1149088.0
2022-04-01,123.5452,126.2293,123.0448,126.2013,901234.0
2022-04-02,123.5452,126.2293,123.0448,126.2013,901234.0
2022-04-03,123.5452,126.2293,123.0448,126.2013,901234.0
2022-04-04,125.4624,125.4624,123.3582,124.9761,713577.0
2022-04-05,125.1912,127.3142,125.1632,125.5934,877109.0
2022-04-06,126.0236,129.0538,125.8178,128.6984,1543268.0
2022-04-07,128.502,128.8574,126.6081,127.5013,1319353.0
2022-04-08,128.0531,128.848,126.7087,128.4552,1007286.0
2022-04-09,128.0531,128.848,126.7087,128.4552,1007286.0
2022-04-10,128.0531,128.848,126.7087,128.4552,1007286.0
2022-04-11,128.7732,129.5401,127.2768,127.9969,912176.0
2022-04-12,127.7725,129.3905,126.7998,128.9228,924462.0
2022-04-13,129.0631,129.2315,126.6783,127.7818,1073938.0
2022-04-14,127.6509,129.0818,127.6509,128.2869,817180.0
2022-04-15,127.6509,129.0818,127.6509,128.2869,817180.0
2022-04-16,127.6509,129.0818,127.6509,128.2869,817180.0
2022-04-17,127.6509,129.0818,127.6509,128.2869,817180.0
2022-04-18,128.4739,129.0912,127.4732,128.2869,648648.0
2022-04-19,128.6236,129.0631,127.6463,128.848,547964.0
2022-04-20,129.7178,130.7278,129.4653,130.1106,785160.0
2022-04-21,130.0264,131.1487,129.1286,129.325,1017394.0
2022-04-22,129.1005,129.3343,127.866,127.9502,664183.0
2022-04-23,129.1005,129.3343,127.866,127.9502,664183.0
2022-04-24,129.1005,129.3343,127.866,127.9502,664183.0
2022-04-25,128.2775,128.4459,125.5373,126.9121,889473.0
2022-04-26,126.2948,128.2775,125.7243,125.8085,699171.0
2022-04-27,126.3696,127.1926,124.9294,125.6682,764439.0
2022-04-28,125.3222,127.5854,124.8545,126.7437,989083.0
2022-04-29,126.0704,126.4164,122.3949,122.5538,1342971.0
2022-04-30,126.0704,126.4164,122.3949,122.5538,1342971.0
2022-05-01,126.0704,126.4164,122.3949,122.5538,1342971.0
2022-05-02,123.62,124.5179,119.0093,120.4028,1238229.0
2022-05-03,120.9546,123.1524,120.5898,121.2165,1377969.0
2022-05-04,122.0395,122.5726,121.1089,122.292,1404602.0
2022-05-05,122.0488,122.8999,119.505,120.487,1516031.0
2022-05-06,119.9165,121.5812,119.692,121.2819,1204386.0
2022-05-07,119.9165,121.5812,119.692,121.2819,1204386.0
2022-05-08,119.9165,121.5812,119.692,121.2819,1204386.0
2022-05-09,120.8143,122.3762,119.5425,121.1323,849292.0
2022-05-10,121.4503,123.1056,119.2431,120.0942,917200.0
2022-05-11,120.3093,123.2366,120.2532,121.6841,925707.0
2022-05-12,121.5812,122.1704,119.3647,120.3747,873712.0
2022-05-13,121.0855,121.8057,119.6265,121.4035,764066.0
2022-05-14,121.0855,121.8057,119.6265,121.4035,764066.0
