,GBCI US Equity,GBCI US Equity,GBCI US Equity,GBCI US Equity,GBCI US Equity
2020-03-18,25.8885,28.494,24.2273,25.3027,760741.0
2020-03-19,25.1366,27.5321,23.9038,26.9202,607509.0
2020-03-20,27.0776,27.5759,24.9442,25.2765,1001935.0
2020-03-21,27.0776,27.5759,24.9442,25.2765,1001935.0
2020-03-22,27.0776,27.5759,24.9442,25.2765,1001935.0
2020-03-23,25.1541,26.3563,23.7809,25.4426,966393.0
2020-03-24,26.7978,28.5814,25.8433,28.5727,867409.0
2020-03-25,28.8087,29.2453,26.4743,28.0743,654521.0
2020-03-26,28.3716,30.636,27.1125,30.3912,523408.0
2020-03-27,28.8437,30.1115,28.2404,28.8787,515254.0
2020-03-28,28.8437,30.1115,28.2404,28.8787,515254.0
2020-03-29,28.8437,30.1115,28.2404,28.8787,515254.0
2020-03-30,29.0273,30.1322,28.0172,29.5257,361135.0
2020-03-31,29.1759,29.9541,28.8699,29.7311,499108.0
2020-04-01,28.1705,28.9923,27.9606,28.7737,474223.0
2020-04-02,28.4065,30.0415,28.4065,29.7442,386494.0
2020-04-03,29.2371,29.9816,28.083,28.7475,439616.0
2020-04-04,29.2371,29.9816,28.083,28.7475,439616.0
2020-04-05,29.2371,29.9816,28.083,28.7475,439616.0
2020-04-06,30.1148,30.5646,28.9151,29.6296,472245.0
2020-04-07,30.6617,31.1909,28.9945,29.1886,400316.0
2020-04-08,29.7443,30.4059,29.1797,29.8149,398327.0
2020-04-09,30.7146,32.5405,30.4367,32.4082,408920.0
2020-04-10,30.7146,32.5405,30.4367,32.4082,408920.0
2020-04-11,30.7146,32.5405,30.4367,32.4082,408920.0
2020-04-12,30.7146,32.5405,30.4367,32.4082,408920.0
2020-04-13,32.3465,32.3465,30.2206,30.6617,296188.0
2020-04-14,31.7025,31.7555,30.1148,30.3882,564184.0
2020-04-15,29.3032,29.6649,28.1742,28.28,338737.0
2020-04-16,28.871,29.3555,26.7275,27.2744,503760.0
2020-04-17,28.2359,29.365,28.0036,29.1268,422943.0
2020-04-18,28.2359,29.365,28.0036,29.1268,422943.0
2020-04-19,28.2359,29.365,28.0036,29.1268,422943.0
2020-04-20,28.2888,29.6324,28.0683,29.0563,355333.0
2020-04-21,28.033,29.0827,27.6802,28.7652,322876.0
2020-04-22,29.5502,29.8237,28.0771,28.2094,301958.0
2020-04-23,28.2712,28.8975,28.0683,28.6152,465054.0
2020-04-24,28.8446,29.3077,27.7066,29.0298,660381.0
2020-04-25,28.8446,29.3077,27.7066,29.0298,660381.0
2020-04-26,28.8446,29.3077,27.7066,29.0298,660381.0
2020-04-27,29.4532,33.3785,28.7916,32.8404,780964.0
2020-04-28,32.8581,33.9607,32.3553,32.567,584998.0
2020-04-29,33.9431,35.6852,33.4226,34.5164,750526.0
2020-04-30,33.405,34.0666,32.7346,33.5902,675085.0
2020-05-01,32.5758,33.3344,32.4082,33.2727,679642.0
2020-05-02,32.5758,33.3344,32.4082,33.2727,679642.0
2020-05-03,32.5758,33.3344,32.4082,33.2727,679642.0
2020-05-04,32.7258,33.4491,32.4347,33.2727,440168.0
2020-05-05,34.1548,34.2165,33.1668,33.3697,423073.0
2020-05-06,33.502,33.5197,32.5008,32.664,396430.0
2020-05-07,33.1315,33.7931,32.7522,32.9551,399817.0
2020-05-08,33.7666,34.3665,33.2903,34.3312,368254.0
2020-05-09,33.7666,34.3665,33.2903,34.3312,368254.0
2020-05-10,33.7666,34.3665,33.2903,34.3312,368254.0
2020-05-11,33.6079,33.8549,32.6491,33.5549,616738.0
2020-05-12,33.6079,33.6079,31.6761,31.7555,399527.0
2020-05-13,31.288,31.3673,29.9825,31.0851,652490.0
2020-05-14,30.203,31.3585,29.0915,30.9263,523168.0
2020-05-15,30.6793,31.5702,30.3618,31.5614,826099.0
2020-05-16,30.6793,31.5702,30.3618,31.5614,826099.0
2020-05-17,30.6793,31.5702,30.3618,31.5614,826099.0
2020-05-18,33.4226,34.7546,32.9816,34.5782,512231.0
2020-05-19,34.2871,34.5517,32.9463,32.9463,346097.0
2020-05-20,33.8372,34.9134,33.749,34.7017,399779.0
2020-05-21,34.2342,35.0986,34.2342,34.3929,256259.0
2020-05-22,34.0754,34.7899,34.0754,34.4547,229572.0
2020-05-23,34.0754,34.7899,34.0754,34.4547,229572.0
2020-05-24,34.0754,34.7899,34.0754,34.4547,229572.0
2020-05-25,34.0754,34.7899,34.0754,34.4547,229572.0
2020-05-26,35.2839,36.2542,35.0457,35.8572,505422.0
2020-05-27,36.5717,39.1386,36.5276,38.8563,763168.0
2020-05-28,38.9887,39.0063,36.1924,36.7658,614343.0
2020-05-29,36.0248,36.5276,35.4515,36.3335,606850.0
2020-05-30,36.0248,36.5276,35.4515,36.3335,606850.0
2020-05-31,36.0248,36.5276,35.4515,36.3335,606850.0
2020-06-01,36.7128,36.9687,36.1483,36.4394,317035.0
2020-06-02,36.951,37.1715,36.113,36.2983,284562.0
2020-06-03,37.3303,38.3624,37.2245,37.4273,383473.0
2020-06-04,37.2245,38.2212,36.9422,38.0448,406648.0
2020-06-05,39.068,40.9734,38.53,40.4177,726918.0
2020-06-06,39.068,40.9734,38.53,40.4177,726918.0
2020-06-07,39.068,40.9734,38.53,40.4177,726918.0
2020-06-08,40.3559,41.0528,39.8619,40.1883,479719.0
2020-06-09,39.0328,39.7737,38.8563,39.1033,689767.0
2020-06-10,38.874,39.0897,36.7922,36.8716,473679.0
2020-06-11,35.3985,35.6808,34.1459,34.1812,683438.0
2020-06-12,35.8572,35.8572,33.5726,34.6664,508357.0
2020-06-13,35.8572,35.8572,33.5726,34.6664,508357.0
2020-06-14,35.8572,35.8572,33.5726,34.6664,508357.0
2020-06-15,32.9022,33.4315,31.6232,32.8669,1906701.0
2020-06-16,33.8637,35.3897,33.8108,34.8957,812814.0
2020-06-17,35.0633,35.0633,32.2494,32.4303,791272.0
2020-06-18,32.0642,33.6608,32.0642,32.9375,757374.0
2020-06-19,33.2197,33.2462,30.5029,31.0674,14146231.0
2020-06-20,33.2197,33.2462,30.5029,31.0674,14146231.0
2020-06-21,33.2197,33.2462,30.5029,31.0674,14146231.0
2020-06-22,31.1645,31.5085,30.45,31.407,1197148.0
2020-06-23,32.223,32.3288,30.8822,30.9175,680135.0
2020-06-24,30.4764,30.6016,29.4444,30.0442,768916.0
2020-06-25,29.9913,30.9219,29.6252,30.7234,488622.0
2020-06-26,30.0177,30.7234,29.2062,29.4091,1935633.0
2020-06-27,30.0177,30.7234,29.2062,29.4091,1935633.0
2020-06-28,30.0177,30.7234,29.2062,29.4091,1935633.0
2020-06-29,30.1501,30.9792,29.7443,30.5294,523328.0
2020-06-30,30.1589,31.3144,30.1589,31.1292,496605.0
2020-07-01,31.1115,31.3056,29.9383,29.9825,461501.0
2020-07-02,30.9263,31.1292,30.0618,30.203,592136.0
2020-07-03,30.9263,31.1292,30.0618,30.203,592136.0
2020-07-04,30.9263,31.1292,30.0618,30.203,592136.0
2020-07-05,30.9263,31.1292,30.0618,30.203,592136.0
2020-07-06,30.9592,31.1282,29.9806,30.2653,347110.0
2020-07-07,29.8649,30.0251,29.0998,29.2333,379369.0
2020-07-08,29.1621,29.6336,28.4949,28.7974,407864.0
2020-07-09,28.6105,28.9397,27.7476,28.0145,415414.0
2020-07-10,28.0946,29.1977,28.0946,29.1532,333548.0
2020-07-11,28.0946,29.1977,28.0946,29.1532,333548.0
2020-07-12,28.0946,29.1977,28.0946,29.1532,333548.0
2020-07-13,29.6336,30.0873,28.833,29.4735,327653.0
2020-07-14,29.4201,29.9823,28.8241,29.2778,415459.0
2020-07-15,30.203,30.977,29.8916,30.7368,437872.0
2020-07-16,30.7546,31.3862,30.5055,30.9147,367580.0
2020-07-17,30.7012,31.2705,30.6834,30.7635,439133.0
2020-07-18,30.7012,31.2705,30.6834,30.7635,439133.0
2020-07-19,30.7012,31.2705,30.6834,30.7635,439133.0
2020-07-20,30.6923,30.9814,30.0518,30.1407,375036.0
2020-07-21,30.6389,31.6086,30.2475,31.5285,325447.0
2020-07-22,31.1282,31.4084,30.6256,31.0126,284034.0
2020-07-23,30.9325,32.258,30.9325,32.2314,512522.0
2020-07-24,32.0267,32.774,31.2972,32.0979,346659.0
2020-07-25,32.0267,32.774,31.2972,32.0979,346659.0
2020-07-26,32.0267,32.774,31.2972,32.0979,346659.0
2020-07-27,32.0712,32.0712,31.1994,31.4485,210939.0
2020-07-28,31.2172,31.5819,30.8079,30.8435,299808.0
2020-07-29,30.9414,31.8221,30.7012,31.7332,319059.0
2020-07-30,30.9948,31.5819,30.5499,31.4307,275517.0
2020-07-31,31.5641,31.7954,30.6745,31.4129,379330.0
2020-08-01,31.5641,31.7954,30.6745,31.4129,379330.0
2020-08-02,31.5641,31.7954,30.6745,31.4129,379330.0
2020-08-03,31.6086,31.9467,31.0659,31.3951,302374.0
2020-08-04,31.3595,31.6798,30.9325,31.3595,194012.0
2020-08-05,31.6175,32.2669,31.4618,32.178,272401.0
2020-08-06,31.9111,32.3292,31.7154,31.9645,224874.0
2020-08-07,31.6353,32.8897,31.5819,32.7607,358927.0
2020-08-08,31.6353,32.8897,31.5819,32.7607,358927.0
2020-08-09,31.6353,32.8897,31.5819,32.7607,358927.0
2020-08-10,32.952,33.4412,32.7295,32.774,310680.0
2020-08-11,33.4679,33.9217,33.0409,33.2811,326713.0
2020-08-12,33.9217,33.9217,32.8986,33.3078,226325.0
2020-08-13,33.0765,33.1922,32.5249,32.6317,227210.0
2020-08-14,32.2936,33.1922,32.1691,32.8007,407445.0
2020-08-15,32.2936,33.1922,32.1691,32.8007,407445.0
2020-08-16,32.2936,33.1922,32.1691,32.8007,407445.0
2020-08-17,32.6584,32.8007,32.1513,32.5872,283851.0
2020-08-18,32.5516,32.565,31.6531,31.8043,233112.0
2020-08-19,32.0356,32.1958,31.7198,31.8399,190258.0
2020-08-20,31.4129,31.5819,30.8799,31.1816,224568.0
2020-08-21,31.0926,31.3417,30.7368,31.0215,239081.0
2020-08-22,31.0926,31.3417,30.7368,31.0215,239081.0
2020-08-23,31.0926,31.3417,30.7368,31.0215,239081.0
2020-08-24,31.5107,31.8755,30.9948,31.8221,266725.0
2020-08-25,32.3292,32.436,31.7509,31.9556,217684.0
2020-08-26,31.8933,32.5249,31.0392,31.2439,259032.0
2020-08-27,31.3951,32.0534,31.3951,31.831,251116.0
2020-08-28,32.0267,32.0267,31.4396,31.7287,225817.0
2020-08-29,32.0267,32.0267,31.4396,31.7287,225817.0
2020-08-30,32.0267,32.0267,31.4396,31.7287,225817.0
2020-08-31,31.5374,31.7198,31.2083,31.2127,392918.0
2020-09-01,31.0303,31.4307,30.8969,31.4307,292031.0
2020-09-02,31.3328,31.7999,31.2883,31.6086,377431.0
2020-09-03,31.7865,32.5427,31.4218,31.5019,308907.0
2020-09-04,32.1335,32.4004,31.6264,32.178,361421.0
2020-09-05,32.1335,32.4004,31.6264,32.178,361421.0
2020-09-06,32.1335,32.4004,31.6264,32.178,361421.0
2020-09-07,32.1335,32.4004,31.6264,32.178,361421.0
2020-09-08,31.8221,31.8844,30.6923,30.7457,493008.0
2020-09-09,30.9592,31.2705,30.0251,30.5411,397512.0
2020-09-10,30.7546,31.6333,29.9717,30.034,312857.0
2020-09-11,29.945,30.4254,29.7226,30.292,281341.0
2020-09-12,29.945,30.4254,29.7226,30.292,281341.0
2020-09-13,29.945,30.4254,29.7226,30.292,281341.0
2020-09-14,30.4254,31.1015,30.4254,30.9503,226251.0
2020-09-15,31.0481,31.0481,30.3453,30.4165,243256.0
2020-09-16,30.4165,30.8969,30.203,30.292,325100.0
2020-09-17,29.7493,30.1674,29.6692,30.0162,283711.0
2020-09-18,30.3809,30.3809,29.3178,29.4379,1558642.0
2020-09-19,30.3809,30.3809,29.3178,29.4379,1558642.0
2020-09-20,30.3809,30.3809,29.3178,29.4379,1558642.0
2020-09-21,28.6017,30.4432,27.5163,27.8811,516171.0
2020-09-22,28.1035,28.4504,27.1427,27.4362,600867.0
2020-09-23,27.4807,28.1346,26.9114,26.9202,478615.0
2020-09-24,26.9914,27.7254,26.7334,27.1516,577908.0
2020-09-25,26.8669,27.9122,26.8669,27.8722,464566.0
2020-09-26,26.8669,27.9122,26.8669,27.8722,464566.0
2020-09-27,26.8669,27.9122,26.8669,27.8722,464566.0
2020-09-28,28.3081,28.8952,28.1658,28.8419,353798.0
2020-09-29,28.7173,28.7173,27.7165,28.5928,312700.0
2020-09-30,28.7529,29.0198,28.2414,28.5127,319025.0
2020-10-01,28.3348,28.6684,27.8366,28.6283,308500.0
2020-10-02,28.2814,30.0518,28.0204,29.8827,362786.0
2020-10-03,28.2814,30.0518,28.0204,29.8827,362786.0
2020-10-04,28.2814,30.0518,28.0204,29.8827,362786.0
2020-10-05,30.2386,30.9859,30.0518,30.9325,300359.0
2020-10-06,31.1371,32.347,30.9058,31.1193,367657.0
2020-10-07,31.4396,32.0178,31.1549,31.493,298523.0
2020-10-08,31.8399,32.3025,31.4485,32.0267,294228.0
2020-10-09,32.3228,32.3587,31.5961,31.8473,188674.0
2020-10-10,32.3228,32.3587,31.5961,31.8473,188674.0
2020-10-11,32.3228,32.3587,31.5961,31.8473,188674.0
2020-10-12,31.7127,32.5201,31.6499,32.4125,197173.0
2020-10-13,32.0716,32.2061,31.0399,31.1117,292062.0
2020-10-14,31.004,31.3001,30.2146,30.2863,171883.0
2020-10-15,29.8826,31.3001,29.8019,31.2911,166587.0
2020-10-16,31.1206,31.8249,30.6811,31.4257,214083.0
2020-10-17,31.1206,31.8249,30.6811,31.4257,214083.0
2020-10-18,31.1206,31.8249,30.6811,31.4257,214083.0
2020-10-19,31.5064,31.8159,31.0668,31.0937,204018.0
2020-10-20,31.5423,31.9729,31.1072,31.1834,292204.0
2020-10-21,31.1296,31.7396,31.1296,31.632,241425.0
2020-10-22,31.9639,32.3317,31.4526,32.1882,431002.0
2020-10-23,33.1391,34.0542,32.556,33.3096,332086.0
2020-10-24,33.1391,34.0542,32.556,33.3096,332086.0
2020-10-25,33.1391,34.0542,32.556,33.3096,332086.0
2020-10-26,33.0315,33.2916,32.3766,33.2468,373068.0
2020-10-27,33.0225,33.3948,32.3138,32.3856,301690.0
2020-10-28,31.7576,32.4394,31.6499,31.9101,421481.0
2020-10-29,31.5288,32.4663,31.1834,32.1164,325526.0
2020-10-30,32.0626,32.5919,31.7576,32.1164,332951.0
2020-10-31,32.0626,32.5919,31.7576,32.1164,332951.0
2020-11-01,32.0626,32.5919,31.7576,32.1164,332951.0
2020-11-02,32.547,33.0135,32.2151,32.9866,389059.0
2020-11-03,33.6325,34.8795,33.48,34.6283,480968.0
2020-11-04,33.6325,34.8885,33.2199,33.3275,955539.0
2020-11-05,33.3455,34.0362,33.2064,33.7312,371303.0
2020-11-06,34.0273,34.5386,33.48,33.6146,216410.0
2020-11-07,34.0273,34.5386,33.48,33.6146,216410.0
2020-11-08,34.0273,34.5386,33.48,33.6146,216410.0
2020-11-09,36.0278,38.9255,36.0278,38.1719,758571.0
2020-11-10,38.459,39.7609,38.2616,39.3471,402471.0
2020-11-11,39.4458,39.4458,37.6606,38.4052,300964.0
2020-11-12,37.6785,37.7862,36.6917,37.221,282205.0
2020-11-13,37.822,38.0732,37.5798,37.8489,240416.0
2020-11-14,37.822,38.0732,37.5798,37.8489,240416.0
2020-11-15,37.822,38.0732,37.5798,37.8489,240416.0
2020-11-16,38.5756,39.7149,37.8848,39.5714,328011.0
2020-11-17,38.764,40.1186,38.4967,39.9841,349895.0
2020-11-18,40.2442,40.3205,38.3782,38.441,315951.0
2020-11-19,38.3244,38.6115,37.7772,38.4859,199283.0
2020-11-20,38.0015,38.1226,37.4049,37.5888,331055.0
2020-11-21,38.0015,38.1226,37.4049,37.5888,331055.0
2020-11-22,38.0015,38.1226,37.4049,37.5888,331055.0
2020-11-23,38.1629,38.1899,37.4094,37.4183,334914.0
2020-11-24,38.1988,39.2395,37.9835,39.0421,525809.0
2020-11-25,38.6474,39.0959,38.0732,38.9703,231710.0
2020-11-26,38.6474,39.0959,38.0732,38.9703,231710.0
2020-11-27,38.9075,39.3112,37.7323,37.9656,125069.0
2020-11-28,38.9075,39.3112,37.7323,37.9656,125069.0
2020-11-29,38.9075,39.3112,37.7323,37.9656,125069.0
2020-11-30,37.7503,38.1001,36.4315,36.5751,302250.0
2020-12-01,37.3376,37.9476,36.7455,37.0685,411190.0
2020-12-02,36.9698,38.3693,36.916,38.1181,469107.0
2020-12-03,38.0015,38.3065,37.3376,37.5798,244609.0
2020-12-04,37.8938,38.5532,37.822,38.5128,292160.0
2020-12-05,37.8938,38.5532,37.822,38.5128,292160.0
2020-12-06,37.8938,38.5532,37.822,38.5128,292160.0
2020-12-07,38.0701,38.829,37.8578,38.7567,240539.0
2020-12-08,38.2689,39.7686,38.2689,39.6782,387152.0
2020-12-09,39.7595,40.1028,39.3575,39.895,353814.0
2020-12-10,39.7415,40.0694,38.9374,39.9131,272508.0
2020-12-11,39.3711,40.0848,39.3711,39.8318,275636.0
2020-12-12,39.3711,40.0848,39.3711,39.8318,275636.0
2020-12-13,39.3711,40.0848,39.3711,39.8318,275636.0
2020-12-14,40.5726,40.7546,40.2474,40.4371,293037.0
2020-12-15,41.1147,41.5031,40.3106,41.476,392033.0
2020-12-16,41.4851,41.5393,40.8527,41.458,295425.0
2020-12-17,41.5393,41.9819,41.196,41.9277,352785.0
2020-12-18,42.1265,42.5059,40.5569,41.4399,1153207.0
2020-12-19,42.1265,42.5059,40.5569,41.4399,1153207.0
2020-12-20,42.1265,42.5059,40.5569,41.4399,1153207.0
2020-12-21,41.2411,41.5212,39.5698,40.3558,395954.0
2020-12-22,40.3016,40.4823,39.7053,40.3648,434239.0
2020-12-23,40.9249,41.5844,40.0577,41.467,286440.0
2020-12-24,41.7651,41.8103,40.952,41.4489,113955.0
2020-12-25,41.7651,41.8103,40.952,41.4489,113955.0
2020-12-26,41.7651,41.8103,40.952,41.4489,113955.0
2020-12-27,41.7651,41.8103,40.952,41.4489,113955.0
2020-12-28,41.7019,42.1717,41.1327,41.9729,285617.0
2020-12-29,42.009,42.1988,40.8888,41.0966,243757.0
2020-12-30,41.2321,42.0994,41.0514,41.4489,221403.0
2020-12-31,41.3676,41.8819,39.8408,41.5664,285955.0
2021-01-01,41.3676,41.8819,39.8408,41.5664,285955.0
2021-01-02,41.3676,41.8819,39.8408,41.5664,285955.0
2021-01-03,41.3676,41.8819,39.8408,41.5664,285955.0
2021-01-04,41.5573,42.2033,40.3558,41.214,377010.0
2021-01-05,41.3405,42.4608,40.2474,41.747,388078.0
2021-01-06,42.9215,45.9525,42.9215,45.2433,1039978.0
2021-01-07,45.6873,46.0407,44.6724,44.9261,559499.0
2021-01-08,44.8536,44.8536,42.8148,43.721,510689.0
2021-01-09,44.8536,44.8536,42.8148,43.721,510689.0
2021-01-10,44.8536,44.8536,42.8148,43.721,510689.0
2021-01-11,43.1501,44.3915,43.1501,44.3371,203900.0
2021-01-12,44.5365,45.9772,44.5365,45.053,285151.0
2021-01-13,44.8355,44.8989,43.8071,44.3462,250233.0
2021-01-14,44.7087,45.6057,44.5546,45.3792,280336.0
2021-01-15,44.5546,45.6873,43.4347,45.4154,304542.0
2021-01-16,44.5546,45.6873,43.4347,45.4154,304542.0
2021-01-17,44.5546,45.6873,43.4347,45.4154,304542.0
2021-01-18,44.5546,45.6873,43.4347,45.4154,304542.0
2021-01-19,45.9138,46.1288,45.1074,45.3158,267271.0
2021-01-20,45.2886,45.8141,44.8536,45.3339,348744.0
2021-01-21,45.4517,45.6148,44.2737,44.754,291848.0
2021-01-22,44.0381,46.4575,44.0381,46.3941,465450.0
2021-01-23,44.0381,46.4575,44.0381,46.3941,465450.0
2021-01-24,44.0381,46.4575,44.0381,46.3941,465450.0
2021-01-25,46.095,46.4212,44.6905,45.4245,296267.0
2021-01-26,45.9954,45.9954,44.7358,45.0439,248371.0
2021-01-27,43.8569,44.9171,43.3404,43.6122,458677.0
2021-01-28,44.754,44.754,43.0505,43.5126,384773.0
2021-01-29,43.9566,44.0291,41.9903,42.2712,452041.0
2021-01-30,43.9566,44.0291,41.9903,42.2712,452041.0
2021-01-31,43.9566,44.0291,41.9903,42.2712,452041.0
2021-02-01,42.6789,44.02,42.5883,43.9294,253596.0
2021-02-02,44.31,45.4879,43.8524,44.9352,265796.0
2021-02-03,44.3824,44.6724,43.8116,44.2737,206838.0
2021-02-04,44.3553,45.5967,44.3553,45.0711,264852.0
2021-02-05,45.4154,45.4154,44.3915,44.9533,230986.0
2021-02-06,45.4154,45.4154,44.3915,44.9533,230986.0
2021-02-07,45.4154,45.4154,44.3915,44.9533,230986.0
2021-02-08,45.2252,46.2128,44.831,46.1766,218963.0
2021-02-09,45.8232,47.264,45.8232,47.2549,280237.0
2021-02-10,47.563,47.9617,46.8562,47.1371,248058.0
2021-02-11,47.0646,47.4814,45.9591,46.5753,209061.0
2021-02-12,46.4303,46.9151,45.9772,46.5662,239005.0
2021-02-13,46.4303,46.9151,45.9772,46.5662,239005.0
2021-02-14,46.4303,46.9151,45.9772,46.5662,239005.0
2021-02-15,46.4303,46.9151,45.9772,46.5662,239005.0
2021-02-16,47.1009,47.2096,46.5481,46.9015,163733.0
2021-02-17,46.7746,47.3999,46.6025,46.9196,158399.0
2021-02-18,46.684,47.0465,46.1675,46.6206,163263.0
2021-02-19,46.6659,47.5902,45.9863,47.4271,298365.0
2021-02-20,46.6659,47.5902,45.9863,47.4271,298365.0
2021-02-21,46.6659,47.5902,45.9863,47.4271,298365.0
2021-02-22,46.8109,48.6866,46.7293,48.5461,372651.0
2021-02-23,48.6322,49.5565,47.8529,49.1125,281501.0
2021-02-24,49.7649,50.6438,49.2665,50.3811,283898.0
2021-02-25,50.4717,51.2781,49.6561,50.0639,600009.0
2021-02-26,49.7196,50.1862,48.3423,49.1125,485095.0
2021-02-27,49.7196,50.1862,48.3423,49.1125,485095.0
2021-02-28,49.7196,50.1862,48.3423,49.1125,485095.0
2021-03-01,50.227,50.9972,49.6561,50.9519,272101.0
2021-03-02,50.7707,51.1694,50.1636,50.5442,331041.0
2021-03-03,51.0425,53.5978,50.8069,52.7279,558489.0
2021-03-04,52.7279,53.4891,51.0425,51.6496,493534.0
2021-03-05,52.891,54.513,51.9759,54.2502,429887.0
2021-03-06,52.891,54.513,51.9759,54.2502,429887.0
2021-03-07,52.891,54.513,51.9759,54.2502,429887.0
2021-03-08,54.8845,57.6845,54.5583,57.2949,595394.0
2021-03-09,56.434,58.3641,55.4373,55.6004,912134.0
2021-03-10,55.392,57.6754,54.6852,57.5123,550498.0
2021-03-11,57.1952,58.7266,56.9777,58.5181,416259.0
2021-03-12,58.8987,60.4029,58.3424,60.2579,501528.0
