,GBCI US Equity,GBCI US Equity,GBCI US Equity,GBCI US Equity,GBCI US Equity
2021-03-13,58.8987,60.4029,58.3424,60.2579,501528.0
2021-03-14,58.8987,60.4029,58.3424,60.2579,501528.0
2021-03-15,61.0281,61.0281,57.5576,58.5634,415653.0
2021-03-16,58.0107,58.1466,56.869,57.8204,258263.0
2021-03-17,58.3732,58.6178,56.6877,57.1861,469684.0
2021-03-18,57.5576,58.8897,55.9311,56.3434,725833.0
2021-03-19,55.3014,55.8541,54.3862,54.5946,1534318.0
2021-03-20,55.3014,55.8541,54.3862,54.5946,1534318.0
2021-03-21,55.3014,55.8541,54.3862,54.5946,1534318.0
2021-03-22,54.6036,55.3467,52.4108,52.6373,436477.0
2021-03-23,51.8399,52.3746,50.5442,50.9247,425098.0
2021-03-24,51.8218,52.8639,51.2963,51.2963,536690.0
2021-03-25,51.115,52.9998,50.5079,52.7008,389863.0
2021-03-26,53.3351,54.6399,52.8639,54.504,359042.0
2021-03-27,53.3351,54.6399,52.8639,54.504,359042.0
2021-03-28,53.3351,54.6399,52.8639,54.504,359042.0
2021-03-29,53.7881,54.1596,51.1785,51.2509,510478.0
2021-03-30,51.4231,52.6555,51.1105,52.0121,523241.0
2021-03-31,52.0755,52.7642,51.6678,51.7221,455709.0
2021-04-01,52.1843,53.0995,52.003,53.0904,373870.0
2021-04-02,52.1843,53.0995,52.003,53.0904,373870.0
2021-04-03,52.1843,53.0995,52.003,53.0904,373870.0
2021-04-04,52.1843,53.0995,52.003,53.0904,373870.0
2021-04-05,53.8697,54.0737,52.9454,53.4619,251286.0
2021-04-06,53.326,53.6295,52.6555,52.7732,188202.0
2021-04-07,53.0088,53.8062,52.0483,52.3564,251163.0
2021-04-08,52.1571,52.5195,51.4367,52.4652,303988.0
2021-04-09,52.8186,53.181,52.1571,53.027,273408.0
2021-04-10,52.8186,53.181,52.1571,53.027,273408.0
2021-04-11,52.8186,53.181,52.1571,53.027,273408.0
2021-04-12,52.8994,54.1656,52.8994,53.9743,281003.0
2021-04-13,53.6555,53.6555,52.863,53.2365,380288.0
2021-04-14,52.8265,54.4389,52.5259,53.4096,353651.0
2021-04-15,53.446,53.7466,52.4121,53.6009,318339.0
2021-04-16,54.448,54.9855,53.8878,54.8124,275206.0
2021-04-17,54.448,54.9855,53.8878,54.8124,275206.0
2021-04-18,54.448,54.9855,53.8878,54.8124,275206.0
2021-04-19,54.6758,55.277,54.1383,54.7122,324333.0
2021-04-20,54.4298,54.5847,52.4576,52.8994,546264.0
2021-04-21,52.6899,54.0626,52.1525,53.947,231496.0
2021-04-22,53.5098,54.6302,51.7744,53.2,256568.0
2021-04-23,54.4572,56.3961,52.9541,55.9329,528357.0
2021-04-24,54.4572,56.3961,52.9541,55.9329,528357.0
2021-04-25,54.4572,56.3961,52.9541,55.9329,528357.0
2021-04-26,56.4704,57.436,55.7325,55.7416,272639.0
2021-04-27,55.5321,56.2517,55.1586,55.6596,268815.0
2021-04-28,55.9876,56.0058,54.8124,54.8944,303552.0
2021-04-29,55.7052,55.8464,54.5938,54.7942,348289.0
2021-04-30,54.2385,55.1586,53.4824,53.7011,431977.0
2021-05-01,54.2385,55.1586,53.4824,53.7011,431977.0
2021-05-02,54.2385,55.1586,53.4824,53.7011,431977.0
2021-05-03,54.3296,55.0036,53.783,54.4389,358982.0
2021-05-04,53.9835,54.776,53.4961,54.2932,490503.0
2021-05-05,54.3661,55.2588,53.6236,55.0948,256660.0
2021-05-06,55.3317,55.7325,54.193,55.5503,235411.0
2021-05-07,54.6302,55.8236,54.1155,55.6778,255953.0
2021-05-08,54.6302,55.8236,54.1155,55.6778,255953.0
2021-05-09,54.6302,55.8236,54.1155,55.6778,255953.0
2021-05-10,55.7963,56.7254,55.4228,55.4592,372168.0
2021-05-11,54.8853,56.4886,54.5394,54.8762,830505.0
2021-05-12,55.3317,55.7143,52.6352,52.7992,350302.0
2021-05-13,52.5168,56.27,51.0001,55.8327,597377.0
2021-05-14,56.0878,56.443,54.7851,56.2882,251568.0
2021-05-15,56.0878,56.443,54.7851,56.2882,251568.0
2021-05-16,56.0878,56.443,54.7851,56.2882,251568.0
2021-05-17,56.0969,56.4795,55.1495,56.0331,170127.0
2021-05-18,55.8874,56.188,54.4389,54.5209,287405.0
2021-05-19,53.9561,54.1839,52.3893,54.1201,794785.0
2021-05-20,53.5735,53.7466,52.3711,53.0998,454116.0
2021-05-21,54.0654,54.7851,53.6009,53.947,352535.0
2021-05-22,54.0654,54.7851,53.6009,53.947,352535.0
2021-05-23,54.0654,54.7851,53.6009,53.947,352535.0
2021-05-24,53.8741,54.0654,52.9632,53.3913,335662.0
2021-05-25,53.3185,53.9652,51.8427,51.8427,626905.0
2021-05-26,51.9247,53.0634,51.8427,52.7446,311906.0
2021-05-27,53.6009,54.1292,52.7901,52.9541,411357.0
2021-05-28,53.0725,53.2365,52.2617,53.0634,303282.0
2021-05-29,53.0725,53.2365,52.2617,53.0634,303282.0
2021-05-30,53.0725,53.2365,52.2617,53.0634,303282.0
2021-05-31,53.0725,53.2365,52.2617,53.0634,303282.0
2021-06-01,53.4824,53.7193,53.0543,53.3822,232140.0
2021-06-02,53.6191,53.6191,52.4986,52.6352,281845.0
2021-06-03,52.7537,53.364,52.453,53.1636,276713.0
2021-06-04,53.1363,53.446,52.5259,52.7901,220697.0
2021-06-05,53.1363,53.446,52.5259,52.7901,220697.0
2021-06-06,53.1363,53.446,52.5259,52.7901,220697.0
2021-06-07,53.0634,53.3093,52.6352,53.282,308030.0
2021-06-08,52.9176,53.9561,52.6535,53.8468,327718.0
2021-06-09,53.8833,53.8833,52.7172,52.9176,289870.0
2021-06-10,53.6282,53.865,51.8154,51.8427,249100.0
2021-06-11,52.2253,52.7446,52.034,52.3711,336795.0
2021-06-12,52.2253,52.7446,52.034,52.3711,336795.0
2021-06-13,52.2253,52.7446,52.034,52.3711,336795.0
2021-06-14,52.535,52.7992,51.1048,51.4783,314900.0
2021-06-15,51.6332,52.9085,51.4874,52.3619,287264.0
2021-06-16,52.1433,53.1545,51.5421,52.7354,369527.0
2021-06-17,53.0816,53.0925,50.8315,51.1139,530049.0
2021-06-18,50.1028,50.786,48.2717,48.3719,1785356.0
2021-06-19,50.1028,50.786,48.2717,48.3719,1785356.0
2021-06-20,50.1028,50.786,48.2717,48.3719,1785356.0
2021-06-21,48.9094,51.1322,48.9094,51.0319,707131.0
2021-06-22,50.7404,51.1595,49.9297,51.0046,539426.0
2021-06-23,51.0502,51.3644,50.5947,50.6767,462702.0
2021-06-24,50.9864,51.5694,50.3852,51.533,286592.0
2021-06-25,51.6605,52.4504,51.2734,51.7334,1187941.0
2021-06-26,51.6605,52.4504,51.2734,51.7334,1187941.0
2021-06-27,51.6605,52.4504,51.2734,51.7334,1187941.0
2021-06-28,51.4237,51.4237,49.7566,50.2576,299274.0
2021-06-29,50.4125,50.8315,49.7111,50.1848,231798.0
2021-06-30,49.9843,50.622,49.9661,50.1756,307400.0
2021-07-01,50.8771,51.164,50.2576,50.9773,403100.0
2021-07-02,50.8406,50.8406,49.9935,50.3214,286621.0
2021-07-03,50.8406,50.8406,49.9935,50.3214,286621.0
2021-07-04,50.8406,50.8406,49.9935,50.3214,286621.0
2021-07-05,50.8406,50.8406,49.9935,50.3214,286621.0
2021-07-06,50.0481,50.0481,48.4448,48.9003,336723.0
2021-07-07,48.5997,50.1028,47.9985,48.3355,476992.0
2021-07-08,47.3061,48.2763,46.9508,47.5703,378707.0
2021-07-09,48.6361,49.3102,48.2444,49.2556,290168.0
2021-07-10,48.6361,49.3102,48.2444,49.2556,290168.0
2021-07-11,48.6361,49.3102,48.2444,49.2556,290168.0
2021-07-12,48.7699,49.6404,48.1742,49.5671,231268.0
2021-07-13,49.3197,49.4113,48.2384,48.3942,241347.0
2021-07-14,48.5866,49.1731,47.9176,48.7332,303198.0
2021-07-15,48.1926,49.3839,47.9726,49.2097,307905.0
2021-07-16,49.5488,49.5488,47.8627,47.9085,271970.0
2021-07-17,49.5488,49.5488,47.8627,47.9085,271970.0
2021-07-18,49.5488,49.5488,47.8627,47.9085,271970.0
2021-07-19,46.6805,47.157,45.8649,46.2498,464418.0
2021-07-20,46.3598,48.6233,46.3598,47.2304,557912.0
2021-07-21,47.8993,48.5041,47.5969,48.1284,373690.0
2021-07-22,48.1284,48.6678,46.4606,46.5614,281069.0
2021-07-23,48.0184,48.0184,46.5431,46.9921,223834.0
2021-07-24,48.0184,48.0184,46.5431,46.9921,223834.0
2021-07-25,48.0184,48.0184,46.5431,46.9921,223834.0
2021-07-26,47.3587,47.7531,46.8363,47.1479,225783.0
2021-07-27,46.7447,47.3861,46.3598,46.6714,243604.0
2021-07-28,46.9829,47.7435,46.3231,47.2304,250259.0
2021-07-29,47.716,48.1926,47.157,47.7252,265890.0
2021-07-30,47.5144,48.2659,46.928,47.2487,307663.0
2021-07-31,47.5144,48.2659,46.928,47.2487,307663.0
2021-08-01,47.5144,48.2659,46.928,47.2487,307663.0
2021-08-02,47.3861,48.7424,46.8638,46.9005,336015.0
2021-08-03,47.1937,48.0551,46.5156,47.8168,335942.0
2021-08-04,47.1021,47.7344,47.0196,47.3037,284750.0
2021-08-05,47.3861,48.2475,47.3861,47.9818,250338.0
2021-08-06,48.889,50.1719,48.7424,49.6863,415894.0
2021-08-07,48.889,50.1719,48.7424,49.6863,415894.0
2021-08-08,48.889,50.1719,48.7424,49.6863,415894.0
2021-08-09,49.5122,49.6221,48.7607,48.8249,251340.0
2021-08-10,48.6966,49.6954,48.6141,49.4847,264534.0
2021-08-11,49.5855,50.1078,49.0631,50.0345,316298.0
2021-08-12,49.9978,49.9978,49.2189,49.3105,204401.0
2021-08-13,49.2831,49.2831,48.5683,48.8524,148203.0
2021-08-14,49.2831,49.2831,48.5683,48.8524,148203.0
2021-08-15,49.2831,49.2831,48.5683,48.8524,148203.0
2021-08-16,48.3209,49.2464,47.7894,49.1548,331784.0
2021-08-17,48.6141,48.8249,47.7069,48.7149,326399.0
2021-08-18,48.5591,49.0631,47.8993,47.991,291767.0
2021-08-19,47.5053,48.2475,47.3953,47.9176,344773.0
2021-08-20,47.7894,49.0448,47.6702,49.0265,288447.0
2021-08-21,47.7894,49.0448,47.6702,49.0265,288447.0
2021-08-22,47.7894,49.0448,47.6702,49.0265,288447.0
2021-08-23,49.3014,49.6679,48.5179,49.5305,335953.0
2021-08-24,49.5488,49.6038,48.9944,49.1639,220287.0
2021-08-25,49.2281,49.7412,49.1181,49.1273,223477.0
2021-08-26,49.1639,49.3655,48.6233,48.6966,245794.0
2021-08-27,48.944,49.952,48.9257,49.7321,496616.0
2021-08-28,48.944,49.952,48.9257,49.7321,496616.0
2021-08-29,48.944,49.952,48.9257,49.7321,496616.0
2021-08-30,49.6771,49.6771,48.4308,48.5408,269792.0
2021-08-31,48.5774,49.1273,48.2384,48.8065,195984.0
2021-09-01,48.944,48.999,47.7298,48.7332,268359.0
2021-09-02,48.8798,49.1181,48.275,48.33,236877.0
2021-09-03,48.33,48.6049,47.8214,48.0918,209008.0
2021-09-04,48.33,48.6049,47.8214,48.0918,209008.0
2021-09-05,48.33,48.6049,47.8214,48.0918,209008.0
2021-09-06,48.33,48.6049,47.8214,48.0918,209008.0
2021-09-07,48.33,48.7332,47.7069,47.771,264295.0
2021-09-08,47.5603,47.8168,46.6439,47.0746,283231.0
2021-09-09,46.9188,47.6336,46.7447,46.9646,371642.0
2021-09-10,47.267,47.5328,46.2498,46.314,326834.0
2021-09-11,47.267,47.5328,46.2498,46.314,326834.0
2021-09-12,47.267,47.5328,46.2498,46.314,326834.0
2021-09-13,46.9188,47.448,46.1903,46.5797,332051.0
2021-09-14,46.7355,46.9096,45.4434,45.755,445405.0
2021-09-15,46.0024,46.9302,45.6542,46.6897,362924.0
2021-09-16,46.928,47.267,45.7916,46.0666,286410.0
2021-09-17,46.3598,47.0242,45.9016,46.2956,1514250.0
2021-09-18,46.3598,47.0242,45.9016,46.2956,1514250.0
2021-09-19,46.3598,47.0242,45.9016,46.2956,1514250.0
2021-09-20,45.2785,46.259,44.5545,45.5351,582807.0
2021-09-21,45.6633,46.3552,45.2785,45.9932,293196.0
2021-09-22,46.3598,46.7447,46.0574,46.1124,405097.0
2021-09-23,46.4331,47.6794,46.314,47.267,509165.0
2021-09-24,47.1845,48.2201,46.9738,48.0643,323824.0
2021-09-25,47.1845,48.2201,46.9738,48.0643,323824.0
2021-09-26,47.1845,48.2201,46.9738,48.0643,323824.0
2021-09-27,48.4766,51.0975,48.4675,51.0425,646532.0
2021-09-28,51.6382,52.0854,50.3644,50.7401,527070.0
2021-09-29,50.6668,51.684,50.117,51.4549,482932.0
2021-09-30,51.0975,51.9681,50.6668,50.7218,2793688.0
2021-10-01,50.7493,51.8214,50.4652,51.3083,719725.0
2021-10-02,50.7493,51.8214,50.4652,51.3083,719725.0
2021-10-03,50.7493,51.8214,50.4652,51.3083,719725.0
2021-10-04,51.1525,52.0322,50.9142,51.684,793459.0
2021-10-05,51.8214,52.0139,50.4835,50.7768,465170.0
2021-10-06,50.3552,50.4927,49.1456,50.3827,279530.0
2021-10-07,50.5293,51.2991,50.1353,51.1067,327003.0
2021-10-08,51.0421,51.4661,50.7749,50.867,247806.0
2021-10-09,51.0421,51.4661,50.7749,50.867,247806.0
2021-10-10,51.0421,51.4661,50.7749,50.867,247806.0
2021-10-11,51.3371,51.6136,49.9177,49.9546,208899.0
2021-10-12,49.761,50.1205,49.1573,49.7242,220300.0
2021-10-13,49.2725,49.6504,48.4983,48.8854,267439.0
2021-10-14,49.5122,49.9638,49.0145,49.9085,250864.0
2021-10-15,50.867,50.867,49.6781,49.7057,358459.0
2021-10-16,50.867,50.867,49.6781,49.7057,358459.0
2021-10-17,50.867,50.867,49.6781,49.7057,358459.0
2021-10-18,50.056,50.3232,49.3555,50.0191,279598.0
2021-10-19,50.1113,50.1666,49.2633,49.6781,252586.0
2021-10-20,49.6873,51.3739,48.6274,51.3094,280649.0
2021-10-21,51.4846,51.6689,50.8578,51.6597,316122.0
2021-10-22,51.9823,52.7012,49.3558,52.5998,269309.0
2021-10-23,51.9823,52.7012,49.3558,52.5998,269309.0
2021-10-24,51.9823,52.7012,49.3558,52.5998,269309.0
2021-10-25,52.4154,53.0975,51.3924,51.4385,343464.0
2021-10-26,51.4108,51.6228,50.9592,51.1712,225658.0
2021-10-27,51.2449,51.2449,49.2725,49.3278,257618.0
2021-10-28,49.5306,50.6735,49.5306,50.609,226429.0
2021-10-29,50.5721,51.4431,50.4984,50.9592,273451.0
2021-10-30,50.5721,51.4431,50.4984,50.9592,273451.0
2021-10-31,50.5721,51.4431,50.4984,50.9592,273451.0
2021-11-01,51.42,52.6182,51.3002,52.4892,322589.0
2021-11-02,52.4892,52.9039,51.867,52.0376,274427.0
2021-11-03,51.8717,53.7058,51.6182,53.3371,457577.0
2021-11-04,53.0606,53.5767,52.0652,53.0053,256447.0
2021-11-05,53.0237,54.9593,52.8302,54.8118,382857.0
2021-11-06,53.0237,54.9593,52.8302,54.8118,382857.0
2021-11-07,53.0237,54.9593,52.8302,54.8118,382857.0
2021-11-08,54.821,55.4201,54.3878,54.5906,390500.0
2021-11-09,54.1205,54.3233,53.4569,54.0744,229522.0
2021-11-10,54.0929,54.7012,53.9454,54.5261,231327.0
2021-11-11,54.609,55.3556,54.3325,54.8947,177351.0
2021-11-12,55.0514,55.0606,54.0744,54.6643,198979.0
2021-11-13,55.0514,55.0606,54.0744,54.6643,198979.0
2021-11-14,55.0514,55.0606,54.0744,54.6643,198979.0
2021-11-15,54.95,55.3095,54.5168,55.162,302037.0
2021-11-16,55.0975,55.7934,54.7288,55.1528,319349.0
2021-11-17,54.904,55.2265,53.9362,54.7749,293641.0
2021-11-18,52.2403,55.245,52.2403,54.7657,311361.0
2021-11-19,54.3878,54.3878,53.4569,54.0652,265648.0
2021-11-20,54.3878,54.3878,53.4569,54.0652,265648.0
2021-11-21,54.3878,54.3878,53.4569,54.0652,265648.0
2021-11-22,54.8671,55.7427,54.185,54.3602,298295.0
2021-11-23,54.6827,55.0975,54.2772,55.0146,173227.0
2021-11-24,54.5629,54.904,54.1482,54.4247,132107.0
2021-11-25,54.5629,54.904,54.1482,54.4247,132107.0
2021-11-26,52.7104,53.1436,50.2587,51.2633,320805.0
2021-11-27,52.7104,53.1436,50.2587,51.2633,320805.0
2021-11-28,52.7104,53.1436,50.2587,51.2633,320805.0
2021-11-29,52.0468,52.3513,50.9776,51.1435,318869.0
2021-11-30,50.8394,51.0514,49.7057,50.0467,321356.0
2021-12-01,51.4108,52.1666,49.6873,49.6873,329949.0
2021-12-02,49.8532,51.973,49.8532,51.7979,280978.0
2021-12-03,52.1574,52.4615,50.7656,51.2265,309658.0
2021-12-04,52.1574,52.4615,50.7656,51.2265,309658.0
2021-12-05,52.1574,52.4615,50.7656,51.2265,309658.0
2021-12-06,52.0422,54.0446,52.0051,53.4976,455099.0
2021-12-07,53.8962,54.2856,53.1917,53.5903,455711.0
2021-12-08,53.4605,54.1743,53.1732,53.9055,378294.0
2021-12-09,53.3678,53.4791,52.6911,52.8024,356418.0
2021-12-10,53.0527,53.6367,52.5243,53.6089,292565.0
2021-12-11,53.0527,53.6367,52.5243,53.6089,292565.0
2021-12-12,53.0527,53.6367,52.5243,53.6089,292565.0
2021-12-13,53.1917,53.1917,52.2091,52.4686,301698.0
2021-12-14,52.3852,53.7479,52.3852,53.1732,367308.0
2021-12-15,53.3308,53.683,52.5613,53.1824,452573.0
2021-12-16,53.9148,54.4942,52.5243,52.8024,439166.0
2021-12-17,51.5416,53.0341,51.1616,51.3748,1390350.0
2021-12-18,51.5416,53.0341,51.1616,51.3748,1390350.0
2021-12-19,51.5416,53.0341,51.1616,51.3748,1390350.0
2021-12-20,49.6969,50.8927,49.4651,50.2067,535221.0
2021-12-21,50.9854,51.9681,49.8452,51.5787,358372.0
2021-12-22,51.1708,51.8985,51.0642,51.8197,215997.0
2021-12-23,52.0515,52.413,51.1987,51.9403,153653.0
2021-12-24,52.0515,52.413,51.1987,51.9403,153653.0
2021-12-25,52.0515,52.413,51.1987,51.9403,153653.0
2021-12-26,52.0515,52.413,51.1987,51.9403,153653.0
2021-12-27,52.2647,52.756,51.7502,52.7282,172428.0
2021-12-28,52.4316,53.1639,52.4316,52.7282,188958.0
2021-12-29,53.0527,53.0805,52.4918,52.8951,136773.0
2021-12-30,52.9229,53.36,52.3852,52.413,198927.0
2021-12-31,52.1627,52.8673,52.1442,52.5613,178286.0
2022-01-01,52.1627,52.8673,52.1442,52.5613,178286.0
2022-01-02,52.1627,52.8673,52.1442,52.5613,178286.0
2022-01-03,53.1083,53.8221,52.4038,53.1361,309947.0
2022-01-04,53.7665,54.3554,53.3957,53.4791,485062.0
2022-01-05,53.5532,53.7711,52.0793,52.2832,405016.0
2022-01-06,52.8209,54.7491,52.5057,54.573,346537.0
2022-01-07,54.6286,55.2543,54.3412,55.1106,418667.0
2022-01-08,54.6286,55.2543,54.3412,55.1106,418667.0
2022-01-09,54.6286,55.2543,54.3412,55.1106,418667.0
2022-01-10,55.3799,56.1506,55.0735,56.067,505837.0
2022-01-11,56.1785,56.1785,54.9713,55.8535,292037.0
2022-01-12,55.8442,56.3549,54.9156,55.157,399270.0
2022-01-13,55.482,56.327,55.3706,55.5842,194995.0
2022-01-14,54.7206,55.4913,54.4792,55.4542,273222.0
2022-01-15,54.7206,55.4913,54.4792,55.4542,273222.0
2022-01-16,54.7206,55.4913,54.4792,55.4542,273222.0
2022-01-17,54.7206,55.4913,54.4792,55.4542,273222.0
2022-01-18,54.8506,55.5749,53.9963,54.2006,310131.0
2022-01-19,54.3585,54.3585,51.7771,51.8699,256337.0
2022-01-20,51.7771,52.8078,50.3749,50.5142,330711.0
2022-01-21,50.6906,51.4706,49.8549,50.2913,421400.0
2022-01-22,50.6906,51.4706,49.8549,50.2913,421400.0
2022-01-23,50.6906,51.4706,49.8549,50.2913,421400.0
2022-01-24,49.5856,52.2042,49.3443,51.9163,451093.0
2022-01-25,51.4335,51.9999,50.0778,51.1642,393377.0
2022-01-26,51.3221,52.1949,49.3163,50.0035,316298.0
2022-01-27,50.7185,51.2617,48.4621,48.9078,278556.0
2022-01-28,51.1085,51.4613,46.0663,47.6542,553544.0
2022-01-29,51.1085,51.4613,46.0663,47.6542,553544.0
2022-01-30,51.1085,51.4613,46.0663,47.6542,553544.0
2022-01-31,46.8742,48.2206,46.1499,48.2206,616515.0
2022-02-01,47.9978,48.2856,47.0042,48.2299,365772.0
2022-02-02,47.7192,48.0999,46.6978,47.4778,426547.0
2022-02-03,47.6913,48.2856,47.1621,47.3385,300526.0
2022-02-04,47.3292,48.0256,46.8185,47.4313,269178.0
2022-02-05,47.3292,48.0256,46.8185,47.4313,269178.0
2022-02-06,47.3292,48.0256,46.8185,47.4313,269178.0
2022-02-07,47.8585,48.2021,47.1992,47.9699,383064.0
2022-02-08,48.3599,49.7342,48.3599,49.4649,397016.0
2022-02-09,49.4649,49.6413,48.2856,48.9635,344910.0
2022-02-10,49.0842,49.5299,48.3878,48.6571,349810.0
2022-02-11,48.4435,49.2513,48.1928,48.5549,263593.0
2022-02-12,48.4435,49.2513,48.1928,48.5549,263593.0
2022-02-13,48.4435,49.2513,48.1928,48.5549,263593.0
2022-02-14,48.8613,49.1724,48.1835,48.5921,290243.0
2022-02-15,49.3256,50.3378,49.2049,50.2542,290558.0
2022-02-16,49.7342,50.7751,49.3721,50.3099,286663.0
2022-02-17,49.6785,50.1892,49.1678,49.4835,345460.0
2022-02-18,49.2792,50.5978,49.2328,50.0499,319999.0
2022-02-19,49.2792,50.5978,49.2328,50.0499,319999.0
2022-02-20,49.2792,50.5978,49.2328,50.0499,319999.0
2022-02-21,49.2792,50.5978,49.2328,50.0499,319999.0
2022-02-22,50.0499,50.7463,49.5856,50.1613,349427.0
2022-02-23,50.4121,50.9506,49.2978,49.4742,361899.0
2022-02-24,48.3042,48.6942,46.2521,48.5271,488101.0
2022-02-25,49.0099,51.1549,48.8474,51.0342,297182.0
2022-02-26,49.0099,51.1549,48.8474,51.0342,297182.0
2022-02-27,49.0099,51.1549,48.8474,51.0342,297182.0
2022-02-28,49.6785,51.5913,49.6692,51.4428,536249.0
2022-03-01,51.0713,51.2478,48.5178,49.1028,602282.0
2022-03-02,49.8642,52.116,49.5299,51.7585,388439.0
2022-03-03,51.9071,52.1392,51.1271,51.6935,262073.0
2022-03-04,50.4956,50.8949,49.2235,49.6228,444850.0
2022-03-05,50.4956,50.8949,49.2235,49.6228,444850.0
2022-03-06,50.4956,50.8949,49.2235,49.6228,444850.0
2022-03-07,49.3906,49.6228,47.3756,47.4963,497930.0
2022-03-08,48.1371,48.8428,46.9763,47.5335,505564.0
2022-03-09,49.0842,49.5485,48.4249,48.6756,315279.0
2022-03-10,47.9699,49.1678,47.7285,49.1678,391788.0
2022-03-11,49.4835,50.6721,48.9635,49.7063,334455.0
2022-03-12,49.4835,50.6721,48.9635,49.7063,334455.0
2022-03-13,49.4835,50.6721,48.9635,49.7063,334455.0
2022-03-14,50.7463,50.8671,48.3228,48.7313,412862.0
2022-03-15,49.0842,49.3163,47.9328,48.6478,321225.0
2022-03-16,49.1771,50.4399,48.6483,50.2728,428729.0
2022-03-17,49.6135,49.7528,48.9588,49.2513,217602.0
2022-03-18,49.3349,49.5438,47.6867,49.2792,850251.0
2022-03-19,49.3349,49.5438,47.6867,49.2792,850251.0
2022-03-20,49.3349,49.5438,47.6867,49.2792,850251.0
2022-03-21,49.2049,49.8921,48.0999,48.6942,319604.0
2022-03-22,49.1678,49.6878,49.1399,49.5206,409307.0
2022-03-23,48.9635,48.9635,46.8928,46.9671,302919.0
2022-03-24,47.3385,47.9142,46.7349,47.5706,304932.0
2022-03-25,47.5149,48.6385,47.5149,48.5828,289813.0
2022-03-26,47.5149,48.6385,47.5149,48.5828,289813.0
2022-03-27,47.5149,48.6385,47.5149,48.5828,289813.0
2022-03-28,48.2485,48.3042,47.3803,48.2949,237709.0
2022-03-29,49.2513,49.9385,48.7406,49.9013,373948.0
2022-03-30,49.7806,49.7806,46.8974,47.3385,495130.0
2022-03-31,47.3385,48.1324,46.6606,46.6885,388729.0
2022-04-01,46.9856,47.7285,46.0106,46.6142,593659.0
2022-04-02,46.9856,47.7285,46.0106,46.6142,593659.0
2022-04-03,46.9856,47.7285,46.0106,46.6142,593659.0
2022-04-04,46.4099,46.4378,45.3235,45.6299,409085.0
2022-04-05,45.7692,46.1778,45.0078,45.0821,366263.0
2022-04-06,44.8221,45.0162,44.3392,44.4785,410964.0
2022-04-07,44.7385,44.7385,43.4106,43.8099,419810.0
2022-04-08,43.8471,44.5156,43.5499,43.9771,524729.0
2022-04-09,43.8471,44.5156,43.5499,43.9771,524729.0
2022-04-10,43.8471,44.5156,43.5499,43.9771,524729.0
2022-04-11,43.9303,45.015,43.9303,44.2576,387313.0
2022-04-12,44.3418,45.0244,43.7901,44.0706,373137.0
2022-04-13,43.7059,44.295,43.4254,44.0893,378699.0
2022-04-14,44.2015,44.3605,42.5744,42.7334,420057.0
2022-04-15,44.2015,44.3605,42.5744,42.7334,420057.0
2022-04-16,44.2015,44.3605,42.5744,42.7334,420057.0
2022-04-17,44.2015,44.3605,42.5744,42.7334,420057.0
2022-04-18,42.5744,43.1074,42.35,42.9111,431877.0
2022-04-19,43.2851,44.856,43.1869,44.7719,410050.0
2022-04-20,45.2581,45.7771,45.0898,45.1833,436039.0
2022-04-21,45.5013,45.894,44.5849,44.641,477094.0
2022-04-22,43.921,45.5854,43.6404,44.7812,533659.0
2022-04-23,43.921,45.5854,43.6404,44.7812,533659.0
2022-04-24,43.921,45.5854,43.6404,44.7812,533659.0
2022-04-25,44.4914,45.3329,43.7059,45.015,509075.0
2022-04-26,44.6316,44.8654,43.6685,43.8275,475599.0
2022-04-27,43.8462,44.5475,43.5563,43.9864,495183.0
2022-04-28,45.1272,45.2114,43.4721,44.3792,348697.0
2022-04-29,44.1454,44.5007,42.6586,42.7895,442253.0
2022-04-30,44.1454,44.5007,42.6586,42.7895,442253.0
2022-05-01,44.1454,44.5007,42.6586,42.7895,442253.0
2022-05-02,43.2196,43.949,42.6118,43.5282,297570.0
2022-05-03,43.5937,44.113,43.1355,43.6778,246237.0
2022-05-04,43.5937,45.1553,43.5282,44.9589,268192.0
2022-05-05,44.2295,44.3371,43.0233,43.5656,271082.0
2022-05-06,43.2664,43.7152,42.3594,43.1448,325514.0
2022-05-07,43.2664,43.7152,42.3594,43.1448,325514.0
2022-05-08,43.2664,43.7152,42.3594,43.1448,325514.0
2022-05-09,42.7895,43.4628,42.453,42.7615,496028.0
2022-05-10,43.1635,43.388,41.5458,42.5651,384363.0
2022-05-11,42.9672,43.3693,41.8825,41.9292,337060.0
2022-05-12,41.9666,43.0326,41.6394,42.9672,408454.0
2022-05-13,43.3038,43.7059,42.9952,43.3412,395472.0
2022-05-14,43.3038,43.7059,42.9952,43.3412,395472.0
2022-05-15,43.3038,43.7059,42.9952,43.3412,395472.0
2022-05-16,42.8924,43.4066,42.0508,42.4155,250906.0
2022-05-17,43.1635,43.7246,42.7428,43.4254,294014.0
2022-05-18,42.9765,43.3225,42.6399,42.9391,329156.0
2022-05-19,42.6586,42.9952,42.1443,42.4622,431157.0
2022-05-20,42.7054,43.3786,41.8638,42.7428,374338.0
2022-05-21,42.7054,43.3786,41.8638,42.7428,374338.0
2022-05-22,42.7054,43.3786,41.8638,42.7428,374338.0
2022-05-23,43.6778,44.0332,43.0373,43.4815,276241.0
2022-05-24,43.2758,43.5469,42.2752,43.3973,266246.0
2022-05-25,43.3412,44.1547,43.2384,43.7059,311492.0
2022-05-26,44.3231,44.7064,44.0986,44.4727,245167.0
